PLBC,Plumas Bancorp - Common Stock,NASDAQ
5.95,6.00,6.00,5.53
5.52,5.97,5.97,5.50
5.90,5.91,5.91,5.90
5.95,5.99,6.00,5.95
5.97,5.97,5.97,5.97
6.20,6.20,6.20,6.18
6.20,6.20,6.20,6.20
6.17,6.20,6.20,6.17
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.19,6.20,6.20,6.19
6.19,6.19,6.19,6.19
6.20,6.03,6.20,6.03
6.20,6.03,6.20,6.03
6.04,6.01,6.19,6.00
6.20,6.50,6.50,6.20
6.45,6.08,6.45,6.03
6.06,5.96,6.12,5.81
5.93,6.05,6.05,5.93
6.05,6.00,6.05,6.00
5.81,5.81,5.81,5.81
5.81,5.81,5.81,5.81
6.00,6.00,6.00,6.00
6.36,6.36,6.36,6.36
5.97,5.93,6.06,5.93
6.63,5.86,6.63,5.86
5.92,6.25,6.25,5.92
6.25,6.25,6.25,6.25
6.35,6.67,6.69,6.25
6.67,6.67,6.67,6.67
6.70,6.27,6.70,6.02
6.25,6.35,6.35,6.25
6.35,6.35,6.35,6.35
6.35,6.35,6.35,6.35
6.70,6.75,6.85,6.64
6.75,6.75,6.75,6.75
6.75,6.52,6.99,6.26
6.73,6.31,6.73,6.31
6.34,6.35,6.35,6.34
6.33,6.40,6.40,6.32
6.45,6.45,6.45,6.45
6.31,6.30,6.31,6.30
6.30,6.25,6.30,6.06
6.18,6.02,6.18,6.00
6.00,5.98,6.02,5.90
6.10,6.12,6.13,5.85
6.09,5.80,6.09,5.72
5.90,5.94,6.01,5.90
5.89,5.89,6.10,5.89
6.15,6.15,6.15,6.15
5.82,5.82,5.82,5.82
6.01,6.48,6.49,6.01
6.25,6.53,6.53,6.14
6.37,6.31,6.43,6.26
6.28,6.48,6.48,6.25
6.67,6.79,6.79,6.45
6.79,6.49,6.79,6.46
6.15,6.22,6.22,6.15
6.30,6.20,6.30,6.20
6.20,6.21,6.21,6.20
6.21,6.21,6.21,6.21
6.28,6.13,6.28,6.13
6.13,6.13,6.13,6.13
6.25,6.01,6.25,6.01
6.09,6.31,6.31,6.01
6.31,6.23,6.31,6.20
6.10,6.01,6.20,6.00
5.99,6.30,6.30,5.89
6.28,6.15,6.30,6.04
6.31,6.21,6.31,6.21
6.21,6.20,6.21,6.20
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.22,6.20,6.22,6.20
6.22,6.01,6.22,6.00
6.08,6.02,6.08,6.02
6.11,6.18,6.18,6.00
6.18,6.05,6.18,6.02
6.12,6.10,6.13,6.02
6.19,6.11,6.19,6.06
6.11,6.14,6.16,6.03
6.05,6.14,6.15,6.05
6.03,6.02,6.03,6.02
6.02,6.02,6.02,6.02
6.02,6.02,6.02,6.02
6.03,6.02,6.14,6.02
6.07,6.02,6.07,6.02
6.07,6.09,6.09,6.03
6.02,6.21,6.32,6.02
6.34,6.32,6.41,6.20
6.44,6.37,6.55,6.37
6.60,6.74,6.74,6.41
6.74,6.50,6.74,6.30
6.50,6.40,6.50,6.40
6.28,6.26,6.29,6.26
6.26,6.26,6.27,6.26
6.28,6.27,6.40,6.25
6.28,6.28,6.28,6.28
6.31,6.38,6.52,6.31
6.60,6.60,6.60,6.60
6.50,6.50,6.50,6.50
6.58,6.40,6.59,6.40
6.54,6.54,6.54,6.54
6.59,6.55,6.59,6.40
6.55,6.55,6.55,6.55
6.58,6.58,6.58,6.58
6.58,6.58,6.58,6.58
6.42,6.45,6.45,6.42
6.46,6.46,6.46,6.46
6.42,6.62,6.62,6.40
6.51,6.50,6.51,6.50
6.61,6.60,6.62,6.60
6.51,6.60,6.60,6.51
6.55,6.55,6.55,6.55
6.55,6.55,6.55,6.55
6.62,6.40,6.62,6.40
6.41,6.47,6.47,6.41
6.50,6.25,6.50,6.25
6.38,6.27,6.38,6.26
6.27,6.27,6.27,6.27
6.27,6.27,6.27,6.27
6.27,6.27,6.27,6.27
6.30,6.27,6.49,6.23
6.27,6.29,6.49,6.27
6.27,6.47,6.47,6.25
6.49,6.49,6.49,6.49
6.49,6.26,6.49,6.26
6.26,6.26,6.26,6.26
6.35,6.30,6.35,6.30
6.25,6.25,6.25,6.20
6.20,6.28,6.28,6.20
6.28,6.28,6.28,6.28
6.30,6.40,6.45,6.29
6.30,6.18,6.30,6.14
6.20,6.22,6.22,6.18
6.10,6.20,6.20,6.10
6.20,6.12,6.24,6.12
6.19,6.19,6.19,6.19
6.19,6.19,6.19,6.19
6.13,5.98,6.13,5.96
6.04,6.07,6.09,6.04
6.07,6.07,6.07,6.07
5.98,6.03,6.28,5.98
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.24,6.09,6.24,6.08
6.03,6.03,6.03,6.03
6.21,6.20,6.21,6.20
6.15,6.20,6.21,6.15
6.20,6.20,6.20,6.20
6.14,6.07,6.14,6.05
6.17,6.17,6.17,6.17
6.17,6.17,6.17,6.17
6.06,6.06,6.06,6.06
6.12,6.14,6.14,6.12
6.09,6.09,6.09,6.09
6.09,6.09,6.09,6.09
6.09,6.09,6.09,6.09
6.10,6.15,6.15,6.01
6.06,6.06,6.06,6.06
6.05,6.05,6.05,6.01
6.16,6.16,6.16,6.06
6.16,6.25,6.27,6.06
6.25,6.31,6.31,6.20
6.44,6.37,6.53,6.30
6.41,6.50,6.50,6.40
6.55,6.65,6.69,6.55
6.34,6.67,6.67,6.34
6.49,6.49,6.50,6.26
6.65,6.45,6.65,6.41
6.75,6.55,6.75,6.55
6.72,6.75,6.75,6.72
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.71,6.38,6.71,6.37
6.44,6.55,6.63,6.44
6.55,6.50,6.60,6.45
6.43,6.40,6.43,6.40
6.29,6.35,6.50,6.29
6.36,6.35,6.36,6.30
6.39,6.35,6.39,6.35
6.35,6.35,6.35,6.35
6.26,6.25,6.30,6.06
6.58,6.60,6.60,6.58
6.28,6.26,6.28,6.25
6.26,6.26,6.26,6.26
6.26,6.26,6.26,6.26
6.26,6.26,6.26,6.26
6.26,6.26,6.26,6.26
6.30,6.15,6.30,6.15
6.15,6.15,6.15,6.15
6.35,6.39,6.39,6.35
6.39,6.39,6.39,6.39
6.34,6.20,6.34,6.20
6.21,6.22,6.23,6.21
6.23,6.22,6.23,6.21
6.22,6.22,6.22,6.22
6.25,6.25,6.25,6.20
6.30,6.34,6.35,6.25
6.33,6.32,6.35,6.32
6.32,6.44,6.44,6.32
6.42,6.42,6.42,6.42
6.42,6.42,6.42,6.42
6.33,6.32,6.33,6.32
6.32,6.32,6.35,6.32
6.42,6.40,6.43,6.20
6.22,6.22,6.22,6.22
6.22,6.22,6.22,6.22
6.12,6.12,6.12,6.12
6.29,6.27,6.29,6.27
6.28,6.23,6.35,6.23
6.30,6.50,6.89,6.30
6.53,6.75,6.80,6.53
6.36,6.62,6.62,6.36
6.36,6.32,6.36,6.32
6.44,6.75,6.75,6.42
6.45,6.72,6.75,6.44
6.75,6.85,7.45,6.75
7.21,6.58,7.30,6.58
6.69,6.75,7.10,6.56
6.80,6.56,7.00,6.56
6.81,6.50,6.81,6.50
6.70,7.00,7.00,6.70
6.95,7.00,7.00,6.95
6.98,7.35,7.74,6.97
7.25,6.90,7.25,6.90
7.15,7.10,7.61,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.28,6.72,7.28,6.72
7.00,7.00,7.02,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,6.71
7.00,7.00,7.00,6.95
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.41,7.32,7.41,7.32
7.40,7.05,7.40,7.05
7.41,7.41,7.41,7.41
7.41,7.41,7.41,7.41
6.70,7.25,7.69,6.70
7.00,7.02,7.39,7.00
6.90,7.25,7.25,6.90
7.25,7.25,7.25,7.25
6.99,7.10,7.10,6.99
7.10,7.10,7.10,7.10
7.10,7.25,7.43,7.10
7.25,7.25,7.25,7.25
7.27,7.27,7.27,7.27
7.27,7.27,7.27,7.27
7.24,7.24,7.24,7.24
7.24,7.24,7.24,7.24
7.25,7.25,7.25,7.25
7.25,7.25,7.25,7.25
6.98,7.31,7.38,6.98
7.02,7.05,7.34,7.02
7.05,7.05,7.05,7.05
7.30,6.75,7.30,6.61
7.10,6.80,7.10,6.80
6.96,6.87,7.10,6.84
6.79,6.79,6.79,6.79
6.83,6.77,6.90,6.77
6.90,7.09,7.25,6.86
6.89,6.85,7.07,6.85
6.86,7.20,7.20,6.86
7.57,6.90,7.57,6.86
7.06,6.98,7.31,6.98
6.98,7.40,7.50,6.98
7.20,7.01,7.30,6.86
6.91,6.88,7.05,6.88
7.06,6.95,7.26,6.95
7.02,7.30,7.30,7.02
6.93,6.93,6.93,6.93
7.05,7.28,7.54,7.00
7.45,7.74,8.00,7.45
7.74,7.74,7.74,7.71
7.62,7.70,7.70,7.62
7.63,7.63,7.63,7.63
7.55,7.55,7.55,7.55
7.89,7.44,7.89,7.44
7.63,7.63,7.63,7.63
7.64,7.58,7.64,7.40
7.58,7.58,7.58,7.58
7.58,7.58,7.58,7.58
7.45,7.45,7.45,7.25
7.45,7.45,7.45,7.45
7.92,7.50,7.92,7.47
7.70,7.74,7.74,7.70
7.34,7.34,7.35,7.34
7.51,7.51,7.51,7.51
7.73,7.60,7.75,7.60
7.60,7.60,7.60,7.60
7.60,7.52,7.74,7.40
7.52,7.52,7.52,7.52
7.36,7.50,7.51,7.36
7.51,7.75,7.80,7.39
7.70,7.50,7.70,7.40
7.51,8.15,8.23,7.51
8.23,8.06,8.45,7.95
8.06,7.98,8.50,7.98
7.95,7.90,8.00,7.85
7.85,7.86,7.98,7.82
7.75,7.30,7.82,7.30
7.55,7.59,7.61,7.46
7.56,7.61,7.69,7.53
7.62,7.96,8.10,7.46
7.98,8.05,8.10,7.90
7.90,8.00,8.10,7.87
7.92,7.95,8.04,7.92
7.81,7.81,7.81,7.81
8.07,8.08,8.09,8.07
7.97,7.81,7.97,7.81
7.96,7.75,7.98,7.65
7.62,7.60,7.62,7.45
7.58,7.55,7.68,7.42
7.62,7.90,7.90,7.56
7.92,8.24,8.50,7.77
8.02,8.06,8.13,7.90
8.25,7.90,8.25,7.90
8.25,7.72,8.25,7.70
7.70,7.72,7.72,7.70
8.10,7.72,8.11,7.63
7.72,7.72,7.72,7.72
7.72,7.72,7.72,7.72
7.75,7.75,7.75,7.75
7.61,7.64,7.75,7.52
7.65,7.55,7.65,7.55
7.65,7.71,7.76,7.64
7.55,7.86,8.00,7.52
7.86,7.79,7.98,7.79
7.79,7.79,7.79,7.79
7.79,7.79,7.79,7.79
8.16,8.20,8.20,8.16
8.20,8.20,8.20,8.20
8.19,8.16,8.19,7.73
8.13,8.13,8.13,8.13
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.05,8.10,8.10,8.00
8.02,8.00,8.02,8.00
8.00,8.00,8.00,8.00
8.08,8.07,8.08,8.07
8.07,8.07,8.07,8.07
8.07,8.00,8.07,8.00
8.00,8.10,8.10,8.00
8.24,8.24,8.24,8.24
34.60,8.07,34.60,8.07
8.23,8.23,8.23,8.23
8.23,8.23,8.23,8.23
8.23,8.23,8.23,8.23
8.12,8.12,8.12,8.12
8.12,8.24,8.24,8.12
8.24,8.24,8.24,8.24
8.24,8.24,8.24,8.24
8.24,8.12,8.24,8.12
8.12,8.12,8.12,8.12
8.21,8.21,8.21,8.12
8.25,8.05,8.25,8.05
8.05,8.05,8.05,8.05
8.25,8.05,8.25,8.05
8.05,8.05,8.05,8.05
8.05,8.05,8.15,8.05
8.05,8.05,8.05,8.05
8.05,8.25,8.25,8.05
8.05,8.10,8.10,8.05
8.10,8.05,8.10,8.05
8.05,8.05,8.05,8.05
8.05,8.10,8.10,8.05
8.05,8.10,8.10,8.05
8.05,8.05,8.05,8.05
8.05,8.03,8.12,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.24,8.25,8.25,8.24
8.25,8.25,8.25,8.25
8.05,8.05,8.05,8.05
8.06,8.06,8.06,8.06
8.13,8.13,8.13,8.13
8.13,8.13,8.13,8.13
8.05,8.13,8.13,8.05
8.06,8.00,8.11,8.00
8.13,8.13,8.13,8.13
8.13,8.13,8.13,8.13
8.23,7.90,8.23,7.71
8.23,8.23,8.23,8.23
8.00,7.99,8.20,7.99
8.01,8.18,8.18,8.01
8.18,8.18,8.18,8.18
7.94,7.85,7.94,7.85
7.85,7.85,7.85,7.85
7.85,7.76,7.85,7.75
7.73,7.80,7.84,7.73
7.81,7.83,7.83,7.81
7.83,7.83,7.83,7.83
8.21,8.20,8.21,8.20
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.00,8.00,8.00,7.90
8.00,8.00,8.00,8.00
8.00,8.19,8.19,8.00
8.19,8.19,8.19,8.19
7.81,8.20,8.30,7.80
8.48,9.25,9.49,8.48
9.24,9.04,9.24,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
10.00,10.00,10.00,9.20
9.65,10.00,10.00,9.65
9.99,9.26,9.99,9.26
9.26,9.26,9.26,9.26
9.28,9.11,9.31,9.03
9.16,9.07,9.16,9.05
9.09,9.09,9.09,9.09
9.10,8.86,9.10,8.86
8.99,8.99,8.99,8.96
9.07,8.75,9.10,8.75
8.75,8.75,8.75,8.75
8.96,8.82,8.96,8.82
8.79,9.00,9.00,8.79
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.80,8.85,8.85,8.80
8.85,8.72,9.10,8.72
9.75,9.20,9.75,9.20
9.20,9.20,9.20,9.20
8.76,8.76,8.76,8.76
9.19,8.88,9.19,8.88
9.19,9.19,9.19,9.16
8.95,8.95,8.95,8.95
9.21,9.21,9.21,9.21
9.21,9.21,9.21,9.21
9.75,8.88,9.75,8.88
9.75,9.72,9.75,9.72
9.72,9.72,9.72,9.72
9.60,9.60,9.60,9.60
9.60,9.60,9.60,9.60
9.60,9.60,9.60,9.60
9.02,9.40,9.41,9.02
9.20,9.06,9.20,9.06
9.05,9.90,10.00,9.05
9.70,9.65,9.70,9.45
8.97,9.50,9.61,8.97
9.50,9.50,9.50,9.50
9.75,9.10,9.75,9.10
9.11,9.11,9.11,9.11
9.74,9.00,9.74,9.00
9.02,9.44,9.44,8.71
9.39,9.38,9.50,9.22
9.14,9.12,9.16,9.10
9.10,9.15,9.44,9.10
9.20,9.20,9.20,9.20
9.15,9.15,9.15,9.15
9.31,9.30,9.50,9.30
9.40,9.30,9.40,9.30
9.35,9.50,9.50,9.35
10.00,9.35,10.00,9.35
9.30,9.35,9.36,9.30
9.55,9.60,9.60,9.40
9.60,9.42,9.60,9.42
9.43,10.00,10.00,9.43
9.46,9.57,9.80,9.46
9.90,9.90,9.90,9.90
9.52,9.80,9.90,9.52
9.80,9.61,9.80,9.61
9.61,9.61,9.62,9.61
9.60,9.57,9.60,9.41
9.75,9.75,9.75,9.75
9.30,9.30,9.30,9.30
9.75,9.39,9.75,9.39
9.36,9.30,9.41,9.30
9.30,9.30,9.30,9.30
9.35,9.35,9.35,9.35
9.35,9.35,9.35,9.35
9.70,9.70,9.70,9.70
9.50,9.35,9.53,9.35
9.35,9.35,9.35,9.35
9.31,9.30,9.31,9.30
9.75,9.36,9.75,9.30
9.21,9.21,9.21,9.21
9.24,9.50,9.75,9.21
9.50,9.45,9.50,9.45
9.60,9.83,9.90,9.35
9.46,9.35,9.46,9.03
9.43,9.20,9.43,8.77
9.30,9.35,9.38,9.30
9.55,9.41,9.55,9.32
9.32,9.27,9.90,9.00
9.01,9.65,9.65,9.01
9.24,9.20,9.24,9.06
9.07,9.10,9.40,9.07
9.21,9.21,9.21,9.21
9.20,9.20,9.20,9.20
9.30,9.21,9.30,9.21
9.21,9.40,9.40,9.21
9.40,9.40,9.40,9.40
9.22,9.25,9.29,9.21
9.32,9.28,9.40,9.28
9.29,9.30,9.30,9.25
9.25,9.25,9.30,9.25
9.25,9.25,9.25,9.25
9.38,9.38,9.38,9.36
9.33,9.26,9.33,9.26
9.34,9.28,9.34,9.28
9.26,9.31,9.36,9.26
9.50,9.50,9.50,9.50
9.50,9.50,9.50,9.50
9.27,9.40,9.40,9.27
9.28,9.39,9.39,9.28
9.37,9.46,9.46,9.37
9.45,9.32,9.45,9.32
9.30,9.20,9.32,9.20
9.23,9.25,9.33,9.20
9.32,9.21,9.32,9.01
9.30,9.30,9.30,9.30
9.29,9.30,10.00,9.25
9.30,9.30,9.30,9.30
9.30,9.30,9.30,9.30
9.30,9.34,9.35,9.30
9.35,9.30,9.35,9.30
9.48,9.80,10.00,9.48
9.78,9.80,9.95,9.78
9.90,9.75,9.90,9.75
9.80,9.51,9.80,9.51
9.56,9.57,9.58,9.56
9.57,9.57,9.57,9.57
9.56,9.58,9.61,9.56
9.80,9.80,9.80,9.65
9.56,9.71,9.72,9.56
9.56,9.59,9.59,9.56
9.56,9.56,9.56,9.56
9.56,9.56,9.75,9.56
9.57,9.11,9.90,9.11
9.90,9.90,9.90,9.90
9.90,9.30,9.90,9.30
9.35,9.39,9.40,9.34
9.28,9.28,9.28,9.28
9.34,9.28,9.34,9.28
9.30,9.27,9.30,9.27
9.28,9.28,9.28,9.28
9.28,9.28,9.28,9.28
9.50,9.28,9.50,9.28
9.28,9.29,9.29,9.01
9.00,9.35,9.35,9.00
9.02,8.95,9.30,8.93
8.97,9.07,9.07,8.97
8.95,8.95,8.95,8.95
8.95,8.95,8.95,8.95
8.95,8.75,8.95,8.75
8.75,8.75,8.75,8.75
8.80,8.60,8.95,8.04
8.50,8.22,8.95,8.22
8.22,8.79,8.90,8.22
8.53,8.50,8.75,8.50
8.38,8.43,8.43,8.38
8.45,8.42,8.85,8.42
8.45,8.45,8.45,8.40
8.28,8.35,8.35,8.28
8.87,8.88,8.90,8.40
8.99,8.89,9.45,8.56
8.96,8.77,9.16,8.48
8.72,9.25,9.25,8.72
9.09,9.50,9.50,9.03
9.50,9.84,9.85,9.31
9.84,9.75,10.23,9.66
9.39,9.99,10.00,8.81
10.00,8.52,10.00,8.52
9.22,9.45,9.50,9.17
8.86,9.19,9.20,8.86
9.08,9.20,9.20,8.99
8.72,8.95,8.95,8.72
8.95,8.95,8.95,8.95
9.08,8.92,9.08,8.78
8.79,8.76,8.99,8.76
8.89,8.89,8.89,8.89
8.89,8.89,8.89,8.89
8.89,8.89,8.89,8.89
8.64,8.64,8.64,8.64
8.68,8.74,8.94,8.60
8.65,8.55,8.85,8.52
8.52,8.89,8.89,8.52
8.89,8.89,8.89,8.89
8.78,8.78,8.78,8.78
8.63,8.63,8.63,8.63
8.89,8.57,8.89,8.52
8.68,8.83,8.89,8.55
9.20,8.92,9.20,8.52
8.92,8.92,8.92,8.92
8.79,8.74,8.79,8.74
8.79,9.15,9.33,8.79
9.35,9.30,9.35,9.25
9.20,9.12,9.20,9.10
9.08,8.99,9.08,8.92
8.88,8.76,8.88,8.76
8.79,8.60,8.79,8.60
9.20,8.58,9.20,8.56
8.66,8.60,8.66,8.56
9.20,8.57,9.20,8.56
8.57,8.62,8.75,8.50
8.75,8.75,8.75,8.75
8.56,8.70,8.70,8.56
8.72,8.88,8.88,8.70
8.78,8.75,8.78,8.75
8.53,8.73,8.73,8.53
8.58,8.58,8.67,8.58
8.91,8.91,8.91,8.91
8.63,8.63,8.63,8.63
8.63,8.63,8.63,8.63
8.74,8.69,8.74,8.59
8.69,8.69,8.69,8.69
8.69,8.69,8.69,8.69
8.69,8.66,8.91,8.52
8.60,8.60,8.60,8.60
8.63,8.56,8.63,8.53
8.62,8.56,8.65,8.52
9.32,9.32,9.32,9.32
8.90,8.71,8.90,8.71
8.73,8.73,8.73,8.73
8.66,8.66,8.66,8.66
8.69,8.69,8.69,8.69
8.69,8.69,8.69,8.53
8.69,8.58,8.69,8.58
8.57,8.61,8.61,8.57
8.61,8.61,8.61,8.61
8.61,8.61,8.61,8.61
8.60,8.60,8.60,8.60
8.56,8.57,8.97,8.55
8.57,8.57,8.57,8.57
8.60,8.60,8.60,8.60
8.74,8.72,8.74,8.70
8.70,8.89,8.89,8.57
8.56,8.55,8.58,8.53
8.62,8.61,8.62,8.61
8.61,8.61,8.61,8.61
8.60,8.69,8.69,8.60
8.60,8.62,8.68,8.60
8.62,8.62,8.69,8.62
8.69,8.67,8.69,8.62
8.69,8.68,8.69,8.68
8.63,8.65,8.65,8.63
8.68,8.68,8.68,8.62
8.70,8.65,8.70,8.65
8.66,8.53,8.66,8.53
8.59,8.59,8.59,8.59
8.51,8.45,8.84,8.42
8.48,8.40,8.53,8.40
8.31,8.20,8.35,8.20
8.60,8.25,8.60,8.25
8.34,8.34,8.34,8.34
8.37,8.37,8.37,8.37
8.29,8.80,8.80,8.29
8.79,8.52,8.79,8.52
8.52,8.52,8.52,8.52
8.56,8.58,8.58,8.56
8.67,8.65,8.67,8.60
8.74,8.77,8.77,8.73
8.80,8.80,8.80,8.78
8.80,8.80,8.80,8.80
8.60,8.56,8.60,8.56
8.60,8.60,8.60,8.60
8.65,8.65,8.65,8.65
8.64,8.64,8.65,8.64
8.76,8.65,8.76,8.65
8.65,8.65,8.65,8.65
8.65,8.65,8.65,8.65
8.59,8.64,8.64,8.59
8.65,8.60,8.65,8.60
8.60,8.60,8.60,8.60
8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75
8.75,8.61,8.75,8.61
8.75,8.51,8.75,8.51
8.60,8.60,8.60,8.60
8.53,8.52,8.53,8.52
8.52,8.52,8.52,8.52
8.52,8.52,8.52,8.52
8.61,8.61,8.75,8.61
8.75,8.52,8.75,8.52
8.61,8.63,8.64,8.61
8.63,8.63,8.63,8.63
8.65,8.65,8.65,8.65
8.71,8.72,8.80,8.71
8.72,8.86,8.86,8.70
8.86,8.86,8.86,8.86
8.86,8.86,8.86,8.86
8.71,8.75,8.75,8.71
8.75,8.94,8.94,8.75
9.18,8.85,9.46,8.85
8.85,8.85,8.85,8.85
8.91,8.94,8.94,8.91
8.94,8.94,8.94,8.94
8.94,8.94,8.94,8.94
8.85,8.85,8.85,8.85
8.92,8.94,8.94,8.92
8.86,8.80,8.86,8.80
8.80,8.80,8.80,8.80
8.76,8.76,8.76,8.76
8.76,8.75,8.76,8.75
9.00,8.76,9.00,8.76
8.90,8.81,8.90,8.80
8.81,8.82,8.94,8.80
8.76,8.71,8.77,8.71
8.71,8.66,8.80,8.66
8.66,8.66,8.66,8.66
8.66,8.61,8.74,8.61
8.61,8.61,8.61,8.61
8.60,8.63,8.80,8.60
8.79,8.74,8.80,8.64
8.68,8.68,8.68,8.68
8.70,8.65,8.70,8.65
8.67,8.76,8.76,8.67
8.80,8.63,8.80,8.62
8.82,9.50,9.61,8.82
9.25,9.41,9.59,9.25
9.35,9.35,9.43,9.35
9.50,9.45,9.50,9.41
9.45,9.58,9.59,9.45
9.35,9.73,9.73,9.35
9.50,9.35,9.60,9.35
9.50,9.50,9.50,9.50
9.47,9.41,9.47,9.41
9.36,9.39,9.50,9.36
9.50,9.49,9.50,9.49
9.49,9.49,9.49,9.49
9.49,9.40,9.49,9.40
9.50,9.50,9.50,9.50
9.41,9.36,9.41,9.36
9.37,9.37,9.37,9.37
9.37,9.37,9.37,9.37
9.50,9.38,9.50,9.38
9.43,9.50,9.50,9.43
9.48,9.49,9.57,9.48
9.56,9.48,9.61,9.48
9.75,9.50,9.75,9.44
9.50,9.50,9.50,9.50
9.40,9.41,9.47,9.40
9.50,9.50,9.50,9.40
9.67,9.68,9.68,9.67
9.50,9.40,9.50,9.40
9.37,9.50,9.50,9.19
9.39,9.48,9.50,9.39
9.48,9.48,9.48,9.48
9.12,9.50,9.50,9.12
9.50,9.50,9.50,9.50
9.17,9.15,9.17,9.15
9.15,9.15,9.15,9.15
9.15,9.15,9.15,9.15
9.40,9.40,9.40,9.40
9.22,9.18,9.24,9.17
9.21,9.21,9.21,9.21
9.21,9.38,9.45,9.15
9.14,9.45,9.45,9.14
9.40,9.40,9.40,9.40
9.15,9.15,9.32,9.15
9.32,9.07,9.38,9.06
9.06,9.39,9.39,9.06
9.14,9.14,9.14,9.14
9.14,9.14,9.14,9.14
9.21,9.27,9.27,9.21
9.09,9.09,9.09,9.09
9.03,9.20,9.20,9.00
9.20,9.20,9.20,9.20
9.20,9.20,9.20,9.20
9.20,9.01,9.20,9.01
9.15,9.06,9.15,9.06
9.06,9.06,9.06,9.06
9.01,8.85,9.05,8.79
9.05,9.05,9.05,9.05
9.05,9.05,9.05,9.05
8.75,9.04,9.04,8.75
9.00,9.05,9.05,8.85
9.10,9.10,9.10,9.10
9.12,9.30,9.36,9.12
9.02,9.02,9.02,9.02
9.35,9.25,9.35,8.90
9.06,9.01,9.06,9.01
9.10,9.25,9.25,9.10
9.50,9.81,10.16,9.50
9.51,9.76,9.79,9.50
10.00,9.86,10.00,9.78
9.96,10.00,10.00,9.96
9.99,9.90,10.00,9.90
10.00,10.00,10.00,10.00
9.94,9.94,9.94,9.94
9.92,9.88,9.92,9.85
9.92,9.90,9.92,9.90
9.90,9.90,9.90,9.90
9.99,9.85,10.00,9.83
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
9.90,9.90,9.90,9.90
9.92,10.00,10.00,9.83
10.00,10.00,10.00,10.00
9.96,9.97,10.00,9.91
10.00,9.91,10.00,9.91
9.91,9.91,9.91,9.91
9.95,9.98,9.98,9.90
9.99,10.00,10.00,9.99
9.99,9.99,9.99,9.99
9.99,9.95,9.99,9.95
9.94,9.94,9.94,9.94
9.93,9.93,9.93,9.93
9.95,9.99,9.99,9.95
10.08,9.98,10.08,9.96
9.98,10.04,10.04,9.98
10.00,10.01,10.09,10.00
9.98,10.00,10.00,9.98
9.98,10.09,10.15,9.98
10.13,10.11,10.13,10.07
10.11,10.11,10.14,10.11
10.39,10.20,10.39,10.20
10.30,10.22,10.30,10.10
10.22,10.22,10.22,10.22
10.00,10.15,10.15,10.00
10.11,10.01,10.12,10.00
10.25,10.02,10.25,10.02
9.60,10.19,10.19,9.60
9.98,10.14,10.15,9.87
10.10,10.01,10.14,9.80
9.95,9.95,9.95,9.95
9.95,9.98,9.98,9.95
10.00,10.01,10.15,10.00
10.12,10.08,10.14,10.00
10.02,10.00,10.02,9.96
10.04,10.01,10.08,10.00
9.98,10.01,10.16,9.98
10.01,10.01,10.01,10.01
10.18,10.24,10.24,10.18
10.23,10.20,10.28,10.00
10.16,10.24,10.24,10.15
10.24,10.24,10.24,10.23
10.24,10.24,10.24,10.24
10.24,10.25,10.25,10.23
10.25,10.40,10.50,10.20
10.45,10.41,10.45,10.40
10.50,10.50,10.50,10.50
10.53,10.59,10.64,10.51
10.65,10.62,10.70,10.59
10.75,10.75,10.75,10.26
11.10,11.56,11.65,11.10
11.50,11.40,11.65,11.35
11.65,11.52,11.65,11.35
11.35,11.65,11.65,11.35
11.90,11.65,12.25,11.35
11.80,11.75,11.80,11.75
11.75,11.60,11.75,11.60
11.83,11.72,11.83,11.70
11.81,12.45,13.01,11.77
12.95,12.45,13.85,12.10
12.22,12.10,12.30,12.05
12.00,11.95,12.15,11.95
12.00,12.35,12.35,11.95
12.25,11.80,12.25,11.75
11.80,12.50,13.50,11.80
12.50,13.15,13.30,12.50
13.00,13.20,13.29,12.90
13.30,13.25,13.46,13.00
13.25,13.30,13.35,13.25
13.35,13.30,13.45,13.25
13.30,14.45,14.90,13.00
14.50,14.95,14.95,14.40
14.48,15.60,15.85,14.48
15.60,15.60,15.90,15.56
15.80,15.60,16.00,15.50
15.50,15.60,15.75,15.49
15.60,15.63,15.83,15.55
15.80,15.70,15.80,15.70
15.75,15.85,15.90,15.60
15.70,16.70,16.80,15.70
16.70,16.75,16.85,16.20
16.65,16.40,16.65,16.30
16.25,16.36,16.45,16.25
16.36,16.45,16.65,16.32
