VCR,Vanguard Consumer Discretion ETF - DNQ,NASDAQ
92.18,91.14,92.37,91.13
90.33,88.74,90.33,88.47
89.48,88.75,89.54,87.77
87.95,87.91,88.50,86.89
88.77,88.78,89.00,88.32
89.97,89.82,90.02,89.39
90.76,90.76,91.07,90.38
90.75,91.14,91.50,90.53
91.86,91.75,92.30,91.45
91.70,91.90,92.45,91.50
91.64,92.27,92.47,91.28
93.20,93.25,93.25,92.21
93.85,94.03,94.20,93.79
94.70,94.51,94.74,94.16
94.52,94.59,94.64,94.05
95.99,95.91,95.99,95.41
95.92,96.31,96.33,95.86
96.51,96.15,96.64,96.11
96.20,95.51,96.32,95.21
95.72,95.66,95.85,95.48
95.95,96.18,96.46,95.83
96.18,96.07,96.32,95.84
96.23,96.06,96.37,95.71
96.35,95.84,96.35,95.79
96.16,95.52,96.56,95.29
95.50,95.73,95.73,95.05
95.40,96.04,96.07,95.20
95.92,95.50,96.06,95.38
95.95,95.53,96.01,95.36
95.84,96.03,96.68,95.84
97.08,97.57,97.66,96.90
97.55,98.08,98.15,97.32
98.00,98.02,98.15,97.81
97.95,97.37,98.08,96.95
97.10,96.60,97.20,96.36
97.19,97.33,97.55,96.76
97.32,97.09,97.77,96.80
96.88,97.07,97.34,96.31
97.21,97.08,97.30,96.39
97.04,96.13,97.04,96.03
95.30,94.41,95.30,94.17
94.40,94.05,94.83,94.05
94.00,93.70,94.45,93.61
93.93,94.66,94.86,93.93
94.40,93.85,94.67,93.73
94.08,94.82,94.96,93.95
95.06,94.88,95.11,94.45
95.10,94.74,95.54,94.70
93.98,93.02,94.15,92.97
93.02,93.51,93.81,92.86
93.40,94.13,94.54,93.40
94.21,93.46,94.21,93.16
94.46,94.07,94.93,93.67
94.07,95.04,95.18,93.97
95.27,95.19,95.56,95.11
95.65,95.03,95.69,94.15
95.38,96.00,96.10,95.38
96.59,96.99,96.99,96.47
96.96,97.53,97.53,96.94
97.69,97.13,97.69,96.89
97.21,97.62,97.62,96.92
98.75,97.93,98.94,97.84
98.05,98.63,98.69,97.94
98.52,99.68,100.02,98.10
100.01,99.82,100.12,99.61
99.85,99.18,100.02,99.13
98.88,98.47,99.00,97.96
98.37,98.59,99.28,98.31
98.87,98.28,98.87,98.10
98.50,99.12,99.23,98.50
99.05,99.15,99.29,98.75
98.25,98.82,99.02,98.00
98.94,99.76,99.83,98.94
99.33,99.61,99.76,98.90
99.50,98.70,99.64,98.12
98.76,99.47,99.58,98.59
98.43,98.15,98.96,98.15
98.20,96.35,98.21,96.35
96.59,96.08,96.59,95.29
97.12,98.20,98.29,97.12
98.09,98.94,99.08,98.05
98.36,99.44,99.51,98.34
99.33,98.64,99.33,98.42
99.32,100.09,100.09,99.11
99.69,100.56,100.59,99.47
100.96,101.21,101.36,100.63
101.41,101.39,101.41,100.96
101.85,102.04,102.38,101.40
101.75,101.47,102.00,101.15
101.95,102.47,102.47,101.54
102.98,102.96,103.13,102.45
102.99,102.71,103.02,102.42
102.98,103.29,103.29,102.66
103.59,102.75,103.73,102.26
102.78,102.97,103.54,102.50
103.22,103.13,103.42,102.53
103.56,103.61,103.64,103.06
103.40,103.64,103.79,102.68
104.21,103.29,104.21,103.04
103.62,101.20,103.72,101.04
101.33,102.73,102.73,101.22
102.92,102.95,103.13,102.42
102.99,102.84,103.04,102.36
102.43,104.42,104.43,102.37
104.63,104.98,105.12,104.43
105.29,105.35,105.36,104.94
105.72,104.56,105.78,104.33
104.61,104.08,104.89,103.95
104.18,103.59,104.53,103.28
103.85,104.68,104.80,103.79
104.72,105.30,105.35,104.57
105.65,105.38,105.78,105.22
105.38,106.02,106.31,105.38
106.29,106.39,106.49,106.00
107.00,106.57,107.00,106.42
106.71,105.95,106.72,105.83
105.64,105.23,105.68,104.73
104.88,105.00,105.51,104.12
104.75,104.97,105.23,104.68
106.28,105.70,106.28,105.17
106.27,105.64,106.27,105.55
105.45,105.71,106.01,105.45
105.92,104.62,105.92,104.50
104.62,104.38,104.74,104.23
104.55,104.61,104.99,104.53
105.15,105.35,105.60,105.07
105.56,105.09,105.56,104.69
105.33,106.59,106.67,104.45
106.54,106.39,106.68,106.05
105.94,106.10,106.37,105.44
106.56,106.63,106.66,106.19
106.70,107.00,107.04,106.70
107.34,107.61,107.70,107.31
107.86,107.29,107.98,107.13
107.46,107.66,107.74,107.21
108.00,108.06,108.15,107.72
108.05,107.54,108.07,107.25
107.65,107.38,107.93,107.29
107.71,106.70,107.73,106.50
107.29,107.32,107.59,106.95
107.31,107.20,107.38,106.77
107.55,106.89,107.55,106.35
107.14,107.31,107.35,106.67
107.25,105.18,107.26,104.89
105.44,106.10,106.20,105.05
106.28,106.33,106.63,106.14
106.09,105.90,106.09,105.60
105.72,105.39,105.93,105.19
105.88,105.16,105.94,104.63
105.19,105.54,105.62,105.01
105.25,104.73,105.25,104.26
104.02,102.59,104.14,102.57
102.76,102.09,103.04,101.19
102.56,102.91,103.11,102.44
102.22,101.31,102.29,101.12
102.18,103.02,103.31,102.08
101.28,101.86,102.57,101.11
101.78,99.08,101.89,98.80
99.56,100.19,100.37,99.40
99.79,100.23,100.40,98.80
100.65,102.30,102.40,100.65
102.95,103.54,103.68,102.59
103.88,103.56,103.88,103.13
103.87,104.41,104.66,103.70
104.57,104.48,104.91,104.25
103.85,105.04,105.13,103.80
104.76,105.51,105.76,104.76
105.69,105.70,105.89,105.26
105.50,104.84,105.90,104.81
105.08,105.63,105.72,104.99
105.86,105.81,106.14,105.65
105.97,106.42,107.02,105.97
106.60,107.02,107.30,106.50
107.38,107.79,108.39,107.30
107.55,108.18,108.28,107.47
108.36,108.56,108.97,107.77
107.55,107.60,107.83,106.77
108.78,109.07,109.27,108.78
109.14,109.34,109.43,109.10
109.59,109.69,109.88,109.25
110.14,109.53,110.36,109.33
109.57,109.22,109.57,108.74
109.35,108.63,109.62,108.33
108.03,108.58,108.58,107.52
108.98,107.03,109.00,106.76
106.73,107.15,107.66,106.73
107.78,107.89,108.13,107.61
108.36,108.45,108.54,107.91
108.49,107.77,108.53,107.17
107.54,107.96,108.10,107.13
108.59,107.34,108.72,107.27
107.37,106.17,107.61,105.58
106.31,105.39,106.79,104.97
105.81,104.53,106.02,104.53
104.36,104.09,104.63,103.32
104.42,105.01,105.57,103.35
105.22,105.80,106.07,105.14
106.22,107.29,107.36,106.07
107.44,108.06,108.18,107.42
108.20,107.40,108.25,106.93
107.89,105.46,107.93,105.33
104.83,103.26,105.13,102.65
103.22,104.24,104.34,102.88
104.66,105.46,105.49,104.21
105.50,102.81,105.53,102.71
102.09,101.45,102.81,101.17
102.10,102.11,102.68,101.35
102.31,102.19,102.75,100.56
103.02,103.59,103.60,102.65
103.53,103.73,104.05,103.37
103.76,103.97,104.14,103.39
104.36,105.10,105.43,104.36
105.04,104.45,105.24,104.39
105.09,104.93,105.30,104.02
104.41,103.22,104.41,103.06
103.50,102.80,103.89,101.55
103.02,103.45,103.54,102.54
103.41,104.00,104.05,102.90
104.11,104.41,104.80,103.94
104.49,104.80,105.33,104.48
104.25,104.81,104.90,103.76
104.55,103.42,104.55,103.38
103.82,103.14,103.82,102.49
102.75,103.17,104.33,102.57
103.12,103.75,103.81,102.65
103.98,105.18,105.23,103.98
105.31,104.82,105.37,104.70
104.56,103.68,104.74,103.53
103.46,102.98,103.46,101.87
103.00,103.63,103.69,102.56
103.20,104.13,104.19,103.13
103.95,103.07,103.96,102.80
103.41,104.20,104.30,103.36
104.25,104.87,105.03,104.25
104.93,105.72,105.78,104.85
105.87,106.29,106.47,105.87
106.14,106.03,106.33,105.63
106.33,106.43,106.47,105.98
106.50,106.48,106.56,106.05
106.48,106.77,106.88,106.17
106.59,106.60,106.75,106.28
106.57,107.13,107.27,106.11
107.12,107.77,107.97,106.75
108.02,108.40,108.51,108.00
108.43,108.57,109.02,108.34
108.36,108.31,108.46,108.16
108.00,108.02,108.22,107.73
107.90,106.65,107.90,106.42
106.73,106.73,106.88,106.13
106.48,107.12,107.12,106.43
107.21,107.56,107.71,106.84
107.50,108.31,108.42,107.30
108.49,108.13,108.71,107.85
108.46,107.85,108.46,107.72
107.85,108.05,108.09,107.64
107.76,107.76,108.71,107.62
107.49,108.68,108.79,107.49
108.63,108.75,108.78,107.95
108.46,109.15,109.20,108.46
109.02,109.18,109.39,108.91
109.52,110.32,110.59,109.52
110.30,110.34,110.72,110.29
110.87,111.19,111.29,110.71
111.00,110.44,111.00,110.28
110.10,109.24,110.19,108.97
109.53,110.40,110.43,109.50
108.83,109.40,109.79,108.64
109.54,109.57,109.68,109.22
110.11,109.90,110.23,109.82
109.96,109.41,109.96,109.03
110.19,109.60,110.42,109.51
109.20,108.58,109.78,108.41
108.94,109.64,109.66,108.82
109.20,109.04,109.43,108.82
109.44,109.61,109.84,109.30
109.72,109.54,109.72,109.29
109.73,109.88,110.14,109.73
109.10,108.64,109.12,108.54
108.74,108.76,108.97,108.15
108.88,108.52,109.50,108.52
108.84,109.02,109.10,108.45
108.17,107.09,108.37,106.99
107.00,106.74,107.49,106.18
107.04,107.83,108.10,106.93
107.38,107.09,107.84,106.71
106.43,106.92,107.56,106.40
107.50,106.33,107.63,106.08
106.42,107.87,107.89,106.42
108.26,108.36,108.71,108.16
108.23,107.98,108.58,107.66
108.24,108.28,108.55,108.06
108.48,109.20,109.20,108.45
109.56,109.00,109.57,108.29
109.75,110.01,110.14,109.72
110.63,110.83,110.96,110.52
110.66,111.30,111.47,110.64
111.36,111.20,111.49,111.05
111.26,111.40,111.58,110.98
111.92,111.76,111.98,111.63
111.92,111.86,112.07,111.71
111.92,111.94,112.10,111.76
111.61,111.75,111.91,111.15
112.07,111.76,112.07,111.38
111.78,112.18,112.28,111.55
112.70,111.75,112.70,111.67
111.94,112.08,112.60,111.91
112.13,112.47,112.47,111.55
112.16,112.04,112.32,111.60
111.97,110.99,112.02,110.95
111.07,111.35,111.39,110.67
111.02,111.65,111.67,110.89
111.71,111.30,111.71,110.98
111.24,110.72,111.29,110.48
110.40,111.20,111.44,110.36
111.29,111.29,111.75,110.94
111.70,111.68,111.90,111.44
112.12,111.62,112.32,111.32
111.22,109.92,111.22,109.68
109.59,109.30,109.93,109.06
109.10,110.13,110.15,108.82
109.82,108.60,109.93,108.50
109.01,109.69,109.87,108.97
108.95,109.16,109.55,108.68
109.15,108.50,109.19,108.39
108.23,107.02,108.23,106.85
107.01,107.60,107.77,105.85
108.41,109.05,109.34,108.10
109.33,108.51,109.51,108.30
107.87,106.87,108.17,106.87
106.99,108.45,108.56,106.32
108.16,106.05,108.32,106.03
105.80,104.93,106.61,104.93
104.76,102.80,104.95,102.79
103.28,103.60,104.42,103.05
102.27,103.03,103.46,100.48
101.12,103.39,104.02,101.03
104.42,104.44,105.29,104.07
104.17,105.85,105.91,104.17
106.49,107.86,107.97,106.29
108.03,106.91,108.40,106.86
107.82,108.30,108.96,107.82
107.84,108.34,108.42,107.56
108.26,108.48,108.63,107.75
108.37,109.80,109.85,108.37
109.99,109.45,110.17,108.92
109.16,110.18,110.43,109.02
111.47,111.26,111.76,110.98
111.27,111.30,111.50,111.09
110.93,110.02,110.93,109.42
110.59,110.43,110.87,109.93
110.61,111.50,111.51,110.60
111.35,111.32,111.43,110.94
111.30,111.33,111.50,110.78
111.34,111.74,111.78,111.10
111.52,112.49,112.59,111.52
112.61,113.00,113.31,112.55
112.94,113.42,113.46,112.91
113.30,113.09,113.55,112.90
113.00,113.35,113.67,112.95
113.62,113.78,113.90,113.27
113.39,114.37,114.69,113.33
115.68,114.61,115.75,114.47
114.98,115.81,115.81,114.98
116.07,116.10,116.53,115.78
116.19,116.20,116.21,115.95
116.54,117.50,117.71,116.54
117.04,116.01,117.42,115.97
116.23,116.43,116.67,116.14
116.44,116.68,116.80,116.21
116.64,116.42,116.72,116.00
116.60,116.50,116.81,116.43
116.26,115.61,116.63,115.26
114.51,115.60,115.63,114.09
115.27,113.89,115.55,113.82
114.42,114.82,115.86,114.42
113.99,114.18,115.16,113.99
114.81,113.55,115.03,112.98
113.13,111.85,113.90,111.81
112.07,113.98,114.02,112.00
114.45,114.32,114.45,113.06
114.48,114.69,114.97,114.00
114.96,115.70,115.70,114.96
116.08,116.45,116.73,116.02
117.01,116.25,117.01,116.25
116.60,116.83,117.09,116.55
116.59,117.69,117.85,116.59
117.42,117.25,117.76,117.03
117.43,116.88,118.06,116.74
117.40,115.91,117.48,115.08
115.63,113.74,115.63,113.42
113.83,112.51,113.89,111.68
113.49,114.39,114.39,113.36
115.18,116.05,116.22,115.00
115.98,114.81,116.00,114.66
114.79,114.40,115.01,113.76
115.25,114.24,116.14,113.37
112.95,112.94,113.29,111.67
113.28,111.40,113.56,111.37
111.25,112.80,112.83,110.84
113.06,112.02,113.06,111.06
111.97,112.74,112.94,111.66
113.36,114.83,115.00,112.76
114.79,114.64,115.17,114.40
114.58,115.43,115.50,114.45
114.27,114.73,115.36,113.93
115.22,113.25,115.41,113.12
113.60,114.65,114.86,112.97
114.41,113.26,114.61,113.16
113.47,114.18,114.27,111.78
114.89,116.68,116.69,114.89
116.52,117.23,117.84,116.52
117.53,118.07,118.10,117.45
118.19,117.83,118.42,117.50
117.39,117.38,117.79,117.17
117.98,118.84,119.03,117.66
118.80,118.83,119.10,118.27
119.31,120.08,120.11,118.89
120.27,120.89,120.89,120.15
120.88,120.74,120.92,120.23
120.62,120.75,120.92,120.33
120.84,121.14,121.37,120.84
121.08,121.97,121.98,120.46
121.90,121.78,122.17,121.43
122.24,122.22,122.35,121.95
122.42,123.09,123.36,122.31
122.86,122.78,123.16,122.45
122.86,122.59,122.95,122.44
122.52,123.87,123.90,122.52
123.64,123.56,123.68,122.79
123.46,122.92,123.46,122.40
123.14,122.99,123.24,122.72
122.57,121.50,122.70,121.27
121.69,122.12,122.25,121.50
121.17,120.32,121.17,120.27
120.46,119.88,120.61,119.79
120.43,122.13,122.19,120.43
122.03,121.24,122.06,120.68
121.79,122.59,122.68,121.59
122.05,122.15,122.43,121.81
121.79,123.13,123.55,121.18
122.96,123.14,123.43,122.70
123.90,124.36,124.57,123.73
124.28,124.29,124.94,124.07
124.18,123.67,124.40,123.67
123.81,121.76,123.81,121.70
121.14,120.98,121.49,120.52
120.83,121.64,121.77,120.83
122.83,122.91,123.15,122.39
122.46,122.48,125.00,122.42
122.33,121.76,122.33,121.17
121.86,122.99,123.08,121.86
122.40,123.55,123.95,122.19
123.60,122.83,123.65,122.79
122.93,123.98,123.98,122.89
124.22,123.98,124.45,123.34
124.38,124.42,124.52,124.05
124.49,123.67,124.60,123.67
123.67,123.45,123.88,122.93
123.81,123.61,124.22,123.59
123.59,123.81,124.01,123.59
123.43,122.04,123.78,121.63
122.85,123.20,123.35,122.57
123.63,123.35,123.75,123.10
123.67,123.52,123.67,122.81
123.52,124.17,124.77,123.47
125.02,125.52,125.68,124.93
125.87,124.50,126.00,124.43
124.49,124.14,124.49,123.33
123.75,123.27,123.96,122.77
123.07,121.88,123.36,121.43
122.37,123.43,123.46,122.12
123.90,123.72,124.39,123.56
123.69,122.41,123.72,122.35
122.76,121.91,122.76,121.40
121.89,122.65,122.84,121.73
123.68,123.70,124.30,123.67
123.74,123.26,124.20,123.23
122.79,122.98,123.35,121.99
123.27,122.35,123.27,122.30
123.00,122.85,123.00,122.22
123.10,123.71,123.71,122.93
123.84,124.37,124.54,123.76
124.60,124.41,124.85,124.22
124.45,124.45,124.87,123.92
124.46,124.86,125.11,124.24
124.86,124.71,125.15,124.55
124.63,123.79,124.94,123.50
124.05,124.69,124.77,123.79
124.58,124.48,124.63,124.19
124.34,123.63,124.58,123.50
124.04,123.97,124.41,123.43
123.64,124.19,124.70,123.62
124.63,125.15,125.31,124.26
124.83,124.32,125.18,124.21
124.02,124.25,124.44,123.78
124.23,123.39,124.23,123.34
123.34,123.15,123.50,122.45
123.68,124.33,124.64,123.63
124.69,124.71,125.13,124.64
124.24,124.37,124.58,124.09
123.75,123.81,123.92,123.10
123.73,124.35,124.43,123.55
124.74,124.93,125.20,124.17
125.22,126.35,126.71,125.22
126.34,126.06,126.64,126.06
126.81,126.60,127.02,126.57
126.90,127.16,127.24,126.79
127.07,126.20,127.22,126.16
126.46,126.16,126.74,126.04
126.41,126.62,126.92,126.20
123.67,123.74,126.00,123.60
124.73,124.22,124.77,123.69
125.31,125.54,125.54,124.94
125.82,125.28,126.14,124.91
124.28,125.04,125.76,124.20
125.32,125.89,125.89,123.46
124.99,123.53,125.19,123.35
124.76,124.01,125.23,123.88
125.25,125.79,126.03,125.00
126.83,127.55,127.68,126.83
127.71,127.77,127.92,127.48
127.79,127.46,127.79,127.26
128.29,128.24,128.29,127.74
128.44,127.95,128.46,127.51
128.23,128.00,128.26,127.74
128.03,127.50,128.03,127.16
127.38,128.01,128.14,127.38
128.51,127.12,128.53,126.97
128.41,126.85,129.33,126.64
126.36,125.76,126.74,125.48
126.49,126.85,127.04,125.50
127.07,128.09,128.21,127.06
127.72,128.66,128.77,127.43
129.15,129.11,129.59,128.64
129.38,128.60,129.45,127.93
128.60,129.03,129.38,128.59
129.65,128.13,129.65,127.91
128.13,126.27,128.13,124.94
126.29,126.11,126.43,125.29
127.09,127.19,127.54,126.92
126.28,125.93,126.59,125.40
125.08,125.30,125.59,123.39
125.30,126.07,126.79,125.30
126.06,126.28,126.37,125.75
126.18,127.57,127.57,125.80
127.66,127.54,128.00,127.27
127.38,127.09,127.94,126.49
126.12,123.58,126.12,123.47
122.35,119.80,122.61,119.64
118.61,114.98,118.96,100.00
116.12,114.68,119.72,114.68
115.84,118.67,118.74,114.91
119.85,121.47,121.80,119.21
121.26,121.61,122.25,120.92
121.02,120.88,121.77,120.41
119.65,117.74,119.65,117.23
118.91,120.07,120.57,118.25
120.34,120.62,121.63,119.99
119.42,119.07,119.71,118.43
121.20,121.86,121.95,120.59
123.06,120.52,123.08,120.29
120.29,120.62,121.38,120.06
120.20,121.45,121.45,120.02
121.42,120.84,121.50,120.50
121.19,122.07,122.25,120.48
122.35,123.46,123.57,122.01
123.53,123.82,125.58,123.47
122.53,121.88,123.44,121.65
122.33,122.70,123.44,121.94
121.38,121.18,121.45,120.31
120.27,119.65,120.27,119.25
118.92,119.21,119.36,117.69
120.62,119.10,120.63,118.61
118.34,115.49,118.58,115.19
115.82,115.04,116.15,114.32
116.40,117.84,117.93,116.34
118.07,118.49,118.49,116.77
117.21,120.13,120.14,116.65
121.01,122.04,122.21,120.99
122.04,121.19,122.50,120.68
121.58,121.73,121.94,120.53
121.55,123.13,123.37,121.29
123.22,123.18,123.35,122.59
123.45,123.62,124.07,123.29
123.19,123.01,124.17,122.90
123.06,121.74,123.40,121.49
122.19,123.28,123.34,121.47
123.32,123.96,123.97,123.24
123.71,124.47,124.54,123.55
124.42,124.26,124.93,123.90
124.30,123.26,124.80,123.20
124.12,124.75,124.97,123.82
126.42,125.16,126.42,124.45
125.24,126.04,126.23,125.16
125.80,125.16,125.80,124.64
125.55,126.66,126.66,124.93
126.44,126.79,127.00,125.91
127.02,126.99,127.73,126.59
128.10,127.71,128.10,126.79
127.74,128.29,128.62,127.65
128.69,127.43,128.69,126.87
127.70,127.86,128.14,126.88
127.58,127.82,127.99,127.00
127.72,126.07,127.72,125.16
125.91,127.03,127.08,125.81
127.30,126.40,127.30,126.08
125.70,125.10,126.23,125.04
124.39,121.79,124.39,121.71
121.34,123.14,123.14,121.07
123.77,123.12,124.24,122.82
123.65,125.19,125.35,123.31
125.27,125.16,125.72,125.13
126.15,126.75,126.75,126.02
126.99,127.22,127.72,126.75
126.15,127.03,127.38,125.71
127.18,127.83,128.00,127.18
127.76,127.38,127.82,126.90
127.70,126.40,127.72,126.20
126.96,127.63,127.64,126.76
127.56,126.55,127.80,126.39
127.01,124.65,127.01,124.05
125.00,126.89,127.04,124.87
126.60,126.40,126.84,125.57
125.31,125.94,126.52,124.96
125.70,124.46,126.65,123.84
124.70,124.88,125.55,124.40
123.56,122.11,123.63,121.90
122.15,122.31,122.86,120.70
123.55,123.20,124.20,123.12
124.15,125.36,125.55,123.51
125.36,123.28,125.66,123.28
122.92,121.46,123.03,121.42
122.33,122.01,122.46,121.20
122.49,122.89,123.14,121.96
123.12,123.22,123.26,122.74
123.16,123.00,123.33,122.88
122.75,123.15,123.22,122.21
123.78,124.50,124.65,123.78
124.38,123.58,124.50,123.55
123.18,122.55,123.79,122.55
120.49,120.40,120.49,119.06
120.62,120.18,120.93,119.45
118.55,118.79,119.50,118.01
116.87,116.31,118.32,116.12
117.33,114.94,117.63,114.70
115.50,115.66,116.17,113.96
116.70,116.83,117.55,115.44
117.27,112.88,117.27,112.74
112.99,113.64,114.62,110.98
110.71,111.36,111.93,109.92
112.53,111.54,112.95,110.45
109.81,110.68,111.61,107.13
111.01,112.00,113.28,110.46
113.85,114.05,114.38,113.32
113.97,112.63,114.12,112.49
113.05,114.38,114.51,112.60
114.17,112.70,114.89,112.16
114.06,113.83,114.06,112.00
113.12,115.43,115.45,113.12
114.87,116.03,116.45,114.21
115.21,113.73,115.43,113.34
114.41,113.35,114.41,111.20
112.86,112.99,113.43,112.02
112.43,109.35,112.75,109.01
107.66,107.05,107.80,105.14
105.64,106.62,107.84,105.46
106.82,106.66,108.50,106.58
105.35,106.46,107.08,105.16
107.54,108.55,108.62,106.75
110.07,111.35,111.40,109.69
112.48,113.92,114.23,112.41
113.97,113.13,114.03,112.80
112.45,113.41,113.41,111.80
114.53,115.55,115.75,114.37
115.57,115.06,115.99,114.74
113.86,115.74,115.89,112.88
116.09,116.96,116.96,115.23
117.66,117.08,117.74,116.79
117.02,116.57,117.93,116.57
117.61,119.50,119.51,117.15
119.25,119.49,119.53,118.61
119.42,120.38,120.38,119.10
120.50,120.39,120.98,119.88
119.85,120.12,120.67,119.39
119.53,118.90,120.03,118.80
119.43,119.27,119.46,118.51
119.71,119.29,120.27,117.88
120.43,121.27,121.32,120.22
121.06,121.71,122.00,121.06
121.00,121.42,121.52,120.94
121.11,122.46,122.74,121.06
122.32,123.02,123.29,122.17
123.30,123.21,123.78,123.00
122.76,122.71,122.93,122.04
121.95,122.35,122.80,121.69
121.86,121.31,121.86,121.20
120.75,121.47,121.47,120.50
121.91,122.09,122.53,121.58
122.03,123.45,123.57,122.00
124.23,124.11,124.51,123.71
123.99,124.06,124.47,123.87
123.38,124.56,124.74,123.07
124.61,123.45,124.61,123.39
122.62,122.37,122.98,122.17
122.47,123.65,123.69,122.31
123.17,122.12,123.47,121.60
122.72,122.02,122.72,121.73
122.51,121.62,123.05,121.60
121.69,122.55,122.67,121.19
123.24,124.45,124.50,123.19
124.58,124.31,124.73,123.95
124.36,124.65,124.74,124.06
124.42,125.62,125.65,124.42
125.79,125.14,126.03,124.71
125.32,125.26,125.71,124.75
125.49,124.75,125.59,124.62
124.71,124.61,125.19,123.93
124.06,124.59,124.59,123.87
124.67,125.15,125.39,124.46
125.16,125.07,125.33,124.48
124.52,123.65,125.36,123.46
124.53,123.94,124.53,123.14
124.34,125.66,125.75,124.31
124.70,124.43,125.08,124.16
123.66,123.72,124.37,123.36
123.72,122.90,123.83,122.82
122.57,123.67,123.68,122.23
123.72,124.13,124.48,123.72
124.40,125.52,125.57,124.40
124.42,123.02,124.42,122.95
123.52,123.10,123.60,122.31
122.68,121.80,123.17,121.74
121.70,122.46,122.80,121.61
122.13,121.06,122.52,120.78
120.32,120.39,121.08,119.66
119.73,120.31,120.39,119.41
120.58,121.23,121.54,120.45
121.12,120.61,121.66,120.61
121.09,122.26,122.50,121.09
122.55,122.87,123.07,122.53
123.27,123.01,123.49,122.84
123.25,123.77,123.84,123.25
123.88,123.74,124.13,123.24
123.23,123.77,123.86,122.91
123.55,124.60,124.60,123.55
124.25,123.98,124.25,123.00
123.98,124.13,124.39,123.65
124.19,124.42,124.91,124.19
124.54,124.61,124.85,124.17
124.10,124.28,124.37,123.78
123.24,122.77,123.32,122.42
122.39,121.88,123.25,121.84
121.50,121.54,122.04,120.86
121.91,122.01,123.00,121.75
121.59,122.38,122.46,120.67
122.51,122.18,122.69,122.06
123.34,123.31,124.45,123.23
123.16,122.69,123.16,122.35
122.77,122.32,123.26,122.31
123.40,123.63,123.63,123.10
119.10,119.13,121.01,118.77
118.02,116.67,118.06,115.66
117.60,118.75,118.86,117.47
119.89,120.92,121.19,119.71
121.28,121.98,121.98,120.50
122.00,123.04,123.42,122.00
122.37,121.78,122.58,121.18
121.27,122.83,122.88,121.05
122.92,123.39,123.50,122.80
124.21,125.61,125.77,124.21
125.99,126.53,126.86,125.98
127.20,127.22,127.50,127.02
127.30,126.67,127.32,126.34
127.55,127.23,127.76,127.06
127.47,126.60,127.47,126.48
126.71,127.15,127.43,126.56
126.62,126.78,126.94,125.99
127.00,127.52,127.57,126.69
127.52,127.30,127.83,126.95
127.43,127.82,127.97,127.12
127.89,127.97,128.09,127.78
127.99,127.93,128.44,127.50
128.27,127.50,128.27,127.10
127.30,127.73,127.90,126.76
127.68,127.87,128.14,127.44
127.90,127.98,128.43,127.38
127.84,126.00,127.84,125.76
125.55,126.44,126.44,125.20
126.22,126.34,126.66,126.06
127.05,127.47,127.72,127.05
127.60,127.31,127.72,127.10
127.17,127.03,127.66,126.90
127.19,127.16,127.57,126.99
127.96,128.54,128.62,127.87
128.21,128.48,128.76,128.11
128.78,128.97,129.26,128.78
128.72,128.23,128.76,128.20
128.05,127.89,128.05,127.13
127.90,127.90,128.06,127.63
127.68,127.86,128.06,127.51
127.76,127.71,127.91,127.40
128.29,128.46,128.60,128.29
128.43,127.72,128.51,127.46
127.33,127.32,127.79,127.10
127.44,126.95,128.01,126.39
127.01,127.30,127.55,127.01
127.29,126.74,127.37,126.49
126.75,126.42,126.84,125.92
126.73,126.74,127.00,126.05
127.14,127.03,127.49,126.75
127.02,127.34,127.34,126.51
127.18,127.53,127.54,126.92
127.05,126.51,127.05,126.35
125.71,123.44,125.71,123.44
122.90,125.27,125.44,122.66
124.43,123.45,124.48,123.04
123.48,123.47,124.16,123.16
123.27,124.48,124.55,123.01
124.12,124.07,124.32,123.69
124.59,124.12,124.83,123.79
124.04,123.63,124.15,123.30
123.87,124.70,124.77,123.38
125.31,125.73,125.92,125.06
125.42,125.60,125.90,125.42
125.10,124.22,125.12,124.12
124.27,125.23,125.23,124.08
125.24,125.50,125.50,124.73
125.33,124.61,125.92,124.42
125.16,125.74,126.10,124.99
125.49,125.75,125.91,124.95
125.90,125.36,126.24,125.08
125.77,125.85,126.33,125.77
125.51,125.87,126.01,125.18
126.03,125.18,126.12,124.89
125.67,125.43,125.97,125.40
125.23,123.97,125.23,123.70
124.12,124.46,124.85,123.97
123.59,123.84,124.20,122.71
124.34,123.70,124.65,123.69
123.43,122.83,123.70,122.77
124.03,123.46,124.10,123.41
123.63,124.15,124.34,123.45
124.02,123.83,124.03,123.38
123.41,124.61,124.69,123.33
125.16,125.50,125.55,125.15
124.94,124.08,124.94,123.98
123.59,123.60,124.12,123.32
124.01,122.46,124.01,122.21
121.83,122.29,123.14,121.62
122.45,122.67,122.76,122.29
122.73,121.48,122.77,120.62
121.28,120.82,121.73,120.58
120.98,120.34,121.56,120.16
120.31,120.29,121.38,120.22
121.90,122.88,122.95,121.70
122.83,123.51,123.97,122.52
120.73,123.96,124.20,120.67
124.67,124.47,125.97,123.67
124.35,125.43,125.53,124.35
126.04,125.74,126.56,125.53
126.01,126.03,126.15,125.47
125.76,126.67,126.74,125.76
126.77,128.18,128.25,126.68
128.31,127.90,128.41,127.79
128.17,128.64,128.70,128.12
129.17,130.33,130.49,129.16
130.14,130.58,130.66,130.06
130.88,130.94,131.05,130.68
130.68,129.91,130.68,129.67
129.97,130.17,130.38,129.90
130.32,129.12,130.32,129.11
129.04,129.10,129.85,128.73
