SPXL,Direxion Daily S&P 500 Bull 3X Shares,NASDAQ
45.27,43.57,45.48,43.43
42.22,40.26,42.40,39.91
41.03,40.64,41.15,39.43
39.35,39.09,40.13,38.07
40.15,40.24,40.64,39.36
41.19,41.35,41.66,40.72
42.11,42.10,42.68,42.02
41.76,41.25,42.36,41.15
42.27,42.30,43.18,42.07
42.10,42.09,43.04,41.64
41.62,42.23,42.63,41.42
43.18,43.57,43.65,42.27
44.29,44.33,44.72,44.06
45.17,45.30,45.47,44.61
45.22,45.34,45.81,44.90
46.95,47.23,47.35,46.47
47.18,47.21,47.55,46.95
47.67,47.83,48.02,47.41
47.90,47.25,47.97,46.89
47.81,47.62,48.06,47.43
47.90,48.45,48.74,47.85
48.12,48.71,48.71,47.93
48.85,48.95,49.15,48.52
49.21,48.68,49.23,48.56
49.20,48.10,49.24,47.80
47.79,48.49,48.54,47.59
47.82,48.55,48.62,47.22
48.21,48.12,48.54,47.74
48.60,48.12,48.71,47.80
48.43,48.24,49.20,48.04
49.31,49.86,50.02,49.25
49.56,50.11,50.15,49.37
49.83,49.95,50.15,49.62
49.63,49.12,49.75,48.74
48.61,48.61,48.78,48.04
49.30,49.06,49.42,48.37
48.89,48.70,49.35,48.18
47.94,48.47,48.68,47.89
48.73,48.96,49.16,47.91
48.87,48.19,49.07,48.14
47.00,46.09,47.02,45.90
45.87,45.75,46.35,45.41
45.56,44.81,45.99,44.80
45.03,45.47,45.97,44.88
45.09,44.66,45.82,44.31
44.91,45.81,46.02,44.90
46.24,46.28,46.46,45.60
46.43,45.76,46.86,45.69
44.39,43.57,44.92,43.45
43.53,43.99,44.47,43.33
43.70,44.24,44.92,43.64
44.48,43.75,44.48,43.41
45.05,44.34,45.33,43.83
44.43,45.50,45.69,44.18
45.56,45.58,46.00,45.46
46.07,45.68,46.47,44.42
46.05,47.04,47.10,46.05
47.85,48.04,48.09,47.56
47.88,48.54,48.54,47.63
48.47,48.16,48.65,47.93
48.28,48.43,48.55,47.95
50.04,49.28,50.09,49.06
49.40,49.90,49.97,49.40
49.87,51.73,52.08,49.51
52.09,51.48,52.15,51.27
51.78,50.34,51.78,50.22
50.14,49.69,50.26,49.16
49.62,49.33,50.17,49.03
49.39,48.89,49.63,48.73
49.14,49.40,49.82,48.88
48.65,48.78,48.92,48.34
47.48,48.04,48.41,47.23
48.08,49.11,49.21,47.96
48.19,48.88,48.95,47.77
48.60,47.57,48.70,46.90
47.69,48.60,48.79,47.48
47.39,47.37,48.24,47.23
47.36,45.69,47.54,45.64
46.01,45.81,46.32,44.94
47.20,48.78,48.85,47.17
48.59,49.72,49.77,48.44
48.82,50.35,50.43,48.68
49.90,49.19,50.47,49.03
50.13,51.27,51.34,50.03
50.63,52.32,52.38,50.63
52.90,53.28,53.46,52.56
53.40,53.39,53.68,53.00
53.83,54.19,54.75,53.61
53.73,53.51,53.79,52.95
53.80,54.00,54.22,53.45
54.33,54.73,54.77,54.03
54.70,55.02,55.23,54.53
55.36,55.92,55.93,55.17
56.11,55.05,56.22,54.46
54.95,54.46,55.59,54.33
54.79,54.96,55.30,54.02
55.42,55.53,55.59,54.90
54.88,55.01,55.44,54.33
55.72,55.79,56.14,55.25
56.20,53.76,56.27,53.56
53.65,55.89,55.89,53.65
55.78,55.85,56.10,55.52
55.55,55.57,55.92,55.00
54.72,56.86,56.92,54.72
57.03,57.80,57.89,56.78
58.00,58.53,58.53,57.82
58.78,57.93,58.93,57.49
57.81,57.53,58.31,57.20
57.86,56.99,58.34,56.48
57.44,58.32,58.45,57.33
58.38,59.14,59.23,58.19
59.53,59.07,59.53,58.76
59.13,59.07,59.59,58.79
59.23,59.45,59.61,59.02
59.66,59.29,60.10,59.17
59.48,58.88,59.79,58.62
58.33,58.21,58.76,57.57
57.54,58.04,58.81,56.73
57.80,57.34,58.08,57.19
59.03,59.21,59.40,58.48
59.75,59.68,59.94,59.46
59.28,59.10,59.64,58.94
59.13,57.03,59.13,56.84
56.93,56.49,57.18,56.13
56.84,56.41,57.00,56.15
57.26,57.50,58.07,57.21
57.66,56.87,57.69,56.57
57.19,59.84,59.89,55.65
59.36,59.74,59.86,58.91
59.81,60.72,61.14,59.81
61.60,61.67,61.79,61.25
61.69,62.12,62.14,61.65
62.51,63.04,63.11,62.47
63.27,63.01,63.34,62.79
63.00,62.94,63.13,62.72
63.24,63.80,63.82,63.02
63.12,62.04,63.17,61.55
62.32,61.87,62.67,61.71
62.56,61.40,62.62,61.13
62.19,62.53,62.85,62.04
62.54,62.56,62.87,61.93
63.16,62.67,63.19,61.84
63.01,63.13,63.27,62.04
62.70,60.72,63.22,60.32
61.25,62.63,62.74,60.94
63.07,63.66,63.94,63.00
63.27,63.39,63.48,62.80
63.09,62.55,63.42,62.27
63.70,63.15,63.73,61.97
63.47,63.26,63.53,62.86
62.32,61.71,62.33,60.71
60.49,57.71,60.54,57.71
57.94,56.88,58.34,56.02
57.02,57.92,58.11,56.98
56.51,56.19,57.39,55.78
57.64,58.03,58.54,57.10
55.89,56.93,58.06,55.77
56.75,53.11,57.14,52.79
53.84,54.22,54.62,53.26
53.63,53.97,54.38,52.68
54.41,56.09,56.13,54.41
56.92,58.26,58.40,56.39
58.25,58.51,58.60,57.77
58.76,60.44,60.92,58.61
60.75,60.63,61.30,60.21
59.35,61.50,61.68,59.29
61.36,62.49,62.84,61.15
62.64,62.71,62.98,62.14
62.23,61.50,63.45,61.32
61.69,62.54,62.97,61.07
62.93,62.36,63.35,62.23
62.74,63.23,64.63,62.66
63.51,63.24,64.05,62.67
63.60,63.29,64.05,62.75
63.01,64.31,64.31,62.84
64.25,64.79,65.65,63.48
63.07,63.36,63.87,62.11
65.29,66.19,66.47,65.23
66.23,66.13,66.59,65.94
66.75,66.71,67.16,66.41
67.45,66.73,67.53,65.90
66.43,66.66,66.74,65.55
67.01,65.68,67.25,65.24
64.76,65.72,65.79,64.27
66.33,63.60,66.47,62.98
63.17,62.91,64.12,62.74
63.90,64.64,65.11,63.85
65.03,66.05,66.30,64.88
66.06,64.97,66.34,63.73
64.55,66.11,66.25,64.22
66.95,65.32,67.44,65.17
66.07,64.50,66.26,63.68
65.46,65.46,66.09,64.37
66.22,63.99,66.50,63.98
63.79,63.68,64.39,62.90
64.13,64.52,65.48,64.02
65.76,66.12,66.41,65.57
66.79,67.41,67.53,66.59
67.72,68.08,68.37,67.33
68.45,67.80,68.48,67.22
68.94,65.45,68.99,65.08
64.92,63.21,65.25,62.86
63.19,64.02,64.33,62.48
64.52,66.11,66.13,64.00
66.04,61.92,66.15,61.68
60.90,60.22,62.15,60.04
61.65,61.67,62.06,60.18
62.05,62.91,63.04,60.20
64.17,64.83,64.89,63.38
64.64,65.10,65.66,64.27
65.15,65.84,65.86,64.93
65.98,66.64,67.24,65.91
66.60,66.27,66.73,66.09
67.23,66.66,67.23,65.71
65.92,65.00,66.10,64.54
65.77,65.63,66.44,63.62
66.25,66.49,66.80,65.80
66.20,67.19,67.30,65.91
67.05,67.14,67.66,66.50
67.12,66.87,67.98,66.55
65.87,67.23,67.33,65.31
66.71,65.53,66.89,65.43
66.17,66.64,66.68,64.65
66.34,66.41,67.81,65.77
66.35,66.68,66.75,65.50
67.59,68.57,68.71,67.51
68.82,68.77,69.31,68.60
68.64,67.84,68.71,67.52
67.31,65.96,67.45,65.05
66.14,66.76,66.77,65.31
66.35,67.42,67.59,66.13
67.30,66.13,67.32,65.63
66.69,67.78,67.90,66.67
67.86,68.31,68.71,67.54
68.49,69.18,69.27,68.39
69.90,70.39,70.45,69.82
70.36,70.20,70.73,69.90
70.76,71.34,71.34,70.19
71.13,71.52,71.78,70.93
71.95,71.88,72.00,70.86
71.35,71.78,71.89,71.18
71.34,72.12,72.34,71.19
72.43,73.65,73.85,71.68
74.14,74.66,74.73,74.01
74.66,74.93,75.47,74.46
74.61,74.92,74.92,74.16
74.18,74.21,74.38,73.65
73.86,72.55,74.03,72.08
72.98,73.24,73.44,72.30
72.89,73.38,73.85,72.68
73.09,73.96,74.16,72.85
74.04,75.59,75.75,73.50
75.85,75.86,76.03,75.10
76.33,76.33,76.47,76.07
76.40,76.28,76.45,75.85
75.85,74.89,76.98,74.63
74.43,75.85,76.11,74.39
75.87,75.71,75.87,74.21
75.14,76.09,76.20,75.07
76.05,76.04,76.54,75.83
76.60,77.57,78.25,76.55
77.56,77.76,78.05,77.47
78.39,78.90,79.00,78.26
78.47,78.14,78.63,77.75
77.63,76.63,77.75,76.00
77.18,77.57,77.79,76.67
75.37,76.64,77.27,75.13
76.55,77.02,77.13,76.01
78.14,78.14,78.45,77.50
78.25,77.69,78.69,76.68
78.75,78.52,78.90,77.91
77.85,75.86,78.70,75.53
76.55,78.11,78.39,76.46
77.39,77.70,77.92,76.65
78.57,78.75,79.14,78.35
79.04,79.26,79.52,78.63
79.53,79.26,79.76,79.01
78.58,78.18,78.79,77.70
78.20,78.21,78.57,76.86
78.72,77.24,78.98,77.22
78.08,77.26,78.35,76.32
75.64,72.62,75.84,72.60
72.03,71.98,73.35,70.96
72.45,73.52,73.99,71.47
72.60,71.34,73.19,70.60
70.38,71.45,72.37,70.35
72.45,70.25,72.62,69.78
70.71,72.67,72.84,70.21
73.54,73.32,74.30,73.25
73.10,73.07,73.72,72.40
73.92,74.59,74.76,73.54
74.87,75.53,75.56,74.67
76.39,75.56,76.60,73.90
76.79,77.33,77.51,76.65
77.88,78.50,78.78,77.73
78.25,79.19,79.50,78.25
79.46,79.93,80.21,79.27
79.71,79.50,80.12,78.99
80.75,80.73,81.13,80.36
80.96,80.91,81.49,80.84
81.00,80.84,81.19,80.43
80.00,80.69,80.80,79.77
81.07,81.33,81.37,80.28
81.71,81.17,81.71,80.31
82.12,81.07,82.19,80.77
81.42,80.61,82.36,80.05
80.60,81.78,81.86,79.74
81.54,81.19,81.88,80.45
80.98,79.60,81.09,79.12
79.62,80.53,80.64,78.93
79.48,80.75,80.79,79.34
80.51,79.33,80.53,78.66
79.35,79.15,79.54,78.43
78.70,80.95,81.33,78.59
81.32,81.23,82.38,80.09
82.02,82.47,82.59,81.73
83.31,82.33,83.59,81.84
81.88,80.39,81.91,79.90
79.52,79.03,80.53,78.98
79.10,80.93,81.00,78.46
80.20,76.97,80.27,76.91
77.32,78.79,79.31,77.05
76.73,78.31,78.72,76.52
78.53,77.64,79.21,77.23
77.30,74.52,77.39,74.04
74.31,74.53,75.35,72.25
76.09,76.98,77.48,75.38
77.98,76.73,78.27,75.92
75.50,73.20,76.05,73.18
73.28,77.04,77.30,72.16
76.59,72.40,76.90,72.25
72.34,69.98,73.43,69.88
69.89,66.45,70.59,66.34
67.50,66.91,69.00,66.05
64.00,65.11,65.87,60.60
61.87,65.12,66.56,61.69
67.37,67.59,68.85,66.64
67.12,69.50,69.61,67.06
70.93,73.56,73.72,70.76
74.03,72.04,74.54,71.95
74.16,74.55,75.92,73.83
74.88,76.14,76.30,74.06
75.41,75.89,77.00,74.61
76.74,78.45,78.54,76.60
78.69,78.19,79.37,76.60
77.48,79.73,80.32,77.32
82.55,82.38,82.56,81.31
82.70,82.48,83.31,81.95
81.89,81.73,82.27,80.40
83.41,83.18,83.48,82.09
83.32,84.20,84.31,82.30
84.16,84.40,84.70,83.50
84.42,85.20,85.25,84.13
85.33,85.40,85.61,84.79
84.36,85.18,85.50,84.35
85.43,85.41,86.24,84.21
85.31,85.46,85.78,84.86
84.95,85.63,85.89,84.76
85.74,87.13,87.57,85.74
86.86,86.67,87.12,85.55
85.46,87.16,87.31,85.40
89.77,88.59,89.87,87.69
89.20,89.30,89.49,88.87
89.68,89.14,90.00,88.74
89.31,89.78,89.94,88.99
89.57,89.22,90.03,88.82
88.16,87.30,88.31,86.84
87.37,88.97,89.30,87.36
89.20,90.00,90.34,89.04
89.58,89.66,90.50,88.49
89.99,90.14,90.77,89.60
89.56,88.33,90.31,87.47
85.43,88.10,88.31,84.85
87.40,83.93,87.49,83.63
84.83,85.12,87.63,84.58
83.26,80.98,84.68,80.98
82.38,79.32,83.00,78.43
78.20,77.43,82.80,77.36
78.06,81.97,82.59,77.88
85.64,87.98,88.11,84.59
89.00,89.11,90.22,88.04
89.53,90.35,90.39,89.14
91.36,90.73,91.40,90.46
91.18,90.83,91.52,90.73
91.49,91.64,92.18,91.40
91.30,91.98,92.30,91.26
91.26,90.50,91.53,90.38
91.00,87.72,91.27,87.64
88.87,87.64,89.53,86.06
86.03,82.94,86.32,82.46
83.44,80.65,84.15,79.40
82.58,83.65,84.05,81.84
85.74,88.10,88.36,85.66
88.65,85.86,88.67,84.94
86.06,83.85,86.33,82.99
85.72,83.10,87.34,81.24
80.11,81.62,81.90,78.83
82.55,79.42,83.05,79.25
79.08,82.40,82.73,78.79
83.39,82.97,83.83,80.71
82.30,84.26,84.95,81.69
85.36,87.98,88.20,83.31
87.54,86.51,88.00,86.35
86.28,87.19,87.31,85.14
84.00,83.69,85.45,82.45
85.45,80.42,85.65,80.24
80.70,82.68,83.08,78.75
80.88,79.59,82.90,79.20
80.36,82.43,82.62,77.66
83.83,85.99,86.06,83.27
84.82,85.06,86.74,84.38
86.05,87.70,87.88,86.00
88.16,86.84,89.07,86.12
85.71,85.71,87.00,85.14
87.30,88.42,88.81,85.98
88.24,88.63,89.30,87.18
89.88,91.10,91.24,89.59
91.30,92.33,92.34,90.95
91.81,92.73,92.99,91.40
92.11,92.76,92.84,91.69
91.81,92.59,93.08,91.55
91.83,94.21,94.25,90.86
93.81,94.17,94.17,93.17
94.05,94.94,95.26,93.58
94.70,94.68,95.51,94.17
94.56,94.33,94.78,93.37
94.20,93.37,94.57,93.31
93.53,95.13,95.20,93.45
94.44,93.94,94.58,92.55
92.90,92.78,93.11,91.32
93.30,93.02,93.53,92.26
91.62,89.11,92.33,88.58
89.37,90.21,90.75,89.25
88.03,85.83,88.17,85.82
86.21,85.19,86.47,85.09
86.12,88.50,88.55,86.08
88.00,86.80,88.25,85.23
87.94,90.35,90.41,87.89
89.07,89.48,90.03,88.21
88.75,92.70,93.74,87.75
92.00,91.35,92.46,90.83
92.91,93.79,94.62,92.80
93.85,93.28,94.73,93.28
93.00,91.64,93.79,91.57
92.07,87.68,92.41,87.61
86.68,87.04,88.40,85.55
86.84,87.56,87.90,86.58
89.15,90.80,91.25,89.15
89.50,88.44,90.60,88.35
88.34,87.58,88.38,85.95
87.30,88.29,89.08,87.10
86.99,90.16,90.95,86.84
90.22,89.43,91.39,89.39
89.84,90.34,91.00,89.17
90.15,91.60,91.89,89.35
91.91,93.00,93.08,91.66
92.78,91.74,93.75,91.71
91.63,92.25,92.55,90.47
93.12,93.55,94.30,92.88
93.05,93.40,94.22,92.69
91.50,90.19,91.88,88.97
91.69,92.61,93.17,91.52
93.70,92.31,93.95,91.88
92.86,93.72,93.95,91.42
93.08,94.34,95.43,92.89
95.09,95.04,95.42,94.32
95.97,93.80,96.12,93.55
93.83,94.66,94.80,91.90
93.25,93.54,94.50,92.25
92.69,90.76,93.26,89.62
92.03,93.57,93.71,91.82
94.34,94.47,95.36,94.10
94.05,91.15,94.62,91.00
92.08,90.10,92.54,88.39
89.90,91.13,91.80,89.41
93.68,94.69,95.02,93.65
94.50,93.34,95.09,93.26
92.00,92.46,93.38,90.71
93.22,92.57,94.21,92.22
94.16,95.42,95.58,93.72
95.61,95.74,95.99,94.97
95.48,96.64,97.06,95.43
96.93,96.49,97.26,96.09
96.77,96.29,97.55,95.75
96.07,97.15,97.50,95.84
96.57,96.43,97.22,96.36
95.67,93.46,95.78,92.70
94.14,95.96,96.36,93.58
95.54,95.73,95.85,94.55
95.57,93.86,95.57,93.44
94.97,94.41,95.47,93.17
93.65,94.08,95.26,92.71
95.00,94.91,95.91,94.14
93.83,92.68,94.70,91.98
92.33,91.96,93.05,91.00
91.82,90.30,92.06,90.17
90.31,90.17,91.08,89.28
91.62,93.48,94.08,91.31
94.20,94.36,94.98,93.82
93.04,92.23,93.26,91.77
90.50,90.89,91.46,89.30
90.75,92.48,92.62,90.49
93.04,92.92,93.87,91.32
93.92,95.73,96.55,93.72
95.49,94.03,95.53,94.03
96.04,95.96,96.91,95.68
96.40,96.19,96.70,95.56
95.72,94.11,96.35,94.08
94.89,93.22,95.08,93.17
93.84,93.18,94.13,92.30
90.89,87.32,91.83,87.25
89.75,87.97,89.87,87.14
90.35,89.86,90.62,88.80
90.65,89.64,90.90,89.04
87.65,88.91,90.08,87.39
89.21,90.50,90.76,85.58
88.49,86.01,88.91,85.67
89.15,86.43,89.55,86.38
89.72,89.67,90.32,88.48
91.75,92.63,92.84,91.59
92.66,93.85,94.37,92.57
93.90,93.77,94.66,93.03
95.35,95.79,96.00,95.07
96.00,96.23,96.33,95.35
96.57,96.41,97.13,95.89
96.12,95.23,96.54,94.75
94.00,94.65,95.20,94.00
94.99,93.10,95.00,92.55
93.26,90.19,93.28,89.67
88.75,88.61,89.60,87.94
89.96,91.79,92.10,88.64
92.04,93.72,94.06,91.85
92.86,93.78,94.05,91.93
94.62,93.33,94.65,92.92
93.28,92.38,93.35,90.93
92.23,91.78,93.00,91.10
93.27,92.73,94.40,92.31
92.95,90.58,93.21,89.55
90.29,89.95,90.44,88.55
91.77,93.27,93.46,91.77
91.20,90.79,91.85,89.59
88.65,91.12,91.42,86.50
90.91,90.72,91.92,89.98
90.44,91.73,91.85,90.28
90.83,93.19,93.24,90.10
92.89,92.39,93.38,92.09
91.24,90.20,92.46,89.00
87.87,84.51,88.76,84.51
81.83,76.53,83.25,76.53
65.17,67.28,75.00,64.00
74.12,64.79,74.12,64.53
69.86,72.38,72.58,65.94
75.19,77.65,77.72,73.06
76.70,77.66,78.25,76.03
76.31,75.69,77.39,74.97
70.53,68.93,72.37,67.73
72.09,72.81,72.88,69.64
73.68,72.90,75.78,72.34
70.00,69.67,71.05,68.56
73.29,75.01,75.08,72.47
77.10,71.88,77.21,71.39
71.53,73.04,74.57,71.33
72.47,74.03,74.06,71.57
74.22,73.16,74.27,72.56
73.87,76.02,76.54,73.28
76.28,77.97,78.19,75.93
77.78,77.41,81.06,76.87
73.88,73.55,76.07,73.08
74.77,74.70,76.12,73.33
71.82,71.86,72.48,70.34
72.00,71.47,72.70,70.75
69.86,70.80,71.33,68.13
72.63,70.56,73.00,69.50
69.40,65.20,69.53,64.90
65.66,65.38,67.10,64.20
67.81,69.07,69.25,66.77
69.50,69.63,69.97,67.09
66.95,72.62,72.67,66.30
74.28,76.53,76.86,74.17
76.45,75.77,77.17,74.86
77.07,77.65,78.12,75.42
77.07,79.77,80.12,76.70
79.87,79.87,80.54,79.00
79.93,80.18,80.37,79.40
79.03,78.55,80.84,78.32
78.42,77.40,79.28,77.02
78.37,80.92,80.99,77.83
81.52,81.97,82.09,80.48
81.24,82.16,82.20,80.70
81.60,81.81,82.77,81.22
82.52,80.35,82.71,80.11
81.70,84.34,84.69,81.52
86.83,87.17,87.72,85.72
86.90,86.51,87.01,86.04
85.59,86.02,86.56,85.08
86.58,88.96,89.00,85.56
88.20,88.85,89.37,88.03
89.08,87.62,89.57,87.41
88.11,90.70,91.05,87.99
90.16,91.47,92.42,89.87
92.00,90.71,92.20,89.92
90.80,90.36,91.54,89.09
89.87,90.23,90.66,88.24
89.37,87.69,89.56,86.35
87.01,88.25,88.41,86.61
88.80,87.20,88.84,87.20
85.76,83.67,86.43,83.63
83.00,80.84,83.40,80.69
80.57,84.52,84.54,80.40
84.94,84.24,86.27,83.57
85.01,88.25,88.50,84.92
88.14,88.01,88.73,87.64
89.15,89.10,90.05,88.46
89.10,88.64,89.89,88.01
87.17,89.04,89.68,86.59
89.27,88.99,89.54,88.63
89.11,89.31,89.61,88.41
89.59,88.16,89.76,88.04
89.05,90.74,90.89,88.75
90.64,87.86,91.11,87.52
88.33,84.18,88.66,83.15
84.77,89.05,89.56,84.69
88.56,87.38,88.62,86.02
85.16,85.38,87.08,84.26
84.85,83.77,87.88,82.30
83.88,84.34,86.24,83.45
81.31,79.44,82.21,78.98
79.67,80.75,80.75,77.18
82.80,83.16,84.45,82.58
84.87,86.71,87.24,82.80
87.27,82.88,87.38,82.85
81.75,78.15,81.84,78.15
80.12,80.30,80.60,78.47
81.57,82.48,82.91,80.18
83.95,85.47,85.60,83.81
85.11,85.00,85.90,84.80
84.11,84.45,84.55,82.95
86.10,87.23,87.68,86.09
86.82,85.38,86.96,85.16
84.30,82.88,85.27,82.81
78.65,79.25,79.31,76.39
79.83,79.78,80.36,78.15
76.17,76.61,78.14,75.24
72.60,71.14,75.05,70.65
72.31,68.80,73.09,68.43
69.98,68.84,70.39,66.53
70.87,70.60,71.62,67.94
71.52,65.41,71.99,64.88
66.15,68.46,69.96,64.16
63.00,64.11,65.16,61.72
66.40,64.38,66.49,62.52
61.29,62.08,63.79,57.18
62.57,62.84,65.10,60.91
66.06,66.72,67.02,65.16
66.21,63.69,66.40,63.52
64.50,66.29,66.66,64.20
65.70,64.13,67.77,63.09
66.10,65.17,66.30,63.20
66.06,69.89,69.95,65.95
68.62,69.92,70.86,67.90
67.98,66.10,68.03,65.43
67.43,67.17,67.72,62.91
66.64,67.52,68.78,65.86
66.98,63.69,66.99,62.91
61.48,61.12,61.78,58.47
59.02,61.04,62.62,58.94
62.07,60.95,63.97,60.81
57.98,58.72,59.76,56.86
60.65,62.21,62.23,59.63
64.38,65.30,65.34,63.19
66.70,68.51,68.99,66.62
68.87,67.65,68.95,67.28
66.71,67.64,67.76,65.94
69.57,70.47,70.70,69.48
69.65,67.95,70.01,67.72
65.98,68.77,69.13,64.67
69.35,71.23,71.26,68.37
72.50,70.79,72.52,70.56
70.82,68.89,72.00,68.89
70.67,74.02,74.06,70.08
73.60,74.97,75.04,73.01
74.73,75.82,75.85,73.97
76.10,76.58,77.62,74.97
75.31,76.73,77.30,75.25
75.28,74.18,75.99,74.03
75.33,75.34,75.78,74.28
76.03,75.50,77.24,73.07
77.45,79.11,79.21,77.32
78.41,78.82,79.49,77.95
77.47,78.49,78.50,77.17
77.82,79.83,80.38,77.73
79.67,81.31,82.04,79.15
82.19,82.25,82.76,81.60
81.99,82.66,82.95,81.58
81.56,82.51,83.30,81.32
82.03,80.92,82.21,80.63
79.40,80.80,80.80,79.08
81.34,80.90,81.60,80.25
80.30,83.20,83.24,79.87
84.53,84.29,85.22,83.70
84.03,83.59,84.67,83.36
82.02,85.21,85.54,81.71
85.22,84.44,85.43,84.01
82.48,81.94,83.19,81.56
81.98,84.56,84.67,81.67
83.02,81.54,83.51,80.52
83.21,82.24,83.80,81.45
83.13,81.59,84.07,81.49
81.84,83.94,84.27,81.27
85.20,86.40,86.55,85.00
86.60,86.47,87.15,85.93
86.41,86.13,86.54,85.66
85.29,87.95,87.98,85.16
88.55,88.76,89.15,87.56
88.81,88.98,90.05,88.13
89.00,87.57,89.20,87.17
87.05,87.61,87.93,86.25
86.66,87.12,87.12,85.77
87.74,87.60,88.22,86.81
86.99,88.01,88.61,86.40
86.93,85.63,88.54,85.00
84.68,84.24,85.20,82.63
85.05,86.21,86.48,84.33
84.45,84.00,84.75,82.88
82.36,82.58,83.58,81.85
83.31,82.49,83.71,81.91
81.45,83.41,83.44,81.18
83.23,83.66,84.17,82.95
84.59,86.61,86.70,84.50
85.98,84.40,86.51,84.27
85.23,84.32,85.47,82.87
83.83,82.09,84.63,81.67
82.30,84.47,85.18,82.28
84.09,82.27,84.54,81.40
81.56,82.27,83.86,80.69
81.31,81.40,81.75,79.63
82.28,82.81,83.60,82.16
82.88,82.56,83.29,82.25
83.67,85.76,86.18,83.67
86.70,87.39,88.10,86.68
87.75,87.54,88.00,87.10
87.78,88.61,88.63,87.71
89.05,88.20,89.24,87.34
87.23,88.68,88.94,86.96
88.12,89.47,89.50,87.38
88.68,88.73,89.20,86.87
89.21,90.02,90.55,89.00
90.29,90.41,91.28,90.22
90.69,91.27,91.50,90.49
90.20,90.95,91.13,89.81
88.79,88.40,89.35,87.53
87.39,86.29,88.71,86.17
85.68,85.74,86.63,84.37
85.74,85.37,87.20,85.11
84.17,86.25,86.40,82.72
86.00,85.19,86.02,84.27
88.10,86.76,89.00,86.71
87.76,87.55,88.15,86.74
87.78,87.02,88.89,86.93
89.17,90.49,90.54,88.59
81.14,80.68,85.50,80.12
78.83,76.27,78.88,75.33
78.62,80.24,80.53,78.16
82.50,84.61,84.93,82.36
85.23,87.96,88.16,84.49
87.94,88.46,89.34,87.90
87.40,86.77,87.53,85.80
85.95,88.22,88.43,85.02
88.61,88.00,89.50,86.97
90.00,92.03,92.35,89.64
92.78,92.99,93.82,92.41
94.50,94.94,95.44,94.10
95.61,94.98,95.70,94.23
96.98,96.50,97.26,95.95
97.48,96.09,97.48,95.43
96.30,96.92,97.15,95.94
96.21,96.53,96.65,95.86
97.31,97.81,98.17,96.66
97.59,96.63,97.95,95.97
97.01,97.93,98.05,96.46
97.62,97.16,97.69,96.28
97.00,97.23,97.83,95.97
97.88,96.96,98.00,95.75
96.76,97.28,97.77,95.93
96.92,97.81,98.33,96.45
97.92,97.41,98.46,96.78
97.06,95.60,97.34,94.31
95.48,96.44,96.52,95.07
96.64,96.72,97.23,95.98
97.83,99.13,99.16,97.63
99.43,98.95,99.57,98.52
99.05,99.10,99.88,98.62
99.32,98.39,99.40,97.80
99.26,99.76,100.12,98.78
99.24,99.44,99.78,98.83
100.01,100.41,100.86,100.01
99.63,98.81,99.74,98.77
98.80,99.26,99.52,97.46
99.21,100.00,100.00,99.06
99.20,99.50,99.77,98.43
99.12,99.46,99.82,98.51
100.45,99.99,100.91,99.97
99.86,98.62,99.99,97.85
97.91,98.26,98.96,97.68
98.55,97.71,100.17,96.33
97.97,99.14,99.57,97.90
99.03,98.63,99.45,97.80
98.18,97.81,98.32,96.60
97.81,97.84,98.30,96.00
99.08,99.11,99.81,98.25
99.62,100.05,100.10,98.43
99.76,100.03,100.27,99.02
99.46,99.29,99.88,98.81
97.21,92.10,97.24,92.09
91.02,96.12,96.70,90.84
94.13,91.94,94.48,90.99
92.00,91.77,93.82,90.95
91.56,94.55,95.14,91.33
93.60,93.39,93.86,92.39
94.48,93.47,95.42,93.00
94.79,93.51,95.02,93.46
94.56,96.58,96.91,93.53
98.25,98.40,98.92,97.84
97.82,96.79,98.01,96.69
95.56,94.50,95.78,94.17
94.23,96.22,96.35,93.65
96.59,97.66,97.85,95.05
97.32,94.91,97.91,94.18
96.20,97.18,98.15,95.85
96.42,96.26,96.69,95.39
96.54,94.99,96.89,93.96
95.86,96.09,96.82,95.75
95.78,96.36,96.65,94.93
96.73,95.37,97.01,94.20
96.76,96.75,97.52,96.55
96.15,93.22,96.20,92.00
93.33,93.54,94.28,92.61
91.48,92.62,93.33,90.22
94.05,92.66,94.74,92.58
92.61,91.74,93.00,91.43
94.11,93.33,94.19,92.86
93.78,94.10,94.60,93.29
93.61,93.60,94.46,92.60
92.41,93.72,93.85,92.14
95.00,94.83,95.46,94.38
94.64,94.03,95.01,93.70
92.73,93.41,94.26,92.32
94.51,92.64,94.51,92.51
92.60,91.77,93.58,90.73
92.31,91.68,92.60,91.53
92.19,89.80,92.31,87.93
89.29,88.11,89.86,87.50
88.41,86.93,88.76,86.54
87.12,86.56,88.29,86.44
90.25,92.23,92.38,90.03
91.77,93.52,94.45,91.33
91.16,96.52,97.48,91.16
97.86,97.14,99.11,94.98
96.11,96.59,96.91,95.10
97.37,96.74,97.69,95.59
97.38,98.95,99.00,97.05
98.10,98.57,98.82,97.87
98.74,99.94,100.07,98.55
100.08,99.26,100.32,99.02
100.23,101.45,101.57,99.99
102.07,102.12,102.42,100.96
101.28,102.31,102.36,100.96
102.85,103.40,103.43,102.73
102.90,101.97,103.30,101.77
101.97,102.48,103.25,101.47
103.55,101.65,103.79,101.64
102.22,100.61,102.23,100.08
