BLIN,Bridgeline Digital,NASDAQ
5.65,6.00,6.00,5.60
5.85,5.90,6.00,5.35
5.35,6.00,6.00,5.35
6.00,5.80,6.01,5.75
5.75,5.75,5.75,5.65
5.50,5.70,5.70,5.50
5.60,5.45,5.65,5.45
5.60,5.75,5.75,5.60
5.65,5.55,5.65,5.50
5.60,5.70,5.80,5.60
5.70,5.95,6.00,5.70
6.00,5.80,6.00,5.80
5.55,5.85,5.85,5.55
5.90,5.65,5.90,5.60
5.70,5.85,5.85,5.65
6.00,6.00,6.05,5.75
6.00,5.95,6.00,5.75
5.86,5.90,5.95,5.75
6.00,6.00,6.00,6.00
5.75,5.75,5.85,5.70
5.95,6.58,7.45,5.88
6.80,6.40,7.10,6.10
6.20,6.65,7.10,6.20
6.50,6.60,6.65,6.40
6.40,6.51,6.70,6.20
6.50,6.45,6.65,6.10
6.70,6.25,6.70,6.25
6.40,6.45,6.70,6.40
6.40,6.20,6.40,6.20
6.22,6.25,6.30,6.22
6.24,6.20,6.31,6.15
6.30,6.25,6.45,6.15
6.25,6.25,6.25,6.15
6.10,6.25,6.44,6.10
6.30,6.30,6.82,6.30
6.00,5.75,6.40,5.45
6.00,5.55,6.00,5.55
5.66,5.70,5.80,5.66
5.55,5.65,5.66,5.55
5.65,5.58,5.65,5.40
5.45,5.05,5.50,5.00
5.30,5.45,5.70,5.05
5.50,5.65,5.70,5.40
5.70,5.35,5.85,5.15
5.50,5.40,5.50,5.25
5.55,5.45,5.55,5.20
5.15,5.00,5.25,5.00
5.20,5.15,5.25,5.00
5.10,5.18,5.21,5.10
5.05,5.25,5.25,5.00
5.20,5.10,5.25,5.00
5.10,5.45,5.45,5.10
5.16,5.45,5.45,5.15
5.10,5.40,5.40,5.10
5.40,5.15,5.40,5.10
5.24,5.20,5.25,5.05
5.05,5.15,5.23,5.05
5.05,5.25,5.25,5.05
5.40,5.25,5.40,5.05
5.15,5.25,5.25,5.05
5.15,5.05,5.25,5.05
5.25,5.18,5.25,5.07
5.20,5.05,5.20,5.05
5.25,5.15,5.55,5.10
5.30,5.25,5.34,5.10
5.10,5.25,5.30,4.95
5.05,5.50,5.55,5.05
5.60,5.50,5.60,5.16
5.40,5.50,5.55,5.40
5.55,5.45,5.55,5.30
5.45,5.40,5.45,5.25
5.40,5.15,5.40,5.05
5.40,5.30,5.40,5.10
5.15,5.20,5.25,5.05
N/A,N/A,N/A,N/A
5.25,5.10,5.25,5.00
5.00,5.15,5.15,4.99
5.00,5.10,5.15,4.85
5.05,5.00,5.10,4.83
5.00,4.75,5.05,4.60
4.75,4.75,4.95,4.75
4.65,4.55,4.90,3.35
4.75,4.75,4.95,4.73
4.70,4.75,4.76,4.50
4.75,4.70,4.75,4.60
4.70,4.65,4.70,4.55
4.55,4.70,4.75,4.55
4.55,4.60,4.70,4.55
4.50,4.27,4.51,4.12
4.20,4.21,4.30,4.15
4.15,4.15,4.50,4.10
4.05,4.15,4.26,3.90
4.00,3.95,4.17,3.80
4.00,4.45,4.45,4.00
4.55,4.35,4.55,4.33
4.28,4.55,4.61,4.28
4.40,4.75,4.85,4.40
4.90,4.55,4.90,4.50
4.75,4.75,4.90,4.55
4.50,4.50,4.50,4.45
4.80,4.65,4.80,4.60
4.60,4.45,4.60,4.30
4.40,4.56,4.80,4.35
4.55,4.40,4.90,4.40
4.62,4.95,5.45,4.62
4.80,4.98,5.34,4.46
5.20,5.15,5.20,4.77
5.09,5.60,6.00,5.09
5.75,5.50,5.75,5.35
5.28,5.50,5.50,5.25
5.45,5.80,5.90,5.22
5.90,5.55,5.90,5.55
5.54,5.90,5.90,5.50
5.95,5.70,5.95,5.60
5.60,5.54,5.60,5.50
5.70,5.60,5.90,5.55
5.75,5.50,5.80,5.45
5.95,5.55,5.95,5.40
5.60,5.45,5.60,5.45
5.40,5.40,5.55,5.40
5.35,5.35,5.53,5.35
5.50,5.65,5.65,5.35
5.60,5.60,5.70,5.35
5.35,5.40,5.55,5.35
5.45,5.25,5.50,5.25
5.45,5.45,5.45,5.25
5.35,5.30,5.35,5.30
5.25,5.55,5.60,5.25
5.30,5.50,5.50,5.25
5.35,5.30,5.40,5.25
5.30,5.30,5.40,5.30
5.45,5.44,5.45,5.25
5.35,5.35,5.35,5.35
5.75,5.55,6.25,5.50
5.85,5.68,5.90,5.60
5.65,5.95,6.05,5.50
6.05,6.00,6.40,5.75
5.75,5.75,5.90,5.60
5.60,5.75,5.80,5.60
5.60,5.90,6.00,5.55
5.85,5.70,5.90,5.60
5.75,5.70,5.79,5.60
5.75,5.93,6.00,5.67
6.00,7.20,7.60,5.90
7.45,6.45,7.65,6.25
6.50,6.50,6.60,6.17
6.40,6.10,6.70,6.05
6.15,6.30,6.50,6.05
6.35,6.65,6.65,6.16
6.75,6.35,6.75,6.30
6.35,6.40,6.65,6.35
6.45,6.50,6.60,6.25
6.55,6.60,6.60,6.50
6.60,6.80,7.00,6.60
6.90,6.60,6.95,6.55
6.75,6.55,6.75,6.55
6.65,6.50,6.65,6.35
6.40,6.55,6.70,6.40
6.50,6.50,6.50,6.30
6.40,6.10,6.40,6.00
6.05,6.19,6.30,6.05
6.20,5.50,6.20,5.30
5.85,5.90,6.15,5.70
5.80,5.70,6.00,5.70
5.70,5.80,5.80,5.57
5.90,5.80,5.90,5.60
5.90,5.80,5.90,5.60
5.80,5.75,5.80,5.65
5.70,5.65,5.70,5.60
5.70,5.60,5.70,5.56
5.60,5.65,5.75,5.60
5.73,5.55,5.73,5.50
5.60,5.40,5.60,5.30
5.46,5.70,5.70,5.46
5.75,5.80,5.95,5.70
5.80,5.65,5.84,5.55
5.65,5.65,5.75,5.65
5.65,5.60,5.75,5.50
5.50,5.55,5.65,5.45
5.65,5.50,5.65,5.25
5.42,5.40,5.50,5.40
5.40,5.40,5.50,5.15
5.25,5.25,5.40,5.25
5.35,5.20,5.35,5.15
5.15,5.30,5.35,5.15
5.20,5.35,5.35,5.15
5.30,5.20,5.30,5.10
5.35,5.11,5.35,5.10
5.15,4.90,5.15,4.80
4.75,4.40,4.94,4.22
5.00,4.95,6.50,4.90
5.00,5.05,5.35,4.70
5.05,5.10,5.30,5.05
5.10,5.05,5.12,4.90
5.00,5.00,5.10,4.96
4.90,4.85,4.92,4.76
4.75,4.68,4.92,4.55
4.65,4.80,4.98,4.65
4.80,5.10,5.15,4.70
5.00,5.00,5.10,4.91
4.85,5.00,5.00,4.85
4.90,4.75,5.00,4.70
4.95,4.82,5.00,4.70
4.90,4.95,4.95,4.81
5.00,4.85,5.00,4.85
5.00,4.90,5.00,4.80
4.98,4.85,5.00,4.80
4.85,4.85,4.90,4.80
4.80,4.85,4.88,4.80
4.80,4.86,4.90,4.70
4.80,4.70,5.00,4.70
4.70,4.80,4.80,4.65
4.85,4.85,4.90,4.70
4.95,4.75,4.95,4.65
4.72,4.65,4.72,4.56
4.80,4.80,4.80,4.72
4.61,4.75,4.75,4.58
4.58,4.55,4.75,4.55
4.55,4.55,4.69,4.55
4.56,4.26,4.58,4.06
4.25,4.50,4.50,4.25
4.45,4.45,4.50,4.40
4.45,4.35,4.50,4.35
4.50,4.45,4.50,4.30
4.00,3.85,4.25,3.75
4.00,4.00,4.05,3.92
3.95,3.95,4.00,3.76
3.85,3.81,3.85,3.80
3.80,4.30,4.35,3.80
4.30,4.60,4.60,4.25
4.60,4.50,4.65,4.45
4.40,4.40,4.45,4.10
4.25,4.15,4.28,4.00
4.30,4.06,4.35,4.06
4.13,4.25,4.30,4.13
4.25,4.15,4.25,4.05
4.24,4.10,4.25,4.05
4.28,4.38,4.64,4.28
4.45,4.45,4.62,4.15
4.44,4.62,4.64,4.40
4.55,4.60,4.65,4.50
4.65,4.60,4.75,4.40
4.45,4.55,4.65,4.45
4.64,4.60,4.64,4.50
4.60,4.45,4.75,4.30
4.60,4.50,4.64,4.45
4.55,4.30,4.59,4.20
4.50,4.35,4.55,4.30
4.22,4.28,4.64,4.22
4.50,4.50,4.55,4.20
4.45,4.55,4.60,4.45
4.50,4.55,4.55,4.40
4.40,4.50,4.60,4.40
4.55,4.23,4.64,4.23
4.35,4.40,4.55,4.35
4.50,4.45,4.60,4.40
4.60,4.30,4.60,4.28
4.31,4.45,4.50,4.20
4.50,4.50,4.60,4.27
4.35,4.55,4.55,4.35
4.40,4.30,4.40,4.30
4.34,4.50,4.59,4.32
4.59,4.65,4.70,4.40
4.70,4.60,4.70,4.30
4.55,4.38,4.60,4.38
4.50,4.35,4.50,4.35
4.55,4.35,4.60,4.35
4.50,4.35,4.50,4.30
4.31,4.35,4.45,4.30
4.44,4.35,4.44,4.30
4.35,4.36,4.45,4.10
4.25,4.20,4.38,4.20
4.25,4.35,4.35,4.25
4.50,4.45,4.50,4.35
4.45,4.20,4.50,4.15
4.50,4.30,4.50,4.30
4.30,4.25,4.40,4.25
4.25,4.25,4.25,4.16
4.30,4.42,4.42,4.30
4.30,4.25,4.45,4.05
4.15,4.15,4.42,4.15
4.15,4.15,4.15,4.10
4.20,4.00,4.35,3.95
4.25,4.15,4.25,4.10
4.00,3.95,4.05,3.95
3.91,3.95,4.06,3.85
4.10,4.30,4.30,4.10
4.35,3.90,4.35,3.75
3.90,3.95,4.15,3.90
3.90,3.98,4.00,3.90
3.98,4.00,4.00,3.96
3.98,3.98,4.00,3.96
3.96,4.00,4.05,3.96
3.95,3.90,4.00,3.90
3.85,3.60,3.92,3.60
3.75,3.66,3.75,3.42
3.70,3.90,3.95,3.70
3.95,3.75,4.00,3.75
3.75,3.80,3.83,3.75
3.75,3.88,3.90,3.70
3.75,3.75,3.80,3.75
3.75,3.75,3.75,3.70
3.55,3.65,3.75,3.55
3.70,3.91,4.05,3.60
3.95,3.80,4.05,3.80
3.90,3.90,4.00,3.80
3.90,3.92,4.00,3.90
3.80,3.80,4.00,3.70
3.60,3.75,3.86,3.60
3.80,3.79,3.86,3.75
3.65,3.65,3.92,3.60
3.65,3.74,3.92,3.60
3.65,3.45,3.65,3.40
3.45,3.40,3.50,3.35
3.50,3.25,3.50,3.25
3.30,3.40,3.40,3.30
3.38,3.25,3.38,3.25
3.35,3.34,3.35,3.25
3.35,3.25,3.35,3.25
3.25,3.25,3.35,3.25
N/A,N/A,N/A,N/A
3.25,3.25,3.35,3.25
3.25,3.35,3.35,3.25
3.50,3.25,3.50,3.25
3.75,3.30,3.75,3.25
3.30,3.35,3.65,3.25
3.35,3.20,3.40,3.20
3.15,3.00,3.20,3.00
3.20,3.20,3.20,3.10
3.05,3.15,3.20,3.00
3.00,3.10,3.20,2.85
3.10,3.10,3.10,2.95
3.10,3.10,3.10,3.00
3.10,3.20,3.20,3.00
3.20,3.15,3.27,3.15
3.20,3.25,3.25,3.14
3.25,3.30,3.40,3.10
3.30,3.30,3.30,3.30
3.19,3.30,3.40,3.15
3.10,3.65,3.70,3.10
3.60,3.70,3.70,3.60
3.55,3.25,3.75,3.20
3.25,3.14,3.40,3.14
3.15,3.10,3.75,3.10
3.70,3.65,3.75,3.39
3.75,3.22,3.75,3.20
3.20,3.20,3.40,3.20
3.35,3.25,3.35,3.15
3.40,3.35,3.40,3.25
3.25,3.20,3.40,3.15
3.15,3.25,3.35,3.05
3.30,3.25,3.30,3.00
3.35,3.25,3.35,3.15
3.25,3.10,3.25,3.10
3.30,3.25,3.30,3.25
3.30,3.29,3.30,3.29
3.35,3.30,3.35,3.29
3.32,3.70,3.80,3.25
3.55,3.80,3.80,3.55
3.55,3.66,3.75,3.55
3.65,3.74,3.95,3.26
3.70,3.65,3.70,3.45
3.35,3.40,3.50,3.35
3.40,3.05,3.40,3.00
3.15,3.26,3.94,3.15
3.20,3.25,3.60,3.20
3.20,3.10,3.30,3.05
3.25,2.95,3.25,2.90
2.95,2.90,3.05,2.90
3.00,2.95,3.00,2.90
3.00,2.90,3.02,2.90
2.90,2.85,3.10,2.75
2.95,2.75,2.95,2.75
2.50,2.55,2.70,2.30
2.61,2.91,2.95,2.56
2.92,2.65,3.00,2.65
2.81,2.80,2.82,2.80
2.80,2.90,2.90,2.60
2.76,2.66,2.88,2.60
2.65,2.50,2.85,2.42
2.51,2.40,2.70,2.30
2.39,2.32,2.45,1.75
2.36,2.28,2.40,2.15
2.40,2.29,2.40,2.20
2.50,2.40,2.64,2.40
2.50,2.26,2.50,2.25
2.29,2.44,2.60,2.29
2.50,2.30,2.50,2.25
2.35,2.35,2.40,2.30
2.30,2.25,2.45,2.25
2.35,2.38,2.51,2.35
2.38,2.27,2.40,2.27
2.25,2.30,2.30,2.25
2.39,2.39,2.39,2.39
2.26,2.40,2.40,2.26
2.30,2.50,2.50,2.30
2.50,2.45,2.50,2.44
2.45,2.40,2.45,2.30
2.35,2.50,2.50,2.35
2.50,2.55,2.75,2.50
2.75,2.55,2.75,2.45
2.75,2.40,2.75,2.40
2.45,2.60,2.65,2.45
2.65,2.65,2.70,2.55
2.70,2.55,2.70,2.55
2.45,2.65,2.75,2.45
2.65,2.60,2.70,2.60
2.65,2.65,2.70,2.45
2.70,2.57,2.70,2.55
2.50,2.65,2.70,2.49
2.70,2.65,2.70,2.65
2.50,2.63,2.63,2.50
2.65,2.45,2.65,2.45
2.30,2.50,2.50,2.30
2.50,2.50,2.50,2.50
2.46,2.52,2.52,2.46
2.60,2.50,2.60,2.50
2.40,2.40,2.50,2.35
2.35,2.50,2.50,2.35
2.50,2.51,2.55,2.42
2.50,2.46,2.55,2.45
2.50,2.55,2.55,2.50
2.50,2.50,2.50,2.50
2.45,2.40,2.50,2.35
2.41,2.40,2.50,2.40
2.40,2.49,2.49,2.35
2.45,2.45,2.45,2.45
2.40,2.46,2.49,2.35
2.35,2.40,2.50,2.33
2.35,2.32,2.45,2.31
2.40,2.41,2.41,2.30
2.40,2.40,2.40,2.40
2.30,2.45,2.45,2.30
2.45,2.30,2.45,2.30
2.33,2.45,2.45,2.30
2.45,2.45,2.45,2.32
2.34,2.30,2.40,2.30
2.30,2.40,2.40,2.30
2.30,2.41,2.41,2.30
2.41,2.30,2.41,2.30
2.30,2.41,2.41,2.30
2.32,2.41,2.41,2.32
2.30,2.41,2.41,2.30
2.32,2.45,2.45,2.30
2.30,2.30,2.31,2.25
2.30,2.25,2.40,2.00
2.15,2.15,2.30,2.15
2.05,2.22,2.28,2.05
2.20,2.01,2.35,2.00
2.10,2.25,2.25,2.10
2.30,2.25,2.30,2.20
2.20,2.25,2.25,2.08
2.10,2.11,2.11,2.10
2.10,2.20,2.20,2.05
2.14,2.15,2.15,2.10
2.15,2.15,2.15,2.13
2.15,2.00,2.15,1.95
2.05,2.15,2.15,2.00
2.15,2.13,2.15,2.13
2.00,2.00,2.15,2.00
2.15,2.05,2.30,2.05
2.30,2.15,2.30,2.05
2.15,2.07,2.15,2.07
2.00,2.15,2.15,2.00
2.00,2.15,2.20,2.00
2.20,2.01,2.20,2.00
2.10,2.20,2.20,2.01
2.00,2.35,2.35,2.00
2.35,2.30,2.35,2.06
2.15,2.22,2.35,2.15
2.42,2.19,2.42,2.09
2.18,2.15,2.19,2.06
2.07,2.17,2.23,2.06
2.14,2.10,2.15,2.10
2.14,2.10,2.14,2.10
2.01,2.03,2.14,1.96
1.92,1.92,2.03,1.92
1.87,1.89,1.90,1.84
1.93,1.80,1.93,1.80
1.75,1.66,1.80,1.65
1.80,1.62,1.80,1.61
1.63,1.61,1.66,1.61
1.70,1.71,1.72,1.63
1.70,1.70,1.71,1.70
1.70,1.70,1.70,1.70
1.71,1.72,1.72,1.71
1.72,1.75,1.85,1.72
1.73,1.72,1.73,1.72
1.72,1.70,1.80,1.70
1.87,1.72,1.87,1.72
1.72,1.70,1.72,1.64
1.65,1.66,1.70,1.65
1.66,1.66,1.68,1.66
1.68,1.68,1.70,1.68
1.71,1.72,2.05,1.71
1.91,1.81,2.05,1.73
1.89,1.86,1.89,1.75
1.74,1.81,1.82,1.71
1.80,1.77,1.82,1.71
1.81,1.79,1.81,1.69
1.78,1.74,1.78,1.70
1.75,1.74,1.75,1.67
1.75,1.82,1.83,1.74
1.79,1.83,1.88,1.72
1.79,1.83,1.90,1.79
1.84,1.85,1.85,1.72
1.80,1.79,1.80,1.70
1.71,1.79,1.79,1.71
1.75,1.67,1.76,1.66
1.50,1.81,1.99,1.50
1.71,1.80,1.80,1.71
1.79,1.74,1.80,1.74
1.69,1.81,1.85,1.62
1.77,1.77,1.77,1.77
1.70,1.78,1.78,1.70
1.69,1.79,1.80,1.69
1.69,1.73,1.76,1.69
1.66,1.72,1.72,1.66
1.65,1.72,1.72,1.65
1.60,1.59,1.65,1.59
1.55,1.60,1.60,1.51
1.53,1.54,1.60,1.53
1.52,1.59,1.60,1.52
1.54,1.69,1.69,1.54
1.68,1.67,1.68,1.60
1.59,1.59,1.59,1.59
1.53,1.52,1.59,1.51
1.52,1.52,1.52,1.52
1.56,1.54,1.56,1.54
1.54,1.54,1.54,1.54
1.51,1.54,1.54,1.45
1.45,1.33,1.46,1.33
1.33,1.32,1.38,1.32
1.35,1.34,1.37,1.33
1.34,1.36,1.37,1.34
N/A,N/A,N/A,N/A
1.42,1.45,1.45,1.36
1.33,1.45,1.45,1.33
1.45,1.38,1.45,1.33
1.45,1.40,1.45,1.36
1.34,1.34,1.34,1.34
1.33,1.33,1.33,1.33
1.39,1.32,1.39,1.32
1.32,1.15,1.32,1.15
1.21,1.25,1.26,1.20
1.30,1.30,1.41,1.29
1.43,1.32,1.43,1.31
1.33,1.32,1.34,1.31
1.40,1.40,1.40,1.40
1.31,1.35,1.35,1.31
1.34,1.33,1.35,1.33
1.33,1.35,1.40,1.30
1.32,1.34,1.35,1.30
1.39,1.54,2.10,1.39
1.56,1.57,1.69,1.50
1.56,1.30,1.56,1.30
1.34,1.26,1.34,1.25
1.30,1.35,1.38,1.26
1.26,1.34,1.38,1.25
1.38,1.38,1.38,1.33
1.38,1.38,1.39,1.26
1.27,1.30,1.34,1.27
1.30,1.27,1.34,1.27
1.29,1.29,1.29,1.27
1.29,1.27,1.29,1.27
1.27,1.31,1.31,1.27
1.28,1.28,1.28,1.28
1.31,1.28,1.31,1.27
1.29,1.35,1.66,1.27
1.30,1.30,1.30,1.27
1.27,1.22,1.34,1.22
1.24,1.16,1.24,1.16
1.15,1.22,1.22,1.15
1.22,1.25,1.26,1.20
1.25,1.32,1.32,1.17
1.31,1.28,1.31,1.23
1.32,1.31,1.32,1.28
1.27,1.22,1.27,1.22
1.27,1.18,1.27,1.18
1.17,1.19,1.23,1.17
1.25,1.18,1.25,1.18
1.25,1.30,1.30,1.20
1.30,1.33,1.34,1.23
1.35,1.29,1.35,1.22
1.23,1.25,1.26,1.23
1.23,1.25,1.28,1.19
1.25,1.20,1.26,1.20
1.20,1.22,1.22,1.19
1.16,1.20,1.21,1.14
1.16,1.20,1.23,1.16
1.17,1.22,1.22,1.17
1.18,1.17,1.18,1.17
1.17,1.14,1.17,1.13
1.19,1.15,1.22,1.15
1.15,1.16,1.20,1.15
N/A,N/A,N/A,N/A
1.59,1.32,1.59,1.29
1.29,1.21,1.29,1.15
1.25,1.16,1.28,1.16
1.18,1.16,1.18,1.15
1.20,1.19,1.28,1.19
1.20,1.22,1.25,1.18
1.21,1.26,1.33,1.20
1.17,1.18,1.20,1.16
1.15,1.17,1.17,1.15
1.29,1.29,1.29,1.28
1.29,1.21,1.29,1.16
1.29,1.29,1.29,1.29
1.30,1.28,1.30,1.16
1.30,1.30,1.30,1.29
1.30,1.23,1.31,1.21
N/A,N/A,N/A,N/A
1.35,1.17,1.35,1.15
1.26,1.22,1.26,1.17
1.23,1.25,1.25,1.19
1.18,1.27,1.27,1.18
1.19,1.25,1.25,1.19
1.25,1.18,1.27,1.17
N/A,N/A,N/A,N/A
1.20,1.18,1.20,1.18
1.18,1.18,1.18,1.18
1.15,1.15,1.15,1.15
1.15,1.15,1.20,1.15
1.16,1.16,1.20,1.16
1.16,1.16,1.17,1.15
1.16,1.12,1.16,1.12
1.08,1.07,1.09,1.06
1.04,1.11,1.11,1.04
1.12,1.07,1.14,1.07
1.31,1.19,1.57,0.99
1.25,1.22,1.25,1.15
1.22,1.16,1.23,1.16
1.07,1.06,1.14,0.77
1.11,1.07,1.11,1.04
1.02,1.07,1.13,1.02
0.89,1.06,1.16,0.89
1.16,1.04,1.17,1.01
1.09,0.93,1.12,0.93
0.95,0.97,1.04,0.95
1.05,0.95,1.05,0.95
1.07,1.00,1.07,1.00
1.00,0.94,1.00,0.94
0.95,0.84,0.96,0.80
0.90,0.97,0.97,0.90
1.01,0.97,1.05,0.96
0.97,0.97,0.97,0.97
0.97,0.85,1.04,0.85
0.93,0.85,0.93,0.85
0.95,0.88,0.95,0.88
0.92,0.90,0.94,0.90
0.90,0.90,0.92,0.89
0.95,0.95,0.95,0.95
0.93,0.93,0.94,0.84
0.88,0.89,0.92,0.88
0.93,0.91,0.93,0.91
0.94,0.87,1.10,0.85
0.84,0.90,0.90,0.84
0.85,0.81,0.85,0.76
0.54,0.70,0.73,0.43
0.69,0.72,0.72,0.69
0.60,0.62,0.74,0.60
0.68,0.78,0.78,0.65
0.75,0.76,0.76,0.75
0.85,0.85,0.89,0.75
0.89,0.88,0.89,0.82
0.85,0.90,0.90,0.84
0.88,0.84,0.88,0.76
0.88,0.93,0.93,0.85
0.93,0.93,0.93,0.91
0.93,0.93,0.93,0.93
0.91,0.91,0.91,0.91
0.92,0.92,0.93,0.92
0.92,0.94,0.94,0.92
0.94,0.89,0.94,0.85
0.90,0.88,0.94,0.88
0.94,0.89,0.94,0.86
0.93,0.90,0.94,0.87
0.94,0.86,0.94,0.86
0.84,0.85,0.85,0.84
0.81,0.84,0.84,0.81
0.88,0.87,0.91,0.83
N/A,N/A,N/A,N/A
0.85,0.88,0.88,0.85
0.84,0.82,0.84,0.82
0.78,0.81,0.81,0.78
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.79,0.82,0.82,0.79
0.86,0.85,0.86,0.85
0.85,0.87,0.87,0.85
0.81,0.82,0.86,0.81
0.77,0.81,0.81,0.77
0.78,0.78,0.79,0.76
0.80,0.77,0.80,0.77
0.80,0.81,0.81,0.79
0.79,0.84,0.84,0.79
0.85,0.84,0.85,0.79
0.84,0.86,0.86,0.84
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.82,0.83,0.83,0.82
0.87,0.84,0.87,0.84
0.85,0.85,0.85,0.85
0.84,0.84,0.85,0.84
0.85,0.89,0.89,0.85
0.86,0.83,0.86,0.83
0.83,0.88,0.88,0.83
0.79,0.86,0.86,0.79
N/A,N/A,N/A,N/A
0.82,0.84,0.84,0.82
0.88,0.83,0.88,0.83
0.86,0.80,0.86,0.80
0.83,0.83,0.83,0.83
0.85,0.84,0.86,0.84
0.84,0.84,0.84,0.84
0.83,0.84,0.84,0.83
0.83,0.83,0.83,0.83
0.83,0.78,0.85,0.78
0.78,0.78,0.80,0.78
0.76,0.76,0.76,0.76
0.80,0.75,0.80,0.75
0.75,0.78,0.80,0.75
0.80,0.80,0.80,0.76
0.75,0.73,0.75,0.57
0.78,0.75,0.78,0.70
0.75,0.77,0.77,0.74
0.74,0.75,0.76,0.74
0.74,0.74,0.79,0.74
0.78,0.73,0.78,0.73
0.76,0.76,0.76,0.76
0.73,0.73,0.73,0.73
0.76,0.75,0.76,0.73
0.74,0.74,0.74,0.74
0.69,0.74,0.74,0.69
0.76,0.76,0.78,0.76
0.76,0.75,0.76,0.75
0.76,0.75,0.76,0.75
0.74,0.75,0.76,0.74
0.75,0.79,0.79,0.75
0.80,0.77,0.80,0.77
0.74,0.74,0.74,0.74
N/A,N/A,N/A,N/A
0.75,1.05,1.07,0.75
2.85,1.55,3.47,1.45
1.54,1.11,1.59,1.04
1.11,1.14,1.29,1.02
1.09,1.22,1.35,1.09
1.20,1.12,1.22,1.10
1.19,1.03,1.19,1.01
1.00,1.15,1.28,1.00
1.13,1.10,1.16,1.07
1.08,1.28,1.53,1.03
1.19,1.16,1.24,1.10
1.21,1.15,1.21,1.10
1.15,1.10,1.17,1.10
1.07,1.08,1.14,1.02
1.08,1.05,1.10,1.02
1.06,1.15,1.20,1.05
1.13,1.09,1.18,1.03
1.06,1.06,1.12,1.02
1.07,1.09,1.09,1.05
1.09,1.05,1.09,1.04
1.07,0.96,1.07,0.94
1.38,1.05,1.58,0.99
1.06,0.97,1.06,0.94
1.00,0.92,1.02,0.92
0.93,0.91,0.95,0.81
0.92,0.92,0.96,0.89
0.92,0.87,0.92,0.82
0.88,0.92,0.97,0.83
0.90,0.90,0.93,0.90
1.09,0.96,1.31,0.95
1.00,0.97,1.02,0.93
0.98,0.90,1.01,0.88
0.94,0.88,0.94,0.88
1.06,0.90,1.07,0.86
0.91,0.86,0.91,0.84
0.85,0.87,0.91,0.83
0.85,0.86,0.87,0.83
0.87,0.85,0.87,0.82
0.85,0.90,0.91,0.85
0.93,0.87,0.93,0.85
0.85,0.86,0.90,0.84
0.88,0.91,1.15,0.85
0.88,0.86,0.90,0.83
0.86,0.86,0.89,0.85
0.86,0.84,0.89,0.84
0.88,0.80,0.88,0.78
0.84,0.81,0.84,0.80
0.84,0.84,0.86,0.82
0.87,0.85,0.87,0.82
0.80,0.83,0.86,0.80
0.80,0.84,0.85,0.79
0.82,0.84,0.84,0.80
0.84,0.82,0.84,0.80
0.80,0.82,0.82,0.80
0.79,0.79,0.81,0.79
0.80,0.77,0.83,0.77
0.80,0.78,0.80,0.77
0.76,0.76,0.79,0.76
0.76,0.77,0.79,0.76
0.78,0.79,0.80,0.76
0.76,0.78,0.78,0.76
0.76,0.78,0.78,0.76
0.77,0.84,0.86,0.76
0.83,0.79,0.83,0.78
0.81,0.80,0.81,0.80
0.81,0.82,0.82,0.80
0.81,0.81,0.83,0.81
0.81,0.83,0.84,0.81
0.81,0.84,0.84,0.81
0.82,0.82,0.84,0.81
0.81,0.81,0.82,0.81
0.81,0.77,0.82,0.77
0.77,0.80,0.82,0.77
0.79,0.78,0.81,0.78
0.82,0.79,0.82,0.77
0.80,0.80,0.80,0.78
0.80,0.79,0.80,0.79
0.79,0.79,0.79,0.77
0.79,0.82,0.83,0.77
0.84,0.79,0.84,0.78
0.79,0.77,0.81,0.75
0.78,0.79,0.79,0.78
0.78,0.76,0.79,0.75
0.79,0.78,0.79,0.76
0.77,0.79,0.79,0.77
0.77,0.78,0.79,0.77
0.79,0.75,0.79,0.75
0.77,0.77,0.77,0.76
0.77,0.76,0.77,0.75
0.76,0.76,0.78,0.76
0.73,0.74,0.75,0.73
0.71,0.73,0.76,0.71
0.71,0.69,0.73,0.63
0.67,0.68,0.72,0.67
0.68,0.70,0.73,0.67
0.71,0.69,0.71,0.68
0.70,0.70,0.70,0.68
0.70,0.71,0.71,0.68
0.70,0.67,0.71,0.67
0.70,0.64,0.70,0.64
0.67,0.65,0.67,0.61
0.68,0.62,0.68,0.57
0.65,0.62,0.65,0.55
0.58,0.63,0.64,0.58
0.62,0.60,0.64,0.58
0.58,0.58,0.66,0.57
0.55,0.45,0.57,0.43
0.48,0.54,0.54,0.48
0.54,0.52,0.54,0.50
0.55,0.49,0.55,0.45
0.48,0.49,0.50,0.48
0.51,0.48,0.51,0.48
0.52,0.51,0.52,0.51
0.52,0.65,0.70,0.52
0.69,0.64,0.69,0.59
0.64,0.68,0.68,0.64
0.70,0.65,0.70,0.60
0.60,0.65,0.65,0.60
0.67,0.66,0.67,0.59
0.60,0.65,0.65,0.60
0.62,0.68,0.68,0.62
0.67,0.67,0.70,0.66
0.63,0.62,0.66,0.61
0.63,0.63,0.65,0.62
0.64,0.63,0.64,0.60
0.62,0.61,0.65,0.61
0.61,0.68,0.70,0.61
0.68,0.66,0.68,0.61
0.70,0.70,0.72,0.67
0.69,0.68,0.71,0.68
0.69,0.66,0.69,0.66
