BWLD,Buffalo Wild Wings,NASDAQ
97.50,95.35,97.94,94.40
94.75,94.44,95.00,93.39
94.89,96.97,98.31,94.50
99.78,99.37,100.66,99.04
100.14,98.31,100.94,98.21
98.56,98.24,98.74,97.27
98.66,99.47,100.13,98.35
99.24,99.58,100.24,98.92
99.14,99.39,99.65,98.52
101.95,101.24,102.17,99.82
101.77,102.77,103.68,101.52
102.98,103.65,104.13,102.14
103.52,103.61,104.09,102.27
104.33,104.34,105.00,103.57
104.14,104.96,106.03,104.14
104.70,105.05,105.94,103.80
102.39,100.50,103.54,100.41
100.71,100.26,101.05,99.53
100.10,99.83,100.89,99.02
99.32,100.06,100.35,98.48
100.42,99.84,100.42,98.76
100.39,98.12,100.39,97.78
98.73,95.44,98.92,94.65
95.50,95.92,96.17,94.05
95.21,97.93,98.12,95.21
98.09,98.39,99.07,96.40
98.73,97.69,98.80,96.83
99.91,103.58,105.32,99.25
104.76,106.84,107.05,104.20
106.77,107.14,107.36,105.84
106.72,108.25,108.54,105.94
108.09,106.90,108.55,106.20
106.50,106.48,107.25,105.89
106.80,106.92,107.62,105.45
107.06,106.74,107.75,106.22
106.09,106.25,107.56,105.73
106.45,105.18,106.72,104.46
105.20,105.08,105.51,104.20
104.00,105.07,106.73,103.56
104.59,104.92,106.50,104.29
105.30,105.11,106.61,104.98
105.30,107.19,108.37,105.27
107.42,106.62,107.69,106.00
106.58,109.55,109.85,106.28
109.59,108.41,109.75,107.02
108.78,107.98,109.43,107.23
107.67,105.03,107.67,105.00
105.20,105.12,106.78,104.96
105.12,105.61,106.30,105.04
105.87,103.91,105.87,103.41
105.00,104.90,106.57,103.39
104.94,105.76,106.20,104.52
105.47,105.60,106.45,105.00
105.89,104.68,106.09,104.09
105.40,105.57,106.51,104.78
106.45,107.27,107.37,106.00
106.98,107.25,108.18,106.38
107.51,107.40,108.60,107.08
107.93,109.82,110.63,107.93
110.48,110.62,111.73,109.95
110.30,111.34,112.01,110.12
111.02,110.87,111.70,109.50
111.09,109.88,111.43,109.67
109.74,109.55,110.17,108.51
109.21,108.65,109.56,107.52
108.95,108.35,109.75,107.78
108.79,108.35,109.16,107.25
108.96,109.83,109.95,108.22
109.32,109.50,109.96,108.83
109.11,111.18,113.12,109.06
110.45,116.25,116.32,109.75
115.48,120.36,121.13,114.77
119.75,115.43,120.35,115.27
115.25,116.04,117.00,115.22
114.95,113.93,115.44,113.20
113.93,113.10,115.50,112.59
113.17,113.26,114.31,112.02
114.79,117.12,117.24,113.45
117.20,119.42,120.07,116.22
119.00,119.21,120.50,118.93
118.94,120.34,121.00,118.94
120.73,119.60,121.75,119.27
117.47,118.49,119.00,116.62
119.69,119.43,120.48,118.90
120.03,118.53,120.29,117.31
118.62,123.06,123.67,118.62
121.68,121.43,122.26,120.32
121.80,121.11,122.91,120.82
121.76,125.07,126.55,121.76
125.74,126.36,126.76,123.83
126.65,129.51,129.81,126.41
141.58,141.22,143.90,137.06
140.85,142.58,144.93,140.11
143.28,142.74,144.71,142.00
143.68,144.96,144.98,142.75
144.41,150.38,150.92,143.93
149.25,145.72,149.72,145.53
146.00,143.07,147.40,142.84
142.98,145.11,146.19,142.67
144.98,144.51,145.65,143.61
144.03,144.82,145.45,143.91
143.60,145.31,146.25,143.43
145.67,145.35,145.91,143.26
145.96,149.92,152.10,145.80
150.63,149.56,151.83,147.88
149.19,149.24,151.80,148.81
150.22,145.28,150.90,144.87
146.34,151.82,152.00,145.67
152.11,150.77,152.53,149.03
151.73,149.93,151.96,149.46
149.71,148.94,150.14,148.42
149.48,150.80,151.42,148.88
150.92,150.24,151.35,149.64
150.16,149.58,151.14,148.75
149.00,149.54,150.00,148.43
148.77,146.75,149.80,145.80
146.10,148.00,149.63,146.10
148.78,149.28,150.25,148.24
149.23,148.55,149.99,148.22
148.31,146.43,149.33,145.91
146.38,143.86,146.62,143.58
142.94,141.77,144.66,141.23
142.65,142.49,143.72,142.09
142.85,143.58,144.70,142.24
143.99,142.46,144.00,140.47
143.38,147.14,147.98,142.91
147.23,142.83,147.38,142.16
143.40,143.96,144.93,142.52
145.22,145.99,146.20,143.02
145.79,145.46,145.99,145.00
145.95,145.68,147.14,145.33
146.28,146.08,146.48,145.55
146.23,147.31,148.48,145.50
147.15,147.20,149.11,146.83
146.44,144.46,146.85,144.20
144.40,143.57,145.37,143.43
145.00,147.19,147.27,143.02
147.25,147.24,150.47,146.94
149.21,151.49,151.67,147.50
147.70,146.43,147.97,143.52
146.71,144.55,147.44,143.91
143.83,142.03,145.86,141.62
142.37,144.73,145.95,142.37
144.76,145.62,147.50,144.41
146.51,143.32,146.61,142.75
143.10,141.47,144.21,141.11
142.99,136.88,143.47,136.67
136.58,136.53,137.76,134.45
136.29,134.85,136.29,133.33
134.44,135.47,136.70,133.69
136.81,133.80,138.95,133.70
133.54,133.30,134.87,132.88
131.46,133.04,134.32,130.50
134.12,133.39,135.99,133.27
133.02,141.86,142.24,132.95
143.00,136.04,143.84,135.18
140.97,140.75,142.00,136.04
143.50,127.12,143.84,123.05
129.90,131.88,132.45,129.35
132.93,134.43,135.35,131.49
134.76,132.55,135.98,131.65
132.60,133.44,135.03,132.26
133.93,131.96,134.82,131.40
130.98,133.17,133.32,130.03
132.84,132.40,133.38,131.92
132.40,133.87,134.73,132.04
134.06,132.31,134.86,132.11
132.39,133.05,134.40,131.42
133.42,132.27,134.32,132.14
132.47,136.92,137.37,132.41
136.62,136.85,138.66,136.18
136.70,138.27,139.63,136.41
138.08,139.72,139.81,137.23
140.72,145.00,145.77,139.34
143.93,144.97,146.00,141.83
146.01,148.48,149.80,146.00
148.70,147.05,149.19,145.74
147.42,149.07,149.55,146.49
150.00,151.91,151.91,148.12
149.50,148.80,150.86,147.40
149.07,148.33,151.80,147.74
147.21,149.37,150.21,146.38
150.52,147.31,150.96,146.76
147.00,148.22,149.22,146.77
148.90,151.64,153.32,148.40
151.97,153.19,155.25,151.97
153.21,151.18,153.98,150.01
151.96,153.16,154.86,151.73
155.53,156.35,159.81,155.51
157.90,151.96,159.29,151.13
152.60,147.51,153.99,146.80
148.26,143.86,150.23,143.44
143.24,141.55,144.01,140.07
142.33,147.52,147.65,142.33
149.48,148.90,150.92,147.69
149.65,152.04,153.63,149.05
152.53,145.99,152.53,145.65
146.63,146.83,150.01,145.77
147.40,142.99,148.87,141.67
141.78,140.07,143.35,137.81
140.28,141.92,142.27,137.37
142.20,144.07,144.28,141.14
143.90,140.10,144.39,139.22
138.77,139.72,141.46,138.00
141.92,142.08,143.06,140.98
143.08,141.95,145.00,139.50
143.33,143.16,144.14,141.40
143.47,139.87,144.97,139.55
139.85,139.50,141.15,138.20
140.50,142.28,142.93,139.04
141.99,138.65,143.49,137.92
139.61,139.58,140.05,137.25
138.80,136.52,140.00,135.51
136.74,133.39,137.73,130.69
140.86,140.14,143.90,136.76
140.05,146.12,146.33,139.00
145.59,144.53,145.78,142.95
145.02,146.22,147.17,144.01
145.22,146.51,147.06,143.64
146.20,146.04,148.38,145.16
145.77,144.69,146.90,142.28
144.34,142.85,146.32,142.38
140.83,141.64,142.37,139.01
142.67,144.60,146.02,140.77
144.50,142.01,145.27,141.37
141.97,140.00,142.00,139.50
139.18,139.92,140.73,137.01
139.72,140.69,141.00,138.50
140.84,141.28,141.93,139.47
141.03,140.36,141.84,138.67
140.48,141.27,142.58,139.69
141.20,143.51,144.14,140.53
143.67,144.09,144.52,143.10
144.46,144.76,146.51,144.12
144.75,145.65,146.20,142.78
145.75,144.92,146.78,143.66
144.98,144.51,145.28,142.64
144.51,146.64,146.75,144.13
146.57,148.45,148.90,145.67
148.41,150.76,151.32,147.51
150.99,150.65,151.84,148.68
150.80,152.22,152.48,150.60
151.82,151.90,152.48,150.65
151.79,149.35,152.10,148.58
148.76,150.69,151.21,148.26
150.49,149.78,151.49,148.70
149.73,153.29,154.65,149.00
152.37,152.13,153.14,150.60
151.69,152.57,153.57,150.70
152.78,155.71,155.94,151.72
156.82,157.12,159.17,156.00
157.12,156.92,157.40,155.55
158.24,166.25,166.35,158.24
165.52,162.20,166.00,162.17
162.16,163.87,164.05,160.59
163.86,164.17,165.17,161.84
163.60,164.13,166.40,163.25
164.50,165.71,165.83,163.00
166.00,164.99,167.36,164.87
163.80,160.83,163.80,160.08
161.39,162.33,162.76,161.32
160.93,158.59,161.91,158.33
158.20,156.96,159.44,154.85
156.98,159.46,160.11,156.31
156.35,157.26,158.56,154.61
156.82,156.08,157.24,155.50
157.09,156.51,157.74,155.86
156.03,154.63,157.62,154.40
155.47,153.35,156.36,153.21
152.75,150.63,154.24,150.32
150.43,153.55,154.49,150.43
152.61,151.13,153.39,151.06
152.96,157.65,158.00,152.82
158.00,158.56,159.85,157.64
159.08,160.98,161.77,158.44
160.27,162.36,162.68,159.12
163.25,164.73,165.64,163.25
166.42,167.15,167.64,164.22
151.01,145.17,152.47,141.12
146.49,145.32,146.50,143.56
145.91,146.26,147.48,145.28
146.30,145.59,147.00,144.49
144.69,144.14,146.36,143.70
143.60,143.17,145.10,142.34
143.49,142.45,144.53,141.86
142.94,142.33,143.38,142.05
142.91,142.60,143.00,141.45
144.73,143.83,144.92,143.34
144.73,143.91,144.74,143.76
143.87,142.80,144.48,141.61
143.38,142.81,143.75,141.68
143.85,144.44,144.47,143.24
144.38,144.26,144.99,143.80
144.02,144.07,144.93,142.68
144.45,143.62,144.76,143.21
144.10,144.30,144.67,142.62
144.82,147.16,149.26,144.79
148.05,147.98,149.36,147.90
148.07,147.74,148.66,146.59
147.53,147.69,149.00,147.07
148.19,147.75,148.99,147.01
148.02,146.97,148.86,146.10
147.50,144.67,147.50,144.36
144.56,146.21,147.20,144.56
145.77,147.05,147.12,144.45
146.82,147.63,147.81,146.33
147.83,146.67,148.19,146.61
146.60,148.70,148.97,146.58
148.32,147.66,148.94,147.38
147.08,144.49,147.57,144.43
143.99,140.50,144.03,138.21
139.86,141.03,141.65,139.02
140.90,141.06,142.87,139.52
141.70,140.91,141.70,139.84
140.96,140.73,142.55,139.88
139.80,135.52,139.80,135.51
135.43,132.95,135.98,132.90
134.00,136.06,136.74,133.51
136.18,133.93,137.68,133.46
134.12,135.37,136.15,134.12
134.42,135.38,136.12,134.05
135.55,134.27,136.49,134.14
134.31,131.93,134.55,131.76
132.00,135.50,135.66,131.99
137.01,137.11,139.00,135.82
133.85,131.62,134.65,128.80
130.69,125.27,131.00,125.03
125.21,127.27,127.41,125.21
126.31,124.13,126.89,124.00
123.90,123.74,127.24,122.77
123.78,122.96,125.21,122.15
122.86,126.34,127.02,122.67
124.82,127.52,128.47,123.92
125.96,130.98,131.02,125.08
132.55,130.32,133.00,129.34
130.20,132.56,132.85,130.11
132.86,131.59,133.53,130.43
131.98,129.44,132.31,128.80
130.28,129.00,131.52,128.42
129.84,135.40,135.50,129.00
136.38,133.82,136.60,132.73
145.00,151.68,153.26,143.86
150.98,149.35,152.50,148.34
149.24,150.04,150.63,148.50
151.84,149.28,151.86,148.50
149.00,149.12,149.99,148.23
148.52,152.78,153.70,148.41
153.19,153.87,154.23,151.76
154.59,156.08,156.87,154.33
156.36,157.51,157.61,155.11
157.83,159.23,159.48,156.98
160.00,162.57,162.73,159.65
162.17,163.00,163.33,159.80
163.50,162.95,164.48,161.89
162.00,162.67,164.00,161.86
162.18,159.79,162.60,159.44
159.30,160.86,163.10,158.65
161.99,161.39,164.20,161.14
161.15,163.08,164.41,161.15
164.76,163.83,164.76,162.58
164.74,167.29,168.00,164.29
167.89,167.46,169.74,167.14
167.27,166.61,167.52,165.46
167.56,170.21,171.09,166.63
170.28,166.32,170.75,166.25
166.32,169.87,170.38,165.01
169.19,169.55,170.23,168.24
171.00,169.77,171.00,168.08
170.55,169.59,170.73,168.08
168.53,168.51,170.39,167.43
165.89,170.10,170.56,165.31
169.41,167.94,172.22,167.81
169.29,168.39,171.37,167.76
167.29,169.89,171.89,167.00
170.22,168.98,171.64,167.01
168.18,167.72,169.90,167.18
168.71,172.55,172.68,167.50
174.00,173.39,174.00,171.21
174.72,178.41,179.98,173.45
179.43,179.19,179.83,176.99
179.79,181.13,181.36,178.11
182.15,182.07,183.73,181.26
182.06,183.08,183.29,181.00
182.53,183.92,183.98,181.93
183.15,181.66,183.76,180.50
182.10,180.38,184.10,180.23
182.04,178.64,182.90,176.93
175.00,177.19,182.50,174.72
178.38,177.97,179.85,173.83
180.29,185.75,185.82,179.64
186.00,184.91,186.45,184.08
184.32,186.07,186.76,183.10
186.69,184.20,187.02,183.11
185.99,188.40,188.56,185.19
185.90,184.71,187.12,182.13
184.00,179.61,184.56,179.04
178.89,178.83,181.75,177.71
179.71,182.80,183.35,178.52
182.48,180.21,183.50,179.63
181.70,181.50,182.37,178.69
181.50,179.22,181.50,176.63
179.61,183.20,183.24,179.61
181.39,182.19,183.45,181.12
183.80,183.36,189.87,183.36
184.31,182.74,184.74,181.71
182.08,178.32,183.94,177.60
179.59,177.26,179.88,174.20
178.00,180.65,181.18,176.25
178.78,181.06,182.32,177.45
181.31,180.29,183.50,179.00
188.50,193.12,195.83,188.00
190.45,187.56,190.74,187.46
187.95,190.61,191.38,187.22
190.77,190.15,192.50,189.39
190.17,186.97,190.98,185.65
186.46,187.27,188.39,185.40
187.32,188.54,188.65,187.00
188.80,190.71,191.98,187.00
190.99,190.86,193.00,189.80
191.35,190.18,191.40,188.08
189.49,191.04,191.10,189.49
191.75,191.64,193.24,190.73
191.11,192.45,193.74,190.53
192.71,191.74,193.99,191.22
191.37,191.12,192.33,190.46
191.22,192.53,193.78,191.22
191.73,190.06,191.93,188.56
188.74,187.43,189.30,185.52
187.42,187.68,189.32,186.61
186.52,185.27,187.44,184.62
185.10,189.38,189.92,185.10
188.50,186.03,188.95,185.32
184.05,182.41,185.20,181.24
182.97,186.74,186.83,182.44
187.02,184.57,187.72,183.70
186.73,189.74,190.76,183.64
189.35,189.60,190.10,187.51
189.80,190.31,193.52,188.75
189.05,188.16,190.84,187.37
189.23,187.16,189.93,186.56
186.94,187.56,188.22,184.51
187.61,186.98,188.04,186.51
187.62,181.88,187.62,181.78
180.79,181.31,182.67,178.47
181.69,182.33,184.22,180.64
182.52,182.97,185.00,182.52
182.66,181.24,183.88,181.01
180.46,178.25,182.03,177.79
178.79,178.49,179.79,177.50
176.52,178.74,180.11,175.56
178.74,177.15,179.70,176.81
177.92,183.40,183.53,177.92
182.68,182.68,184.77,179.31
183.69,184.89,186.66,182.90
184.18,183.38,185.81,183.00
182.57,181.58,184.01,180.10
182.88,182.33,184.12,180.09
181.08,179.22,183.99,179.11
178.39,175.51,178.48,175.10
176.51,177.80,179.81,176.01
177.39,178.81,180.95,176.78
178.30,175.05,178.30,173.50
175.50,178.66,179.57,175.50
179.28,180.50,180.79,177.75
182.25,179.15,184.29,178.51
179.16,183.70,183.95,177.10
161.51,160.25,166.65,155.75
164.49,159.30,165.53,158.01
160.44,157.36,161.75,155.86
157.81,158.64,161.00,157.33
157.75,156.98,158.58,156.11
157.07,153.52,157.52,152.07
153.25,155.45,156.27,153.03
157.28,156.76,158.88,155.61
156.96,156.53,158.40,156.21
156.25,158.60,159.62,154.49
158.06,158.07,159.78,156.79
158.50,158.25,158.50,155.78
158.58,157.12,158.58,156.38
156.17,157.29,158.18,154.67
158.00,157.78,158.82,156.69
157.74,157.52,158.49,156.33
157.16,157.70,158.28,156.65
157.77,155.48,158.72,155.21
154.83,152.42,155.52,151.00
152.66,156.00,156.01,152.06
155.50,154.37,155.64,153.36
154.30,152.67,155.40,152.57
153.09,152.58,153.97,151.21
151.99,152.40,153.55,151.81
152.40,152.29,153.23,151.55
152.34,151.81,153.35,151.11
151.96,153.38,153.67,149.00
153.08,153.25,154.35,152.55
152.57,152.11,153.05,151.60
152.03,155.03,155.43,152.01
155.50,155.96,156.72,155.31
157.28,160.92,161.09,157.28
159.85,159.03,160.42,157.97
158.27,158.85,160.69,158.20
158.86,159.23,159.99,158.50
159.13,159.48,160.85,158.77
159.70,157.28,159.96,157.20
158.69,157.54,158.69,156.66
158.02,156.81,158.33,155.54
156.72,157.61,158.00,156.50
158.30,158.74,158.87,157.06
159.53,160.20,160.92,158.70
158.72,155.83,159.43,155.72
156.20,156.69,157.91,156.00
158.96,159.88,160.09,157.57
159.52,161.92,163.08,159.52
160.58,160.13,161.81,159.22
159.34,162.44,162.87,158.65
161.69,163.82,165.80,160.85
165.00,163.77,165.99,163.11
165.46,167.11,167.41,164.20
168.37,170.54,170.99,168.00
172.78,170.69,173.25,170.50
169.70,168.16,170.65,167.16
169.71,169.98,170.90,167.80
169.86,170.34,171.48,169.31
170.68,170.45,173.71,170.14
170.53,170.90,171.93,169.35
169.61,174.46,174.53,166.65
175.00,171.86,175.00,171.17
170.10,169.57,171.93,168.75
169.84,168.57,171.41,167.84
169.64,171.28,171.92,168.15
191.00,189.74,194.95,186.80
189.00,195.19,196.00,186.10
195.49,195.58,197.59,193.84
195.99,193.92,196.45,192.60
193.40,195.83,196.08,193.14
195.81,196.83,197.70,195.30
197.19,192.19,197.19,191.50
192.65,192.70,193.89,190.01
193.18,195.21,196.50,193.18
193.63,195.39,196.82,192.66
193.58,195.69,196.50,192.12
195.63,196.53,198.00,193.61
196.03,195.84,196.99,194.72
195.00,198.14,199.00,194.38
198.82,196.02,199.41,195.83
197.97,197.99,199.79,196.00
195.66,193.68,196.88,192.37
190.01,189.53,193.00,188.63
180.99,186.83,193.02,179.01
189.16,186.14,192.30,185.79
190.21,193.09,193.98,187.02
193.71,195.64,196.86,192.02
195.50,194.06,196.87,193.04
193.84,189.68,195.43,189.27
189.70,191.05,192.10,188.67
192.29,195.08,195.12,190.13
195.40,197.20,198.09,193.54
194.01,196.61,197.40,193.02
199.70,201.70,202.39,195.95
204.34,198.82,204.70,198.30
198.00,197.84,201.00,197.20
197.61,201.14,201.32,197.53
201.78,199.39,202.40,198.12
199.10,200.48,201.39,196.87
199.94,199.45,200.42,197.08
198.86,199.32,202.72,198.56
197.07,199.72,201.90,197.00
201.48,203.90,205.62,199.73
202.95,203.03,204.86,201.45
203.54,205.73,205.83,202.53
202.63,203.07,205.26,200.85
203.27,196.75,205.15,196.51
196.74,193.19,198.48,191.61
193.11,193.45,196.93,192.00
196.04,193.43,196.04,192.72
193.36,191.64,193.80,188.43
190.70,193.58,193.61,186.57
194.40,192.81,194.40,191.22
194.00,190.84,194.32,189.66
190.80,194.16,194.59,186.94
193.51,197.21,198.42,192.06
197.38,196.14,197.80,195.64
195.85,192.26,197.46,189.85
191.54,189.60,193.41,189.50
189.60,183.55,190.98,182.39
184.44,185.91,186.29,180.04
186.34,186.82,187.47,184.64
188.69,189.65,190.91,187.91
188.82,186.66,189.82,184.90
184.02,177.68,184.44,176.83
178.34,176.17,179.42,173.81
177.53,176.43,177.98,173.58
176.72,182.44,183.10,175.26
182.14,182.19,184.00,179.27
181.64,184.40,185.23,180.01
155.95,152.45,159.72,148.04
152.46,154.27,155.21,149.61
153.93,151.38,153.96,150.84
151.80,151.80,153.00,150.75
152.20,152.10,153.20,149.31
152.03,151.83,152.42,149.33
151.93,152.47,154.43,151.20
154.04,153.26,154.48,151.40
152.31,155.23,155.46,151.82
155.82,154.87,156.71,152.76
154.08,153.00,155.37,152.70
152.09,149.65,153.20,148.99
149.87,151.40,152.06,147.69
152.00,152.35,154.70,151.47
152.55,155.11,155.33,151.67
155.83,155.04,156.87,153.80
155.59,155.03,156.33,154.74
155.86,158.16,158.80,155.85
157.90,157.20,158.78,155.88
157.65,161.16,161.95,157.03
161.70,160.27,161.81,159.40
160.99,160.24,161.77,159.76
160.20,159.77,161.50,158.92
160.05,159.66,161.96,159.08
159.64,157.62,160.35,156.31
158.30,161.55,161.67,158.26
161.09,163.08,164.96,160.51
161.45,164.78,164.99,161.45
163.70,162.01,165.89,161.53
162.49,159.63,163.99,158.70
158.12,158.62,160.00,157.50
158.49,159.60,161.66,158.49
159.67,159.54,161.80,158.79
160.75,159.65,161.74,156.10
160.00,156.85,160.50,156.80
156.83,154.09,158.00,153.99
156.97,158.47,159.99,156.16
158.46,159.19,160.44,156.93
160.13,160.23,160.56,159.12
159.59,162.28,162.69,159.59
162.18,160.95,162.85,158.63
161.18,161.25,162.64,160.37
161.26,160.90,161.59,160.08
160.90,159.65,161.84,159.51
158.74,156.99,159.42,156.10
156.16,158.33,159.98,156.16
156.90,154.58,158.01,153.52
152.15,154.23,156.23,151.92
154.63,155.63,157.50,154.10
156.82,155.93,157.92,153.03
156.88,157.14,158.90,154.37
157.26,153.13,157.26,152.70
153.00,151.22,153.88,150.00
147.91,147.51,149.75,142.76
147.44,145.40,148.86,143.63
144.13,145.69,147.60,140.20
146.17,147.78,150.46,144.68
148.00,152.07,152.07,146.73
152.81,149.46,152.81,149.13
149.41,153.30,153.99,149.00
151.13,150.29,154.19,149.76
151.90,148.23,151.90,146.51
149.22,152.30,153.30,146.53
151.56,149.62,154.97,149.47
149.64,150.00,151.13,147.70
149.93,143.64,150.87,138.31
148.00,154.57,154.99,142.51
154.41,142.08,154.94,134.95
140.26,139.30,141.89,137.11
138.35,140.00,141.76,136.61
140.00,142.81,144.36,139.28
141.07,142.90,144.19,139.22
144.16,145.38,146.37,140.21
145.96,151.88,152.30,145.50
151.88,154.55,157.04,149.14
153.97,152.04,154.08,150.50
151.46,150.43,153.46,149.25
151.88,153.91,155.62,150.05
154.07,158.27,160.28,153.42
156.47,158.40,159.74,155.02
159.25,159.20,159.99,156.52
159.82,157.37,160.98,156.48
158.48,158.65,160.58,157.18
159.20,160.63,161.52,158.30
160.91,162.92,163.45,160.27
166.83,166.39,167.39,163.71
167.05,168.64,168.91,165.96
168.07,165.61,168.66,164.07
164.54,162.43,165.96,162.32
163.70,161.52,164.06,160.82
162.93,159.38,162.93,157.57
160.46,160.88,162.35,158.05
161.13,160.99,162.88,160.60
160.36,155.35,160.41,155.03
155.00,157.48,157.70,153.77
156.74,153.81,156.87,153.64
153.81,149.34,155.00,149.16
148.78,145.21,148.85,142.75
145.19,146.72,148.44,143.06
146.20,142.49,147.00,142.40
144.70,144.84,147.72,144.01
146.00,147.55,149.46,145.05
150.01,153.35,154.34,149.27
153.17,151.45,153.40,150.30
151.48,148.12,151.48,147.21
148.06,149.45,150.70,147.53
149.19,147.88,149.24,145.55
145.90,144.75,146.49,143.05
143.91,144.91,146.49,143.78
144.11,144.76,145.87,143.57
145.06,145.00,146.16,144.33
145.00,141.96,146.40,141.88
142.45,145.39,145.61,141.75
144.79,145.66,146.33,144.26
146.17,147.94,148.80,145.70
147.48,147.36,148.45,146.62
147.33,147.79,148.37,146.32
145.50,141.01,145.50,140.49
141.50,143.77,144.39,140.49
144.06,140.75,144.77,140.52
140.65,144.31,144.38,140.52
143.64,144.43,146.39,143.20
143.72,144.62,145.50,142.30
126.24,129.00,129.22,122.25
128.35,131.56,134.28,128.14
131.55,133.66,134.13,130.70
133.97,136.91,138.00,133.92
137.00,135.38,138.38,135.34
134.26,133.23,135.77,132.79
133.83,131.98,134.36,131.89
131.89,133.30,133.41,130.32
133.05,134.91,136.10,133.05
134.88,136.33,136.35,133.64
135.86,133.59,135.86,133.24
133.93,134.49,135.48,133.61
133.68,134.71,135.51,133.11
134.65,137.27,137.91,133.61
136.42,136.50,137.46,134.86
136.16,137.12,141.40,135.36
136.55,137.23,139.29,136.55
137.32,140.36,141.06,136.68
140.18,139.55,140.52,137.45
140.50,142.09,142.55,139.56
142.04,141.19,142.10,139.83
141.21,141.15,142.31,140.26
141.32,144.15,145.63,141.32
144.31,145.39,145.96,144.16
145.39,145.41,147.65,145.33
145.00,146.23,146.78,143.95
145.46,146.10,147.10,144.00
145.83,147.23,147.37,144.62
147.49,147.34,147.93,146.06
148.14,148.64,149.35,147.52
148.79,148.33,150.43,147.69
146.95,145.63,147.87,144.88
145.49,144.28,146.53,143.51
144.12,145.87,146.59,143.87
145.79,143.77,146.37,143.42
143.42,142.79,143.81,141.32
143.23,143.04,144.23,142.49
144.13,144.33,145.55,143.00
144.06,141.74,144.73,141.35
142.01,141.00,142.85,139.64
142.61,144.02,144.04,141.98
141.51,144.01,144.75,141.00
142.38,139.01,142.70,138.88
139.85,139.68,141.95,139.03
140.87,141.93,142.14,139.77
141.50,138.95,141.90,135.63
138.98,140.48,140.69,137.66
139.97,137.52,140.20,137.09
136.39,136.84,138.17,135.51
137.35,135.95,138.40,135.62
136.39,140.04,140.09,136.29
140.27,141.21,142.60,140.21
141.23,141.66,142.68,140.48
142.27,141.32,142.85,140.99
142.42,141.60,142.42,140.26
139.33,135.90,139.49,135.33
136.00,135.93,136.95,135.32
135.84,136.34,137.66,135.24
135.86,134.90,137.38,134.85
134.98,134.65,135.04,133.34
135.37,140.77,141.33,134.03
141.00,148.96,150.95,140.55
147.59,147.00,149.89,145.24
155.00,161.72,167.50,154.46
161.70,166.03,166.99,160.15
166.05,167.96,169.16,165.97
168.00,170.00,170.73,167.20
167.21,167.66,167.89,164.78
166.65,170.64,171.34,164.55
171.17,169.68,172.00,169.25
170.03,171.36,172.92,169.47
170.67,169.97,172.49,169.41
171.24,170.87,172.92,170.11
169.53,166.33,169.53,165.78
167.50,164.95,169.16,164.50
165.24,167.05,168.78,164.50
166.69,164.81,166.69,164.36
164.20,161.33,164.90,158.16
162.27,166.06,166.25,160.01
165.54,167.94,169.15,165.54
165.83,163.02,166.03,162.50
163.69,162.99,165.15,162.28
162.94,162.40,164.32,162.29
162.82,162.11,163.53,161.76
162.17,162.74,163.31,161.01
163.14,163.53,164.74,162.30
164.43,164.77,166.50,163.71
164.92,162.74,165.04,161.51
163.00,162.20,163.45,161.01
161.85,160.97,163.05,160.10
161.42,161.61,163.73,160.73
161.94,162.98,164.19,161.00
163.29,164.26,165.15,162.72
164.24,164.77,166.80,163.01
163.48,161.11,163.70,160.15
160.11,162.02,162.42,158.70
161.67,159.90,161.98,159.38
159.24,157.60,160.22,157.22
157.44,157.37,158.06,156.05
156.87,155.09,157.49,154.48
156.06,155.04,156.63,154.00
155.14,156.04,156.80,154.92
155.99,155.86,157.36,153.81
156.12,155.10,157.71,154.32
155.06,155.38,156.37,155.01
154.24,152.26,154.24,151.80
151.87,149.69,152.61,147.58
149.64,144.82,149.64,143.63
145.18,140.97,145.50,140.92
141.12,140.74,142.76,140.51
140.32,140.38,142.51,139.99
140.40,140.35,141.77,139.42
140.10,141.30,143.72,139.70
142.02,138.34,142.78,138.20
138.85,135.93,139.13,135.71
136.04,137.99,139.90,136.01
137.89,138.61,138.75,137.03
139.35,138.66,140.96,138.11
137.40,139.34,140.81,137.40
141.60,142.60,143.97,140.73
142.35,139.95,142.40,139.80
140.65,138.90,141.75,138.90
138.80,143.60,144.15,138.80
142.00,139.45,143.45,139.40
139.30,140.30,141.00,138.70
140.45,141.20,141.90,140.30
140.45,136.30,140.45,136.25
136.05,135.10,137.95,133.71
143.50,143.20,145.25,140.60
142.80,143.20,144.50,141.02
143.40,145.65,146.65,142.05
145.85,146.20,148.28,145.25
146.05,147.70,149.30,144.30
148.05,147.20,149.20,146.95
147.10,145.15,148.74,145.15
146.20,148.05,150.45,145.40
147.75,149.00,149.95,146.80
146.85,155.40,155.80,146.85
156.35,158.50,159.80,156.20
158.90,161.90,162.15,158.50
160.00,163.40,165.95,159.75
162.85,164.00,164.85,162.20
163.20,164.10,167.15,160.80
164.00,164.50,165.85,162.90
165.25,166.40,167.30,163.30
166.00,169.15,169.90,165.10
170.00,169.20,170.20,168.00
169.05,168.95,170.10,167.65
169.70,170.55,170.80,167.73
170.10,168.00,170.50,166.30
167.30,169.40,170.60,167.30
169.85,168.60,170.00,167.55
167.95,170.70,170.75,167.70
170.50,168.10,171.50,167.85
168.55,170.85,171.90,168.55
171.45,169.55,171.45,167.15
