GTXI,GTx,NASDAQ
6.41,6.49,6.63,6.30
6.62,6.49,6.72,6.40
6.58,6.63,6.69,6.50
6.64,6.83,6.88,6.64
6.82,6.60,6.88,6.59
6.72,6.63,6.96,6.62
6.60,6.48,6.72,6.41
6.40,6.38,6.56,6.26
6.48,6.80,6.80,6.39
6.80,6.97,7.00,6.69
7.00,6.95,7.08,6.81
6.97,5.20,7.14,5.10
5.61,5.79,6.06,5.56
5.74,5.81,5.90,5.64
5.99,5.83,6.07,5.79
5.82,5.77,5.84,5.54
5.82,5.87,5.94,5.72
5.91,5.63,5.99,5.60
5.63,5.19,5.63,5.05
5.20,5.06,5.54,5.05
5.07,4.72,5.17,4.70
4.79,4.53,4.88,4.45
4.55,4.65,4.80,4.31
4.55,4.72,4.79,4.42
5.02,5.00,5.10,4.73
5.00,4.79,5.00,4.70
4.80,4.79,4.90,4.72
4.88,4.66,4.93,4.57
4.66,4.47,4.69,4.46
4.45,4.43,4.53,4.32
4.44,4.25,4.48,4.21
4.24,4.09,4.34,4.04
4.10,4.20,4.22,4.01
4.19,4.48,4.55,4.13
4.47,4.48,4.55,4.24
4.64,4.29,4.65,4.29
4.31,4.34,4.45,4.17
4.28,4.28,4.33,4.21
4.24,4.15,4.30,4.12
1.40,1.43,1.69,1.31
1.38,1.49,1.50,1.35
1.49,1.44,1.51,1.36
1.41,1.38,1.43,1.35
1.41,1.45,1.48,1.36
1.41,1.43,1.47,1.40
1.41,1.37,1.43,1.36
1.36,1.35,1.38,1.31
1.33,1.36,1.36,1.31
1.35,1.55,1.56,1.32
1.63,1.50,1.67,1.46
1.57,1.50,1.59,1.47
1.52,1.54,1.56,1.50
1.55,1.49,1.58,1.48
1.52,1.51,1.53,1.50
1.53,1.59,1.63,1.53
1.62,1.93,1.96,1.62
1.95,1.82,1.96,1.75
1.82,1.88,1.97,1.70
1.94,1.88,1.97,1.85
1.90,1.88,1.90,1.85
1.87,1.90,1.97,1.79
1.91,2.23,2.27,1.91
2.30,2.12,2.36,2.08
2.14,2.11,2.18,2.00
2.13,2.24,2.34,2.12
2.30,2.13,2.34,2.12
2.15,2.16,2.23,2.14
2.16,2.10,2.19,2.08
2.07,2.02,2.10,2.00
2.02,1.88,2.09,1.77
1.62,1.65,1.69,1.54
1.64,1.72,1.80,1.60
1.71,1.67,1.80,1.65
1.67,1.71,1.75,1.66
1.72,1.64,1.74,1.62
1.66,1.54,1.66,1.52
1.55,1.56,1.65,1.55
1.58,1.59,1.60,1.54
1.57,1.66,1.67,1.54
1.67,1.63,1.67,1.59
1.65,1.68,1.75,1.64
1.69,1.77,1.78,1.63
1.79,1.74,1.81,1.72
1.77,1.68,1.77,1.63
1.66,1.70,1.75,1.64
1.70,1.74,1.77,1.68
1.96,1.82,1.97,1.71
1.80,1.74,1.84,1.71
1.75,1.75,1.80,1.70
1.77,1.73,1.80,1.72
1.75,1.73,1.79,1.69
1.76,1.72,1.76,1.71
1.70,1.71,1.75,1.67
1.74,1.78,1.80,1.71
1.78,1.71,1.79,1.71
1.72,1.66,1.74,1.65
1.65,1.59,1.68,1.53
1.60,1.63,1.63,1.60
1.64,1.58,1.65,1.57
1.65,1.54,1.69,1.48
1.53,1.48,1.56,1.41
1.49,1.51,1.53,1.45
1.51,1.54,1.59,1.49
1.55,1.53,1.59,1.52
1.53,1.56,1.58,1.52
1.57,1.53,1.60,1.53
1.56,1.57,1.60,1.52
1.59,1.54,1.60,1.52
1.55,1.65,1.67,1.55
1.66,1.69,1.73,1.62
1.70,1.70,1.72,1.65
1.69,1.69,1.72,1.69
1.69,1.65,1.71,1.61
1.66,1.60,1.68,1.58
1.59,1.57,1.67,1.53
1.56,1.55,1.60,1.54
1.57,1.55,1.57,1.51
1.56,1.54,1.59,1.50
1.55,1.54,1.60,1.51
1.54,1.45,1.56,1.42
1.53,1.45,1.54,1.45
1.47,1.50,1.56,1.46
1.50,1.50,1.52,1.43
1.50,1.45,1.54,1.43
1.45,1.52,1.53,1.45
1.52,1.56,1.60,1.51
1.57,1.79,1.80,1.57
1.85,1.75,1.85,1.69
1.74,1.71,1.78,1.65
1.70,1.69,1.75,1.69
1.72,1.64,1.73,1.60
1.64,1.67,1.70,1.63
1.65,1.65,1.67,1.61
1.64,1.68,1.71,1.60
1.68,1.66,1.77,1.62
1.65,1.78,1.83,1.61
1.84,1.76,1.88,1.68
1.77,1.74,1.80,1.69
1.76,1.95,2.02,1.69
1.96,2.01,2.12,1.82
2.06,1.90,2.07,1.86
1.90,1.93,2.02,1.85
1.96,1.98,2.01,1.90
2.01,2.13,2.23,2.01
2.13,2.11,2.35,2.08
2.13,1.97,2.13,1.90
1.99,2.03,2.06,1.97
2.03,2.00,2.05,1.95
2.01,1.88,2.02,1.86
1.87,1.72,1.93,1.65
1.71,1.75,1.77,1.68
1.95,1.79,2.04,1.76
1.80,1.80,1.87,1.76
1.79,1.81,1.85,1.74
1.81,1.69,1.86,1.68
1.68,1.69,1.74,1.65
1.71,1.63,1.71,1.60
1.64,1.61,1.67,1.59
1.61,1.73,1.78,1.61
1.73,1.70,1.75,1.67
1.73,1.74,1.77,1.67
1.75,1.70,1.76,1.67
1.69,1.73,1.75,1.68
1.75,1.71,1.75,1.69
1.73,1.78,1.84,1.71
1.79,1.74,1.82,1.72
1.75,1.74,1.77,1.71
1.75,1.76,1.81,1.74
1.80,1.75,1.80,1.72
1.75,1.77,1.79,1.73
1.79,1.78,1.84,1.74
1.76,1.78,1.83,1.75
1.79,1.70,1.79,1.68
1.68,1.68,1.70,1.60
1.63,1.78,1.79,1.63
1.79,1.75,1.79,1.60
1.78,1.71,1.78,1.70
1.73,1.70,1.73,1.66
1.68,1.74,1.76,1.67
1.78,1.72,1.79,1.69
1.71,1.76,1.79,1.70
1.78,1.84,1.96,1.76
1.83,1.82,1.87,1.81
1.85,1.82,1.85,1.80
1.83,1.98,2.03,1.81
1.97,1.89,1.98,1.87
1.89,1.87,1.93,1.87
1.87,1.76,1.89,1.74
1.77,1.68,1.81,1.63
1.70,1.66,1.72,1.64
1.68,1.64,1.74,1.64
1.64,1.57,1.70,1.47
1.53,1.53,1.60,1.50
1.54,1.53,1.56,1.48
1.54,1.57,1.59,1.51
1.58,1.60,1.61,1.53
1.59,1.56,1.60,1.54
1.57,1.52,1.59,1.50
1.53,1.41,1.58,1.26
1.41,1.47,1.47,1.38
1.49,1.50,1.53,1.44
1.51,1.40,1.54,1.37
1.40,1.34,1.44,1.33
1.39,1.40,1.46,1.35
1.41,1.37,1.44,1.28
1.41,1.36,1.41,1.33
1.36,1.32,1.37,1.28
1.34,1.34,1.34,1.30
1.35,1.42,1.45,1.33
1.43,1.40,1.46,1.37
1.40,1.38,1.40,1.35
1.39,1.36,1.40,1.36
1.36,1.32,1.43,1.30
1.37,1.51,1.56,1.37
1.52,1.54,1.58,1.45
1.55,1.53,1.55,1.48
1.55,1.50,1.55,1.47
1.49,1.45,1.53,1.41
1.43,1.42,1.50,1.41
1.43,1.48,1.49,1.38
1.44,1.31,1.51,1.29
1.35,1.38,1.39,1.28
1.39,1.44,1.48,1.36
1.46,1.39,1.46,1.38
1.43,1.49,1.54,1.43
1.54,1.46,1.54,1.41
1.45,1.40,1.45,1.37
1.39,1.33,1.41,1.32
1.32,1.35,1.38,1.30
1.37,1.38,1.45,1.35
1.39,1.38,1.41,1.36
1.37,1.37,1.41,1.36
1.38,1.44,1.44,1.37
1.44,1.58,1.61,1.44
1.62,1.64,1.67,1.59
1.64,1.66,1.70,1.55
1.63,1.42,1.67,1.30
1.43,1.37,1.43,1.30
1.38,1.32,1.38,1.30
1.30,1.33,1.34,1.30
1.33,1.30,1.33,1.28
1.31,1.33,1.34,1.29
1.30,1.35,1.37,1.30
1.33,1.34,1.37,1.33
1.34,1.34,1.38,1.32
1.35,1.36,1.38,1.33
1.35,1.44,1.44,1.35
1.45,1.40,1.45,1.36
1.39,1.39,1.41,1.36
1.40,1.37,1.40,1.36
1.38,1.39,1.41,1.35
1.39,1.34,1.39,1.34
1.37,1.33,1.38,1.32
1.32,1.36,1.39,1.31
1.35,1.34,1.37,1.32
1.33,1.37,1.37,1.33
1.36,1.38,1.41,1.34
1.37,1.40,1.41,1.37
1.37,1.44,1.47,1.37
1.45,1.45,1.49,1.41
1.39,1.35,1.44,1.35
1.36,1.32,1.39,1.31
1.34,1.35,1.38,1.32
1.35,1.33,1.35,1.32
1.33,1.34,1.37,1.32
1.34,1.34,1.36,1.33
1.33,1.33,1.35,1.31
1.35,1.32,1.35,1.30
1.32,1.27,1.32,1.27
1.29,1.27,1.29,1.27
1.28,1.27,1.29,1.25
1.28,1.30,1.32,1.28
1.31,1.29,1.42,1.26
1.32,1.30,1.33,1.29
1.32,1.28,1.32,1.27
1.27,1.25,1.28,1.20
1.25,1.25,1.27,1.24
1.27,1.25,1.27,1.21
1.24,1.21,1.25,1.21
1.21,1.21,1.24,1.21
1.22,1.20,1.23,1.12
1.16,1.15,1.19,1.11
1.14,1.02,1.14,1.00
0.90,0.90,0.95,0.81
0.93,1.00,1.03,0.88
1.04,1.05,1.09,1.03
1.09,1.03,1.09,1.00
1.02,1.03,1.04,0.96
1.03,1.03,1.05,0.99
1.03,1.03,1.04,0.97
1.02,1.00,1.03,1.00
0.98,1.02,1.03,0.98
1.01,0.98,1.02,0.97
0.98,0.97,1.01,0.97
0.95,0.96,1.00,0.95
0.98,0.98,1.03,0.96
0.98,0.97,0.98,0.96
0.97,0.97,0.98,0.95
0.95,0.95,0.96,0.93
0.95,0.95,0.96,0.94
0.94,0.98,0.99,0.94
0.96,0.96,0.99,0.94
0.94,0.94,0.96,0.93
0.92,0.90,0.97,0.89
0.89,0.87,0.92,0.83
0.85,0.84,0.88,0.82
0.84,0.85,0.88,0.83
0.86,0.86,0.88,0.83
0.85,0.86,0.88,0.83
0.87,0.83,0.88,0.82
0.83,0.79,0.86,0.78
0.76,0.74,0.80,0.73
0.71,0.74,0.75,0.71
0.75,0.74,0.75,0.71
0.71,0.71,0.75,0.70
0.69,0.76,0.79,0.69
0.78,0.78,0.79,0.75
0.76,0.75,0.79,0.73
0.74,0.73,0.79,0.73
0.73,0.73,0.75,0.70
0.73,0.74,0.75,0.70
0.74,0.73,0.75,0.73
0.75,0.71,0.75,0.71
0.71,0.72,0.75,0.71
0.72,0.70,0.75,0.67
0.68,0.68,0.70,0.67
0.67,0.66,0.68,0.66
0.66,0.55,0.66,0.50
0.52,0.43,0.53,0.43
0.43,0.42,0.43,0.42
0.42,0.45,0.49,0.41
0.45,0.48,0.50,0.45
0.50,0.56,0.57,0.49
0.60,0.59,0.63,0.57
0.62,0.70,0.74,0.56
0.70,0.62,0.75,0.61
0.62,0.62,0.69,0.61
0.63,0.64,0.70,0.60
0.63,0.62,0.68,0.62
0.62,0.60,0.63,0.60
0.60,0.60,0.66,0.60
0.60,0.61,0.63,0.59
0.63,0.61,0.63,0.56
0.60,0.56,0.63,0.56
0.59,0.58,0.59,0.50
0.60,0.59,0.60,0.50
0.57,0.57,0.64,0.51
0.57,0.54,0.58,0.53
0.57,0.57,0.57,0.52
0.52,0.56,0.60,0.52
0.56,0.54,0.58,0.52
0.54,0.54,0.56,0.52
0.59,0.54,0.60,0.51
0.53,0.55,0.55,0.51
0.55,0.59,0.60,0.55
0.60,0.58,0.60,0.54
0.55,0.57,0.60,0.55
0.59,0.55,0.59,0.54
0.54,0.56,0.58,0.54
0.60,0.57,0.62,0.57
0.60,0.61,0.62,0.57
0.65,0.62,0.65,0.58
0.59,0.64,0.65,0.59
0.64,0.61,0.65,0.60
0.59,0.60,0.63,0.58
0.62,0.60,0.63,0.58
0.58,0.59,0.62,0.58
0.62,0.60,0.63,0.58
0.62,0.62,0.63,0.58
0.62,0.62,0.63,0.58
0.60,0.59,0.65,0.59
0.59,0.64,0.65,0.59
0.65,0.71,0.72,0.62
0.80,0.77,0.81,0.71
0.80,0.88,0.89,0.79
0.88,0.94,0.94,0.88
0.98,0.97,0.98,0.90
0.97,0.89,0.97,0.82
0.86,0.89,0.93,0.82
0.90,0.82,0.90,0.81
0.81,0.77,0.82,0.76
0.79,0.79,0.82,0.76
0.77,0.75,0.77,0.71
0.71,0.70,0.73,0.70
0.68,0.73,0.73,0.65
0.76,0.79,0.79,0.74
0.78,0.79,0.79,0.71
0.78,0.76,0.81,0.71
0.76,0.75,0.80,0.72
0.75,0.74,0.82,0.73
0.75,0.73,0.79,0.73
0.75,0.71,0.75,0.71
0.73,0.73,0.73,0.70
0.73,0.73,0.75,0.70
0.73,0.73,0.73,0.66
0.74,0.68,0.74,0.67
0.69,0.67,0.69,0.66
0.65,0.65,0.71,0.65
0.65,0.66,0.66,0.65
0.67,0.62,0.68,0.60
0.62,0.64,0.65,0.61
0.62,0.67,0.68,0.62
0.67,0.64,0.68,0.64
0.65,0.64,0.66,0.64
0.66,0.61,0.66,0.60
0.62,0.62,0.64,0.61
0.61,0.62,0.64,0.61
0.65,0.62,0.65,0.61
0.62,0.62,0.63,0.60
0.62,0.62,0.62,0.61
0.60,0.63,0.63,0.60
0.62,0.64,0.64,0.62
0.64,0.65,0.68,0.61
0.65,0.68,0.68,0.65
0.65,0.60,0.68,0.60
0.68,0.62,0.68,0.61
0.63,0.66,0.68,0.62
0.66,0.75,0.75,0.66
0.75,0.70,0.75,0.70
0.70,0.70,0.75,0.70
0.70,0.71,0.74,0.69
0.69,0.72,0.74,0.69
0.70,0.79,0.83,0.69
0.82,0.80,0.83,0.72
0.80,0.75,0.84,0.75
0.73,0.80,0.84,0.73
0.80,0.76,0.80,0.74
0.80,0.84,0.84,0.76
0.81,0.81,0.83,0.78
0.84,0.80,0.84,0.78
0.78,0.79,0.82,0.75
0.81,0.76,0.81,0.75
0.76,0.75,0.80,0.75
0.78,0.78,0.79,0.76
0.76,0.75,0.79,0.75
0.75,0.77,0.78,0.71
0.75,0.75,0.78,0.72
0.77,0.76,0.78,0.74
0.74,0.72,0.77,0.72
0.74,0.75,0.77,0.74
0.75,0.76,0.77,0.75
0.76,0.71,0.76,0.71
0.70,0.71,0.71,0.68
0.71,0.72,0.73,0.68
0.73,0.70,0.73,0.68
0.71,0.68,0.71,0.65
0.68,0.67,0.69,0.65
0.67,0.70,0.71,0.66
0.70,0.65,0.71,0.65
0.68,0.68,0.70,0.65
0.68,0.68,0.69,0.67
0.67,0.67,0.68,0.66
0.66,0.71,0.71,0.65
0.66,0.72,0.75,0.66
0.75,0.77,0.79,0.69
0.76,0.72,0.78,0.72
0.73,0.74,0.79,0.70
0.71,0.72,0.77,0.71
0.73,0.73,0.75,0.69
0.72,0.71,0.73,0.70
0.70,0.73,0.73,0.70
0.73,0.71,0.74,0.71
0.71,0.77,0.77,0.71
0.75,0.72,0.79,0.72
0.78,0.75,0.78,0.70
0.76,0.74,0.77,0.74
0.75,0.73,0.79,0.71
0.74,0.77,0.78,0.73
0.77,0.77,0.79,0.74
0.77,0.75,0.79,0.75
0.75,0.76,0.76,0.75
0.78,0.76,0.81,0.73
0.77,0.85,0.88,0.76
0.87,0.86,0.90,0.79
0.87,0.85,0.87,0.85
0.86,0.89,0.90,0.85
0.90,0.98,1.03,0.89
1.00,1.06,1.08,0.99
1.06,1.23,1.28,1.06
1.25,1.07,1.33,1.01
1.05,1.14,1.15,0.95
1.13,1.10,1.16,1.05
1.11,1.08,1.15,1.03
1.10,1.11,1.13,1.08
1.12,1.14,1.18,1.09
1.16,1.18,1.24,1.12
1.20,1.14,1.20,1.11
1.13,1.10,1.14,1.05
1.05,1.07,1.09,1.05
1.10,1.11,1.15,1.07
1.13,1.15,1.15,1.12
1.12,1.12,1.16,1.12
1.15,1.19,1.19,1.12
1.19,1.19,1.19,1.16
1.20,1.28,1.30,1.19
1.30,1.25,1.38,1.24
1.23,1.29,1.29,1.22
1.29,1.40,1.42,1.26
1.45,1.41,1.46,1.38
1.41,1.41,1.46,1.40
1.46,1.44,1.46,1.40
1.42,1.50,1.50,1.41
1.50,1.51,1.59,1.50
1.50,1.49,1.55,1.46
1.47,1.52,1.55,1.47
1.53,1.49,1.55,1.47
1.52,1.55,1.55,1.48
1.54,1.51,1.54,1.47
1.51,1.47,1.51,1.40
1.47,1.51,1.53,1.45
1.56,1.57,1.59,1.50
1.56,1.45,1.56,1.45
1.46,1.27,1.46,1.05
1.13,1.25,1.35,1.13
1.22,1.36,1.44,1.21
1.42,1.37,1.43,1.36
1.36,1.41,1.42,1.36
1.41,1.41,1.42,1.35
1.40,1.40,1.46,1.35
1.41,1.40,1.41,1.38
1.38,1.37,1.42,1.34
1.37,1.34,1.39,1.31
1.34,1.32,1.35,1.15
1.31,1.24,1.31,1.19
1.21,1.22,1.30,1.21
1.22,1.16,1.30,1.16
1.15,1.19,1.20,1.11
1.22,1.15,1.22,1.13
1.16,1.07,1.16,1.07
1.08,1.09,1.15,1.08
1.08,1.11,1.14,1.08
1.08,1.10,1.15,1.08
1.13,1.08,1.13,1.08
1.08,1.07,1.12,1.07
1.08,1.04,1.08,1.02
1.02,0.90,1.02,0.89
0.90,0.99,1.00,0.90
0.98,0.99,1.02,0.96
0.95,0.95,1.01,0.93
0.95,0.95,1.02,0.95
0.95,0.94,1.01,0.92
0.93,0.99,1.00,0.93
0.98,0.97,1.00,0.92
0.94,0.93,1.00,0.90
0.93,0.91,0.99,0.90
0.91,0.83,0.94,0.82
0.66,0.71,0.75,0.66
0.81,0.78,0.85,0.78
0.78,0.82,0.85,0.77
0.82,0.83,0.85,0.79
0.88,0.87,0.94,0.83
0.91,0.92,0.94,0.90
0.92,0.86,0.93,0.85
0.85,0.87,0.94,0.85
0.89,0.87,0.92,0.85
0.87,0.87,0.93,0.87
0.88,0.91,0.93,0.87
0.90,0.90,0.93,0.85
0.87,0.85,0.92,0.85
0.85,0.86,0.89,0.85
0.86,0.87,0.90,0.86
0.86,0.85,0.90,0.85
0.85,0.86,0.89,0.82
0.84,0.83,0.88,0.78
0.80,1.20,1.20,0.79
0.96,1.09,1.09,0.95
1.02,0.99,1.04,0.93
0.98,0.89,0.99,0.89
0.86,0.85,0.90,0.84
0.85,0.85,0.90,0.83
0.84,0.81,0.84,0.78
0.78,0.77,0.82,0.77
0.76,0.76,0.80,0.72
0.75,0.75,0.78,0.70
0.71,0.75,0.78,0.71
0.71,0.82,0.86,0.71
0.83,1.13,1.14,0.83
1.07,0.97,1.16,0.97
0.98,0.96,1.06,0.96
1.01,0.96,1.01,0.90
0.96,1.02,1.05,0.96
1.17,1.06,1.17,1.05
1.09,1.10,1.10,1.04
1.12,1.10,1.14,1.05
1.13,1.11,1.13,1.05
1.10,0.99,1.15,0.99
1.02,1.08,1.14,1.02
1.10,1.12,1.13,0.99
1.09,1.05,1.12,1.05
1.05,1.06,1.11,1.05
1.06,1.06,1.06,1.02
1.06,1.01,1.07,1.01
1.01,1.04,1.08,1.01
1.02,1.07,1.12,1.02
1.03,1.06,1.11,1.03
1.05,1.10,1.10,1.05
1.08,1.12,1.12,1.08
1.09,1.08,1.14,1.08
1.12,1.07,1.12,1.05
1.06,1.04,1.08,1.00
1.04,1.06,1.08,1.02
1.02,1.00,1.06,0.95
1.03,0.98,1.03,0.95
0.96,0.99,1.00,0.96
0.98,0.97,0.98,0.92
0.91,0.97,0.97,0.91
0.94,0.97,0.97,0.93
0.97,0.93,0.97,0.93
0.94,1.00,1.00,0.94
1.00,1.00,1.01,0.94
1.00,0.97,1.00,0.92
0.93,0.94,0.99,0.91
0.95,0.99,0.99,0.91
0.92,0.96,0.99,0.92
0.95,0.93,0.99,0.92
0.93,0.98,0.99,0.91
0.96,0.98,0.99,0.93
0.98,0.89,0.98,0.89
0.90,0.93,0.93,0.90
0.93,0.90,0.93,0.89
0.89,0.87,0.90,0.85
0.85,0.87,0.90,0.78
0.85,0.88,0.88,0.85
0.85,0.86,0.88,0.85
0.86,0.77,0.88,0.75
0.72,0.83,0.85,0.72
0.83,0.78,0.85,0.78
0.76,0.81,0.83,0.73
0.78,0.75,0.82,0.74
0.75,0.78,0.80,0.75
0.80,0.78,0.83,0.78
0.78,0.80,0.82,0.78
0.81,0.80,0.81,0.79
0.78,0.70,0.81,0.70
0.74,0.69,0.74,0.62
0.69,0.71,0.73,0.69
0.70,0.70,0.80,0.70
0.70,0.71,0.79,0.70
0.68,0.68,0.73,0.66
0.70,0.66,0.70,0.65
0.71,0.67,0.71,0.63
0.72,0.62,0.72,0.58
0.63,0.55,0.63,0.53
0.55,0.54,0.60,0.49
0.52,0.50,0.56,0.46
0.45,0.49,0.62,0.29
0.49,0.47,0.50,0.45
0.50,0.50,0.50,0.48
0.50,0.50,0.50,0.46
0.62,0.57,0.67,0.52
0.60,0.57,0.64,0.57
0.57,0.65,0.67,0.57
0.65,0.65,0.67,0.63
0.66,0.66,0.68,0.61
0.68,0.66,0.70,0.63
0.66,0.67,0.72,0.66
0.67,0.70,0.70,0.65
0.71,0.67,0.71,0.63
0.69,0.68,0.69,0.65
0.65,0.69,0.69,0.65
0.70,0.66,0.70,0.65
0.65,0.66,0.66,0.64
0.68,0.70,0.70,0.66
0.70,0.70,0.70,0.68
0.68,0.70,0.70,0.68
0.70,0.70,0.72,0.70
0.70,0.71,0.71,0.70
0.70,0.71,0.71,0.69
0.71,0.68,0.71,0.63
0.71,0.66,0.71,0.66
0.66,0.63,0.66,0.63
0.64,0.64,0.66,0.64
0.65,0.68,0.69,0.64
0.67,0.65,0.67,0.62
0.64,0.64,0.64,0.62
0.64,0.61,0.69,0.60
0.60,0.60,0.62,0.58
0.68,0.69,0.70,0.64
0.71,0.62,0.80,0.57
0.57,0.60,0.64,0.53
0.60,0.60,0.65,0.59
0.60,0.60,0.64,0.60
0.60,0.58,0.62,0.54
0.56,0.58,0.60,0.56
0.58,0.60,0.64,0.58
0.60,0.63,0.63,0.60
0.63,0.61,0.63,0.61
0.61,0.60,0.61,0.59
0.60,0.63,0.63,0.60
0.61,0.66,0.66,0.60
0.64,0.61,0.64,0.60
0.60,0.60,0.61,0.56
0.57,0.57,0.61,0.56
0.58,0.54,0.60,0.50
0.54,0.53,0.57,0.51
0.52,0.53,0.58,0.52
0.55,0.51,0.57,0.51
0.51,0.50,0.54,0.50
0.50,0.56,0.59,0.50
0.58,0.56,0.59,0.56
0.56,0.58,0.59,0.56
0.59,0.59,0.63,0.59
0.58,0.58,0.58,0.56
0.58,0.58,0.60,0.58
0.58,0.58,0.58,0.58
0.58,0.63,0.65,0.56
0.60,0.62,0.63,0.60
0.61,0.60,0.62,0.59
0.61,0.65,0.68,0.61
0.67,0.66,0.68,0.63
0.66,0.70,0.71,0.66
0.71,0.67,0.71,0.65
0.65,0.71,0.71,0.65
0.72,0.80,0.80,0.71
0.79,0.73,0.79,0.73
0.78,0.76,0.79,0.68
0.74,0.71,0.76,0.70
0.71,0.70,0.75,0.69
0.71,0.70,0.79,0.66
0.69,0.70,0.71,0.66
0.69,0.71,0.71,0.65
0.71,0.72,0.72,0.68
0.72,0.71,0.75,0.68
0.69,0.71,0.71,0.66
0.65,0.71,0.71,0.65
0.71,0.70,0.73,0.66
0.72,0.71,0.73,0.70
0.69,0.72,0.73,0.66
0.73,0.73,0.73,0.68
0.73,0.72,0.80,0.72
0.70,0.77,0.77,0.68
0.74,0.73,0.77,0.71
0.76,0.76,0.76,0.69
0.76,0.70,0.76,0.70
0.69,0.75,0.76,0.69
0.69,0.77,0.77,0.69
0.76,0.77,0.77,0.72
0.74,0.75,0.76,0.70
0.74,0.72,0.76,0.70
0.70,0.70,0.75,0.70
0.71,0.71,0.74,0.61
0.70,0.65,0.70,0.60
0.65,0.65,0.67,0.59
0.68,0.68,0.70,0.66
0.68,0.65,0.68,0.65
0.63,0.66,0.67,0.62
0.65,0.65,0.66,0.62
0.62,0.64,0.65,0.62
0.62,0.64,0.64,0.60
0.63,0.63,0.63,0.60
0.65,0.65,0.65,0.60
0.64,0.63,0.71,0.60
0.60,0.61,0.67,0.60
0.64,0.68,0.70,0.61
0.60,0.62,0.67,0.60
0.69,0.60,0.69,0.60
0.60,0.60,0.68,0.60
0.60,0.62,0.63,0.55
0.63,0.54,0.63,0.54
0.54,0.58,0.59,0.54
0.58,0.59,0.59,0.58
0.56,0.55,0.59,0.54
0.58,0.55,0.60,0.55
0.59,0.58,0.59,0.55
0.59,0.59,0.59,0.56
0.59,0.59,0.59,0.56
0.57,0.59,0.59,0.56
0.58,0.58,0.59,0.55
0.57,0.57,0.58,0.55
0.57,0.60,0.63,0.57
0.60,0.62,0.63,0.58
0.60,0.60,0.62,0.59
0.61,0.61,0.61,0.59
0.58,0.61,0.62,0.58
0.61,0.59,0.61,0.59
0.59,0.58,0.59,0.58
0.58,0.58,0.59,0.56
0.57,0.58,0.59,0.54
0.58,0.56,0.58,0.54
0.59,0.56,0.59,0.56
0.56,0.56,0.59,0.54
0.55,0.55,0.56,0.55
0.54,0.54,0.55,0.50
0.54,0.52,0.55,0.50
0.55,0.54,0.55,0.53
0.51,0.55,0.55,0.51
0.55,0.54,0.55,0.50
0.55,0.51,0.55,0.51
0.51,0.51,0.55,0.51
0.51,0.53,0.55,0.50
0.53,0.54,0.55,0.51
0.52,0.54,0.55,0.52
0.55,0.55,0.58,0.52
0.54,0.57,0.58,0.53
0.58,0.65,0.65,0.54
0.65,0.62,0.65,0.59
0.58,0.57,0.65,0.56
0.60,0.57,0.69,0.57
0.59,0.60,0.63,0.56
0.61,0.56,0.61,0.56
0.60,0.58,0.60,0.58
0.56,0.59,0.60,0.56
0.60,0.58,0.60,0.56
0.58,0.60,0.60,0.58
0.62,0.58,0.66,0.57
0.60,0.57,0.64,0.57
0.60,0.57,0.65,0.57
0.59,0.62,0.63,0.59
0.62,0.63,0.65,0.60
0.66,0.78,1.12,0.66
0.75,0.77,0.80,0.73
0.83,0.77,0.84,0.76
0.80,0.77,0.80,0.73
0.78,0.76,0.78,0.69
0.74,0.74,0.75,0.70
0.74,0.71,0.75,0.70
0.74,0.76,0.78,0.72
0.75,0.76,0.77,0.72
0.74,0.77,0.77,0.72
0.78,0.76,0.78,0.75
0.76,0.77,0.78,0.73
0.76,0.76,0.78,0.75
0.75,0.76,0.76,0.72
0.76,0.74,0.78,0.73
0.74,0.75,0.77,0.73
0.75,0.78,0.78,0.74
0.77,0.76,0.78,0.75
0.77,0.75,0.78,0.74
0.76,0.85,0.85,0.75
0.82,0.83,0.85,0.78
0.82,0.84,0.85,0.81
0.83,0.85,0.86,0.83
0.86,0.82,0.86,0.80
0.81,0.82,0.85,0.81
0.84,0.84,0.89,0.81
0.85,0.92,0.93,0.82
0.95,0.93,0.96,0.86
0.92,0.91,0.93,0.90
0.92,0.90,0.94,0.90
0.92,0.86,0.92,0.85
0.86,0.84,0.91,0.82
0.85,0.86,0.88,0.84
0.86,0.84,0.87,0.82
0.84,0.84,0.85,0.82
0.83,0.83,0.87,0.82
0.81,0.75,0.81,0.75
0.75,0.73,0.80,0.71
0.75,0.75,0.75,0.70
0.75,0.76,0.77,0.72
0.76,0.70,0.76,0.70
0.72,0.71,0.76,0.70
0.72,0.73,0.75,0.72
0.70,0.74,0.74,0.70
0.74,0.80,0.88,0.70
0.77,0.84,0.84,0.75
0.75,0.82,0.85,0.75
0.82,0.81,0.84,0.79
0.81,0.82,0.84,0.81
0.83,0.88,0.91,0.82
0.90,0.89,0.91,0.81
0.90,0.95,0.99,0.83
0.99,0.85,0.99,0.85
0.89,0.82,0.91,0.76
0.80,0.82,0.85,0.80
0.81,0.84,0.84,0.77
0.87,0.78,0.90,0.78
0.78,0.82,0.86,0.78
0.83,0.81,0.84,0.78
0.80,0.80,0.84,0.80
0.82,0.78,0.82,0.76
0.78,0.67,0.80,0.65
6.70,6.83,7.07,6.22
6.59,6.56,6.73,6.36
7.05,6.90,7.33,6.51
