ROIA,Radio One,NASDAQ
2.34,2.36,2.36,2.34
2.28,2.28,2.28,2.28
2.21,2.28,2.28,2.21
2.28,2.28,2.28,2.28
2.33,2.39,2.39,2.27
2.47,2.47,2.47,2.47
2.35,2.20,2.38,2.18
2.30,2.20,2.30,2.20
2.12,2.17,2.18,2.10
2.30,2.21,2.30,2.14
2.20,2.30,2.32,2.20
2.60,2.26,2.60,2.21
2.28,2.24,2.28,2.20
2.20,2.16,2.20,2.16
2.11,2.20,2.30,2.11
2.22,2.20,2.25,2.14
2.39,2.20,2.39,2.20
2.35,2.26,2.35,2.18
2.26,2.26,2.26,2.26
2.24,2.13,2.24,2.13
2.17,2.14,2.17,2.13
2.14,2.17,2.17,2.11
2.17,2.14,2.17,2.14
2.06,2.15,2.15,2.06
2.08,2.08,2.08,2.05
2.15,2.15,2.15,2.15
2.15,2.27,2.27,2.15
2.15,2.22,2.27,2.15
2.27,2.37,2.37,2.27
2.31,2.40,2.40,2.31
2.49,2.49,2.60,2.47
2.53,2.47,2.53,2.47
2.50,2.32,2.50,2.32
2.40,2.40,2.44,2.34
2.37,2.36,2.39,2.36
2.21,2.46,2.48,2.21
2.65,2.50,2.75,2.48
2.49,2.51,2.57,2.45
2.41,2.38,2.41,2.38
2.38,2.38,2.38,2.38
2.27,2.27,2.27,2.27
2.29,2.34,2.34,2.25
2.30,2.30,2.30,2.30
2.29,2.33,2.33,2.27
2.30,2.32,2.36,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.28,2.28,2.28,2.28
2.28,2.28,2.28,2.28
2.26,2.34,2.34,2.26
2.34,2.34,2.34,2.34
2.30,2.35,2.35,2.30
2.32,2.33,2.33,2.32
2.36,2.36,2.45,2.36
2.40,2.48,2.48,2.40
2.64,2.45,2.64,2.45
2.50,2.55,2.55,2.50
2.56,2.57,2.62,2.56
2.62,2.58,2.62,2.57
2.48,2.54,2.54,2.48
2.55,2.64,2.66,2.55
2.65,2.54,2.65,2.54
2.54,2.54,2.54,2.54
2.58,2.67,2.70,2.58
2.70,2.74,2.74,2.66
2.76,2.74,2.76,2.74
2.78,2.72,2.78,2.72
2.72,2.72,2.72,2.72
2.67,2.78,2.78,2.66
2.79,2.85,2.85,2.79
2.82,2.73,2.82,2.73
2.75,2.75,2.75,2.75
2.78,2.84,2.84,2.78
2.68,2.68,2.68,2.68
2.68,2.68,2.68,2.68
2.70,2.70,2.70,2.70
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.82,2.82,2.90,2.82
2.80,2.80,2.80,2.80
2.84,2.84,2.84,2.84
2.90,2.92,2.92,2.90
2.96,2.87,2.96,2.87
2.85,2.85,2.85,2.85
2.86,2.86,2.87,2.86
2.90,2.94,2.97,2.90
2.97,3.05,3.25,2.97
2.97,3.10,3.20,2.97
3.18,3.15,3.18,3.14
3.25,3.03,3.25,3.01
3.02,2.96,3.03,2.91
3.12,3.12,3.12,3.12
3.25,3.25,3.25,3.13
3.25,3.20,3.25,3.14
3.16,3.18,3.20,3.11
3.04,3.10,3.10,3.04
3.10,3.31,3.31,2.89
3.35,3.39,3.41,3.30
3.47,3.44,3.48,3.44
3.48,3.43,3.48,3.40
3.36,3.39,3.39,3.26
3.36,3.37,3.40,3.36
3.34,3.23,3.48,3.23
3.25,3.20,3.32,3.20
3.20,3.37,3.37,3.20
3.33,3.38,3.38,3.30
3.42,3.39,3.42,3.38
3.37,3.35,3.42,3.33
3.44,3.35,3.48,3.35
3.44,3.48,3.48,3.44
3.50,3.49,3.50,3.49
3.49,3.48,3.49,3.40
3.50,3.49,3.50,3.49
3.42,3.42,3.42,3.42
3.38,3.37,3.41,3.37
3.43,3.45,3.45,3.43
3.40,3.40,3.40,3.40
3.37,3.47,3.50,3.37
3.34,3.34,3.34,3.34
3.37,3.37,3.37,3.37
3.30,3.33,3.33,3.23
3.29,3.31,3.33,3.29
3.28,3.31,3.33,3.27
3.20,3.35,3.35,3.20
3.35,3.35,3.35,3.35
3.22,3.38,3.40,3.22
3.39,3.46,3.46,3.39
3.46,3.46,3.46,3.46
3.48,3.50,3.50,3.46
3.48,3.54,3.55,3.48
3.51,3.49,3.55,3.49
3.54,3.80,3.80,3.54
3.80,4.07,4.18,3.76
4.08,5.08,5.34,4.05
5.21,5.42,5.69,4.90
5.37,5.49,5.74,5.37
5.48,5.60,5.64,5.45
5.90,5.41,5.90,5.39
5.53,5.03,5.53,5.03
4.97,4.90,5.23,4.76
5.00,5.04,5.17,4.84
5.10,4.85,5.32,4.85
4.80,4.88,4.92,4.80
4.81,4.97,5.01,4.81
4.97,5.00,5.00,4.93
5.00,5.02,5.11,5.00
5.00,5.00,5.01,4.90
4.85,4.92,4.95,4.80
4.91,5.06,5.16,4.76
5.13,5.30,5.62,5.13
5.33,5.18,5.48,5.14
5.31,5.24,5.31,5.20
5.24,5.48,5.48,5.23
5.53,5.19,5.73,5.17
5.43,5.30,5.53,5.22
5.34,5.21,5.34,5.18
5.16,5.17,5.20,5.07
5.13,5.00,5.20,4.86
4.79,5.08,5.11,4.76
5.04,5.08,5.09,5.02
5.08,5.23,5.23,5.08
5.20,5.17,5.35,5.05
5.04,4.98,5.04,4.89
5.17,5.31,5.32,5.13
5.22,5.39,5.40,5.22
5.24,5.00,5.24,4.77
5.06,5.29,5.29,5.00
5.12,5.03,5.23,5.02
5.01,5.03,5.10,4.73
4.97,4.85,4.98,4.85
4.85,4.94,4.95,4.85
4.94,4.94,4.94,4.94
4.93,5.02,5.02,4.83
5.15,4.95,5.15,4.93
5.09,4.98,5.09,4.68
4.95,4.99,4.99,4.95
4.95,4.96,4.96,4.90
5.15,5.09,5.15,5.02
5.06,5.01,5.06,5.01
5.03,5.05,5.05,5.03
5.04,4.75,5.04,4.72
4.42,5.00,5.00,4.42
4.96,4.85,4.96,4.83
4.93,4.91,5.03,4.90
4.91,4.91,4.91,4.91
4.93,4.89,4.97,4.85
4.86,4.84,4.93,4.84
5.02,4.94,5.02,4.72
4.91,4.80,4.91,4.77
4.77,4.75,4.77,4.70
4.58,4.60,4.62,4.53
4.60,4.67,4.71,4.60
4.67,4.71,4.82,4.67
4.78,4.85,4.85,4.78
4.95,4.83,4.97,4.83
4.90,4.81,5.01,4.78
4.79,4.80,4.95,4.79
4.75,4.44,4.75,4.39
4.46,4.38,4.47,4.38
4.44,4.48,4.50,4.44
4.53,4.52,4.53,4.52
4.49,4.49,4.50,4.49
4.59,4.12,4.59,4.10
4.11,3.91,4.11,3.60
3.97,4.36,4.36,3.97
4.22,4.36,4.39,4.22
4.44,4.71,4.75,4.44
4.64,4.72,4.76,4.62
4.68,4.61,4.68,4.13
4.66,4.63,4.71,4.58
4.58,4.58,4.58,4.58
4.50,4.48,4.60,4.48
4.40,4.40,4.51,4.40
4.36,4.48,4.48,4.36
4.46,4.40,4.46,4.40
4.40,4.50,4.50,4.40
4.50,4.50,4.50,4.50
4.54,4.51,4.60,4.51
4.47,4.24,4.47,4.24
4.00,3.91,4.14,3.91
3.84,3.78,3.89,3.65
3.77,3.97,3.99,3.77
4.07,4.20,4.25,4.07
4.13,4.04,4.14,4.04
3.95,3.98,4.04,3.95
3.96,3.96,4.04,3.93
3.93,3.94,4.04,3.93
3.84,3.82,3.90,3.81
3.79,3.96,3.97,3.73
4.02,4.07,4.07,4.00
4.13,4.10,4.13,4.10
4.06,4.22,4.27,4.04
4.20,4.38,4.52,4.20
4.58,4.47,4.58,4.43
4.44,4.44,4.44,4.44
4.44,4.38,4.44,4.26
4.37,4.24,4.41,4.24
4.35,4.41,4.50,4.35
4.49,4.41,4.63,4.41
4.49,4.39,4.55,4.39
4.50,4.43,4.50,4.43
4.45,4.56,4.64,4.44
4.47,4.51,4.59,4.47
4.58,4.46,4.58,4.44
4.39,4.58,4.58,4.39
4.58,4.43,4.58,4.38
4.52,4.48,4.61,4.47
4.52,4.67,4.67,4.49
4.62,4.50,4.65,4.48
4.50,4.70,4.71,4.43
4.61,4.73,4.79,4.61
4.84,4.84,4.84,4.84
4.68,4.71,4.87,4.50
4.84,4.89,4.89,4.84
4.96,4.90,4.98,4.88
4.70,4.90,4.97,4.70
4.97,4.93,5.02,4.90
5.00,4.70,5.00,4.70
4.70,4.76,4.81,4.70
4.70,4.78,4.89,4.70
4.58,4.63,4.63,4.58
4.63,4.74,4.74,4.63
4.64,4.73,4.73,4.64
4.69,4.71,4.73,4.68
4.90,4.99,5.00,4.79
4.92,4.84,5.00,4.84
4.84,4.84,4.84,4.84
4.98,4.79,4.98,4.79
4.78,4.80,4.91,4.78
4.83,4.81,4.85,4.81
4.83,4.84,4.84,4.83
4.85,4.85,4.85,4.85
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.57,4.53,4.64,4.53
4.44,4.48,4.74,4.44
4.48,4.48,4.48,4.48
4.32,4.35,4.40,4.32
4.29,4.16,4.35,4.16
4.29,4.22,4.29,4.14
5.00,3.36,5.00,3.32
3.36,3.35,3.42,3.35
3.08,2.92,3.08,2.91
3.03,3.07,3.07,2.84
3.26,3.23,3.37,3.16
3.36,2.94,3.36,2.94
3.07,2.94,3.07,2.94
2.94,2.95,2.95,2.86
3.02,2.94,3.02,2.94
2.97,2.98,2.99,2.90
2.98,2.98,2.98,2.98
2.98,2.98,2.98,2.98
3.00,3.03,3.03,2.85
2.96,2.95,2.96,2.95
2.95,2.93,2.95,2.92
2.90,3.02,3.02,2.90
3.02,3.02,3.02,3.02
3.01,3.00,3.02,3.00
3.00,3.00,3.00,3.00
3.12,3.19,3.19,3.03
3.33,3.28,3.33,3.28
3.28,3.28,3.28,3.28
3.20,3.10,3.20,3.10
3.15,3.16,3.16,3.15
3.06,3.13,3.13,3.06
3.06,3.11,3.11,3.06
2.90,3.13,3.14,2.90
3.13,3.13,3.13,3.13
3.01,3.05,3.08,3.01
3.05,3.05,3.05,3.05
3.18,3.18,3.18,3.18
3.05,3.12,3.14,3.05
3.21,3.21,3.21,3.21
3.08,3.01,3.08,2.92
3.01,3.11,3.11,3.01
3.11,3.11,3.11,3.11
2.96,2.95,2.96,2.95
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
2.92,3.05,3.05,2.92
2.90,2.70,3.13,2.70
2.74,2.71,2.75,2.70
2.67,2.68,2.70,2.60
2.66,2.78,2.78,2.66
2.75,2.75,2.75,2.75
2.71,2.60,2.71,2.60
2.45,2.27,2.48,2.22
2.39,2.20,2.39,2.20
2.20,2.12,2.21,2.12
2.12,2.12,2.12,2.12
2.12,2.12,2.12,2.12
2.53,2.53,2.53,2.53
2.59,2.56,2.60,2.56
2.51,2.51,2.51,2.51
2.70,2.71,2.79,2.70
2.64,2.49,2.64,2.46
2.54,2.61,2.61,2.54
2.61,2.61,2.61,2.61
2.23,2.23,2.23,2.23
2.32,2.38,2.38,2.32
2.38,2.38,2.38,2.38
2.36,2.38,2.39,2.36
2.39,2.39,2.39,2.39
2.39,2.39,2.39,2.39
2.53,2.42,2.53,2.42
2.30,2.33,2.35,2.24
2.25,2.34,2.34,2.17
2.38,2.45,2.45,2.33
2.44,2.26,2.56,2.26
2.40,2.20,2.40,2.10
2.19,1.80,2.19,1.60
1.98,1.98,1.98,1.77
1.99,2.03,2.09,1.97
1.98,1.97,1.98,1.91
1.93,1.75,1.93,1.75
1.93,1.86,1.93,1.83
1.71,1.72,1.72,1.71
1.89,1.85,1.89,1.84
1.79,1.77,1.79,1.71
1.80,1.78,1.80,1.78
1.75,1.71,1.75,1.71
1.75,1.70,1.75,1.70
1.70,1.60,1.75,1.60
1.82,1.63,1.82,1.63
1.66,1.62,1.71,1.61
1.60,1.59,1.61,1.59
1.49,1.54,1.54,1.47
1.55,1.44,1.60,1.44
1.44,1.44,1.44,1.44
1.37,1.37,1.37,1.37
1.38,1.38,1.38,1.38
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.44,1.44,1.44,1.44
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.83,1.65,1.83,1.63
1.64,1.63,1.70,1.63
1.66,1.64,1.66,1.62
1.70,1.70,1.70,1.70
1.67,1.68,1.70,1.65
1.67,1.69,1.71,1.63
1.61,1.64,1.64,1.57
1.65,1.64,1.65,1.64
1.61,1.61,1.61,1.61
1.65,1.65,1.65,1.65
1.60,1.56,1.60,1.54
1.56,1.56,1.56,1.56
1.62,1.65,1.65,1.62
1.65,1.65,1.65,1.65
1.65,1.50,1.65,1.50
1.56,1.75,1.86,1.53
1.75,1.75,1.76,1.71
1.65,1.58,1.65,1.58
1.60,1.64,1.67,1.60
1.57,1.64,1.71,1.57
1.59,1.59,1.59,1.59
1.80,1.92,2.00,1.80
2.00,1.80,2.00,1.78
1.86,1.82,1.92,1.82
1.80,1.88,1.88,1.80
1.80,1.74,1.84,1.73
1.80,1.80,1.80,1.80
1.70,1.93,1.94,1.69
1.83,1.83,1.83,1.83
1.85,1.84,1.86,1.84
1.81,1.89,1.89,1.81
1.93,1.99,2.09,1.92
2.02,2.09,2.09,2.02
2.05,2.05,2.05,2.05
1.91,2.02,2.02,1.91
2.01,2.10,2.11,2.01
2.25,2.37,2.50,2.20
2.47,2.77,2.78,2.25
2.75,3.20,3.44,2.75
3.22,3.03,3.23,2.94
3.03,3.08,3.13,3.03
3.15,2.93,3.15,2.89
2.80,2.82,2.82,2.80
2.84,2.83,2.89,2.79
2.70,2.65,2.70,2.65
2.62,2.62,2.62,2.62
2.60,2.62,2.62,2.60
2.58,2.60,2.60,2.58
2.64,2.71,2.71,2.60
2.71,2.74,2.74,2.71
2.92,2.92,2.92,2.92
2.60,2.61,2.61,2.60
2.76,2.67,2.82,2.67
2.65,2.64,2.65,2.64
2.60,2.46,2.60,2.46
2.46,2.48,2.48,2.46
2.67,2.65,2.67,2.65
2.56,2.56,2.56,2.56
2.68,2.68,2.68,2.68
2.83,2.83,2.83,2.81
2.99,2.86,3.02,2.86
3.00,2.98,3.00,2.83
2.82,2.82,2.82,2.82
2.93,2.99,3.07,2.93
3.06,3.00,3.08,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.01,3.01,3.00
3.01,3.01,3.01,3.01
3.01,3.01,3.01,3.01
3.13,3.14,3.14,3.08
3.15,3.17,3.17,3.07
3.19,3.19,3.19,3.17
3.25,3.25,3.25,3.25
3.32,3.31,3.32,3.31
3.37,3.25,3.37,3.24
3.33,3.35,3.35,3.33
3.30,3.30,3.30,3.30
3.15,3.48,3.48,3.15
3.70,3.96,3.99,3.70
4.07,3.95,4.07,3.90
4.04,4.11,4.16,4.04
4.22,3.74,4.22,3.63
4.03,4.05,4.05,3.75
4.13,3.99,4.13,3.91
3.92,3.72,3.93,3.62
3.57,3.77,3.78,3.57
3.84,3.85,3.85,3.84
3.90,3.93,3.93,3.90
3.93,3.93,3.93,3.93
3.93,3.93,3.93,3.93
3.65,3.66,3.66,3.56
3.59,3.41,3.63,3.41
3.36,3.44,3.44,3.36
3.58,3.62,3.62,3.58
3.60,3.60,3.60,3.50
3.64,3.68,3.68,3.56
3.84,3.76,3.84,3.76
3.99,3.99,3.99,3.99
3.77,3.74,3.77,3.74
3.71,3.71,3.71,3.66
3.68,3.76,3.76,3.68
3.84,3.81,3.84,3.75
3.84,3.83,3.84,3.83
3.79,3.79,3.79,3.79
3.79,3.79,3.79,3.79
3.53,3.49,3.53,3.49
3.41,3.48,3.48,3.41
3.51,3.57,3.57,3.51
3.57,3.57,3.57,3.57
3.40,3.99,3.99,3.40
3.90,3.95,3.95,3.90
3.91,3.97,4.04,3.91
3.94,3.89,3.94,3.86
3.89,3.89,3.89,3.89
3.82,3.90,3.91,3.74
3.82,3.86,3.86,3.78
3.94,4.05,4.05,3.94
3.96,3.92,4.05,3.91
3.92,3.92,3.92,3.92
4.10,3.52,4.10,3.52
3.61,3.61,3.61,3.61
3.62,3.52,3.62,3.52
3.52,3.64,3.67,3.52
3.59,3.89,3.89,3.59
3.89,3.89,3.89,3.89
3.89,3.89,3.89,3.89
3.64,3.60,3.64,3.60
3.59,3.55,3.59,3.53
3.50,3.32,3.50,3.25
3.32,3.32,3.32,3.32
3.15,3.30,3.30,3.08
3.36,3.47,3.47,3.30
3.47,3.47,3.47,3.47
3.28,3.30,3.31,3.28
3.30,3.30,3.30,3.30
3.21,3.08,3.21,3.08
3.10,3.08,3.15,3.06
3.19,3.19,3.19,3.19
3.20,3.05,3.20,3.05
2.98,3.02,3.02,2.98
2.98,3.14,3.15,2.89
3.32,3.13,3.32,3.13
3.13,3.13,3.13,3.13
3.08,3.08,3.08,3.08
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.91,2.78,2.91,2.74
2.78,2.78,2.78,2.78
2.62,2.61,2.83,2.57
2.61,2.61,2.61,2.61
2.51,2.51,2.51,2.51
2.63,2.63,2.63,2.63
2.77,2.55,2.77,2.55
2.50,2.45,2.50,2.45
2.42,2.40,2.42,2.35
2.40,2.40,2.40,2.40
2.57,2.67,2.81,2.57
2.81,2.80,2.82,2.79
2.64,2.64,2.65,2.60
2.64,2.64,2.64,2.64
2.50,2.50,2.56,2.49
2.42,2.44,2.44,2.42
2.34,2.42,2.42,2.34
2.50,2.57,2.57,2.47
2.70,2.65,2.70,2.63
2.66,2.53,2.66,2.49
2.53,2.53,2.53,2.53
2.51,2.52,2.52,2.47
2.56,2.55,2.56,2.47
2.49,2.60,2.60,2.49
2.54,2.55,2.55,2.43
2.66,2.70,2.70,2.66
2.72,2.90,2.90,2.72
2.73,3.14,3.15,2.73
4.00,2.81,4.00,2.66
2.84,2.83,2.87,2.83
2.80,3.00,3.00,2.69
2.65,2.62,2.68,2.60
2.82,2.62,2.82,2.60
2.62,2.63,2.65,2.62
2.62,2.60,2.62,2.58
2.62,2.84,2.84,2.55
2.56,2.61,2.62,2.55
3.20,2.80,3.20,2.55
2.62,2.50,2.62,2.50
2.51,2.56,2.56,2.44
2.55,2.35,2.55,2.35
2.64,2.68,2.69,2.64
2.72,2.66,2.75,2.56
2.60,2.60,2.72,2.60
2.48,2.49,2.49,2.47
2.55,2.50,2.55,2.50
2.70,2.28,2.70,2.28
2.28,2.21,2.31,2.21
2.13,2.20,2.20,2.13
2.10,2.18,2.18,2.07
2.18,2.18,2.18,2.18
2.32,2.37,2.41,2.25
2.36,2.38,2.45,2.36
2.44,2.42,2.50,2.42
2.10,2.40,2.46,2.10
2.47,2.46,2.47,2.45
2.40,2.38,2.40,2.37
2.40,2.40,2.40,2.40
2.34,2.27,2.34,2.27
2.20,2.28,2.28,2.20
2.30,2.29,2.30,2.24
2.35,2.33,2.37,2.33
2.26,2.26,2.26,2.26
2.23,2.23,2.23,2.23
2.29,2.31,2.31,2.29
2.27,2.27,2.27,2.27
2.25,2.26,2.26,2.25
2.26,2.26,2.26,2.26
2.15,2.15,2.15,2.15
2.15,2.15,2.15,2.15
2.18,2.19,2.19,2.15
2.12,2.16,2.16,2.09
2.19,2.15,2.19,2.15
2.10,2.12,2.12,2.10
2.04,2.04,2.06,2.00
2.04,1.97,2.04,1.95
1.99,1.99,1.99,1.99
1.99,1.99,1.99,1.99
2.00,2.00,2.00,1.99
1.96,1.96,1.96,1.96
1.95,1.95,1.95,1.95
1.97,1.95,1.97,1.95
1.95,1.95,1.95,1.89
1.95,1.86,1.95,1.86
1.83,1.92,1.95,1.74
1.95,1.87,1.95,1.87
1.87,1.81,1.87,1.81
1.81,1.81,1.81,1.81
1.89,1.90,1.90,1.89
1.90,1.90,1.90,1.90
1.77,1.80,1.80,1.77
1.63,1.68,1.70,1.63
1.68,1.68,1.68,1.68
1.68,1.68,1.68,1.68
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.67,1.67,1.67,1.67
1.65,1.60,1.65,1.60
1.59,1.60,1.60,1.59
1.59,1.59,1.59,1.59
1.67,1.67,1.67,1.67
1.66,1.60,1.66,1.60
1.61,1.58,1.61,1.58
1.73,1.63,1.77,1.63
1.63,1.63,1.63,1.63
1.95,1.71,1.95,1.56
1.70,1.65,1.70,1.65
1.60,1.65,1.70,1.60
1.65,1.65,1.65,1.65
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.64,1.64,1.64,1.64
1.59,1.59,1.59,1.59
1.60,1.56,1.60,1.52
1.50,1.49,1.50,1.49
1.49,1.49,1.49,1.49
1.43,1.44,1.44,1.43
1.44,1.44,1.44,1.44
1.40,1.35,1.44,1.27
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.50,1.51,1.51,1.42
1.51,1.51,1.51,1.51
1.38,1.38,1.38,1.38
1.46,1.49,1.52,1.46
1.49,1.49,1.49,1.49
1.49,1.49,1.49,1.49
1.63,1.61,1.63,1.50
1.79,1.45,1.79,1.45
1.45,1.42,1.45,1.42
1.42,1.42,1.42,1.42
1.36,1.49,1.49,1.36
1.49,1.49,1.49,1.49
1.31,1.25,1.33,1.24
1.25,1.25,1.25,1.25
1.22,1.23,1.23,1.22
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.52,1.44,1.52,1.44
1.44,1.44,1.44,1.44
1.59,1.32,1.72,1.08
1.45,1.43,1.47,1.38
1.53,1.47,1.53,1.44
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.23,1.24,1.30,1.15
1.08,1.31,1.47,1.08
1.27,1.31,1.37,1.27
1.31,1.31,1.31,1.31
1.41,1.36,1.41,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.43,1.30,1.43,1.30
1.42,1.37,1.42,1.37
1.37,1.37,1.37,1.37
1.44,1.44,1.44,1.44
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.33,1.48,1.51,1.33
1.60,1.56,1.60,1.55
1.52,1.42,1.53,1.42
1.58,1.46,1.58,1.44
1.40,1.45,1.47,1.39
1.45,1.44,1.49,1.44
1.40,1.49,1.49,1.40
1.47,1.47,1.47,1.47
1.46,1.48,1.48,1.45
1.46,1.46,1.46,1.46
1.47,1.45,1.48,1.45
1.43,1.45,1.48,1.42
1.41,1.44,1.44,1.41
1.38,1.40,1.41,1.38
1.46,1.45,1.46,1.45
1.44,1.26,1.50,1.26
1.26,1.33,1.34,1.26
1.25,1.40,1.40,1.25
1.45,1.40,1.47,1.40
1.47,1.48,1.48,1.40
1.44,1.46,1.50,1.44
1.45,1.55,1.56,1.45
1.62,1.57,1.63,1.56
1.64,1.77,1.84,1.64
1.95,1.82,1.95,1.82
1.82,1.80,1.84,1.79
1.76,1.85,1.85,1.74
1.93,1.91,1.95,1.55
1.90,1.95,1.95,1.88
1.94,1.95,1.95,1.94
1.95,2.06,2.08,1.95
2.06,2.06,2.15,1.96
2.10,2.30,2.36,2.04
2.31,2.10,2.37,2.09
2.18,2.09,2.32,2.09
2.09,2.08,2.15,2.06
2.08,2.49,2.49,2.08
2.49,2.34,2.49,2.34
2.32,2.33,2.36,2.26
2.25,2.35,2.42,2.25
2.46,2.46,2.46,2.46
2.49,2.50,2.50,2.47
2.48,2.31,2.50,2.28
2.34,2.35,2.35,2.21
2.37,2.37,2.47,2.36
2.32,2.13,2.32,2.13
2.27,2.21,2.27,2.07
2.26,2.26,2.26,2.15
2.23,2.29,2.35,2.23
2.25,2.24,2.36,2.21
2.49,2.75,2.88,2.49
2.88,2.67,2.88,2.63
2.63,2.71,2.73,2.63
2.68,2.77,2.87,2.68
2.77,2.73,2.77,2.72
2.85,2.78,2.91,2.77
2.74,2.64,2.74,2.64
2.49,2.56,2.70,2.49
2.56,2.66,2.66,2.55
2.60,2.52,2.60,2.52
2.51,2.59,2.62,2.49
2.49,2.46,2.50,2.37
2.47,2.66,2.71,2.38
2.75,2.82,2.82,2.75
2.93,2.82,2.93,2.82
3.02,2.85,3.02,2.64
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,2.97
3.05,3.01,3.10,3.01
3.09,3.07,3.16,3.07
2.92,2.84,2.92,2.84
2.95,2.92,3.00,2.67
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
3.13,3.13,3.13,3.13
3.18,3.25,3.25,3.18
3.57,3.19,3.57,3.19
3.19,3.21,3.21,3.19
3.18,3.20,3.20,3.11
3.11,3.10,3.25,2.93
3.10,3.10,3.10,3.10
3.19,3.21,3.21,3.17
3.32,3.24,3.32,3.23
3.26,3.08,3.28,3.08
3.07,3.14,3.26,3.07
3.05,3.00,3.17,3.00
3.07,3.08,3.08,3.07
3.07,3.06,3.07,3.00
3.06,3.06,3.06,3.06
3.17,3.13,3.17,3.11
3.09,3.15,3.15,3.09
3.15,3.10,3.25,2.88
3.11,3.13,3.13,3.10
3.05,3.15,3.15,3.05
3.15,3.20,3.20,3.13
3.20,3.20,3.20,3.20
2.95,2.95,2.95,2.95
2.95,2.95,2.95,2.95
3.05,3.12,3.12,3.04
3.25,3.30,3.35,3.15
3.50,3.27,3.50,3.23
3.30,3.14,3.30,3.12
3.19,3.31,3.31,3.19
3.24,3.39,3.39,3.24
3.29,3.28,3.29,3.28
3.31,3.27,3.31,3.27
3.34,3.34,3.34,3.34
3.34,3.34,3.34,3.34
3.38,3.39,3.42,3.38
3.39,3.42,3.42,3.39
3.42,3.42,3.42,3.42
3.42,3.42,3.42,3.42
3.39,3.34,3.39,3.34
3.34,3.35,3.35,3.27
3.35,3.33,3.37,3.27
3.10,3.29,3.32,3.10
3.32,3.32,3.36,3.32
3.43,3.43,3.45,3.43
3.43,3.43,3.43,3.43
3.31,3.41,3.41,3.31
3.10,3.43,3.46,3.10
3.44,3.38,3.44,3.38
3.38,3.34,3.40,3.34
3.19,3.19,3.20,3.19
3.12,3.27,3.27,3.12
3.01,3.15,3.15,3.01
2.94,2.96,2.96,2.94
3.00,3.00,3.00,3.00
3.05,3.13,3.13,3.05
3.42,3.09,3.45,3.00
3.17,3.17,3.17,3.08
3.17,3.17,3.17,3.17
3.07,3.09,3.09,3.07
3.09,3.09,3.09,3.09
2.90,2.90,2.90,2.90
2.96,2.95,2.96,2.95
3.04,3.04,3.04,3.04
2.94,2.94,2.94,2.94
2.94,2.94,2.94,2.94
2.93,2.93,2.93,2.93
3.08,3.08,3.08,3.08
2.92,2.92,2.92,2.92
2.98,2.97,2.98,2.97
2.84,2.84,2.84,2.83
2.81,2.82,2.82,2.80
2.69,2.70,2.70,2.69
2.84,2.84,2.84,2.84
2.84,2.84,2.84,2.84
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.45,2.40,2.45,2.35
2.35,2.37,2.37,2.35
2.37,2.37,2.37,2.37
2.45,2.45,2.45,2.45
2.50,2.50,2.50,2.50
2.60,2.50,2.60,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.55,2.45
2.50,2.50,2.50,2.50
2.55,2.45,2.55,2.45
2.45,2.45,2.45,2.45
2.27,2.34,2.34,2.27
2.80,2.20,2.80,2.20
2.20,2.30,2.30,2.20
2.30,2.30,2.30,2.30
2.75,2.75,2.75,2.75
2.55,2.60,2.60,2.55
2.55,2.53,2.55,2.53
2.55,3.00,3.00,2.55
3.05,2.95,3.05,2.95
2.85,2.89,2.89,2.85
2.85,2.85,2.85,2.85
2.75,2.75,2.75,2.75
2.70,2.70,2.70,2.70
2.70,2.70,2.70,2.70
2.15,2.85,2.85,2.15
2.80,2.80,2.80,2.80
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
2.80,2.90,2.90,2.80
2.80,2.81,3.00,2.80
2.85,2.81,2.88,2.81
2.90,2.90,2.90,2.90
2.96,2.96,2.96,2.96
2.70,3.00,3.00,2.70
