TPL,Texas Pacific Land Trust Common Stock,NASDAQ
86.00,84.00,86.00,84.00
84.22,82.89,85.00,82.80
82.69,81.30,82.69,80.50
80.55,81.79,82.18,76.40
82.00,82.65,82.96,81.00
82.88,83.58,84.43,82.88
84.78,84.39,85.00,83.86
84.61,80.54,84.99,79.60
80.86,83.08,84.38,80.00
82.82,82.34,83.08,82.34
82.51,83.21,84.05,81.11
84.00,82.96,84.00,82.95
82.66,82.99,83.52,80.05
83.55,82.70,85.00,82.40
83.93,83.57,84.67,82.36
83.43,83.10,84.71,82.50
83.36,84.47,85.94,82.65
84.70,84.52,85.36,84.04
84.54,84.62,85.64,84.42
85.22,85.06,85.95,84.50
85.69,84.89,85.69,84.54
84.61,84.95,85.50,83.27
84.76,83.91,85.12,83.70
83.85,83.61,84.08,82.52
83.70,83.45,84.58,82.90
82.64,83.57,83.95,81.80
83.50,82.12,83.50,81.53
82.98,82.94,83.53,82.62
83.10,84.02,84.45,83.10
84.02,85.13,85.93,83.06
84.72,84.00,84.88,83.46
84.08,83.09,84.38,82.88
83.18,82.51,83.46,82.51
81.80,81.93,83.04,81.80
82.00,82.89,83.05,81.65
83.78,83.69,83.78,82.00
83.68,83.95,85.31,83.41
83.40,84.87,85.25,83.18
84.43,86.00,86.61,84.43
85.70,85.56,87.14,85.18
86.74,90.34,92.29,86.65
91.02,88.73,93.75,84.90
88.87,90.05,91.74,88.54
90.17,89.87,90.72,89.61
90.24,89.48,90.25,88.85
89.28,89.56,89.71,87.95
88.98,88.25,88.99,88.01
87.05,87.55,88.25,87.00
87.25,86.31,88.50,86.31
85.66,85.76,86.93,85.66
86.56,85.90,86.77,85.18
86.05,86.26,86.97,85.98
85.00,85.80,86.15,85.00
85.78,85.24,86.50,85.07
86.00,86.17,86.73,85.46
85.78,85.60,86.41,85.11
85.60,86.03,86.03,85.50
85.57,86.10,86.52,85.25
86.25,85.00,86.25,84.85
85.99,86.13,86.50,85.26
86.50,85.12,86.75,85.12
85.00,84.01,85.00,83.76
84.03,84.01,84.72,82.87
83.99,83.95,84.00,83.21
84.60,83.44,84.60,83.01
83.45,85.16,85.73,83.00
84.11,84.23,84.84,84.10
83.84,83.68,84.75,83.01
83.36,83.73,84.91,83.36
83.96,83.60,83.96,83.05
82.87,84.53,84.56,82.87
84.48,83.33,84.48,82.44
83.32,82.73,84.00,82.50
84.32,82.90,84.32,82.80
82.68,84.06,84.66,82.68
83.98,86.15,86.50,83.98
86.60,85.30,86.60,84.71
84.96,85.35,86.06,84.96
86.05,86.73,86.75,85.51
85.12,86.65,86.74,85.12
86.73,85.97,86.74,85.50
85.66,85.15,85.72,85.15
84.00,83.60,84.00,83.35
84.20,84.01,85.15,83.65
84.00,84.15,85.63,84.00
83.81,84.84,85.24,83.50
84.87,86.47,86.47,83.76
86.39,85.19,86.51,84.41
84.66,88.24,88.38,84.66
88.84,90.39,90.39,87.98
89.75,89.60,90.58,89.44
87.90,90.35,90.60,87.25
89.45,89.51,91.05,89.00
89.97,89.60,90.41,89.00
89.75,91.07,91.07,89.75
91.07,91.19,91.20,89.76
91.00,91.70,91.70,91.00
91.99,92.50,93.22,91.99
92.52,92.16,92.62,90.48
92.00,90.75,92.50,88.05
91.18,91.53,91.74,91.01
90.00,91.48,92.67,89.46
92.04,92.01,92.68,91.94
92.55,94.10,94.45,92.06
94.00,94.28,95.00,93.90
94.05,95.19,95.29,94.00
94.95,96.78,96.98,94.95
96.63,96.00,98.00,95.08
95.64,96.40,97.03,95.64
95.78,96.28,96.83,95.69
96.13,96.53,97.00,96.13
98.05,98.56,98.71,96.66
99.09,98.78,99.29,97.70
99.07,99.76,99.96,98.70
100.00,99.69,101.39,98.61
99.97,98.75,99.97,98.22
98.13,97.42,98.72,97.33
97.05,97.50,97.70,97.00
96.40,97.19,97.71,96.40
96.80,96.71,97.50,96.25
97.74,97.36,97.89,97.20
97.89,98.49,98.49,96.80
97.67,98.22,98.79,97.66
99.00,99.50,99.50,98.75
99.15,99.31,99.75,99.10
98.92,99.79,100.51,98.92
100.63,100.14,100.99,98.52
100.48,100.04,100.58,99.90
100.54,99.51,100.94,98.90
99.18,98.26,99.45,97.61
98.04,98.40,99.55,98.04
98.35,99.96,100.10,98.35
99.71,99.03,100.10,99.03
98.63,99.28,100.25,97.79
99.01,99.99,100.00,98.97
99.46,99.50,99.85,99.08
99.50,99.50,100.35,99.14
99.70,99.57,100.16,99.07
100.32,98.65,100.48,98.61
99.15,98.45,99.50,97.95
98.06,98.55,99.00,97.52
98.14,98.71,99.05,98.00
99.29,98.02,99.30,98.01
98.50,97.94,99.01,97.11
98.30,97.86,98.30,97.08
98.00,99.73,102.86,98.00
100.05,99.02,101.59,98.75
99.01,98.20,101.00,97.00
98.14,97.75,98.45,97.08
97.87,96.23,98.00,96.23
96.40,95.17,96.40,93.56
94.70,93.89,94.73,93.00
93.48,95.88,96.39,93.48
95.00,94.72,96.11,94.21
94.34,96.56,96.86,94.32
96.50,101.07,102.08,94.50
100.91,100.80,102.00,100.00
99.66,104.00,104.01,99.34
104.80,109.45,109.50,104.80
109.50,111.68,111.68,109.50
112.00,113.10,114.12,111.69
113.78,121.38,122.42,113.78
121.83,121.32,123.63,120.35
122.00,122.00,123.43,121.79
122.00,122.00,122.23,121.47
123.00,122.25,123.00,122.25
123.81,124.50,124.80,123.66
125.00,126.40,126.70,124.05
127.16,132.13,132.13,126.40
132.10,133.33,133.63,130.40
134.69,141.69,142.00,134.32
141.40,141.85,143.60,139.01
143.47,144.10,147.80,142.07
144.46,134.71,144.46,133.83
135.38,136.10,139.00,133.69
135.00,137.29,138.20,133.60
137.60,136.27,141.92,135.75
136.50,137.00,137.84,134.98
138.25,139.00,140.64,137.51
139.25,139.21,140.28,136.50
139.98,134.70,139.98,131.16
133.80,132.88,135.87,132.88
131.88,131.05,132.40,130.58
132.00,128.99,132.00,126.73
127.50,129.84,129.84,127.50
129.81,129.58,132.00,129.58
130.67,128.11,131.39,127.89
127.68,129.72,129.72,127.68
130.72,128.89,131.03,128.64
128.86,128.61,129.98,127.86
128.33,127.67,130.80,127.67
128.00,127.85,129.94,127.85
128.89,126.28,129.33,126.28
126.18,126.66,128.10,125.00
126.50,126.51,127.00,126.05
127.12,129.50,130.00,127.12
130.65,128.50,131.48,127.84
128.50,128.50,128.65,127.70
128.95,127.22,129.00,127.22
127.42,127.27,128.61,126.75
127.50,125.80,128.90,125.00
126.00,125.50,126.00,125.10
125.22,125.13,126.63,125.05
125.13,127.50,127.50,125.13
127.05,128.95,129.61,127.00
130.44,128.71,130.44,128.00
130.82,128.94,132.41,128.00
129.60,128.50,129.92,128.40
128.15,133.32,133.54,128.15
133.80,131.25,137.05,131.07
131.25,132.39,133.91,131.02
131.03,134.89,134.95,130.08
135.80,137.31,137.70,134.29
137.58,133.36,137.58,131.00
133.66,130.63,135.10,130.04
131.95,131.19,132.82,130.41
131.55,131.50,131.98,130.60
135.52,135.23,135.52,132.66
135.49,138.17,138.32,135.35
136.50,141.34,141.50,135.61
141.25,144.02,144.96,141.25
145.00,144.97,146.17,142.01
145.00,149.70,149.95,144.76
149.00,150.29,153.91,149.00
151.44,155.07,157.01,151.44
155.76,155.55,157.17,153.53
156.00,155.72,156.00,155.20
155.62,155.00,155.62,152.54
155.00,155.50,155.50,153.37
154.66,155.42,156.00,154.14
156.00,155.52,156.00,154.00
155.90,155.75,156.01,155.01
155.50,156.00,156.00,155.00
156.57,157.23,158.60,156.55
158.18,159.25,162.99,158.00
160.77,163.44,165.15,159.55
167.37,165.01,173.86,164.00
165.00,164.99,167.32,161.05
163.65,158.44,166.47,152.82
158.42,157.00,158.42,154.86
157.50,161.42,163.00,156.71
161.72,164.62,165.23,161.72
165.89,164.25,165.89,163.27
163.93,161.00,163.93,160.21
160.00,159.76,160.95,159.00
158.10,159.49,160.60,158.00
161.38,161.53,162.51,158.20
162.54,162.35,163.00,160.25
161.56,162.97,163.67,161.32
162.15,162.50,163.40,161.29
162.36,164.69,164.71,162.01
165.00,163.34,165.00,162.00
163.03,164.00,164.00,161.40
164.34,163.56,164.98,162.25
162.74,164.18,164.96,162.74
163.74,163.95,164.99,162.19
163.95,162.25,163.95,162.06
161.28,161.00,162.35,161.00
160.18,160.11,160.80,158.50
160.33,158.90,161.00,158.90
158.78,160.50,164.39,158.78
160.35,161.50,162.98,159.34
162.75,160.40,162.75,158.50
160.32,161.10,161.82,159.50
161.15,160.26,161.60,160.10
160.00,160.43,160.43,158.25
161.28,161.00,161.90,157.98
161.09,163.33,163.76,161.00
161.80,164.30,165.07,161.80
162.20,163.30,164.30,162.11
163.00,164.23,164.23,161.04
164.00,164.19,164.80,163.00
162.12,164.35,164.98,161.87
164.15,166.89,167.00,163.70
167.00,172.34,172.75,164.90
179.40,176.85,179.55,174.66
175.59,171.54,176.84,169.85
173.50,171.75,173.50,169.62
169.13,172.01,173.00,169.13
170.82,170.41,172.75,170.41
168.96,169.97,170.00,166.00
169.98,174.95,174.97,169.98
172.93,174.00,174.89,170.55
173.38,174.00,175.00,171.38
174.84,173.50,174.84,171.02
172.61,175.08,179.10,172.40
179.00,175.88,179.00,175.06
180.00,185.00,185.70,177.40
189.88,188.99,192.39,187.85
189.99,188.87,191.35,187.85
188.00,188.02,189.93,186.73
186.03,188.40,190.12,185.56
188.00,189.81,189.81,186.22
192.00,195.22,196.28,190.99
197.32,194.58,197.32,190.72
194.71,192.49,194.71,192.07
192.05,195.48,197.11,192.03
195.48,200.50,202.49,195.48
201.02,200.00,203.03,200.00
200.00,200.00,200.70,199.32
200.00,199.52,200.00,198.89
200.00,200.56,200.56,198.50
202.87,212.00,214.04,202.87
215.00,228.00,229.07,212.64
230.00,232.50,242.00,230.00
232.11,222.43,232.11,219.55
221.67,220.25,222.16,216.01
216.29,206.20,217.00,203.00
200.47,198.46,201.41,191.00
195.35,186.48,195.40,185.10
185.00,190.96,192.75,184.00
191.90,188.77,191.90,186.00
186.78,186.82,187.92,185.00
188.71,188.00,190.25,188.00
190.83,190.05,193.48,190.05
191.73,201.73,201.73,191.00
200.00,198.89,206.11,196.21
197.68,197.40,199.00,196.54
199.00,197.24,199.00,196.51
196.00,193.42,196.55,190.00
191.80,195.80,200.07,190.19
195.00,193.50,197.60,192.35
193.48,192.44,196.20,190.15
190.70,191.12,193.70,190.70
190.75,188.99,191.07,188.00
188.00,186.68,188.00,185.00
185.01,175.00,185.89,175.00
175.00,164.77,175.18,161.63
162.00,156.01,163.26,141.80
156.01,160.29,167.90,155.00
158.88,154.55,158.88,154.00
157.50,137.50,157.73,135.00
137.99,140.00,146.44,130.47
137.20,136.19,138.93,134.00
132.00,151.33,155.16,130.61
156.30,164.00,177.49,155.01
169.99,168.15,175.75,166.67
177.00,170.03,177.00,169.41
172.65,167.00,177.06,165.11
167.22,165.29,173.72,163.37
167.00,164.19,175.10,161.31
163.02,160.63,165.89,159.77
159.85,164.61,164.85,157.92
165.14,161.75,167.62,160.10
163.38,163.27,167.48,161.04
164.07,163.25,165.90,159.36
164.89,156.45,164.89,156.03
154.51,149.00,157.50,149.00
149.99,145.62,149.99,144.95
143.70,151.50,152.28,142.89
155.30,155.80,160.27,155.00
158.77,155.00,158.77,155.00
155.80,155.78,158.99,153.42
154.71,156.10,156.49,153.75
158.81,154.40,158.81,154.05
151.62,156.76,156.85,150.10
152.93,153.99,154.49,150.52
151.06,153.00,154.00,151.00
152.47,151.25,152.99,150.10
151.70,157.72,157.72,151.09
154.59,159.61,160.14,154.59
159.26,160.09,160.50,157.56
158.08,155.53,159.99,155.38
155.03,154.99,156.00,152.00
151.50,147.70,151.50,147.00
145.00,136.35,145.10,136.33
135.00,138.97,141.74,134.28
138.00,141.75,142.90,135.05
142.77,144.50,146.00,140.25
143.11,144.88,144.88,142.53
141.40,138.01,141.40,136.00
135.05,136.50,141.07,135.05
137.31,125.50,137.31,122.02
121.70,109.94,126.50,109.94
107.14,120.54,124.71,103.57
120.99,119.00,121.00,115.77
118.11,116.89,123.49,116.05
115.53,115.42,119.67,115.42
118.02,117.91,120.22,115.26
117.77,121.50,124.17,117.33
121.71,124.67,124.67,118.00
128.83,122.25,136.44,121.00
122.52,127.00,128.50,122.52
128.34,125.94,130.34,123.93
125.44,122.50,128.50,121.45
121.31,119.50,123.50,118.09
117.10,118.00,119.81,117.00
116.75,118.00,119.46,116.50
116.55,116.79,119.00,115.15
115.61,110.79,116.00,106.98
111.60,115.00,116.81,111.60
115.00,122.30,122.69,115.00
125.99,123.25,127.00,123.05
122.49,115.15,122.49,115.11
113.93,111.70,115.95,108.27
108.62,108.02,110.00,108.02
108.12,107.24,109.25,106.24
112.92,109.00,112.92,106.50
109.00,109.78,111.79,106.71
109.80,109.52,112.33,108.55
111.60,112.60,114.00,110.00
114.28,110.21,114.99,110.21
110.60,112.90,113.99,110.60
112.02,112.48,114.20,111.01
113.48,113.29,114.09,111.00
110.92,113.44,114.41,110.26
113.00,115.55,116.17,112.50
116.90,118.53,120.00,116.11
117.85,122.30,124.80,117.85
124.20,122.65,124.64,121.81
126.44,125.29,127.90,124.74
126.00,130.00,130.34,126.00
132.99,132.00,133.07,132.00
131.75,135.08,135.75,128.50
133.23,137.00,137.00,133.23
137.00,139.35,139.36,136.99
142.18,135.99,142.18,135.08
131.34,131.60,133.00,128.40
127.56,127.30,130.00,124.12
125.83,126.63,127.84,123.71
126.29,127.40,127.55,125.00
125.45,130.89,131.53,123.02
133.99,128.77,134.73,128.11
129.65,130.35,132.99,128.78
129.50,134.00,134.52,128.80
134.00,139.07,139.07,133.50
136.34,141.20,141.22,136.04
144.67,142.71,144.67,138.00
140.94,142.90,142.90,138.29
145.50,144.22,145.50,142.62
141.49,146.40,146.49,140.45
143.00,144.09,147.96,142.00
143.26,143.49,146.00,143.00
147.00,150.00,150.00,143.01
151.49,149.15,151.49,147.46
148.95,149.49,151.04,147.50
147.15,146.00,147.15,142.30
142.35,143.17,146.00,142.30
142.50,139.46,142.50,137.12
141.44,137.15,141.99,136.41
136.45,139.31,144.82,136.12
140.05,140.05,141.40,136.41
140.00,140.31,140.99,140.00
141.00,142.85,142.85,137.93
141.09,145.43,145.97,141.09
146.00,143.43,146.00,142.38
143.26,143.79,144.50,141.05
143.79,144.85,145.78,141.00
144.50,146.00,146.00,144.00
144.20,144.00,145.50,144.00
145.80,145.79,146.59,144.20
144.38,145.50,148.00,144.38
146.49,147.28,147.80,145.20
147.55,152.50,154.00,147.55
151.15,151.69,152.50,146.24
152.31,151.15,155.91,149.51
152.60,152.69,154.25,149.51
152.16,155.35,155.50,149.96
152.06,155.04,156.00,152.04
155.80,157.24,157.75,155.20
160.00,158.01,160.75,157.30
158.40,159.45,161.11,158.40
158.95,157.99,159.02,157.26
157.00,156.95,157.85,156.00
155.10,158.02,159.99,155.09
158.02,156.95,160.00,156.00
158.81,150.77,158.81,150.00
150.77,143.49,153.85,140.06
145.58,150.76,151.00,145.58
155.39,155.36,155.39,151.83
154.20,153.61,154.99,149.60
155.25,158.41,160.00,153.25
158.00,157.01,160.00,157.01
155.34,159.00,159.00,155.28
158.00,159.21,159.21,158.00
159.04,159.98,160.58,158.06
160.00,161.00,164.47,158.01
160.50,160.47,162.76,157.20
161.35,161.93,163.73,158.75
161.80,160.73,163.94,158.39
159.03,159.25,162.58,158.25
158.85,156.30,160.00,156.24
155.02,155.05,157.50,153.20
156.95,153.45,156.95,152.00
151.00,152.00,152.50,148.85
148.70,147.49,148.71,146.31
150.50,150.06,151.44,148.22
148.30,153.01,153.98,148.30
154.40,150.42,154.97,149.56
149.11,149.04,153.58,149.04
150.42,149.25,151.25,148.22
150.28,149.00,150.28,147.83
149.42,149.50,150.45,146.00
150.25,148.27,151.20,147.17
149.15,149.57,153.10,147.42
151.00,150.65,154.84,150.00
148.54,151.95,155.00,148.54
150.96,153.96,154.44,150.06
151.00,152.95,153.50,150.72
150.50,152.29,152.47,150.05
151.71,152.08,153.23,150.99
152.55,152.00,153.49,149.16
149.55,150.00,151.70,143.87
148.10,150.00,150.00,147.40
150.00,150.49,150.53,148.10
150.49,150.99,151.80,146.34
148.05,148.00,151.50,148.00
146.55,146.51,148.75,146.51
148.13,150.00,150.90,146.89
147.10,146.31,150.83,145.05
145.07,150.48,150.90,145.03
148.61,147.24,148.61,145.50
147.00,146.93,147.50,146.92
148.30,145.10,148.30,142.00
145.61,143.72,145.61,142.42
143.19,140.30,143.19,140.30
141.55,141.99,147.50,141.55
142.00,143.49,146.52,141.35
142.36,145.65,146.45,142.36
144.63,146.80,147.75,141.05
146.12,146.00,147.25,146.00
146.79,146.50,147.00,142.61
145.06,144.71,146.94,144.62
143.51,145.45,146.10,143.51
143.88,143.11,145.50,143.00
143.00,142.50,147.00,141.00
142.00,136.54,143.00,135.00
135.02,136.25,138.00,135.01
138.40,131.20,140.20,129.00
130.01,131.47,134.50,130.01
131.82,129.55,132.75,126.50
129.30,131.45,133.06,129.30
130.89,130.76,133.95,130.51
130.41,129.00,131.60,129.00
131.75,128.44,131.75,128.16
130.00,129.00,131.50,125.80
130.00,129.74,130.00,128.35
128.86,130.69,130.69,127.50
129.45,130.29,131.30,127.02
128.62,130.09,130.09,128.62
129.39,128.91,131.91,128.50
130.11,129.38,130.28,128.50
128.50,130.00,132.00,128.50
130.00,128.20,130.00,128.20
128.56,123.65,128.96,123.00
120.74,119.75,123.00,117.15
117.03,117.25,118.73,115.16
116.00,117.53,117.53,114.11
114.11,113.16,114.11,98.64
115.51,110.58,119.21,107.00
112.00,108.69,112.00,107.00
111.00,114.25,115.00,109.28
113.92,117.44,120.00,111.25
116.35,118.77,119.47,115.38
114.65,118.85,119.79,114.65
119.11,121.00,122.50,117.05
122.01,124.71,129.11,121.97
124.00,124.00,124.95,123.00
125.00,131.32,131.99,118.60
130.60,132.64,134.90,129.00
132.00,139.50,143.80,131.98
139.18,138.90,140.00,136.20
141.03,139.94,144.96,138.00
139.00,141.00,141.60,138.10
140.00,141.00,142.45,139.50
140.42,141.67,142.75,140.42
139.93,139.74,144.09,139.74
141.85,145.00,145.00,138.76
142.51,143.11,146.84,139.69
144.41,141.25,144.56,140.00
140.66,142.49,143.80,140.20
141.15,142.75,146.97,141.15
143.25,142.32,144.00,139.01
141.64,142.90,142.90,141.53
146.48,140.25,146.48,140.20
142.47,141.56,146.89,139.00
141.58,142.55,143.99,141.15
146.70,141.85,146.99,141.85
142.99,145.19,146.64,141.01
146.64,146.49,146.64,145.00
146.00,148.55,149.89,145.15
148.13,146.05,148.96,145.80
146.49,145.50,146.49,145.00
146.34,146.41,147.50,140.38
145.00,146.11,149.43,141.65
145.77,148.98,150.00,145.77
148.49,149.55,149.98,146.00
145.50,148.84,149.98,145.50
149.85,147.40,151.88,147.40
149.25,147.48,150.35,145.00
144.03,149.58,150.20,144.03
148.45,146.80,149.80,145.13
146.90,146.25,148.90,146.01
146.59,148.49,149.00,142.56
146.40,148.50,150.50,146.40
147.45,149.21,149.21,147.45
148.00,149.78,149.95,148.00
147.99,147.04,149.98,146.14
148.41,147.05,149.00,147.05
147.02,146.51,148.32,146.05
146.51,148.15,148.25,146.01
148.00,148.74,148.80,147.00
148.50,147.55,148.74,146.05
148.74,147.00,148.74,147.00
147.00,146.00,148.00,146.00
146.00,141.70,146.60,139.83
144.69,147.20,149.22,141.66
143.47,145.34,149.05,142.40
146.17,141.07,147.89,138.01
141.07,140.75,145.22,137.13
139.36,136.01,140.58,136.01
137.70,135.55,139.60,134.50
136.20,140.35,141.25,136.20
137.05,144.25,146.30,137.05
145.80,146.07,147.75,142.00
144.00,144.62,147.00,143.50
145.62,150.20,153.60,145.62
150.03,152.38,152.38,148.50
150.80,151.35,153.45,146.97
151.60,151.10,152.99,147.20
150.14,150.76,152.75,147.70
148.89,147.00,149.00,145.90
145.45,145.80,146.81,144.26
144.98,145.62,146.99,141.50
143.67,145.20,145.45,143.15
143.86,142.74,143.86,140.60
140.00,139.99,141.50,139.93
138.70,139.70,141.59,137.94
138.65,134.09,140.90,133.74
132.52,132.74,133.35,125.00
133.00,130.82,134.00,130.00
131.10,126.17,132.70,125.00
125.48,132.52,132.52,125.37
129.53,135.48,138.33,129.53
134.98,136.71,138.36,134.55
136.08,131.24,137.75,130.68
130.21,126.59,133.11,126.31
126.20,122.59,127.60,121.11
121.75,130.92,130.92,119.80
126.00,124.76,126.26,122.00
124.97,126.02,126.02,123.35
123.36,124.17,125.48,122.05
123.61,127.66,127.73,122.25
127.16,122.51,128.21,120.55
124.60,122.25,124.60,122.25
122.98,118.31,123.00,117.10
118.48,113.47,119.00,111.50
112.78,116.37,118.99,112.00
113.81,112.71,115.27,112.41
112.21,110.36,112.21,108.15
107.22,115.75,115.75,104.06
114.91,124.14,124.55,114.91
126.67,126.45,128.00,124.71
124.28,123.35,127.33,121.13
124.00,123.13,125.95,121.31
123.99,121.04,123.99,118.86
123.43,124.00,124.50,121.00
124.08,121.91,124.76,118.46
120.01,125.99,126.00,120.01
122.28,129.52,132.50,122.28
130.80,127.68,131.50,125.60
129.74,126.51,132.33,125.59
126.80,120.05,126.80,120.00
120.00,120.04,121.41,119.95
119.12,117.47,120.03,115.55
117.35,120.02,120.96,117.35
114.60,116.10,118.81,114.60
118.30,118.00,122.74,117.00
120.50,123.01,124.65,120.00
121.58,124.82,127.20,121.58
124.10,128.94,129.61,120.26
126.00,131.04,134.20,124.64
131.60,126.97,134.00,125.27
127.97,131.85,133.97,126.50
130.95,131.78,133.30,130.20
132.21,131.42,133.30,128.45
131.00,133.25,133.47,130.00
132.98,136.00,137.70,131.18
133.32,137.21,140.61,133.32
138.00,140.82,142.50,137.60
141.17,141.50,144.71,141.10
138.20,150.00,155.00,138.20
150.00,150.70,152.02,144.93
144.69,146.06,150.58,141.43
145.01,146.31,150.12,144.98
146.63,146.00,148.13,142.53
146.58,148.20,150.00,144.70
147.68,147.32,148.08,145.00
145.11,145.73,149.87,145.11
147.14,150.84,151.80,146.53
151.50,150.45,151.77,150.00
151.96,146.59,151.96,146.25
147.01,151.75,152.00,147.01
150.58,149.75,150.58,145.10
149.48,149.00,151.00,148.50
146.79,146.52,150.00,145.75
146.52,148.82,150.46,146.52
149.53,147.63,149.53,146.03
149.80,149.52,149.80,146.31
147.01,145.51,149.96,145.15
146.25,145.30,148.75,143.00
145.15,149.25,150.00,145.15
148.25,146.30,150.00,145.45
145.45,146.53,149.50,145.45
148.80,148.30,148.99,145.08
149.00,149.75,149.90,147.81
149.00,148.64,149.90,147.00
148.00,150.25,153.00,148.00
149.82,150.49,151.00,149.01
151.00,150.00,151.00,149.46
150.00,150.20,150.20,146.00
148.42,148.92,150.50,148.42
149.50,149.26,150.50,148.50
150.00,150.00,152.00,148.50
148.50,148.40,150.00,148.40
148.30,148.60,149.50,148.30
149.00,153.00,155.00,149.00
151.15,153.00,153.00,150.58
154.69,156.41,160.99,154.18
159.65,154.50,160.00,154.22
153.10,151.50,155.00,149.77
152.00,153.00,156.46,151.84
150.91,153.27,154.90,150.91
154.89,151.32,156.00,151.25
152.30,151.80,153.50,149.50
152.00,151.50,152.00,150.12
150.45,149.50,152.77,149.50
150.60,157.50,157.50,148.49
157.28,161.03,161.47,156.99
161.02,162.10,163.50,160.96
161.00,164.00,164.00,159.84
164.98,163.05,165.00,160.36
163.73,159.50,164.00,159.50
163.21,160.81,163.38,158.71
161.00,159.00,161.00,157.16
155.25,160.00,161.85,155.25
159.66,162.01,163.54,159.66
164.66,164.00,166.08,162.65
163.28,162.60,164.93,160.50
163.13,162.00,164.80,161.50
161.06,165.92,165.92,159.01
164.60,170.00,170.00,164.20
169.00,174.00,174.75,169.00
174.05,168.70,174.07,166.00
167.35,171.56,171.56,167.24
170.01,171.66,171.99,167.95
172.20,170.88,172.76,170.88
172.39,171.06,172.68,170.67
170.13,169.55,172.81,169.00
170.00,166.32,170.00,165.51
165.13,166.20,170.00,164.33
164.56,167.00,167.00,162.53
166.00,169.00,170.91,165.01
167.05,168.93,168.93,162.58
167.36,169.93,169.93,167.36
169.05,170.50,170.99,167.96
169.45,171.59,173.43,169.45
171.83,172.44,173.35,169.93
173.88,168.26,173.88,168.26
165.70,164.99,169.69,164.70
163.41,163.27,164.90,161.15
163.71,164.00,164.03,162.00
163.89,168.00,168.35,163.10
167.35,168.65,169.17,162.39
166.72,171.50,172.99,166.72
169.69,169.20,169.69,168.41
168.30,170.00,170.48,165.00
170.00,171.07,172.00,169.06
170.32,171.60,171.88,168.97
171.57,169.99,171.59,167.61
167.80,170.80,171.51,167.80
170.00,169.45,171.39,167.62
169.10,168.84,170.99,167.76
168.00,169.98,169.99,166.40
168.42,169.00,169.62,168.35
169.00,169.98,169.98,165.02
169.20,169.00,169.20,165.54
168.12,168.00,169.00,166.99
166.84,169.99,170.00,165.96
168.77,169.49,169.49,167.00
167.86,165.50,168.90,165.50
166.49,163.22,166.70,162.00
162.25,160.68,164.45,160.37
161.21,160.00,161.51,157.25
160.74,156.60,162.03,156.25
157.33,162.21,163.94,156.00
162.80,168.00,169.00,162.80
168.00,172.72,174.00,166.50
173.31,174.99,175.00,171.00
175.00,178.06,180.75,175.00
178.24,176.90,180.00,175.00
176.42,175.50,176.50,174.01
175.80,174.30,178.00,174.30
172.52,175.54,175.54,170.00
175.54,176.75,178.00,174.97
176.01,175.74,178.00,175.23
175.60,177.48,178.00,174.83
178.03,179.90,180.00,176.77
179.57,178.55,179.57,177.30
176.53,179.35,179.54,175.97
178.22,176.20,179.56,175.83
175.85,176.25,176.80,175.04
175.60,172.73,176.90,171.25
173.84,173.60,174.38,170.00
173.17,175.13,177.99,173.17
176.59,177.50,178.80,176.04
176.72,176.70,179.25,173.11
176.02,176.54,177.06,175.52
176.35,176.80,177.99,176.35
176.82,178.04,179.31,175.20
179.80,185.06,186.43,179.30
185.82,220.71,231.60,185.00
221.28,197.00,223.00,196.05
196.38,199.00,203.89,193.08
197.46,199.10,202.00,195.10
198.26,207.87,215.40,198.26
208.65,216.01,218.00,208.65
217.49,219.99,222.00,212.07
219.52,215.94,221.68,212.55
213.97,219.01,221.01,213.04
220.32,219.47,221.52,215.85
221.00,219.52,221.99,218.01
219.54,218.07,221.49,218.07
219.90,223.27,226.80,219.34
223.06,227.00,228.37,221.17
228.25,233.01,234.40,228.25
233.90,234.34,235.87,232.76
235.93,239.33,242.52,234.17
239.21,239.43,240.01,235.03
242.72,239.16,246.00,238.35
243.52,246.68,252.60,240.00
249.99,251.74,251.75,245.00
254.48,257.00,260.75,252.79
260.00,258.56,264.20,256.77
256.56,258.65,259.40,256.56
258.18,269.12,272.99,258.18
270.06,271.55,271.55,267.13
273.75,274.80,278.04,268.75
277.25,272.82,279.51,272.82
274.28,273.67,280.00,273.33
272.65,280.48,280.64,272.65
281.44,277.99,283.50,276.90
277.85,284.99,285.09,277.50
289.19,297.01,298.49,288.00
297.18,304.50,305.25,297.18
303.30,288.00,303.50,285.77
288.70,259.99,291.36,252.50
252.11,269.44,272.56,250.93
267.99,265.28,271.68,265.28
267.44,266.22,270.52,265.00
265.78,263.69,266.00,253.97
263.68,254.54,263.68,254.54
254.42,251.03,254.42,249.56
253.50,253.50,254.50,251.50
251.85,252.43,253.72,250.27
249.00,265.66,265.66,249.00
260.32,281.00,285.53,260.32
285.00,284.28,285.75,280.02
284.00,281.40,287.69,277.14
285.00,285.81,286.49,282.05
284.95,280.47,284.95,279.11
286.88,288.01,297.67,281.05
289.01,290.58,294.38,286.99
293.57,293.99,298.17,290.50
295.37,287.99,295.37,285.47
286.72,291.98,292.59,286.39
290.12,291.40,295.00,290.12
292.25,289.20,293.00,287.40
287.30,289.89,292.00,286.75
292.80,297.31,307.12,291.93
302.85,293.49,304.50,290.00
293.79,301.99,301.99,291.67
303.69,297.16,307.02,297.16
