MMM,3M Company Common Stock,NASDAQ
109.50,109.59,110.06,108.74
108.78,107.50,108.78,107.15
108.20,108.24,108.75,107.54
109.07,109.68,109.98,108.73
110.54,110.24,110.90,109.97
109.86,109.35,110.47,109.14
108.37,109.31,110.36,108.36
109.05,108.73,109.75,108.33
108.28,109.45,109.90,108.21
110.37,111.54,111.56,109.87
112.00,112.13,112.78,111.90
113.09,113.35,113.52,112.79
113.38,113.43,113.88,112.91
114.36,114.53,114.75,114.17
114.57,115.14,115.24,114.27
115.14,114.85,115.49,114.75
114.99,114.34,115.44,114.06
114.97,114.64,115.27,114.31
114.61,115.48,115.75,114.57
115.34,116.19,116.47,115.34
116.00,116.28,116.82,115.66
116.44,116.75,117.30,116.01
117.07,116.33,117.09,116.06
115.30,116.55,116.90,114.84
116.17,116.91,116.93,115.34
116.41,116.61,116.81,116.06
116.90,116.84,117.12,116.33
117.13,117.43,118.60,117.01
118.38,118.41,119.26,118.27
117.98,118.26,118.35,117.47
118.17,117.92,118.25,117.81
117.82,117.50,117.95,117.14
117.30,117.83,117.95,117.04
118.27,118.68,119.00,117.64
118.73,118.31,119.20,117.70
118.00,118.38,118.76,117.72
118.52,118.67,119.18,117.19
118.90,117.62,118.91,117.57
116.92,115.85,116.92,115.64
115.68,115.90,116.21,115.64
115.83,115.61,115.96,115.47
115.52,115.42,115.89,115.19
114.79,113.42,114.84,113.34
113.61,114.67,114.89,113.34
114.76,114.40,115.00,113.59
114.38,114.33,115.17,114.04
113.41,112.73,113.82,112.67
112.51,113.00,113.42,112.36
112.87,113.32,113.83,112.58
113.61,113.58,113.74,112.85
114.57,113.22,114.92,112.85
113.08,114.55,114.86,113.08
114.35,114.87,115.12,114.03
115.09,115.04,115.82,113.89
115.63,116.74,117.14,115.51
117.31,117.59,117.87,117.07
117.63,118.71,118.71,117.59
118.80,118.20,118.91,118.00
118.49,118.60,118.85,118.32
119.79,119.23,120.00,119.06
119.07,119.93,120.19,118.65
120.25,121.29,121.51,119.87
121.15,121.57,122.27,121.15
121.50,120.01,121.93,120.01
120.43,121.11,121.47,120.37
121.24,120.80,121.87,120.69
120.89,120.20,121.21,120.17
120.60,120.66,121.00,119.92
119.97,120.22,120.30,119.26
119.39,119.41,119.96,118.67
119.69,119.62,119.82,118.80
119.13,119.20,119.59,118.44
118.71,118.55,119.11,117.89
118.37,119.40,119.71,118.13
118.56,118.69,119.27,118.28
118.72,117.16,119.22,117.10
117.27,117.57,117.96,116.65
118.60,119.34,119.34,118.32
119.16,120.72,120.77,118.39
120.26,121.40,121.70,120.00
121.28,119.82,121.38,119.79
120.86,120.94,120.94,120.14
120.74,122.62,122.87,120.71
122.87,122.84,123.45,122.40
122.79,123.25,123.31,122.68
123.36,123.80,124.32,123.28
123.43,123.20,123.73,122.50
122.96,123.49,124.96,122.70
123.05,124.42,124.46,122.87
124.13,124.92,125.32,123.80
125.08,125.28,125.48,124.62
125.57,124.79,125.98,124.76
124.97,125.85,126.38,124.95
126.76,125.90,126.93,125.12
125.98,126.32,126.49,125.56
125.75,126.12,126.46,124.86
126.46,127.13,127.32,126.23
127.15,126.41,127.88,126.23
126.03,127.99,128.02,126.03
127.54,127.95,128.17,127.25
128.15,128.36,128.59,127.55
127.86,128.59,128.66,127.43
128.97,129.79,130.12,128.80
129.15,129.85,130.00,128.98
129.91,130.13,130.50,129.78
130.02,130.05,130.78,129.92
129.50,129.18,130.30,128.55
129.69,130.35,130.41,129.59
130.36,131.02,132.55,129.82
131.80,131.23,131.87,130.94
131.45,132.15,132.64,131.33
132.63,133.50,133.65,131.94
133.51,133.51,134.16,133.34
131.67,127.68,132.00,127.39
126.06,126.60,127.39,125.15
125.95,126.46,127.59,125.49
126.40,126.83,127.65,126.22
128.19,128.61,128.80,127.85
128.80,128.57,129.18,128.39
128.07,127.55,128.53,127.53
128.74,126.77,129.66,126.71
126.63,126.58,127.39,125.98
126.65,126.43,127.35,125.98
126.77,127.66,128.77,126.47
130.42,131.39,131.62,129.98
131.48,135.80,135.81,131.48
135.06,136.41,136.52,134.73
136.78,136.72,138.09,136.60
137.10,136.80,137.43,136.32
137.23,136.99,137.34,136.35
137.30,138.29,138.68,137.03
138.78,139.35,139.40,138.55
139.08,139.42,139.65,138.79
140.00,140.25,140.43,139.48
138.05,138.13,139.00,137.61
138.37,138.45,138.88,138.03
138.75,137.63,139.29,137.48
137.45,137.65,138.20,137.13
137.48,136.63,137.75,136.34
137.02,136.45,137.43,136.20
136.95,136.18,137.19,135.68
135.81,134.68,137.06,134.57
135.11,137.41,137.41,134.74
137.77,138.44,138.82,137.56
137.74,138.16,138.50,137.63
137.98,137.31,138.75,136.98
138.45,136.99,138.95,136.30
137.35,136.48,137.49,136.33
135.64,134.71,135.66,133.95
133.73,130.22,133.73,130.22
130.02,128.96,130.59,128.66
129.43,129.81,130.01,129.10
130.10,130.25,131.27,129.00
129.96,128.05,129.96,126.53
126.60,128.19,129.20,126.42
128.22,123.90,128.59,123.61
126.09,126.72,127.64,124.12
128.01,127.36,128.76,125.92
127.60,128.90,129.20,127.10
129.57,130.33,130.39,128.81
129.65,129.70,130.41,129.02
129.70,130.98,131.49,129.65
130.34,130.44,131.00,130.01
129.29,130.14,130.38,128.66
129.77,132.12,132.19,129.50
132.31,131.80,132.75,131.64
131.33,130.56,132.71,130.46
130.65,131.56,132.03,130.05
131.56,131.57,132.33,131.30
131.89,132.20,133.46,131.44
132.27,132.93,133.43,131.86
133.13,132.86,133.46,132.28
132.63,134.34,134.58,132.00
134.19,134.73,135.20,133.92
133.07,132.21,133.81,131.67
131.92,132.68,133.08,131.58
132.66,133.85,134.03,132.19
134.37,134.08,134.74,134.02
134.88,134.11,135.00,133.71
133.98,133.56,134.08,133.10
133.73,132.51,133.84,132.23
132.07,132.57,132.76,131.59
133.19,130.81,133.67,130.64
130.08,129.83,131.11,129.70
130.66,132.27,132.69,130.66
132.49,132.74,133.23,132.25
132.75,131.23,132.85,130.58
131.15,132.43,132.85,130.86
133.58,133.12,134.24,132.90
133.32,132.42,133.70,131.88
133.66,134.06,134.53,132.90
134.66,133.09,134.89,133.09
132.82,132.84,133.49,132.18
133.58,134.20,134.97,133.18
134.61,135.66,135.87,134.58
135.88,136.53,136.65,135.67
135.99,136.00,136.25,135.33
136.22,136.14,137.19,135.70
136.90,135.86,137.77,135.77
135.81,134.40,136.25,134.39
134.44,134.84,135.15,133.43
135.00,135.84,135.87,134.50
135.73,133.97,136.43,133.90
133.37,132.39,133.84,132.39
133.45,133.15,133.52,132.02
133.27,134.09,134.35,132.02
135.17,136.77,136.78,134.81
137.30,137.73,138.25,137.25
137.25,138.62,138.71,137.18
138.50,138.89,139.52,138.13
138.81,137.99,138.89,137.89
136.38,136.65,136.99,135.00
136.50,136.56,136.96,135.69
137.43,137.23,138.35,135.97
137.87,137.55,137.90,136.56
137.63,139.09,139.20,137.33
139.50,140.81,141.49,139.12
141.63,140.12,141.83,139.87
139.14,140.61,141.05,138.65
140.28,139.29,140.43,139.17
139.98,141.14,141.25,139.18
140.88,140.83,142.12,140.51
140.56,141.34,141.37,140.25
141.78,142.82,142.94,141.71
143.00,142.43,143.37,142.32
142.48,141.60,142.77,141.41
141.56,140.98,141.74,140.02
140.93,141.13,141.20,139.91
140.07,141.67,142.00,139.98
141.60,140.23,141.90,139.89
139.77,140.66,140.79,139.77
140.71,140.31,140.96,140.26
140.23,141.14,141.18,140.05
141.50,141.44,141.60,141.13
141.81,141.43,141.90,141.06
141.50,142.39,142.43,141.19
142.11,142.55,142.67,141.78
142.27,142.32,142.91,141.69
142.08,142.89,143.13,141.61
142.91,142.26,143.00,142.26
142.76,143.71,143.74,141.90
143.99,144.64,144.64,143.53
144.64,145.32,145.53,144.61
144.97,144.97,145.21,144.46
144.66,144.41,144.97,144.19
144.95,143.07,144.95,142.78
143.19,143.36,143.75,142.83
142.93,143.32,143.53,142.60
143.01,143.69,143.99,142.64
143.93,144.33,144.39,142.77
144.53,144.49,144.72,143.99
144.54,145.16,145.30,144.20
145.10,144.09,145.30,144.01
143.71,143.09,144.62,143.05
143.00,143.65,144.38,142.88
143.75,143.73,143.99,142.56
143.17,143.69,144.07,143.06
143.92,143.24,143.93,143.06
143.41,144.56,144.82,143.38
144.23,145.23,145.30,143.56
145.25,145.41,145.73,145.00
145.48,144.91,145.58,144.50
145.22,144.56,145.40,144.48
144.78,144.68,145.04,144.03
143.50,143.89,144.20,143.24
144.14,144.31,144.49,143.54
144.99,145.00,145.71,144.75
145.00,145.06,145.48,144.36
145.28,146.17,146.25,145.03
145.33,143.54,145.67,143.45
143.83,144.83,145.06,143.54
144.66,144.30,144.87,143.65
144.89,145.12,145.67,144.89
145.34,144.68,145.45,144.53
145.51,145.13,146.43,144.47
145.66,145.12,145.94,144.59
144.92,145.53,145.63,143.78
145.22,144.02,146.27,143.99
144.26,143.74,144.78,143.52
143.33,140.89,143.55,140.60
140.15,140.11,141.04,139.08
140.15,140.75,140.98,139.21
140.62,139.78,141.12,139.34
139.14,139.55,139.94,138.43
140.05,139.13,140.37,138.96
139.30,140.85,140.89,138.89
140.93,140.58,141.50,140.54
140.62,140.88,141.21,140.43
141.35,141.80,141.83,140.92
142.00,142.34,142.39,141.85
142.81,141.92,142.98,141.02
142.75,144.12,144.19,142.59
144.47,144.25,145.01,143.81
143.86,144.60,144.82,143.50
144.78,144.50,144.99,144.35
144.50,144.13,144.83,144.02
144.66,144.70,144.99,144.42
145.00,144.60,145.39,144.57
144.43,143.94,144.86,143.63
143.32,143.98,144.12,143.02
144.06,144.00,144.39,143.18
143.30,144.22,144.61,143.30
144.47,143.82,144.72,143.55
144.21,143.61,144.65,143.35
143.64,144.20,144.32,143.15
144.41,144.89,145.45,144.11
144.70,144.46,145.26,144.25
144.63,144.64,144.99,144.00
143.99,144.35,144.38,143.60
144.45,143.94,144.45,143.50
144.17,144.48,144.69,143.66
143.80,144.85,144.99,143.59
144.92,145.37,145.79,144.27
145.70,146.84,147.06,145.69
147.42,146.69,147.87,146.52
146.92,145.71,147.00,145.50
145.23,144.37,145.60,144.35
144.17,144.88,145.12,143.72
144.41,142.48,144.46,142.07
142.52,142.42,142.89,140.98
140.94,142.19,142.34,140.66
142.50,141.68,142.90,141.28
141.16,139.18,141.67,138.72
138.57,138.67,139.32,137.95
139.33,140.17,140.45,138.57
140.55,140.34,141.28,139.59
138.82,137.68,140.18,137.66
138.25,141.41,141.48,137.72
141.15,138.64,141.50,138.33
139.33,133.83,139.60,133.82
134.26,132.90,135.35,131.01
133.65,134.18,135.94,133.21
132.56,134.22,134.64,130.60
133.42,135.05,135.97,132.75
135.75,137.40,137.85,135.75
137.15,137.60,137.75,136.76
138.40,140.93,141.10,138.34
140.90,138.95,141.09,138.70
141.92,145.05,147.92,141.92
145.00,148.59,148.79,144.81
148.09,149.56,149.71,147.34
149.83,151.06,151.13,149.56
151.39,151.01,151.73,150.20
150.49,152.10,152.40,150.00
153.83,153.77,154.44,153.09
153.14,153.30,154.39,152.98
153.92,155.05,155.23,153.24
155.68,155.69,156.24,154.14
155.69,156.05,156.68,155.21
156.15,156.55,156.62,155.48
156.25,157.66,157.71,156.05
157.95,157.11,158.00,156.65
156.65,157.68,157.87,156.50
158.00,158.35,159.07,157.48
158.53,158.85,158.88,157.71
158.09,158.69,159.16,158.09
158.88,160.15,160.46,158.85
159.33,158.83,159.41,157.97
158.19,159.36,159.55,157.84
160.31,160.16,160.86,159.59
160.16,159.88,160.56,159.41
159.00,158.06,159.68,158.06
157.97,158.31,158.45,157.50
159.58,160.09,160.82,158.80
158.35,158.16,159.51,157.86
158.78,160.60,160.78,158.54
161.10,162.26,162.44,160.17
162.00,162.26,162.92,160.90
162.40,162.27,162.90,161.88
162.10,160.93,162.80,160.10
159.89,160.83,161.10,159.11
160.71,158.24,160.81,157.70
159.18,159.15,160.22,158.42
158.56,157.12,158.99,157.12
158.12,156.85,158.44,155.59
157.26,159.05,161.44,157.08
159.29,160.60,160.89,157.78
162.40,165.30,165.30,162.00
164.78,165.48,166.09,164.36
166.22,167.27,167.31,166.14
168.02,166.87,168.16,166.87
166.17,166.96,167.61,166.17
167.34,166.26,167.81,166.15
166.30,166.71,167.12,165.81
166.55,165.84,166.74,165.28
166.00,164.32,167.17,164.20
164.71,164.06,165.08,162.73
163.00,160.36,163.64,160.08
160.82,158.65,161.37,157.74
159.90,159.80,160.28,158.94
160.65,163.63,163.69,160.52
163.85,161.62,164.00,161.27
162.39,160.74,162.39,160.02
162.23,160.62,164.38,159.45
159.04,159.84,160.53,158.50
160.89,159.66,161.44,159.37
159.86,162.00,162.18,159.09
162.72,161.94,163.40,160.06
161.66,162.54,163.37,161.02
163.26,165.89,165.99,162.13
165.75,164.02,165.98,163.91
163.62,164.24,164.28,161.80
162.31,163.63,165.14,160.94
164.61,163.94,166.57,163.76
164.07,166.13,166.16,162.88
164.75,162.30,165.22,162.30
162.12,164.42,164.62,160.89
165.17,165.94,166.19,164.71
165.78,164.81,165.83,164.24
165.31,166.55,166.59,164.75
166.23,166.07,167.68,165.56
164.38,164.84,165.54,163.84
165.40,165.82,166.14,164.60
164.52,164.48,164.97,163.47
164.93,165.91,165.95,164.85
165.90,165.94,166.62,165.33
165.94,166.92,166.92,165.09
166.92,167.40,167.51,166.01
167.40,167.09,167.55,166.58
166.74,168.12,168.27,165.13
168.14,168.81,168.87,167.70
168.27,169.12,169.25,168.07
168.97,168.89,169.66,168.62
168.85,169.61,169.98,168.64
169.66,168.65,169.75,168.56
168.16,170.50,170.50,168.12
169.57,168.27,169.60,167.36
168.26,167.16,168.26,166.46
167.21,167.57,167.70,166.69
166.50,164.36,166.77,164.01
164.72,166.37,166.78,164.51
164.81,162.26,164.86,162.25
162.70,161.73,163.22,161.66
162.59,164.47,164.52,162.57
164.02,162.74,164.39,161.78
163.58,166.21,166.27,163.58
165.52,164.23,165.53,163.38
163.16,166.47,166.95,162.05
166.16,165.66,166.21,164.85
166.09,166.49,167.13,165.39
166.83,166.13,166.91,165.83
165.58,166.32,167.65,165.53
166.24,162.70,166.52,162.66
162.00,162.59,163.37,161.21
162.36,163.50,163.90,162.02
164.20,166.05,166.77,164.20
165.41,164.95,166.00,164.62
164.29,162.52,164.54,161.90
163.38,162.80,163.97,162.12
161.66,165.48,165.99,161.40
165.40,166.21,167.57,165.28
166.21,166.27,167.22,165.21
166.25,166.79,167.18,165.08
167.50,167.07,167.70,166.22
166.76,165.84,167.36,165.60
165.32,165.99,166.48,164.17
166.72,166.44,167.34,165.86
165.73,165.89,166.65,165.10
164.53,161.71,164.54,161.13
163.00,164.51,165.39,162.73
165.65,164.00,165.70,163.62
163.81,164.67,164.89,162.57
159.54,159.66,161.45,158.61
159.81,158.99,159.81,157.85
159.48,157.98,160.07,157.81
157.69,158.33,158.36,156.18
157.42,156.97,157.93,156.18
156.82,156.39,157.92,156.01
156.79,157.68,158.09,156.79
158.40,159.02,159.85,157.88
158.86,157.91,159.45,157.41
157.92,157.64,159.08,156.55
157.23,158.61,159.20,157.23
160.25,160.60,161.40,160.06
160.26,159.90,161.00,159.80
158.71,160.07,160.40,158.01
160.43,161.31,161.74,160.36
162.09,163.15,163.30,161.80
163.15,163.30,163.77,162.65
163.00,162.87,163.59,162.31
163.07,163.12,163.59,162.55
162.42,161.90,163.07,161.84
161.90,162.06,162.35,161.80
161.99,160.98,162.33,160.66
160.98,159.59,161.32,159.04
159.82,161.02,161.31,159.53
160.35,160.87,160.89,159.61
160.44,159.08,160.79,158.74
159.10,158.98,159.76,158.57
158.28,159.08,159.88,157.95
159.61,160.16,160.50,158.98
159.51,158.35,160.38,158.09
157.50,157.08,157.97,156.97
156.50,156.59,157.41,156.30
156.85,156.98,158.26,156.60
156.95,159.04,159.57,156.95
159.12,159.86,160.36,159.00
159.85,158.04,159.99,157.88
157.08,155.87,157.32,155.39
155.49,156.49,157.04,155.37
156.60,156.95,157.59,155.75
157.59,159.62,160.24,157.39
159.36,158.95,159.88,158.94
159.85,159.68,160.70,159.45
160.41,159.84,160.87,159.51
159.68,157.54,159.96,157.54
157.85,155.92,158.32,155.92
156.16,157.09,157.99,155.93
155.92,153.95,156.44,153.92
155.00,154.30,155.30,154.07
156.13,155.65,156.43,154.66
156.08,155.38,156.08,154.90
153.89,155.08,155.58,153.83
155.14,155.43,155.63,153.16
154.08,152.71,154.50,152.70
154.59,153.75,155.50,153.75
154.74,154.95,155.86,154.50
156.42,156.47,156.77,155.65
156.49,156.78,157.08,156.28
156.57,156.00,157.00,155.90
157.58,157.17,157.94,156.69
156.50,156.69,157.37,156.43
156.77,157.12,157.65,156.27
156.75,155.76,157.18,155.34
155.59,155.41,156.31,154.44
151.92,149.50,153.69,149.02
148.86,149.33,150.80,148.70
148.64,148.71,149.00,147.70
148.85,151.11,151.72,148.32
151.44,151.45,151.69,150.71
151.00,151.57,151.73,150.33
152.53,151.34,152.81,151.03
150.79,150.12,151.78,148.94
150.93,150.40,151.54,150.11
151.85,151.01,153.24,150.92
150.89,149.26,151.22,148.90
148.48,148.89,150.00,148.16
150.00,151.24,151.40,149.89
150.00,148.48,150.00,148.26
147.24,148.52,148.71,146.07
148.00,147.40,148.56,147.08
147.66,148.28,148.51,147.32
147.43,149.24,149.31,146.36
148.63,148.31,148.92,147.88
146.20,145.87,147.55,145.28
144.51,143.35,144.87,143.34
143.52,142.09,145.32,141.92
137.12,138.58,142.09,134.00
141.86,137.64,142.06,137.39
140.00,142.72,142.79,138.53
143.75,143.90,144.95,141.33
143.02,144.21,144.32,142.80
143.00,142.14,143.83,142.02
139.48,138.50,140.49,137.94
140.54,141.24,141.24,139.24
141.94,141.74,142.90,141.31
139.94,139.84,140.67,139.16
142.05,143.43,143.55,141.52
144.86,140.86,145.35,140.57
141.00,140.78,141.91,140.15
140.61,141.26,141.33,139.77
141.52,140.81,141.58,140.03
141.56,143.60,143.84,141.04
143.51,144.20,144.46,143.21
143.81,142.95,145.55,142.52
141.17,139.62,141.30,139.21
140.50,140.04,141.08,139.35
138.27,138.02,138.51,137.25
138.53,137.66,138.90,136.86
136.63,137.58,138.03,135.39
139.62,139.56,140.12,138.57
138.30,138.38,139.70,138.30
138.62,141.55,142.16,138.43
142.52,141.77,143.23,140.50
142.21,140.80,142.50,139.58
139.08,143.20,143.30,138.57
144.30,146.32,146.60,143.63
145.99,145.79,146.64,145.40
146.74,147.54,148.54,146.13
146.65,149.48,149.56,146.59
149.56,149.90,150.65,149.30
150.26,150.06,150.56,149.54
148.91,149.11,150.00,148.73
149.00,148.32,149.66,148.18
149.64,149.19,149.88,148.02
149.77,148.70,149.78,147.48
147.97,148.00,148.42,147.23
147.45,149.11,149.67,147.13
149.50,149.82,151.39,148.90
151.34,156.00,157.04,150.65
156.54,155.79,157.19,154.50
156.06,156.54,156.76,155.64
156.00,156.73,157.00,155.08
156.49,158.08,158.33,156.20
157.75,157.61,157.91,156.88
157.80,157.21,158.68,157.21
157.51,159.92,160.09,157.34
159.48,158.75,159.80,158.67
159.00,158.91,159.48,158.61
159.38,158.99,159.58,158.27
158.02,159.26,159.26,157.73
158.67,157.47,158.67,156.75
157.23,157.59,157.64,156.43
157.86,159.05,159.49,157.54
157.78,156.30,158.29,156.16
156.00,155.65,156.92,155.60
155.61,158.21,158.26,155.61
158.36,157.03,158.53,156.52
156.18,157.39,157.50,156.08
157.63,158.38,158.51,156.71
158.68,158.95,159.84,158.34
158.90,158.65,159.77,158.16
157.37,157.75,158.34,156.89
158.06,157.63,158.47,157.63
157.51,157.99,158.49,156.94
158.10,156.58,158.47,156.57
156.41,156.90,157.67,156.17
156.88,155.70,157.25,155.51
156.56,154.38,156.90,153.71
154.79,158.22,158.39,154.57
157.53,157.75,158.00,156.81
156.44,156.79,157.86,155.68
156.17,156.05,158.24,154.94
155.73,157.52,158.69,155.59
155.55,154.83,156.40,154.42
155.29,157.63,157.77,154.34
151.99,148.13,153.02,147.08
148.15,149.95,150.54,147.74
150.15,148.85,150.86,148.83
148.21,146.92,148.60,146.76
147.58,147.48,148.33,146.69
148.12,148.97,149.49,147.28
149.69,151.16,151.58,149.52
150.82,151.19,151.80,150.58
151.13,151.22,151.77,150.27
152.20,152.89,153.26,152.00
152.79,151.91,153.70,151.73
151.73,150.64,152.12,150.63
148.05,146.82,148.32,145.40
146.82,147.46,147.50,145.61
145.59,144.49,145.76,143.42
142.52,140.97,143.13,140.63
141.36,140.49,142.50,140.22
140.97,140.46,141.43,139.41
141.36,140.86,142.15,139.13
140.89,138.72,142.19,138.54
139.74,141.18,142.44,138.86
138.30,138.69,140.10,137.21
140.10,138.39,140.80,137.41
136.95,136.96,137.75,134.64
136.96,137.76,138.67,136.15
140.14,139.52,140.43,138.08
138.96,137.57,139.37,137.53
141.79,144.78,145.02,140.33
144.95,145.55,147.97,144.05
146.16,147.32,147.84,145.22
148.24,151.00,151.00,148.00
149.33,148.73,149.79,148.10
147.59,147.87,148.28,146.05
149.36,152.52,152.85,148.96
152.42,153.44,154.38,151.78
153.20,153.47,153.88,151.82
151.63,153.90,154.43,151.01
152.95,154.74,155.76,152.45
154.43,152.45,155.49,152.12
149.91,150.67,152.00,149.00
150.67,153.96,154.07,150.67
155.00,155.53,155.90,154.26
156.00,156.62,157.13,155.60
156.35,156.78,156.97,155.97
157.00,156.45,157.09,155.87
156.45,157.70,158.48,156.45
157.63,156.17,157.69,155.17
154.84,157.22,157.62,153.64
157.54,158.99,159.00,157.01
159.15,158.27,159.50,158.08
158.01,156.87,159.12,156.82
158.75,159.59,159.70,157.61
158.88,159.41,159.88,158.54
159.41,159.38,159.69,158.51
159.46,160.07,160.29,158.92
159.98,160.57,160.57,158.17
159.40,160.20,160.61,159.35
160.50,160.09,160.78,159.52
160.77,159.89,160.80,158.28
161.14,161.88,162.05,160.65
161.61,161.81,162.77,161.00
160.16,162.41,162.50,159.35
161.96,162.89,163.30,161.52
163.16,163.75,164.36,162.84
164.15,165.33,165.33,163.90
165.05,164.84,165.31,164.41
164.50,164.91,165.50,164.39
164.60,164.27,164.99,163.46
163.68,164.46,164.54,163.05
164.93,166.28,166.65,164.58
164.93,164.39,164.99,163.12
165.37,166.75,167.22,165.16
166.75,166.63,167.50,166.50
165.63,167.53,167.74,164.79
167.11,166.40,167.49,165.92
165.18,165.81,166.55,164.65
165.34,166.81,167.08,164.84
165.88,167.16,167.23,165.25
167.71,166.63,167.99,166.10
167.12,166.59,167.96,166.57
167.01,168.03,168.40,166.93
168.47,168.59,168.90,167.71
169.00,168.16,169.00,167.88
168.32,168.78,169.00,168.20
168.47,169.55,169.87,168.39
169.92,169.65,170.77,169.07
170.14,168.94,170.45,168.62
168.97,168.66,169.70,168.41
169.09,168.66,169.76,167.85
168.00,168.38,168.51,166.64
167.50,166.18,167.79,164.97
166.99,167.76,168.38,166.10
166.85,167.00,168.77,166.20
166.98,167.38,167.78,166.50
167.30,168.34,168.50,166.94
167.39,167.97,168.07,166.66
166.37,167.16,167.70,166.29
167.46,167.77,168.33,167.19
167.84,168.89,169.05,167.00
168.59,168.52,169.05,167.69
169.23,170.26,170.39,169.00
170.20,169.77,171.27,169.57
169.86,170.15,170.63,168.76
170.05,168.32,170.38,167.82
168.50,169.55,169.90,168.43
169.57,167.81,169.94,167.09
166.50,166.82,167.93,165.76
165.37,165.11,166.06,163.17
165.25,165.01,166.47,164.93
165.28,166.11,166.56,164.52
167.16,168.63,168.79,166.70
169.00,169.99,170.36,168.75
170.01,168.91,170.77,168.53
168.91,168.89,169.03,168.28
169.32,168.32,169.75,167.66
167.78,168.69,168.93,167.09
168.71,168.04,168.71,167.27
168.05,168.38,168.66,167.51
168.85,170.08,170.59,168.59
170.25,170.91,171.49,170.22
170.95,171.42,171.93,170.65
170.50,170.13,171.47,169.40
169.27,168.56,169.30,167.88
168.45,167.13,168.64,167.11
167.29,167.61,167.81,166.60
167.95,167.80,168.86,167.47
167.35,169.93,170.39,166.62
169.99,168.94,170.00,168.42
170.90,171.23,172.80,170.53
171.18,171.37,171.97,171.06
171.83,171.23,172.60,170.99
172.71,174.11,174.15,172.46
168.87,169.12,171.54,168.40
167.78,167.19,167.83,165.16
168.14,169.59,169.67,167.96
171.02,171.52,171.85,170.36
172.06,175.12,175.14,172.06
175.14,175.54,176.08,174.91
174.86,175.63,175.78,173.51
175.20,175.16,175.47,174.06
175.09,174.87,175.64,174.13
175.87,177.12,177.79,175.82
177.41,178.01,178.47,177.19
178.75,179.16,179.63,178.03
179.22,179.21,179.67,178.69
180.15,180.90,181.32,179.88
181.50,181.40,181.84,180.56
181.44,181.11,181.70,180.75
181.11,181.24,181.65,180.29
181.73,181.42,182.27,181.32
181.29,180.26,181.56,179.70
180.42,180.44,180.53,179.36
180.20,179.63,180.42,178.92
177.17,177.66,178.99,176.14
177.41,178.27,178.94,177.41
177.65,177.98,178.37,177.03
178.11,178.36,178.82,177.62
177.08,178.29,178.54,177.08
178.58,178.36,178.62,177.24
178.72,178.38,179.13,177.97
178.96,177.81,179.42,177.64
178.25,178.57,179.01,177.37
178.90,178.58,179.02,178.27
178.37,178.39,178.90,177.94
178.12,178.82,178.85,177.85
179.08,181.00,181.10,178.88
181.47,180.27,181.47,179.90
181.00,180.56,181.39,180.46
180.12,179.25,180.33,179.21
178.67,179.87,180.09,178.32
179.70,179.18,179.70,178.58
178.66,179.61,179.78,178.08
179.18,179.07,179.59,178.37
179.61,179.77,180.54,179.28
179.41,179.41,179.96,179.01
179.09,179.58,180.32,179.05
180.19,179.41,181.25,178.92
179.86,180.50,180.70,179.28
180.72,180.15,181.02,179.59
179.49,179.24,179.77,178.58
179.31,179.98,180.17,178.80
180.53,180.81,181.49,180.09
180.56,180.46,181.28,179.88
180.04,179.75,180.54,179.54
179.19,180.10,180.21,178.94
178.89,175.64,179.00,175.64
175.00,178.10,178.40,174.69
176.83,176.07,177.60,175.95
175.96,175.62,177.35,175.20
175.53,176.59,177.00,175.36
175.88,175.06,175.95,174.39
176.05,176.72,177.95,176.05
177.71,177.60,178.50,177.33
177.88,179.59,179.80,177.50
179.83,179.85,181.66,179.65
179.40,177.39,179.70,177.19
176.85,175.95,176.91,175.80
175.61,176.30,177.03,175.58
176.78,177.59,177.98,176.69
177.48,175.37,177.63,174.87
176.58,176.23,177.15,176.09
175.33,175.04,175.95,174.40
174.59,171.68,174.97,171.20
171.66,172.39,172.56,171.34
171.93,171.64,172.32,170.60
171.90,171.33,171.94,170.04
171.84,171.14,172.75,170.94
170.24,169.68,170.47,168.69
169.60,169.72,170.18,168.89
168.87,170.02,170.31,168.46
170.99,170.33,171.39,170.30
170.54,170.21,171.09,169.94
171.68,169.95,171.91,169.84
170.80,169.91,170.94,169.66
169.57,169.86,170.34,168.99
168.11,169.50,169.56,167.72
172.65,171.27,173.44,170.90
169.47,166.23,169.89,165.11
165.69,166.51,167.79,165.41
166.87,165.76,166.95,165.28
166.55,165.77,167.18,165.14
166.46,165.30,166.54,165.18
165.40,164.25,165.81,163.85
164.70,165.73,166.37,163.91
166.14,166.83,167.64,165.26
167.21,166.48,167.85,166.42
168.15,169.74,169.89,167.98
169.90,171.03,172.05,169.78
165.84,170.39,171.00,165.84
170.16,174.28,174.67,169.79
174.05,175.08,175.13,173.73
175.23,172.91,175.51,171.90
173.16,174.24,174.25,171.91
173.13,172.01,173.23,171.57
172.01,172.77,173.25,172.01
172.51,172.96,173.28,172.29
171.42,171.52,171.98,170.72
171.67,171.91,172.08,171.28
172.08,172.25,172.75,171.76
172.21,173.49,173.99,172.21
173.56,172.50,173.77,172.28
172.54,172.77,173.29,172.15
172.20,171.74,173.19,171.59
171.64,172.63,172.74,171.45
172.53,172.43,173.69,172.24
172.63,171.62,172.95,171.09
171.82,171.80,172.03,171.23
