UPS,United Parcel Service,NASDAQ
85.59,85.41,85.86,84.91
84.98,85.27,86.29,84.70
85.82,85.72,86.04,85.29
86.31,86.42,86.92,86.21
87.02,87.09,87.30,86.62
86.97,86.48,87.46,86.47
86.92,87.05,87.65,86.87
86.88,86.61,87.48,86.27
86.34,86.16,86.48,85.84
86.68,87.54,87.72,86.63
88.00,88.35,88.78,87.85
88.64,89.73,91.04,88.64
89.63,90.24,91.03,89.42
91.25,91.45,91.78,91.06
86.59,86.12,87.50,85.49
85.63,85.48,86.31,85.45
85.50,85.98,86.06,85.25
86.42,86.65,86.79,86.25
86.72,87.85,88.31,86.62
87.91,88.08,88.09,87.39
87.82,87.61,88.13,87.41
87.71,87.51,88.00,86.65
87.85,86.98,88.06,86.90
86.91,86.83,87.19,86.30
86.44,86.99,87.11,86.25
86.75,86.81,87.05,86.63
86.93,86.41,87.22,86.30
86.38,86.80,87.64,86.38
87.37,88.04,88.49,87.36
87.65,87.92,87.99,87.39
87.63,87.86,88.27,87.60
87.82,87.95,88.69,87.73
87.68,87.88,87.98,87.36
88.18,88.12,88.48,87.81
88.12,87.81,88.28,87.56
87.48,87.77,87.93,87.40
87.86,87.71,88.00,87.37
87.48,87.45,87.79,87.34
86.29,85.96,86.32,85.39
85.84,86.05,86.48,85.83
85.81,86.08,86.25,85.74
86.10,86.30,86.75,85.91
86.26,86.09,86.60,85.90
86.10,86.96,87.30,85.99
86.92,87.17,87.44,86.87
87.15,87.20,87.94,87.15
86.47,85.84,86.57,85.60
85.81,85.64,86.08,85.59
85.48,85.71,86.57,85.34
85.76,85.58,85.93,85.18
86.23,85.96,86.50,85.70
86.07,86.55,87.00,85.88
86.54,86.81,87.26,86.45
87.06,86.76,87.38,86.06
86.92,87.13,87.27,86.84
87.58,88.07,88.20,87.46
88.09,88.75,88.91,87.93
88.86,88.59,89.27,88.50
88.77,88.66,88.99,88.44
89.92,89.59,90.41,89.52
89.62,89.89,90.20,89.25
89.99,90.97,91.10,89.75
90.95,91.70,92.05,90.81
91.72,91.55,92.12,91.43
91.52,91.29,91.59,90.36
91.20,91.26,91.99,91.04
91.19,91.00,91.54,90.66
91.18,91.80,91.80,91.07
91.50,91.25,91.70,90.75
90.69,91.37,91.87,90.45
91.43,91.80,91.85,91.37
91.26,91.28,91.44,90.82
91.09,90.10,91.15,89.80
90.16,91.00,91.08,89.64
90.21,90.03,90.54,89.53
89.88,88.93,90.16,88.90
89.18,88.70,89.25,88.45
89.38,90.28,90.32,88.91
90.21,90.77,90.80,90.21
90.34,90.36,90.68,90.15
90.38,90.28,91.56,90.18
90.56,91.33,91.47,90.50
91.21,91.92,92.01,91.03
92.31,93.00,93.01,91.94
93.10,93.78,93.94,92.93
93.96,93.77,94.84,93.65
93.52,93.95,94.03,93.22
94.18,94.49,95.40,94.18
96.67,95.61,97.00,94.16
95.45,97.77,98.78,95.45
97.82,98.31,98.41,96.66
98.21,98.28,98.79,98.01
97.85,98.24,98.99,97.34
98.28,98.22,98.82,97.75
98.77,99.88,99.90,98.64
99.36,100.30,100.67,99.01
100.31,99.10,100.59,98.78
99.52,98.59,99.93,98.54
98.48,99.62,99.87,98.47
99.51,99.28,99.80,99.09
98.94,99.82,100.08,98.76
99.24,101.04,101.06,99.15
100.77,100.97,101.56,100.27
101.10,100.94,101.37,100.35
101.21,101.28,101.75,100.97
101.18,100.72,101.36,100.50
100.84,100.13,100.94,100.11
100.36,101.13,101.27,100.20
101.44,101.98,102.00,100.86
102.20,101.22,102.23,101.19
101.32,102.29,102.35,101.32
102.30,102.54,102.82,102.02
102.70,102.38,103.04,102.37
102.14,102.33,102.90,102.13
102.45,101.90,102.78,101.49
101.87,101.72,102.24,100.75
101.46,101.63,102.08,101.46
102.38,102.43,102.92,101.94
103.02,102.34,103.04,101.97
102.15,101.73,102.41,101.55
101.95,100.87,102.08,100.67
100.76,100.95,101.49,100.76
101.05,101.38,101.77,100.65
101.64,102.13,102.40,101.63
102.23,101.98,102.60,101.69
102.13,102.98,103.04,101.24
102.73,103.18,103.24,102.40
103.23,103.33,104.56,103.00
103.80,103.96,104.07,103.45
104.13,104.46,104.50,103.92
104.35,104.67,104.90,104.04
105.00,104.72,105.09,104.58
104.95,104.92,105.06,104.59
104.94,105.08,105.37,104.67
104.63,103.32,104.91,102.82
103.48,103.09,103.94,103.05
103.53,101.75,103.67,101.23
101.84,102.08,102.89,101.80
102.12,102.00,102.28,101.41
102.27,102.12,102.54,101.53
102.27,102.52,102.64,101.33
101.64,100.23,102.53,100.03
100.36,100.93,100.99,99.63
101.22,101.05,101.44,100.71
100.78,100.49,101.07,100.10
97.51,99.91,100.31,97.00
100.46,98.57,100.59,97.54
99.26,98.99,99.36,98.50
98.39,97.94,98.54,97.61
97.58,96.33,97.69,96.28
96.14,95.17,96.62,95.01
95.31,95.81,95.81,95.17
95.52,95.33,96.00,94.95
96.72,95.78,97.00,95.65
94.47,95.23,95.97,94.02
95.10,93.62,95.92,93.52
94.14,93.89,94.23,93.19
93.85,93.76,94.33,93.50
94.15,94.74,94.93,94.01
95.30,95.37,95.60,94.57
95.25,94.73,95.46,94.46
94.71,96.16,96.47,94.71
96.15,96.03,96.76,95.87
95.69,96.56,96.74,95.44
96.45,97.24,97.37,96.29
97.15,96.49,97.91,96.18
96.03,95.18,96.37,95.03
94.85,95.67,96.24,94.12
95.95,96.11,96.73,95.79
96.21,95.95,97.00,95.92
95.99,95.45,96.19,95.25
95.50,95.20,95.85,94.91
95.07,95.55,95.64,94.90
95.42,95.77,96.34,95.05
95.26,95.78,95.80,94.81
96.45,96.98,97.20,96.43
97.00,97.08,97.38,96.80
97.37,97.86,97.99,97.16
98.26,98.22,98.80,98.00
98.20,98.74,98.75,98.00
99.00,98.31,99.07,98.12
98.00,98.52,98.59,97.49
98.82,97.10,98.93,96.58
97.08,96.27,97.23,96.08
96.80,96.99,97.35,96.75
96.85,97.41,97.82,96.85
97.54,96.95,97.99,96.38
96.79,96.91,96.95,96.23
97.72,96.86,98.05,96.64
97.07,97.34,97.46,96.33
97.60,97.65,98.01,97.32
98.00,96.75,98.24,96.72
96.85,97.05,97.09,96.25
97.15,97.34,97.78,97.08
97.59,97.38,97.76,97.08
97.74,97.34,97.80,97.09
97.46,97.97,98.25,97.40
98.07,98.52,98.82,97.98
98.89,98.10,99.41,97.74
98.35,97.36,98.43,97.34
97.11,97.42,97.81,96.82
97.51,97.85,98.11,97.16
97.95,96.63,98.13,96.43
96.42,96.27,96.90,96.19
96.85,96.09,97.09,95.74
96.40,95.78,96.58,95.45
96.40,97.35,97.37,95.90
97.05,98.00,98.12,96.80
98.24,98.90,98.98,97.92
99.15,99.00,99.39,98.80
98.99,99.24,99.85,98.78
99.10,98.64,99.79,98.50
98.34,97.40,98.74,97.20
97.80,98.26,98.48,97.44
98.32,98.01,98.71,97.94
98.17,98.50,98.80,97.92
98.50,98.11,98.60,97.85
98.08,98.56,99.18,98.02
98.27,97.95,98.29,97.60
97.70,97.38,97.93,97.34
97.81,98.83,98.88,97.60
98.80,98.99,99.45,98.65
99.07,99.76,99.99,98.87
100.00,101.51,101.51,99.94
101.75,102.51,102.72,101.66
102.39,102.04,102.39,101.43
101.34,100.46,101.60,100.20
100.62,101.33,101.40,100.48
101.06,101.39,101.61,101.05
101.33,100.53,101.58,100.21
100.69,101.74,101.77,100.69
101.63,101.66,101.78,101.33
101.64,102.73,102.94,101.56
102.96,103.17,103.48,102.93
103.47,103.41,103.77,103.24
103.93,104.06,104.18,103.43
104.00,103.88,104.15,103.72
104.13,104.08,104.30,103.60
103.91,103.43,104.16,103.07
103.39,102.97,103.50,102.60
103.33,103.62,103.64,102.97
103.74,103.59,103.85,103.43
103.40,103.49,104.03,103.34
103.15,102.91,103.35,102.60
102.58,102.50,103.03,102.30
102.44,100.89,102.53,100.84
100.99,101.03,101.51,100.80
100.90,101.18,101.32,100.53
101.01,101.61,101.70,100.52
102.62,102.79,102.98,101.70
102.71,102.37,102.97,102.14
102.42,102.50,102.83,102.34
102.73,102.46,102.88,101.64
102.12,101.73,102.79,101.71
101.68,102.41,102.57,101.51
102.29,102.64,102.75,101.63
102.56,102.71,102.90,102.30
102.56,102.66,102.89,102.13
103.40,102.85,103.50,102.65
102.70,103.55,103.56,102.70
103.72,103.88,103.96,103.55
103.94,103.24,103.95,102.95
103.12,102.90,103.12,102.07
103.28,102.98,103.32,102.52
102.16,102.09,102.45,101.94
102.11,102.53,102.90,102.05
102.90,103.45,103.72,102.84
103.47,104.29,104.37,103.23
104.45,104.52,105.09,104.25
103.98,102.65,104.23,102.53
102.99,103.82,103.82,102.84
103.55,104.06,104.47,103.40
104.27,104.48,105.04,104.21
104.53,104.34,104.79,104.26
104.20,104.09,104.56,103.85
103.76,103.57,104.25,103.44
103.41,102.66,103.44,102.00
99.58,98.86,99.75,98.85
99.25,99.35,99.76,98.19
98.42,97.09,98.86,97.02
96.67,97.03,97.39,96.12
97.25,97.18,97.61,96.40
96.86,96.51,97.50,96.13
95.91,95.73,96.00,95.23
95.81,95.05,96.40,94.92
95.35,95.94,96.05,94.87
96.41,96.07,96.57,95.99
96.07,96.41,96.74,95.99
96.55,96.62,97.05,96.40
96.28,96.07,96.31,95.72
96.76,96.85,97.03,96.06
97.30,97.62,97.79,97.17
98.02,98.27,98.56,97.80
98.14,98.80,99.08,98.14
98.86,98.41,99.16,98.30
98.31,97.77,98.49,97.53
98.28,97.90,98.31,97.72
97.92,97.42,97.97,97.38
97.39,97.38,97.70,96.99
96.99,97.44,97.53,96.94
97.76,97.33,97.93,97.11
97.63,97.95,98.29,97.50
98.08,97.97,98.48,97.75
97.96,98.47,99.07,97.93
98.45,98.86,98.91,98.06
98.67,98.42,98.95,98.14
98.27,97.71,98.34,97.50
97.56,97.62,97.80,97.25
96.90,97.94,98.29,96.90
98.10,98.05,98.41,97.79
98.03,97.62,98.03,97.15
98.09,97.96,98.41,97.40
98.76,99.39,99.88,98.65
99.58,99.63,99.98,99.48
100.04,99.44,100.39,99.44
99.16,98.14,99.25,98.00
98.03,97.32,98.43,97.25
97.16,98.08,98.21,97.14
97.96,96.53,97.96,96.51
96.92,97.48,97.66,96.53
96.74,97.34,97.39,96.54
97.33,98.29,98.96,97.25
98.44,96.92,98.48,96.75
97.03,97.14,97.38,96.18
97.68,98.79,99.08,97.58
99.27,98.56,99.92,98.41
97.97,96.43,97.97,96.41
96.73,98.14,98.20,96.05
98.24,96.53,98.24,96.37
96.45,95.78,97.22,95.61
95.86,94.67,96.57,94.62
95.45,95.80,96.56,95.06
95.01,96.45,96.83,94.05
95.35,95.63,96.68,95.02
96.40,97.26,97.54,96.21
96.87,98.08,98.08,96.87
98.89,100.75,100.91,98.69
100.73,99.06,100.75,99.01
100.03,100.48,101.24,100.03
102.95,100.59,103.24,100.40
100.53,102.25,102.39,100.22
102.50,102.90,103.01,102.31
102.93,102.62,103.45,101.51
102.01,103.29,103.79,101.91
104.60,104.91,105.84,104.56
104.91,105.64,105.72,104.66
105.73,107.08,108.00,105.72
107.94,107.54,108.07,106.82
107.78,108.29,108.39,107.33
108.50,108.33,108.60,107.77
108.33,109.05,109.30,107.93
109.24,108.76,109.40,108.38
108.44,108.62,108.74,107.76
108.61,107.79,108.85,106.18
107.93,106.83,107.98,106.48
106.75,106.47,106.98,106.24
106.82,106.03,106.91,105.97
105.83,105.64,106.18,105.38
105.34,106.71,107.34,105.16
107.61,107.35,108.55,107.17
107.65,107.26,107.98,107.24
107.23,107.12,107.68,106.96
107.13,106.98,107.39,106.72
109.20,109.92,111.09,108.80
110.30,109.79,111.32,109.06
110.33,110.41,111.16,110.04
110.78,110.90,111.22,110.31
110.78,110.43,110.78,109.70
110.63,110.98,111.25,110.37
111.10,110.21,111.10,110.01
109.27,110.03,110.09,108.62
110.19,110.06,111.24,109.35
110.44,110.63,111.57,110.13
110.35,110.00,111.22,109.95
110.17,110.75,111.50,110.06
110.27,109.83,111.40,109.83
108.82,108.55,109.00,106.47
109.73,110.93,111.10,109.31
110.80,110.96,111.99,110.37
111.37,112.00,112.00,111.01
112.09,112.45,113.10,112.09
112.82,112.41,113.07,112.41
112.44,111.93,112.58,111.80
111.78,112.45,112.66,111.48
112.30,112.14,112.91,111.74
112.45,111.17,112.70,111.07
111.27,110.38,111.65,109.40
109.99,108.17,109.99,107.96
108.17,107.46,108.87,106.52
108.26,108.46,108.77,107.59
109.29,110.41,110.63,109.29
110.43,109.60,110.65,109.12
109.92,109.64,110.60,109.10
110.49,110.11,111.87,109.43
109.02,109.37,109.68,108.44
109.37,109.29,110.36,109.04
109.30,110.30,110.34,108.46
110.87,111.31,111.62,109.84
111.12,111.68,112.32,110.79
112.46,114.25,114.40,111.90
103.70,102.93,104.98,102.70
101.70,102.35,102.50,99.60
100.56,100.85,101.94,100.56
101.16,99.30,101.91,99.20
99.26,100.42,100.70,98.29
99.54,98.84,101.27,98.81
99.00,100.13,100.26,98.34
100.89,100.57,101.64,99.24
100.07,100.53,101.26,99.84
100.99,101.46,102.24,100.70
101.13,100.67,101.56,100.32
100.32,100.46,100.98,99.87
100.84,101.08,101.31,100.15
101.10,100.91,101.77,100.52
100.87,101.41,101.68,100.56
101.17,101.79,101.97,101.10
101.90,102.51,102.82,101.66
102.51,102.62,102.80,102.05
102.06,101.70,102.46,101.64
101.49,101.96,102.05,100.95
102.09,101.77,102.09,101.45
101.75,102.32,102.42,101.64
102.45,101.96,102.58,101.75
101.68,101.86,102.18,101.50
101.81,101.73,102.44,101.70
101.73,101.93,102.37,101.48
101.38,101.50,101.91,101.19
101.00,100.42,101.35,100.30
100.67,100.72,100.95,100.32
100.38,100.62,101.22,100.17
100.78,100.55,101.46,100.50
100.00,99.47,100.42,99.46
99.51,98.72,99.93,98.70
99.26,99.67,99.75,99.07
99.46,98.53,99.73,97.85
98.71,100.26,100.40,98.62
99.77,99.60,100.20,99.56
98.91,100.26,100.57,98.40
100.09,99.91,100.59,99.88
100.29,100.25,100.69,99.96
100.17,99.88,100.47,99.88
99.74,99.26,100.08,99.10
99.35,97.46,99.53,97.39
97.17,96.64,97.19,96.40
96.74,96.59,96.88,96.32
97.08,97.27,97.72,96.96
97.09,96.94,97.51,96.78
96.49,96.54,97.01,95.67
97.00,96.47,97.00,96.23
96.00,96.84,97.11,95.82
97.30,96.68,97.90,96.56
96.65,96.67,96.76,96.02
96.42,96.70,96.96,95.92
96.80,96.79,97.12,96.42
96.48,96.15,97.14,96.13
96.10,96.55,96.80,95.80
96.66,96.62,96.92,96.20
96.29,96.14,96.74,96.08
95.51,95.38,95.86,94.88
95.81,97.46,98.03,95.81
97.63,97.61,97.98,97.16
97.61,98.14,98.27,97.13
97.56,98.22,98.60,97.50
98.49,98.10,98.51,97.75
98.04,97.43,98.36,97.24
99.20,100.77,101.77,98.71
101.41,101.25,101.98,100.80
100.94,100.53,101.30,100.08
100.95,101.38,101.42,100.29
101.32,101.43,101.96,101.13
101.01,100.11,101.34,99.92
100.40,99.22,100.66,98.58
99.30,99.64,100.23,99.28
100.42,100.36,101.35,100.27
100.36,100.53,100.87,100.23
100.23,99.97,100.37,99.68
99.63,99.43,100.14,99.16
99.41,100.67,101.32,99.40
102.03,102.13,102.57,101.68
101.75,101.91,102.24,101.33
102.15,102.08,102.84,101.70
102.20,101.96,102.50,101.64
101.92,102.05,102.45,101.62
102.27,101.43,102.27,101.18
101.40,100.52,101.42,100.19
100.52,100.92,101.14,99.98
100.60,99.87,100.93,99.76
99.75,99.22,99.76,98.78
99.77,99.48,100.12,98.89
98.94,99.43,100.00,98.57
99.85,100.60,101.40,99.50
100.05,100.10,100.68,99.90
100.15,100.51,100.70,99.77
100.52,99.27,100.58,99.21
99.16,99.62,100.19,99.02
99.94,100.46,100.82,99.60
100.81,101.00,101.16,100.46
100.49,100.06,100.97,99.69
99.62,99.96,100.17,99.00
99.93,100.35,100.47,98.82
99.91,100.42,100.70,99.50
100.49,101.40,101.68,100.49
101.08,100.84,101.36,100.46
101.16,101.39,101.68,101.03
101.29,100.75,101.68,100.59
100.70,99.39,100.80,99.01
99.37,98.94,99.76,98.86
99.43,99.35,99.71,99.03
98.71,97.31,99.00,97.24
98.26,96.91,98.26,96.81
97.52,96.94,97.94,96.52
97.22,97.20,97.36,96.80
96.58,96.66,97.42,96.15
96.96,97.50,97.53,96.10
96.82,95.49,96.91,95.28
96.58,95.75,96.82,95.72
97.01,96.96,97.32,96.63
97.62,97.76,97.94,97.06
97.90,97.87,98.11,97.27
97.91,97.18,97.96,96.99
97.87,97.48,97.98,97.37
97.17,97.60,98.12,97.06
97.60,97.59,97.87,97.30
97.63,97.96,98.64,97.57
98.43,97.23,98.63,96.83
97.65,96.11,97.65,95.82
96.07,94.75,96.07,94.52
94.50,95.12,95.23,94.15
97.89,99.94,100.47,97.83
100.36,100.89,101.95,100.21
100.40,101.40,101.54,100.27
101.91,102.36,102.76,101.57
102.49,102.75,103.15,101.90
102.92,102.64,103.12,102.23
103.05,102.94,104.07,102.94
103.12,102.43,103.22,102.20
102.33,102.14,102.40,101.50
102.77,103.43,103.48,102.77
102.63,102.99,103.47,102.53
102.56,102.82,103.12,101.55
101.95,101.84,102.39,101.50
101.74,102.73,102.76,101.38
102.24,102.90,102.92,101.54
102.98,102.76,102.98,102.34
102.36,102.31,103.00,101.70
101.38,101.05,101.96,101.05
100.16,99.14,100.88,98.72
94.72,95.51,97.45,94.00
97.55,94.46,97.91,94.41
95.61,96.63,96.77,93.64
97.49,99.15,99.24,97.40
98.63,98.64,99.09,97.89
98.28,97.65,98.30,97.50
95.81,95.20,96.76,94.80
96.29,96.71,96.73,95.18
97.19,96.77,97.45,96.42
95.19,95.30,95.91,94.65
96.83,97.93,97.98,96.34
98.65,97.05,98.86,96.89
97.05,96.82,97.54,96.48
96.47,97.18,97.19,96.19
97.26,97.01,97.39,96.52
97.90,100.52,100.80,97.66
99.95,100.08,100.31,98.95
100.37,100.62,101.79,99.86
99.91,98.32,99.95,98.08
98.49,99.65,99.72,98.24
98.49,98.51,99.28,98.05
98.35,97.57,98.49,97.57
97.19,97.50,97.94,96.56
98.08,98.76,99.53,97.68
97.92,97.27,98.48,97.19
97.24,98.14,98.31,96.93
98.95,98.69,99.30,97.98
99.00,98.58,99.11,97.82
97.06,99.38,99.38,96.96
99.75,101.53,101.99,99.75
101.90,101.43,101.94,100.81
101.99,102.24,102.98,101.44
102.21,103.38,103.54,102.07
103.38,103.68,104.18,103.29
103.58,104.41,104.41,103.35
103.65,103.30,104.59,103.28
103.35,102.86,103.64,102.55
103.35,103.80,103.98,102.92
104.06,103.95,104.19,103.34
103.55,104.26,104.32,103.55
103.99,104.56,104.77,103.85
104.82,105.26,106.42,104.82
105.81,106.43,106.62,105.65
107.25,106.80,107.25,105.47
106.94,106.18,107.32,105.96
102.79,103.10,104.56,101.96
103.19,102.63,103.40,101.77
102.77,103.47,103.62,102.39
103.47,103.02,103.77,102.93
103.01,104.57,104.73,103.00
104.28,104.48,105.03,103.73
104.64,104.00,104.76,103.72
104.12,104.23,104.65,103.71
103.77,104.99,105.03,103.37
104.50,104.01,104.77,103.50
103.98,104.34,104.92,103.59
104.59,104.80,105.37,103.95
103.49,102.60,103.65,102.45
103.14,101.78,103.14,101.43
101.71,103.14,103.18,101.64
103.35,103.14,104.24,102.82
103.22,103.68,103.86,102.60
104.00,104.10,104.69,103.64
104.58,104.10,105.00,103.94
104.13,103.59,104.59,103.27
103.07,103.40,103.74,102.67
103.36,103.49,103.65,103.04
103.79,104.18,104.41,103.71
104.05,103.01,104.40,103.00
103.46,104.38,104.50,103.15
103.73,103.30,103.93,103.04
103.44,102.29,103.73,101.90
102.44,103.26,103.39,102.21
103.00,102.45,103.26,101.92
101.71,101.16,101.99,100.80
101.12,100.46,101.94,100.09
100.55,100.45,101.41,100.37
98.80,97.46,99.00,97.26
97.46,97.87,97.91,95.82
98.54,98.90,99.57,98.12
99.59,100.51,100.86,99.18
102.40,100.00,102.46,99.98
98.92,98.00,99.09,96.90
98.51,96.89,98.80,96.34
97.55,98.00,98.30,96.61
97.48,97.24,97.69,96.88
96.99,97.34,97.71,96.69
97.15,97.00,97.27,96.30
97.31,97.72,97.86,97.16
97.50,97.09,97.71,97.03
96.90,96.23,97.06,96.01
95.34,94.84,95.40,94.06
94.84,95.78,96.10,94.52
94.89,94.42,95.54,94.10
93.03,92.60,93.97,92.27
92.84,91.39,93.00,91.21
91.78,91.66,91.94,90.71
91.66,93.00,93.10,91.66
93.32,90.61,93.77,90.10
90.81,91.15,91.89,89.60
89.57,90.04,90.11,88.42
90.84,90.35,91.45,89.58
89.06,88.70,89.40,87.30
88.81,89.07,90.19,87.92
90.27,89.90,90.69,89.31
89.97,89.42,90.26,89.16
89.92,90.93,91.32,89.88
91.01,90.87,92.14,90.37
90.97,91.00,91.61,90.26
91.63,93.20,93.25,91.63
92.04,94.08,94.50,92.04
95.11,94.69,96.00,94.01
95.23,95.33,95.73,93.97
95.33,96.25,97.00,95.17
95.87,95.37,96.68,95.08
94.39,97.30,97.42,94.32
96.35,97.53,98.91,96.31
97.54,96.12,98.00,95.89
94.60,95.09,95.70,94.22
96.25,97.25,97.32,95.91
97.91,98.56,99.02,97.51
98.81,98.30,99.50,98.28
97.82,97.46,98.05,97.24
97.22,97.37,97.49,96.49
97.37,98.02,98.91,97.37
97.11,96.97,97.22,96.01
96.19,96.87,97.03,95.33
97.16,97.72,97.85,96.48
97.97,97.44,98.52,97.41
97.44,96.55,97.71,96.51
97.43,98.36,98.45,97.03
98.09,98.77,98.97,98.07
98.44,99.62,99.77,98.35
99.55,100.40,101.22,99.51
99.96,101.30,101.37,99.77
100.54,100.62,101.64,100.37
99.50,99.56,100.15,98.89
100.06,99.87,100.06,98.85
100.17,100.82,101.10,100.17
100.56,101.29,101.60,100.48
100.97,101.42,101.54,100.59
101.20,101.67,102.13,100.70
103.13,103.75,104.38,102.60
103.90,104.99,105.41,103.83
104.62,105.15,105.47,104.43
104.46,104.86,105.32,104.31
104.74,104.88,105.21,104.56
104.33,105.43,105.49,104.31
105.38,105.06,105.57,104.88
104.92,106.10,106.30,104.62
106.36,105.73,106.61,105.67
105.65,105.47,105.90,105.26
104.92,104.95,105.32,104.41
105.04,104.88,105.74,104.65
104.40,103.92,104.74,103.74
104.02,104.67,104.83,103.47
103.89,103.99,104.45,103.41
104.48,104.31,105.32,104.04
104.61,103.86,105.31,103.80
104.07,105.23,105.63,104.00
105.57,105.54,106.16,105.47
105.62,105.08,105.98,104.80
105.28,105.54,105.98,105.13
105.51,106.18,106.26,105.08
106.26,106.84,107.01,106.17
106.95,106.17,107.21,106.14
105.80,104.99,106.07,104.93
105.40,105.52,106.00,105.19
105.09,105.07,105.31,104.42
105.33,106.23,106.35,105.31
106.28,106.46,106.83,105.45
105.10,104.91,106.54,104.06
104.63,105.07,105.44,104.37
105.32,104.76,105.60,104.58
104.18,104.38,104.58,103.16
103.64,103.11,104.00,103.00
103.30,102.14,103.43,101.99
102.38,102.11,102.66,100.64
102.28,102.69,102.88,102.00
102.69,103.65,103.67,102.69
103.83,102.45,104.07,102.45
102.12,101.79,102.37,100.72
101.67,100.66,102.15,100.13
100.82,101.65,101.95,100.68
101.58,101.09,102.35,100.72
100.84,101.30,101.83,100.05
100.75,101.29,101.86,100.46
101.63,101.51,102.40,101.34
101.78,101.09,101.80,101.01
101.50,101.98,102.35,101.48
102.15,102.30,102.67,102.15
102.55,102.45,102.80,102.20
102.81,102.98,103.32,102.61
103.38,103.09,103.62,102.84
103.08,102.89,103.10,102.33
102.74,103.05,103.20,102.69
102.62,103.12,103.25,101.95
103.00,103.11,103.92,102.81
103.25,103.87,104.47,103.11
103.90,104.69,104.95,103.81
104.18,104.97,105.10,104.11
104.33,104.52,104.54,103.82
104.45,103.64,104.74,103.61
103.64,103.73,104.03,103.09
104.14,103.89,104.67,103.86
103.45,104.21,104.34,102.91
104.25,105.02,105.06,104.10
105.32,106.10,106.70,105.31
106.33,106.67,106.95,105.93
106.53,105.95,106.77,105.47
106.77,107.22,107.58,106.64
104.62,104.41,105.57,103.79
103.40,103.77,103.88,102.53
104.45,104.69,105.05,103.70
105.51,106.34,106.68,105.31
106.74,107.72,107.74,106.13
107.60,108.36,108.56,107.34
108.20,108.45,108.51,107.54
108.31,107.72,108.49,106.68
107.69,107.85,108.21,107.53
108.45,109.52,109.85,108.44
109.09,110.01,110.31,109.07
110.50,110.29,110.74,109.87
110.33,110.79,110.90,109.98
111.37,111.50,111.83,110.99
111.80,111.03,111.80,110.71
111.03,110.90,111.38,110.62
110.60,110.64,110.79,110.28
110.70,110.59,110.95,110.33
110.37,109.89,110.50,109.59
109.77,110.36,110.47,109.57
110.20,110.10,110.42,109.91
110.25,110.37,110.43,109.82
110.11,108.80,110.48,108.66
108.27,108.73,109.01,108.21
107.00,108.10,108.44,105.96
108.14,108.01,108.56,107.63
107.91,107.46,108.13,106.92
107.40,108.29,108.37,107.40
108.39,107.84,109.00,107.78
108.07,108.79,108.91,107.94
109.09,108.96,109.41,108.56
109.07,109.65,110.00,109.00
109.62,109.88,110.00,109.39
109.94,110.90,111.03,109.90
109.97,109.91,110.06,109.62
110.04,109.85,110.75,109.81
109.34,109.81,109.97,109.34
109.81,110.24,110.31,109.52
110.03,110.49,110.52,109.97
110.42,110.57,110.74,110.08
110.38,109.83,110.38,109.67
109.83,109.44,110.24,109.40
109.46,109.64,109.77,109.06
109.69,109.33,109.69,109.02
109.22,108.95,109.82,108.59
109.25,109.12,109.37,108.91
109.29,109.38,109.58,109.04
109.06,109.22,109.41,108.68
109.51,109.50,110.00,109.14
110.29,109.59,110.42,109.19
109.52,109.50,109.53,108.76
109.38,109.48,109.66,109.03
109.23,108.94,109.46,108.94
108.44,107.63,109.00,107.61
107.35,108.55,108.90,107.11
107.74,106.86,107.77,106.53
106.07,106.86,107.34,106.07
106.63,107.08,107.32,106.41
106.62,106.86,107.20,106.16
107.16,107.12,107.72,106.95
107.59,108.35,108.72,107.59
109.16,109.66,109.90,108.67
110.02,109.67,110.72,109.51
109.53,109.21,109.93,109.20
109.09,108.84,109.28,108.63
108.86,110.01,110.23,108.51
109.76,109.25,109.79,108.66
109.36,108.21,109.54,108.20
108.82,109.36,109.79,108.63
109.36,109.18,109.36,108.31
109.19,108.52,109.41,108.22
108.52,109.16,109.53,108.39
108.91,109.12,109.46,108.65
109.04,108.80,109.36,108.48
109.28,109.05,109.61,108.96
108.90,108.70,109.43,108.30
109.03,108.74,109.06,108.44
108.19,108.30,108.72,107.36
108.71,108.42,109.06,108.41
108.31,108.03,108.77,107.91
108.45,108.13,108.97,108.05
108.23,108.05,108.53,107.80
107.91,107.40,107.91,107.19
106.74,107.16,107.22,106.39
107.82,108.45,108.52,107.75
108.41,107.84,108.73,107.78
107.60,108.61,109.04,107.59
109.25,108.08,109.25,105.87
108.30,107.70,108.46,106.99
108.08,107.76,108.20,107.53
108.02,106.84,108.03,106.16
106.92,106.90,107.42,106.60
107.22,107.48,108.17,106.68
107.39,106.94,108.05,106.89
107.96,109.80,109.80,107.96
109.61,112.03,112.88,109.51
110.33,112.70,112.70,110.24
112.91,113.31,114.11,112.82
113.13,114.23,114.31,113.00
114.51,112.91,114.75,112.84
113.02,113.18,113.33,112.15
113.18,112.81,113.39,112.36
112.92,113.49,113.56,112.51
113.73,114.09,114.31,113.25
114.09,114.70,114.73,113.62
114.94,114.63,115.00,114.40
114.85,115.68,115.75,114.85
115.79,116.26,116.39,115.77
116.26,115.69,116.47,115.45
115.94,116.28,116.48,115.77
116.46,115.92,116.96,115.92
116.04,116.43,116.76,115.88
116.69,116.35,117.01,116.00
116.91,116.56,116.95,116.36
116.50,116.54,116.72,116.03
