OCC,Optical Cable Corporation - Common Stock,NASDAQ
4.15,4.10,4.15,4.07
4.05,4.23,4.30,4.00
4.13,4.05,4.68,4.02
4.13,4.23,4.28,4.06
4.28,4.47,4.47,4.15
4.55,4.26,4.55,4.24
4.32,4.43,4.43,4.23
4.19,4.17,4.19,4.17
4.17,4.22,4.36,4.15
4.22,4.22,4.22,4.22
4.14,4.30,4.30,4.09
4.09,4.25,4.30,4.09
4.39,4.39,4.39,4.39
4.39,4.39,4.39,4.39
4.26,4.34,4.40,4.22
4.47,4.20,4.47,4.08
4.27,4.38,4.38,4.27
4.35,4.14,4.35,4.14
4.21,4.21,4.21,4.21
4.28,4.39,4.43,4.25
4.25,4.20,4.31,4.20
4.17,4.20,4.20,4.16
4.21,4.25,4.46,4.21
4.33,4.30,4.35,4.24
4.25,4.25,4.25,4.25
4.25,4.27,4.44,4.25
4.29,4.40,4.40,4.29
4.34,4.48,4.50,4.13
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.29,4.26,4.29,4.26
4.31,4.44,4.50,4.14
4.44,4.50,4.50,4.30
4.36,4.39,4.39,4.36
4.30,4.33,4.33,4.30
4.43,4.16,4.43,4.15
4.21,4.30,4.30,4.19
4.20,4.22,4.31,4.20
4.29,4.30,4.30,4.29
4.27,4.31,4.38,4.20
4.27,4.30,4.43,4.27
4.35,4.30,4.37,4.30
4.46,4.39,4.46,4.28
4.32,4.18,4.32,4.18
4.24,4.24,4.24,4.22
4.20,4.15,4.20,4.15
4.20,4.25,4.33,4.18
4.42,4.26,4.42,4.20
4.46,4.31,4.46,4.23
4.33,4.40,4.40,4.33
4.33,4.28,4.33,4.28
4.32,4.30,4.47,4.26
4.33,4.40,4.41,4.33
4.38,4.38,4.38,4.26
4.48,4.40,4.48,4.40
4.33,4.32,4.33,4.30
4.44,4.41,4.48,4.41
4.49,4.41,4.58,4.41
4.25,4.14,4.26,4.13
4.16,4.37,4.37,4.16
4.22,4.19,4.22,4.18
4.24,4.16,4.25,4.16
4.17,4.07,4.17,4.07
4.16,4.06,4.16,4.05
4.08,4.34,4.34,4.06
4.24,4.06,4.24,4.05
4.05,4.03,4.28,3.81
4.09,4.14,4.14,4.09
4.09,4.00,4.09,4.00
4.16,4.00,4.16,4.00
4.00,4.07,4.07,4.00
4.19,4.12,4.19,4.00
4.05,4.20,4.20,4.00
4.05,4.17,4.17,4.05
4.09,3.89,4.16,3.88
3.84,4.03,4.03,3.75
3.98,3.87,4.07,3.87
3.75,3.77,3.90,3.75
3.88,4.04,4.04,3.85
4.00,3.85,4.05,3.78
3.85,3.85,3.85,3.85
3.94,3.97,3.98,3.75
3.83,3.82,3.98,3.80
3.89,3.90,3.91,3.89
3.95,3.97,3.98,3.94
3.93,4.14,4.16,3.91
4.00,4.06,4.10,4.00
4.05,3.91,4.05,3.90
4.06,3.93,4.06,3.93
3.97,4.13,4.13,3.88
3.98,3.98,3.98,3.98
3.92,4.03,4.03,3.92
3.97,3.89,4.09,3.89
3.99,3.84,4.06,3.84
3.90,3.92,4.07,3.81
4.00,4.07,4.07,4.00
3.92,4.07,4.07,3.92
4.07,4.05,4.07,3.92
4.00,3.91,4.00,3.82
3.86,3.91,4.00,3.86
3.91,3.91,3.91,3.91
3.96,3.99,4.03,3.96
3.97,3.97,3.97,3.97
3.92,3.83,3.92,3.82
3.79,3.91,3.94,3.78
3.79,3.82,3.97,3.79
3.84,3.81,3.94,3.80
3.86,3.85,3.86,3.85
3.91,3.92,3.97,3.76
3.87,3.78,3.97,3.78
3.73,3.74,3.76,3.73
3.73,3.68,3.75,3.68
3.81,3.82,3.87,3.80
3.88,3.88,3.88,3.88
3.80,3.73,3.80,3.70
3.73,3.73,3.73,3.73
3.71,3.76,3.94,3.70
3.73,3.75,3.85,3.72
3.75,3.74,3.78,3.74
3.84,3.79,3.84,3.75
3.83,3.76,3.85,3.72
3.87,3.73,3.87,3.73
3.71,3.70,3.71,3.70
3.70,3.70,3.70,3.67
3.74,3.77,3.77,3.67
3.73,3.78,3.85,3.70
3.73,3.73,3.73,3.73
3.70,3.67,3.70,3.65
3.70,3.62,3.74,3.62
3.63,3.62,3.69,3.60
3.70,3.65,3.70,3.60
3.60,3.61,3.70,3.59
3.70,3.64,3.70,3.64
3.70,3.66,3.76,3.63
3.72,3.67,3.73,3.64
3.77,3.73,3.79,3.73
3.72,3.73,3.73,3.64
3.65,3.68,3.74,3.65
3.71,3.71,3.71,3.70
3.71,3.68,3.76,3.68
3.74,3.69,3.77,3.68
3.74,3.75,3.77,3.68
3.75,3.70,3.75,3.68
3.72,3.78,3.78,3.72
3.80,3.74,3.84,3.74
3.74,3.78,3.81,3.71
3.81,3.79,3.85,3.72
3.78,3.78,3.78,3.72
3.75,3.75,3.75,3.75
3.78,3.81,3.81,3.78
3.97,3.92,3.97,3.80
3.93,3.92,3.93,3.80
3.80,3.80,3.80,3.80
3.76,3.75,3.79,3.75
3.84,3.85,3.88,3.84
3.85,3.93,3.93,3.77
3.93,3.77,3.93,3.74
3.84,3.84,3.84,3.84
3.85,3.76,3.85,3.76
3.76,3.76,3.77,3.76
3.75,3.77,3.78,3.75
3.79,3.81,3.82,3.79
3.86,3.86,3.86,3.85
3.86,3.86,3.86,3.86
3.62,3.75,3.79,3.62
3.63,3.70,3.70,3.63
3.72,3.78,3.79,3.72
3.75,3.77,3.77,3.75
3.77,3.75,3.77,3.75
3.75,3.74,3.75,3.74
3.75,3.71,3.75,3.66
3.67,3.70,3.70,3.67
3.70,3.74,3.78,3.64
3.70,3.70,3.70,3.65
3.79,3.91,3.91,3.79
3.93,3.76,3.95,3.76
3.86,3.90,3.90,3.85
3.94,3.98,3.98,3.94
3.64,3.80,3.97,3.64
3.74,3.77,3.77,3.74
3.89,3.78,3.89,3.78
3.90,3.78,3.96,3.78
3.94,3.78,3.94,3.78
3.73,3.65,3.84,3.61
3.65,3.65,3.65,3.65
3.71,3.69,3.79,3.69
3.69,3.69,3.69,3.69
3.80,3.78,3.80,3.76
3.78,3.80,3.80,3.75
3.75,3.79,3.80,3.75
3.79,3.79,3.79,3.79
3.79,3.79,3.79,3.79
3.85,3.85,3.85,3.79
3.85,3.77,3.85,3.76
3.77,3.75,3.79,3.75
3.84,3.85,3.85,3.83
3.77,3.81,3.84,3.74
3.86,3.81,3.86,3.75
3.78,3.85,3.86,3.73
3.81,3.76,3.84,3.75
3.74,3.74,3.76,3.74
3.75,3.75,3.75,3.75
3.75,3.77,3.77,3.75
3.75,3.79,3.79,3.74
3.79,3.79,3.79,3.79
3.79,3.83,3.83,3.79
3.77,3.77,3.77,3.77
3.75,3.75,3.75,3.75
3.77,3.77,3.77,3.77
3.74,3.74,3.74,3.74
3.74,3.76,3.79,3.74
3.80,3.75,3.80,3.75
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.72,3.72,3.72,3.72
3.74,3.74,3.74,3.74
3.79,3.72,3.79,3.72
3.70,3.70,3.77,3.70
3.76,3.72,3.76,3.72
3.70,3.70,3.70,3.69
3.69,3.68,3.69,3.67
3.65,3.75,3.75,3.65
3.71,3.65,3.76,3.65
3.68,3.68,3.68,3.68
3.63,3.73,3.74,3.63
3.64,3.76,3.76,3.64
3.75,3.63,3.75,3.63
3.76,3.76,3.76,3.76
3.75,3.76,3.76,3.67
3.76,3.74,3.76,3.70
3.65,3.72,3.72,3.63
3.72,3.72,3.72,3.72
3.66,3.66,3.72,3.66
3.66,3.66,3.66,3.66
3.69,3.70,3.70,3.62
3.63,3.73,3.73,3.63
3.62,3.69,3.70,3.62
3.69,3.69,3.69,3.69
3.71,3.71,3.72,3.70
3.62,3.64,3.64,3.62
3.64,3.64,3.64,3.64
3.70,3.70,3.72,3.70
3.70,3.70,3.70,3.70
3.72,3.70,3.72,3.69
3.74,3.74,3.74,3.74
3.65,3.64,3.75,3.62
3.64,3.64,3.64,3.64
3.66,3.70,3.72,3.65
3.70,3.70,3.73,3.70
3.75,3.80,3.80,3.74
3.80,3.80,3.80,3.80
3.80,3.95,3.95,3.80
3.66,4.09,4.18,3.64
3.93,3.90,3.93,3.77
3.81,3.88,3.94,3.81
4.00,3.96,4.00,3.94
4.01,4.07,4.07,3.89
3.93,4.00,4.00,3.93
4.07,4.00,4.07,3.90
3.99,4.14,4.17,3.99
4.17,4.14,4.17,4.01
3.96,4.02,4.11,3.96
4.00,4.04,4.04,4.00
3.95,3.90,4.02,3.90
4.05,4.10,4.10,3.98
4.00,4.03,4.12,3.96
4.01,4.10,4.10,4.01
3.94,4.05,4.05,3.94
4.06,4.00,4.06,4.00
4.01,4.01,4.01,4.00
4.04,4.14,4.15,4.03
4.15,4.11,4.30,4.11
4.35,4.27,4.35,4.07
4.27,4.25,4.27,4.22
4.25,4.26,4.27,4.15
4.27,4.27,4.27,4.16
4.25,4.19,4.25,4.19
4.16,4.21,4.22,4.10
4.17,4.15,4.27,4.10
4.13,4.26,4.26,4.13
4.26,4.31,4.32,4.15
4.19,4.20,4.28,4.15
4.15,4.19,4.19,4.15
4.15,4.15,4.20,4.15
4.14,4.10,4.14,4.10
4.08,4.15,4.18,4.08
4.19,4.19,4.19,4.12
4.18,4.20,4.30,4.15
4.16,4.25,4.28,4.16
4.22,4.29,4.35,4.20
4.32,4.21,4.34,4.17
4.25,4.26,4.33,4.15
4.30,4.29,4.30,4.18
4.29,4.28,4.29,4.24
4.28,4.28,4.28,4.27
4.25,4.25,4.25,4.16
4.16,4.22,4.22,4.16
4.17,4.21,4.21,4.17
4.20,4.19,4.20,4.17
4.21,4.22,4.22,4.21
4.18,4.18,4.18,4.18
4.25,4.22,4.26,4.18
4.16,4.22,4.22,4.15
4.22,4.22,4.22,4.22
4.17,4.18,4.18,4.17
4.21,4.22,4.22,4.21
3.98,4.15,4.25,3.98
4.10,4.15,4.15,4.10
4.26,4.16,4.49,4.15
4.16,4.26,4.41,4.15
4.19,4.25,4.33,4.15
4.30,4.30,4.30,4.15
4.23,4.33,4.33,4.18
4.19,4.34,4.35,4.19
4.35,4.46,4.56,4.35
4.51,4.75,4.98,4.51
4.84,4.64,4.85,4.52
4.64,4.34,4.64,4.18
4.34,4.41,4.54,4.20
4.32,4.47,4.47,4.32
4.33,4.37,4.49,4.33
4.29,4.50,4.50,4.29
4.52,4.53,4.55,4.37
4.67,4.51,4.67,4.31
4.45,4.39,4.45,4.39
4.19,4.19,4.19,4.19
4.19,4.26,4.44,4.19
4.27,4.49,4.50,4.27
4.59,4.59,4.69,4.55
4.65,4.70,4.77,4.65
4.75,4.65,4.75,4.65
4.73,4.57,4.75,4.57
4.60,4.60,4.72,4.52
4.53,4.30,4.53,4.30
4.30,4.44,4.44,4.30
4.50,4.41,4.54,4.40
4.47,4.48,4.51,4.43
4.53,4.48,4.53,4.48
4.54,4.54,4.54,4.52
4.53,4.70,4.75,4.50
4.65,4.56,4.73,4.56
4.68,4.68,4.68,4.68
4.69,4.72,4.72,4.69
4.70,4.56,4.70,4.52
4.61,4.51,4.70,4.51
4.57,4.61,4.61,4.57
4.61,4.60,4.68,4.60
4.51,4.55,4.68,4.51
4.67,4.55,4.72,4.53
4.72,4.57,4.72,4.57
4.69,4.69,4.69,4.69
4.62,4.55,4.62,4.55
4.68,4.55,4.68,4.55
4.55,4.55,4.55,4.55
4.72,4.60,4.72,4.60
4.57,4.65,4.65,4.54
4.60,4.60,4.60,4.60
4.55,4.59,4.59,4.55
4.59,4.50,4.59,4.49
4.50,4.56,4.56,4.50
4.55,4.50,4.55,4.50
4.50,4.52,4.55,4.50
4.55,4.53,4.55,4.53
4.51,4.51,4.51,4.51
4.51,4.51,4.51,4.51
4.52,4.50,4.52,4.48
4.51,4.37,4.55,4.29
4.37,4.22,4.37,4.17
4.54,4.54,4.54,4.47
4.49,4.38,4.50,4.38
4.32,4.33,4.33,4.30
4.33,4.33,4.33,4.33
4.33,4.33,4.33,4.33
4.29,4.20,4.33,4.20
4.24,4.15,4.24,4.15
4.15,4.11,4.18,4.05
4.05,4.24,4.25,4.05
5.00,4.34,5.00,4.09
4.71,4.72,5.56,4.59
4.75,5.22,5.22,4.43
4.75,4.67,4.84,4.67
4.54,4.72,4.96,4.45
4.82,4.75,4.97,4.70
4.65,4.66,4.66,4.54
4.58,4.65,4.80,4.58
4.65,4.75,4.75,4.64
4.65,4.53,4.65,4.38
4.55,4.70,4.70,4.53
4.67,4.79,4.79,4.55
4.70,4.62,4.74,4.62
4.64,4.57,4.72,4.56
4.59,4.61,4.77,4.58
4.59,4.88,4.88,4.50
4.82,5.00,5.04,4.82
5.05,5.03,5.05,4.86
4.98,5.00,5.00,4.95
5.00,4.91,5.24,4.91
5.00,4.96,5.00,4.96
5.01,5.15,5.24,4.97
5.09,5.05,5.20,5.05
5.15,5.15,5.20,5.13
5.19,5.07,5.19,5.03
5.15,5.43,5.44,5.15
5.39,5.30,5.40,5.29
5.32,5.38,5.39,5.23
5.52,5.22,5.52,5.21
5.30,5.21,5.30,5.21
5.20,5.19,5.23,5.15
5.28,5.30,5.30,5.12
5.15,5.14,5.20,5.05
5.18,5.28,5.46,5.18
5.32,5.21,5.48,5.20
5.24,5.18,5.28,5.17
5.18,5.09,5.25,5.09
5.12,5.06,5.12,5.06
5.05,5.11,5.25,5.05
5.18,5.19,5.19,5.11
5.23,5.20,5.31,5.20
5.28,5.21,5.28,5.20
5.17,5.20,5.27,5.17
5.15,5.13,5.15,5.04
5.12,5.08,5.15,5.05
5.08,5.08,5.08,5.08
5.09,5.09,5.09,5.09
5.04,4.98,5.05,4.98
4.98,4.98,4.98,4.98
5.00,5.03,5.10,4.95
5.03,5.02,5.03,4.97
4.99,5.01,5.01,4.99
4.99,4.99,4.99,4.99
5.08,5.05,5.08,4.95
5.07,5.10,5.10,5.05
5.02,4.53,5.02,3.97
4.54,4.26,4.54,4.26
4.27,4.29,4.36,4.24
4.90,4.55,5.00,4.30
4.55,4.72,4.77,4.34
4.80,4.49,4.80,4.30
4.38,4.41,4.47,4.32
4.41,4.37,4.45,4.37
4.45,4.31,4.47,4.30
4.19,4.06,4.54,4.01
4.06,4.06,4.23,4.05
4.05,3.99,4.09,3.98
3.98,3.93,4.06,3.93
3.91,4.07,4.10,3.91
4.00,3.94,4.03,3.93
3.86,3.89,4.07,3.86
3.99,3.95,3.99,3.95
3.91,4.05,4.06,3.89
4.06,4.08,4.08,3.95
4.11,4.10,4.16,4.06
4.06,4.05,4.10,4.05
4.20,4.10,4.39,4.05
4.04,4.02,4.21,4.02
4.04,4.16,4.16,4.02
4.20,4.08,4.20,4.07
4.10,4.17,4.24,4.10
4.17,4.17,4.17,4.17
4.21,4.43,4.43,4.21
4.17,4.15,4.20,4.10
4.19,4.22,4.22,4.18
4.18,4.18,4.18,4.18
4.11,4.20,4.20,4.06
4.20,4.20,4.24,4.20
4.18,4.07,4.18,4.04
4.18,4.06,4.18,4.06
4.03,4.08,4.09,4.03
4.09,4.09,4.09,4.09
4.09,4.09,4.09,4.09
4.12,4.04,4.13,4.03
4.04,4.04,4.04,4.04
4.06,4.03,4.06,4.03
4.05,4.03,4.05,4.03
4.03,4.03,4.13,4.03
4.03,4.05,4.08,4.03
4.05,4.03,4.05,4.03
4.03,4.03,4.03,4.03
4.03,4.03,4.03,4.03
4.06,4.04,4.07,4.03
4.05,3.91,4.05,3.91
3.88,3.96,4.01,3.88
3.96,3.96,4.01,3.96
3.95,4.00,4.00,3.95
3.97,4.01,4.01,3.97
4.04,4.04,4.04,4.04
4.04,3.97,4.05,3.95
3.97,3.97,3.97,3.97
3.99,3.96,4.00,3.95
3.96,3.97,3.97,3.96
3.99,3.99,3.99,3.99
3.99,3.95,3.99,3.95
3.95,4.02,4.05,3.95
4.05,3.94,4.05,3.93
3.85,3.94,3.94,3.84
3.83,3.83,3.93,3.83
3.94,3.94,3.94,3.92
3.93,4.04,4.04,3.93
3.79,3.68,3.79,3.38
3.57,3.48,3.57,3.42
3.52,3.50,3.55,3.46
3.50,3.47,3.50,3.42
3.55,3.44,3.55,3.44
3.45,3.56,3.56,3.44
3.41,3.51,3.51,3.41
3.63,3.48,3.63,3.48
3.44,3.57,3.68,3.44
3.75,3.48,3.75,3.48
3.60,3.44,3.60,3.44
3.50,3.45,3.50,3.45
3.44,3.44,3.50,3.44
3.44,3.44,3.44,3.44
3.69,3.55,3.69,3.55
3.55,3.54,3.70,3.54
3.54,3.50,3.58,3.49
3.50,3.44,3.60,3.44
3.46,3.50,3.50,3.44
3.52,3.53,3.53,3.52
3.50,3.60,3.60,3.50
3.60,3.60,3.60,3.60
3.53,3.52,3.53,3.52
3.54,3.50,3.54,3.50
3.50,3.45,3.50,3.45
3.46,3.45,3.53,3.41
3.41,3.41,3.41,3.41
3.48,3.48,3.48,3.48
3.45,3.45,3.45,3.45
3.40,3.41,3.42,3.40
3.40,3.47,3.47,3.38
3.59,3.48,3.59,3.48
3.48,3.48,3.48,3.48
3.38,3.41,3.41,3.38
3.38,3.39,3.44,3.28
3.35,3.36,3.36,3.35
3.40,3.42,3.43,3.39
3.43,3.44,3.44,3.42
3.44,3.44,3.44,3.44
3.44,3.44,3.44,3.44
3.40,3.40,3.40,3.40
3.61,3.53,3.61,3.53
3.41,3.41,3.41,3.41
3.42,3.62,3.62,3.42
3.62,3.62,3.62,3.62
3.72,3.72,3.72,3.72
3.72,3.72,3.72,3.72
3.41,3.42,3.42,3.41
3.40,3.42,3.42,3.40
3.48,3.50,3.51,3.40
3.50,3.50,3.75,3.50
3.50,3.50,3.55,3.50
3.50,3.60,3.63,3.40
3.50,3.50,3.52,3.50
3.72,3.71,3.72,3.71
3.45,3.45,3.45,3.45
3.45,3.45,3.45,3.45
3.72,3.49,3.72,3.47
3.46,3.41,3.46,3.41
3.41,3.41,3.41,3.41
3.72,3.44,3.72,3.44
3.72,3.72,3.72,3.72
3.69,3.69,3.69,3.69
3.64,3.32,3.64,3.12
3.30,3.30,3.40,3.13
3.25,3.25,3.25,3.20
3.29,3.10,3.33,3.04
3.21,3.21,3.48,3.17
3.25,3.27,3.42,3.13
3.27,3.27,3.27,3.27
3.24,3.43,3.49,3.24
3.50,3.41,3.50,3.41
3.37,3.48,3.51,3.33
3.28,3.26,3.28,3.23
3.21,3.30,3.43,3.21
3.30,3.30,3.30,3.30
3.40,3.27,3.42,3.27
3.25,3.30,3.30,3.25
3.38,3.40,3.40,3.38
3.35,3.35,3.35,3.35
3.35,3.46,3.46,3.35
3.42,3.33,3.55,3.33
3.35,3.35,3.47,3.30
3.29,3.29,3.29,3.29
3.26,3.26,3.26,3.26
3.19,3.24,3.25,3.17
3.14,3.14,3.14,3.14
3.18,3.11,3.18,3.11
3.15,3.15,3.15,3.15
3.40,3.26,3.40,3.23
3.16,3.16,3.16,3.16
3.16,3.20,3.20,3.16
3.18,3.18,3.18,3.17
3.14,3.18,3.20,3.14
3.19,3.20,3.20,3.19
3.32,3.33,3.33,3.32
3.20,3.10,3.20,3.10
3.06,3.20,3.20,3.06
3.20,3.13,3.20,3.11
3.15,3.15,3.15,3.08
3.06,3.15,3.15,3.04
3.11,3.05,3.13,3.05
3.07,3.11,3.11,3.06
3.15,3.15,3.15,3.15
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.13,3.12,3.15,3.12
3.13,3.12,3.13,3.12
3.12,3.12,3.12,3.12
2.98,3.13,3.13,2.98
3.02,3.13,3.13,3.02
3.01,2.98,3.01,2.85
2.95,2.95,2.98,2.91
2.95,2.90,3.02,2.90
3.04,3.05,3.06,3.04
3.06,3.06,3.06,3.06
2.95,3.08,3.08,2.95
2.97,3.07,3.07,2.97
3.07,3.07,3.07,3.07
2.95,2.95,2.96,2.95
2.95,2.95,2.95,2.95
3.01,3.02,3.02,3.00
3.02,2.95,3.02,2.82
2.98,2.95,2.98,2.77
2.82,2.90,2.90,2.82
2.90,2.95,2.96,2.90
2.95,2.95,2.95,2.95
2.95,2.85,3.02,2.75
2.85,2.85,3.02,2.80
2.75,2.76,3.01,2.75
2.70,2.87,3.09,2.70
2.70,3.00,3.00,2.70
3.00,2.83,3.00,2.59
2.89,2.96,2.97,2.85
2.83,3.00,3.00,2.83
3.00,2.90,3.00,2.82
2.91,2.86,2.92,2.80
2.96,2.76,2.98,2.76
2.82,2.82,2.96,2.82
2.82,2.83,2.95,2.82
2.90,2.85,2.90,2.83
2.90,2.85,2.94,2.78
2.85,2.85,2.85,2.85
2.85,2.82,2.87,2.77
2.80,2.78,2.88,2.71
2.71,2.73,2.73,2.70
2.95,2.90,2.95,2.73
2.91,2.70,2.91,2.70
2.70,2.71,2.88,2.69
2.76,2.77,2.87,2.76
2.67,2.74,2.74,2.67
2.60,2.74,2.74,2.60
2.76,2.84,2.88,2.74
2.84,2.84,2.84,2.84
2.75,2.76,2.76,2.74
2.92,2.89,2.92,2.89
2.89,2.89,2.89,2.89
2.10,2.33,2.42,2.10
2.33,2.40,2.50,2.29
2.30,2.41,2.53,2.29
2.44,2.39,2.44,2.39
2.16,2.25,2.28,2.15
2.29,2.18,2.29,2.18
2.15,2.27,2.46,2.15
2.30,2.19,2.40,2.19
2.19,2.19,2.19,2.19
2.31,2.18,2.31,2.18
2.18,2.18,2.18,2.18
2.44,2.21,2.44,2.21
2.38,2.38,2.38,2.38
2.24,2.36,2.36,2.22
2.28,2.28,2.28,2.28
2.25,2.26,2.27,2.21
2.21,2.26,2.26,2.17
2.21,2.20,2.22,2.20
2.20,2.20,2.24,2.20
2.22,2.20,2.22,2.18
2.21,2.23,2.23,2.20
2.24,2.26,2.26,2.24
2.29,2.24,2.29,2.24
2.24,2.24,2.24,2.24
2.39,2.40,2.40,2.37
2.24,2.25,2.33,2.24
2.31,2.40,2.40,2.25
2.29,2.35,2.39,2.26
2.35,2.35,2.35,2.35
2.25,2.30,2.30,2.25
2.32,2.38,2.39,2.32
2.24,2.26,2.26,2.19
2.19,2.19,2.28,2.19
2.29,2.21,2.31,2.19
2.25,2.26,2.26,2.25
2.41,2.29,2.41,2.27
2.31,2.30,2.39,2.30
2.95,2.49,2.95,2.32
2.96,2.19,2.96,2.19
2.57,2.36,2.65,2.36
2.48,2.29,2.48,2.29
2.51,2.32,2.51,2.32
2.42,2.47,2.72,2.34
2.44,2.41,2.44,2.41
2.40,2.33,2.42,2.33
2.57,2.33,2.57,2.33
2.43,2.52,2.62,2.40
2.88,2.62,2.90,2.56
2.90,2.69,2.90,2.40
2.42,2.67,2.67,2.42
2.71,2.62,2.71,2.60
2.63,2.82,2.88,2.63
2.90,2.78,2.90,2.60
2.66,2.73,2.73,2.66
2.62,2.72,2.73,2.62
2.66,2.63,2.80,2.63
2.54,2.54,2.55,2.51
2.50,2.50,2.50,2.50
2.30,2.61,2.61,2.30
2.30,2.61,2.70,2.30
2.67,2.59,2.67,2.58
2.47,2.47,2.47,2.47
2.49,2.51,2.51,2.47
2.47,2.47,2.47,2.47
2.51,2.51,2.51,2.51
2.53,2.48,2.53,2.48
2.47,2.50,2.50,2.47
2.50,2.50,2.50,2.50
2.36,2.36,2.36,2.36
2.35,2.35,2.35,2.35
2.43,2.43,2.44,2.43
2.35,2.42,2.42,2.35
2.45,2.35,2.45,2.35
2.24,2.21,2.39,2.21
2.21,2.17,2.24,2.17
2.17,2.33,2.49,2.17
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.42,2.38,2.45,2.38
2.38,2.38,2.38,2.38
2.68,2.67,2.89,2.39
2.42,2.73,2.73,2.42
2.60,2.60,2.60,2.55
2.49,2.50,2.51,2.47
2.61,2.61,2.61,2.61
2.64,2.66,2.83,2.64
2.66,2.66,2.66,2.66
2.66,2.66,2.66,2.66
2.50,2.79,2.79,2.50
2.46,2.34,2.53,2.20
2.49,2.41,2.49,2.40
2.22,2.30,2.30,2.22
2.49,2.30,2.49,2.25
2.25,2.23,2.25,2.21
2.23,2.28,2.32,2.23
2.36,2.36,2.36,2.36
2.16,2.20,2.28,2.14
2.21,2.20,2.29,2.17
2.20,2.28,2.35,2.20
2.28,2.28,2.28,2.28
2.19,2.19,2.19,2.19
2.21,2.32,2.32,2.21
2.27,2.19,2.33,2.19
2.27,2.27,2.27,2.27
2.22,2.22,2.22,2.22
2.18,2.23,2.23,2.18
2.31,2.31,2.32,2.31
2.33,2.36,2.36,2.33
2.30,2.25,2.30,2.25
2.38,2.26,2.38,2.26
2.27,2.27,2.27,2.27
2.27,2.27,2.27,2.27
2.27,2.27,2.27,2.27
2.39,2.35,2.39,2.35
2.35,2.35,2.35,2.35
2.33,2.34,2.34,2.33
2.32,2.20,2.35,2.15
2.17,2.27,2.34,2.17
2.27,2.27,2.27,2.27
2.27,2.27,2.27,2.27
2.27,2.18,2.35,2.18
2.20,2.27,2.33,2.20
2.27,2.27,2.27,2.27
2.14,2.33,2.33,2.14
2.33,2.30,2.35,2.27
2.30,2.30,2.30,2.30
2.20,2.20,2.20,2.20
2.22,2.20,2.25,2.19
2.20,2.20,2.20,2.20
2.34,2.34,2.34,2.27
2.20,2.22,2.22,2.20
2.31,2.32,2.34,2.18
2.30,2.32,2.32,2.30
2.28,2.23,2.28,2.16
2.33,2.23,2.33,2.22
2.23,2.23,2.23,2.23
2.23,2.18,2.23,2.18
2.19,2.34,2.34,2.19
2.32,2.32,2.32,2.32
2.17,2.17,2.17,2.17
2.32,2.32,2.32,2.32
2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31
2.20,2.22,2.22,2.17
2.25,2.27,2.27,2.20
2.32,2.29,2.32,2.22
2.19,2.18,2.24,2.18
2.27,2.25,2.29,2.19
2.25,2.30,2.30,2.25
2.30,2.30,2.30,2.30
2.30,2.30,2.30,2.30
2.17,2.19,2.25,2.17
2.39,2.31,2.39,2.20
2.26,2.26,2.26,2.20
2.29,2.22,2.29,2.22
2.38,2.18,2.38,2.18
2.42,2.25,2.44,2.23
2.24,2.24,2.24,2.24
2.29,2.25,2.29,2.24
2.27,2.48,2.48,2.27
2.46,2.44,2.46,2.35
2.44,2.44,2.44,2.44
2.44,2.44,2.44,2.44
2.36,2.36,2.41,2.36
2.47,2.88,2.88,2.36
2.80,2.59,2.80,2.55
2.50,2.62,2.64,2.50
2.53,2.48,2.53,2.48
2.50,2.49,2.50,2.49
2.61,2.50,2.61,2.50
2.62,2.50,2.62,2.50
2.51,2.49,2.60,2.49
2.58,2.50,2.60,2.50
2.59,2.59,2.60,2.59
2.60,2.60,2.60,2.57
2.60,2.58,2.60,2.58
2.58,2.59,2.59,2.58
2.58,2.59,2.59,2.58
2.60,2.62,2.68,2.60
2.64,2.66,2.70,2.64
2.65,2.70,2.77,2.65
2.65,2.85,2.85,2.65
2.90,3.35,3.60,2.66
3.35,2.95,3.45,2.85
2.75,3.00,3.20,2.60
2.90,3.10,3.10,2.90
3.15,3.10,3.15,3.10
3.10,3.10,3.10,3.10
3.10,3.01,3.10,3.01
3.10,2.80,3.10,2.80
2.87,2.80,3.05,2.65
2.90,2.75,2.90,2.70
2.65,2.80,2.86,2.60
2.85,2.95,2.95,2.85
2.80,2.85,2.85,2.80
2.85,2.85,2.85,2.85
2.85,2.85,2.85,2.85
2.55,2.60,2.61,2.55
2.65,2.65,2.65,2.65
2.65,2.65,2.65,2.65
2.70,2.90,2.90,2.45
2.65,2.75,2.95,2.65
2.94,2.90,2.95,2.85
2.90,3.09,3.10,2.90
2.65,3.25,3.25,2.65
3.25,3.30,3.40,3.25
3.35,3.35,3.35,3.25
3.35,3.25,3.35,3.25
3.25,3.25,3.25,3.25
3.15,3.22,3.23,3.15
3.30,3.30,3.30,3.16
3.15,3.10,3.19,3.07
3.11,3.06,3.11,3.05
3.05,3.00,3.10,3.00
3.00,3.00,3.00,2.95
