AGQ,ProShares Ultra Silver,NASDAQ
86.96,87.00,87.88,86.20
85.52,85.28,86.20,84.96
84.64,83.64,85.40,82.92
84.04,81.48,85.20,80.84
70.56,68.52,72.56,68.48
71.04,71.72,72.16,70.12
69.72,68.56,70.24,67.36
68.80,68.28,69.56,67.96
63.40,61.28,63.72,61.28
62.60,60.68,63.32,60.04
61.32,68.00,68.24,61.24
68.24,68.12,69.44,67.18
68.52,66.19,68.52,65.60
68.20,68.48,69.80,67.84
64.00,62.88,64.00,61.84
64.56,64.24,64.92,64.24
65.32,65.36,66.24,64.80
65.40,64.64,66.72,64.48
70.96,71.96,72.00,69.88
69.68,69.96,70.32,69.20
69.44,70.36,70.60,69.40
70.40,70.88,71.00,70.12
71.00,65.92,71.60,65.56
66.76,66.24,67.43,65.44
67.12,67.28,67.56,66.60
72.32,73.88,74.76,72.28
72.32,73.80,74.16,71.96
72.52,71.64,72.88,70.48
71.20,71.84,72.24,71.20
70.44,70.64,71.20,68.08
69.92,69.24,70.20,69.24
68.56,68.40,69.00,68.20
68.20,69.08,71.20,66.12
68.80,67.88,68.88,67.60
69.80,68.92,70.24,68.92
68.48,68.08,68.80,67.72
67.56,66.72,67.64,66.60
66.24,66.88,67.60,66.08
69.12,72.28,72.48,69.12
72.28,73.44,74.24,71.92
79.08,79.84,80.56,78.84
80.76,80.60,80.92,79.20
80.84,83.56,83.60,80.80
83.20,92.12,93.84,83.20
94.60,93.76,95.64,92.04
94.00,93.52,94.40,92.08
92.44,92.32,94.84,92.20
91.76,91.84,95.20,90.80
93.44,92.72,94.86,92.24
93.24,100.20,100.96,93.08
101.84,102.88,103.60,99.52
104.52,103.92,106.08,103.88
104.04,102.64,104.56,102.00
100.28,98.76,101.08,97.72
95.64,95.40,97.60,94.76
103.44,101.92,103.60,101.84
95.88,95.92,96.08,94.32
94.88,93.28,95.24,91.64
97.48,98.12,99.04,97.44
97.28,97.00,97.96,96.40
91.60,91.08,92.16,89.88
92.24,92.40,92.84,91.84
85.24,82.36,86.00,82.28
82.48,85.08,85.20,80.56
84.04,81.28,84.60,81.16
82.04,81.48,82.36,81.24
79.40,91.76,92.52,77.44
92.52,91.08,94.04,90.73
87.52,81.00,88.12,80.88
80.52,79.40,82.12,79.36
78.44,80.24,81.32,78.44
80.68,80.84,82.20,80.32
81.28,80.48,81.84,80.04
80.80,80.72,81.92,80.60
78.96,80.20,83.00,78.60
75.00,76.44,77.24,72.52
77.60,80.40,82.56,77.44
80.12,80.28,81.35,78.96
81.00,80.36,81.08,78.88
82.16,84.96,85.84,81.82
85.52,84.64,86.12,84.48
82.00,81.44,82.76,80.60
81.76,79.48,82.20,79.48
77.00,77.20,77.36,75.96
78.68,76.96,79.00,76.92
75.64,77.16,78.39,75.48
76.88,76.76,77.80,75.80
80.04,80.68,81.76,80.04
81.20,81.28,81.76,80.84
84.16,83.48,84.24,83.24
85.52,87.16,88.06,85.40
86.20,86.20,87.08,86.16
87.32,87.04,88.48,87.04
84.40,85.88,87.08,84.23
85.80,85.52,86.88,85.32
85.80,85.56,86.52,85.36
89.44,87.12,89.92,85.08
82.00,81.16,82.60,80.60
80.92,80.74,81.32,80.00
80.20,79.08,80.56,78.80
79.20,79.48,79.64,78.72
80.56,80.12,81.04,79.76
78.72,78.68,79.60,78.36
77.64,77.80,78.00,76.26
77.04,77.04,77.28,76.48
75.56,72.52,75.72,71.40
72.24,71.00,72.56,70.44
72.20,72.84,73.40,72.00
72.44,72.60,72.80,72.32
71.76,70.16,72.00,69.44
69.96,69.76,70.72,69.56
69.28,66.40,69.84,66.00
66.04,67.24,67.68,65.52
67.12,66.32,67.32,66.15
66.00,67.40,68.00,65.96
66.68,66.24,67.24,65.96
66.68,65.12,66.92,64.88
67.28,67.08,67.80,66.88
64.48,61.76,65.00,61.48
60.88,61.32,61.92,60.48
62.52,65.24,66.24,62.36
62.80,63.12,65.36,62.24
64.12,63.68,64.92,63.16
65.12,66.16,66.99,64.91
69.92,69.76,69.92,68.76
69.88,69.04,70.04,68.69
63.96,63.80,64.20,63.20
64.32,64.76,65.34,64.04
64.72,66.52,68.76,64.52
65.52,66.00,67.72,65.52
66.68,65.60,68.64,64.00
61.84,61.52,62.12,61.08
62.00,62.44,63.60,61.52
62.96,63.04,63.56,62.68
62.96,63.36,63.88,62.88
66.04,65.08,66.80,65.00
67.00,66.84,67.20,66.60
64.48,64.04,64.99,63.16
60.00,63.04,65.40,59.88
67.32,66.32,68.00,66.32
67.40,67.72,68.12,67.04
67.80,67.72,68.96,66.60
64.68,65.60,65.88,64.16
62.80,63.60,63.88,62.16
63.12,63.60,64.60,62.64
66.92,67.36,68.00,66.36
66.68,69.44,69.52,66.68
68.64,67.64,70.52,67.40
66.36,67.44,67.84,66.24
67.52,67.00,67.63,66.72
68.20,68.16,69.20,68.00
64.84,65.72,66.04,64.72
65.64,64.88,65.88,64.84
67.52,66.44,68.44,66.24
65.72,65.72,65.72,65.72
65.14,63.72,65.58,63.48
64.46,63.51,64.50,62.60
65.39,64.85,65.79,63.00
60.78,61.04,61.50,60.50
61.92,60.84,62.33,60.54
62.04,62.06,63.85,61.73
61.77,62.77,63.12,61.77
65.76,65.11,65.95,64.58
66.13,65.61,66.50,65.23
65.53,66.20,66.35,64.93
67.67,66.52,67.85,66.41
66.23,67.49,68.07,66.17
67.92,67.32,68.81,67.27
67.74,69.54,69.63,67.64
73.92,75.98,75.98,73.78
77.54,79.55,79.55,76.96
78.59,76.00,78.96,75.25
77.40,78.40,79.07,76.91
78.02,78.33,79.52,77.28
79.80,79.82,80.77,79.58
78.06,78.73,79.76,77.94
76.76,74.10,76.87,73.21
74.52,74.48,75.62,73.83
75.15,73.63,75.15,73.12
75.94,75.57,77.14,75.27
73.17,73.75,74.53,72.69
73.97,73.71,74.69,73.56
75.18,75.84,76.92,74.67
71.00,71.70,72.68,70.81
71.45,71.20,72.27,71.03
73.37,71.13,73.76,70.10
72.85,74.43,75.35,72.36
73.64,73.56,74.78,73.44
77.53,75.14,77.60,74.50
74.36,73.25,75.42,73.21
70.60,70.94,71.77,70.55
70.32,69.43,71.67,68.95
67.85,67.52,68.49,67.35
68.72,67.52,68.72,67.28
66.66,65.35,66.78,65.04
65.76,65.44,66.62,65.18
65.43,63.85,65.64,63.44
63.69,63.87,64.01,63.05
64.14,64.25,64.74,63.69
64.21,64.12,64.70,63.73
64.19,64.23,64.38,63.41
65.08,65.11,66.00,65.08
64.29,64.33,64.82,63.92
66.34,64.90,66.72,64.36
64.30,64.56,65.48,64.25
66.02,65.46,66.13,65.25
63.60,64.56,64.98,63.45
66.41,65.60,66.85,65.50
65.37,64.96,65.58,64.86
65.39,65.23,65.78,64.99
61.75,62.80,62.95,61.52
63.00,63.19,63.19,62.45
63.11,62.88,63.17,62.44
61.50,61.56,61.61,61.09
61.65,61.72,61.85,60.88
61.70,61.60,62.03,61.44
60.78,63.03,64.46,60.78
63.53,63.34,63.82,62.71
62.72,62.52,62.73,61.84
61.70,61.94,62.21,61.49
59.80,59.95,60.55,59.08
58.44,59.15,59.50,58.09
59.63,61.54,62.97,59.21
62.77,62.10,62.84,62.10
62.82,62.21,62.84,62.05
61.96,60.53,62.05,60.43
60.10,59.68,60.47,59.40
60.07,59.60,60.07,58.94
62.31,62.08,62.67,61.87
62.06,61.93,62.36,61.75
63.70,63.34,63.93,62.92
62.21,61.55,62.44,61.32
60.65,60.89,61.08,60.25
61.79,60.86,61.97,60.58
60.26,61.06,61.36,60.20
60.58,60.96,61.42,60.20
62.50,61.67,62.54,61.47
61.19,61.23,61.42,60.83
59.59,59.03,59.59,58.69
58.57,58.61,59.11,58.40
58.11,58.75,59.10,58.00
58.65,57.24,58.65,56.25
57.25,56.99,57.64,56.69
57.30,57.43,57.44,56.87
57.54,57.18,57.66,57.08
58.28,58.44,59.02,58.18
58.74,58.48,58.74,57.70
58.91,58.77,59.08,58.67
59.40,59.74,59.78,59.36
59.94,59.64,59.94,59.36
60.25,61.67,61.84,60.08
61.87,62.63,62.82,61.67
62.40,62.15,62.80,61.89
62.18,62.71,62.91,62.08
62.94,63.50,63.61,62.76
65.50,69.43,70.48,65.50
69.57,70.03,70.95,69.55
70.19,70.30,70.55,69.65
71.03,70.47,71.47,70.18
70.73,71.13,72.07,70.69
70.90,71.55,71.78,70.66
71.25,70.96,71.98,70.90
69.66,71.76,71.76,69.35
72.00,71.23,72.50,71.00
71.77,72.03,72.83,71.66
71.26,71.78,72.15,71.11
70.60,70.90,70.90,69.73
71.52,71.21,71.98,70.27
71.86,71.74,72.51,70.86
74.03,73.46,74.31,73.32
73.31,73.86,74.00,73.30
70.28,70.35,70.65,69.76
70.35,68.94,71.42,68.43
68.99,69.02,69.60,68.60
69.76,71.85,72.41,69.20
69.90,69.81,70.17,68.97
70.52,70.36,70.68,69.94
70.46,70.39,71.19,69.69
70.32,70.25,70.80,70.15
69.56,66.62,69.60,66.10
66.92,68.82,68.87,66.60
68.14,68.23,68.54,67.43
68.37,68.12,68.63,67.16
68.12,67.93,68.39,67.24
67.61,66.59,67.65,66.29
67.89,66.23,67.89,65.64
66.38,65.38,66.58,65.00
64.20,62.91,64.23,62.61
64.01,64.27,64.74,63.92
63.59,63.92,64.19,63.36
63.95,63.82,64.26,63.32
63.76,64.21,64.59,63.60
64.18,63.76,64.59,63.07
64.07,62.94,64.07,62.15
63.30,63.34,63.83,63.01
61.54,61.56,62.53,60.96
61.45,61.84,61.98,61.15
61.37,60.70,61.43,60.10
61.18,60.87,61.40,60.42
60.20,60.55,60.75,59.99
60.48,60.66,60.90,59.64
60.26,59.95,60.34,59.70
61.27,60.11,61.40,60.05
60.38,60.39,60.53,59.66
61.60,60.83,61.68,60.83
61.05,60.51,61.50,60.38
59.14,58.65,59.37,58.13
58.55,58.91,58.91,58.41
59.35,58.15,59.71,57.77
58.11,58.75,58.78,57.85
58.39,57.78,58.51,57.05
57.40,58.11,58.13,56.81
57.61,57.48,57.86,56.90
55.70,55.82,55.91,54.90
54.94,55.44,55.50,54.62
55.38,55.63,55.63,54.88
55.81,55.74,56.80,55.08
55.53,54.47,56.22,54.42
53.95,54.53,55.21,53.75
53.85,50.99,54.00,50.38
49.47,50.37,50.74,49.34
50.50,50.28,50.64,49.91
49.25,49.71,50.31,48.83
48.47,48.79,49.45,47.65
48.83,49.31,49.31,48.50
48.85,48.61,49.15,48.31
47.29,46.15,48.00,45.20
46.60,46.86,48.20,46.43
46.24,46.34,46.67,45.63
45.10,44.87,45.81,44.31
46.29,47.40,47.77,45.90
47.42,46.82,47.67,46.32
47.48,47.84,48.23,46.00
48.43,47.54,49.54,47.50
47.50,47.63,47.87,47.05
47.84,48.13,48.29,47.22
48.19,47.90,48.37,47.44
48.07,48.18,50.18,47.77
47.15,47.79,48.17,46.80
47.63,47.25,47.66,46.90
48.06,48.10,48.48,47.44
48.38,48.44,49.00,48.31
47.16,46.45,47.16,46.31
46.45,46.81,47.00,46.22
47.47,46.56,47.49,46.39
46.49,46.32,46.86,46.31
47.34,46.65,47.46,46.55
46.73,45.87,47.31,45.70
43.86,42.85,43.86,42.10
39.64,41.06,41.15,39.55
40.65,41.14,41.50,40.29
40.29,40.44,40.74,40.00
37.00,36.68,38.22,36.62
37.00,37.56,37.63,36.81
38.06,38.97,39.16,37.95
38.72,38.08,38.75,37.75
38.13,38.87,39.68,37.80
38.37,38.44,38.83,38.25
38.72,38.18,38.82,38.01
37.27,41.49,41.94,37.18
40.69,40.88,41.06,40.21
41.21,41.00,41.27,40.70
41.34,40.84,42.79,39.46
40.91,41.40,41.44,40.64
42.45,42.45,43.07,41.43
42.32,42.22,42.45,41.66
43.07,43.45,43.46,42.50
43.00,42.78,43.37,42.63
39.15,37.32,39.42,37.06
39.25,42.10,43.69,39.25
41.44,42.04,42.40,40.78
42.09,41.94,42.71,41.37
42.67,42.04,42.90,42.02
41.67,41.25,41.69,40.91
41.22,41.72,41.94,40.81
43.38,45.03,45.85,43.38
45.50,45.31,45.88,45.03
44.87,45.08,45.94,44.65
45.19,44.93,45.58,44.73
43.90,40.28,44.18,40.16
40.99,38.25,41.18,37.25
38.68,38.50,39.61,37.67
39.73,39.14,40.13,38.82
39.11,39.80,40.05,39.04
39.28,37.89,39.50,37.21
38.03,38.00,38.64,37.88
38.23,38.25,38.47,37.98
40.39,39.65,40.42,39.64
39.83,38.45,39.89,38.12
39.65,40.82,41.77,39.48
39.61,38.05,39.64,37.32
37.68,38.42,39.77,37.33
39.55,40.46,40.75,39.08
40.89,42.10,42.97,40.60
41.42,42.13,42.70,41.32
42.12,40.94,42.68,40.94
41.47,41.66,42.44,41.24
42.09,42.28,42.57,41.68
44.82,44.45,45.47,43.97
44.16,43.48,44.80,43.48
44.62,43.72,45.38,43.47
45.07,48.00,48.73,45.06
48.51,49.35,49.76,48.36
51.93,50.47,52.29,49.58
51.56,51.71,52.19,50.67
51.02,51.18,51.49,50.15
50.19,48.88,50.41,48.84
49.19,50.08,50.66,49.19
49.53,49.45,50.43,49.22
46.60,43.86,46.69,42.76
43.54,45.47,45.73,43.16
44.75,45.10,45.88,44.45
45.86,45.46,46.58,44.44
46.26,45.91,47.55,45.91
44.72,45.73,45.73,43.99
43.44,42.70,43.79,41.63
43.64,44.12,44.61,43.57
43.69,43.46,44.44,43.21
43.72,42.88,43.72,42.59
43.33,43.21,43.66,42.66
45.21,45.47,46.19,45.04
41.08,41.58,41.58,40.42
41.09,41.17,41.86,40.28
41.45,40.92,41.68,40.62
40.95,40.02,41.30,39.81
40.86,40.44,41.84,40.12
40.14,40.09,41.26,39.27
41.50,41.50,41.65,41.03
42.39,41.39,42.50,41.34
41.95,41.53,42.11,41.44
41.60,40.57,41.68,40.45
40.95,40.01,41.50,39.64
40.11,39.60,40.27,39.08
39.98,39.76,40.53,39.50
38.32,38.10,38.46,37.65
37.87,37.77,38.16,37.69
37.65,37.24,38.01,37.10
37.02,36.32,37.02,35.37
37.04,36.79,37.06,36.30
36.83,36.71,36.89,36.30
37.31,37.05,37.45,36.43
35.98,36.65,37.45,35.93
36.55,39.04,39.04,36.24
38.57,39.30,39.60,38.25
40.18,42.25,43.02,40.06
42.84,43.79,44.05,42.43
43.33,43.61,43.62,42.64
44.11,43.37,44.23,43.29
44.09,43.83,44.33,43.54
43.96,43.23,44.13,42.83
42.39,42.01,42.43,41.63
41.84,41.69,42.60,41.25
42.02,43.29,43.88,42.02
42.43,42.15,42.72,41.39
44.42,43.46,45.09,43.33
42.91,42.84,42.91,42.36
42.48,41.04,42.55,40.40
39.41,39.41,39.74,39.12
41.32,40.84,41.74,40.40
40.19,39.87,40.23,39.83
39.60,39.40,40.21,39.36
39.38,39.99,40.39,39.26
40.45,39.75,40.54,39.07
39.96,39.64,40.15,39.49
38.67,38.33,38.67,37.79
38.32,38.49,38.86,38.10
38.11,37.38,38.20,36.92
37.42,37.90,38.05,37.25
37.49,37.13,37.53,36.50
38.37,40.13,40.62,38.24
40.43,41.37,41.65,40.30
41.50,40.85,41.83,40.73
38.25,38.87,39.22,37.36
38.35,39.15,39.19,38.02
41.28,40.32,41.53,40.11
41.47,40.84,41.63,40.74
41.34,40.64,41.42,40.42
40.57,39.72,40.58,39.64
40.50,40.50,40.68,39.90
40.54,39.55,40.91,39.27
39.96,40.82,41.15,39.95
43.40,43.70,44.22,43.12
45.41,45.20,46.06,44.93
45.46,45.72,45.97,45.17
46.54,46.50,46.83,46.00
45.13,43.65,45.26,42.38
43.97,43.55,44.41,43.44
43.55,43.72,44.04,43.45
43.40,43.32,43.93,43.12
41.66,41.63,42.39,41.50
41.37,41.33,41.62,41.09
41.30,41.40,41.51,40.68
41.70,41.52,41.91,41.39
42.07,41.61,43.74,41.34
41.58,41.93,42.12,41.56
40.90,40.65,41.17,39.96
39.35,38.90,39.59,38.60
38.00,38.48,38.85,37.95
38.29,38.10,38.33,37.68
38.33,37.93,38.44,37.85
38.69,38.15,38.69,37.91
37.98,38.17,38.29,37.38
37.44,37.76,37.98,37.36
37.93,38.52,39.26,37.93
37.87,38.08,38.15,37.50
38.28,38.82,39.28,37.78
39.87,38.80,39.94,38.60
38.73,38.40,38.84,37.50
38.17,38.85,39.17,38.14
37.19,37.14,37.45,36.79
37.26,37.41,37.57,37.12
36.97,37.30,37.40,36.92
36.70,36.93,37.09,36.51
36.90,36.58,37.09,36.41
36.06,36.63,37.34,35.47
36.02,36.03,36.40,35.77
36.40,36.28,36.57,35.94
35.93,36.47,37.17,35.81
34.25,33.74,34.39,32.00
33.93,33.80,34.36,33.56
35.40,35.25,35.59,34.75
35.35,35.73,36.11,35.14
34.81,35.43,35.60,34.68
35.17,34.85,35.26,34.60
33.45,33.64,33.79,33.21
33.16,33.21,33.85,33.08
32.85,32.67,32.89,32.42
32.29,31.80,33.12,31.72
32.32,32.27,32.92,32.13
31.80,32.22,32.68,31.62
32.13,31.50,32.27,31.30
30.65,31.68,31.98,30.37
31.58,31.18,31.96,31.08
31.58,31.66,31.79,31.52
31.78,32.25,32.65,31.57
31.97,31.89,32.33,31.74
32.80,31.81,33.02,31.76
31.83,30.99,31.89,30.54
31.20,31.18,31.49,30.97
31.45,31.29,31.67,31.00
31.28,31.43,32.00,31.26
32.09,32.10,33.13,31.97
32.74,34.04,34.80,32.62
34.47,34.48,34.55,33.82
34.89,35.32,35.68,34.85
34.84,34.77,35.14,34.48
35.15,34.01,35.75,33.75
34.70,34.35,34.77,34.20
32.26,32.36,32.64,31.72
33.41,34.10,34.40,33.27
35.44,35.01,35.50,34.92
34.54,34.06,34.74,33.40
31.61,31.93,32.34,31.41
31.87,31.21,32.00,30.90
29.42,29.32,29.42,28.40
29.40,30.39,31.05,29.21
30.49,30.90,31.36,30.41
30.52,31.21,31.34,30.23
31.19,30.95,31.37,30.75
31.39,31.32,31.93,30.40
31.23,31.33,32.50,31.03
30.76,30.83,31.05,30.65
31.53,31.82,32.22,30.98
31.24,30.98,31.59,30.90
31.87,31.18,31.95,31.16
30.30,31.07,31.12,29.65
30.25,30.25,30.28,29.90
29.81,30.16,30.18,29.73
31.46,32.19,32.54,31.43
32.28,33.17,33.85,32.18
34.05,33.33,34.05,33.06
33.40,33.39,33.68,33.33
31.90,31.74,31.91,31.46
32.14,31.63,32.25,31.57
32.20,33.11,33.41,32.16
33.08,32.93,33.40,32.73
30.91,30.80,31.08,30.42
30.75,30.96,31.34,30.75
30.67,30.53,31.44,30.26
30.95,30.61,31.25,30.33
32.00,33.45,33.75,32.00
35.29,35.18,35.58,34.50
36.25,35.98,37.25,35.89
36.47,36.96,37.35,36.29
35.13,35.49,36.10,35.01
36.21,36.07,36.32,35.50
37.08,36.12,37.08,35.91
36.25,36.30,36.77,36.22
37.00,37.52,37.70,36.99
37.18,37.34,37.64,36.96
37.28,36.83,37.57,36.79
36.48,35.96,36.60,35.51
36.05,36.34,36.57,35.59
35.54,35.35,35.56,35.06
35.75,36.01,36.28,35.65
36.01,36.07,36.16,35.45
36.43,36.01,36.49,35.96
35.90,36.09,36.37,35.80
37.15,36.63,38.32,35.26
35.27,34.76,35.68,34.63
34.68,34.49,34.87,34.34
33.85,34.05,34.18,33.33
33.62,33.41,33.70,33.11
33.35,32.58,33.41,32.55
32.21,32.14,32.46,31.91
31.32,31.13,31.39,31.01
30.60,30.28,30.67,29.81
29.45,29.70,29.88,29.29
29.59,29.22,29.59,29.11
29.01,29.25,30.10,28.84
28.99,28.94,29.09,28.80
29.13,29.13,29.22,28.84
29.17,28.87,29.17,28.50
28.56,28.73,28.92,28.18
29.05,29.09,29.69,29.05
29.02,28.61,29.08,28.35
28.32,28.45,28.76,28.14
28.80,28.71,29.22,28.62
28.31,28.78,28.87,28.23
28.13,28.43,28.60,28.05
28.48,28.33,28.63,28.23
28.70,28.68,28.75,28.33
28.28,28.07,28.35,27.67
28.32,28.45,28.61,27.86
29.23,30.22,30.44,29.13
29.86,29.04,29.95,28.94
28.93,28.55,29.04,28.40
29.24,28.54,29.24,28.48
28.45,28.31,28.64,28.31
27.18,27.69,27.79,27.12
27.24,26.67,27.24,26.64
26.81,26.90,27.20,26.71
28.28,28.43,29.04,27.90
27.24,26.67,27.35,26.55
27.34,28.25,28.64,27.34
28.77,28.90,29.11,28.64
29.14,28.86,29.16,28.79
28.83,29.02,29.13,28.64
29.20,29.27,29.36,29.10
27.95,27.54,27.96,27.26
27.81,27.48,27.94,27.43
27.08,27.15,27.26,27.00
27.06,27.08,27.36,27.04
28.28,27.15,28.48,27.14
27.55,27.66,27.85,27.35
27.76,27.79,28.33,27.45
28.18,28.97,29.26,27.96
28.03,27.54,28.12,27.30
27.82,27.28,27.90,27.10
27.02,26.99,27.12,26.75
27.61,28.39,28.50,27.51
27.11,27.12,27.22,26.74
28.06,27.31,28.11,27.23
28.21,27.98,28.25,27.76
28.03,28.33,28.50,27.88
27.54,28.24,28.24,27.24
28.56,27.82,29.04,27.79
28.50,28.69,28.73,28.40
29.07,29.75,29.92,29.05
29.59,29.65,29.97,29.15
28.39,28.50,28.64,28.32
28.46,28.60,28.75,28.26
28.72,28.97,29.20,28.52
28.92,28.72,29.12,28.45
29.27,30.14,30.79,29.20
31.03,31.10,31.21,30.65
30.31,31.82,31.86,30.07
32.49,32.95,33.49,32.43
33.11,32.44,33.43,32.31
32.48,32.73,32.76,31.86
34.49,34.45,35.55,33.72
34.47,34.56,34.90,34.16
33.12,32.41,33.22,32.27
32.58,32.58,33.07,32.55
32.51,33.55,33.78,32.29
32.86,32.99,33.27,32.84
31.68,32.09,32.40,31.52
32.41,32.48,32.73,32.23
33.38,32.39,33.98,32.14
31.84,31.97,32.23,31.60
31.59,30.20,31.60,30.02
30.22,31.03,31.03,30.14
31.06,30.79,31.06,30.20
30.85,31.18,31.43,30.72
31.24,32.31,32.67,31.24
33.07,33.40,34.68,32.91
33.97,34.00,34.36,33.56
33.77,32.74,33.87,32.68
32.30,32.38,33.07,32.05
33.08,33.64,33.93,33.04
33.92,33.21,34.02,33.16
34.45,32.53,34.58,32.38
32.22,32.37,32.50,32.03
32.15,33.87,34.00,32.05
34.95,35.05,35.64,34.40
34.99,34.61,35.07,34.33
34.51,34.75,34.95,34.30
34.97,34.94,35.28,34.41
32.87,32.12,32.92,32.10
32.43,31.83,32.50,31.80
32.43,31.92,32.62,31.81
32.14,32.54,32.58,31.58
32.56,31.98,32.84,31.86
33.00,32.82,33.17,32.65
31.02,31.39,31.51,30.20
31.28,30.79,31.43,30.78
31.81,31.68,31.81,31.44
31.24,31.37,31.84,31.04
32.22,31.94,32.60,31.70
32.01,32.56,32.69,31.99
34.02,34.95,35.17,34.00
35.51,36.12,36.24,35.18
36.46,36.09,36.71,35.64
36.06,35.80,36.36,35.64
36.11,36.33,36.92,35.51
36.52,36.19,36.66,36.12
39.83,39.52,39.89,39.12
40.06,39.76,40.62,39.55
41.04,39.82,41.04,38.46
40.87,39.50,41.38,39.01
39.84,39.61,40.30,39.30
40.00,40.21,40.40,39.64
40.79,40.74,41.22,39.95
41.33,42.55,42.71,41.17
43.47,43.60,44.23,43.07
43.48,41.94,43.48,41.87
42.50,41.60,42.50,41.02
41.33,41.20,41.68,40.68
42.36,41.23,42.42,40.70
41.29,41.77,42.35,41.17
40.10,39.36,40.10,39.20
39.87,40.08,40.26,39.60
41.50,41.38,41.93,40.80
41.26,39.81,41.47,39.58
39.48,39.93,40.03,39.04
41.10,40.11,41.30,39.96
40.18,40.55,41.08,40.05
39.54,38.69,40.15,38.00
36.70,37.09,37.30,36.38
37.90,37.23,37.90,36.73
36.50,36.71,36.90,36.31
36.31,35.90,36.79,35.80
36.11,36.24,36.50,35.99
37.20,36.31,37.43,36.22
36.05,35.77,36.24,35.50
35.10,34.76,35.30,34.66
34.79,34.75,35.01,34.07
34.58,34.88,35.01,34.58
36.53,36.61,36.79,36.21
36.81,36.94,37.01,36.48
36.48,36.63,36.91,36.26
39.23,39.57,39.72,39.00
39.70,40.72,40.81,39.58
40.79,40.76,41.09,40.25
40.99,41.26,41.39,40.69
41.45,41.07,41.45,40.70
41.49,41.85,42.15,41.23
42.93,39.95,43.04,39.85
41.16,41.39,41.43,40.36
40.87,41.59,41.78,40.82
40.62,40.33,40.80,40.00
40.34,40.45,40.74,40.26
40.51,40.73,40.90,40.50
43.47,42.75,43.59,42.22
42.73,42.60,42.87,42.08
42.62,42.77,43.04,42.49
44.91,45.06,45.82,44.57
45.61,47.67,47.79,45.52
49.95,52.25,53.26,49.72
52.99,53.45,54.12,51.92
53.63,54.39,55.02,52.99
53.00,51.96,53.10,50.80
52.86,54.84,54.84,52.00
54.90,55.15,56.15,54.80
55.58,54.10,55.94,53.48
55.44,55.70,55.83,54.48
54.25,54.94,55.22,53.97
54.11,54.07,54.52,53.61
53.05,54.09,54.15,53.01
53.00,53.05,53.60,52.90
50.77,50.43,51.31,50.14
50.01,52.73,52.75,49.93
51.53,51.51,51.89,51.16
50.48,50.78,51.84,49.80
51.73,51.56,51.78,51.32
53.45,55.34,55.58,52.25
54.98,54.51,55.20,53.85
54.75,55.21,55.46,53.67
55.87,55.63,56.34,55.23
56.95,56.55,57.26,56.41
56.29,55.48,56.38,55.27
54.67,55.15,55.70,54.65
52.89,51.53,52.89,51.53
51.70,51.64,52.41,50.98
52.02,52.31,52.50,51.93
54.68,53.95,54.86,53.75
53.96,52.81,54.50,52.73
53.79,51.50,54.01,51.22
51.85,52.03,52.34,51.73
51.77,51.92,52.66,51.50
51.50,51.18,51.88,49.50
51.69,51.62,52.17,51.31
49.69,49.32,50.04,49.23
47.59,47.30,47.62,46.97
47.84,47.12,47.97,47.05
46.30,45.49,46.31,45.37
45.34,45.52,45.85,45.34
46.32,45.95,47.98,45.35
45.98,46.87,47.09,45.74
46.34,45.73,46.68,45.60
45.79,45.91,46.35,45.76
45.93,47.03,47.29,45.82
48.94,49.68,50.00,48.31
50.80,52.98,53.35,50.66
52.48,51.54,52.61,50.98
51.50,50.68,51.93,50.34
50.00,47.79,50.00,47.79
46.90,48.11,48.38,46.45
47.72,46.61,47.74,46.32
47.35,47.32,47.87,47.10
47.32,47.39,47.96,46.54
46.09,46.35,46.55,45.74
48.49,48.22,48.81,48.10
47.84,48.57,48.66,47.76
50.23,51.61,51.78,50.00
52.33,51.85,52.75,51.59
51.58,50.66,51.61,50.27
50.36,49.15,50.61,49.03
48.38,47.97,48.54,47.13
47.50,48.11,48.29,46.80
47.79,47.70,48.31,47.32
50.58,48.11,50.59,47.75
47.52,46.34,47.52,45.75
44.82,41.56,44.97,40.98
41.70,41.15,41.87,40.20
39.53,39.06,39.63,38.12
40.22,39.80,40.48,38.06
40.48,40.44,40.92,40.35
40.19,39.67,40.32,39.60
39.86,40.03,40.27,39.44
39.89,39.85,40.03,39.41
39.60,39.62,40.12,39.24
39.51,39.57,39.74,39.30
40.16,40.37,40.70,39.83
40.75,40.62,40.91,40.14
40.79,39.97,40.79,39.55
39.89,39.99,40.04,39.57
41.67,40.24,41.85,39.95
40.64,41.05,41.21,40.53
40.84,40.30,40.95,40.10
40.45,40.35,40.50,40.10
40.83,41.03,41.66,40.34
41.36,41.54,41.67,41.05
43.46,43.73,44.36,43.25
44.80,44.35,45.51,44.31
42.80,43.60,44.00,42.73
43.86,43.82,44.20,43.52
42.98,42.97,43.15,42.04
43.32,43.55,45.45,43.29
45.92,43.74,45.94,43.45
44.75,44.26,45.54,43.82
44.12,38.68,44.12,37.92
37.28,36.44,37.49,35.55
36.75,37.49,37.68,36.55
37.49,36.86,37.49,36.50
36.96,35.74,37.26,35.22
35.51,35.20,35.70,34.64
35.29,35.20,35.78,34.97
35.84,35.49,35.93,35.02
34.26,34.27,34.66,33.48
35.09,34.79,35.15,34.66
35.14,35.35,35.67,34.79
34.61,35.37,35.80,34.53
