VRTS,Virtus Investment Partners,NASDAQ
199.97,193.00,200.06,189.53
189.30,185.10,189.30,181.28
188.29,189.30,191.37,184.59
191.52,184.05,192.45,182.30
185.84,184.50,187.35,182.17
183.49,176.27,184.26,176.26
178.03,177.99,179.84,175.00
177.39,178.96,179.04,173.11
177.67,178.30,178.64,176.76
181.61,180.31,181.61,176.40
180.56,181.41,182.55,179.86
182.91,183.66,185.64,179.88
180.08,185.50,187.49,177.99
188.99,190.00,192.15,185.28
190.53,189.43,190.75,188.11
190.00,190.02,190.80,188.52
190.00,187.88,190.95,186.60
188.52,189.88,189.99,185.31
190.00,191.38,191.94,187.15
190.00,190.41,191.16,188.15
190.00,191.46,191.48,189.60
191.54,194.90,195.69,190.06
195.17,192.48,195.49,191.61
191.70,192.83,194.53,191.10
191.00,191.01,191.98,189.90
190.00,184.98,191.52,184.57
185.08,186.22,188.32,181.62
186.02,186.50,188.61,184.72
188.05,189.74,192.23,186.26
187.96,189.95,191.24,187.15
189.14,189.87,191.46,188.76
189.45,190.23,190.86,188.91
189.13,188.73,190.80,188.16
190.00,184.41,190.00,181.16
183.43,181.62,185.09,181.57
180.16,183.05,183.49,180.11
182.94,187.72,187.78,181.85
187.14,187.90,188.54,184.12
185.44,187.08,190.18,185.44
186.22,188.70,192.17,186.22
188.80,189.00,194.49,187.40
188.71,190.00,190.74,185.61
188.79,188.68,190.32,185.57
189.13,190.76,193.12,188.98
191.45,190.41,192.20,187.76
190.65,190.13,192.97,189.00
186.49,184.53,189.84,184.43
185.00,180.77,185.72,180.13
180.30,180.86,181.18,179.52
180.10,174.30,180.10,172.54
177.21,176.18,178.04,174.31
176.60,176.25,177.32,175.05
176.06,175.57,177.19,174.53
176.42,175.18,176.42,171.71
175.78,174.84,176.75,172.96
169.62,166.25,170.90,164.00
163.22,166.12,166.98,152.61
161.90,160.61,165.63,158.15
159.91,160.71,163.11,159.68
163.04,159.03,163.04,158.30
159.19,160.94,162.15,159.00
160.20,163.97,164.12,158.99
164.22,166.79,168.19,163.44
166.74,166.62,168.04,165.47
166.51,165.41,166.51,163.40
165.46,166.01,168.66,162.54
165.42,165.94,167.49,165.01
166.76,167.51,168.30,165.53
166.35,167.91,168.60,164.66
165.46,162.64,165.54,160.34
161.87,162.34,163.68,160.50
160.65,158.83,161.78,157.09
158.01,154.86,158.47,154.30
155.74,158.70,158.98,155.35
158.00,156.72,158.71,156.31
157.58,155.31,158.62,154.98
156.09,155.36,158.10,154.89
156.45,157.57,158.70,156.05
157.48,162.07,163.69,156.13
161.13,161.92,163.32,159.78
160.48,161.86,163.28,159.60
162.91,164.95,166.74,162.74
163.52,166.01,166.70,163.52
167.60,166.86,169.77,164.69
166.57,167.12,167.49,165.89
167.35,173.24,174.38,166.98
172.61,175.82,176.60,170.76
176.50,176.74,177.25,174.74
177.55,177.09,178.26,174.75
176.91,177.50,178.45,175.76
178.91,185.16,188.31,178.91
191.03,206.11,209.00,190.00
206.17,203.52,211.34,202.76
204.43,199.95,206.73,196.63
201.03,205.23,205.55,199.41
204.59,206.66,211.56,201.39
207.11,205.61,211.00,204.13
206.78,204.12,214.43,201.93
203.90,207.90,207.98,202.10
206.88,208.13,209.10,206.32
208.13,207.05,208.55,205.00
206.62,208.52,208.97,200.12
209.11,207.02,209.11,204.18
207.98,207.95,207.98,204.25
207.85,209.28,212.40,205.33
209.35,207.48,209.74,202.45
208.00,201.16,208.00,200.10
202.30,204.00,206.54,201.34
203.13,204.06,205.64,198.72
204.03,205.94,212.99,202.97
205.64,206.65,210.01,205.16
207.52,207.39,208.96,205.84
208.16,207.80,208.16,206.40
207.21,201.50,207.61,201.50
200.50,197.50,200.50,195.58
196.69,197.56,200.62,195.44
196.80,199.12,202.70,196.80
202.46,202.04,204.00,198.72
203.13,204.16,204.90,201.03
203.17,200.95,205.18,200.01
200.50,197.35,202.04,197.09
198.43,197.39,199.29,195.28
198.48,200.36,206.67,195.03
201.85,206.50,206.94,201.84
207.08,205.06,207.42,201.45
206.49,212.02,212.22,205.44
210.50,206.37,211.25,205.05
206.81,207.35,210.44,206.81
208.45,213.90,214.49,207.30
214.15,212.00,214.15,209.30
212.97,212.69,214.37,211.60
213.61,209.50,213.61,206.32
208.75,201.00,210.17,200.16
202.29,200.05,205.00,199.37
200.00,200.00,203.38,198.34
200.20,204.28,205.32,199.60
205.17,201.25,205.17,200.00
201.52,202.23,204.11,201.52
202.46,196.02,202.46,193.47
197.54,190.25,197.83,188.93
190.83,186.06,190.83,184.48
184.67,181.68,186.47,180.23
182.24,185.41,186.50,179.53
185.41,196.84,200.13,184.89
196.81,195.29,197.98,193.15
194.58,200.82,201.43,194.58
202.37,204.95,207.91,202.37
205.01,206.49,208.92,204.90
204.85,199.14,205.21,198.68
198.71,190.98,198.71,189.13
191.64,189.96,194.85,181.02
189.62,193.75,193.83,188.85
191.49,182.39,191.49,180.10
184.61,183.79,186.72,180.72
180.17,182.26,184.42,177.25
181.90,178.01,183.41,175.56
179.33,182.19,184.46,169.03
181.70,177.65,181.70,175.88
177.90,177.18,180.09,175.35
177.48,179.21,180.59,177.48
178.88,178.66,178.88,176.71
178.33,181.13,181.13,177.01
181.66,181.56,182.96,180.38
181.55,184.75,184.84,179.26
184.75,179.91,184.75,176.50
179.69,180.70,181.50,178.68
179.60,176.81,181.60,176.59
177.99,179.27,179.67,177.12
179.76,177.75,181.39,177.38
177.50,182.29,184.91,176.12
181.74,179.87,181.82,177.80
180.44,178.00,181.54,176.32
177.12,181.76,182.47,174.93
181.15,185.16,187.99,181.05
184.22,178.35,184.22,177.83
180.58,183.36,184.91,178.51
182.63,177.83,182.63,176.19
177.65,180.86,181.71,176.71
182.47,178.57,182.61,177.32
177.69,180.90,182.34,176.46
180.91,176.32,180.91,174.60
174.90,176.62,178.06,174.43
177.79,174.72,177.79,173.61
174.00,175.62,177.82,173.10
176.38,178.90,179.15,173.95
179.29,182.59,182.80,177.13
182.39,179.88,182.39,179.31
180.17,183.31,183.90,177.42
182.65,181.08,185.12,179.53
182.09,180.10,182.97,178.59
180.30,180.65,182.66,180.07
181.08,175.46,181.58,173.15
174.73,175.38,176.58,172.07
175.26,171.95,177.79,171.05
172.29,173.17,174.00,171.26
173.07,173.98,175.70,172.40
173.79,177.49,179.75,173.43
177.75,176.66,178.97,174.77
176.91,171.67,179.13,167.64
170.16,167.65,170.16,165.00
167.05,169.75,170.84,166.37
170.76,174.79,175.87,168.97
173.94,173.62,175.65,171.40
171.73,175.00,176.84,171.73
177.19,174.17,177.19,172.65
174.64,176.69,177.51,170.01
178.60,182.46,183.34,177.39
182.99,186.23,187.99,180.86
185.66,183.53,187.85,183.10
184.24,184.51,185.27,182.69
184.30,181.55,186.05,181.04
182.99,179.99,183.60,179.29
178.57,176.70,178.84,173.96
176.63,177.93,180.00,176.01
179.87,178.95,182.95,177.86
177.20,184.99,186.38,176.23
183.69,187.21,190.33,183.50
187.60,186.90,189.10,186.71
188.90,188.67,188.90,184.46
188.00,185.87,188.00,184.35
186.61,188.25,188.87,183.50
188.65,189.50,192.44,188.65
188.28,188.66,190.75,186.30
189.92,190.59,192.50,188.61
189.98,185.15,190.03,184.10
184.28,182.95,185.35,182.60
181.95,176.49,181.95,174.00
176.29,182.49,182.64,174.55
181.16,188.38,189.56,178.81
187.26,183.46,187.64,181.83
183.46,184.08,187.00,183.46
185.00,184.60,185.92,184.04
185.11,187.31,188.05,185.11
188.16,189.14,189.50,187.11
188.60,187.94,189.85,185.20
187.73,187.82,188.27,186.42
188.47,184.49,188.47,183.85
185.63,185.09,185.76,182.50
184.73,190.84,191.70,184.73
189.26,195.11,196.94,189.26
195.06,198.70,201.16,192.30
200.08,203.72,205.12,198.31
203.03,202.50,204.00,201.18
202.71,204.33,204.59,199.59
203.52,203.73,204.96,202.35
203.90,201.04,205.00,200.05
201.05,197.76,202.16,195.71
196.53,191.14,197.69,190.52
192.30,194.89,197.21,192.30
194.37,199.30,199.98,192.35
200.42,205.56,207.07,199.91
207.46,209.87,209.92,203.12
209.33,212.85,215.00,208.37
212.00,209.50,215.72,209.36
208.90,209.24,211.95,207.33
210.09,207.75,210.09,205.10
205.71,211.00,212.47,205.71
209.05,211.75,213.00,208.69
211.48,210.24,215.00,209.30
210.93,211.31,214.94,209.63
213.52,215.00,215.46,212.32
213.01,214.76,216.32,211.79
211.02,214.99,217.95,211.02
217.09,216.00,217.43,212.80
213.30,212.18,214.99,210.53
213.27,215.26,223.93,211.14
218.46,217.09,220.49,216.06
218.04,216.57,219.36,216.11
217.23,212.69,217.52,212.56
211.73,211.00,212.91,209.73
210.05,213.30,213.36,205.80
211.09,212.02,213.25,209.57
212.70,210.99,214.46,210.22
211.82,210.00,211.90,209.55
211.19,210.68,211.19,209.22
208.35,210.00,211.40,207.77
210.85,208.60,212.00,207.83
207.75,210.29,211.80,206.01
211.23,209.32,211.36,206.02
208.49,205.05,208.49,204.48
203.76,204.65,208.00,203.76
206.48,208.86,210.84,206.48
207.05,205.60,209.76,205.11
203.78,208.27,210.97,203.78
208.95,205.36,208.95,204.41
205.29,207.91,209.16,204.60
209.21,208.02,209.97,208.01
207.87,207.43,208.87,206.50
208.84,209.22,209.22,206.21
208.10,209.25,210.66,208.10
211.75,206.97,211.75,204.44
208.00,208.95,208.97,207.22
209.00,210.15,210.39,206.62
211.12,210.70,211.76,208.87
209.56,212.81,213.60,208.35
213.24,214.48,216.27,213.24
215.98,217.34,218.75,215.98
216.97,219.05,220.63,216.47
220.15,222.75,223.11,218.58
222.11,223.90,224.37,221.97
224.95,223.69,227.29,222.48
225.08,224.50,226.90,224.04
224.88,222.34,226.62,222.07
222.22,205.31,222.22,204.56
205.00,185.01,207.95,177.40
184.43,187.11,188.65,183.61
186.99,190.00,191.48,186.10
190.00,191.13,192.80,188.82
190.46,189.42,191.67,188.74
189.11,185.55,189.58,184.31
185.00,184.71,186.99,180.78
184.97,186.00,188.35,182.70
184.88,184.65,186.81,182.70
184.81,175.55,184.81,171.27
175.22,174.03,176.27,172.01
173.78,170.25,175.03,170.24
170.17,171.00,172.67,167.19
170.93,174.38,175.75,170.49
174.82,174.72,174.94,172.00
175.96,176.32,178.29,174.37
175.00,175.06,175.63,166.35
175.99,173.70,176.59,171.15
173.00,169.37,173.00,167.70
170.05,173.04,173.70,166.98
173.95,172.04,175.08,170.01
171.96,170.69,172.18,170.04
169.39,169.53,173.25,168.86
169.63,169.72,171.26,163.37
170.28,165.30,172.84,163.57
164.06,162.74,168.43,162.63
163.65,163.14,168.53,163.10
165.32,165.56,171.52,162.89
163.62,167.56,167.75,162.65
164.82,170.83,173.15,162.58
173.29,166.31,173.29,165.06
165.17,172.54,172.65,163.61
173.13,177.47,178.71,173.07
178.37,168.86,178.37,167.19
171.24,167.96,171.24,165.21
168.33,168.02,169.73,166.09
168.06,165.59,168.06,164.08
184.59,170.03,184.59,165.14
170.80,174.98,178.18,166.73
174.36,180.75,180.78,172.62
183.51,179.21,183.51,177.72
178.00,179.44,180.80,178.00
178.15,180.00,181.65,175.52
180.68,186.47,187.19,180.20
186.00,187.00,187.04,181.72
187.50,183.93,188.04,183.89
185.01,185.19,185.97,182.24
185.36,182.90,185.43,181.64
182.63,183.04,184.10,182.09
184.00,183.00,184.43,183.00
183.02,164.98,183.95,160.59
164.29,160.17,165.14,157.88
159.76,157.15,160.90,156.18
157.59,154.17,157.59,153.36
154.17,157.43,159.68,153.88
157.50,154.36,157.50,153.75
155.00,156.02,157.58,154.60
155.97,156.97,158.07,155.00
156.32,155.99,157.47,155.21
155.27,154.00,156.00,153.55
154.21,154.83,155.45,151.81
155.50,156.72,158.25,154.93
156.17,157.74,159.48,156.12
157.00,157.35,158.67,156.19
157.18,158.14,159.62,157.18
157.79,158.38,158.91,157.41
157.83,158.38,159.26,156.36
158.34,158.97,160.92,157.83
159.86,159.76,160.67,158.81
157.94,158.78,159.45,156.79
158.89,158.00,159.86,155.57
157.80,155.96,158.32,155.04
156.00,159.00,160.06,155.94
160.00,162.95,163.32,159.52
162.95,167.91,169.21,162.34
168.50,169.70,172.14,166.13
170.09,168.96,170.81,164.93
169.45,168.60,169.45,167.60
168.92,168.77,169.63,167.81
168.71,171.00,171.55,167.40
171.15,170.53,173.07,169.56
171.62,170.49,172.94,170.27
170.67,166.14,171.00,164.84
165.51,161.02,165.95,159.99
161.96,153.29,161.96,152.29
153.82,150.97,153.82,148.81
151.50,148.70,153.93,145.55
148.48,145.41,148.48,144.50
144.89,144.35,144.89,141.60
144.68,147.79,147.82,142.72
145.93,144.91,147.76,143.38
144.49,140.75,145.75,140.09
140.41,142.80,143.56,139.13
142.80,141.99,145.53,140.33
141.99,138.22,142.00,136.81
137.94,141.07,142.40,134.80
141.41,139.70,141.41,138.33
139.88,144.31,144.45,137.82
142.25,142.37,144.90,141.20
142.14,139.19,143.33,138.65
136.80,142.50,144.37,136.42
139.91,135.63,140.62,128.17
135.65,139.85,140.41,134.67
139.94,143.35,145.60,139.94
143.13,142.91,145.16,139.99
143.99,147.16,149.25,142.99
147.82,148.84,150.95,147.00
148.87,150.43,151.14,148.07
152.00,148.03,152.00,147.01
147.12,145.79,148.88,145.66
145.62,143.49,147.95,142.89
143.35,143.86,145.14,142.89
144.25,144.86,147.04,142.49
145.05,145.45,146.50,144.04
145.79,147.25,148.50,145.70
146.75,145.52,147.62,144.02
144.82,142.79,144.82,141.41
143.32,141.34,143.32,140.99
140.71,140.00,141.80,139.32
139.33,136.99,141.20,136.00
136.00,131.97,137.00,131.69
132.22,130.00,133.29,129.64
130.00,128.90,131.00,127.34
128.24,128.19,128.62,126.94
128.87,129.94,130.21,128.05
129.36,130.00,131.00,127.89
129.81,131.20,133.80,128.86
129.83,131.65,132.59,129.18
131.00,133.52,134.04,130.45
133.50,137.64,137.98,132.95
137.10,140.68,141.68,136.16
141.82,138.16,142.56,134.60
137.44,139.34,140.92,137.07
138.66,140.09,142.72,138.62
139.30,133.13,139.76,132.64
133.00,137.06,138.05,132.97
137.42,143.21,143.78,136.90
143.77,143.35,145.48,141.73
143.49,142.13,144.12,140.74
142.50,139.12,145.99,138.81
139.33,135.33,141.50,134.64
136.00,133.00,137.29,132.38
132.09,130.77,132.27,130.12
131.08,136.00,136.22,130.68
136.59,135.95,141.89,135.66
135.57,135.79,138.66,132.00
135.94,131.99,137.46,131.68
132.59,132.61,134.70,129.65
133.03,134.54,135.32,130.85
135.06,130.97,136.21,129.27
131.28,142.72,147.77,131.28
142.23,133.14,145.30,132.32
134.13,134.98,139.46,131.89
135.38,134.36,138.51,133.05
133.40,130.07,134.78,130.00
130.49,129.85,131.35,126.50
130.57,136.03,137.44,130.57
136.51,133.12,136.93,132.42
133.38,133.14,134.99,129.53
133.57,134.62,135.98,133.22
135.46,136.04,138.17,134.25
136.86,137.64,139.34,133.14
136.59,136.36,138.45,135.45
137.10,133.62,137.48,132.50
134.77,132.40,134.77,129.80
132.06,133.07,134.40,131.33
132.24,133.16,136.45,132.24
134.24,133.60,134.24,131.41
132.81,133.68,136.36,132.62
134.56,133.95,135.87,131.36
129.36,116.27,134.00,114.08
115.88,115.09,119.19,113.55
114.71,116.06,116.80,114.31
116.75,115.58,118.09,113.60
115.77,115.21,117.32,113.47
115.58,117.46,117.91,114.62
117.96,117.31,118.21,114.73
117.67,117.87,119.49,116.90
118.00,118.75,119.42,116.65
119.11,120.64,121.67,118.75
120.75,121.59,123.38,119.54
122.39,124.16,125.48,120.23
124.24,127.25,127.50,123.89
126.89,124.41,127.44,123.79
124.56,125.41,126.17,121.99
125.12,126.42,128.86,124.96
126.15,127.26,128.59,125.75
126.42,125.41,127.50,124.50
127.62,132.81,134.79,126.01
132.54,129.62,134.04,128.76
130.08,131.81,132.98,127.80
132.57,132.05,134.65,128.45
132.59,132.83,133.60,130.64
132.15,130.52,133.19,129.66
129.17,128.38,130.98,126.23
127.66,135.00,136.04,127.66
134.84,138.60,139.95,134.84
139.44,137.98,140.97,137.12
139.35,140.30,141.12,136.79
140.30,139.95,140.99,139.45
139.95,140.54,141.83,139.42
140.30,140.50,141.97,140.00
140.64,136.40,140.64,135.36
136.11,135.65,138.03,133.77
134.88,128.81,134.88,128.81
129.81,132.25,132.90,128.16
134.32,132.25,134.78,128.82
132.04,130.35,132.30,129.60
129.56,128.68,130.37,126.05
128.19,128.42,129.11,122.48
124.84,123.46,126.48,120.00
124.78,124.48,125.92,120.01
122.36,121.78,125.01,119.38
122.59,126.17,126.48,120.88
125.89,128.16,129.39,125.89
128.26,128.64,128.87,127.01
129.03,130.33,133.80,128.63
130.00,129.16,133.10,128.34
129.64,123.85,130.13,123.42
123.61,124.01,125.60,121.56
123.61,122.87,125.74,121.08
121.87,120.97,122.24,119.22
120.89,119.89,122.22,119.50
119.56,118.38,119.56,113.95
119.38,118.36,121.07,117.21
117.46,120.55,120.78,116.57
119.65,117.93,121.17,117.78
119.53,120.86,125.82,115.59
120.27,125.03,126.74,117.77
123.71,124.66,126.63,121.48
125.21,122.79,125.98,119.28
123.46,122.06,123.46,120.54
121.80,120.80,123.00,119.59
121.78,125.37,127.56,121.78
124.92,121.97,125.89,120.23
121.55,121.52,122.03,117.76
121.30,123.31,125.30,121.30
123.36,126.40,128.34,122.10
126.24,123.50,126.41,123.02
123.39,123.67,125.90,123.18
123.00,120.34,123.98,120.34
119.35,114.41,119.71,114.09
112.69,114.42,116.86,112.60
108.26,108.32,115.22,107.26
111.58,105.31,111.58,105.20
107.45,109.31,109.78,103.24
110.65,114.40,116.23,110.30
113.63,113.45,114.48,111.87
112.60,115.06,116.38,112.11
111.23,102.63,111.33,100.70
102.54,103.61,104.03,100.27
103.61,104.44,105.42,102.83
103.25,100.77,104.42,100.38
101.46,102.77,103.50,100.20
103.40,100.81,104.43,100.71
100.23,101.00,102.58,100.00
101.01,102.50,102.94,100.00
103.03,103.42,104.68,101.12
103.16,101.84,104.04,100.01
101.86,102.82,103.97,101.43
102.39,102.84,105.66,102.17
101.30,98.94,101.64,97.86
99.12,101.99,102.55,99.12
100.57,100.09,100.90,98.75
99.91,101.92,102.78,99.82
101.07,101.07,102.57,99.94
102.11,102.70,103.84,100.67
102.14,99.43,103.17,98.59
99.69,98.17,100.38,97.37
99.43,100.50,100.85,98.50
100.99,100.91,101.38,97.73
99.37,99.58,101.24,94.52
99.99,103.35,105.22,99.99
103.20,104.19,105.77,102.77
104.41,104.00,105.47,102.01
102.89,104.47,105.07,102.76
104.00,102.73,104.15,101.95
103.02,102.53,103.43,101.11
102.02,101.25,104.51,100.74
100.92,99.15,101.13,97.66
99.79,105.36,106.89,99.79
105.56,106.48,107.50,103.31
105.63,104.84,109.00,104.64
105.40,107.03,107.96,103.52
106.91,104.68,109.82,104.61
104.98,107.59,109.55,104.60
108.45,111.26,112.52,107.09
110.77,107.04,112.20,105.24
106.24,105.65,108.65,105.20
104.41,109.65,109.84,104.41
108.95,102.08,112.24,101.17
102.84,117.04,119.09,102.84
117.33,123.00,124.26,117.33
123.39,128.69,130.23,121.32
129.11,126.71,129.12,123.64
126.94,127.05,128.54,126.31
128.19,129.91,130.63,123.81
129.55,124.75,129.55,124.42
124.79,123.40,125.97,122.27
123.01,123.63,125.35,121.82
123.11,124.39,127.20,122.60
123.80,125.82,129.13,122.84
125.85,129.34,131.15,124.56
129.52,130.98,133.54,128.20
132.60,134.27,136.12,130.24
134.07,134.42,134.85,130.63
135.20,134.94,136.49,134.03
134.60,136.18,137.91,134.60
135.70,135.30,135.80,134.72
134.79,134.89,137.30,134.62
135.06,136.99,139.03,135.06
137.84,136.24,139.87,135.92
137.22,138.92,141.03,137.22
138.92,138.38,141.97,137.14
138.57,132.30,139.51,131.42
133.18,133.52,135.13,131.68
132.84,132.80,133.25,130.11
131.14,130.70,134.17,129.25
129.66,129.26,132.79,126.19
129.55,129.56,130.94,128.75
126.85,124.06,129.09,123.20
123.84,121.36,125.03,120.95
122.77,121.87,124.34,119.97
122.87,124.68,125.54,120.18
124.87,122.71,128.04,122.48
121.77,118.40,121.90,117.79
119.55,118.70,120.91,117.41
119.17,119.15,121.07,116.26
120.35,121.86,123.71,118.97
121.81,121.34,122.33,119.44
120.29,121.19,123.84,118.00
122.36,120.92,123.17,119.58
120.30,118.45,121.32,117.79
117.34,117.46,119.47,116.87
114.72,117.04,117.63,113.23
117.24,116.00,120.09,115.48
113.81,112.81,115.39,111.90
110.21,106.66,110.95,105.84
107.43,105.06,108.10,104.30
104.63,102.40,105.20,98.73
103.35,98.73,104.22,96.84
99.91,93.63,99.91,91.45
93.75,94.08,95.03,90.91
91.29,93.51,93.94,89.42
94.95,90.80,96.50,90.08
88.51,91.00,91.80,86.07
91.26,91.84,94.49,90.38
93.42,94.49,95.75,92.22
93.65,91.75,95.59,90.38
92.44,95.63,96.87,92.20
94.59,92.60,94.90,91.34
93.55,91.43,94.48,90.27
90.14,88.00,94.43,86.00
87.58,88.10,89.40,85.75
87.10,87.48,88.22,84.92
88.50,86.47,89.79,84.52
86.51,86.80,89.50,84.86
86.79,85.68,88.20,84.88
84.71,86.86,87.46,83.47
85.60,86.51,88.06,84.25
87.22,86.42,90.34,85.88
84.68,86.41,88.62,84.55
87.74,89.11,89.86,87.14
90.55,93.13,93.77,88.99
93.72,94.47,95.81,93.23
94.92,92.85,95.63,92.13
92.04,90.95,92.04,89.95
91.95,94.55,95.67,85.89
94.46,90.69,95.05,90.65
89.61,90.69,91.40,86.35
90.79,91.34,94.58,89.51
92.01,93.52,96.40,92.01
93.55,91.81,95.04,90.96
92.24,95.54,96.15,92.09
95.36,95.99,96.88,93.71
95.99,99.52,101.01,95.38
100.02,98.25,100.31,97.47
98.07,97.00,98.10,96.42
96.64,84.42,96.96,83.51
84.57,78.17,87.55,77.00
75.89,76.82,77.78,73.33
77.71,75.89,77.71,75.61
75.63,78.00,78.22,74.62
77.37,76.60,77.37,75.45
75.94,76.87,77.72,75.85
76.58,78.04,78.31,76.50
78.48,79.86,80.12,78.23
79.64,80.85,81.13,78.70
80.12,80.37,81.47,78.00
80.32,77.76,80.37,77.62
77.21,77.04,77.30,76.18
77.26,76.78,77.26,74.42
76.45,77.40,77.54,74.73
77.50,79.27,79.51,77.50
79.46,78.11,80.47,77.74
77.53,76.05,77.53,75.43
76.07,73.03,76.84,72.95
72.38,69.45,73.04,69.33
69.53,69.54,71.12,68.28
69.06,66.81,69.06,66.12
67.50,66.98,68.52,66.37
67.72,67.43,69.22,66.69
67.54,68.11,69.29,67.19
68.65,73.97,74.36,68.65
73.68,73.45,75.49,71.51
73.48,72.14,73.52,71.85
71.85,71.98,73.07,71.50
72.29,72.34,73.86,71.01
72.62,73.95,74.75,72.62
73.79,72.98,73.79,72.36
73.20,73.04,73.75,72.17
72.14,71.88,72.62,70.34
72.34,70.50,72.64,70.20
69.98,70.72,71.44,69.54
70.00,68.17,70.53,67.76
70.12,78.22,79.38,70.11
78.06,78.71,79.37,76.25
78.08,75.20,78.08,73.22
74.47,70.93,75.76,70.67
71.09,70.85,71.21,69.06
70.25,74.12,74.23,70.10
75.30,78.48,78.59,75.30
79.23,81.50,81.55,78.45
81.15,80.30,83.57,79.26
80.39,80.41,81.97,79.64
80.34,78.78,81.35,78.13
79.13,79.24,80.51,78.50
78.64,78.15,80.16,77.48
77.86,79.57,80.50,77.66
79.20,78.12,80.13,77.60
78.39,79.22,80.26,78.39
79.40,78.98,80.46,78.03
79.07,79.52,80.26,78.35
79.99,80.81,81.00,79.49
80.98,80.95,81.83,79.47
80.90,80.52,81.00,79.80
81.24,81.41,82.56,80.07
81.31,81.26,81.94,80.26
81.16,81.48,81.71,80.51
81.16,79.92,81.53,79.72
80.01,81.40,82.48,80.01
81.79,81.28,81.84,80.82
81.28,81.55,81.85,81.05
80.86,80.53,82.48,79.97
79.62,77.70,80.53,77.41
77.07,75.53,77.85,75.00
75.22,76.47,77.78,75.00
76.94,76.48,78.09,75.24
75.87,75.42,75.90,73.80
75.66,75.52,77.18,75.07
76.59,77.89,78.07,76.25
78.21,78.47,78.61,76.88
78.46,78.30,80.00,77.86
79.55,81.11,81.29,79.00
76.56,78.14,78.99,76.56
77.16,73.49,77.16,73.40
74.39,70.25,75.00,69.74
70.81,70.94,71.49,69.81
71.09,71.18,71.40,69.59
71.28,71.37,72.08,70.35
71.17,71.21,71.89,69.78
70.97,71.74,72.53,70.01
71.93,74.87,75.29,71.93
75.72,77.15,77.82,75.72
77.58,76.96,78.34,75.68
77.38,78.39,78.80,77.38
78.19,78.88,78.91,76.82
80.22,79.34,82.00,78.86
81.75,81.87,83.24,78.91
82.10,80.99,82.34,80.44
80.50,80.12,81.46,80.09
80.49,81.36,82.85,80.12
80.96,80.56,82.77,80.20
80.88,82.05,82.05,79.84
81.58,81.51,81.74,80.56
82.01,82.56,82.96,81.39
82.20,83.99,84.92,81.68
84.34,83.10,84.34,82.03
81.77,84.29,85.75,81.77
84.93,85.83,89.21,84.00
85.92,87.41,87.60,84.21
87.70,89.16,89.83,87.38
88.85,89.48,89.72,88.56
89.75,92.32,95.75,89.71
92.95,91.50,93.74,90.26
91.86,91.24,92.43,90.46
91.24,90.69,92.22,90.10
91.25,90.14,91.78,89.96
89.78,89.15,89.89,88.03
89.44,89.66,90.77,89.43
89.50,88.96,92.05,88.45
88.96,88.18,88.96,87.70
88.38,89.20,89.33,87.60
89.14,89.72,89.86,87.94
89.57,88.76,89.76,87.88
89.32,89.41,90.00,88.63
89.50,89.12,89.97,88.48
88.72,88.56,89.50,88.42
88.85,88.67,89.95,88.05
89.15,89.22,92.03,88.06
88.95,91.11,91.35,88.95
90.87,91.20,92.87,90.40
92.34,88.61,92.34,87.94
88.81,90.96,91.07,88.81
90.87,88.82,90.87,87.03
88.34,88.64,89.77,87.86
88.81,91.72,93.65,87.79
90.83,88.98,91.40,88.92
88.33,92.06,92.32,88.06
91.02,91.02,92.68,90.20
90.82,89.54,91.38,87.98
89.16,92.63,92.83,88.55
92.54,92.56,93.46,90.39
93.59,95.86,97.56,92.26
96.86,95.56,97.70,95.49
96.04,98.34,98.78,96.04
98.88,101.63,101.78,98.58
100.84,97.89,101.64,97.75
97.24,96.79,104.73,96.04
96.55,96.89,97.30,94.26
97.69,96.97,99.01,94.16
96.53,95.22,97.58,94.62
95.93,97.86,100.32,95.60
97.30,98.52,99.93,95.62
98.67,98.92,99.16,93.51
99.11,100.59,101.10,98.60
100.95,100.59,100.95,98.02
101.27,98.71,101.55,97.93
99.47,99.56,100.10,99.35
99.79,97.86,99.98,97.42
98.12,98.16,98.49,97.13
97.22,96.25,97.22,95.33
96.35,97.24,97.97,96.05
97.20,96.60,97.25,96.20
97.70,96.85,98.15,96.85
97.35,98.55,98.70,96.65
98.15,98.05,99.80,97.65
97.70,96.95,97.95,96.95
97.95,97.95,98.45,96.70
97.85,97.70,98.38,96.85
96.95,96.10,97.65,95.60
96.50,93.10,96.50,92.80
106.50,111.55,117.95,101.55
110.75,107.30,110.75,106.75
107.60,102.95,107.60,102.25
102.30,100.00,102.75,99.90
100.85,100.05,101.75,99.50
100.10,99.85,100.95,99.35
102.10,101.75,103.05,101.20
102.55,102.85,105.30,101.80
103.05,107.05,109.15,103.05
107.70,109.20,111.55,107.70
108.45,106.85,112.05,105.80
107.45,110.25,110.90,107.05
109.95,111.50,112.95,105.85
111.50,111.25,111.75,108.66
112.00,113.95,114.80,110.92
114.50,113.75,117.63,111.55
113.35,113.85,115.30,111.65
114.05,114.40,117.62,111.90
114.00,115.85,116.40,110.78
116.15,116.10,117.45,114.80
116.10,116.20,118.33,113.70
116.50,115.40,117.93,115.05
116.70,115.80,116.70,114.17
116.15,116.05,118.78,114.08
116.05,114.50,116.53,114.20
115.35,114.40,116.35,113.70
114.55,117.10,117.95,113.80
