COL,Rockwell Collins,NASDAQ
62.80,62.84,63.32,62.43
62.38,61.73,62.39,61.13
62.24,61.74,62.24,61.53
62.22,62.79,62.96,61.89
63.00,62.93,63.28,62.63
62.85,63.41,63.96,62.70
63.60,63.58,64.39,63.50
63.54,63.10,63.60,62.44
62.78,63.57,63.77,62.48
63.94,64.38,64.46,63.93
64.58,65.13,65.27,64.49
65.39,66.45,66.71,65.32
66.40,66.68,66.94,66.29
67.00,67.56,67.60,67.00
67.56,67.74,67.94,66.81
67.68,67.99,68.00,67.39
67.99,67.85,68.18,67.84
68.08,68.30,68.40,67.95
68.31,68.52,68.99,68.31
69.94,70.42,71.52,68.74
70.57,70.78,71.23,70.23
70.76,70.68,70.97,70.24
70.99,71.11,71.50,70.55
70.89,70.97,71.23,70.35
70.59,70.78,70.84,70.38
70.24,70.38,70.77,70.21
70.65,70.63,71.04,70.24
70.82,71.17,71.83,70.78
71.59,73.21,73.29,71.05
73.02,73.98,74.10,72.83
73.71,74.17,74.38,73.71
73.99,74.13,74.47,73.78
73.92,74.69,74.86,73.84
74.76,74.64,75.25,74.25
74.53,74.42,74.84,74.09
74.66,73.33,74.96,71.54
73.76,74.29,74.37,72.74
74.32,74.20,74.48,73.58
73.67,72.96,73.78,72.40
72.96,72.56,73.42,72.26
72.45,72.13,72.91,72.10
72.14,72.00,72.55,71.69
71.97,71.18,72.11,71.14
71.42,71.78,71.98,71.27
71.69,72.03,72.12,71.58
72.04,72.01,72.59,71.82
71.43,70.66,71.75,70.50
70.67,71.02,71.28,70.62
70.84,71.43,71.70,70.62
71.66,70.77,71.70,70.56
71.20,70.68,71.96,70.27
70.61,71.25,71.29,70.41
71.24,71.12,71.47,70.89
71.26,71.08,71.52,70.12
71.24,71.40,71.56,71.13
71.68,71.97,72.28,71.65
72.10,72.58,72.76,72.05
72.41,72.79,73.28,72.41
73.00,73.03,73.19,72.24
73.05,73.67,73.91,72.71
73.58,74.50,74.59,73.39
74.27,73.99,74.59,73.13
74.06,74.28,75.05,74.06
72.30,70.00,72.59,69.19
69.47,68.68,69.70,68.06
68.49,69.41,70.01,68.12
69.35,68.99,69.35,68.44
68.95,68.93,69.32,68.52
68.47,68.59,68.83,68.31
67.87,67.86,68.18,67.68
68.12,69.25,69.51,67.91
68.85,67.72,68.85,67.33
67.48,66.84,67.71,66.20
66.88,66.99,67.16,66.31
66.52,66.87,67.26,66.28
66.92,65.90,66.92,65.86
66.21,66.53,66.79,65.76
67.57,68.27,68.31,66.99
67.99,68.54,68.55,67.63
68.04,68.92,68.96,67.86
68.81,68.06,69.13,67.87
68.70,69.00,69.19,68.60
68.75,70.17,70.46,68.64
70.56,70.54,70.56,69.40
70.54,69.84,70.54,69.50
70.27,70.71,70.83,69.69
70.61,72.03,72.05,70.50
72.05,72.24,72.46,71.66
70.24,70.69,71.03,68.75
70.56,70.12,70.84,69.94
70.32,70.19,70.48,69.57
70.55,70.03,70.82,69.83
70.10,69.83,70.31,69.47
70.03,70.09,70.39,69.51
70.25,70.57,70.68,70.00
70.51,70.66,71.23,70.28
70.82,71.27,71.28,70.37
71.11,70.00,71.52,69.93
70.04,70.90,71.28,69.72
70.93,70.97,71.18,70.73
70.81,70.35,71.00,70.27
69.75,70.53,70.57,69.75
70.45,70.74,70.99,70.01
70.72,71.11,71.11,70.23
71.49,72.17,72.60,71.33
72.16,72.00,72.59,71.53
72.04,72.05,72.72,71.72
72.34,72.93,72.97,72.24
73.00,73.00,73.23,72.76
73.09,72.55,73.19,72.42
72.63,72.90,73.22,72.44
73.06,73.26,73.27,72.74
73.25,72.73,73.43,72.73
72.73,72.66,73.24,72.56
72.43,72.47,72.94,72.07
72.20,72.66,72.87,71.81
72.55,72.41,72.96,72.22
72.90,73.50,73.58,72.79
73.45,73.40,73.83,73.04
73.05,72.89,73.48,72.68
72.87,71.58,72.87,71.48
71.64,71.26,71.84,71.01
71.21,71.31,71.54,71.15
71.67,71.86,72.28,71.67
72.08,71.05,72.12,70.97
71.29,72.22,72.38,70.58
72.27,71.90,72.49,71.65
71.81,72.87,73.10,71.81
73.61,73.07,73.61,72.93
73.26,73.73,73.79,73.14
73.92,74.04,74.27,73.55
74.21,74.00,74.43,73.88
74.11,73.78,74.21,73.54
73.79,73.92,74.22,73.57
74.00,73.11,74.00,72.95
73.08,73.81,73.88,73.06
74.79,75.67,76.62,74.32
75.75,75.78,76.06,75.59
75.78,76.01,76.20,75.02
76.25,76.19,76.64,75.71
76.25,75.98,76.37,75.74
75.78,75.14,76.21,75.08
75.52,76.11,76.11,74.87
76.13,75.99,76.56,75.71
76.04,77.05,77.23,75.86
77.37,77.58,78.36,77.32
78.00,78.22,79.57,76.81
78.75,79.19,79.40,77.34
79.09,79.29,79.59,78.84
78.46,77.07,78.55,77.06
77.05,76.60,77.60,76.34
76.62,76.37,76.73,75.78
75.47,75.42,75.76,74.94
76.02,75.97,76.19,75.54
74.94,75.56,76.21,74.76
75.67,74.57,75.96,74.53
74.79,74.82,75.02,73.51
74.35,74.91,75.00,73.76
75.74,76.10,76.14,75.00
76.29,77.18,77.21,76.29
77.01,76.82,77.45,76.60
76.83,77.02,77.42,76.61
77.32,77.56,77.86,77.20
77.05,77.84,77.84,76.84
77.77,78.52,78.53,77.49
78.44,78.75,78.94,78.11
78.74,78.80,80.09,78.56
78.94,80.98,81.18,78.86
81.00,81.97,82.38,80.98
81.69,82.82,83.80,81.57
82.48,82.42,82.93,82.06
82.57,81.97,83.00,81.91
82.27,82.47,82.49,81.63
82.60,82.54,83.17,81.99
82.02,82.77,83.07,81.78
83.25,83.47,83.96,83.04
83.73,83.01,84.06,82.80
83.16,82.35,83.34,82.07
82.77,82.18,82.93,80.91
81.84,81.70,81.90,81.20
81.77,80.66,81.92,80.48
80.36,80.27,80.46,79.74
80.54,79.65,80.93,79.28
79.46,79.70,80.38,79.46
80.03,80.68,80.80,79.93
80.83,80.94,81.20,80.67
81.00,80.02,81.39,79.46
80.02,80.17,80.25,79.63
81.08,80.41,81.30,80.24
80.57,80.04,80.72,79.74
80.73,80.27,80.97,79.81
80.70,78.96,80.78,78.93
78.96,78.53,79.11,78.29
78.73,79.01,79.46,78.65
79.61,79.67,79.81,79.05
79.85,80.46,80.49,79.46
80.54,80.86,80.96,80.31
81.03,80.89,81.16,80.35
81.40,79.43,81.47,79.26
79.36,78.17,79.71,77.95
78.14,77.94,78.21,76.69
78.30,78.94,78.99,77.97
78.70,76.79,78.91,76.79
76.54,76.08,77.19,76.08
76.73,76.79,77.07,75.97
76.71,77.43,77.50,76.02
77.98,78.57,78.92,77.45
78.38,79.47,80.53,78.20
79.60,79.13,79.95,78.76
79.22,78.23,79.58,78.20
78.19,78.29,78.79,77.75
78.42,77.76,78.56,76.92
77.61,76.60,77.61,76.52
76.99,76.70,77.37,75.79
77.12,77.01,77.59,76.75
76.95,77.65,77.86,76.76
77.60,78.07,78.61,77.19
78.08,77.93,78.82,77.87
77.72,79.38,79.57,77.53
79.09,78.30,79.59,78.15
78.54,79.81,79.86,77.96
79.55,79.00,79.70,78.70
78.86,78.98,79.22,78.37
79.38,79.90,79.96,79.38
79.99,79.79,80.24,79.65
79.80,78.61,79.83,78.51
78.38,77.52,78.45,77.32
77.35,77.42,77.60,76.34
77.23,77.36,78.22,77.01
77.17,76.07,77.26,75.84
76.26,76.60,76.77,76.20
76.61,76.58,76.95,76.24
76.80,76.81,76.97,76.46
77.01,77.24,77.30,76.67
77.24,77.61,78.30,77.24
77.99,78.67,78.82,77.69
78.47,79.04,79.22,78.44
79.02,79.30,79.35,78.45
79.09,79.03,79.39,78.51
78.87,79.06,79.15,78.78
79.06,79.90,80.00,78.87
79.90,79.89,80.11,79.72
79.82,80.26,80.48,79.58
80.10,80.20,80.34,79.59
79.76,79.63,79.77,79.29
79.40,78.86,79.58,78.66
78.88,79.37,79.43,78.79
79.31,79.50,79.75,79.25
79.20,79.69,79.72,79.00
79.74,79.69,79.83,78.95
79.56,79.75,79.77,79.09
79.75,80.46,80.56,79.75
80.34,79.47,80.46,79.37
79.14,78.06,79.22,77.96
77.87,78.41,78.48,77.87
78.44,78.32,78.56,77.84
78.22,78.24,78.50,77.90
78.20,78.14,78.35,77.73
78.35,79.24,79.49,77.98
79.12,78.93,79.35,78.69
78.95,79.27,79.42,78.76
79.03,79.27,79.51,78.70
79.27,78.33,79.27,78.06
78.74,78.72,78.89,78.24
78.04,78.55,79.00,77.84
78.59,79.21,79.35,78.20
79.43,79.11,79.75,78.98
79.00,79.40,79.95,78.91
79.64,79.53,79.86,79.06
79.01,78.78,79.54,78.76
79.03,79.77,79.79,78.67
79.67,80.43,80.48,79.59
80.55,77.97,80.55,77.41
77.87,77.49,77.88,77.15
77.28,77.00,77.72,76.89
76.79,75.64,76.91,75.21
75.50,75.20,75.68,74.55
75.06,74.22,75.09,74.19
74.63,74.01,74.78,73.31
73.36,73.27,73.68,72.91
73.31,73.52,73.97,72.98
73.58,73.35,73.58,72.82
73.22,72.96,73.94,72.78
72.45,72.43,72.69,71.89
72.60,72.24,72.80,72.09
72.25,73.41,73.55,72.05
73.65,73.64,74.19,73.47
73.45,73.65,74.03,73.25
73.77,74.84,75.00,73.77
74.71,74.60,75.31,74.59
74.92,74.19,75.08,73.88
74.90,75.31,75.34,74.76
75.46,75.73,75.86,75.24
75.83,77.19,77.28,75.61
77.37,76.87,77.56,76.80
76.66,76.75,77.03,76.45
76.96,77.03,77.16,76.81
77.13,76.99,77.37,76.79
77.06,76.98,77.32,76.82
76.70,76.91,77.04,76.43
77.02,76.98,77.27,76.76
76.97,76.47,77.33,76.32
76.97,76.73,77.10,76.62
76.82,76.52,77.26,76.37
76.54,76.99,77.07,76.26
76.79,76.89,77.24,76.34
76.69,76.77,77.12,76.62
76.66,76.75,77.01,76.46
76.61,76.94,77.07,76.45
77.00,76.85,77.00,76.42
76.79,76.91,76.92,76.49
76.90,77.23,77.50,76.36
77.26,77.31,77.75,76.99
77.36,77.80,77.89,77.31
78.41,79.93,81.90,78.31
79.88,79.36,80.16,79.32
78.85,78.49,79.15,78.25
78.36,78.99,79.31,78.36
78.98,78.14,78.99,77.92
77.88,78.72,78.81,77.79
78.19,78.93,79.20,78.11
78.97,78.50,79.19,78.21
78.14,76.86,78.50,76.56
76.66,76.57,77.10,76.01
77.07,77.35,77.55,76.70
77.78,77.29,78.10,77.11
76.98,75.94,77.14,75.92
75.85,76.25,76.48,75.53
76.21,74.99,76.30,74.74
75.22,74.82,75.45,74.61
74.94,73.48,75.38,73.42
73.68,74.30,75.00,73.43
73.58,74.10,74.56,72.35
73.13,74.23,74.76,72.97
75.11,76.25,77.12,75.00
75.99,76.60,76.66,75.98
77.17,78.15,78.16,76.83
78.39,77.37,78.70,77.34
78.00,78.19,78.63,77.97
78.30,79.12,79.17,78.12
79.07,80.22,80.32,79.03
80.82,82.02,82.18,80.75
82.01,82.24,82.41,81.66
81.83,82.91,83.22,81.61
84.61,84.15,84.95,83.68
84.37,84.16,84.93,84.05
84.16,84.32,84.85,84.06
84.44,83.94,84.50,83.31
84.15,83.98,84.41,83.70
84.15,84.80,84.81,83.61
84.80,85.13,85.20,84.36
85.25,85.16,85.75,84.79
85.01,85.23,85.64,84.93
84.98,84.81,85.48,84.62
84.61,84.15,84.61,83.69
84.16,83.69,84.31,83.56
83.77,83.92,84.08,83.56
83.92,84.34,84.37,83.49
84.04,84.37,84.53,83.63
85.19,84.48,85.56,84.28
84.61,85.16,85.54,84.40
85.20,85.11,85.39,84.95
85.20,85.09,85.34,84.98
85.49,85.53,86.20,85.32
85.44,84.88,85.46,84.72
84.96,84.84,85.04,84.45
84.78,85.05,85.35,84.32
85.19,84.59,85.40,84.35
84.56,85.16,85.41,84.56
85.20,84.78,85.39,84.42
83.88,84.96,85.00,83.04
84.68,83.64,84.83,83.49
83.80,84.13,84.74,83.79
83.27,82.26,83.32,82.21
82.50,81.40,82.97,81.24
81.32,82.70,83.46,81.32
82.67,83.49,83.72,82.04
84.44,84.91,85.20,84.17
84.95,84.98,85.44,84.63
85.25,85.63,85.81,85.00
86.00,85.88,86.16,85.57
86.08,86.16,86.57,85.88
85.94,86.05,86.60,85.90
86.03,85.74,86.14,85.61
85.64,85.48,85.76,85.39
85.70,84.48,85.70,84.36
84.82,84.62,84.91,83.82
84.25,83.88,85.02,83.51
84.18,83.77,84.84,83.01
84.36,84.92,85.14,84.26
85.35,85.85,86.03,84.98
85.52,84.79,85.78,84.72
85.00,84.15,85.00,83.64
85.01,84.42,85.64,83.64
83.62,84.40,84.47,83.30
84.90,84.85,85.19,84.51
84.57,85.18,85.30,84.31
86.47,86.00,86.71,85.43
85.58,85.60,86.08,85.26
86.03,86.98,87.14,85.71
83.57,87.26,87.94,83.00
87.84,87.15,88.00,86.87
85.96,86.28,87.08,85.47
87.12,86.26,87.36,86.16
86.23,86.71,86.89,85.28
85.75,85.62,86.49,85.54
85.90,86.28,86.33,84.71
86.78,87.03,87.31,86.17
86.68,87.29,87.74,86.60
87.47,87.37,87.70,86.83
87.71,87.35,88.21,87.13
87.15,87.78,88.20,87.15
88.23,88.53,88.71,87.82
88.18,88.03,88.63,87.60
88.25,88.57,88.89,87.85
88.43,88.81,89.02,88.30
88.58,88.81,88.90,88.24
88.81,89.47,89.48,88.60
89.50,89.81,89.85,89.15
89.64,90.86,90.86,89.49
90.17,91.00,91.00,90.13
90.98,91.42,91.71,90.50
91.55,89.92,91.55,89.70
89.69,89.34,89.85,88.94
89.20,89.08,89.48,88.77
89.22,90.72,90.89,88.83
90.22,90.20,90.75,89.58
90.00,90.38,90.61,89.97
90.38,90.90,90.96,89.99
90.50,91.12,91.47,90.44
91.13,93.20,93.38,91.10
92.57,91.30,93.72,91.29
91.30,90.62,91.49,90.42
90.86,91.63,91.72,90.81
92.27,93.23,93.33,91.79
93.58,94.92,94.98,93.47
94.68,94.74,94.90,94.11
94.34,96.26,96.70,93.86
96.12,96.13,96.59,95.74
96.54,96.54,96.91,95.81
96.66,96.08,96.99,95.97
95.60,95.28,96.41,95.03
95.57,93.49,95.64,93.46
93.12,94.54,94.72,92.12
94.57,95.59,95.61,94.37
96.22,96.99,97.49,96.00
96.87,96.55,96.98,96.32
96.12,96.06,96.12,94.30
96.15,95.97,96.95,95.82
95.24,96.47,96.88,95.24
96.21,96.52,96.90,96.02
96.89,97.34,97.84,96.61
97.30,97.28,97.60,96.53
97.31,98.28,98.31,96.91
98.03,98.12,98.82,97.71
97.84,97.59,98.19,97.11
97.88,97.29,98.31,97.05
96.93,97.14,97.41,96.43
96.46,95.03,96.46,94.70
95.68,96.16,96.64,95.51
96.64,96.10,96.96,95.90
96.12,96.55,96.61,95.20
96.03,97.95,98.39,95.56
97.84,97.79,98.23,97.48
97.81,98.37,98.47,97.55
98.30,99.00,99.03,97.58
98.68,98.49,99.19,98.09
98.28,97.33,98.68,96.83
97.57,97.67,98.05,97.09
97.67,97.61,98.45,97.60
97.48,96.40,97.86,96.15
96.80,96.13,96.93,95.69
96.28,95.78,96.53,95.65
96.72,97.26,97.45,96.65
97.26,96.90,97.50,96.86
96.31,96.46,96.69,95.91
96.46,97.23,97.72,96.36
97.76,98.68,98.84,97.44
98.41,98.22,98.62,97.70
98.22,98.89,99.10,98.12
98.95,98.64,99.37,98.43
98.93,98.53,99.04,98.48
98.62,98.37,98.90,98.12
98.30,97.73,98.48,97.61
97.79,96.70,97.94,96.59
97.10,96.68,97.22,96.62
96.44,96.40,96.92,96.17
96.50,95.19,96.58,94.72
95.25,95.01,95.72,94.82
94.40,94.25,95.06,94.02
94.50,95.07,95.51,94.29
94.38,93.62,95.06,93.46
93.38,93.08,93.84,92.47
92.93,93.35,93.78,92.85
93.48,93.35,94.02,93.24
93.79,94.06,94.75,93.65
94.20,94.88,95.09,94.05
94.32,94.12,94.88,93.90
93.65,93.35,93.73,92.97
92.99,94.06,94.13,92.72
94.36,94.81,95.14,93.95
95.16,95.86,96.25,94.65
95.51,95.53,96.40,95.51
95.77,95.29,95.92,94.65
95.18,95.51,95.86,95.02
95.36,95.63,95.99,95.15
95.95,94.86,96.04,94.74
95.13,94.73,95.25,94.12
93.98,92.63,94.55,92.57
93.19,92.35,93.46,92.22
93.07,93.29,93.41,92.52
93.60,92.64,93.69,92.36
91.81,91.55,92.18,91.09
91.74,92.00,92.07,90.60
91.41,91.33,92.31,91.07
92.14,91.58,92.56,91.58
92.50,92.55,92.96,92.14
93.35,93.02,93.51,92.56
92.90,93.31,93.52,92.88
93.31,92.99,93.78,92.77
93.54,92.82,93.89,92.50
92.46,92.89,93.06,92.20
92.84,92.19,93.04,91.97
91.49,88.91,91.49,87.58
88.25,87.72,88.80,87.52
87.95,88.41,88.71,87.70
90.01,85.46,90.12,84.68
84.97,83.44,85.02,83.18
83.81,84.73,85.16,83.37
85.03,84.84,85.59,84.64
84.54,85.05,85.52,84.30
85.45,84.62,85.45,84.32
85.01,85.20,85.54,84.51
85.20,84.83,85.62,84.69
85.33,84.91,85.64,84.78
85.21,85.15,85.28,84.53
85.17,85.59,85.63,84.67
86.73,87.93,88.72,86.73
87.32,86.78,87.36,86.40
85.99,86.70,86.87,85.53
86.41,87.06,87.33,86.07
86.92,87.32,87.49,86.58
86.88,87.81,87.86,86.48
87.43,87.28,87.94,87.14
87.04,87.45,88.30,86.68
86.73,85.07,86.89,85.04
84.51,83.66,85.04,83.54
79.63,80.67,83.18,78.15
82.59,79.71,82.59,79.64
81.14,82.48,82.68,79.90
83.31,83.51,83.90,82.04
83.39,83.42,83.93,82.72
82.99,81.85,83.31,81.83
80.62,79.25,80.92,78.85
80.03,80.96,80.98,79.54
81.26,82.10,82.75,81.15
81.12,81.86,82.11,80.76
82.73,83.50,83.61,82.11
84.01,82.40,84.55,82.04
82.15,84.00,84.21,82.10
83.60,84.60,84.82,83.09
84.45,83.74,84.71,83.35
84.00,85.08,85.22,83.62
84.88,85.15,85.22,84.47
85.32,85.28,86.73,84.79
83.47,83.68,84.99,83.13
83.73,83.28,84.11,82.99
82.08,82.08,84.16,81.57
81.90,81.35,82.60,80.93
80.42,81.00,81.42,79.82
81.79,80.55,81.80,80.19
79.77,79.63,80.54,79.46
79.64,80.03,80.38,79.18
80.64,81.84,82.00,80.50
81.67,81.27,81.89,80.40
80.12,82.24,82.26,79.90
83.06,83.84,83.91,82.71
83.81,84.18,84.62,83.78
84.86,85.42,85.60,84.63
85.05,86.61,86.76,84.53
86.68,86.60,87.62,86.49
86.53,86.40,86.60,85.80
85.88,84.64,86.12,84.60
84.62,82.52,84.81,82.26
83.02,83.42,83.50,82.54
83.72,83.63,84.11,83.18
83.21,83.52,83.64,83.00
83.40,83.96,84.18,83.00
84.28,84.08,84.63,83.22
84.58,87.16,87.29,84.58
87.55,86.85,87.76,86.71
86.69,86.49,87.18,86.23
86.06,86.45,86.81,86.06
86.69,88.86,88.92,86.29
88.81,88.91,89.16,88.21
88.00,86.72,88.00,85.02
87.01,88.18,88.95,86.24
87.85,88.11,88.39,87.72
88.20,88.10,88.69,87.56
88.12,88.61,88.78,87.82
88.16,87.75,88.77,87.52
87.53,86.75,87.84,86.13
86.54,87.12,87.24,85.63
87.55,87.65,88.09,87.17
86.60,86.19,87.31,85.51
85.92,84.81,86.53,84.78
85.00,87.65,87.81,84.98
88.10,88.67,88.85,87.73
88.82,90.00,90.06,88.69
90.27,92.26,92.33,90.10
92.72,93.68,94.23,92.66
94.29,93.94,94.56,93.59
93.70,94.01,94.47,93.14
94.24,93.98,95.11,93.61
93.84,93.46,94.17,93.29
93.46,92.68,93.59,92.45
93.32,92.88,93.73,92.52
93.01,91.71,93.13,91.58
91.78,90.12,91.83,89.66
90.66,91.81,92.16,90.66
91.27,91.74,91.97,90.84
90.84,90.94,91.43,90.00
90.46,90.13,91.44,89.56
90.16,90.22,90.88,89.74
89.13,89.32,90.42,88.99
89.61,89.43,89.91,88.65
89.93,88.88,90.01,88.61
89.63,90.57,90.96,89.04
90.64,89.74,91.14,89.27
89.53,88.18,89.96,88.18
89.01,89.89,90.35,89.01
90.41,91.59,91.77,89.97
92.00,92.34,92.36,91.45
92.00,92.33,92.54,91.97
92.17,92.41,92.61,91.35
92.77,93.29,93.91,92.63
93.41,93.27,94.04,93.00
92.71,92.30,92.71,91.75
90.60,90.64,91.15,89.40
90.77,92.62,92.64,90.70
91.79,90.93,92.39,90.33
89.59,89.32,90.42,87.95
89.61,87.11,90.18,86.95
87.63,87.34,88.13,86.51
88.30,88.81,88.96,87.35
89.28,87.19,89.46,87.03
87.35,87.36,87.91,85.96
85.61,85.85,86.83,85.14
86.35,85.62,86.90,84.69
84.64,84.94,85.64,83.20
85.33,85.80,86.31,84.63
82.78,84.44,84.90,81.24
84.34,80.48,84.47,79.52
81.95,82.44,83.74,80.73
81.00,79.81,82.11,79.49
80.31,81.17,81.43,79.78
81.69,80.88,82.23,80.43
80.76,81.55,82.10,80.13
80.48,78.92,81.06,78.70
79.70,78.87,79.93,77.70
78.82,80.40,81.01,78.82
80.41,81.27,81.41,80.16
80.43,81.17,81.74,79.88
80.34,80.75,81.28,79.89
80.82,79.57,81.28,79.47
78.19,78.30,78.86,76.03
78.90,80.95,80.99,78.54
81.99,82.80,82.99,81.18
83.22,84.30,84.59,83.21
84.25,85.19,85.79,84.03
85.22,86.07,86.46,84.51
87.00,88.16,88.19,86.74
87.53,89.10,90.58,87.53
88.49,88.31,88.55,87.69
88.79,88.64,89.05,87.77
88.93,88.44,88.95,88.18
88.27,87.57,88.73,87.39
88.34,88.87,89.34,87.54
89.00,88.75,89.21,88.15
88.70,89.20,89.25,88.30
89.00,89.66,90.39,88.68
88.52,89.07,89.60,88.39
88.26,87.92,88.74,87.86
88.60,88.36,88.89,88.18
88.68,87.81,89.07,87.32
88.53,89.77,89.95,88.20
89.37,89.60,89.98,89.34
89.14,89.11,89.30,88.54
88.97,90.40,90.60,88.64
90.31,91.31,91.40,89.50
91.66,91.63,92.59,91.28
91.40,92.67,92.96,91.40
91.89,92.45,92.85,91.50
92.48,91.67,92.70,91.61
90.87,91.25,91.57,90.13
91.43,91.97,92.02,90.78
91.31,92.20,92.43,90.66
92.55,92.51,93.20,92.23
92.41,92.21,92.52,91.27
91.80,92.79,92.86,91.11
92.57,92.33,93.19,92.12
91.89,91.38,92.38,91.21
91.33,92.16,92.18,90.74
91.86,91.69,92.30,91.27
92.28,91.51,92.56,91.23
91.65,91.20,92.30,90.71
91.29,91.19,91.69,90.60
91.82,92.80,93.02,91.33
92.82,93.10,93.53,91.93
93.32,94.07,94.45,92.59
93.65,94.44,94.59,93.46
94.68,93.69,94.98,93.54
93.50,93.99,94.48,92.94
93.17,89.12,93.29,88.89
88.97,90.01,90.94,88.97
89.75,89.23,90.00,88.47
89.37,89.75,90.24,88.91
90.03,90.65,90.99,89.41
90.18,89.73,90.83,89.50
89.24,88.19,89.28,87.54
88.53,89.30,89.37,88.15
88.49,89.33,89.48,88.26
88.84,89.19,89.42,88.42
89.32,89.97,90.24,89.32
89.87,90.74,90.78,89.41
90.39,90.59,91.21,90.39
90.88,91.65,91.99,90.39
91.77,90.43,91.96,90.22
90.39,89.43,90.87,88.63
89.26,88.77,89.77,88.53
88.58,90.05,90.19,88.58
89.97,90.62,91.60,89.96
90.14,89.24,90.73,88.90
88.59,88.38,88.91,87.61
88.91,89.23,89.45,88.46
89.06,88.20,89.15,88.12
88.51,88.86,89.18,88.15
89.03,88.76,89.56,88.48
88.99,88.82,89.23,88.28
88.76,89.01,89.27,88.66
89.17,88.40,89.22,87.82
87.83,88.61,88.87,87.68
88.64,88.53,88.93,88.28
88.24,87.57,88.24,87.33
87.50,88.48,88.96,87.00
88.74,88.57,89.06,88.42
88.81,90.37,90.47,88.54
90.22,90.45,90.50,89.67
89.76,89.02,90.27,88.93
88.66,87.00,88.77,86.94
86.89,86.35,87.19,85.87
86.55,86.33,87.06,86.19
85.86,86.64,86.91,85.38
86.73,86.19,86.96,85.74
86.92,86.74,87.47,86.57
87.03,85.94,87.19,85.90
85.94,85.88,86.39,85.55
86.22,86.81,86.81,85.78
84.04,84.21,85.29,83.92
83.42,81.15,83.73,81.04
81.87,82.09,82.17,81.22
82.89,83.80,84.19,82.62
84.16,85.14,85.19,83.73
85.18,84.39,85.47,84.09
83.65,82.57,83.86,82.18
82.47,82.73,82.80,81.35
82.86,82.73,83.17,82.32
83.50,84.10,84.53,83.33
84.03,84.96,85.31,83.46
85.66,85.78,86.01,85.32
86.24,85.21,86.29,84.79
86.11,85.82,86.11,85.25
86.11,85.82,86.56,85.56
85.84,85.80,86.18,85.53
85.77,86.35,86.54,85.68
86.50,86.90,87.11,86.20
86.93,85.72,86.93,85.41
85.42,85.19,85.46,84.56
83.80,84.08,85.88,82.16
84.05,84.19,84.52,83.69
83.88,84.35,84.52,83.69
84.35,85.22,85.52,83.91
85.17,84.62,85.17,83.93
84.51,84.52,85.31,84.17
84.22,84.31,84.58,83.95
84.50,85.17,85.17,84.20
85.11,84.60,85.60,84.53
85.17,85.37,85.64,84.93
85.58,84.73,85.58,84.62
84.87,84.73,85.16,84.43
84.67,84.22,84.99,83.90
84.22,84.53,84.67,84.01
84.48,84.48,84.67,84.09
84.52,84.97,85.08,84.44
84.63,84.48,84.78,84.31
84.60,84.48,84.72,84.21
84.49,84.98,84.99,84.49
84.69,85.09,85.17,84.52
84.99,85.13,85.26,84.78
85.31,84.69,85.46,84.60
84.69,84.80,85.15,84.51
84.62,84.43,84.62,84.20
83.62,84.50,85.06,83.62
84.41,84.66,84.91,84.35
84.81,84.17,84.95,84.06
84.00,83.69,84.16,83.17
83.73,84.13,84.15,82.99
84.53,85.07,85.60,84.53
85.01,84.80,85.35,84.46
84.52,84.30,84.59,84.07
84.03,83.85,84.33,83.82
83.19,81.35,83.33,81.35
81.19,82.59,82.86,81.17
82.04,82.00,82.41,81.77
81.81,81.65,82.24,81.28
81.74,82.33,82.53,81.18
82.08,81.04,82.12,80.98
81.14,81.61,81.83,80.92
82.11,82.01,82.16,81.57
82.09,83.47,83.51,82.04
83.86,85.02,85.21,83.85
84.47,84.80,85.02,84.18
84.69,84.81,85.25,84.10
84.89,85.21,85.45,84.42
85.46,85.40,85.81,84.54
85.06,84.23,85.34,83.90
84.54,84.34,84.72,84.09
83.84,83.77,84.12,83.39
83.85,83.74,84.25,83.46
83.72,83.64,83.98,83.11
83.31,84.18,84.28,82.46
82.89,82.73,82.93,81.07
83.14,83.73,84.04,83.14
83.38,82.69,83.79,82.43
82.86,83.04,83.60,82.58
82.52,82.79,83.00,81.87
83.30,83.47,83.72,83.21
83.29,83.18,83.69,83.05
83.92,84.10,84.24,83.46
84.06,83.96,84.53,83.92
83.85,83.63,84.09,83.16
82.56,84.46,84.77,82.56
81.94,79.21,82.10,78.54
79.34,80.00,80.43,79.21
80.13,81.40,81.97,80.10
82.06,82.15,82.76,81.40
82.22,83.45,83.80,82.13
83.46,84.32,84.59,82.76
84.62,82.49,84.85,82.39
82.60,81.65,83.14,81.61
82.10,82.08,82.54,81.11
82.24,82.16,83.50,81.97
83.41,82.75,83.52,82.23
82.75,83.05,83.36,82.22
82.06,84.41,85.45,82.06
84.91,85.43,85.66,83.92
85.23,88.54,88.68,85.11
88.80,88.71,89.43,88.22
88.51,88.33,88.51,87.05
88.20,87.54,88.41,87.47
87.55,88.43,88.68,87.17
88.21,87.79,88.48,87.48
88.05,88.24,88.64,87.62
88.62,88.86,89.00,88.13
89.01,90.90,90.92,88.82
91.00,92.96,92.96,90.76
92.53,92.62,92.90,91.64
92.47,92.34,93.00,92.15
92.39,92.72,93.18,92.29
95.05,96.07,96.55,94.70
95.83,95.17,96.27,94.74
95.40,94.65,95.60,94.28
94.44,94.48,94.56,94.07
