XEC,Cimarex Energy Co Common Stock,NASDAQ
69.33,66.94,69.42,65.99
66.71,65.94,67.40,65.23
65.31,64.72,65.56,62.98
65.43,68.24,68.27,65.22
68.52,67.46,68.88,67.32
67.98,65.57,68.60,65.50
65.40,64.99,66.27,64.99
65.73,66.37,66.96,65.17
66.70,67.49,67.88,66.14
67.85,67.73,68.16,67.02
68.20,69.43,69.47,67.30
69.43,69.09,69.93,68.79
69.37,70.18,70.68,68.89
70.50,70.40,70.87,69.65
71.37,71.28,72.54,70.27
71.08,72.33,72.39,70.82
72.32,72.24,72.71,71.78
72.24,72.70,72.71,71.81
72.70,72.90,73.44,72.56
73.26,74.53,74.53,72.97
74.46,75.92,75.97,73.91
75.62,74.86,75.90,74.55
75.00,75.02,75.48,74.74
75.32,74.44,75.32,74.22
74.64,75.48,76.13,74.64
75.50,75.44,76.32,74.81
75.03,75.69,75.70,74.55
75.64,75.89,76.03,75.19
74.56,76.43,78.90,74.56
77.52,80.48,81.87,77.40
80.10,79.76,80.31,79.11
79.62,79.09,80.39,78.67
79.14,79.47,79.56,78.23
80.51,78.51,82.19,77.22
78.75,79.78,80.15,78.29
79.60,80.49,80.82,79.36
79.78,79.63,80.62,79.12
79.54,79.65,79.96,78.31
82.16,80.10,82.16,79.53
79.16,79.17,80.12,78.59
78.82,79.96,80.50,78.50
80.08,78.45,80.18,77.87
78.34,78.89,79.58,77.92
78.89,78.84,79.86,78.16
78.88,80.78,81.28,78.53
80.74,80.81,81.03,79.68
81.02,82.31,83.27,81.02
81.89,82.87,85.03,81.64
82.86,85.63,86.28,82.86
85.04,84.75,85.38,83.97
84.87,83.81,84.90,83.49
85.20,83.90,85.93,82.99
83.58,85.11,85.29,82.92
85.29,85.92,86.86,85.21
86.23,85.82,86.67,84.76
87.01,88.88,89.91,87.01
89.97,88.84,90.00,87.54
88.51,90.51,90.54,87.27
90.59,90.97,92.18,89.81
91.58,90.65,91.58,89.87
91.10,90.47,91.37,90.20
90.55,91.11,91.34,90.03
91.10,91.50,92.09,90.49
91.50,91.63,92.14,91.34
91.40,91.41,92.00,90.32
90.59,93.27,94.02,90.59
93.17,93.88,94.56,92.08
94.01,95.23,96.04,93.66
95.50,95.79,95.80,93.88
95.61,96.30,97.60,94.93
93.16,96.40,96.96,93.16
96.54,98.96,99.80,96.15
98.63,99.57,100.87,97.06
99.51,99.44,99.71,97.76
99.81,101.46,102.12,99.39
100.52,99.63,100.98,99.59
99.77,97.30,100.09,97.26
97.26,95.21,97.69,95.02
96.67,98.52,99.17,96.02
98.03,99.60,100.45,98.03
98.67,101.01,101.05,98.67
100.84,101.87,103.14,100.42
102.29,105.90,106.02,102.28
105.79,106.48,107.87,105.24
106.78,110.43,110.66,106.51
110.77,108.99,113.03,108.84
109.42,106.38,111.15,106.13
103.99,102.49,104.00,99.13
102.69,105.50,105.87,101.33
105.47,105.82,107.74,104.88
106.18,105.25,106.65,104.40
105.62,108.15,108.26,105.61
108.50,106.21,111.27,105.25
106.30,105.35,107.29,103.71
103.82,102.92,105.25,101.64
104.04,106.00,107.37,103.98
106.60,103.87,106.67,103.62
112.98,100.45,113.00,99.85
100.54,100.57,101.42,94.73
100.83,102.66,104.44,100.60
102.56,105.10,105.47,102.17
104.82,101.26,104.82,100.68
101.05,103.14,103.64,100.25
102.68,102.73,103.70,101.55
103.62,104.29,104.49,101.91
104.68,98.00,104.90,97.12
98.01,96.57,98.11,95.79
97.60,96.32,98.75,96.11
98.60,99.38,99.69,97.14
101.35,101.24,101.95,99.28
100.67,98.32,101.00,96.29
98.48,100.57,101.42,97.82
99.56,96.84,100.41,95.72
96.50,94.58,96.90,94.28
96.18,98.65,99.73,95.00
98.40,98.98,100.50,97.32
99.18,99.03,100.10,97.90
97.34,98.79,99.75,97.11
100.80,95.95,100.80,95.62
95.67,94.57,96.34,94.16
94.57,96.48,98.46,94.11
95.58,95.08,97.21,94.28
95.48,97.14,97.96,95.12
97.62,97.47,99.09,95.28
97.88,98.80,99.17,96.35
98.99,99.89,100.57,97.75
99.98,99.54,100.98,98.09
100.17,102.60,102.72,98.06
103.09,103.80,104.90,102.38
104.19,102.91,105.40,102.35
103.00,103.45,103.58,102.55
103.78,102.67,104.17,102.14
103.06,104.13,104.86,102.09
103.94,102.11,105.33,101.98
102.09,104.91,105.78,101.17
102.78,100.52,104.59,99.48
100.85,101.25,102.37,98.63
101.45,99.19,101.53,98.42
99.21,100.24,102.21,98.63
100.32,100.04,101.73,99.58
100.71,96.94,100.71,95.71
96.88,95.07,97.49,94.55
95.37,92.73,97.19,92.38
96.15,99.30,99.88,94.48
99.52,99.23,100.57,98.88
98.68,101.90,102.35,98.61
102.18,101.38,102.48,100.01
102.31,103.63,103.63,101.10
104.36,105.72,105.88,103.96
104.59,102.48,105.74,102.05
102.33,98.52,102.33,98.33
98.36,96.37,98.50,94.84
97.20,99.77,100.06,96.40
98.19,96.67,99.06,96.12
98.80,97.73,99.07,97.28
96.91,97.98,99.84,95.88
97.98,95.29,99.64,94.58
96.45,97.28,100.31,96.29
97.30,100.03,100.30,96.21
100.03,103.05,104.15,99.55
104.14,103.76,104.32,101.34
102.93,102.72,103.82,101.21
103.81,106.75,107.07,103.21
106.28,108.46,109.52,105.80
106.96,110.00,111.52,105.76
109.96,109.26,110.85,108.46
110.50,112.36,112.76,109.57
110.95,111.84,116.18,108.30
110.93,113.92,116.73,110.63
116.27,112.51,116.27,111.98
113.75,114.05,117.11,112.97
112.89,112.55,113.61,110.40
113.60,111.37,114.02,110.69
111.00,114.36,114.83,110.79
114.23,115.71,115.96,113.16
115.64,115.19,117.99,114.09
116.06,115.67,116.67,114.65
115.86,112.92,116.19,112.50
112.88,112.09,113.72,111.79
112.82,114.21,114.94,112.82
113.18,113.66,113.71,111.66
114.00,109.69,115.10,109.47
108.31,110.01,110.14,107.50
110.38,109.71,110.75,108.33
109.69,111.89,112.18,109.51
112.08,112.66,113.61,111.46
112.62,115.64,116.07,111.80
116.34,114.74,116.93,113.66
114.02,116.42,116.68,112.65
117.30,119.05,119.73,116.24
120.00,115.77,120.16,115.20
117.05,115.84,118.01,115.24
117.01,114.74,117.16,114.49
115.61,116.72,117.34,114.21
117.43,119.75,121.71,117.42
120.35,119.11,120.42,118.37
119.11,118.29,119.70,117.33
118.64,118.33,119.22,117.55
118.49,116.70,119.32,116.19
118.38,115.77,118.49,114.87
115.38,112.32,116.01,111.49
112.69,115.67,116.06,112.10
115.67,117.26,117.51,113.63
116.53,114.41,117.10,113.87
114.05,113.93,116.01,113.73
114.80,115.25,116.92,113.86
115.24,118.11,118.52,114.71
119.44,119.00,119.51,117.77
118.85,121.02,121.46,118.33
120.23,120.63,120.69,119.24
119.96,122.26,123.04,119.77
122.22,122.54,123.67,121.76
123.22,122.60,124.49,121.90
121.48,119.44,121.71,119.44
120.34,118.58,121.67,116.99
119.80,120.91,122.86,119.17
120.39,119.12,120.81,117.82
118.89,118.22,120.00,117.29
118.22,118.42,119.75,118.02
117.46,120.15,120.41,116.58
118.80,120.00,120.70,118.67
136.97,131.32,139.90,126.78
129.98,127.29,132.23,127.27
127.75,128.33,129.06,127.03
129.44,127.66,130.04,127.39
128.56,127.94,129.95,127.67
128.27,127.67,129.46,127.27
127.09,125.11,127.45,122.60
124.69,123.93,125.26,122.71
124.15,125.21,127.45,123.55
124.57,124.13,125.83,123.22
125.14,129.01,129.49,124.54
129.16,128.10,130.36,127.82
128.14,126.53,129.01,126.48
127.00,128.47,129.28,126.15
128.65,129.69,130.65,126.00
129.69,130.96,131.17,128.75
130.92,129.13,132.16,128.82
129.51,130.06,131.00,128.56
129.62,131.09,131.13,129.01
130.49,132.52,132.59,129.24
132.44,132.72,133.81,131.11
132.97,133.86,135.35,132.79
134.24,134.18,135.23,133.50
133.85,133.66,134.32,133.16
132.76,134.71,135.68,132.32
136.79,135.77,139.95,134.52
136.91,138.88,139.00,134.07
139.00,139.55,140.00,137.60
140.00,139.03,141.21,137.46
139.38,139.00,140.48,137.06
139.17,138.46,139.46,137.14
139.00,141.31,141.33,138.02
141.50,142.10,143.72,141.50
141.57,137.26,142.99,136.70
137.89,142.60,142.70,137.89
140.91,142.58,142.68,140.04
142.14,142.80,143.66,141.47
142.36,143.46,143.75,141.90
143.59,143.07,144.82,141.50
143.24,141.31,144.00,140.54
141.50,141.27,141.67,139.60
141.38,140.36,141.51,139.95
140.38,140.79,141.90,139.28
140.61,144.58,144.62,140.61
142.37,142.61,144.58,140.71
141.73,139.58,142.39,138.15
140.87,142.36,143.06,140.61
141.34,138.64,141.89,137.07
139.91,143.02,143.11,139.22
143.18,139.50,144.29,139.23
139.88,142.06,142.52,139.68
142.02,143.55,143.69,141.41
143.86,145.83,146.53,143.46
146.70,148.50,148.64,145.76
148.92,148.77,150.71,147.42
147.49,147.96,148.72,146.74
147.96,146.74,148.63,146.17
146.68,145.55,146.99,145.36
146.93,143.64,147.66,143.01
143.30,139.02,144.02,138.47
137.62,137.10,138.12,134.59
137.60,141.23,141.62,137.15
140.49,137.11,142.41,135.27
134.26,137.66,141.00,132.60
138.91,134.13,138.94,133.40
135.43,138.79,139.14,134.95
140.05,139.34,141.48,139.05
138.54,137.18,139.16,136.60
137.43,136.13,138.40,135.82
136.50,133.22,136.56,132.01
134.12,136.55,136.63,133.79
136.68,135.51,136.81,134.76
135.79,135.24,136.85,134.92
135.43,134.92,135.68,133.77
134.56,135.05,135.63,132.42
134.15,134.94,135.40,133.06
136.00,139.14,139.38,135.40
139.74,141.38,143.65,139.51
141.38,141.45,142.04,139.53
141.20,142.97,143.36,140.59
143.84,145.16,145.26,143.08
144.41,142.38,145.14,141.71
142.95,143.81,144.77,142.95
142.88,138.77,143.51,137.87
138.93,138.45,139.95,136.88
136.96,135.30,136.96,133.55
134.74,134.28,136.82,132.82
133.65,135.94,136.14,132.19
133.74,135.41,135.85,132.60
134.48,134.01,135.52,133.26
133.21,135.04,135.98,132.37
135.22,136.99,138.49,134.26
137.56,136.59,138.54,136.14
136.96,134.13,138.11,134.06
134.89,133.57,135.54,133.35
132.58,127.80,132.87,126.90
127.09,127.95,130.62,127.05
127.50,129.10,130.48,125.64
129.20,126.27,129.20,126.15
126.29,127.46,128.30,125.75
125.39,129.23,129.41,125.25
129.19,126.53,130.91,125.45
126.94,123.79,129.12,122.86
122.55,123.16,124.16,119.46
123.35,120.82,123.84,120.65
121.08,119.91,121.59,118.30
117.84,116.00,120.08,115.94
116.67,117.65,117.91,112.27
116.27,113.44,116.76,111.97
112.99,112.43,116.15,109.58
111.72,106.25,113.62,106.24
107.14,103.88,108.84,102.99
101.30,106.95,107.72,99.27
103.86,109.74,110.31,103.30
112.35,109.14,113.29,108.05
108.13,109.93,110.94,106.94
111.19,112.64,113.04,110.89
113.13,107.44,113.80,107.27
108.82,111.23,113.07,107.19
110.34,109.16,110.59,107.61
106.84,105.68,106.84,103.11
106.34,110.07,110.51,104.94
112.09,112.35,114.92,110.13
111.00,109.85,112.94,108.94
109.44,113.67,113.73,107.17
114.62,110.41,116.50,109.88
107.98,106.20,109.12,104.62
107.44,111.49,114.94,106.17
109.85,114.80,115.15,109.37
115.08,118.34,119.95,115.08
119.72,115.88,121.79,114.74
116.38,115.90,117.30,113.98
114.50,114.55,117.03,113.69
113.72,113.95,115.03,112.58
114.44,117.56,118.14,113.82
116.38,115.20,116.77,114.45
114.60,115.10,116.83,113.91
116.09,116.16,117.01,114.23
116.07,119.59,120.30,115.84
122.12,122.16,123.00,120.10
120.74,121.79,122.64,120.20
122.11,118.27,122.99,117.04
116.80,115.60,117.49,115.42
110.25,104.95,111.04,102.77
103.98,103.76,104.79,99.01
102.79,102.90,106.38,102.18
103.81,108.17,110.29,103.22
105.55,107.17,108.13,105.20
106.86,104.87,108.15,104.39
103.01,99.56,103.62,99.26
99.29,103.59,103.95,99.26
100.87,99.91,101.51,98.50
100.60,98.58,103.03,98.31
97.04,98.50,100.95,96.04
100.07,97.77,100.68,97.33
97.86,100.94,104.02,96.02
101.43,106.82,109.60,101.14
111.00,108.67,113.16,104.32
110.30,113.62,113.76,108.37
107.92,111.77,111.89,107.65
113.10,113.62,114.73,111.75
111.92,111.95,113.15,110.29
113.07,110.88,114.50,110.18
111.89,110.27,113.56,108.71
109.40,107.23,111.47,107.12
106.12,106.00,107.24,104.13
105.10,106.88,107.98,102.55
104.81,100.69,104.81,99.23
100.06,98.92,101.76,97.96
100.67,98.08,101.61,96.61
98.71,100.53,101.00,96.50
100.84,101.05,101.42,98.63
98.69,96.12,98.73,95.49
96.58,97.03,98.27,95.28
95.77,95.90,97.85,93.09
98.13,91.89,98.79,91.74
92.62,98.95,99.23,92.23
95.88,98.62,98.83,93.90
98.99,102.82,103.41,98.99
103.06,102.51,103.58,99.50
101.90,100.25,104.20,100.03
100.48,103.00,104.53,99.59
102.37,104.11,105.41,101.43
103.18,100.79,103.41,100.09
101.14,100.64,101.55,96.39
99.50,103.20,104.07,98.33
105.55,107.41,107.69,103.45
110.36,113.40,113.84,109.73
111.14,110.11,112.71,108.67
111.23,112.29,113.00,109.74
113.59,110.09,113.75,109.49
110.90,107.92,111.91,107.82
107.85,106.72,107.85,103.94
104.18,106.75,108.20,102.86
108.70,110.97,112.50,108.70
112.67,112.01,113.17,110.34
111.34,112.54,113.50,110.67
109.00,113.14,115.58,107.17
109.00,117.07,118.87,107.75
116.60,115.90,117.91,114.59
113.96,115.69,117.03,113.83
116.61,114.63,117.08,113.81
114.44,117.06,117.16,113.25
115.45,112.69,116.36,110.75
113.26,109.68,113.26,108.51
109.68,109.85,110.07,107.58
110.00,110.69,111.81,109.68
111.04,110.05,111.12,107.30
108.88,111.10,111.30,108.74
109.55,109.44,111.02,109.07
109.49,108.20,110.49,107.32
106.96,107.37,109.88,106.96
107.54,107.75,109.15,106.31
108.33,106.93,108.65,106.79
105.56,106.75,106.92,104.46
105.75,107.59,107.65,104.48
107.09,106.20,108.69,106.09
105.11,110.58,111.51,104.55
109.30,107.23,109.97,106.95
108.80,110.62,111.52,108.74
110.80,108.72,112.14,108.34
108.68,109.90,110.37,108.01
110.78,111.58,112.73,109.82
113.23,113.58,115.90,113.09
112.54,112.50,113.27,111.20
113.84,115.52,116.28,113.50
113.94,115.09,116.42,113.75
116.22,116.51,119.85,115.48
115.52,118.65,118.99,115.32
119.80,123.21,124.87,119.21
122.75,124.17,126.13,122.59
124.78,122.12,125.68,121.50
122.72,125.82,126.47,122.33
126.28,125.01,126.61,123.44
125.07,124.09,125.59,123.00
125.33,127.01,127.91,124.60
127.00,129.44,129.97,125.97
128.65,128.69,131.58,127.53
127.14,128.20,129.36,126.29
128.05,127.03,130.41,126.94
126.93,124.24,127.84,123.20
125.11,123.15,125.46,122.57
124.33,123.69,125.86,123.48
123.10,121.51,123.42,120.41
122.52,120.35,122.89,119.77
120.68,122.84,123.03,120.43
122.34,126.20,127.29,122.03
126.82,124.40,127.59,123.21
124.01,122.79,124.96,121.72
123.32,123.17,124.93,121.14
132.18,119.22,132.18,118.51
121.02,119.79,121.64,118.26
119.89,118.54,120.31,117.59
119.92,118.44,120.54,116.00
119.62,115.73,119.66,115.27
115.99,117.92,118.39,115.68
119.15,116.93,119.66,115.45
117.43,114.82,117.97,114.68
114.03,114.99,115.69,113.05
114.86,116.43,116.53,113.83
114.86,114.76,115.84,113.89
111.03,116.31,116.76,110.92
117.15,119.73,120.41,116.31
118.66,118.34,119.85,117.95
116.57,116.43,118.17,115.70
116.59,116.97,117.78,115.23
116.46,114.36,116.64,112.75
114.20,115.51,115.95,113.80
115.40,115.11,115.77,114.50
115.62,116.44,117.66,114.59
116.25,116.24,118.16,115.69
113.97,114.79,115.47,113.63
114.12,116.98,118.56,113.77
116.37,116.70,117.65,115.71
118.13,118.86,120.23,117.82
120.38,121.30,121.68,119.44
121.47,119.86,121.95,119.56
119.30,118.21,119.62,117.90
117.26,118.89,119.53,116.96
118.61,120.90,121.25,118.61
121.61,119.89,122.12,118.37
120.86,119.13,121.11,118.98
118.57,117.22,119.07,116.37
117.57,117.49,118.30,116.05
117.45,117.73,118.32,116.99
117.36,116.80,118.80,116.47
116.75,115.76,117.49,115.45
115.39,112.72,115.60,112.62
111.38,109.22,112.25,109.08
110.50,110.31,110.69,108.59
110.59,108.00,111.27,107.21
108.54,107.39,109.00,107.10
105.66,105.59,107.74,104.88
105.18,106.77,107.30,103.34
105.92,103.69,107.53,103.64
106.03,105.66,106.54,104.69
106.54,105.28,107.59,105.16
105.17,106.31,106.40,104.17
105.69,109.01,109.40,105.69
108.24,106.06,109.20,105.02
106.60,105.49,107.11,105.10
105.49,103.55,105.49,103.24
103.29,101.57,103.29,101.42
102.47,103.16,104.90,101.83
102.62,103.62,103.91,101.86
103.95,105.12,105.77,103.00
105.00,103.20,105.14,102.00
101.45,99.95,102.15,99.58
100.34,102.39,103.80,98.93
101.99,105.80,106.03,101.26
105.10,105.77,107.23,104.43
105.26,104.12,106.19,103.89
103.08,102.40,104.37,101.30
103.36,104.34,106.23,102.71
105.75,108.12,112.21,105.50
107.27,112.85,113.58,106.50
112.15,110.91,114.35,110.45
111.53,114.88,115.45,111.50
111.76,114.57,114.73,111.76
114.73,118.80,118.87,113.84
117.50,115.35,118.15,114.34
115.54,116.34,116.88,114.25
115.60,115.28,116.31,114.30
115.19,117.29,117.35,114.40
116.21,112.39,116.29,111.26
112.28,109.72,112.91,108.94
109.57,106.50,109.99,106.50
100.02,98.93,102.98,97.97
101.90,99.19,102.30,99.18
101.31,101.01,101.86,98.74
103.60,105.13,107.28,102.12
104.84,107.75,110.29,104.84
105.91,110.51,111.32,104.68
107.10,105.61,109.88,104.62
107.34,107.97,108.50,104.34
108.67,108.19,111.65,106.97
106.78,107.28,109.01,105.79
108.85,110.57,110.64,106.31
110.80,107.90,112.84,107.54
107.99,108.71,109.00,105.48
105.91,105.99,107.09,102.91
105.59,104.01,105.81,102.02
104.52,105.03,105.44,103.35
106.23,109.26,109.69,105.57
109.33,109.00,111.59,108.26
106.71,103.97,107.50,103.67
104.90,103.59,105.00,102.79
102.02,103.65,105.36,101.68
103.96,101.90,104.63,101.60
100.96,102.46,103.00,99.85
103.60,101.86,103.83,100.87
100.62,97.67,101.02,97.47
98.16,99.53,100.17,97.23
100.71,102.48,103.61,99.62
104.42,103.77,106.29,102.69
102.66,109.06,109.32,101.62
110.91,112.14,113.52,110.21
112.02,113.51,115.91,110.90
115.46,117.67,117.87,112.51
117.06,122.20,123.17,116.36
122.08,122.57,123.50,119.73
122.24,121.54,122.38,118.99
120.57,118.73,122.83,118.31
118.65,120.00,120.41,117.54
119.40,121.88,122.12,118.81
122.46,122.96,123.85,121.33
121.13,116.53,121.97,115.24
116.27,115.78,117.81,115.13
115.02,114.82,115.80,113.65
115.61,117.82,118.09,114.91
116.64,117.03,118.71,115.41
116.85,114.15,116.93,113.81
111.86,112.99,113.21,109.45
113.66,116.53,117.65,111.63
116.10,117.81,119.47,116.01
118.20,118.06,119.14,114.83
118.16,117.30,118.90,116.97
118.62,120.72,123.66,117.88
120.72,118.60,124.91,116.04
115.68,115.94,119.29,114.83
115.23,117.76,119.10,114.35
118.20,117.35,120.00,116.93
116.49,117.62,118.84,115.43
117.59,115.50,117.76,114.32
112.40,112.62,114.84,111.75
112.45,112.71,113.66,110.40
113.03,117.38,117.52,112.32
116.25,116.52,118.30,114.09
117.79,118.63,119.16,115.36
117.43,115.32,118.81,113.59
115.63,115.00,116.51,113.79
114.68,118.58,119.43,113.59
119.68,122.03,123.16,118.98
120.57,120.70,122.70,119.57
119.24,118.03,120.54,116.93
119.00,119.02,120.30,117.21
119.16,122.29,122.41,118.70
121.20,115.87,121.74,114.93
116.71,115.37,117.79,114.61
113.80,113.80,115.48,111.47
110.08,105.97,110.67,104.88
102.78,104.91,106.13,102.23
105.59,104.18,107.21,103.05
103.55,106.42,107.42,102.85
104.17,101.37,104.88,101.17
100.65,102.19,104.78,99.60
103.21,105.09,105.40,102.25
105.08,100.56,105.08,100.05
100.80,95.74,100.86,94.43
96.00,90.82,97.75,90.79
90.86,86.18,91.70,85.00
86.61,85.27,88.40,85.14
87.48,92.28,92.78,86.25
92.59,91.60,92.78,90.02
89.92,89.30,90.75,87.10
91.27,90.45,92.25,88.62
88.57,89.51,90.71,88.40
88.91,89.38,90.76,88.54
89.20,90.00,91.45,87.49
91.13,90.58,92.41,89.17
87.58,85.04,87.58,84.44
82.80,81.86,86.51,81.48
82.49,82.32,83.50,80.61
82.63,80.74,83.13,79.41
82.28,80.07,82.96,77.42
81.43,80.09,83.49,79.05
81.13,84.96,85.92,79.59
83.15,84.32,84.77,78.47
84.94,81.19,85.26,79.96
79.39,77.66,79.89,72.77
77.40,80.47,82.19,76.60
84.80,84.37,87.02,81.17
82.39,75.60,84.50,75.58
77.91,81.37,81.50,74.77
80.98,84.52,85.55,79.74
90.50,88.88,91.24,86.83
89.31,93.00,93.00,89.31
90.80,87.23,91.41,86.31
84.29,84.39,86.46,83.69
86.09,89.56,89.64,83.98
90.46,88.67,92.61,88.55
87.52,84.87,88.08,83.94
82.94,85.41,86.08,81.00
84.03,81.95,85.05,80.99
81.77,83.37,85.75,80.51
81.44,81.16,82.11,77.62
83.97,84.67,86.57,81.35
86.64,84.28,86.67,82.52
82.04,84.69,85.94,75.01
86.00,82.60,86.00,80.19
81.26,85.58,85.78,80.02
87.40,87.90,88.66,86.05
86.38,86.27,88.58,85.74
84.04,84.88,86.36,82.26
84.36,84.53,86.21,81.08
86.51,85.58,87.19,84.65
86.23,84.03,86.52,83.97
84.75,85.96,86.07,81.80
85.69,89.86,89.93,85.19
89.01,88.09,91.03,87.36
89.10,90.65,93.30,86.08
90.48,95.47,95.50,90.28
94.19,90.74,94.75,90.29
93.32,92.70,93.47,89.75
91.85,91.69,91.93,89.04
93.65,94.47,95.29,93.23
92.58,94.43,95.10,92.46
92.51,95.63,95.67,91.94
96.00,97.25,97.84,94.99
98.60,98.14,99.18,97.08
99.30,98.62,100.07,96.31
98.36,96.87,99.47,95.87
95.74,97.33,97.74,94.73
96.19,94.47,97.97,94.05
92.31,95.62,96.01,91.34
95.66,95.45,96.49,93.68
93.33,96.75,96.98,93.00
98.74,96.56,99.08,95.82
96.11,97.27,98.08,95.63
94.83,97.76,98.63,94.52
98.52,94.77,98.61,94.56
94.16,94.93,95.79,93.21
95.80,98.42,98.90,94.74
97.92,99.01,99.38,97.61
101.38,101.60,102.30,100.31
102.61,102.92,103.26,101.89
104.30,107.04,107.80,102.57
106.98,106.31,107.12,104.48
107.04,107.92,107.99,105.64
107.06,105.18,107.06,104.50
102.11,107.71,108.18,101.04
109.08,108.00,110.32,107.69
107.48,109.28,110.40,105.66
109.77,106.82,109.96,106.25
107.16,108.78,109.49,106.86
107.99,106.19,109.48,105.34
107.58,111.26,111.85,107.02
112.77,112.57,115.69,111.22
111.60,109.82,113.65,109.52
110.25,108.88,111.86,106.92
108.74,110.35,112.33,107.41
108.10,105.37,108.74,104.05
105.93,106.15,107.01,102.91
109.59,113.68,113.87,106.83
112.97,110.19,114.01,109.93
109.54,110.46,111.10,106.85
111.12,113.19,113.35,110.20
112.94,114.45,116.00,111.95
115.97,115.34,117.66,113.85
114.85,113.97,115.79,113.67
116.33,116.43,118.98,115.98
116.51,116.33,117.83,115.07
115.87,116.12,118.10,115.00
114.21,115.42,115.74,112.81
116.25,117.34,117.74,114.42
115.77,117.27,117.88,115.06
118.32,117.52,118.42,116.50
118.99,118.39,119.60,117.10
119.80,118.54,120.44,118.14
117.74,117.85,117.93,115.58
118.55,116.28,119.20,115.70
116.28,115.89,116.33,114.50
114.53,117.23,117.28,113.80
117.42,115.92,117.87,115.32
117.20,117.53,117.72,115.17
118.23,121.54,121.66,117.59
122.83,121.58,123.48,121.38
119.67,120.33,122.78,119.45
118.87,114.67,119.25,114.27
114.08,113.59,115.27,113.27
113.28,114.74,114.78,112.82
114.24,114.07,115.31,112.42
112.65,111.37,112.76,109.62
112.69,115.02,116.09,112.37
117.14,116.41,117.54,115.69
116.04,118.86,119.39,115.05
119.60,118.46,119.60,117.29
119.53,120.29,120.30,118.65
114.35,113.90,117.27,113.26
112.36,109.50,113.44,108.97
112.88,115.20,115.51,112.23
116.99,118.10,118.43,116.05
118.05,119.32,119.32,116.65
119.75,119.62,122.94,119.06
117.46,115.39,118.20,113.72
115.30,116.47,117.04,114.52
117.95,114.78,119.50,113.80
116.08,118.43,119.12,115.25
118.92,117.62,119.33,117.43
119.99,120.70,122.56,119.50
120.87,117.56,121.77,116.04
119.23,119.28,119.95,118.28
119.97,119.45,120.71,118.60
119.24,118.31,119.72,116.61
118.63,118.61,120.30,117.58
117.79,119.14,120.56,115.45
119.14,117.00,120.80,116.97
117.71,118.38,118.74,116.68
117.07,113.69,117.77,112.78
113.65,114.75,115.03,112.70
115.32,113.21,116.27,112.19
112.51,115.15,115.74,112.51
113.75,120.02,120.32,113.47
118.66,115.48,118.97,114.83
116.60,116.74,117.34,114.37
116.89,121.39,121.61,116.14
120.55,125.41,127.85,120.55
123.21,126.69,127.79,123.21
128.00,128.00,129.99,126.79
128.50,127.93,129.02,126.46
128.73,126.64,129.00,125.98
127.88,129.80,131.78,126.94
130.56,130.77,131.21,129.51
131.22,131.01,132.23,130.47
130.51,129.14,130.51,127.40
128.97,129.26,129.45,127.18
130.08,130.83,132.03,129.85
130.48,131.36,131.81,129.65
129.67,131.05,131.80,128.53
130.87,132.74,134.07,130.18
132.09,132.25,133.82,131.52
131.96,133.00,133.48,131.12
133.27,133.12,135.37,132.17
132.54,133.50,134.26,132.38
134.24,134.24,135.43,133.11
133.87,132.18,134.70,131.01
131.53,134.62,134.74,130.21
136.10,134.92,136.57,133.95
135.21,135.26,136.95,134.47
135.44,134.57,136.44,134.04
135.76,135.50,136.80,134.47
134.19,130.61,134.81,130.59
129.44,132.43,132.76,128.40
129.77,126.91,130.54,126.73
126.43,125.18,128.84,124.78
125.90,127.65,128.79,125.06
125.73,127.44,128.16,124.93
128.85,126.99,129.36,126.90
126.68,126.10,127.92,125.67
127.24,128.68,128.90,126.12
131.02,127.98,131.43,127.22
127.08,123.80,127.94,122.58
124.02,124.58,126.34,123.17
122.38,122.52,123.68,121.61
123.53,129.08,129.33,121.88
128.09,130.73,133.59,128.09
132.05,134.37,135.41,130.69
134.06,134.65,135.16,131.86
136.78,134.72,136.78,133.77
136.73,139.48,139.95,136.44
139.48,139.49,140.21,137.45
139.84,138.57,140.10,137.45
139.98,141.16,142.07,139.89
140.78,139.16,141.41,138.55
137.99,139.80,140.44,137.30
138.49,139.05,139.82,136.53
139.35,137.58,139.98,136.51
137.72,137.47,139.33,136.07
138.90,136.93,139.80,136.34
138.80,140.30,142.20,138.44
138.44,138.62,140.50,137.42
137.32,137.15,138.89,136.21
137.33,135.72,138.20,134.40
135.46,133.90,137.40,133.58
131.91,133.72,133.88,130.60
134.69,133.10,135.28,132.94
133.03,131.01,135.92,130.86
130.04,129.13,131.46,128.83
130.62,130.29,132.23,128.37
128.50,128.33,129.36,125.00
124.80,121.53,127.94,118.59
121.27,120.11,123.67,119.18
123.71,122.39,123.71,120.34
121.70,120.69,122.38,119.11
121.85,125.70,126.92,119.98
124.00,125.31,126.98,122.80
123.78,124.51,124.81,120.50
124.10,125.03,125.25,121.80
127.01,128.84,130.49,126.94
128.43,128.43,130.01,126.63
129.96,125.79,130.99,125.09
126.23,125.66,127.65,124.46
128.94,129.16,130.22,128.01
129.40,129.75,130.45,127.52
128.48,129.71,130.51,128.36
128.59,128.00,129.39,126.92
128.89,123.82,129.80,123.48
120.46,123.99,126.81,119.77
132.67,137.88,139.46,132.56
141.06,137.51,141.84,137.18
136.72,139.08,140.15,136.43
140.55,141.06,143.74,139.91
