PXD,Pioneer Natural Resources Company Common Stock,NASDAQ
150.42,146.29,150.44,145.82
147.90,144.61,147.91,141.88
142.54,145.24,146.71,138.91
147.80,148.01,149.42,145.28
148.38,147.17,149.65,146.95
148.79,146.71,149.93,146.64
145.90,144.75,146.69,144.27
146.19,148.73,151.34,146.19
148.81,149.90,152.20,148.70
149.80,148.75,150.15,148.44
150.04,152.55,152.62,147.83
153.02,150.60,154.69,150.01
151.87,153.49,154.74,149.88
154.02,152.08,155.61,151.03
154.89,153.45,157.18,152.16
152.61,153.43,154.43,151.75
153.40,152.51,155.71,152.08
153.19,152.59,154.33,150.65
153.05,153.41,154.12,151.97
153.95,156.23,156.48,153.61
156.35,157.84,157.89,153.71
157.21,155.86,157.75,155.53
156.19,155.10,156.65,154.86
154.81,153.00,155.00,151.41
153.45,154.76,156.23,152.21
153.39,154.78,154.91,153.10
154.29,154.89,155.51,152.73
154.67,153.33,156.00,152.04
154.35,154.76,156.92,153.55
173.70,174.15,181.62,169.51
174.21,181.21,181.65,172.99
180.00,180.08,182.67,178.73
180.10,176.67,180.64,174.49
176.19,175.67,177.66,174.47
179.48,176.35,179.48,174.38
175.81,175.62,176.89,174.54
175.37,174.19,176.84,172.50
174.56,174.06,174.82,171.25
174.23,169.96,175.00,169.82
169.14,169.15,170.07,166.74
168.32,170.29,172.54,167.63
169.62,166.36,170.35,166.15
166.75,167.64,171.11,166.18
167.39,166.78,169.36,166.46
168.04,170.34,171.25,167.19
170.30,172.20,172.60,168.77
172.46,172.96,175.81,171.72
172.00,171.10,174.65,170.93
171.35,176.77,178.66,171.35
176.39,173.78,176.49,173.09
173.78,174.97,175.47,173.50
177.09,179.80,180.99,175.92
179.71,182.00,182.70,178.52
182.17,182.00,184.70,181.36
182.97,180.86,185.24,180.76
181.89,182.21,183.10,181.00
181.39,180.99,181.92,178.58
180.86,186.36,186.43,180.10
186.47,186.81,190.15,185.46
186.81,184.83,187.81,183.84
185.00,185.00,185.34,182.97
183.48,184.60,185.01,182.07
184.95,187.57,189.24,184.28
187.22,185.81,189.33,184.93
185.81,182.74,185.95,181.78
179.65,182.80,183.59,179.29
182.82,184.55,186.59,181.74
185.18,186.13,188.22,184.11
186.42,188.23,188.61,184.61
186.50,188.78,189.45,185.38
186.38,188.80,189.52,184.86
189.34,194.46,195.87,189.06
193.00,195.47,195.67,190.51
195.37,197.03,197.84,192.17
197.30,201.35,202.81,196.91
198.88,196.02,199.69,195.94
196.12,192.05,197.95,191.51
192.65,190.01,193.60,188.20
192.82,192.71,192.99,190.86
191.30,195.00,197.90,191.25
193.00,195.01,196.06,190.67
194.59,199.72,202.40,193.50
206.50,211.86,214.48,205.52
214.32,215.78,219.47,211.55
221.06,224.95,225.10,216.67
224.23,220.16,227.42,219.41
221.89,208.51,222.90,208.43
205.91,205.02,206.47,196.40
202.20,209.88,210.49,199.61
211.00,210.77,216.35,207.65
211.15,206.87,211.20,205.69
209.60,213.67,214.10,207.06
213.00,208.90,216.61,205.36
208.41,204.78,209.41,203.90
205.20,205.29,206.89,200.10
207.22,213.41,214.26,206.54
219.82,210.36,221.20,208.12
210.70,198.55,211.74,197.10
199.13,186.16,200.30,184.06
185.91,189.83,193.45,185.88
189.43,188.38,191.40,187.50
188.40,182.75,190.45,181.78
186.15,195.44,195.98,185.35
195.00,195.36,196.79,191.26
196.26,194.55,196.49,192.62
195.03,186.04,195.50,184.88
186.81,183.40,186.85,181.65
184.97,183.13,187.53,181.74
182.84,186.72,189.12,181.11
186.73,186.68,187.44,182.47
182.36,181.04,183.46,175.29
181.84,183.54,188.19,179.50
181.41,178.91,184.25,177.56
176.25,177.75,180.00,172.60
178.00,178.11,178.84,174.92
180.42,181.40,183.65,178.12
180.51,185.27,185.99,180.50
184.03,184.44,186.70,182.88
185.55,177.21,186.02,176.30
177.62,177.44,180.63,174.35
177.68,178.66,183.75,176.90
177.58,176.43,179.61,175.45
177.27,179.08,180.13,176.75
179.15,179.75,180.26,175.53
179.51,179.52,181.60,177.68
179.52,182.43,183.44,177.35
183.61,183.95,184.17,180.35
183.53,187.55,188.85,183.41
188.67,187.29,190.80,187.01
187.63,185.19,190.13,184.29
184.79,183.84,186.00,182.93
184.39,186.32,186.90,183.42
186.35,187.58,187.98,183.50
187.23,181.70,187.46,181.67
181.55,184.07,184.43,180.82
182.95,176.53,182.95,175.00
176.32,176.05,178.33,173.90
175.94,174.06,175.99,172.70
174.91,175.17,177.29,174.33
175.00,175.37,177.39,174.00
175.41,171.52,176.73,167.85
171.75,169.75,172.70,169.05
169.31,164.78,170.50,164.46
163.90,172.17,172.39,163.90
172.26,172.96,175.24,171.27
171.35,175.52,175.66,171.18
178.46,174.70,179.60,174.08
173.37,179.73,179.92,173.37
180.04,183.99,184.17,177.83
182.59,179.74,184.24,179.00
177.82,172.73,178.36,172.73
172.50,171.27,174.57,168.11
171.78,174.49,175.02,171.06
171.35,167.69,171.48,165.90
169.23,172.39,174.51,169.23
169.21,169.32,172.25,168.75
169.36,165.21,172.24,164.10
166.97,171.91,173.94,166.25
171.83,174.95,175.24,169.37
174.75,180.18,181.50,174.75
181.54,185.06,185.87,180.76
184.75,186.93,188.88,182.44
181.40,180.66,185.29,177.19
181.48,180.17,182.54,179.31
179.00,179.50,181.38,177.89
179.63,185.30,186.15,178.78
186.72,189.88,190.99,182.71
189.21,188.04,191.75,187.68
187.72,189.60,191.25,187.61
190.24,187.08,190.50,186.43
188.65,194.74,197.53,188.17
194.14,193.40,194.50,190.79
193.60,191.83,194.50,190.93
191.60,195.00,196.21,190.79
195.05,201.18,204.17,195.00
199.47,202.49,205.89,199.44
204.41,204.51,205.00,201.61
203.51,198.87,204.24,198.56
198.96,198.32,198.96,196.30
198.99,196.00,199.37,195.89
195.17,194.92,195.50,192.28
195.74,188.58,195.81,187.18
186.44,186.68,187.69,181.60
187.11,182.89,187.39,181.80
183.39,186.27,186.95,181.18
186.28,185.57,188.02,183.03
186.45,188.10,190.25,185.02
187.85,185.47,187.85,183.29
184.24,184.54,185.85,182.50
186.20,186.09,187.43,182.81
186.51,181.85,187.10,177.32
183.62,180.94,184.22,179.89
182.24,179.91,183.68,179.71
180.77,185.44,186.37,179.18
187.29,188.85,190.25,187.27
190.00,187.14,190.00,186.57
187.54,185.71,188.87,183.71
186.25,193.13,194.47,186.25
194.30,192.78,196.13,192.36
194.80,188.95,195.98,188.37
188.17,181.60,188.93,177.53
182.00,185.89,187.80,179.68
186.00,188.39,188.54,182.20
187.29,183.62,188.43,182.00
182.42,186.27,187.45,180.47
188.60,190.90,192.38,186.34
190.94,195.75,196.00,190.94
198.58,200.31,201.99,198.22
199.99,203.31,204.66,199.13
203.23,199.99,204.50,198.72
198.68,198.11,200.14,196.72
198.12,197.32,200.55,196.64
198.00,197.32,199.67,196.25
195.40,192.03,196.39,191.23
193.27,191.36,194.56,189.16
193.75,196.08,198.17,192.26
194.62,193.27,194.65,191.00
192.94,193.11,195.90,191.48
193.12,196.13,196.46,192.52
195.60,198.25,198.53,193.51
199.00,198.12,200.00,197.00
206.49,208.20,209.74,200.13
206.20,203.00,208.60,202.54
203.01,201.03,205.20,200.25
202.93,204.35,204.72,202.02
204.33,205.22,206.08,203.44
205.66,204.81,206.79,204.66
203.38,202.30,203.73,199.20
201.85,202.52,202.64,198.44
202.81,202.86,205.59,200.98
201.92,200.77,202.99,200.00
202.50,204.74,205.14,201.36
203.86,202.81,205.82,202.43
203.44,202.31,204.33,201.85
203.81,203.52,204.50,201.76
204.38,202.96,204.49,202.15
204.32,210.15,211.47,203.50
209.47,210.16,211.15,208.67
211.37,209.28,211.48,208.32
207.93,214.30,214.74,207.81
214.23,214.53,215.71,211.64
214.06,215.01,217.40,213.88
215.94,218.93,219.76,215.44
219.74,220.47,221.76,217.87
221.76,219.20,222.00,218.56
217.78,223.79,224.25,217.02
224.43,223.00,228.77,222.54
224.00,226.95,227.00,222.02
226.90,227.38,227.99,225.02
225.72,226.47,226.75,223.68
226.05,228.50,228.66,225.43
228.14,229.97,230.03,227.22
230.16,232.30,232.42,228.17
232.50,232.77,233.92,230.82
233.15,221.65,234.20,220.92
226.40,233.07,233.88,225.18
231.99,228.16,232.52,225.85
227.12,226.29,227.69,224.71
226.85,229.81,229.97,224.97
231.41,228.75,232.16,227.23
227.50,224.55,228.00,223.50
225.41,224.98,226.39,223.03
223.61,223.13,224.96,222.50
222.88,224.01,224.96,221.55
224.16,226.04,226.50,223.54
222.80,224.14,225.37,221.66
223.32,222.42,224.70,220.48
223.43,224.66,225.48,222.41
224.20,219.91,224.43,216.93
221.82,225.69,226.71,220.78
226.01,222.58,229.01,222.07
223.04,223.10,224.29,221.40
222.33,227.66,227.86,221.34
228.37,229.17,229.89,227.16
228.41,231.75,232.11,226.80
231.71,232.28,234.60,230.01
231.00,231.38,231.76,229.41
230.50,227.50,231.28,227.17
227.90,228.96,230.86,226.56
229.66,227.12,231.05,226.44
226.49,221.46,226.49,220.51
219.31,216.46,224.22,210.62
216.84,222.41,223.40,214.73
217.34,209.98,219.86,208.10
208.90,206.36,213.99,205.24
207.60,205.71,207.62,201.76
206.77,210.11,210.67,204.76
211.53,208.84,211.87,208.36
207.60,204.58,208.33,202.70
205.66,204.89,206.88,204.32
205.45,200.07,205.45,199.39
201.60,203.01,203.97,200.89
203.30,204.04,204.09,201.00
203.70,203.17,205.50,203.00
203.17,204.47,205.39,201.79
204.01,205.95,206.27,202.43
204.97,204.23,205.41,202.55
205.75,208.08,208.46,204.67
209.35,211.35,213.11,208.77
209.70,206.05,209.83,205.11
204.63,205.14,206.71,204.10
206.46,208.65,209.14,204.59
207.93,205.30,208.29,204.79
205.97,205.94,208.50,205.63
205.95,199.91,206.66,198.27
200.49,202.11,203.40,199.41
200.31,197.96,200.31,194.60
198.56,199.38,201.37,197.93
198.40,200.12,200.35,196.21
198.18,203.62,205.11,197.34
203.30,202.25,203.41,201.01
201.40,202.62,203.97,199.00
202.52,206.82,209.25,202.46
207.71,205.44,208.72,204.65
206.22,202.16,206.44,200.75
202.84,200.68,203.81,200.10
200.35,195.91,200.35,193.03
194.78,197.36,201.30,194.78
195.44,198.52,200.33,193.20
198.56,194.69,198.75,194.33
194.87,196.60,198.31,194.40
195.91,201.96,202.86,193.66
201.00,196.97,201.62,194.65
196.65,189.82,199.56,188.60
188.23,188.36,189.90,183.06
188.97,186.38,189.31,182.37
187.89,187.01,189.64,183.53
185.55,183.03,188.25,183.03
182.72,185.70,186.20,178.44
182.52,178.00,184.15,176.81
178.39,176.24,184.11,172.47
176.50,168.03,179.31,167.84
169.30,164.78,173.42,163.25
161.14,171.58,172.68,156.82
167.57,177.92,179.82,166.56
181.00,178.68,184.17,176.51
177.61,179.71,181.58,176.74
182.26,185.94,186.17,181.65
185.84,178.99,187.65,178.71
181.97,183.94,186.35,179.95
182.17,181.11,182.83,178.76
176.91,176.45,178.25,172.68
178.20,183.76,184.46,175.50
186.78,186.10,189.99,183.50
184.09,185.36,186.91,180.50
185.00,189.06,189.81,180.68
190.74,188.14,195.79,186.15
183.96,180.91,184.88,178.01
173.41,172.86,175.88,170.53
172.28,174.83,175.41,171.06
175.23,176.70,179.88,174.79
179.27,171.86,180.68,170.51
171.58,171.78,173.31,167.76
169.18,170.41,173.49,169.10
168.91,165.17,169.88,163.82
167.41,170.63,171.00,165.42
169.21,165.04,169.21,164.29
165.00,166.96,167.92,164.00
167.91,168.84,169.69,165.41
168.86,172.54,173.15,168.50
176.79,176.19,177.83,174.39
174.91,171.00,176.63,170.16
173.45,166.71,174.86,166.19
165.89,160.81,165.89,160.50
148.44,143.23,148.59,139.06
142.14,144.84,145.86,140.11
143.97,146.37,150.27,143.97
147.36,150.73,153.80,147.13
142.41,145.53,147.32,142.14
145.14,143.00,146.99,142.80
138.99,133.37,139.78,131.94
133.13,136.33,137.58,133.01
132.35,131.55,134.33,130.06
131.55,130.60,136.00,130.46
128.00,131.25,134.58,127.31
133.93,132.17,136.04,131.72
131.66,134.80,139.29,130.74
134.88,144.80,146.22,134.83
149.48,147.94,151.50,143.27
150.94,152.70,153.05,146.81
151.61,149.91,151.77,146.87
151.11,152.44,152.88,149.58
150.60,150.84,151.60,149.00
152.42,151.24,153.50,150.10
152.43,153.30,154.40,150.57
151.80,150.07,153.80,149.78
148.59,148.85,150.90,147.02
147.54,149.89,151.75,147.02
146.60,139.83,147.04,139.44
139.48,139.46,142.45,137.52
141.38,137.93,142.57,137.11
139.36,141.41,145.25,138.60
141.57,142.52,144.57,140.06
139.48,134.93,139.56,133.95
135.23,137.89,140.41,135.04
135.99,142.23,142.42,134.60
145.09,141.31,147.61,141.17
142.88,149.97,150.74,141.88
146.80,147.38,148.30,144.31
149.21,152.94,154.32,148.35
154.21,152.46,154.49,148.00
152.38,152.86,156.06,151.93
152.91,155.03,155.48,150.75
153.83,155.12,156.61,152.36
154.35,144.55,154.35,144.04
147.00,146.26,147.00,141.71
145.57,150.53,151.81,144.31
153.50,157.12,158.45,153.06
160.15,161.62,162.83,157.78
159.17,157.51,160.86,155.36
159.98,158.59,162.20,157.15
160.05,156.65,160.26,154.28
157.99,154.12,159.67,153.59
154.01,153.12,154.90,149.78
143.69,146.97,151.23,143.24
149.43,148.14,151.98,147.81
151.64,157.85,158.22,150.00
155.23,157.66,158.72,154.89
155.38,156.95,161.26,155.38
151.35,160.16,160.83,151.20
159.85,158.76,160.63,157.85
158.55,156.20,158.55,153.68
157.03,157.37,158.13,154.93
157.03,160.35,161.42,155.78
159.40,156.03,160.43,155.00
156.05,152.52,156.50,151.92
151.93,154.75,155.45,150.59
155.24,159.50,161.50,155.01
159.00,163.01,163.36,156.69
162.01,160.44,162.80,160.37
158.00,156.17,160.47,155.51
156.20,153.21,157.08,153.00
151.95,151.98,155.27,151.53
152.11,153.14,154.95,151.33
154.56,153.27,155.41,152.64
151.07,154.64,154.97,150.70
154.14,157.00,157.12,151.88
156.10,156.52,158.17,154.35
155.08,158.25,160.85,152.81
155.50,158.74,159.17,154.77
161.22,163.56,164.54,160.05
163.43,159.01,164.81,158.99
159.32,158.00,159.90,156.00
159.83,162.05,163.32,159.06
164.90,164.01,167.30,163.74
162.08,163.61,165.09,161.40
166.13,166.50,167.06,163.64
164.05,163.51,166.30,163.41
164.94,166.88,169.11,164.92
167.03,170.94,172.27,166.16
171.48,173.58,174.22,171.48
173.31,171.86,175.33,171.77
173.17,170.45,174.50,170.10
171.44,174.59,176.21,171.41
174.68,172.52,175.33,172.32
174.66,172.00,175.84,171.25
173.08,176.13,176.85,172.60
178.12,179.94,180.56,175.41
178.76,180.23,181.97,177.54
178.29,177.93,179.88,176.65
178.60,177.21,180.35,176.80
175.74,173.57,177.05,171.80
174.79,172.93,175.75,172.29
174.18,175.16,176.07,174.01
174.84,174.10,176.17,173.08
175.12,171.41,175.92,170.64
171.42,172.18,173.28,170.60
171.72,174.83,175.86,170.89
175.24,172.78,175.63,171.45
172.99,171.56,174.40,169.77
172.37,168.33,173.59,162.50
169.81,163.05,171.89,161.81
161.59,159.90,163.77,158.25
160.19,159.57,160.73,155.07
160.31,159.06,160.68,156.06
158.74,152.99,158.74,152.87
153.00,154.54,155.48,152.03
156.46,151.89,156.49,150.97
151.84,153.24,154.65,150.03
152.75,154.67,155.36,151.21
154.74,157.68,158.08,154.12
155.61,152.97,156.20,152.44
153.79,152.02,153.96,150.74
153.24,156.00,156.33,153.15
154.74,154.87,156.15,153.89
153.25,153.20,154.86,152.22
152.69,151.53,153.72,150.04
151.23,148.69,151.61,147.38
149.00,147.83,150.31,147.82
147.94,149.77,150.00,147.60
150.54,153.49,154.87,148.10
153.00,150.92,154.23,150.50
149.57,148.69,150.70,148.29
147.61,151.51,153.51,147.61
150.75,148.94,152.85,148.52
150.70,148.77,152.13,148.75
150.42,150.80,151.35,149.12
151.07,149.81,151.57,149.63
148.71,147.59,148.86,146.96
146.34,147.49,149.40,146.16
147.65,149.30,149.50,147.65
150.50,145.47,150.79,145.27
146.38,143.44,146.38,142.60
143.33,142.63,144.78,142.00
143.45,141.86,143.45,141.18
141.38,142.50,143.40,139.44
142.33,141.96,144.31,141.40
141.84,142.24,143.64,141.84
141.74,140.00,142.07,139.14
138.40,137.38,139.54,137.24
138.65,138.69,139.36,136.18
137.75,136.23,139.59,135.05
136.70,138.18,139.53,136.51
135.27,133.06,136.66,132.78
132.51,136.04,136.28,130.28
134.71,134.84,137.08,133.05
137.36,138.66,140.08,136.08
139.78,134.46,139.92,133.97
136.29,136.55,137.32,133.68
136.11,137.02,138.74,135.25
135.85,132.58,137.17,131.91
133.30,130.07,133.72,129.50
129.49,128.36,129.52,126.95
127.44,124.56,127.44,124.17
124.82,123.58,127.19,123.16
123.18,125.00,125.96,122.50
125.12,125.78,126.47,122.52
125.85,123.51,125.85,121.47
121.46,121.41,123.07,120.22
121.93,126.80,128.16,120.15
126.19,130.56,132.44,126.19
129.55,129.94,132.99,129.47
128.86,126.77,129.59,126.40
125.38,123.41,126.26,122.20
125.03,124.83,127.17,124.12
125.75,125.60,131.50,123.79
125.30,128.27,129.03,124.16
128.16,124.48,129.61,123.82
125.51,127.17,127.93,124.10
124.75,127.92,128.04,123.32
127.86,130.42,130.82,126.01
129.59,127.01,129.69,125.81
127.18,127.58,129.14,126.20
127.36,127.13,127.55,125.60
127.11,129.04,129.20,126.16
128.03,125.01,129.10,123.84
124.67,123.00,125.84,121.40
122.50,118.95,124.64,118.89
111.46,111.13,115.06,109.57
114.97,107.24,115.95,107.12
110.32,108.86,110.32,105.83
112.13,115.38,117.12,111.12
115.09,121.27,123.00,114.71
119.42,123.06,124.54,116.43
119.19,115.21,121.56,114.10
116.47,118.43,118.44,111.79
118.92,119.12,122.49,116.98
117.74,118.38,119.11,115.61
119.35,121.70,122.45,117.70
121.92,118.95,123.48,118.67
118.77,121.26,122.90,117.77
119.31,118.36,120.13,115.60
118.09,117.00,118.09,114.83
117.21,117.30,118.71,116.12
118.84,123.34,123.76,118.69
123.33,123.84,127.11,122.43
121.30,121.87,123.77,120.01
123.05,123.82,124.63,121.20
121.82,122.89,123.96,120.71
122.89,120.96,125.95,120.75
119.85,123.18,124.41,119.17
124.61,122.34,124.61,121.20
120.89,117.05,121.41,116.97
118.11,118.45,120.97,117.00
119.62,121.64,122.65,118.42
122.96,122.87,127.36,120.13
121.72,132.23,132.66,121.64
134.16,133.51,137.37,131.33
133.57,136.07,139.80,132.59
137.98,136.09,138.60,131.96
136.09,138.53,140.00,133.26
138.88,136.96,139.28,135.76
137.14,134.00,137.19,132.87
132.52,131.89,134.64,131.54
131.96,133.24,134.04,131.00
133.00,136.58,137.08,132.51
137.62,140.57,140.84,136.64
138.33,133.44,138.40,132.15
133.54,136.37,137.40,132.41
135.73,134.66,136.09,133.63
135.97,136.89,138.22,134.00
135.30,137.39,137.85,134.00
136.99,134.68,137.04,134.68
132.81,132.14,133.17,129.25
132.63,137.67,138.95,131.63
137.41,138.03,139.95,137.08
139.00,137.14,139.21,135.40
135.53,138.60,140.75,134.48
144.46,147.78,150.00,143.10
147.66,144.92,149.96,143.35
143.75,145.42,149.28,142.49
144.61,144.10,145.35,141.80
145.04,145.86,147.76,143.84
145.14,146.86,147.50,143.52
146.56,140.70,147.15,140.56
138.51,140.01,142.47,138.00
139.98,140.93,142.42,138.00
140.81,143.79,143.95,139.26
142.72,142.32,144.47,140.11
144.36,144.33,146.20,141.16
142.83,141.10,143.64,138.41
141.53,141.21,143.17,139.52
140.97,143.60,145.74,140.00
145.24,147.94,149.99,145.06
146.12,146.58,148.29,145.00
145.42,144.63,147.00,144.09
145.02,144.75,146.42,143.55
145.98,149.25,149.40,145.98
148.17,143.82,148.62,142.84
145.25,145.18,147.28,143.82
142.96,146.10,147.32,141.28
141.50,137.51,141.50,133.08
133.74,140.35,141.04,132.17
141.27,143.10,146.71,140.05
142.31,145.39,149.70,141.47
143.14,139.99,143.24,139.87
138.75,141.11,142.92,138.17
143.63,144.58,145.24,140.94
144.89,134.40,145.05,134.01
134.51,130.51,135.44,126.11
130.51,121.28,130.97,121.26
121.28,115.71,121.28,114.40
115.70,116.55,119.69,115.16
119.96,125.84,126.11,119.56
125.90,125.02,126.20,123.04
122.50,121.58,122.99,120.55
123.75,124.46,125.07,121.55
121.90,124.47,125.28,121.90
123.42,125.38,126.49,123.31
125.19,124.35,127.09,122.04
124.35,125.17,126.09,122.84
115.30,116.15,117.46,114.97
115.54,116.42,118.51,115.00
117.25,115.84,117.67,115.35
116.89,113.51,117.17,112.02
115.94,113.24,116.64,108.46
114.99,114.20,117.21,111.92
115.12,115.96,118.79,113.45
109.21,113.14,113.97,108.50
114.55,111.62,115.00,109.04
109.37,109.04,110.99,103.50
108.92,111.80,115.00,106.73
117.30,113.50,117.90,112.43
110.45,107.75,113.33,107.60
110.36,113.54,114.29,107.97
112.85,113.90,117.27,111.73
119.10,120.01,120.69,116.35
121.00,123.95,124.10,119.84
121.79,122.29,123.49,120.00
118.26,121.52,123.97,117.84
123.66,127.32,127.39,119.45
129.33,124.49,133.79,123.82
123.21,118.80,123.27,118.00
117.19,115.19,117.44,112.04
113.01,111.29,115.86,108.65
109.58,108.79,113.60,108.27
107.33,110.75,114.45,105.22
113.60,115.36,117.25,111.86
116.54,115.45,117.80,115.03
117.70,124.55,125.08,116.14
124.86,121.36,126.54,120.85
119.08,122.99,123.06,117.51
126.00,125.01,126.54,123.87
123.51,119.57,124.88,119.50
117.67,119.33,120.57,116.54
119.45,120.49,121.94,115.17
123.54,123.37,126.70,122.09
123.87,120.53,124.01,120.32
121.57,128.10,128.16,120.08
127.36,131.25,131.34,125.03
130.99,128.27,133.23,126.89
130.00,128.80,133.30,126.28
128.16,130.64,131.73,122.08
129.44,125.65,130.94,124.45
127.76,128.68,129.50,124.30
127.27,129.49,130.96,125.50
131.50,137.04,137.98,131.43
135.51,135.39,137.54,134.03
133.90,135.59,135.90,132.38
136.71,137.48,139.25,132.95
139.31,142.25,144.30,137.82
143.51,143.08,145.21,139.72
142.09,142.08,145.87,139.17
141.34,140.20,143.45,140.08
139.74,136.77,139.90,135.82
133.50,139.19,139.50,131.36
139.63,137.46,140.00,134.14
136.39,139.84,140.00,134.95
141.13,140.41,142.61,139.28
139.52,140.74,141.27,138.11
137.19,139.76,140.74,136.97
140.83,138.44,143.59,137.92
137.42,141.04,142.05,137.42
142.46,142.93,145.25,141.25
142.15,141.78,143.41,140.00
145.12,144.77,147.82,143.42
145.72,142.55,146.71,142.42
143.24,147.41,150.33,142.79
147.36,146.65,147.75,143.72
147.00,149.66,149.81,145.00
148.28,144.13,149.29,143.75
140.50,147.33,148.74,139.00
148.85,152.17,153.14,147.55
151.74,154.73,156.25,149.71
155.15,150.63,155.98,150.14
151.74,153.15,155.44,151.29
152.50,153.50,154.31,151.56
159.29,165.36,166.75,158.70
168.59,168.72,171.88,163.55
167.19,164.99,171.08,163.76
165.32,166.10,168.88,162.05
165.81,165.61,166.77,163.49
163.55,159.21,163.81,157.76
159.51,157.37,160.98,155.75
160.85,161.82,163.72,159.63
159.77,159.46,162.96,159.07
157.65,159.93,160.61,157.18
159.92,161.30,161.99,159.49
160.48,164.14,164.30,159.76
166.12,167.03,168.50,163.30
166.17,163.59,168.34,163.40
166.30,166.19,168.50,165.61
165.66,165.52,167.00,164.76
165.45,163.35,166.18,162.19
162.07,162.84,163.37,157.64
163.50,164.34,165.53,161.72
162.69,162.62,163.48,161.46
164.00,162.97,166.15,161.89
164.06,162.48,165.58,161.78
163.95,162.30,166.00,161.73
162.21,161.61,162.78,159.00
162.60,160.32,163.58,159.69
160.32,159.48,160.48,157.89
157.79,159.40,159.97,156.29
159.63,159.75,160.45,158.10
161.56,160.89,162.46,159.91
161.52,165.59,165.61,161.00
167.41,167.10,169.46,165.64
164.56,164.20,167.21,164.07
162.49,159.55,163.89,158.88
158.83,160.68,163.50,158.11
159.68,163.04,163.18,159.68
161.75,162.50,164.38,160.48
156.49,152.64,157.08,151.91
154.50,154.43,155.13,153.07
156.74,153.95,156.97,153.51
153.95,157.03,157.79,152.73
158.50,158.75,160.80,156.57
160.61,160.59,162.43,159.66
153.91,152.92,155.76,152.52
151.58,146.61,151.87,146.08
150.08,149.71,151.48,149.08
151.88,151.63,152.92,151.38
151.78,151.21,152.01,149.87
151.67,151.11,152.79,149.64
148.56,151.46,151.46,147.37
151.01,151.55,152.00,149.23
153.19,149.23,153.77,148.86
150.71,153.72,153.94,149.92
154.50,153.00,155.49,152.83
155.11,156.50,158.50,154.82
156.50,154.16,157.04,152.66
155.92,155.50,156.68,154.44
156.66,156.70,157.41,155.55
157.21,156.85,158.99,155.88
156.01,154.90,156.71,153.42
153.69,153.88,155.90,152.71
153.80,152.25,155.28,151.83
152.69,153.40,153.59,151.45
152.00,148.83,152.20,148.16
148.63,149.10,149.90,147.32
150.41,150.63,153.39,147.21
153.25,157.54,158.80,152.89
157.62,162.57,163.13,157.37
161.04,157.23,161.52,156.52
158.50,159.58,160.47,155.63
160.00,163.11,163.60,158.61
161.55,162.90,165.46,160.20
163.00,168.09,168.85,161.89
169.75,170.65,172.50,169.35
171.19,171.30,172.16,170.27
171.55,171.77,172.85,170.74
173.04,174.20,175.00,171.68
175.01,176.52,176.65,173.36
177.00,179.15,180.26,176.93
178.17,178.77,179.76,175.11
179.63,180.30,180.45,178.47
181.90,183.91,183.94,181.00
183.45,185.59,186.33,183.31
183.15,181.37,183.15,180.14
180.62,182.25,182.89,180.23
181.86,180.58,182.58,180.21
180.57,180.41,181.04,179.08
181.30,179.50,181.96,178.58
179.31,182.92,183.01,178.39
183.74,182.87,185.00,181.10
181.49,179.05,182.86,177.13
178.03,180.22,180.34,176.84
182.00,183.71,183.92,181.78
183.69,183.50,184.90,181.46
184.84,188.31,188.60,184.27
189.68,187.51,190.94,186.43
185.85,180.60,187.66,180.53
179.47,183.21,184.68,177.22
180.66,176.87,181.15,174.80
175.77,176.31,179.08,174.51
176.88,178.48,181.06,176.31
175.80,177.12,177.46,174.09
178.37,176.50,179.73,176.43
176.39,175.75,177.93,174.74
178.08,182.41,182.75,177.11
184.05,179.05,185.00,179.00
178.38,175.53,179.25,173.34
176.06,174.57,177.25,174.33
171.99,172.81,174.25,170.31
174.54,183.43,184.07,172.70
181.60,185.36,187.74,181.60
186.20,185.65,187.99,184.79
185.00,185.39,186.42,182.92
185.98,182.50,186.24,181.42
185.28,185.33,186.65,184.65
185.89,186.20,186.67,183.52
186.88,186.39,188.31,185.67
188.02,193.24,193.32,187.80
192.49,192.46,193.39,190.67
191.20,190.91,192.23,190.07
189.31,188.16,190.05,186.56
189.63,185.96,189.79,185.85
186.28,184.28,187.07,182.02
186.66,184.03,186.67,182.87
186.16,189.03,191.28,186.00
187.03,189.38,190.27,186.28
187.56,187.00,189.13,185.93
186.98,185.33,188.00,181.55
185.25,183.03,186.65,182.95
181.00,183.03,184.83,179.59
183.65,182.67,184.10,182.36
182.67,181.63,186.57,180.19
180.84,179.02,182.45,178.43
179.93,180.97,182.06,177.20
173.22,171.27,174.80,168.32
172.06,173.17,173.83,167.56
173.17,171.11,173.95,169.15
174.32,173.44,174.72,171.80
172.34,175.04,175.96,170.76
174.92,177.71,179.55,172.79
175.98,179.43,181.58,174.80
177.60,172.09,177.65,168.79
170.84,173.63,173.97,168.68
176.24,178.73,180.10,175.27
178.00,178.53,181.95,177.24
180.43,175.86,182.22,175.24
176.32,178.19,180.06,176.32
184.13,183.15,184.80,181.21
183.94,183.10,183.94,180.75
181.70,185.51,185.67,181.65
184.00,181.87,185.42,181.47
183.50,173.03,183.53,172.41
169.74,173.67,175.94,166.50
184.88,191.04,193.17,183.59
193.97,189.57,194.78,188.61
189.43,187.55,190.42,186.14
190.61,188.25,191.88,188.04
