TQQQ,ProShares UltraPro QQQ,NASDAQ
68.03,65.31,68.75,64.76
65.36,64.39,65.93,62.77
62.83,62.40,63.95,60.86
64.24,63.73,64.58,62.73
65.44,65.47,65.86,64.78
66.49,66.20,67.56,66.20
65.68,66.38,67.79,65.26
67.99,67.80,69.45,67.63
67.76,67.83,69.14,66.84
67.18,68.75,69.67,67.01
69.88,70.27,70.35,68.26
71.38,70.50,71.46,69.75
71.47,71.79,72.24,70.53
71.53,73.00,73.34,71.53
75.33,77.55,77.55,75.22
77.57,78.36,78.53,76.93
78.61,78.97,79.06,77.97
79.11,78.66,79.30,78.02
79.33,79.22,79.73,78.55
79.18,78.64,79.76,78.25
76.60,76.25,76.63,75.47
77.06,76.80,77.35,76.13
77.25,75.09,77.25,74.97
77.32,75.80,77.41,75.34
76.92,77.17,77.53,75.72
76.34,78.45,78.51,76.00
78.05,78.09,79.02,77.42
78.95,79.25,80.28,78.44
79.75,79.75,81.07,79.28
81.37,82.18,82.50,81.11
82.24,83.55,83.58,81.66
83.26,83.73,83.89,82.94
83.36,82.24,83.60,81.20
81.47,81.77,82.18,79.97
83.13,82.86,83.51,81.36
82.61,81.97,83.41,81.25
80.99,82.48,82.94,80.98
82.82,83.85,84.46,81.07
83.80,82.92,84.16,82.60
80.19,78.76,80.21,78.07
78.78,78.48,79.82,78.22
78.76,78.17,80.62,78.16
78.71,79.24,80.32,78.46
78.55,78.45,80.51,77.59
79.37,80.69,80.86,79.30
82.47,82.39,82.62,81.54
82.50,82.46,84.30,81.94
79.55,77.27,80.71,76.85
77.22,78.27,79.26,77.13
78.24,79.89,81.08,77.91
80.12,78.40,80.17,77.55
80.30,79.69,81.37,78.69
80.45,82.29,82.61,79.85
82.41,82.65,83.35,82.31
83.46,82.95,84.24,80.17
83.93,85.87,86.27,83.93
87.38,87.17,87.48,86.21
85.45,86.73,86.77,85.06
86.69,86.34,87.25,85.93
86.76,86.62,86.91,85.23
88.75,85.89,88.78,85.32
86.38,87.61,87.92,86.38
87.98,90.83,91.27,87.47
91.55,91.39,92.05,90.95
92.09,90.39,92.32,90.29
91.66,89.88,91.88,88.60
90.50,89.90,91.33,89.00
90.03,89.05,90.45,88.43
90.10,91.09,91.65,89.94
89.58,90.66,91.16,89.07
87.88,90.09,90.70,86.99
90.05,92.79,92.91,89.96
90.81,92.62,93.04,90.63
92.29,89.40,92.86,87.93
89.35,91.70,92.07,89.20
89.37,89.43,91.54,89.21
89.40,84.37,89.62,84.17
84.83,83.44,84.95,81.39
86.11,88.74,89.29,86.06
88.07,90.74,91.00,88.03
89.13,92.62,92.70,88.90
92.44,91.63,93.85,91.30
92.86,94.76,94.90,92.71
93.41,96.29,96.47,93.25
98.97,101.05,101.16,98.19
101.63,101.63,102.47,100.76
102.75,101.98,103.82,100.25
100.66,100.34,101.23,98.84
100.41,101.59,102.24,100.02
104.50,103.62,105.15,102.33
103.77,103.83,104.29,102.47
104.83,104.33,105.14,103.00
105.46,104.00,105.92,102.61
103.30,103.33,105.24,102.20
104.23,103.28,104.70,101.88
104.40,103.78,104.40,102.74
102.61,104.22,104.90,101.75
105.43,104.04,105.56,103.10
104.10,98.27,104.55,97.97
99.30,102.15,102.25,98.47
101.51,101.66,102.54,100.68
100.77,102.16,102.61,100.60
100.22,105.82,105.85,100.15
104.97,106.64,107.06,104.39
107.00,107.38,107.48,106.16
107.32,104.41,108.03,103.73
104.13,103.38,105.60,102.90
104.28,102.66,105.39,101.75
103.87,105.80,106.03,103.68
106.36,107.47,107.57,106.07
108.54,108.18,108.98,107.44
108.38,109.97,110.73,107.60
110.61,112.17,112.31,110.33
113.52,114.01,114.68,113.24
114.66,113.30,115.15,112.76
112.99,112.97,113.86,111.66
111.55,113.26,114.38,110.45
113.63,112.91,113.91,111.96
115.63,115.24,115.99,113.64
116.60,116.62,117.40,116.07
116.03,116.41,117.07,115.76
116.34,112.06,116.89,111.46
112.10,111.15,112.88,110.80
112.62,110.62,112.79,110.04
112.22,112.52,114.36,112.03
112.52,111.81,113.24,111.15
112.10,115.67,115.95,107.25
115.03,114.63,115.11,113.16
115.20,118.08,118.90,115.10
121.01,121.90,121.90,120.02
121.91,122.07,122.27,121.32
122.65,123.26,123.54,122.01
123.68,122.36,123.90,121.88
121.72,121.72,122.25,120.75
122.43,124.11,124.11,122.30
122.41,121.21,122.50,120.14
121.19,118.57,121.53,118.50
118.67,117.31,119.04,115.94
118.83,120.35,121.00,118.23
120.53,121.25,122.27,119.76
122.53,120.00,122.66,118.82
120.98,121.20,121.61,118.28
120.71,115.81,121.96,114.45
117.03,122.44,122.68,117.00
123.89,125.30,126.16,123.60
125.13,125.56,126.03,124.51
124.37,123.33,125.40,122.45
125.68,126.09,126.30,123.02
127.07,127.26,128.00,126.00
125.94,125.73,126.00,123.20
61.93,59.14,62.26,59.13
59.21,57.42,59.49,56.20
56.53,57.40,57.55,56.30
55.88,55.59,57.13,55.18
57.59,58.52,59.17,57.39
56.62,58.11,58.95,56.46
57.79,54.26,58.62,53.67
54.93,55.32,55.93,54.45
54.75,54.81,55.45,53.00
55.37,56.91,57.15,55.28
57.91,59.93,60.11,57.42
59.96,61.03,61.11,59.83
61.38,63.12,63.47,61.23
63.50,63.42,63.90,62.92
62.06,65.05,65.05,62.04
64.96,65.24,65.72,64.27
65.57,66.26,66.61,65.12
65.87,64.81,66.31,64.46
64.96,65.75,66.14,64.18
66.37,65.41,66.67,65.28
65.81,66.56,67.44,65.60
66.83,66.32,67.22,65.69
66.90,66.10,67.45,65.36
66.17,67.40,67.61,65.86
67.41,67.06,68.58,65.43
65.24,65.59,66.20,63.93
67.81,68.23,68.56,67.66
68.55,68.79,69.11,68.10
69.20,68.53,69.38,67.83
69.27,67.55,69.41,66.54
67.44,67.69,67.83,66.42
68.23,66.85,68.72,66.26
65.97,67.60,67.70,65.20
68.35,64.73,68.43,63.82
64.03,63.40,64.93,63.32
64.58,65.09,66.04,64.51
65.29,67.43,67.63,65.25
67.49,66.32,67.68,65.00
65.70,66.84,67.45,65.28
67.94,64.39,68.10,64.09
65.19,62.77,65.31,61.01
63.78,63.35,64.93,61.81
64.33,60.94,64.71,60.89
60.70,59.86,61.48,58.88
60.45,60.25,62.20,59.75
61.62,61.45,62.71,61.42
62.44,64.78,64.86,62.37
65.61,65.29,65.77,64.38
65.49,63.75,65.76,62.60
64.88,58.69,65.16,58.12
57.52,56.93,59.09,55.73
57.14,58.52,58.72,56.51
59.14,61.52,61.60,58.69
61.64,55.84,61.65,55.32
54.31,53.89,56.43,53.50
55.22,55.10,55.95,53.59
55.64,55.65,56.57,52.18
57.08,57.81,57.84,55.72
57.24,57.84,58.73,56.75
58.30,59.15,59.16,57.47
59.71,60.60,61.00,59.48
60.56,58.95,60.61,58.87
61.91,60.69,61.92,58.74
59.57,57.76,59.78,57.34
58.53,58.38,59.57,55.59
58.84,59.67,60.01,57.99
58.93,60.20,60.34,58.40
60.47,60.74,61.72,60.00
61.27,60.44,61.65,59.95
59.30,61.30,61.34,58.86
61.03,58.93,61.12,58.87
59.38,58.40,59.47,56.34
57.82,58.20,60.34,57.40
58.14,58.88,59.00,56.99
59.95,61.75,61.83,59.78
61.97,61.88,62.61,61.54
61.37,60.96,62.06,60.52
60.89,59.55,61.22,58.36
59.68,60.66,60.78,58.52
60.12,61.96,62.21,59.83
61.88,61.28,62.52,60.50
61.56,63.01,63.09,61.48
63.18,63.79,64.36,62.93
64.06,65.22,65.25,63.63
66.13,67.67,67.69,65.93
67.61,67.03,67.90,66.88
67.78,68.39,68.39,67.36
68.39,68.33,68.68,67.28
68.60,68.16,68.64,66.84
67.46,68.06,68.38,67.22
67.52,68.78,69.12,67.21
69.00,70.57,70.93,68.29
71.40,71.71,71.78,70.91
71.86,71.58,72.12,71.01
71.37,71.99,72.05,71.15
71.18,71.88,72.21,71.03
71.45,70.00,71.68,69.20
70.90,70.48,71.09,69.67
70.26,70.74,71.35,69.74
70.63,70.84,71.43,70.24
71.13,72.13,72.34,69.82
72.39,71.85,72.52,70.95
72.01,72.11,72.38,71.60
72.09,72.19,72.26,71.58
72.19,71.99,73.99,71.37
71.46,73.30,73.69,71.45
73.50,73.50,73.50,71.75
73.21,74.23,74.44,73.17
74.36,74.78,75.36,74.18
75.53,77.29,77.85,75.48
77.39,77.59,77.99,77.18
78.37,79.08,79.08,77.76
78.79,78.32,79.12,77.95
77.95,75.59,78.09,74.59
76.15,77.30,77.45,75.50
74.32,76.57,77.42,73.99
77.02,77.90,77.94,76.37
78.95,79.39,79.87,78.59
79.72,78.56,80.06,76.83
80.24,79.45,80.47,79.21
78.78,76.28,79.65,75.53
77.58,79.89,80.01,77.20
79.33,79.60,79.98,78.51
80.76,81.18,81.48,80.46
81.92,82.70,82.95,81.54
83.11,82.41,83.39,82.05
81.22,81.40,81.76,80.15
81.62,81.50,82.10,79.62
82.01,81.09,82.55,80.87
82.40,82.06,82.87,81.08
80.00,77.06,80.38,76.68
76.58,76.17,77.82,74.65
76.68,77.73,78.63,75.82
76.85,75.91,77.45,74.88
74.50,75.78,77.14,74.31
76.76,75.05,77.24,74.24
75.44,76.65,76.90,74.42
77.50,78.04,78.73,77.39
77.77,77.86,78.52,76.72
78.91,80.39,80.45,78.74
80.66,81.63,81.66,80.39
82.92,82.74,83.38,80.47
84.02,84.74,84.95,83.75
85.33,86.20,86.28,85.18
85.91,86.20,86.65,85.71
86.33,86.69,86.75,85.87
86.72,87.03,87.70,86.19
88.32,88.00,88.71,87.36
88.36,88.30,88.53,87.65
88.36,88.31,88.59,87.72
87.43,87.95,88.28,87.08
88.61,88.98,88.98,87.62
89.66,89.72,89.79,88.64
90.37,88.18,90.43,87.66
88.77,87.90,90.10,87.23
88.32,89.26,89.34,86.93
89.24,89.71,90.38,88.47
89.70,87.53,90.73,86.97
87.84,89.56,89.72,87.08
88.46,89.49,89.54,87.44
89.20,88.08,89.25,87.21
88.32,85.43,88.37,84.69
84.53,87.74,88.18,84.25
87.65,88.17,89.30,86.58
88.92,90.07,90.10,88.64
91.29,89.87,91.29,88.84
89.26,87.43,89.26,86.26
86.34,86.67,87.86,86.12
86.87,89.48,89.55,86.07
88.55,83.80,88.91,83.72
84.66,86.48,86.90,84.23
83.88,86.19,86.83,83.74
86.90,86.51,87.84,85.30
85.83,82.37,86.00,81.56
82.28,82.33,83.09,79.20
83.76,84.81,85.78,82.92
85.46,84.23,86.16,83.45
83.01,80.67,83.73,80.60
80.83,85.33,86.07,79.32
85.00,81.08,85.60,80.74
79.66,75.01,81.09,75.01
74.70,71.50,76.38,71.36
72.97,71.63,74.29,70.94
68.30,70.10,71.05,65.25
65.72,69.01,70.63,65.65
71.59,71.71,73.53,70.37
71.45,74.80,74.93,71.12
77.49,80.65,80.65,77.00
81.41,79.40,81.71,79.24
81.80,83.03,84.29,81.37
83.38,84.94,85.14,82.50
84.49,85.26,85.62,83.44
86.30,89.07,89.07,86.16
88.15,88.00,88.83,86.15
86.83,88.55,89.17,86.25
93.01,92.20,93.14,91.33
92.67,93.15,93.79,92.32
92.11,92.16,92.84,90.22
93.86,92.15,93.96,91.18
92.01,92.94,93.06,90.93
93.50,92.71,93.60,91.32
92.84,93.66,94.08,92.12
93.80,94.55,94.56,93.02
93.44,95.07,95.37,93.44
95.59,96.29,97.37,94.98
96.24,97.18,97.18,95.28
96.49,96.27,97.16,94.95
96.57,98.43,98.85,96.56
98.15,97.18,98.15,95.80
95.89,98.47,98.67,95.65
101.08,99.18,101.32,98.08
99.84,101.42,101.46,99.56
101.78,101.75,102.69,101.01
102.08,103.83,103.94,101.75
104.67,105.38,105.92,104.41
104.41,101.49,104.92,100.44
101.99,102.58,103.35,101.27
103.31,103.51,103.79,101.47
103.05,103.20,104.44,101.95
103.81,103.27,104.21,102.59
102.42,101.04,103.79,99.42
97.45,102.02,102.17,96.42
101.42,97.08,102.16,96.63
98.00,98.60,102.00,97.93
95.71,95.34,99.06,95.31
96.76,92.48,97.82,91.53
90.64,87.89,94.69,87.85
88.06,92.61,93.44,87.75
96.68,99.40,99.40,95.90
99.70,100.51,101.88,99.00
100.19,101.42,101.50,100.01
102.54,100.45,102.55,99.96
100.77,100.66,101.71,100.48
101.40,102.70,103.32,101.39
102.42,102.72,103.28,102.20
101.71,100.60,102.44,100.14
101.01,97.45,102.25,97.01
98.85,96.65,100.13,95.16
95.25,92.30,95.60,91.50
92.63,88.64,93.17,87.37
90.33,92.05,92.64,89.72
94.42,97.30,97.85,94.10
98.21,95.33,98.32,93.71
95.97,92.40,96.22,91.64
95.01,92.32,97.98,90.10
89.39,90.90,92.13,88.34
91.94,87.29,92.45,86.91
86.86,90.40,90.62,86.43
91.92,92.40,93.07,88.84
91.56,93.82,95.08,90.64
95.00,99.04,99.30,92.48
99.04,99.70,100.59,98.14
99.40,99.48,99.90,97.82
94.75,91.78,94.81,90.64
95.99,90.20,96.30,90.14
89.89,92.81,93.26,87.60
92.49,90.68,94.65,90.26
91.17,93.06,93.20,86.98
93.84,95.60,95.83,92.18
94.40,95.35,97.28,93.82
96.03,97.88,98.01,95.44
98.30,96.10,98.95,95.03
94.95,95.04,96.46,94.45
96.79,99.59,99.95,96.26
99.95,100.71,101.32,99.34
102.52,104.23,104.27,102.17
105.06,106.86,106.88,104.50
106.84,107.15,107.33,106.07
106.79,107.61,107.74,106.30
107.35,109.23,109.39,107.30
108.97,111.33,111.55,107.94
111.26,111.77,111.78,110.47
111.28,112.00,112.33,110.27
111.41,111.10,112.73,110.37
111.42,112.79,112.93,110.50
112.66,111.30,112.86,110.76
111.90,114.30,114.39,111.85
113.30,112.66,113.61,110.54
111.59,111.41,112.05,109.53
112.26,111.90,112.95,110.60
111.58,108.05,112.19,107.29
108.82,109.09,109.86,107.45
106.69,103.05,106.75,103.00
103.33,101.24,103.81,101.10
100.95,103.18,103.55,100.77
102.91,101.85,104.13,99.92
102.98,105.75,105.80,102.64
104.84,106.34,106.75,104.15
105.43,109.40,110.82,103.75
109.78,109.93,110.75,109.25
112.55,112.21,113.63,111.97
111.86,111.27,112.75,111.26
111.25,110.14,112.84,110.08
110.71,102.45,110.89,102.45
100.04,101.61,103.23,99.01
101.41,102.59,103.42,100.99
104.66,106.28,106.48,104.59
105.31,102.99,105.99,102.79
102.85,101.25,102.85,99.25
101.45,101.42,102.40,100.45
99.59,103.86,104.74,99.17
103.73,103.38,106.00,103.37
103.46,105.84,106.25,103.42
105.74,107.81,107.89,104.59
107.79,109.10,109.14,106.99
109.39,108.29,111.02,107.91
108.05,107.36,108.86,105.53
108.28,109.26,110.04,107.80
108.52,108.88,109.46,108.01
105.78,103.79,106.67,102.42
105.39,108.43,108.99,105.22
110.36,109.82,110.88,109.46
110.67,111.60,112.15,108.57
110.54,112.94,114.38,110.43
116.42,117.36,117.93,115.92
118.80,116.61,119.43,115.83
116.84,115.85,117.50,112.95
113.91,113.64,115.94,111.81
111.75,108.30,113.15,106.61
109.54,112.68,112.78,109.50
113.61,113.08,115.23,112.95
111.81,107.72,112.43,107.45
108.17,105.42,109.10,103.21
105.31,107.23,108.12,105.04
110.56,111.16,111.95,110.06
111.47,109.94,112.16,109.72
107.97,108.52,110.11,105.51
109.93,109.08,111.56,108.63
111.81,113.91,114.14,110.56
114.81,113.90,115.22,113.04
113.34,115.30,116.01,113.06
115.75,114.97,116.24,114.43
115.23,115.16,117.23,113.37
114.60,116.97,117.41,114.08
116.57,116.65,117.87,116.34
115.82,112.61,116.30,111.22
113.59,118.03,118.38,112.89
117.31,117.16,118.14,116.13
116.96,115.18,117.47,114.32
116.99,116.19,117.19,113.44
114.97,115.13,116.85,113.27
116.77,116.14,117.48,115.34
114.24,113.61,116.42,112.46
113.11,112.75,113.91,110.67
112.53,109.30,112.80,108.61
108.50,108.76,109.90,106.27
109.82,113.07,114.12,109.48
114.28,113.69,115.23,113.07
111.83,110.80,112.55,110.43
108.38,109.27,109.73,106.48
108.78,110.94,111.51,108.70
111.55,111.87,112.97,109.75
112.81,116.60,117.32,112.74
116.93,114.82,117.24,114.82
117.59,117.59,118.63,116.81
118.00,117.88,118.20,116.39
117.43,116.07,118.92,115.96
117.37,115.31,117.73,114.77
115.21,113.17,116.05,111.76
109.18,105.17,111.20,104.95
107.36,106.37,108.05,105.19
109.25,108.55,109.94,107.20
109.53,108.96,109.88,107.77
106.71,108.04,109.85,106.00
108.35,108.59,109.10,102.41
106.43,103.15,106.84,102.52
107.31,102.85,107.42,102.85
106.80,107.63,108.80,105.88
110.35,113.13,113.56,110.33
113.77,115.40,116.41,113.59
116.06,115.95,117.20,114.88
118.75,120.48,120.80,118.04
123.65,125.99,126.00,123.09
127.04,127.40,128.78,125.74
127.60,127.05,128.11,126.04
121.34,122.88,124.65,121.32
123.24,121.41,124.38,120.50
123.31,117.96,123.59,117.38
115.86,114.93,117.39,114.20
116.57,117.96,118.61,113.73
118.65,119.28,120.03,117.32
118.43,120.94,121.52,116.30
122.05,120.57,122.25,119.74
120.64,119.46,121.56,117.00
119.12,118.69,119.82,117.18
120.66,121.47,123.78,120.27
121.71,115.64,122.24,113.97
114.75,115.18,115.97,112.28
117.35,119.07,119.84,117.35
117.15,114.53,118.57,112.58
112.22,115.54,116.37,108.49
116.00,115.02,117.65,114.36
114.25,115.64,116.10,113.62
114.75,118.48,118.57,113.90
117.81,116.59,118.30,116.22
115.50,114.40,117.44,112.36
111.20,104.98,112.27,104.81
100.50,91.92,103.05,91.92
75.05,81.03,91.48,65.30
89.50,79.96,91.13,79.60
86.79,91.50,92.17,81.67
95.80,98.65,98.85,92.33
97.08,98.57,99.60,96.44
96.95,94.91,98.55,94.20
87.78,86.30,92.13,84.83
90.68,93.32,93.32,87.69
94.46,91.78,96.28,91.12
88.10,88.71,90.44,87.09
93.74,96.24,96.45,92.63
99.54,92.89,99.59,92.12
92.51,95.86,97.73,92.18
94.58,97.41,97.41,93.75
98.50,96.54,98.53,95.48
97.26,99.91,100.89,96.20
100.11,101.58,101.95,99.00
101.47,101.86,106.35,100.50
97.19,97.55,101.02,96.97
99.04,98.38,100.76,95.75
93.83,94.04,94.90,91.28
94.70,94.19,95.44,92.70
91.41,93.10,94.18,89.00
96.26,90.84,96.39,89.03
89.58,83.01,89.74,82.21
83.61,81.78,86.15,79.92
85.18,87.19,87.60,84.20
87.74,88.41,88.47,84.28
84.86,93.00,93.11,84.00
95.17,97.24,97.84,94.56
96.53,95.85,97.38,93.43
97.56,97.39,98.07,93.76
96.35,98.58,99.10,93.51
98.71,99.78,100.50,97.93
100.54,100.62,101.21,99.43
98.90,98.65,101.97,98.40
98.68,98.23,100.17,96.96
99.29,103.03,103.05,98.91
103.71,104.31,104.50,102.20
103.83,106.18,106.35,103.25
105.54,104.42,106.25,103.42
106.06,102.74,106.36,102.44
105.31,108.83,109.09,104.43
117.61,117.88,119.31,115.85
117.73,118.23,118.88,116.40
117.27,119.00,119.42,117.17
119.54,121.76,121.84,116.59
120.18,121.31,121.90,119.83
121.47,119.65,122.10,119.64
120.54,123.73,124.13,119.87
122.97,124.91,126.34,122.40
126.15,124.96,126.50,123.47
125.34,123.86,126.26,122.06
123.34,124.27,124.67,120.89
122.83,120.27,123.33,117.98
118.35,119.42,119.67,117.30
120.33,118.89,122.05,118.30
117.36,115.44,119.15,115.18
113.99,108.65,114.33,108.46
108.29,113.18,113.35,107.53
113.87,113.57,115.96,112.65
114.85,120.08,120.40,114.55
120.28,120.26,121.94,119.64
121.94,122.65,123.00,121.64
122.80,121.66,124.20,120.11
119.30,121.28,122.19,117.43
121.75,121.55,122.32,120.90
122.42,121.99,122.88,120.90
123.21,121.22,123.23,120.02
122.58,124.82,124.82,122.19
125.06,122.55,126.74,121.91
123.52,116.30,124.07,114.16
117.29,124.29,125.00,116.60
124.66,122.77,124.89,120.95
118.88,122.78,123.91,118.73
121.04,117.06,123.12,114.97
117.91,118.72,121.04,116.88
114.61,110.58,115.53,110.32
111.06,113.06,113.16,106.28
115.96,114.98,117.99,114.66
117.41,120.06,120.77,113.90
121.66,115.06,121.76,114.91
113.82,108.74,114.63,108.50
111.43,111.97,111.98,108.99
113.72,114.09,114.59,111.93
115.88,116.70,116.88,115.25
116.60,116.46,117.54,116.40
115.64,116.43,116.43,113.19
118.45,121.74,122.62,118.21
121.52,118.63,121.67,118.54
117.34,114.23,117.97,114.10
106.62,107.25,107.25,102.74
108.50,106.29,108.93,104.84
100.98,103.44,105.05,100.84
96.70,93.60,100.50,93.46
95.63,91.39,97.37,90.97
93.29,92.19,94.03,87.90
94.67,95.30,96.73,91.40
96.45,85.33,97.12,85.00
86.41,90.85,93.15,82.30
81.78,82.50,85.30,78.93
85.73,82.85,86.12,80.01
78.96,82.10,84.78,73.54
83.13,82.40,86.01,79.86
87.25,89.50,89.64,86.51
88.70,85.47,90.09,85.30
86.60,87.91,88.95,84.38
86.31,81.37,87.41,80.20
85.19,84.58,85.40,80.51
84.77,90.09,90.09,84.55
88.62,90.60,91.74,87.65
89.53,84.85,89.53,84.02
86.45,83.65,86.47,79.14
82.82,83.50,85.55,80.65
82.70,74.91,82.78,73.98
70.73,71.49,72.38,67.34
68.54,70.66,73.99,68.22
73.25,71.50,75.92,71.39
68.80,71.33,72.91,68.18
73.56,74.37,74.68,71.62
77.82,79.32,79.32,76.37
81.33,84.80,85.23,80.60
85.70,81.92,85.73,81.65
80.99,82.77,83.46,80.22
85.02,86.68,86.97,84.78
85.15,82.36,85.89,82.28
79.57,84.81,85.10,78.04
85.37,87.15,87.25,83.05
89.14,86.95,89.35,86.36
86.75,84.65,88.69,84.65
86.97,92.75,92.77,86.28
92.40,92.85,92.95,90.71
92.61,92.33,92.69,90.37
92.68,92.49,94.26,90.63
91.05,90.77,92.67,88.77
88.84,88.37,91.25,88.02
89.56,90.06,90.22,88.00
91.50,89.72,92.86,86.27
92.62,94.37,94.47,91.83
93.42,94.92,95.62,93.31
93.96,94.86,95.12,93.01
94.02,97.28,98.09,94.02
96.54,97.00,97.87,95.41
97.80,97.56,98.38,96.11
97.14,98.72,99.05,96.95
97.12,99.60,100.35,97.03
99.07,97.23,99.29,96.55
95.65,97.20,97.38,95.30
98.18,96.85,98.20,96.38
96.32,101.48,101.70,95.85
103.33,103.00,104.91,102.34
102.77,102.40,103.92,102.07
100.84,105.81,105.93,100.27
105.65,104.50,106.00,103.87
102.11,101.69,103.32,101.16
102.00,106.56,106.64,101.90
104.75,101.96,105.27,100.63
103.81,101.72,104.53,100.66
103.04,100.63,104.55,100.55
100.82,102.98,103.68,98.94
105.49,107.00,107.51,105.07
107.03,107.07,108.25,106.23
106.72,106.25,107.48,105.44
105.37,107.82,108.04,105.16
108.90,105.96,109.00,104.25
105.82,106.22,107.65,104.84
106.16,106.25,107.36,104.81
102.17,101.44,103.55,98.98
100.33,101.36,101.42,99.93
101.95,99.97,102.57,99.02
96.94,97.57,98.19,95.06
97.89,94.11,99.57,93.44
93.79,92.61,94.56,90.30
93.19,95.06,95.49,92.05
93.07,92.53,94.32,91.68
90.83,90.70,91.77,89.98
91.56,90.65,92.24,90.01
89.20,91.96,92.04,88.95
92.05,92.77,94.03,91.92
93.76,96.66,96.72,93.28
96.19,94.02,97.04,93.88
94.76,92.70,94.93,90.76
92.64,91.58,94.16,91.15
91.95,95.11,96.12,91.85
95.00,91.46,95.67,90.79
90.95,92.50,93.99,90.32
91.37,91.04,92.14,89.05
92.15,94.08,95.16,91.99
94.32,93.62,95.38,93.43
95.23,99.35,99.65,95.16
100.49,101.49,102.35,99.93
101.83,102.34,102.71,101.02
102.51,103.88,103.96,102.50
104.45,104.50,104.99,102.95
103.55,104.54,105.21,103.27
103.83,105.13,105.19,102.20
104.53,103.69,104.72,101.66
104.16,104.80,105.63,103.72
105.14,104.06,105.30,103.86
104.63,104.52,105.18,103.40
103.27,104.06,104.37,102.67
101.26,100.56,101.78,99.43
98.87,97.98,100.45,97.60
97.18,98.03,98.99,95.80
98.67,97.15,98.99,96.61
95.72,97.85,98.23,93.78
97.45,94.50,97.45,93.85
97.89,96.20,99.13,96.06
96.79,97.16,97.77,96.11
97.44,96.53,99.05,96.25
98.77,100.60,100.64,97.55
90.00,88.28,94.35,87.60
86.27,83.14,86.39,81.80
85.67,88.35,88.47,85.59
90.51,92.94,93.59,90.34
93.50,96.32,96.43,92.60
96.15,97.64,98.81,96.04
96.38,95.91,96.56,94.36
94.60,98.17,98.38,93.67
98.61,99.10,99.80,97.75
100.57,103.68,103.92,100.30
104.86,105.45,106.66,104.76
107.41,107.11,107.96,106.69
107.98,106.36,108.04,106.29
108.47,108.52,109.10,107.71
109.22,107.91,109.41,107.25
108.20,110.06,110.68,108.11
109.00,108.92,109.92,108.34
110.59,112.65,113.32,110.27
112.99,111.98,113.58,111.02
112.24,113.28,113.70,111.14
113.03,113.38,113.39,112.20
113.27,113.76,114.96,112.00
116.55,115.98,116.97,114.61
116.62,117.24,117.68,115.52
118.08,118.01,118.98,116.94
118.30,119.86,120.77,117.86
119.35,117.16,119.69,114.87
116.90,118.27,118.33,116.67
118.24,119.33,119.67,117.37
121.26,122.78,123.55,120.75
122.99,122.39,123.06,121.17
122.60,123.20,124.33,122.40
123.29,122.25,123.48,121.25
123.40,123.83,124.60,122.73
123.10,124.06,124.06,122.74
124.50,125.62,126.45,124.38
124.89,123.64,125.00,123.47
123.64,124.22,124.31,121.58
123.83,124.34,124.82,123.20
123.66,124.17,124.97,122.62
123.58,124.29,125.09,122.94
125.80,125.03,126.52,124.94
124.85,122.62,125.39,121.45
121.65,122.04,123.16,121.23
122.20,122.63,124.96,120.40
122.70,122.97,124.07,122.63
122.52,121.86,123.55,120.62
121.33,121.54,121.88,119.95
121.62,122.08,122.82,119.82
124.25,123.51,124.99,122.21
124.25,125.80,125.90,123.40
126.19,126.03,126.74,124.69
125.00,123.87,125.07,122.91
120.85,114.48,121.60,114.48
112.76,120.35,121.14,112.55
118.74,117.51,119.88,115.69
117.81,119.02,121.00,117.69
119.20,124.54,125.13,119.10
124.23,124.40,124.82,122.60
125.35,122.77,126.53,122.11
124.00,123.45,125.00,122.88
125.00,127.04,127.61,122.89
129.42,130.01,130.56,128.96
129.60,127.67,129.67,127.08
125.47,124.50,125.92,123.88
124.36,128.03,128.26,123.88
128.49,128.73,128.96,126.78
128.18,126.00,128.81,124.31
127.16,128.59,129.87,126.53
128.15,128.30,128.68,126.65
129.21,127.57,130.15,126.17
128.73,128.90,130.15,128.55
128.42,128.70,129.53,126.87
129.11,127.86,129.59,126.02
129.75,130.15,131.17,129.68
129.88,124.77,130.04,123.05
124.90,124.51,125.67,123.24
121.91,123.05,124.06,119.67
124.71,123.33,126.32,123.22
123.30,122.48,123.94,121.99
126.75,125.62,127.43,125.50
125.39,125.67,126.17,124.99
125.09,125.14,126.02,123.02
125.41,126.50,126.79,124.23
129.06,131.11,131.37,128.96
131.23,129.80,131.42,129.29
127.30,127.31,129.36,126.10
128.87,125.53,129.18,124.96
124.34,123.36,126.34,122.00
124.56,122.66,124.56,122.60
123.45,120.14,123.45,116.82
119.74,117.01,120.55,116.21
116.53,113.64,117.63,113.21
112.59,112.35,115.07,111.78
117.79,120.40,120.78,117.33
120.00,122.76,124.38,119.20
118.41,124.48,125.03,118.07
125.99,118.56,126.70,113.47
116.73,118.46,119.32,115.60
118.68,114.46,118.94,113.16
117.36,119.76,120.85,117.03
117.95,121.71,122.09,117.95
121.63,124.53,124.53,120.87
124.76,123.13,125.57,122.75
123.91,126.83,127.22,123.86
128.37,127.97,129.00,127.08
126.74,126.43,127.17,124.80
127.03,127.65,127.84,126.51
127.07,126.94,128.60,126.42
127.05,128.16,129.92,126.12
128.42,124.01,128.73,123.33
123.38,117.20,123.39,116.47
117.31,117.67,119.16,116.27
119.57,120.39,121.88,117.92
