SLCT,Select Bancorp,NASDAQ
4.15,4.30,4.30,4.15
4.50,4.28,4.50,4.24
4.12,3.92,4.12,3.86
3.95,3.95,4.00,3.95
3.98,3.62,3.98,3.33
3.62,3.71,3.71,3.19
3.75,4.15,4.25,3.75
4.11,4.00,4.15,4.00
4.02,4.00,4.02,3.80
4.36,4.13,4.36,3.87
4.23,3.96,4.24,3.96
3.80,4.09,4.24,3.80
4.09,4.09,4.09,4.09
3.90,3.80,4.04,3.80
3.80,3.90,3.99,3.80
3.90,3.90,3.90,3.90
3.79,3.71,3.79,3.71
3.79,3.80,3.80,3.73
3.80,4.36,4.36,3.80
4.36,4.36,4.36,4.36
4.27,4.17,4.27,4.14
4.00,4.00,4.00,4.00
3.99,4.25,4.26,3.99
4.04,4.04,4.05,4.04
4.04,4.04,4.04,4.04
4.04,4.04,4.04,4.04
3.86,4.15,4.23,3.76
3.95,3.80,3.95,3.75
3.80,3.80,3.80,3.75
3.95,3.95,3.95,3.95
3.76,3.76,3.76,3.76
3.98,3.98,3.98,3.98
3.99,4.11,4.12,3.94
3.97,3.91,3.97,3.90
3.91,4.00,4.05,3.91
4.00,3.88,4.00,3.75
3.99,4.10,4.10,3.99
4.19,4.05,4.19,3.87
3.98,3.90,4.20,3.90
3.90,3.90,3.90,3.90
3.96,3.97,4.00,3.89
3.85,3.80,3.85,3.80
3.80,3.80,3.80,3.80
3.85,3.91,3.91,3.85
3.96,3.92,3.96,3.86
3.88,4.00,4.00,3.88
4.00,3.96,4.00,3.96
3.96,3.80,3.96,3.80
4.00,4.01,4.10,3.99
4.00,4.05,4.05,4.00
4.05,4.00,4.05,4.00
4.00,4.10,4.10,3.90
4.10,4.10,4.10,4.10
4.15,4.10,4.15,4.05
4.06,4.20,4.20,4.06
4.06,4.06,4.10,4.06
4.22,4.27,4.27,4.22
4.11,4.05,4.34,3.91
4.13,4.13,4.13,4.13
4.09,4.15,4.20,4.05
4.16,4.18,4.18,4.05
4.19,4.20,4.36,4.19
4.18,4.13,4.21,4.13
4.10,4.36,4.36,4.09
4.33,4.41,4.41,4.28
4.15,4.28,4.38,4.15
4.11,3.82,4.15,3.82
3.91,4.32,4.40,3.90
4.35,4.50,4.50,4.25
4.30,4.90,5.00,4.30
4.50,4.50,4.98,4.50
4.50,4.85,4.85,4.40
4.97,5.00,5.00,4.97
4.85,4.98,4.98,4.85
4.98,4.98,4.98,4.98
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.98,5.38,5.49,4.88
5.03,5.50,6.00,5.03
5.75,5.66,5.75,5.50
5.75,5.72,5.75,5.72
5.72,5.72,5.72,5.72
5.61,5.87,5.87,5.44
5.03,5.75,5.90,4.41
5.26,5.25,5.26,5.25
5.25,5.25,5.25,5.25
5.25,5.27,5.27,5.06
5.05,5.01,5.08,5.01
5.01,5.01,5.01,5.01
4.99,4.96,5.00,4.96
4.90,4.90,4.98,4.75
4.91,4.93,5.75,4.91
4.91,4.93,5.07,4.91
5.02,5.24,5.50,5.02
5.04,5.03,5.04,4.91
4.91,5.15,5.25,4.91
5.10,5.09,5.10,5.09
5.10,5.10,5.10,5.10
4.96,4.96,4.96,4.96
5.10,5.15,5.15,5.10
5.70,5.46,5.75,5.42
5.46,5.46,5.46,5.46
5.35,5.26,5.35,5.13
5.30,5.30,5.30,5.30
5.04,5.01,5.08,5.01
4.96,4.96,4.96,4.96
5.07,5.25,5.25,5.02
5.11,5.04,5.14,5.04
5.13,5.12,5.15,5.03
5.15,5.03,5.54,5.03
5.13,5.28,5.28,5.03
5.03,5.03,5.04,5.03
5.03,4.75,5.03,4.75
4.88,4.75,5.07,4.75
4.97,4.87,4.97,4.87
4.75,4.77,5.24,4.60
5.17,4.87,5.17,4.87
4.92,4.78,4.92,4.76
4.70,4.92,5.10,4.70
5.19,5.13,5.24,5.13
4.64,4.88,5.13,4.64
4.61,4.61,4.61,4.61
4.68,4.70,4.89,4.64
4.35,4.69,4.69,4.35
4.69,4.69,4.69,4.69
4.55,4.56,4.64,4.50
4.71,4.71,4.71,4.71
4.71,4.71,4.71,4.71
4.87,4.74,4.87,4.74
4.92,4.98,4.98,4.90
4.92,4.95,5.00,4.92
4.95,4.95,4.95,4.95
4.95,4.95,4.95,4.95
4.74,4.78,4.85,4.74
4.77,4.60,4.77,4.50
4.60,4.65,4.65,4.60
4.65,4.65,4.65,4.65
4.61,4.61,4.61,4.61
4.56,4.51,4.56,4.51
4.50,4.50,4.60,4.50
4.50,4.50,4.50,4.50
4.58,4.59,4.60,4.58
5.00,5.25,5.75,4.97
5.25,5.26,5.26,5.25
5.02,5.40,5.40,5.02
5.40,5.50,5.50,5.40
5.28,5.20,5.48,5.05
5.25,5.39,5.39,5.15
5.06,5.10,5.15,5.01
5.12,5.10,5.12,5.10
5.10,5.10,5.10,5.10
5.11,5.03,5.25,4.63
5.00,5.00,5.00,5.00
5.00,5.11,5.24,5.00
5.10,5.09,5.10,5.08
4.90,4.80,5.15,4.75
4.88,4.88,4.88,4.88
5.02,4.91,5.02,4.91
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.92,4.91,4.93,4.90
4.91,4.91,4.91,4.91
4.91,4.91,4.91,4.91
5.25,5.24,5.25,5.20
5.00,4.85,5.00,4.84
4.84,4.80,5.08,4.80
5.24,5.25,5.25,5.21
5.25,5.25,5.25,5.25
4.83,4.80,4.91,4.80
4.82,4.84,4.84,4.80
4.84,4.84,4.84,4.84
4.85,4.91,4.96,4.84
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.77,4.77,4.81,4.75
4.78,4.79,4.79,4.78
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.78,4.85,4.85,4.78
4.84,5.10,5.10,4.84
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
4.76,4.95,5.08,4.76
4.95,4.95,4.95,4.95
4.79,4.76,4.83,4.75
4.76,4.76,4.76,4.76
4.76,4.76,4.76,4.76
4.75,4.76,4.76,4.75
4.78,4.79,4.79,4.75
4.75,4.76,4.76,4.75
4.76,4.75,4.76,4.75
4.77,4.83,4.83,4.77
4.83,4.83,4.83,4.83
4.75,4.97,4.97,4.75
4.96,4.90,4.98,4.79
4.77,4.57,4.77,4.49
4.57,4.57,4.57,4.57
4.60,4.63,4.64,4.45
4.47,4.40,4.47,4.40
4.61,4.63,4.63,4.61
4.48,4.56,4.56,4.43
4.43,4.63,4.63,4.42
4.52,4.60,4.60,4.52
4.60,4.61,4.61,4.45
4.51,4.63,4.63,4.51
4.63,4.63,4.63,4.63
4.65,4.51,4.65,4.26
4.79,4.44,4.79,4.35
4.76,4.40,4.76,4.27
4.69,4.57,4.69,4.36
4.93,4.98,4.99,4.90
4.55,4.91,4.98,4.52
4.52,4.27,4.60,4.27
4.28,4.25,4.28,4.25
4.25,4.25,4.25,4.25
4.25,4.25,4.25,4.25
4.55,4.26,4.55,4.25
4.26,4.26,4.26,4.26
4.50,4.48,4.50,4.34
4.26,4.26,4.27,4.26
4.26,4.26,4.26,4.26
4.26,4.26,4.26,4.26
4.26,4.26,4.26,4.26
4.31,4.26,4.31,4.26
4.24,4.24,4.24,4.24
3.50,3.24,4.00,3.00
3.29,3.50,3.50,3.25
3.30,3.30,3.35,3.30
3.63,3.23,3.63,3.23
3.23,3.23,3.23,3.23
3.25,3.53,3.53,3.25
3.53,3.19,3.85,3.03
3.07,3.10,3.16,3.05
3.23,3.10,3.23,3.10
3.19,3.09,3.19,3.07
3.08,3.12,3.12,3.08
3.12,3.12,3.12,3.12
3.42,3.20,3.54,3.20
3.20,3.20,3.20,3.20
3.27,3.20,3.27,3.20
3.24,3.20,3.24,3.19
3.19,3.13,3.25,3.08
3.13,3.13,3.13,3.13
3.29,3.30,3.30,3.20
3.30,3.12,3.30,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.09,3.05,3.13,3.05
3.05,3.07,3.07,3.05
3.07,3.07,3.07,3.07
3.05,3.05,3.05,3.05
3.07,3.05,3.07,3.05
3.29,3.25,3.30,3.22
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.14,3.14,3.14,3.14
3.10,3.10,3.31,3.10
3.10,3.10,3.10,3.10
3.10,3.10,3.10,3.10
3.00,3.05,3.05,3.00
3.01,3.02,3.02,3.00
3.02,3.02,3.02,3.02
3.02,3.02,3.02,3.02
2.50,3.20,3.20,2.50
3.20,3.20,3.20,3.20
3.16,3.55,3.62,3.16
3.55,3.20,3.55,3.15
3.20,2.94,3.26,2.68
3.09,2.85,3.14,2.80
2.85,2.85,2.85,2.85
2.84,2.38,2.84,2.00
2.21,2.78,2.91,2.21
2.90,2.80,2.90,2.80
2.64,2.65,2.69,2.38
2.79,2.82,2.82,2.77
2.53,2.65,2.68,2.53
2.80,2.82,2.82,2.80
2.67,2.81,2.81,2.65
2.81,2.81,2.81,2.81
2.65,2.46,2.79,2.04
2.30,2.20,2.33,2.20
2.07,2.26,2.34,2.07
2.27,2.10,2.29,2.10
2.24,2.20,2.24,2.10
2.23,2.20,2.35,2.20
2.25,2.35,2.35,2.25
2.35,2.40,2.40,2.30
2.54,2.41,2.56,2.41
2.45,2.36,2.45,2.36
2.53,2.43,2.53,2.43
2.43,2.43,2.43,2.43
2.45,2.45,2.45,2.45
2.43,2.45,2.54,2.43
2.45,2.45,2.45,2.45
2.53,2.45,2.55,2.45
2.45,2.45,2.45,2.45
2.47,2.45,2.47,2.45
2.35,2.35,2.37,2.35
2.35,2.35,2.35,2.35
2.54,2.35,2.54,2.35
2.45,2.36,2.45,2.35
2.36,2.36,2.36,2.36
2.42,2.37,2.43,2.37
2.36,2.35,2.36,2.35
2.35,2.40,2.40,2.35
2.35,2.35,2.35,2.35
2.36,2.30,2.40,2.28
2.36,2.07,2.36,2.06
2.05,2.10,2.10,2.02
2.11,2.15,2.20,2.11
2.08,2.10,2.15,2.08
2.10,2.10,2.10,2.10
2.13,2.10,2.39,2.10
2.13,2.19,2.22,2.10
2.18,2.05,2.20,2.05
2.01,1.98,2.25,1.98
2.00,1.90,2.00,1.90
1.84,1.98,2.00,1.84
2.16,2.00,2.18,1.98
1.84,2.00,2.25,1.84
2.04,2.08,2.13,1.90
1.82,1.94,1.94,1.82
1.99,1.99,1.99,1.84
1.87,1.89,1.96,1.87
1.92,1.90,1.92,1.86
1.90,2.00,2.40,1.90
2.12,2.32,2.35,2.12
2.31,2.24,2.40,2.24
2.17,2.05,2.17,1.96
2.07,2.25,2.25,2.07
2.25,2.25,2.25,2.25
2.43,2.25,2.43,2.25
2.40,2.20,2.40,2.20
2.10,2.15,2.28,2.10
2.24,2.25,2.34,2.24
2.25,2.18,2.25,2.09
2.18,2.18,2.18,2.18
2.23,2.22,2.38,2.22
2.21,2.21,2.21,2.21
2.40,2.30,2.43,2.20
2.30,2.25,2.40,2.25
2.29,2.20,2.30,2.20
2.22,2.31,2.39,2.22
2.40,2.39,2.40,2.23
2.30,2.23,2.30,2.23
2.25,2.30,2.30,2.25
2.29,2.21,2.30,2.21
2.29,2.20,2.29,2.20
2.11,2.22,2.40,2.08
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.22,2.22,2.22,2.22
2.40,2.49,2.50,2.40
2.40,2.40,2.40,2.40
2.50,2.50,2.50,2.49
2.51,2.55,2.55,2.49
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.53,2.51,2.55,2.50
2.51,2.51,2.51,2.51
2.35,2.40,2.40,2.35
2.40,2.40,2.40,2.40
2.40,2.40,2.40,2.40
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.35,2.35,2.35,2.35
2.45,2.45,2.45,2.45
2.45,2.45,2.45,2.45
2.35,2.36,2.40,2.35
2.36,2.36,2.36,2.36
2.48,2.48,2.48,2.47
2.37,2.37,2.37,2.37
2.37,2.37,2.37,2.37
2.37,2.30,2.37,2.30
2.42,2.42,2.42,2.42
2.48,2.55,2.55,2.48
2.60,2.60,2.99,2.60
2.96,2.76,2.96,2.70
2.93,2.75,2.93,2.75
2.81,3.10,3.15,2.81
3.13,3.34,3.40,3.13
3.02,3.20,3.37,3.02
3.14,3.10,3.20,3.05
3.02,3.02,3.02,3.00
3.00,3.00,3.02,3.00
3.00,3.00,3.00,3.00
2.92,2.94,2.94,2.92
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.98,3.29,3.29,2.98
3.29,3.29,3.29,3.29
3.26,3.26,3.26,3.26
3.23,3.10,3.23,3.10
3.10,3.10,3.10,3.10
3.81,3.98,3.98,3.50
3.97,3.65,3.97,3.65
3.55,4.08,4.55,3.44
4.30,4.00,4.32,4.00
4.02,4.22,4.22,4.02
4.20,4.24,4.25,4.20
4.29,4.32,4.53,4.26
4.40,4.35,4.40,4.16
4.35,4.35,4.35,4.35
4.39,4.39,4.39,4.39
4.40,4.60,4.75,4.40
4.60,4.40,4.60,4.40
4.54,4.50,4.54,4.45
4.50,4.70,4.70,4.49
4.70,4.69,4.70,4.57
4.69,4.70,4.70,4.65
4.74,4.35,4.74,4.20
5.00,4.50,5.00,4.50
4.32,4.32,4.32,4.32
4.55,4.34,4.65,4.33
4.40,4.29,4.40,4.29
4.28,4.53,4.57,4.23
4.41,4.88,4.88,4.40
4.37,4.37,4.77,4.32
4.42,4.30,4.42,4.30
4.40,4.40,4.40,4.40
4.45,4.90,4.90,4.45
4.79,4.50,4.79,4.50
4.58,4.65,4.65,4.58
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
4.61,4.61,4.61,4.61
4.62,4.50,4.62,4.50
4.52,4.26,4.52,4.25
4.19,4.40,5.00,4.19
4.50,4.65,4.65,4.50
4.61,4.64,4.64,4.60
4.63,4.85,4.85,4.55
4.85,4.90,4.90,4.80
4.96,4.80,4.96,4.80
4.88,4.88,4.88,4.80
4.73,4.73,4.73,4.73
4.70,4.60,4.70,4.60
4.74,4.70,4.97,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
4.70,4.70,4.70,4.70
5.00,4.70,5.00,4.70
4.71,4.70,4.71,4.65
4.99,4.94,5.00,4.94
4.76,4.75,4.99,4.50
4.75,4.75,4.75,4.75
4.99,4.95,5.00,4.95
4.95,4.95,4.95,4.95
4.75,4.99,4.99,4.75
4.75,4.80,4.80,4.75
4.80,4.80,4.80,4.80
4.76,4.76,4.76,4.76
4.79,4.79,4.79,4.79
4.79,4.79,4.79,4.79
4.85,4.85,4.85,4.85
4.87,4.87,4.87,4.87
4.96,4.96,4.96,4.94
4.93,4.80,4.93,4.80
4.85,4.85,4.85,4.85
4.87,4.87,4.87,4.87
4.87,4.75,4.87,4.75
4.75,4.73,4.75,4.25
4.42,4.52,4.52,4.40
4.60,4.64,4.67,4.60
4.60,4.77,4.77,4.60
4.77,4.77,4.77,4.77
4.78,4.91,4.91,4.78
4.95,4.99,4.99,4.93
4.86,5.08,5.12,4.86
5.02,5.02,5.02,5.02
5.49,5.06,5.49,5.06
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.07,5.07,5.07,5.07
5.33,5.33,5.33,5.33
5.33,5.33,5.33,5.33
5.30,5.30,5.30,5.30
5.15,5.15,5.15,5.15
5.15,5.06,5.15,5.06
5.07,5.06,5.11,5.06
5.06,5.06,5.06,5.06
5.10,5.15,5.15,5.10
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.15,5.15,5.15,5.15
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
5.06,5.06,5.06,5.06
5.07,5.07,5.07,5.07
5.06,5.06,5.06,5.06
5.01,4.99,5.02,4.80
4.99,4.96,5.04,4.86
4.96,4.95,4.97,4.84
5.00,5.00,5.01,4.96
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.96,4.96,4.96,4.96
4.98,5.09,5.10,4.98
5.06,5.10,5.10,4.97
5.10,5.10,5.10,5.10
5.03,5.22,5.22,5.03
5.20,5.43,5.43,5.09
5.43,5.75,5.79,5.43
5.79,5.75,5.79,5.75
5.75,5.75,5.75,5.75
5.77,5.77,5.77,5.77
5.83,5.83,5.83,5.83
5.87,5.87,5.87,5.87
5.79,5.89,5.89,5.77
5.88,5.89,5.90,5.88
5.90,5.90,5.90,5.90
5.85,5.80,5.85,5.76
5.89,6.05,6.30,5.89
6.43,6.13,6.45,6.13
6.30,6.14,6.30,6.09
6.12,5.85,6.12,5.45
5.85,5.85,5.85,5.85
5.85,5.85,5.85,5.85
5.72,5.75,5.81,5.72
6.09,5.89,6.09,5.85
5.84,5.84,5.84,5.84
5.44,5.78,5.78,5.32
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.30,5.69,5.69,5.27
5.76,5.76,5.76,5.76
5.71,5.55,5.71,5.50
5.61,5.61,5.61,5.61
5.59,5.59,5.59,5.59
5.56,5.50,5.56,5.50
5.50,5.50,5.50,5.50
5.25,5.30,5.30,4.96
5.38,5.30,5.40,5.20
5.67,5.39,5.67,5.39
5.39,5.39,5.39,5.39
5.33,5.33,5.33,5.33
5.38,5.40,5.40,5.38
5.42,5.72,5.86,5.42
5.74,5.58,5.81,5.54
5.81,5.66,5.91,5.58
5.49,5.65,5.67,5.48
5.53,5.50,5.53,5.49
5.49,5.60,5.60,5.49
5.57,5.57,5.57,5.57
5.58,5.65,5.65,5.40
5.65,5.65,5.65,5.65
5.94,5.94,5.94,5.94
5.82,5.55,5.95,5.42
5.52,5.52,5.52,5.52
5.48,5.50,5.52,5.40
5.50,5.55,5.55,5.39
5.50,5.45,5.50,5.33
5.42,5.50,5.50,5.42
5.49,5.49,5.49,5.49
5.40,5.30,5.41,5.06
5.30,5.59,5.91,5.30
4.96,5.30,5.30,4.96
5.30,5.79,5.79,5.30
5.79,5.95,6.00,5.30
5.95,5.95,5.95,5.95
5.95,5.95,5.95,5.95
5.26,5.96,5.96,5.26
5.81,5.66,5.81,5.43
5.78,5.65,5.79,5.44
5.40,5.41,5.41,5.40
5.59,5.60,5.60,5.50
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.60,5.60,5.60,5.60
5.51,5.51,5.51,5.51
5.50,5.55,5.55,5.50
5.55,5.55,5.55,5.55
5.80,5.62,5.80,5.60
5.62,5.62,5.62,5.61
5.62,5.62,5.62,5.62
5.50,5.50,5.50,5.50
5.50,5.72,5.75,5.50
5.80,5.96,5.96,5.78
5.83,5.73,5.90,5.73
5.80,5.80,5.80,5.80
5.80,5.80,5.80,5.80
5.85,5.85,5.85,5.85
6.00,6.20,6.22,6.00
6.24,6.30,6.36,6.24
6.25,6.20,6.25,6.20
6.20,6.19,6.20,6.19
6.21,6.21,6.21,6.21
6.21,6.21,6.21,6.21
6.25,6.30,6.30,6.22
6.30,6.30,6.30,6.30
6.32,6.26,6.32,6.25
6.31,6.31,6.31,6.31
6.47,6.47,6.47,6.47
6.60,6.50,6.60,6.47
6.64,6.55,6.65,6.50
6.55,6.55,6.55,6.55
6.55,6.55,6.55,6.55
6.50,6.50,6.50,5.86
6.30,6.30,6.30,6.30
6.15,6.35,6.35,6.15
6.13,6.42,6.42,6.10
6.30,6.26,6.35,6.18
6.25,6.30,6.40,6.23
6.30,6.30,6.30,6.30
6.28,6.49,6.49,6.28
6.49,6.49,6.49,6.49
6.28,6.35,6.35,6.25
6.30,6.30,6.32,6.30
6.35,6.31,6.35,6.30
6.30,6.25,6.30,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.29,6.29,6.29,6.29
6.29,6.29,6.29,6.29
6.25,6.25,6.25,6.25
6.26,6.25,6.26,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.26,6.26,6.26,6.26
6.16,6.16,6.17,6.16
6.26,6.45,6.45,6.25
6.45,6.40,6.45,6.40
6.41,6.40,6.41,6.10
6.27,6.40,6.41,6.25
6.33,6.40,6.40,6.26
6.39,6.36,6.40,6.30
6.33,6.39,6.41,6.33
6.41,6.41,6.41,6.36
6.41,6.41,6.41,6.41
6.27,6.34,6.36,6.25
6.24,6.40,6.40,6.24
6.40,6.40,6.40,6.35
6.23,6.44,6.47,6.15
6.27,6.25,6.27,6.16
6.25,6.25,6.25,6.25
6.29,6.30,6.30,6.29
6.28,6.44,6.47,6.28
6.47,6.25,6.47,6.21
6.29,6.30,6.31,6.29
6.30,6.30,6.30,6.30
6.37,6.40,6.40,6.37
6.39,6.30,6.41,6.30
6.42,6.46,6.46,6.42
6.30,6.32,6.32,6.30
6.33,6.35,6.35,6.33
6.35,6.35,6.35,6.35
6.40,6.40,6.40,6.40
6.16,6.45,6.45,6.16
6.45,6.45,6.45,6.45
6.44,6.40,6.44,6.40
6.33,6.47,6.47,6.32
6.46,6.46,6.46,6.46
6.35,6.35,6.35,6.35
6.35,6.35,6.35,6.35
6.46,6.45,6.46,6.45
6.46,6.40,6.46,6.40
6.50,6.40,6.50,6.15
6.37,6.35,6.37,6.35
6.35,6.35,6.35,6.35
6.41,6.41,6.41,6.41
6.37,6.37,6.37,6.37
6.37,6.37,6.37,6.37
6.37,6.37,6.37,6.37
6.37,6.37,6.37,6.37
6.40,6.36,6.40,6.36
6.39,6.40,6.40,6.39
6.45,6.45,6.45,6.45
6.40,6.36,6.40,6.36
6.37,6.40,6.40,6.35
6.40,6.41,6.41,6.35
6.30,6.30,6.30,6.30
5.80,6.00,6.00,5.80
6.00,5.81,6.00,5.43
5.81,5.81,5.81,5.81
5.89,6.06,6.10,5.89
6.15,6.16,6.16,6.15
6.07,6.05,6.07,6.05
6.12,6.07,6.12,6.07
