ASML,ASML Holding N.V. - ADS represents 1 ordinary share,NASDAQ
103.99,104.14,104.46,103.76
103.30,103.63,103.91,103.22
102.88,103.79,104.01,102.71
103.77,103.13,103.82,102.93
102.67,99.99,102.74,99.68
99.01,99.78,100.30,98.84
102.29,102.92,103.02,101.68
101.89,102.71,102.90,101.79
101.98,103.55,103.92,101.83
103.19,103.11,103.73,102.65
102.92,102.66,103.11,102.09
103.17,102.90,103.34,102.41
104.11,104.64,104.86,104.00
104.58,103.63,104.94,103.53
104.47,105.03,105.39,104.32
106.26,106.24,106.72,105.96
108.36,110.22,110.48,108.36
109.37,109.71,109.80,109.11
110.03,110.05,110.30,109.72
110.36,109.98,110.42,109.77
110.42,110.73,110.85,110.27
110.79,111.51,111.62,110.79
110.81,110.78,111.31,110.43
110.97,111.16,111.37,110.70
112.06,112.20,112.66,111.27
110.98,110.45,111.28,110.14
109.84,109.92,110.35,109.62
110.80,111.24,111.90,110.75
110.56,111.12,111.59,110.30
111.02,112.49,112.73,111.01
112.58,112.65,113.13,112.58
112.25,113.48,113.51,112.19
113.94,114.77,114.82,113.00
114.77,115.30,115.54,114.75
