ASML,ASML Holding N.V. - ADS represents 1 ordinary share,NASDAQ
80.04,78.68,80.14,78.58
78.54,80.18,80.40,78.39
80.10,79.77,80.50,79.75
80.45,79.27,80.53,78.67
79.82,80.35,80.45,79.55
81.43,80.08,81.83,80.04
78.43,77.07,78.49,76.67
76.48,76.42,76.96,76.09
73.95,74.51,75.03,73.89
74.81,75.75,76.08,74.12
76.84,76.83,77.17,76.28
77.93,78.05,78.42,77.80
79.09,79.11,79.84,78.30
79.71,78.40,79.86,78.18
78.38,78.58,79.13,78.15
78.43,79.68,79.96,78.24
81.22,82.10,82.36,80.70
83.23,81.53,83.25,81.35
81.37,82.13,82.23,81.04
82.61,83.85,84.03,82.58
86.51,87.34,87.40,86.20
87.76,87.15,87.79,86.58
87.93,86.92,88.00,86.07
87.33,87.74,88.05,86.88
90.76,88.97,90.83,87.86
88.36,89.08,89.43,87.70
88.42,89.05,89.16,88.03
88.54,88.65,88.96,88.19
87.82,88.57,89.00,87.77
88.90,88.41,89.27,88.29
89.11,89.67,89.68,88.86
88.90,89.18,89.28,88.56
89.84,89.44,90.24,88.62
90.10,90.09,90.43,89.61
89.50,89.95,90.63,89.38
90.59,91.19,91.35,89.83
90.87,91.93,91.99,90.46
91.15,92.02,92.03,90.91
92.02,92.06,92.32,91.53
91.23,91.50,91.59,90.70
91.87,91.88,92.17,91.41
91.21,91.48,91.73,91.13
90.85,91.40,91.60,90.81
91.27,92.06,92.27,91.04
92.86,92.99,93.50,92.71
91.38,91.06,92.00,90.85
91.12,91.40,91.75,90.91
91.59,90.78,91.73,90.57
90.60,90.30,91.17,90.19
90.80,90.22,90.95,89.82
91.41,90.80,92.17,89.71
91.32,90.83,91.44,90.73
91.13,90.57,91.32,90.48
89.05,87.92,89.31,87.48
87.26,88.28,88.67,86.96
87.17,87.92,88.54,87.13
87.69,87.06,87.99,86.83
87.99,88.39,88.55,87.63
87.85,89.60,89.96,87.68
89.35,89.73,89.97,88.99
89.91,88.77,90.16,88.75
89.07,89.44,90.03,88.59
89.72,90.37,90.46,89.60
89.32,89.43,89.57,88.89
91.88,92.67,94.01,91.59
92.42,92.94,92.98,91.85
93.60,92.80,93.64,92.77
92.22,92.91,92.98,92.02
93.22,94.75,94.93,92.70
96.37,95.64,96.40,95.14
96.95,97.47,97.86,96.77
97.23,95.88,97.42,95.80
96.95,97.44,97.99,96.52
97.55,97.81,98.37,97.17
97.30,97.67,97.74,96.96
97.80,98.45,98.48,97.34
98.70,98.76,99.50,98.46
99.38,100.91,100.95,99.31
99.72,100.66,100.80,99.03
101.73,100.55,101.85,99.87
100.09,100.96,101.03,99.97
98.93,99.46,99.84,98.89
99.96,97.43,100.11,97.28
95.95,96.09,96.55,94.10
96.71,97.71,97.82,96.55
97.55,97.88,98.05,97.43
97.10,97.07,97.39,96.59
97.31,95.15,97.50,94.91
94.98,94.98,96.36,93.96
92.79,93.84,93.95,92.59
92.38,92.84,92.93,91.22
92.05,93.14,93.56,92.05
94.11,94.11,94.55,93.78
94.54,93.32,94.54,93.05
94.32,94.09,94.58,93.81
94.45,94.31,94.47,93.44
93.96,94.33,94.62,93.83
94.61,94.20,94.92,93.95
94.72,94.64,94.91,93.42
94.71,94.70,95.05,94.06
93.96,92.65,94.36,92.39
92.18,91.77,92.41,91.57
90.06,90.52,91.05,89.77
90.59,90.54,91.12,90.20
88.87,87.30,89.21,87.26
86.66,87.37,87.81,86.34
87.66,87.38,88.06,87.22
86.68,86.94,87.15,86.11
86.67,87.68,87.82,86.59
88.60,88.90,89.08,87.88
89.04,89.93,89.93,88.40
89.44,88.86,89.83,88.71
89.93,89.12,90.05,88.53
89.43,88.33,89.69,88.28
89.40,89.92,90.18,89.30
90.76,91.72,91.84,90.59
92.14,92.08,92.49,91.63
92.53,92.76,92.99,91.93
93.65,93.59,93.84,93.20
94.01,93.38,94.09,93.28
93.59,93.74,94.08,93.42
93.61,93.78,94.23,93.39
92.14,91.48,93.03,90.95
91.94,91.14,92.21,90.88
90.95,91.45,92.07,90.82
92.38,91.80,92.85,91.66
91.81,91.04,92.04,90.90
91.88,91.10,91.98,91.01
90.54,89.37,90.65,89.27
89.34,88.10,89.40,87.82
88.72,88.22,89.33,87.97
88.37,87.91,88.44,87.76
88.98,89.78,89.98,88.54
90.43,90.84,91.08,89.94
91.45,91.48,91.78,91.24
92.57,92.24,92.66,91.68
91.97,92.65,92.85,91.97
92.90,93.47,93.67,92.57
94.78,94.07,94.83,93.90
94.26,93.44,94.29,93.43
93.42,93.70,93.97,93.33
92.62,92.36,92.82,92.02
92.36,92.04,92.57,91.91
91.06,90.15,91.09,89.99
88.97,89.39,89.60,88.81
89.28,89.63,89.73,88.96
90.76,90.14,90.76,89.66
90.28,91.07,91.07,90.08
90.08,90.36,90.77,90.05
90.20,91.19,91.41,90.13
90.29,89.44,90.75,89.10
86.57,85.22,86.67,84.84
83.69,84.40,84.48,83.28
85.30,87.15,87.28,84.88
91.43,91.29,92.29,90.15
90.17,88.39,90.17,87.28
90.04,87.59,90.09,87.48
88.44,87.62,88.51,87.05
87.88,86.44,88.10,86.35
85.60,85.65,86.72,85.35
87.21,85.23,87.35,85.03
83.80,84.63,85.14,83.76
85.46,84.56,85.74,83.93
84.33,84.09,84.82,83.92
84.77,85.16,85.49,84.19
86.23,86.84,87.06,86.19
86.68,87.56,87.61,86.39
87.42,87.54,87.66,87.05
87.93,89.61,89.61,87.92
88.67,87.93,88.90,87.86
87.65,88.47,88.61,87.53
89.02,89.18,89.21,88.60
89.95,89.68,89.98,89.04
89.49,88.20,89.50,88.17
88.93,88.88,89.06,88.10
89.63,88.91,89.69,88.55
89.39,89.34,90.22,89.33
88.33,86.63,88.44,86.57
86.69,85.92,87.09,85.46
86.26,86.02,86.38,85.02
87.04,86.14,87.27,85.65
85.01,86.00,86.17,84.82
88.67,89.38,89.43,88.29
89.28,89.87,89.88,89.19
90.33,91.53,91.79,90.31
91.29,91.13,91.35,90.66
90.72,90.68,90.98,90.05
90.22,90.30,91.18,89.82
90.12,90.94,90.96,89.88
91.41,89.83,91.58,89.45
89.10,89.48,90.24,89.10
90.43,90.63,90.92,90.40
90.60,91.72,91.74,90.54
91.74,90.99,92.28,90.45
90.25,92.48,92.54,90.25
93.79,92.39,93.83,92.20
92.34,91.11,92.54,90.72
91.59,91.98,92.26,90.76
93.22,92.28,93.35,92.25
92.66,91.97,92.92,91.83
92.10,91.83,92.46,91.55
92.90,93.36,93.54,92.62
93.48,93.57,93.78,93.06
92.74,93.21,93.37,92.45
92.89,92.17,93.10,92.05
92.39,90.82,92.71,90.50
91.13,89.97,91.20,89.82
89.91,89.56,90.70,89.25
91.14,92.40,92.49,90.66
92.61,89.89,92.63,89.58
87.76,87.33,88.43,86.74
86.58,86.57,87.30,85.95
86.09,85.14,86.58,84.73
80.31,82.23,82.35,79.94
81.82,81.65,82.38,81.35
81.81,81.65,82.31,81.04
81.85,81.68,82.27,81.59
81.50,82.00,82.97,81.45
83.80,84.17,84.45,83.26
83.25,81.68,83.26,81.42
82.18,82.34,82.67,81.43
82.51,82.12,82.80,82.09
82.14,81.39,82.65,81.28
81.25,81.34,81.70,80.80
80.85,80.88,81.55,80.68
80.07,80.25,80.71,79.90
80.26,79.90,80.54,79.66
80.91,80.46,81.26,80.17
80.60,80.90,81.72,80.41
80.94,80.32,80.94,80.11
81.59,82.16,82.24,81.37
81.71,81.23,81.72,81.00
81.36,80.99,81.47,80.95
80.51,80.68,80.94,80.12
80.59,81.07,81.15,80.41
80.89,81.20,81.57,80.81
81.40,81.06,81.62,80.88
81.58,82.99,83.06,81.56
83.04,83.32,83.60,82.88
82.91,83.52,83.85,82.79
84.32,85.23,85.56,84.29
85.04,84.86,85.25,84.65
85.20,85.22,85.30,84.71
86.30,85.88,86.32,85.42
86.61,85.89,86.65,85.57
85.95,86.09,86.82,85.94
86.40,86.64,86.77,86.36
87.79,87.66,87.87,87.02
88.75,89.07,89.10,88.48
88.54,89.11,89.57,88.52
89.18,89.08,89.32,88.91
89.86,89.89,90.12,89.41
89.78,89.33,90.00,89.11
89.97,89.38,90.03,89.09
90.11,90.60,90.81,89.96
91.03,91.26,91.49,90.96
92.57,93.28,93.50,92.43
93.74,93.48,93.98,92.84
94.38,94.80,94.91,94.12
92.50,92.94,93.23,92.25
92.95,92.23,93.45,92.13
92.32,92.84,92.93,92.28
92.23,92.21,92.35,91.20
91.31,92.35,92.46,91.31
92.52,93.27,93.42,92.49
94.10,94.67,94.87,94.09
93.53,93.94,93.96,93.36
95.13,95.69,95.69,95.09
95.92,96.12,96.24,95.72
95.00,94.64,95.17,94.03
93.69,93.50,93.85,93.02
92.39,92.88,93.44,92.20
91.40,91.42,91.83,90.86
91.31,90.76,91.54,90.59
91.05,90.63,91.22,90.42
87.58,88.39,88.48,87.00
86.86,86.21,87.40,85.81
85.42,85.84,86.22,85.31
87.47,87.46,87.86,87.04
87.88,87.18,88.10,86.96
87.67,87.02,87.70,86.68
86.26,86.71,86.92,86.16
85.87,84.97,85.87,84.58
83.98,84.48,84.77,83.54
83.41,83.28,83.72,83.26
92.30,95.14,96.67,91.82
94.82,94.16,95.58,93.36
93.95,92.30,94.41,92.01
91.84,91.07,92.03,90.78
90.94,90.83,92.00,90.18
91.32,92.12,92.32,91.23
93.15,91.71,93.31,91.38
90.57,91.41,91.55,90.18
92.18,92.60,92.79,91.99
91.41,91.37,92.16,91.02
90.99,91.29,91.70,90.66
91.26,91.09,91.39,90.90
92.00,91.80,92.44,90.60
92.37,92.86,92.88,91.99
93.11,93.10,93.52,92.96
92.70,92.46,92.84,92.19
93.33,94.10,94.29,93.21
93.11,93.49,93.98,93.03
94.51,94.92,95.55,94.39
95.35,95.53,96.16,95.32
95.39,95.70,95.91,95.08
95.27,95.94,96.23,95.00
95.63,96.12,96.73,94.98
96.08,100.28,101.28,96.08
99.65,98.03,99.70,97.86
98.46,98.03,99.64,95.81
97.88,97.71,98.05,97.40
97.66,97.37,98.00,96.97
97.56,97.21,97.75,96.74
97.11,97.50,97.64,96.65
97.73,98.52,98.63,97.54
99.30,98.92,99.76,98.77
99.89,99.85,100.30,99.35
99.40,101.23,101.71,99.36
100.77,100.44,101.18,100.28
101.27,102.13,102.43,101.27
101.05,100.83,102.04,100.60
100.55,99.05,100.60,99.05
98.99,98.60,99.33,98.35
98.15,100.20,100.27,98.04
99.58,99.18,99.68,98.73
99.58,100.06,100.17,99.25
98.91,99.70,100.20,98.70
99.06,98.82,99.83,98.57
98.73,96.85,98.73,96.77
97.38,96.93,97.48,95.58
97.63,97.45,98.11,97.28
98.29,97.94,98.54,97.26
96.64,94.86,96.89,94.86
94.41,96.33,96.39,94.13
95.04,94.33,95.55,94.16
93.11,90.06,93.19,90.02
90.92,90.41,92.43,90.36
91.25,92.71,94.25,91.20
90.81,91.82,92.51,88.70
88.64,90.74,91.91,88.55
93.34,92.51,93.46,92.22
90.95,92.51,92.62,90.93
91.93,93.56,93.78,91.82
93.30,92.16,93.81,92.10
93.62,93.97,94.51,93.44
94.23,95.06,95.58,94.10
94.52,95.79,95.99,94.28
97.58,98.01,98.29,96.87
97.82,96.52,98.07,96.29
96.93,97.48,97.89,96.20
99.23,99.68,99.92,98.72
99.56,99.55,99.85,99.04
99.27,98.96,99.45,98.32
99.80,100.09,100.39,99.13
100.65,101.82,101.98,100.62
100.12,99.77,100.12,99.02
100.69,101.96,102.00,100.52
101.42,102.30,102.48,101.23
102.11,101.83,102.57,101.59
101.86,101.92,102.73,101.40
101.27,102.10,102.33,101.01
102.15,102.45,102.70,101.87
102.84,103.86,104.22,102.84
106.85,105.54,106.95,105.08
104.53,105.91,106.08,104.33
106.00,105.68,106.20,104.85
103.45,103.54,103.67,102.64
103.22,103.19,103.90,103.07
103.07,103.79,103.92,102.93
105.51,105.68,105.93,105.33
106.17,105.39,106.31,105.22
106.11,105.76,106.19,105.04
106.25,107.77,108.83,105.89
108.23,107.35,108.36,107.04
108.19,109.26,109.51,108.03
108.96,107.92,109.56,107.35
107.66,107.92,108.54,106.69
108.41,107.01,108.50,106.71
107.15,107.02,108.18,106.89
108.06,106.02,108.14,106.00
106.51,103.35,106.73,103.26
103.63,104.81,106.38,103.60
104.08,105.69,105.98,103.83
106.12,108.11,108.12,106.06
106.44,106.84,107.19,106.08
107.44,109.52,109.93,107.44
108.84,109.13,109.60,108.75
109.25,109.64,109.76,108.86
109.85,109.30,109.91,109.18
109.17,109.38,109.59,109.06
108.73,108.20,108.86,107.97
108.03,107.83,109.32,107.72
107.67,107.40,108.41,106.58
105.82,103.79,106.09,103.65
102.61,100.72,102.70,100.54
100.48,101.29,101.41,100.21
101.94,103.41,104.25,101.85
103.24,102.09,103.24,100.97
104.45,103.44,104.54,102.60
104.10,103.45,105.32,102.86
102.95,103.11,103.85,102.27
101.49,101.96,102.83,101.27
101.78,103.04,103.12,101.23
103.11,103.81,104.10,102.78
105.06,106.59,107.03,104.25
106.76,107.60,107.95,106.40
106.49,105.31,106.63,105.28
107.00,107.32,107.35,106.36
106.93,106.33,107.34,106.12
106.98,104.64,107.11,104.58
106.27,106.14,106.45,104.94
105.95,103.94,106.26,103.81
102.98,103.05,103.21,101.48
103.30,103.89,103.92,102.82
102.57,101.84,102.91,101.65
102.56,103.10,103.26,101.63
101.53,100.79,102.25,100.44
98.87,98.65,99.86,98.57
101.30,102.10,102.37,101.07
102.95,103.42,103.79,102.67
103.82,104.04,104.10,103.09
104.53,104.48,104.65,103.83
102.51,102.97,103.33,101.97
103.59,103.71,104.07,103.26
103.81,104.60,105.17,103.71
102.60,104.85,105.06,102.60
105.63,105.12,105.71,105.01
108.53,110.75,110.85,107.88
109.69,108.97,109.94,108.42
107.60,107.91,108.67,107.51
107.53,107.68,108.43,106.75
109.26,109.93,110.27,108.99
109.88,108.49,109.96,108.06
108.23,108.51,108.87,107.32
109.21,109.35,109.80,108.72
108.26,107.32,108.38,106.68
107.45,107.93,108.19,107.07
106.99,106.15,107.20,105.96
106.72,106.68,107.98,106.31
106.62,104.80,106.66,104.22
105.10,105.48,105.74,104.68
106.86,107.81,108.00,106.56
106.62,106.77,107.25,106.30
105.98,106.82,107.35,104.40
106.46,107.14,107.47,106.32
109.38,110.16,110.68,108.72
110.35,110.72,111.20,109.93
111.22,110.39,111.40,110.21
109.70,104.63,109.74,104.45
101.01,99.08,101.01,98.42
99.99,101.86,102.12,99.95
101.57,103.12,103.43,101.57
101.47,101.03,102.22,100.97
101.12,100.34,101.12,99.55
101.61,100.74,102.01,100.48
100.92,100.23,101.20,100.00
100.93,100.17,101.86,100.12
99.80,99.97,100.18,99.20
100.31,100.74,100.86,99.49
99.73,100.02,100.58,99.59
100.39,99.81,100.99,99.59
100.86,99.97,100.97,99.57
100.06,96.14,100.08,95.89
94.83,95.12,96.13,94.16
94.75,94.50,95.11,93.95
94.99,96.08,96.24,94.94
98.17,97.75,98.74,97.09
109.82,107.81,111.20,106.38
108.84,108.69,108.96,107.46
108.06,107.16,108.20,106.60
109.57,109.71,110.91,109.25
109.75,109.79,110.04,108.87
108.79,107.64,109.19,107.09
108.02,107.04,108.68,106.44
107.50,108.37,108.54,107.41
109.47,107.89,109.47,107.76
107.33,105.44,107.33,105.02
107.19,105.80,107.33,105.56
105.73,106.22,106.57,105.31
107.27,107.74,108.31,107.14
107.52,108.62,108.88,107.47
108.35,108.63,108.93,107.87
108.89,108.58,109.31,107.90
109.90,110.58,111.06,109.40
111.09,111.05,111.49,110.60
109.96,111.02,111.25,109.61
110.97,111.22,111.74,110.58
111.45,111.64,112.28,111.15
111.33,111.53,111.82,111.05
110.99,110.98,111.37,110.45
110.38,108.97,110.52,108.40
109.61,112.53,112.91,109.52
113.69,113.80,114.14,112.50
113.27,112.30,113.88,111.50
112.19,111.63,112.35,110.41
111.37,110.05,111.41,110.05
112.25,111.72,112.92,111.44
112.07,110.59,113.68,110.37
109.60,109.10,110.01,108.75
108.17,107.80,108.60,107.13
108.52,108.25,108.68,107.25
108.93,108.99,110.07,108.35
111.00,110.00,111.80,109.47
107.65,107.91,108.64,106.96
106.48,108.38,108.54,106.19
108.28,109.21,109.55,107.73
107.97,107.82,108.43,107.26
107.15,108.93,110.26,107.10
108.96,108.81,109.15,108.37
111.97,111.91,113.00,111.30
111.94,111.01,112.13,110.97
110.55,109.97,111.00,109.79
110.84,110.26,111.09,109.90
110.65,108.78,111.14,108.19
105.82,104.56,106.58,104.03
105.71,104.13,105.79,103.22
107.74,105.65,107.90,105.26
105.32,104.60,105.33,103.71
101.09,101.92,103.11,100.95
99.27,100.16,100.64,97.31
98.10,97.14,98.54,96.78
101.75,99.62,102.12,99.20
103.98,102.70,104.14,101.64
103.79,103.30,103.89,102.95
103.26,103.07,103.85,102.45
106.09,106.68,108.17,105.75
104.15,100.36,104.24,99.27
101.00,100.55,101.09,99.41
102.05,101.00,102.38,100.76
101.00,100.90,101.96,100.42
100.06,100.84,101.08,99.57
101.18,101.93,102.30,100.97
100.88,98.53,101.06,97.45
99.49,98.63,99.94,98.32
97.74,99.08,99.81,97.22
98.94,99.02,99.33,98.12
97.87,99.09,99.41,97.68
100.27,99.17,100.51,98.91
99.34,98.14,99.38,97.31
98.18,96.79,98.37,96.40
98.47,98.63,99.21,98.36
98.03,96.36,98.11,96.24
96.05,96.97,96.99,95.67
97.35,99.42,99.75,97.35
100.07,99.19,100.08,98.60
96.37,97.08,97.40,94.96
96.13,94.72,96.36,94.64
92.25,92.69,93.14,91.10
91.73,93.17,93.30,91.48
94.01,92.85,94.03,92.62
91.12,90.92,91.75,90.11
89.52,87.44,89.59,87.00
88.48,85.91,89.42,85.79
84.44,85.30,88.76,82.07
91.15,87.01,91.27,86.36
89.27,88.40,89.30,86.25
91.17,91.91,91.93,90.47
92.49,91.98,93.13,91.43
91.36,91.02,92.08,90.72
89.76,89.16,90.58,88.56
91.04,90.63,91.04,89.21
93.39,92.68,93.94,92.25
90.45,91.37,91.85,90.28
93.72,93.88,94.47,92.91
93.92,91.07,94.50,90.81
91.77,92.21,92.95,90.71
91.61,91.68,91.88,90.96
91.49,90.93,91.63,90.47
92.48,93.33,93.67,92.16
93.65,93.71,93.91,92.71
92.17,92.79,94.39,91.91
89.87,90.01,91.19,89.48
90.61,89.40,91.06,88.67
88.40,86.68,88.46,85.89
85.69,83.88,85.82,83.71
82.88,84.20,84.93,82.10
87.01,85.35,87.10,84.75
83.26,83.08,83.85,82.43
82.90,85.21,85.53,82.62
86.97,87.98,88.07,86.63
86.24,85.97,86.60,84.45
85.89,88.41,88.71,85.45
88.69,89.39,90.06,88.53
89.97,90.05,90.80,89.29
91.00,90.06,91.61,88.85
91.27,91.38,91.45,89.88
90.71,90.87,91.10,90.28
90.23,89.86,90.36,89.62
88.59,87.31,88.87,87.12
85.01,87.27,87.75,84.61
87.83,88.50,89.29,87.15
88.22,88.65,89.07,87.75
88.61,88.78,88.99,88.03
88.08,89.02,90.47,87.54
90.87,90.01,91.24,89.96
92.03,92.32,92.91,91.89
94.24,93.64,94.41,93.24
92.50,92.29,92.90,92.11
92.53,91.55,92.75,91.27
93.55,93.34,94.09,92.26
92.26,92.06,92.57,91.68
92.36,92.79,93.36,92.09
94.28,94.11,94.59,93.54
94.01,95.11,95.45,93.66
95.37,95.57,95.80,94.78
96.35,95.21,96.62,94.60
95.47,96.33,96.40,94.76
96.58,95.72,96.63,95.17
93.99,93.52,94.01,93.15
94.37,93.95,94.83,93.41
93.59,92.77,93.85,92.53
91.51,91.40,92.30,90.68
90.60,92.29,92.48,90.41
92.21,91.98,92.75,91.82
92.37,93.15,93.25,92.10
92.93,93.28,93.90,92.51
92.82,91.44,92.98,91.15
90.13,90.27,91.16,89.96
88.66,90.33,90.61,88.63
90.55,90.97,91.47,90.46
92.30,92.49,92.55,92.06
92.78,92.72,92.89,92.16
93.13,93.24,93.51,92.73
93.35,92.32,93.44,92.02
92.98,90.97,93.08,90.35
91.37,92.00,92.26,91.07
92.25,91.32,92.27,91.14
90.13,90.52,90.83,89.64
89.97,89.87,91.02,89.28
89.70,89.15,90.26,88.93
87.90,87.28,88.28,87.15
87.34,86.46,87.44,85.68
88.41,88.84,89.46,88.25
88.54,89.36,89.57,87.73
89.71,87.93,89.78,87.93
87.29,87.42,87.94,86.99
89.48,89.23,89.87,88.45
89.84,90.40,90.64,89.28
91.04,91.32,91.61,90.89
90.90,91.44,91.83,90.90
91.67,91.57,91.76,90.84
91.51,91.92,92.21,91.45
92.12,91.34,92.25,91.32
89.99,88.77,90.15,88.77
87.29,87.30,87.42,85.91
86.18,86.42,87.09,85.66
83.90,84.61,85.22,83.74
82.44,82.49,84.15,82.24
81.77,80.28,82.12,80.13
82.98,82.31,83.26,81.60
83.35,82.65,83.95,81.66
82.71,80.01,83.10,79.87
82.29,82.90,83.49,81.07
78.62,77.47,79.45,77.17
79.79,80.32,80.86,79.31
81.59,85.26,86.27,80.97
86.75,87.36,88.08,85.58
91.22,90.36,91.72,90.07
90.28,89.72,90.63,89.42
89.61,90.19,90.46,89.16
89.85,89.71,91.15,89.41
89.95,89.81,90.32,88.93
89.14,91.84,91.93,89.04
91.02,92.24,92.74,90.82
90.29,88.51,90.38,88.42
90.33,90.98,91.22,88.81
90.50,91.47,92.18,90.42
89.92,88.36,89.92,88.05
84.96,86.36,86.89,84.63
84.81,84.97,86.21,84.69
84.41,81.74,84.73,81.65
82.44,81.81,82.44,80.88
80.98,82.04,82.09,80.24
83.06,83.98,84.23,82.72
85.01,86.28,86.42,84.95
86.52,85.92,86.75,85.83
87.12,88.01,88.55,86.75
87.83,87.92,88.47,87.66
87.42,88.58,89.27,87.29
87.87,89.21,89.38,87.72
89.42,89.92,89.97,88.96
91.10,90.82,91.21,90.64
91.33,91.02,92.19,91.02
92.96,93.79,93.94,92.63
92.54,93.34,93.35,92.09
92.82,94.70,94.71,92.76
94.84,95.35,95.52,94.68
94.34,96.04,96.22,94.31
94.61,93.79,94.98,93.72
94.09,94.11,94.46,93.86
96.43,95.94,97.82,95.12
97.29,97.75,97.77,96.80
97.47,96.99,97.88,96.61
96.52,96.59,96.92,96.29
96.00,97.28,97.43,95.71
96.72,97.76,97.97,96.56
97.78,97.98,98.67,97.65
97.46,97.82,97.96,97.23
97.03,98.24,98.54,96.98
98.60,97.71,98.65,97.67
96.16,96.93,96.93,95.98
97.37,97.47,97.65,96.69
98.34,100.03,100.18,98.17
101.17,101.15,101.88,100.57
101.48,100.39,101.92,100.34
99.40,100.57,100.63,99.30
102.14,101.63,102.60,101.56
99.58,99.52,100.12,99.28
99.37,101.10,101.17,99.29
100.75,100.09,100.95,99.95
100.88,100.65,101.36,100.38
100.85,100.25,101.56,100.14
100.67,100.85,101.23,99.70
101.59,102.05,102.20,101.28
100.79,100.37,100.80,99.77
99.87,99.55,100.52,99.31
98.86,99.23,100.03,98.79
100.24,99.75,100.74,99.35
99.01,96.43,99.56,95.13
97.24,95.82,97.24,95.51
95.73,95.87,96.47,95.32
96.30,96.13,96.52,95.93
96.45,96.41,96.98,96.29
97.73,99.24,99.42,97.69
98.30,98.01,99.58,97.75
98.34,96.60,98.55,96.05
96.70,97.46,97.57,96.54
95.13,94.42,95.19,94.13
93.60,93.78,93.84,93.22
92.78,92.90,93.92,92.70
92.38,92.33,92.73,91.82
93.26,92.99,93.62,92.54
92.52,93.35,93.51,92.46
91.81,92.58,93.25,91.77
92.81,91.53,92.94,90.43
91.65,91.30,92.38,91.15
94.16,95.83,96.39,93.78
95.18,94.30,95.55,94.17
94.18,94.52,95.55,94.08
93.50,93.31,93.86,92.80
95.15,95.48,95.58,94.95
95.32,95.70,96.24,95.21
95.53,97.52,97.66,95.53
98.35,98.92,99.23,98.15
99.19,99.41,99.77,98.41
99.38,100.08,100.49,99.38
100.05,99.98,100.24,99.34
98.91,99.85,100.07,98.88
99.71,100.14,100.22,99.29
100.85,100.85,101.07,100.16
101.07,100.07,101.29,100.00
101.17,101.19,101.38,100.66
100.85,101.10,101.23,100.34
99.46,100.55,100.57,99.40
97.64,97.38,98.24,96.79
95.64,96.33,97.18,95.63
93.50,94.60,94.70,93.33
94.71,94.18,95.23,94.13
93.79,95.57,95.62,93.21
94.61,94.65,94.96,93.27
97.33,96.85,97.62,96.71
98.16,98.49,98.81,97.82
99.20,98.75,99.55,98.69
100.54,101.39,101.41,99.32
94.08,95.01,96.60,93.96
92.40,92.50,92.90,91.15
93.60,94.40,94.57,93.05
95.86,96.11,96.59,95.63
97.37,99.21,99.21,96.92
98.37,98.44,98.67,98.10
96.65,95.34,97.12,95.02
93.42,94.89,94.97,92.84
94.10,94.61,95.24,94.08
96.10,97.22,97.26,95.95
99.12,99.76,99.95,99.00
100.87,100.88,101.83,100.00
101.09,101.11,101.81,100.86
103.73,102.97,103.85,102.60
101.25,101.61,101.94,101.19
102.75,103.13,103.37,102.46
103.27,105.63,106.30,103.16
107.58,108.16,108.34,107.06
105.41,105.48,106.37,104.96
105.55,105.63,105.86,105.19
106.19,106.48,106.57,105.93
107.49,108.77,108.91,107.31
109.64,109.56,109.91,108.38
109.87,110.08,110.21,109.49
110.48,109.62,110.85,109.31
109.62,109.70,110.15,109.29
109.57,109.38,109.59,108.78
107.95,108.45,108.75,107.89
109.70,110.09,110.23,109.54
109.95,109.60,110.66,109.40
109.25,109.25,109.56,109.04
109.46,109.89,110.11,109.46
110.31,109.49,110.40,109.21
110.65,110.69,111.04,110.12
110.94,110.27,111.13,109.99
111.28,110.83,111.58,110.79
110.83,107.95,110.94,107.01
105.31,105.45,105.79,104.73
106.12,106.03,106.52,105.72
106.80,106.73,106.97,106.27
106.98,107.16,107.35,106.60
108.66,108.49,109.14,108.21
107.72,106.68,107.85,106.46
106.56,106.47,106.79,106.25
106.77,106.31,107.98,105.53
106.24,107.08,107.12,106.24
108.70,107.52,108.73,107.33
106.83,106.55,106.94,105.90
106.32,107.49,107.53,106.27
108.05,107.86,108.25,107.50
107.78,107.93,108.04,107.48
108.01,106.33,108.30,106.06
104.14,104.08,104.74,103.64
103.16,101.71,103.48,101.70
101.03,103.14,103.27,100.93
102.50,101.74,102.98,101.47
100.98,101.98,102.29,100.83
102.32,103.64,103.85,102.10
102.04,102.20,102.49,101.37
103.22,103.34,104.18,103.20
104.70,104.88,105.28,104.32
105.69,106.71,106.87,105.41
109.04,108.79,109.56,108.69
108.76,108.57,109.26,108.42
108.49,108.77,109.16,108.28
107.96,109.62,109.80,107.84
109.28,109.86,110.04,108.87
109.27,108.73,109.74,107.55
109.19,109.58,110.14,109.02
109.36,108.93,109.61,108.54
109.39,108.96,109.85,108.61
109.10,108.81,109.30,108.71
108.27,108.74,108.99,107.81
107.04,106.38,107.17,105.36
107.63,106.99,107.74,106.99
105.61,102.71,105.64,102.41
102.31,102.58,102.67,101.42
100.59,100.39,100.65,100.04
101.58,101.12,102.11,100.95
100.62,101.16,101.34,100.51
102.51,102.33,102.58,101.83
104.75,104.09,104.75,103.20
102.52,103.58,103.62,102.47
103.47,105.26,105.32,103.40
104.92,105.28,105.42,104.77
104.68,104.54,105.14,104.13
104.47,103.85,104.73,103.73
105.18,104.05,105.27,103.86
104.86,105.46,105.95,104.69
105.51,105.62,106.36,104.94
105.65,103.89,105.68,103.29
104.01,104.02,104.73,103.67
103.35,101.78,103.60,101.78
102.22,102.49,103.01,101.48
103.80,104.75,104.76,103.60
103.59,104.81,105.22,103.53
102.33,103.67,103.82,102.33
102.78,101.40,103.41,100.71
99.70,100.25,100.51,98.72
98.94,99.20,99.77,98.71
99.12,100.02,100.28,98.75
99.20,100.70,100.77,99.15
101.24,102.56,102.85,101.19
103.58,104.59,104.75,103.38
104.09,105.09,105.11,104.02
105.45,105.32,105.61,104.80
104.48,105.10,105.35,104.25
