AZO,AutoZone,NASDAQ
204.55,202.25,204.96,201.51
202.92,203.85,204.81,201.90
201.97,207.50,208.20,201.97
207.92,206.29,207.92,205.81
207.25,206.94,208.00,205.77
206.50,207.00,207.48,206.11
207.90,212.06,212.27,207.79
213.00,209.96,213.00,209.62
210.47,210.37,211.47,209.59
211.40,208.77,211.73,207.10
207.90,211.57,212.38,207.68
213.51,211.85,213.65,211.10
209.47,206.83,209.47,205.39
207.00,205.76,208.04,204.91
204.71,205.85,206.43,204.00
205.25,207.39,207.60,204.25
208.10,207.27,208.79,207.00
206.82,206.83,207.75,205.89
205.28,204.56,206.32,204.01
203.05,206.50,207.29,203.05
206.22,207.86,209.30,206.22
206.87,207.00,207.16,205.95
207.85,210.07,210.99,207.72
209.80,212.40,213.79,209.59
212.44,211.00,213.04,210.11
209.52,213.07,213.60,209.52
213.36,213.61,215.21,212.88
213.13,209.88,213.40,209.30
209.02,210.50,211.41,208.01
211.48,211.46,214.11,211.08
211.66,214.65,215.15,211.66
213.45,211.03,213.60,210.90
210.59,209.78,213.21,209.53
212.00,214.09,214.93,210.25
214.25,216.94,217.15,213.64
218.00,218.45,219.23,216.51
217.94,218.55,219.50,217.65
218.54,220.24,221.54,218.21
221.18,217.26,221.57,215.88
217.40,217.90,218.97,217.27
214.99,216.75,217.28,213.52
216.86,218.27,219.41,215.71
217.99,219.30,219.31,217.38
218.82,218.89,219.39,217.89
219.95,220.88,220.92,218.28
222.00,220.14,222.87,219.51
221.90,217.02,221.90,214.00
216.43,222.10,223.25,216.43
221.08,222.64,225.00,220.98
224.19,225.73,226.06,224.00
225.59,225.74,226.75,224.00
226.31,228.20,228.75,224.74
228.15,230.56,231.23,228.01
231.50,228.91,231.73,226.80
229.95,228.83,230.00,227.81
229.75,230.63,232.13,228.76
232.24,233.33,233.99,231.51
233.10,233.00,233.99,232.10
233.98,233.00,233.99,232.34
233.50,232.81,233.78,231.92
234.00,232.83,234.50,232.07
233.05,232.95,233.91,231.53
233.70,232.55,233.70,231.38
232.70,233.00,233.37,231.14
233.50,232.96,233.75,232.04
232.71,232.80,233.10,231.06
231.40,229.47,233.00,227.70
229.92,231.90,233.00,229.84
232.58,231.37,234.47,229.99
231.65,234.72,234.98,230.72
234.90,235.12,236.75,234.76
234.47,236.50,237.00,234.47
234.76,235.85,236.06,232.94
236.93,236.80,237.93,234.80
235.88,237.63,237.69,235.35
237.69,235.64,238.00,234.34
237.00,237.99,238.86,236.25
237.84,238.00,238.70,236.00
239.15,239.24,239.48,237.94
239.17,239.87,240.50,239.17
238.85,242.85,243.62,238.59
243.05,243.00,243.66,242.05
243.22,248.95,249.53,242.87
248.96,252.09,252.48,248.55
251.21,250.68,252.40,249.35
251.55,251.39,253.47,250.88
250.79,249.00,252.88,248.60
249.14,249.23,250.70,248.17
251.71,251.17,253.50,251.14
250.95,251.20,251.85,250.34
250.77,255.65,256.00,250.77
254.31,254.91,255.13,250.92
255.31,259.14,259.14,255.31
258.06,259.48,259.75,257.18
259.22,257.80,259.52,255.23
256.87,259.41,260.25,256.72
261.89,260.56,262.00,259.73
260.96,263.20,263.49,259.91
263.20,265.20,265.49,262.40
265.99,261.91,266.25,261.77
270.31,260.15,271.27,255.94
260.49,262.57,263.26,259.40
262.61,263.90,264.61,260.72
263.57,264.74,264.95,262.42
264.91,264.50,266.29,264.48
264.89,262.66,264.89,261.78
262.04,262.55,264.82,262.04
264.01,269.11,269.72,262.94
269.11,269.99,271.00,269.11
271.68,272.77,272.87,269.20
273.04,272.19,273.40,271.42
273.00,272.06,273.00,271.09
272.10,271.90,272.69,270.98
271.55,270.92,271.62,270.00
270.98,272.47,272.56,270.52
272.49,273.64,274.50,272.01
273.75,275.50,276.00,273.62
274.96,272.59,275.04,272.25
273.49,268.40,273.99,266.61
269.15,258.36,269.15,257.07
256.91,255.20,258.89,254.84
254.04,249.55,254.94,246.62
250.76,250.67,253.17,249.41
249.78,252.74,254.18,249.75
253.49,251.52,254.72,250.01
252.05,251.16,252.76,249.62
251.27,251.93,252.83,250.14
251.26,252.62,253.22,249.77
251.84,250.59,253.33,250.22
250.85,249.99,252.00,249.07
249.52,252.56,252.81,249.00
253.97,252.13,254.96,251.77
252.50,251.49,253.01,249.92
249.50,248.70,251.59,247.35
249.20,250.07,251.83,246.26
250.41,256.10,257.99,250.24
256.80,251.06,257.40,250.62
251.39,253.53,255.38,251.07
254.57,255.00,255.21,251.80
254.79,251.76,254.95,251.06
251.36,255.01,255.70,251.36
254.71,258.70,260.18,254.33
259.00,258.03,261.59,257.35
258.03,259.83,259.99,257.78
259.50,261.76,263.62,259.10
260.83,259.64,261.50,256.15
259.14,260.88,261.72,258.64
261.16,260.82,261.76,259.70
260.52,260.81,260.98,259.33
262.00,262.78,265.54,261.58
262.22,255.57,262.22,254.71
256.48,255.64,259.04,253.71
253.13,252.59,254.58,249.10
252.53,250.64,254.58,247.36
252.09,253.25,254.20,249.05
254.91,255.39,255.75,252.54
255.51,257.95,260.00,255.45
265.54,263.52,267.98,260.21
263.74,262.84,264.54,260.68
264.46,266.53,266.95,263.01
266.53,265.42,268.75,263.29
265.75,263.25,267.46,262.95
263.66,267.96,269.80,262.98
268.02,268.21,269.63,266.85
266.76,266.71,268.80,265.00
266.60,265.93,267.37,263.12
263.89,264.81,265.31,261.89
259.50,263.14,264.47,256.86
261.24,261.31,265.71,260.62
264.17,261.95,264.92,261.57
263.63,262.98,264.71,260.07
264.33,264.09,266.18,262.38
264.45,264.72,265.79,261.75
264.85,270.06,271.00,262.80
271.00,272.11,273.26,269.44
272.75,275.49,277.50,270.71
276.16,270.93,276.16,270.82
271.12,273.44,273.47,268.80
274.25,273.94,276.04,273.00
273.19,273.56,273.87,270.80
274.22,274.67,276.05,273.27
275.00,274.28,275.76,272.54
273.64,276.64,279.94,273.09
276.85,276.59,279.35,276.51
276.56,275.84,277.84,272.98
277.60,276.26,277.60,274.51
272.61,272.93,273.99,269.68
272.15,277.77,279.00,270.00
276.22,279.76,279.99,276.22
278.75,278.85,280.74,277.27
279.76,280.08,281.96,278.72
280.28,279.32,280.28,274.77
279.08,278.28,279.09,276.07
280.58,283.96,284.60,280.46
284.00,284.85,284.97,282.69
284.71,282.50,284.94,281.16
283.06,282.07,283.83,281.72
283.73,281.50,283.92,281.00
280.02,282.48,284.42,279.68
282.27,282.38,283.26,281.09
283.20,281.18,284.57,280.50
284.80,283.44,285.00,282.39
283.70,283.35,284.49,282.18
282.00,285.28,287.00,281.04
286.82,281.56,286.99,281.13
281.17,284.64,285.83,281.17
285.04,286.41,287.00,285.04
288.42,286.38,288.42,279.35
286.18,287.89,288.50,284.02
287.89,286.30,288.50,284.26
286.24,283.65,287.52,283.35
282.88,281.48,283.09,279.26
281.97,282.50,283.67,280.42
277.01,277.15,279.00,274.33
276.69,276.60,278.21,274.56
276.29,276.78,277.61,273.18
288.07,293.30,295.17,286.80
294.44,297.98,298.00,293.00
297.98,296.61,298.47,296.00
295.27,296.71,297.81,294.84
298.86,294.00,299.60,293.12
294.00,293.11,295.18,293.03
294.12,289.65,294.12,289.00
287.30,285.48,290.50,284.83
286.63,285.64,287.22,283.94
285.00,284.50,289.39,284.12
284.81,288.53,289.49,283.25
288.37,291.94,292.54,286.98
290.70,290.20,292.23,288.71
291.30,288.88,291.30,288.24
290.23,289.87,290.59,289.16
289.07,289.55,290.52,288.45
288.82,289.78,290.15,285.21
291.00,291.71,293.05,290.36
291.31,292.24,293.15,290.03
292.40,292.43,292.91,291.43
292.17,292.87,294.08,292.17
290.72,292.61,294.27,290.72
292.55,291.60,293.70,290.33
290.99,292.84,293.97,290.00
293.50,292.90,293.52,292.58
293.42,291.32,293.54,290.62
292.55,294.85,296.20,291.87
295.38,297.62,298.19,294.86
296.14,297.14,298.53,294.51
295.29,297.75,298.80,294.76
299.00,298.38,299.45,298.00
295.81,298.28,298.56,295.15
295.94,295.50,297.64,293.84
293.21,297.59,299.60,293.10
298.48,296.94,300.40,296.02
298.37,297.88,302.00,295.26
298.66,297.28,298.66,294.08
297.08,295.36,297.08,294.47
296.71,298.33,299.21,296.16
298.33,295.59,298.62,294.78
296.36,295.52,297.22,294.77
296.44,295.85,296.61,295.12
294.27,294.94,296.37,293.22
294.82,295.16,296.30,293.60
293.25,289.15,293.33,287.00
287.96,285.84,288.55,284.50
284.46,285.45,288.09,282.50
287.00,282.25,287.36,280.12
280.85,276.71,284.33,276.15
276.29,281.50,281.86,274.40
279.59,273.29,281.46,273.09
275.26,278.74,280.67,270.24
275.10,268.51,278.62,266.25
269.54,280.10,280.44,269.17
277.86,274.82,281.90,274.40
278.00,281.89,284.04,278.00
285.29,287.61,288.94,283.05
289.21,287.40,289.21,282.75
285.55,288.27,289.66,284.11
289.66,288.48,290.48,284.98
284.34,289.16,289.19,279.93
285.95,291.42,294.00,285.95
297.69,295.70,297.69,290.59
296.99,299.31,300.00,294.18
297.54,304.10,304.34,297.50
302.95,298.43,306.00,297.43
297.96,301.30,302.76,295.31
304.53,307.14,307.69,303.00
307.63,308.53,310.00,305.23
310.24,307.00,310.87,304.84
304.31,312.05,312.75,304.31
308.45,310.85,312.17,307.87
306.00,313.83,314.00,304.95
314.50,316.67,317.86,314.25
315.96,316.10,318.30,315.00
315.15,314.49,318.79,312.12
312.97,316.18,316.44,311.14
316.49,319.48,320.49,312.38
320.50,324.38,326.47,317.66
325.78,325.77,327.00,324.00
327.70,331.25,332.93,326.69
329.31,331.95,333.99,329.00
329.68,327.75,332.95,325.91
327.29,322.79,329.00,322.59
317.87,316.13,320.37,311.72
316.55,321.70,322.62,316.00
323.18,327.12,327.17,321.47
330.10,326.00,330.10,324.37
325.99,321.94,326.31,321.28
337.23,317.58,337.23,313.18
314.57,319.19,325.53,313.71
318.42,311.88,322.02,311.87
308.21,320.00,320.00,307.16
320.00,317.42,320.37,311.95
317.06,322.37,323.19,316.11
323.33,324.02,328.68,320.42
326.87,331.70,331.83,325.41
331.18,327.61,332.68,325.98
328.09,327.66,329.95,323.74
327.14,326.56,328.76,325.00
329.00,328.12,330.00,326.76
325.75,327.00,331.43,325.74
326.30,326.03,327.31,324.53
326.03,324.99,327.41,323.73
327.03,326.95,328.61,325.18
331.32,327.50,331.64,327.11
328.00,330.19,330.88,327.39
330.09,327.93,332.92,327.40
333.78,327.79,333.78,325.84
333.09,330.64,333.75,329.51
330.61,327.82,331.64,326.03
326.01,323.59,328.50,323.59
318.58,325.67,329.35,317.31
327.51,324.44,327.62,323.77
325.61,324.66,326.32,321.58
324.67,325.00,326.24,322.31
323.97,327.11,327.60,323.84
326.37,333.79,334.00,326.37
330.00,325.64,332.88,325.01
327.61,330.71,331.21,327.00
332.10,337.66,337.96,330.48
337.85,336.23,341.89,335.63
336.48,337.15,338.26,334.79
336.04,332.04,337.40,331.24
331.59,328.32,332.63,327.21
329.65,329.40,331.14,327.64
327.48,325.33,328.72,323.47
324.41,320.82,325.05,320.29
319.32,318.06,320.72,316.60
316.59,322.96,322.96,315.26
326.23,319.51,329.28,318.33
319.14,323.43,324.46,318.75
325.74,328.38,330.70,325.74
329.01,335.30,336.33,329.01
337.00,330.22,339.00,330.22
334.54,338.97,339.44,332.01
341.06,337.81,343.90,332.87
337.75,333.86,338.27,333.37
333.58,329.67,334.20,329.10
329.70,329.82,332.30,329.22
324.98,330.89,332.39,324.97
332.46,326.10,334.63,324.33
325.61,324.32,326.00,322.42
325.32,327.32,330.04,323.70
328.96,326.00,330.46,325.94
325.68,324.96,327.01,323.92
325.16,325.29,327.09,324.22
324.94,330.00,331.69,324.94
330.75,329.00,331.06,327.84
330.07,330.30,331.17,327.99
330.60,330.25,331.48,329.42
329.69,328.22,332.00,327.39
328.59,326.25,329.31,325.40
324.88,324.97,329.40,324.24
327.72,319.79,328.49,318.12
318.23,326.96,327.91,313.11
323.98,333.85,334.10,321.19
333.85,338.04,339.23,331.93
337.98,339.50,340.51,336.45
340.80,340.14,341.27,337.75
340.72,341.87,342.59,339.03
341.59,342.98,343.49,339.39
342.34,344.44,344.44,340.13
345.00,345.00,346.00,344.00
343.97,346.28,346.97,342.58
347.48,346.50,347.48,344.63
344.96,347.00,350.55,344.60
347.47,347.01,347.80,345.43
346.54,346.75,347.60,345.19
346.50,348.58,348.59,345.00
348.62,347.91,348.90,347.24
347.70,347.58,349.00,345.03
346.54,347.67,349.60,346.20
349.60,347.88,351.22,346.44
348.81,352.99,353.48,348.20
352.60,349.17,353.25,349.14
348.18,353.18,356.80,348.18
352.01,350.76,352.01,350.07
350.59,350.48,351.75,347.96
350.62,349.15,351.93,347.20
347.27,354.04,354.25,347.27
353.20,354.10,354.17,352.06
354.50,358.46,360.41,354.10
356.22,360.11,360.11,356.22
361.40,356.12,361.40,355.02
357.01,357.96,359.12,353.80
359.89,360.21,361.98,356.53
360.20,359.66,361.32,358.23
359.99,358.95,360.40,358.34
359.23,358.50,360.40,358.00
360.00,359.80,360.00,358.80
360.50,366.09,367.59,359.80
374.52,376.41,377.78,371.28
374.97,374.48,375.58,372.22
375.12,378.44,378.96,373.75
378.00,378.45,379.48,377.42
379.10,385.22,385.61,377.00
384.24,385.23,385.23,380.30
385.83,383.74,385.99,380.46
384.88,380.50,386.00,380.41
381.83,382.23,383.89,381.27
382.00,380.83,382.06,380.30
381.72,379.63,382.08,377.62
380.23,379.92,382.17,379.60
378.94,379.00,380.52,377.16
376.29,378.87,379.67,376.29
378.84,377.36,380.51,376.00
376.55,377.80,378.66,376.11
377.82,375.42,378.94,375.42
375.49,378.13,379.40,375.02
377.77,378.66,379.32,375.74
377.64,379.00,380.33,376.74
378.67,379.58,381.18,378.67
379.41,376.36,380.35,375.47
375.21,374.34,376.84,373.55
376.10,371.80,376.10,371.80
377.23,378.72,379.17,371.65
384.42,381.89,385.58,381.80
381.81,382.40,384.68,376.88
384.75,383.80,385.09,380.11
379.50,383.50,384.30,378.66
382.95,375.87,383.42,375.61
379.75,377.05,380.35,376.48
375.91,378.73,379.34,373.84
378.74,380.97,382.96,375.01
380.16,380.80,383.61,378.42
382.53,379.17,383.24,378.00
379.21,379.50,381.60,377.59
379.42,380.00,382.41,378.67
382.64,381.73,382.66,380.09
379.95,382.00,382.64,378.00
386.23,379.36,386.25,376.72
380.12,382.83,384.39,380.02
380.95,393.72,395.12,380.95
395.20,397.13,399.10,394.47
398.85,396.16,399.10,393.73
393.37,395.41,399.03,392.21
396.56,396.44,397.68,393.82
397.72,393.70,398.20,392.71
391.06,389.43,394.28,386.35
388.08,386.91,391.46,385.60
385.89,383.80,387.53,380.19
383.38,382.88,387.09,380.30
383.90,385.73,388.22,382.10
383.35,387.50,389.64,383.35
385.50,377.62,386.52,377.43
377.30,382.48,383.85,376.38
381.76,388.87,389.89,381.76
375.97,365.58,377.97,362.66
369.91,372.45,377.69,366.66
370.00,368.55,375.71,367.01
357.00,361.14,374.83,356.54
357.60,372.84,374.25,355.06
370.01,369.40,373.89,369.00
372.89,374.37,375.58,368.56
381.48,381.72,381.72,373.23
381.85,379.25,381.85,374.78
377.99,380.26,382.68,373.50
380.65,373.68,380.65,373.52
372.83,377.00,377.56,369.56
375.58,379.18,380.48,373.93
381.43,387.96,388.46,380.01
388.06,383.88,391.90,383.88
385.53,385.76,386.64,381.63
389.59,382.31,389.59,382.22
382.31,386.65,386.86,382.31
385.44,382.91,389.61,382.19
384.87,385.75,387.59,383.16
386.90,385.30,387.01,381.30
384.86,386.73,388.27,383.27
385.49,387.91,388.86,385.35
388.11,387.65,388.11,382.75
387.58,381.64,388.00,378.27
380.58,382.76,383.79,380.12
381.21,375.03,382.00,374.98
375.00,376.49,378.60,368.84
354.99,359.00,365.99,353.38
356.67,358.43,359.57,353.88
363.97,367.17,367.17,357.57
366.22,364.22,366.66,362.81
364.77,362.49,365.69,360.10
357.55,366.55,368.87,357.55
363.29,364.52,366.09,361.60
357.28,367.23,368.03,357.28
367.06,366.47,368.93,364.43
365.05,368.93,370.34,362.87
368.61,382.45,386.13,368.61
381.11,380.94,385.13,380.39
378.86,380.27,387.82,378.86
383.49,380.89,386.13,379.78
380.01,384.24,385.72,380.01
385.02,382.90,385.02,378.12
381.61,377.98,381.85,377.86
374.32,377.63,379.18,373.05
377.32,376.34,379.89,374.15
376.34,378.39,379.68,374.97
380.00,373.38,380.00,367.14
381.91,374.79,381.91,372.10
374.53,375.79,378.07,374.16
374.17,375.23,379.48,372.61
377.56,362.77,379.43,362.67
362.19,362.34,364.68,357.51
366.26,366.30,374.89,365.00
366.71,363.25,372.42,362.06
364.94,367.47,369.28,360.32
365.07,363.82,368.52,362.25
357.29,363.12,365.15,356.99
363.37,359.29,364.14,354.74
358.62,355.31,359.78,353.49
356.59,357.00,359.65,353.84
358.00,357.86,361.07,355.75
356.47,358.55,359.14,355.75
357.75,363.65,364.81,357.75
361.87,364.56,365.64,361.87
366.76,364.18,367.95,363.66
364.18,365.50,366.35,362.50
364.45,363.26,365.92,361.68
362.65,365.08,365.80,362.15
366.16,366.45,370.20,363.30
365.43,364.72,368.47,363.67
365.13,363.00,366.18,361.55
362.25,359.87,364.21,358.15
363.03,361.64,363.53,359.37
360.61,358.28,362.08,356.22
359.13,363.07,363.45,358.68
364.96,368.72,370.41,363.32
367.84,369.72,369.77,365.89
368.14,366.28,371.00,362.94
364.00,369.90,371.41,364.00
370.99,373.16,373.71,367.94
371.77,369.96,373.67,367.50
369.85,351.99,370.00,351.27
352.25,357.38,359.54,351.57
355.61,357.84,358.75,353.38
355.00,369.84,375.43,353.00
376.67,371.63,376.67,364.67
370.85,371.80,374.99,370.85
369.38,369.30,371.78,368.00
369.31,368.54,371.91,367.33
367.54,372.89,375.87,366.80
374.90,371.47,378.52,370.08
370.28,369.67,371.39,368.55
362.34,369.07,372.98,362.34
371.40,369.91,371.40,368.73
371.27,372.14,373.20,370.23
369.50,376.79,377.89,369.50
378.75,381.29,382.10,377.16
380.82,381.42,382.51,379.88
381.17,379.89,381.79,379.70
378.60,377.35,380.00,376.19
380.46,374.35,380.46,374.35
376.02,373.05,378.34,371.55
375.02,374.72,375.47,371.69
369.31,370.69,373.98,368.13
372.10,369.47,372.42,369.34
366.35,370.39,373.33,365.26
367.26,369.00,372.10,367.20
360.92,365.80,366.61,360.00
358.31,366.74,366.96,358.31
371.95,364.36,371.95,363.02
367.43,367.78,370.05,363.73
367.63,370.75,371.34,365.94
371.75,375.00,379.33,366.53
376.00,380.34,386.80,372.26
382.41,382.91,386.17,380.25
383.33,383.23,384.87,381.27
384.15,385.26,385.73,381.36
380.48,384.37,386.25,380.48
383.75,378.97,385.44,378.45
378.39,376.89,380.95,374.89
376.59,374.38,380.08,374.14
373.01,373.55,377.91,373.01
375.07,369.75,376.66,368.68
369.87,372.78,373.82,367.88
372.75,380.50,381.01,370.53
381.57,382.30,385.01,380.52
382.20,381.13,383.50,377.97
381.57,381.87,383.75,379.90
383.38,383.12,383.99,381.00
383.62,382.93,383.99,380.12
390.11,382.38,390.11,378.44
381.80,383.86,383.86,379.95
381.84,379.78,382.70,377.74
379.70,383.77,384.02,377.79
384.00,378.01,384.10,377.13
373.01,366.80,384.25,361.75
366.09,360.27,368.99,356.03
355.92,364.07,367.17,355.38
367.01,359.16,367.01,357.71
359.15,355.15,359.15,354.45
356.56,355.50,362.22,354.76
357.43,357.56,359.07,355.00
358.27,359.32,363.17,357.60
358.14,357.68,361.55,355.01
358.39,363.40,363.40,357.38
363.20,360.07,364.45,359.16
360.00,359.48,362.25,358.13
359.43,356.02,360.74,355.23
353.00,358.28,359.57,351.48
363.44,355.20,363.44,354.41
355.24,351.09,355.28,346.93
351.25,353.10,354.09,345.30
352.02,348.57,352.61,345.88
347.79,354.43,354.76,346.98
357.00,356.88,358.13,354.96
355.43,356.14,357.91,353.75
357.28,360.85,361.10,357.12
360.97,356.17,360.97,354.68
345.47,348.25,350.88,342.84
348.61,349.60,352.51,347.06
349.85,346.50,352.16,344.32
346.94,346.23,347.84,341.98
346.71,344.99,347.78,343.27
343.98,350.90,352.79,342.27
350.64,349.33,350.99,346.37
350.00,348.63,351.18,347.28
347.81,349.60,350.49,345.04
347.20,353.37,354.70,347.20
352.84,356.53,357.18,351.03
357.41,357.57,359.98,355.00
357.89,365.36,367.10,357.16
366.19,369.52,373.45,363.34
367.00,361.95,368.83,361.95
361.98,364.85,364.86,361.24
364.67,369.70,369.70,363.20
370.57,374.88,376.16,368.74
373.49,367.05,373.99,365.51
369.92,368.77,371.03,367.38
367.47,369.00,370.16,366.22
377.50,379.85,383.10,374.46
380.32,385.89,386.40,379.58
384.63,385.23,387.38,384.23
385.35,382.09,386.94,380.78
382.14,379.73,384.01,377.88
378.50,373.61,380.50,372.94
375.00,373.70,375.56,369.47
374.45,375.21,375.39,370.64
375.58,379.96,380.57,374.20
378.59,377.56,383.64,376.42
377.83,385.20,385.98,377.83
384.63,378.54,386.64,378.54
377.26,376.15,381.62,369.79
378.08,376.79,379.88,374.33
376.01,380.15,380.16,375.12
379.13,378.14,379.50,376.70
378.02,380.66,381.49,377.47
382.00,382.32,382.99,380.82
382.31,376.55,383.00,375.42
377.48,381.52,381.60,375.29
381.90,385.25,385.60,379.32
385.28,388.33,388.47,383.74
388.75,388.87,390.49,386.97
388.25,392.04,392.59,387.60
391.69,389.65,392.60,389.19
388.33,391.89,392.75,386.56
390.02,391.47,392.29,388.91
392.39,390.41,392.66,387.78
392.08,396.00,397.10,390.79
394.38,393.26,395.65,391.35
394.18,395.72,396.11,392.26
396.19,393.33,396.19,391.46
394.48,394.04,394.48,388.63
392.58,393.94,394.64,389.59
393.24,396.77,396.79,391.05
396.01,393.19,397.80,392.76
394.26,400.99,402.08,394.26
401.30,393.98,401.30,393.61
395.11,401.83,402.09,394.00
397.82,397.20,399.46,394.59
397.00,395.36,399.53,392.74
392.00,384.03,392.99,382.98
385.30,389.98,394.09,385.30
390.45,392.83,396.89,388.05
390.24,393.57,395.13,390.24
391.74,384.87,393.74,384.64
386.00,384.59,387.48,379.79
382.29,381.93,384.08,378.65
383.10,379.01,383.65,375.94
379.49,378.43,382.05,375.12
379.85,378.76,380.68,375.57
379.82,383.62,384.57,378.85
384.65,383.95,386.00,381.84
393.00,398.26,402.10,390.00
398.81,406.73,408.50,398.14
406.56,403.87,408.50,402.30
404.05,409.09,409.25,400.74
409.19,410.28,413.28,408.27
409.29,407.58,410.86,405.26
409.55,411.11,413.00,407.29
410.93,413.49,413.50,410.03
413.44,418.95,419.01,411.50
418.01,419.27,419.82,416.60
418.99,415.33,419.80,414.29
416.62,420.95,423.46,416.59
408.21,415.76,416.39,408.00
418.07,417.56,419.64,416.13
417.81,418.28,419.57,416.70
416.97,413.50,418.23,412.72
413.94,411.29,415.59,410.14
410.37,409.05,414.00,401.93
413.16,427.84,435.36,413.16
426.76,417.72,426.76,416.72
417.08,418.90,420.36,415.01
416.00,415.81,418.66,413.47
418.74,418.95,420.55,415.40
416.11,416.75,418.30,412.17
416.95,417.94,421.79,416.95
417.01,408.83,419.23,408.65
408.35,411.21,412.12,407.20
411.02,407.80,414.58,406.11
408.31,405.31,410.66,404.87
406.11,415.39,415.56,406.11
417.77,416.68,419.33,413.42
417.82,418.75,418.79,414.04
417.50,415.00,417.75,414.19
416.61,416.00,417.20,415.20
416.87,419.50,419.91,415.07
419.46,423.34,424.99,418.72
429.81,424.83,429.81,420.48
424.93,425.33,425.33,420.78
424.88,420.75,426.64,420.34
417.63,412.65,421.16,412.29
