MVV,ProShares Ultra MidCap400,NASDAQ
94.66,91.41,94.95,91.41
92.23,91.32,93.03,89.71
88.79,89.45,90.78,87.60
91.21,91.52,91.96,89.71
93.42,92.93,93.60,91.97
94.33,95.56,95.94,94.11
95.19,94.90,96.26,94.41
96.43,97.14,98.17,96.13
97.17,96.85,98.58,95.93
96.31,96.96,97.40,95.96
98.80,99.55,99.55,96.66
100.34,99.80,100.73,99.65
101.06,101.97,102.30,100.34
102.00,101.81,102.34,100.97
104.24,104.66,104.80,103.55
104.82,105.30,105.46,104.57
105.68,105.93,106.30,105.13
106.26,104.63,106.45,104.26
105.70,105.42,105.89,104.83
106.00,107.27,107.52,105.77
106.98,107.58,107.79,106.73
108.06,108.41,108.66,107.46
109.17,108.39,109.19,108.00
109.28,106.78,109.34,106.42
106.36,107.64,107.72,106.00
106.14,106.49,106.79,105.38
105.97,105.66,106.75,105.05
106.42,106.32,106.86,105.71
107.15,107.20,108.65,106.68
109.18,111.86,112.40,108.89
110.66,110.84,111.16,110.15
110.54,110.86,111.10,110.07
110.19,108.54,110.23,108.17
107.78,106.89,108.17,106.47
107.83,107.98,108.41,106.98
107.56,108.20,108.76,107.18
106.81,108.60,108.92,106.74
109.01,108.43,109.01,107.10
108.20,106.97,108.29,106.96
104.75,103.18,104.90,102.80
102.62,102.57,103.88,102.39
102.20,101.16,103.00,101.16
101.25,103.81,104.07,101.14
102.65,102.03,104.00,101.59
102.52,104.26,104.95,102.47
105.00,104.52,105.00,103.13
104.84,104.71,105.79,104.19
102.56,100.41,102.83,100.40
100.52,100.96,101.71,100.00
100.53,101.85,102.80,100.44
101.94,98.72,102.02,98.60
101.43,98.65,101.85,96.57
98.66,100.42,100.66,97.72
100.61,100.90,101.61,100.41
101.64,101.14,102.46,99.12
101.89,104.24,104.38,101.77
105.70,106.39,106.40,105.00
106.19,106.64,106.67,105.39
106.90,106.13,107.10,105.67
106.60,106.48,106.66,105.44
109.18,107.58,109.25,107.28
107.59,109.20,109.20,107.59
109.15,111.32,111.69,107.77
111.83,110.90,112.00,110.68
111.07,109.19,111.38,109.18
108.96,108.22,109.00,107.32
108.46,108.54,109.82,107.40
108.72,108.64,109.81,107.93
108.80,109.94,110.42,108.73
108.58,109.09,109.61,108.31
106.93,109.02,109.60,106.68
108.86,112.20,112.96,108.63
110.88,111.62,111.96,109.88
111.19,109.82,111.32,108.22
109.85,111.21,111.55,109.59
109.12,108.63,110.20,108.57
108.69,105.79,109.10,105.79
106.23,105.35,106.39,104.25
107.77,109.96,110.07,107.32
109.49,111.98,111.99,109.22
110.57,112.84,112.87,110.45
112.13,110.60,112.67,110.04
112.12,113.38,113.41,111.60
112.32,115.19,115.34,112.24
116.27,116.99,117.23,115.53
117.52,117.25,117.68,116.64
118.13,118.36,119.36,117.44
117.31,116.89,117.50,115.76
117.34,117.19,117.64,116.48
117.51,117.97,117.97,116.68
118.00,117.76,118.14,116.93
118.05,118.91,118.95,117.32
119.20,117.15,119.20,116.40
117.10,116.87,118.58,116.15
117.24,117.17,118.06,115.38
117.99,118.81,119.01,117.30
117.96,117.18,118.27,116.64
118.47,117.16,118.80,116.71
117.94,113.00,118.07,112.94
113.02,116.42,116.42,113.02
116.12,117.29,117.41,115.83
116.76,116.74,116.82,115.75
115.50,119.31,119.31,115.44
119.32,120.22,120.46,118.71
120.77,121.00,121.03,120.05
121.58,119.24,121.69,118.83
118.99,117.58,119.48,116.98
118.22,117.16,118.91,116.27
117.87,120.04,120.05,117.86
119.94,120.42,120.58,119.34
120.81,119.98,120.88,119.47
119.91,120.00,120.59,119.39
120.31,120.46,120.70,119.70
121.10,119.68,121.25,119.67
119.69,119.79,121.76,118.22
118.85,118.78,120.06,117.85
117.91,118.57,119.68,116.51
118.24,118.84,118.88,117.42
121.07,120.82,121.64,120.09
121.02,121.01,121.96,120.59
120.48,120.19,122.05,120.19
120.48,116.24,120.48,115.94
116.03,116.43,117.04,115.65
116.88,117.14,117.92,116.10
118.32,118.91,119.27,118.12
119.10,118.96,119.23,117.48
119.29,121.92,121.92,117.01
121.34,119.81,121.34,119.52
120.11,122.50,122.65,119.97
123.63,124.39,124.52,123.51
124.68,125.41,125.57,124.58
126.58,125.68,126.80,125.40
126.00,125.86,126.52,125.50
125.65,126.08,126.53,125.45
126.58,126.90,127.28,126.58
126.21,124.11,126.22,123.52
124.96,125.41,125.78,124.46
126.25,123.63,126.39,123.59
124.55,125.58,126.35,124.37
125.65,126.26,126.49,124.69
126.88,126.38,127.31,125.16
126.75,128.24,128.24,126.55
127.62,124.54,128.02,123.88
125.55,127.72,127.76,124.84
127.84,129.05,129.22,127.84
128.44,128.73,128.97,128.07
128.31,127.80,128.85,127.68
129.52,128.79,129.68,127.50
129.09,130.04,130.24,128.79
128.62,127.98,128.91,126.72
63.11,60.68,63.27,60.68
60.79,59.58,61.04,58.92
59.68,60.57,60.83,59.68
59.61,59.35,60.62,59.29
60.28,61.15,61.40,60.18
59.42,60.53,61.39,59.29
60.25,55.98,60.60,55.90
56.62,57.86,57.86,56.13
56.70,56.94,57.29,55.80
57.46,58.64,58.64,57.46
59.14,59.74,59.85,58.86
59.77,60.12,60.13,59.24
60.33,61.24,61.53,60.15
61.59,61.93,62.33,61.54
61.05,62.82,63.08,61.03
62.71,63.38,63.45,62.51
63.64,64.05,64.27,63.22
63.90,63.25,64.61,63.15
63.51,64.15,64.32,63.02
64.41,64.29,64.77,64.09
64.51,64.80,65.79,64.51
64.94,64.81,65.33,64.32
64.92,65.31,65.93,64.68
65.14,65.84,65.84,64.97
65.74,66.06,66.86,65.46
65.09,65.35,65.83,64.35
66.58,67.40,67.68,66.58
67.43,67.06,67.53,66.91
67.50,67.29,67.65,67.05
67.95,67.46,67.95,66.83
67.52,66.76,67.52,66.28
67.02,66.02,67.37,65.54
65.29,66.08,66.12,64.98
66.48,64.66,66.64,64.26
64.40,65.17,65.60,64.40
65.91,66.03,66.72,65.71
66.08,67.28,67.46,66.06
67.13,66.33,67.47,65.76
65.98,66.82,66.88,65.62
67.36,66.48,67.97,66.48
67.18,65.54,67.42,64.82
66.23,65.82,66.75,65.13
66.47,64.12,66.72,64.12
64.22,63.83,64.53,63.37
64.26,64.47,65.48,64.09
65.42,66.45,66.60,64.88
66.78,67.60,67.65,66.63
67.80,68.01,68.16,67.49
68.22,67.42,68.27,67.03
68.29,65.43,68.50,65.02
64.93,63.06,65.24,62.66
63.02,63.88,64.09,62.40
64.27,65.14,65.18,63.80
65.54,62.26,65.54,61.97
61.58,60.75,62.34,60.48
61.63,61.31,62.02,60.40
61.64,62.13,62.37,60.14
63.03,63.40,63.54,62.59
63.31,63.70,64.10,63.22
63.80,64.17,64.22,63.37
64.32,65.03,65.38,64.23
65.12,64.79,65.44,64.72
65.39,64.95,65.39,63.85
64.45,63.32,64.56,63.19
63.95,62.98,64.22,61.49
63.40,63.46,63.88,63.09
63.26,64.22,64.25,62.80
64.02,64.44,65.11,63.65
64.44,64.66,65.63,64.21
63.95,64.75,65.07,63.25
64.42,63.68,64.78,63.59
64.14,64.40,64.42,62.61
64.13,63.70,65.54,63.45
63.46,64.04,64.04,62.86
64.60,65.97,66.12,64.60
66.11,65.32,66.42,65.30
65.05,64.32,65.35,64.15
63.70,63.27,63.76,61.84
63.40,63.89,63.90,62.67
63.66,64.60,65.00,63.52
64.35,63.15,64.38,62.70
63.65,63.96,64.22,63.15
64.09,64.67,65.10,63.90
64.66,65.46,65.58,64.55
66.06,66.39,66.66,65.96
66.38,65.93,66.41,65.54
66.40,66.66,66.66,65.82
66.64,66.28,66.78,66.06
66.62,66.80,66.84,65.65
66.45,66.72,66.97,66.22
66.49,67.37,67.40,66.28
67.65,68.72,68.81,66.93
69.10,69.42,69.84,68.94
69.51,70.09,70.46,69.34
69.75,69.55,69.82,69.21
69.05,69.11,69.26,68.60
68.92,68.43,69.04,68.09
68.63,68.79,69.07,68.05
68.69,68.87,69.16,68.24
68.66,70.05,70.65,68.51
69.88,70.57,70.72,69.61
70.94,70.68,70.95,70.22
70.84,70.99,71.15,70.60
71.11,71.02,71.47,70.70
70.71,69.83,71.75,69.80
69.53,70.82,70.82,69.53
70.70,70.47,70.73,69.45
70.11,71.13,71.25,70.09
71.16,71.96,71.96,70.76
72.35,73.05,73.81,72.30
72.89,72.16,73.22,72.02
72.58,72.89,72.97,72.47
72.74,71.59,72.77,71.43
71.41,70.48,71.64,69.94
70.81,70.86,70.97,70.34
68.62,69.81,70.54,68.52
69.75,69.64,70.02,69.23
70.60,70.27,70.69,70.01
70.08,69.75,70.71,68.99
70.32,69.65,70.51,69.02
69.02,68.05,69.83,67.83
68.31,69.70,69.81,68.23
69.11,69.33,69.46,68.62
69.93,69.92,70.44,69.81
70.15,69.78,70.15,69.35
69.94,69.94,70.46,69.75
69.25,68.93,69.65,68.86
69.14,68.80,69.20,67.95
68.94,68.18,69.45,68.10
68.51,68.39,68.92,67.89
67.34,65.52,67.56,65.44
65.29,65.36,65.89,64.21
65.72,66.00,66.15,64.45
65.33,65.32,66.29,64.74
64.71,65.63,66.08,64.68
65.98,65.04,66.25,64.76
65.22,66.31,66.46,64.91
66.97,67.05,67.75,66.78
66.67,66.48,67.44,65.96
66.98,67.62,67.78,66.84
67.77,68.15,68.19,67.74
68.90,67.98,68.90,67.09
69.07,69.74,69.78,68.70
69.95,70.50,70.54,69.95
70.25,70.85,70.99,70.04
70.97,71.16,71.27,70.32
71.05,70.91,71.37,70.50
71.77,71.48,71.83,71.13
71.63,71.91,72.19,71.55
72.00,71.74,72.21,71.61
71.32,71.57,71.69,70.83
71.89,72.16,72.35,71.38
72.54,72.70,73.22,72.18
73.29,72.34,73.45,72.21
72.52,71.90,73.11,71.61
71.85,72.50,72.50,71.38
72.33,72.34,72.74,71.70
72.30,71.21,72.30,71.07
71.32,71.46,71.62,70.56
70.76,72.12,72.14,70.70
72.00,70.64,72.00,70.39
70.71,70.11,70.82,69.77
69.71,70.91,71.32,69.65
71.04,70.82,71.54,70.36
71.34,71.22,71.56,70.97
71.88,70.30,71.90,70.12
70.01,68.44,70.01,68.30
67.88,67.37,68.59,67.35
67.32,67.98,68.18,66.86
67.46,66.07,67.53,65.72
66.40,67.16,67.23,66.07
65.74,66.91,67.05,65.63
66.94,65.66,66.99,65.63
65.43,63.77,65.52,63.49
63.73,64.16,64.56,62.40
65.10,65.03,65.44,64.40
65.66,64.66,65.68,64.36
64.07,62.72,64.37,62.69
62.82,64.59,64.66,61.77
64.13,61.51,64.15,61.48
61.38,59.39,61.86,59.37
59.36,57.86,59.98,57.80
58.73,59.00,60.23,58.36
57.23,58.75,59.60,56.10
56.54,60.11,60.28,56.37
61.43,60.89,61.69,60.29
60.58,62.21,62.23,60.53
63.09,65.21,65.21,62.78
65.36,63.79,65.71,63.72
65.08,65.65,66.38,64.78
65.75,66.06,66.15,65.05
65.52,66.08,66.08,64.88
66.56,68.32,68.33,66.34
68.54,68.07,68.92,67.00
67.75,68.55,68.75,67.19
70.20,70.08,70.21,69.04
70.43,70.37,71.05,69.95
69.89,69.72,70.32,69.23
70.71,70.32,70.71,69.64
70.24,71.26,71.27,70.15
71.01,71.29,71.56,70.67
71.39,71.83,72.00,71.34
71.70,71.77,71.95,71.40
71.13,72.11,72.18,71.07
72.08,71.43,72.45,71.01
71.46,71.32,71.91,71.15
71.17,71.14,71.51,70.91
71.41,72.01,72.47,71.41
71.70,71.38,71.80,70.60
70.86,72.17,72.17,70.83
73.87,72.77,73.99,72.49
73.03,73.88,73.88,72.94
74.00,73.74,74.27,73.21
73.81,73.87,74.04,73.52
73.71,72.57,73.71,72.44
72.25,70.73,72.41,70.73
70.88,71.63,71.94,70.82
71.58,72.84,73.04,71.47
72.53,72.60,72.89,71.98
72.82,72.78,73.09,72.40
72.51,71.72,73.50,71.18
70.32,72.59,72.63,70.09
71.81,69.72,72.02,69.70
70.60,70.63,71.84,70.26
69.90,68.56,70.08,68.56
69.30,67.62,69.54,67.14
67.01,67.32,69.20,66.67
67.71,70.38,70.50,67.33
72.28,72.88,72.88,71.26
73.30,73.02,73.56,72.36
73.34,73.92,73.92,73.26
74.39,74.37,74.86,74.10
74.60,74.71,74.99,74.27
74.91,75.05,75.60,74.91
75.01,75.82,76.19,75.01
75.52,75.08,75.86,75.08
75.64,73.60,75.76,73.56
74.36,73.39,74.60,72.33
72.43,71.14,72.93,70.79
71.34,69.64,71.49,68.83
70.56,71.44,71.44,70.10
72.47,73.55,73.70,72.40
73.81,72.40,73.89,71.98
72.64,71.59,72.79,70.89
72.47,71.50,74.01,70.18
69.78,70.90,71.06,69.38
71.46,69.37,71.57,69.22
68.92,71.33,71.44,68.92
71.55,70.97,71.93,69.84
70.65,71.85,72.01,70.27
72.71,74.55,74.55,71.55
74.45,73.76,74.71,73.73
73.80,75.49,75.49,73.20
73.75,74.46,75.08,73.31
75.33,72.65,75.51,72.35
72.69,73.77,73.79,71.75
72.70,71.78,73.25,71.58
72.18,72.88,72.97,70.18
73.59,75.68,75.68,73.47
74.93,74.90,75.65,74.66
75.57,76.45,76.55,75.19
76.66,75.85,76.88,75.40
75.43,75.14,76.07,74.92
75.82,76.28,76.42,74.76
76.14,76.28,76.55,75.60
77.04,77.70,77.89,76.67
77.85,78.62,78.67,77.68
78.57,78.65,78.92,77.99
78.24,79.20,79.20,78.08
78.68,78.92,79.32,78.45
78.71,80.12,80.16,78.00
79.82,80.14,80.14,79.21
79.98,80.23,80.35,79.65
79.98,80.10,80.52,79.77
80.06,79.68,80.12,79.24
79.55,78.99,79.85,78.99
79.13,80.19,80.26,79.08
79.74,79.39,79.96,78.80
78.78,78.71,78.93,78.06
79.01,78.96,79.14,78.43
78.23,76.96,78.53,76.74
77.32,77.54,77.83,77.24
76.20,75.62,76.42,75.58
75.94,76.68,76.70,75.40
77.38,78.53,78.62,77.38
78.15,77.46,78.22,76.41
78.11,79.25,79.33,78.11
78.79,79.57,79.70,78.78
79.22,81.29,81.91,78.99
80.87,80.76,81.08,80.31
81.48,82.31,82.74,81.17
82.70,82.38,82.88,82.30
82.34,81.72,82.34,81.60
81.89,78.95,81.96,78.89
78.17,78.58,79.08,77.75
78.52,79.34,79.38,78.20
80.20,81.58,81.75,80.19
80.91,80.96,81.36,80.49
80.95,80.44,80.95,79.38
80.31,81.01,81.61,80.31
80.21,82.33,82.43,80.11
82.02,80.88,82.39,80.88
80.96,81.83,81.99,80.70
81.70,81.75,82.23,80.75
82.08,82.07,82.42,81.82
82.11,81.59,82.50,81.55
81.62,81.72,81.91,80.55
82.35,82.40,83.03,82.10
82.15,82.00,82.46,81.48
80.68,80.00,80.93,79.46
81.01,81.44,81.70,80.90
82.01,81.43,82.24,81.36
81.47,81.88,81.91,80.54
81.68,82.73,83.04,81.68
82.87,81.93,82.87,81.87
82.35,80.64,82.56,80.46
80.55,81.20,81.33,79.50
80.43,80.23,80.83,79.75
79.88,78.44,79.89,77.96
78.84,79.81,80.04,78.84
80.13,80.41,80.95,79.96
80.30,78.28,80.56,78.10
78.85,78.38,79.13,77.56
78.41,78.96,79.32,77.90
80.23,80.32,80.93,79.74
80.01,80.34,80.87,79.65
79.58,79.91,80.24,78.28
80.40,80.11,80.80,79.75
81.11,81.88,81.88,80.52
81.82,81.71,81.95,81.19
81.62,83.07,83.20,81.34
83.18,82.78,83.22,82.50
82.88,82.82,83.36,82.38
82.70,83.00,83.29,82.35
82.63,82.76,83.16,82.54
82.40,80.98,82.40,80.69
81.39,82.60,82.60,80.92
82.33,82.15,82.46,81.46
82.05,80.92,82.05,80.57
81.51,81.48,81.94,80.33
80.77,81.48,81.93,80.48
81.84,82.22,82.87,81.36
81.60,80.86,81.79,80.60
80.57,81.24,81.38,79.63
81.03,80.21,81.35,80.16
80.29,79.90,80.38,79.20
80.70,81.59,82.02,80.63
82.04,82.70,82.70,81.82
82.04,81.77,82.19,81.52
80.70,80.87,81.15,79.61
80.68,81.92,82.21,80.56
82.31,81.87,82.69,81.32
82.45,83.25,83.71,82.27
83.18,83.26,83.49,82.76
83.73,83.62,83.83,83.23
83.77,83.76,84.00,83.44
83.65,82.11,83.75,82.06
82.52,81.64,82.53,81.41
81.94,81.90,82.21,81.42
80.43,78.48,81.50,78.43
79.67,78.82,79.68,78.39
80.06,79.34,80.10,78.72
79.74,78.99,79.93,78.66
77.65,78.64,79.42,77.65
78.82,79.29,79.35,76.52
78.00,77.07,78.45,76.45
77.84,77.21,78.76,77.11
78.91,78.80,78.99,78.31
79.83,80.14,80.38,79.70
80.17,80.84,81.13,80.16
80.68,79.93,80.97,79.78
80.86,80.49,80.90,80.12
80.29,79.25,80.29,78.96
79.17,79.38,79.57,78.93
79.07,77.98,79.50,77.98
77.57,78.58,78.58,77.57
78.72,77.38,78.94,77.26
77.43,76.00,77.50,75.74
75.33,74.87,75.44,74.64
75.40,76.50,76.53,74.49
76.55,78.17,78.39,76.29
78.00,78.54,78.58,77.46
78.54,78.78,79.50,78.48
78.94,78.24,78.94,77.60
78.32,78.17,79.10,77.83
78.96,78.86,80.03,78.48
79.09,77.41,79.14,76.59
77.05,77.26,77.48,76.55
77.97,79.58,79.58,77.97
78.34,78.03,78.64,77.50
76.92,77.66,77.89,75.26
77.60,77.62,78.24,77.30
77.64,78.63,78.74,77.34
78.28,80.11,80.11,77.74
80.05,79.24,80.05,79.06
78.45,77.54,78.70,76.90
76.29,73.99,76.45,73.99
72.49,70.54,73.28,70.54
69.84,64.98,69.84,60.06
65.56,63.60,68.37,63.44
64.23,66.86,67.10,63.67
67.52,70.07,70.38,67.52
70.00,70.66,70.96,69.80
70.19,69.70,70.85,69.59
67.50,65.60,68.14,65.60
66.26,67.73,67.74,65.77
68.11,68.36,69.65,68.11
66.54,66.77,67.69,66.26
68.59,69.97,70.07,68.46
70.91,68.46,71.18,68.25
68.21,68.72,69.95,68.20
68.25,69.48,69.54,67.89
69.23,68.80,69.31,68.74
69.10,70.42,70.57,68.98
70.49,71.77,71.85,70.31
71.88,71.62,73.55,71.35
69.89,69.21,70.77,69.07
69.89,69.97,71.47,69.73
68.43,68.11,68.78,67.40
68.39,67.77,68.58,67.49
66.95,67.08,67.32,65.77
68.04,66.89,68.21,66.62
66.34,63.52,66.55,63.11
63.48,63.37,64.23,62.83
64.52,65.03,65.23,63.73
65.22,64.70,65.40,63.53
63.49,66.69,66.69,62.89
67.61,69.29,69.37,67.47
69.15,68.66,69.56,68.22
69.35,70.46,70.46,68.75
70.34,71.92,72.22,70.10
72.17,72.19,72.33,71.56
72.25,72.04,72.33,71.74
71.33,70.70,72.58,70.67
70.93,69.72,71.25,69.57
70.19,71.26,71.26,69.10
71.72,71.39,71.77,70.63
71.00,71.71,71.97,70.94
71.46,71.75,72.43,71.40
71.93,70.15,71.93,70.04
70.86,71.19,71.61,70.35
72.20,71.86,72.20,70.93
71.70,71.73,71.81,71.00
70.98,70.43,71.21,69.65
70.79,73.29,73.29,70.67
72.84,72.46,73.06,72.10
72.44,72.21,73.13,72.21
72.37,74.45,74.53,72.37
74.27,74.63,75.20,74.15
75.10,74.37,75.11,74.07
74.31,74.48,74.65,73.35
74.10,74.31,74.38,73.20
74.03,72.93,74.07,72.00
72.51,73.69,73.69,72.44
74.04,72.86,74.04,72.86
71.91,69.72,71.91,69.72
69.39,68.53,69.79,68.27
68.44,70.22,70.22,68.42
70.48,69.76,71.12,69.60
70.17,72.18,72.19,70.17
72.11,72.02,72.31,71.66
72.45,72.65,73.08,72.26
73.00,72.93,73.61,72.68
72.34,73.85,74.19,72.07
74.04,74.39,74.53,73.75
74.54,74.90,75.08,74.17
75.29,74.07,75.37,73.95
74.83,75.34,75.34,74.59
75.27,73.57,75.37,73.45
73.97,71.11,74.07,70.51
71.15,72.83,72.90,71.15
72.28,71.40,72.29,70.84
70.15,70.39,70.87,69.56
69.86,68.75,71.41,68.39
68.68,69.12,69.87,68.54
67.68,66.95,68.29,66.66
66.79,66.23,67.55,65.22
67.02,67.67,67.97,66.96
68.39,69.08,69.42,67.57
69.48,67.41,69.48,67.38
66.83,65.49,66.96,65.48
66.35,66.36,66.73,65.54
66.85,67.56,67.77,66.01
68.33,69.28,69.37,68.05
69.42,69.40,69.88,69.19
68.68,69.19,69.22,67.80
69.87,70.31,70.55,69.60
70.12,69.07,70.19,69.07
68.50,67.86,69.33,67.86
65.53,65.91,65.91,64.56
66.17,65.95,66.31,65.29
64.24,64.03,64.97,63.46
61.92,60.81,62.76,60.71
61.37,59.15,61.58,59.09
59.64,58.76,59.94,57.81
59.76,59.29,60.11,57.67
59.68,56.09,59.88,55.77
56.52,57.42,58.00,55.24
54.57,55.75,55.83,53.66
56.75,55.12,56.80,54.36
53.65,54.41,55.46,50.98
54.26,54.57,56.09,53.89
56.20,57.27,57.35,56.13
56.72,54.94,56.76,54.77
55.31,57.41,57.41,55.31
56.87,56.21,57.83,55.70
57.40,56.26,57.40,55.71
56.75,59.93,59.93,56.75
58.93,59.76,60.25,58.58
58.57,57.21,58.57,56.90
58.06,57.94,58.17,55.46
57.65,58.82,59.57,57.65
58.40,56.35,58.40,56.30
55.16,54.32,55.19,52.86
53.13,54.08,54.83,53.13
54.64,54.38,56.14,54.35
52.80,52.88,53.48,51.99
53.79,54.74,54.88,53.39
56.07,57.14,57.17,55.46
57.92,58.92,59.31,57.92
58.93,58.72,58.98,58.38
58.12,58.68,58.69,57.49
59.76,60.20,60.64,59.71
59.75,59.18,60.09,59.07
58.00,59.95,60.02,57.60
60.58,61.28,61.29,59.91
62.00,61.90,62.22,61.43
61.89,61.28,62.59,61.26
62.16,63.82,63.84,61.76
63.82,65.16,65.16,63.51
64.89,66.58,66.58,64.88
66.69,67.46,67.83,66.35
66.77,68.15,68.17,66.77
67.42,65.53,67.42,65.46
66.05,66.00,66.17,65.39
66.50,65.71,66.82,64.37
66.78,68.17,68.24,66.76
67.87,67.68,67.97,67.26
66.90,66.76,67.05,66.35
66.52,68.23,68.38,66.52
68.08,69.61,69.91,67.66
69.68,70.33,70.70,69.63
70.30,70.43,70.63,70.00
69.65,70.43,70.83,69.44
70.00,68.57,70.00,68.57
67.72,68.70,68.72,67.35
69.04,69.20,69.41,68.30
68.78,71.77,71.77,68.68
72.56,71.74,72.56,71.42
71.78,71.82,72.33,71.65
70.81,72.55,72.55,70.50
72.43,71.17,72.43,71.02
70.13,69.59,70.40,69.54
69.60,71.04,71.06,69.59
70.00,69.08,70.26,68.60
70.11,69.98,70.86,69.70
70.51,69.82,71.55,69.82
70.00,71.27,71.50,69.71
72.03,73.67,73.75,72.03
73.70,73.14,73.70,73.14
73.06,73.84,73.84,73.04
72.99,74.33,74.43,72.87
74.88,74.91,75.59,74.39
75.02,75.07,75.72,74.41
74.92,73.82,75.19,73.61
73.96,75.00,75.11,73.96
74.57,74.16,74.74,73.65
74.64,75.42,75.51,74.33
75.54,76.12,76.23,75.10
75.18,74.22,75.99,73.99
73.49,73.39,73.98,72.36
73.82,74.65,74.65,73.22
73.16,72.63,73.19,71.81
71.92,71.97,73.07,71.59
72.22,71.84,72.89,71.69
71.34,72.32,72.50,71.05
72.37,72.49,73.01,72.29
73.10,74.24,74.24,72.93
73.82,72.79,74.04,72.72
73.46,72.66,73.53,71.91
72.26,71.35,72.58,70.97
71.63,72.68,73.04,71.56
72.25,71.10,72.96,70.63
70.86,70.79,72.20,70.08
69.97,70.28,70.51,69.20
70.80,72.26,72.41,70.80
72.20,71.90,72.37,71.75
72.77,74.47,74.56,72.77
74.98,75.36,75.51,74.86
75.50,75.35,75.90,75.13
75.52,76.59,76.59,75.52
76.91,76.60,77.10,76.15
75.81,77.19,77.27,75.62
76.92,78.10,78.10,76.55
77.92,77.32,77.92,76.50
77.79,78.66,79.00,77.63
78.87,79.24,79.67,78.70
79.48,79.92,80.19,79.48
79.38,79.66,79.70,78.79
78.17,77.27,78.26,76.96
76.98,75.53,77.33,75.44
75.19,75.13,75.55,74.50
75.59,75.36,76.35,75.28
74.41,75.08,75.28,73.34
75.07,75.35,75.90,74.69
77.44,76.95,78.04,76.85
77.04,76.93,77.13,76.35
77.08,76.40,77.71,76.40
77.79,79.29,79.29,77.79
72.80,72.78,75.54,72.27
71.30,68.79,71.53,68.00
70.05,71.29,71.53,69.87
73.00,74.03,74.08,72.82
74.10,76.77,76.77,73.82
77.00,77.18,77.73,76.58
76.54,75.30,76.70,74.42
74.65,76.00,76.11,74.35
76.33,76.28,77.32,75.77
77.80,79.14,79.27,77.75
79.73,80.02,80.36,79.73
81.04,81.71,82.10,80.90
82.08,81.32,82.16,81.11
82.53,81.64,82.53,81.59
82.19,81.60,82.22,81.23
81.39,81.71,82.05,81.39
81.59,81.45,81.60,80.86
81.80,82.22,82.49,81.14
82.04,81.41,82.53,81.11
81.45,82.47,82.68,81.21
82.24,81.90,82.46,81.69
82.19,82.83,82.83,81.82
83.00,82.12,83.00,81.60
81.84,82.64,82.87,81.83
82.57,83.31,83.61,82.06
83.21,82.75,83.42,82.45
82.70,80.77,82.93,80.49
80.88,81.88,81.88,80.43
81.97,81.87,82.46,81.80
82.75,83.51,83.66,82.63
83.65,83.52,84.12,83.40
83.71,83.53,83.82,83.36
83.52,82.99,83.65,82.75
83.65,83.34,83.66,82.89
83.12,83.09,83.48,82.72
83.73,84.40,84.62,83.73
83.92,82.98,83.92,82.97
82.75,82.38,82.75,81.47
82.34,83.52,83.56,82.34
83.12,83.65,83.68,82.87
83.12,83.69,83.73,83.04
84.33,84.52,85.06,84.33
84.40,83.27,84.40,83.26
83.25,83.90,84.31,83.25
84.20,83.29,85.09,82.61
84.35,84.57,84.99,84.35
84.68,84.49,84.88,83.91
84.33,83.88,84.34,83.27
83.96,83.73,84.24,82.84
84.66,85.47,85.47,84.62
85.58,85.01,85.59,84.48
84.84,85.60,85.60,84.79
85.35,84.96,85.50,84.96
83.57,79.95,83.58,79.95
79.17,81.95,82.06,79.07
80.58,78.89,80.92,78.19
79.00,78.35,79.55,78.18
78.36,80.04,80.33,78.22
79.32,79.28,79.51,78.92
79.92,80.42,81.36,79.86
81.04,79.64,81.04,79.64
80.08,81.67,81.75,79.69
82.58,83.65,83.69,82.55
83.26,82.25,83.43,82.25
81.39,81.37,82.08,81.37
81.10,81.53,81.80,80.81
82.06,83.00,83.09,81.02
82.76,81.15,83.00,80.72
81.94,82.59,83.10,81.56
81.88,81.30,82.15,81.03
81.62,80.52,81.83,79.96
81.18,81.31,82.07,81.18
80.85,81.57,81.69,80.48
81.79,80.39,81.85,79.74
81.55,81.74,82.63,81.55
81.23,79.12,81.23,78.44
79.27,79.73,80.12,78.82
78.45,79.08,79.27,77.70
79.77,78.99,80.26,78.95
79.25,78.86,79.52,78.81
80.39,79.90,80.57,79.50
80.00,80.49,80.85,79.37
79.97,79.87,80.60,79.17
78.78,79.76,79.79,78.64
80.76,80.62,81.55,80.31
80.35,79.01,80.35,79.01
78.45,78.50,79.19,78.22
78.98,77.06,78.98,76.88
77.17,76.86,78.08,76.65
77.17,77.98,78.27,77.17
78.33,76.39,78.33,75.57
75.93,74.91,76.23,74.78
75.12,74.50,75.57,74.46
74.73,74.76,76.10,74.42
77.39,77.93,78.08,76.96
77.46,78.26,78.99,77.19
76.96,81.11,81.64,76.96
82.16,81.92,83.16,81.06
81.92,83.58,83.61,81.67
84.77,86.29,86.33,84.58
86.36,87.01,87.28,85.83
86.70,87.16,87.26,86.49
87.56,88.16,88.39,87.56
88.47,88.27,88.53,88.09
88.84,89.48,89.65,88.63
90.00,90.78,90.85,89.64
90.46,91.58,91.58,90.34
91.96,92.06,92.08,91.75
91.83,90.80,91.83,90.65
90.78,91.11,91.61,90.72
91.99,90.63,91.99,90.63
91.40,90.16,91.68,89.73
90.51,90.49,90.90,90.17
91.42,92.31,92.52,91.42
