CKX,CKX Lands,NASDAQ
14.56,14.56,14.56,14.56
14.97,14.20,14.97,14.20
nan,14.20,nan,nan
14.31,14.50,14.50,14.31
15.00,15.00,15.00,15.00
nan,15.00,nan,nan
14.99,14.99,14.99,14.99
nan,14.99,nan,nan
15.07,15.07,15.07,15.07
nan,15.07,nan,nan
nan,15.07,nan,nan
nan,15.07,nan,nan
15.30,15.30,15.30,15.30
N/A,N/A,N/A,N/A
nan,15.30,nan,nan
14.92,14.37,14.92,14.37
14.58,14.58,14.58,14.58
14.41,14.41,14.66,14.39
14.32,14.94,14.94,13.81
14.90,14.89,14.93,14.22
14.87,14.88,14.88,14.87
14.82,14.79,14.82,14.79
N/A,N/A,N/A,N/A
14.77,14.75,14.77,14.75
14.90,14.88,14.90,14.88
14.90,14.25,14.90,14.16
14.41,14.97,14.97,14.41
14.53,13.82,14.53,13.82
14.01,14.36,14.38,14.01
nan,14.36,nan,nan
14.19,14.19,14.19,14.19
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,14.19,nan,nan
nan,14.19,nan,nan
14.10,14.20,14.40,14.10
nan,14.20,nan,nan
14.08,13.90,14.08,13.90
14.00,13.93,14.05,13.88
13.91,14.05,14.14,13.91
nan,14.05,nan,nan
nan,14.05,nan,nan
13.75,13.75,13.75,13.75
13.81,14.32,14.32,13.81
nan,14.32,nan,nan
nan,14.32,nan,nan
13.97,14.29,14.29,13.97
nan,14.29,nan,nan
nan,14.29,nan,nan
14.32,13.89,14.32,13.89
14.00,13.90,14.00,13.90
13.75,13.75,13.75,13.75
13.95,14.06,14.06,13.90
13.94,14.00,14.00,13.94
14.25,14.33,14.33,14.18
14.34,14.34,14.34,14.34
nan,14.34,nan,nan
14.33,14.34,14.36,14.33
14.95,14.95,14.95,14.95
15.00,14.87,15.00,14.87
nan,14.87,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
16.13,16.13,16.13,16.13
nan,16.13,nan,nan
15.70,14.81,15.70,14.43
nan,14.81,nan,nan
nan,14.81,nan,nan
14.80,15.00,15.00,14.40
nan,15.00,nan,nan
nan,15.00,nan,nan
14.33,14.93,14.93,14.33
15.10,15.10,15.10,15.10
nan,15.10,nan,nan
nan,15.10,nan,nan
nan,15.10,nan,nan
nan,15.10,nan,nan
nan,15.10,nan,nan
nan,15.10,nan,nan
15.28,15.28,15.28,15.28
nan,15.28,nan,nan
nan,15.28,nan,nan
15.00,14.97,15.00,14.35
15.00,14.38,15.00,14.38
nan,14.38,nan,nan
nan,14.38,nan,nan
14.50,14.50,14.50,14.50
nan,14.50,nan,nan
14.50,15.00,15.22,14.50
nan,15.00,nan,nan
nan,15.00,nan,nan
nan,15.00,nan,nan
nan,15.00,nan,nan
nan,15.00,nan,nan
nan,15.00,nan,nan
nan,15.00,nan,nan
nan,15.00,nan,nan
14.46,14.30,14.48,14.13
nan,14.30,nan,nan
14.50,14.20,14.50,14.15
14.25,14.25,14.25,14.25
nan,14.25,nan,nan
nan,14.25,nan,nan
nan,14.25,nan,nan
nan,14.25,nan,nan
14.33,14.33,14.33,14.33
nan,14.33,nan,nan
nan,14.33,nan,nan
nan,14.33,nan,nan
nan,14.33,nan,nan
nan,14.33,nan,nan
nan,14.33,nan,nan
nan,14.33,nan,nan
nan,14.33,nan,nan
nan,14.33,nan,nan
14.25,14.25,14.25,14.25
nan,14.25,nan,nan
nan,14.25,nan,nan
nan,14.25,nan,nan
nan,14.25,nan,nan
14.98,14.98,14.98,14.98
14.88,14.88,14.88,14.88
14.97,14.97,14.97,14.97
nan,14.97,nan,nan
nan,14.97,nan,nan
nan,14.97,nan,nan
nan,14.97,nan,nan
nan,14.97,nan,nan
nan,14.97,nan,nan
14.44,14.42,14.47,14.42
14.34,14.34,14.34,14.34
14.35,14.54,14.54,14.25
14.33,14.88,14.90,14.30
14.77,14.80,14.80,14.77
nan,14.80,nan,nan
nan,14.80,nan,nan
14.50,15.00,15.00,14.50
nan,15.00,nan,nan
nan,15.00,nan,nan
nan,15.00,nan,nan
14.30,14.26,14.50,14.26
14.29,14.40,14.40,14.28
nan,14.40,nan,nan
nan,14.40,nan,nan
nan,14.40,nan,nan
14.50,14.50,14.50,14.50
14.50,14.50,14.50,14.50
14.82,14.82,14.82,14.82
nan,14.82,nan,nan
nan,14.82,nan,nan
14.94,14.83,14.94,14.83
14.50,14.50,14.50,14.50
nan,14.50,nan,nan
14.50,14.50,14.50,14.35
14.95,14.90,14.95,14.90
14.65,14.70,14.70,14.54
14.70,14.72,14.72,14.70
nan,14.72,nan,nan
nan,14.72,nan,nan
14.89,14.89,14.89,14.89
14.54,14.60,14.91,14.54
14.58,14.44,14.58,14.36
14.55,14.65,14.65,14.50
nan,14.65,nan,nan
nan,14.65,nan,nan
14.50,14.80,14.80,14.50
14.74,14.74,14.74,14.74
nan,14.74,nan,nan
nan,14.74,nan,nan
14.89,14.89,14.89,14.89
nan,14.89,nan,nan
nan,14.89,nan,nan
14.53,14.54,14.54,14.53
14.80,14.80,14.80,14.80
nan,14.80,nan,nan
14.70,14.70,14.70,14.70
14.77,15.23,15.23,14.77
nan,15.23,nan,nan
nan,15.23,nan,nan
15.85,15.28,15.85,15.28
15.20,16.20,16.70,15.20
nan,16.20,nan,nan
16.25,15.14,16.25,15.10
15.30,14.90,16.45,14.80
15.05,15.20,15.80,15.03
nan,15.20,nan,nan
nan,15.20,nan,nan
nan,15.20,nan,nan
15.10,15.10,15.10,15.10
nan,15.10,nan,nan
14.58,14.58,14.58,14.58
14.98,14.90,15.85,14.90
nan,14.90,nan,nan
15.51,14.81,15.51,14.74
nan,14.81,nan,nan
14.82,14.82,14.82,14.82
15.00,14.81,15.00,14.81
nan,14.81,nan,nan
14.70,14.70,14.70,14.70
14.78,14.78,14.78,14.78
14.95,14.99,14.99,14.95
14.97,15.09,15.69,14.82
14.92,14.90,14.92,14.90
nan,14.90,nan,nan
nan,14.90,nan,nan
nan,14.90,nan,nan
nan,14.90,nan,nan
14.87,14.85,14.87,14.85
N/A,N/A,N/A,N/A
14.81,14.99,14.99,14.58
15.70,15.49,15.70,15.49
nan,15.49,nan,nan
nan,15.49,nan,nan
14.58,14.84,14.84,14.58
nan,14.84,nan,nan
15.04,14.95,15.23,14.90
14.95,14.95,14.95,14.95
nan,14.95,nan,nan
nan,14.95,nan,nan
14.72,15.15,15.30,14.72
nan,15.15,nan,nan
15.15,15.30,15.30,15.15
nan,15.30,nan,nan
14.81,14.79,14.81,14.79
14.79,15.01,15.04,14.69
nan,15.01,nan,nan
nan,15.01,nan,nan
15.12,15.12,15.12,15.12
15.40,15.40,15.40,15.40
15.01,15.01,15.01,15.01
nan,15.01,nan,nan
nan,15.01,nan,nan
15.36,15.08,15.63,15.02
15.17,15.48,15.48,15.17
nan,15.48,nan,nan
nan,15.48,nan,nan
nan,15.48,nan,nan
nan,15.48,nan,nan
nan,15.48,nan,nan
nan,15.48,nan,nan
15.80,15.90,16.10,15.80
16.02,16.10,16.10,16.02
15.76,15.76,15.76,15.76
15.87,15.06,15.87,15.06
15.07,15.66,15.68,15.07
16.80,16.80,17.25,16.60
nan,16.80,nan,nan
16.42,16.42,16.42,16.42
16.71,16.71,16.71,16.71
17.05,17.05,17.05,16.96
16.42,16.42,16.42,16.42
N/A,N/A,N/A,N/A
16.19,16.19,16.19,16.19
16.25,16.65,16.65,16.25
16.50,16.50,16.50,16.50
nan,16.50,nan,nan
nan,16.50,nan,nan
16.40,16.40,16.40,16.40
nan,16.40,nan,nan
16.50,16.50,16.50,16.50
nan,16.50,nan,nan
N/A,N/A,N/A,N/A
16.50,16.50,16.50,16.50
16.40,16.50,16.50,16.40
N/A,N/A,N/A,N/A
nan,16.50,nan,nan
nan,16.50,nan,nan
nan,16.50,nan,nan
nan,16.50,nan,nan
16.00,16.50,16.50,16.00
nan,16.50,nan,nan
16.41,16.00,16.41,16.00
15.62,15.62,15.62,15.62
nan,15.62,nan,nan
nan,15.62,nan,nan
16.26,16.53,17.00,16.26
15.87,15.87,15.87,15.87
15.94,16.25,16.25,15.94
16.00,16.00,16.00,16.00
15.64,16.00,16.00,15.55
N/A,N/A,N/A,N/A
nan,16.00,nan,nan
15.52,15.77,15.77,15.52
nan,15.77,nan,nan
16.10,16.10,16.10,16.10
nan,16.10,nan,nan
nan,16.10,nan,nan
15.90,15.90,15.90,15.90
16.00,15.96,16.40,15.96
nan,15.96,nan,nan
nan,15.96,nan,nan
nan,15.96,nan,nan
16.13,15.77,16.13,15.70
16.34,16.28,16.39,16.28
16.38,16.38,16.40,16.38
nan,16.38,nan,nan
16.25,16.00,16.25,16.00
15.69,15.98,15.98,15.69
15.61,15.97,16.00,15.58
nan,15.97,nan,nan
nan,15.97,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
15.42,15.42,15.42,15.42
nan,15.42,nan,nan
15.85,16.10,16.10,15.85
nan,16.10,nan,nan
nan,16.10,nan,nan
16.36,16.36,16.36,16.36
nan,16.36,nan,nan
nan,16.36,nan,nan
16.40,16.40,16.40,16.40
nan,16.40,nan,nan
15.73,15.73,15.73,15.73
nan,15.73,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,15.73,nan,nan
15.85,15.85,15.85,15.85
15.82,15.75,15.82,15.75
nan,15.75,nan,nan
nan,15.75,nan,nan
nan,15.75,nan,nan
15.95,15.95,15.95,15.95
15.90,15.90,15.90,15.90
nan,15.90,nan,nan
nan,15.90,nan,nan
nan,15.90,nan,nan
15.70,15.91,15.91,15.70
N/A,N/A,N/A,N/A
nan,15.91,nan,nan
15.90,15.90,15.90,15.90
N/A,N/A,N/A,N/A
nan,15.90,nan,nan
nan,15.90,nan,nan
nan,15.90,nan,nan
15.85,15.81,15.85,15.81
15.60,15.88,16.10,15.60
15.38,15.82,15.82,15.38
15.88,15.88,15.88,15.42
15.80,15.90,15.90,15.80
16.00,15.85,16.00,15.85
15.99,15.86,15.99,15.85
15.87,15.87,15.87,15.87
15.98,15.98,15.98,15.98
nan,15.98,nan,nan
15.88,16.20,16.40,15.88
15.86,15.88,15.88,15.86
15.51,15.40,15.51,15.36
15.26,15.48,15.92,15.26
15.99,15.99,15.99,15.99
nan,15.99,nan,nan
15.99,15.99,15.99,15.99
nan,15.99,nan,nan
15.90,15.71,15.90,15.71
15.80,15.80,15.80,15.52
15.75,15.80,15.80,15.75
nan,15.80,nan,nan
15.67,15.90,15.90,15.67
nan,15.90,nan,nan
15.74,15.82,15.82,15.74
15.74,15.79,15.79,15.74
15.74,15.74,15.74,15.47
15.74,15.84,15.84,15.74
nan,15.84,nan,nan
nan,15.84,nan,nan
nan,15.84,nan,nan
nan,15.84,nan,nan
nan,15.84,nan,nan
15.55,15.50,15.62,15.50
15.84,15.80,15.85,15.80
15.93,15.93,15.93,15.93
N/A,N/A,N/A,N/A
15.98,16.00,16.00,15.98
15.80,15.98,15.98,15.52
15.73,16.30,16.35,15.73
15.83,16.25,16.34,15.70
15.74,15.74,15.74,15.74
15.60,15.64,15.85,15.16
15.78,15.78,15.88,15.65
15.80,15.79,15.80,15.79
nan,15.79,nan,nan
15.80,15.90,15.90,15.78
15.79,15.58,15.79,15.58
15.77,15.99,15.99,15.52
15.21,15.21,15.21,15.21
15.17,15.15,15.17,15.10
15.60,15.55,15.75,15.45
15.65,15.50,15.73,15.16
15.55,15.50,15.55,15.10
nan,15.50,nan,nan
15.16,15.16,15.16,15.16
15.22,15.22,15.22,15.22
14.80,14.75,14.97,14.70
14.78,15.05,15.28,14.10
nan,15.05,nan,nan
14.96,15.00,15.00,14.96
14.89,14.78,15.01,14.57
15.05,15.10,15.20,14.96
15.20,15.23,16.39,14.95
15.13,14.95,15.13,14.87
14.94,15.25,15.25,14.80
15.05,15.20,15.39,14.95
15.50,16.00,16.33,15.50
15.95,15.13,16.15,15.10
15.17,14.96,15.20,14.86
15.18,15.30,15.43,14.68
15.21,16.55,16.55,14.15
16.50,16.60,17.98,16.34
16.30,15.95,16.98,15.50
16.34,15.56,16.41,15.40
15.81,14.83,15.81,14.83
15.00,14.95,15.00,14.75
14.95,14.80,15.00,14.54
14.75,14.67,14.87,14.66
15.10,15.37,15.37,14.54
14.98,14.74,14.98,14.63
15.07,14.80,15.34,14.80
15.11,15.01,15.21,14.75
nan,15.01,nan,nan
14.74,14.74,14.74,14.74
14.72,14.50,14.75,14.50
14.75,14.94,14.94,14.50
14.74,14.50,14.91,14.50
N/A,N/A,N/A,N/A
nan,14.50,nan,nan
nan,14.50,nan,nan
14.29,14.30,14.30,14.29
N/A,N/A,N/A,N/A
14.50,14.42,14.52,14.15
14.55,14.51,14.55,14.50
14.45,14.16,14.48,14.16
14.22,14.50,14.50,14.22
14.45,14.45,14.45,14.45
14.36,14.35,14.38,14.32
14.34,14.67,14.83,14.29
15.07,15.05,15.17,14.60
14.56,14.83,14.83,14.56
14.56,14.64,14.95,14.56
14.42,14.55,14.78,14.42
14.18,14.31,14.61,14.18
nan,14.31,nan,nan
nan,14.31,nan,nan
nan,14.31,nan,nan
14.66,14.59,14.66,14.59
nan,14.59,nan,nan
nan,14.59,nan,nan
14.24,14.40,14.40,13.99
14.05,14.15,14.40,13.80
14.25,14.30,14.45,14.00
14.30,14.06,14.31,14.01
nan,14.06,nan,nan
14.20,14.15,14.26,14.10
14.22,14.48,14.50,14.00
14.42,14.52,14.52,14.42
14.49,14.49,14.49,14.35
14.25,14.75,14.75,14.02
14.46,14.30,15.55,14.15
14.40,14.73,14.98,14.00
14.26,14.84,14.88,14.25
14.87,14.53,14.88,14.53
14.16,14.44,14.68,14.12
14.50,14.78,15.56,14.45
14.74,14.60,15.24,14.60
14.96,14.97,14.97,14.96
nan,14.97,nan,nan
14.56,14.40,14.73,14.27
14.42,15.02,15.02,14.42
15.31,15.31,15.31,15.31
15.31,15.25,15.31,14.95
15.25,15.04,15.25,15.04
15.21,14.56,15.21,14.56
15.04,14.53,15.04,14.53
14.77,14.77,14.77,14.77
14.44,14.45,14.47,14.11
14.45,14.45,14.45,14.45
14.80,14.14,14.92,14.14
14.24,14.23,14.25,14.19
15.23,15.23,15.23,15.23
14.51,14.84,14.84,14.51
15.91,15.91,15.91,15.06
16.31,16.75,16.75,16.25
16.49,16.33,16.49,16.33
nan,16.33,nan,nan
16.27,15.58,16.31,15.57
16.23,15.70,16.23,15.63
15.26,15.33,15.33,15.26
15.25,15.25,15.25,15.25
15.00,15.00,15.00,15.00
N/A,N/A,N/A,N/A
15.50,15.72,15.72,15.50
15.61,15.31,15.61,14.45
15.00,15.02,15.10,15.00
15.22,15.22,15.22,15.22
14.94,14.89,14.94,14.89
15.10,15.10,15.10,15.10
15.05,14.90,15.05,14.81
14.76,14.92,14.92,14.62
14.58,14.53,14.58,14.32
nan,14.53,nan,nan
N/A,N/A,N/A,N/A
14.05,14.10,14.10,14.05
nan,14.10,nan,nan
nan,14.10,nan,nan
nan,14.10,nan,nan
14.01,13.98,14.03,13.97
13.97,14.00,14.00,13.94
14.01,13.51,14.01,13.51
N/A,N/A,N/A,N/A
13.44,13.44,13.44,13.44
13.65,13.65,13.65,13.65
N/A,N/A,N/A,N/A
nan,13.65,nan,nan
nan,13.65,nan,nan
nan,13.65,nan,nan
nan,13.65,nan,nan
nan,13.65,nan,nan
nan,13.65,nan,nan
14.05,13.76,14.05,13.35
nan,13.76,nan,nan
nan,13.76,nan,nan
N/A,N/A,N/A,N/A
nan,13.76,nan,nan
nan,13.76,nan,nan
13.79,13.79,13.79,13.79
13.80,13.15,13.80,13.15
nan,13.15,nan,nan
12.76,13.20,13.20,12.76
12.95,12.45,12.95,12.45
nan,12.45,nan,nan
12.97,12.97,13.01,12.96
12.02,12.45,12.77,11.50
12.30,12.30,12.30,12.30
12.03,12.20,12.30,12.00
nan,12.20,nan,nan
12.36,12.36,12.36,12.36
nan,12.36,nan,nan
nan,12.36,nan,nan
10.80,11.30,11.30,10.80
11.20,11.20,11.20,11.20
nan,11.20,nan,nan
nan,11.20,nan,nan
nan,11.20,nan,nan
nan,11.20,nan,nan
11.20,11.27,11.27,11.20
11.20,11.20,11.20,11.20
11.47,11.47,11.47,11.47
nan,11.47,nan,nan
11.35,11.81,11.88,11.35
N/A,N/A,N/A,N/A
11.93,12.20,12.20,11.93
nan,12.20,nan,nan
nan,12.20,nan,nan
nan,12.20,nan,nan
nan,12.20,nan,nan
nan,12.20,nan,nan
12.35,10.60,12.36,10.60
11.34,12.18,12.18,11.15
N/A,N/A,N/A,N/A
11.42,11.45,11.45,11.42
11.89,11.90,11.90,11.89
12.21,11.50,12.21,11.50
11.34,11.34,11.34,11.34
11.25,11.52,11.52,11.25
11.15,10.76,11.15,10.76
N/A,N/A,N/A,N/A
11.40,12.25,12.29,11.40
12.03,12.01,12.03,12.00
nan,12.01,nan,nan
nan,12.01,nan,nan
nan,12.01,nan,nan
11.78,11.78,11.78,11.78
12.30,12.30,12.30,12.30
11.83,11.34,11.83,11.34
nan,11.34,nan,nan
nan,11.34,nan,nan
nan,11.34,nan,nan
N/A,N/A,N/A,N/A
nan,11.34,nan,nan
nan,11.34,nan,nan
11.52,11.68,11.68,11.52
nan,11.68,nan,nan
nan,11.68,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,11.68,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,11.68,nan,nan
11.55,11.34,11.55,11.34
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,11.34,nan,nan
N/A,N/A,N/A,N/A
nan,11.34,nan,nan
N/A,N/A,N/A,N/A
11.45,11.45,11.45,11.45
10.99,10.90,10.99,10.90
nan,10.90,nan,nan
10.95,10.83,11.00,10.80
nan,10.83,nan,nan
nan,10.83,nan,nan
N/A,N/A,N/A,N/A
nan,10.83,nan,nan
10.83,10.78,10.83,10.76
10.81,10.80,10.81,10.80
nan,10.80,nan,nan
10.52,10.50,10.52,10.50
10.60,10.50,10.60,10.50
nan,10.50,nan,nan
10.70,10.78,10.78,10.70
nan,10.78,nan,nan
nan,10.78,nan,nan
10.35,10.35,10.35,10.35
10.35,10.05,10.35,10.05
10.30,10.30,10.30,10.30
N/A,N/A,N/A,N/A
9.95,10.05,10.25,9.95
nan,10.05,nan,nan
9.50,10.00,10.00,9.50
nan,10.00,nan,nan
nan,10.00,nan,nan
nan,10.00,nan,nan
9.95,9.95,9.95,9.95
9.42,9.42,9.42,9.42
9.92,9.94,9.99,9.92
nan,9.94,nan,nan
9.76,9.76,9.76,9.76
nan,9.76,nan,nan
9.75,9.75,9.75,9.75
nan,9.75,nan,nan
nan,9.75,nan,nan
10.35,10.02,10.35,10.02
nan,10.02,nan,nan
9.30,9.30,9.30,9.30
N/A,N/A,N/A,N/A
9.76,9.75,9.76,9.75
9.40,9.40,9.50,9.40
nan,9.40,nan,nan
9.74,9.75,9.75,9.36
9.94,9.85,9.94,9.85
N/A,N/A,N/A,N/A
nan,9.85,nan,nan
N/A,N/A,N/A,N/A
9.83,9.82,9.84,9.82
nan,9.82,nan,nan
nan,9.82,nan,nan
9.70,9.70,9.70,9.70
9.75,9.75,9.76,9.75
nan,9.75,nan,nan
nan,9.75,nan,nan
nan,9.75,nan,nan
9.52,9.67,10.00,9.52
9.67,9.05,9.67,9.05
10.00,10.00,10.00,10.00
9.53,9.50,9.53,9.50
9.35,9.55,9.55,9.30
nan,9.55,nan,nan
nan,9.55,nan,nan
nan,9.55,nan,nan
9.32,9.32,9.32,9.32
nan,9.32,nan,nan
nan,9.32,nan,nan
nan,9.32,nan,nan
nan,9.32,nan,nan
9.30,9.30,9.30,9.30
nan,9.30,nan,nan
nan,9.30,nan,nan
9.48,9.48,9.48,9.48
9.41,9.45,9.46,9.41
9.45,9.60,9.60,9.45
nan,9.60,nan,nan
nan,9.60,nan,nan
nan,9.60,nan,nan
9.88,9.88,9.88,9.83
9.94,9.90,9.94,9.90
nan,9.90,nan,nan
9.62,9.62,9.62,9.62
9.88,10.35,10.35,9.88
nan,10.35,nan,nan
10.35,10.35,10.35,10.35
nan,10.35,nan,nan
nan,10.35,nan,nan
10.35,10.35,10.35,10.35
10.35,10.35,10.35,10.35
nan,10.35,nan,nan
10.50,10.50,10.50,10.50
nan,10.50,nan,nan
10.55,10.50,10.55,10.50
10.55,10.63,10.63,10.55
10.56,10.56,10.56,10.56
nan,10.56,nan,nan
10.90,10.90,10.90,10.90
10.79,10.94,10.95,10.79
10.84,11.20,11.20,10.84
11.30,11.10,11.30,10.60
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,11.10,nan,nan
nan,11.10,nan,nan
11.25,11.29,11.29,11.25
N/A,N/A,N/A,N/A
nan,11.29,nan,nan
N/A,N/A,N/A,N/A
11.31,11.31,11.31,11.31
nan,11.31,nan,nan
11.32,11.32,11.32,11.32
nan,11.32,nan,nan
nan,11.32,nan,nan
nan,11.32,nan,nan
12.00,12.00,12.00,12.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
12.00,12.00,12.00,12.00
N/A,N/A,N/A,N/A
12.40,12.40,12.68,12.40
nan,12.40,nan,nan
12.68,12.30,12.68,12.08
nan,12.30,nan,nan
12.50,12.50,12.50,12.50
N/A,N/A,N/A,N/A
nan,12.50,nan,nan
12.06,11.25,12.06,10.88
11.60,11.65,11.65,11.60
nan,11.65,nan,nan
11.70,11.50,11.85,11.49
nan,11.50,nan,nan
N/A,N/A,N/A,N/A
12.02,11.80,12.10,11.55
11.32,11.22,11.53,11.07
11.36,11.60,11.72,10.90
11.35,11.55,11.64,11.20
11.50,11.50,11.50,11.50
11.65,11.86,12.00,11.60
11.75,11.75,11.75,11.75
11.38,11.79,11.99,11.38
11.10,11.46,11.75,11.10
11.49,11.45,11.81,11.36
11.39,11.30,11.40,11.30
11.23,11.25,11.36,11.23
N/A,N/A,N/A,N/A
nan,11.25,nan,nan
11.24,11.24,11.37,11.24
11.12,11.12,11.12,11.11
11.10,11.10,11.10,11.10
11.15,11.15,11.15,11.15
11.40,11.30,11.40,11.30
11.35,11.33,11.40,11.33
N/A,N/A,N/A,N/A
11.25,11.70,11.96,11.25
11.34,11.34,11.34,11.34
nan,11.34,nan,nan
11.43,11.55,11.75,11.43
11.44,11.89,11.89,11.44
11.70,11.35,11.85,11.35
nan,11.35,nan,nan
11.50,11.75,11.90,11.45
12.25,11.56,12.25,11.52
11.30,11.31,11.31,11.30
11.22,11.24,11.77,10.98
11.04,11.22,11.41,11.04
11.48,11.48,11.48,11.48
11.05,11.21,11.21,11.05
11.40,11.21,11.40,11.09
nan,11.21,nan,nan
nan,11.21,nan,nan
nan,11.21,nan,nan
nan,11.21,nan,nan
11.25,11.42,11.42,11.25
nan,11.42,nan,nan
nan,11.42,nan,nan
nan,11.42,nan,nan
10.98,10.98,10.98,10.98
nan,10.98,nan,nan
11.00,11.27,11.27,11.00
nan,11.27,nan,nan
N/A,N/A,N/A,N/A
11.44,11.44,11.44,11.44
11.49,11.50,11.50,11.47
11.50,11.50,11.50,11.50
nan,11.50,nan,nan
nan,11.50,nan,nan
nan,11.50,nan,nan
nan,11.50,nan,nan
11.04,10.65,11.04,10.65
10.65,10.65,10.65,10.65
N/A,N/A,N/A,N/A
nan,10.65,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
10.65,10.55,10.65,10.55
10.60,10.60,10.60,10.60
10.60,10.93,10.93,10.60
nan,10.93,nan,nan
10.21,10.30,10.30,10.20
nan,10.30,nan,nan
10.30,10.30,10.30,10.30
10.31,10.31,10.31,10.31
10.35,10.30,10.40,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.30,10.30,10.30,10.30
10.51,10.51,10.51,10.51
10.30,10.98,10.98,10.30
nan,10.98,nan,nan
nan,10.98,nan,nan
nan,10.98,nan,nan
N/A,N/A,N/A,N/A
10.89,11.33,11.33,10.50
11.20,11.20,11.20,11.20
11.00,11.00,11.00,11.00
nan,11.00,nan,nan
nan,11.00,nan,nan
nan,11.00,nan,nan
10.91,10.95,10.95,10.91
10.65,10.65,10.65,10.65
10.65,10.65,10.65,10.65
nan,10.65,nan,nan
10.46,10.36,10.46,10.36
10.85,10.90,10.90,10.85
nan,10.90,nan,nan
nan,10.90,nan,nan
N/A,N/A,N/A,N/A
nan,10.90,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
11.00,11.00,11.00,11.00
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,11.00,nan,nan
10.41,10.41,10.41,10.41
10.50,10.90,10.90,10.50
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
nan,10.90,nan,nan
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
N/A,N/A,N/A,N/A
11.24,11.24,11.24,11.24
N/A,N/A,N/A,N/A
nan,11.24,nan,nan
N/A,N/A,N/A,N/A
nan,11.24,nan,nan
nan,11.24,nan,nan
11.25,10.90,11.25,10.90
11.05,11.05,11.05,11.05
N/A,N/A,N/A,N/A
10.90,10.90,10.95,10.85
nan,10.90,nan,nan
nan,10.90,nan,nan
nan,10.90,nan,nan
10.62,10.62,10.62,10.62
nan,10.62,nan,nan
11.00,10.97,11.00,10.97
nan,10.97,nan,nan
10.60,10.90,10.90,10.60
10.90,10.90,10.90,10.90
nan,10.90,nan,nan
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
nan,11.00,nan,nan
10.90,10.90,10.90,10.90
10.60,10.60,10.60,10.60
N/A,N/A,N/A,N/A
nan,10.60,nan,nan
nan,10.60,nan,nan
11.00,11.00,11.00,11.00
11.05,11.05,11.05,11.05
nan,11.05,nan,nan
nan,11.05,nan,nan
10.60,11.00,11.05,10.60
10.90,10.50,11.05,10.50
10.65,11.05,11.05,10.65
10.90,11.15,11.35,10.80
11.37,11.25,11.80,10.90
11.15,11.20,11.90,11.15
10.90,11.05,11.05,10.85
10.90,11.20,11.85,10.90
10.95,10.95,11.20,10.93
10.85,10.90,10.90,10.85
11.50,11.40,11.50,11.35
11.30,11.20,11.35,11.20
