KMB,Kimberly-Clark Corporation Common Stock,NASDAQ
95.88,94.66,95.88,93.81
95.73,95.78,96.42,94.83
94.64,95.09,96.05,93.76
95.70,95.60,96.06,94.41
96.41,96.99,97.30,96.27
97.48,97.32,98.19,97.15
97.00,97.14,97.54,96.43
96.88,97.17,98.05,96.88
97.38,97.04,97.91,96.64
96.84,97.03,97.41,96.03
97.43,97.39,97.58,96.09
97.93,98.07,98.59,97.54
98.69,98.53,99.08,98.32
98.72,98.59,98.97,98.00
99.48,99.65,99.85,98.92
99.42,99.88,99.93,99.25
99.89,100.12,100.21,99.07
99.89,100.19,100.27,99.52
100.67,99.64,100.81,99.52
99.75,98.91,100.02,98.79
98.94,99.49,99.49,98.16
97.46,97.68,98.91,96.14
97.68,98.20,98.36,96.58
98.18,97.85,98.30,97.67
97.82,98.47,98.79,97.63
98.34,98.39,98.59,97.44
98.19,98.14,98.69,97.91
98.54,97.96,98.98,97.70
97.91,98.80,99.27,97.91
99.44,98.79,99.99,98.25
98.67,99.61,99.64,98.16
99.27,99.32,99.69,99.02
99.26,99.74,99.92,99.13
99.33,98.96,99.55,98.62
99.14,98.57,99.16,97.83
98.42,98.53,98.92,98.01
98.09,98.30,98.41,97.45
98.39,98.14,98.97,97.80
97.94,96.78,98.24,96.60
96.51,95.80,96.70,95.74
95.56,94.94,95.61,94.88
94.90,94.60,94.93,94.21
94.60,94.99,95.66,94.40
94.85,94.08,94.93,94.01
94.12,95.61,96.31,93.60
95.99,95.89,96.24,95.51
95.93,94.53,96.08,94.51
93.67,93.53,94.05,92.72
93.32,92.53,93.35,92.50
92.20,92.95,93.31,92.00
93.21,93.48,93.59,92.77
94.16,92.64,94.22,92.45
92.45,92.49,92.71,91.44
92.39,92.27,92.45,91.60
92.52,93.06,93.59,92.00
93.03,93.61,93.61,92.80
94.10,93.90,94.52,93.28
93.69,94.56,94.59,93.23
94.57,94.85,95.45,94.39
95.16,95.69,95.92,95.04
96.55,96.43,96.95,96.20
96.44,96.36,96.87,96.03
96.40,97.71,97.73,96.05
97.91,97.20,97.98,96.68
97.09,96.20,97.20,96.19
96.16,95.79,96.28,95.26
95.75,95.37,96.01,95.30
95.67,94.69,96.10,94.60
94.91,95.46,95.53,94.75
95.17,94.79,95.34,94.09
94.40,94.22,94.89,93.78
93.49,94.38,94.62,93.42
94.23,94.26,94.27,93.20
94.26,94.44,94.73,93.31
94.38,94.26,94.79,94.03
93.81,93.86,94.65,93.55
93.51,93.19,94.12,93.12
93.55,94.28,95.00,93.20
94.99,95.93,95.94,94.57
95.85,96.95,97.01,95.30
96.45,96.96,96.97,96.22
96.91,96.55,96.97,96.34
97.03,98.00,98.40,96.86
97.65,99.04,99.24,97.54
99.63,99.18,99.63,98.49
98.83,98.83,98.88,98.00
102.43,102.97,103.48,100.83
102.22,104.96,105.32,102.19
104.72,104.21,105.05,104.17
104.00,105.51,105.56,103.62
105.51,107.31,107.84,105.27
107.42,108.17,108.21,107.01
108.33,107.90,108.56,107.01
107.89,108.00,108.39,107.15
107.87,108.01,108.29,107.27
108.05,108.85,108.88,107.54
108.54,108.81,109.04,108.05
108.96,109.63,109.72,108.34
109.66,107.88,109.68,107.73
107.88,108.03,108.10,106.72
108.03,107.96,108.75,107.83
107.89,108.21,108.40,107.47
107.74,108.84,108.85,107.57
109.10,109.71,109.91,108.85
111.54,109.26,111.68,108.28
109.00,108.00,109.44,107.59
107.74,107.88,108.15,107.39
107.84,107.82,108.87,107.57
108.05,107.92,108.53,107.71
107.74,109.00,109.29,107.74
108.99,108.36,109.37,108.16
108.44,108.13,108.89,108.13
108.22,108.22,108.39,107.51
108.25,109.16,109.54,108.14
108.86,107.15,109.40,107.04
106.59,106.48,106.74,105.51
105.00,104.20,105.13,104.04
104.03,103.90,104.30,103.42
104.75,105.58,105.60,104.73
105.85,105.83,106.23,105.38
105.42,104.91,105.50,104.58
105.16,105.38,106.17,104.97
105.12,103.83,105.26,103.74
104.02,103.92,104.34,103.36
104.39,104.03,104.89,103.85
103.78,102.75,103.99,102.53
103.25,105.14,105.18,102.71
104.33,104.38,105.08,104.04
104.67,105.18,105.61,104.17
105.29,104.54,105.39,104.43
104.70,104.79,105.18,104.45
104.80,104.99,105.13,104.41
105.22,105.10,105.80,105.00
105.10,105.93,105.97,104.95
105.73,104.46,105.74,104.16
104.32,103.84,104.62,103.52
104.31,104.35,104.92,103.95
104.78,104.36,105.31,104.09
103.36,103.98,104.86,102.81
103.88,103.28,103.89,103.06
103.50,103.73,104.10,103.31
104.05,104.86,104.87,103.90
104.39,104.73,105.58,104.21
104.74,105.43,105.69,104.43
105.46,105.38,105.69,104.70
105.18,106.05,106.07,104.53
106.47,105.46,106.49,105.44
105.86,106.43,106.85,105.34
106.35,106.01,106.82,105.92
105.52,105.42,106.22,105.13
108.12,107.40,110.42,106.75
107.83,107.45,108.19,106.86
107.45,108.65,108.77,107.24
107.42,107.01,107.82,106.05
107.59,108.40,108.77,107.48
107.26,109.37,109.76,106.54
109.00,105.49,109.56,105.30
106.14,105.56,106.50,104.93
105.20,105.60,106.06,104.96
106.07,106.35,106.36,105.56
106.53,106.90,107.25,106.49
106.90,107.61,107.64,106.48
107.61,108.59,108.93,107.15
108.67,107.96,108.82,107.09
107.64,108.75,108.85,107.43
108.73,110.24,110.44,108.30
109.99,109.73,110.13,108.83
109.43,108.78,110.00,108.67
109.12,109.97,110.68,109.00
110.34,109.85,111.29,109.76
110.38,110.16,111.24,110.03
110.27,109.99,110.74,109.88
110.20,108.56,110.50,108.53
108.44,108.90,109.39,108.03
109.00,110.35,110.88,108.85
109.67,109.04,109.67,108.54
109.80,110.86,111.19,109.57
108.63,108.64,109.70,108.32
108.92,109.39,109.88,108.75
109.91,108.95,109.99,108.29
108.97,109.17,109.66,108.80
109.10,109.05,109.45,108.71
108.67,109.75,109.92,108.33
109.97,109.08,110.86,108.99
108.59,109.66,109.86,108.51
110.04,111.05,111.22,109.80
111.14,110.80,111.18,110.25
110.74,109.86,111.56,109.51
109.86,109.77,110.40,109.35
110.46,110.16,111.71,110.11
110.51,110.66,111.59,110.37
110.64,110.56,111.30,110.22
110.60,110.64,111.30,110.38
110.87,109.64,111.20,109.63
110.45,109.82,110.45,109.39
110.36,110.25,110.47,109.58
109.78,109.60,110.14,108.56
110.18,109.50,110.39,109.10
109.95,109.75,110.36,109.55
110.16,109.77,111.11,109.59
109.78,110.11,111.20,109.53
109.95,110.74,110.94,109.81
111.01,111.23,111.93,110.72
111.30,111.07,112.77,111.07
110.95,109.75,111.63,109.68
110.16,110.36,110.60,109.88
110.73,110.55,110.96,110.14
111.22,112.41,112.55,111.11
112.09,112.54,113.09,111.80
109.03,110.94,112.50,109.00
111.23,108.40,111.29,108.02
108.54,108.71,109.03,108.08
108.81,109.03,109.57,108.57
109.06,109.24,109.50,108.77
109.67,111.23,111.49,109.51
111.11,111.11,112.15,110.93
111.11,112.25,112.49,111.03
111.81,111.23,112.10,110.60
111.00,111.03,111.50,110.74
110.42,110.23,110.73,110.15
110.23,109.86,110.68,109.80
110.36,110.95,111.33,110.11
110.63,110.71,111.15,110.50
110.72,110.81,111.07,110.63
111.00,110.20,111.14,110.01
110.59,111.28,111.34,110.38
111.18,111.02,111.77,110.88
110.86,110.74,111.39,110.51
110.28,111.06,111.31,110.12
109.96,109.72,110.29,109.22
109.58,109.56,110.47,109.53
109.73,110.02,110.19,109.34
109.91,110.13,110.37,109.71
110.10,110.73,110.80,110.03
110.90,110.56,111.02,110.48
110.78,110.54,110.92,110.25
110.91,111.26,111.34,110.58
111.07,112.35,112.50,111.07
112.34,112.08,112.37,111.82
111.91,111.10,112.23,111.06
110.36,111.36,111.45,110.01
111.42,111.10,111.56,110.67
111.31,111.66,111.97,111.02
111.55,111.98,112.25,111.17
111.66,111.53,112.06,111.30
111.29,111.09,111.57,110.81
110.76,110.13,110.91,109.66
110.17,110.66,111.00,109.84
110.39,110.94,111.40,110.12
110.84,111.10,111.41,110.39
110.96,112.01,112.02,110.58
111.96,113.11,113.21,111.83
113.93,112.66,113.93,112.18
112.73,111.91,112.73,111.68
111.58,111.59,111.89,111.21
111.41,111.40,111.66,111.05
111.26,110.85,111.26,110.25
110.85,111.37,111.63,110.40
111.53,111.22,112.11,111.01
110.83,111.52,111.82,110.44
111.58,111.44,111.92,111.25
111.13,111.88,112.06,111.13
111.87,112.14,112.25,111.65
111.97,112.49,112.73,111.68
112.50,113.06,113.22,112.50
112.46,112.81,113.06,112.42
112.69,112.61,112.78,112.38
113.07,113.02,113.71,112.96
113.41,113.79,113.97,113.12
114.10,114.24,114.45,113.51
113.74,112.67,114.02,112.61
113.06,113.29,113.31,112.35
113.02,112.31,113.16,112.04
110.91,108.84,111.20,108.79
109.46,109.50,110.05,109.07
109.59,109.49,109.96,109.42
109.44,108.53,109.62,108.49
108.37,108.31,108.75,107.78
108.30,107.09,108.36,107.08
107.38,106.10,107.55,105.43
104.85,103.87,106.67,103.85
103.58,104.90,105.55,103.50
105.31,105.23,105.41,104.58
104.72,104.62,105.25,104.19
104.44,106.71,106.79,104.35
106.85,106.18,107.22,105.92
106.31,107.31,107.32,105.77
108.07,108.06,108.51,107.30
107.88,107.62,108.00,107.29
108.11,107.94,108.60,107.69
107.75,108.08,108.24,107.73
108.47,107.72,108.49,107.31
108.31,108.64,108.82,108.12
108.87,108.46,108.93,108.19
108.15,108.57,108.66,108.04
108.76,109.18,109.50,108.65
109.32,108.77,109.46,108.72
109.23,109.21,109.66,108.81
109.20,108.13,109.59,108.12
108.00,108.92,108.92,108.00
108.76,108.14,108.76,108.04
108.49,108.00,108.49,107.99
108.17,108.00,108.56,107.54
107.71,107.55,107.94,107.47
107.65,107.54,108.39,107.33
107.64,107.50,107.89,107.29
107.20,106.98,107.70,106.75
106.98,106.85,107.19,106.27
107.06,106.89,107.10,106.41
106.90,107.06,107.14,106.50
107.06,106.02,107.06,105.55
106.02,106.39,106.57,105.84
107.39,106.85,107.39,106.17
106.99,106.72,107.38,106.60
106.90,106.72,107.01,106.49
107.09,106.93,107.20,106.70
107.02,107.67,108.08,107.00
107.54,106.47,107.68,106.47
106.47,108.86,108.96,106.46
108.16,107.20,108.25,107.12
107.04,107.85,108.04,106.87
107.26,107.91,108.02,107.08
107.91,107.57,107.96,107.21
107.03,106.75,107.79,106.63
107.00,106.81,107.83,106.67
107.43,107.70,108.04,107.06
107.71,106.83,108.00,106.18
106.52,106.97,107.90,106.34
107.25,109.21,109.25,107.10
109.07,108.45,109.79,108.09
108.63,108.43,109.47,108.43
108.38,106.60,108.54,106.55
106.85,106.41,107.02,105.96
105.84,105.41,107.36,104.24
104.18,105.04,105.81,103.88
105.92,106.26,106.44,104.78
106.21,108.04,108.07,106.13
109.10,111.23,111.35,107.66
111.70,112.65,113.49,111.54
113.14,112.01,113.14,111.28
112.66,113.10,113.44,112.36
113.10,113.29,113.82,113.04
113.67,113.73,113.86,112.88
113.88,113.44,114.02,112.65
112.55,113.62,113.92,112.55
113.98,114.27,114.82,113.76
109.44,111.36,111.38,109.07
111.13,113.16,113.31,111.13
114.15,112.28,114.15,111.38
112.69,113.05,113.39,112.25
112.69,113.24,113.27,112.22
113.03,113.92,113.93,112.65
113.79,113.37,113.89,113.05
112.98,113.38,113.69,112.60
113.70,114.07,114.46,113.07
114.09,112.65,114.24,112.54
112.65,113.65,114.00,112.65
113.82,113.60,113.82,113.06
113.33,113.84,114.00,112.84
113.18,112.73,113.46,112.61
113.85,113.61,114.07,113.20
113.81,113.02,113.81,112.71
113.25,113.84,114.06,113.03
113.65,114.16,114.19,113.18
114.66,116.59,116.78,114.60
115.61,115.91,116.72,115.57
115.71,116.22,116.59,115.20
115.07,114.70,115.19,113.85
115.00,114.60,115.33,114.05
114.48,114.04,114.70,113.70
114.06,114.12,114.82,113.81
113.11,113.70,114.12,113.03
113.87,113.17,114.51,113.07
113.30,114.04,114.73,113.14
113.15,112.68,114.51,112.65
112.65,112.35,113.90,111.93
112.22,112.40,114.28,111.86
112.86,113.86,114.23,112.26
114.86,115.41,115.41,113.94
115.84,115.84,116.37,114.85
116.12,116.45,116.70,115.53
116.97,117.98,118.57,116.64
118.46,117.77,118.67,117.77
117.82,118.28,118.83,117.82
118.00,117.44,118.25,117.17
117.00,117.35,118.09,117.00
117.01,115.54,117.44,115.36
115.25,115.55,115.97,115.00
115.90,114.89,116.58,114.75
114.89,113.78,115.48,113.58
114.70,114.57,114.84,113.66
115.07,116.99,116.99,115.07
117.01,115.94,117.19,115.52
116.10,115.76,116.47,115.14
116.38,116.08,117.40,115.44
115.63,116.23,116.24,114.91
116.23,116.23,116.94,115.89
116.40,117.65,117.80,115.90
117.96,117.53,117.99,116.43
117.13,117.59,117.75,116.06
118.00,118.98,119.01,117.16
113.50,111.65,114.99,111.16
111.16,109.85,111.19,109.38
109.15,110.71,111.27,108.32
111.36,109.63,111.77,109.32
109.85,110.22,110.79,109.17
109.32,107.96,110.00,107.91
107.94,110.11,110.25,107.56
110.48,110.17,110.48,109.10
110.55,109.86,110.94,109.62
110.11,110.02,110.67,109.86
109.83,109.05,109.88,108.52
108.74,108.22,108.94,107.68
108.83,109.22,109.44,108.18
109.64,109.30,109.84,108.47
109.27,110.18,110.45,109.08
110.01,111.00,111.08,109.83
110.80,111.27,111.68,110.12
111.20,111.70,111.84,110.84
111.55,110.66,111.55,110.33
110.36,110.96,110.99,109.41
111.00,110.99,111.25,110.48
110.76,110.39,110.98,110.00
110.36,110.16,110.72,109.90
110.36,109.91,110.58,109.69
109.64,109.66,110.20,109.24
109.56,110.41,110.51,109.56
110.35,110.26,110.38,109.28
109.57,108.37,109.97,108.13
108.81,108.46,108.97,108.17
108.07,106.82,108.07,106.56
106.71,107.02,107.34,106.70
106.23,104.77,106.62,104.73
104.94,104.15,105.19,103.67
104.63,105.69,105.74,104.53
105.38,105.79,105.91,104.68
105.96,106.43,106.75,105.83
105.45,105.27,105.67,104.61
105.66,107.05,107.53,104.70
106.83,106.75,107.65,106.69
107.06,108.48,108.92,106.77
108.58,108.99,109.79,108.42
109.92,108.50,110.16,108.47
108.95,107.46,109.10,107.45
107.14,106.32,107.56,106.29
106.16,106.37,106.87,106.00
106.82,107.74,108.20,106.38
107.03,107.11,108.07,107.03
106.69,106.85,106.88,105.50
106.32,107.02,107.40,105.94
107.29,107.46,108.17,106.86
107.28,106.96,107.93,106.87
107.00,107.16,107.68,106.62
107.31,107.26,107.46,106.43
107.42,106.86,107.57,106.63
106.55,106.99,107.43,106.50
106.73,107.65,108.17,106.65
107.94,107.61,108.73,107.61
107.72,107.68,108.17,107.08
107.06,106.78,107.23,106.29
106.86,107.36,107.96,106.82
112.49,113.15,113.45,110.92
113.00,111.85,113.00,110.95
111.34,111.70,112.35,110.85
111.59,111.64,111.83,111.18
111.79,111.52,112.00,111.29
111.61,111.93,112.48,111.28
111.80,110.72,111.88,110.42
110.30,109.69,110.64,109.31
109.72,111.04,111.07,109.70
111.17,110.44,111.76,110.40
110.58,109.40,110.99,109.16
109.61,109.86,110.14,109.04
109.64,109.68,110.09,109.43
110.66,110.71,111.32,110.47
110.40,109.92,110.82,109.91
109.68,109.75,110.06,109.05
110.70,110.40,111.55,110.24
111.00,111.62,111.82,110.76
111.62,111.80,112.00,111.48
111.48,112.04,112.11,111.21
112.00,112.44,112.64,111.47
112.54,112.07,112.93,112.07
112.16,111.83,112.33,111.53
111.65,111.25,111.74,111.22
111.30,109.91,111.56,109.74
110.35,110.33,110.56,109.40
110.11,109.73,110.33,109.33
109.84,108.86,109.87,108.73
108.97,109.15,109.56,108.38
109.08,108.37,109.16,108.20
108.03,107.98,108.42,107.41
107.17,106.83,107.91,106.69
106.59,105.74,106.75,105.52
105.50,105.48,105.75,104.53
105.40,105.85,106.48,105.24
106.39,107.11,107.26,106.17
107.14,107.40,107.73,106.81
107.01,106.74,107.10,106.50
106.20,105.71,106.55,105.52
106.10,106.90,106.91,105.55
107.00,107.66,107.91,106.92
107.97,109.20,109.48,107.56
108.79,108.81,109.15,108.43
108.80,108.97,109.55,108.71
109.31,108.36,109.42,108.21
108.42,108.28,108.69,108.07
108.37,107.51,108.45,107.47
107.63,107.90,108.46,107.55
107.42,106.12,107.99,106.06
106.95,105.97,107.32,105.77
106.72,107.85,107.95,106.04
108.34,107.55,108.61,107.35
107.38,107.60,108.22,107.25
107.59,109.77,109.90,107.36
109.11,109.03,109.73,108.89
110.07,108.70,110.17,108.67
109.58,109.72,110.17,109.17
110.33,110.86,110.95,109.95
110.98,110.95,111.29,110.16
110.81,111.20,111.43,110.39
111.74,112.03,112.48,111.41
111.62,112.40,112.47,111.36
112.33,112.94,113.00,112.09
112.85,112.49,112.90,111.76
112.51,112.20,113.41,111.74
112.54,111.63,112.54,110.52
111.73,111.84,112.67,111.51
111.72,112.36,112.54,111.19
112.56,113.29,113.42,112.29
113.09,113.50,113.90,112.99
112.93,114.57,114.77,112.41
114.83,114.97,115.63,114.61
114.75,115.69,115.70,114.38
115.46,116.00,116.25,115.34
116.50,117.61,117.83,115.91
117.65,116.66,117.95,116.58
116.53,116.71,116.76,115.96
117.28,116.90,117.47,116.71
116.18,116.64,116.67,115.85
115.75,115.65,116.00,114.20
115.90,115.78,116.31,115.52
115.72,116.16,116.34,115.46
115.74,116.23,116.26,115.25
115.23,116.04,116.43,115.23
115.60,115.37,116.11,114.89
114.47,114.05,115.16,113.96
113.48,111.41,113.71,111.36
105.82,106.38,108.69,104.12
109.08,103.35,109.45,103.19
105.16,106.18,106.45,103.11
106.81,107.73,108.11,105.81
107.17,107.21,107.64,106.48
106.90,106.53,107.05,106.23
104.90,104.03,105.63,103.46
104.43,104.79,104.94,103.60
105.21,105.64,106.25,105.02
104.23,103.52,104.55,103.16
105.42,105.98,106.21,105.02
107.08,103.87,107.20,103.62
103.41,103.66,104.57,103.04
103.60,104.05,104.08,103.16
104.05,103.78,104.13,103.36
105.23,105.64,106.08,104.25
105.90,107.26,107.59,105.81
107.33,107.84,109.07,106.97
107.71,107.85,108.80,107.09
108.45,108.77,109.08,108.01
107.67,107.84,108.09,107.00
107.68,107.86,108.15,107.14
107.28,108.17,108.48,107.01
108.99,108.71,109.95,108.39
108.43,106.81,108.79,106.75
106.80,107.74,107.97,106.66
108.81,109.04,109.20,108.37
108.33,108.74,108.86,107.98
108.19,109.14,109.62,107.79
110.06,112.02,112.16,109.82
111.75,111.47,112.28,111.22
111.64,112.03,112.60,111.24
112.00,113.80,113.82,112.00
114.00,114.73,114.90,113.77
114.54,115.43,115.88,114.52
114.98,115.05,115.63,114.83
115.12,114.71,115.41,114.36
115.42,116.13,116.27,115.24
116.84,117.28,117.48,116.38
117.00,117.45,117.52,116.50
117.20,117.22,117.46,116.52
117.61,118.09,120.00,117.01
118.92,120.80,121.16,118.10
121.69,121.24,122.73,120.63
121.30,121.34,121.81,120.78
120.87,121.04,121.38,120.36
121.49,120.86,121.50,119.53
120.55,121.77,122.13,120.17
121.72,119.71,121.97,119.71
120.61,121.56,121.59,120.42
120.86,121.03,121.42,120.02
121.28,119.86,121.28,119.55
119.99,119.88,120.15,119.02
119.28,118.58,119.65,117.15
117.99,118.02,118.58,117.43
117.81,118.92,119.20,117.50
119.22,119.36,119.99,118.92
118.70,117.69,119.28,117.44
117.62,117.32,118.32,116.97
117.32,119.53,119.69,117.13
119.69,119.18,120.16,118.81
119.34,120.94,121.13,118.97
121.26,121.66,122.48,121.20
122.40,120.23,122.97,120.08
120.37,121.59,121.83,120.32
120.77,121.11,121.52,120.38
121.12,120.47,121.53,120.26
120.77,120.85,121.08,120.31
121.06,119.15,121.13,119.05
120.00,121.13,121.94,119.32
120.26,119.77,121.22,119.56
120.28,118.25,120.56,117.52
119.16,121.30,121.37,118.76
121.15,122.11,122.15,120.80
121.08,121.56,121.98,120.10
120.63,120.28,122.77,119.84
120.39,120.33,121.45,119.77
119.18,119.20,119.68,118.57
120.58,122.65,122.84,120.58
123.19,124.44,125.08,122.82
124.75,125.92,126.11,123.81
125.80,125.84,126.23,125.15
125.27,123.54,125.46,123.52
124.31,124.92,125.00,123.93
125.51,126.37,126.59,124.27
126.49,127.06,128.13,126.37
127.06,126.88,127.38,126.64
126.70,128.23,128.50,126.23
128.72,129.54,129.76,128.44
129.51,129.43,129.89,129.07
128.50,127.30,129.28,127.29
125.91,126.48,126.57,124.56
127.00,129.08,130.05,126.64
127.84,129.02,129.73,127.60
126.92,126.86,128.93,126.60
127.20,125.23,127.50,124.95
125.52,125.71,126.44,124.28
126.32,126.13,127.17,125.25
126.62,125.46,127.53,125.38
125.93,127.21,127.83,125.55
125.41,125.36,126.29,124.30
126.15,125.88,127.37,125.05
124.37,123.69,124.89,121.71
123.99,124.95,125.34,123.01
125.79,126.72,127.28,124.59
123.22,122.69,125.54,121.50
122.77,124.89,126.50,122.56
124.83,124.20,126.25,123.80
124.64,126.27,126.79,123.70
126.97,128.42,129.33,125.85
127.38,129.01,129.55,127.38
128.45,128.01,129.24,127.28
129.17,130.37,130.88,127.85
129.58,128.75,130.25,128.07
128.75,129.15,129.60,128.19
127.86,129.43,129.83,126.72
128.33,130.79,131.59,127.64
131.11,129.96,132.43,129.63
127.95,126.42,128.28,124.65
127.15,128.63,129.41,126.33
129.92,128.71,129.94,127.40
128.84,130.50,131.27,128.76
130.36,129.75,130.99,129.40
129.69,130.43,130.64,128.56
131.80,131.37,132.66,130.74
131.29,131.53,131.91,130.91
130.53,132.35,132.60,129.72
132.50,133.50,133.53,131.88
133.31,131.30,133.73,130.71
131.20,130.30,132.12,130.24
130.99,131.64,131.94,130.35
130.03,131.57,131.60,128.77
131.11,131.63,131.71,130.17
131.63,132.54,132.89,130.88
131.65,131.59,132.57,130.80
131.13,132.35,133.97,130.81
132.50,131.97,133.50,131.52
132.69,131.88,133.07,130.46
132.25,133.15,133.27,131.70
133.22,134.72,134.78,132.84
134.24,134.63,135.05,133.51
134.29,135.23,135.70,133.39
135.18,136.01,136.61,134.97
135.91,135.54,136.50,134.89
136.08,135.26,136.08,134.20
134.92,133.64,134.97,132.85
133.73,133.98,135.38,133.66
133.66,133.55,133.87,132.82
133.88,134.24,135.05,133.84
134.02,134.99,135.17,133.74
135.50,135.71,136.32,135.10
135.27,134.51,135.87,134.40
133.33,136.20,136.39,133.02
136.18,136.26,136.90,135.61
136.18,136.25,136.97,135.91
136.06,137.27,137.31,135.73
136.55,136.65,136.99,136.00
137.31,137.49,137.60,136.52
137.62,137.25,138.76,137.08
137.53,138.13,138.20,136.76
138.39,135.66,138.39,135.49
135.98,136.04,137.55,135.74
136.13,136.47,136.83,135.76
136.47,136.65,137.06,135.76
136.84,137.11,137.84,136.04
137.00,135.65,137.48,135.59
135.38,131.75,135.49,131.74
125.52,126.88,127.24,123.78
125.92,126.21,126.32,124.35
126.65,123.81,126.86,123.52
124.28,125.70,126.12,123.99
125.16,126.24,126.83,125.00
125.74,125.19,126.25,123.91
124.88,125.22,125.99,123.83
124.80,126.13,127.19,124.70
125.95,127.93,128.33,125.57
127.90,127.36,129.20,127.08
127.50,127.92,128.12,126.91
128.00,128.13,128.96,127.77
128.10,129.23,129.30,128.02
129.38,128.83,129.63,128.45
129.56,130.06,130.57,129.24
129.83,129.19,130.70,129.10
128.82,129.58,129.95,128.78
129.23,126.42,130.00,125.92
126.32,126.12,126.77,125.01
125.73,126.80,126.87,125.41
127.12,126.06,127.41,125.73
126.14,125.95,126.30,125.66
126.04,126.76,127.27,125.60
127.36,127.21,127.91,126.61
127.27,127.92,128.12,127.12
127.93,128.45,129.13,127.64
128.56,127.04,128.94,126.71
126.88,127.98,128.05,126.85
127.88,128.00,128.00,127.04
128.11,130.08,130.17,128.01
129.80,130.17,130.74,129.29
130.24,130.20,130.78,129.93
128.98,129.78,130.00,128.77
129.32,130.69,130.78,129.29
129.83,130.98,131.14,129.29
130.62,130.25,131.54,130.12
130.21,132.41,132.80,129.32
132.81,132.04,132.84,131.64
131.58,133.05,133.10,131.29
133.00,132.40,133.00,131.09
133.28,132.88,133.68,132.69
133.31,133.04,133.71,133.00
132.85,133.16,134.02,132.80
133.39,133.96,134.01,133.20
131.65,131.08,133.30,130.87
130.82,130.75,131.19,129.79
131.33,133.52,133.54,130.70
133.91,134.70,134.86,133.53
134.76,137.48,137.48,134.26
137.00,137.00,137.77,136.72
137.00,137.94,138.87,136.76
137.78,136.75,137.80,135.90
136.79,134.22,136.80,133.54
134.83,135.96,136.09,134.02
135.80,136.14,136.35,134.69
135.60,134.81,135.93,134.34
134.81,135.72,135.92,134.79
135.94,135.89,136.87,135.64
136.26,136.17,136.67,135.52
136.29,135.11,136.34,135.05
135.00,135.16,135.22,134.53
135.27,133.68,135.73,133.67
133.79,133.36,134.01,133.02
133.80,134.63,134.65,133.57
133.00,132.59,133.75,131.50
132.59,132.28,134.62,132.05
132.19,130.50,132.19,129.80
130.67,130.15,131.01,129.49
130.25,129.55,131.06,129.55
129.22,130.81,131.25,128.91
130.84,130.81,131.45,130.08
131.10,128.89,131.21,128.47
129.30,130.13,130.35,129.06
130.24,129.40,130.67,128.85
129.37,129.56,130.05,128.54
129.62,129.99,130.47,129.27
129.89,130.25,130.55,129.76
130.76,128.94,130.87,128.83
129.30,128.82,129.36,128.43
128.91,128.97,129.48,128.62
128.80,127.53,129.05,127.52
127.70,127.55,127.97,126.81
127.58,127.45,127.91,127.24
126.97,126.78,127.39,126.33
126.78,127.39,127.72,126.37
127.66,128.65,128.74,127.46
128.65,128.64,128.77,127.50
128.45,128.40,129.46,128.29
128.51,128.24,129.84,127.89
128.40,128.72,129.17,128.07
128.72,128.15,129.05,127.93
128.03,128.06,128.62,127.79
128.01,128.12,128.34,127.38
128.01,128.82,129.46,128.01
128.82,129.26,129.63,128.37
127.98,127.08,128.42,126.94
126.95,125.91,127.09,125.57
125.17,122.96,125.17,122.91
122.36,123.63,123.92,122.03
123.30,122.39,123.56,122.35
122.32,121.87,122.98,121.45
121.87,122.44,122.96,121.75
121.95,121.81,122.81,121.20
121.90,122.17,122.54,121.44
122.77,123.47,124.38,122.61
123.34,124.94,125.35,123.18
125.35,127.23,127.42,125.35
127.36,126.73,127.36,126.42
126.48,125.51,127.13,125.43
125.74,125.69,126.23,125.37
126.04,126.48,126.59,125.20
126.11,125.22,126.50,125.05
125.71,126.14,126.86,125.70
125.52,124.76,125.76,124.31
125.08,123.03,125.08,122.77
123.38,122.63,123.58,121.95
122.38,123.23,123.96,122.06
123.89,123.01,124.09,122.12
123.12,122.16,123.69,121.91
121.97,121.39,122.16,120.87
121.73,121.88,122.51,121.43
121.16,121.63,122.04,120.68
121.82,120.50,121.99,120.49
120.86,120.69,121.30,120.52
121.35,120.54,121.63,120.25
120.64,120.21,120.65,119.88
120.01,119.17,120.30,119.00
119.00,119.58,120.46,118.52
117.29,113.91,118.41,113.56
113.94,113.73,115.00,113.41
112.96,113.66,114.27,112.64
113.88,113.82,114.27,113.14
114.25,114.55,114.99,113.85
114.57,114.41,114.77,113.65
114.31,114.00,114.97,113.28
114.02,113.55,114.86,113.52
113.98,113.65,114.14,113.48
113.73,112.35,114.05,112.26
113.33,113.98,114.18,113.07
113.95,115.48,116.09,113.89
112.86,115.37,116.35,112.08
114.41,112.15,114.44,111.30
112.15,112.91,113.78,111.72
112.54,113.09,113.58,112.31
113.07,113.87,114.10,113.03
114.00,113.34,114.41,113.02
113.40,112.36,113.83,111.91
112.25,113.11,113.41,112.19
113.11,113.80,114.19,113.11
113.90,114.54,114.99,113.78
114.19,114.56,115.00,114.00
114.78,115.84,116.30,114.65
115.67,117.17,117.18,115.37
117.16,116.50,117.41,115.91
116.12,115.61,116.84,114.66
115.07,114.01,115.31,113.29
114.21,114.11,114.87,113.56
114.32,113.63,114.60,113.09
