HUBB,Hubbell Inc Common Stock,NASDAQ
98.53,97.97,98.56,97.76
98.39,97.11,98.50,96.22
96.11,95.83,96.58,95.72
97.14,95.86,98.07,95.56
97.11,96.47,97.11,95.94
97.27,98.56,98.68,97.06
98.52,99.00,99.31,97.94
99.63,101.10,101.63,98.92
102.11,101.22,102.13,100.59
101.48,100.61,101.49,100.26
101.28,101.71,101.75,100.81
102.13,102.44,102.64,101.16
103.00,103.44,103.50,101.97
103.35,103.83,105.42,102.79
105.20,104.80,105.48,104.19
104.78,104.35,104.78,103.63
102.89,104.37,104.47,101.72
104.59,103.41,104.78,103.35
104.08,103.22,104.49,102.26
106.00,106.14,106.57,103.93
106.21,106.39,106.46,104.35
106.71,107.26,107.69,106.40
107.14,107.59,107.68,106.15
107.63,107.62,108.32,106.61
107.29,107.70,108.01,106.52
107.15,106.88,107.43,106.47
106.93,106.56,107.45,106.20
106.56,106.72,107.67,106.26
107.34,107.35,107.99,106.47
108.39,110.90,113.09,107.44
110.14,109.77,110.67,109.11
109.63,109.37,110.71,108.99
109.30,108.54,109.41,108.17
108.50,107.52,108.72,107.15
108.18,108.15,108.88,107.33
108.15,108.49,109.06,108.09
108.18,108.40,109.44,107.24
108.58,109.38,109.87,107.63
109.27,109.34,109.84,108.53
108.38,106.55,108.38,105.73
106.52,106.36,107.36,105.65
106.41,105.57,106.73,105.26
105.70,105.72,106.13,105.18
105.91,104.74,106.03,104.74
105.28,105.26,106.69,104.40
105.71,105.20,105.96,104.34
105.69,104.96,106.04,104.91
104.38,102.62,104.61,102.58
102.66,103.29,104.61,102.15
103.62,103.39,104.62,102.65
103.62,101.36,103.65,101.20
104.10,99.63,104.10,99.02
99.72,100.90,101.40,99.41
101.15,101.62,102.08,101.05
101.82,101.32,102.38,100.40
101.82,103.39,104.01,101.82
103.71,103.97,104.29,103.02
103.97,103.95,104.43,103.34
104.25,104.30,104.80,103.99
104.87,104.22,105.21,103.44
105.59,104.21,105.66,103.85
104.47,105.66,105.66,104.16
105.79,106.49,106.95,104.79
107.28,106.45,107.95,105.47
106.98,105.21,107.35,104.76
104.87,104.56,105.24,104.13
105.05,104.81,105.45,104.15
104.58,105.90,106.49,103.89
104.75,105.27,105.86,104.75
104.78,104.33,105.53,103.86
103.65,104.74,105.29,103.49
105.16,106.03,107.28,105.16
105.74,105.55,105.85,104.01
105.75,104.48,105.86,103.77
104.41,105.09,105.91,104.30
104.57,104.15,105.00,103.55
103.86,101.98,104.55,101.92
102.33,101.51,102.33,101.01
102.92,104.18,104.61,102.76
104.31,105.30,105.73,104.28
104.26,105.38,105.57,104.16
105.01,102.94,105.01,102.40
103.90,102.41,103.90,102.28
103.00,106.40,107.42,103.00
106.55,106.65,107.31,105.49
106.99,107.20,107.37,106.75
107.48,108.94,109.01,107.05
108.34,108.17,108.72,107.80
108.66,107.05,109.32,106.80
107.54,107.95,107.95,106.45
108.22,107.24,108.22,106.71
107.66,108.21,108.48,106.97
108.16,108.09,108.83,107.65
108.29,107.54,109.44,107.50
107.95,107.39,108.17,106.66
107.90,107.63,107.90,106.87
107.13,105.76,107.66,105.64
106.37,106.30,106.79,105.59
106.78,105.18,107.16,104.88
105.52,106.30,106.30,104.50
106.38,106.77,106.86,105.28
106.77,107.56,107.61,105.94
107.16,108.61,108.80,106.53
108.85,108.24,109.08,107.34
108.20,109.28,109.57,107.80
109.75,109.29,109.76,108.76
109.14,108.92,110.11,108.08
108.79,107.71,109.07,107.27
108.31,107.64,108.43,107.38
108.13,108.40,108.86,107.61
109.23,108.67,109.23,107.80
108.60,108.30,108.79,107.14
108.67,108.67,108.87,108.05
108.95,107.91,108.95,107.63
108.21,107.23,108.43,106.33
106.93,106.51,107.15,105.73
105.86,106.12,106.87,104.82
106.00,106.12,106.31,105.06
107.75,107.74,108.21,106.51
107.84,108.30,108.43,107.31
108.16,107.83,109.83,107.65
107.70,105.75,108.64,105.51
105.82,106.35,106.76,105.26
106.68,106.01,107.22,105.40
104.42,105.85,106.97,104.32
105.59,105.00,106.00,104.36
105.46,105.81,105.82,103.47
106.07,106.93,108.97,104.60
106.74,106.90,108.02,106.39
107.77,108.14,109.18,106.93
108.54,109.25,109.63,107.46
109.29,108.46,109.84,108.30
109.16,109.00,109.36,108.72
109.24,108.92,109.47,108.54
109.06,108.90,109.75,108.64
108.84,107.80,109.02,107.14
108.29,107.14,108.47,106.62
107.76,107.03,107.76,106.47
107.10,108.70,108.80,107.10
108.86,109.44,109.70,107.98
112.87,116.03,116.27,112.57
115.73,116.90,117.17,115.73
116.68,116.45,117.16,116.06
116.64,116.57,117.17,115.61
117.21,119.24,119.71,116.26
118.84,119.21,119.68,118.57
119.37,118.78,119.37,118.23
119.81,119.25,119.81,118.05
119.35,119.51,119.51,117.53
119.06,118.04,119.07,117.08
117.64,115.09,117.64,114.57
115.60,113.28,115.82,111.96
113.25,116.00,116.11,113.09
115.32,114.94,117.52,114.12
116.42,117.33,117.33,115.44
115.75,116.73,118.57,115.72
116.08,112.60,116.16,112.49
113.60,113.12,115.19,112.47
113.21,114.51,115.10,113.03
114.56,116.88,117.40,114.22
117.66,118.37,119.14,116.51
117.93,118.00,119.10,116.78
118.37,119.56,119.80,117.71
119.99,119.72,120.63,118.76
118.65,120.22,120.35,118.65
119.96,120.79,121.06,119.58
121.24,120.52,122.07,119.54
119.78,117.94,120.64,117.60
118.12,120.94,121.20,117.89
121.35,118.95,121.35,118.76
119.53,119.27,120.62,119.27
120.19,119.08,120.97,118.73
119.64,120.18,120.47,118.89
120.23,119.30,120.96,117.96
119.30,119.54,120.56,119.04
118.58,119.48,120.13,117.96
121.34,120.62,121.86,120.00
120.67,120.09,121.00,119.71
120.23,120.58,121.33,119.94
121.25,121.39,121.60,120.24
121.50,120.17,122.39,119.25
120.47,119.15,121.60,118.83
118.78,118.84,119.23,117.57
119.31,118.32,120.02,118.03
118.58,117.93,118.99,117.43
119.09,119.23,119.90,117.93
119.52,119.46,119.97,118.70
119.27,121.00,122.02,119.27
121.03,120.76,121.44,119.97
120.81,119.77,122.55,119.63
119.84,119.11,120.62,118.39
120.01,119.96,121.68,118.99
120.11,116.79,120.82,116.55
116.79,116.71,117.59,115.34
117.11,117.70,118.85,115.93
118.29,119.87,120.38,118.29
119.99,120.06,120.73,118.79
120.35,120.47,120.65,119.33
120.80,119.76,120.92,118.92
120.07,118.36,120.76,117.70
117.98,115.85,117.98,115.26
115.43,115.46,116.09,113.99
115.90,116.00,116.17,115.00
115.88,114.19,116.50,113.88
113.83,113.07,114.39,112.71
113.61,113.42,114.69,112.82
113.43,114.43,115.32,113.11
115.14,115.21,115.82,114.80
115.54,117.04,117.65,115.26
117.72,117.50,118.03,115.82
122.49,118.06,122.49,117.21
117.84,116.76,117.84,115.59
117.25,117.74,118.25,116.76
117.50,116.80,117.69,116.26
117.13,117.12,118.37,115.42
117.26,117.34,118.23,117.07
117.25,117.72,117.82,116.34
118.28,117.78,119.55,117.09
117.55,117.29,118.42,117.06
116.45,117.41,118.10,115.80
116.94,116.64,117.72,116.42
117.71,118.46,118.53,115.70
118.21,117.00,119.46,116.82
116.70,117.00,117.26,115.83
117.84,117.30,117.88,116.56
117.66,116.57,117.66,116.41
116.82,115.72,117.08,115.02
115.70,115.21,116.36,114.40
115.16,116.75,116.80,114.73
116.63,116.50,117.47,115.91
116.61,115.22,116.61,114.51
116.17,115.65,116.40,115.13
115.59,115.70,116.75,114.63
115.71,116.59,116.78,115.31
117.03,117.39,118.34,116.61
117.02,116.01,117.87,115.96
116.63,116.98,117.26,115.06
116.95,117.00,117.38,115.56
117.09,117.47,117.85,115.59
116.79,117.85,118.32,116.58
117.66,117.94,118.23,117.25
118.00,118.83,119.29,117.42
119.08,119.03,119.63,118.77
119.00,122.42,125.40,119.00
124.22,125.16,125.25,123.03
125.07,122.03,125.31,121.41
121.66,120.98,122.67,119.86
121.28,121.96,122.44,120.42
121.92,122.22,122.63,121.35
121.73,122.64,124.00,121.36
122.95,122.64,123.99,121.79
123.11,122.47,123.39,121.93
122.47,122.83,123.07,122.42
123.16,122.76,123.52,122.34
122.47,122.75,124.10,121.84
122.70,122.68,123.14,121.85
122.67,122.75,122.89,121.87
122.03,122.65,123.05,122.03
122.72,123.15,123.31,121.78
122.66,123.58,124.64,122.66
122.87,122.81,123.59,122.09
123.04,123.11,123.99,122.78
123.16,121.94,123.83,121.23
121.70,121.70,122.21,121.01
121.71,122.39,122.97,121.35
120.80,120.38,121.80,119.98
120.57,120.40,121.10,120.25
120.29,120.49,121.61,120.29
120.69,120.27,121.55,119.81
120.62,120.34,121.82,119.10
120.00,119.64,120.76,119.28
119.86,121.71,122.00,119.22
120.89,121.62,122.53,120.79
123.00,124.08,126.11,122.01
124.20,122.55,124.20,122.14
122.51,122.11,123.00,121.80
121.39,121.77,122.50,120.18
121.60,120.93,122.09,120.37
121.27,119.59,121.93,119.55
119.64,119.43,119.70,118.65
118.33,116.94,118.88,116.68
116.65,116.35,117.22,115.34
116.66,117.92,118.11,115.57
117.20,117.73,118.93,116.95
119.50,117.77,119.50,116.52
117.98,117.29,118.03,116.67
117.19,118.55,118.71,116.94
120.40,118.22,120.40,118.11
117.93,118.42,118.67,117.44
119.04,119.27,120.13,118.64
119.66,120.05,120.25,119.01
120.55,120.10,121.10,118.75
121.51,121.89,122.29,120.97
121.82,122.25,122.28,120.78
122.00,122.02,122.56,120.91
122.39,121.67,123.06,121.55
121.90,121.62,121.90,120.80
122.00,122.17,122.43,121.39
122.01,121.97,122.57,121.68
121.89,121.57,121.89,120.68
121.40,120.75,121.40,120.31
120.76,120.90,121.55,120.08
120.74,120.91,122.33,120.49
121.03,120.42,121.88,120.10
120.37,120.08,121.26,119.61
119.71,119.97,120.10,118.74
119.52,119.86,120.12,118.98
119.62,119.00,120.55,118.46
119.32,119.69,120.11,118.60
119.06,120.51,120.54,119.06
120.66,119.09,121.09,118.75
119.00,118.97,119.78,117.56
120.04,124.18,124.86,119.36
124.67,124.52,125.22,123.71
124.58,126.41,126.62,124.58
126.90,126.09,126.96,125.27
125.10,123.92,125.61,123.64
123.73,123.55,124.36,122.67
123.18,123.45,123.96,122.27
123.28,121.43,123.28,121.41
121.34,122.04,122.59,121.04
119.99,121.98,122.61,119.82
121.68,120.53,121.82,120.18
120.30,120.26,121.59,119.38
119.81,121.95,122.19,119.36
122.03,122.59,123.39,122.03
122.91,121.26,123.27,120.84
120.31,123.31,127.29,119.16
123.18,124.20,124.75,121.48
114.00,108.50,116.37,108.49
109.83,106.90,109.83,106.00
106.73,102.50,108.39,102.27
102.65,102.19,104.02,100.39
100.24,101.68,102.80,95.95
100.02,103.82,104.60,99.71
104.89,105.61,106.15,104.28
104.99,105.73,106.02,104.20
106.45,107.59,108.75,105.91
108.35,107.22,109.76,107.16
109.02,107.45,109.02,103.31
107.84,108.25,108.60,106.84
107.90,106.12,107.90,105.46
106.39,108.35,108.67,106.39
108.32,109.04,110.06,107.83
108.54,109.14,109.22,108.02
110.59,113.41,113.87,109.01
113.41,111.61,114.29,111.05
111.17,110.79,111.84,110.40
112.32,111.22,112.32,110.23
111.75,111.41,111.97,110.08
111.61,111.50,112.16,111.03
111.86,111.80,112.70,111.65
111.94,112.39,112.92,111.26
111.78,112.54,112.81,111.29
112.23,111.32,112.90,110.67
110.98,110.26,111.42,110.22
110.33,110.75,111.22,110.00
110.75,109.75,111.00,109.53
109.72,109.13,110.00,108.94
108.45,109.17,109.27,108.40
110.73,109.67,110.94,109.57
109.85,109.99,110.69,109.72
109.29,109.39,110.15,108.82
109.55,108.51,109.87,108.02
108.66,106.80,108.81,106.50
106.82,107.34,108.14,104.74
107.28,108.40,108.75,106.56
108.74,109.85,110.36,108.50
109.39,108.80,110.17,108.20
108.67,108.52,109.47,108.27
108.39,106.63,108.97,106.12
105.12,108.43,108.56,105.02
108.50,105.38,108.50,105.21
106.33,104.11,106.84,103.98
104.09,102.83,104.77,102.66
102.98,101.52,104.02,101.32
101.35,101.44,103.58,101.31
101.62,104.28,104.51,100.54
105.57,107.01,107.12,104.70
107.44,107.59,108.03,106.48
107.75,108.11,108.29,106.85
108.00,108.46,109.38,107.71
108.81,108.86,109.46,108.24
109.48,108.94,109.84,108.80
108.95,108.56,109.54,108.12
108.32,108.30,108.65,107.12
108.02,106.83,108.49,106.77
108.19,107.53,108.20,105.90
105.96,104.58,107.52,104.41
104.54,102.61,105.47,102.02
103.29,102.63,104.23,102.01
102.82,105.52,105.70,102.40
106.18,106.68,107.22,105.27
106.25,105.93,107.08,103.96
106.56,105.80,107.79,104.75
104.38,104.36,105.09,103.32
104.95,103.85,105.76,103.72
103.50,104.67,105.07,103.20
104.75,104.98,105.57,103.87
105.06,106.96,107.10,104.90
107.85,108.82,108.82,106.50
108.23,106.98,108.61,106.86
107.35,107.68,108.26,106.46
105.78,106.75,106.98,104.86
107.59,104.55,107.59,104.36
105.66,108.50,108.63,103.31
107.95,106.04,108.45,105.81
107.13,108.81,109.07,106.40
109.68,111.06,111.19,109.30
109.82,110.54,111.07,109.82
111.08,111.04,112.67,110.60
111.21,112.19,112.40,111.21
111.88,112.27,113.41,111.75
113.29,113.86,114.00,112.41
113.53,113.78,114.13,112.24
114.11,114.86,115.29,113.69
114.73,115.41,115.50,114.25
115.25,114.37,115.51,113.94
113.50,113.97,115.24,113.44
113.40,113.95,114.96,113.10
113.52,116.12,116.33,113.15
116.06,115.94,116.33,115.04
115.99,116.29,117.03,115.94
115.87,115.68,116.53,115.37
114.18,114.44,115.75,113.97
114.51,113.80,114.70,113.75
113.80,113.65,114.41,113.23
113.41,112.60,113.43,112.29
112.51,110.40,112.76,110.38
110.66,110.24,110.67,109.91
109.78,109.88,110.48,109.18
110.28,110.57,111.01,109.84
110.53,108.22,110.74,108.03
108.42,108.66,108.87,107.44
109.90,109.05,109.90,107.84
108.56,108.30,108.82,106.99
108.84,109.62,109.68,108.42
109.13,109.48,109.91,108.03
109.39,110.00,111.14,108.88
110.00,110.05,110.41,109.29
110.10,111.41,111.65,110.04
110.73,110.55,111.58,110.54
110.55,110.37,111.15,110.00
110.42,109.40,110.55,109.40
109.45,109.70,109.96,108.81
109.71,109.46,109.71,108.82
110.02,110.05,110.54,109.52
109.68,109.62,110.26,109.20
109.33,108.65,110.70,108.14
108.88,108.82,109.61,108.08
108.46,109.34,109.78,107.77
109.47,109.42,109.86,107.87
109.43,109.99,110.24,108.93
110.00,110.98,111.13,109.74
111.22,110.75,111.37,110.59
110.95,110.38,111.41,110.14
110.12,110.65,110.87,109.84
111.00,110.50,111.65,110.49
110.28,110.89,111.04,110.00
110.45,110.70,110.84,109.77
111.20,110.38,111.48,110.19
110.69,110.38,110.83,109.25
110.95,110.19,110.95,109.43
111.97,110.32,112.84,110.15
109.84,109.32,110.44,108.37
109.39,109.23,110.39,108.78
108.79,110.11,110.18,108.50
109.67,109.88,110.76,109.30
109.31,108.83,110.13,108.32
109.82,109.60,110.97,108.90
109.80,110.10,110.33,109.79
109.82,109.29,110.64,109.13
109.33,108.77,109.43,108.08
109.03,108.86,109.78,108.30
109.67,109.51,110.02,109.12
109.48,109.53,110.22,109.13
108.84,109.10,109.63,108.65
109.39,109.83,110.60,108.90
110.21,111.56,111.97,110.21
111.57,111.74,112.24,111.12
112.22,111.38,112.50,110.78
111.73,111.37,111.73,111.00
111.66,111.56,112.42,110.97
111.17,110.53,112.08,110.51
110.48,110.29,110.72,109.53
109.67,109.78,109.98,109.28
109.00,109.75,110.00,108.75
109.49,109.11,109.65,108.50
109.30,108.03,109.57,107.47
108.65,108.59,108.88,107.37
107.97,108.89,110.06,107.97
108.86,109.67,110.17,108.55
110.00,109.18,110.31,108.59
109.18,109.78,109.82,108.94
109.70,109.35,109.86,109.12
109.24,110.50,110.57,109.06
110.66,111.00,111.92,110.30
110.91,110.94,111.32,109.62
110.82,110.84,110.99,110.18
109.53,110.28,110.36,108.61
110.00,110.29,110.42,109.88
110.80,110.87,111.03,110.04
111.01,111.16,111.74,110.67
111.48,110.46,111.48,110.01
111.68,110.66,111.68,110.24
110.45,110.77,111.54,109.82
110.86,110.40,111.03,110.26
110.35,110.43,110.80,110.05
110.44,110.98,111.23,110.25
111.26,108.80,111.26,108.77
109.50,108.28,109.94,108.19
108.73,108.28,108.83,107.60
109.40,108.00,109.40,107.51
107.02,107.40,108.06,106.20
106.78,108.16,108.21,106.30
107.20,106.45,107.85,106.07
107.55,106.51,107.55,106.46
107.29,106.87,107.58,106.02
107.47,108.07,108.45,107.20
108.14,108.40,108.63,107.90
108.23,107.42,108.23,106.62
107.44,107.24,108.00,107.01
107.07,106.80,107.23,106.03
107.04,106.57,107.04,106.32
106.42,105.33,106.52,105.21
105.42,104.45,105.50,103.90
102.38,106.69,107.02,102.15
106.48,104.33,106.54,104.08
103.61,103.35,103.66,102.93
103.00,103.75,104.11,102.78
103.53,105.34,106.05,103.53
104.98,104.73,106.19,104.52
104.69,104.41,105.58,104.18
104.79,103.73,105.35,103.37
103.46,104.54,104.75,103.46
104.90,105.02,106.67,104.58
104.81,103.93,105.59,103.77
103.80,103.90,104.25,102.57
104.29,105.52,105.87,104.29
104.67,104.39,105.12,103.76
103.37,103.86,104.21,102.23
104.08,103.24,104.08,102.62
102.94,103.51,103.75,101.57
102.93,103.69,104.05,102.37
103.59,103.32,103.91,102.36
102.96,102.15,103.10,101.50
101.26,100.71,101.98,100.50
99.71,98.92,100.47,98.88
89.26,95.81,99.00,80.33
97.28,94.94,98.81,94.86
96.61,96.55,97.30,95.06
96.55,98.74,98.81,96.34
98.01,98.54,99.40,97.76
98.27,98.67,99.14,97.27
96.77,96.97,98.12,96.58
97.41,97.34,97.80,96.28
97.33,97.66,98.61,97.30
96.66,95.90,97.17,95.62
97.24,97.38,97.71,95.94
97.91,96.03,98.59,95.77
95.17,94.79,96.40,94.57
94.41,95.09,95.24,94.38
95.30,94.10,95.30,93.93
94.02,95.25,95.64,94.02
95.58,95.95,96.06,95.09
95.97,95.09,96.95,94.64
93.28,90.00,95.15,89.68
90.16,88.12,90.85,88.04
87.31,85.93,87.69,85.84
85.93,85.29,87.12,85.02
84.60,84.46,84.90,83.69
84.71,85.04,85.48,84.67
84.54,82.96,84.54,82.75
83.16,83.09,83.78,82.42
83.60,84.95,85.06,83.52
84.89,85.25,85.74,84.50
84.47,86.23,86.33,83.85
86.99,88.53,88.77,86.99
88.58,88.65,89.96,88.50
89.05,89.37,89.93,88.54
89.19,90.78,90.88,88.24
90.96,91.42,91.57,90.54
91.32,90.32,91.67,89.83
90.10,89.33,90.48,89.33
89.36,88.24,89.44,88.15
88.61,88.98,89.06,87.50
88.81,87.00,89.29,86.88
87.09,87.40,87.52,86.33
86.95,88.22,89.12,86.95
88.46,87.44,89.45,86.96
88.32,93.35,93.69,87.13
93.19,94.12,95.00,92.73
94.18,94.20,94.50,93.42
93.43,93.93,94.47,92.80
94.42,96.23,96.28,94.05
95.74,96.25,96.69,94.99
95.79,96.85,97.45,95.79
97.49,97.53,97.77,96.59
97.59,96.82,97.59,96.29
96.82,96.45,97.41,96.28
96.23,96.43,97.17,96.00
96.32,95.83,96.58,95.51
95.84,94.58,95.84,93.77
93.96,94.22,94.30,91.10
94.17,94.93,95.57,94.00
93.82,93.50,94.56,93.23
93.33,95.42,95.60,93.07
95.61,97.30,97.50,94.60
97.00,96.00,97.11,95.66
96.32,98.20,98.68,96.27
97.79,97.77,98.43,96.81
97.97,97.33,98.91,97.10
97.18,97.57,98.15,97.02
96.66,98.56,99.01,96.58
97.61,99.25,99.62,97.22
99.17,99.64,100.16,98.37
99.93,99.29,100.73,98.93
99.29,99.86,100.16,98.60
99.57,98.80,99.76,98.59
98.97,97.69,99.02,97.40
97.42,98.08,98.49,97.09
97.86,97.47,98.07,96.89
96.40,95.98,96.80,95.60
95.61,95.34,96.82,94.51
95.51,95.19,96.08,94.30
94.51,94.76,96.03,93.97
94.67,94.04,95.30,93.25
94.04,93.30,95.60,93.05
93.79,94.77,95.35,93.18
95.16,93.36,95.38,92.97
93.31,92.05,93.55,91.50
92.11,94.30,94.32,92.11
94.36,96.98,97.76,93.87
97.89,100.16,100.16,97.38
100.10,101.42,102.44,99.60
101.00,101.61,101.62,99.78
102.15,103.00,104.07,101.69
102.37,103.30,104.47,102.37
102.45,101.04,103.51,101.04
100.08,101.98,102.89,99.20
101.98,100.30,102.62,100.15
99.01,98.74,100.00,98.16
96.01,95.00,97.19,93.92
95.50,94.91,96.99,94.27
94.80,91.98,94.83,91.60
92.85,92.28,93.69,91.53
92.74,89.02,93.47,88.88
89.59,90.68,90.86,88.32
88.78,89.07,89.38,87.06
89.92,88.49,90.03,87.79
87.07,86.76,87.94,85.09
87.08,87.25,88.87,86.42
88.79,88.45,89.99,86.56
87.96,86.74,88.49,86.50
87.13,87.76,88.83,86.16
87.59,86.29,88.67,86.23
83.16,88.40,88.91,83.16
87.92,90.43,90.71,87.33
89.56,90.10,90.42,88.36
89.25,87.96,89.58,87.84
88.84,89.75,90.14,86.73
89.70,91.88,92.58,89.70
91.71,90.19,93.34,90.00
89.25,89.87,90.06,88.38
88.83,89.96,91.05,88.41
90.54,89.80,90.76,89.41
88.13,89.36,90.31,86.56
90.02,89.94,90.77,88.13
91.36,92.39,92.97,90.54
93.09,93.05,94.48,92.79
93.69,92.91,93.96,92.10
92.45,93.55,93.61,92.04
94.60,95.72,96.00,93.90
95.09,96.07,96.16,94.63
94.94,96.69,96.83,94.61
96.69,97.84,98.02,95.73
98.12,98.86,99.55,97.92
99.09,99.36,100.17,98.67
100.32,100.82,101.29,99.25
100.46,102.08,102.20,100.46
101.88,101.56,102.62,101.41
101.65,101.07,102.03,100.83
100.62,101.83,101.84,100.25
101.26,99.90,101.65,99.87
100.16,99.07,100.63,98.86
99.56,99.76,99.86,98.57
100.70,100.56,101.15,99.80
100.03,99.73,100.13,99.30
98.65,100.41,100.45,97.74
100.02,101.32,101.96,99.34
101.74,102.48,102.92,101.32
102.29,103.00,104.25,102.07
102.41,102.77,103.58,102.41
102.70,102.51,103.01,102.13
102.27,100.93,102.55,100.89
99.89,100.96,101.44,98.93
101.31,101.94,102.11,100.27
101.40,103.56,103.82,101.01
104.40,105.38,105.59,103.76
105.06,105.93,106.66,104.43
104.92,108.24,108.36,104.37
108.11,106.63,108.72,106.24
105.69,105.50,106.27,104.83
105.61,106.40,106.53,104.30
105.86,106.62,106.91,105.61
107.66,107.47,108.65,107.14
107.80,106.49,108.27,106.36
106.72,106.77,107.84,106.43
107.13,109.11,109.15,107.13
108.95,108.23,109.58,107.87
108.23,108.98,109.31,107.72
108.77,109.20,109.64,107.85
109.84,108.59,109.84,108.50
108.60,108.47,109.43,107.52
108.47,109.04,109.34,108.30
108.77,108.20,109.78,107.63
107.92,107.34,108.55,106.58
108.73,106.98,111.23,106.78
106.73,106.69,108.90,105.94
105.89,105.57,106.99,105.01
105.52,105.76,105.95,104.22
106.13,106.14,106.43,105.25
105.28,105.85,105.95,104.27
105.12,104.54,105.35,103.91
105.07,105.22,105.64,104.47
104.68,105.55,105.98,104.51
105.03,104.33,105.30,104.30
104.66,106.65,106.68,103.90
106.60,106.31,108.13,105.90
106.81,106.45,107.71,105.21
105.98,104.16,106.39,103.42
103.55,105.26,105.74,103.55
105.90,104.88,106.57,104.04
104.50,104.63,106.48,103.87
103.76,103.55,103.97,102.18
103.71,104.80,105.00,103.40
104.34,105.01,105.68,104.10
105.71,105.47,105.81,105.00
105.70,106.26,106.46,105.54
105.62,105.79,106.32,105.41
105.81,105.96,106.15,105.20
106.22,106.27,106.56,105.58
105.57,105.93,106.20,105.11
105.39,105.83,105.83,103.66
105.50,104.39,105.90,104.39
104.67,105.83,106.02,104.26
105.96,105.79,106.14,105.23
105.82,105.95,106.51,105.33
105.18,105.72,105.81,104.44
105.02,102.68,105.02,102.57
102.49,103.01,103.43,101.43
102.92,102.44,103.41,101.88
102.92,102.10,103.40,101.95
101.41,101.50,101.77,100.24
101.50,100.70,102.28,100.45
102.26,101.95,103.29,101.84
101.95,101.41,102.77,101.37
101.92,101.84,102.36,101.72
103.00,103.35,103.42,102.44
99.00,100.91,101.86,98.62
99.80,98.17,99.80,97.35
98.96,98.88,99.11,97.87
100.17,101.45,101.68,100.00
101.98,105.47,105.68,101.98
105.50,105.55,107.51,105.00
104.94,103.99,105.00,103.37
104.13,104.54,104.96,103.43
104.99,104.95,105.73,104.40
105.84,106.06,106.32,105.31
106.49,106.61,107.24,106.49
107.45,105.98,107.47,105.63
106.45,106.19,106.64,105.60
107.04,106.70,107.66,106.65
106.85,106.92,107.18,106.56
106.65,106.76,107.07,106.57
106.43,106.52,107.09,106.03
106.60,106.46,106.98,105.93
106.61,105.72,106.89,105.54
105.41,105.60,105.71,104.95
105.23,104.20,105.50,104.00
105.22,106.52,106.64,104.05
106.54,105.96,106.76,105.50
105.73,106.22,106.85,105.07
106.05,107.83,107.91,105.17
107.79,106.02,107.98,105.26
106.08,104.86,106.08,104.33
104.63,105.09,105.52,104.37
104.94,104.50,105.90,104.19
105.04,105.73,105.90,104.91
106.20,105.79,106.20,105.18
105.66,105.47,106.37,104.98
105.97,106.77,107.11,105.73
107.23,106.95,107.28,105.53
106.53,106.91,107.55,105.99
106.91,107.37,107.60,106.47
107.06,107.00,107.92,106.75
106.78,106.62,107.25,106.25
109.00,108.11,109.00,106.86
107.35,107.90,108.16,107.00
107.38,107.90,108.07,107.01
108.22,108.51,109.11,107.67
108.30,107.60,109.27,107.45
107.23,108.11,108.35,106.87
108.29,107.92,109.05,107.55
107.56,108.24,108.55,107.03
107.63,108.43,109.02,107.63
107.90,108.31,108.65,106.65
108.44,108.19,108.64,107.15
108.57,108.79,109.33,108.57
108.92,107.89,109.08,107.51
107.79,107.36,108.00,106.91
107.36,106.77,107.36,106.34
105.66,103.74,105.99,103.20
103.09,104.81,105.30,102.65
103.87,103.10,104.01,102.72
103.03,102.12,103.15,101.90
102.35,103.05,103.70,102.23
102.32,102.74,103.18,101.72
103.30,103.58,104.22,103.02
103.85,102.80,104.18,102.76
103.52,104.82,104.98,103.25
105.60,107.22,107.64,105.20
107.31,106.07,107.46,106.03
105.87,105.82,106.63,105.82
105.39,106.71,107.52,105.00
107.10,108.10,108.26,106.24
107.74,106.61,108.35,106.52
107.40,107.74,108.28,106.66
107.02,106.37,107.73,106.28
106.61,105.35,107.18,104.99
105.28,105.59,106.06,104.72
105.05,105.47,106.15,104.88
105.22,104.16,105.22,103.95
104.16,104.20,105.12,103.94
103.79,102.79,104.48,102.43
102.88,102.70,103.57,101.81
102.34,101.55,102.34,101.15
102.52,103.50,103.62,102.21
103.30,103.25,103.61,102.77
104.40,103.24,104.40,103.12
103.13,103.96,104.62,102.45
103.56,103.84,104.57,102.62
103.00,104.60,104.81,102.62
105.71,104.88,106.64,104.24
105.60,104.82,106.60,103.63
103.50,105.20,105.55,103.43
105.57,104.92,105.57,104.47
104.81,104.60,106.30,104.16
105.34,104.52,105.80,104.47
105.09,103.54,105.38,103.35
103.22,102.14,105.08,102.10
102.33,102.63,102.90,101.61
102.49,103.17,104.17,102.41
104.72,105.40,105.97,104.72
105.08,105.52,105.98,104.92
105.32,108.38,109.77,105.32
109.58,110.27,110.92,107.84
109.38,110.43,111.18,109.27
111.23,112.20,112.22,110.51
112.41,111.92,112.85,111.00
111.57,111.85,112.92,110.92
112.47,111.40,112.86,111.01
111.39,110.54,111.44,110.28
111.24,111.18,112.09,109.90
111.75,112.70,112.89,109.57
112.53,113.02,113.54,112.12
112.98,113.18,113.18,112.63
111.80,111.46,112.01,111.14
111.27,111.45,112.23,109.97
112.35,112.28,112.95,112.04
113.28,112.77,113.48,112.39
112.60,113.15,113.37,111.95
113.82,113.68,114.14,113.24
