TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,NASDAQ
57.41,57.57,57.94,57.00
57.43,56.60,57.60,56.60
57.01,55.10,57.21,55.10
55.00,54.10,55.00,53.56
53.94,54.23,54.42,53.90
54.17,54.03,54.33,53.77
53.86,54.79,54.80,53.80
54.74,55.90,56.16,54.74
56.40,56.63,56.99,56.40
56.95,56.90,57.08,56.50
56.96,57.95,58.44,56.87
58.38,58.00,58.48,57.62
57.98,57.73,58.37,57.66
58.07,58.50,58.50,57.66
58.50,58.26,58.50,57.92
58.15,58.76,59.00,58.15
59.19,59.36,59.54,59.00
60.25,59.72,60.38,59.48
60.24,59.98,60.24,59.59
59.97,59.65,60.25,59.59
59.65,59.67,60.18,59.59
59.65,59.99,60.00,59.61
60.09,60.21,60.25,59.79
60.01,60.49,60.98,59.91
60.84,61.00,61.00,60.41
61.00,62.78,62.78,60.98
62.44,62.97,63.00,62.05
63.00,65.91,66.83,62.95
66.10,65.35,66.22,64.54
65.49,65.51,65.92,65.38
65.90,65.70,66.00,65.44
66.50,65.80,66.51,65.80
65.60,65.79,66.00,65.50
65.80,65.66,66.00,65.52
65.88,65.39,65.90,65.26
65.00,64.06,65.00,63.19
63.51,64.21,65.06,63.51
64.25,63.18,64.25,63.00
62.77,63.39,63.66,62.17
63.25,64.30,64.34,63.17
64.60,64.71,64.89,62.78
64.91,65.00,65.95,64.65
65.00,65.20,65.63,64.37
65.12,65.79,65.89,64.76
65.87,65.53,65.89,65.30
65.66,65.03,65.87,64.80
65.00,64.80,65.49,64.80
65.30,65.28,65.42,64.67
65.15,64.52,65.55,64.19
64.45,64.80,64.92,64.32
64.91,65.42,65.60,64.91
65.25,65.80,66.31,65.25
66.21,66.65,66.65,65.95
66.89,67.25,67.47,66.71
67.45,67.93,67.94,67.25
67.51,69.69,69.90,67.51
69.69,69.89,69.90,69.41
69.89,70.13,70.68,69.80
70.15,70.06,70.32,69.85
69.30,70.22,70.29,69.29
69.53,70.24,70.25,69.53
70.29,68.08,70.29,67.20
67.66,68.99,69.70,67.50
69.15,68.78,69.49,68.55
69.19,69.96,69.97,69.06
69.53,68.92,69.63,68.92
68.90,69.29,69.50,68.32
69.50,69.51,69.76,68.93
69.86,69.73,70.09,69.50
69.55,73.80,74.35,69.00
73.80,73.02,73.80,72.02
72.66,76.00,76.33,72.56
75.45,77.50,77.50,75.45
77.00,77.69,77.69,76.80
77.65,77.51,78.23,76.53
77.14,78.73,78.74,77.14
78.45,77.70,78.45,76.90
76.64,75.22,78.25,75.00
75.00,76.00,76.00,74.00
76.00,77.10,77.86,75.54
77.90,78.03,78.20,76.95
77.76,78.09,78.14,77.51
77.50,77.85,78.12,77.50
77.60,78.62,78.74,77.00
78.62,78.51,79.00,78.51
78.81,78.88,78.99,78.26
78.02,78.20,78.95,78.01
78.65,79.11,79.45,78.05
79.01,79.19,79.42,79.00
79.00,79.36,79.44,79.00
79.44,79.21,79.61,79.21
79.21,79.04,79.35,78.69
78.62,78.11,78.62,77.54
78.24,78.40,79.19,78.20
78.10,78.35,79.00,78.10
78.38,77.60,78.50,76.40
77.60,78.13,78.61,77.60
78.42,78.77,79.06,78.42
78.52,78.58,79.49,78.52
78.53,78.67,79.22,78.24
78.52,78.79,79.10,78.52
79.00,79.30,79.63,79.00
79.65,79.33,79.96,79.30
80.53,89.24,90.88,80.14
88.60,87.92,92.23,87.05
88.47,88.66,89.00,87.00
88.97,89.18,91.67,88.97
89.79,89.09,91.20,87.86
88.28,88.51,88.51,87.55
88.51,88.72,89.03,87.24
89.43,89.57,91.00,87.91
94.88,95.77,96.75,92.30
94.26,95.10,96.25,94.01
94.50,94.54,95.50,94.50
94.98,95.00,95.50,94.45
95.00,95.66,97.22,95.00
96.26,94.86,96.48,94.82
95.50,95.88,96.30,94.95
96.21,95.75,96.74,94.93
95.55,96.89,97.17,95.01
96.79,98.61,98.84,96.78
98.66,99.00,99.97,96.82
99.55,96.85,99.55,96.16
96.95,97.25,97.77,96.48
96.52,96.97,97.75,96.50
96.22,96.96,97.00,96.22
96.97,94.97,96.97,93.60
94.75,95.00,95.50,93.00
95.00,94.44,95.50,94.02
94.40,95.70,96.50,94.12
99.50,97.20,99.50,95.70
97.00,97.49,98.00,97.00
97.50,98.56,99.82,97.50
98.06,97.60,99.29,96.82
97.85,99.05,99.12,97.62
99.12,98.90,99.40,98.30
98.50,98.52,98.98,98.20
98.80,101.30,101.49,98.55
100.36,101.74,101.74,100.36
101.74,104.31,104.33,101.73
104.31,107.05,108.75,104.31
107.33,108.07,109.12,106.43
108.89,107.73,108.89,105.22
108.29,105.62,109.18,103.10
105.25,105.50,107.32,102.85
105.22,105.19,106.27,103.60
104.60,104.94,105.50,101.16
104.22,105.78,105.78,104.05
106.84,105.26,107.78,103.96
104.94,104.35,105.39,103.58
103.28,101.96,104.74,100.51
101.40,103.84,104.15,99.50
104.52,101.00,104.52,99.48
100.69,102.98,103.81,100.30
103.85,102.69,104.98,101.15
102.70,102.96,103.81,101.25
102.05,101.96,102.53,101.28
102.35,99.50,103.80,98.56
100.41,99.98,100.74,98.62
100.18,102.70,102.71,98.05
103.29,104.42,104.42,103.00
105.00,106.69,107.38,104.25
107.22,108.95,109.68,106.72
114.52,112.68,115.93,110.40
112.69,112.35,114.48,111.81
112.50,114.04,114.54,111.71
113.83,113.78,114.43,113.45
113.01,112.54,114.97,112.50
112.84,112.23,113.13,111.69
112.15,112.99,113.89,111.86
113.22,113.19,113.36,112.69
113.73,113.49,114.00,112.60
113.09,112.09,113.50,111.62
112.50,112.04,112.50,111.70
111.60,111.90,112.28,111.34
112.08,111.61,112.88,110.32
110.32,111.67,111.99,108.22
113.11,112.84,114.00,112.53
112.99,112.84,113.20,111.70
112.66,110.82,112.99,109.28
110.85,111.31,111.97,109.10
111.00,110.85,111.98,109.82
110.46,111.12,112.73,110.46
111.10,110.96,111.50,109.30
111.44,110.00,111.94,109.87
109.71,110.00,110.67,108.30
110.95,110.12,111.50,109.81
110.70,114.53,114.97,109.68
115.00,121.32,121.78,114.77
122.51,120.53,122.51,119.81
120.70,119.98,121.00,118.31
120.50,115.46,120.50,114.45
116.13,114.79,117.10,114.05
114.37,110.12,115.00,108.88
109.26,110.01,111.41,107.08
110.78,109.86,111.93,108.64
109.34,111.00,111.81,109.34
110.75,111.81,112.42,110.40
112.67,111.36,112.67,110.83
111.15,111.11,111.57,110.05
111.65,110.94,111.66,109.81
110.22,109.97,111.00,108.91
109.62,109.54,111.64,108.30
109.76,110.09,110.71,109.39
110.07,107.67,110.24,106.00
106.42,104.14,106.59,102.97
104.76,104.87,108.42,104.50
105.10,105.97,106.99,102.72
106.70,104.91,107.95,104.44
104.91,106.46,106.54,104.58
105.94,108.28,109.01,105.62
107.78,110.72,111.96,107.78
110.22,109.86,112.35,109.10
110.00,110.37,110.37,109.24
109.77,110.25,110.60,109.71
110.50,112.72,113.45,109.74
112.65,111.60,113.98,110.31
110.90,112.33,113.97,110.90
112.62,113.89,114.60,112.25
114.50,116.50,118.80,114.03
116.24,116.20,116.25,115.21
115.62,116.05,116.20,115.04
115.72,115.65,116.55,114.23
115.19,114.04,116.70,112.70
114.00,112.00,114.67,110.54
112.85,110.79,112.98,109.53
110.00,109.99,110.00,108.09
109.83,108.41,110.16,108.33
108.02,106.06,108.11,105.18
105.69,106.24,106.79,105.25
105.00,106.03,108.78,105.00
106.20,108.70,111.57,105.60
109.65,107.96,110.95,106.22
108.52,109.84,111.33,107.72
109.76,108.32,111.24,107.40
108.00,106.07,108.00,105.41
105.42,106.00,107.35,103.33
106.48,106.92,109.40,105.59
106.98,106.54,107.00,105.78
106.82,103.80,106.88,103.51
104.14,106.33,106.97,103.66
106.49,107.85,108.32,105.55
108.34,109.09,109.84,105.45
109.17,109.75,110.05,107.97
109.09,110.59,112.20,109.09
110.50,111.58,111.60,110.06
110.98,111.50,111.60,110.64
111.25,110.70,111.46,110.70
111.18,111.65,111.65,109.99
111.16,110.67,111.60,110.25
110.98,112.71,112.71,110.24
112.21,109.87,112.21,109.11
110.42,110.90,112.52,109.87
111.67,113.88,114.77,111.67
113.35,113.07,115.00,112.73
111.80,112.14,112.57,110.50
111.80,113.92,114.70,111.75
113.23,118.28,119.29,113.23
118.75,137.97,138.67,118.75
136.93,140.24,140.49,134.99
140.20,141.98,144.42,139.51
142.00,143.03,146.64,140.56
142.67,141.70,144.19,141.70
142.21,141.77,145.26,138.18
141.71,145.45,145.97,136.31
145.69,144.49,146.64,143.47
144.00,145.30,145.70,142.03
148.00,145.75,148.00,144.92
146.63,149.31,149.89,145.81
148.77,144.38,148.99,143.18
145.15,143.39,147.66,140.36
143.39,140.49,143.39,139.08
141.47,145.24,145.62,140.12
145.51,143.51,145.98,143.05
142.98,145.51,148.44,142.98
147.89,145.80,149.79,145.04
145.77,144.71,146.99,144.51
145.46,143.44,145.46,142.98
144.00,141.86,144.81,140.56
141.38,140.99,142.98,138.03
140.73,145.33,146.70,140.57
145.91,141.26,146.37,140.62
141.71,144.16,144.75,140.57
145.58,142.53,145.58,140.23
142.53,141.98,142.53,140.25
142.00,137.98,142.56,136.98
138.67,138.45,140.17,135.36
134.58,145.42,149.00,130.45
144.89,146.54,148.46,143.59
149.37,148.13,150.68,145.46
149.34,152.97,154.17,149.06
152.50,153.65,157.00,151.31
154.11,155.04,157.78,153.25
156.80,154.08,158.25,150.30
154.00,152.35,156.15,151.44
152.43,152.01,153.45,149.83
152.10,154.61,154.61,151.05
153.91,161.48,161.93,153.91
162.88,161.22,164.00,158.71
161.38,160.53,162.00,160.03
159.57,162.12,163.95,159.57
162.49,160.73,163.94,160.30
160.52,161.16,165.30,160.00
160.00,159.75,163.98,159.31
160.00,159.73,162.05,159.00
159.24,156.54,160.38,155.75
156.75,155.49,156.89,153.80
155.47,154.98,156.66,153.65
154.51,152.33,155.29,151.52
152.11,157.40,158.50,152.11
157.64,156.49,157.64,154.55
155.81,154.78,156.52,153.73
154.13,151.34,155.08,151.22
150.67,156.47,156.77,150.67
156.67,158.80,159.65,155.81
158.51,159.92,162.44,158.30
159.69,159.21,161.49,157.79
159.13,157.79,162.29,155.05
156.85,155.13,159.35,155.04
155.14,157.84,158.45,155.14
157.03,152.72,158.15,152.39
152.58,158.86,159.76,152.58
157.47,154.76,158.55,152.50
155.40,153.86,156.75,152.62
153.19,149.91,153.19,148.03
149.23,148.98,150.79,147.27
150.00,152.93,153.44,150.00
154.08,152.38,154.54,151.34
148.83,150.06,151.99,143.50
150.47,148.21,150.71,143.33
147.53,145.39,149.98,145.04
144.18,141.70,148.95,141.62
140.79,136.91,143.49,136.90
136.91,136.24,140.75,135.18
135.29,135.48,136.56,131.01
134.58,138.89,141.30,132.15
140.36,141.00,144.62,135.21
141.10,140.98,142.82,139.69
142.59,145.07,145.48,140.37
145.50,145.97,147.63,145.10
148.00,146.26,148.12,145.75
146.77,150.00,150.80,146.50
150.22,149.19,152.00,147.98
149.50,151.27,151.37,146.78
151.04,152.73,154.17,151.04
152.66,157.70,159.50,152.66
159.95,161.94,162.75,157.98
161.90,159.86,161.90,159.00
159.66,161.66,161.75,158.75
161.87,163.24,163.34,159.85
164.00,164.24,166.10,162.31
164.05,162.13,166.58,161.31
165.33,154.56,168.99,152.62
155.00,150.04,155.00,146.21
148.88,149.67,152.11,148.55
149.65,146.13,149.65,145.01
146.29,146.81,147.10,144.02
147.36,147.19,148.93,146.54
147.99,148.66,149.83,147.10
148.72,146.48,149.35,145.20
146.07,144.41,146.07,143.53
145.09,143.24,145.63,142.05
142.82,141.95,144.46,141.63
142.27,141.94,144.90,140.00
142.06,144.34,144.49,142.06
143.34,143.49,144.57,142.97
142.98,143.56,144.11,142.22
143.86,143.59,144.00,142.28
143.97,143.56,147.70,142.95
143.79,143.66,145.16,143.13
144.11,145.25,145.30,143.92
145.25,145.37,146.21,144.78
144.52,144.84,145.37,142.77
144.84,143.57,144.84,140.01
143.71,143.44,146.78,142.17
141.95,140.66,142.52,140.62
140.33,136.36,140.66,135.73
135.08,134.21,137.44,133.82
134.51,137.93,138.00,134.19
140.34,147.23,147.41,140.23
149.04,148.00,149.95,145.90
148.08,148.27,149.38,147.17
148.71,141.44,148.96,140.23
141.74,144.58,145.00,140.99
144.43,145.01,146.72,144.31
146.21,147.98,148.63,146.21
148.00,148.00,150.95,147.64
149.60,148.19,149.60,147.10
148.33,147.42,150.00,147.03
147.44,146.04,148.93,145.25
145.50,144.17,145.51,139.50
144.73,145.02,145.39,143.05
145.59,148.98,149.00,144.75
149.00,148.36,149.65,147.05
148.53,149.63,150.18,145.61
150.09,150.71,152.35,149.68
149.30,152.93,154.26,148.00
153.40,151.92,154.64,151.37
150.80,152.98,153.08,150.61
153.58,154.29,154.69,152.55
153.18,154.41,154.84,152.84
154.77,154.50,155.00,152.08
154.11,159.74,159.74,154.11
160.00,160.75,161.40,158.64
159.61,162.96,163.17,158.09
163.00,165.17,166.83,161.86
165.17,165.99,166.40,162.83
164.90,166.50,167.74,164.90
166.50,167.62,167.71,164.76
168.49,165.65,168.49,163.87
164.60,169.04,169.04,163.85
169.76,171.77,172.34,169.76
172.72,167.00,173.00,166.53
167.15,161.00,167.75,160.29
161.54,163.49,164.37,161.10
164.09,162.06,168.89,159.04
161.43,162.58,163.53,159.56
162.50,161.14,162.81,159.32
160.33,157.10,161.56,154.56
157.52,155.25,157.52,154.00
154.70,154.87,156.67,154.01
155.57,156.95,157.46,153.55
156.96,158.09,158.58,155.10
157.66,156.61,159.43,156.49
157.30,154.91,157.38,152.18
154.18,153.13,154.68,152.96
153.81,151.06,153.81,150.68
151.18,157.00,157.40,150.64
156.90,150.34,157.13,148.66
149.92,151.83,152.63,149.90
153.03,152.07,153.06,150.63
152.70,150.82,152.70,150.10
152.01,152.75,154.85,150.50
152.53,145.75,152.53,145.55
146.00,143.81,146.25,143.20
144.00,145.00,146.40,142.62
145.37,145.30,146.00,144.00
145.98,148.16,148.39,145.75
147.45,150.06,150.63,147.45
149.03,151.50,153.15,149.03
152.14,153.12,155.82,151.89
153.13,152.62,153.99,150.81
152.62,149.85,153.37,149.47
149.48,146.21,151.79,145.90
146.00,141.29,146.00,140.18
140.00,142.00,142.97,140.00
142.25,143.22,144.34,141.94
144.78,143.47,145.28,142.28
143.01,141.03,143.88,140.01
140.00,141.72,141.73,136.13
140.91,142.76,144.93,138.96
142.45,143.47,143.95,142.09
143.84,140.71,144.48,138.53
141.17,143.45,144.11,141.17
144.03,146.96,148.51,144.03
147.74,149.20,149.76,147.40
149.81,148.30,153.97,147.55
148.50,145.75,148.50,144.40
146.45,146.24,146.78,145.09
146.16,145.35,146.85,144.95
144.17,144.99,144.99,142.81
145.50,143.88,146.80,143.36
144.40,143.71,145.98,143.52
144.50,143.40,145.19,142.90
142.76,146.30,146.52,141.39
145.81,145.59,147.06,144.96
146.32,143.03,146.32,142.41
143.47,142.25,143.47,140.76
140.95,141.49,143.93,140.14
141.24,140.61,142.48,138.05
140.69,141.41,142.99,140.26
141.90,140.93,143.00,138.80
141.08,141.00,141.52,139.23
141.90,140.66,142.43,140.00
140.27,137.33,141.89,136.06
139.05,136.77,139.05,136.46
137.63,137.15,137.64,136.59
136.98,135.50,137.73,134.54
135.37,137.09,137.35,135.10
138.04,138.18,139.77,137.01
138.77,138.14,139.74,137.73
137.76,137.63,138.69,136.26
137.50,139.39,139.72,137.50
139.43,138.12,139.78,137.75
138.30,139.62,139.72,138.30
139.27,139.17,139.67,138.32
138.98,138.56,139.99,138.47
141.00,151.00,153.25,140.17
151.50,150.92,153.00,149.63
150.20,148.70,151.79,148.01
150.00,147.89,150.61,147.00
147.38,145.22,147.45,145.21
145.83,144.49,146.61,144.11
143.67,142.34,144.65,140.15
140.84,139.77,141.58,139.51
140.29,142.19,142.33,140.29
142.30,142.60,143.24,141.58
142.93,142.88,144.75,142.37
142.53,143.79,144.72,142.53
143.03,143.80,143.88,142.37
142.90,140.46,142.90,140.31
140.95,137.91,141.00,137.46
138.46,141.02,141.57,137.95
141.61,143.55,144.75,141.61
144.02,142.05,144.02,142.05
143.56,142.67,144.27,141.60
143.00,144.45,144.46,142.34
145.25,145.86,147.97,145.05
145.85,145.17,147.38,144.69
145.84,144.31,146.82,143.92
143.68,141.83,143.95,141.15
142.56,143.69,144.43,142.54
144.39,142.30,145.00,140.40
142.50,142.46,142.98,139.00
141.34,144.06,144.29,139.01
143.54,142.26,144.50,141.00
142.01,141.03,142.02,139.82
142.19,140.79,142.29,139.51
141.37,142.57,143.10,140.86
143.20,142.85,143.73,142.28
143.39,142.94,143.39,142.01
143.29,143.57,144.24,141.84
143.84,143.90,144.99,143.50
144.25,143.37,144.25,141.92
142.86,141.94,144.91,141.56
141.77,139.88,142.38,139.88
139.00,139.55,140.60,138.23
139.50,138.17,139.91,136.48
137.69,136.42,138.08,135.60
136.39,135.70,136.39,134.19
136.30,139.60,140.25,136.17
140.32,138.83,140.55,137.72
138.43,138.60,139.27,136.77
138.32,139.35,139.99,138.32
139.58,140.60,141.43,139.11
141.57,139.97,142.10,139.23
140.27,139.70,142.07,138.66
140.00,138.63,141.53,135.19
139.16,135.16,139.16,135.10
135.77,138.51,139.60,135.77
137.65,135.86,139.20,134.30
134.83,136.26,137.00,132.02
136.13,136.30,138.00,135.50
135.57,132.70,137.18,132.53
132.18,136.36,136.75,132.10
136.59,134.65,137.27,134.35
134.40,135.35,136.09,132.49
134.67,132.18,134.67,131.98
131.23,132.76,133.18,124.35
127.71,129.09,129.09,127.20
131.92,130.52,132.69,129.79
131.45,132.19,133.51,130.40
133.86,134.61,135.20,132.62
135.00,134.91,135.48,132.49
134.78,133.60,135.58,132.88
133.50,132.23,134.18,132.16
132.63,133.29,133.63,131.00
133.89,133.16,136.01,131.58
132.64,133.28,133.84,131.76
134.10,134.81,135.38,133.95
135.50,134.81,136.70,134.41
134.15,136.93,137.53,134.15
137.81,137.84,138.57,137.00
138.11,142.41,142.41,138.11
142.81,147.95,147.95,142.46
147.97,154.09,155.00,147.97
153.11,154.50,156.18,153.11
153.89,154.11,155.60,153.54
154.99,150.70,155.14,149.00
149.99,149.28,149.99,147.76
149.00,151.26,153.20,149.00
150.79,154.15,155.50,148.72
154.85,151.21,155.32,150.63
150.30,140.70,151.17,137.87
140.34,138.99,141.98,136.50
139.69,142.89,143.26,138.42
143.10,145.12,145.12,141.02
143.59,145.17,146.11,142.62
146.18,146.22,147.06,143.98
146.04,149.54,150.05,146.02
149.63,148.59,150.71,147.44
147.59,148.45,149.80,146.62
148.48,148.37,150.00,146.09
148.00,146.95,149.39,146.72
146.72,146.55,147.81,146.00
146.72,145.00,149.00,144.64
145.59,147.18,147.79,144.99
147.63,147.57,148.68,145.83
146.85,148.80,149.57,146.85
148.56,147.18,149.10,146.79
148.10,143.74,148.54,140.07
144.28,140.40,144.38,136.88
141.42,145.22,147.53,141.02
145.53,145.85,148.47,144.48
145.88,145.98,146.28,144.34
146.04,146.65,149.64,145.53
145.50,145.18,146.21,144.01
145.00,145.22,147.00,144.28
144.77,144.24,146.00,144.06
144.40,144.06,147.70,142.97
143.87,137.62,143.87,137.01
137.87,135.80,139.18,135.26
135.64,142.40,143.15,135.64
142.86,139.63,142.86,139.22
140.13,138.53,140.38,138.53
139.53,137.98,140.29,137.97
137.73,135.44,138.50,134.25
135.12,138.08,138.48,133.69
138.00,137.36,139.10,136.12
137.42,141.25,141.25,137.42
141.61,140.55,143.48,140.20
141.09,138.24,141.09,137.92
138.37,140.21,140.50,138.30
140.34,141.08,141.08,138.21
141.11,141.85,143.43,139.55
141.92,143.15,143.21,139.75
143.41,139.43,143.76,138.98
139.42,144.83,145.24,138.22
145.43,143.30,147.84,141.12
141.67,140.34,141.67,139.00
141.00,139.98,141.00,138.52
140.19,147.40,147.41,140.19
146.98,146.72,148.85,145.45
146.00,148.40,148.65,145.45
148.28,148.27,149.07,146.38
148.55,150.24,151.48,148.38
149.47,147.95,150.59,147.72
147.86,146.93,149.71,144.86
147.48,155.05,155.08,146.95
155.79,153.78,156.84,151.88
153.77,153.57,155.75,151.50
153.30,155.95,156.20,153.02
155.91,154.85,156.00,152.58
155.45,156.86,157.55,154.69
157.00,156.01,157.00,155.26
155.63,155.97,156.74,155.02
155.57,156.98,157.99,154.60
157.46,155.48,157.46,155.34
154.26,154.63,156.27,153.90
154.77,154.55,156.24,153.42
152.81,151.07,152.91,148.95
151.00,152.93,154.19,151.00
151.77,152.58,155.22,151.75
149.93,154.74,155.17,149.14
154.50,150.54,154.98,150.04
151.27,147.95,152.57,146.72
149.38,147.93,151.90,146.62
148.78,145.43,151.25,144.21
146.14,147.71,148.50,143.00
144.62,144.92,147.78,144.01
144.84,143.91,147.43,141.91
142.45,146.63,147.27,141.75
146.32,143.52,146.99,142.21
145.16,148.33,148.36,143.16
147.43,149.01,150.90,146.77
149.36,146.91,150.64,146.85
147.53,146.48,149.66,145.69
147.57,141.25,148.71,140.55
141.97,145.80,145.80,140.77
145.90,146.40,147.48,144.15
145.34,141.00,145.34,140.77
140.28,141.48,142.24,139.50
141.25,140.68,143.55,139.17
140.17,141.24,142.64,139.54
140.28,138.23,140.28,137.31
137.00,135.72,138.50,134.47
136.50,131.80,136.50,131.16
125.00,131.95,135.66,122.99
133.84,133.82,134.02,130.37
134.10,134.92,136.10,132.85
135.00,134.69,138.90,132.50
137.00,136.43,138.15,134.20
137.00,139.07,139.88,134.59
140.89,140.88,144.28,139.44
141.46,142.17,143.48,140.96
140.94,142.45,143.48,140.36
141.92,143.12,144.43,141.92
143.50,142.72,145.00,142.51
142.46,144.89,144.98,141.85
145.68,145.12,145.98,144.02
145.12,146.13,147.96,144.65
145.46,141.46,146.11,140.00
140.96,137.92,142.83,135.70
138.12,139.33,139.48,137.07
139.49,137.50,139.98,137.07
137.36,136.53,139.10,135.52
137.53,135.66,138.83,132.61
138.13,139.39,139.48,135.00
138.74,136.77,139.78,136.32
136.28,133.20,137.26,132.52
134.22,135.77,138.85,134.22
135.94,138.59,138.74,135.18
138.01,140.82,141.39,137.75
140.62,140.23,142.31,139.34
140.15,140.53,144.23,138.40
140.72,140.21,141.46,139.79
138.87,141.75,142.03,138.80
141.53,139.03,142.80,138.09
138.98,142.00,143.75,138.98
142.96,141.94,144.35,141.47
141.97,143.25,144.19,140.70
142.70,144.41,144.57,140.04
144.90,144.53,146.37,144.49
144.32,145.96,146.97,144.06
146.93,147.78,148.70,146.73
146.57,146.70,148.90,146.44
148.15,144.01,148.15,143.50
144.55,141.54,145.94,140.99
141.75,142.61,143.80,141.34
143.02,143.26,143.95,141.06
143.44,141.07,143.53,140.54
140.38,145.01,145.06,140.23
144.71,147.28,148.18,142.71
147.89,147.40,149.67,145.85
147.20,148.99,149.93,145.27
148.83,150.10,151.98,147.97
149.25,149.74,152.30,148.85
150.03,144.07,150.60,143.18
144.38,140.34,144.99,139.00
139.92,138.81,142.33,138.02
138.73,139.07,140.81,137.26
138.82,139.74,140.23,137.17
139.45,140.64,140.78,137.45
140.42,136.48,141.00,136.03
136.33,132.83,136.33,130.22
132.67,130.99,133.46,129.70
131.00,130.08,132.47,125.28
130.88,133.19,134.15,130.08
134.03,135.67,137.19,134.03
136.15,133.99,136.85,133.78
133.85,132.88,134.68,132.03
132.88,135.02,135.57,132.21
135.35,135.31,136.39,134.37
135.00,134.22,136.08,131.74
133.29,136.70,136.72,132.23
136.25,132.63,136.32,132.22
132.84,136.48,136.80,132.84
136.50,134.64,137.39,134.01
136.05,137.53,138.48,135.54
137.50,136.18,137.50,135.28
135.41,139.54,139.54,135.10
140.00,149.20,150.54,139.48
148.80,146.12,150.30,144.25
146.20,147.25,149.46,145.33
147.50,147.52,148.96,145.76
147.91,147.56,148.55,145.03
147.70,148.90,149.85,147.00
148.52,147.74,148.59,146.56
147.42,149.54,149.78,146.58
148.66,148.44,150.75,147.70
148.25,146.00,149.40,145.00
145.63,144.91,147.38,144.74
144.70,146.29,146.40,142.70
145.80,144.81,148.66,144.60
143.79,142.97,145.13,142.52
142.75,141.23,144.34,141.05
142.82,142.17,145.08,141.77
143.24,143.56,144.17,140.64
142.80,141.79,144.10,139.05
142.83,143.61,144.72,141.49
141.70,139.05,142.72,139.05
138.73,137.76,140.85,137.55
138.68,141.02,141.27,137.76
141.26,145.09,145.60,141.26
144.60,145.60,146.21,142.64
146.26,146.01,147.28,145.37
146.00,145.01,146.34,143.42
143.93,145.04,146.50,142.87
145.25,140.88,146.35,139.24
141.59,142.20,142.69,141.04
142.60,143.80,145.78,142.19
144.73,142.14,145.71,142.14
142.80,140.21,143.75,140.19
141.47,143.16,143.45,140.97
143.25,141.77,144.06,141.75
142.35,142.53,143.98,141.83
142.75,142.89,144.08,140.96
143.52,145.73,146.00,143.44
146.00,144.86,148.00,144.84
144.41,144.95,147.00,144.10
145.52,144.94,146.64,144.48
145.32,138.23,146.11,135.17
138.49,137.85,139.33,137.01
138.66,139.94,140.26,137.14
139.24,139.96,140.69,138.92
140.22,142.24,142.98,140.01
142.17,139.97,142.36,139.80
140.32,143.18,143.22,140.10
142.65,142.69,144.81,142.62
143.86,145.01,146.88,143.07
144.96,143.48,146.89,143.40
143.50,145.20,145.92,143.00
144.68,138.81,144.86,137.82
133.28,135.94,136.27,131.10
136.63,134.88,137.98,134.06
134.52,136.55,137.38,134.52
136.11,135.53,137.17,135.44
135.56,134.85,136.66,134.85
134.27,134.50,136.99,133.82
134.58,134.46,135.63,132.44
131.30,132.58,134.43,131.30
133.47,131.60,134.69,130.78
131.62,129.47,132.88,129.10
129.00,126.78,130.74,126.44
126.89,128.30,129.37,126.89
128.49,126.64,128.93,126.58
126.26,126.60,128.30,125.75
126.91,126.60,127.59,124.61
126.53,126.69,127.27,125.35
127.52,126.37,127.72,125.72
126.68,125.95,127.57,125.09
125.58,125.63,125.74,124.16
124.69,125.94,127.36,124.46
125.70,124.36,125.87,124.34
123.91,119.42,123.91,117.85
119.29,119.15,120.00,117.73
118.78,121.13,122.93,118.55
120.96,118.18,121.00,118.05
118.00,117.59,119.59,116.50
117.77,116.90,119.00,116.63
117.00,116.11,118.53,115.80
116.31,115.61,117.24,114.00
115.31,116.80,117.37,115.09
116.19,117.75,118.16,115.81
117.81,116.39,119.44,115.70
116.52,116.62,118.50,115.31
116.08,116.51,117.99,115.54
115.81,113.39,116.23,113.31
113.78,110.51,114.29,110.51
110.16,111.00,111.59,110.08
111.60,109.85,112.06,109.54
110.00,108.02,110.52,107.75
108.14,107.47,108.58,106.60
108.00,108.20,109.64,106.88
108.87,110.07,111.26,107.80
109.55,107.71,110.04,107.53
107.87,106.35,109.21,106.01
106.00,107.48,108.53,105.38
108.12,105.06,108.50,104.15
104.58,102.29,105.57,102.26
102.45,105.07,105.43,101.08
104.52,105.99,107.07,104.52
106.64,103.30,107.95,101.02
103.75,103.97,105.03,102.47
104.00,102.91,105.66,102.77
103.38,103.24,103.66,101.50
102.49,104.06,104.76,101.47
104.28,106.06,108.39,103.61
105.73,102.02,105.73,101.59
101.58,101.51,102.87,101.02
101.08,102.53,103.15,100.55
102.65,101.05,103.35,99.94
101.93,93.68,102.19,92.28
92.90,96.68,97.32,92.90
97.10,97.81,98.36,96.72
97.00,98.34,101.05,97.00
99.50,110.81,115.91,99.50
110.80,108.53,113.76,108.45
108.59,105.34,108.59,105.00
105.39,107.57,108.07,104.71
108.74,103.95,108.74,102.05
102.77,101.59,104.11,101.22
101.47,104.13,104.31,100.60
104.57,102.57,104.57,101.55
102.63,102.22,103.28,100.47
101.94,100.50,102.21,98.62
99.70,103.82,104.73,97.88
106.52,107.50,108.43,105.12
107.70,105.98,108.21,105.11
106.48,105.44,106.79,105.00
105.50,102.16,108.29,102.16
102.15,100.31,104.94,99.81
