PRK,Park National Corporation Common Stock,NASDAQ
69.25,68.60,70.50,68.52
68.29,68.05,68.99,67.55
68.75,70.23,70.23,68.05
70.25,69.50,70.25,68.91
69.94,69.80,70.49,69.59
69.74,68.79,70.18,68.75
68.89,70.75,70.75,68.89
70.84,71.19,71.25,70.21
71.08,71.83,71.88,70.83
71.73,73.03,73.03,71.51
73.08,75.00,75.43,73.08
74.81,76.21,76.28,74.19
75.33,76.25,76.25,75.33
76.61,75.15,76.88,74.86
74.75,74.99,75.19,74.30
75.47,75.70,75.70,74.89
75.56,75.60,76.00,74.96
76.00,76.11,76.48,75.45
75.91,77.08,77.63,75.79
76.72,77.76,77.80,76.53
77.31,78.40,78.65,77.17
79.00,79.44,79.62,77.20
79.75,80.00,80.00,79.30
79.46,80.01,80.24,79.23
79.13,79.51,79.51,78.90
79.11,78.80,79.50,78.74
78.87,78.92,79.63,78.65
79.12,78.90,80.60,78.84
79.70,80.28,80.75,79.18
79.75,79.71,80.25,78.63
79.36,80.02,80.25,79.01
79.69,79.87,80.19,79.50
79.77,79.69,79.89,79.01
79.90,80.05,80.05,79.63
79.72,80.03,80.13,79.56
79.62,80.59,80.62,79.62
80.40,80.13,80.58,79.85
79.95,80.03,80.45,79.94
79.97,79.33,80.25,79.16
79.00,80.00,81.00,79.00
79.68,79.96,80.10,79.03
79.79,81.06,81.49,79.79
79.45,79.27,79.93,78.59
79.70,79.99,80.65,79.16
79.94,79.77,80.22,79.22
79.81,79.37,79.98,78.56
78.55,77.18,79.00,76.80
76.45,76.82,77.89,76.18
76.99,77.61,77.71,76.95
77.33,76.09,77.50,75.84
76.88,76.86,77.54,75.99
76.72,77.55,78.46,76.52
77.48,78.09,78.30,77.46
78.48,78.00,78.48,77.50
78.01,78.56,78.63,77.51
79.25,80.22,80.55,79.05
79.93,79.34,80.10,79.19
79.12,78.53,79.59,78.47
78.89,79.01,79.25,78.53
79.51,79.50,79.51,78.64
79.11,79.80,79.80,78.72
79.51,79.26,80.55,78.91
79.30,78.01,79.56,77.98
78.70,78.50,79.78,78.12
78.73,78.61,78.97,78.15
78.92,78.99,79.67,77.00
79.25,79.06,80.00,78.61
79.12,79.46,79.61,78.80
78.84,79.07,79.66,78.84
78.50,79.08,79.90,78.30
79.42,79.99,79.99,78.85
79.62,79.26,79.93,78.60
79.48,78.10,79.48,78.10
78.10,78.43,78.71,78.10
77.75,77.13,78.47,77.11
77.25,76.53,77.41,76.53
76.98,76.92,78.01,76.60
77.90,79.05,79.26,77.20
78.64,80.45,80.45,78.64
80.01,81.00,81.00,78.63
80.63,80.14,80.96,80.03
80.42,80.67,81.00,80.42
80.63,80.48,80.98,80.21
80.98,81.00,81.36,80.20
80.85,80.71,81.00,80.57
81.04,81.08,81.24,80.25
81.23,80.98,81.23,80.69
81.09,81.02,81.15,80.72
81.25,80.51,81.25,80.00
80.80,81.05,81.21,80.16
81.49,80.37,81.49,80.10
80.65,80.42,81.05,80.40
80.41,79.22,80.60,79.22
79.70,79.81,79.81,78.40
79.79,79.74,79.95,78.61
79.80,79.23,79.90,79.02
79.88,79.65,80.10,79.41
80.09,79.25,80.66,79.25
79.17,81.00,81.20,79.12
81.11,80.36,81.11,80.10
80.32,79.90,80.50,79.63
79.70,80.18,80.39,79.61
80.13,80.42,80.70,79.75
80.26,80.60,80.70,79.91
80.59,80.91,81.13,80.27
80.91,81.19,81.46,80.51
80.35,80.81,80.95,80.28
80.90,82.67,82.70,80.32
82.44,82.70,82.97,81.64
83.00,82.98,83.92,82.22
83.31,83.53,83.88,83.09
83.83,84.62,84.74,83.27
84.99,84.44,85.00,83.77
84.27,83.11,84.60,83.10
83.25,82.43,83.80,82.11
82.22,82.21,83.37,82.01
82.08,82.35,82.60,82.00
83.20,83.47,83.51,82.16
83.47,82.90,83.55,82.56
83.07,81.67,83.07,81.61
81.90,80.86,82.43,80.67
80.80,81.08,81.62,80.70
81.30,81.00,81.60,80.73
81.08,82.79,82.79,81.08
82.48,81.67,82.48,81.23
82.00,82.75,82.96,81.41
82.42,81.37,82.42,81.37
81.33,84.10,84.10,81.33
84.14,84.90,84.95,83.44
84.80,84.89,84.97,84.34
84.81,84.76,86.00,84.50
85.28,85.34,85.50,84.53
85.07,84.45,85.50,84.32
84.71,85.07,85.40,84.26
84.79,82.58,84.79,82.12
82.53,82.91,83.58,82.11
83.22,81.59,83.22,81.57
81.94,82.93,83.00,81.94
82.68,81.62,82.80,81.59
82.11,82.06,82.39,81.58
82.11,81.60,82.11,81.06
81.26,81.15,81.57,80.60
81.31,81.15,81.85,80.85
81.05,81.89,81.94,81.05
81.90,81.47,81.92,80.95
81.54,81.57,82.19,81.29
82.36,83.27,83.27,81.62
83.52,83.60,83.86,83.20
83.24,82.85,83.24,82.01
82.22,82.21,83.40,82.13
86.54,82.34,86.78,82.11
82.11,81.02,82.43,80.45
80.71,79.01,80.92,78.82
79.42,79.58,80.00,79.00
79.00,78.30,79.37,78.15
78.30,76.25,79.28,76.25
76.48,76.89,77.29,76.00
76.65,75.88,78.04,75.20
75.80,76.26,76.93,75.72
76.41,76.22,76.41,75.35
76.51,76.38,77.31,75.26
76.30,77.00,77.53,75.31
77.31,76.51,77.75,76.13
76.26,77.28,77.40,76.26
77.45,77.44,77.46,76.53
77.51,78.00,78.07,77.15
77.03,75.11,77.03,75.07
75.23,75.86,76.00,75.11
76.25,75.92,76.38,75.66
76.12,76.68,77.07,75.78
76.98,76.63,76.98,76.26
76.96,77.45,77.45,76.61
76.90,77.74,77.74,76.73
77.87,78.06,79.07,77.15
77.35,76.76,77.52,76.62
77.87,79.30,79.99,77.87
79.41,79.23,79.64,78.65
79.28,78.71,79.35,78.71
79.40,79.30,79.68,78.85
79.45,79.58,79.58,79.01
79.30,78.78,79.30,78.34
78.35,78.98,78.99,77.31
79.25,77.77,79.25,77.15
77.50,77.68,78.36,77.50
78.30,77.89,78.30,77.33
78.02,78.66,78.66,77.00
78.68,78.58,79.24,77.54
78.22,79.51,79.55,77.98
79.73,77.06,79.98,77.06
77.67,77.23,77.99,76.56
77.47,77.53,77.90,77.01
78.10,75.87,78.10,75.87
76.15,75.29,76.25,75.25
75.66,75.06,76.23,75.06
75.59,76.89,77.17,75.32
77.00,78.43,78.75,76.49
78.60,77.80,78.60,77.61
77.85,77.31,78.06,77.28
77.97,75.52,78.06,75.51
75.67,75.19,75.91,75.04
75.45,75.00,75.88,75.00
75.48,75.22,76.00,75.10
75.40,73.92,75.45,73.65
73.53,73.25,74.14,73.25
74.09,73.80,74.40,73.36
74.00,73.84,74.25,73.03
74.09,73.65,74.37,73.50
73.54,74.43,74.77,73.40
74.94,74.95,83.32,74.38
74.87,75.31,76.19,74.87
75.18,74.83,75.54,74.51
75.11,74.10,75.11,74.01
73.78,73.00,75.08,73.00
73.65,73.25,74.10,72.62
73.19,72.75,73.93,72.75
72.50,72.52,73.33,72.50
72.50,72.76,72.97,71.76
73.34,72.78,74.34,72.35
72.37,72.60,73.19,72.25
72.56,71.51,73.05,71.50
71.90,72.74,72.74,71.25
73.35,71.63,73.43,71.55
71.50,73.23,73.23,71.46
73.73,75.11,75.12,73.58
74.83,74.00,75.00,73.76
73.61,71.86,73.70,71.86
71.86,71.44,72.03,70.57
71.15,71.76,71.76,70.51
71.68,73.13,73.13,71.58
73.01,72.61,73.19,71.79
72.25,72.40,72.79,72.00
72.50,72.61,72.99,72.24
72.92,73.49,73.55,72.40
73.49,74.40,74.49,73.00
74.56,74.62,74.68,73.61
74.70,74.67,74.93,74.41
74.79,74.65,75.30,74.46
74.72,74.53,75.00,73.61
74.41,74.67,75.49,74.41
74.68,74.16,74.68,73.69
74.34,75.84,76.13,74.00
76.23,77.09,77.32,75.31
77.00,78.92,78.97,76.92
79.08,79.09,79.25,78.10
78.88,77.46,78.88,77.28
77.30,76.58,77.30,76.20
77.04,76.33,77.10,75.93
77.86,77.06,77.90,75.85
76.84,78.42,78.50,76.84
77.78,78.22,78.49,77.55
78.49,78.33,78.49,78.04
78.50,78.50,78.65,78.05
78.54,78.58,78.86,78.06
78.32,78.27,79.99,78.00
78.00,78.36,78.50,77.01
78.74,78.50,78.84,77.34
77.80,76.81,78.50,76.81
76.81,77.20,77.54,76.58
77.20,78.00,78.50,77.20
77.90,77.79,78.43,77.56
78.10,78.69,78.69,77.82
78.34,77.61,78.34,77.52
77.49,76.89,77.53,76.77
77.38,77.19,77.56,76.80
76.05,75.75,76.52,74.00
75.61,75.30,76.17,75.12
76.07,75.74,76.29,75.53
75.90,75.82,76.55,75.20
76.05,75.34,76.45,75.03
74.73,73.34,74.75,72.87
72.95,74.60,74.79,72.95
73.95,73.82,74.11,73.22
74.10,74.21,75.11,74.00
74.20,74.28,74.61,73.38
74.00,75.00,75.23,73.75
74.32,74.60,74.95,74.08
74.61,74.40,75.10,73.41
74.95,75.87,76.65,74.95
76.60,76.32,76.79,75.90
75.80,75.34,76.40,75.34
75.40,74.30,75.66,73.84
74.85,74.89,75.00,73.85
74.61,75.31,75.44,74.31
75.00,76.34,77.00,75.00
76.40,75.49,76.90,74.73
75.36,76.39,76.44,74.90
76.33,76.83,77.63,75.77
76.37,76.52,77.20,76.37
76.70,77.44,77.91,76.60
77.70,76.87,77.70,76.81
77.79,76.69,77.92,76.04
77.12,77.70,77.70,77.00
77.75,78.19,78.19,77.60
77.15,76.68,77.29,76.26
76.51,77.58,77.58,76.00
77.58,77.52,77.95,77.22
77.61,77.36,77.68,76.47
77.46,77.93,78.07,76.50
77.98,77.94,78.00,77.66
77.63,77.14,77.94,77.13
77.00,77.84,77.95,77.00
77.95,78.00,78.00,77.66
78.10,77.65,78.10,77.22
78.25,77.50,78.30,77.50
77.68,77.87,78.20,77.43
77.82,78.05,78.05,77.56
77.71,77.35,77.94,77.20
77.68,78.61,78.61,77.51
78.42,79.50,79.75,78.08
79.77,78.37,79.77,78.30
78.01,77.72,78.44,77.72
78.10,78.09,78.49,77.75
77.86,78.12,78.46,77.58
78.06,78.77,79.22,77.76
78.69,77.90,79.01,74.01
77.35,77.00,77.61,77.00
76.97,76.20,77.00,76.20
76.59,76.72,77.00,76.18
77.04,76.00,77.04,76.00
76.05,76.25,76.32,75.61
75.50,76.35,76.84,75.50
76.22,75.42,76.62,75.42
75.78,75.14,76.17,75.06
75.50,75.70,75.87,74.59
76.60,75.93,76.60,75.93
75.86,75.15,76.18,75.15
75.00,74.37,75.58,74.36
74.45,75.70,76.10,74.25
75.25,74.32,75.25,74.25
74.00,74.23,75.94,74.00
74.56,75.92,76.10,74.56
75.97,77.42,77.92,75.97
76.18,76.14,77.05,75.17
75.73,77.64,78.00,75.73
78.27,77.00,78.27,77.00
76.94,77.53,77.53,76.80
77.52,78.75,78.90,77.52
78.90,77.70,78.90,77.42
78.20,79.04,79.79,78.05
78.68,78.51,79.30,78.29
79.05,79.53,80.00,78.52
78.68,82.00,82.00,78.68
80.00,83.50,83.55,78.50
82.49,83.97,84.46,81.26
84.25,84.37,84.61,83.81
84.25,84.27,85.00,83.49
84.39,84.26,84.57,83.63
84.95,84.82,85.59,83.65
84.50,85.75,85.89,84.24
85.20,85.72,85.75,84.92
85.27,86.00,86.00,83.55
85.68,85.90,86.63,84.01
85.38,86.97,86.97,85.38
86.51,86.03,87.48,86.00
85.83,85.30,86.45,85.09
85.00,84.80,85.24,83.30
85.00,85.08,85.62,84.81
84.21,81.87,84.21,81.53
81.67,83.10,83.28,81.64
84.07,82.41,84.10,81.93
82.29,83.87,83.90,82.29
83.71,83.78,83.99,83.40
83.43,83.98,83.98,82.98
83.61,81.44,83.80,81.44
81.50,80.63,81.69,80.63
80.55,82.98,83.50,80.55
82.46,83.91,84.45,82.46
83.50,83.50,84.85,82.92
83.50,85.06,86.48,83.50
85.00,85.29,86.21,84.28
84.13,86.85,86.96,84.09
86.66,84.09,87.00,84.02
84.71,85.00,86.48,84.71
84.00,83.61,85.01,83.53
84.00,83.26,84.80,83.20
83.00,83.96,85.66,82.31
84.35,87.00,87.00,83.71
87.00,88.00,88.17,86.15
87.54,86.55,87.98,85.75
86.50,86.71,87.04,85.36
87.14,87.66,88.38,85.82
87.12,87.70,88.24,85.76
88.13,88.59,88.98,86.79
88.96,89.82,89.84,88.51
89.25,88.88,89.68,88.56
88.89,88.48,89.56,88.28
88.27,87.60,88.39,86.43
87.26,85.47,87.26,85.33
84.28,83.52,86.00,83.46
83.98,82.75,84.22,82.73
83.52,84.73,84.84,82.58
84.78,82.80,84.78,82.80
82.55,82.50,82.55,81.81
83.31,82.51,84.53,81.34
81.75,82.50,82.62,81.21
82.16,81.22,82.16,80.62
80.74,82.11,82.27,80.74
82.12,80.69,82.12,80.27
80.38,80.01,81.25,79.68
80.94,83.66,83.77,79.46
83.90,82.83,83.90,81.65
82.48,83.24,83.29,81.31
83.15,82.49,83.94,81.01
82.79,79.80,82.79,79.62
80.22,83.23,83.31,80.00
82.21,80.41,82.75,80.20
81.06,83.02,83.02,81.06
82.85,84.86,85.60,82.85
85.00,84.71,85.34,83.82
84.14,85.99,86.00,84.14
86.13,86.74,87.97,86.13
86.00,85.43,86.83,85.04
85.36,85.50,86.00,84.50
84.99,85.06,85.78,84.80
85.41,86.74,86.75,85.00
86.49,86.79,87.00,86.42
87.00,87.30,87.30,86.50
85.87,85.39,86.25,85.00
85.45,85.26,85.74,85.00
85.41,86.45,86.46,84.29
85.81,85.62,86.59,85.17
85.82,86.32,87.00,85.57
86.00,85.61,86.28,85.46
85.46,86.16,86.35,85.46
86.09,85.12,86.40,84.96
85.77,86.24,86.60,85.16
85.77,85.62,86.52,85.09
85.20,85.00,85.86,85.00
85.71,85.51,85.75,84.19
85.12,84.85,86.55,84.78
84.33,85.21,85.75,84.33
84.83,83.75,84.83,83.62
83.69,84.43,84.79,83.59
84.84,85.29,85.79,84.64
85.35,84.92,85.89,83.50
84.82,84.95,85.18,84.36
84.31,84.48,84.92,84.12
84.09,84.03,84.96,83.50
83.65,83.57,84.75,83.30
84.00,85.44,85.44,83.41
85.00,84.22,85.36,83.82
83.85,83.94,85.11,83.53
83.70,83.69,85.08,83.69
83.58,84.44,84.73,83.32
84.27,84.47,84.47,83.45
84.39,85.34,85.84,84.39
84.95,85.56,86.00,83.93
85.54,86.09,86.19,83.92
86.58,86.18,86.89,85.36
85.51,85.96,86.78,85.31
85.35,85.75,86.32,85.07
85.59,86.02,86.35,85.52
86.10,86.18,86.48,85.62
86.36,86.50,87.00,86.24
86.52,87.00,87.19,86.52
86.97,86.68,87.10,86.29
86.76,87.21,87.35,86.76
86.80,87.32,87.50,86.80
86.88,85.63,86.88,85.63
85.74,86.78,87.06,85.01
86.65,86.35,86.99,85.93
86.79,86.69,86.79,85.73
86.50,86.67,86.82,85.83
86.06,85.95,86.40,85.57
85.31,84.68,86.71,84.55
84.48,85.28,85.69,84.48
85.28,84.40,85.80,84.23
84.24,82.56,84.24,82.11
84.80,81.67,84.80,81.61
82.40,83.46,83.96,82.05
82.93,82.77,83.10,82.22
82.32,82.81,83.09,82.00
83.14,83.25,83.29,82.08
83.64,83.23,83.64,82.26
83.09,83.58,83.97,83.09
83.20,83.28,83.58,82.50
83.09,83.17,83.79,82.38
83.15,83.60,84.14,82.63
83.20,82.28,83.20,82.20
82.37,83.96,83.96,82.37
84.01,84.41,84.86,83.05
83.83,83.44,84.10,83.22
83.40,83.24,83.64,83.00
83.33,82.74,83.44,82.51
82.83,82.12,82.83,81.01
82.15,83.08,83.11,81.61
82.22,83.39,83.93,82.06
82.91,82.67,83.51,82.35
82.80,82.70,82.99,82.08
82.50,83.26,83.89,82.50
83.15,84.43,84.43,82.87
83.57,83.96,84.30,82.96
84.39,85.60,85.80,84.15
85.42,86.05,86.44,85.14
85.98,86.62,87.42,85.43
86.62,88.38,88.97,86.59
88.94,87.17,88.94,86.54
86.90,86.50,87.40,85.78
85.78,86.26,86.62,85.04
85.81,87.86,87.88,85.81
87.66,86.02,88.00,85.82
86.62,87.35,87.53,86.20
87.10,88.31,88.49,87.00
88.50,89.27,89.33,88.40
89.00,90.00,90.00,88.62
89.17,89.07,89.91,87.71
89.11,89.30,89.94,88.94
89.77,89.28,90.00,89.00
88.50,87.49,89.12,87.44
88.60,87.37,88.60,87.25
88.54,89.04,89.24,87.21
88.40,86.91,88.70,86.91
86.00,87.35,87.84,85.11
87.40,86.29,87.75,85.80
86.30,86.30,86.59,85.70
87.39,86.63,88.90,86.32
87.50,88.41,88.43,86.82
89.30,88.55,89.37,88.26
87.90,88.92,89.18,87.90
88.92,89.48,89.48,87.93
89.21,89.26,90.92,89.18
89.35,88.51,89.53,88.39
88.85,88.56,89.17,88.14
89.10,88.78,90.83,88.07
88.78,88.95,89.30,88.73
88.70,87.20,89.51,87.07
86.99,86.42,87.21,86.30
86.00,86.35,87.05,85.70
87.20,87.47,87.60,86.41
87.77,88.11,89.24,87.44
87.61,87.79,88.82,85.16
88.15,87.60,88.87,87.43
87.34,87.30,87.67,86.44
87.11,87.27,87.90,87.11
87.87,88.72,89.00,87.79
88.64,87.31,88.77,87.21
86.96,86.69,87.04,86.31
87.33,87.71,87.95,86.82
87.47,87.82,87.97,86.80
87.00,85.82,87.80,85.39
86.15,86.59,86.98,85.75
86.37,87.28,87.46,86.37
87.14,87.50,87.70,86.80
87.50,87.42,88.00,87.00
86.28,85.75,87.15,85.61
85.60,84.22,86.89,84.21
82.00,83.51,84.56,81.06
81.21,80.40,82.86,80.40
83.44,80.54,83.51,80.15
81.87,82.58,82.75,81.16
83.62,82.89,83.62,82.00
82.39,82.87,83.84,82.26
83.91,84.21,86.87,82.87
82.40,81.00,83.04,81.00
82.21,82.81,82.81,81.98
82.74,82.43,83.29,82.40
82.02,82.13,82.46,81.50
83.09,83.25,83.57,82.78
84.10,83.16,84.31,83.08
83.64,84.49,84.90,83.00
83.85,84.82,84.90,83.85
85.00,85.66,85.75,84.93
85.50,86.71,86.86,84.48
86.00,86.59,86.87,85.74
86.78,85.65,86.90,84.50
84.37,89.00,89.00,83.39
88.85,89.40,89.82,88.50
89.01,88.55,89.49,88.22
88.31,88.78,89.26,88.31
88.24,89.60,89.99,88.21
89.70,89.25,90.49,89.25
88.96,88.50,89.49,88.12
89.06,88.84,89.18,88.25
89.32,90.22,90.36,89.01
89.83,89.92,90.08,88.75
88.75,88.61,88.80,87.20
89.24,91.00,91.00,88.85
90.32,90.40,90.82,89.48
90.40,92.38,92.38,90.33
92.00,92.30,92.48,91.21
92.43,92.50,92.96,92.05
91.80,93.29,93.50,91.78
92.26,91.92,93.12,91.92
92.25,88.44,92.25,88.42
88.93,91.91,91.91,88.71
92.81,92.17,92.81,90.90
93.21,91.96,93.21,90.92
91.74,93.17,93.20,91.74
93.34,91.36,93.34,91.13
92.16,93.88,93.88,92.16
94.04,94.88,94.90,93.04
94.06,94.43,94.89,92.81
94.07,91.30,94.12,91.14
104.58,95.24,104.58,92.19
94.70,94.15,94.70,93.50
93.60,90.72,93.67,90.59
90.90,92.55,92.60,90.88
92.00,92.33,92.67,91.40
91.90,92.19,92.71,91.74
92.04,94.11,94.65,91.48
93.99,96.44,96.44,93.99
96.27,94.73,96.47,93.90
94.44,95.90,96.21,94.22
95.99,95.79,96.60,95.16
94.96,94.11,95.98,94.02
93.28,93.02,94.69,92.50
93.24,94.78,94.82,92.75
94.49,94.87,95.96,94.40
94.37,95.13,95.41,93.22
94.60,93.72,94.64,93.41
94.10,95.24,95.45,93.96
94.78,95.24,96.00,94.74
94.31,96.27,96.38,94.31
96.10,96.29,96.49,95.64
95.91,96.26,96.47,95.18
96.18,97.01,98.00,95.60
97.63,97.68,97.90,96.98
97.43,96.90,97.98,96.87
96.81,96.81,98.67,96.62
97.38,99.37,99.68,96.49
98.88,97.21,99.61,96.45
96.97,95.62,96.97,95.62
94.90,94.04,96.00,93.50
94.53,94.77,95.86,93.83
93.00,92.10,94.21,91.21
92.00,91.99,93.64,90.65
92.88,92.65,93.95,91.61
92.50,91.57,92.50,89.54
92.33,90.75,92.33,88.85
90.11,84.27,90.50,84.27
85.50,88.23,88.23,85.00
88.65,91.82,91.83,87.00
91.96,92.42,92.92,91.01
92.06,92.15,92.77,91.05
91.65,92.16,92.63,90.51
92.98,93.56,94.06,92.20
93.68,93.51,93.98,92.81
92.97,90.48,93.08,90.30
89.80,87.69,90.11,86.87
88.05,88.32,88.77,87.62
87.01,87.42,88.27,86.85
86.14,85.36,86.76,85.08
85.45,83.67,87.03,83.64
85.20,85.87,86.15,84.57
86.00,86.00,86.49,85.19
86.00,83.59,86.49,83.25
83.86,84.68,85.76,83.86
82.53,83.62,83.85,81.66
84.58,83.11,84.58,82.66
82.50,84.34,85.00,81.25
84.22,83.16,84.58,82.96
84.06,84.83,84.83,81.69
84.50,81.50,84.50,81.50
81.60,83.50,84.52,81.26
83.05,82.50,84.68,81.25
83.62,84.78,85.21,82.89
84.74,88.11,88.11,84.68
87.57,86.76,87.57,85.82
85.89,84.97,86.75,84.40
85.50,84.98,85.50,82.57
85.45,84.84,85.93,83.60
84.54,82.64,84.54,82.64
82.39,83.58,84.40,82.01
82.50,82.90,84.00,82.50
83.10,82.02,84.30,82.01
81.68,81.20,82.00,79.01
81.92,84.02,84.26,81.92
84.92,85.30,85.66,83.70
84.64,83.80,84.89,83.12
83.68,82.83,84.39,82.31
82.78,84.13,84.42,82.60
85.00,84.81,85.44,84.40
84.69,83.01,85.00,82.76
82.50,83.97,84.42,81.70
83.82,84.79,85.00,82.96
84.99,85.65,86.00,84.40
85.45,85.19,85.92,84.30
85.19,87.08,87.08,85.12
86.71,87.24,87.61,86.08
87.19,87.78,88.40,85.45
88.36,88.04,88.90,87.75
87.93,89.78,89.80,87.93
89.06,88.04,89.67,88.00
88.92,87.79,89.22,87.70
88.35,88.34,89.31,87.27
89.45,90.00,90.00,88.41
89.53,88.67,89.53,88.60
88.25,88.88,89.97,88.23
89.40,88.37,89.79,87.60
88.12,90.45,90.60,88.08
90.98,91.42,91.80,90.00
91.07,91.02,91.31,89.71
90.50,90.84,91.13,87.57
90.66,88.91,90.90,88.41
88.40,89.66,89.67,88.31
88.80,88.84,89.66,88.71
87.56,90.49,90.54,87.56
90.50,90.68,91.40,90.18
90.89,90.00,90.96,89.56
89.32,90.46,90.46,88.21
89.50,88.89,89.80,88.62
88.58,87.16,88.86,87.01
87.80,88.57,88.67,87.60
87.82,86.26,87.82,85.35
86.95,86.34,87.51,85.87
88.42,87.88,88.42,86.61
87.74,89.11,89.44,87.24
89.32,91.94,91.94,89.05
91.50,92.40,93.96,90.50
91.91,91.15,92.81,90.99
88.59,92.50,92.73,88.59
92.36,92.80,92.81,91.67
92.42,93.17,93.34,92.19
92.65,92.45,92.86,91.56
92.33,92.88,93.44,92.33
88.83,89.89,90.36,87.78
90.53,92.72,93.00,90.14
92.43,91.85,92.72,90.32
90.02,91.19,91.71,90.02
91.36,91.80,91.87,90.64
91.88,92.90,93.38,91.49
91.75,90.90,92.25,90.40
90.26,90.06,90.97,89.49
90.21,89.32,90.59,89.26
89.35,90.34,90.36,89.08
90.00,89.99,91.21,89.60
90.70,91.31,91.62,90.45
90.92,90.55,92.01,90.50
90.00,89.73,90.42,89.47
91.66,89.54,91.66,89.15
90.00,90.33,90.56,89.81
89.95,88.32,90.53,88.13
87.59,91.10,91.10,87.59
91.40,89.29,91.50,88.51
89.83,90.49,90.90,88.69
89.90,90.07,91.49,89.90
90.56,92.89,92.99,90.54
92.80,92.74,93.23,91.24
92.84,92.37,92.93,91.59
92.11,93.28,93.28,92.02
93.27,93.94,94.00,91.91
93.00,94.48,94.48,92.42
93.80,94.51,94.64,93.37
94.01,93.58,94.01,91.75
93.40,94.69,95.00,93.40
94.83,94.31,94.93,92.66
93.89,95.19,95.45,93.77
94.85,93.63,94.85,93.51
93.10,93.27,93.75,92.78
93.38,91.45,93.67,90.93
91.45,90.37,91.60,90.06
90.32,89.94,91.71,89.94
89.59,89.22,89.67,88.20
89.70,87.18,90.10,86.70
88.47,90.85,92.50,87.64
91.04,90.82,91.18,89.74
91.11,90.06,92.00,90.05
91.59,93.62,93.70,90.05
88.94,87.66,91.34,87.66
87.27,85.72,90.43,85.44
87.39,87.01,88.47,86.31
87.94,89.04,89.62,87.94
89.57,91.78,91.78,89.38
91.10,89.33,91.10,89.00
88.64,88.51,88.67,87.55
87.74,89.17,90.69,87.74
89.64,89.69,90.31,89.14
91.08,91.24,91.47,90.12
91.58,92.60,92.86,91.30
93.11,94.49,94.95,92.50
95.11,94.56,95.11,93.17
94.56,95.52,96.16,94.56
96.13,96.14,96.19,95.00
95.06,95.37,95.89,94.79
94.82,95.26,95.90,94.28
94.57,95.64,95.94,94.57
95.35,94.38,95.45,94.37
94.80,95.67,95.67,94.15
95.89,95.15,95.89,94.93
91.75,89.65,93.00,88.54
89.20,87.69,90.29,87.60
88.58,89.31,89.38,87.80
89.00,89.52,90.69,88.63
89.51,88.96,90.38,88.84
89.05,87.95,89.31,87.90
88.31,89.41,89.49,88.31
89.60,89.53,89.73,89.00
90.00,92.04,92.36,89.72
91.81,91.10,92.64,90.76
91.16,91.36,91.50,90.93
91.70,90.10,91.70,90.00
90.33,90.82,91.50,90.11
90.23,90.79,90.86,90.10
91.02,91.54,91.95,90.76
91.47,91.37,91.95,90.76
90.44,90.96,91.34,90.34
90.67,91.46,91.47,90.67
91.26,91.45,91.75,91.26
91.14,91.74,91.74,90.85
93.10,94.43,94.45,93.00
94.08,96.38,96.38,94.08
95.90,95.85,96.45,95.26
96.00,95.70,96.45,94.82
95.28,96.05,96.43,94.90
95.78,96.74,96.75,95.52
96.37,95.65,96.71,95.04
95.75,95.00,96.25,94.25
95.24,96.49,96.49,95.24
96.55,95.52,96.67,94.86
95.14,96.78,96.93,95.14
96.47,96.55,96.97,96.09
96.15,95.62,97.20,95.61
95.12,97.00,97.00,94.54
96.10,94.86,96.45,94.65
94.93,93.87,95.04,93.87
94.04,95.33,95.33,94.04
95.53,94.74,95.53,94.43
95.09,94.84,96.00,94.60
95.35,94.64,95.70,94.07
95.00,95.73,95.95,94.90
95.99,97.10,97.19,95.65
96.00,95.92,97.00,95.88
95.34,93.60,95.34,93.60
93.59,95.53,96.06,93.57
95.30,95.56,95.87,94.44
95.36,93.69,96.49,93.45
94.07,96.00,96.05,93.81
95.18,94.46,95.18,94.14
94.33,94.58,95.21,94.05
94.88,95.40,96.18,94.88
95.44,95.62,95.68,94.35
95.29,95.16,95.44,94.67
95.68,96.44,96.74,95.50
96.19,95.40,96.19,95.06
95.58,96.01,96.63,95.34
94.74,94.14,94.83,94.06
94.86,94.86,95.98,94.49
94.74,94.10,95.21,94.05
95.08,95.01,95.20,94.10
94.90,96.04,96.13,94.75
96.10,95.44,96.10,94.95
94.28,95.45,95.46,94.28
95.85,96.17,96.27,95.25
96.36,97.41,97.92,95.45
96.61,97.20,98.00,96.40
97.94,97.14,98.26,96.96
97.63,96.36,97.63,96.09
96.81,96.93,97.42,96.68
97.13,96.05,97.53,95.74
95.64,94.34,96.22,94.34
95.10,95.40,95.48,94.81
95.13,94.89,95.74,94.35
96.48,97.34,98.23,95.90
97.23,97.11,97.35,96.33
97.50,101.74,101.74,96.76
102.44,104.60,104.75,102.01
104.41,110.14,110.14,103.78
109.99,111.33,113.66,109.30
110.00,112.13,112.82,104.50
110.72,114.12,114.60,108.73
112.75,113.01,113.50,111.22
112.90,114.51,114.51,111.67
114.50,113.28,114.50,111.14
112.73,115.00,115.00,112.73
114.90,114.06,115.15,113.49
114.00,114.29,114.32,113.11
113.79,112.38,114.36,112.08
112.97,112.68,113.90,112.26
113.71,111.60,113.97,111.54
112.15,111.23,113.88,110.33
111.19,110.97,111.96,109.58
110.95,113.55,113.55,110.95
114.40,116.40,116.87,113.91
