ALOG,Analogic Corporation - Common Stock,NASDAQ
74.16,73.86,74.97,73.44
73.90,74.05,74.43,72.65
73.82,74.12,74.53,73.15
74.57,73.82,74.85,72.19
74.24,72.28,74.39,72.16
72.47,72.73,73.00,72.10
72.59,72.83,73.19,72.13
73.12,75.61,75.69,72.94
74.80,74.49,76.00,74.24
74.24,74.50,74.72,73.73
75.52,74.70,75.52,73.96
74.68,71.19,75.18,71.01
70.98,70.27,71.00,69.54
70.01,70.51,70.91,70.01
71.06,71.40,71.58,70.37
71.04,71.44,71.78,70.60
71.44,70.11,71.71,68.86
69.96,69.82,70.56,69.29
69.81,69.64,70.09,69.47
69.70,69.77,70.16,69.40
69.66,69.52,69.96,69.23
69.33,70.11,70.44,69.33
70.14,69.91,70.30,69.67
70.00,69.40,70.48,69.06
69.40,72.02,72.36,69.17
71.64,71.20,71.64,70.13
71.15,70.80,71.23,70.62
70.93,71.45,71.75,70.93
71.43,71.39,72.15,70.93
71.83,71.50,72.81,71.02
71.08,71.55,72.10,70.91
71.73,72.84,73.06,71.73
72.64,73.27,73.90,72.64
73.30,73.40,74.39,73.17
73.61,73.76,74.05,73.34
73.79,74.18,75.00,73.79
74.05,75.38,75.80,74.05
75.61,75.18,75.80,74.30
74.95,74.62,75.21,74.42
74.40,75.37,75.69,74.22
75.19,75.15,76.59,74.33
74.52,74.01,75.47,73.63
74.08,74.33,74.53,73.47
74.13,73.13,74.44,72.91
73.50,74.74,74.89,71.00
74.43,73.82,74.74,73.21
73.69,74.16,74.86,73.69
73.37,73.39,74.25,73.06
73.30,74.00,74.79,73.01
74.03,75.31,75.74,74.00
75.01,74.64,75.50,74.29
75.50,76.09,76.31,74.74
76.12,76.59,77.26,76.12
76.53,76.68,77.34,76.19
77.11,75.85,77.11,75.37
75.81,77.08,77.41,75.30
77.86,80.58,80.74,77.86
80.30,78.98,80.45,78.85
79.12,79.72,80.40,78.62
82.00,81.85,82.59,80.06
81.97,82.91,82.96,81.41
81.89,83.17,83.30,81.80
82.65,82.36,83.10,81.91
82.08,82.10,82.50,81.30
82.50,82.13,83.12,81.76
82.30,80.95,83.02,80.27
80.85,81.05,81.93,80.21
80.96,80.86,81.22,80.47
81.17,81.36,81.45,80.47
80.75,81.73,82.04,80.75
81.07,82.64,83.07,81.07
82.20,83.04,83.97,82.16
82.49,84.12,85.29,82.49
84.25,83.14,84.29,82.61
83.01,84.88,85.49,83.01
84.49,86.07,86.27,84.35
86.19,86.04,86.73,85.75
85.93,86.08,86.87,85.51
86.94,87.39,87.71,86.27
86.50,88.17,88.47,85.70
87.88,89.20,89.50,87.80
88.73,90.12,90.14,88.73
90.22,91.08,91.68,90.22
91.07,92.86,92.92,91.06
93.49,93.73,94.30,92.83
94.30,95.27,96.30,93.20
95.32,94.28,95.82,93.98
94.11,94.41,94.73,93.54
94.42,94.76,95.30,94.18
95.00,93.65,95.25,93.44
93.71,93.37,94.29,92.85
93.44,94.51,94.70,93.08
94.80,92.38,94.83,92.01
91.92,92.23,92.77,91.92
92.08,91.81,92.38,90.22
91.81,94.13,94.78,91.81
93.60,93.90,94.78,93.42
94.24,93.34,94.77,92.86
93.41,93.23,94.24,92.45
93.14,92.78,93.22,92.16
92.81,92.80,94.01,92.42
92.76,92.86,93.11,92.19
91.53,92.91,93.04,91.52
92.89,92.66,92.90,91.79
92.48,92.88,93.33,92.14
92.90,93.09,93.47,92.18
92.89,92.14,93.30,91.26
92.59,90.98,92.59,90.68
91.27,91.91,93.01,91.18
92.21,93.48,94.31,90.63
93.58,93.21,93.59,92.59
93.07,95.26,95.48,92.98
95.22,97.04,97.99,94.95
97.70,96.62,98.00,96.56
96.37,93.90,96.38,93.57
93.47,92.26,94.36,91.77
91.70,91.49,92.50,90.90
91.22,91.69,92.15,90.45
92.13,92.04,92.52,91.87
89.70,92.65,93.49,88.53
83.72,86.33,86.95,82.36
86.75,85.35,87.10,84.94
85.50,85.48,86.03,84.95
85.44,86.28,87.03,85.44
87.02,87.35,88.77,86.47
88.16,87.68,88.54,87.00
87.45,89.66,90.72,87.37
89.77,88.00,90.03,87.87
88.43,90.75,92.00,87.99
90.70,92.28,92.29,89.55
92.08,91.66,92.97,91.57
91.89,91.38,92.16,91.13
91.69,89.95,92.05,89.31
90.24,88.49,90.67,88.32
88.65,88.56,89.72,87.35
88.00,86.45,88.95,85.78
86.46,86.27,87.35,85.29
86.66,87.03,87.22,86.40
87.14,86.91,87.52,86.09
86.83,87.62,87.79,86.73
87.72,87.99,88.14,87.59
88.11,89.67,90.52,87.95
89.05,86.99,89.38,86.80
87.40,88.55,88.86,87.14
89.03,89.81,90.42,88.64
89.06,90.46,90.90,89.06
90.54,89.92,91.09,89.49
90.59,92.80,93.45,89.74
92.58,93.40,93.96,92.25
93.06,94.77,94.97,93.06
93.95,93.23,95.67,93.15
93.25,92.30,93.81,91.90
92.15,93.22,94.04,91.66
92.84,93.00,93.27,92.79
93.59,95.04,95.82,93.59
94.24,95.65,95.79,94.24
95.61,92.56,96.33,91.13
93.23,93.92,94.44,92.37
94.24,94.50,94.65,92.58
94.93,94.18,95.35,93.27
94.32,95.01,95.37,93.59
95.22,95.74,96.45,94.07
95.47,97.06,97.11,95.26
96.80,96.19,97.99,95.68
95.25,96.68,96.98,95.00
96.64,96.38,96.68,95.50
97.02,98.92,99.97,95.96
98.61,97.46,99.21,97.07
97.16,98.93,99.42,97.16
99.28,98.06,99.41,97.42
97.31,98.07,98.54,97.04
97.59,96.45,98.58,96.13
96.79,96.70,98.05,95.41
96.07,95.16,96.80,94.35
95.29,94.26,95.88,93.56
93.75,94.32,94.99,93.39
95.47,95.46,97.60,95.00
95.41,96.53,96.63,94.82
97.15,96.56,98.73,96.15
86.30,81.33,88.19,77.03
81.33,81.82,83.73,81.33
81.75,78.29,82.67,78.06
78.50,78.10,79.00,76.15
78.37,76.62,78.37,75.95
77.07,79.00,80.50,76.82
79.72,80.46,80.93,79.17
80.60,81.08,81.80,79.77
80.83,80.61,81.53,79.86
80.30,81.08,81.81,79.96
81.00,80.62,82.55,80.13
80.67,79.86,80.81,79.34
80.47,79.55,80.63,79.08
79.83,79.41,80.20,79.03
79.12,78.84,79.97,77.85
78.80,77.60,79.78,77.48
77.85,82.11,82.34,77.23
82.45,81.86,82.58,80.75
81.78,83.09,83.22,80.97
83.53,83.58,83.99,82.53
84.05,80.94,84.13,80.11
80.63,81.07,82.08,79.70
81.26,82.66,83.45,80.52
82.61,83.97,84.07,81.61
84.13,82.20,84.58,81.09
81.48,81.30,82.57,80.36
81.77,81.55,82.41,80.91
81.69,80.88,81.72,79.00
81.16,81.64,81.85,80.24
81.51,81.92,82.94,81.17
82.22,81.79,82.81,81.66
81.93,80.88,82.11,80.71
80.44,79.73,80.74,79.65
80.36,79.46,80.36,78.57
78.91,77.51,78.99,76.80
75.79,77.30,77.94,75.46
77.69,76.86,79.67,76.50
76.92,75.08,77.31,74.77
75.18,74.28,75.23,73.86
74.65,74.01,75.49,73.75
73.74,73.57,75.04,73.01
73.57,71.51,73.98,71.21
71.66,71.65,72.02,70.74
71.74,71.47,72.20,71.11
71.24,73.53,73.95,71.24
74.00,76.20,76.65,73.63
75.90,75.08,76.35,75.06
74.63,74.10,74.63,73.85
73.65,73.79,74.60,72.91
73.63,73.86,74.09,72.77
73.34,75.65,75.95,73.34
75.73,75.17,76.00,73.89
75.23,76.37,76.89,75.16
76.27,76.00,77.23,75.94
76.26,76.92,77.38,76.26
67.97,67.86,69.80,65.63
67.91,67.78,68.20,67.25
68.00,68.04,68.36,67.38
68.20,68.32,68.90,68.10
68.62,68.80,69.00,67.76
68.11,69.12,69.81,68.11
68.67,69.19,69.63,68.67
68.81,69.60,69.84,68.80
69.67,73.20,73.24,69.39
72.89,74.90,75.21,72.54
74.78,75.80,75.86,74.39
75.28,74.69,75.98,73.52
74.20,74.93,75.04,73.60
75.19,74.45,75.19,73.72
74.16,74.76,74.89,73.74
74.85,75.87,76.34,74.75
75.69,75.73,75.75,74.45
75.79,75.64,76.08,74.93
76.09,75.84,76.76,74.91
76.21,76.58,76.91,75.50
76.71,76.84,77.77,76.14
76.34,78.12,78.38,76.23
78.46,78.07,78.54,76.98
77.51,78.41,78.46,77.38
78.03,78.24,80.19,77.73
78.30,78.79,79.93,78.05
78.44,78.00,78.55,77.12
78.17,78.36,78.79,77.41
78.41,78.03,78.86,77.40
78.11,76.75,78.11,76.40
76.67,77.44,77.50,76.30
76.15,76.40,77.23,75.63
76.58,75.94,76.90,75.20
76.52,76.41,77.08,75.35
76.45,75.38,76.72,74.87
76.00,75.00,76.52,74.69
74.31,73.85,74.67,73.58
73.69,75.36,75.71,73.69
75.02,73.73,75.66,73.36
74.31,74.98,75.22,74.31
75.13,74.77,75.64,74.72
74.77,73.97,75.34,73.24
73.26,73.05,73.88,72.63
73.14,72.22,73.14,71.73
72.22,72.43,72.96,72.01
73.15,72.06,73.15,71.80
71.20,71.91,72.21,70.49
72.10,71.23,72.17,70.74
71.18,71.86,72.18,70.56
71.42,70.47,71.53,69.98
69.99,69.97,71.02,69.55
69.98,70.09,70.68,69.63
70.06,69.84,70.63,69.83
70.07,70.00,70.50,69.70
69.56,69.63,70.28,69.25
69.92,69.58,70.43,69.58
69.58,69.99,70.22,69.58
70.74,70.14,70.74,69.10
70.52,71.38,71.92,70.52
71.29,72.15,72.42,71.29
72.15,71.36,72.23,70.82
71.12,71.38,71.96,70.53
71.49,71.35,71.97,71.27
71.93,71.49,72.30,71.00
71.36,71.58,72.08,71.23
72.08,71.48,72.08,70.72
70.61,71.69,71.85,68.17
71.77,72.20,72.30,71.26
72.74,72.89,73.16,71.89
73.05,72.23,73.24,71.61
72.15,70.69,72.59,70.48
70.43,70.36,71.66,70.27
70.74,71.16,71.82,69.90
70.41,71.09,71.49,70.22
71.56,71.93,72.37,70.76
71.50,72.25,72.30,71.43
72.07,72.21,72.33,71.23
72.38,71.49,72.38,71.04
67.25,68.80,70.16,66.66
68.75,67.21,68.89,67.13
67.16,67.44,67.85,67.16
67.40,66.94,68.08,66.48
66.61,65.95,67.10,65.83
65.75,65.50,66.27,65.23
65.81,65.57,66.18,65.44
65.76,64.21,65.76,63.92
64.29,64.13,65.11,63.61
63.45,64.04,64.35,63.28
64.04,63.96,64.66,63.81
64.52,65.20,65.52,63.74
65.12,67.07,67.40,65.12
67.60,68.64,68.88,67.49
68.78,69.27,70.12,68.49
68.78,69.51,69.70,68.50
69.19,69.51,69.72,68.50
69.42,69.27,69.95,68.57
68.97,69.90,70.24,68.97
70.01,70.91,71.48,69.73
71.20,72.05,72.37,70.28
71.17,71.44,72.19,70.25
70.21,72.14,72.64,70.21
73.04,72.49,73.18,71.34
72.27,70.80,72.78,70.70
71.30,70.85,71.92,70.56
70.97,70.00,70.97,69.94
70.45,71.20,71.70,69.82
71.40,71.63,71.82,70.68
71.47,70.95,71.49,70.70
71.06,73.40,73.45,70.84
73.30,71.32,73.93,70.52
71.29,71.49,71.92,70.66
72.61,72.94,73.16,72.12
72.67,72.40,72.88,71.26
72.83,73.44,73.55,72.30
73.92,73.69,73.92,73.24
73.59,73.35,73.94,72.85
73.50,73.00,73.71,72.63
72.85,72.94,73.44,72.20
73.11,72.94,73.40,72.32
73.15,72.83,73.15,72.22
73.30,72.21,73.30,71.91
72.05,72.18,72.62,71.44
72.44,71.60,72.57,71.37
71.92,72.83,73.32,71.70
72.93,71.61,73.54,71.26
71.23,72.32,72.46,70.88
73.20,71.80,73.39,71.64
72.19,72.41,72.49,71.40
72.64,72.54,73.12,70.99
72.34,73.29,73.58,72.30
73.11,72.84,74.56,72.75
73.80,72.50,73.80,72.21
72.84,72.39,73.43,71.91
72.19,73.45,74.04,71.80
73.20,73.91,74.06,73.06
73.79,74.95,75.20,73.79
74.80,74.18,75.99,73.93
74.09,76.05,76.67,73.55
82.84,83.20,87.73,79.50
83.44,86.68,87.06,82.74
85.13,85.14,86.23,84.01
85.00,82.68,86.00,82.67
82.88,82.13,84.28,81.82
82.48,84.50,84.75,81.54
85.30,85.40,85.63,83.42
85.20,86.50,86.57,83.31
86.11,86.43,87.42,84.73
86.95,86.11,87.02,85.05
86.12,86.43,86.71,85.30
86.45,86.63,87.48,86.17
86.91,88.70,88.94,85.66
88.19,86.07,88.83,85.54
86.52,84.61,87.26,84.38
84.94,83.51,85.18,82.99
82.95,82.24,82.96,81.21
82.00,81.18,83.73,79.92
81.83,82.39,82.71,80.96
83.00,83.38,84.00,82.36
83.60,82.85,83.88,82.20
82.99,82.86,83.25,81.30
83.00,83.21,83.49,81.72
82.18,82.99,83.74,82.18
82.82,84.17,84.84,81.95
83.75,86.20,86.27,83.75
86.10,85.82,87.41,84.03
85.22,85.28,86.04,84.02
85.57,87.03,87.25,83.64
87.28,87.04,87.29,85.44
87.00,87.27,87.89,85.39
86.15,86.83,87.62,85.45
86.88,84.49,86.92,83.58
86.34,85.46,86.34,84.02
84.85,81.53,86.26,81.39
81.55,81.50,82.59,80.62
82.20,83.21,84.17,81.56
82.51,83.67,85.37,82.51
84.37,87.00,87.52,84.34
87.23,87.58,89.20,86.40
87.46,85.00,87.77,84.68
85.58,86.11,86.73,84.36
86.45,85.62,86.83,84.81
85.71,84.95,86.15,84.77
84.96,86.55,87.00,84.82
86.35,84.71,86.56,84.31
84.09,85.39,86.03,84.09
84.92,85.31,86.32,84.41
85.54,84.98,85.54,84.79
84.96,86.11,86.11,84.41
85.90,85.62,89.04,85.09
85.49,85.49,85.98,84.87
85.19,86.41,86.42,84.85
85.96,86.66,87.51,85.66
86.88,88.42,88.62,86.77
88.40,87.95,88.48,87.53
87.30,87.50,88.80,87.04
88.42,87.60,88.45,87.26
87.11,86.58,87.23,86.18
87.09,87.52,87.79,85.97
86.02,85.42,86.66,83.44
86.21,88.76,90.48,85.01
88.65,87.85,89.01,87.11
88.00,87.13,88.00,84.96
86.72,86.52,87.40,85.91
86.60,86.15,86.72,85.63
85.19,86.11,86.86,84.66
86.16,87.79,87.94,85.69
88.33,87.47,88.58,86.95
87.62,87.57,88.56,87.09
90.00,90.90,90.99,89.52
90.90,89.85,91.54,89.26
89.78,89.87,90.59,89.13
90.12,90.44,90.56,89.30
91.13,91.67,92.31,90.78
91.48,90.90,91.48,90.23
90.39,88.84,90.39,87.93
88.55,88.16,89.18,87.60
87.75,87.21,88.48,86.78
87.25,86.92,87.85,86.17
86.75,87.16,87.60,86.31
86.97,85.46,87.00,84.58
86.00,85.71,86.30,85.50
85.51,86.04,86.40,85.04
86.02,86.61,86.67,84.81
86.65,87.32,87.99,86.65
87.30,87.55,88.28,87.15
86.82,86.99,87.45,85.69
87.57,87.07,88.26,86.70
87.51,87.54,88.04,86.51
87.61,87.92,88.43,86.85
87.62,88.19,89.06,87.60
88.40,88.06,88.78,87.67
88.22,86.95,88.45,86.50
86.79,86.53,87.09,86.08
86.40,85.48,86.41,85.04
85.08,84.50,85.15,83.85
84.79,84.14,84.91,83.41
84.24,85.34,86.02,84.24
85.00,84.62,85.04,83.14
84.91,85.16,85.20,84.05
85.19,85.38,86.03,84.45
86.19,85.48,86.29,85.11
85.29,85.03,85.83,84.74
84.84,84.69,85.11,83.32
84.67,85.17,85.71,83.80
85.45,87.17,87.25,84.93
86.73,87.00,87.63,86.14
87.07,86.93,87.62,85.32
87.07,87.75,88.01,86.43
87.65,86.26,87.97,85.24
86.07,87.49,87.76,86.07
87.41,86.77,87.66,86.56
86.65,84.03,86.65,83.25
83.94,84.96,85.27,82.99
84.53,85.45,86.09,84.22
85.31,84.61,85.81,83.63
84.71,83.04,84.71,82.88
82.45,84.10,84.40,82.45
83.83,84.46,84.90,83.66
84.00,83.55,84.80,82.81
84.13,83.50,84.50,81.22
83.21,83.25,84.17,83.21
83.35,80.94,83.38,80.86
81.35,81.10,82.06,80.62
80.52,80.86,81.63,80.46
80.74,80.43,80.74,79.83
80.25,79.88,80.76,79.65
79.76,79.99,80.49,79.76
80.11,79.68,80.27,79.61
79.84,80.19,80.53,79.75
80.50,81.16,81.40,79.10
81.80,80.74,81.80,80.32
80.54,80.45,81.13,79.82
80.37,79.93,80.42,79.67
79.97,80.29,80.38,79.37
80.67,80.39,80.76,79.56
80.23,78.82,80.38,78.51
78.99,78.90,79.49,78.61
79.47,78.61,79.47,78.04
78.74,78.09,78.74,77.81
77.75,77.55,78.41,77.17
77.46,77.07,77.68,76.12
76.52,75.74,77.07,75.47
76.49,75.72,76.56,75.72
76.37,77.61,77.75,76.32
77.78,78.94,78.94,77.78
78.80,79.09,79.47,78.57
79.16,78.88,79.25,78.48
79.15,79.82,79.90,78.74
79.80,80.60,80.94,79.53
80.58,81.00,81.20,80.12
80.90,81.35,81.72,80.71
81.79,82.01,83.02,81.56
81.77,81.60,81.87,81.11
81.37,80.65,81.78,80.37
79.83,79.69,80.49,79.33
80.15,81.08,81.29,78.86
80.65,81.01,83.90,80.65
80.94,80.14,81.31,79.43
80.19,80.55,81.56,80.14
80.75,80.86,81.20,79.08
80.62,81.09,81.64,80.62
81.65,79.51,82.02,79.48
79.51,78.28,79.51,77.75
78.34,78.21,78.34,76.69
78.51,78.76,79.52,78.31
78.15,78.96,79.46,78.15
78.75,78.60,79.14,77.51
78.78,78.39,79.47,78.07
78.47,78.80,79.00,78.34
78.40,82.32,82.59,78.40
81.95,83.72,84.66,81.95
83.23,83.34,83.98,81.74
82.54,84.68,85.14,82.10
83.46,83.13,84.68,82.27
78.56,78.33,83.38,77.94
80.50,77.71,80.50,76.87
79.21,78.97,80.25,77.28
79.77,78.99,79.77,78.11
78.48,80.27,80.49,78.29
79.84,80.58,80.86,79.75
79.38,79.94,80.05,79.01
80.58,81.18,82.40,79.13
81.56,81.00,81.57,80.45
80.27,80.79,81.14,80.18
82.35,82.57,83.40,80.98
83.06,82.54,83.10,82.11
82.46,84.23,84.26,82.16
83.85,84.10,84.79,83.30
84.26,83.91,84.27,82.99
84.28,83.43,84.46,82.99
83.53,83.60,84.16,82.84
84.10,86.02,86.51,83.71
84.47,87.26,87.60,84.47
87.53,84.80,87.54,84.40
84.08,83.76,85.09,83.04
83.70,85.00,85.16,83.30
84.23,85.68,86.01,84.00
86.39,85.38,87.14,84.61
84.91,83.65,85.86,82.98
83.78,82.90,84.85,82.74
83.61,82.04,83.83,81.37
82.25,83.48,84.11,81.12
82.91,85.24,85.34,82.31
85.11,85.51,85.70,84.82
85.61,83.84,85.63,83.22
83.97,85.14,85.30,83.15
85.09,83.79,85.55,81.80
84.13,83.85,84.56,83.36
83.88,86.93,87.24,83.46
86.68,85.64,87.34,85.54
85.72,83.84,86.49,83.66
83.69,85.05,85.28,83.35
85.40,85.67,85.98,85.29
85.51,85.74,86.50,85.13
85.70,85.45,86.15,85.12
85.60,86.03,86.85,84.94
86.38,85.10,86.60,84.53
85.69,86.95,87.17,85.12
86.72,86.65,87.60,86.14
86.49,86.75,87.27,86.33
86.83,87.48,88.52,86.20
87.46,86.72,88.37,86.54
86.69,87.62,88.49,86.69
87.97,89.13,89.50,87.72
89.21,88.09,89.22,87.67
88.16,88.42,89.46,87.60
88.72,89.88,90.45,88.14
89.60,90.37,90.70,88.90
90.11,89.18,90.11,89.00
88.82,89.50,89.88,88.15
89.50,89.33,90.42,88.91
88.67,86.85,88.92,86.09
86.35,86.62,87.02,85.86
86.71,88.10,88.23,85.75
88.21,88.77,90.32,87.77
88.88,89.59,89.81,87.97
87.45,79.08,87.45,78.51
79.00,80.74,81.08,79.00
80.36,81.01,81.37,79.39
80.73,82.20,82.40,80.18
82.04,83.39,83.65,82.02
83.20,84.13,84.39,83.00
84.18,83.55,85.00,83.39
83.73,83.71,84.90,83.22
83.92,84.38,84.87,83.50
84.19,81.90,84.50,81.42
81.69,83.89,84.37,81.69
83.54,83.95,84.15,82.84
82.95,83.33,84.47,82.44
82.75,82.06,83.87,79.20
81.78,83.88,84.78,81.62
83.05,82.19,83.50,81.70
82.08,83.33,84.50,81.69
83.82,82.89,84.15,82.56
83.57,83.81,84.47,82.19
83.88,83.19,84.61,82.52
83.18,82.27,83.40,81.91
82.70,84.19,84.38,82.35
84.54,83.83,84.69,82.93
83.81,83.61,84.18,83.08
83.43,84.00,84.46,83.17
83.59,84.45,84.64,83.20
84.84,85.24,85.97,84.17
85.00,84.41,85.92,84.12
84.23,82.60,84.85,82.27
81.40,80.17,82.00,79.24
80.15,79.99,80.73,79.11
79.00,78.51,79.45,78.00
77.37,76.79,78.39,74.04
77.03,75.88,77.73,75.48
75.98,74.04,76.56,73.58
74.47,74.94,75.07,73.12
75.11,73.66,75.84,73.13
74.16,77.20,77.77,73.38
75.30,76.13,76.76,74.20
76.67,75.94,77.27,75.02
75.08,76.06,76.70,73.82
76.19,73.50,76.24,73.44
74.05,73.64,74.94,73.24
73.44,73.93,75.20,73.44
73.89,76.09,76.22,73.73
75.78,75.05,77.04,74.83
75.64,72.08,75.68,71.74
72.23,74.07,74.41,72.23
73.86,73.99,75.92,72.90
73.25,72.53,73.74,72.42
72.81,72.46,74.47,71.32
72.52,72.37,73.14,71.75
72.06,70.50,72.42,70.04
70.36,71.44,71.98,68.71
70.91,70.95,72.71,70.72
71.41,71.28,73.37,70.93
70.33,70.12,71.28,69.56
70.68,70.65,71.80,69.68
71.30,71.77,73.15,70.86
72.24,72.55,73.24,72.05
72.69,72.12,73.60,71.90
72.02,72.41,73.45,72.02
72.92,73.75,74.49,72.22
73.51,74.05,74.86,73.51
73.55,73.91,74.48,72.26
74.03,74.68,75.12,73.22
74.96,75.76,76.17,74.30
75.64,74.98,75.67,73.88
75.08,75.75,75.98,73.72
75.99,76.54,76.97,74.34
72.65,74.06,74.39,70.84
73.73,74.96,75.30,73.54
74.67,76.78,76.91,74.67
76.91,77.57,78.00,76.69
77.53,76.25,78.11,75.60
76.40,75.38,77.45,74.67
75.64,77.49,77.65,75.62
77.48,75.75,77.48,75.67
75.54,74.45,76.17,74.03
74.38,73.81,74.89,72.61
73.63,75.02,75.49,73.35
75.40,76.23,77.34,74.70
75.86,77.30,78.19,75.72
76.81,77.54,78.20,75.82
77.21,76.46,77.60,76.14
76.19,75.39,76.21,73.90
75.29,74.81,75.55,74.10
74.67,79.49,80.05,74.67
79.93,78.61,79.98,78.45
78.43,79.01,79.46,78.03
78.59,79.75,80.15,78.41
79.65,79.53,79.97,78.71
79.28,79.07,79.97,78.15
79.29,80.03,80.34,78.62
79.92,79.51,80.74,78.88
80.03,79.59,80.33,78.82
79.84,78.35,80.21,78.02
78.58,78.44,78.90,77.37
79.07,79.12,79.88,78.80
78.81,78.73,79.68,78.54
78.60,78.82,79.99,77.78
78.58,79.24,79.75,78.32
79.54,78.14,79.55,77.85
78.44,79.12,79.81,78.42
79.19,78.05,79.54,77.77
77.82,79.73,80.00,77.60
79.37,78.16,79.51,77.71
78.55,79.13,79.54,77.60
79.16,80.27,80.71,78.50
79.87,79.17,81.28,78.86
79.72,78.99,79.90,78.56
79.28,80.03,80.64,78.77
79.59,79.99,80.68,78.75
79.40,79.99,80.38,78.91
80.29,79.55,80.34,79.04
79.32,78.98,80.00,78.25
78.93,80.25,80.66,78.93
80.75,80.31,80.75,79.42
80.23,80.00,81.02,79.60
80.27,80.19,80.67,79.15
80.15,79.84,80.15,79.01
79.48,80.94,82.22,79.48
81.08,78.19,81.09,77.59
78.05,79.02,79.84,78.05
78.36,78.23,80.87,77.54
78.96,80.94,81.00,78.96
80.74,81.26,82.56,80.74
81.73,83.76,83.95,81.73
83.94,82.18,83.96,81.48
82.54,81.84,82.61,81.60
84.01,82.55,84.01,81.73
83.98,82.00,83.98,80.42
81.60,81.50,82.74,81.00
81.50,82.60,83.46,79.34
82.35,82.99,83.38,81.28
82.76,84.96,85.00,81.71
84.98,85.47,86.30,84.46
85.25,86.08,86.60,83.29
85.79,85.70,87.00,84.01
84.77,84.25,85.45,84.21
84.07,83.75,86.55,83.42
83.59,84.00,84.60,82.24
83.59,83.26,83.82,82.32
82.63,83.73,84.00,81.89
84.01,81.76,84.01,81.38
82.40,82.83,83.87,82.27
83.08,82.95,83.77,81.98
83.35,81.87,83.99,81.56
82.63,83.93,84.35,82.60
80.84,80.62,82.57,80.36
80.01,77.77,80.78,77.32
78.56,77.60,79.60,77.26
78.46,78.92,80.15,78.46
79.09,79.44,79.66,77.46
79.72,80.57,80.80,79.33
80.13,80.21,81.06,79.80
80.10,80.40,81.00,80.00
80.74,80.61,81.26,80.15
81.26,81.57,82.83,80.88
82.30,81.81,83.02,81.31
82.49,82.15,82.96,81.88
82.58,82.17,83.00,81.63
82.58,82.36,83.15,82.14
82.96,82.22,83.22,81.90
81.82,82.64,84.95,81.36
82.27,81.49,83.46,81.13
82.00,82.97,83.94,81.51
82.88,81.77,83.38,81.59
81.66,83.05,83.95,81.66
82.81,81.33,83.30,80.48
80.73,81.64,83.09,80.73
82.16,83.18,83.27,81.59
83.00,83.83,84.67,82.56
83.40,84.02,85.58,82.70
83.55,84.85,85.22,83.50
84.76,84.63,85.98,83.88
84.17,84.81,85.28,83.24
84.80,85.55,86.05,84.78
85.65,87.00,87.00,85.48
86.79,85.92,86.79,85.13
86.09,86.75,86.96,86.09
86.57,86.57,86.99,85.52
86.94,86.35,87.00,85.82
86.59,86.69,87.08,86.30
86.51,87.29,87.40,86.30
86.84,86.56,88.00,86.47
86.23,87.14,87.55,86.10
87.57,88.60,88.75,86.75
88.23,89.40,89.51,87.96
89.12,88.85,90.00,88.34
89.21,89.01,89.89,88.66
88.63,88.05,89.67,87.75
87.67,88.97,89.08,87.03
88.67,89.24,89.56,88.09
89.30,89.87,90.41,89.04
89.79,90.19,90.30,89.56
90.23,89.00,90.45,88.47
89.24,88.90,89.24,88.20
89.50,91.00,91.98,89.36
90.75,91.08,91.60,90.75
90.87,91.00,91.38,90.68
90.90,89.94,90.96,89.79
89.33,87.78,89.75,87.64
86.50,89.48,90.18,86.50
88.87,88.27,89.88,87.33
87.87,88.52,89.83,87.87
88.19,90.23,90.52,88.19
90.50,92.44,93.14,90.04
92.95,92.31,93.73,91.97
92.31,91.62,92.31,91.08
92.00,89.32,92.99,88.85
88.33,91.95,94.39,85.32
90.97,92.20,92.78,88.81
91.27,90.89,92.35,90.38
90.47,91.37,91.71,90.47
91.65,89.93,91.74,89.44
89.50,88.07,89.50,87.71
88.39,88.60,89.59,87.65
88.56,86.81,88.56,86.56
87.38,86.43,87.63,85.95
86.83,87.77,88.39,86.66
87.92,88.01,88.62,86.90
88.18,87.71,89.06,84.90
88.00,87.68,88.90,87.60
87.66,86.38,87.66,86.19
86.25,85.59,86.69,85.46
84.80,83.93,86.20,83.78
84.53,83.09,85.00,82.70
82.80,82.10,83.50,82.00
83.10,83.05,83.50,82.10
82.85,82.75,85.20,82.50
82.85,83.00,83.45,82.30
82.50,83.20,83.35,82.25
82.90,84.25,84.50,82.80
84.55,83.05,85.65,82.95
82.95,81.55,82.95,81.00
82.15,80.60,82.75,80.15
80.35,81.10,81.55,80.05
81.45,81.85,82.05,80.30
82.05,81.10,83.32,80.68
81.00,81.75,83.10,80.90
81.70,81.40,82.90,81.05
81.80,81.85,82.30,80.36
82.85,84.20,84.45,82.10
83.90,84.65,85.40,83.90
84.50,84.50,84.75,81.00
85.20,85.70,86.50,84.70
85.65,88.75,89.05,85.65
89.55,89.65,90.20,88.05
89.20,90.75,91.25,89.20
90.75,91.60,91.70,89.15
91.50,91.90,92.60,90.55
91.75,92.15,92.45,91.02
92.70,92.45,92.75,91.60
92.75,93.35,93.50,91.95
93.40,94.25,94.35,91.55
94.45,95.30,95.58,94.45
95.30,94.50,95.30,93.80
94.90,93.80,95.85,93.60
94.50,92.15,94.50,91.45
92.40,92.30,92.50,90.70
92.25,92.70,93.15,92.25
93.15,90.95,93.55,90.55
