AXE,Anixter International Inc. Common Stock,NASDAQ
76.48,74.93,76.53,74.74
75.25,74.72,75.55,73.81
73.85,73.45,74.27,73.23
74.12,73.88,74.60,73.61
74.69,73.63,74.92,73.58
74.16,75.76,75.93,74.16
75.52,75.81,76.19,75.04
75.92,76.25,76.70,75.19
76.08,75.95,76.87,75.60
75.15,75.59,75.77,75.15
76.20,75.98,76.34,75.28
76.21,76.97,77.13,76.13
77.13,78.42,78.49,76.77
78.18,78.53,79.01,77.95
79.95,79.09,79.95,78.55
78.92,79.53,79.86,78.92
79.51,79.88,80.22,79.51
79.87,79.35,79.89,79.31
78.90,80.16,80.39,78.90
80.15,80.87,80.87,79.98
80.78,81.63,81.84,80.66
81.96,81.49,82.25,81.33
77.00,80.01,80.35,76.99
80.16,80.52,80.80,79.25
80.21,82.52,82.59,79.68
82.13,81.07,82.35,80.64
80.86,81.11,81.59,80.81
81.61,82.77,82.90,80.91
83.11,83.04,83.74,82.49
83.50,85.03,85.26,83.50
84.89,85.87,85.93,84.73
85.70,86.19,86.25,84.85
86.12,85.23,86.29,84.89
84.94,84.77,85.52,84.49
85.00,85.61,86.06,85.00
85.46,86.02,86.50,85.07
85.53,86.55,86.62,85.11
86.69,86.64,86.85,85.82
86.48,86.19,86.60,86.03
84.38,84.10,84.68,83.88
83.76,84.52,84.73,83.76
84.62,83.58,84.75,83.56
83.91,84.61,84.94,83.57
84.27,84.13,84.90,83.61
84.19,85.60,85.71,84.19
85.77,85.23,85.77,84.86
85.33,84.84,86.04,84.82
84.01,83.86,84.42,83.45
83.83,83.97,84.43,83.69
83.92,84.29,84.54,83.66
84.20,83.56,84.20,82.62
84.52,83.71,85.33,82.94
84.00,85.19,85.26,83.82
85.02,84.96,85.69,84.61
85.25,85.10,86.01,83.50
85.67,87.25,87.72,85.67
87.81,88.09,89.40,87.46
87.88,87.71,88.39,87.33
87.90,87.14,88.02,86.69
87.65,87.10,87.65,86.04
87.96,87.93,88.48,87.22
87.76,88.77,88.78,87.52
88.53,88.56,88.79,86.89
88.64,88.62,88.94,88.30
88.54,88.07,89.47,87.82
88.07,87.98,88.13,87.20
88.03,88.58,89.16,87.19
88.83,88.38,89.61,88.27
88.92,87.96,89.08,87.39
87.19,87.09,87.76,86.72
86.34,87.66,87.72,86.28
87.39,88.41,89.04,86.87
88.94,88.05,88.94,87.29
87.63,86.34,87.63,85.88
86.81,88.25,88.41,86.64
87.18,87.60,88.18,87.00
87.76,87.15,88.29,86.73
87.35,86.17,87.35,85.36
87.26,87.90,88.06,87.26
87.45,88.00,88.28,87.45
87.55,87.88,88.55,87.55
87.42,86.77,88.30,86.11
87.39,87.52,87.82,87.06
87.15,87.86,87.86,87.11
88.35,89.10,89.18,87.83
89.01,88.55,89.09,88.04
80.26,85.37,87.12,80.26
84.67,84.93,85.60,83.72
85.08,85.25,85.56,84.37
85.00,85.95,85.98,84.69
85.80,85.93,86.02,85.32
86.29,86.57,87.05,85.83
86.87,85.33,87.00,85.15
85.35,85.49,86.15,85.21
85.30,84.88,85.96,84.23
84.98,86.30,86.42,84.27
85.66,85.59,86.05,84.74
85.90,85.03,86.11,84.68
85.15,83.98,85.34,83.78
83.87,84.81,84.99,83.43
84.55,85.30,85.38,84.22
84.97,85.59,85.66,84.61
84.98,85.57,85.64,84.97
85.71,85.62,85.71,84.78
85.34,86.20,86.36,85.04
86.28,85.89,86.65,85.46
85.91,84.35,86.11,84.20
84.55,84.51,84.70,83.56
84.83,86.49,86.55,84.83
86.69,86.77,86.81,85.88
86.80,86.71,87.27,86.33
88.25,87.64,89.16,86.68
87.90,87.87,88.73,87.03
88.36,88.40,88.96,87.94
88.50,88.73,89.87,87.32
88.35,89.16,89.20,88.03
88.87,89.47,89.50,88.60
89.18,90.64,90.64,89.02
91.92,92.36,92.46,90.47
87.53,86.76,87.53,86.33
86.74,85.73,87.43,85.70
85.88,84.90,85.88,84.20
85.03,84.50,85.14,84.01
84.82,84.64,85.19,83.62
84.92,85.61,86.06,84.71
85.77,86.10,86.37,85.22
85.99,87.23,87.49,85.44
86.94,87.41,88.02,86.49
87.41,88.55,88.65,87.19
88.78,88.78,89.33,88.34
88.75,89.31,89.90,88.75
89.65,89.35,90.23,88.92
89.21,89.72,90.22,89.18
89.64,89.59,89.82,89.35
89.67,89.84,90.15,88.78
89.35,88.56,89.91,87.98
88.57,89.61,90.23,88.57
89.66,89.28,90.23,88.61
89.40,90.60,90.78,89.37
90.33,91.50,91.75,90.09
91.58,91.69,92.02,90.95
91.72,93.22,93.52,90.96
92.88,92.09,94.12,91.73
92.54,93.39,93.54,92.30
93.63,94.33,94.85,92.75
94.08,94.48,94.87,93.67
94.23,93.50,94.64,93.26
94.29,93.57,94.75,93.00
93.65,93.56,93.78,93.32
93.35,93.13,93.48,92.37
92.38,91.09,92.62,90.82
91.41,89.70,91.49,89.30
89.69,89.87,89.90,89.11
89.37,88.33,90.39,88.07
88.79,88.95,89.60,88.23
87.23,87.72,88.70,87.08
87.53,85.67,88.09,84.55
88.75,92.74,93.18,88.43
91.62,89.55,92.47,89.18
89.92,89.41,91.47,88.79
89.67,90.19,90.76,89.63
90.28,90.93,91.08,89.05
90.58,92.02,92.45,90.16
92.61,94.90,95.15,92.02
94.46,97.68,97.78,94.40
97.83,99.60,99.88,97.33
99.90,101.99,102.43,99.62
101.65,102.85,103.85,101.65
102.94,104.97,115.84,102.94
106.04,106.23,110.00,104.69
106.68,104.21,106.81,103.28
103.99,105.52,105.88,103.32
105.93,105.73,106.12,105.29
105.24,105.45,106.27,104.71
105.75,106.95,107.30,105.32
106.13,106.62,107.27,105.48
107.71,107.51,108.44,106.76
107.02,107.15,107.78,106.21
107.44,106.97,107.84,106.33
107.22,106.97,107.25,105.93
106.59,105.79,107.38,105.34
105.60,103.85,106.33,103.78
103.53,105.00,105.27,102.78
105.50,102.69,105.89,101.99
102.64,103.00,103.80,102.51
103.39,103.25,103.72,103.03
103.64,104.27,104.54,102.98
104.63,103.26,104.70,102.55
103.20,102.89,103.84,102.21
102.93,101.87,103.72,101.46
102.35,101.34,102.47,100.41
102.22,101.14,102.64,100.58
102.03,99.97,102.03,99.96
100.16,99.54,100.24,99.13
99.66,98.49,101.41,98.47
99.14,101.52,101.89,99.14
101.57,96.45,105.84,93.15
96.89,99.81,100.29,95.86
100.27,98.88,100.76,98.47
99.89,99.06,101.26,98.44
98.87,96.72,98.87,95.98
96.77,97.61,98.02,95.30
98.24,99.86,99.97,97.34
99.71,97.81,100.00,96.97
96.89,96.69,98.16,96.07
97.44,95.80,97.44,94.86
96.41,97.11,97.71,94.83
97.46,97.75,98.32,96.76
97.60,97.79,98.87,97.15
97.73,96.72,98.25,96.19
96.87,98.10,98.76,96.23
97.98,97.17,98.34,96.78
97.39,97.06,97.63,95.50
96.41,94.81,97.78,94.66
94.79,93.81,95.63,92.79
96.75,98.38,99.72,95.78
97.64,97.98,99.06,97.28
98.00,97.96,99.86,96.73
98.28,97.83,99.59,97.33
96.92,97.54,98.27,96.14
97.37,96.15,97.84,95.69
96.04,96.05,96.16,94.71
96.09,95.66,97.68,95.30
95.17,95.50,96.88,94.58
95.79,98.46,98.73,95.77
98.22,97.10,98.91,96.86
97.05,95.51,97.64,95.35
94.91,95.30,95.56,93.40
95.09,95.35,95.78,94.55
95.22,96.52,97.32,94.99
96.46,94.50,96.52,94.18
94.72,95.01,95.33,93.72
95.31,97.08,97.43,95.31
97.09,99.29,99.45,97.06
99.78,100.30,100.84,99.06
100.09,101.05,101.20,100.00
101.12,102.58,102.76,100.61
102.75,103.00,103.20,101.15
103.02,101.91,103.82,101.35
101.46,102.01,102.38,100.86
101.49,102.27,102.48,101.03
102.16,104.03,104.30,101.52
104.48,104.61,105.33,104.31
104.57,103.44,104.57,102.02
102.78,103.00,103.30,101.76
102.93,102.87,103.29,101.95
102.87,100.45,103.33,100.23
100.92,100.94,101.36,99.63
100.70,99.48,100.70,99.01
99.44,100.01,100.53,99.02
99.95,99.46,100.42,98.76
99.59,98.60,100.12,98.19
98.88,99.55,99.56,98.20
99.49,99.69,99.91,99.15
99.59,99.50,101.34,99.30
98.98,99.30,99.77,98.54
99.08,98.53,99.35,97.54
97.84,98.99,99.29,97.62
99.04,100.07,100.48,97.65
100.40,101.80,101.96,100.40
101.45,101.44,101.76,101.06
101.70,102.89,103.02,101.66
102.45,103.01,103.47,101.85
102.74,100.01,102.90,99.88
100.39,99.66,100.50,99.35
97.46,97.63,98.35,97.07
97.72,96.77,97.72,96.42
97.42,97.26,97.42,96.49
97.26,96.92,97.68,96.34
97.38,96.40,97.85,96.25
95.91,95.16,96.44,94.86
95.01,96.08,96.40,95.01
95.52,95.54,95.95,94.77
95.95,96.87,97.08,95.27
97.05,96.62,97.05,96.12
96.79,95.88,97.53,95.70
95.10,94.76,95.38,94.36
95.02,93.97,95.02,93.61
92.40,88.60,92.46,88.31
88.77,88.39,89.38,87.99
87.34,85.97,87.84,85.67
86.07,85.67,86.34,85.19
86.14,87.83,88.46,85.75
87.21,87.96,88.24,87.14
87.64,90.10,90.33,87.31
90.68,88.98,91.48,88.58
88.84,88.94,89.92,88.70
90.07,91.30,91.82,90.07
91.06,91.08,91.44,90.06
91.47,86.32,91.47,86.06
87.09,85.99,87.09,85.48
86.81,86.31,86.81,84.44
87.28,87.20,87.67,86.85
87.85,87.15,87.85,87.13
87.06,86.09,87.18,85.39
86.53,86.03,86.78,85.33
85.77,86.15,86.55,85.25
86.48,87.67,87.84,86.33
88.05,88.57,89.20,87.87
88.61,88.62,89.14,87.96
88.38,88.40,89.18,87.56
88.77,89.23,89.84,87.60
89.72,89.93,90.79,89.48
90.60,89.83,90.60,89.40
90.20,89.19,90.72,88.92
88.75,88.58,89.28,88.08
88.58,88.28,89.18,87.74
88.39,87.29,88.41,86.70
87.52,87.16,87.82,86.76
86.89,90.49,91.04,86.89
90.63,91.14,91.66,90.46
90.95,89.29,90.97,88.94
88.94,87.43,89.06,87.06
87.49,88.29,88.64,87.16
88.49,88.51,89.14,88.20
88.53,88.08,88.94,86.97
87.82,86.77,87.82,86.25
86.71,85.87,86.98,85.56
86.21,85.99,86.31,85.11
85.97,85.02,85.97,84.64
85.18,86.05,86.72,85.06
85.08,85.75,86.09,85.08
85.93,84.84,86.28,84.82
84.58,84.19,85.09,83.76
84.07,84.47,84.75,82.40
85.43,85.41,85.87,84.66
85.41,85.76,86.72,85.10
85.02,83.96,85.76,83.90
83.58,84.82,84.92,82.20
84.39,81.13,84.45,80.51
80.58,78.50,81.40,78.43
78.67,76.57,79.37,76.32
77.27,78.49,78.71,76.93
77.43,78.44,78.95,75.81
77.28,78.56,79.72,77.28
79.43,79.18,80.39,78.52
79.05,79.70,79.98,78.78
80.40,82.49,82.91,79.91
82.46,80.89,83.12,80.86
81.74,82.67,83.99,81.38
82.88,83.39,83.65,81.93
82.68,83.36,83.61,82.13
83.47,84.89,85.29,81.80
84.89,82.81,85.50,82.35
82.55,83.67,83.96,81.80
84.99,85.17,85.27,84.08
85.08,84.63,85.80,84.12
84.35,85.29,85.48,84.16
85.79,85.61,86.22,85.03
85.84,84.84,85.86,84.57
85.05,84.70,85.05,84.16
84.88,84.03,84.88,83.45
84.11,83.81,84.96,83.25
83.49,84.41,84.69,83.28
84.61,83.58,84.88,83.13
84.12,86.78,87.40,83.56
86.32,85.65,86.80,85.56
85.89,86.62,87.13,85.89
86.64,86.96,87.36,85.60
86.28,86.78,87.19,85.78
87.75,87.45,88.32,87.14
87.45,87.53,88.32,87.15
87.86,88.50,88.79,87.42
88.35,88.78,89.21,88.35
88.98,86.90,89.38,86.68
86.45,85.13,86.69,84.94
85.15,85.34,85.63,84.58
85.47,87.27,87.67,85.24
87.56,86.95,87.56,86.55
86.86,86.98,87.55,86.60
86.93,85.00,87.08,84.90
84.27,86.02,86.08,83.64
85.58,83.02,86.28,82.84
83.66,83.41,84.61,82.92
82.39,82.94,83.83,81.86
83.30,82.82,84.52,82.59
82.58,82.48,84.40,82.34
82.55,84.01,84.30,81.44
85.00,86.70,87.02,84.73
86.74,87.51,88.08,86.30
87.48,88.32,88.41,87.25
88.85,88.68,89.54,88.38
88.98,88.60,89.21,88.20
89.13,88.98,89.58,88.20
89.14,88.69,89.95,88.36
88.30,88.69,89.19,88.02
88.91,88.46,89.68,88.06
89.25,88.18,89.25,87.06
87.28,87.26,88.11,86.75
87.70,86.07,87.92,85.84
86.88,86.05,87.02,85.58
86.98,86.98,87.49,86.19
85.82,85.11,85.82,84.67
84.86,81.91,85.67,81.41
82.40,81.37,83.57,80.34
80.13,78.64,80.58,77.14
78.85,76.87,78.93,76.69
76.38,77.48,77.56,75.70
77.49,77.08,77.70,76.26
76.66,77.27,78.29,76.59
78.00,78.15,78.43,77.19
78.18,78.14,78.89,77.87
78.37,79.98,80.12,77.18
78.45,77.40,78.62,77.00
78.02,76.33,78.13,76.16
76.66,76.98,77.09,75.52
76.20,75.36,77.18,74.96
75.61,76.93,77.25,74.95
74.27,76.03,76.58,74.10
75.22,73.86,75.85,73.44
74.11,75.15,75.74,73.34
75.21,75.57,75.79,74.72
75.33,75.49,76.27,74.77
76.09,75.18,76.27,74.68
75.21,74.40,75.53,74.11
74.75,75.63,76.23,74.71
75.60,76.07,76.53,75.59
75.90,75.63,76.15,74.73
75.32,78.00,78.06,75.32
78.00,78.40,78.97,77.34
78.06,78.46,78.58,77.36
78.16,78.06,78.39,77.72
78.17,79.67,79.88,78.01
79.49,78.94,79.59,78.52
79.09,78.97,79.38,78.85
79.10,78.89,79.36,78.85
78.97,79.24,79.45,78.82
78.91,78.95,79.66,78.90
78.99,78.02,79.00,77.90
77.85,77.10,78.48,76.58
76.27,76.65,76.91,75.76
76.96,76.95,77.34,76.27
76.40,75.37,76.51,75.20
75.51,75.85,76.12,75.00
76.17,77.32,77.39,75.72
77.31,76.82,77.80,76.48
77.32,77.08,77.58,76.65
76.59,77.34,77.62,76.40
77.12,78.09,78.23,76.25
77.52,76.67,78.00,76.65
77.26,77.58,77.75,76.88
77.64,77.39,78.06,77.20
77.24,76.69,77.88,76.46
76.88,75.26,77.10,75.18
75.22,74.46,75.54,74.22
74.44,74.52,74.66,73.73
75.01,75.73,75.83,74.54
75.29,76.13,76.58,75.29
75.83,76.57,76.71,75.44
76.77,76.75,77.46,76.19
76.56,77.33,77.77,76.47
77.19,77.16,77.32,76.71
77.47,77.80,77.97,76.80
77.92,78.07,78.68,77.36
78.43,77.89,78.50,77.60
77.66,76.36,77.66,75.93
76.45,77.29,77.29,76.01
77.32,77.68,77.90,77.07
77.74,76.95,77.92,76.79
76.47,75.21,76.47,74.79
75.55,75.97,76.16,75.52
76.05,74.00,76.05,73.92
73.95,73.55,74.65,73.42
73.11,73.37,74.14,73.11
73.56,73.52,74.10,72.95
73.80,73.65,74.70,73.44
72.00,72.04,72.32,69.66
71.15,71.43,71.66,70.43
70.82,70.60,71.23,69.41
71.00,70.93,71.45,70.20
70.88,70.15,71.44,69.81
70.11,70.75,71.18,70.11
71.01,70.31,71.90,69.78
70.43,70.50,71.28,70.25
71.20,70.44,71.58,70.23
70.33,71.27,71.87,70.33
71.04,71.03,71.66,69.85
71.21,71.16,71.80,71.11
71.66,71.52,71.99,70.84
71.53,71.34,71.59,70.95
71.12,71.90,71.92,71.04
71.80,71.12,71.96,70.80
71.14,70.55,71.24,70.49
70.41,70.85,71.09,70.28
70.67,70.41,71.92,69.93
70.07,69.16,70.23,68.80
69.28,69.37,69.60,68.40
69.27,68.76,69.50,68.64
68.61,68.00,69.40,67.70
68.27,68.22,68.75,67.38
68.05,68.71,69.58,67.87
68.84,69.64,69.81,68.70
69.27,68.30,69.55,68.21
68.20,68.32,68.43,67.32
68.15,67.14,68.87,67.08
67.14,66.49,67.35,66.32
66.99,67.70,68.26,66.88
67.70,67.13,67.88,66.60
66.54,66.39,67.32,66.28
65.81,65.86,66.11,65.13
65.50,65.82,66.04,65.37
66.07,66.24,66.60,66.07
66.52,66.42,66.77,66.01
66.13,66.17,66.30,66.00
66.61,66.34,66.61,66.05
66.42,66.68,66.80,66.21
66.67,66.08,66.67,66.05
66.15,65.62,66.30,65.24
65.56,65.56,65.78,65.19
65.07,64.24,65.64,64.09
64.89,65.15,65.19,64.42
65.44,64.75,65.73,64.24
65.04,64.16,65.04,63.91
63.52,64.01,64.02,63.50
63.99,64.62,64.83,62.74
64.00,64.36,64.70,63.94
65.06,63.77,65.06,63.72
64.35,63.24,64.71,63.21
63.53,64.11,64.21,63.23
63.85,64.42,64.51,63.78
64.28,63.63,64.68,63.58
64.75,68.11,69.15,64.75
68.06,65.66,68.06,65.26
65.54,63.61,65.54,63.35
63.68,62.71,64.25,62.39
62.37,62.65,63.06,62.13
62.72,62.42,63.22,62.37
62.25,60.81,62.25,60.59
60.32,59.21,60.75,59.09
61.08,61.57,62.74,60.80
61.88,65.20,65.60,61.44
65.16,65.55,65.79,64.81
65.84,66.21,66.97,65.44
66.20,64.69,66.20,64.49
64.69,63.75,65.01,63.47
64.10,63.60,64.89,63.28
63.63,63.64,64.18,63.08
63.24,63.02,63.90,62.40
63.58,64.91,65.18,63.43
64.23,63.34,64.29,63.25
62.77,62.83,63.04,61.76
62.69,61.98,62.81,61.71
61.95,62.27,62.54,61.54
61.91,62.79,62.95,61.13
62.53,61.84,62.73,61.66
61.35,62.00,62.31,60.71
61.38,62.00,62.62,61.04
60.92,60.61,61.91,60.30
57.09,60.23,62.14,56.97
62.07,58.54,62.24,58.52
59.88,59.44,60.15,58.37
59.93,61.21,61.72,59.47
61.24,62.11,62.71,60.62
61.85,63.66,63.87,61.43
62.77,62.77,63.84,62.47
63.58,62.94,63.82,62.04
63.01,63.46,64.42,63.01
62.62,61.72,62.76,61.71
62.53,63.47,63.68,62.20
63.97,62.64,64.45,62.48
63.20,63.46,64.03,62.95
63.19,63.17,63.59,62.14
63.00,62.54,63.38,61.86
62.90,63.78,63.91,62.90
63.89,64.98,65.47,63.76
64.75,64.54,65.57,64.20
63.80,62.40,64.89,62.01
62.90,61.74,63.36,61.57
60.92,59.90,61.01,59.55
60.02,59.19,60.23,58.45
58.63,58.83,59.02,57.78
59.37,59.11,59.81,58.55
58.84,58.06,59.17,58.05
58.11,57.95,58.43,57.50
58.13,57.78,58.13,56.89
57.90,56.66,58.14,56.20
56.12,57.73,57.74,55.71
58.31,59.46,59.56,58.31
59.54,60.73,60.98,59.19
61.16,61.58,62.24,60.71
61.34,63.42,63.80,61.34
63.67,63.55,63.94,62.90
63.61,62.89,63.68,62.62
62.40,62.14,63.56,62.06
62.24,62.15,63.01,61.71
62.22,62.87,62.95,61.23
62.94,61.12,62.94,60.20
60.51,61.56,61.61,60.07
61.47,62.14,62.38,61.15
61.98,61.92,62.44,61.61
62.15,64.01,64.38,62.15
64.63,64.80,65.16,64.07
64.85,65.39,65.76,64.24
64.97,67.34,68.48,64.64
67.42,68.28,68.53,66.66
68.01,69.09,69.52,68.01
69.20,68.58,69.69,68.56
68.68,69.14,69.45,68.46
68.75,69.79,70.29,68.75
69.92,69.35,70.29,69.24
69.40,69.38,69.81,68.48
68.97,70.06,70.09,68.08
69.78,67.61,69.95,67.34
67.31,66.54,67.63,66.39
66.61,66.99,67.52,66.33
66.41,64.43,66.89,64.37
64.00,63.61,64.34,63.33
63.64,64.44,64.62,63.45
64.60,63.94,65.09,63.86
64.24,64.52,64.65,63.61
64.71,65.92,65.97,64.26
66.37,67.01,67.31,66.22
66.65,67.17,67.87,66.31
66.85,67.20,67.72,66.11
67.04,67.61,67.72,66.78
67.45,67.83,67.97,67.20
68.00,68.16,68.36,67.58
68.56,68.44,68.86,67.94
68.24,67.49,68.66,67.36
67.96,65.59,67.96,65.42
65.74,66.54,67.00,65.09
66.25,64.21,66.25,64.11
63.56,62.06,63.56,61.54
61.93,61.39,62.76,60.98
61.03,62.08,62.31,60.91
61.39,61.81,61.89,61.15
61.84,60.58,62.36,60.33
61.00,61.14,61.45,60.61
61.64,61.60,62.33,61.00
61.80,59.81,61.85,59.68
59.41,58.51,59.51,57.74
59.07,58.76,59.36,58.18
58.91,59.94,60.42,58.23
60.44,61.25,61.52,60.08
61.11,61.01,61.64,60.91
60.79,60.28,61.11,59.72
60.78,60.70,61.29,59.81
60.48,60.68,61.02,59.98
60.48,60.39,61.20,60.36
59.58,59.61,59.73,57.82
59.76,58.06,60.10,57.79
57.29,56.06,57.29,55.86
54.94,53.65,55.41,52.51
54.03,52.04,54.21,51.92
52.40,52.11,52.70,51.29
52.69,53.64,53.68,51.55
53.70,51.96,54.11,51.00
51.80,50.60,51.88,49.32
49.37,49.13,49.72,47.46
49.66,48.72,49.66,47.92
47.91,47.95,48.10,45.89
48.16,47.49,48.49,47.24
48.43,48.67,49.12,47.73
48.42,46.70,48.85,46.59
47.21,47.71,47.99,46.49
47.43,47.09,48.60,47.03
47.64,46.98,48.01,46.78
47.40,49.44,49.47,47.40
48.75,48.78,48.99,47.50
45.00,41.15,45.00,40.15
40.76,40.63,41.35,38.76
40.57,42.01,43.03,40.37
41.80,40.64,42.12,40.58
39.99,39.38,40.19,38.18
38.83,38.77,40.02,38.29
39.10,39.38,40.18,38.94
38.34,38.29,38.92,37.60
38.64,39.59,39.77,38.38
40.45,41.70,41.77,40.29
42.18,42.50,42.73,41.81
42.70,42.68,43.08,42.26
42.37,42.79,42.80,41.72
43.54,43.07,43.85,42.95
43.00,42.38,43.41,42.37
41.81,43.10,43.13,41.02
43.07,42.21,43.07,41.74
42.65,43.22,43.79,42.41
43.40,42.83,43.49,42.78
43.32,43.54,43.61,42.81
43.43,44.00,44.06,43.27
44.06,44.97,45.05,44.06
45.25,45.91,46.02,44.69
45.74,47.33,47.33,45.50
46.94,46.64,47.56,45.87
47.07,46.47,47.95,46.19
46.77,46.79,46.96,45.67
47.30,47.37,47.90,46.94
47.16,47.11,47.43,46.70
46.80,47.00,47.10,46.10
46.72,48.38,48.54,46.72
48.21,49.93,50.25,47.72
50.20,50.63,50.79,49.43
50.43,49.94,50.54,48.92
49.77,50.52,50.71,49.40
50.19,49.47,50.37,48.94
49.06,50.94,51.18,48.50
51.19,50.50,51.45,49.79
50.20,51.45,51.52,49.78
51.94,52.07,52.49,51.32
51.99,52.11,52.37,51.19
51.59,52.48,52.57,51.05
52.42,51.26,52.67,50.94
50.77,50.61,51.25,50.37
50.52,51.25,51.48,49.69
50.81,49.90,51.25,49.29
50.53,50.65,51.99,50.19
50.91,50.35,51.76,50.05
50.35,50.81,51.46,50.35
51.30,53.84,54.00,51.30
53.70,53.59,53.85,52.98
53.56,53.41,53.84,53.07
53.15,53.69,54.18,52.72
53.99,54.40,54.60,53.68
54.60,55.97,56.16,54.33
56.20,55.78,56.24,55.58
56.10,57.31,57.74,56.10
57.31,58.14,58.33,57.15
60.96,62.20,62.78,59.25
61.92,62.20,63.49,61.65
61.38,62.25,62.68,61.02
62.08,62.30,62.48,61.34
62.34,62.35,62.41,61.06
61.45,61.48,62.87,60.69
61.20,60.65,61.99,60.07
60.96,59.64,61.37,59.59
59.31,59.91,60.32,59.16
59.91,58.69,60.00,58.65
59.03,60.02,60.20,58.98
59.90,58.63,60.52,58.41
59.12,57.63,59.22,57.01
57.29,56.36,58.22,56.02
56.75,57.02,57.76,56.37
56.78,56.41,57.97,56.12
56.03,56.13,56.94,55.88
55.65,55.52,56.34,54.97
55.80,56.53,57.23,55.47
56.46,56.98,57.23,56.26
57.58,58.54,58.64,57.23
59.04,59.55,59.62,58.56
59.68,59.93,60.09,59.13
59.94,60.08,60.37,59.49
60.38,60.20,60.53,59.94
59.70,60.31,60.40,58.99
59.97,60.19,60.56,59.74
60.02,59.73,60.08,58.91
59.89,61.12,61.18,59.36
61.22,60.61,61.22,60.32
60.85,60.53,61.25,60.36
60.17,60.53,60.60,59.56
59.63,59.92,60.23,59.08
59.81,58.91,60.10,58.78
58.56,59.33,59.49,58.56
59.75,58.84,59.84,58.74
58.24,58.50,58.56,57.11
58.69,58.89,60.00,57.96
59.91,60.47,60.90,59.91
60.45,59.80,60.74,59.41
59.67,59.50,60.37,59.33
60.10,60.65,61.39,59.79
57.99,55.55,58.16,55.35
54.80,52.00,54.89,51.81
52.94,52.37,53.02,51.83
53.18,52.68,53.20,52.37
52.88,53.28,53.33,52.29
53.26,54.09,54.32,53.26
53.62,52.16,53.81,52.07
51.87,51.91,52.28,51.50
52.23,52.42,53.18,51.84
53.22,54.76,55.09,53.22
54.97,55.31,55.45,54.77
55.97,56.29,56.75,55.30
56.54,55.84,56.64,55.45
56.51,56.68,56.91,56.11
57.14,57.73,57.80,56.59
57.55,57.62,57.92,57.42
57.28,56.99,57.57,56.35
57.21,58.11,58.47,56.82
58.05,58.37,58.40,57.49
58.25,58.85,58.98,57.84
58.56,58.70,58.99,58.23
57.52,60.23,60.26,57.35
60.18,61.13,61.30,60.10
60.89,60.85,61.09,60.00
60.84,61.28,61.75,60.12
61.45,59.46,61.45,59.28
59.49,56.97,59.49,56.88
57.09,57.27,57.59,56.23
57.40,57.38,58.16,57.13
57.96,60.28,60.52,57.96
60.46,60.60,61.17,60.35
60.46,60.76,61.16,60.24
60.98,60.72,61.12,60.13
60.98,61.31,61.72,60.75
61.31,61.76,61.90,60.77
62.00,63.16,63.76,62.00
63.13,62.74,63.37,62.52
62.53,62.64,63.09,62.36
62.82,63.42,63.83,62.66
63.10,63.30,64.08,62.56
62.91,63.01,63.90,62.53
63.59,63.13,63.99,63.05
62.98,62.83,63.41,62.77
62.48,62.82,63.17,62.08
63.04,62.92,63.95,62.39
62.38,63.84,64.14,62.38
63.78,64.19,64.70,63.78
64.30,63.94,64.38,63.38
63.90,64.72,64.77,63.14
65.00,65.64,65.73,64.57
65.96,64.51,65.96,64.30
64.25,63.76,64.32,63.08
63.62,63.29,63.78,62.73
62.64,59.99,62.64,59.97
59.49,60.48,60.86,59.49
59.83,59.30,60.36,58.99
59.27,58.74,59.72,58.55
58.91,60.28,60.29,58.64
60.09,59.32,60.17,59.22
59.78,60.44,61.29,59.78
60.68,58.95,60.73,58.90
59.40,60.14,60.36,59.38
60.55,62.06,62.11,60.55
61.82,62.10,62.62,61.35
61.32,60.86,61.92,60.82
60.86,61.53,61.82,60.80
61.71,62.88,63.01,61.65
62.56,62.58,63.10,62.22
63.00,64.50,64.65,62.65
64.14,64.08,64.57,63.56
64.14,63.33,64.90,63.17
63.97,63.94,64.36,63.08
63.85,63.73,64.03,62.76
63.88,62.22,63.88,60.86
63.10,62.98,64.41,62.74
62.61,61.20,62.73,60.78
61.15,60.97,61.23,60.36
60.15,59.83,60.36,58.99
60.45,60.80,61.53,60.45
60.85,60.80,61.30,60.20
61.65,60.90,61.65,60.55
60.95,61.25,61.55,60.65
60.90,60.80,61.95,60.75
60.00,60.65,61.18,59.95
61.55,60.75,62.20,60.45
61.60,64.40,64.50,61.10
64.35,64.90,66.25,64.35
66.80,65.00,66.80,64.80
65.35,65.70,66.45,65.15
66.00,65.75,66.18,64.86
66.20,64.90,66.35,64.20
64.50,64.20,65.45,63.85
64.35,63.70,64.65,63.50
63.70,63.80,65.05,63.40
65.45,66.60,66.90,65.35
66.20,66.25,66.50,65.40
65.20,69.00,69.40,65.20
69.65,70.35,72.15,69.60
70.50,73.00,73.15,69.80
73.70,74.25,75.45,73.70
74.60,78.35,78.40,73.60
77.95,78.30,78.55,76.35
78.35,78.25,78.40,77.60
78.35,78.05,78.40,77.45
78.20,77.30,78.60,76.92
77.80,78.00,78.20,77.20
77.85,79.65,79.70,77.40
79.75,79.80,79.95,79.30
79.70,79.25,79.70,78.80
79.35,78.55,79.42,78.25
78.90,78.15,79.95,78.10
78.30,78.65,79.20,78.15
76.95,77.00,78.00,76.80
78.30,79.25,79.80,78.10
