WLL,Whiting Petroleum Corporation Common Stock,NASDAQ
47.65,46.21,47.68,46.00
46.59,46.03,46.70,45.31
46.25,44.94,46.40,44.26
45.65,45.24,45.69,44.35
45.34,44.66,45.54,44.56
45.12,44.69,45.72,44.69
44.48,46.09,46.37,44.21
46.42,47.01,47.40,46.13
47.00,47.78,47.97,46.97
48.00,48.39,48.58,47.59
48.62,49.15,49.16,47.74
48.99,48.14,49.34,48.12
48.47,48.83,48.98,48.27
48.97,48.58,49.18,48.31
49.27,48.96,49.98,48.22
48.91,48.51,49.32,48.13
48.62,48.36,48.93,48.05
48.90,48.73,49.53,48.12
48.86,49.37,50.10,48.86
49.63,50.53,51.08,49.47
50.72,51.27,51.30,50.37
51.11,50.32,51.30,50.25
50.65,50.30,51.14,50.06
50.49,49.77,50.49,48.90
50.20,50.44,52.10,49.54
50.50,51.03,51.34,50.00
50.92,50.75,51.06,50.47
50.90,51.00,51.21,50.36
51.12,51.47,52.21,51.00
52.05,53.35,53.38,52.05
53.00,52.72,53.57,52.43
52.58,52.44,52.95,51.93
52.42,51.69,52.79,51.40
51.70,51.13,52.00,51.05
51.21,51.05,51.68,50.21
51.23,51.01,51.24,50.54
50.82,50.72,51.20,50.50
50.81,50.19,50.91,49.91
50.20,49.75,50.36,49.62
49.46,49.96,50.02,49.02
49.90,49.59,50.22,49.17
49.61,48.79,49.95,48.67
48.78,49.27,49.85,48.58
49.11,48.77,49.36,48.60
49.00,50.24,50.38,48.72
50.31,50.59,50.81,49.77
50.71,50.85,51.37,50.64
50.66,50.61,51.63,50.20
50.88,51.75,52.20,50.75
51.70,50.76,51.75,50.76
50.91,50.47,51.04,50.24
51.46,51.01,51.66,50.69
50.93,50.96,51.29,50.54
51.11,51.28,51.61,50.70
51.62,51.20,51.90,50.91
51.17,52.68,52.87,50.98
52.66,53.09,53.09,52.04
53.09,54.29,54.49,52.68
54.41,53.95,55.36,53.78
53.95,53.34,54.22,52.99
54.09,52.82,54.18,52.70
52.74,54.78,55.56,52.74
54.70,55.84,55.96,54.15
56.08,56.20,56.71,55.56
56.00,56.20,56.59,55.81
55.73,56.24,56.36,55.35
56.33,57.72,58.35,55.67
57.87,58.86,59.32,57.70
59.08,59.82,60.11,58.71
59.76,59.98,60.65,59.37
59.04,59.85,60.26,58.80
59.86,61.77,62.22,59.83
61.48,61.55,61.75,61.01
62.28,62.38,63.08,61.40
62.51,64.30,64.89,62.11
63.16,62.56,63.58,62.55
62.76,61.95,63.53,61.52
61.72,61.61,62.19,60.69
62.42,63.75,63.89,62.37
63.00,64.67,65.90,62.99
64.34,64.87,65.65,64.05
64.64,65.41,65.97,64.52
65.92,67.10,68.11,65.84
67.17,67.24,67.70,66.37
67.89,67.00,68.08,66.83
67.00,66.18,67.28,65.70
66.82,63.91,67.05,63.91
63.76,63.24,63.77,61.03
64.02,68.54,69.20,61.50
69.13,68.90,70.06,68.03
69.35,68.69,69.51,68.11
68.86,69.75,70.12,68.59
69.88,67.63,70.57,66.84
67.66,66.89,67.90,65.98
66.84,66.13,67.28,64.68
66.87,67.95,68.14,65.90
67.42,66.80,67.79,66.25
67.67,65.05,67.90,64.41
65.29,62.70,65.96,61.41
62.60,64.44,64.78,62.33
64.42,65.82,65.97,64.02
65.62,64.34,65.97,64.15
64.13,65.66,65.97,63.71
66.72,65.86,66.72,64.35
66.00,65.00,66.27,64.53
65.14,61.55,65.26,61.13
61.42,60.85,61.89,59.70
60.96,60.71,62.42,60.46
61.09,63.08,63.21,61.00
63.33,63.06,63.40,62.01
62.70,60.36,62.94,59.71
60.45,61.93,62.83,60.26
61.20,60.42,61.77,59.80
60.50,60.40,61.59,59.45
60.02,59.73,60.32,58.71
59.52,60.32,61.10,59.09
60.30,61.23,61.62,59.91
60.75,60.91,61.88,60.50
61.81,58.72,61.86,58.25
58.61,58.22,58.69,56.40
58.14,58.74,60.16,58.09
58.62,57.94,58.96,57.71
58.03,59.10,59.47,58.00
58.92,59.02,59.37,57.22
59.28,60.59,60.75,58.77
60.55,60.42,61.13,59.25
60.74,60.55,60.78,59.01
60.50,61.46,61.57,59.99
61.38,61.57,62.25,61.14
61.71,60.73,62.32,60.52
60.68,60.73,60.89,60.15
61.00,61.21,61.46,60.31
61.09,61.77,62.08,60.63
61.80,60.54,62.31,60.34
60.64,61.87,62.07,60.08
61.70,59.52,62.02,58.96
59.63,59.05,60.08,58.54
59.16,58.95,59.64,58.40
59.52,59.29,60.30,59.17
60.40,59.09,60.41,58.90
59.33,58.27,59.65,57.46
58.23,59.11,59.60,58.23
59.12,58.71,60.14,58.63
58.79,60.79,60.86,58.79
61.00,59.73,61.57,59.65
59.71,60.02,60.02,58.23
60.38,59.57,60.68,59.32
59.87,60.90,60.92,59.30
60.99,61.51,62.21,60.56
61.30,60.01,61.86,59.82
59.30,58.10,59.38,57.79
57.99,57.07,58.12,56.59
57.30,58.38,58.47,57.22
57.43,57.55,58.41,57.12
58.04,58.39,58.83,57.74
58.03,58.38,59.78,57.64
58.12,56.62,58.93,56.29
57.06,57.18,58.70,56.32
57.23,56.03,57.23,54.93
56.33,57.45,57.99,56.04
57.90,57.00,58.31,56.71
56.88,56.74,57.23,56.04
56.73,58.03,58.24,56.30
58.32,59.04,59.44,58.29
58.51,60.70,61.00,58.23
60.69,60.76,61.15,59.97
60.98,62.86,62.95,60.74
62.43,61.35,63.09,61.18
61.51,62.60,62.95,61.43
62.84,62.69,63.36,61.89
63.19,64.34,64.90,63.11
64.00,63.96,64.26,63.05
63.60,62.88,63.88,62.24
66.51,68.41,68.76,63.73
68.46,68.71,69.09,67.37
68.83,69.37,69.84,68.31
69.95,71.27,71.49,69.85
71.04,70.25,72.32,70.08
70.25,70.83,71.12,69.84
71.49,70.60,71.56,70.18
70.66,69.48,70.69,69.17
69.49,68.03,69.94,67.38
67.09,67.62,68.54,66.23
67.98,67.26,68.46,66.55
67.40,68.72,69.20,66.90
68.96,68.00,70.06,67.82
68.16,69.49,69.92,68.10
69.22,68.52,69.38,67.86
68.53,68.86,69.27,67.92
69.27,70.05,70.07,68.33
70.25,67.95,70.60,67.66
68.89,69.56,70.00,68.88
69.96,68.07,70.24,68.04
68.39,68.79,69.75,68.03
69.32,70.06,70.89,69.13
70.22,69.39,70.29,69.03
69.65,71.36,71.37,69.30
71.11,71.46,72.24,70.92
71.59,71.45,72.38,71.34
72.44,72.43,74.10,72.28
72.06,70.08,72.23,69.41
70.13,72.01,72.30,69.93
71.97,72.90,73.00,71.08
72.68,71.40,73.10,71.18
71.07,70.86,72.05,70.57
71.83,72.15,73.30,71.25
72.11,72.54,73.65,71.45
73.65,73.94,74.17,73.01
74.35,74.85,75.43,74.11
75.00,75.22,75.88,74.50
75.10,74.25,75.22,74.04
74.26,74.99,75.64,73.69
75.30,75.42,75.90,74.66
74.74,72.51,74.75,72.17
72.77,71.70,73.17,70.43
71.91,73.97,74.43,71.80
73.57,73.72,73.72,72.20
73.31,71.24,74.85,70.29
71.59,72.60,72.93,71.03
72.63,72.07,72.88,71.71
72.46,71.40,72.97,71.14
72.05,71.42,72.48,70.50
70.80,69.31,71.55,69.01
68.87,69.92,69.95,68.46
70.58,71.10,71.19,69.76
71.44,71.77,72.25,71.29
72.20,72.09,72.72,71.46
72.03,71.99,72.33,70.50
72.10,71.21,72.15,70.66
71.30,71.47,72.65,71.02
71.51,70.89,71.85,70.48
71.42,72.80,72.84,71.42
72.79,71.91,73.37,71.87
71.96,71.42,72.48,71.21
71.45,71.39,71.97,70.81
71.39,71.52,72.08,70.44
71.70,72.72,72.93,71.11
72.26,71.85,72.80,71.45
71.90,71.99,72.69,71.11
72.09,73.53,73.71,71.76
73.12,73.92,74.11,72.66
73.78,73.94,74.19,72.85
74.26,74.01,74.99,73.81
74.21,74.37,74.94,73.66
73.95,74.32,74.41,73.56
74.06,76.96,77.35,73.67
77.65,78.02,79.34,77.55
78.49,79.29,79.37,77.08
79.23,79.50,80.22,78.78
79.08,78.28,79.20,77.89
78.28,80.05,80.47,78.27
79.97,80.19,80.21,78.79
80.47,81.52,81.82,79.75
81.51,81.67,82.35,81.08
81.54,77.87,81.80,77.59
77.09,79.48,79.72,76.89
79.58,78.42,79.76,77.55
78.30,78.82,78.95,78.07
78.83,80.25,80.36,78.31
80.58,80.62,80.94,79.82
80.51,80.01,81.36,79.58
80.51,80.39,80.51,79.55
80.66,79.20,80.70,79.10
79.59,80.10,80.51,78.90
80.35,80.98,81.10,79.76
79.56,79.96,80.85,78.61
79.52,78.54,79.97,78.08
82.45,84.58,84.91,82.32
85.66,83.80,86.20,83.06
84.91,87.96,88.76,84.77
88.05,85.28,88.90,85.27
85.56,87.98,88.82,85.40
87.79,87.75,88.24,86.67
88.38,89.30,89.30,87.79
89.56,89.73,90.42,88.35
89.56,89.53,91.00,89.08
89.47,88.75,89.55,88.26
88.70,87.80,88.85,87.10
87.33,87.87,88.20,87.06
88.65,87.76,89.25,86.87
88.99,88.49,90.65,86.23
87.88,84.40,87.88,83.48
84.70,88.03,88.47,83.85
87.33,86.00,87.72,84.18
85.08,86.23,88.26,84.81
86.71,84.47,86.92,83.90
84.83,86.65,86.86,84.20
87.00,87.03,88.25,86.67
87.00,85.76,87.17,84.88
86.50,85.31,87.36,85.12
85.64,82.05,85.77,82.00
82.43,84.61,84.76,82.03
84.35,84.64,84.85,83.14
84.98,86.46,87.48,84.98
85.98,87.09,87.17,85.01
87.40,87.88,88.04,85.95
87.53,88.42,88.71,87.08
88.76,90.92,91.55,88.45
91.24,91.16,92.22,90.76
91.57,91.13,91.82,90.09
91.12,90.26,91.18,90.02
91.02,92.66,92.92,90.31
92.40,90.68,92.63,90.01
90.76,91.15,92.25,90.32
90.76,87.25,91.01,86.36
87.35,87.66,88.59,86.29
86.57,84.73,86.73,83.78
85.04,83.37,85.40,82.77
83.14,84.09,84.13,81.76
82.91,85.37,85.58,82.20
84.89,83.53,84.89,83.07
83.77,83.86,84.36,82.74
83.94,84.80,86.19,83.84
85.20,84.03,85.38,83.45
83.97,81.33,84.18,80.76
81.82,80.23,82.09,79.87
79.54,77.70,79.98,76.35
77.49,77.78,80.13,77.43
77.73,78.85,79.42,76.28
78.60,77.02,78.84,77.00
77.00,79.44,80.15,76.95
78.08,80.42,80.61,77.82
80.23,77.55,80.42,76.51
77.93,73.85,78.99,72.90
73.11,74.10,74.55,70.81
74.74,73.50,74.81,72.75
73.75,72.67,74.17,71.67
71.64,69.57,72.06,69.54
69.06,69.69,69.81,66.35
68.27,64.89,69.09,64.87
64.23,62.78,65.88,61.96
62.01,57.66,63.28,57.57
57.81,56.17,59.33,55.58
55.09,57.28,57.55,53.11
55.50,59.00,59.98,55.16
61.08,59.20,62.96,58.32
59.10,60.20,60.72,58.44
61.12,62.89,62.94,61.12
63.25,60.78,64.39,60.71
62.30,63.40,64.07,61.34
62.69,61.66,62.91,61.13
59.01,57.10,59.27,55.80
57.63,59.31,59.58,56.40
60.47,60.03,61.63,59.03
62.07,59.27,62.07,58.23
59.49,61.24,61.39,57.02
61.08,60.26,63.63,59.95
57.88,56.46,57.99,55.67
57.46,57.82,59.02,56.35
56.90,57.95,57.95,55.77
58.60,59.44,60.84,58.14
60.88,57.63,61.79,57.34
57.81,58.28,58.73,56.52
57.29,56.64,58.25,56.43
56.04,54.89,56.87,54.00
55.50,56.56,56.75,54.63
55.80,54.60,55.89,54.19
54.40,54.19,55.85,53.62
54.58,55.03,55.78,53.74
55.33,58.15,58.43,55.07
59.88,59.43,60.97,58.73
58.98,57.83,59.56,57.47
58.26,54.99,58.43,54.87
54.51,53.14,54.65,52.79
47.52,41.77,47.86,41.55
40.31,40.11,40.78,37.96
39.41,39.28,40.45,38.25
39.44,40.66,42.35,39.44
39.83,39.18,40.38,39.10
39.70,37.25,39.85,37.25
36.24,32.27,36.32,31.65
31.96,33.55,34.05,31.96
32.26,30.07,32.63,29.57
30.21,28.93,31.38,28.62
27.95,27.61,28.68,26.82
28.06,25.04,28.27,24.50
24.79,26.04,28.25,24.13
26.19,30.20,31.59,26.04
32.24,31.91,32.65,30.00
32.21,34.31,34.40,31.24
34.06,34.04,34.66,32.68
34.10,35.53,35.58,33.71
35.22,34.25,35.22,33.76
34.47,33.99,34.99,33.61
34.41,34.09,35.10,33.67
33.69,33.32,34.49,33.30
32.57,33.00,33.88,32.29
32.78,33.19,33.49,31.61
32.09,29.74,32.29,28.55
29.42,29.40,30.28,28.30
30.06,29.37,31.04,29.15
29.57,30.95,31.23,29.02
30.94,31.28,31.91,30.12
29.69,27.35,29.75,27.23
27.20,27.58,28.14,26.64
26.90,28.24,28.51,26.42
29.16,26.96,29.16,26.90
27.33,28.28,28.96,27.25
27.63,26.48,27.80,26.14
27.07,28.05,28.99,26.66
28.30,28.24,28.75,26.94
27.96,28.00,28.80,27.63
28.04,29.70,29.79,27.76
29.40,30.77,31.16,28.91
30.36,27.92,30.36,27.85
28.23,27.76,28.36,26.27
27.45,30.02,30.76,27.11
30.90,33.03,33.18,30.31
35.29,37.23,38.92,34.80
35.94,35.13,36.83,34.35
35.77,38.35,39.43,35.77
38.74,37.95,39.14,37.03
38.63,37.67,40.23,37.26
37.37,35.16,37.45,34.25
33.69,34.91,35.68,32.86
36.39,36.12,37.23,35.66
37.82,38.53,39.50,37.40
37.95,39.29,39.80,37.16
38.42,38.64,39.71,38.11
36.68,39.64,40.09,36.66
39.37,38.15,39.97,37.91
37.49,37.92,38.90,36.87
38.15,36.56,38.58,36.27
36.64,36.77,37.38,35.90
37.38,34.00,37.38,33.51
34.50,33.83,34.83,33.33
33.83,32.87,33.83,31.87
33.15,33.70,34.67,32.88
33.51,34.54,34.77,32.51
34.25,34.50,35.39,33.79
33.78,34.03,34.38,33.60
38.10,37.71,39.88,36.96
36.64,37.24,37.61,36.41
37.25,38.04,38.26,37.00
38.07,38.36,39.06,37.69
35.69,40.00,40.00,34.60
37.41,38.73,38.92,36.40
37.72,37.62,38.80,37.25
37.15,40.95,41.57,36.94
39.90,40.07,40.72,39.31
40.75,39.03,41.21,38.74
39.21,38.39,40.25,38.23
30.00,30.91,31.28,30.00
31.34,31.57,31.80,30.63
32.09,31.54,32.32,30.92
31.09,30.50,31.30,30.40
31.16,30.72,31.25,29.31
30.13,30.90,31.36,30.13
31.00,32.05,32.77,30.95
31.64,32.81,33.56,31.62
33.31,34.79,35.10,33.26
34.46,34.69,35.94,34.38
34.65,34.30,35.73,34.04
34.53,35.25,35.36,34.36
34.65,35.26,35.61,34.65
35.95,35.00,35.95,34.31
35.39,35.75,36.22,35.20
36.10,37.15,37.47,35.90
36.83,35.89,36.86,35.42
35.67,34.95,36.14,34.88
35.02,36.38,36.46,34.79
36.49,34.96,37.20,34.61
34.88,36.12,36.14,34.52
36.34,36.63,37.24,36.12
36.44,35.62,36.74,35.19
36.08,35.13,36.22,35.05
35.65,35.73,36.20,35.20
35.44,36.76,37.28,35.44
36.75,37.91,38.49,35.27
37.92,37.68,37.99,36.67
38.61,37.95,38.77,36.60
38.65,36.84,39.15,36.80
37.48,36.41,37.87,36.09
36.50,35.12,36.50,34.55
35.59,35.45,35.59,34.27
35.52,34.71,35.63,34.37
34.88,35.43,35.97,34.75
35.80,34.67,35.84,34.50
34.95,33.93,35.42,33.83
33.64,34.16,34.45,32.95
33.98,34.17,34.40,33.48
33.65,33.26,33.87,33.12
33.55,32.85,33.67,32.40
33.08,33.88,34.00,33.01
33.34,33.74,34.15,33.26
33.07,33.00,33.65,32.72
33.05,32.83,33.31,32.16
32.55,32.36,32.80,31.92
32.50,32.99,33.26,32.35
33.08,32.48,33.30,32.02
32.79,33.79,34.23,32.79
33.73,33.37,34.36,33.30
33.25,32.29,33.34,32.06
32.10,33.80,34.37,31.80
33.57,33.15,34.14,32.99
33.59,33.12,34.22,33.02
34.01,34.07,34.23,33.54
34.20,34.36,34.64,33.99
34.03,33.60,34.25,33.40
33.24,34.21,34.60,33.20
34.10,35.20,35.35,34.06
36.15,34.88,36.39,34.81
35.10,34.81,35.43,34.63
34.49,34.45,34.98,34.11
34.47,34.36,34.70,33.87
34.33,35.75,35.82,34.01
35.51,35.45,36.20,35.24
35.50,35.97,36.11,35.39
35.74,35.46,36.00,35.20
34.69,34.03,35.10,34.00
34.41,33.60,34.56,33.55
33.70,31.50,33.79,31.28
31.75,31.33,32.22,31.03
30.50,29.59,30.51,29.38
29.47,31.78,32.18,28.02
31.43,29.93,31.93,29.51
30.75,30.83,31.74,30.10
31.02,30.11,31.32,30.10
30.05,29.49,30.14,29.41
29.66,30.48,30.96,29.60
30.23,29.00,30.68,28.69
29.32,27.22,29.43,27.19
27.34,26.47,27.34,26.34
26.80,25.06,26.80,24.93
25.42,25.29,26.04,25.01
24.97,24.31,25.13,23.99
24.45,24.51,24.79,23.36
24.52,22.93,24.54,22.68
22.38,21.13,22.50,20.94
21.33,21.66,22.16,20.17
21.51,23.18,23.87,21.23
21.92,22.38,22.43,20.71
21.80,20.49,22.34,20.42
20.25,19.05,20.37,18.91
19.36,18.98,20.13,18.84
19.44,17.70,19.87,17.65
17.41,18.99,19.03,17.08
18.70,17.92,19.75,17.65
17.90,20.11,20.21,17.75
19.08,19.51,19.53,18.13
19.42,20.08,20.31,19.14
19.72,19.19,19.96,18.89
19.26,19.18,19.74,18.79
19.07,18.94,19.42,18.63
18.92,19.17,19.23,18.52
18.97,17.73,19.20,17.17
17.84,17.04,17.95,16.80
16.88,15.84,17.21,15.51
13.95,14.91,15.63,13.50
15.72,14.72,15.89,14.67
15.18,14.70,15.18,14.25
15.46,16.75,17.26,15.38
16.50,17.60,18.18,16.43
17.21,19.33,20.35,17.02
18.17,18.17,19.03,17.97
18.43,18.39,18.73,17.36
18.43,18.25,19.33,17.97
17.90,18.52,18.89,17.70
18.74,18.58,18.83,17.61
18.68,16.52,19.28,16.37
16.63,16.11,16.85,15.95
16.21,15.87,16.62,15.26
15.71,15.91,16.10,15.23
15.91,16.27,16.49,15.68
16.58,17.36,17.49,16.58
17.33,17.77,18.40,16.90
17.19,17.03,17.75,16.86
17.21,17.44,18.03,17.03
17.02,17.56,17.85,16.83
17.63,16.31,17.76,16.08
16.16,16.49,16.59,15.67
16.66,16.14,16.93,15.78
15.74,14.74,15.89,14.72
14.86,14.59,15.09,14.40
14.85,15.27,15.31,14.64
15.83,15.51,16.25,15.36
15.28,16.88,16.96,15.09
17.27,18.88,19.11,17.24
18.97,20.90,21.10,18.75
21.47,21.42,22.60,20.17
21.39,22.20,22.44,20.55
22.38,22.43,22.80,21.75
22.33,20.16,22.39,19.71
19.51,19.27,20.77,19.07
19.13,19.70,19.93,18.98
19.37,20.27,20.36,18.99
20.50,20.17,20.66,19.59
19.78,19.22,19.99,18.86
19.23,19.78,20.38,19.08
19.52,18.71,19.52,18.19
18.84,18.75,19.47,18.10
18.48,18.15,18.68,17.84
18.02,17.39,18.09,17.38
16.93,16.58,16.93,16.03
16.70,17.06,17.87,16.17
16.21,16.46,17.75,15.72
16.69,17.23,17.89,16.07
17.04,17.86,18.20,16.92
18.28,18.84,19.73,18.28
18.98,18.71,19.34,17.90
18.40,18.81,19.51,18.21
18.54,18.95,19.30,18.42
19.05,18.31,19.43,18.01
18.11,18.04,18.72,17.77
18.07,16.34,18.09,16.24
15.83,16.16,16.83,15.46
16.06,16.41,16.61,15.54
16.44,17.62,17.66,16.15
17.44,16.81,17.84,16.81
17.11,17.39,17.59,16.43
16.96,17.01,17.33,16.22
16.95,16.37,17.22,16.26
16.34,15.89,16.55,15.75
16.35,17.18,17.37,16.29
16.87,17.17,17.64,16.61
16.85,15.94,17.00,15.90
16.13,16.51,16.55,15.91
16.39,16.55,17.04,16.26
16.27,15.42,16.62,15.25
15.69,15.52,15.94,15.11
15.12,14.24,15.16,13.90
13.75,12.36,13.79,12.11
11.88,12.38,12.76,11.75
12.62,12.65,13.55,12.22
12.52,13.03,13.19,12.30
12.49,11.28,12.59,11.21
11.15,10.92,11.27,10.56
11.22,11.54,11.59,10.92
11.42,10.62,11.84,10.56
10.69,9.72,10.86,9.56
9.74,9.09,9.79,8.97
9.04,8.31,9.14,8.22
8.30,9.00,9.07,8.12
9.43,10.65,10.73,9.39
10.74,10.08,10.91,9.95
9.70,8.81,9.72,8.78
9.28,9.13,9.49,8.82
8.60,8.64,9.15,8.60
8.61,9.44,9.51,8.61
9.35,9.53,9.79,9.09
9.32,9.04,9.34,8.77
8.51,7.91,8.55,7.77
7.45,7.54,8.15,7.30
7.69,7.77,8.02,7.31
7.88,7.28,7.88,6.90
7.48,6.57,7.49,6.24
6.72,6.00,6.90,5.90
6.11,6.75,6.80,5.80
5.99,5.72,6.30,5.59
5.77,4.72,5.90,4.55
4.34,5.02,5.17,4.01
4.96,5.88,6.17,4.91
6.76,6.62,7.33,6.50
6.28,6.13,6.70,6.10
6.34,6.87,6.89,5.96
6.67,7.07,8.03,6.57
7.07,6.80,8.25,6.53
6.87,7.35,7.47,6.60
6.98,6.66,7.14,6.51
6.35,6.01,6.35,5.79
6.23,6.70,6.76,5.85
6.75,7.16,7.48,6.75
6.93,6.58,6.96,6.44
6.19,6.19,6.23,5.63
5.92,5.66,6.18,5.30
5.67,5.34,6.06,5.28
5.12,4.91,5.21,4.63
5.12,4.50,5.15,4.15
4.55,4.76,4.77,4.32
4.89,5.37,5.57,4.73
5.65,4.73,5.67,4.72
4.57,4.32,4.57,4.20
4.59,4.62,4.73,4.33
4.50,3.94,4.51,3.82
3.71,3.72,4.08,3.61
3.95,3.53,4.05,3.35
3.85,3.88,4.14,3.70
4.06,4.01,4.35,3.85
4.12,4.35,4.45,3.94
4.30,5.20,5.26,4.20
5.19,6.31,6.64,5.09
6.60,7.09,8.09,6.03
7.33,8.16,8.49,7.28
7.98,6.93,8.08,6.77
7.36,7.83,7.90,7.15
7.65,8.03,8.11,7.15
8.58,8.45,9.00,8.40
8.05,8.50,8.67,7.81
8.00,8.01,8.10,7.51
8.31,8.68,8.77,8.24
9.01,9.10,9.22,8.67
9.36,8.34,9.70,8.15
8.24,8.06,8.35,7.67
7.81,8.16,8.29,7.68
7.93,7.18,8.08,7.05
6.74,7.54,7.59,6.57
7.50,7.34,7.65,6.88
6.93,7.46,7.67,6.75
7.68,7.66,7.93,7.42
7.56,7.98,8.05,7.47
7.60,7.82,7.85,7.25
7.85,7.80,8.28,7.62
7.71,7.74,8.09,7.63
8.02,8.64,8.70,7.90
8.55,8.89,9.09,8.46
9.44,9.49,9.69,9.19
9.72,9.52,9.98,9.52
9.69,10.89,11.23,9.56
10.78,10.43,11.15,10.15
10.57,10.79,10.87,10.13
10.42,10.67,11.13,10.26
9.73,11.05,11.24,9.60
11.24,10.84,11.38,10.81
10.70,10.90,11.10,10.59
10.98,10.14,11.07,10.12
10.30,11.21,11.23,10.30
11.28,11.07,11.63,10.99
11.25,11.44,11.50,10.92
11.86,12.23,12.63,11.83
11.71,11.77,13.09,11.27
12.06,12.00,12.72,11.35
11.90,10.79,11.97,10.70
10.55,10.29,10.55,10.05
10.56,10.12,10.88,10.03
10.60,10.43,10.80,10.13
10.30,10.36,10.94,10.25
10.21,10.02,10.31,9.88
10.05,10.78,10.85,9.99
10.63,11.00,11.43,10.15
11.37,10.93,11.72,10.70
10.86,10.62,11.21,10.53
11.16,11.39,11.69,11.11
11.48,11.72,11.95,11.28
11.63,11.24,12.00,11.15
10.84,11.21,11.43,10.56
11.22,11.26,11.62,10.97
11.00,11.40,11.49,10.81
11.61,11.10,11.61,10.85
11.31,12.68,12.74,11.28
13.03,12.47,13.19,12.28
12.35,12.02,12.43,11.81
12.13,12.35,12.80,12.10
12.01,12.61,12.63,11.70
12.31,12.75,12.80,12.04
12.75,12.61,12.93,12.33
13.04,13.83,13.89,12.88
14.07,13.85,14.44,13.61
14.27,13.60,14.44,13.57
13.17,13.35,13.54,13.13
13.02,11.91,13.15,11.86
11.60,11.66,12.18,11.48
11.58,11.39,12.12,11.05
11.21,11.72,12.22,11.08
11.43,10.99,11.43,10.51
11.46,11.74,11.90,11.40
12.26,12.04,12.45,11.93
11.83,12.38,12.45,11.69
12.54,12.10,12.62,11.97
11.25,11.32,11.47,10.62
10.65,9.65,11.01,9.64
9.57,8.56,9.60,8.36
9.29,9.08,9.34,8.85
9.36,9.66,9.83,8.90
9.32,9.26,9.39,8.93
9.08,9.66,9.93,9.04
9.20,8.44,9.23,8.31
8.20,8.44,8.62,8.18
8.67,7.99,8.83,7.95
8.19,8.13,8.36,7.89
8.19,7.82,8.34,7.74
8.28,8.80,9.10,8.27
8.93,8.61,9.25,8.30
8.81,8.65,8.91,8.59
8.71,8.52,8.74,8.28
8.38,8.78,8.81,8.23
8.75,8.71,8.89,8.57
8.53,8.80,8.85,8.28
8.80,8.33,8.98,8.25
8.34,8.18,8.41,7.95
8.00,7.77,8.00,7.61
7.67,7.81,8.03,7.55
7.88,7.35,8.15,7.18
7.01,6.84,7.13,6.68
6.88,7.37,7.47,6.68
7.09,6.50,7.16,6.38
6.74,6.81,6.84,6.40
6.81,7.29,7.31,6.71
7.18,7.47,7.70,7.12
7.57,7.64,7.78,7.37
7.92,7.93,8.25,7.89
7.95,7.63,8.03,7.52
7.69,7.30,7.82,7.27
7.46,7.72,7.91,7.44
7.81,7.66,7.93,7.57
7.84,8.27,8.46,7.84
8.34,8.29,8.55,8.13
8.24,8.03,8.28,7.80
8.26,8.40,8.43,8.17
8.35,8.04,8.38,8.03
7.77,7.59,7.90,7.43
7.53,7.85,7.98,7.46
7.66,7.41,7.86,7.37
7.45,7.40,7.66,7.35
7.46,7.69,7.82,7.40
7.62,7.77,7.91,7.47
7.90,7.58,8.04,7.52
7.51,7.29,7.69,7.15
7.21,7.11,7.29,7.00
7.31,7.40,7.50,7.26
7.48,8.01,8.05,7.43
8.12,8.28,8.28,7.99
8.60,8.39,8.68,8.22
8.16,7.62,8.28,7.61
7.59,7.61,7.75,7.39
7.47,7.26,7.54,6.97
7.20,6.88,7.37,6.86
6.97,6.98,7.17,6.94
6.80,7.04,7.08,6.76
7.19,6.97,7.25,6.92
6.90,6.86,7.07,6.72
7.02,7.47,7.48,6.98
7.73,7.91,7.98,7.67
7.81,7.49,8.18,7.38
7.60,7.52,7.87,7.48
7.26,7.23,7.30,7.02
7.31,8.21,8.21,7.10
8.28,8.64,9.00,8.17
8.69,8.74,8.94,8.51
8.85,8.91,8.99,8.63
8.97,8.48,9.00,8.41
8.76,8.90,9.01,8.70
9.03,9.09,9.34,8.84
9.10,9.03,9.32,8.98
9.28,9.41,9.68,9.27
9.34,9.13,9.44,9.02
9.00,9.01,9.11,8.90
8.87,8.85,9.02,8.63
8.95,8.68,8.99,8.62
8.65,8.44,8.75,8.31
8.62,8.36,8.63,8.32
8.57,8.63,8.96,8.51
8.53,8.70,8.78,8.40
8.62,8.69,8.89,8.58
8.62,8.61,8.68,8.34
8.56,8.19,8.65,8.11
7.98,8.27,8.43,7.94
8.45,8.73,8.94,8.35
8.95,8.82,9.26,8.68
8.77,8.24,8.83,8.21
8.41,8.32,8.47,8.05
8.09,8.09,8.23,7.72
8.11,8.16,8.39,8.02
8.05,8.01,8.25,7.89
8.23,8.28,8.38,8.15
8.16,8.32,8.47,8.11
8.49,8.80,8.85,8.40
8.73,8.65,9.00,8.57
8.46,8.50,8.57,8.15
8.43,8.74,8.75,8.25
9.02,9.14,9.22,8.91
9.04,9.14,9.24,8.90
9.31,9.13,9.44,9.06
9.19,9.42,9.52,9.11
9.74,10.23,10.27,9.62
10.44,10.12,10.47,9.80
9.91,10.33,10.40,9.90
10.21,10.06,10.28,10.01
10.25,9.68,10.28,9.65
9.34,9.38,9.60,9.14
10.39,12.22,12.39,10.31
13.26,12.08,13.39,11.75
12.11,12.22,12.70,12.11
12.52,12.30,12.72,12.24
