SEV,Sevcon,NASDAQ
5.18,5.18,5.18,5.18
5.26,5.00,5.26,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.92,4.94,4.94,4.92
4.90,4.90,4.90,4.78
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
5.04,5.04,5.04,5.04
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
5.11,4.90,5.11,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.94,5.00,5.00,4.94
4.94,5.05,5.05,4.94
5.00,4.94,5.00,4.94
4.94,4.94,4.94,4.94
4.94,4.96,4.96,4.94
4.94,4.94,4.94,4.94
4.94,4.94,4.94,4.94
4.94,4.94,4.94,4.94
4.94,4.94,4.94,4.94
5.01,5.00,5.05,5.00
5.04,5.10,5.10,5.04
5.16,5.16,5.16,5.16
5.15,5.15,5.16,5.15
5.10,5.10,5.10,5.10
4.96,4.94,4.96,4.94
4.94,4.94,4.94,4.94
4.94,4.94,4.94,4.94
4.94,4.94,4.95,4.94
4.94,4.94,4.94,4.94
4.94,4.94,4.94,4.94
4.95,4.98,5.10,4.95
5.08,4.96,5.08,4.96
5.05,4.97,5.05,4.97
4.94,4.94,4.94,4.94
4.94,4.94,4.94,4.94
4.88,4.25,4.88,4.25
4.25,4.25,4.25,4.25
4.36,4.36,4.36,4.36
4.42,4.40,4.42,4.30
4.44,4.44,4.44,4.44
4.44,4.44,4.44,4.44
4.34,4.84,4.84,4.34
4.97,5.20,5.20,4.97
5.20,5.31,5.53,5.00
4.98,4.97,5.00,4.97
4.98,4.98,4.98,4.98
5.00,5.00,5.00,4.90
5.00,4.90,5.00,4.90
4.75,4.70,4.76,4.69
4.60,4.44,4.60,4.44
4.44,4.44,4.44,4.44
4.42,4.93,4.93,4.29
4.92,4.92,4.92,4.92
4.73,4.94,4.94,4.73
4.92,4.82,4.92,4.82
4.41,4.50,4.52,4.41
4.48,4.39,4.48,4.35
4.51,4.51,4.51,4.51
4.32,4.32,4.32,4.32
4.33,4.33,4.49,4.33
4.33,4.33,4.33,4.32
4.31,4.33,4.33,4.31
4.33,4.33,4.33,4.33
4.33,4.33,4.33,4.33
4.35,4.44,4.48,4.30
4.44,4.44,4.44,4.44
4.34,4.34,4.34,4.34
4.61,4.73,4.73,4.61
4.54,4.54,4.54,4.54
4.59,4.59,4.59,4.59
4.59,4.59,4.59,4.59
4.59,4.59,4.59,4.59
4.60,4.59,4.60,4.59
4.65,4.64,4.65,4.59
4.59,4.94,4.94,4.59
4.85,5.00,5.00,4.85
4.99,5.00,5.00,4.92
5.00,5.00,5.00,4.99
5.00,5.05,5.05,5.00
5.10,5.18,5.21,5.10
5.10,4.94,5.10,4.94
4.94,4.94,5.00,4.94
4.94,5.05,5.06,4.94
5.13,5.16,5.16,5.05
5.05,5.10,5.10,5.05
5.05,5.19,5.19,5.05
5.05,5.25,5.25,5.05
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.22,5.32,5.32,5.22
5.25,5.25,5.25,5.25
5.35,5.25,5.35,5.25
5.30,5.25,5.32,5.25
5.29,5.30,5.31,5.25
5.30,5.38,5.40,5.30
5.32,5.40,5.40,5.32
5.57,5.60,5.60,5.40
5.60,6.20,6.25,5.60
6.42,6.38,6.47,6.00
6.26,6.26,6.26,6.26
6.19,6.24,6.40,6.19
6.54,6.04,6.54,6.04
6.04,6.04,6.04,6.04
6.09,6.15,6.15,6.09
6.18,5.90,6.18,5.90
6.00,5.95,6.00,5.95
5.95,5.95,5.95,5.95
6.00,6.72,6.72,6.00
6.60,6.72,6.72,6.60
6.59,6.59,6.59,6.59
6.59,6.67,6.72,6.59
6.66,6.59,6.69,6.59
6.59,6.59,6.59,6.59
6.34,6.00,6.34,6.00
5.55,5.80,5.80,5.34
5.31,5.55,5.70,5.30
5.38,5.57,5.79,5.38
5.57,5.57,5.57,5.57
5.30,5.73,5.87,4.96
5.73,5.73,5.73,5.73
5.73,5.73,5.73,5.73
5.73,5.73,5.73,5.73
5.30,6.25,6.25,5.30
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.88,5.88,5.88,5.88
5.21,5.89,6.24,5.21
5.89,6.07,6.35,5.80
6.20,6.48,6.48,6.20
6.20,6.00,6.20,5.90
6.19,6.19,6.19,6.19
6.00,5.87,6.29,5.87
6.35,5.96,6.35,5.96
6.05,6.11,6.31,5.97
6.00,6.00,6.00,6.00
6.00,6.20,6.35,6.00
6.20,6.20,6.35,6.02
6.20,5.80,6.20,5.70
6.35,6.27,6.35,6.27
6.20,6.17,6.20,5.96
6.25,6.25,6.25,6.25
6.01,6.18,6.24,6.00
6.35,6.63,6.69,6.35
6.63,6.63,6.63,6.63
6.63,6.63,6.63,6.63
6.64,6.72,6.72,6.34
6.70,6.65,6.70,6.65
6.77,6.77,6.77,6.77
7.00,7.00,7.00,7.00
7.17,7.18,7.18,7.00
7.25,7.34,7.34,7.25
7.35,7.74,7.74,7.35
7.76,7.89,7.89,7.71
7.90,7.85,7.90,7.82
7.98,8.17,8.20,7.98
8.07,8.23,8.23,8.02
8.38,8.93,9.00,8.38
9.00,8.82,9.20,8.53
8.99,9.10,9.12,8.94
9.12,9.05,9.12,9.00
9.00,9.18,9.32,9.00
9.24,9.35,9.35,9.00
9.19,9.26,9.30,9.03
9.27,9.15,9.27,9.00
9.02,9.00,9.05,9.00
9.00,9.00,9.00,8.50
9.00,7.65,9.01,6.82
7.67,7.46,7.67,7.33
7.40,7.48,7.50,7.33
7.44,7.44,7.46,7.33
7.48,7.30,7.49,7.17
7.42,7.41,7.42,7.40
7.46,7.46,7.47,7.46
7.48,7.48,7.48,7.48
7.22,7.10,7.30,7.10
7.06,7.32,7.32,7.06
7.30,6.97,7.30,6.97
7.22,7.35,7.35,7.12
7.37,7.56,7.57,7.27
7.56,7.56,7.56,7.56
7.56,7.56,7.56,7.56
7.33,7.56,7.56,7.33
7.33,7.10,7.43,7.10
7.14,7.15,7.17,7.14
7.15,7.15,7.15,7.15
7.08,6.80,7.09,6.55
6.80,6.64,6.80,6.64
6.60,6.73,6.74,6.60
6.99,6.56,6.99,6.56
6.60,6.80,6.80,6.60
6.69,6.69,6.69,6.69
6.98,6.82,6.98,6.60
6.83,6.70,6.83,6.65
6.74,6.71,6.80,6.60
6.60,6.61,6.62,6.60
6.69,6.69,6.69,6.69
6.65,6.60,6.65,6.60
6.26,6.44,6.44,6.25
6.44,6.44,6.44,6.44
6.38,6.33,6.38,6.33
6.29,6.15,6.29,6.15
6.15,6.34,6.34,6.15
6.20,6.01,6.20,5.96
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
5.53,5.92,5.98,5.51
5.92,5.92,5.92,5.92
5.75,5.91,5.92,5.75
5.58,5.88,6.43,5.58
4.87,5.69,5.75,4.87
5.72,5.74,5.75,5.72
5.74,5.74,5.74,5.74
5.75,5.75,5.75,5.75
5.15,5.70,5.70,5.11
5.70,5.70,5.70,5.70
5.67,5.75,5.75,5.67
5.75,5.75,5.75,5.75
5.75,5.76,5.76,5.75
5.75,5.76,5.76,5.23
5.76,5.76,5.76,5.76
5.76,5.78,5.78,5.76
5.78,5.78,5.78,5.78
5.90,5.86,5.90,5.86
5.86,5.86,5.86,5.86
5.86,5.86,5.86,5.86
5.90,6.40,6.71,5.90
6.56,6.75,7.00,6.56
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.37,7.14,7.47,5.92
6.75,7.04,7.09,6.75
6.95,6.82,6.95,6.82
6.85,6.85,6.85,6.85
6.99,7.03,7.03,6.36
6.66,6.86,6.97,6.66
6.77,6.75,6.77,6.75
6.75,6.75,6.75,6.75
6.65,6.65,6.65,6.65
6.65,6.30,7.00,6.30
6.79,6.60,6.79,6.60
7.03,6.77,7.03,6.77
6.77,6.77,6.77,6.77
7.03,6.97,7.03,6.80
6.65,6.65,6.66,6.65
6.65,6.65,6.65,6.65
6.65,6.75,6.75,6.65
6.74,6.81,6.81,6.73
6.81,6.81,6.81,6.81
6.81,6.81,6.81,6.81
6.69,6.69,6.69,6.69
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,6.51,7.00,6.51
6.56,6.86,7.00,6.56
6.50,6.50,6.50,6.50
7.00,7.15,7.15,6.95
7.15,7.15,7.15,7.15
7.15,7.15,7.15,7.15
7.15,7.15,7.15,7.15
5.76,7.14,7.15,5.76
5.87,6.26,7.10,4.89
5.84,5.76,6.29,5.34
5.82,5.87,5.87,5.77
6.05,6.05,6.05,6.05
5.98,6.45,6.46,5.98
6.56,6.56,6.56,6.56
6.56,6.49,6.56,6.49
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.55,6.50
7.00,6.68,7.00,6.68
6.46,6.44,6.48,6.44
6.70,6.70,6.70,6.45
6.70,6.72,6.72,6.67
6.75,6.70,6.76,6.70
6.49,6.55,6.74,6.49
6.96,6.79,6.96,6.77
6.94,7.01,7.01,6.94
6.86,6.86,6.86,6.86
6.82,6.77,6.82,6.77
6.77,6.77,6.77,6.77
6.95,7.00,7.00,6.56
6.66,6.71,6.71,6.66
6.82,6.99,7.00,6.80
6.99,6.99,6.99,6.99
6.99,6.99,6.99,6.99
6.99,6.99,6.99,6.99
7.28,7.26,7.30,7.25
7.08,7.08,7.08,7.08
7.03,7.03,7.03,7.03
7.00,7.23,7.23,7.00
7.64,7.63,7.64,7.60
7.01,7.27,7.28,7.01
7.27,7.27,7.27,7.27
7.27,7.27,7.27,7.27
7.27,7.27,7.27,7.27
7.07,7.00,7.07,7.00
7.01,7.00,7.01,6.80
6.35,6.20,6.50,6.15
6.49,6.49,6.49,6.49
6.46,6.50,6.50,4.69
5.01,5.01,5.01,5.01
7.24,6.60,7.24,6.06
6.69,6.40,6.94,6.40
6.39,6.43,6.43,6.39
6.43,6.43,6.43,6.43
6.34,6.34,6.34,6.34
6.11,6.09,6.23,6.09
6.26,6.52,6.73,6.03
6.52,6.52,6.52,6.52
6.44,6.30,6.44,6.27
6.50,6.50,6.50,6.50
6.48,6.18,6.50,6.03
6.23,6.20,6.23,6.20
6.69,6.75,6.76,6.69
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
6.03,6.03,6.03,6.03
5.97,5.97,5.97,5.97
6.00,6.00,6.00,5.97
5.97,6.09,6.10,5.97
6.12,6.01,6.12,6.01
6.06,6.27,6.48,6.06
6.27,6.27,6.27,6.27
6.15,5.98,6.15,5.97
6.00,5.99,6.00,5.97
6.00,5.97,6.00,5.97
5.99,5.99,5.99,5.99
5.99,5.99,5.99,5.99
6.33,6.33,6.33,6.33
6.33,6.33,6.33,6.33
5.98,5.97,5.98,5.97
5.97,5.97,6.02,5.97
5.97,6.09,6.09,5.97
6.09,6.09,6.09,6.09
5.97,5.99,5.99,5.97
5.99,5.99,5.99,5.99
5.99,5.97,5.99,5.97
6.02,6.05,6.05,5.97
6.05,6.05,6.05,6.05
6.05,6.05,6.05,6.05
5.97,5.97,6.00,5.97
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
5.97,5.97,5.97,5.97
5.97,6.06,6.06,5.97
6.02,5.99,6.02,5.99
6.16,5.98,6.16,5.80
5.97,5.98,5.98,5.97
6.20,6.15,6.20,6.15
6.19,6.15,6.19,6.15
6.15,6.15,6.15,6.15
6.17,6.15,6.17,6.15
6.15,6.15,6.15,6.15
6.15,6.15,6.15,6.15
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.00,6.00
6.01,6.00,6.01,6.00
6.00,5.20,6.00,5.18
5.03,5.05,5.14,5.00
5.05,5.05,5.05,5.05
3.65,4.15,4.15,3.65
4.45,4.45,5.84,4.45
4.45,4.45,4.45,4.45
5.03,4.75,5.03,4.75
5.70,5.70,5.70,5.70
5.76,5.75,5.76,5.75
4.61,5.75,5.78,4.61
5.83,5.95,5.95,5.44
5.91,5.91,5.91,5.91
4.86,5.36,5.53,4.86
5.45,6.00,6.25,5.15
5.50,4.65,5.64,4.63
4.97,5.31,5.33,4.75
5.30,5.47,5.64,5.30
5.32,5.15,5.53,5.03
5.02,4.62,5.03,4.62
4.67,5.05,5.05,4.61
5.34,4.88,5.34,4.60
4.67,4.85,4.85,4.60
4.83,4.62,4.85,4.62
4.67,4.61,4.85,4.61
4.65,4.65,4.65,4.51
4.53,4.68,4.68,4.53
4.70,4.67,4.75,4.67
4.60,4.68,4.68,4.60
4.78,5.05,5.05,4.75
5.33,5.25,5.45,5.25
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.59,5.58,5.59,5.58
5.53,5.52,5.53,5.52
5.10,5.15,5.15,5.10
5.14,5.40,5.40,5.14
5.38,5.40,5.40,5.38
5.30,5.40,5.40,5.30
5.00,5.25,5.25,5.00
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.27,5.25,5.27,5.25
5.52,6.16,6.25,5.52
6.00,6.04,6.04,6.00
6.40,6.40,6.40,6.40
6.40,5.99,6.40,5.85
6.00,6.00,6.00,6.00
6.08,6.08,6.09,6.08
6.31,6.35,6.40,6.21
6.36,6.27,6.36,6.27
6.14,6.10,6.14,6.00
6.05,6.05,6.05,6.05
6.00,6.00,6.02,6.00
6.00,6.00,6.00,6.00
6.00,6.00,6.10,6.00
6.00,6.00,6.00,6.00
6.03,5.95,6.03,5.95
5.94,5.86,5.94,5.86
5.86,5.86,5.86,5.86
5.86,5.86,5.86,5.86
5.64,5.48,5.64,5.36
5.60,5.89,5.89,5.60
6.07,6.09,6.09,6.03
6.12,6.18,6.18,6.12
6.20,6.00,6.20,5.95
6.44,6.09,6.44,6.01
6.05,6.01,6.05,6.01
5.61,6.00,6.00,5.61
5.81,5.70,5.84,5.69
5.66,5.83,5.83,5.51
5.83,5.83,5.83,5.83
5.88,5.77,5.88,5.77
5.76,5.72,5.98,5.66
5.71,5.70,5.71,5.70
5.85,6.00,6.01,5.84
5.98,6.09,6.11,5.98
6.07,6.29,6.29,6.07
6.45,6.45,6.45,6.14
6.00,5.93,6.00,5.93
6.36,6.25,6.36,5.86
6.25,6.25,6.25,6.25
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.41,6.41,6.41,6.41
6.50,6.45,6.52,6.15
6.51,6.51,6.59,6.51
6.27,6.58,6.58,6.21
6.57,6.51,6.64,6.51
6.66,6.75,6.75,6.66
6.72,6.80,6.80,6.72
6.80,6.80,6.80,6.80
6.71,6.50,6.71,6.50
6.50,6.50,6.50,6.50
6.47,6.53,6.53,6.08
6.53,6.53,6.53,6.53
6.67,6.67,6.67,6.67
6.67,6.67,6.67,6.67
6.56,6.56,6.56,6.56
6.93,6.70,6.93,6.70
6.70,6.70,6.70,6.70
6.70,6.70,6.70,6.70
6.94,6.94,6.94,6.94
6.94,6.94,6.94,6.94
6.93,6.93,6.93,6.93
6.94,6.94,6.94,6.93
6.94,6.94,6.94,6.94
7.20,7.20,7.20,7.20
7.07,7.00,7.07,7.00
7.08,7.08,7.08,7.08
7.24,7.07,7.71,7.03
7.25,7.35,7.48,7.24
7.33,7.35,7.35,7.33
7.41,7.25,7.41,7.25
7.97,7.23,7.99,7.07
7.28,7.36,7.36,7.25
7.31,7.36,7.36,7.31
7.32,7.32,7.32,7.32
7.35,7.35,7.35,7.35
7.35,7.54,7.57,7.35
7.37,7.50,7.58,7.15
7.55,7.50,7.55,7.50
7.48,7.50,7.50,7.48
7.44,7.35,7.44,7.35
7.39,7.50,7.50,7.39
7.34,7.34,7.34,7.34
7.34,7.34,7.34,7.34
7.25,7.41,7.50,7.25
7.44,7.44,7.44,7.44
7.45,7.71,7.71,7.45
7.48,7.35,7.48,7.33
7.26,7.89,7.93,6.18
6.72,6.99,7.15,6.72
6.78,6.78,6.78,6.70
6.66,6.77,6.77,6.66
6.78,6.64,6.78,6.64
6.64,6.64,6.64,6.64
6.64,6.64,6.64,6.64
6.71,6.71,6.71,6.71
6.95,6.95,6.95,6.95
6.60,6.85,6.86,6.60
6.62,6.60,6.62,6.60
6.60,6.60,6.60,6.60
6.34,6.25,6.53,6.21
6.20,6.25,6.25,6.16
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.20,6.20,6.20,6.20
6.13,6.20,6.21,6.13
6.20,6.20,6.23,6.00
6.27,6.48,6.48,6.27
6.48,6.48,6.48,6.48
6.00,6.48,6.48,5.79
6.48,6.48,6.48,6.48
6.39,6.37,6.39,6.23
6.33,6.20,6.33,5.72
6.40,6.40,6.40,6.40
6.35,6.35,6.35,6.35
6.35,6.35,6.35,6.35
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.40,6.40,6.40,6.40
6.98,6.98,6.98,6.98
6.98,6.98,6.98,6.98
6.50,6.50,6.50,6.50
6.51,7.00,7.00,6.50
6.45,6.45,6.45,6.45
5.35,6.73,6.73,5.35
6.22,6.22,6.26,6.22
6.23,6.23,6.23,6.23
6.32,6.22,6.32,6.22
6.22,6.22,6.22,6.22
6.22,6.22,6.22,6.22
6.22,6.22,6.22,6.22
6.16,6.16,6.16,6.16
6.16,6.16,6.16,6.16
5.80,5.47,5.80,5.46
5.49,5.49,5.51,5.45
5.49,5.07,5.49,5.03
5.10,5.03,5.11,5.03
5.00,5.00,5.12,4.97
4.55,4.55,4.55,4.55
4.55,4.55,4.55,4.55
5.00,5.00,5.25,5.00
4.98,4.98,4.98,4.98
5.25,5.25,5.26,5.23
5.24,5.18,5.40,5.18
5.13,5.25,5.25,5.13
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.18,6.00,6.00,5.18
6.00,5.78,6.00,5.78
5.78,5.78,5.78,5.78
5.78,5.78,5.78,5.78
6.14,5.75,6.14,5.75
5.81,5.80,5.81,5.80
5.53,5.48,5.53,5.48
5.48,5.48,5.48,5.48
5.35,5.13,5.35,5.13
5.13,5.13,5.13,5.13
5.13,5.13,5.13,5.13
5.25,5.01,5.25,5.01
5.01,5.01,5.01,5.01
5.15,5.00,5.15,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.24,5.24,5.24,5.24
5.20,5.20,5.22,5.20
5.20,5.20,5.20,5.20
5.20,5.20,5.20,5.20
5.20,4.96,5.20,4.96
4.95,4.93,4.95,4.93
4.93,4.93,4.93,4.93
4.92,4.92,4.92,4.92
5.08,4.75,5.08,4.60
4.78,4.50,5.61,4.50
4.55,4.55,4.55,4.55
4.62,4.68,4.68,4.62
4.72,4.73,4.73,4.72
4.82,4.72,4.84,4.68
4.85,5.15,5.19,4.85
5.06,5.06,5.06,5.06
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.69,4.50,4.70,4.50
4.50,4.50,4.52,4.50
4.50,4.50,4.50,4.50
4.52,4.50,4.52,4.50
4.51,4.40,4.95,4.40
4.74,4.45,4.74,4.37
4.23,4.15,4.25,4.15
4.14,4.08,4.14,4.00
4.21,4.50,4.50,4.21
4.45,4.45,4.50,4.44
4.45,4.45,4.45,4.45
4.51,4.40,4.51,4.40
4.32,4.30,4.33,4.27
4.19,4.29,4.29,4.19
4.15,4.15,4.15,4.15
4.05,3.85,4.05,3.85
3.85,3.85,3.85,3.85
3.58,3.60,3.64,3.55
3.60,3.60,3.60,3.60
4.07,4.07,4.11,4.07
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.63,3.63,3.63,3.63
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
4.00,4.00,4.08,4.00
3.91,3.91,3.91,3.91
4.00,4.00,4.15,3.91
4.15,4.15,4.15,4.15
4.00,3.98,4.00,3.98
3.80,3.80,3.87,3.62
3.69,3.79,3.80,3.69
3.80,3.80,3.80,3.80
3.92,4.00,4.00,3.41
3.96,3.70,3.96,3.60
3.65,3.69,4.00,3.63
3.75,3.58,3.75,3.40
3.43,3.44,3.44,3.40
3.70,3.48,3.70,3.25
3.88,3.56,3.88,3.40
3.53,3.53,3.53,3.53
3.65,3.65,3.65,3.65
3.70,3.57,3.78,3.51
3.46,3.63,3.63,3.46
3.63,3.63,3.63,3.63
3.49,3.60,3.63,3.49
3.47,3.50,3.50,3.35
3.78,3.55,3.78,3.45
3.70,3.69,3.70,3.45
3.53,3.55,3.55,3.53
3.60,3.60,3.60,3.60
3.60,3.70,3.70,3.55
3.70,3.70,3.80,3.69
3.80,4.00,4.15,3.80
4.13,3.95,4.15,3.95
3.95,3.95,3.95,3.95
4.13,4.13,4.13,4.13
4.19,4.40,4.40,4.19
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.40,4.40,4.40,4.40
4.65,4.65,4.65,3.53
4.20,4.06,4.20,4.06
4.13,4.13,4.13,4.13
4.09,4.06,4.09,4.06
4.26,4.25,4.26,4.25
4.26,4.26,4.26,4.26
4.25,3.91,4.25,3.40
3.96,3.92,3.97,3.60
3.63,3.97,3.97,3.63
3.97,3.69,3.97,3.68
3.94,3.72,3.94,3.72
3.70,3.70,3.70,3.70
3.59,3.59,3.59,3.59
3.59,3.59,3.59,3.59
3.93,3.81,3.94,3.77
3.79,3.79,3.79,3.79
3.79,3.79,3.79,3.79
3.81,3.94,3.94,3.81
3.94,3.94,3.94,3.94
3.81,3.79,4.20,3.75
3.79,3.83,3.83,3.79
3.80,3.76,3.80,3.74
3.69,3.69,3.69,3.69
3.69,3.64,3.79,3.58
3.64,3.64,3.64,3.64
3.60,3.60,3.60,3.60
3.60,3.60,3.60,3.60
4.25,3.69,4.25,3.69
3.70,3.75,3.75,3.70
4.28,3.71,4.28,3.57
3.57,3.50,3.60,3.50
3.50,3.50,3.50,3.50
3.62,3.50,3.75,3.40
3.50,3.50,3.50,3.50
3.55,3.75,3.75,3.55
3.75,3.62,3.75,3.62
3.55,3.88,3.88,3.55
3.88,3.88,3.88,3.88
3.58,3.71,3.79,3.58
3.80,3.75,3.80,3.72
3.55,3.57,3.57,3.55
3.69,3.73,3.75,3.56
3.75,3.71,3.76,3.71
3.71,3.71,3.71,3.71
3.61,3.57,3.61,3.57
3.70,3.59,3.70,3.55
3.73,3.73,3.73,3.73
3.67,3.73,3.73,3.67
3.65,3.50,3.65,3.49
3.51,3.51,3.51,3.51
3.51,3.51,3.51,3.51
3.55,3.50,3.60,3.50
3.61,3.61,3.61,3.61
3.61,3.61,3.61,3.61
3.61,3.62,3.70,3.61
3.62,3.62,3.62,3.62
3.70,3.71,3.71,3.69
3.71,3.71,3.71,3.71
3.68,3.61,3.68,3.61
3.61,3.61,3.61,3.61
3.73,3.73,3.73,3.73
3.73,3.73,3.73,3.73
3.73,3.73,3.73,3.73
3.72,3.75,3.76,3.71
4.18,3.83,4.18,3.83
3.65,3.67,3.67,3.61
3.61,3.61,3.61,3.61
3.75,3.74,3.75,3.74
4.11,3.99,4.11,3.98
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
3.99,3.99,3.99,3.99
4.20,3.75,4.20,3.75
4.20,4.19,4.20,4.00
4.20,4.20,4.20,4.13
4.20,4.20,4.20,4.20
4.19,4.19,4.19,4.19
4.20,4.20,4.20,4.20
4.20,4.45,4.45,4.20
4.54,4.60,4.60,4.54
4.91,5.00,5.00,4.91
5.00,4.99,5.00,4.24
4.78,4.32,4.78,4.15
4.35,4.54,4.90,4.35
4.52,4.51,4.65,4.51
4.22,4.32,4.32,4.22
4.51,4.49,4.51,4.49
4.20,4.64,4.99,4.20
4.64,4.64,4.64,4.64
4.59,4.59,4.59,4.59
4.59,4.59,4.59,4.59
4.59,4.59,4.59,4.59
4.56,4.55,4.84,4.55
4.58,4.58,4.58,4.58
4.58,4.58,4.58,4.58
4.58,4.50,4.58,4.50
4.65,4.85,4.85,4.65
4.85,5.15,5.83,4.85
5.30,5.00,5.39,4.40
4.88,4.65,4.90,4.65
4.47,4.26,4.49,4.26
4.50,4.70,4.72,4.26
4.63,4.80,4.90,4.50
4.85,4.50,4.90,4.50
4.48,4.48,4.48,4.48
