RS,Reliance Steel & Aluminum Co. Common Stock (DE),NASDAQ
66.60,66.18,66.87,65.81
65.03,64.99,65.99,64.17
65.37,64.59,65.46,64.43
63.61,62.25,63.76,61.93
63.08,63.74,64.08,62.20
64.28,64.37,64.73,63.69
65.01,65.66,66.27,64.94
65.40,65.56,65.78,64.67
65.94,66.31,67.14,65.94
66.16,66.43,66.98,65.33
65.66,66.00,66.27,65.53
66.71,66.13,66.76,65.40
66.94,66.12,66.94,65.98
66.84,67.14,67.40,66.25
67.15,66.23,67.23,65.81
67.34,67.30,67.81,66.86
67.40,66.89,67.75,66.28
67.00,68.31,68.44,66.62
68.67,67.85,68.86,67.13
68.02,68.72,68.88,67.81
68.82,69.06,69.52,68.82
69.00,68.95,69.23,68.40
69.13,69.40,69.77,68.98
69.56,69.58,70.01,68.70
69.59,68.79,69.59,68.32
68.44,70.08,70.32,68.11
69.69,69.80,70.13,68.72
69.65,69.35,69.71,68.85
69.72,69.86,70.11,68.73
69.91,70.20,71.75,69.91
70.96,70.74,71.75,70.71
70.56,71.03,71.23,69.87
70.80,70.78,70.97,70.28
70.61,69.78,70.61,69.38
69.45,68.33,69.45,68.04
69.03,69.15,69.66,68.85
69.26,70.15,70.61,69.26
69.90,71.36,71.60,69.61
71.54,71.01,71.54,70.05
70.62,70.67,71.75,70.25
69.56,69.39,70.14,68.97
69.40,69.90,70.12,68.82
69.99,68.69,69.99,68.54
68.69,69.39,69.81,68.30
69.24,68.24,69.60,68.24
68.57,69.54,70.19,68.34
69.55,69.58,69.94,69.08
69.59,69.90,70.50,69.53
69.01,67.90,69.10,67.83
67.97,68.52,68.70,67.51
68.31,67.90,68.84,67.79
67.95,66.69,68.00,66.56
67.94,66.20,68.41,65.50
66.32,67.37,67.44,65.98
67.37,68.72,68.78,67.17
68.95,69.11,69.40,68.09
69.20,70.48,70.59,69.09
71.02,71.87,72.06,70.91
71.64,72.09,72.43,70.90
71.88,71.07,71.88,70.91
70.98,71.29,71.40,70.61
72.43,71.40,72.43,71.12
71.33,73.50,73.85,71.28
73.32,74.33,74.54,72.58
74.64,75.53,75.83,74.47
75.37,74.98,75.79,74.90
74.83,74.32,75.58,74.32
74.44,74.15,74.75,73.69
73.39,72.73,73.63,72.62
72.94,73.57,73.66,72.84
72.93,73.21,73.36,72.28
71.99,73.27,73.69,71.86
73.20,73.95,74.37,73.20
73.54,73.76,73.81,73.00
73.36,71.94,73.94,71.73
72.16,72.66,73.00,71.56
71.91,72.37,72.94,71.66
72.41,71.81,72.87,71.63
72.25,71.05,72.25,70.79
71.95,73.05,73.26,71.36
72.82,73.01,73.50,72.51
72.35,72.97,73.41,72.26
72.99,73.50,74.06,72.71
74.08,73.98,74.15,73.39
73.64,74.90,75.18,73.63
75.00,75.82,75.87,74.79
76.22,75.48,76.33,74.96
75.57,74.95,76.18,74.61
74.29,75.01,75.43,73.64
75.06,74.27,76.78,74.20
74.06,73.15,74.49,72.27
73.04,73.55,73.60,72.79
73.61,74.30,74.77,73.59
74.30,73.53,74.52,73.04
73.37,73.29,74.15,73.21
73.55,74.40,74.64,73.16
74.14,74.52,75.10,73.95
74.25,74.25,74.91,73.25
74.73,74.55,74.93,74.07
74.96,73.29,75.29,73.25
73.44,75.28,75.36,73.27
75.35,75.42,75.44,74.90
74.99,74.52,75.17,73.83
73.81,74.72,74.73,73.35
74.94,74.48,74.99,73.89
74.64,75.06,75.28,74.40
75.40,75.04,75.65,74.75
74.80,74.55,75.47,74.13
75.00,73.97,75.15,73.71
74.43,74.54,74.90,73.65
74.64,74.46,74.69,73.79
74.46,74.30,74.82,74.12
74.20,73.90,74.21,73.81
74.08,73.40,74.29,73.10
73.68,73.53,74.06,73.31
73.52,73.34,74.67,73.01
73.02,72.93,73.79,72.49
72.92,73.42,74.13,72.81
73.23,73.96,74.04,72.79
74.85,74.71,74.99,74.24
74.71,74.58,74.98,74.26
74.51,73.35,74.89,73.14
73.51,72.09,73.70,71.97
72.17,71.80,72.33,71.32
71.87,72.34,72.44,71.75
72.48,71.95,73.06,71.51
71.95,72.49,72.71,71.76
72.67,73.54,73.57,71.92
73.55,73.84,74.79,73.55
74.11,73.17,74.11,72.88
73.74,74.20,74.23,73.27
74.36,75.05,75.26,73.97
75.38,74.93,75.71,74.85
74.90,75.66,75.75,74.29
75.66,75.36,75.99,74.90
75.39,75.84,75.91,75.39
75.84,75.25,76.03,74.58
75.25,75.49,75.60,74.83
75.64,74.62,75.90,74.08
74.92,75.03,75.63,74.79
75.03,75.55,75.78,74.72
75.88,75.52,75.88,74.66
75.82,76.12,76.27,75.07
76.11,75.49,76.77,75.36
75.60,75.35,76.06,75.21
75.38,75.46,76.41,75.30
75.69,76.11,76.34,75.40
76.23,76.08,76.34,75.73
76.12,75.64,76.12,75.21
75.70,75.54,75.72,75.24
75.40,74.48,75.40,74.35
73.76,70.40,73.76,70.34
70.65,68.93,70.65,68.42
69.41,69.70,69.73,68.50
69.21,69.26,70.27,68.65
69.76,70.55,70.69,68.84
69.36,69.95,70.74,69.32
69.53,66.72,70.11,66.41
66.89,67.72,68.43,66.28
67.53,67.59,67.94,67.27
67.90,68.61,69.62,67.79
69.09,69.63,69.76,68.77
69.22,69.14,69.37,68.42
72.57,72.08,72.64,70.77
72.12,72.61,72.74,71.77
71.91,72.86,73.03,71.56
72.87,73.80,73.87,72.85
74.13,74.10,74.56,73.66
73.73,72.38,73.93,72.20
72.38,70.61,72.50,70.07
70.32,70.14,70.82,69.10
70.03,68.89,70.60,68.80
68.85,68.52,68.94,67.22
68.78,68.91,70.16,68.42
68.90,69.57,69.71,68.80
69.48,69.28,70.22,68.87
68.46,68.53,68.97,67.84
69.00,69.67,69.93,68.86
69.65,69.92,70.09,69.36
70.21,70.40,70.66,69.78
70.45,70.82,70.97,69.56
70.59,69.95,70.59,69.19
70.19,69.59,70.80,69.44
69.17,68.92,70.26,68.83
69.10,68.84,69.39,68.06
69.04,69.31,69.55,68.74
69.54,69.41,70.56,68.82
69.50,70.64,70.78,69.26
70.48,70.54,71.03,69.99
70.15,70.11,70.78,69.89
70.19,70.81,71.65,70.11
71.20,71.15,71.78,70.36
71.63,71.18,72.47,70.98
71.55,69.56,71.81,69.55
69.49,69.41,70.03,69.23
70.02,69.75,70.72,69.63
70.01,70.66,71.23,69.80
70.76,71.28,71.30,70.33
71.23,71.65,71.86,70.99
71.65,71.86,72.42,71.65
72.56,71.70,73.10,71.51
71.67,70.37,71.85,69.83
70.30,70.49,71.17,70.13
70.83,70.85,71.15,70.64
70.74,69.58,71.10,69.41
69.28,69.03,69.50,68.37
69.41,69.79,70.21,69.26
69.72,69.23,69.72,67.88
69.58,70.00,70.48,69.58
69.82,70.27,71.04,69.67
70.34,71.40,71.54,70.08
71.61,72.02,72.28,71.25
72.00,72.05,72.39,71.55
70.83,70.95,71.50,69.56
70.90,70.00,71.04,69.53
70.16,70.06,70.40,69.47
70.39,70.74,70.89,70.21
70.75,70.82,70.96,70.47
71.17,71.20,71.47,70.81
71.27,72.15,72.49,71.25
71.68,71.10,71.80,70.85
70.99,71.21,71.48,70.77
71.25,71.80,71.83,71.11
71.83,71.12,72.56,70.92
70.96,71.47,71.49,70.64
71.97,73.43,73.46,71.68
73.50,73.09,74.04,72.83
73.09,73.08,73.37,72.89
72.83,72.29,72.97,71.26
71.97,71.99,72.10,71.00
71.87,72.38,72.51,71.36
72.01,70.64,72.09,70.44
71.07,70.99,71.32,70.31
71.20,71.80,72.00,70.90
71.82,72.33,72.51,71.60
72.51,73.02,73.20,72.41
72.51,72.34,73.15,72.30
72.68,73.04,73.07,72.14
72.61,71.95,72.70,71.85
72.02,71.98,72.15,71.52
71.61,71.52,71.69,71.21
71.24,71.78,71.96,70.99
71.89,72.49,72.69,71.37
72.76,72.77,73.11,72.19
72.96,73.24,73.40,72.70
73.10,72.79,73.15,72.51
72.36,73.21,73.25,72.31
72.90,72.05,72.90,71.83
72.08,72.43,72.52,71.76
72.45,71.95,72.69,71.83
71.95,73.10,73.71,71.44
73.27,73.62,73.67,72.74
73.65,73.76,73.99,73.54
73.39,73.46,73.76,73.32
73.89,73.73,73.99,73.15
73.38,72.92,74.69,72.84
72.88,73.83,73.86,72.88
73.71,73.68,74.00,73.28
73.39,73.43,73.78,73.09
73.36,73.71,73.90,72.79
74.00,74.26,74.99,73.71
74.08,74.29,74.67,74.08
74.39,74.61,74.74,74.24
74.13,74.14,74.56,73.88
74.11,74.29,74.55,73.92
74.45,74.48,74.72,74.03
73.25,73.22,74.01,73.06
73.18,73.55,73.72,72.58
74.00,73.69,74.00,72.76
73.83,73.46,74.18,72.92
74.07,74.25,74.37,73.33
73.80,73.94,74.62,73.50
73.99,75.10,75.18,73.88
74.98,74.70,75.32,74.41
75.20,74.96,75.38,74.58
75.09,74.89,75.11,74.48
73.01,71.10,73.25,70.89
71.20,70.93,71.24,70.37
70.81,70.96,71.39,70.22
71.15,69.92,71.36,69.91
70.65,69.70,70.81,68.92
68.84,68.25,69.71,68.05
67.95,67.68,68.76,66.76
68.04,68.66,68.81,67.60
67.96,67.61,68.68,67.35
67.70,68.80,69.02,67.61
69.13,68.13,69.24,67.74
68.12,68.69,68.76,67.90
69.13,68.78,69.16,68.59
68.57,68.11,68.91,67.74
67.89,68.68,68.74,67.69
68.61,68.59,68.80,68.39
68.73,68.20,68.87,67.85
68.73,69.71,69.77,68.60
69.81,69.71,70.14,69.45
69.71,69.96,70.10,69.34
69.88,69.70,69.91,69.07
69.50,69.24,69.60,69.04
69.78,69.24,69.94,69.16
69.55,70.23,70.39,69.40
70.23,70.33,70.45,69.84
70.09,69.80,70.09,69.37
69.80,69.92,70.04,69.41
70.10,70.46,70.59,69.78
70.94,71.04,71.52,70.56
71.03,71.18,71.98,70.93
71.27,71.04,71.32,70.52
71.16,70.35,71.24,70.07
70.33,69.90,70.33,69.50
69.80,70.27,70.29,69.20
70.16,70.82,71.11,70.07
70.77,70.76,71.06,70.38
70.75,70.96,71.21,70.75
70.73,71.91,72.19,70.66
72.39,73.24,73.52,72.38
73.34,73.65,73.85,73.24
73.96,72.60,73.96,72.47
72.74,72.15,72.74,71.61
72.10,71.90,72.53,71.87
72.25,70.72,72.25,70.61
70.70,69.78,70.84,69.27
69.74,70.01,70.32,69.48
69.28,68.93,69.72,68.90
68.94,68.40,69.07,68.00
68.18,67.32,68.45,67.01
67.12,66.71,67.46,65.81
66.89,66.06,67.13,65.91
66.45,66.12,66.70,65.47
65.73,65.06,66.22,65.02
65.20,65.78,65.84,63.79
65.79,63.48,65.79,63.20
63.07,62.25,63.86,62.25
62.35,61.35,63.84,61.24
61.77,61.67,62.96,61.33
61.00,61.78,62.36,59.92
60.33,62.28,62.66,60.33
63.12,62.94,63.98,61.92
62.55,63.45,63.64,62.53
64.36,65.19,65.35,63.78
65.15,63.79,65.21,63.72
64.26,63.54,64.50,62.28
64.00,65.10,65.31,63.78
64.48,64.39,64.88,63.44
64.95,66.19,66.51,64.65
66.63,65.77,67.24,65.14
65.37,65.78,66.69,65.37
65.80,67.48,67.63,65.26
67.37,66.59,67.56,66.47
66.37,66.63,66.77,65.19
66.48,66.47,66.99,66.02
66.01,66.21,66.69,65.89
66.68,66.93,67.45,66.21
66.85,65.25,67.16,64.97
64.81,64.70,65.18,64.25
64.26,64.40,64.81,64.11
64.48,64.02,64.75,63.92
63.94,64.42,64.55,63.61
64.39,64.58,64.93,63.87
64.57,64.51,64.95,64.28
64.02,62.80,64.13,62.71
62.18,62.98,63.04,62.18
64.03,64.72,64.81,64.01
64.92,65.02,65.10,64.56
65.16,65.43,65.73,64.95
65.59,65.40,65.65,65.18
65.25,63.94,65.25,63.77
63.15,62.87,63.69,62.50
63.03,62.45,63.46,62.34
62.95,64.05,64.30,62.70
63.81,63.89,64.25,63.57
64.14,64.20,65.14,63.94
64.09,62.94,64.09,62.69
62.12,62.83,63.14,62.12
62.33,61.21,62.84,60.82
61.13,60.29,61.13,60.18
59.83,58.44,59.83,58.40
58.52,57.14,58.85,57.05
56.80,57.17,58.13,56.10
57.16,58.46,58.61,56.57
59.35,58.61,59.47,57.61
58.52,59.17,59.32,58.34
59.40,59.64,59.79,58.88
59.78,60.57,60.89,59.78
60.50,60.76,60.90,59.90
61.15,61.15,61.55,60.92
61.15,62.04,62.48,61.13
61.74,62.21,62.69,61.74
62.12,61.27,62.15,61.26
61.47,61.44,62.19,60.79
60.55,57.72,60.55,57.58
57.93,57.44,58.09,56.56
57.56,56.72,57.90,56.56
57.10,57.45,57.72,56.75
57.35,57.09,57.35,56.58
56.69,56.37,56.72,55.25
56.01,55.15,56.56,54.55
53.99,54.26,54.60,53.40
54.33,53.20,54.89,53.08
53.20,53.21,53.41,52.49
53.43,52.77,53.71,52.27
52.68,53.44,53.48,52.56
53.80,54.27,54.35,53.28
53.69,52.62,53.69,52.51
52.71,53.70,53.70,52.24
52.86,53.25,53.71,52.60
53.72,52.52,53.85,52.38
52.61,52.69,52.79,51.57
51.88,52.37,52.96,50.63
52.76,52.68,52.98,51.98
53.53,54.51,54.57,53.14
54.02,53.16,54.15,52.99
53.25,54.47,54.55,53.25
53.99,53.77,54.82,53.57
53.79,53.81,54.87,53.76
53.74,53.54,53.80,52.91
53.58,53.30,53.65,52.64
53.88,53.78,54.12,53.31
54.37,55.14,55.25,54.30
55.08,54.40,55.28,54.35
54.23,54.20,55.16,54.02
54.82,56.78,57.21,54.36
57.26,57.75,58.14,56.23
57.33,57.54,57.90,57.04
57.75,58.23,58.54,57.51
58.13,57.54,58.16,57.40
57.50,57.54,58.29,57.38
57.71,57.01,57.94,56.92
56.75,57.42,57.45,56.50
57.34,57.42,57.92,57.22
56.89,58.05,58.21,56.67
58.10,58.65,58.89,57.53
58.04,57.73,58.92,57.31
57.94,58.61,59.21,57.87
57.53,55.56,57.76,55.45
55.18,55.99,56.28,55.18
56.70,57.21,57.30,56.44
56.96,56.30,57.35,55.97
55.94,56.72,56.94,55.41
56.79,57.49,57.78,56.62
57.04,59.96,60.33,57.04
59.02,57.32,59.07,56.97
57.78,59.49,59.75,57.62
59.61,60.18,60.49,59.50
60.20,60.19,60.75,59.76
60.89,59.77,61.08,59.74
59.95,59.72,60.30,59.26
59.24,59.27,59.70,58.74
59.49,60.95,61.21,59.30
61.65,61.08,61.80,60.08
61.56,60.87,61.71,60.22
60.62,61.39,61.52,60.20
60.70,61.25,61.50,60.40
61.49,60.52,61.49,60.40
60.78,60.16,61.07,59.66
59.95,60.52,60.61,59.85
59.90,60.02,60.32,59.90
59.54,59.68,60.10,59.52
58.99,58.52,59.30,58.09
59.10,59.07,59.36,58.84
59.28,57.74,59.40,57.73
57.11,56.68,57.28,56.29
56.99,57.25,57.49,56.69
57.29,56.73,57.76,56.48
57.06,57.46,57.59,56.85
58.08,62.69,63.22,58.07
63.24,63.14,64.02,62.96
63.74,64.75,65.64,63.55
65.00,65.41,65.50,64.61
64.82,64.80,65.25,64.41
64.07,64.72,65.17,63.58
65.40,65.11,65.88,64.21
65.16,65.21,65.55,64.47
65.43,64.76,65.87,64.63
65.29,64.78,65.40,64.33
64.30,65.37,65.50,64.01
66.14,65.86,66.33,65.53
66.02,66.33,66.45,65.76
66.30,65.97,66.48,65.84
66.24,66.04,66.86,65.95
66.50,65.88,66.70,65.65
65.93,66.14,66.39,65.61
65.72,66.06,66.27,65.58
65.84,65.50,65.91,65.06
65.84,66.03,66.58,65.60
66.32,65.95,66.32,65.73
66.21,65.98,66.53,65.21
65.77,64.74,65.77,64.17
64.09,64.88,64.94,63.98
64.53,64.04,64.73,63.75
63.97,63.80,64.18,63.35
63.63,63.36,63.80,62.93
63.67,64.59,65.28,63.39
64.70,65.68,66.42,64.66
65.23,65.16,66.05,64.72
64.83,64.90,65.02,64.49
64.90,64.08,65.12,63.69
64.19,63.83,64.76,63.82
64.55,64.36,65.28,64.34
64.33,64.48,64.90,64.12
64.22,64.08,64.22,63.62
63.51,63.36,63.75,62.62
63.28,63.79,64.19,63.21
63.90,63.48,64.05,62.88
63.50,64.09,64.31,62.91
64.04,63.52,64.32,63.33
63.76,63.76,63.99,63.32
63.82,64.27,64.34,63.47
64.14,63.80,64.55,63.55
63.72,63.36,64.13,63.18
63.57,63.92,64.00,63.12
62.96,61.86,63.72,61.77
62.46,60.48,62.49,60.32
60.80,60.84,61.06,60.50
61.03,60.83,61.86,60.22
60.00,60.35,60.97,59.95
60.41,60.58,60.83,58.47
59.78,58.47,60.25,58.34
59.63,59.27,59.87,58.92
59.88,59.59,60.43,59.37
60.24,60.45,61.17,59.87
60.55,61.20,61.38,60.16
61.16,60.28,61.37,59.87
60.77,60.18,60.77,60.00
60.10,59.35,60.16,59.00
59.29,58.70,59.53,58.50
58.44,58.06,59.05,57.83
57.28,57.48,58.01,57.00
57.32,60.48,61.07,56.90
60.25,60.07,60.90,59.79
59.51,59.88,60.55,59.02
60.55,60.98,61.52,59.93
61.09,61.86,62.02,60.44
61.85,60.96,62.12,60.51
61.51,60.60,61.92,60.28
60.36,60.97,60.99,59.36
61.25,61.02,61.69,60.50
61.99,61.83,62.84,61.53
61.70,61.61,62.12,61.28
61.34,61.28,62.46,60.99
61.57,62.67,62.78,61.44
61.94,61.46,61.99,60.75
60.26,59.65,60.71,58.95
59.30,59.19,59.87,58.49
59.33,61.23,61.68,59.33
60.90,61.86,62.06,60.60
61.67,61.08,62.05,60.96
60.51,60.19,60.81,59.88
60.14,58.06,60.42,57.98
57.36,56.64,57.92,56.62
54.28,55.07,57.38,53.38
56.95,54.23,56.95,54.19
55.60,55.34,55.69,54.62
56.39,58.45,58.69,56.10
57.89,57.77,58.67,57.31
57.14,58.12,58.47,56.56
56.61,57.02,58.10,56.25
58.06,57.70,58.06,56.60
58.08,57.38,59.44,57.35
56.84,55.84,57.00,55.75
61.05,58.13,61.05,57.48
58.98,57.75,59.18,57.55
57.75,57.95,58.33,57.24
57.95,58.09,58.52,57.08
57.83,56.02,57.83,55.46
55.97,57.17,57.44,55.75
56.81,57.41,58.36,56.63
57.31,57.31,58.28,56.73
56.89,56.28,56.99,55.77
56.38,55.23,56.54,54.97
54.07,54.66,55.07,53.73
55.00,53.94,55.19,53.78
53.44,55.16,55.24,53.24
55.41,54.92,55.61,54.66
54.21,53.35,54.50,53.31
53.86,53.46,54.08,53.26
54.11,54.01,54.57,53.42
54.47,54.90,55.17,53.99
54.71,55.72,55.72,54.24
56.53,56.67,56.96,55.97
56.72,57.14,57.20,56.18
58.20,56.89,58.38,55.27
56.41,57.26,57.60,56.24
57.95,57.57,58.49,56.97
57.93,58.01,58.16,57.09
57.21,58.44,58.82,56.74
58.97,58.28,59.11,57.85
58.43,59.38,59.42,57.78
59.42,58.28,59.54,57.95
58.10,56.63,58.22,56.43
56.45,56.73,57.29,56.11
56.92,55.78,57.20,55.69
57.73,60.60,60.76,57.15
61.00,60.73,61.75,60.18
60.59,59.36,60.85,59.29
59.11,59.47,59.90,58.69
59.45,60.44,60.73,58.99
59.86,59.28,60.59,59.23
59.73,59.96,60.39,58.97
59.99,61.33,61.74,59.75
61.10,60.18,61.66,59.93
60.48,60.00,60.79,59.27
59.59,59.35,59.91,58.80
59.09,59.49,59.55,58.25
59.39,58.20,59.39,57.72
57.76,58.56,58.56,57.76
58.97,58.31,59.85,57.92
56.95,56.90,57.78,56.73
57.02,57.32,58.00,56.72
57.24,57.98,58.22,56.96
58.07,56.82,58.07,56.70
57.00,59.23,59.25,56.74
58.95,58.92,59.47,58.56
59.32,58.19,59.47,57.84
58.32,57.15,58.64,57.09
56.95,59.06,59.38,56.95
58.86,58.37,59.15,58.19
58.07,58.60,58.93,57.81
58.51,58.81,59.50,58.06
59.00,59.95,60.00,58.80
59.53,59.24,59.75,59.02
59.57,58.43,59.99,58.02
58.45,58.51,58.85,58.00
57.92,56.96,58.01,56.58
55.62,56.75,56.91,55.00
57.09,56.55,58.04,56.07
56.65,58.06,59.00,56.30
57.09,56.84,58.02,56.56
56.61,56.51,57.17,55.58
57.04,56.23,57.04,55.43
56.37,56.57,56.86,55.70
56.09,55.98,56.31,55.38
55.98,56.00,56.37,55.70
56.52,57.03,57.54,56.51
57.12,58.45,58.78,57.10
59.10,58.80,59.83,58.30
58.72,58.79,59.19,58.18
58.25,58.16,58.42,57.40
58.64,58.45,59.06,57.80
58.05,58.44,58.78,57.78
58.30,57.91,58.72,57.91
57.15,57.45,57.80,56.61
57.45,58.74,58.92,57.43
57.93,58.00,58.68,57.59
56.80,56.27,57.23,55.69
56.31,53.80,56.65,53.73
54.28,54.18,54.40,53.26
54.68,54.29,54.68,52.99
54.70,53.29,55.22,52.88
53.63,54.33,54.67,52.95
53.10,52.48,53.10,51.67
53.45,51.79,53.94,51.35
50.62,51.75,52.10,50.08
51.97,52.75,53.39,51.70
53.46,53.73,53.99,53.00
53.38,52.39,53.98,52.08
53.22,54.61,54.65,52.91
53.79,53.62,54.63,53.31
54.59,54.48,54.78,53.47
54.31,56.94,57.04,54.31
56.66,56.67,56.88,55.70
55.66,56.48,56.54,55.41
57.08,57.57,58.00,55.91
58.39,58.40,59.93,57.87
57.73,57.65,59.07,57.50
57.00,57.87,58.17,57.00
57.09,57.46,58.00,56.45
57.67,57.25,58.36,57.04
56.34,56.26,56.95,55.64
57.21,58.86,58.93,56.81
59.45,58.97,59.98,58.55
59.76,60.47,60.73,59.20
61.00,59.89,61.00,59.17
59.22,59.45,60.22,58.31
60.22,59.99,60.90,59.46
59.57,59.30,60.74,59.04
58.54,59.56,59.72,58.06
59.54,60.43,60.46,59.18
60.91,60.34,61.31,60.04
60.53,60.89,61.72,60.07
61.88,63.11,63.75,60.94
63.25,65.83,65.87,62.76
66.00,65.16,66.81,64.93
65.85,63.96,65.85,63.32
64.33,65.58,65.61,63.52
65.07,64.63,65.82,63.80
64.62,65.22,65.99,63.83
65.45,66.58,66.64,65.00
66.99,67.08,67.53,66.11
66.43,67.24,67.86,66.34
66.36,67.26,67.93,65.88
67.24,67.65,67.96,66.69
68.10,70.13,70.25,67.39
70.11,70.26,71.34,69.79
69.54,69.34,69.89,68.16
68.89,69.16,69.89,68.40
69.16,67.89,69.28,67.77
67.25,68.34,68.34,66.86
68.69,68.74,69.20,67.85
68.10,70.02,70.04,67.73
70.49,69.97,70.83,69.73
69.79,69.19,69.95,68.91
68.38,70.29,70.36,68.23
70.28,68.66,70.67,68.66
68.32,68.63,68.98,68.18
68.49,69.00,69.32,68.25
68.84,67.81,68.98,67.57
68.96,69.47,70.31,68.48
69.99,69.86,70.59,69.71
70.17,69.96,70.44,68.85
70.90,72.48,72.60,70.58
72.82,72.93,73.24,72.41
72.55,72.99,73.37,72.16
72.50,73.32,73.67,72.14
73.34,73.22,74.19,72.66
73.71,72.85,73.84,72.11
73.13,72.27,73.96,71.35
71.97,71.79,73.07,71.36
71.40,71.64,71.86,71.00
72.12,72.48,72.52,70.72
72.08,73.95,74.02,71.76
74.00,73.22,74.67,72.83
73.26,73.97,74.10,72.61
74.03,74.57,74.92,73.51
73.52,72.81,73.54,72.29
72.11,73.05,73.26,71.94
73.28,73.09,74.34,72.52
72.60,73.33,73.57,72.00
72.07,70.89,72.25,70.22
71.21,72.35,72.41,70.97
72.81,72.44,73.26,71.79
72.83,72.17,73.10,71.51
71.92,72.93,73.05,71.59
73.35,73.91,74.59,73.14
73.56,72.37,73.86,71.85
71.91,70.88,72.51,70.32
70.51,71.89,72.22,70.02
72.26,72.08,72.82,71.75
71.92,72.61,72.99,71.57
72.93,73.41,73.93,72.61
73.25,73.85,74.12,73.20
74.60,74.56,75.46,73.74
74.16,73.81,74.47,72.91
74.24,74.35,75.04,73.89
74.07,74.61,74.80,73.33
74.14,74.76,74.78,73.81
75.00,75.32,75.44,74.41
75.37,75.78,76.41,75.33
75.98,76.35,76.80,75.37
76.91,77.48,78.30,76.82
76.66,76.22,76.84,75.82
75.85,76.70,76.92,75.51
76.46,75.48,76.70,75.46
75.39,75.19,76.12,74.65
75.47,75.71,76.33,75.44
75.25,75.82,75.89,74.51
76.02,75.61,76.69,75.39
76.69,77.54,77.84,76.69
77.70,76.56,77.70,75.91
76.92,76.55,77.15,76.02
77.51,78.32,78.38,76.62
75.01,74.16,76.73,73.80
73.36,72.40,73.58,72.32
72.95,72.57,73.41,72.00
73.57,73.51,73.99,73.29
74.00,76.90,76.93,73.94
76.89,78.33,78.87,76.73
78.08,77.03,78.33,76.47
77.23,78.78,79.18,77.16
78.73,78.18,79.63,77.51
79.07,80.18,80.74,79.07
80.12,81.24,81.39,79.98
82.10,82.49,83.42,81.89
83.10,82.99,83.25,81.87
83.48,83.97,84.25,82.72
83.65,83.70,83.95,83.19
83.34,83.73,83.75,82.65
82.82,82.00,82.87,81.59
81.33,82.28,82.62,80.33
78.88,76.36,79.98,76.04
76.63,76.33,76.70,75.26
76.25,75.68,76.74,75.01
75.40,77.23,77.25,75.32
77.80,77.11,78.43,76.51
77.41,78.60,78.75,76.43
78.51,78.44,79.20,77.26
78.27,77.40,78.27,76.80
77.59,77.19,78.37,76.71
76.86,77.14,77.22,76.44
76.92,76.49,77.11,76.38
76.52,76.33,76.73,76.14
76.48,76.26,76.77,75.98
76.22,75.54,76.74,75.46
75.53,74.97,75.66,74.84
75.22,75.47,75.83,74.90
75.39,73.40,75.46,73.30
73.55,74.22,74.62,73.31
74.50,73.56,74.95,73.54
73.32,73.89,74.15,72.95
74.22,74.61,74.79,73.69
73.85,73.00,74.40,72.36
72.36,73.49,73.50,72.23
74.16,73.92,74.82,73.67
73.62,72.35,73.75,72.27
72.47,72.13,73.02,72.04
72.48,72.04,73.87,71.83
71.91,72.77,73.02,71.91
72.48,71.80,72.74,71.62
71.53,72.08,72.24,70.94
72.28,72.50,72.82,71.70
73.26,72.51,73.96,72.17
73.02,73.99,74.00,72.42
74.03,74.21,74.32,73.31
73.90,73.14,74.19,73.12
72.13,70.33,72.19,70.24
69.54,70.90,71.28,68.95
69.86,68.83,70.15,68.19
68.81,67.86,69.11,67.66
67.80,68.72,69.13,67.72
68.48,68.82,68.98,68.14
69.24,69.23,70.13,68.96
69.64,68.99,69.77,68.93
69.99,70.75,70.88,69.58
72.21,71.55,72.70,71.38
71.24,71.63,71.97,71.24
71.20,71.40,71.85,71.08
71.05,72.05,72.05,70.71
72.02,73.73,73.86,72.02
73.27,72.23,74.01,72.05
72.51,72.03,72.64,71.73
72.01,70.64,72.33,70.32
70.23,69.21,70.30,69.10
69.94,70.19,70.22,69.09
69.48,70.19,70.33,69.44
70.67,69.87,71.58,69.02
69.87,70.49,71.41,69.87
69.83,69.42,70.35,69.08
69.33,69.90,70.11,68.85
68.31,68.47,68.90,67.72
68.93,68.63,69.21,68.35
68.89,69.73,69.88,68.89
71.16,70.96,72.00,69.95
71.16,72.56,72.76,70.89
67.17,69.68,69.75,65.10
68.77,68.36,69.13,67.42
70.26,68.55,70.26,68.36
68.88,68.58,69.91,68.48
68.49,68.17,69.32,67.85
68.08,66.89,68.22,66.67
66.78,67.28,67.99,66.63
67.58,68.78,68.91,67.16
69.32,67.65,69.88,67.25
67.35,66.87,68.55,66.86
67.09,67.33,68.13,67.02
67.29,68.18,68.97,67.03
69.35,68.97,69.63,68.38
68.61,69.40,69.84,68.61
72.33,76.50,77.31,71.72
77.93,78.03,78.69,76.66
78.32,77.62,78.90,76.48
78.74,78.70,79.50,78.09
77.40,79.38,79.50,76.72
78.41,78.52,78.93,77.41
78.74,77.32,78.87,77.14
77.07,76.69,77.07,76.28
77.38,77.89,77.98,76.42
78.54,82.40,82.88,78.28
81.93,83.21,83.51,81.64
83.36,83.31,83.56,82.73
83.12,82.06,83.40,81.68
79.67,81.66,82.44,79.52
82.53,81.10,82.77,80.59
81.58,81.53,81.96,80.69
