PPLT,ETFS Physical Platinum Shares,NASDAQ
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
146.40,143.38,146.40,141.73
144.38,143.77,146.02,143.20
143.06,143.45,143.50,142.22
142.64,142.48,143.48,142.18
142.32,143.12,144.23,142.06
142.64,142.78,142.88,142.40
143.70,145.56,145.56,143.33
143.35,142.50,143.89,142.50
145.78,146.94,147.49,145.60
145.84,146.48,146.48,145.20
147.34,148.42,148.45,147.14
148.90,149.96,150.35,148.66
146.40,146.94,147.76,146.34
147.00,147.50,147.82,146.83
144.59,145.07,145.45,144.50
145.28,144.98,145.56,144.75
143.26,142.55,143.30,141.55
142.00,141.69,142.14,141.24
141.40,140.51,141.58,140.35
140.09,141.37,141.47,139.85
140.64,139.01,141.51,138.85
136.00,133.16,136.44,132.80
133.54,134.77,135.26,133.24
133.28,130.83,133.29,129.88
131.94,132.22,132.60,131.53
130.42,127.54,130.57,127.34
129.06,128.80,130.36,128.38
129.20,131.08,131.26,129.00
134.25,134.54,135.78,133.68
135.36,133.79,135.36,133.72
133.58,131.41,133.62,131.33
129.47,130.12,130.12,128.26
132.61,133.39,133.41,132.46
133.74,133.66,134.64,132.82
134.26,133.69,134.75,133.27
137.27,138.03,138.09,136.82
137.46,137.96,137.96,137.18
138.23,139.38,139.60,138.23
139.51,139.44,140.25,139.18
139.72,137.72,140.20,137.30
138.30,138.52,138.81,138.14
139.20,139.56,140.40,139.10
141.42,141.27,142.18,141.00
139.92,141.74,141.74,139.64
141.72,141.54,143.00,141.47
141.13,141.46,142.10,141.13
139.92,139.76,140.18,138.16
141.00,140.97,141.67,140.97
140.46,140.60,140.72,140.01
140.16,140.49,141.22,138.81
141.20,140.78,141.20,140.53
140.63,141.55,142.22,140.29
141.56,142.01,142.21,141.29
140.00,139.68,140.10,139.12
139.84,140.52,141.33,139.42
143.62,145.25,146.44,143.62
146.05,146.65,147.15,146.05
147.50,146.39,147.70,146.39
147.14,146.61,147.57,146.20
146.04,147.26,147.29,146.04
147.22,149.01,150.00,147.18
149.38,149.32,149.56,148.77
148.16,147.43,148.18,147.30
148.10,148.56,149.20,148.10
148.43,148.66,149.00,148.08
148.82,150.64,150.80,148.82
150.67,150.36,151.35,150.28
150.66,151.37,151.49,150.28
151.22,149.27,151.51,149.21
149.08,150.23,150.68,148.63
149.32,148.75,149.47,148.54
148.36,148.62,149.40,148.19
149.83,150.30,150.59,149.58
146.62,146.44,146.76,145.74
145.48,145.22,145.60,144.26
146.66,146.13,146.86,145.86
145.95,145.00,146.10,144.72
143.99,143.96,144.31,143.82
144.32,144.15,144.85,143.59
141.76,140.76,141.82,140.57
140.78,141.82,141.83,140.18
141.70,140.27,142.30,140.27
140.18,139.06,140.20,138.82
138.81,143.66,143.66,138.77
143.93,142.95,144.38,142.93
141.70,139.84,141.84,139.84
139.47,139.00,139.75,139.00
138.82,139.56,139.70,138.63
139.46,139.56,140.11,139.20
139.20,137.99,139.31,137.99
138.64,138.87,139.11,138.47
137.98,137.32,138.68,137.00
135.02,135.62,135.84,134.52
135.70,135.99,136.74,135.55
134.90,134.34,135.44,133.62
135.64,135.80,135.98,134.85
135.62,137.15,137.17,135.58
137.56,137.11,137.82,137.10
135.26,135.06,135.64,134.66
135.58,135.53,136.62,134.90
133.76,134.08,134.40,133.50
135.18,134.70,135.99,134.68
134.40,135.35,135.71,134.31
136.17,136.56,137.01,135.35
139.03,140.55,140.57,139.03
140.36,140.53,140.89,139.92
140.66,140.50,140.74,139.96
140.26,141.72,141.89,140.26
140.33,140.38,141.20,140.28
141.72,141.91,142.32,141.64
141.12,142.20,142.30,141.12
142.78,143.70,143.94,142.56
143.40,142.79,143.84,142.66
144.30,144.03,144.61,143.35
142.28,141.64,142.28,141.50
142.40,142.11,142.46,141.25
141.91,141.96,142.20,141.84
141.73,141.74,142.02,141.50
143.06,143.02,143.40,143.01
142.14,142.21,142.54,141.90
141.06,140.99,141.33,140.48
140.10,139.90,140.14,139.78
140.10,139.96,141.00,139.76
140.23,140.19,140.45,139.75
141.52,141.35,142.31,141.27
140.47,140.66,140.89,140.00
139.75,137.86,139.80,137.78
137.80,138.57,139.14,137.80
137.16,136.17,137.74,136.15
136.28,136.13,136.75,135.83
136.25,135.23,136.34,135.10
135.04,135.25,135.66,134.58
134.68,134.26,135.00,133.76
134.41,132.14,134.41,132.12
134.14,133.48,134.27,133.48
132.31,131.02,132.75,131.00
131.50,132.73,132.73,131.48
133.11,134.05,134.78,132.43
133.17,133.14,133.51,132.41
132.86,132.82,133.22,132.54
134.16,134.40,134.82,133.71
136.50,135.87,136.60,135.38
135.60,135.26,135.78,135.06
133.29,132.95,133.70,132.94
133.22,132.94,133.36,132.78
132.50,132.94,133.55,132.00
132.23,131.83,132.68,131.48
132.24,130.78,132.24,130.18
128.85,128.81,129.41,128.61
129.73,130.24,130.51,129.53
130.12,129.76,130.22,129.43
130.20,130.32,130.54,130.16
133.10,132.45,133.28,132.45
133.88,134.48,134.52,133.83
132.86,132.82,133.36,132.52
132.22,133.89,134.18,132.12
135.98,137.02,137.34,135.79
137.42,137.91,138.46,137.16
138.17,138.52,138.98,137.22
137.66,137.98,138.16,137.54
137.48,138.29,138.50,137.30
138.30,138.36,138.69,137.89
139.23,140.24,140.35,139.14
140.40,140.78,140.99,140.08
140.00,139.38,140.41,139.28
138.31,139.38,139.54,138.18
139.34,139.45,140.03,139.16
141.02,141.68,142.00,141.02
140.57,141.75,141.82,140.44
142.66,142.05,142.97,142.03
142.22,142.13,143.27,141.99
139.75,139.23,140.24,138.94
138.62,137.64,139.09,137.40
138.02,137.69,138.25,137.10
138.06,137.93,138.06,137.00
135.28,134.77,135.61,134.62
134.80,134.27,134.80,133.13
135.45,135.08,136.32,134.95
133.45,134.15,134.18,132.84
135.18,134.82,135.22,134.26
134.60,134.43,134.61,133.65
134.68,135.02,135.08,134.35
135.67,135.32,135.67,134.91
135.17,135.34,135.86,135.06
136.86,137.33,137.36,136.70
136.26,138.15,138.39,136.17
139.38,139.50,139.56,139.08
139.15,138.83,139.35,138.82
139.08,138.16,139.50,138.00
138.06,138.45,138.45,137.75
139.00,139.50,139.56,139.00
139.96,140.31,140.79,139.84
140.07,140.58,140.92,140.01
139.91,139.50,140.00,138.98
141.42,141.65,141.81,140.92
141.80,141.01,142.00,140.60
141.67,142.24,142.70,141.67
141.51,142.78,143.08,141.36
143.97,144.16,145.18,143.80
144.92,144.65,145.01,144.40
143.59,144.51,144.82,143.56
143.86,144.02,144.42,143.80
144.56,142.72,144.68,141.78
143.42,143.90,144.37,143.42
143.80,144.03,144.48,143.76
144.70,143.24,144.92,143.09
143.48,142.79,143.76,142.78
141.98,142.38,142.88,141.78
141.89,141.14,141.93,140.95
140.22,139.63,140.62,138.72
140.52,139.96,140.52,139.75
139.92,139.05,140.05,138.91
139.60,138.67,139.60,138.37
137.82,137.17,138.00,136.62
136.98,136.52,137.00,136.00
136.61,137.22,137.40,136.42
138.02,138.12,138.50,137.90
139.33,139.05,139.50,138.47
139.88,140.17,140.20,139.68
140.10,140.70,140.79,140.00
141.14,141.30,141.35,140.60
140.00,139.31,140.16,139.06
140.09,140.33,140.66,139.94
140.22,140.74,140.75,139.86
141.92,141.82,142.34,141.82
141.79,141.79,142.50,141.78
143.07,142.86,143.27,142.62
140.10,140.55,140.85,139.83
140.37,140.02,140.41,139.64
140.23,137.56,140.37,137.43
137.00,136.66,137.15,136.45
136.78,136.66,136.80,135.74
136.48,136.92,136.98,136.26
136.06,137.74,137.76,136.06
138.18,138.56,139.20,138.18
138.70,138.30,138.89,137.68
139.00,139.26,139.75,138.97
138.39,138.91,139.24,138.36
137.66,138.84,138.95,137.50
138.66,140.07,140.58,138.52
141.21,141.18,141.22,140.70
141.70,141.65,142.00,141.50
140.73,139.48,140.73,139.48
139.54,139.92,140.05,138.94
139.44,139.24,139.50,138.76
140.50,140.01,140.54,139.91
141.60,141.64,142.05,141.41
143.44,144.48,144.67,143.44
143.24,142.68,143.80,142.68
142.88,142.56,143.41,142.50
144.46,143.00,144.46,142.84
143.54,143.10,143.97,142.84
143.77,143.44,144.41,143.22
145.20,145.10,145.36,144.91
144.52,143.64,144.70,142.92
142.82,142.66,142.94,142.20
141.60,141.56,142.42,141.50
141.28,141.98,142.22,141.16
142.28,141.40,142.40,140.80
139.95,139.81,140.46,139.64
139.48,139.34,139.62,139.05
138.88,139.98,140.18,138.64
140.00,140.80,140.81,139.82
141.31,141.31,141.42,140.60
141.20,141.36,141.56,140.50
143.72,144.14,144.38,143.72
144.42,144.41,144.42,143.66
140.76,140.58,140.92,139.86
139.66,139.39,140.17,139.39
140.32,139.65,140.44,139.62
139.62,140.26,140.28,139.26
141.30,141.18,141.30,140.53
142.34,143.48,143.56,142.10
141.98,141.76,142.56,141.26
140.95,141.74,141.80,140.25
143.18,142.82,143.34,142.68
142.12,143.19,143.76,142.12
142.82,142.92,143.04,142.56
144.00,143.76,144.46,143.72
143.98,144.63,144.86,143.97
146.06,146.84,147.25,146.04
147.36,146.72,147.68,146.72
146.27,146.20,146.75,146.16
146.15,145.55,146.15,145.00
146.00,145.50,146.14,145.16
146.37,146.67,147.00,146.18
147.06,147.09,147.36,146.82
146.64,147.12,147.34,146.64
145.38,145.18,145.80,144.96
145.66,144.22,145.95,144.06
144.01,144.27,144.88,143.94
145.78,146.20,146.42,145.34
145.40,145.06,145.52,144.62
145.28,144.86,145.28,144.76
144.88,144.67,144.93,144.34
144.33,144.33,144.57,144.00
142.90,142.83,143.09,142.36
143.24,143.62,143.82,143.09
144.74,145.00,145.05,144.53
144.70,143.94,144.70,143.92
144.00,143.76,144.09,143.54
143.22,142.01,143.22,142.01
142.49,142.28,142.72,142.00
142.45,142.45,142.49,142.26
141.53,141.34,141.73,141.00
142.28,142.24,142.50,141.95
142.99,143.63,143.84,142.80
143.70,143.55,143.97,143.45
143.20,143.12,143.20,142.85
143.34,142.92,143.51,142.76
143.24,142.62,143.24,142.26
142.52,142.46,142.74,142.28
140.90,141.69,141.80,140.70
140.68,140.50,140.83,140.36
140.24,139.92,140.24,139.75
139.34,138.69,139.34,138.46
138.06,138.12,138.20,137.79
137.79,138.35,138.52,137.62
137.69,137.85,138.04,137.64
138.25,137.87,138.25,137.75
138.08,137.86,138.32,137.76
138.71,138.70,139.04,138.54
138.46,138.50,138.84,138.36
137.51,137.18,137.51,136.88
136.92,137.40,137.42,136.74
137.27,136.64,137.46,136.56
136.82,137.18,137.24,136.62
136.43,136.05,136.62,135.85
135.51,135.00,135.74,134.38
134.34,134.41,134.57,134.04
133.74,133.37,133.86,133.05
132.15,133.18,133.22,131.79
133.11,132.47,133.24,132.36
132.65,132.94,133.20,132.31
132.75,131.49,132.75,131.27
130.80,131.05,131.25,130.52
130.66,130.04,130.85,129.77
129.35,129.09,129.90,128.89
130.20,129.48,130.30,129.45
128.79,128.15,128.93,128.00
127.35,127.84,128.05,127.10
126.90,126.55,127.05,126.34
126.60,127.23,127.36,126.60
126.80,126.29,127.01,126.20
124.20,124.78,125.50,124.05
123.90,123.15,123.90,122.86
121.05,119.11,121.40,118.76
119.89,120.89,121.45,119.76
122.65,122.35,123.00,122.21
124.14,124.53,124.74,122.91
124.60,123.71,125.05,123.66
122.41,122.63,122.78,122.07
122.16,122.71,123.07,122.05
123.05,123.12,123.79,122.81
122.92,122.46,124.14,122.23
120.75,121.52,121.75,120.55
122.20,122.31,122.75,121.93
123.45,123.24,123.58,122.71
124.31,124.44,124.85,124.15
123.43,122.77,123.72,122.56
122.34,122.10,122.35,121.15
122.32,121.54,122.32,121.20
121.64,121.98,122.04,121.64
123.25,123.01,123.40,122.85
123.15,122.45,123.88,122.19
121.62,120.82,121.62,120.45
118.86,120.13,120.13,118.65
120.35,120.28,120.84,120.25
119.25,118.74,119.63,118.55
116.59,116.96,117.80,116.55
116.46,116.10,117.00,115.94
116.80,118.25,118.35,116.45
117.36,116.27,117.60,116.00
116.25,117.13,117.64,116.11
116.92,116.61,117.05,116.55
116.78,116.09,116.80,115.80
114.75,117.81,117.99,114.50
116.90,116.62,117.00,116.52
117.05,117.20,117.20,116.73
116.90,115.69,117.00,114.76
117.06,117.75,117.84,116.95
119.55,119.20,119.95,118.93
119.00,117.03,119.00,116.75
118.05,119.01,119.03,118.05
118.95,119.14,119.49,118.75
117.24,116.47,117.90,116.47
117.54,120.31,121.14,117.50
118.11,118.11,118.80,117.65
118.65,119.01,119.64,118.54
120.15,120.12,120.84,119.80
119.58,118.80,119.58,118.35
119.60,119.94,120.14,119.27
120.61,120.95,121.84,120.61
120.80,120.56,121.10,120.35
119.70,120.22,121.00,119.61
119.75,119.29,119.83,118.95
118.10,117.22,118.70,117.17
117.70,116.18,117.73,116.01
116.80,115.75,116.80,115.50
117.00,116.36,117.07,116.06
116.49,116.10,116.49,116.06
116.15,114.35,116.30,114.16
114.90,115.73,115.85,114.90
115.39,115.58,115.61,115.15
117.75,117.90,118.32,117.61
118.04,116.45,118.04,116.00
117.16,117.90,118.64,117.16
117.34,117.05,117.95,116.60
115.70,116.57,117.17,115.46
116.85,117.60,117.85,116.85
117.75,118.54,119.06,117.49
118.00,118.32,118.50,118.00
118.36,118.11,118.66,118.06
118.45,119.30,119.47,118.31
119.51,120.40,120.75,119.50
120.75,120.10,121.03,120.10
120.45,119.36,120.69,119.36
121.70,121.95,122.60,121.70
122.52,122.80,123.29,122.41
123.34,124.36,124.95,123.20
124.61,123.56,124.78,123.35
124.54,124.70,124.95,123.97
123.75,122.78,123.75,122.70
121.61,121.31,121.89,121.09
122.30,122.69,123.20,122.25
121.95,121.88,122.50,121.61
119.75,118.49,119.75,117.70
118.80,120.40,120.53,118.15
118.85,119.13,119.57,118.80
119.74,119.80,120.29,118.65
120.30,120.34,120.87,120.00
119.68,121.78,121.78,119.30
119.35,118.79,119.45,118.40
118.15,118.21,118.50,117.80
117.90,117.11,117.95,116.88
116.50,115.76,116.65,115.76
116.79,116.31,116.99,116.25
117.08,117.01,117.65,116.96
115.04,114.24,115.05,113.60
113.75,113.99,114.10,112.81
113.35,113.59,113.84,112.99
112.99,112.94,113.79,112.29
112.70,112.94,113.70,112.65
112.65,112.99,113.10,112.10
113.40,113.58,113.69,112.86
114.75,114.10,114.95,113.75
114.85,115.20,115.55,114.55
114.93,115.11,115.60,114.93
115.50,114.99,115.93,114.84
114.60,114.57,114.65,113.95
115.25,114.33,115.50,114.23
112.97,112.35,112.97,112.25
112.05,111.39,112.05,111.25
110.75,109.54,111.04,109.40
109.07,108.40,109.20,108.10
108.80,108.21,108.80,107.97
108.30,108.25,108.55,108.08
108.17,107.36,108.35,107.30
105.80,106.12,106.86,105.68
106.20,108.30,108.75,105.59
108.26,108.85,109.15,108.00
109.26,110.29,110.86,109.26
111.05,111.26,111.55,110.70
110.60,110.45,110.69,109.80
111.54,110.86,111.65,110.86
112.29,111.75,112.29,111.69
110.96,110.43,111.14,110.27
108.90,108.64,109.00,108.21
109.50,110.71,110.80,109.40
111.20,112.76,113.15,111.20
111.81,111.79,112.39,111.48
114.32,114.11,114.90,113.94
113.02,113.83,113.83,113.01
113.60,113.08,113.60,112.61
112.35,112.03,112.35,111.96
113.75,113.80,114.04,113.21
111.85,111.66,111.93,111.41
111.50,111.69,112.25,111.25
111.50,112.63,112.80,111.11
113.05,112.32,113.07,111.82
112.75,113.59,113.59,112.55
111.29,111.28,111.47,110.90
111.29,111.33,111.71,110.90
110.11,109.44,110.40,109.37
109.16,110.19,110.40,109.16
109.60,108.87,109.60,108.45
109.56,111.35,111.70,109.20
110.70,112.13,112.38,110.50
112.05,111.75,112.50,111.67
110.10,110.56,110.66,109.62
109.52,109.64,110.05,109.20
110.75,111.11,111.80,110.46
111.98,110.87,112.03,110.55
110.88,110.71,111.09,110.15
110.01,109.40,110.15,109.40
110.45,110.50,110.80,110.11
109.76,109.18,110.01,108.80
109.56,109.57,110.42,109.54
110.90,111.15,111.50,110.76
112.05,112.29,112.90,112.05
112.71,113.06,113.47,112.45
113.53,113.79,114.09,113.29
112.15,111.39,112.55,111.15
111.80,111.91,112.25,111.63
111.50,111.67,111.79,111.10
111.05,110.84,111.40,110.76
109.20,109.08,109.55,108.89
108.75,108.38,108.90,107.91
107.96,108.01,108.22,107.37
107.96,107.66,108.24,107.53
108.32,106.91,108.65,106.80
107.28,107.96,107.99,107.15
107.50,106.92,107.64,106.80
106.72,106.60,106.81,106.11
105.59,106.09,106.20,105.55
106.57,106.77,106.83,106.06
107.40,107.26,107.72,107.17
108.26,108.00,108.34,107.76
107.20,107.33,107.33,106.80
106.40,105.96,106.63,105.96
104.80,105.31,105.80,104.65
104.93,104.51,104.93,104.33
104.10,104.84,105.04,103.70
105.80,104.76,105.80,104.50
105.25,105.12,105.40,104.80
103.18,102.88,103.29,102.56
102.92,103.31,103.34,102.92
103.45,104.01,104.10,103.45
104.10,104.82,104.94,104.01
103.95,104.56,104.66,103.70
104.45,104.40,104.80,104.04
104.30,104.20,105.00,103.99
104.95,104.70,105.40,104.50
104.80,104.74,104.90,104.45
101.70,102.70,103.04,101.42
101.50,100.61,101.50,99.44
99.45,99.71,100.34,99.37
100.06,99.00,100.06,98.67
99.71,99.69,99.96,99.20
99.40,100.05,100.19,99.18
99.73,99.29,99.84,99.24
98.50,98.95,98.96,98.24
97.75,97.84,98.05,97.36
96.90,96.66,96.92,96.30
95.58,94.35,95.64,94.25
95.29,94.49,95.85,94.40
93.60,94.61,94.66,93.40
95.30,94.34,95.46,94.16
94.37,95.35,95.61,94.00
94.75,95.24,95.52,94.63
94.60,95.34,95.45,94.60
95.11,95.51,95.51,94.61
95.00,95.38,95.84,94.80
95.80,95.15,96.10,94.80
94.24,93.19,94.40,92.65
92.55,92.37,92.75,92.01
92.35,91.75,92.39,91.72
91.70,92.04,92.57,91.59
92.19,92.86,93.18,92.19
93.93,95.38,95.74,93.93
95.65,95.57,95.71,94.69
96.10,96.59,97.04,96.08
95.80,95.81,96.34,95.65
96.70,95.86,96.79,95.50
95.96,96.50,96.72,95.81
95.62,96.33,96.33,95.05
96.50,98.13,98.24,96.50
99.30,99.59,100.04,99.15
99.35,98.87,99.65,98.86
95.05,95.59,96.99,94.67
95.45,94.44,95.70,94.22
94.00,94.78,95.23,93.70
95.95,96.74,97.52,95.85
97.55,98.64,98.90,97.55
96.65,97.65,98.00,96.65
97.32,96.67,97.74,96.64
98.05,98.04,98.26,97.45
97.45,97.10,98.79,97.10
96.18,96.00,96.75,95.82
97.00,97.06,97.70,96.85
96.00,94.66,96.00,94.56
95.35,94.55,95.50,94.50
93.53,93.82,93.85,92.64
92.30,92.38,92.46,92.00
92.40,93.09,93.09,92.40
93.21,93.89,94.24,93.10
92.90,94.90,95.32,92.81
95.30,94.69,95.30,94.46
93.93,93.56,94.10,93.50
91.50,90.53,91.50,90.30
91.00,90.10,91.00,89.80
90.91,92.15,92.55,90.91
91.52,91.40,91.82,91.30
89.25,88.69,89.32,88.46
87.98,88.53,88.95,87.83
88.00,87.86,88.80,87.74
88.35,87.36,88.38,87.19
87.85,87.94,88.35,87.19
89.40,88.25,89.43,87.50
90.49,90.18,90.92,90.12
91.22,91.36,91.50,90.96
90.90,91.81,92.44,90.90
94.51,94.70,94.74,94.16
96.44,96.01,96.74,95.58
95.65,95.41,96.25,95.26
96.05,96.53,96.53,95.63
96.29,96.96,97.20,96.11
97.30,98.11,98.79,96.99
98.10,97.68,98.41,97.50
98.10,98.48,98.64,98.10
97.10,96.91,97.59,96.72
96.75,97.52,97.69,96.66
96.85,96.65,97.18,96.19
96.10,96.29,96.29,95.80
95.12,95.19,95.71,94.80
96.85,96.51,97.70,95.81
95.60,95.73,96.26,95.58
95.60,94.96,95.60,94.96
93.65,94.36,94.69,93.60
93.00,93.13,93.24,92.65
93.93,92.15,93.93,91.95
92.05,91.71,92.07,91.70
90.85,90.75,91.32,90.44
88.58,88.27,88.63,87.91
87.34,86.89,87.38,86.66
86.15,85.08,86.15,85.08
84.80,84.79,85.37,84.36
83.69,82.99,83.70,82.86
83.15,83.63,83.73,82.76
83.40,82.31,83.40,82.15
82.11,81.81,82.48,81.61
82.31,82.61,83.19,82.31
83.11,82.45,83.20,82.34
81.94,81.64,82.00,81.53
81.55,81.16,81.81,81.07
80.75,81.20,81.81,80.45
80.85,80.74,81.14,80.59
80.30,80.12,80.45,80.10
81.50,80.91,81.60,80.40
80.72,80.25,80.75,80.05
81.51,81.73,81.80,81.00
83.08,85.01,85.53,83.08
84.17,82.21,84.20,82.21
83.01,81.61,83.01,81.56
82.51,82.84,83.44,82.50
82.31,82.52,82.64,81.96
81.10,81.24,81.65,80.96
82.41,81.92,82.60,81.85
82.60,82.59,83.00,82.00
84.36,84.26,84.80,83.85
82.13,81.29,82.25,81.25
82.01,82.93,83.08,81.95
84.25,84.11,84.92,84.09
84.20,83.94,84.30,83.71
83.78,83.79,83.80,83.17
84.45,85.13,85.33,84.45
85.04,85.11,85.12,84.50
86.05,85.62,86.20,85.33
83.69,83.76,84.30,82.54
85.30,85.83,86.20,85.20
85.88,85.29,86.04,84.92
86.00,85.71,86.19,85.60
84.60,84.85,85.05,84.31
84.25,84.82,84.90,83.70
85.05,85.00,85.20,84.60
82.66,81.59,82.66,81.33
81.49,80.63,81.49,80.51
81.30,81.89,82.39,81.30
80.70,80.56,81.19,80.10
81.00,79.97,81.14,79.50
80.49,79.99,80.49,79.89
79.25,79.41,79.43,78.60
78.80,79.13,79.13,78.30
80.65,80.20,81.07,79.90
82.95,82.71,83.20,82.61
83.71,84.61,84.61,83.55
84.74,84.94,85.20,84.37
84.30,83.48,84.31,83.19
83.40,83.97,84.30,83.40
83.89,83.92,84.30,83.63
83.45,82.54,83.55,82.30
83.17,84.94,84.94,83.17
86.67,87.26,87.35,86.41
86.74,87.92,88.00,86.58
88.78,89.20,89.76,88.35
90.10,89.85,90.49,89.30
90.09,90.19,90.26,89.30
91.79,92.54,93.20,91.35
92.13,92.15,92.43,91.86
90.50,89.75,90.50,89.62
90.55,90.86,91.50,90.55
90.25,91.12,91.35,90.10
90.80,90.84,91.60,90.63
88.75,89.32,89.69,88.60
89.94,90.88,91.10,89.85
91.70,90.59,92.23,90.50
89.54,89.34,90.07,88.50
89.40,88.02,89.52,87.55
88.62,90.29,90.30,88.62
90.80,90.49,90.85,89.86
90.30,90.34,90.49,89.69
90.60,91.49,91.66,90.40
92.70,94.50,95.13,92.66
96.55,96.39,97.07,95.97
96.90,94.74,96.95,94.59
94.24,93.96,94.94,93.96
94.50,94.22,95.34,94.07
94.20,92.71,94.35,92.71
93.90,92.16,93.90,92.02
92.30,92.16,92.55,91.80
92.80,94.19,94.58,92.00
95.31,94.89,95.95,94.57
93.75,93.59,93.80,93.29
94.00,94.69,94.74,94.00
95.51,95.69,96.20,95.48
93.20,92.26,93.25,92.19
92.35,91.46,92.40,91.31
91.60,91.08,91.80,90.77
92.00,93.29,93.29,91.55
93.76,92.90,94.14,92.80
94.31,94.04,94.69,93.94
92.05,92.26,92.30,91.65
92.05,90.69,92.05,90.58
92.25,91.50,92.36,91.25
91.13,91.19,91.67,90.75
92.25,92.04,92.80,91.71
92.51,93.14,93.30,92.50
94.30,95.14,95.56,94.25
95.75,96.39,96.46,95.10
96.00,96.23,96.35,95.50
95.80,95.28,95.98,95.12
95.05,94.71,95.05,94.65
94.25,94.06,94.49,93.46
97.20,97.60,97.85,97.05
98.44,98.19,99.15,97.90
99.60,98.62,99.60,98.31
98.95,97.39,99.40,97.00
97.70,97.78,98.15,97.50
97.56,97.26,98.37,97.25
98.05,98.79,98.84,97.43
100.05,101.25,101.30,99.87
103.04,103.65,104.10,103.04
104.00,103.98,104.50,103.72
104.25,102.31,104.25,102.20
102.43,101.66,102.60,101.00
102.75,102.21,102.80,101.58
102.95,103.94,104.30,102.95
101.60,100.41,101.60,100.19
100.60,101.29,101.45,100.30
102.70,102.67,103.19,102.30
102.60,101.02,102.65,100.97
100.52,101.19,101.24,99.80
101.95,101.10,102.15,100.94
100.37,101.37,102.09,100.37
99.60,98.76,100.40,98.65
97.24,97.46,97.79,96.95
98.70,98.44,98.80,97.95
96.74,97.54,97.64,96.70
96.60,96.43,97.30,96.25
95.80,95.46,95.83,95.30
96.55,95.55,96.55,95.35
95.00,94.00,95.00,93.76
93.60,94.09,94.35,93.26
93.50,93.47,93.60,93.05
92.84,92.10,92.88,92.05
94.00,94.52,94.65,94.00
95.33,95.84,95.84,94.95
95.30,96.37,96.55,95.15
97.85,97.34,98.13,96.96
96.10,96.68,96.80,96.00
95.95,95.52,96.45,94.91
95.55,95.29,95.81,95.01
94.85,93.85,94.85,93.35
94.43,94.08,94.50,93.50
94.75,93.33,94.95,93.20
93.33,93.39,93.73,92.75
94.25,94.93,95.05,94.15
94.15,94.05,94.45,93.61
94.55,94.04,94.97,93.94
92.80,92.78,93.35,92.65
95.60,94.53,95.63,93.87
94.89,94.12,94.95,93.70
93.96,94.03,94.30,93.42
96.16,96.90,97.25,96.10
96.70,98.92,99.00,96.70
100.67,101.94,102.15,100.60
102.52,103.33,103.50,102.12
103.15,104.51,104.90,102.95
104.60,104.83,105.10,103.50
104.96,105.80,105.87,104.11
105.49,105.96,106.25,105.39
105.35,104.71,105.75,104.45
104.95,105.44,105.74,104.95
104.65,105.88,105.89,104.10
104.60,104.50,104.80,103.85
104.40,105.51,105.63,104.40
104.75,104.98,105.22,104.51
103.09,104.11,104.57,102.90
104.63,106.00,106.17,104.63
104.66,103.96,105.30,103.80
103.02,104.00,104.79,102.71
105.20,104.98,105.32,104.85
107.10,109.28,109.50,107.10
109.80,109.24,109.99,108.85
109.94,110.12,111.40,109.50
111.00,111.23,111.80,110.65
113.11,112.23,113.17,112.05
111.95,111.90,112.15,111.05
111.40,111.43,111.85,110.75
110.00,110.09,110.24,109.35
110.51,110.58,111.00,110.44
110.80,111.05,111.43,110.76
113.29,113.30,113.77,113.10
112.28,109.43,112.28,109.40
110.26,108.01,110.26,107.72
107.20,106.89,107.40,106.75
107.35,107.44,108.00,106.95
106.65,107.31,107.90,105.90
108.00,108.70,108.85,107.99
107.25,107.16,107.69,106.95
106.75,105.91,106.87,105.50
106.35,106.14,106.70,106.01
104.55,103.66,104.55,103.35
103.35,103.06,103.80,102.94
103.65,103.09,104.65,101.43
103.10,103.44,103.88,103.08
102.40,101.16,102.61,100.90
101.14,100.71,101.38,100.60
100.11,100.62,100.85,99.80
101.47,102.23,102.23,100.98
104.80,105.57,105.95,104.44
105.59,104.63,105.59,104.40
104.30,103.99,105.08,103.78
103.20,102.20,103.20,102.02
100.35,101.32,101.46,99.71
100.46,99.46,100.46,99.03
99.55,99.44,100.62,99.38
99.00,99.25,99.72,98.60
97.20,97.55,97.82,97.05
98.10,98.25,98.50,97.77
98.30,99.00,99.58,97.98
100.54,101.49,101.56,100.10
102.10,101.49,102.36,101.32
101.25,101.17,101.43,100.85
100.10,99.59,100.75,99.35
99.00,98.41,99.05,98.13
97.50,98.76,98.76,97.20
98.60,98.62,99.20,98.16
99.61,98.80,99.83,98.69
97.00,96.63,97.15,96.30
95.80,94.79,95.80,94.50
94.50,93.65,94.50,93.18
92.80,92.50,93.20,92.27
93.45,92.72,93.52,91.18
92.75,92.26,93.11,92.20
92.21,91.01,92.21,90.82
90.70,90.53,91.08,90.20
90.13,89.96,90.23,89.31
89.65,89.88,90.23,89.23
89.57,89.87,89.87,89.17
90.55,90.81,91.46,90.33
90.70,90.74,91.27,90.25
90.20,89.64,90.20,89.36
89.60,89.58,89.85,89.32
91.03,90.30,91.15,89.77
92.25,92.62,92.89,92.20
92.50,92.55,93.10,92.28
92.63,92.75,92.85,92.46
93.55,94.21,94.74,93.55
