GASL,Direxion Daily Natural Gas Related Bull 3X Shares,NASDAQ
23.37,22.49,23.79,22.48
22.03,19.79,22.03,19.31
20.44,20.16,20.44,18.75
19.27,19.18,19.85,17.70
19.90,20.09,20.09,19.05
20.57,20.20,20.59,19.73
20.60,20.15,21.17,20.11
20.00,19.54,20.27,19.54
20.00,20.08,20.58,19.76
20.19,20.42,20.89,19.95
19.97,20.40,20.65,19.86
20.82,21.02,21.07,20.25
21.48,21.33,21.83,21.27
21.73,21.91,22.09,21.49
21.92,22.50,22.75,21.92
23.22,22.74,23.64,22.29
22.81,22.72,22.84,22.20
22.78,22.36,23.05,22.33
22.49,22.65,22.71,22.18
23.00,22.98,23.42,22.79
23.45,24.77,24.94,23.45
24.58,25.36,25.42,24.48
25.35,24.96,25.41,24.75
25.16,24.95,25.66,24.90
25.01,24.03,25.01,23.88
23.93,25.13,25.60,23.93
24.88,24.98,25.20,24.50
24.62,24.14,24.79,23.82
24.21,24.22,24.28,23.55
24.35,24.55,25.35,24.35
25.78,25.96,26.09,25.40
25.83,25.96,26.12,25.11
25.76,26.30,26.64,25.43
25.88,25.40,26.19,24.97
25.25,24.26,25.38,23.86
24.78,25.28,25.34,24.00
25.26,25.00,25.31,24.41
24.82,24.56,25.24,24.24
24.44,25.05,25.10,23.89
24.88,24.57,25.62,24.50
23.94,24.74,24.91,23.50
24.80,25.06,25.26,24.57
25.11,23.08,25.11,23.05
23.02,24.10,24.49,22.86
24.06,23.15,24.06,22.97
23.38,24.29,24.71,23.31
24.36,24.77,25.00,24.13
24.77,25.16,25.79,24.77
24.80,24.54,25.14,24.16
24.87,25.28,25.98,24.83
25.40,24.74,25.41,24.48
25.09,24.73,25.26,24.56
25.40,25.22,26.00,24.85
25.49,25.74,25.91,24.99
26.04,26.24,26.43,25.78
26.43,27.08,27.67,26.25
27.65,28.33,28.51,27.46
28.59,27.77,28.59,27.21
27.73,29.12,29.16,27.40
29.14,29.69,30.35,28.85
29.94,30.20,30.68,29.35
30.99,29.84,31.05,29.76
30.18,30.98,30.98,30.03
30.68,31.82,32.40,30.00
32.35,31.30,32.40,30.95
31.29,30.57,31.57,30.38
30.65,30.60,30.87,29.52
30.33,30.61,31.36,29.93
30.86,30.63,31.46,30.58
30.89,31.47,31.48,30.10
30.98,31.31,31.78,30.97
30.86,30.71,31.25,29.20
30.34,32.59,33.05,30.34
32.31,32.94,33.34,31.47
32.74,33.06,33.24,31.56
33.35,34.20,34.99,32.91
33.73,33.47,34.47,32.60
33.64,32.13,34.54,32.07
32.05,31.82,32.53,30.93
32.30,34.23,34.23,32.30
33.76,35.70,36.37,33.76
35.90,36.09,36.22,34.55
36.01,35.62,36.51,35.08
35.89,38.63,38.70,35.89
39.10,37.92,39.10,37.08
38.79,39.08,39.16,37.80
39.00,38.30,41.02,38.23
38.86,37.82,39.99,37.31
37.48,35.34,37.48,34.43
35.30,37.30,37.46,34.61
37.38,37.82,38.50,36.45
37.79,36.97,37.87,36.12
37.59,38.09,38.25,37.46
38.50,35.58,38.52,34.19
35.25,34.61,35.91,34.02
34.48,35.65,36.20,33.33
36.07,37.57,37.69,36.03
37.55,35.39,37.55,34.83
38.64,33.25,40.28,32.86
33.29,30.72,33.29,30.33
31.22,32.95,33.53,31.01
33.40,33.36,33.90,32.40
33.05,32.16,33.55,31.81
32.09,33.36,33.87,31.59
33.23,34.19,34.46,32.41
34.60,34.52,34.68,33.70
34.93,32.02,34.93,31.59
32.04,32.40,32.77,30.80
32.72,33.57,34.52,32.72
34.55,36.34,36.55,34.47
36.84,36.77,37.11,35.61
37.00,35.90,37.00,34.34
35.68,36.38,37.41,35.22
36.28,34.63,36.39,33.97
34.19,34.71,36.01,33.67
35.00,34.88,35.54,33.93
34.77,34.99,36.06,34.30
35.00,34.63,35.58,33.53
34.14,35.30,35.64,33.95
36.34,32.76,36.46,32.44
33.22,32.98,33.56,31.73
33.28,32.66,34.63,32.55
32.59,30.40,32.64,30.26
30.60,31.40,32.04,30.30
31.32,30.95,31.32,29.68
30.96,30.49,31.44,30.49
30.25,30.28,30.69,29.30
30.75,30.18,30.76,28.90
30.00,31.90,32.30,30.00
31.90,32.96,33.40,31.90
33.26,33.86,34.77,33.26
33.97,34.87,34.87,33.62
35.03,33.64,35.10,33.55
33.91,34.53,34.73,33.30
34.81,33.38,35.78,33.35
33.37,33.80,34.09,32.81
33.77,32.61,33.90,32.04
33.02,32.08,33.50,31.43
32.58,31.38,32.58,31.35
31.74,32.38,33.08,31.74
32.63,32.55,33.13,32.06
32.51,31.42,32.96,30.63
31.67,31.88,32.32,31.01
32.38,29.52,32.50,29.13
30.38,31.54,31.62,30.30
31.99,31.43,32.31,31.32
31.83,32.88,32.97,31.64
32.96,31.91,33.09,31.55
33.00,34.63,34.70,32.70
35.22,37.41,37.47,35.22
37.57,35.94,37.89,35.31
36.17,34.81,36.17,33.55
35.45,32.53,35.45,31.19
33.52,34.17,34.45,32.95
33.85,33.63,35.04,32.28
33.90,33.59,34.64,33.09
32.36,33.28,34.09,31.72
32.51,30.75,33.61,30.50
31.48,33.39,33.90,31.48
33.43,31.83,33.43,31.26
32.26,32.44,32.88,32.00
32.75,32.95,33.04,31.81
32.50,32.30,32.51,31.37
32.80,33.30,33.55,32.09
33.94,34.02,34.48,33.42
34.12,35.16,35.74,33.11
35.60,35.65,36.20,35.17
36.29,37.04,37.53,36.29
37.37,37.33,38.68,36.80
37.10,36.52,37.10,35.77
37.35,35.98,37.38,35.79
37.05,37.79,38.90,36.50
36.62,36.33,37.00,35.29
35.63,33.93,35.63,32.96
33.34,34.00,34.08,32.47
33.69,34.85,35.21,33.69
33.50,34.39,35.92,33.50
35.17,35.71,36.07,34.66
35.95,34.23,36.10,33.81
34.20,34.65,34.95,33.74
35.13,34.90,35.24,34.22
35.08,34.50,35.08,33.34
34.93,32.90,35.70,32.33
32.37,32.63,33.18,31.65
32.64,31.37,32.86,31.00
31.38,32.10,32.19,31.10
32.59,32.16,33.20,31.66
32.50,34.23,34.26,31.84
34.41,33.87,34.65,33.50
33.87,35.13,35.13,32.71
34.90,35.89,36.73,34.90
36.30,35.16,37.03,34.60
35.85,35.69,36.35,35.53
36.20,34.73,36.62,34.70
35.00,37.36,37.76,34.98
37.07,39.04,39.31,37.07
40.25,39.14,40.49,38.49
39.92,39.13,39.92,38.18
39.08,41.24,41.42,39.08
41.61,42.84,44.01,41.35
44.03,42.18,44.36,41.96
42.28,39.87,42.28,39.10
40.20,42.80,42.86,40.08
43.00,42.69,43.00,41.33
42.19,41.23,43.26,40.70
40.96,40.40,41.95,40.11
40.69,43.53,44.53,40.69
44.14,45.26,45.70,43.43
46.00,47.12,47.15,45.90
47.20,49.43,49.69,46.48
50.33,50.20,50.74,48.70
50.79,49.97,50.79,48.86
49.53,50.71,51.74,49.46
51.59,51.05,52.65,51.03
51.00,48.22,51.00,47.86
48.51,48.30,49.74,46.64
49.28,50.43,52.10,49.28
49.59,50.70,50.80,47.70
51.49,48.02,51.49,47.45
48.04,48.50,49.87,47.29
48.55,47.90,49.21,46.96
49.11,48.11,50.94,48.10
48.90,50.53,50.70,47.45
49.97,46.00,50.45,45.86
45.92,45.73,45.92,44.48
46.70,46.44,47.40,46.01
47.06,47.07,47.93,46.03
47.51,45.81,47.51,45.69
45.81,44.80,45.81,42.01
45.00,44.16,45.00,43.17
44.53,44.99,45.89,44.06
45.71,44.37,47.18,43.83
45.66,47.08,47.25,45.11
46.98,45.49,47.41,45.46
45.70,44.26,46.00,44.23
45.00,46.54,46.60,44.38
47.10,48.35,48.56,45.74
48.97,50.71,50.93,48.53
51.30,49.46,51.30,48.93
50.53,47.39,50.63,47.32
47.97,49.40,49.40,46.50
48.45,49.04,49.68,48.08
48.78,50.05,50.05,47.68
50.41,50.23,50.73,49.85
50.46,50.88,52.41,50.16
50.87,49.77,50.87,49.40
49.24,51.04,51.36,49.15
51.91,53.20,54.26,51.50
53.94,55.47,55.47,52.82
55.97,54.70,56.39,54.53
54.69,55.48,56.07,53.41
55.08,57.35,57.62,54.96
57.97,58.06,58.24,56.50
59.02,59.57,59.81,57.50
60.67,58.83,60.70,58.44
59.11,52.78,59.11,52.28
52.71,55.76,55.93,52.26
56.31,55.33,56.31,53.91
55.25,55.57,55.57,54.50
55.27,56.88,56.88,54.88
57.03,55.83,57.25,55.34
55.45,54.70,56.15,54.42
54.51,54.30,54.73,53.56
53.71,50.20,53.71,49.90
49.75,50.60,50.80,48.90
50.60,51.69,51.69,50.22
50.81,49.44,50.81,48.48
49.17,46.30,49.61,46.16
46.50,47.71,48.48,46.50
47.50,45.23,47.50,44.66
46.07,47.04,47.41,46.07
47.31,43.15,48.15,43.01
43.50,44.52,44.67,43.30
43.75,44.01,44.14,42.96
44.02,44.37,45.00,43.90
44.71,46.09,46.16,44.23
46.50,46.06,47.27,45.67
46.53,43.69,46.53,43.56
43.45,42.05,44.11,41.83
42.14,42.92,43.16,41.57
43.21,41.13,43.89,40.62
40.49,38.19,40.49,38.13
37.80,36.68,38.48,35.70
37.01,38.87,39.00,36.14
38.32,35.81,38.51,34.60
35.50,35.96,36.96,34.28
36.92,34.90,36.92,34.29
35.94,37.53,37.58,35.57
37.85,36.96,38.58,36.82
36.57,34.25,36.63,33.84
34.56,33.84,35.20,33.57
33.56,32.83,34.40,32.76
33.30,34.38,34.39,32.87
34.76,34.46,34.89,33.65
34.83,35.72,36.35,34.83
35.74,35.65,35.74,34.65
36.03,36.64,36.64,34.95
36.34,35.73,36.34,35.40
36.42,37.58,37.60,36.42
37.74,38.32,39.00,37.74
38.45,38.03,39.12,37.88
38.25,38.39,38.56,37.50
38.97,39.94,39.94,38.27
40.00,37.65,40.00,37.33
38.24,37.33,38.67,37.14
37.10,34.87,37.77,34.33
34.90,35.59,35.59,34.34
35.29,33.69,35.29,32.74
34.00,32.97,34.62,32.26
32.82,32.94,32.97,31.36
32.45,32.82,32.92,31.38
32.50,30.83,32.50,30.50
31.23,31.25,31.56,29.75
30.95,32.71,33.35,30.95
33.33,32.75,33.50,32.40
33.47,31.20,33.47,30.70
31.68,30.16,31.68,30.08
30.17,26.83,30.17,26.76
27.19,26.96,28.15,26.59
27.12,27.43,27.95,25.22
27.46,25.58,27.46,25.51
25.88,25.35,25.88,24.75
25.28,25.74,25.83,24.03
25.94,23.80,25.96,23.18
23.99,21.65,24.97,21.33
21.41,20.77,21.41,18.71
21.12,19.83,21.65,19.77
20.07,19.53,20.44,18.97
19.32,17.70,19.32,17.55
17.59,17.69,17.76,15.27
17.53,14.61,17.53,14.50
14.56,13.52,14.80,12.68
13.70,10.93,13.85,10.88
11.20,10.70,12.11,10.35
10.09,12.18,12.18,9.63
11.37,13.41,13.75,11.18
14.44,12.66,14.86,12.46
12.73,13.42,13.42,12.10
14.22,15.06,15.11,13.78
15.22,12.74,15.48,12.66
13.27,13.83,14.12,12.79
13.56,12.98,13.56,12.64
12.61,11.52,12.61,10.90
11.58,12.90,12.92,11.22
13.29,13.30,14.05,12.77
13.06,12.04,13.27,11.71
11.81,12.81,12.92,11.10
13.23,11.94,13.95,11.83
11.50,10.49,11.54,10.00
10.84,11.66,12.10,10.64
11.66,12.04,12.04,10.78
12.03,14.02,14.29,11.94
14.66,12.67,14.86,12.50
12.58,13.03,13.11,12.01
12.79,12.52,13.26,12.33
12.39,11.63,12.50,11.12
11.83,12.46,12.56,11.40
12.37,11.54,12.37,11.36
11.47,11.65,11.98,11.08
12.00,11.86,12.12,11.22
11.86,13.19,13.23,11.85
13.95,13.92,14.42,13.42
13.70,13.33,14.05,12.98
13.74,12.42,13.74,12.21
12.18,11.28,12.19,11.23
9.84,6.72,9.87,6.72
6.77,6.17,6.77,5.46
6.05,5.85,6.45,5.65
6.01,6.06,6.49,5.83
5.89,5.43,5.97,5.35
5.44,5.10,5.46,4.97
4.83,3.90,4.85,3.90
4.06,4.42,4.42,3.86
4.18,3.74,4.18,3.61
3.79,3.59,4.02,3.55
3.51,3.50,3.82,3.39
3.70,3.26,3.77,3.23
3.24,3.66,4.13,3.22
3.67,4.62,4.74,3.67
5.23,4.71,5.27,4.25
4.80,5.23,5.32,4.64
4.97,4.72,5.00,4.47
4.83,4.89,4.93,4.60
4.81,4.67,4.81,4.40
4.77,4.54,4.93,4.45
4.74,4.58,4.82,4.40
4.59,4.29,4.64,4.29
4.20,4.27,4.40,4.00
4.32,4.30,4.47,3.97
4.24,3.45,4.32,3.33
3.42,3.19,3.45,3.00
3.34,2.99,3.45,2.94
3.10,3.19,3.28,2.95
3.29,3.20,3.31,2.98
3.09,2.79,3.09,2.68
2.81,2.68,2.92,2.57
2.60,2.86,2.89,2.48
3.01,2.67,3.10,2.66
2.80,3.05,3.05,2.73
2.90,2.81,2.90,2.65
2.93,3.08,3.14,2.88
3.10,3.00,3.16,2.76
3.01,2.97,3.15,2.90
3.02,3.15,3.20,2.88
3.13,3.29,3.33,3.01
3.28,2.74,3.28,2.71
2.79,2.71,2.82,2.49
2.64,2.81,2.95,2.52
2.95,3.30,3.34,2.95
3.50,3.91,4.00,3.47
3.69,3.66,3.75,3.40
3.84,3.95,4.13,3.81
4.25,4.03,4.25,3.90
4.16,4.02,4.44,3.99
4.00,3.79,4.04,3.51
3.69,3.74,3.90,3.37
4.04,3.98,4.11,3.92
4.23,4.37,4.39,4.17
4.38,4.63,4.68,4.18
4.51,4.37,4.72,4.32
3.96,4.41,4.54,3.81
4.45,4.35,4.58,4.24
4.20,4.14,4.37,4.03
4.26,4.20,4.32,4.10
4.15,4.47,4.52,4.11
4.32,3.95,4.33,3.89
4.10,3.81,4.10,3.75
3.76,3.63,3.76,3.52
3.69,3.75,3.87,3.66
3.86,3.79,3.86,3.50
3.72,3.60,3.77,3.56
3.51,3.33,3.58,3.31
3.31,3.00,3.36,3.00
2.90,2.79,2.99,2.79
2.92,2.90,2.92,2.73
2.95,2.77,2.99,2.77
2.70,2.72,2.75,2.52
2.71,2.70,2.72,2.45
2.67,2.65,2.75,2.59
2.57,3.03,3.10,2.50
2.81,2.69,2.87,2.65
2.81,2.78,2.93,2.75
2.85,2.76,2.97,2.76
2.88,2.95,2.97,2.76
3.00,3.16,3.22,2.90
3.34,3.22,3.47,3.11
3.10,2.96,3.12,2.96
2.94,3.11,3.13,2.92
2.99,3.14,3.20,2.97
3.17,3.26,3.38,3.17
3.23,3.45,3.46,3.18
3.53,3.75,3.78,3.47
3.77,3.91,4.05,3.72
3.90,3.54,4.00,3.52
3.62,3.78,3.82,3.57
3.80,3.82,3.89,3.74
3.89,3.79,3.95,3.72
3.87,4.26,4.26,3.87
4.39,4.77,4.82,4.27
4.71,4.66,4.94,4.47
4.57,4.47,4.69,4.36
4.45,4.48,4.70,4.44
4.50,4.04,4.58,4.00
4.04,4.04,4.21,3.92
4.10,4.18,4.33,4.07
4.20,4.06,4.20,3.94
4.08,3.95,4.18,3.90
3.95,4.05,4.09,3.88
4.04,4.39,4.50,3.98
4.48,4.53,4.67,4.20
4.52,4.42,4.56,4.28
4.44,4.39,4.60,4.29
4.55,4.15,4.71,4.13
4.39,4.06,4.39,3.95
3.97,3.76,3.97,3.68
3.89,4.00,4.02,3.57
4.04,3.75,4.04,3.74
3.81,3.90,3.99,3.75
3.94,3.72,3.98,3.68
3.77,3.54,3.81,3.54
3.50,3.52,3.57,3.31
3.49,3.44,3.51,3.30
3.29,3.11,3.32,3.09
30.50,31.06,31.20,29.57
31.50,33.47,33.47,31.50
32.97,32.93,34.12,31.97
32.73,30.52,32.73,30.25
30.52,30.46,31.15,29.15
30.63,28.88,30.68,28.07
28.86,28.61,29.32,28.30
28.81,27.75,28.86,27.28
27.63,29.56,29.97,27.63
29.59,28.43,30.54,28.32
28.35,27.15,28.35,26.67
26.99,27.74,28.88,26.27
28.00,27.27,28.50,26.28
27.70,27.54,29.20,27.54
28.10,28.49,29.15,28.10
28.70,27.36,28.82,27.23
27.07,26.05,27.07,25.87
25.50,25.89,26.56,24.95
25.90,26.78,26.79,25.65
27.30,25.73,27.90,25.18
26.08,24.51,26.42,24.48
24.56,23.77,24.56,23.05
23.87,23.73,24.12,22.36
23.45,25.15,25.15,23.45
24.95,24.49,25.91,24.23
24.55,23.63,25.08,23.55
23.32,23.30,23.53,22.45
22.27,20.55,22.50,20.48
21.01,20.94,21.31,19.93
21.00,17.91,21.01,17.90
18.12,17.21,18.45,17.21
15.93,15.27,16.54,15.20
15.43,16.30,16.38,13.45
15.73,14.41,16.54,14.07
15.13,15.20,15.91,15.13
15.52,14.28,15.88,14.25
14.46,14.18,14.47,13.61
13.93,15.79,15.81,13.93
15.47,13.85,15.77,13.63
14.33,13.24,14.33,13.11
13.38,11.60,13.38,11.58
11.59,9.72,11.59,9.72
9.86,10.14,10.60,9.86
9.90,9.19,9.90,9.17
9.33,9.27,9.62,8.58
9.26,8.15,9.26,7.90
7.61,7.32,7.94,7.25
7.64,8.25,8.53,7.21
8.33,9.03,9.26,7.99
8.91,8.12,9.05,7.92
7.99,7.35,8.07,7.33
7.32,6.43,7.32,6.36
6.68,6.31,6.92,6.27
6.60,5.83,6.92,5.82
5.73,6.74,6.79,5.43
6.60,6.31,7.27,6.27
6.46,7.84,7.88,6.37
6.90,7.43,7.47,6.74
7.60,8.42,8.44,7.35
8.40,7.35,8.40,7.28
7.47,7.43,7.79,7.33
7.45,7.22,7.57,7.15
7.22,7.23,7.50,7.01
7.18,6.16,7.25,5.99
6.16,5.75,6.30,5.75
5.90,5.23,5.92,5.23
4.37,4.32,5.16,4.18
5.25,4.11,5.25,4.11
4.39,4.54,4.56,4.12
4.88,6.07,6.08,4.88
5.80,6.52,6.98,5.70
6.25,6.92,7.06,5.65
6.36,5.96,6.74,5.87
6.38,6.10,6.40,5.38
6.19,6.41,6.94,6.02
6.33,5.86,6.33,5.78
6.08,5.89,6.34,5.60
6.05,5.38,6.45,5.37
5.54,5.51,5.73,5.13
5.36,5.07,5.36,4.89
5.07,4.82,5.10,4.67
4.92,5.03,5.24,4.82
5.21,6.12,6.14,5.15
6.08,5.94,6.54,5.88
5.74,5.36,5.74,5.22
5.66,5.19,5.69,5.18
4.98,4.82,5.36,4.73
4.96,4.13,4.96,4.13
4.00,4.31,4.41,3.85
4.53,3.92,4.54,3.86
3.80,3.21,3.83,3.21
3.39,3.19,3.40,3.09
3.24,3.39,3.48,3.12
17.60,17.21,19.38,16.87
16.65,21.44,21.44,16.45
21.86,26.27,26.29,21.86
26.30,32.52,32.52,25.78
34.97,33.40,37.08,29.68
33.60,36.37,36.62,30.96
37.05,34.60,38.00,33.66
33.70,27.92,33.70,26.99
27.24,25.66,29.55,25.56
25.37,26.59,27.16,24.75
26.00,29.24,29.35,25.12
29.35,29.43,30.40,27.71
28.05,25.51,28.05,25.41
25.49,28.16,29.03,25.25
26.86,24.51,27.33,24.26
25.13,23.70,25.74,22.40
23.01,22.65,24.30,21.87
22.01,18.61,22.65,18.60
18.05,17.05,18.05,16.14
17.21,18.40,19.39,16.55
18.45,18.81,20.81,18.45
18.84,19.40,19.91,17.09
18.99,20.79,21.20,18.60
21.88,23.14,24.10,21.49
23.55,23.03,25.20,21.43
22.48,23.64,25.33,21.90
23.14,22.70,24.31,22.23
23.00,22.84,24.28,21.79
23.01,21.59,23.25,21.17
21.42,18.11,21.50,18.05
17.80,16.15,17.80,16.04
16.50,17.46,17.70,15.41
17.57,19.97,19.98,17.15
19.65,17.91,19.75,17.90
19.00,18.75,19.49,17.02
18.04,16.78,18.29,16.30
16.42,14.82,16.85,14.77
15.06,14.73,15.61,14.31
15.40,17.14,17.15,15.25
16.50,16.65,17.73,15.58
16.00,14.65,16.14,14.60
15.27,15.34,16.24,14.90
15.28,15.30,15.63,14.99
14.91,13.13,14.91,12.96
13.57,12.84,13.80,12.60
12.19,10.76,12.19,10.75
10.00,7.90,10.08,7.83
7.33,7.96,8.19,6.86
8.31,8.22,9.27,7.69
7.82,8.46,8.74,7.73
8.31,6.83,8.31,6.83
6.55,5.91,6.65,5.72
6.22,6.28,6.47,6.02
6.45,5.81,6.46,5.65
5.97,5.38,5.97,5.06
5.37,5.25,5.72,5.20
5.36,5.16,5.36,4.81
5.10,5.17,5.38,4.95
5.63,7.00,7.00,5.63
7.31,6.80,7.35,6.45
6.36,5.96,6.39,5.84
6.67,6.41,6.71,5.80
5.78,5.38,6.16,5.37
5.44,6.14,6.25,5.29
6.25,6.42,6.73,5.80
6.24,6.15,6.30,5.84
5.46,4.57,5.52,4.57
4.12,4.00,4.63,3.99
4.21,4.31,4.41,3.82
4.26,3.46,4.27,3.34
3.68,2.98,3.70,2.72
3.17,2.83,3.33,2.70
2.92,3.10,3.17,2.63
2.62,2.70,2.75,2.37
2.80,2.05,2.81,2.02
1.87,2.29,2.36,1.53
2.27,2.95,3.01,2.23
3.52,3.45,3.72,3.16
3.00,2.25,3.45,2.25
2.55,2.99,3.01,2.28
2.79,2.97,3.42,2.69
3.55,3.48,3.70,3.14
3.63,3.91,3.97,3.45
3.51,3.30,3.57,3.10
2.96,2.74,3.00,2.67
3.02,3.36,3.40,2.51
3.31,3.25,3.77,3.16
3.18,2.90,3.19,2.69
2.70,2.57,2.72,2.39
2.46,2.19,2.48,2.01
2.17,2.10,2.41,1.98
1.93,2.03,2.05,1.74
2.29,2.13,2.29,1.95
2.27,2.02,2.29,1.89
2.11,2.45,2.50,1.97
2.54,2.00,2.60,2.00
1.86,1.78,1.87,1.64
2.00,2.04,2.09,1.93
1.94,1.66,1.95,1.65
1.50,1.73,1.75,1.43
1.68,1.65,1.81,1.52
1.80,1.77,1.85,1.68
1.76,1.68,1.80,1.64
1.73,1.79,1.85,1.54
1.66,2.26,2.29,1.66
2.19,2.79,2.84,2.17
3.11,3.32,3.64,2.81
3.50,4.43,4.52,3.47
4.32,2.60,4.36,2.60
3.09,2.99,3.23,2.78
2.95,2.84,2.97,2.59
3.10,3.15,3.33,3.05
2.85,2.94,3.13,2.73
2.82,2.83,2.83,2.58
2.95,3.21,3.23,2.93
3.43,3.23,3.50,3.20
3.39,2.87,3.49,2.82
2.82,2.76,2.89,2.62
2.70,2.72,2.84,2.65
2.68,2.40,2.71,2.37
22.32,24.29,24.76,21.53
24.04,23.77,24.69,22.35
22.40,24.53,24.81,22.00
25.50,25.09,26.33,24.30
24.62,26.12,26.44,24.55
24.04,24.92,25.11,23.66
25.04,23.85,26.29,23.58
23.28,23.42,24.24,22.72
24.24,25.64,25.95,23.35
24.34,25.64,26.16,24.34
27.36,28.39,28.71,27.36
29.00,28.51,29.93,28.33
29.60,33.31,34.15,28.90
32.49,32.18,33.65,31.11
34.19,32.73,34.19,31.27
31.12,31.40,32.45,30.64
28.14,33.16,34.02,27.93
34.21,36.19,36.97,34.01
34.56,37.53,38.70,34.56
38.25,36.37,38.45,35.54
37.29,39.86,39.96,37.27
39.31,37.28,39.35,36.26
38.85,40.91,40.92,37.67
42.79,44.42,44.95,41.83
44.55,40.93,45.30,40.65
43.20,41.17,43.71,38.51
42.28,40.45,42.28,38.50
40.00,35.75,40.00,34.81
36.86,34.05,38.00,32.56
36.82,35.68,37.90,34.35
34.65,34.83,37.26,34.15
33.90,33.03,34.53,31.59
34.09,36.16,36.22,33.39
34.97,37.24,38.60,34.09
38.70,37.66,40.65,36.63
35.92,36.15,38.57,35.83
37.68,38.05,39.68,37.68
38.47,39.45,40.11,37.34
39.50,37.62,40.46,36.92
35.53,37.80,38.18,34.14
38.00,38.83,39.11,36.69
38.03,38.91,39.59,36.90
39.97,39.22,40.30,37.83
39.35,42.45,42.67,39.35
43.11,41.90,44.37,41.44
41.09,41.53,41.55,40.01
42.32,41.79,44.10,41.23
40.00,42.37,42.41,39.98
41.56,42.75,42.83,40.00
42.22,41.78,43.82,40.81
43.07,45.08,45.29,42.90
45.89,48.73,49.36,45.34
50.77,47.21,51.16,47.01
45.90,47.25,47.62,44.66
45.30,41.00,45.55,40.67
39.93,40.69,42.46,39.49
39.93,41.00,41.85,38.47
40.51,40.81,42.82,39.20
39.26,38.30,39.26,35.76
40.30,40.91,41.33,39.76
43.60,42.67,43.79,41.82
42.39,44.95,45.55,41.50
44.90,43.50,45.60,42.72
45.27,45.78,45.86,44.34
39.97,39.13,41.90,38.50
38.00,34.52,38.29,33.23
36.78,39.41,39.69,36.78
41.42,41.14,42.09,40.23
40.69,40.34,41.40,39.07
40.34,42.28,43.13,40.23
39.18,38.13,40.10,36.07
37.15,39.43,39.60,36.75
40.82,38.32,42.45,37.29
39.56,40.22,40.86,38.32
41.00,39.83,41.85,39.78
41.85,44.60,46.00,41.85
44.80,42.45,45.15,40.61
43.97,42.31,44.60,41.93
42.82,42.20,43.47,41.55
41.75,42.44,42.60,40.51
41.62,41.23,42.45,40.65
40.18,41.38,42.28,38.33
40.80,40.27,44.03,39.91
40.60,40.85,41.45,39.75
39.51,37.52,39.58,36.86
36.93,38.95,39.00,36.61
38.99,36.76,40.80,35.94
37.25,37.20,38.11,36.35
35.95,39.97,39.98,35.75
38.90,34.78,38.90,34.33
35.96,35.80,36.66,33.50
35.82,39.49,39.58,35.05
38.82,39.34,41.70,38.15
39.26,40.09,40.41,38.10
40.74,42.10,44.18,40.74
42.02,41.12,42.66,40.37
40.88,40.14,42.61,39.85
40.80,43.11,44.08,40.43
43.52,44.30,45.21,43.48
44.80,45.97,46.64,44.80
45.78,45.72,46.36,43.80
45.39,45.48,45.77,43.70
45.81,49.61,49.64,45.81
49.08,48.66,49.13,47.44
46.54,46.83,47.60,45.30
46.46,49.09,49.87,46.46
47.50,47.35,49.63,47.12
47.40,47.44,48.20,46.46
47.57,47.64,49.99,46.51
47.82,48.57,48.70,46.75
49.01,48.04,50.64,47.10
47.80,44.92,47.80,43.93
43.49,45.11,45.43,43.47
46.36,47.51,48.28,46.10
47.76,49.74,49.75,47.65
49.88,50.59,51.80,49.74
51.42,54.23,54.79,51.12
52.69,49.35,53.38,49.29
47.80,50.25,50.80,46.75
47.50,43.86,48.37,43.43
43.75,41.51,45.71,41.20
41.71,42.85,43.96,41.56
41.32,42.16,42.29,40.38
42.91,41.71,43.63,41.70
41.43,40.96,43.05,40.57
42.30,44.83,45.04,42.26
46.18,45.69,47.67,44.84
45.48,42.26,46.39,41.07
42.76,42.14,44.34,42.00
40.39,38.46,40.93,37.50
39.21,44.53,44.71,37.68
44.50,45.79,47.82,43.89
46.49,48.24,48.95,45.72
48.66,48.78,49.45,46.77
49.12,46.98,49.44,46.19
48.91,49.77,50.55,48.26
50.51,49.00,51.36,47.90
49.31,47.81,49.84,46.88
49.94,49.63,51.29,49.11
48.78,47.59,49.41,46.44
46.93,47.47,48.00,45.40
46.31,47.55,48.53,44.80
48.05,45.48,48.54,45.40
45.33,44.02,46.21,43.17
45.87,44.41,46.39,43.45
45.23,46.49,48.01,45.12
45.11,46.63,47.05,44.09
45.62,44.52,46.03,44.40
43.91,42.66,44.64,40.71
42.03,39.79,43.27,39.68
38.50,39.22,39.95,37.07
39.78,40.56,41.55,39.33
40.23,38.00,41.40,37.43
37.67,35.70,37.84,35.38
36.57,35.11,37.45,33.31
34.82,34.10,34.82,32.01
34.39,34.45,35.65,33.60
34.01,33.38,35.38,32.83
35.28,35.95,36.09,34.67
35.10,35.14,36.06,34.25
34.19,38.12,38.99,34.08
37.48,38.07,39.35,37.00
37.32,35.96,37.53,34.58
35.49,37.48,37.57,34.74
38.63,41.87,42.60,38.63
41.62,40.39,42.94,40.00
41.50,39.06,42.83,38.69
39.78,40.07,41.13,39.34
42.15,45.05,45.05,42.15
45.00,44.49,45.80,42.17
43.38,46.09,46.10,43.22
45.68,44.14,45.68,43.27
45.57,40.91,45.99,40.61
38.60,39.27,40.24,36.86
45.78,49.38,49.80,45.28
52.93,50.01,53.40,49.11
