BDX,Becton,NASDAQ
94.85,97.69,97.76,94.25
98.60,98.00,98.60,97.43
98.88,99.16,99.87,98.86
99.64,98.75,99.66,98.71
98.62,98.83,99.19,98.12
99.43,99.25,99.83,98.80
99.13,97.14,99.15,96.82
97.00,97.80,98.15,96.78
98.34,98.67,98.69,97.70
99.33,99.36,100.31,99.19
99.75,98.76,99.81,98.68
98.87,99.10,99.53,98.58
100.13,100.01,100.22,99.20
100.32,102.01,102.06,100.06
101.90,102.17,102.32,101.53
102.11,101.90,102.61,101.72
102.14,101.96,102.64,101.85
101.99,102.98,103.16,101.90
102.72,103.64,103.99,102.33
103.43,104.50,104.86,103.32
104.56,104.31,104.98,103.89
104.69,103.73,104.84,103.47
103.56,103.52,104.06,103.17
103.20,103.25,103.52,102.13
102.91,103.11,103.30,102.51
103.52,102.99,103.80,102.94
103.36,103.72,104.26,102.94
104.00,103.11,104.00,102.03
103.33,101.51,103.48,101.32
101.55,100.77,101.55,100.69
101.19,100.17,101.19,100.00
100.10,100.00,100.15,99.54
100.54,100.31,100.63,99.84
100.10,99.94,100.57,99.75
99.79,100.00,100.07,99.34
99.98,99.86,100.04,99.12
99.66,99.53,99.89,99.25
99.21,97.83,99.21,97.75
97.44,97.35,97.87,97.13
97.12,97.72,98.12,97.12
97.72,98.18,98.37,97.41
97.86,98.23,98.79,97.78
98.20,98.85,99.15,97.90
98.96,99.02,99.04,98.54
99.17,99.10,99.52,98.80
98.36,97.25,98.36,97.19
97.38,97.59,97.98,97.17
97.31,97.58,98.09,97.05
97.60,97.38,97.61,96.95
98.42,97.31,98.60,96.73
97.29,98.72,98.90,97.15
98.56,98.82,98.92,97.97
98.88,99.38,100.06,97.94
99.20,99.72,100.14,98.90
100.22,99.69,100.51,99.59
99.77,100.36,100.54,99.45
100.21,99.65,100.43,99.51
99.71,99.99,100.09,99.32
101.02,100.73,101.17,99.96
100.73,100.80,101.22,100.57
101.65,102.32,102.89,101.65
102.62,102.87,102.99,102.39
102.93,102.06,102.97,101.88
102.04,101.88,102.32,101.57
101.77,101.09,102.00,100.94
101.10,100.25,101.19,100.25
100.43,100.92,101.10,100.30
100.48,99.89,100.76,99.53
99.41,100.02,100.47,98.85
100.11,100.92,101.05,99.93
100.56,100.65,100.72,99.20
100.28,99.50,100.53,99.09
99.50,100.42,100.66,99.32
99.73,99.43,100.07,99.43
99.48,98.33,99.70,98.30
98.46,99.10,99.43,98.44
99.95,101.16,101.16,99.65
101.31,102.81,102.85,101.12
102.17,102.76,102.99,101.59
102.30,101.06,102.73,101.05
101.55,102.88,102.88,101.29
102.60,104.09,104.22,102.34
104.33,104.81,105.02,103.81
104.35,105.02,105.26,103.80
105.00,105.44,106.26,104.99
105.75,106.57,106.86,105.25
106.77,106.01,106.90,105.59
105.99,105.55,106.18,105.16
105.24,106.35,106.57,105.14
106.57,106.50,106.99,105.95
106.50,105.65,106.74,105.39
105.67,105.13,105.99,105.13
105.56,105.17,106.06,104.60
105.64,106.56,106.77,105.22
107.55,107.01,107.88,105.48
106.77,107.06,107.71,106.45
107.16,106.30,107.60,106.18
105.96,107.71,107.73,105.92
107.51,108.00,108.25,107.17
108.18,108.92,109.03,107.70
108.07,108.03,108.35,107.17
108.45,108.66,109.46,108.15
108.67,109.12,109.33,108.67
109.47,108.12,109.58,107.89
108.06,108.44,108.61,107.43
108.28,108.68,109.24,108.12
108.89,109.16,109.81,108.80
109.14,109.11,109.45,108.74
109.61,109.24,110.13,109.17
109.19,108.89,109.48,108.86
109.01,108.94,109.53,108.83
109.19,108.59,109.44,108.44
108.76,108.12,108.88,107.76
106.01,108.41,108.51,106.01
107.39,107.41,108.13,106.66
107.41,107.00,107.87,106.92
107.17,108.35,108.39,107.01
108.39,108.61,108.94,107.90
108.49,107.32,108.77,107.24
107.55,105.64,107.68,105.56
105.49,105.00,105.70,104.94
105.06,105.45,105.84,105.06
105.92,105.88,106.56,105.75
106.12,105.75,106.75,105.25
106.06,108.55,108.72,105.53
108.36,108.02,108.56,107.21
107.78,108.88,108.97,107.65
109.25,109.43,109.59,108.98
109.26,109.68,109.95,109.10
109.96,110.10,110.13,109.37
110.07,110.35,110.70,110.07
110.35,110.60,110.61,109.50
110.75,110.49,110.94,110.10
110.41,109.14,110.41,108.79
109.33,109.37,110.14,109.25
109.95,109.45,110.45,109.08
110.28,111.03,111.45,110.28
110.52,111.08,111.47,109.98
111.45,112.15,112.40,111.11
112.15,112.54,112.71,111.38
112.03,111.06,112.54,110.78
111.64,111.70,111.71,110.62
111.89,111.82,111.95,111.27
111.69,111.99,112.39,111.54
111.42,111.31,112.05,111.13
112.19,111.45,112.52,111.09
111.88,111.56,112.10,111.08
111.39,110.40,111.39,109.94
108.85,107.75,110.02,107.74
108.25,106.90,108.34,106.65
107.02,108.21,108.35,106.91
107.49,107.74,108.47,107.23
108.37,107.98,108.66,107.64
106.89,108.12,108.50,106.33
108.32,105.40,108.46,105.21
107.29,106.01,108.35,105.57
106.25,107.25,107.57,105.89
107.33,107.17,107.75,106.86
107.59,110.12,110.16,107.50
109.81,110.94,111.09,109.58
110.51,112.99,113.00,110.48
112.84,113.31,113.36,112.48
112.81,114.34,114.38,112.43
114.00,114.40,114.49,113.68
114.50,115.37,115.52,114.13
115.06,113.99,115.91,113.89
114.29,115.52,115.83,114.00
115.68,114.98,115.85,114.88
115.04,115.00,115.95,114.99
114.98,114.53,115.63,113.99
114.46,114.89,115.62,114.20
115.00,115.10,115.33,114.50
115.07,115.22,116.36,114.46
114.68,114.94,116.34,114.15
116.25,116.70,116.85,115.97
116.70,116.28,116.70,115.36
116.22,115.16,116.36,115.10
115.83,115.57,115.83,114.95
115.37,115.61,116.00,115.18
115.62,115.34,115.62,115.06
114.90,115.47,115.52,114.52
115.74,115.19,115.98,114.88
115.00,115.35,116.13,114.84
115.55,115.62,116.25,115.47
115.62,116.81,116.86,115.46
116.72,115.66,117.03,115.05
115.61,115.66,115.81,115.00
116.50,114.57,117.07,114.51
115.16,113.56,115.75,113.17
114.00,114.31,114.56,113.14
114.92,114.53,115.94,114.52
114.78,115.14,115.39,114.03
115.69,115.54,116.71,115.22
116.11,117.08,117.26,115.65
118.00,117.26,118.00,116.43
117.06,117.16,117.28,116.62
117.54,117.41,117.67,115.99
117.87,116.34,118.77,116.30
116.32,115.44,116.86,115.13
115.14,113.75,115.51,113.47
114.36,115.48,115.51,113.54
115.34,112.64,115.44,112.25
112.02,111.18,112.82,111.17
111.62,112.73,113.39,111.52
112.99,113.76,113.93,111.50
114.17,112.93,114.72,112.61
112.65,113.16,113.63,112.43
113.16,114.13,114.15,113.14
114.61,114.19,114.86,114.17
114.30,113.70,114.30,113.20
113.98,114.04,114.30,113.48
113.72,112.56,113.89,112.34
113.24,112.81,113.48,111.44
113.05,112.18,113.58,112.07
112.26,113.03,113.05,111.93
112.93,111.59,113.06,111.07
111.77,112.60,113.64,111.53
112.34,113.49,113.62,111.94
113.07,114.34,114.84,112.81
114.47,115.34,115.43,113.31
115.34,116.50,117.49,115.21
116.67,117.37,117.47,115.61
117.80,118.00,118.53,117.55
117.99,117.60,118.21,117.53
117.60,117.21,117.65,117.05
116.79,115.78,117.19,115.42
115.59,116.35,116.45,114.99
116.03,116.11,116.25,115.58
116.30,115.39,116.30,115.16
115.67,116.00,116.32,115.67
116.11,115.54,116.11,115.20
115.63,115.70,116.09,115.30
116.00,116.56,116.68,115.54
116.88,116.94,117.34,116.28
116.98,117.00,117.36,116.87
116.94,117.70,117.91,116.77
117.68,118.05,118.34,117.38
117.50,118.27,118.60,117.44
117.87,119.22,119.37,117.76
118.63,118.77,118.96,117.74
118.77,119.26,119.33,118.61
119.26,120.33,120.66,119.03
119.85,119.45,120.08,118.75
119.18,119.06,119.51,118.81
119.10,118.20,119.28,117.77
118.60,117.64,118.60,117.37
117.91,118.22,119.79,117.91
117.81,117.73,118.39,117.28
117.76,118.48,118.52,116.98
118.52,118.30,118.82,117.71
118.97,118.46,119.01,118.42
118.70,118.49,119.00,118.11
118.20,117.90,119.15,117.82
118.05,119.24,119.36,118.05
119.28,119.67,119.79,118.36
119.24,119.60,120.04,119.22
119.42,118.30,119.89,118.07
118.80,119.78,119.98,118.60
119.78,119.87,119.95,119.09
119.86,120.12,120.25,119.43
119.66,120.21,120.30,119.44
120.23,119.78,120.23,119.08
120.41,119.47,120.41,119.02
118.16,118.87,119.12,118.03
118.97,119.36,119.45,118.73
120.00,119.48,120.15,118.92
119.02,119.03,119.85,118.51
119.65,119.03,119.65,118.53
118.60,117.60,118.90,117.49
117.82,118.61,119.15,117.23
117.97,117.84,118.35,117.13
118.17,118.24,118.94,118.17
118.26,118.61,118.73,118.12
118.11,118.49,119.03,118.11
118.49,118.37,118.65,117.96
118.55,118.82,119.03,117.68
118.79,118.86,119.33,118.33
119.10,119.38,119.51,118.26
118.37,116.24,119.50,115.94
115.84,116.08,116.75,114.99
115.97,116.88,117.08,114.98
116.75,115.83,117.37,115.59
115.43,115.82,116.51,115.13
116.49,114.78,116.49,114.36
115.13,116.35,116.40,114.40
116.55,116.62,117.00,116.14
116.44,116.77,117.53,116.37
117.44,117.74,117.74,116.96
117.88,118.06,118.47,117.73
118.27,117.27,118.81,116.39
117.82,117.90,118.20,117.65
117.91,118.22,118.30,117.38
117.86,117.64,118.18,116.80
117.97,117.53,118.09,117.26
117.63,116.97,117.63,116.71
117.55,117.46,117.97,117.22
117.43,117.73,117.85,117.22
117.62,116.84,117.77,116.65
116.72,116.48,116.87,116.21
116.83,117.17,117.23,116.22
117.30,116.85,117.54,116.62
117.41,117.07,117.45,116.90
117.50,116.42,117.83,116.25
115.98,116.22,116.23,114.84
116.40,115.14,116.60,115.02
115.22,115.55,115.75,114.53
115.88,115.03,115.98,114.90
114.62,115.19,115.24,113.87
115.21,113.71,115.37,113.16
113.77,114.06,114.27,113.02
113.82,114.29,114.43,113.41
114.40,114.52,114.89,113.95
114.74,115.01,115.21,114.65
115.73,113.70,115.74,113.60
113.50,112.75,113.54,112.15
112.36,112.63,112.90,112.17
112.79,113.72,113.87,112.48
113.61,113.77,114.11,113.34
113.80,114.12,114.51,113.79
113.38,114.35,114.49,113.38
114.35,113.81,114.36,113.74
114.03,113.60,114.07,112.98
113.67,114.12,114.42,113.05
114.90,115.84,116.14,114.61
124.51,124.98,125.56,122.05
124.78,128.00,129.09,124.06
127.23,129.90,129.92,127.20
129.46,127.94,130.21,127.59
127.11,127.87,128.86,127.11
127.73,125.83,128.02,125.83
126.33,125.07,127.59,125.02
123.45,124.53,125.10,121.11
122.80,120.78,123.64,120.29
121.41,121.73,122.48,120.76
122.00,122.66,123.02,121.65
123.48,123.31,124.18,122.56
123.75,123.72,124.86,123.26
125.04,125.00,125.53,124.68
125.07,125.73,125.87,124.98
125.54,125.80,126.23,125.43
126.54,126.52,126.71,125.77
126.45,126.77,127.13,126.01
126.24,127.52,127.56,125.56
129.34,128.70,129.34,127.87
128.54,127.42,128.68,126.87
129.50,126.34,131.15,125.94
126.81,127.22,128.36,126.81
127.51,127.93,127.98,126.49
128.04,125.54,128.20,125.35
125.80,128.30,128.33,125.58
128.30,128.76,128.93,127.74
128.22,129.35,129.43,128.22
129.75,129.31,129.78,128.98
129.08,129.20,129.69,128.71
129.20,129.54,130.12,128.89
129.54,130.94,131.14,129.25
131.01,130.11,131.07,129.39
130.12,130.40,130.42,129.04
131.57,130.38,131.79,129.99
130.83,131.11,131.14,129.96
131.03,134.73,135.27,131.03
136.85,141.26,141.68,136.79
141.52,140.33,142.33,139.97
140.03,141.15,141.56,138.81
141.12,141.02,141.64,140.22
140.77,140.37,140.80,139.90
140.54,140.68,142.56,139.88
140.61,139.15,140.74,138.70
138.86,139.78,140.81,138.56
138.41,139.45,139.54,137.45
139.13,136.65,139.32,136.52
137.00,138.02,139.26,137.00
137.02,136.99,138.59,136.65
137.74,135.75,137.90,135.03
135.32,134.04,136.11,134.00
135.05,136.80,137.10,134.48
138.24,140.43,140.44,137.56
141.18,139.81,141.44,139.49
139.32,140.00,140.38,138.99
140.96,138.46,141.30,137.83
138.94,139.90,141.08,138.55
140.17,139.34,140.98,139.20
138.93,139.61,139.78,138.66
139.54,139.93,141.16,139.54
140.23,139.16,141.69,138.97
140.27,139.86,140.88,139.38
140.00,140.72,142.44,139.63
141.50,140.45,141.83,139.25
140.92,143.74,143.97,140.92
144.98,146.36,146.74,144.69
145.11,144.63,145.85,144.35
144.80,143.56,145.02,142.98
145.03,141.72,145.65,140.73
140.37,140.81,141.64,138.98
141.55,140.67,142.10,140.47
140.39,140.38,140.90,139.09
141.31,140.28,142.04,139.09
141.61,142.85,143.12,140.28
142.85,145.17,145.54,142.38
144.24,143.40,144.49,143.14
142.76,143.49,143.57,141.67
142.29,142.22,143.00,141.04
142.88,140.82,143.59,140.54
140.60,140.31,140.65,138.75
139.05,138.08,139.99,138.01
137.51,139.52,139.80,136.02
140.70,141.23,141.84,139.93
140.64,139.92,141.12,139.10
143.76,145.29,146.23,143.07
145.40,143.32,146.52,142.61
143.22,140.95,143.22,140.33
141.39,141.81,142.43,141.07
142.08,141.83,142.65,140.57
144.27,142.99,144.71,142.18
142.63,143.71,143.84,142.08
143.69,143.82,144.27,143.27
143.82,143.89,144.00,142.94
143.44,143.39,143.60,142.68
143.19,145.51,145.52,143.01
145.46,146.88,147.50,145.25
147.12,148.70,149.14,146.90
148.70,148.11,148.84,147.65
148.10,148.54,148.75,147.47
148.90,146.72,148.90,146.47
146.93,148.04,148.41,146.73
147.43,146.26,147.43,145.63
146.26,148.36,148.70,145.65
148.75,149.50,149.98,148.49
147.50,144.88,147.99,144.51
145.17,145.21,145.83,144.27
144.03,142.39,144.27,142.39
142.34,140.99,143.01,140.84
141.52,143.04,143.34,141.30
143.04,141.85,143.30,140.83
142.51,142.29,144.50,142.29
141.99,141.55,142.38,140.76
140.86,144.51,145.09,140.17
144.84,144.93,145.21,143.94
145.81,144.72,146.48,144.68
144.90,145.50,145.97,144.37
146.17,144.20,147.94,144.14
144.51,142.61,145.28,142.60
142.25,143.21,144.21,142.00
143.59,144.59,145.19,143.53
145.17,145.64,146.01,144.91
145.36,143.59,146.07,143.55
143.63,141.95,143.63,140.87
142.20,141.23,142.91,141.03
140.12,141.46,142.48,139.80
142.27,140.71,143.00,140.65
141.58,141.36,142.07,140.66
141.15,142.51,142.62,140.73
142.47,143.21,144.06,142.19
143.21,142.45,144.48,142.28
142.25,141.31,142.71,140.42
141.77,140.81,142.33,140.58
140.80,142.39,143.18,140.80
141.15,141.53,141.96,140.25
142.47,144.22,144.29,142.41
144.62,145.57,146.09,144.28
145.38,144.33,145.70,143.88
143.44,144.35,144.96,143.22
144.19,144.33,145.17,143.37
144.53,142.04,144.59,141.67
142.03,143.27,143.32,140.02
142.35,142.18,143.15,140.97
142.18,140.87,142.18,140.05
141.05,142.19,142.34,141.05
142.86,143.94,144.56,142.70
144.00,142.00,144.00,141.55
142.18,141.08,142.53,140.52
141.50,142.80,144.75,141.50
143.16,142.01,143.51,141.28
141.43,141.58,143.20,141.11
140.36,139.16,141.26,139.04
140.01,138.86,140.01,138.12
139.76,141.04,141.12,139.12
140.99,141.48,141.48,140.55
141.35,141.61,142.11,140.88
141.35,141.42,142.13,141.09
141.26,141.38,142.06,141.05
141.23,142.41,142.68,140.95
142.28,141.94,143.00,141.61
141.51,140.28,141.93,139.93
140.34,141.55,141.91,139.90
141.26,141.43,142.34,140.38
141.35,140.51,142.06,140.18
141.40,140.82,141.92,139.79
140.01,140.51,141.22,139.11
140.56,140.58,141.04,139.81
139.84,140.19,140.79,139.50
139.45,140.03,140.17,139.00
140.33,139.57,140.94,139.47
139.30,137.93,139.73,137.82
138.11,140.05,140.28,137.87
140.62,140.86,141.29,140.14
140.28,139.60,140.55,139.54
138.90,138.58,139.74,137.70
138.42,139.24,139.48,137.81
139.75,139.76,140.15,139.08
140.06,140.81,141.27,140.06
140.69,141.83,142.39,140.69
142.95,142.97,143.53,142.43
143.08,143.17,143.84,142.76
142.81,141.70,142.99,141.70
141.79,141.91,142.36,141.09
142.30,142.04,142.51,141.28
142.50,141.78,143.75,141.72
143.00,141.65,143.00,141.33
143.06,143.22,143.66,142.16
143.86,143.18,143.98,142.15
141.81,142.65,143.54,141.60
143.03,143.24,143.49,141.39
142.54,141.14,142.99,140.77
142.74,141.83,143.32,141.79
143.20,144.27,144.92,142.70
144.61,145.95,146.07,144.27
146.30,147.23,147.35,145.79
147.33,146.75,147.99,146.59
147.39,148.00,148.33,146.90
148.00,148.05,148.23,147.28
148.45,148.16,148.45,147.38
147.99,147.51,148.93,146.80
147.60,148.01,148.31,147.47
148.18,148.17,148.93,147.53
148.02,147.30,148.65,147.12
147.07,146.33,147.15,146.00
147.18,149.88,149.96,146.59
149.99,151.99,152.08,149.61
151.77,152.00,152.49,151.42
152.61,152.15,152.88,151.88
151.79,152.43,152.76,151.05
152.52,152.35,153.04,151.46
153.82,153.86,154.98,152.07
153.27,150.19,153.36,148.68
149.95,148.92,149.95,146.71
150.40,150.30,150.84,149.60
149.15,148.60,149.89,147.26
148.29,147.93,148.30,145.71
147.78,147.60,148.29,146.75
147.41,148.27,148.49,146.90
147.65,148.60,148.65,147.00
148.10,147.08,148.47,146.71
146.58,146.51,147.39,145.16
145.66,143.58,145.79,143.52
142.78,141.92,143.92,141.88
138.47,138.20,140.90,133.50
141.07,137.62,141.88,137.62
139.76,139.94,140.33,136.75
141.16,142.95,143.04,140.49
142.43,142.83,143.11,141.53
142.72,141.02,143.63,140.39
138.50,134.89,139.23,134.29
136.23,136.72,137.00,134.73
137.00,136.53,138.23,136.02
135.42,134.32,135.98,133.18
135.75,138.02,138.03,135.26
139.22,135.90,139.98,135.63
136.09,135.20,136.54,134.80
134.97,135.98,136.78,134.32
136.18,136.26,136.39,135.24
136.40,137.18,137.82,135.98
137.50,138.87,139.16,137.14
138.81,139.80,141.33,138.65
138.59,138.33,139.39,138.12
139.07,139.11,140.28,138.50
137.64,138.26,138.50,137.05
138.06,139.28,139.45,137.46
138.23,138.84,139.11,137.69
139.23,136.15,140.46,135.41
135.28,130.40,135.44,128.87
129.90,130.89,131.80,128.95
132.28,132.66,133.67,131.40
132.49,132.19,132.83,130.22
130.95,135.37,135.45,130.20
136.32,136.99,137.30,135.86
136.79,134.59,136.90,132.93
135.50,137.24,137.27,134.17
136.89,137.12,137.32,135.12
137.10,137.76,138.25,136.85
137.51,138.46,138.95,137.27
137.58,136.91,138.49,136.62
136.78,135.76,137.81,135.58
136.58,137.07,137.09,135.49
137.85,139.56,139.65,137.19
139.40,139.95,140.09,138.83
139.30,139.76,140.54,139.30
140.52,139.76,140.76,138.11
140.32,138.45,141.16,137.64
138.94,140.22,141.24,137.90
140.14,139.90,140.47,139.28
139.84,140.75,141.07,139.82
141.06,141.97,141.98,139.32
142.00,143.23,143.76,142.00
143.13,142.52,143.99,142.52
143.47,144.81,145.05,143.06
144.51,146.63,146.70,143.83
151.00,151.01,151.89,149.01
151.50,152.24,152.58,151.10
151.66,152.50,152.85,151.53
152.52,152.41,152.76,151.33
152.26,152.11,152.75,151.75
152.29,151.96,153.25,151.88
150.81,148.43,151.93,148.36
148.52,148.68,149.76,148.00
148.79,150.79,150.86,148.58
150.80,150.96,151.80,149.69
151.22,151.54,151.69,150.47
151.13,149.96,151.41,149.52
150.72,151.22,152.46,149.96
151.31,150.92,152.05,150.44
147.84,150.55,150.72,147.84
150.53,150.12,150.95,149.63
150.84,151.29,152.20,150.10
151.58,150.25,151.99,150.23
151.10,152.67,152.82,151.10
152.89,151.78,153.00,151.57
152.06,149.93,152.43,149.36
150.18,154.81,154.88,150.11
154.32,153.62,154.81,152.80
154.00,154.70,154.76,152.43
154.10,152.87,155.53,151.61
152.73,154.35,154.79,152.05
152.57,151.68,153.90,150.95
152.48,153.19,153.68,150.95
154.09,153.29,155.50,152.97
154.60,155.89,156.11,153.13
156.11,155.91,157.50,155.35
155.05,153.12,155.59,153.11
153.80,153.59,154.60,152.66
154.60,154.37,155.37,152.31
155.28,155.87,156.04,154.59
155.84,155.91,156.56,155.48
155.59,155.37,155.78,154.82
156.66,156.53,156.77,155.81
156.69,155.43,156.89,155.01
154.73,154.09,155.45,154.08
150.62,147.95,151.45,146.02
148.65,148.42,149.70,147.80
145.84,146.94,147.73,144.93
144.52,144.53,145.51,143.43
145.19,142.36,146.01,142.03
143.09,141.15,143.45,139.24
142.40,142.45,143.53,140.38
143.46,141.38,144.41,140.92
141.67,145.41,145.78,141.39
142.35,142.43,144.51,141.71
143.83,142.50,144.35,141.38
140.85,140.86,141.96,137.69
140.90,141.65,142.10,139.13
143.37,144.76,144.99,143.07
145.12,144.90,146.70,144.69
144.77,145.51,145.86,143.67
145.63,146.04,148.18,144.92
146.61,142.28,146.95,141.76
143.31,145.37,145.37,143.00
144.11,146.02,146.46,140.53
144.92,145.05,145.90,143.91
147.00,141.08,147.00,139.57
140.47,137.91,140.99,137.41
137.50,135.25,137.95,134.71
134.24,132.88,134.96,129.79
129.58,134.34,135.38,129.50
136.22,136.14,139.22,135.89
135.63,135.33,136.36,134.21
136.87,139.81,139.95,136.39
141.19,142.12,142.49,140.49
143.31,144.11,144.21,142.06
144.50,143.18,144.80,142.73
143.36,144.90,145.00,142.38
145.63,145.68,146.30,144.98
145.98,146.46,147.07,145.50
145.00,147.47,147.90,144.73
147.74,148.67,148.98,146.89
149.00,149.64,150.17,148.92
149.29,147.45,150.12,147.23
148.60,150.12,150.12,147.23
149.82,150.72,151.20,149.24
150.65,149.50,150.65,148.03
149.85,149.15,149.85,148.31
148.88,148.68,149.38,147.90
147.58,147.19,148.13,146.55
147.69,147.11,147.91,145.78
147.69,148.51,148.96,147.24
149.13,149.78,150.13,148.23
149.10,150.76,151.23,149.10
149.70,149.29,150.54,149.00
149.36,149.78,150.08,148.20
149.52,147.71,149.70,146.12
148.54,150.24,150.45,146.57
150.18,149.17,150.46,149.03
148.92,149.55,150.13,148.34
149.65,149.24,150.15,149.06
148.49,149.13,149.28,147.74
149.56,149.03,149.56,148.26
149.21,151.52,151.72,148.59
152.47,152.54,152.82,151.38
152.20,151.82,152.76,151.37
151.24,153.49,153.75,150.71
153.99,154.92,155.98,153.55
154.03,152.86,155.96,152.56
152.86,155.42,155.47,152.54
154.84,155.03,155.57,153.70
156.00,154.64,156.36,154.04
154.63,153.91,155.60,153.55
154.40,157.67,157.93,154.27
158.62,158.98,159.22,157.51
158.92,158.19,159.37,157.78
158.21,159.15,159.25,157.10
158.66,159.48,159.49,158.17
159.50,157.99,159.50,157.62
158.35,158.72,159.86,158.04
158.70,158.73,159.96,157.88
159.05,159.88,159.98,158.19
159.56,160.26,160.26,159.10
160.50,159.55,160.89,159.43
159.72,161.45,161.85,159.43
160.60,161.93,162.98,159.92
161.01,161.26,161.32,159.81
160.67,160.90,162.24,157.60
160.87,160.43,161.37,159.45
159.94,161.60,162.25,159.26
163.07,165.21,165.96,160.93
163.00,164.84,165.00,162.47
165.17,165.98,167.00,164.72
165.85,167.64,168.32,165.07
167.78,167.05,169.08,167.03
167.64,167.15,167.91,166.18
167.10,166.29,167.58,165.82
166.29,168.57,168.86,166.18
167.74,165.43,168.55,164.72
165.37,165.45,166.30,163.84
164.58,163.94,165.37,162.25
164.92,165.00,165.61,163.89
165.04,164.15,165.54,164.12
165.00,166.07,166.43,164.14
166.50,167.00,167.30,166.02
166.85,167.19,167.48,166.72
167.07,166.99,167.38,166.40
167.00,166.45,167.00,165.30
165.96,167.04,167.50,165.76
166.90,168.75,168.79,166.68
168.77,169.23,169.67,167.69
168.93,169.98,170.38,168.63
169.49,168.62,169.78,168.44
168.52,170.14,170.24,168.20
170.25,170.23,171.64,169.70
169.37,169.29,169.92,168.07
169.32,168.35,170.47,168.26
167.63,169.01,169.26,167.22
169.30,166.76,169.40,166.51
166.34,167.30,167.66,165.11
167.37,165.79,167.37,164.63
167.52,168.03,169.12,167.30
168.55,170.02,170.68,168.55
170.15,169.97,170.77,169.63
171.00,172.19,172.20,170.25
168.90,166.71,169.73,166.25
166.61,163.01,166.61,162.39
163.98,164.08,164.68,162.88
165.44,168.17,168.34,164.73
168.43,169.59,169.62,168.06
169.59,169.64,170.28,169.21
169.29,171.21,171.57,169.25
170.21,172.07,172.38,169.72
171.89,173.17,173.24,171.61
174.08,175.64,176.24,172.90
175.97,176.35,177.01,175.83
176.46,175.70,176.91,175.61
176.61,175.94,176.93,174.91
177.10,176.53,177.40,175.78
177.39,175.08,177.50,174.77
175.50,174.40,176.01,173.51
174.34,174.52,175.56,173.84
175.19,175.78,176.33,174.54
175.41,174.86,175.81,174.07
174.65,173.67,174.73,172.02
173.67,172.78,174.00,171.87
172.54,175.03,175.12,172.40
174.66,174.53,175.02,172.53
174.90,175.96,176.17,173.98
175.65,176.00,176.98,175.37
174.99,176.78,177.78,174.30
176.38,176.43,176.60,174.88
176.64,175.78,176.75,175.09
168.75,171.53,171.63,166.35
171.60,173.73,173.78,171.60
173.73,173.52,173.85,172.76
173.57,174.15,175.09,172.83
174.09,174.97,174.99,173.29
175.00,176.71,177.27,174.09
176.22,173.98,176.49,173.66
174.32,174.21,175.29,173.91
173.38,172.78,174.15,172.73
172.54,173.11,173.34,172.03
172.66,173.70,173.91,172.03
173.20,173.85,174.00,172.37
173.98,174.46,174.78,173.74
174.75,174.91,176.00,174.71
174.84,173.25,175.26,172.91
173.04,174.14,175.42,173.04
174.20,175.47,176.45,174.13
175.39,177.25,177.85,175.25
176.76,177.73,178.15,176.51
177.80,177.21,178.79,176.58
177.71,177.02,177.78,175.71
177.50,177.32,177.95,176.84
177.42,177.88,177.96,176.67
176.76,177.76,177.76,176.00
177.02,176.65,177.84,176.14
175.75,171.00,175.89,170.99
170.43,173.29,173.45,170.26
172.37,171.10,172.78,170.62
171.70,172.80,172.93,171.44
172.75,176.02,176.61,172.40
176.06,175.20,176.36,174.09
175.81,175.66,176.96,175.23
177.00,175.89,177.08,175.78
176.50,179.38,179.62,176.50
180.00,181.55,181.76,179.14
179.20,179.50,180.40,177.48
178.21,177.01,178.60,176.26
177.33,178.97,178.99,176.65
180.57,179.17,180.57,178.24
179.08,176.44,179.35,175.76
177.02,179.73,180.58,177.02
178.67,178.41,179.33,177.51
178.00,176.08,179.01,175.04
176.08,176.65,177.19,175.80
176.54,177.11,177.30,175.51
177.39,177.40,177.81,176.20
178.35,179.19,180.03,178.27
178.70,173.97,178.70,173.27
175.15,173.47,175.15,173.28
172.73,172.86,173.28,171.06
173.90,171.93,174.05,171.90
172.17,171.54,172.40,171.02
172.73,172.79,173.26,171.82
173.10,172.22,173.59,172.10
172.26,173.03,173.76,171.68
172.20,172.32,172.61,171.13
173.38,172.16,173.85,172.10
172.49,170.98,172.69,170.69
169.73,167.55,169.86,166.82
168.31,167.25,168.81,167.08
167.41,167.79,169.67,166.75
167.26,167.91,168.22,166.58
167.64,166.37,168.22,165.49
166.67,166.87,169.21,165.73
168.98,173.18,174.99,168.46
173.23,174.99,176.42,172.82
176.92,177.89,178.53,176.48
177.40,178.71,179.83,176.32
177.97,174.81,178.98,172.04
176.14,175.61,178.26,174.68
175.10,170.36,175.83,169.95
170.59,162.80,170.59,162.44
162.84,166.78,167.11,162.51
166.56,169.26,169.39,165.94
169.65,173.42,173.46,168.90
173.50,171.86,174.09,171.21
171.69,172.07,172.94,171.34
170.49,167.67,171.16,164.67
165.57,168.48,169.54,165.57
169.65,170.69,171.41,168.55
170.29,170.31,171.52,170.06
170.76,172.73,173.54,170.76
172.18,169.10,172.75,168.31
168.71,164.62,169.79,164.37
165.49,165.53,167.32,164.75
166.47,164.41,167.08,163.93
165.58,164.75,165.58,162.07
163.50,163.99,164.05,161.29
163.69,163.64,165.45,162.59
