EGPT,VanEck Vectors Egypt Index ETF,NASDAQ
64.16,64.52,64.92,64.16
65.52,64.60,65.52,64.44
63.84,64.16,64.20,63.80
64.28,64.28,64.48,63.44
63.32,63.04,63.56,62.96
62.32,63.44,63.44,62.24
63.32,62.56,63.32,62.48
62.04,62.60,62.76,61.92
62.76,62.32,62.76,62.32
61.20,60.88,61.20,60.36
61.72,61.56,61.72,61.36
nan,62.36,nan,nan
62.04,61.92,62.60,61.80
61.20,60.88,61.20,60.44
61.72,60.92,61.72,60.80
60.80,60.60,60.80,60.48
59.00,58.40,59.00,58.00
57.52,56.00,57.52,56.00
58.00,58.52,58.72,58.00
59.20,58.92,59.20,58.40
58.96,58.93,59.04,58.60
59.20,59.36,59.40,58.84
58.96,59.52,59.56,58.96
59.08,58.92,59.08,58.80
58.80,59.44,59.64,58.56
58.68,59.28,59.40,58.68
58.76,58.52,58.80,58.52
58.32,58.10,58.32,58.00
57.96,56.92,57.96,56.92
57.52,57.04,58.08,56.92
57.16,56.96,57.28,56.92
57.76,57.76,57.76,56.92
56.48,55.40,56.64,55.40
55.40,55.60,55.80,55.28
56.24,54.84,56.24,54.80
55.12,54.16,55.12,52.96
51.84,49.40,52.04,49.40
50.52,51.00,51.72,50.04
51.40,49.96,51.40,49.80
51.08,52.25,52.32,49.88
52.88,52.44,52.88,52.00
51.92,51.92,52.36,51.40
51.60,51.28,51.60,51.24
52.20,52.28,52.88,52.00
51.32,51.40,51.48,50.80
51.16,51.04,51.92,51.00
51.84,50.60,51.84,50.60
51.36,52.56,52.60,51.08
52.40,52.64,52.64,51.84
52.20,51.28,52.20,51.12
51.04,51.76,52.20,50.80
52.24,53.08,53.08,52.24
52.68,52.84,53.00,52.56
53.12,52.68,53.12,52.56
52.84,52.40,52.84,52.32
52.20,51.00,52.20,51.00
51.40,52.56,52.56,51.40
52.44,52.96,52.96,52.44
52.88,52.72,52.88,52.60
52.16,51.16,52.44,51.08
50.36,50.92,51.00,50.00
50.36,50.56,50.68,50.36
49.76,50.16,50.16,49.32
48.68,49.08,49.08,48.44
49.08,49.64,49.64,49.08
48.96,49.12,49.12,48.64
49.08,49.08,49.48,49.04
49.20,47.32,49.20,47.32
47.12,46.52,47.52,46.08
46.52,46.72,46.72,46.48
47.12,48.08,48.08,46.00
47.40,46.64,47.40,46.52
45.32,45.20,46.24,45.12
45.88,45.48,46.00,45.32
45.28,44.20,45.28,44.20
44.52,43.56,44.56,43.56
42.96,44.60,44.60,42.96
43.80,43.84,43.84,43.28
43.88,44.20,44.20,43.88
44.72,44.28,44.72,44.08
44.08,44.92,44.92,44.08
44.80,45.24,45.48,44.80
45.48,46.00,46.20,45.40
45.80,45.84,46.52,45.80
46.76,46.40,46.76,46.24
46.56,46.12,46.56,46.12
46.72,47.19,47.24,46.72
47.08,46.64,47.08,46.56
46.84,46.84,46.84,46.84
47.12,47.08,47.12,47.08
47.64,47.72,47.72,47.64
47.64,47.08,47.64,47.00
47.04,47.32,47.32,47.04
48.72,49.60,49.60,48.00
49.00,48.92,49.52,48.36
48.92,48.20,48.92,48.20
47.40,47.68,47.92,47.08
47.72,47.72,47.80,47.28
48.16,48.20,48.20,47.88
47.84,47.96,47.96,47.80
47.96,48.08,48.08,47.80
48.48,48.60,48.60,48.08
47.60,47.68,47.96,47.40
47.80,47.04,47.80,47.04
47.20,47.40,47.40,47.20
45.24,45.12,45.40,44.88
45.12,45.40,45.44,45.12
45.08,45.12,45.12,45.08
44.80,44.40,44.80,44.32
44.64,44.24,44.64,44.24
41.84,41.36,41.92,41.20
39.84,39.32,39.84,39.00
nan,39.64,nan,nan
39.96,40.12,40.20,39.96
41.24,40.88,41.24,40.56
42.76,43.48,43.48,42.76
44.72,44.52,44.76,44.52
44.36,44.44,44.56,44.36
44.40,43.92,44.76,43.92
43.64,43.16,43.68,43.16
43.40,43.44,43.60,43.28
43.16,43.72,43.80,43.16
43.64,42.92,43.64,42.92
42.96,43.12,43.12,42.96
42.36,41.96,42.44,41.84
42.36,41.44,42.36,41.44
41.84,41.28,41.84,41.28
41.80,41.48,41.80,41.32
41.84,42.16,42.16,41.72
41.40,40.88,41.44,40.76
40.68,40.32,40.72,40.32
40.24,39.96,40.24,39.68
39.72,39.32,39.76,39.32
nan,38.36,nan,nan
38.36,38.00,38.36,38.00
37.48,36.96,37.48,36.96
37.64,37.88,37.88,37.64
nan,37.84,nan,nan
38.44,38.64,38.92,38.44
38.40,38.24,38.40,38.08
38.08,37.92,38.08,37.88
37.96,38.00,38.00,37.96
38.44,38.48,38.48,38.44
39.48,39.76,39.76,39.48
40.12,40.48,40.52,40.04
40.80,40.80,40.80,40.64
nan,40.44,nan,nan
41.08,41.40,41.76,41.08
41.68,42.32,42.36,41.68
41.84,41.96,42.08,41.80
41.80,42.00,42.00,41.36
41.56,41.60,41.92,41.40
42.68,45.04,45.12,42.68
44.60,44.96,45.00,44.00
47.24,46.64,47.24,46.64
46.44,47.16,47.40,46.44
46.76,47.16,47.24,46.76
48.36,49.00,49.00,48.08
49.16,49.16,49.92,49.16
48.56,48.56,48.56,48.00
48.80,48.88,48.88,48.56
48.08,47.84,48.08,47.36
47.72,48.32,48.32,47.72
48.92,48.84,49.40,48.72
49.24,48.80,49.24,48.80
48.36,48.08,48.36,48.04
51.68,51.84,51.92,51.20
51.84,52.00,52.16,51.84
52.40,51.56,52.40,51.44
51.64,52.12,52.12,51.20
52.36,52.16,52.36,52.04
52.32,52.44,52.44,52.32
52.48,52.08,52.48,52.04
53.20,53.76,53.76,53.20
53.80,53.80,53.92,53.60
54.16,54.88,54.92,53.72
54.96,55.48,55.48,54.76
55.52,56.24,56.44,55.52
56.40,56.92,56.92,56.28
57.08,56.88,57.08,56.60
56.88,57.16,57.52,56.88
56.76,56.28,56.76,56.28
56.60,56.60,56.60,56.24
56.44,55.96,56.44,55.92
55.80,55.52,55.80,55.52
53.64,53.32,53.88,53.32
51.92,52.00,52.00,51.24
52.64,52.68,53.12,52.56
52.64,53.04,53.28,52.64
53.52,53.24,53.52,53.16
52.20,51.76,52.20,50.72
52.56,52.76,52.80,52.24
52.68,53.16,53.16,52.68
52.88,52.60,52.88,52.48
52.44,53.12,53.12,52.44
51.52,51.16,51.52,51.08
51.12,50.92,51.16,50.92
51.56,51.76,51.96,51.32
50.60,50.68,50.72,50.32
51.20,50.68,51.20,50.64
50.56,50.04,50.56,49.80
50.08,49.84,50.08,49.84
49.52,49.12,49.52,48.84
48.96,49.12,49.68,48.84
48.00,47.36,48.00,47.32
47.08,46.04,47.08,46.04
48.20,47.76,48.20,47.44
48.36,48.80,49.24,48.36
48.80,48.04,48.84,48.04
48.40,48.56,48.56,47.88
48.12,48.28,48.28,48.00
47.92,48.00,48.32,47.92
48.36,48.32,48.80,48.12
48.80,48.56,48.84,48.56
50.24,50.56,50.76,50.24
50.80,50.36,50.84,50.36
50.72,51.08,51.24,50.72
51.08,52.12,52.12,51.08
51.72,51.88,51.88,51.68
51.32,51.68,51.68,51.16
51.96,52.04,52.04,51.96
51.36,50.96,51.36,50.88
51.40,51.40,51.40,51.40
50.76,49.88,50.76,49.84
51.20,51.20,51.32,51.20
51.16,51.24,51.36,51.16
51.28,51.21,51.28,51.00
50.84,50.80,50.96,50.80
50.84,51.00,51.16,50.84
51.00,50.96,51.24,50.96
50.84,50.16,50.84,50.12
49.92,49.28,50.00,49.28
48.84,47.80,48.84,47.20
48.00,47.76,48.16,47.64
48.48,49.16,49.20,48.48
nan,48.95,nan,nan
49.60,49.92,50.32,49.24
50.12,49.88,50.20,49.88
49.44,49.72,50.04,49.44
48.44,48.12,48.44,47.80
47.60,46.64,47.60,46.64
47.24,47.68,47.72,47.08
46.80,46.72,47.00,46.48
47.12,46.00,47.12,46.00
45.88,45.56,45.96,45.48
45.84,46.44,46.44,45.76
46.64,45.96,46.64,45.96
45.48,45.48,45.76,45.48
45.96,44.04,45.96,43.96
45.32,46.08,46.08,45.32
45.56,45.64,45.68,45.56
45.60,45.08,46.00,44.80
44.68,43.44,44.68,43.24
43.60,43.52,43.88,43.48
43.20,43.16,43.24,43.04
43.40,43.12,43.52,43.12
42.80,41.60,42.88,41.60
41.60,41.80,41.88,41.60
45.96,46.92,46.92,45.96
47.72,48.00,48.00,47.72
48.04,48.40,48.44,48.04
48.32,49.16,49.16,48.24
49.56,50.28,50.28,49.56
50.72,52.00,52.00,50.72
51.84,52.40,52.52,51.84
52.08,53.04,53.68,51.96
52.92,53.00,53.60,52.76
50.28,49.72,50.28,49.36
50.60,49.40,50.60,49.40
49.96,50.16,50.80,49.96
50.52,49.80,50.52,49.40
44.35,49.84,50.16,44.35
49.28,48.72,49.28,48.62
49.92,49.88,49.92,49.36
49.96,49.88,49.96,49.52
50.36,50.28,50.56,50.28
49.92,50.04,50.04,49.92
49.60,49.68,49.72,49.52
49.20,49.20,49.20,49.20
49.24,48.98,49.24,48.68
49.08,49.16,49.16,49.08
49.20,50.20,50.24,49.20
49.68,49.48,49.68,49.48
50.00,49.80,50.00,49.60
49.72,49.48,50.20,49.48
49.76,50.04,50.04,49.70
50.48,50.80,51.08,50.44
51.04,51.76,51.96,51.04
51.76,51.56,51.76,51.52
50.88,51.92,51.92,50.88
51.36,51.60,51.96,51.28
51.60,52.88,52.88,51.60
52.88,53.60,54.08,52.60
53.88,53.48,53.88,53.20
53.80,53.84,53.92,53.40
54.04,54.36,54.44,54.00
54.60,54.24,54.60,54.24
53.56,54.36,54.36,53.56
54.52,54.60,54.72,53.92
54.48,53.96,54.48,53.56
54.52,54.48,54.68,54.36
54.24,54.88,54.88,54.24
54.88,55.52,55.60,54.88
55.60,56.20,56.36,55.60
56.24,55.64,56.24,55.60
55.80,56.16,56.28,55.80
56.72,57.44,57.80,56.44
58.00,58.32,59.52,58.00
58.64,58.28,58.64,58.24
58.52,59.28,59.28,58.52
59.68,59.92,60.00,59.68
60.12,59.88,60.56,59.88
60.76,61.84,62.00,60.76
60.76,60.76,61.32,60.36
61.72,61.56,61.88,60.72
60.12,60.64,61.72,60.12
61.16,61.80,62.16,61.16
60.84,62.96,63.16,60.84
63.64,62.92,63.64,61.80
62.00,63.44,63.60,61.48
63.36,63.08,63.48,62.68
62.64,62.80,62.92,62.24
63.08,63.24,63.88,63.08
63.52,62.84,63.52,62.60
62.64,63.00,63.00,62.36
63.20,62.36,63.20,62.36
59.88,59.32,60.16,58.04
58.48,59.64,60.04,58.48
60.00,60.24,60.64,60.00
60.68,61.40,61.80,60.68
62.00,61.08,62.20,61.08
59.52,59.36,59.52,58.80
60.52,59.36,60.52,59.36
60.44,60.60,61.16,60.44
60.72,60.72,61.12,60.72
61.72,60.84,61.72,60.52
60.68,60.79,60.80,60.52
61.12,61.42,61.42,61.12
61.32,62.12,62.12,61.32
62.00,61.60,62.00,61.44
61.88,60.84,61.88,60.84
61.20,60.68,61.20,60.36
60.44,60.40,60.80,60.12
60.96,61.12,61.20,60.96
61.00,60.99,61.48,60.80
61.00,60.96,61.20,60.44
59.48,57.36,59.48,56.72
58.00,57.51,59.04,57.36
58.28,58.24,58.84,57.80
57.80,58.60,58.60,57.20
58.68,58.92,58.96,58.40
58.00,58.52,59.04,58.00
58.08,58.36,58.84,58.08
58.12,58.00,58.68,58.00
58.68,58.32,58.84,58.32
58.68,58.80,58.92,58.68
58.60,57.60,58.76,57.60
57.08,57.28,57.84,57.04
57.76,57.24,57.76,56.68
56.88,56.16,56.88,55.96
56.52,56.72,56.80,56.34
57.76,57.40,57.76,56.40
57.00,56.36,57.08,56.24
53.20,52.32,53.20,51.24
52.04,52.12,52.40,51.68
50.08,49.52,50.80,49.40
50.76,49.84,51.28,49.64
49.64,49.76,50.28,49.48
49.52,49.60,50.16,49.04
50.48,50.86,51.84,50.48
51.36,50.92,51.56,50.73
50.80,49.84,50.80,49.80
49.76,50.48,50.52,49.28
50.16,51.20,51.32,49.68
50.88,51.60,51.88,50.60
52.48,52.52,53.24,52.44
52.80,51.52,53.16,51.12
51.68,51.76,52.60,51.20
52.52,53.52,53.60,52.52
54.00,53.92,54.48,53.44
54.56,55.06,55.16,54.40
55.48,55.48,55.80,55.00
55.00,55.12,55.36,54.04
52.07,50.76,52.07,50.48
50.80,50.80,51.92,49.74
51.88,51.68,52.56,50.84
51.56,51.56,51.64,50.28
51.84,51.00,52.40,51.00
52.40,52.96,53.68,52.40
53.28,53.20,53.52,52.72
53.28,53.20,53.72,52.44
53.08,52.52,53.32,52.08
52.08,52.52,52.68,51.76
53.08,52.68,53.08,52.00
52.52,52.52,52.56,51.64
52.12,52.60,52.80,52.04
51.96,52.28,52.32,51.64
51.28,51.38,51.60,50.62
51.40,52.08,52.36,50.60
51.48,51.68,51.92,51.04
51.44,52.16,52.36,51.20
51.56,51.56,51.68,50.89
51.12,51.52,51.60,50.68
51.56,51.60,52.00,51.08
51.72,51.40,51.76,51.20
50.40,49.92,50.52,49.48
49.60,49.28,49.60,48.72
49.12,49.76,50.32,49.12
49.44,49.72,50.88,49.44
49.48,50.12,50.64,49.48
50.88,51.16,51.64,50.69
52.16,51.38,52.16,51.20
51.20,50.84,51.20,50.36
51.20,51.24,51.32,50.28
51.88,51.56,52.00,51.32
51.52,51.28,51.60,51.12
51.64,52.04,52.72,51.32
51.68,51.36,52.00,51.24
51.28,51.32,51.72,51.20
51.20,50.64,51.32,50.52
50.28,50.40,50.68,50.12
50.12,49.44,50.14,49.40
49.44,49.04,49.70,48.96
49.00,49.56,49.96,49.00
49.44,48.44,49.44,48.28
49.00,48.60,49.20,48.30
48.82,48.68,49.20,48.20
48.44,48.08,48.47,48.08
48.08,47.92,48.28,47.68
47.04,46.60,47.08,46.00
46.24,46.44,46.80,46.20
46.56,46.30,46.62,46.12
46.56,47.00,47.20,46.24
47.36,46.76,47.36,46.52
47.04,47.48,47.68,46.92
47.72,47.08,47.76,47.08
47.28,47.12,47.32,46.68
46.92,46.36,46.92,46.32
46.36,46.36,46.62,46.32
46.00,46.24,46.28,46.00
46.16,46.04,46.40,45.84
46.12,46.08,46.12,45.44
46.40,45.20,46.96,45.20
45.60,45.68,46.16,45.60
45.68,45.60,46.12,45.36
45.44,45.04,45.56,44.92
45.28,44.80,45.44,44.56
45.20,45.00,45.20,44.44
44.80,44.36,44.84,44.08
44.40,44.20,44.64,44.04
43.72,43.32,43.72,43.04
43.00,43.28,43.52,43.00
43.00,43.80,43.80,43.00
43.88,44.00,44.28,43.76
44.40,44.28,44.60,43.92
44.72,45.36,45.40,44.72
45.76,45.28,46.72,45.08
45.08,44.80,45.60,44.80
45.08,44.12,45.48,44.12
44.76,45.15,45.24,44.60
44.68,43.62,44.76,43.52
43.68,43.84,44.08,43.60
43.84,44.00,44.64,43.84
44.44,44.84,45.00,43.89
44.56,44.08,44.68,43.92
44.60,44.12,44.60,43.32
44.32,44.40,44.80,44.08
44.68,44.56,44.80,44.24
44.60,44.52,44.72,44.04
44.72,44.48,44.72,44.00
43.80,44.16,44.44,43.80
44.60,44.84,45.00,44.20
45.44,45.28,45.52,44.84
45.28,45.40,45.60,45.20
45.20,45.08,45.76,44.84
45.60,45.68,45.76,45.08
45.56,45.36,45.76,45.36
45.68,44.44,45.68,44.16
45.04,44.20,45.04,44.08
44.56,44.64,45.00,44.20
44.88,45.60,45.68,44.84
45.12,45.04,45.24,44.92
45.08,44.88,45.08,44.58
44.88,44.40,44.88,44.28
44.64,44.64,44.72,44.33
44.76,43.48,44.80,43.16
43.96,43.40,43.96,43.04
43.72,43.72,44.04,43.28
44.68,44.20,44.68,44.04
44.16,43.76,44.16,43.68
44.04,44.00,44.16,43.84
44.00,43.08,44.08,43.00
42.60,43.28,43.28,42.28
42.76,42.32,42.76,42.16
41.48,40.96,41.48,40.80
41.08,40.64,41.16,40.40
40.56,40.76,41.12,40.52
38.88,38.72,39.04,38.04
38.16,38.60,38.96,38.12
37.08,37.08,37.36,36.92
37.64,38.36,38.48,37.40
38.80,38.50,38.80,38.48
38.36,38.64,38.92,38.24
38.24,39.16,39.32,38.24
38.32,38.12,38.84,37.80
38.36,37.12,38.84,37.00
36.88,36.48,37.36,36.44
37.08,36.44,37.28,36.28
36.84,36.92,37.10,36.75
37.32,36.84,37.41,36.76
37.48,37.40,37.52,37.08
37.00,37.89,37.89,36.92
