DRAM,Dataram Corporation - Common Stock,NASDAQ
11.94,11.25,11.94,11.21
11.22,11.01,11.97,10.92
10.95,11.25,11.37,10.95
12.12,11.67,12.15,11.55
11.58,11.10,11.85,11.10
11.14,11.67,11.94,11.14
11.99,11.70,11.99,11.40
11.25,11.70,12.10,11.25
11.70,11.54,11.70,11.28
11.45,11.28,11.61,11.25
11.25,11.25,11.79,10.95
11.19,11.04,11.40,10.92
11.55,12.57,12.90,10.89
12.87,12.84,12.90,12.15
12.90,14.34,14.82,12.89
14.82,16.50,18.57,14.61
15.54,15.66,16.44,14.67
15.54,15.51,15.90,15.03
15.21,14.10,15.63,13.71
13.98,13.14,13.98,12.66
13.02,12.60,13.20,12.60
12.60,12.72,13.05,12.12
12.51,13.86,14.52,12.33
13.80,14.10,14.16,13.50
14.10,9.33,14.10,8.64
9.33,9.18,10.59,8.94
9.15,9.21,10.28,8.76
9.54,9.30,9.81,8.88
9.21,8.95,9.27,8.85
9.12,8.97,9.24,8.82
9.15,8.67,9.15,8.28
8.25,8.55,8.67,7.80
8.37,8.22,8.88,7.76
8.01,7.80,8.07,7.50
7.65,7.20,7.71,7.20
7.14,6.90,7.17,6.66
6.72,8.31,9.60,6.72
8.52,8.25,9.09,8.25
8.49,8.94,10.11,6.90
8.94,9.12,9.30,8.55
9.09,8.76,9.09,8.58
8.97,8.64,9.00,8.58
8.67,8.94,9.00,8.64
8.97,8.67,8.97,8.58
8.94,8.55,8.94,8.55
8.85,8.66,8.85,8.40
8.82,8.73,8.85,8.67
8.63,8.46,8.85,8.40
8.61,8.61,8.64,8.32
8.28,8.64,8.67,8.28
8.67,8.31,8.85,8.31
8.49,8.40,8.61,8.40
8.61,8.44,8.64,8.43
8.77,8.37,8.77,8.28
8.40,9.42,10.20,8.34
9.69,8.70,9.69,8.64
8.88,9.21,9.30,8.79
9.30,9.48,9.60,9.00
9.21,9.42,9.54,9.21
9.21,8.49,9.33,8.43
9.27,8.55,9.27,8.44
9.09,9.00,9.21,8.40
8.85,8.76,9.09,8.61
9.15,9.15,9.15,8.84
9.00,8.73,9.12,8.55
8.40,8.49,8.82,8.31
8.31,8.70,8.85,8.28
8.58,8.91,8.94,8.58
8.37,8.31,8.55,8.28
8.07,7.62,8.19,7.29
8.22,7.62,8.22,7.36
8.16,7.56,8.16,7.53
7.59,7.62,7.80,7.56
7.56,7.62,7.77,7.50
7.56,7.53,7.80,7.20
7.53,7.23,7.74,7.23
7.35,7.14,7.44,7.05
7.38,7.35,7.38,7.20
7.11,7.29,7.38,7.11
7.17,6.96,7.38,6.93
6.93,7.29,7.41,6.93
7.11,7.05,7.20,6.99
7.02,7.17,7.20,6.96
6.93,7.32,7.32,6.93
7.08,7.35,7.41,7.02
7.23,7.23,7.38,6.84
7.23,7.20,7.29,7.20
7.11,7.32,7.32,6.90
7.14,7.29,7.35,7.14
7.20,6.99,7.29,6.90
7.02,7.29,7.29,6.96
7.29,7.32,7.32,7.23
N/A,N/A,N/A,N/A
7.14,7.20,7.32,7.05
7.19,7.32,7.32,7.19
7.12,7.12,7.12,7.12
7.05,7.17,7.29,7.05
7.05,7.11,8.25,7.05
7.08,7.35,7.59,6.81
7.29,7.05,8.10,6.63
6.93,6.60,7.05,6.60
6.84,6.84,6.84,6.60
6.81,6.81,6.81,6.60
6.63,7.02,7.29,6.54
7.17,7.08,7.26,6.66
7.23,7.23,7.23,7.23
7.23,7.14,7.23,6.81
6.81,7.05,7.05,6.48
6.69,6.90,7.08,6.48
6.90,6.90,7.08,6.87
6.90,7.05,7.05,6.63
6.90,7.38,7.38,6.75
7.29,7.20,7.50,6.93
7.00,7.43,7.50,7.00
7.44,10.44,11.19,7.44
10.20,9.54,10.64,9.30
9.87,9.90,10.20,9.63
10.02,9.96,10.02,9.36
9.60,8.67,9.75,8.10
8.85,9.27,9.30,8.85
9.06,9.24,9.51,8.85
9.24,9.03,9.24,8.73
9.24,8.88,9.30,8.61
9.03,9.15,9.30,8.49
8.55,8.67,9.00,8.40
8.16,8.25,8.40,8.10
8.25,8.43,8.58,8.13
8.55,8.52,8.64,8.25
8.40,8.52,8.58,8.31
8.60,8.34,8.61,8.23
8.46,8.40,8.46,8.31
8.43,8.34,8.46,8.34
8.34,7.80,8.43,7.74
7.98,8.10,8.40,7.92
8.05,8.31,8.31,8.05
8.28,7.83,8.34,7.77
8.13,7.86,8.13,7.80
8.64,9.85,11.25,8.58
9.60,9.09,10.05,8.94
9.00,9.24,9.60,9.00
9.00,8.94,9.42,8.76
8.82,8.91,8.97,8.73
8.67,8.64,8.91,8.46
9.18,8.97,10.05,8.85
9.00,8.79,9.36,8.79
8.70,8.73,8.73,8.37
8.61,8.67,8.67,8.40
8.70,8.70,8.94,8.55
8.61,8.34,8.61,8.25
8.37,7.38,8.37,7.22
7.38,7.26,8.07,7.23
7.26,7.38,7.47,7.26
7.35,7.50,7.50,7.26
7.44,7.62,7.68,7.25
7.56,7.53,7.77,7.44
7.50,7.83,7.95,7.26
7.77,7.86,7.92,7.77
7.98,7.68,8.09,7.59
7.64,7.59,7.80,7.53
7.59,7.80,7.80,7.50
7.67,7.80,8.01,7.65
7.80,7.80,7.95,7.80
7.56,7.62,7.77,7.56
7.83,7.59,7.83,7.47
7.50,7.62,7.71,7.35
7.64,7.65,7.83,7.62
7.47,7.71,7.74,7.47
7.65,8.22,8.37,7.44
7.89,8.43,8.70,7.89
8.67,8.43,8.67,8.04
8.07,8.07,8.16,8.07
8.22,8.10,8.24,7.95
8.19,8.19,8.22,7.95
8.19,8.14,8.19,8.10
8.19,8.19,8.40,8.19
8.40,10.50,11.82,8.40
10.56,11.07,11.64,9.78
11.25,10.86,11.25,10.68
10.89,10.62,10.99,10.08
11.94,12.90,15.36,11.56
13.02,12.69,13.05,12.30
12.51,11.79,12.80,11.40
11.55,11.55,11.67,11.28
12.09,11.97,12.27,11.76
12.15,12.78,16.29,11.97
13.20,13.80,14.46,13.20
13.62,13.98,14.34,13.50
12.84,11.67,12.90,11.25
10.53,9.90,10.95,9.75
10.05,9.84,10.32,9.75
9.90,9.06,9.90,9.00
9.15,9.18,9.33,9.00
9.18,9.18,9.78,9.12
9.15,9.24,9.30,9.03
9.42,9.48,9.57,9.21
9.60,9.75,10.53,9.03
9.42,8.88,9.63,8.76
8.93,8.40,9.03,8.31
8.34,8.25,8.73,8.19
8.40,8.43,8.54,8.13
8.55,8.61,8.73,8.43
8.88,8.52,8.88,8.43
8.43,8.04,8.52,7.92
7.95,7.59,8.25,7.53
7.59,7.47,7.98,7.23
7.47,7.80,8.21,7.35
8.01,7.80,8.22,7.65
7.80,8.16,8.51,7.80
8.61,8.46,8.61,8.22
8.55,8.40,8.55,8.04
8.40,8.55,9.00,8.40
8.67,8.46,8.67,8.34
8.46,8.01,8.94,8.01
8.40,8.10,8.58,7.95
7.98,8.07,8.16,7.95
8.22,8.01,8.25,7.95
8.01,8.12,8.16,8.01
7.98,7.95,8.10,7.86
7.91,7.86,8.10,7.83
8.24,8.16,8.24,7.86
8.04,7.89,8.13,7.80
7.86,7.98,8.04,7.83
7.92,7.66,8.01,7.50
7.56,7.71,7.80,7.56
7.80,7.80,7.83,7.80
7.80,7.80,7.83,7.56
7.80,7.74,7.80,7.56
7.56,7.59,7.95,7.56
7.74,7.83,7.98,7.74
7.95,7.74,7.95,7.68
7.86,7.92,7.95,7.77
7.80,8.07,8.10,7.65
7.89,8.22,8.25,7.89
8.40,8.34,8.40,8.13
8.40,7.95,8.40,7.92
8.16,7.95,8.16,7.80
7.86,7.95,8.13,7.71
8.19,8.10,8.22,7.85
7.95,8.01,8.22,7.89
8.16,7.86,8.25,7.83
7.83,8.04,8.10,7.83
8.04,7.80,8.25,7.71
7.80,7.96,8.13,7.68
8.04,7.83,8.04,7.68
7.77,8.19,8.31,7.77
8.01,8.01,8.25,7.89
8.01,7.98,8.40,7.62
8.04,8.01,8.13,7.74
7.92,7.95,8.07,7.80
8.19,7.86,8.19,7.83
8.07,8.01,8.07,7.83
7.77,7.98,8.13,7.77
8.16,8.14,8.34,7.71
8.19,8.25,8.34,7.89
8.31,8.43,8.46,8.25
8.40,8.46,8.55,8.25
8.46,8.61,8.67,8.22
8.73,9.06,9.12,8.70
9.12,8.91,9.24,8.76
9.06,9.16,9.27,8.79
9.03,8.85,9.36,8.76
8.97,8.73,9.27,8.25
8.82,8.78,8.85,8.46
8.70,8.49,8.85,8.25
8.46,8.79,8.79,8.43
8.70,8.91,9.18,8.40
8.92,8.82,9.18,8.61
8.97,8.67,8.97,8.52
8.79,8.56,8.82,8.13
8.31,8.58,8.82,8.19
8.70,8.25,8.70,8.25
8.22,8.25,8.70,7.95
8.22,8.25,8.55,7.95
8.40,7.95,8.76,7.92
8.40,7.65,8.64,7.56
7.77,7.62,7.80,7.62
7.62,7.32,7.80,7.14
7.23,8.82,9.36,7.23
8.82,9.09,9.57,8.40
9.09,9.27,9.60,9.03
9.45,10.68,10.92,9.03
10.17,9.96,11.52,9.57
9.60,10.08,10.74,9.24
10.17,9.57,10.20,9.45
9.69,9.75,10.05,9.18
9.57,9.39,9.92,9.27
9.24,9.39,9.39,9.06
9.24,9.21,9.80,9.18
9.27,9.42,9.91,9.27
9.30,9.51,9.51,9.30
9.60,9.54,9.63,9.36
9.39,9.15,9.39,9.00
9.15,9.18,9.30,9.03
9.06,9.30,9.42,9.06
8.87,9.18,9.27,8.82
8.88,9.18,9.45,8.82
8.97,9.21,9.24,8.76
9.21,8.70,9.30,8.33
8.55,8.67,9.03,8.55
8.67,8.37,8.76,8.37
8.52,8.58,8.85,8.37
8.70,8.37,8.73,8.28
8.28,8.22,8.52,8.10
8.19,8.13,8.22,8.13
8.10,8.40,8.40,7.95
8.49,8.07,8.49,7.92
8.33,7.83,8.34,7.62
7.83,7.71,7.92,6.93
7.35,7.62,8.04,7.29
7.68,7.20,7.68,7.14
7.05,6.93,7.23,6.93
7.05,6.99,7.05,6.66
6.84,7.11,7.35,6.78
6.99,6.93,7.21,6.69
6.81,6.60,6.81,6.60
6.60,7.05,7.08,6.60
6.75,7.29,7.50,6.63
7.26,7.38,7.59,7.26
7.60,7.59,7.60,7.23
7.41,7.44,7.47,7.23
7.41,7.50,7.62,7.41
7.47,7.38,7.62,7.08
7.05,7.50,7.59,7.05
7.13,7.44,7.44,6.99
7.02,7.20,7.26,7.02
7.24,7.11,7.26,7.11
7.14,7.41,7.41,6.90
7.02,6.90,7.32,6.90
7.02,7.02,7.05,6.87
6.87,6.87,6.87,6.63
6.90,7.17,7.35,6.66
7.35,7.08,7.38,6.63
6.99,6.84,6.99,6.75
7.02,6.99,7.08,6.54
6.81,6.96,7.29,6.45
6.81,6.48,6.84,6.48
6.51,6.87,7.11,6.51
6.93,7.20,7.44,6.75
7.14,6.96,7.14,6.81
6.75,6.81,7.14,6.66
6.57,6.87,6.96,6.54
6.57,6.51,6.84,6.51
6.42,6.57,6.57,6.30
6.57,6.60,6.60,6.42
6.75,6.75,6.81,6.42
6.78,6.78,6.87,6.45
6.36,6.90,6.96,6.36
6.63,6.81,6.90,6.48
N/A,N/A,N/A,N/A
6.81,6.75,6.95,6.39
6.75,6.84,6.90,6.33
6.96,6.81,6.96,6.27
6.60,6.66,6.78,6.15
6.18,6.60,7.05,6.12
6.96,6.69,6.99,6.54
6.60,7.02,7.50,6.60
7.05,7.38,7.53,7.05
7.35,7.74,7.89,7.23
7.80,7.77,7.89,7.53
7.80,7.68,7.80,7.50
7.56,7.11,7.56,7.05
7.62,7.26,7.62,7.20
7.50,7.62,7.65,6.96
7.50,7.83,7.92,7.41
7.80,7.53,7.84,7.50
7.86,7.98,8.13,7.53
8.10,7.80,8.16,7.80
7.77,7.77,7.95,7.53
7.68,7.50,7.68,7.50
7.53,7.62,7.62,7.53
7.50,7.50,7.59,7.50
7.35,6.96,8.07,6.96
N/A,N/A,N/A,N/A
7.26,6.93,7.26,6.93
7.17,6.87,7.50,6.84
7.56,7.47,7.56,7.26
7.56,7.50,7.56,6.78
6.90,6.93,7.44,6.81
6.82,7.20,7.83,6.82
6.99,6.87,7.02,6.78
7.56,7.50,7.56,6.96
6.90,6.84,7.47,6.78
6.84,6.09,7.11,5.88
6.06,5.79,6.24,5.76
6.00,5.10,6.00,4.68
5.28,5.22,5.28,4.95
4.95,5.04,5.21,4.95
5.13,5.25,5.34,4.95
4.98,5.04,5.40,4.98
5.12,4.59,5.12,4.56
4.59,4.44,4.59,4.38
4.68,4.65,4.77,4.56
4.47,4.53,4.56,4.29
4.23,4.56,4.65,4.23
4.38,4.53,4.65,4.38
4.44,5.01,5.07,4.44
5.19,5.10,5.67,4.89
5.19,5.43,5.55,5.19
5.40,5.31,5.40,5.31
4.95,5.49,5.61,4.95
5.79,5.84,6.30,5.70
6.05,6.60,6.66,6.03
6.99,6.66,6.99,6.60
6.96,6.93,7.02,6.62
6.90,7.23,7.23,6.75
7.05,7.14,7.35,6.94
6.91,6.84,7.32,6.67
7.31,6.78,7.31,6.75
7.22,6.63,7.26,6.57
6.30,6.87,6.99,6.20
7.05,6.90,7.20,6.75
7.23,6.78,7.23,6.78
6.84,7.29,7.32,6.78
7.29,7.29,7.32,6.84
7.32,7.17,7.35,7.02
7.14,7.05,7.14,7.05
6.81,7.17,7.23,6.81
7.14,7.14,7.14,6.99
7.14,7.20,7.20,6.84
7.17,7.08,7.17,6.97
6.92,7.14,7.17,6.84
6.90,6.87,7.08,6.75
6.78,7.17,7.20,6.78
6.84,7.14,7.17,6.78
7.35,9.24,10.71,7.35
9.57,8.86,9.96,8.61
9.00,9.87,9.98,8.16
9.60,8.32,9.81,8.13
8.79,7.41,8.88,6.78
7.23,8.07,8.19,7.23
7.50,7.56,8.10,7.47
7.56,7.26,7.80,7.08
7.29,7.26,7.77,6.87
7.14,6.93,7.35,6.90
7.17,6.90,7.20,6.75
7.11,6.45,7.11,6.30
6.24,6.69,6.84,6.24
6.52,6.63,6.63,6.52
6.78,6.90,7.14,6.63
6.45,6.81,6.99,6.30
7.02,7.02,7.05,6.66
6.75,7.02,7.20,6.60
7.20,6.82,7.20,6.63
6.57,6.72,6.75,6.39
6.71,6.69,6.75,6.69
6.48,6.75,6.75,6.48
6.51,6.72,6.72,6.34
6.36,6.36,6.66,6.15
6.42,6.30,6.75,6.27
6.24,6.39,6.42,6.15
6.29,7.29,7.50,6.29
6.72,7.05,7.47,6.36
6.99,6.39,7.04,6.36
6.69,6.87,7.14,6.45
6.81,6.63,6.84,6.54
6.54,6.48,6.84,6.45
6.60,6.54,6.60,6.54
6.60,6.60,6.60,6.48
6.48,6.63,7.01,6.45
7.01,6.95,7.02,6.60
6.99,6.75,7.05,6.51
6.67,6.84,6.84,6.60
6.90,6.83,6.90,6.60
6.66,6.72,6.78,6.66
6.61,6.87,6.87,6.61
6.72,6.65,6.75,6.45
6.54,6.51,6.72,6.36
6.51,6.63,6.75,6.51
6.54,6.63,6.84,6.54
6.51,6.83,6.83,6.51
6.81,6.81,6.81,6.81
6.36,6.79,6.79,6.36
N/A,N/A,N/A,N/A
6.51,6.80,6.81,6.51
6.73,6.70,6.90,6.70
6.96,6.96,6.96,6.96
6.96,7.05,7.05,6.63
7.05,6.54,7.05,6.51
6.45,6.91,6.93,6.33
6.69,6.39,6.93,6.24
6.93,6.63,6.93,6.33
6.66,6.49,6.66,6.21
6.45,6.33,6.54,6.03
6.35,6.36,6.36,6.27
6.12,6.12,6.21,6.06
6.36,6.36,6.36,6.36
6.18,6.21,6.21,6.18
6.12,6.06,6.12,5.99
6.09,6.25,6.25,6.00
6.30,6.27,6.30,6.15
6.60,6.23,6.78,6.09
6.37,5.98,6.37,5.88
6.15,5.96,6.27,5.73
5.88,5.91,6.21,5.88
5.85,5.97,6.26,5.85
6.30,6.57,9.60,6.30
6.15,6.57,6.90,6.09
6.63,6.30,6.63,6.14
6.33,6.20,6.33,5.91
6.24,6.12,6.24,5.91
5.96,6.15,6.18,5.85
6.09,6.00,6.24,6.00
6.00,6.38,6.60,6.00
6.48,6.45,6.48,6.21
6.38,6.54,6.57,6.15
6.54,6.24,6.60,6.09
6.15,6.30,6.30,5.97
6.12,5.97,6.15,5.87
5.97,6.03,6.03,5.79
5.70,6.00,6.00,5.64
6.00,6.36,6.36,5.70
6.24,6.06,6.24,6.00
6.00,6.06,6.15,5.69
6.19,6.18,6.21,6.06
6.18,6.06,6.18,5.97
6.12,6.00,6.14,6.00
6.08,6.15,6.18,5.95
6.06,5.90,6.09,5.85
6.10,6.12,6.12,5.93
6.12,6.12,6.18,5.94
6.12,6.18,6.24,5.97
5.97,6.12,6.12,5.94
6.00,6.06,6.17,6.00
5.85,5.91,6.09,5.85
6.09,5.76,6.09,5.76
5.73,5.82,6.04,5.70
5.55,6.00,6.03,5.55
5.94,5.97,5.97,5.94
5.85,5.55,5.86,5.55
5.76,5.67,5.79,5.55
5.73,5.73,5.79,5.73
5.81,5.81,5.81,5.81
5.55,5.61,5.63,5.43
5.13,4.68,5.52,4.61
4.68,4.52,4.68,4.44
4.53,4.26,4.53,4.23
4.66,4.56,4.66,4.29
N/A,N/A,N/A,N/A
4.65,4.50,4.65,4.35
4.29,4.59,4.66,4.23
4.62,4.56,4.62,4.47
4.48,4.50,4.50,4.45
4.35,4.48,4.48,4.35
4.38,4.32,4.47,4.23
4.23,4.32,4.41,4.23
4.20,4.20,4.20,4.20
4.14,3.81,4.14,3.81
3.97,3.48,3.97,3.36
3.45,3.39,3.71,3.30
3.45,3.78,3.78,3.45
3.63,3.92,3.94,3.63
3.96,4.26,4.26,3.90
4.11,4.14,4.56,4.05
4.44,3.93,4.44,3.93
3.93,3.99,4.05,3.93
3.90,3.90,3.90,3.78
3.78,4.05,4.08,3.69
4.32,4.08,4.35,3.96
4.02,3.90,4.12,3.84
3.98,4.08,4.08,3.98
4.26,4.59,4.80,4.20
4.95,3.96,5.04,3.75
3.90,4.18,4.23,3.90
4.41,4.20,4.65,4.17
4.14,4.29,4.41,4.14
3.99,4.20,4.35,3.99
4.11,4.44,4.53,4.08
4.47,4.56,4.65,4.47
4.65,4.89,5.79,4.65
5.04,4.95,5.04,4.26
4.95,3.75,4.95,3.72
3.81,3.48,3.85,3.45
3.54,3.72,3.96,3.48
3.63,3.48,3.90,3.42
3.44,3.36,3.48,3.33
3.48,3.36,3.48,3.30
3.36,3.36,3.42,3.12
3.39,3.54,3.60,3.22
3.51,3.57,3.81,3.48
3.60,3.81,3.96,3.54
3.93,3.66,4.11,3.49
3.60,3.48,3.72,3.46
3.42,3.36,3.63,3.36
3.45,3.57,3.60,3.39
3.60,3.52,3.66,3.42
3.60,3.66,3.66,3.57
3.60,3.72,3.84,3.60
3.54,3.48,3.69,3.42
3.48,3.54,3.69,3.48
3.57,3.42,3.57,3.42
3.42,3.51,3.57,3.42
3.48,3.60,3.61,3.48
3.51,3.39,3.51,3.37
3.42,3.39,3.51,3.39
3.33,3.33,3.42,3.33
3.47,3.48,3.51,3.36
3.45,3.42,3.57,3.42
3.48,3.57,3.57,3.42
3.57,3.45,3.57,3.42
3.72,3.70,4.47,3.63
4.05,3.84,4.05,3.45
4.08,3.96,4.11,3.84
4.05,4.17,4.20,3.90
4.20,3.90,4.23,3.78
3.84,3.66,4.05,3.66
3.66,3.72,3.90,3.54
3.66,3.30,3.66,3.30
3.36,3.30,3.36,3.30
3.36,3.21,3.54,3.03
3.21,3.33,3.78,3.21
3.30,3.30,3.42,3.27
3.30,3.21,3.42,3.18
3.30,3.27,3.69,3.21
3.45,3.15,3.45,3.15
3.15,3.06,3.15,3.03
3.30,3.06,3.30,3.03
3.18,3.06,3.18,3.00
3.00,3.09,3.18,3.00
3.06,3.03,3.12,3.00
3.03,3.00,3.03,3.00
3.00,3.00,3.09,3.00
3.03,3.00,3.06,2.94
3.00,2.52,3.00,2.46
2.40,2.58,2.70,2.25
2.70,2.61,2.85,2.36
2.52,2.43,2.66,2.43
2.55,2.40,2.63,2.40
2.43,2.34,2.49,2.34
2.49,2.22,2.49,2.15
2.17,2.20,2.25,2.16
2.10,2.22,2.25,2.01
2.19,2.10,2.34,2.04
2.29,2.46,2.46,2.29
2.40,2.28,2.41,2.28
2.31,1.98,2.49,1.95
2.24,2.16,2.25,2.13
2.16,1.98,2.25,1.80
1.91,2.16,2.16,1.91
2.22,2.16,2.25,2.10
2.05,2.10,2.19,2.04
2.22,1.98,2.22,1.95
2.04,2.07,2.16,2.04
2.10,1.98,2.19,1.98
1.80,1.95,2.07,1.66
1.95,1.81,1.95,1.68
1.70,1.80,1.80,1.67
1.68,1.77,1.90,1.68
1.74,1.74,1.77,1.70
1.74,1.65,1.77,1.59
1.62,2.22,2.40,1.59
2.22,2.19,2.76,2.13
2.19,1.98,2.19,1.89
2.13,2.01,2.40,1.86
2.03,2.16,2.22,1.89
2.25,2.10,2.34,1.95
2.16,2.28,2.40,2.10
2.46,2.34,2.46,2.25
1.89,2.16,2.16,1.86
2.41,2.18,2.41,2.18
2.13,2.18,2.18,2.07
2.07,2.22,2.22,2.04
2.25,2.32,2.43,2.20
2.46,2.34,2.49,2.16
2.46,2.46,2.52,2.31
2.46,2.32,2.46,2.31
2.28,2.43,2.43,2.28
2.31,2.40,2.40,2.31
2.29,2.28,2.33,2.28
2.49,2.22,2.49,2.19
2.40,2.25,2.40,2.25
2.49,2.19,2.49,2.19
2.13,2.10,2.19,2.04
2.16,2.10,2.19,2.10
2.31,2.13,2.31,2.10
2.21,2.07,2.25,1.86
2.16,2.04,2.22,2.04
2.10,2.10,2.10,2.10
2.06,2.10,2.11,2.06
2.23,2.67,2.76,2.23
2.79,2.72,2.79,2.67
2.72,2.72,2.72,2.72
2.52,2.43,2.52,2.40
2.46,2.61,2.62,2.46
2.46,2.60,2.60,2.46
2.61,2.62,2.69,2.61
2.61,2.62,2.62,2.61
2.48,2.61,2.70,2.46
2.46,2.20,2.52,2.04
2.12,2.22,2.24,1.98
2.25,2.25,2.25,2.22
2.22,2.16,2.25,2.16
N/A,N/A,N/A,N/A
2.19,2.19,2.19,2.19
2.08,2.08,2.08,2.08
2.13,2.13,2.13,2.04
2.19,2.19,2.19,2.19
2.19,2.15,2.20,2.06
2.19,2.18,2.21,2.18
2.07,1.98,2.07,1.98
1.98,2.10,2.10,1.98
2.07,2.13,2.13,2.07
2.00,2.04,2.04,1.98
1.98,1.98,1.98,1.98
1.98,2.10,2.10,1.98
1.96,2.06,2.06,1.87
1.87,2.01,2.01,1.87
2.04,1.93,2.07,1.87
1.89,2.00,2.00,1.89
2.06,1.88,2.06,1.88
1.89,1.80,1.95,1.77
1.77,1.74,1.81,1.74
1.79,1.73,1.79,1.65
1.74,1.74,1.74,1.74
1.74,1.74,1.74,1.68
1.80,1.68,1.80,1.68
1.79,1.80,1.80,1.77
1.70,1.74,1.79,1.70
1.68,1.69,1.76,1.68
1.77,1.86,1.86,1.77
1.68,1.80,1.95,1.59
1.96,1.77,1.96,1.71
1.95,1.92,1.98,1.74
1.68,1.68,1.68,1.68
1.78,1.78,1.78,1.78
1.80,1.95,1.95,1.79
1.92,1.94,1.94,1.92
1.92,1.90,1.95,1.68
1.98,1.89,1.98,1.89
1.89,1.89,1.98,1.89
1.77,2.10,2.10,1.77
2.00,1.92,2.07,1.92
2.04,2.21,2.21,2.04
2.21,2.19,2.21,2.14
2.25,2.19,2.25,2.19
2.19,2.19,2.19,2.15
2.25,2.22,2.25,2.19
2.25,2.22,2.25,2.19
2.25,2.19,2.25,2.19
2.25,2.22,2.26,2.22
2.20,2.21,2.22,2.20
2.20,2.42,2.43,2.20
2.28,2.22,2.34,2.20
2.20,2.28,2.28,2.20
2.31,2.26,2.36,2.26
2.32,2.49,2.62,2.32
2.54,2.85,4.02,2.49
2.94,2.73,3.42,2.64
2.76,2.64,2.84,2.47
2.56,4.20,5.07,2.34
3.90,2.85,4.11,2.85
3.00,2.64,3.12,2.58
2.41,2.52,2.65,2.41
2.60,2.76,3.09,2.55
2.91,2.45,3.24,2.28
2.58,2.28,2.61,2.28
2.39,2.13,2.45,2.07
2.01,2.07,2.18,1.98
2.25,2.19,2.42,2.08
2.34,1.86,2.34,1.80
1.95,1.75,1.95,1.63
1.84,1.92,1.98,1.77
1.95,1.82,2.01,1.80
1.94,1.79,1.95,1.71
1.88,1.80,1.89,1.74
1.83,1.74,1.98,1.74
1.82,1.60,1.82,1.56
1.53,1.41,1.56,1.29
1.23,1.50,1.80,1.10
1.59,1.40,1.63,1.40
1.38,1.42,1.50,1.38
1.43,1.49,1.50,1.40
1.50,1.56,1.89,1.50
1.57,1.68,1.79,1.51
1.73,1.64,1.78,1.55
1.62,1.62,1.64,1.54
1.64,1.57,1.64,1.52
1.55,1.56,1.69,1.50
1.61,1.65,1.70,1.53
1.67,1.73,1.93,1.64
1.80,2.19,2.43,1.80
2.15,1.78,2.43,1.65
1.82,1.80,1.90,1.62
1.77,1.62,1.81,1.61
1.58,1.36,1.61,1.30
1.35,1.41,1.47,1.26
1.61,1.54,1.70,1.42
1.54,1.54,1.59,1.46
1.47,1.55,1.55,1.46
1.53,1.53,1.55,1.46
1.55,1.45,1.55,1.40
1.46,1.44,1.47,1.36
1.43,1.46,1.50,1.42
1.48,1.53,1.57,1.47
1.55,1.60,1.65,1.50
1.61,1.57,1.61,1.54
1.53,1.52,1.57,1.50
1.52,1.49,1.52,1.45
1.49,1.43,1.49,1.37
1.43,1.43,1.47,1.41
1.42,1.41,1.47,1.38
1.40,1.40,1.42,1.37
1.42,1.44,1.44,1.40
1.44,1.44,1.45,1.41
1.47,1.48,1.50,1.41
1.46,1.40,1.47,1.38
1.46,1.42,1.46,1.40
1.41,1.42,1.44,1.40
1.42,1.42,1.46,1.41
1.42,1.39,1.46,1.38
1.42,1.40,1.43,1.38
1.41,1.37,1.42,1.37
1.39,1.33,1.40,1.31
1.33,1.35,1.37,1.32
1.33,1.37,1.39,1.33
1.30,1.19,1.36,1.11
1.20,1.25,1.26,1.20
1.24,1.30,1.31,1.22
1.32,1.29,1.34,1.25
1.29,1.22,1.29,1.20
1.25,1.21,1.28,1.21
1.25,1.23,1.30,1.21
1.24,1.19,1.24,1.19
1.19,1.16,1.22,1.15
1.13,1.18,1.18,1.13
1.19,1.19,1.24,1.17
1.34,1.26,1.36,1.21
1.29,1.20,1.29,1.20
1.19,1.17,1.22,1.15
1.14,1.15,1.20,1.12
1.12,1.12,1.15,1.12
1.15,1.13,1.21,1.12
1.15,1.12,1.15,1.11
1.12,1.16,1.18,1.10
1.18,1.14,1.18,1.13
1.14,1.17,1.18,1.10
1.17,1.15,1.17,1.11
1.20,1.09,1.20,1.09
1.07,1.04,1.11,1.01
1.04,1.10,1.12,0.94
1.10,1.12,1.14,1.10
1.11,1.10,1.12,1.01
1.10,1.07,1.11,1.03
1.03,1.04,1.10,1.01
1.03,1.12,1.16,1.02
1.05,1.06,1.11,1.05
1.11,1.06,1.11,1.06
1.07,1.03,1.07,1.03
1.03,1.02,1.06,1.01
1.02,0.98,1.02,0.93
1.00,1.02,1.03,0.94
1.05,1.03,1.05,1.00
1.00,1.00,1.03,0.97
1.00,1.00,1.01,0.92
0.97,1.00,1.05,0.93
1.03,0.99,1.03,0.95
0.99,0.96,0.99,0.92
0.94,0.92,0.99,0.91
0.93,0.92,0.98,0.90
0.95,0.90,0.97,0.81
0.90,0.92,0.96,0.82
0.94,1.09,1.32,0.91
1.08,1.06,1.12,0.99
1.05,0.99,1.07,0.82
1.03,0.95,1.03,0.91
1.00,1.00,1.03,0.95
1.02,1.06,1.10,0.97
1.15,1.41,1.71,1.10
1.39,1.17,1.40,1.15
1.16,1.17,1.29,1.10
1.21,1.18,1.22,1.10
1.19,1.10,1.19,1.10
1.11,1.20,1.20,1.11
1.19,1.27,1.35,1.19
