ALIM,Alimera Sciences,NASDAQ
4.92,4.94,5.04,4.85
4.81,4.90,4.95,4.68
4.90,4.94,5.00,4.86
5.00,4.79,5.00,4.62
4.77,4.81,4.95,4.71
4.83,4.88,5.01,4.71
5.16,4.79,5.16,4.61
4.80,4.80,4.97,4.78
4.83,4.93,4.95,4.83
4.95,4.93,5.00,4.83
4.93,4.98,4.98,4.86
5.01,4.96,5.01,4.87
4.94,4.95,5.01,4.92
4.98,5.01,5.01,4.84
5.01,5.12,5.15,4.94
5.12,5.07,5.15,5.02
5.11,5.13,5.17,5.04
5.14,5.01,5.14,4.78
4.95,5.00,5.07,4.50
4.99,5.04,5.08,4.91
4.95,4.93,5.04,4.76
4.95,4.90,5.02,4.84
5.10,4.79,5.10,4.77
4.79,4.87,4.90,4.73
4.85,4.82,4.89,4.78
4.82,4.69,4.88,4.68
4.74,4.76,4.85,4.71
4.79,4.62,4.79,4.54
4.65,4.64,4.74,4.63
4.62,4.57,4.75,4.56
4.55,4.26,4.58,4.22
4.23,4.47,4.53,4.14
4.48,4.23,4.57,4.21
4.24,4.25,4.32,4.20
4.23,4.15,4.28,4.11
4.18,4.25,4.28,4.05
4.02,3.37,4.03,3.27
3.38,3.38,3.45,3.20
3.32,3.17,3.48,3.17
3.17,3.25,3.30,3.10
3.27,3.28,3.44,3.27
3.29,3.33,3.34,3.18
3.35,3.23,3.43,3.23
3.38,3.24,3.38,3.08
3.23,3.75,3.86,3.08
3.77,3.89,4.03,3.56
3.87,4.03,4.25,3.80
4.02,3.87,4.41,3.84
3.85,3.81,3.91,3.74
3.79,3.57,3.91,3.52
3.62,3.68,3.91,3.62
3.70,3.83,3.85,3.69
3.84,3.71,3.92,3.70
3.73,3.68,3.79,3.63
3.68,3.75,3.78,3.59
3.73,3.89,3.98,3.73
3.90,3.75,3.94,3.73
3.79,3.71,3.87,3.70
3.74,3.71,3.82,3.68
3.73,3.77,3.85,3.73
3.78,4.01,4.01,3.70
4.02,3.94,4.05,3.84
3.95,3.83,3.99,3.75
3.83,3.76,3.88,3.70
3.74,3.82,3.85,3.72
3.81,3.81,3.97,3.79
3.84,3.73,3.86,3.70
3.74,3.80,3.83,3.73
3.80,3.75,3.81,3.70
3.75,3.76,3.76,3.70
3.80,4.17,4.60,3.74
4.24,4.02,4.29,3.95
4.04,3.82,4.04,3.71
3.81,3.79,4.00,3.75
3.80,3.71,3.86,3.70
3.86,3.44,3.91,3.40
3.30,3.27,3.39,2.89
3.36,3.30,3.36,3.24
3.28,3.37,3.46,3.18
3.39,3.32,3.45,3.21
3.33,3.32,3.48,3.30
3.34,3.34,3.40,3.22
3.36,2.71,3.47,2.41
1.75,2.48,2.57,1.65
2.43,2.18,2.48,2.06
2.16,2.21,2.24,2.04
2.21,2.18,2.25,2.07
2.17,2.09,2.17,2.07
2.10,2.02,2.10,2.00
2.04,2.08,2.48,2.00
2.12,2.18,2.33,2.12
2.21,2.14,2.27,2.06
2.14,2.14,2.20,2.13
2.13,2.05,2.25,2.04
2.05,1.97,2.10,1.95
1.97,1.95,1.98,1.94
1.99,1.87,1.99,1.86
1.90,1.80,1.90,1.78
1.83,1.87,2.06,1.83
1.90,1.77,1.98,1.77
1.96,1.89,2.00,1.87
1.90,1.89,1.92,1.79
1.87,1.85,1.93,1.76
1.84,1.98,2.01,1.84
1.98,1.92,2.01,1.86
1.91,1.94,1.97,1.88
1.95,1.95,2.05,1.93
1.98,2.02,2.02,1.94
2.05,2.02,2.05,1.97
1.99,2.04,2.15,1.99
2.06,2.43,2.44,2.03
2.47,2.44,2.83,2.22
2.45,2.52,2.52,2.44
2.55,2.36,2.59,2.15
2.39,2.31,2.39,2.23
2.29,2.31,2.34,2.26
2.28,2.22,2.29,2.19
2.25,2.39,2.48,2.22
2.40,2.29,2.42,2.28
2.32,2.25,2.32,2.14
2.24,2.24,2.27,2.20
2.25,2.26,2.30,2.14
2.29,2.33,2.34,2.20
2.33,2.47,2.52,2.33
2.48,2.54,2.58,2.42
2.56,2.55,2.58,2.48
4.67,4.15,4.88,3.98
4.10,4.17,4.43,3.75
4.17,4.56,5.14,4.02
4.66,4.56,4.85,4.51
4.65,4.65,4.75,4.50
4.63,4.50,4.72,4.47
4.50,4.63,4.94,4.47
4.59,4.70,4.81,4.59
4.61,4.61,4.75,4.56
4.60,4.71,4.83,4.60
4.71,4.40,4.71,4.29
4.47,4.45,4.50,4.30
4.44,4.50,4.54,4.31
4.53,4.54,4.65,4.40
4.58,4.96,5.00,4.55
5.39,5.16,5.79,5.07
5.20,5.62,5.63,5.12
5.63,6.04,6.04,5.63
6.00,7.19,7.37,6.00
7.20,7.88,8.44,7.20
8.05,7.59,8.25,6.87
7.39,7.25,7.52,6.91
7.21,7.06,7.21,7.00
7.02,6.42,7.02,6.08
6.40,6.16,6.63,5.81
6.17,7.02,7.25,6.17
6.87,6.90,7.07,6.57
7.00,6.52,7.15,6.48
6.40,6.37,6.76,6.25
6.19,6.08,6.42,5.81
6.10,6.05,6.25,5.91
6.01,6.37,6.48,5.84
6.39,6.13,6.53,5.98
6.16,6.42,6.50,6.16
6.94,6.65,7.00,6.45
6.57,6.83,6.90,6.50
6.89,6.57,6.89,6.53
6.56,6.72,6.76,6.49
6.79,6.66,6.95,6.60
6.74,6.65,6.96,6.32
6.61,6.41,6.72,6.39
6.40,6.64,6.78,6.40
6.69,6.95,7.22,6.69
7.04,6.95,7.50,6.78
6.96,6.66,7.12,6.56
6.64,6.60,6.89,6.35
6.55,6.95,7.00,6.55
7.00,6.71,7.13,6.57
6.70,6.90,6.95,6.55
6.99,7.01,7.67,6.85
7.01,7.12,7.33,7.01
7.15,6.96,7.30,6.92
6.86,6.63,6.90,6.55
6.65,6.55,6.88,6.46
6.60,6.54,7.00,6.52
6.59,6.74,6.74,6.41
6.80,6.74,6.97,6.68
6.69,6.63,6.75,6.59
6.80,6.88,6.95,6.78
6.82,6.80,7.05,6.61
6.81,6.72,6.93,6.66
6.68,6.95,7.09,6.62
7.00,6.60,7.00,6.57
6.63,6.75,6.76,6.40
6.75,6.96,6.97,6.69
7.00,6.98,7.49,6.95
6.93,7.08,7.27,6.71
7.06,7.20,7.28,7.02
7.25,7.89,8.00,7.25
8.00,7.60,8.36,7.34
7.71,7.81,7.95,7.53
7.78,7.42,7.78,7.30
7.44,6.74,7.66,6.50
6.72,6.50,6.93,6.41
6.50,6.56,6.77,6.35
6.67,6.76,6.80,6.41
6.74,6.42,6.74,6.24
6.33,6.46,6.84,6.21
6.49,6.39,6.49,6.10
6.30,6.29,6.45,6.02
6.38,6.30,6.38,6.18
6.25,6.31,6.48,6.06
6.32,6.24,6.41,6.17
6.29,6.20,6.42,6.14
6.18,6.11,6.23,6.07
6.19,6.14,6.28,6.00
6.06,5.94,6.15,5.89
6.00,6.03,6.15,5.80
6.10,5.95,6.22,5.95
5.95,6.08,6.09,5.80
6.04,5.88,6.13,5.80
5.92,5.88,6.05,5.77
5.77,5.96,5.99,5.76
5.92,5.85,5.95,5.75
5.86,5.72,5.86,5.63
5.68,5.47,5.70,5.42
5.42,5.17,5.54,5.00
5.18,5.19,5.30,5.10
5.15,5.26,5.37,5.14
5.22,5.09,5.43,5.05
5.02,5.13,5.18,5.02
5.11,5.14,5.34,5.00
5.09,5.29,5.44,5.08
5.29,5.16,5.30,5.05
5.17,5.12,5.23,5.07
5.11,5.23,5.30,5.11
5.25,5.40,5.42,5.25
5.46,5.52,5.60,5.44
5.53,5.61,5.68,5.39
5.66,5.90,6.13,5.40
5.92,5.97,6.04,5.73
5.97,5.70,5.97,5.52
5.69,5.40,5.80,5.26
5.36,5.27,5.45,5.12
5.25,5.51,5.66,5.16
5.57,5.33,5.71,5.27
5.30,5.56,5.69,5.25
5.52,5.66,5.73,5.47
5.66,5.77,5.85,5.55
5.73,5.82,5.92,5.62
5.87,5.79,5.93,5.63
5.81,5.99,6.10,5.81
5.96,6.18,6.22,5.96
6.20,6.07,6.24,6.01
6.09,5.97,6.25,5.82
6.02,5.86,6.24,5.77
5.87,5.94,6.02,5.67
5.92,5.85,6.08,5.84
5.79,6.03,6.09,5.79
6.01,6.09,6.14,5.80
6.02,5.96,6.12,5.84
6.06,5.98,6.37,5.69
5.91,5.86,6.09,5.84
5.82,5.95,6.05,5.81
5.94,6.09,6.10,5.89
6.06,5.96,6.10,5.84
5.94,5.85,5.94,5.59
5.84,5.87,6.02,5.81
5.72,5.85,5.97,5.72
5.85,5.91,5.95,5.82
5.97,5.99,6.07,5.88
6.00,5.75,6.10,5.71
5.81,5.76,5.87,5.61
5.72,5.60,5.72,5.54
5.55,5.90,5.90,5.55
5.85,5.76,5.89,5.56
5.80,6.02,6.09,5.66
6.02,5.87,6.04,5.78
5.87,5.76,5.92,5.73
5.70,5.80,5.89,5.62
5.78,5.96,5.99,5.70
6.14,5.97,6.14,5.91
6.01,6.12,6.20,5.96
6.07,5.78,6.09,5.67
5.66,5.37,5.83,5.23
5.40,5.32,5.52,5.24
5.26,5.42,5.48,5.25
5.40,5.60,5.71,5.37
5.59,5.32,5.77,5.27
5.28,5.63,5.86,5.28
5.65,5.50,5.66,5.45
5.44,5.55,5.58,5.40
5.55,5.77,5.84,5.48
5.78,5.70,5.99,5.67
5.82,5.67,5.90,5.61
5.77,5.75,5.99,5.72
5.77,5.75,5.97,5.73
5.70,5.70,5.77,5.63
5.66,5.64,5.81,5.62
5.66,5.61,5.70,5.58
5.63,5.54,5.75,5.51
5.54,5.65,5.68,5.49
5.71,5.91,5.92,5.70
5.88,6.25,6.33,5.78
6.30,6.29,6.35,6.15
6.28,6.27,6.30,6.12
6.35,6.37,6.54,6.32
6.40,6.17,6.40,6.15
6.12,6.18,6.20,6.09
6.18,6.00,6.20,5.92
6.00,6.01,6.10,5.90
5.99,6.20,6.27,5.96
6.19,6.14,6.24,6.10
6.10,5.93,6.14,5.88
5.75,5.33,5.75,5.19
5.28,5.08,5.37,5.04
5.08,4.95,5.16,4.89
4.96,5.19,5.22,4.89
5.16,4.98,5.37,4.90
4.92,5.01,5.02,4.91
4.96,4.77,5.05,4.74
4.75,4.72,4.85,4.58
4.64,5.13,5.38,4.59
5.12,4.92,5.39,4.73
5.80,5.33,5.99,5.22
5.17,5.42,5.76,4.80
5.40,5.05,5.44,5.01
5.08,5.15,5.19,4.88
5.12,5.03,5.26,5.01
5.03,5.01,5.14,4.97
5.00,4.83,5.04,4.83
4.85,5.10,5.13,4.81
5.05,5.01,5.07,4.97
4.95,5.01,5.12,4.95
4.98,5.06,5.13,4.84
5.12,5.01,5.23,4.99
4.91,4.94,4.98,4.71
4.78,4.82,4.89,4.64
4.93,4.85,4.94,4.74
4.85,4.88,4.93,4.79
4.92,4.77,4.92,4.71
4.78,4.81,4.82,4.75
4.86,5.46,5.47,4.84
5.46,6.02,6.08,5.40
5.87,6.36,6.48,5.87
6.18,6.03,6.30,5.81
6.01,6.10,6.19,5.96
6.09,6.02,6.18,5.90
6.09,5.70,6.09,5.60
5.67,5.20,5.69,5.10
5.07,5.02,5.24,4.95
4.87,4.81,4.95,4.66
4.81,5.10,5.27,4.81
5.44,5.06,5.49,4.97
5.09,5.14,5.19,4.96
5.15,5.19,5.25,5.08
5.10,5.21,5.25,5.03
5.19,5.17,5.40,5.06
5.16,5.24,5.30,5.10
5.46,5.35,5.54,5.20
5.35,5.69,5.71,5.35
5.64,5.45,5.68,5.44
5.42,5.43,5.49,5.24
5.50,5.37,5.56,5.31
5.37,5.60,5.67,5.36
5.58,5.79,5.87,5.57
5.80,6.03,6.05,5.80
5.97,5.87,6.18,5.56
5.99,5.60,5.99,5.55
5.60,5.54,5.74,5.41
5.54,5.69,5.74,5.45
5.63,5.70,5.74,5.57
5.72,5.90,5.90,5.70
5.93,5.69,6.05,5.63
5.59,5.62,5.76,5.50
5.63,5.61,5.70,5.50
5.60,5.51,5.70,5.48
5.48,5.49,5.60,5.41
5.54,5.34,5.63,5.28
5.34,5.47,5.66,5.34
5.46,5.40,5.62,5.33
5.45,5.73,5.77,5.40
5.72,5.84,5.97,5.65
5.88,5.89,5.95,5.68
5.94,5.49,5.94,5.44
5.48,5.43,5.53,5.24
5.43,5.80,5.83,5.42
5.78,5.75,5.90,5.64
5.74,5.50,5.74,5.47
5.53,5.54,5.65,5.44
5.51,5.81,5.82,5.50
5.76,5.71,5.89,5.66
5.71,5.52,5.77,5.50
5.58,5.65,5.66,5.50
5.81,5.86,5.92,5.73
5.77,5.73,5.83,5.67
5.76,5.66,5.82,5.59
5.70,5.63,5.79,5.52
5.64,5.62,5.75,5.59
5.64,5.50,5.64,5.46
5.47,5.66,5.68,5.40
5.66,5.75,5.79,5.56
5.71,5.63,5.91,5.56
5.64,5.63,5.71,5.45
5.61,5.53,5.65,5.45
5.55,5.50,5.62,5.38
5.42,5.51,5.53,5.27
5.55,5.34,5.69,5.34
5.38,5.51,5.60,5.25
5.46,5.43,5.59,5.34
5.43,5.28,5.59,5.15
5.27,5.14,5.47,5.03
5.10,5.10,5.12,4.83
5.14,5.13,5.23,4.99
5.13,5.10,5.30,5.08
5.11,5.05,5.25,5.00
5.11,5.11,5.22,5.02
5.08,5.04,5.18,5.00
4.92,5.16,5.30,4.90
5.15,5.16,5.28,5.10
5.26,5.20,5.28,5.06
5.17,5.29,5.35,5.09
5.31,5.22,5.48,5.16
5.24,5.32,5.36,5.20
5.33,5.27,5.42,5.22
5.27,5.25,5.34,5.20
5.25,5.30,5.39,5.23
5.31,5.28,5.31,5.20
5.25,5.23,5.36,5.11
5.21,5.20,5.47,5.13
5.21,5.18,5.22,5.14
5.14,5.21,5.28,5.14
5.05,4.90,5.05,4.50
4.85,5.11,5.17,4.72
5.14,5.04,5.18,5.00
5.15,5.00,5.17,4.97
5.03,5.17,5.21,4.98
5.21,5.08,5.29,5.01
5.10,4.98,5.23,4.89
5.03,4.91,5.20,4.89
4.88,4.91,4.97,4.86
4.87,4.95,5.06,4.87
4.97,5.04,5.17,4.88
5.08,5.12,5.14,4.93
5.09,5.11,5.19,5.01
5.15,5.03,5.20,5.03
5.04,4.64,5.05,4.62
4.65,4.38,4.74,4.31
4.37,4.59,4.59,4.12
4.59,4.60,4.64,4.48
4.60,5.01,5.06,4.51
5.05,4.77,5.15,4.65
4.77,4.64,4.87,4.61
4.59,4.52,4.72,4.51
4.52,4.36,4.60,4.33
4.36,4.49,4.51,4.28
4.46,4.53,4.53,4.31
4.56,4.66,4.70,4.38
4.67,4.91,5.02,4.53
4.94,5.05,5.08,4.85
5.09,5.09,5.18,4.95
5.07,5.10,5.18,4.96
5.04,5.01,5.12,4.94
5.02,4.96,5.10,4.88
5.00,5.01,5.04,4.89
4.99,4.92,4.99,4.82
4.90,5.01,5.02,4.77
4.93,4.94,5.09,4.93
4.94,4.60,5.04,4.58
4.62,4.61,4.71,4.30
4.58,4.62,4.99,4.45
4.57,4.36,4.65,4.23
4.37,4.42,4.44,4.18
4.40,4.28,4.44,4.19
4.25,4.28,4.44,4.16
4.31,4.52,4.55,4.14
4.48,4.47,4.52,4.34
4.50,4.58,4.60,4.42
4.55,4.51,4.70,4.50
4.50,4.43,4.57,4.40
4.44,4.34,4.49,4.31
4.37,4.55,4.58,4.21
4.57,4.49,4.57,4.42
4.46,4.48,4.52,4.26
4.45,4.46,4.50,4.31
4.45,4.49,4.53,4.44
4.48,4.45,4.50,4.44
4.46,4.46,4.48,4.37
4.44,4.24,4.46,3.98
4.23,4.37,4.40,4.06
4.33,4.34,4.34,4.20
4.30,4.23,4.33,4.11
4.29,4.11,4.29,4.10
4.06,4.21,4.23,4.05
4.21,4.40,4.43,4.20
4.36,4.38,4.51,4.35
4.40,4.50,4.54,4.35
4.50,4.47,4.53,4.34
4.45,4.47,4.57,4.34
4.48,4.51,4.61,4.44
4.49,4.55,4.60,4.48
4.55,4.53,4.66,4.51
4.51,4.64,4.78,4.48
4.61,4.64,4.69,4.55
4.67,4.85,4.89,4.63
4.89,4.87,5.00,4.77
4.90,4.71,5.01,4.69
4.70,4.89,4.92,4.52
4.82,4.82,4.85,4.66
4.82,4.75,4.85,4.71
4.78,5.00,5.00,4.77
5.00,4.75,5.00,4.74
4.79,4.50,4.90,4.50
4.56,4.61,4.64,4.44
4.63,4.63,4.87,4.56
4.66,4.59,4.68,4.57
4.51,4.63,4.65,4.51
4.58,4.54,4.69,4.50
4.50,4.34,4.57,4.30
4.41,4.41,4.47,4.32
4.45,4.56,4.64,4.45
4.57,4.67,4.70,4.57
4.65,4.87,4.88,4.65
4.86,4.80,4.98,4.76
4.86,4.87,4.92,4.76
4.89,4.96,4.97,4.63
4.84,4.74,4.96,4.70
4.73,4.90,5.03,4.73
4.83,4.91,5.02,4.83
4.94,4.59,4.94,4.50
4.55,4.54,4.66,4.42
4.50,4.56,4.62,4.34
4.60,4.89,4.89,4.46
4.90,4.69,4.90,4.64
4.64,4.64,4.70,4.50
4.58,4.82,4.83,4.58
4.79,4.77,4.89,4.68
4.79,4.79,4.82,4.70
4.85,4.69,4.85,4.63
4.67,4.41,4.67,4.41
4.37,4.13,4.41,4.02
4.23,4.26,4.30,4.01
4.08,4.10,4.16,3.85
4.08,4.21,4.36,3.96
4.19,4.12,4.29,4.05
4.09,3.89,4.10,3.86
3.85,3.98,4.01,3.81
3.94,3.70,3.94,3.70
3.67,3.55,3.68,3.53
3.55,3.28,3.55,3.26
3.15,3.14,3.35,2.95
3.00,3.00,3.20,2.73
3.14,3.07,3.27,3.01
3.16,3.23,3.25,3.05
3.28,3.37,3.45,3.20
3.33,3.44,3.49,3.33
3.44,3.34,3.50,3.30
3.27,3.10,3.32,3.06
3.15,3.17,3.23,3.03
3.17,3.01,3.20,3.00
2.99,2.91,3.02,2.82
2.98,2.96,3.03,2.91
2.97,2.83,2.97,2.83
2.80,2.86,2.94,2.74
2.80,2.88,2.91,2.80
2.87,2.83,2.90,2.80
2.84,2.75,2.90,2.72
2.71,2.76,2.85,2.64
2.74,2.80,2.90,2.69
2.77,2.86,3.04,2.76
2.92,2.65,2.93,2.60
2.58,2.59,2.66,2.55
2.59,2.54,2.65,2.53
2.53,2.54,2.60,2.35
2.59,2.23,2.62,2.21
2.23,2.04,2.24,1.98
2.04,2.12,2.30,1.94
2.15,2.21,2.23,2.09
2.25,2.07,2.30,2.02
2.04,2.11,2.13,2.00
2.12,2.10,2.18,2.02
2.10,2.02,2.12,2.00
2.15,2.56,2.66,2.10
2.52,2.57,2.79,2.49
2.60,2.61,2.61,2.50
2.71,2.93,3.45,2.70
3.11,2.68,3.15,2.65
2.65,2.59,2.78,2.50
2.63,2.87,2.88,2.51
2.86,2.86,3.05,2.75
2.86,3.03,3.04,2.73
2.99,3.00,3.04,2.94
3.03,3.05,3.09,2.95
3.09,3.07,3.27,3.00
3.07,3.09,3.14,3.00
3.12,3.04,3.21,3.00
3.07,3.02,3.13,3.00
3.05,3.10,3.17,2.98
3.11,3.06,3.23,3.03
3.17,3.01,3.20,3.00
3.07,3.34,3.34,3.01
3.26,3.16,3.35,3.13
3.17,3.17,3.26,3.08
3.25,3.04,3.25,3.04
3.03,3.24,3.26,2.91
3.22,3.32,3.37,3.10
3.28,3.26,3.31,3.18
3.32,3.21,3.39,3.19
3.20,3.08,3.20,3.07
3.05,3.22,3.26,3.05
3.21,3.24,3.30,3.11
3.26,3.23,3.34,3.15
3.24,3.29,3.32,3.21
3.26,3.28,3.29,3.15
3.31,3.22,3.35,3.18
3.19,3.16,3.19,3.11
3.12,3.13,3.18,3.08
3.17,3.14,3.20,3.11
3.12,3.22,3.22,3.08
3.30,3.08,3.30,3.05
3.09,3.08,3.18,3.01
3.03,3.00,3.09,2.93
2.90,3.00,3.03,2.89
3.04,3.03,3.11,3.00
3.03,3.01,3.06,2.97
3.00,3.05,3.11,3.00
3.08,2.97,3.12,2.96
2.96,2.99,3.06,2.73
2.88,2.88,3.00,2.83
2.85,2.40,2.93,2.30
2.43,2.27,2.46,2.24
2.29,2.36,2.41,2.17
2.33,2.96,3.24,2.31
2.93,2.84,3.05,2.79
2.85,2.80,2.94,2.78
2.83,2.69,2.86,2.60
2.69,2.72,2.76,2.60
2.70,2.69,2.74,2.66
2.70,2.61,2.80,2.59
2.63,2.42,2.65,2.39
2.42,2.46,2.60,2.37
2.46,2.42,2.49,2.36
2.47,2.47,2.52,2.36
2.46,2.65,2.74,2.45
2.60,2.52,2.61,2.50
2.45,2.32,2.45,2.26
2.36,2.39,2.42,2.36
2.40,2.19,2.45,2.09
2.20,2.14,2.28,2.06
2.14,1.97,2.22,1.95
2.01,2.10,2.12,1.75
2.04,2.07,2.07,1.92
2.07,2.04,2.26,1.95
1.97,2.11,2.18,1.82
2.09,2.19,2.22,2.04
2.00,2.28,2.33,2.00
2.25,2.20,2.29,2.19
2.24,2.26,2.34,2.03
2.26,2.16,2.30,2.16
2.19,2.11,2.19,2.06
2.13,2.31,2.35,2.13
2.30,2.29,2.31,2.22
2.26,2.24,2.33,2.22
2.29,2.25,2.35,2.15
2.24,2.37,2.40,2.20
2.35,2.20,2.39,2.17
2.12,2.17,2.19,2.00
2.14,2.11,2.16,2.06
2.12,2.07,2.23,2.07
2.02,2.05,2.15,1.98
2.09,2.15,2.16,1.99
2.21,2.37,2.39,2.18
2.37,2.40,2.58,2.32
2.40,2.33,2.40,2.23
2.33,2.32,2.38,2.24
2.39,2.37,2.40,2.33
2.38,2.19,2.40,2.19
2.16,2.23,2.27,2.06
2.22,2.24,2.39,2.14
2.27,2.25,2.36,2.01
2.28,2.15,2.28,2.07
2.21,2.12,2.25,2.00
2.10,2.15,2.24,2.08
1.99,1.80,1.99,1.67
1.82,1.85,1.93,1.76
1.86,1.91,1.95,1.82
1.93,1.80,1.95,1.76
1.82,1.72,1.85,1.65
1.74,1.76,1.77,1.67
1.85,1.80,1.87,1.73
1.80,1.76,1.82,1.75
1.76,1.69,1.79,1.62
1.70,1.72,1.81,1.62
1.71,1.74,1.75,1.65
1.77,1.82,1.85,1.75
1.84,1.78,1.85,1.76
1.75,1.77,1.84,1.74
1.78,1.69,1.83,1.67
1.68,1.65,1.70,1.60
1.66,1.65,1.70,1.49
1.65,1.74,1.75,1.52
1.77,1.71,1.77,1.64
1.73,1.75,1.80,1.72
1.74,1.79,1.80,1.71
1.81,1.87,1.90,1.81
1.85,1.88,1.94,1.73
1.87,1.87,1.94,1.84
1.86,1.92,1.93,1.85
1.95,1.92,1.98,1.90
1.92,1.94,2.00,1.92
1.93,1.92,1.94,1.88
1.92,1.96,1.96,1.92
1.97,2.01,2.18,1.96
2.00,1.97,2.03,1.97
1.97,1.96,2.01,1.90
1.96,1.98,2.01,1.92
1.97,1.97,2.02,1.92
1.99,2.29,5.15,1.96
2.35,2.57,2.85,2.35
2.53,2.33,2.66,2.25
2.36,2.32,2.42,2.20
2.34,2.36,2.48,2.28
2.33,2.36,2.58,2.33
2.37,2.22,2.38,2.20
2.20,2.24,2.26,2.11
2.24,2.26,2.39,2.20
2.26,2.21,2.35,2.17
2.10,1.92,2.12,1.76
1.92,1.86,1.92,1.75
1.88,1.72,1.88,1.67
1.72,1.70,1.86,1.61
1.71,1.63,1.73,1.61
1.66,1.59,1.71,1.57
1.60,1.58,1.67,1.57
1.60,1.60,1.62,1.58
1.60,1.57,1.65,1.56
1.57,1.52,1.58,1.51
1.51,1.49,1.58,1.43
1.50,1.52,1.65,1.50
1.55,1.49,1.63,1.48
1.56,1.56,1.69,1.48
1.59,1.55,1.65,1.54
1.55,1.53,1.63,1.50
1.54,1.55,1.58,1.53
1.60,1.54,1.62,1.54
1.53,1.55,1.60,1.50
1.55,1.57,1.58,1.52
1.57,1.62,1.66,1.53
1.64,1.71,1.79,1.64
1.73,1.72,1.78,1.68
1.74,1.74,1.77,1.68
1.72,1.69,1.72,1.68
1.68,1.72,1.75,1.66
1.69,1.82,1.88,1.69
1.82,1.68,1.85,1.62
1.68,1.67,1.73,1.66
1.63,1.63,1.65,1.62
1.63,1.63,1.71,1.62
1.65,1.62,1.68,1.60
1.61,1.52,1.66,1.50
1.51,1.51,1.56,1.50
1.55,1.49,1.60,1.49
1.43,1.40,1.48,1.37
1.40,1.30,1.41,1.26
1.34,1.31,1.37,1.31
1.35,1.28,1.38,1.26
1.29,1.23,1.32,1.21
1.22,1.30,1.32,1.22
1.31,1.22,1.43,1.22
1.28,1.25,1.33,1.24
1.27,1.26,1.32,1.25
1.26,1.28,1.31,1.24
1.27,1.35,1.38,1.26
1.37,1.27,1.39,1.25
1.27,1.26,1.33,1.16
1.26,1.23,1.28,1.19
1.24,1.22,1.27,1.21
1.23,1.18,1.28,1.17
1.19,1.13,1.20,1.11
1.12,1.13,1.17,1.10
1.12,1.10,1.17,1.10
1.10,1.06,1.11,1.02
1.05,1.06,1.10,1.05
1.35,1.69,1.88,1.30
1.80,1.65,1.87,1.51
1.61,2.07,2.10,1.57
2.00,2.05,2.12,1.85
2.06,2.08,2.24,1.90
2.08,2.01,2.08,1.96
2.07,2.00,2.09,1.90
2.35,1.76,2.40,1.68
1.77,1.79,1.87,1.69
1.81,1.75,1.87,1.72
1.75,1.75,1.80,1.69
1.73,1.63,1.75,1.62
1.49,1.65,1.74,1.48
1.66,1.65,1.73,1.60
1.64,1.70,1.77,1.64
1.70,1.70,1.74,1.68
1.70,1.70,1.77,1.64
1.70,1.59,1.70,1.57
1.59,1.50,1.61,1.45
1.50,1.57,1.59,1.48
1.57,1.61,1.63,1.53
1.62,1.55,1.66,1.52
1.64,1.56,1.64,1.53
1.57,1.58,1.64,1.56
1.58,1.58,1.59,1.56
1.58,1.56,1.60,1.54
1.55,1.53,1.57,1.53
1.53,1.55,1.56,1.53
1.54,1.50,1.56,1.50
1.52,1.51,1.53,1.45
1.50,1.55,1.56,1.47
1.55,1.51,1.56,1.50
1.51,1.51,1.53,1.48
1.49,1.51,1.54,1.49
1.49,1.49,1.55,1.46
1.48,1.49,1.53,1.48
1.49,1.52,1.53,1.49
1.62,1.61,1.63,1.53
1.61,1.67,1.70,1.61
1.67,1.64,1.69,1.63
1.66,1.65,1.66,1.61
1.65,1.63,1.67,1.62
1.63,1.62,1.66,1.58
1.62,1.58,1.64,1.58
1.58,1.58,1.60,1.56
1.56,1.55,1.58,1.53
1.55,1.49,1.58,1.44
1.50,1.49,1.54,1.44
1.48,1.49,1.51,1.45
1.49,1.46,1.50,1.44
1.47,1.52,1.54,1.47
1.51,1.50,1.51,1.44
1.50,1.47,1.51,1.44
1.49,1.50,1.50,1.45
1.48,1.50,1.53,1.47
1.47,1.45,1.50,1.43
1.44,1.45,1.46,1.41
1.46,1.40,1.46,1.36
1.40,1.42,1.44,1.37
1.38,1.38,1.45,1.37
1.36,1.34,1.41,1.31
1.35,1.36,1.37,1.33
1.35,1.33,1.37,1.31
1.33,1.30,1.34,1.28
1.29,1.28,1.35,1.25
1.29,1.28,1.38,1.26
1.29,1.27,1.32,1.23
1.26,1.24,1.30,1.22
1.24,1.25,1.28,1.22
1.24,1.24,1.30,1.21
1.25,1.20,1.25,1.16
1.04,1.14,1.18,1.03
1.17,1.16,1.18,1.12
1.18,1.18,1.20,1.12
1.18,1.17,1.18,1.13
1.19,1.17,1.19,1.13
1.18,1.18,1.21,1.15
1.18,1.21,1.25,1.17
1.20,1.21,1.24,1.17
1.21,1.22,1.25,1.20
1.21,1.16,1.21,1.12
1.11,1.20,1.20,1.11
1.21,1.16,1.23,1.14
1.16,1.17,1.24,1.14
1.17,1.14,1.17,1.10
1.14,1.11,1.14,1.11
1.12,1.16,1.19,1.10
1.14,1.13,1.17,1.12
1.13,1.11,1.18,1.10
1.15,1.10,1.15,1.05
1.11,1.06,1.13,1.05
1.05,1.07,1.09,1.04
1.07,1.11,1.13,1.06
1.11,1.11,1.14,1.09
