PM,Philip Morris International Inc Common Stock,NASDAQ
89.86,86.63,89.86,86.33
87.48,87.46,88.44,86.65
86.61,86.85,88.03,86.05
86.57,86.50,86.94,86.05
87.12,87.54,88.41,86.94
88.37,87.78,88.96,87.69
87.50,86.62,88.32,86.56
87.11,87.53,87.96,87.11
87.39,87.56,88.38,87.05
87.08,87.75,88.18,86.80
88.12,87.51,88.25,86.58
88.01,88.57,89.12,87.78
89.28,89.18,89.90,88.93
89.22,88.43,89.91,88.22
89.84,90.34,91.08,89.66
90.99,89.70,91.40,89.04
89.68,89.61,90.18,89.21
89.52,89.95,90.75,89.31
90.26,89.71,90.65,89.71
88.28,89.25,90.20,87.65
89.31,88.61,89.49,88.45
89.00,89.23,90.10,88.57
89.20,88.78,89.68,88.58
88.84,88.54,88.93,87.89
88.09,89.22,89.67,88.09
88.68,88.88,88.99,87.72
88.60,88.67,89.14,88.35
89.10,89.17,89.44,88.67
89.14,89.18,89.94,88.83
89.61,89.71,89.90,89.37
89.39,89.59,89.75,89.11
89.39,89.22,89.56,88.71
89.01,88.77,89.17,88.56
88.65,88.21,88.65,87.88
88.52,89.36,89.80,88.41
89.35,88.70,89.57,88.43
88.21,88.30,88.73,88.00
88.21,88.33,88.59,87.58
88.52,88.18,88.98,87.81
87.79,87.14,88.03,86.95
86.70,85.75,87.15,85.60
85.60,85.16,85.80,85.06
85.22,84.21,85.24,84.18
84.13,83.77,84.81,83.67
83.74,84.17,84.37,83.74
84.35,85.37,85.64,84.27
85.50,84.41,85.65,84.41
83.99,84.11,84.59,83.53
83.77,82.95,83.81,82.90
83.03,83.88,84.42,82.86
83.67,83.44,84.00,83.15
83.83,83.40,84.39,83.16
83.28,83.85,84.31,83.20
83.96,84.10,84.75,83.69
84.38,84.19,84.62,83.56
84.41,84.51,84.52,83.73
84.79,84.23,84.91,84.04
84.69,86.56,86.58,84.61
86.60,86.28,86.73,85.98
86.49,87.78,87.88,86.49
88.68,87.85,89.08,87.73
87.77,88.22,88.35,87.72
88.31,89.95,90.22,87.83
90.08,90.54,91.25,89.89
90.66,90.47,90.96,90.36
90.12,89.75,90.16,89.26
88.49,87.41,88.55,87.27
87.40,86.91,87.60,86.56
87.02,87.69,87.72,86.77
87.26,87.33,87.46,86.72
86.72,86.59,87.21,86.28
86.73,87.37,87.43,86.52
86.98,87.72,87.77,86.57
87.54,87.49,87.95,86.80
87.44,87.04,87.69,86.74
86.63,86.58,87.26,86.47
86.42,85.94,87.03,85.90
86.08,84.16,86.42,84.16
84.80,86.16,86.20,84.80
86.29,85.03,86.71,84.71
84.69,86.69,87.05,84.66
86.56,85.50,86.56,85.40
85.95,86.09,86.25,85.40
85.83,86.89,87.50,85.79
86.85,86.93,87.24,86.11
86.64,86.85,86.97,86.38
86.77,87.78,87.92,86.21
87.40,88.12,88.82,87.29
88.65,88.18,89.21,88.01
87.77,88.60,88.65,87.69
88.73,89.90,90.38,88.51
90.10,90.36,90.50,89.40
90.59,89.34,90.66,89.31
89.23,89.12,90.10,88.80
89.36,89.76,90.15,89.20
90.15,90.25,90.35,89.59
90.07,90.13,90.49,89.83
90.44,91.01,91.24,90.28
91.04,89.97,91.25,89.59
89.74,89.41,89.79,88.71
89.36,89.73,90.97,89.25
89.61,89.75,89.76,88.83
89.40,90.62,90.72,89.36
90.67,90.70,91.24,90.59
90.55,91.36,91.40,90.48
91.32,91.64,91.81,91.32
91.45,91.47,91.68,91.04
91.53,89.30,91.81,88.60
87.34,86.60,87.96,84.90
86.78,86.95,87.29,86.28
87.14,86.29,87.18,86.21
86.12,85.48,86.37,84.86
85.44,85.50,85.77,85.25
85.75,85.54,86.01,85.30
85.33,85.07,85.70,85.00
84.85,85.76,85.76,84.85
85.32,85.91,86.04,85.01
85.69,85.51,86.09,85.11
86.31,85.83,86.55,85.60
86.04,86.35,86.44,85.59
86.25,85.79,86.49,85.38
86.01,85.92,86.29,85.51
85.73,85.32,85.85,85.21
85.45,85.24,85.58,84.90
85.27,84.75,85.27,84.62
84.71,84.65,84.86,84.32
84.99,85.48,85.56,83.81
85.33,85.48,85.68,84.82
85.55,85.52,85.86,85.31
84.84,85.25,85.39,84.33
85.09,85.43,85.99,85.01
85.48,86.01,86.14,85.43
86.20,86.74,86.93,86.09
86.57,86.60,86.89,85.84
86.63,87.13,87.34,86.42
87.00,86.02,87.20,85.75
86.25,85.53,86.50,85.51
85.55,84.93,85.57,84.55
85.12,84.68,85.67,84.53
84.50,83.27,84.61,82.93
83.25,83.31,83.63,82.61
83.96,82.57,84.05,82.41
82.44,82.45,82.96,82.27
82.74,82.45,83.00,82.31
82.45,83.08,83.30,82.35
82.96,84.52,84.55,82.62
84.13,83.33,84.26,83.20
84.32,83.99,84.54,83.41
83.92,84.19,84.41,83.45
83.61,83.54,84.41,83.00
82.96,81.50,83.18,81.50
81.63,80.78,81.86,80.77
80.89,80.81,81.01,80.51
80.47,79.44,80.47,78.33
79.61,79.09,79.80,78.93
78.31,78.14,78.95,77.19
78.09,75.39,78.19,75.28
75.85,76.88,77.23,75.57
76.56,76.90,77.08,76.06
76.88,78.11,78.79,76.66
78.33,80.25,80.29,78.17
79.95,78.81,80.10,78.44
78.61,79.46,79.50,78.01
79.64,78.44,79.66,78.31
78.25,79.24,79.32,77.55
79.31,80.39,80.55,78.88
80.21,80.01,80.94,80.00
79.77,79.60,80.19,79.50
79.63,79.71,80.15,79.25
79.64,78.97,79.94,78.90
78.79,79.17,79.64,78.52
79.40,79.93,80.09,79.33
80.05,79.50,80.08,78.92
79.50,80.78,81.14,79.35
81.16,80.91,81.60,80.51
80.25,80.45,80.97,79.77
81.00,81.58,81.86,80.99
81.87,81.07,81.88,80.77
81.20,80.91,81.50,80.79
81.02,80.34,81.04,79.22
80.32,80.43,80.57,80.04
80.62,79.52,80.85,79.15
79.15,79.17,79.45,78.79
79.41,79.23,79.89,79.06
79.25,79.89,80.48,79.18
80.01,80.28,80.68,80.00
80.28,80.47,80.91,80.14
80.47,79.66,81.20,79.41
79.63,80.43,80.46,79.45
81.09,81.00,81.45,80.54
81.12,80.42,81.19,80.31
79.68,80.20,80.36,79.67
80.18,80.42,81.04,80.18
80.25,80.07,80.43,79.93
80.21,81.02,81.02,80.15
81.23,81.87,81.95,81.03
81.74,82.21,82.33,81.70
82.32,82.46,82.50,82.16
82.53,82.28,82.68,82.00
82.93,82.81,83.15,82.52
82.76,82.89,83.32,82.73
82.97,83.82,84.24,82.97
83.96,83.88,84.02,83.27
84.08,83.52,84.97,83.36
83.36,83.14,83.99,82.71
83.65,84.17,84.47,83.36
84.09,84.38,84.48,83.55
84.75,84.79,84.82,84.10
83.62,83.15,84.05,82.12
82.98,83.50,83.61,82.50
83.35,83.54,83.89,82.96
83.49,83.35,83.94,83.25
83.20,83.49,84.01,83.01
83.40,84.11,84.20,83.40
84.58,84.98,85.62,84.47
84.98,85.19,85.83,84.87
85.01,85.43,85.59,84.79
85.49,85.72,85.96,85.21
85.77,85.38,85.77,85.15
85.02,85.34,85.51,84.82
85.18,85.28,85.55,85.00
85.29,85.80,85.93,85.11
85.71,86.21,86.38,85.20
86.03,86.40,86.52,85.94
86.82,86.13,86.90,85.89
86.28,85.93,86.32,85.63
85.91,85.75,86.27,85.59
85.80,85.33,86.19,85.15
85.23,85.77,85.98,85.20
85.72,85.74,85.80,85.34
85.48,85.22,85.50,85.02
85.21,86.15,86.50,84.93
86.18,86.29,86.73,85.87
86.14,86.57,86.90,86.12
86.53,86.91,87.16,86.22
86.88,87.35,87.50,86.48
87.62,88.37,88.70,87.38
88.25,88.54,88.80,88.05
88.33,88.32,88.74,88.05
88.25,87.89,88.49,87.62
87.77,87.97,88.21,87.57
88.00,87.90,88.16,87.67
88.00,88.33,88.56,87.90
88.01,88.33,88.47,87.81
87.89,88.39,88.57,87.81
88.16,88.44,88.74,88.16
88.21,88.24,88.71,88.07
88.17,88.45,88.63,87.88
88.37,89.03,89.36,88.07
88.78,88.74,89.00,88.41
88.82,89.88,89.97,88.44
89.97,91.34,91.47,89.91
91.39,91.14,91.63,90.78
91.15,90.43,91.24,90.27
89.12,89.37,89.94,88.73
89.30,88.89,89.30,88.28
86.80,86.49,86.91,85.98
86.17,84.85,86.17,84.05
84.63,84.31,84.90,84.16
84.35,84.21,84.54,83.87
84.21,84.86,85.10,83.83
84.76,85.69,86.09,84.73
85.58,86.08,86.45,85.46
86.13,86.29,86.66,85.94
86.51,86.03,86.85,85.82
85.61,84.90,86.04,84.88
85.60,85.41,86.08,84.84
85.92,85.95,86.26,85.75
85.57,84.59,85.61,84.48
84.99,84.70,85.55,84.49
84.58,84.55,86.65,84.52
85.01,86.02,86.15,84.90
85.29,85.57,85.78,85.20
85.66,85.38,85.89,85.26
85.53,85.08,85.73,84.97
85.29,85.54,85.78,85.25
85.32,84.85,85.53,84.57
84.98,84.48,84.98,84.10
84.50,84.65,85.38,84.50
84.72,83.19,85.07,83.14
82.96,82.01,82.99,82.00
82.00,81.90,82.59,81.72
81.80,82.13,82.33,81.50
81.85,81.58,82.26,81.19
81.59,83.48,83.95,81.59
83.55,82.71,83.90,82.38
82.80,83.84,83.95,82.60
83.97,84.35,84.96,83.75
84.12,84.18,84.26,83.74
84.44,84.47,84.82,84.23
84.49,84.93,84.99,84.47
85.10,84.50,85.17,83.82
84.71,84.99,85.10,84.63
85.10,85.38,85.47,84.63
85.21,85.09,85.37,84.60
85.23,85.15,85.69,85.12
84.82,84.34,85.23,84.20
84.93,85.19,85.54,84.93
85.24,85.26,85.46,84.83
85.13,85.25,85.29,84.83
84.92,85.26,85.38,84.84
85.28,85.58,85.69,85.04
85.30,85.49,85.90,85.06
85.85,85.40,85.88,85.20
85.77,84.99,85.79,84.79
85.06,85.45,85.50,84.81
85.29,84.00,85.36,83.92
84.10,83.83,84.31,83.63
84.12,84.19,84.41,83.81
84.15,84.50,84.56,83.95
84.71,84.02,84.75,83.72
84.29,84.20,84.30,83.88
84.16,84.82,85.04,84.06
84.91,84.90,85.34,84.54
85.05,84.72,85.27,84.14
85.15,85.55,85.68,84.70
85.09,86.05,86.07,85.06
84.75,83.66,85.17,83.63
83.60,84.45,84.73,83.56
84.00,83.70,84.20,83.55
82.84,83.23,83.34,82.58
82.61,82.66,82.95,82.55
82.89,83.40,83.52,82.28
83.25,83.47,83.88,83.21
83.60,84.21,84.26,83.18
84.35,84.51,84.85,84.24
84.84,84.57,84.85,84.07
84.42,83.98,84.79,83.94
83.94,85.06,85.13,83.68
85.18,83.92,85.99,83.86
84.38,84.28,85.25,84.28
84.60,84.07,85.29,83.97
84.19,83.69,84.63,83.62
83.11,83.58,83.85,81.90
83.19,85.26,85.32,83.00
84.97,86.00,86.01,84.44
85.76,86.93,87.21,85.71
87.32,87.45,87.47,86.62
87.22,87.60,87.67,87.12
87.95,87.62,88.21,87.51
87.86,88.06,88.18,87.40
87.92,88.04,88.67,87.80
88.49,88.27,88.49,87.78
88.19,87.91,88.83,87.34
87.45,88.35,88.68,86.91
88.79,89.01,89.24,88.47
88.85,89.19,89.50,88.60
89.39,89.45,89.91,89.19
89.83,89.90,90.25,89.09
89.68,87.50,89.83,87.18
87.50,88.12,88.20,87.26
87.83,88.42,88.50,87.52
88.44,88.09,88.48,87.84
88.04,87.90,88.13,87.57
88.04,87.86,88.70,87.53
87.35,86.28,87.40,85.49
86.33,87.30,87.50,86.17
87.47,87.13,87.60,87.09
86.95,86.83,87.20,86.47
86.50,85.81,86.50,85.57
86.15,87.00,87.04,86.11
87.30,86.50,87.61,86.47
86.49,86.30,86.73,86.16
86.66,86.60,86.91,86.42
87.20,86.93,87.57,86.77
86.37,86.50,87.03,85.70
86.58,87.39,87.43,86.52
87.15,87.65,87.68,86.77
87.27,87.15,87.48,86.37
87.28,87.14,87.33,86.71
86.42,86.79,87.16,86.33
86.05,86.56,86.58,85.25
86.49,85.60,86.59,85.27
85.63,85.97,86.81,85.60
85.59,84.42,86.37,84.39
84.53,82.45,84.88,82.38
82.20,81.39,82.96,81.35
81.81,81.85,82.26,81.16
82.70,84.02,84.05,82.39
84.17,83.05,84.39,82.63
82.48,82.97,83.16,82.16
83.22,83.30,83.58,83.01
83.40,83.15,83.57,83.06
83.10,83.34,83.69,83.03
83.03,83.20,83.53,82.74
83.15,82.50,83.48,82.39
82.73,81.45,82.82,81.36
81.60,81.02,81.79,80.63
80.99,80.41,81.09,79.86
80.96,81.10,82.05,80.60
81.80,81.71,82.05,81.02
82.32,82.94,83.58,82.31
83.54,82.72,83.65,82.47
83.11,83.05,83.67,82.64
83.32,83.10,83.98,82.67
82.26,83.42,83.46,82.25
82.71,82.82,83.42,82.57
82.85,82.70,83.20,82.19
83.21,83.58,83.99,82.89
83.08,84.55,84.61,82.72
85.04,85.16,85.29,84.43
84.61,82.82,84.75,82.70
82.95,83.05,83.41,82.50
82.53,81.60,82.72,81.38
82.03,80.58,82.30,80.39
80.51,81.22,81.50,80.32
80.53,80.24,81.19,80.10
80.24,81.63,81.70,80.06
82.00,82.24,82.44,81.81
82.04,82.08,82.60,81.85
82.42,82.57,83.24,81.31
82.32,81.27,82.32,80.94
80.81,80.83,81.48,80.56
80.92,81.08,81.21,80.53
81.36,82.48,82.73,81.16
82.71,83.69,83.72,82.58
83.81,82.87,83.86,82.66
82.80,82.71,82.85,82.30
82.34,83.00,83.01,82.24
82.96,82.62,83.05,82.41
82.47,83.04,83.13,82.25
82.80,82.89,82.95,82.28
82.71,83.51,83.62,82.64
83.51,83.47,83.72,83.20
83.24,82.80,83.40,82.57
82.73,82.96,83.10,82.14
82.96,82.95,83.22,82.64
82.67,82.70,82.99,82.46
82.69,82.17,82.70,81.69
82.20,81.71,82.37,81.54
81.28,80.05,81.35,79.79
80.18,80.45,80.60,80.07
80.00,79.25,80.00,79.06
79.33,77.82,79.44,77.38
78.26,78.73,78.78,77.96
78.73,77.65,78.73,76.85
78.07,77.89,78.38,77.46
77.77,77.89,78.25,77.63
77.60,78.56,79.28,76.59
78.64,78.86,79.32,78.56
78.83,79.45,79.48,78.79
79.45,79.86,80.15,79.45
78.87,77.53,79.20,77.50
77.81,76.70,77.97,76.54
76.56,76.34,76.96,76.27
76.27,76.79,76.87,76.16
77.25,76.86,77.25,76.26
76.54,75.33,76.55,75.30
75.27,76.07,76.09,75.27
76.44,77.26,77.42,75.95
77.29,78.20,78.66,77.24
78.19,77.74,78.57,77.74
77.73,77.24,78.00,76.93
77.02,77.86,77.99,77.00
78.11,77.90,78.57,77.87
77.50,77.39,77.89,77.25
77.14,78.11,78.28,77.12
78.44,78.13,78.91,77.87
82.42,84.96,85.26,82.21
84.57,85.26,85.49,84.32
85.40,84.98,85.75,84.47
84.99,84.05,85.30,83.86
84.06,83.69,84.06,82.92
83.17,83.55,84.38,82.88
83.54,82.75,83.87,82.67
82.78,82.09,82.90,82.05
82.02,82.88,83.10,82.02
82.46,82.73,82.88,81.95
82.86,83.47,83.51,82.48
83.47,83.39,83.73,82.91
83.66,83.21,83.70,83.00
83.19,82.81,83.44,82.56
83.61,83.87,83.88,82.99
83.76,84.01,84.26,83.25
84.84,85.19,85.74,84.70
85.02,84.13,85.37,84.01
83.51,84.13,84.75,83.32
84.33,84.53,84.89,83.87
85.00,86.79,86.91,84.91
86.68,86.57,86.77,85.99
86.65,86.03,86.71,85.60
85.59,85.66,85.92,85.02
85.55,85.41,86.08,85.31
85.41,85.14,85.41,84.60
84.75,84.15,84.86,84.10
83.97,83.72,84.02,83.18
84.00,84.22,84.37,83.62
84.35,84.26,84.76,83.66
84.04,83.07,84.04,82.97
82.90,83.19,83.43,82.50
82.80,82.95,83.52,82.32
83.40,82.42,83.43,82.39
82.41,81.83,82.84,81.66
81.50,79.70,81.67,79.50
79.70,80.15,80.64,79.38
80.04,80.75,81.21,80.04
80.76,82.29,82.71,80.76
82.47,82.25,82.75,81.97
81.50,81.86,81.91,80.75
81.23,81.27,81.75,81.04
81.47,81.82,81.84,81.00
81.83,81.83,82.19,81.13
82.25,83.11,83.58,82.10
82.87,82.66,83.18,82.49
82.92,83.13,83.66,82.82
82.23,81.36,82.30,81.01
81.23,80.81,81.76,80.81
81.14,81.30,81.71,80.89
81.32,81.35,81.68,81.08
80.94,80.12,81.33,80.09
80.72,80.17,80.94,80.00
80.36,81.30,81.34,80.10
81.37,81.17,81.74,80.95
80.86,81.20,81.46,80.72
81.33,82.44,82.54,80.98
82.01,81.57,82.45,81.50
82.42,81.24,82.65,81.21
82.01,82.16,82.82,81.98
82.42,82.38,82.67,82.02
82.40,82.68,82.77,82.26
82.44,82.67,82.89,82.01
83.38,85.29,86.30,83.36
85.02,85.83,86.00,84.83
85.95,85.61,86.03,85.47
85.48,85.54,85.80,85.28
85.63,85.52,85.92,85.06
85.44,85.43,85.58,85.01
85.20,84.65,85.22,84.27
84.44,85.53,85.90,84.44
85.63,85.60,86.51,85.43
85.66,85.45,86.13,85.29
85.27,85.39,85.75,85.10
85.88,85.53,86.00,85.40
85.50,85.66,85.91,85.07
85.66,85.83,86.01,85.46
86.00,85.89,86.31,85.73
86.00,85.76,86.07,85.59
85.62,85.09,85.77,84.77
85.57,85.87,86.34,85.56
85.14,85.47,85.53,84.66
85.16,85.64,85.64,84.17
85.55,84.66,85.59,84.25
84.61,84.26,84.70,83.88
83.92,84.30,84.35,83.47
84.30,84.02,84.37,83.88
83.63,83.74,84.55,83.21
83.06,83.08,84.60,83.01
82.74,80.98,83.12,80.98
78.14,78.34,79.71,76.54
79.96,77.39,80.05,77.35
78.75,79.75,79.83,77.36
80.33,80.78,80.88,79.13
80.16,80.35,80.59,79.84
79.87,79.80,80.11,78.90
78.21,77.78,78.72,77.30
78.49,78.70,78.73,77.84
79.16,79.45,79.81,78.75
78.36,77.29,78.52,77.00
78.81,79.76,79.79,78.13
80.06,78.27,80.24,78.09
78.00,78.87,79.40,78.00
78.93,79.47,79.52,78.40
79.68,79.35,79.79,78.88
79.52,80.81,80.88,79.01
80.95,82.10,82.49,80.86
82.34,82.08,83.05,81.50
81.29,81.22,82.16,80.77
81.69,82.12,82.46,81.58
81.11,80.77,81.53,80.43
80.85,80.43,80.96,79.94
80.00,80.41,80.60,79.78
80.76,80.60,81.31,80.35
78.99,78.91,80.33,78.73
78.82,78.64,79.25,78.03
79.32,79.33,79.59,78.78
79.68,79.46,79.74,78.86
78.82,79.95,79.96,78.41
80.40,81.71,81.86,80.00
81.62,81.49,81.88,80.96
81.57,82.67,82.88,81.55
82.66,84.15,84.29,82.40
84.08,84.07,84.58,84.05
84.22,84.66,84.89,84.12
84.53,84.41,84.63,83.79
84.66,84.48,85.41,84.36
85.59,86.07,86.36,85.20
86.37,87.78,88.04,85.89
87.65,88.42,88.49,87.23
88.61,88.72,88.85,88.28
88.90,88.98,89.68,88.37
88.83,89.55,89.94,88.63
89.94,89.63,89.94,88.76
89.65,89.70,90.08,89.33
89.00,88.82,89.32,88.38
89.30,89.40,89.89,88.23
89.10,89.26,89.46,88.10
89.33,88.40,89.47,88.40
88.73,88.81,88.98,88.19
88.39,88.34,88.52,87.70
88.17,88.07,88.43,87.63
88.04,88.16,88.32,87.78
87.36,86.37,87.36,85.12
85.76,85.25,85.84,84.73
85.29,84.96,85.48,84.73
85.28,85.05,85.83,85.00
84.53,84.02,84.92,83.76
83.86,83.40,84.43,83.27
83.40,84.35,84.36,83.33
84.30,83.84,84.64,83.55
84.08,85.43,85.48,83.92
85.68,86.25,86.49,85.64
86.70,85.99,87.65,85.84
86.22,86.59,86.76,85.92
86.09,86.90,87.25,85.95
86.62,87.17,87.27,86.33
87.12,87.42,87.68,86.83
87.91,87.39,88.31,87.20
87.44,87.78,87.88,86.70
87.55,87.30,87.78,87.00
87.56,87.34,87.99,87.21
87.41,89.70,89.76,87.41
89.25,88.79,89.64,88.30
88.56,88.77,88.92,88.07
88.51,88.02,89.52,87.48
87.92,87.73,88.32,87.23
86.76,86.32,87.18,85.96
86.38,87.16,87.42,85.89
87.63,87.84,88.37,87.13
88.04,90.15,90.27,88.00
90.07,89.08,90.15,88.96
88.73,86.92,88.73,86.92
86.36,86.62,86.66,85.74
86.94,87.66,87.79,86.24
87.92,89.08,89.18,87.86
88.75,88.86,89.23,88.63
88.55,88.59,88.79,88.09
89.04,89.36,89.48,88.84
89.40,88.98,89.48,88.78
88.48,87.91,88.64,87.86
86.85,87.00,87.05,85.76
87.03,87.87,88.23,86.85
87.03,87.85,88.21,87.03
86.68,87.25,88.46,86.68
87.58,86.71,87.65,86.48
87.44,89.17,89.33,87.40
89.61,89.09,89.88,88.16
89.00,88.31,89.20,88.06
88.39,87.88,89.06,86.95
86.05,86.29,86.94,85.11
86.44,87.47,87.83,86.44
86.68,85.86,86.90,84.46
85.42,85.80,86.20,84.69
86.75,86.87,87.17,85.80
87.05,86.68,87.60,86.51
86.76,87.31,88.32,86.76
87.65,88.09,89.38,87.21
88.79,89.06,89.72,87.61
88.86,90.01,90.24,88.33
89.79,89.41,90.31,89.33
88.51,89.35,89.45,88.30
89.84,89.79,90.28,88.48
87.68,89.10,90.35,87.68
89.19,89.55,89.61,87.42
89.28,89.72,90.29,88.65
89.29,90.02,90.56,88.93
90.25,89.23,90.39,89.04
88.15,88.34,88.75,87.50
89.03,89.06,89.50,88.25
89.50,90.12,90.34,88.60
90.06,91.23,92.19,89.76
91.14,91.65,91.82,91.07
91.58,91.94,92.19,90.78
92.34,92.54,92.85,92.02
92.42,92.05,92.79,91.80
91.85,91.46,91.91,90.70
91.53,92.45,92.48,91.36
92.54,91.45,92.87,91.11
91.00,91.03,91.77,90.48
91.60,91.54,91.73,91.02
91.29,91.56,91.89,90.79
91.54,93.26,93.29,91.31
93.29,94.49,94.91,93.25
94.02,93.90,94.19,93.10
94.07,94.45,94.79,93.76
94.87,96.01,96.07,94.66
95.99,96.84,96.88,95.75
96.99,96.49,97.15,96.06
96.58,96.44,97.13,96.00
95.91,96.44,96.70,95.80
96.41,97.18,97.36,95.65
97.29,98.90,99.33,97.29
99.03,98.17,99.24,97.92
98.08,98.59,98.82,97.76
97.34,96.74,97.69,96.43
96.74,97.07,97.29,96.28
97.04,97.57,97.60,96.66
97.86,97.86,98.21,97.42
98.02,98.86,98.89,97.37
99.03,98.69,99.53,98.64
98.53,98.11,99.01,98.01
97.77,99.75,99.83,97.55
99.96,100.36,100.48,99.47
100.00,100.26,100.41,99.88
100.33,101.17,101.31,100.21
101.09,100.58,101.15,100.19
100.81,100.88,100.95,100.44
101.28,100.33,101.80,100.09
100.47,101.63,101.82,100.41
101.89,100.33,102.00,99.37
100.40,99.76,101.48,99.56
99.87,100.11,100.48,99.18
100.11,100.60,101.39,99.78
98.65,99.28,99.73,97.08
98.89,98.13,99.23,98.00
97.82,96.42,98.04,95.91
96.60,96.92,96.97,96.13
96.59,97.53,97.54,96.21
97.93,97.24,98.09,96.93
97.37,97.27,98.23,96.41
96.61,97.35,97.94,96.50
97.42,98.12,98.58,97.41
98.42,98.56,98.88,97.89
98.48,98.52,98.85,97.97
97.92,98.78,98.94,97.51
99.31,99.18,99.99,98.74
99.23,100.32,100.40,99.20
100.35,100.39,100.65,100.02
100.50,101.89,101.93,100.40
101.88,101.80,102.38,101.66
101.91,102.18,102.55,101.61
101.73,100.89,102.39,100.68
100.84,101.71,101.94,100.31
101.18,99.84,101.48,99.18
99.80,98.95,99.92,98.42
98.54,98.36,98.60,97.20
98.67,98.04,98.69,97.83
98.06,98.28,98.42,97.73
98.71,98.84,99.37,98.59
98.67,99.05,99.50,98.65
99.05,99.01,99.17,98.46
99.10,99.18,99.35,98.71
99.32,98.68,99.60,98.17
98.68,99.40,99.54,98.42
99.14,99.26,99.37,98.88
99.56,101.12,101.22,99.51
101.22,100.32,101.69,100.02
100.46,100.46,100.91,100.22
100.25,101.72,101.72,100.20
101.28,101.78,102.01,100.76
101.13,101.30,101.59,100.78
100.88,100.57,101.59,100.51
100.14,99.89,100.17,99.18
100.15,99.65,100.30,99.25
99.62,100.15,100.26,98.97
100.36,100.73,101.00,99.63
101.30,101.55,101.91,101.18
100.88,100.85,101.14,100.46
101.00,101.03,101.77,100.86
101.67,101.90,101.91,101.02
99.15,97.71,100.08,97.12
97.34,98.20,98.67,96.89
98.91,98.54,99.00,97.08
98.81,98.62,99.20,98.15
99.09,101.72,101.90,98.93
101.72,101.28,102.30,101.13
101.30,102.24,103.15,101.27
102.30,102.36,102.83,101.19
102.58,101.78,102.91,101.66
102.34,103.09,103.16,101.75
102.98,103.38,103.67,102.10
103.33,102.90,103.82,102.75
102.70,103.24,103.34,102.41
103.38,103.19,103.66,102.74
103.41,103.63,104.20,103.18
103.49,103.00,103.73,102.90
100.50,99.89,100.50,98.70
100.38,99.65,101.10,99.52
99.77,99.42,99.77,98.37
99.32,99.84,99.91,99.24
99.82,99.71,100.14,99.41
99.85,98.96,100.00,98.72
98.98,97.33,99.00,97.14
97.36,99.10,99.25,96.95
99.29,100.26,100.40,98.62
99.74,100.15,100.38,99.28
100.12,99.97,100.27,99.49
99.62,99.03,99.92,98.64
99.36,99.00,99.55,98.90
99.00,98.93,99.49,98.64
98.78,98.55,99.52,98.24
98.67,98.40,99.23,98.39
98.90,99.17,99.87,98.70
99.49,98.86,99.92,98.83
99.53,99.00,99.97,98.98
99.14,98.61,99.18,98.54
98.42,99.47,99.66,98.40
99.70,100.29,100.38,99.45
100.07,100.34,100.35,99.82
100.04,99.93,100.12,99.54
99.96,100.12,100.19,99.70
100.25,100.39,100.58,100.15
100.13,100.13,100.37,99.40
100.20,99.84,100.20,99.44
99.96,99.10,100.48,98.86
99.08,100.26,100.32,99.06
100.06,99.97,100.25,99.55
99.92,99.93,100.02,99.32
99.80,100.62,100.67,99.61
100.96,101.77,102.10,100.87
101.66,102.36,102.38,101.44
102.00,102.09,102.25,101.55
102.10,101.32,102.20,100.88
100.64,97.54,100.98,97.54
98.02,100.64,100.99,97.91
99.98,98.93,100.48,98.52
99.17,98.62,99.48,98.28
98.37,99.75,100.00,98.37
99.22,98.84,99.37,98.49
99.09,98.82,99.63,98.77
99.20,99.21,99.96,98.84
99.47,100.65,100.95,99.06
101.09,101.72,102.09,101.00
101.60,101.53,101.95,101.02
100.43,99.14,100.43,99.06
99.42,99.33,99.51,98.64
99.56,99.41,99.71,98.90
99.53,97.78,99.55,97.68
98.23,97.22,98.70,97.12
97.35,97.42,98.01,97.11
97.21,96.10,97.63,96.06
96.30,95.68,96.46,95.37
95.23,95.64,96.04,95.00
95.89,96.02,96.56,95.70
96.44,96.25,96.63,96.09
96.20,95.52,96.25,95.15
95.54,96.09,96.43,95.40
95.93,96.20,96.68,95.44
96.33,95.83,96.74,95.82
95.83,95.51,95.98,95.26
96.97,96.56,97.10,95.92
96.23,95.98,96.77,95.69
95.96,95.57,96.29,95.44
95.92,96.31,97.29,95.80
96.79,96.91,97.01,96.41
97.15,96.58,97.15,96.24
96.58,96.05,96.97,95.84
96.32,95.78,96.89,95.68
96.11,96.31,96.73,95.78
96.48,96.44,96.50,96.04
96.63,96.08,96.74,95.75
96.14,96.05,96.52,95.90
96.29,96.23,96.58,95.88
96.15,95.49,96.59,95.33
96.37,97.33,97.35,96.30
97.20,97.86,98.21,97.20
96.04,94.35,96.07,93.10
92.71,90.50,92.99,90.02
90.46,88.95,90.76,88.70
89.20,87.33,89.41,86.90
87.50,87.50,88.28,87.23
87.79,87.92,88.72,87.38
88.05,89.27,89.74,87.94
89.38,89.09,89.82,88.27
89.09,89.62,89.68,88.96
89.90,90.00,90.24,89.20
89.75,88.89,89.75,88.54
88.92,89.29,89.51,88.92
89.37,90.24,90.35,89.29
90.13,90.60,90.62,90.00
90.18,88.28,90.61,88.25
87.85,87.77,88.10,86.78
88.16,88.08,88.70,87.64
87.92,87.77,88.32,87.57
