THM,International Tower Hill Mines,NASDAQ
0.56,0.51,0.73,0.51
0.54,0.51,0.59,0.50
0.52,0.50,0.56,0.49
0.46,0.49,0.50,0.43
0.53,0.52,0.55,0.50
0.55,0.65,0.65,0.54
0.66,0.63,0.69,0.62
0.67,0.59,0.67,0.58
0.64,0.65,0.65,0.60
0.63,0.61,0.64,0.59
0.64,0.56,0.65,0.54
0.56,0.55,0.57,0.52
0.55,0.59,0.62,0.55
0.61,0.62,0.64,0.60
0.63,0.58,0.64,0.54
0.59,0.59,0.62,0.59
0.59,0.64,0.65,0.59
0.64,0.60,0.64,0.60
0.61,0.60,0.63,0.59
0.59,0.61,0.63,0.59
0.63,0.77,0.79,0.63
0.79,0.90,0.90,0.73
0.60,0.41,0.64,0.36
0.39,0.46,0.46,0.37
0.44,0.46,0.47,0.41
0.46,0.48,0.48,0.45
0.47,0.52,0.53,0.47
0.53,0.51,0.55,0.48
0.54,0.48,0.54,0.48
0.47,0.49,0.51,0.46
0.49,0.48,0.50,0.47
0.47,0.46,0.47,0.45
0.46,0.45,0.49,0.45
0.45,0.46,0.47,0.45
0.46,0.52,0.53,0.46
0.52,0.54,0.56,0.50
0.56,0.56,0.56,0.52
0.55,0.54,0.56,0.53
0.53,0.60,0.65,0.52
0.61,0.76,0.80,0.61
0.76,0.77,0.80,0.70
0.77,0.75,0.77,0.68
0.72,0.68,0.73,0.68
0.72,0.65,0.74,0.65
0.66,0.72,0.74,0.66
0.76,0.71,0.77,0.70
0.73,0.63,0.73,0.62
0.64,0.61,0.67,0.59
0.61,0.60,0.62,0.56
0.58,0.58,0.60,0.56
0.58,0.60,0.62,0.58
0.58,0.59,0.61,0.57
0.58,0.58,0.59,0.57
0.57,0.57,0.59,0.57
0.56,0.58,0.59,0.56
0.57,0.55,0.58,0.55
0.57,0.55,0.58,0.54
0.53,0.52,0.54,0.48
0.50,0.49,0.50,0.48
0.49,0.45,0.50,0.44
0.45,0.44,0.48,0.44
0.44,0.52,0.57,0.42
0.55,0.47,0.56,0.46
0.44,0.42,0.46,0.42
0.45,0.39,0.45,0.39
0.39,0.35,0.40,0.35
0.36,0.34,0.39,0.34
0.37,0.34,0.38,0.33
0.35,0.34,0.36,0.34
0.34,0.31,0.35,0.31
0.31,0.30,0.32,0.30
0.31,0.30,0.33,0.30
0.31,0.32,0.33,0.30
0.31,0.31,0.34,0.30
0.34,0.32,0.34,0.31
0.34,0.36,0.39,0.33
0.35,0.31,0.36,0.31
0.32,0.34,0.35,0.32
0.35,0.32,0.35,0.32
0.34,0.32,0.34,0.31
0.34,0.31,0.35,0.31
0.34,0.31,0.34,0.31
0.31,0.31,0.34,0.31
0.32,0.32,0.33,0.32
0.34,0.33,0.34,0.32
0.33,0.41,0.41,0.33
0.39,0.38,0.39,0.36
0.41,0.42,0.45,0.40
0.44,0.50,0.51,0.42
0.50,0.60,0.63,0.48
0.60,0.55,0.69,0.53
0.58,0.56,0.60,0.56
0.55,0.51,0.56,0.47
0.50,0.50,0.52,0.50
0.49,0.45,0.51,0.43
0.45,0.42,0.47,0.40
0.43,0.46,0.47,0.43
0.44,0.42,0.45,0.42
0.44,0.41,0.44,0.40
0.41,0.41,0.44,0.40
0.42,0.43,0.54,0.37
0.43,0.40,0.43,0.40
0.40,0.40,0.42,0.40
0.40,0.41,0.42,0.40
0.40,0.39,0.41,0.38
0.38,0.39,0.39,0.38
0.39,0.39,0.42,0.38
0.39,0.37,0.40,0.37
0.39,0.38,0.42,0.37
0.38,0.37,0.38,0.36
0.37,0.37,0.39,0.36
0.39,0.37,0.39,0.37
0.40,0.41,0.42,0.39
0.38,0.37,0.41,0.36
0.37,0.37,0.39,0.37
0.37,0.39,0.41,0.37
0.40,0.37,0.40,0.37
0.37,0.37,0.38,0.36
0.37,0.37,0.38,0.36
0.39,0.42,0.43,0.38
0.42,0.40,0.42,0.39
0.41,0.41,0.41,0.40
0.40,0.41,0.41,0.38
0.39,0.42,0.42,0.39
0.42,0.41,0.43,0.40
0.39,0.39,0.41,0.38
0.38,0.38,0.39,0.38
0.38,0.40,0.40,0.38
0.40,0.38,0.40,0.37
0.37,0.37,0.37,0.36
0.37,0.40,0.40,0.36
0.40,0.38,0.40,0.36
0.37,0.38,0.39,0.37
0.38,0.41,0.41,0.37
0.40,0.45,0.48,0.40
0.48,0.44,0.49,0.43
0.43,0.46,0.46,0.40
0.49,0.49,0.50,0.46
0.50,0.48,0.53,0.47
0.51,0.49,0.51,0.49
0.51,0.49,0.51,0.48
0.49,0.51,0.51,0.49
0.51,0.51,0.52,0.50
0.51,0.51,0.51,0.48
0.52,0.56,0.57,0.51
0.55,0.63,0.67,0.55
0.63,0.66,0.68,0.61
0.67,0.62,0.67,0.60
0.63,0.63,0.66,0.60
0.65,0.65,0.65,0.60
0.66,0.63,0.70,0.63
0.62,0.61,0.63,0.59
0.62,0.62,0.64,0.61
0.59,0.62,0.64,0.59
0.65,0.61,0.65,0.60
0.62,0.59,0.63,0.59
0.58,0.55,0.59,0.52
0.58,0.52,0.58,0.51
0.51,0.52,0.53,0.51
0.51,0.57,0.58,0.50
0.60,0.61,0.65,0.60
0.61,0.64,0.73,0.61
0.70,0.66,0.70,0.64
0.68,0.67,0.70,0.65
0.68,0.67,0.73,0.66
0.65,0.65,0.68,0.65
0.66,0.62,0.66,0.61
0.64,0.64,0.66,0.61
0.67,0.61,0.67,0.61
0.63,0.65,0.67,0.63
0.67,0.66,0.67,0.63
0.67,0.65,0.67,0.62
0.64,0.67,0.67,0.63
0.67,0.67,0.67,0.65
0.68,0.71,0.76,0.67
0.70,0.77,0.78,0.64
0.75,0.97,1.03,0.75
0.99,0.89,0.99,0.85
0.85,0.83,0.87,0.81
0.83,0.82,0.88,0.77
0.84,0.81,0.89,0.80
0.85,0.88,0.91,0.83
0.88,0.92,0.92,0.86
0.92,0.93,0.96,0.90
0.93,1.16,1.18,0.91
1.09,1.12,1.16,1.01
1.09,0.98,1.12,0.95
0.98,1.05,1.05,0.93
1.08,1.01,1.13,1.00
0.98,0.85,0.99,0.84
0.82,0.85,0.93,0.82
0.85,0.80,0.86,0.76
0.80,0.77,0.80,0.74
0.77,0.83,0.86,0.76
0.81,0.76,0.82,0.75
0.74,0.76,0.77,0.72
0.80,0.85,0.88,0.78
0.84,0.83,0.87,0.79
0.85,0.81,0.91,0.80
0.80,0.77,0.84,0.77
0.82,0.81,0.82,0.78
0.83,0.82,0.83,0.77
0.82,0.79,0.87,0.79
0.80,0.79,0.82,0.79
0.81,0.82,0.85,0.79
0.81,0.74,0.81,0.73
0.75,0.72,0.75,0.68
0.70,0.68,0.70,0.67
0.69,0.69,0.69,0.64
0.68,0.64,0.68,0.64
0.65,0.66,0.68,0.63
0.65,0.64,0.70,0.62
0.63,0.68,0.68,0.63
0.69,0.69,0.73,0.66
0.66,0.71,0.71,0.66
0.70,0.66,0.71,0.66
0.66,0.66,0.68,0.63
0.65,0.70,0.70,0.63
0.70,0.68,0.71,0.67
0.69,0.65,0.69,0.63
0.68,0.60,0.68,0.60
0.62,0.63,0.64,0.61
0.62,0.61,0.62,0.60
0.62,0.61,0.64,0.61
0.61,0.58,0.63,0.58
0.60,0.59,0.62,0.59
0.61,0.61,0.63,0.60
0.59,0.59,0.60,0.57
0.60,0.64,0.66,0.59
0.60,0.63,0.63,0.59
0.62,0.62,0.63,0.61
0.62,0.60,0.63,0.59
0.60,0.60,0.62,0.60
0.63,0.54,0.63,0.53
0.54,0.50,0.54,0.45
0.50,0.49,0.52,0.47
0.47,0.49,0.49,0.47
0.49,0.48,0.52,0.47
0.51,0.48,0.51,0.48
0.50,0.49,0.54,0.48
0.51,0.58,0.69,0.51
0.62,0.61,0.62,0.58
0.60,0.57,0.62,0.55
0.57,0.57,0.59,0.57
0.57,0.64,0.64,0.57
0.66,0.67,0.67,0.62
0.65,0.66,0.68,0.62
0.68,0.62,0.68,0.59
0.60,0.56,0.63,0.54
0.56,0.62,0.63,0.54
0.63,0.71,0.72,0.62
0.70,0.67,0.72,0.67
0.67,0.73,0.75,0.67
0.76,0.72,0.81,0.70
0.72,0.70,0.75,0.68
0.73,0.69,0.73,0.68
0.69,0.69,0.71,0.68
0.67,0.72,0.73,0.64
0.73,0.71,0.74,0.66
0.72,0.73,0.74,0.69
0.70,0.70,0.70,0.67
0.68,0.71,0.72,0.67
0.70,0.71,0.71,0.60
0.66,0.74,0.76,0.66
0.75,0.71,0.78,0.69
0.74,0.73,0.76,0.69
0.70,0.71,0.71,0.66
0.71,0.68,0.74,0.67
0.68,0.67,0.70,0.67
0.69,0.72,0.74,0.69
0.71,0.72,0.74,0.70
0.71,0.72,0.73,0.70
0.73,0.70,0.73,0.68
0.69,0.69,0.72,0.68
0.68,0.69,0.70,0.66
0.67,0.71,0.71,0.67
0.68,0.71,0.71,0.67
0.69,0.71,0.72,0.68
0.69,0.73,0.73,0.68
0.71,0.73,0.73,0.69
0.72,0.68,0.72,0.68
0.68,0.67,0.69,0.64
0.70,0.69,0.70,0.65
0.69,0.68,0.73,0.68
0.69,0.72,0.72,0.67
0.72,0.70,0.72,0.68
0.68,0.69,0.69,0.62
0.68,0.70,0.70,0.67
0.70,0.70,0.70,0.68
0.70,0.71,0.72,0.67
0.70,0.69,0.70,0.67
0.66,0.67,0.69,0.65
0.67,0.68,0.69,0.66
0.68,0.67,0.71,0.65
0.67,0.68,0.70,0.65
0.69,0.68,0.69,0.65
0.66,0.67,0.67,0.65
0.66,0.67,0.68,0.65
0.66,0.65,0.66,0.65
0.65,0.66,0.67,0.65
0.66,0.69,0.69,0.66
0.69,0.69,0.69,0.65
0.67,0.65,0.68,0.64
0.66,0.61,0.68,0.59
0.60,0.60,0.61,0.56
0.61,0.57,0.61,0.55
0.55,0.54,0.57,0.51
0.54,0.61,0.61,0.54
0.57,0.59,0.60,0.54
0.59,0.58,0.59,0.56
0.58,0.57,0.60,0.57
0.58,0.60,0.60,0.57
0.60,0.57,0.60,0.56
0.55,0.54,0.57,0.54
0.54,0.52,0.54,0.51
0.52,0.50,0.55,0.49
0.52,0.52,0.54,0.48
0.52,0.50,0.52,0.50
0.51,0.50,0.51,0.48
0.49,0.48,0.50,0.48
0.48,0.48,0.49,0.47
0.50,0.45,0.51,0.45
0.43,0.46,0.49,0.43
0.46,0.46,0.48,0.44
0.44,0.46,0.48,0.41
0.46,0.48,0.48,0.46
0.46,0.47,0.49,0.45
0.47,0.49,0.50,0.45
0.49,0.46,0.52,0.46
0.47,0.47,0.47,0.46
0.47,0.51,0.51,0.47
0.50,0.47,0.52,0.47
0.50,0.51,0.52,0.49
0.51,0.52,0.52,0.49
0.52,0.49,0.53,0.47
0.53,0.50,0.53,0.49
0.50,0.47,0.50,0.44
0.47,0.47,0.47,0.44
0.45,0.43,0.45,0.42
0.43,0.43,0.45,0.41
0.42,0.42,0.43,0.39
0.41,0.42,0.42,0.39
0.40,0.40,0.42,0.38
0.38,0.38,0.40,0.36
0.40,0.35,0.40,0.32
0.35,0.35,0.36,0.32
0.35,0.37,0.37,0.33
0.36,0.34,0.36,0.34
0.34,0.38,0.39,0.34
0.35,0.38,0.42,0.35
0.37,0.36,0.40,0.36
0.35,0.39,0.41,0.34
0.39,0.42,0.43,0.39
0.40,0.39,0.41,0.38
0.37,0.39,0.40,0.36
0.39,0.38,0.41,0.37
0.39,0.41,0.42,0.38
0.43,0.38,0.44,0.38
0.38,0.38,0.40,0.38
0.38,0.39,0.42,0.38
0.39,0.41,0.42,0.39
0.38,0.39,0.40,0.38
0.39,0.39,0.41,0.39
0.38,0.37,0.40,0.37
0.38,0.39,0.41,0.37
0.37,0.38,0.39,0.35
0.38,0.38,0.40,0.38
0.38,0.36,0.39,0.36
0.36,0.35,0.37,0.35
0.36,0.35,0.40,0.34
0.35,0.36,0.39,0.34
0.38,0.37,0.38,0.35
0.35,0.37,0.37,0.35
0.35,0.36,0.36,0.35
0.35,0.36,0.38,0.35
0.36,0.33,0.36,0.33
0.33,0.35,0.35,0.33
0.34,0.35,0.37,0.34
0.35,0.35,0.36,0.32
0.40,0.35,0.40,0.34
0.36,0.36,0.36,0.36
0.35,0.36,0.36,0.35
0.35,0.35,0.36,0.35
0.35,0.36,0.36,0.35
0.35,0.40,0.45,0.35
0.40,0.45,0.45,0.40
0.43,0.41,0.44,0.38
0.41,0.44,0.47,0.38
0.43,0.45,0.47,0.43
0.47,0.45,0.47,0.43
0.44,0.43,0.48,0.41
0.44,0.42,0.48,0.40
0.42,0.47,0.47,0.42
0.46,0.53,0.55,0.44
0.56,0.50,0.56,0.49
0.51,0.52,0.53,0.51
0.53,0.55,0.59,0.51
0.56,0.58,0.61,0.56
0.59,0.59,0.62,0.54
0.60,0.60,0.61,0.56
0.60,0.59,0.60,0.56
0.57,0.52,0.57,0.48
0.54,0.56,0.57,0.52
0.60,0.52,0.60,0.49
0.48,0.50,0.51,0.47
0.47,0.50,0.54,0.46
0.48,0.50,0.50,0.46
0.48,0.47,0.49,0.44
0.46,0.47,0.47,0.45
0.45,0.46,0.50,0.45
0.46,0.46,0.47,0.45
0.46,0.46,0.49,0.45
0.45,0.46,0.46,0.42
0.44,0.44,0.44,0.42
0.43,0.45,0.45,0.42
0.43,0.44,0.46,0.42
0.42,0.43,0.43,0.41
0.42,0.42,0.44,0.41
0.43,0.41,0.43,0.41
0.43,0.42,0.44,0.42
0.42,0.40,0.42,0.40
0.40,0.40,0.42,0.40
0.41,0.41,0.42,0.41
0.41,0.41,0.43,0.41
0.41,0.39,0.41,0.39
0.38,0.39,0.40,0.34
0.39,0.38,0.40,0.37
0.38,0.36,0.38,0.36
0.38,0.39,0.39,0.37
0.40,0.39,0.40,0.36
0.38,0.37,0.38,0.36
0.38,0.35,0.39,0.35
0.35,0.36,0.37,0.34
0.35,0.35,0.37,0.34
0.35,0.35,0.36,0.35
0.35,0.35,0.35,0.34
0.35,0.34,0.35,0.34
0.34,0.35,0.37,0.34
0.37,0.36,0.38,0.35
0.37,0.37,0.39,0.36
0.39,0.38,0.39,0.37
0.38,0.36,0.40,0.36
0.38,0.37,0.39,0.37
0.38,0.36,0.39,0.36
0.36,0.36,0.38,0.36
0.36,0.37,0.38,0.36
0.37,0.36,0.38,0.36
0.36,0.37,0.38,0.35
0.36,0.37,0.38,0.36
0.36,0.39,0.42,0.36
0.39,0.40,0.41,0.38
0.39,0.40,0.40,0.38
0.38,0.37,0.40,0.37
0.37,0.38,0.38,0.36
0.38,0.37,0.38,0.36
0.36,0.38,0.38,0.36
0.38,0.38,0.38,0.36
0.38,0.37,0.38,0.36
0.36,0.37,0.37,0.35
0.35,0.34,0.35,0.33
0.34,0.34,0.36,0.34
0.34,0.33,0.34,0.33
0.34,0.34,0.35,0.34
0.33,0.35,0.35,0.33
0.35,0.39,0.39,0.34
0.39,0.40,0.41,0.39
0.38,0.39,0.40,0.38
0.40,0.38,0.41,0.38
0.37,0.40,0.40,0.36
0.40,0.38,0.40,0.35
0.38,0.38,0.39,0.38
0.39,0.37,0.39,0.35
0.37,0.35,0.37,0.35
0.35,0.36,0.37,0.35
0.36,0.36,0.37,0.35
0.37,0.36,0.37,0.35
0.36,0.38,0.40,0.36
0.39,0.38,0.40,0.37
0.37,0.37,0.37,0.36
0.37,0.39,0.39,0.37
0.36,0.37,0.37,0.35
0.36,0.37,0.38,0.35
0.38,0.36,0.38,0.35
0.35,0.35,0.36,0.34
0.35,0.34,0.35,0.34
0.35,0.35,0.35,0.34
0.34,0.35,0.36,0.34
0.36,0.35,0.36,0.34
0.35,0.35,0.36,0.34
0.35,0.35,0.36,0.34
0.35,0.35,0.37,0.35
0.35,0.35,0.35,0.34
0.34,0.35,0.35,0.34
0.34,0.34,0.35,0.34
0.35,0.35,0.36,0.34
0.35,0.34,0.35,0.33
0.33,0.35,0.35,0.33
0.34,0.34,0.34,0.33
0.34,0.34,0.34,0.33
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.34
0.34,0.34,0.34,0.33
0.33,0.35,0.35,0.33
0.35,0.34,0.35,0.34
0.33,0.33,0.34,0.33
0.33,0.33,0.34,0.33
0.33,0.34,0.34,0.33
0.33,0.32,0.34,0.32
0.33,0.33,0.34,0.33
0.33,0.33,0.33,0.32
0.34,0.34,0.34,0.32
0.32,0.32,0.33,0.32
0.32,0.32,0.32,0.31
0.32,0.32,0.32,0.29
0.31,0.31,0.31,0.29
0.31,0.32,0.32,0.31
0.32,0.30,0.32,0.30
0.31,0.29,0.31,0.29
0.30,0.30,0.31,0.29
0.30,0.30,0.31,0.29
0.31,0.29,0.31,0.27
0.27,0.27,0.29,0.24
0.27,0.24,0.27,0.21
0.26,0.23,0.26,0.20
0.22,0.23,0.25,0.22
0.22,0.22,0.23,0.21
0.21,0.22,0.22,0.20
0.21,0.23,0.23,0.21
0.23,0.24,0.24,0.22
0.24,0.25,0.25,0.23
0.25,0.24,0.25,0.22
0.22,0.24,0.25,0.22
0.24,0.24,0.24,0.22
0.24,0.27,0.27,0.23
0.25,0.27,0.27,0.24
0.25,0.28,0.28,0.25
0.27,0.28,0.30,0.27
0.27,0.27,0.29,0.27
0.28,0.28,0.28,0.28
0.28,0.28,0.29,0.27
0.28,0.27,0.28,0.26
0.28,0.28,0.30,0.26
0.27,0.28,0.29,0.26
0.28,0.24,0.28,0.24
0.24,0.24,0.26,0.23
0.24,0.23,0.25,0.23
0.24,0.23,0.24,0.22
0.22,0.22,0.23,0.21
0.21,0.22,0.23,0.21
0.22,0.24,0.24,0.22
0.24,0.25,0.26,0.24
0.24,0.22,0.25,0.22
0.23,0.23,0.23,0.22
0.23,0.25,0.25,0.23
0.26,0.25,0.26,0.23
0.24,0.28,0.28,0.23
0.24,0.25,0.26,0.24
0.25,0.25,0.26,0.25
0.25,0.24,0.25,0.23
0.24,0.25,0.25,0.24
0.24,0.25,0.25,0.23
0.24,0.26,0.26,0.23
0.23,0.26,0.26,0.23
0.26,0.27,0.27,0.25
0.26,0.28,0.28,0.25
0.26,0.29,0.30,0.25
0.30,0.31,0.31,0.27
0.31,0.33,0.34,0.31
0.34,0.35,0.37,0.33
0.35,0.35,0.36,0.34
0.34,0.36,0.36,0.32
0.35,0.34,0.35,0.32
0.34,0.32,0.34,0.30
0.32,0.33,0.33,0.30
0.33,0.32,0.33,0.30
0.32,0.34,0.34,0.30
0.33,0.34,0.34,0.32
0.34,0.35,0.35,0.33
0.35,0.34,0.35,0.33
0.33,0.35,0.35,0.33
0.35,0.38,0.38,0.34
0.38,0.38,0.39,0.37
0.38,0.38,0.39,0.37
0.39,0.38,0.42,0.38
0.39,0.38,0.40,0.37
0.38,0.34,0.39,0.33
0.34,0.33,0.35,0.32
0.34,0.35,0.37,0.30
0.33,0.35,0.35,0.32
0.33,0.32,0.33,0.32
0.32,0.35,0.35,0.32
0.35,0.32,0.35,0.31
0.32,0.31,0.35,0.31
0.32,0.30,0.35,0.30
0.30,0.27,0.30,0.27
0.27,0.26,0.27,0.25
0.26,0.27,0.27,0.25
0.27,0.26,0.28,0.25
0.26,0.25,0.27,0.25
0.25,0.27,0.29,0.25
0.29,0.25,0.29,0.25
0.25,0.27,0.27,0.24
0.26,0.24,0.27,0.24
0.25,0.25,0.25,0.25
0.27,0.26,0.27,0.24
0.28,0.25,0.28,0.25
0.25,0.24,0.25,0.24
0.23,0.23,0.24,0.23
0.23,0.23,0.24,0.23
0.24,0.25,0.26,0.24
0.26,0.24,0.26,0.23
0.23,0.23,0.24,0.23
0.23,0.24,0.24,0.23
0.23,0.24,0.24,0.23
0.24,0.24,0.24,0.24
0.24,0.24,0.25,0.24
0.24,0.24,0.25,0.24
0.24,0.24,0.26,0.23
0.25,0.25,0.26,0.23
0.25,0.26,0.27,0.25
0.25,0.22,0.26,0.22
0.22,0.21,0.23,0.20
0.21,0.20,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.21,0.19
0.20,0.21,0.21,0.20
0.21,0.21,0.23,0.20
0.21,0.21,0.24,0.21
0.21,0.20,0.21,0.20
0.22,0.21,0.22,0.20
0.22,0.22,0.22,0.20
0.21,0.21,0.21,0.20
0.20,0.20,0.21,0.20
0.20,0.21,0.22,0.20
0.20,0.20,0.21,0.19
0.20,0.20,0.20,0.20
0.20,0.19,0.20,0.19
0.19,0.20,0.20,0.19
0.20,0.19,0.20,0.19
0.19,0.19,0.20,0.19
0.20,0.19,0.21,0.18
0.22,0.24,0.26,0.20
0.24,0.28,0.32,0.22
0.28,0.21,0.29,0.21
0.24,0.20,0.24,0.19
0.20,0.22,0.22,0.20
0.22,0.21,0.23,0.20
0.21,0.23,0.23,0.19
0.22,0.22,0.23,0.20
0.21,0.21,0.25,0.20
0.21,0.21,0.22,0.20
0.22,0.22,0.23,0.21
0.20,0.21,0.21,0.20
0.21,0.22,0.23,0.21
0.22,0.22,0.23,0.20
0.22,0.23,0.23,0.20
0.23,0.22,0.23,0.21
0.23,0.21,0.23,0.20
0.23,0.23,0.23,0.20
0.21,0.24,0.26,0.21
0.24,0.22,0.24,0.21
0.21,0.25,0.25,0.21
0.26,0.28,0.31,0.24
0.28,0.27,0.30,0.25
0.25,0.28,0.28,0.25
0.35,0.32,0.35,0.30
0.31,0.31,0.34,0.29
0.26,0.28,0.32,0.26
0.30,0.28,0.30,0.28
0.28,0.28,0.30,0.25
0.28,0.30,0.30,0.27
0.28,0.26,0.28,0.26
0.28,0.29,0.30,0.27
0.30,0.29,0.33,0.26
0.28,0.28,0.29,0.27
0.28,0.27,0.29,0.26
0.26,0.28,0.29,0.26
0.30,0.29,0.30,0.27
0.26,0.28,0.29,0.26
0.29,0.30,0.32,0.27
0.31,0.33,0.37,0.29
0.35,0.32,0.35,0.32
0.36,0.32,0.36,0.30
0.30,0.31,0.33,0.29
0.33,0.32,0.34,0.29
0.33,0.30,0.33,0.30
0.30,0.29,0.30,0.27
0.28,0.29,0.30,0.28
0.29,0.30,0.33,0.28
0.32,0.33,0.34,0.31
0.35,0.33,0.35,0.33
0.34,0.32,0.34,0.31
0.34,0.31,0.34,0.31
0.30,0.30,0.31,0.28
0.31,0.30,0.32,0.30
0.30,0.31,0.32,0.30
0.31,0.32,0.33,0.28
0.31,0.32,0.33,0.30
0.34,0.31,0.34,0.31
0.31,0.33,0.33,0.29
0.34,0.31,0.35,0.30
0.31,0.32,0.33,0.31
0.33,0.33,0.34,0.33
0.33,0.33,0.33,0.32
0.33,0.36,0.37,0.32
0.38,0.47,0.49,0.38
0.51,0.52,0.55,0.49
0.51,0.50,0.54,0.46
0.49,0.50,0.54,0.47
0.50,0.50,0.54,0.49
0.50,0.69,0.70,0.50
0.73,0.74,0.74,0.66
0.72,0.59,0.75,0.57
0.64,0.61,0.66,0.61
0.62,0.54,0.64,0.52
0.57,0.59,0.62,0.56
0.59,0.60,0.60,0.54
0.61,0.58,0.64,0.57
0.61,0.70,0.70,0.59
0.68,0.74,0.74,0.67
0.74,0.72,0.75,0.68
0.72,0.70,0.72,0.62
0.68,0.65,0.68,0.61
0.64,0.62,0.71,0.60
0.63,0.66,0.71,0.63
0.65,0.60,0.65,0.59
0.62,0.63,0.65,0.59
0.63,0.63,0.67,0.61
0.63,0.63,0.65,0.58
0.60,0.64,0.65,0.59
0.67,0.63,0.67,0.60
0.63,0.63,0.64,0.61
0.61,0.59,0.63,0.58
0.58,0.59,0.59,0.55
0.58,0.55,0.60,0.51
0.53,0.56,0.56,0.51
0.53,0.47,0.54,0.46
0.40,0.47,0.47,0.40
0.48,0.47,0.50,0.47
0.48,0.45,0.49,0.45
0.45,0.49,0.50,0.45
0.50,0.48,0.51,0.48
0.47,0.44,0.47,0.40
0.48,0.53,0.53,0.48
0.54,0.57,0.58,0.50
0.57,0.59,0.59,0.55
0.60,0.59,0.61,0.57
0.56,0.59,0.60,0.53
0.61,0.65,0.65,0.59
0.64,0.65,0.70,0.63
0.65,0.64,0.65,0.60
0.63,0.65,0.65,0.60
0.67,0.63,0.70,0.60
0.65,0.62,0.65,0.61
0.60,0.58,0.62,0.58
0.57,0.57,0.60,0.57
0.57,0.57,0.59,0.55
0.59,0.57,0.62,0.55
0.62,0.64,0.66,0.60
0.65,0.75,0.75,0.65
0.75,0.81,0.90,0.65
0.85,0.87,0.97,0.83
0.89,0.88,0.92,0.84
0.91,0.92,0.99,0.91
0.95,0.91,0.95,0.82
0.97,1.03,1.04,0.89
1.00,0.95,1.05,0.87
0.93,1.02,1.02,0.88
1.05,1.35,1.40,0.99
1.33,1.15,1.35,1.10
1.22,1.23,1.27,1.18
1.19,1.19,1.22,1.14
1.19,1.14,1.20,1.14
1.19,1.17,1.20,1.12
1.13,1.13,1.20,1.13
1.10,1.07,1.10,1.05
1.12,1.09,1.14,1.03
1.07,1.04,1.10,1.02
1.00,0.92,1.02,0.92
0.93,0.92,0.97,0.91
0.95,1.04,1.11,0.95
1.04,1.13,1.13,1.02
1.17,1.25,1.25,1.11
1.27,1.29,1.30,1.20
1.24,1.21,1.29,1.21
1.19,1.16,1.19,1.12
1.21,1.16,1.24,1.13
1.11,1.11,1.13,1.06
1.09,0.99,1.11,0.97
1.01,1.02,1.08,1.01
1.08,1.20,1.22,1.05
1.20,1.19,1.25,1.16
1.20,1.15,1.28,1.11
1.17,1.15,1.24,1.13
1.17,1.20,1.20,1.15
1.19,1.12,1.19,1.08
1.18,1.19,1.19,1.08
1.15,1.13,1.16,1.06
1.09,1.08,1.11,1.07
1.10,1.04,1.11,1.03
1.04,0.91,1.04,0.88
0.93,0.98,1.00,0.88
1.00,1.00,1.11,0.95
0.98,1.00,1.00,0.91
0.98,0.90,0.99,0.89
0.89,0.84,0.90,0.83
0.81,0.86,0.98,0.78
0.95,0.96,0.98,0.90
0.99,1.06,1.06,0.99
1.07,0.98,1.07,0.96
0.99,0.94,1.00,0.94
0.94,0.86,0.94,0.86
0.85,0.86,0.88,0.81
0.88,0.83,0.88,0.80
0.86,0.83,0.88,0.81
0.83,0.84,0.88,0.82
0.84,0.84,0.86,0.82
0.82,0.81,0.85,0.80
0.81,0.80,0.82,0.75
0.83,0.87,0.87,0.79
0.91,0.88,0.96,0.87
0.89,0.80,0.89,0.80
0.84,0.81,0.87,0.80
0.80,0.77,0.83,0.77
0.80,0.86,0.87,0.78
0.85,0.92,0.93,0.84
0.99,0.89,0.99,0.87
0.88,0.86,0.90,0.85
0.83,0.75,0.83,0.70
0.77,0.73,0.77,0.73
0.73,0.69,0.73,0.69
0.71,0.69,0.77,0.68
0.72,0.69,0.78,0.69
0.70,0.69,0.74,0.69
0.72,0.72,0.73,0.69
0.71,0.77,0.78,0.71
0.76,0.76,0.77,0.73
0.73,0.74,0.75,0.72
0.77,0.77,0.82,0.76
0.78,0.79,0.84,0.77
0.79,0.76,0.82,0.73
0.76,0.74,0.77,0.73
0.76,0.72,0.76,0.71
0.74,0.75,0.76,0.71
0.75,0.76,0.76,0.71
0.73,0.73,0.76,0.72
0.76,0.74,0.76,0.71
0.73,0.74,0.76,0.73
0.76,0.79,0.82,0.76
0.82,0.77,0.87,0.77
0.75,0.81,0.84,0.75
0.80,0.79,0.85,0.77
0.75,0.72,0.77,0.71
0.74,0.74,0.80,0.74
0.82,0.76,0.82,0.75
0.78,0.70,0.80,0.70
0.72,0.62,0.72,0.62
0.65,0.60,0.65,0.56
0.62,0.63,0.65,0.60
0.64,0.59,0.64,0.57
0.57,0.52,0.59,0.52
0.51,0.54,0.55,0.51
0.53,0.53,0.59,0.52
0.53,0.58,0.59,0.53
0.57,0.60,0.60,0.54
0.60,0.56,0.60,0.56
0.58,0.61,0.64,0.57
0.61,0.61,0.62,0.57
0.60,0.55,0.63,0.53
0.56,0.57,0.60,0.53
0.57,0.61,0.64,0.57
0.60,0.59,0.62,0.57
0.59,0.58,0.61,0.58
