SLMBP,SLM Corporation - Floating Rate Non-Cumulative Preferred Stock,NASDAQ
51.75,52.04,52.76,51.50
52.50,53.00,53.59,52.50
52.56,54.49,54.49,52.56
53.02,52.80,53.02,51.51
52.80,52.80,52.80,52.80
52.61,52.61,52.61,52.61
52.61,52.61,52.61,52.61
54.50,54.50,54.50,54.50
54.50,54.50,54.50,54.50
54.25,53.75,54.25,53.50
54.00,54.00,54.26,54.00
54.25,54.75,54.75,53.50
54.75,54.75,54.75,54.75
54.25,53.51,54.25,53.32
53.55,53.54,53.55,53.54
53.54,53.54,53.54,53.54
53.50,53.42,53.51,53.42
53.00,54.00,54.00,52.99
54.50,54.52,54.52,54.50
53.82,54.23,54.26,53.38
55.00,56.12,56.12,55.00
54.25,56.11,56.30,54.25
56.50,56.50,56.50,56.50
57.00,57.00,57.00,55.75
55.48,56.85,56.90,55.31
56.85,56.85,56.85,56.85
56.50,56.50,56.50,56.50
56.50,56.50,56.50,56.50
56.50,56.50,56.50,56.50
56.98,56.99,56.99,56.98
57.00,57.00,57.00,57.00
57.00,56.30,57.00,55.65
56.84,56.84,56.84,56.84
56.84,56.84,56.84,56.84
56.42,56.42,56.42,56.42
56.80,57.26,57.30,56.80
57.25,58.00,58.00,57.25
57.90,57.90,57.90,57.90
57.67,57.67,57.67,57.67
57.67,57.67,57.67,57.67
57.50,57.54,57.54,57.50
