SLMBP,SLM Corporation - Floating Rate Non-Cumulative Preferred Stock,NASDAQ
70.04,68.94,70.09,66.52
67.50,69.70,71.98,67.50
69.00,69.10,69.10,68.10
68.46,68.85,69.00,68.18
68.75,68.50,68.75,67.27
68.71,68.75,68.75,68.50
68.75,68.73,68.75,68.46
68.00,68.48,68.80,68.00
68.00,68.52,68.52,68.00
68.73,68.50,68.88,68.50
68.70,68.70,68.70,68.70
68.81,68.74,69.00,68.74
68.25,68.50,68.51,68.25
69.00,67.25,69.00,65.75
68.45,67.90,68.45,67.90
66.73,66.50,67.03,63.75
66.45,66.48,66.50,65.25
66.51,67.00,67.80,66.51
67.70,66.80,67.74,66.70
66.07,67.00,67.60,66.03
67.60,66.39,68.50,65.72
67.50,66.00,67.50,66.00
67.00,67.85,67.88,66.96
67.49,67.21,67.50,66.50
67.48,67.01,67.48,66.99
67.10,67.00,67.10,66.86
68.50,68.50,68.50,68.00
67.25,67.50,67.50,67.00
68.00,67.32,68.00,67.23
67.49,67.89,67.89,67.47
67.76,67.75,68.50,66.00
67.90,68.15,68.15,67.89
68.15,68.84,68.84,67.57
69.05,68.96,69.05,68.65
68.95,68.50,68.95,67.00
69.03,68.75,70.00,66.80
68.75,68.75,68.75,68.75
69.00,69.00,69.00,69.00
68.82,68.74,69.88,68.59
68.72,68.71,68.72,68.70
68.71,68.71,68.71,68.71
68.34,68.90,69.00,68.34
69.00,69.00,70.00,68.76
68.56,69.83,69.83,68.56
68.99,69.80,69.80,68.97
69.00,69.50,69.80,68.50
67.57,69.40,70.50,64.80
69.98,69.98,69.98,69.98
70.00,70.00,70.00,70.00
69.57,69.77,69.77,69.57
70.00,72.95,72.95,70.00
72.46,72.50,72.98,72.25
72.15,72.97,74.46,72.15
72.95,72.35,72.95,71.00
71.46,72.49,72.49,71.46
72.20,71.45,72.20,71.25
70.75,70.04,71.01,69.63
71.51,71.51,71.51,71.10
70.95,71.29,71.47,69.22
70.04,71.01,71.50,70.04
69.99,70.95,71.16,67.03
70.05,70.88,70.99,68.40
69.69,70.50,70.81,69.43
69.51,70.49,70.69,69.50
71.47,71.47,71.47,71.47
70.99,70.70,70.99,66.94
70.70,70.70,70.70,70.70
70.70,70.70,70.70,70.70
70.48,70.50,70.50,70.48
70.50,70.50,70.50,70.50
69.75,70.50,70.50,69.75
70.00,70.70,71.00,70.00
71.05,70.50,71.05,70.19
70.09,70.25,70.55,70.09
69.50,69.55,70.35,69.50
69.49,69.88,70.23,69.35
69.70,69.87,70.30,69.70
69.18,69.51,70.18,68.70
69.80,69.01,69.80,69.00
68.02,69.50,69.50,68.02
67.07,69.74,69.80,67.07
69.30,69.30,69.30,69.30
69.26,69.25,69.26,69.16
69.25,69.25,69.25,69.25
68.18,69.50,69.50,68.18
69.85,69.82,69.85,69.82
69.82,69.82,69.82,69.82
69.43,69.43,69.43,69.43
69.16,69.28,69.51,69.13
68.79,68.16,69.85,68.16
68.47,67.81,69.00,67.81
68.70,69.35,69.35,68.37
69.30,69.30,69.30,69.30
68.03,68.09,68.09,68.03
67.99,68.65,69.00,67.99
68.50,69.94,69.99,68.50
66.09,67.50,68.22,65.31
66.62,66.62,66.62,66.62
71.50,71.50,71.50,71.50
69.41,68.70,69.41,68.10
68.46,68.69,68.69,68.46
68.69,68.69,68.69,68.69
69.05,68.00,69.05,67.45
68.05,67.98,68.05,67.98
69.30,69.30,69.30,69.30
69.30,69.30,69.30,69.30
68.00,67.55,68.00,66.60
66.32,68.99,68.99,66.32
70.50,70.00,70.50,70.00
66.76,67.98,68.00,66.75
68.80,68.40,69.95,68.06
69.50,68.01,69.50,68.01
68.60,68.60,68.60,68.60
68.60,68.60,68.60,68.60
68.71,68.80,68.80,68.71
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
69.79,69.50,70.00,68.00
67.72,68.06,69.50,67.72
68.02,68.47,69.20,68.02
68.50,68.50,68.50,68.50
70.00,68.50,70.00,67.00
68.50,68.50,68.50,68.50
68.30,70.00,70.00,68.30
67.01,66.50,67.03,65.84
67.85,67.96,67.96,67.85
66.30,68.03,68.25,66.30
68.03,68.03,68.03,68.03
68.03,68.03,68.03,68.03
67.55,68.89,69.62,65.00
68.50,68.50,68.98,68.15
69.29,69.25,69.29,69.25
65.00,68.00,69.17,65.00
69.24,68.50,69.24,68.30
66.00,67.50,68.29,66.00
65.69,67.30,67.45,65.69
66.16,67.85,68.08,66.16
67.85,67.85,67.85,67.85
68.00,67.79,68.00,66.57
67.75,69.50,69.50,65.80
68.02,68.10,70.00,67.74
67.88,68.00,68.00,67.67
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
66.21,67.28,67.75,65.90
67.00,66.90,67.00,66.40
67.30,67.30,67.30,67.30
66.84,67.68,67.68,66.84
66.40,67.53,67.53,66.40
67.53,67.53,67.53,67.53
67.53,67.53,67.53,67.53
66.89,67.00,67.50,66.30
67.44,67.40,67.45,67.35
67.40,69.00,69.00,67.40
67.54,68.00,68.00,67.54
68.75,68.00,68.75,67.97
69.25,69.25,69.25,69.25
68.54,68.76,68.76,68.50
68.76,68.76,68.76,68.76
68.50,68.50,68.50,68.50
68.75,68.75,68.75,68.75
68.78,69.20,69.70,68.65
68.50,69.48,69.48,68.50
68.50,68.19,69.40,67.88
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
67.80,67.81,67.81,67.75
67.75,68.00,68.00,67.75
68.00,68.00,68.00,68.00
68.45,68.50,68.52,68.45
68.50,68.50,68.50,68.50
69.50,68.50,69.50,68.40
68.50,68.50,68.50,68.50
68.50,68.50,68.50,68.50
67.97,68.97,68.97,67.97
66.17,68.23,68.45,66.12
68.49,68.75,69.30,68.40
68.50,68.75,68.75,68.50
67.81,67.81,67.81,67.81
68.75,68.75,68.75,68.75
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.59,68.59,68.59,68.59
68.85,68.85,68.85,68.85
69.34,68.70,69.34,68.39
68.40,68.35,68.40,68.35
69.32,68.36,69.32,68.36
68.75,68.75,68.75,68.75
68.75,68.50,68.75,68.50
68.50,68.50,68.50,68.50
68.45,69.00,69.00,68.45
69.25,69.01,69.25,68.50
69.29,69.00,69.29,68.00
69.25,69.25,69.25,69.25
69.47,68.90,69.75,68.00
68.90,69.00,69.00,68.50
69.69,68.97,69.69,68.97
68.98,69.50,70.00,68.98
69.25,69.50,69.60,69.25
69.50,69.51,69.80,69.35
69.89,70.11,70.35,69.89
71.05,71.05,71.05,71.05
70.63,70.60,70.96,70.60
71.05,70.80,71.50,70.11
70.80,70.85,70.85,70.80
70.36,71.00,71.06,70.33
70.25,70.52,70.96,70.10
71.02,71.02,71.02,71.02
69.75,70.99,71.06,69.75
71.00,71.00,71.66,70.50
71.00,71.40,71.50,71.00
71.32,71.25,72.00,70.00
71.87,71.25,72.00,71.25
71.94,71.45,71.97,71.40
71.45,71.45,71.45,71.45
71.44,73.00,73.00,71.44
71.51,73.50,74.15,71.51
74.42,72.00,74.42,72.00
72.50,72.25,73.94,72.25
72.50,71.80,72.50,71.00
71.76,71.75,71.76,71.75
72.02,72.02,72.02,72.02
74.06,72.50,74.06,72.50
72.50,72.50,72.50,72.50
73.00,72.40,73.00,71.00
72.37,72.75,72.75,72.37
72.51,71.07,72.98,71.00
71.40,72.25,72.25,71.06
72.25,72.25,72.25,72.25
71.38,72.00,72.03,71.38
71.30,71.26,71.90,71.25
72.00,72.00,72.02,72.00
72.01,72.01,72.01,72.01
71.12,71.75,72.00,71.11
71.75,71.75,71.75,71.75
71.21,71.74,71.74,71.17
71.75,71.75,71.75,71.75
71.20,72.00,72.03,71.20
72.15,72.14,72.15,72.05
71.07,71.51,72.25,71.05
71.77,71.77,71.77,71.77
72.72,72.68,72.75,72.25
72.68,72.68,72.68,72.68
72.50,72.05,72.50,72.05
72.05,72.75,72.94,71.05
72.72,72.72,72.72,71.75
72.93,72.25,72.93,72.25
72.05,72.80,72.80,71.52
72.40,72.40,72.40,72.40
72.30,72.30,72.30,72.30
71.50,71.79,72.30,71.50
72.25,72.18,72.25,72.00
71.76,72.33,72.33,71.76
71.81,71.76,71.81,71.76
72.30,72.30,72.30,72.30
72.30,72.30,72.30,72.30
71.95,72.97,72.99,71.95
72.64,73.02,73.50,72.64
73.35,73.20,73.50,73.20
74.47,75.45,75.45,74.00
76.00,77.00,78.18,75.75
75.98,75.36,77.25,74.50
75.28,76.50,76.50,75.25
77.50,76.00,77.50,76.00
76.61,76.00,76.75,76.00
74.75,76.25,77.97,74.50
77.02,75.18,77.02,73.12
75.00,75.00,76.41,75.00
73.13,74.38,74.38,73.13
74.38,74.38,74.38,74.38
74.38,74.38,74.38,74.38
77.97,75.05,77.99,75.05
75.50,75.00,75.50,75.00
75.01,75.01,75.97,72.59
75.01,75.01,75.01,75.01
75.01,75.01,75.01,75.01
75.51,75.51,75.51,75.51
76.14,75.51,76.14,75.51
75.09,74.50,75.09,74.44
75.00,75.50,75.87,75.00
75.50,75.50,75.50,75.50
76.39,76.30,76.97,76.30
74.50,74.67,74.70,74.31
72.96,74.55,75.25,72.96
73.06,75.00,75.00,73.06
77.96,74.99,77.96,74.99
73.30,74.53,74.75,73.00
74.51,74.29,74.51,73.23
74.39,71.55,74.43,70.44
72.99,74.51,74.89,72.99
74.04,74.01,74.04,74.01
72.70,75.21,75.21,72.51
75.20,76.05,76.92,75.00
76.05,76.05,76.05,76.05
75.00,74.09,75.00,74.09
74.00,74.86,75.00,74.00
74.86,74.86,74.86,74.86
74.86,74.86,74.86,74.86
73.40,73.99,74.50,73.31
74.00,73.95,74.50,73.11
73.95,73.12,73.95,73.12
74.00,73.28,74.50,73.28
73.75,75.00,75.00,73.28
73.36,77.98,77.98,73.36
77.98,75.40,77.98,75.40
75.00,75.00,75.00,74.47
75.50,74.88,78.00,74.50
74.50,74.00,74.50,72.11
79.97,76.22,79.97,73.75
76.22,76.22,76.22,76.22
74.98,73.65,74.98,72.61
73.55,74.00,74.50,73.00
74.00,74.00,74.00,74.00
72.50,72.50,72.50,72.50
72.50,73.00,73.00,72.25
73.25,73.03,73.25,73.03
73.03,73.03,73.03,73.03
72.54,72.00,72.54,72.00
73.02,72.89,74.50,72.03
72.40,72.12,72.70,72.12
72.35,72.11,72.35,72.08
72.26,72.36,72.47,72.13
72.23,70.50,72.47,69.31
70.93,70.70,71.40,70.20
70.80,71.50,71.50,70.64
70.43,70.40,70.43,70.40
70.80,70.18,71.30,70.00
70.70,71.15,71.15,70.70
70.65,70.86,70.86,70.65
71.80,71.80,71.80,71.80
71.80,71.80,71.80,71.80
71.80,71.80,71.80,71.80
70.18,70.49,70.49,70.18
70.85,70.86,71.00,70.85
70.86,70.86,70.86,70.86
70.86,70.86,70.86,70.86
71.00,71.00,71.00,70.97
71.00,71.00,71.00,71.00
71.00,71.00,71.00,71.00
70.55,70.05,70.55,70.05
70.94,70.94,70.94,70.94
71.00,71.00,71.00,71.00
71.00,71.00,71.00,71.00
71.00,71.00,71.00,71.00
70.75,70.56,70.75,70.56
70.50,72.35,72.35,70.17
72.15,72.15,72.15,72.15
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.50,71.50,71.50,71.50
71.20,72.20,72.20,71.20
70.17,70.54,70.54,70.17
70.17,71.95,71.95,70.17
71.95,71.95,71.95,71.95
70.23,69.50,70.23,69.50
69.55,70.00,70.00,69.55
71.00,71.00,71.00,71.00
70.50,70.00,70.50,70.00
71.00,73.00,73.00,70.04
70.11,70.20,72.69,69.00
71.00,69.51,71.00,69.51
70.50,69.55,70.50,69.55
70.00,69.75,70.00,69.75
69.50,70.00,70.00,69.50
70.90,70.00,70.90,70.00
70.00,70.00,70.00,70.00
70.00,70.00,70.00,70.00
69.50,69.50,69.50,69.50
69.50,70.00,70.00,69.50
68.83,68.75,68.83,68.75
68.76,68.61,68.76,68.61
68.00,69.00,69.00,66.21
68.50,68.00,68.50,68.00
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
68.00,68.00,68.00,68.00
66.50,67.00,67.50,66.50
67.00,68.45,68.45,67.00
68.45,67.00,68.50,66.00
67.00,67.95,67.95,67.00
68.20,68.00,68.20,67.99
67.00,67.00,67.98,66.01
66.17,66.17,66.17,66.17
66.25,66.25,66.25,66.25
66.26,68.50,68.50,66.00
68.50,68.50,68.50,68.50
68.50,68.50,68.50,68.50
67.05,68.45,68.45,67.05
67.50,67.05,67.50,67.05
68.00,67.50,68.00,67.50
67.73,67.25,67.73,67.25
67.50,67.25,67.50,67.25
67.25,67.25,67.25,67.25
67.40,67.45,67.45,66.43
67.45,67.45,67.45,67.45
66.98,66.35,66.98,66.35
66.25,66.00,66.25,66.00
66.00,66.00,66.00,66.00
62.98,64.51,65.00,58.86
62.33,65.97,65.97,62.32
65.97,65.97,65.97,65.97
66.55,66.55,66.55,66.55
66.58,66.00,66.58,65.21
64.05,65.99,65.99,64.05
64.35,65.99,65.99,64.35
65.99,65.99,65.99,65.99
64.51,65.75,65.75,64.25
64.42,65.05,65.25,64.37
64.00,64.03,64.03,64.00
64.21,64.25,64.25,64.21
64.50,64.50,64.50,64.50
64.99,64.00,64.99,64.00
64.00,64.25,64.25,64.00
64.70,64.70,64.70,64.70
64.95,64.95,64.96,64.95
64.75,65.00,65.00,64.75
64.25,64.15,64.25,63.89
64.35,64.50,64.50,64.35
64.26,64.75,64.75,64.25
64.96,65.50,65.50,64.50
65.00,65.00,65.30,64.50
64.97,64.50,64.98,64.50
64.39,65.30,65.30,64.39
65.30,65.30,65.30,65.30
64.11,64.99,64.99,64.04
64.99,64.99,64.99,64.99
64.15,65.39,65.39,64.15
65.00,65.00,65.00,65.00
65.00,65.16,65.40,65.00
64.00,65.40,65.40,63.99
64.70,64.60,64.70,64.60
64.90,65.00,65.00,64.00
64.95,64.00,65.00,63.40
64.30,64.30,64.30,64.30
62.75,63.81,63.84,62.75
63.94,63.13,63.94,63.07
63.99,63.35,63.99,63.25
63.00,63.95,63.95,63.00
63.95,63.01,64.00,63.01
63.03,63.78,64.00,63.00
65.00,65.00,65.00,65.00
63.23,62.00,64.63,61.07
61.50,62.00,62.00,61.50
61.00,61.00,61.20,59.99
61.00,61.05,61.05,61.00
61.49,60.51,61.49,60.50
60.51,60.32,60.51,60.00
61.00,62.01,63.95,61.00
62.01,62.01,62.01,62.01
61.96,63.00,63.00,61.96
63.00,63.00,63.00,63.00
63.00,62.05,63.00,61.84
60.35,62.05,62.05,60.35
62.30,61.63,62.30,61.63
61.63,61.63,61.63,61.63
61.95,61.87,62.00,61.87
61.87,61.87,61.87,61.87
61.25,61.35,61.35,61.25
60.38,60.55,60.55,60.38
60.35,61.30,61.53,60.35
61.35,60.94,61.35,59.87
58.63,61.39,61.48,58.63
61.95,61.95,61.95,61.95
61.95,61.95,61.95,61.95
61.85,61.85,61.85,61.85
61.00,62.95,62.95,58.44
62.95,62.95,62.95,62.95
61.95,63.00,63.00,61.89
61.59,61.05,62.01,61.05
61.00,60.50,61.10,60.50
60.50,60.50,60.50,60.50
61.00,61.00,61.00,60.51
61.00,61.00,61.00,61.00
61.00,61.00,61.00,61.00
61.00,61.00,61.00,61.00
61.00,61.00,61.00,61.00
60.63,59.99,61.29,59.95
59.99,59.99,59.99,59.99
59.50,60.00,60.00,59.50
59.58,59.60,60.00,59.58
59.98,59.95,59.98,59.93
59.75,59.75,59.75,59.75
59.75,59.75,59.75,59.75
60.74,60.74,60.74,60.74
60.74,60.74,60.74,60.74
60.36,60.45,60.45,60.36
59.75,60.00,60.00,59.75
60.00,60.00,60.00,60.00
60.00,59.40,60.93,59.02
59.50,59.50,59.50,59.50
60.00,59.99,60.00,59.95
59.00,59.00,59.00,59.00
59.50,60.00,60.00,59.50
60.00,60.50,60.50,60.00
60.50,60.50,61.50,60.00
60.25,60.00,60.37,59.50
59.95,60.00,60.50,59.80
59.85,59.85,60.14,59.80
62.00,59.65,62.00,58.94
60.97,60.00,61.38,60.00
60.00,60.00,60.00,60.00
60.00,60.00,60.00,60.00
60.50,61.00,61.00,60.50
61.00,60.95,61.00,60.67
60.25,59.60,60.25,59.60
59.60,59.60,59.60,59.60
59.60,59.60,59.60,59.60
59.60,59.60,59.60,59.60
59.60,59.60,59.60,59.60
59.50,59.22,59.50,59.22
60.00,59.00,60.00,58.94
59.00,59.00,59.00,59.00
58.00,59.20,60.74,58.00
60.00,60.50,60.50,60.00
60.50,60.50,60.50,60.50
58.80,58.75,58.80,58.00
58.75,58.75,58.75,58.75
58.05,58.25,58.30,58.00
58.25,58.25,58.25,58.25
58.50,59.50,59.50,58.49
58.35,58.35,58.35,58.35
58.35,58.35,58.35,58.35
58.38,58.70,58.95,58.30
58.72,55.25,58.72,51.34
54.80,56.50,56.50,54.80
56.50,56.50,56.57,56.47
55.00,56.79,56.79,55.00
55.05,56.90,57.00,55.05
56.90,56.90,56.90,56.90
56.90,56.90,56.90,56.90
56.90,56.90,56.90,56.90
55.50,55.50,55.50,55.50
55.40,55.45,55.45,55.40
55.55,56.55,56.79,55.55
55.55,55.24,56.49,54.75
54.81,55.25,55.25,54.55
54.07,54.05,56.00,54.05
54.05,54.05,54.05,54.05
54.74,54.59,56.00,54.00
53.05,53.05,53.05,53.05
55.00,52.04,55.00,52.04
52.78,54.00,54.00,52.78
54.00,55.58,55.58,54.00
55.57,55.57,55.57,55.57
54.75,55.58,55.58,54.57
53.50,55.00,55.00,53.50
53.05,55.00,55.70,53.05
55.55,55.98,55.98,55.55
55.00,55.00,55.00,54.89
55.67,55.87,55.87,55.67
54.00,52.49,54.00,48.72
51.80,52.60,52.60,51.75
52.12,53.00,53.00,51.00
52.05,53.00,53.00,52.05
54.39,54.39,54.39,54.39
54.50,54.75,54.75,54.50
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
54.75,54.75,54.75,54.75
54.25,55.60,55.60,54.25
55.55,55.55,55.55,55.55
55.55,55.55,55.55,55.55
55.55,55.55,55.55,55.55
53.05,54.00,54.00,52.99
54.00,54.00,54.00,54.00
52.70,52.75,52.75,52.70
52.25,54.02,54.02,52.25
54.99,54.99,54.99,54.99
54.99,54.99,54.99,54.99
54.99,54.99,54.99,54.99
51.75,52.50,52.54,51.75
52.50,52.50,52.50,52.50
52.50,52.50,52.50,52.50
52.13,52.00,52.15,52.00
51.75,51.47,51.75,50.52
50.64,51.00,52.00,47.61
51.97,50.00,51.97,49.95
50.50,50.00,50.50,49.97
50.00,50.00,50.00,50.00
48.93,49.00,49.75,48.93
49.00,48.97,49.01,48.95
49.00,49.00,49.00,49.00
48.02,48.99,48.99,48.02
49.00,49.00,49.00,49.00
49.00,49.00,49.00,49.00
49.00,49.00,49.00,49.00
49.00,49.00,49.00,49.00
48.22,48.85,48.85,48.22
48.00,49.00,49.00,48.00
48.10,48.90,48.92,48.10
48.23,46.50,48.23,46.00
46.77,46.49,46.77,46.49
46.92,48.25,48.50,46.00
47.27,47.00,47.27,46.25
46.99,46.50,47.00,46.00
46.50,46.50,46.50,46.50
46.50,46.50,46.50,46.37
46.50,46.50,46.52,46.25
46.04,47.00,47.43,46.01
47.00,47.00,47.00,47.00
47.00,47.01,47.01,47.00
46.95,46.85,47.03,46.85
47.23,47.22,47.23,47.22
47.00,47.00,47.00,47.00
47.01,47.00,47.05,47.00
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
47.50,47.50,47.50,47.50
47.00,46.92,47.12,46.65
46.92,46.92,46.92,46.92
45.50,45.51,45.51,45.50
45.51,45.51,45.51,45.51
46.94,46.27,46.98,45.30
46.27,46.27,46.27,46.27
47.50,47.50,47.50,46.88
46.50,46.00,47.37,45.30
46.75,46.00,46.75,46.00
46.58,47.49,47.49,46.50
45.32,47.05,47.05,45.30
45.00,44.75,46.20,44.00
44.75,45.40,45.40,43.57
43.61,43.50,45.59,43.50
43.55,42.77,43.55,42.25
42.50,42.25,42.50,42.25
42.50,41.00,43.56,39.50
40.97,39.22,41.31,39.22
40.00,40.07,41.08,38.75
40.09,39.20,40.09,36.50
41.33,41.33,41.33,41.33
41.33,41.33,41.33,41.33
41.33,41.33,41.33,41.33
39.25,40.74,40.74,39.25
39.33,39.90,40.63,39.33
39.54,40.62,40.62,39.50
39.55,40.12,40.12,39.55
40.75,40.74,40.75,39.85
39.89,40.00,40.25,39.89
40.23,40.00,40.25,39.99
40.25,40.75,41.48,40.00
41.00,40.15,41.60,40.00
40.50,40.50,40.50,40.50
40.50,40.50,40.50,40.50
40.83,40.14,40.98,39.56
40.17,39.85,40.38,39.65
39.99,39.13,40.25,39.13
39.50,39.50,39.83,39.00
39.00,39.70,40.10,39.00
39.70,39.70,39.70,39.70
39.84,39.69,39.85,39.51
39.00,39.26,39.74,39.00
39.00,39.00,39.00,39.00
39.10,39.10,39.42,38.99
39.70,39.33,40.00,38.84
40.26,39.77,40.26,39.35
37.11,39.70,39.70,37.11
39.15,39.71,40.25,39.03
39.41,39.31,40.14,39.31
39.30,39.62,39.85,39.30
40.50,41.50,41.75,40.00
41.50,41.50,41.50,41.50
40.90,40.90,40.90,40.90
39.10,39.00,39.90,38.00
39.00,39.00,39.00,39.00
38.52,39.22,39.22,38.52
39.22,39.22,39.22,39.22
37.25,37.25,37.25,37.25
37.70,37.75,37.75,37.50
37.60,36.00,37.60,36.00
38.00,36.93,38.00,36.05
37.39,37.96,37.96,36.20
36.45,38.50,38.89,36.45
37.05,38.00,38.00,37.05
37.58,37.25,38.64,37.25
38.35,38.63,39.04,37.53
37.70,39.65,40.25,37.25
38.72,39.48,39.48,37.85
37.62,40.01,40.01,37.19
38.05,40.00,40.00,38.05
39.88,40.39,40.39,39.88
36.00,39.24,39.24,36.00
39.50,39.50,39.50,39.50
39.51,39.98,39.98,39.51
40.00,40.25,40.25,40.00
40.00,40.00,40.00,40.00
40.00,42.02,42.02,40.00
40.05,41.17,42.43,39.13
40.40,41.95,42.55,40.40
43.62,43.90,44.35,41.00
41.32,44.70,45.25,41.32
42.90,42.99,44.92,42.50
43.29,43.20,44.34,42.77
42.73,42.75,42.75,42.73
43.60,42.83,43.82,41.73
43.60,43.63,46.50,42.68
43.91,44.00,44.40,42.95
44.10,42.41,44.61,42.37
42.60,42.60,42.60,42.60
42.49,40.97,42.60,39.50
40.32,40.35,40.99,40.32
41.00,41.88,41.88,41.00
41.00,42.50,42.50,40.85
41.90,40.20,41.90,40.20
41.00,40.26,41.15,40.26
41.01,40.26,41.01,40.25
40.73,42.03,42.03,39.88
40.24,39.91,40.51,39.90
42.10,39.70,42.10,39.65
39.70,39.70,39.70,39.70
39.74,41.52,41.52,39.74
40.57,40.55,40.57,40.55
41.71,41.22,41.71,41.22
41.20,41.20,41.20,41.20
41.24,41.75,41.75,41.24
41.75,41.75,41.75,41.75
40.23,40.92,40.92,40.23
41.00,43.00,43.00,41.00
42.50,42.50,42.50,42.50
41.50,41.50,41.50,41.10
42.00,42.42,42.74,42.00
41.00,43.36,43.50,41.00
43.31,43.04,43.50,43.00
43.89,43.95,44.80,43.89
44.10,43.95,44.10,43.77
43.95,44.20,47.60,43.76
44.30,44.80,44.84,44.05
44.70,44.05,44.73,43.76
44.05,44.05,44.05,44.05
43.30,44.31,44.50,42.90
44.50,45.25,45.25,44.50
45.44,47.00,47.00,45.40
47.00,47.00,47.00,47.00
46.02,49.50,49.50,45.55
48.03,47.89,48.90,47.21
49.00,47.40,49.00,47.30
47.51,47.40,47.68,47.40
47.54,47.92,48.35,47.44
47.90,49.09,50.00,47.90
49.89,49.71,49.89,49.00
49.41,49.30,49.79,48.57
49.45,48.15,50.00,48.15
46.25,48.51,49.45,46.25
48.51,48.51,48.51,48.51
48.60,49.20,49.70,48.60
49.20,49.20,49.20,49.20
49.33,49.21,49.33,49.21
48.96,49.16,49.25,48.96
49.00,49.70,49.75,49.00
48.50,48.89,48.89,48.17
48.00,48.34,48.50,47.72
48.35,47.85,48.49,47.62
48.30,48.50,48.50,48.18
48.50,48.50,48.50,48.50
48.04,48.04,48.04,48.04
48.04,48.04,48.04,48.04
48.04,48.04,48.09,48.04
49.00,48.00,49.00,48.00
47.29,48.00,48.00,47.11
47.68,47.68,47.68,47.68
47.65,46.35,48.38,45.35
46.53,46.69,46.72,46.53
47.28,49.40,49.89,47.27
47.10,45.50,47.10,44.75
46.79,46.91,48.25,46.20
47.78,48.00,48.00,47.78
48.00,47.99,48.00,45.75
48.96,48.96,48.96,48.96
48.90,48.21,48.90,48.21
48.21,48.21,48.21,48.21
48.28,48.27,48.28,48.27
48.49,48.50,48.50,47.55
48.20,49.00,49.00,48.20
49.01,49.30,49.80,48.74
48.00,48.60,48.60,48.00
48.00,48.00,48.00,48.00
48.40,48.75,49.30,48.40
46.79,48.10,48.10,46.79
48.85,49.00,49.00,48.85
49.00,49.10,49.15,47.80
49.07,49.25,49.55,48.90
49.00,48.53,49.25,48.43
48.21,48.51,49.45,48.20
49.19,49.18,49.25,48.72
49.18,49.26,50.00,48.78
49.00,49.80,49.92,49.00
49.92,50.50,51.23,49.90
50.32,50.53,50.53,50.32
51.53,51.93,51.93,51.04
51.79,51.80,51.80,51.79
51.99,52.29,52.50,51.99
50.00,49.66,50.20,49.42
50.45,50.74,51.25,50.30
53.40,50.01,53.40,50.00
50.07,50.10,50.10,50.02
50.11,50.20,51.73,50.11
50.20,50.20,50.20,50.20
51.37,51.00,53.30,50.99
50.99,49.96,52.35,49.92
51.22,50.00,51.22,49.99
48.22,50.31,50.31,48.15
50.00,49.50,50.00,49.50
49.68,51.52,51.52,49.68
51.29,51.27,51.29,51.27
51.00,50.99,51.00,50.98
50.75,50.00,51.00,49.95
50.82,49.63,51.02,49.56
50.89,50.00,50.89,50.00
50.01,49.95,50.01,49.85
49.55,49.63,49.66,49.23
49.94,49.94,49.94,49.94
50.25,50.18,50.25,50.03
50.49,49.52,50.49,49.52
49.72,50.01,51.55,49.72
49.75,49.99,49.99,49.75
49.90,49.90,50.00,49.90
49.50,49.50,49.50,49.50
50.59,50.00,50.59,49.92
50.00,49.76,50.00,49.51
49.63,49.99,50.76,49.63
49.52,50.00,50.00,49.50
50.00,49.98,50.00,49.98
49.98,49.98,49.98,49.98
49.50,49.71,49.71,49.50
49.71,49.71,49.71,49.71
49.46,49.70,49.74,49.46
49.40,49.40,49.40,49.40
49.10,49.45,49.46,49.09
49.61,49.45,49.62,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.52,49.45
49.49,49.80,50.00,49.48
49.85,49.85,49.85,49.85
50.43,50.14,50.43,50.14
50.14,50.14,50.14,50.14
49.31,49.55,49.69,48.18
51.38,51.38,51.38,51.38
49.56,49.49,49.93,49.49
49.55,49.73,49.83,49.50
49.50,49.50,49.54,49.45
50.98,49.50,50.98,49.43
49.50,49.25,49.57,48.55
49.16,49.10,49.24,49.10
48.05,49.22,49.22,48.05
49.14,49.36,49.37,49.07
49.43,49.22,49.60,48.21
48.15,48.80,48.80,48.15
48.71,49.75,49.75,48.71
48.99,49.48,49.67,48.99
49.48,49.48,49.48,49.48
48.64,49.00,49.53,48.62
48.59,48.66,48.66,48.59
48.75,49.89,49.89,48.75
49.50,49.49,49.75,49.47
49.10,47.89,49.10,47.76
48.49,48.49,48.49,48.49
48.48,48.48,48.48,48.48
48.53,48.00,48.53,48.00
47.99,48.85,49.00,47.52
49.00,49.75,49.75,49.00
50.00,51.00,51.20,50.00
52.05,51.50,52.05,51.49
