VAW,Vanguard Materials ETF - DNQ,NASDAQ
88.95,87.81,89.09,87.48
88.30,87.37,88.52,86.48
86.20,85.95,86.55,85.00
86.70,86.52,86.79,86.00
86.90,86.80,87.00,86.03
87.33,86.96,87.33,86.93
86.91,86.53,87.25,86.38
87.02,87.43,88.06,87.02
87.21,87.07,87.78,86.46
86.81,87.00,87.11,86.62
87.71,87.72,87.74,86.98
88.12,88.17,88.37,87.95
88.70,89.51,89.61,88.70
89.62,89.55,89.81,89.04
91.07,91.00,91.07,90.52
90.97,90.69,90.97,90.32
90.67,90.79,90.96,90.56
90.98,90.19,90.98,89.79
90.56,90.89,91.07,90.49
90.86,91.12,91.55,90.86
90.96,91.48,91.55,90.91
91.71,91.85,92.17,91.71
92.47,92.14,92.77,91.89
92.29,91.30,92.29,91.02
91.21,91.81,91.96,91.08
91.10,91.36,91.37,90.77
90.89,91.69,91.89,90.89
91.08,91.73,91.87,90.74
91.97,91.52,92.35,91.40
92.17,92.39,92.78,92.17
92.39,92.63,92.76,92.13
92.52,92.54,92.82,92.30
92.28,91.55,92.31,91.30
91.43,91.51,91.75,91.16
92.03,92.84,93.10,92.03
92.86,93.26,93.53,92.75
92.96,93.33,93.52,92.96
93.55,93.50,93.95,93.00
93.34,93.45,94.00,93.34
92.79,92.48,92.79,91.81
92.32,91.94,92.32,91.72
91.68,91.07,92.03,91.07
90.99,91.82,92.05,90.90
91.75,91.17,91.94,91.17
91.68,92.25,92.28,91.51
92.53,92.84,92.98,91.94
93.22,93.03,93.75,92.84
92.17,91.16,92.25,91.00
91.24,90.99,91.45,90.88
90.89,91.29,91.74,90.86
91.36,91.00,91.36,90.79
92.20,91.39,92.58,90.95
91.06,92.15,92.27,90.99
92.41,92.45,92.70,92.25
93.04,92.35,93.04,92.28
92.64,93.77,93.81,92.64
94.28,94.68,94.92,94.24
94.68,95.09,95.19,94.20
95.00,94.18,95.00,94.11
94.44,94.83,94.91,94.23
96.34,95.90,96.46,95.77
96.14,95.71,96.14,95.57
95.76,97.70,97.80,95.50
97.70,97.46,98.24,97.19
97.64,96.20,97.64,96.17
96.03,95.66,96.19,95.62
95.45,95.60,96.34,95.39
95.88,95.78,96.43,95.58
96.27,96.47,96.81,96.01
95.94,95.40,96.04,95.35
94.44,95.17,95.37,94.13
94.83,95.70,95.85,94.83
95.02,95.72,95.89,94.91
95.78,95.08,95.78,94.41
95.17,96.29,96.38,95.07
95.39,95.38,95.97,95.34
95.25,93.74,95.25,93.74
93.77,93.86,94.31,93.08
95.05,95.75,95.88,95.01
95.40,96.37,96.37,95.40
96.17,96.75,96.83,95.71
96.32,96.29,96.89,96.05
96.67,97.10,97.28,96.47
97.01,98.41,98.49,97.01
98.88,98.82,98.99,98.34
98.90,98.82,99.01,98.45
99.35,100.10,100.33,99.35
99.87,99.52,99.87,99.37
99.57,100.06,100.08,99.23
100.13,100.25,100.25,99.41
100.40,99.65,100.48,99.46
99.66,99.92,99.92,99.33
99.96,99.23,100.38,98.75
99.43,99.25,99.85,99.08
99.38,99.08,99.52,98.58
99.66,99.72,99.79,99.18
99.39,99.03,99.39,98.70
99.42,99.56,99.86,99.22
99.63,98.08,99.69,98.08
98.20,99.90,99.90,98.19
99.90,99.92,99.95,99.62
99.83,99.59,99.83,99.34
99.06,100.16,100.19,99.06
100.25,100.91,100.94,100.13
101.14,101.41,101.47,101.03
101.84,100.65,101.84,100.58
100.69,100.49,101.06,100.23
100.65,99.85,100.65,99.55
100.23,100.72,100.74,99.99
100.73,101.14,101.15,100.40
101.45,100.48,101.45,100.39
100.51,100.45,100.67,100.08
100.78,100.65,100.78,100.45
100.88,100.57,101.15,100.43
100.63,100.42,101.18,100.34
100.02,99.36,100.14,98.89
99.46,99.72,100.17,99.00
99.50,99.28,99.58,99.13
100.11,100.59,100.81,100.11
100.89,101.09,101.16,100.72
101.24,101.17,101.65,101.05
101.25,99.46,101.25,99.34
99.38,99.34,99.57,98.97
99.61,99.88,100.03,99.54
100.28,100.32,100.65,100.05
100.61,100.70,100.86,100.06
100.98,101.88,101.88,100.00
101.79,101.97,102.09,101.54
100.93,100.49,100.93,100.09
101.49,100.91,101.49,100.68
101.08,102.01,102.01,101.08
102.77,102.42,102.77,102.20
102.75,102.91,102.91,102.48
103.20,102.88,103.20,102.72
103.92,103.25,103.92,102.87
103.11,102.46,103.11,102.12
103.00,102.34,103.00,102.25
102.78,101.71,102.78,101.45
101.68,101.67,101.92,101.41
101.82,102.07,102.25,101.28
102.67,101.85,102.67,101.38
102.60,102.29,102.60,101.74
102.15,100.91,102.15,100.72
101.34,102.19,102.33,101.10
102.33,102.91,103.01,102.33
102.85,102.98,103.06,102.64
103.00,102.68,103.14,102.53
103.58,103.12,103.77,102.75
103.40,102.45,103.40,102.16
102.00,101.12,102.00,100.58
100.46,98.24,100.46,98.24
98.36,97.78,98.64,97.07
98.39,98.36,98.49,98.01
98.11,98.76,99.68,98.11
99.18,99.23,99.67,98.56
98.57,98.77,99.50,97.92
98.68,96.16,99.04,96.14
96.64,97.09,97.60,96.22
97.17,97.12,97.38,95.73
97.34,98.59,98.68,97.34
99.14,99.94,100.00,98.69
99.56,100.28,100.48,99.56
101.00,101.59,101.84,100.60
101.59,101.60,102.17,101.43
101.19,102.66,102.84,101.15
102.72,103.37,103.48,102.60
103.58,103.57,103.73,103.07
103.56,102.72,104.22,102.66
102.73,103.69,103.79,102.45
103.88,103.58,104.08,103.58
103.81,103.05,104.04,103.05
103.31,103.39,103.81,102.82
103.65,104.32,104.64,103.47
104.28,105.02,105.05,104.13
105.15,105.43,105.78,104.92
104.71,105.12,105.40,104.43
106.00,106.79,106.88,106.00
106.71,106.97,107.05,106.44
107.29,107.41,107.96,107.21
107.74,107.15,107.74,106.84
107.01,106.85,107.01,106.11
106.82,105.81,106.90,105.75
105.38,105.75,105.94,105.29
106.01,104.81,106.43,104.58
104.83,104.96,105.43,104.58
105.57,105.73,106.27,105.45
105.89,106.51,106.59,105.85
106.35,105.59,106.66,105.10
105.39,106.05,106.05,105.18
106.56,106.50,107.17,106.28
106.57,105.53,107.11,105.15
106.08,106.16,106.68,105.75
106.66,104.47,106.68,104.47
104.50,104.27,104.63,103.71
104.62,104.91,105.50,104.58
105.58,106.31,106.33,105.41
106.40,107.07,107.11,106.34
107.25,107.82,107.99,106.89
108.13,107.88,108.52,107.46
108.51,106.56,108.84,106.26
106.56,104.79,106.56,104.37
104.75,105.33,105.62,104.51
105.66,106.77,107.04,105.43
106.59,104.71,106.71,104.42
103.85,103.37,104.59,103.29
103.92,104.14,104.62,103.49
104.15,104.65,104.73,102.93
105.41,106.12,106.16,105.15
106.14,106.41,106.62,105.99
106.68,106.55,106.73,106.16
106.63,107.01,107.32,106.46
107.18,106.87,107.29,106.80
107.42,106.39,107.42,106.17
106.07,105.56,106.23,105.25
105.83,105.00,105.92,104.20
105.25,105.77,106.04,105.25
105.55,106.48,106.56,105.55
106.31,106.02,106.56,105.75
106.21,106.54,107.15,105.97
106.35,106.88,106.99,105.86
106.84,106.29,106.92,106.17
106.63,107.11,107.12,105.95
107.48,106.50,107.64,106.14
106.26,106.52,106.52,105.89
106.98,108.17,108.22,106.97
108.20,108.04,108.58,107.96
108.15,107.91,108.41,107.74
107.42,106.31,107.53,105.66
106.27,106.68,106.78,105.60
106.78,107.34,107.83,106.64
107.24,106.55,107.34,106.23
106.84,107.10,107.29,106.64
107.30,107.33,107.65,106.95
107.56,108.30,108.33,107.45
108.55,108.34,108.77,108.17
108.49,108.28,108.64,108.14
108.62,109.37,109.37,107.96
109.37,109.20,109.37,108.82
109.31,109.60,109.84,109.00
109.12,109.32,109.64,109.05
109.25,109.60,109.85,108.87
109.89,110.28,110.46,108.95
110.49,110.97,110.97,110.48
111.15,110.65,111.20,110.49
110.74,110.81,110.83,110.25
110.41,110.31,110.47,110.09
110.16,109.33,110.29,109.11
109.36,109.81,109.97,109.15
109.72,109.66,109.86,109.14
109.30,110.05,110.29,109.16
110.05,111.12,111.12,109.98
111.30,111.03,111.30,110.81
111.23,111.64,111.70,111.08
111.65,111.77,112.04,111.39
111.57,110.70,112.18,110.68
110.85,111.56,111.81,110.85
111.59,111.36,111.63,110.77
110.73,111.34,111.34,110.63
111.30,111.76,111.88,110.94
112.01,112.19,112.72,111.85
112.15,112.19,112.53,112.11
112.55,113.05,113.13,112.50
112.89,111.94,112.89,111.79
111.84,111.58,111.84,111.28
111.86,111.92,112.52,111.61
110.91,111.20,111.72,110.65
111.19,111.41,111.55,110.95
111.67,111.47,111.86,111.35
111.68,111.19,112.22,110.86
111.61,111.79,111.90,111.43
111.57,111.13,111.90,111.01
111.35,112.02,112.13,111.28
111.64,111.58,111.67,111.13
112.03,111.87,112.15,111.79
112.05,112.17,112.50,111.66
112.23,112.14,112.55,111.96
111.89,112.30,112.65,111.89
112.34,112.50,112.74,111.84
112.72,111.70,112.96,111.69
112.26,111.26,112.37,111.05
110.49,108.98,110.76,108.92
108.96,109.07,109.28,108.20
109.29,110.31,110.39,108.69
109.84,109.27,110.19,109.00
108.62,109.94,110.15,108.62
110.51,109.10,110.51,108.79
109.17,110.24,110.26,108.97
110.71,110.25,111.01,110.18
110.14,110.41,110.51,109.88
110.80,111.03,111.14,110.39
111.11,111.15,111.27,111.00
111.57,111.34,111.81,110.59
111.97,112.53,112.54,111.97
112.89,112.93,113.11,112.70
112.74,113.00,113.06,112.62
113.10,112.88,113.10,112.52
112.87,112.52,112.87,112.20
113.00,112.91,113.04,112.74
112.92,113.21,113.37,112.92
113.25,113.20,113.45,112.96
112.95,113.18,113.31,112.54
113.46,113.52,113.57,113.10
113.52,113.16,113.61,113.05
113.78,113.48,113.94,113.40
113.71,113.29,114.16,113.12
112.98,113.75,113.77,112.88
113.76,113.19,113.92,113.08
113.24,112.23,113.24,112.12
112.23,112.33,112.36,111.48
111.83,112.46,112.54,111.67
112.45,111.72,112.45,111.35
111.67,111.79,112.04,111.33
111.60,112.40,112.78,111.51
112.95,112.93,113.55,112.52
113.36,113.52,113.58,113.32
114.00,113.18,114.25,112.97
113.56,112.71,113.69,112.68
112.65,112.08,112.79,112.07
112.20,112.93,113.08,111.88
112.59,111.21,112.59,111.12
111.27,112.06,112.18,111.19
111.10,111.55,111.86,110.81
111.62,110.18,111.62,109.97
109.95,107.61,109.95,107.33
107.36,107.38,107.63,105.74
108.00,107.63,108.21,107.60
107.64,107.53,108.16,107.17
106.99,105.61,106.99,105.61
105.52,107.07,107.12,104.30
106.93,104.19,107.06,103.94
104.07,102.41,104.54,102.40
102.40,99.93,103.22,99.83
100.61,100.41,101.82,99.73
99.22,101.32,101.56,97.79
99.51,102.44,102.81,99.43
103.45,103.70,104.38,103.19
103.60,105.18,105.23,103.60
106.07,107.69,107.77,106.04
108.29,106.52,108.68,106.52
107.80,106.95,107.80,106.55
106.92,107.71,107.84,106.19
107.09,105.52,107.09,105.08
105.94,106.97,106.99,105.78
107.05,105.74,107.07,105.11
105.43,106.40,106.90,105.36
107.30,108.40,108.40,106.97
108.50,107.67,108.78,107.41
107.37,106.59,107.62,106.16
107.09,107.55,107.81,106.84
107.62,108.50,108.63,107.37
108.60,109.13,109.28,108.60
109.17,109.33,109.51,108.83
109.36,109.70,109.81,109.12
109.64,110.04,110.13,109.60
110.20,109.81,110.66,109.33
109.78,110.08,110.20,109.69
109.92,110.09,110.26,109.71
110.35,111.25,111.35,110.33
111.22,110.80,111.26,110.43
110.37,111.46,111.52,110.08
113.01,112.66,113.56,112.36
112.79,112.38,112.79,112.21
112.63,112.12,112.80,112.05
112.20,112.21,112.22,111.37
111.33,109.56,111.33,109.50
109.37,108.50,109.58,107.96
108.28,109.14,109.47,108.28
109.26,110.97,111.07,109.16
110.76,111.05,111.36,110.46
111.27,111.14,111.82,110.93
110.84,109.42,110.92,109.22
108.49,109.93,109.93,108.34
109.60,107.46,109.60,107.26
107.81,107.42,108.59,107.18
107.01,104.55,107.01,104.50
105.06,103.78,105.17,103.52
103.50,103.33,105.60,103.29
103.74,106.23,106.29,103.74
106.05,106.43,106.43,104.80
106.54,107.61,107.92,106.54
107.78,107.56,107.78,107.07
107.86,108.44,108.76,107.86
108.47,108.26,108.51,107.97
108.68,108.73,109.01,108.57
108.55,108.66,109.10,108.43
108.44,108.50,108.92,108.39
109.02,107.39,109.02,107.39
107.70,107.75,107.94,106.81
107.00,104.70,107.00,104.33
104.91,103.76,105.24,103.24
104.13,104.49,104.81,103.89
105.35,106.96,107.17,105.35
107.25,106.39,107.44,105.96
106.54,106.03,106.54,104.96
106.88,105.04,107.05,104.25
103.61,103.87,104.02,102.43
104.52,103.47,105.06,103.47
103.52,105.17,105.18,103.34
105.72,105.13,105.81,104.22
104.96,106.05,106.12,104.68
106.66,107.53,107.61,105.97
107.34,105.55,107.34,105.52
105.41,106.27,106.29,105.14
105.04,105.48,106.23,104.42
105.85,103.74,105.89,103.55
103.92,104.73,104.85,102.92
104.00,104.48,105.62,103.81
104.82,105.36,105.55,103.84
105.93,107.68,107.78,105.93
107.10,107.09,107.85,106.90
107.58,109.52,109.60,107.58
109.41,109.36,109.84,109.10
109.16,109.19,109.86,109.05
109.71,109.96,110.08,108.85
109.90,109.85,110.25,109.21
110.47,111.76,112.03,110.47
112.11,112.81,112.84,112.00
112.25,112.82,113.20,112.10
112.60,113.11,113.11,112.16
112.72,113.25,113.59,112.30
113.39,113.74,113.79,112.19
113.23,113.59,113.70,112.78
113.75,113.94,114.13,113.42
113.92,113.66,114.12,113.43
113.59,113.02,113.85,112.74
112.92,112.58,113.34,112.58
112.73,113.44,113.48,112.15
113.13,112.71,113.32,112.46
112.35,112.36,112.63,111.57
112.54,111.91,112.54,111.47
111.09,110.31,111.32,110.17
110.60,110.48,110.79,110.38
109.52,108.72,109.91,108.61
108.86,108.85,109.09,108.50
109.20,110.16,110.19,109.20
109.92,109.12,109.92,108.44
109.30,109.09,109.31,108.62
108.38,108.10,108.65,107.65
107.71,109.82,110.37,107.24
109.28,108.19,109.32,108.06
108.34,108.98,109.47,108.14
108.83,109.02,109.41,108.83
108.88,108.71,109.05,108.27
108.80,107.51,109.17,107.50
107.22,107.66,108.05,107.16
107.90,107.76,108.14,107.50
108.43,109.29,109.63,108.40
108.84,108.55,108.97,108.19
108.52,108.45,108.52,107.65
108.17,108.62,108.91,108.08
108.28,109.51,109.78,108.28
109.58,109.28,110.06,109.26
109.57,109.59,109.91,109.01
109.52,110.09,110.20,109.51
110.32,110.36,110.36,109.90
110.30,109.86,110.39,109.84
110.04,110.23,110.36,109.61
110.66,111.20,111.58,110.65
111.28,110.78,111.34,110.63
110.47,110.01,110.47,109.62
110.53,110.72,110.82,110.41
110.86,109.87,110.86,109.58
110.05,110.13,110.23,109.38
110.00,110.57,110.94,110.00
111.07,111.24,111.30,110.75
111.66,111.89,112.45,111.60
111.81,112.18,112.22,111.41
111.56,111.95,112.21,111.31
111.72,111.09,112.05,110.95
111.81,112.90,113.13,111.81
113.27,112.67,113.40,112.63
112.71,111.35,113.29,111.14
111.90,111.43,112.03,111.06
111.31,111.87,111.91,110.62
112.75,113.36,113.85,112.75
113.22,112.98,113.54,112.93
112.60,111.90,112.60,111.75
111.70,111.94,112.43,111.54
112.62,113.21,113.21,112.61
113.25,113.43,113.47,112.74
113.33,113.33,113.40,112.80
113.26,112.75,113.26,112.45
112.82,112.69,113.06,112.46
112.54,113.05,113.26,112.54
112.83,112.84,113.03,112.65
112.54,111.45,112.54,111.05
111.49,112.22,112.29,111.39
111.95,112.37,112.38,111.75
112.33,111.65,112.33,111.44
112.00,111.68,112.00,111.00
111.47,112.14,112.60,111.44
112.50,112.46,113.08,112.22
112.02,111.07,112.02,110.80
110.84,110.81,111.06,110.32
110.75,110.37,110.96,110.31
110.48,110.41,110.91,110.30
110.88,111.53,111.81,110.88
111.84,111.79,112.04,111.64
111.53,111.22,111.53,110.97
110.52,110.32,110.75,109.91
110.19,110.95,111.01,110.14
111.22,111.34,111.48,110.42
111.46,112.27,112.41,111.46
112.18,111.77,112.50,111.77
112.10,111.91,112.10,111.71
112.04,111.73,112.12,111.60
111.54,110.45,111.60,110.45
110.76,110.36,110.85,110.05
110.50,110.07,110.64,109.90
109.10,107.40,109.44,107.33
108.25,107.65,108.36,107.39
108.22,107.93,108.48,107.73
108.22,107.66,108.28,107.24
106.80,106.66,107.71,106.22
106.75,106.38,106.75,104.56
105.70,104.03,105.70,103.92
105.13,104.27,105.42,104.25
105.29,105.77,105.85,105.16
106.26,107.03,107.03,106.26
106.94,107.55,107.74,106.72
107.39,106.49,107.39,106.32
106.69,106.23,106.69,106.03
106.12,105.31,106.12,104.87
106.18,104.35,106.18,104.23
104.39,103.73,105.09,103.54
103.44,103.36,103.88,103.12
103.70,101.95,103.70,101.88
102.11,99.85,102.11,99.33
99.27,98.78,99.85,98.55
98.98,100.87,101.09,98.60
101.30,101.95,102.16,100.83
102.00,102.34,102.34,101.90
102.73,102.03,102.90,101.93
102.05,101.23,102.16,100.72
101.40,101.64,102.31,101.40
102.48,102.21,103.29,101.92
102.36,101.88,102.57,101.73
101.66,100.46,101.84,100.35
101.05,103.05,103.05,100.96
102.00,101.13,102.00,100.81
100.55,101.27,101.42,99.99
101.14,100.99,101.41,100.73
101.09,101.60,101.67,101.05
101.37,102.32,102.32,100.99
102.11,101.54,102.20,101.47
101.16,100.30,101.16,99.84
99.74,98.52,99.87,98.50
97.98,96.05,97.98,96.04
89.21,92.13,95.31,89.04
93.05,90.56,94.64,90.56
91.50,92.76,92.92,90.98
93.73,96.20,96.66,93.73
96.03,96.76,97.11,95.96
96.16,96.42,97.02,95.27
95.46,93.54,95.46,92.87
94.47,94.55,95.23,93.26
94.93,95.19,96.18,94.91
92.87,93.43,94.13,92.84
94.91,95.62,95.67,94.49
96.37,94.86,96.98,94.81
94.81,94.92,95.58,94.49
94.54,94.68,94.78,94.02
94.70,93.59,94.70,93.47
93.76,94.47,94.66,93.71
94.53,95.89,95.89,94.47
95.83,95.30,96.91,95.28
94.20,93.58,94.53,93.32
94.14,93.79,94.65,93.65
92.77,92.02,92.77,91.35
90.72,88.74,90.72,88.61
88.21,88.66,88.81,86.91
89.39,88.34,89.39,87.87
87.78,85.38,87.78,85.19
85.51,85.62,86.23,85.05
86.49,87.33,87.40,86.32
87.51,88.20,88.20,87.02
87.24,90.33,90.33,86.99
90.88,92.77,92.78,90.88
93.20,93.70,94.43,93.20
94.00,95.09,95.33,93.58
94.88,96.57,96.81,94.88
96.95,96.66,97.43,96.26
96.60,95.73,96.60,95.34
95.23,95.40,96.20,94.82
95.45,96.11,96.58,95.38
96.33,96.55,96.55,95.21
96.66,96.45,96.79,95.81
95.97,95.67,95.97,95.27
95.50,95.90,96.61,95.50
96.08,94.77,96.08,94.75
95.60,97.25,97.36,95.60
97.97,98.05,98.50,97.60
97.90,97.35,98.00,97.26
96.73,96.55,97.14,95.81
96.66,98.14,98.40,96.66
97.89,98.25,98.57,97.78
98.43,98.61,99.22,98.25
98.75,99.35,99.81,98.52
99.29,99.56,100.35,99.10
99.84,99.00,99.96,98.92
98.90,98.38,98.90,97.56
97.82,98.62,98.62,97.60
98.46,97.80,98.50,96.99
97.56,97.09,97.69,96.65
97.37,97.30,97.56,96.77
96.42,95.13,96.42,95.09
95.03,96.24,96.64,94.83
96.13,97.39,97.43,96.13
97.50,97.11,98.09,96.98
97.35,99.12,99.12,97.35
98.97,99.02,99.46,98.85
99.27,98.65,99.68,98.50
98.72,98.77,99.57,98.70
98.41,99.72,99.99,98.40
99.78,99.28,99.83,99.24
99.23,99.27,99.41,98.86
99.47,99.39,99.86,99.19
99.66,100.05,100.05,99.39
99.64,98.66,99.97,98.37
98.98,97.88,99.11,97.44
97.99,99.27,99.47,97.83
98.85,97.51,98.85,97.00
96.53,95.75,96.96,95.62
97.52,97.80,99.03,96.94
97.50,97.27,97.98,96.73
95.20,94.89,95.92,94.79
94.58,93.55,94.74,92.93
94.44,94.09,94.92,93.93
94.62,95.24,95.34,93.66
95.37,93.37,95.37,93.36
93.23,92.21,93.61,92.21
92.86,92.94,93.02,92.19
93.31,94.28,94.67,93.09
94.32,95.82,95.85,94.32
95.74,95.73,96.00,95.49
95.14,95.00,95.16,94.42
95.57,95.88,96.15,95.32
95.68,95.00,95.85,94.97
94.80,94.19,95.26,94.19
92.77,92.72,92.77,91.59
92.92,92.68,93.11,92.09
91.39,90.41,91.41,89.93
88.87,87.87,89.44,87.48
88.57,86.91,88.71,86.77
87.30,85.69,87.39,85.03
86.54,85.80,86.71,84.75
86.34,83.83,86.58,83.74
84.02,84.93,85.49,83.07
83.96,83.27,83.96,82.10
84.12,82.13,84.12,81.15
80.99,81.71,82.32,79.00
81.78,82.28,82.81,81.13
83.56,83.71,84.81,83.00
83.06,80.97,83.06,80.89
81.60,82.52,82.64,81.25
82.22,81.80,83.57,81.64
82.48,82.03,82.76,81.45
82.47,84.75,84.77,82.42
84.11,84.82,85.06,83.40
84.49,83.98,84.49,83.27
84.72,86.40,86.41,83.63
86.49,88.51,89.28,86.49
88.10,87.40,88.83,87.21
86.52,85.22,86.96,84.02
84.32,86.09,86.59,84.32
86.44,85.44,87.41,85.31
84.00,83.73,84.95,83.14
84.53,86.10,86.10,84.31
86.82,87.40,87.40,86.06
88.10,89.01,89.51,88.10
89.13,88.57,89.13,88.16
88.17,87.71,88.17,87.30
88.71,89.31,89.60,88.68
88.74,87.27,88.74,87.14
86.35,88.41,88.45,86.04
88.51,89.38,89.38,87.76
90.10,90.56,90.99,90.10
90.56,90.26,91.75,90.26
91.34,92.34,92.55,90.75
91.68,92.54,92.65,91.47
92.48,93.20,93.40,92.40
93.22,94.13,94.89,93.14
94.20,95.38,95.46,94.20
94.50,93.32,94.51,92.96
93.69,93.89,94.40,93.32
94.58,94.46,95.01,93.56
95.35,96.24,96.48,95.35
95.73,95.66,96.05,95.25
94.72,94.80,94.88,94.23
94.71,96.55,96.69,94.45
96.72,98.75,98.97,96.72
99.40,98.86,99.76,98.58
98.48,98.34,98.96,97.83
97.66,98.48,98.79,97.50
97.97,97.08,98.19,97.04
96.51,97.28,97.28,96.00
97.51,97.65,97.88,97.14
97.32,98.46,98.49,96.71
98.96,98.95,99.32,98.50
98.83,98.18,99.10,97.96
97.36,99.01,99.12,96.89
98.83,97.96,98.90,97.86
97.28,97.33,97.82,97.23
97.20,98.23,98.24,96.51
97.74,96.99,97.77,96.65
97.68,97.87,98.69,97.68
98.52,98.43,99.11,98.42
98.55,99.60,99.76,98.27
100.35,100.90,100.94,100.15
101.04,100.78,101.04,100.44
100.62,101.31,101.38,100.48
100.95,101.81,101.84,100.58
102.19,103.75,103.80,102.19
103.82,103.54,104.09,103.24
103.94,103.12,104.26,103.10
103.45,103.85,104.22,103.45
103.46,103.03,103.85,102.59
103.51,104.31,104.42,103.48
104.44,105.06,105.20,104.13
104.53,104.02,105.34,103.82
103.97,103.45,104.25,102.83
103.89,103.97,104.04,102.96
103.14,102.14,103.14,101.70
101.15,101.25,102.08,100.70
101.72,100.83,102.12,100.69
100.68,101.67,101.81,100.63
101.46,100.21,101.46,100.08
100.57,102.00,102.00,100.57
102.24,101.75,102.52,101.71
103.00,101.90,103.66,101.58
101.95,101.01,102.18,100.76
101.41,102.52,102.75,101.41
102.26,101.89,103.05,101.70
101.29,100.35,102.14,99.99
100.01,100.52,100.59,99.45
100.94,101.26,101.57,100.94
101.52,102.23,102.66,101.52
102.47,103.01,103.21,102.47
103.50,104.25,104.57,103.49
104.80,103.44,104.86,103.42
103.31,103.58,103.89,103.23
103.90,103.17,103.91,102.97
102.78,103.49,103.55,102.00
103.20,103.90,103.90,102.88
103.72,104.69,104.75,103.57
105.10,105.77,105.88,105.01
105.87,106.00,106.35,105.21
106.57,106.80,107.09,106.42
106.27,106.02,106.27,105.06
105.41,105.37,105.71,104.96
105.14,103.99,105.49,103.97
103.70,103.23,103.97,102.59
103.69,103.74,104.41,103.51
102.92,103.89,103.94,102.36
103.88,104.39,104.73,103.68
105.21,105.22,106.34,105.20
104.94,104.35,104.94,103.98
104.59,104.34,104.83,104.32
105.49,106.14,106.14,105.39
102.95,101.27,103.56,101.01
100.56,97.78,100.56,97.34
99.07,98.74,99.17,97.74
100.00,100.56,100.80,99.86
100.93,102.43,102.43,100.40
102.58,102.75,103.30,102.40
102.23,100.75,102.23,100.45
100.52,101.31,101.51,99.90
101.50,101.68,102.50,101.21
102.36,104.33,104.53,102.36
105.24,104.90,105.24,104.50
105.40,106.73,107.26,105.11
107.10,107.14,107.20,106.42
107.65,107.89,108.17,107.20
108.49,108.41,108.66,108.04
108.30,108.93,108.98,107.69
108.38,108.03,108.63,107.72
107.74,108.27,108.52,107.26
108.17,107.64,108.43,107.28
107.51,107.77,107.99,107.32
107.56,107.49,107.56,106.87
107.47,108.45,108.50,107.47
108.64,108.52,108.93,107.86
108.44,108.58,108.72,108.02
108.19,108.07,108.25,107.23
108.05,107.52,108.08,107.12
107.59,107.01,107.82,106.41
106.96,107.49,107.82,106.72
107.57,107.87,108.16,107.34
108.15,108.25,108.51,108.08
108.43,108.55,108.73,108.40
108.53,108.19,108.94,108.05
108.46,108.25,108.63,108.08
108.52,108.72,108.83,108.20
108.66,107.49,108.66,107.25
107.85,108.64,108.99,107.85
108.93,108.07,109.15,108.07
108.03,107.97,108.18,107.17
107.98,108.75,108.75,107.98
108.22,108.85,108.96,107.94
108.36,108.82,108.82,107.89
109.51,109.58,110.01,109.40
109.50,108.15,109.50,108.07
108.04,108.81,108.95,108.00
109.24,108.29,110.03,107.94
108.15,109.38,109.53,108.15
109.28,109.08,109.82,108.84
108.83,108.21,108.88,107.79
108.33,108.50,108.54,107.67
109.15,109.53,109.56,108.99
109.88,109.54,110.00,109.00
109.56,109.50,109.65,108.82
109.22,108.84,109.39,108.73
108.17,105.47,108.17,105.37
104.67,106.59,106.77,104.56
105.58,104.34,105.77,103.70
104.42,104.19,104.81,103.91
104.16,104.91,105.12,103.89
104.63,104.54,104.75,104.20
105.26,104.97,105.61,104.84
104.99,104.18,105.12,104.07
104.74,105.89,105.98,104.61
106.70,106.34,107.06,106.06
106.26,105.86,106.45,105.80
105.51,105.36,106.06,105.26
105.20,105.70,105.76,104.93
106.01,107.13,107.15,105.48
106.75,106.21,107.27,105.85
106.70,106.92,107.32,106.44
107.05,106.62,107.05,106.40
106.61,104.96,106.85,104.81
105.40,105.72,106.06,105.40
105.37,106.50,106.54,105.37
106.58,104.74,106.63,104.31
104.74,105.35,106.14,104.74
104.76,103.81,104.76,103.20
103.90,103.78,104.09,103.39
102.84,103.16,103.44,101.87
103.67,103.45,104.18,103.36
103.53,103.66,103.99,103.44
104.83,104.74,105.06,104.33
105.04,105.58,105.74,104.57
105.38,105.46,105.75,104.69
104.60,105.34,105.34,104.29
105.83,105.63,106.05,105.34
105.49,104.49,105.49,104.49
104.40,104.24,104.55,103.95
104.50,104.04,104.50,103.59
104.28,104.11,105.01,103.70
104.43,104.29,104.45,103.96
104.43,103.63,104.86,103.07
103.61,103.04,103.95,102.99
103.14,103.13,103.63,103.07
103.22,103.68,104.26,103.12
104.40,105.21,105.24,104.40
105.09,105.60,106.02,104.82
104.60,108.34,108.64,104.60
109.07,109.44,110.08,109.04
109.31,108.56,109.43,107.65
109.88,109.34,109.88,108.56
109.46,109.87,109.90,108.67
109.79,109.69,109.92,109.28
110.00,109.73,110.04,109.25
109.90,109.55,109.90,109.27
110.23,110.90,110.90,110.12
111.28,111.93,112.02,111.09
111.72,112.36,112.37,111.36
112.48,112.64,112.70,112.25
113.12,112.07,113.12,111.76
111.52,112.16,112.60,111.16
112.92,113.02,113.35,112.50
113.33,112.90,113.87,112.65
112.95,113.09,113.33,112.43
113.86,114.38,114.51,113.75
