BRK.B,Berkshire Hathaway Inc. New Common Stock,NASDAQ
114.41,113.51,114.43,113.26
114.01,112.95,114.35,112.66
112.89,114.99,115.14,112.27
114.94,114.16,115.08,113.94
114.75,114.92,115.57,113.83
115.01,115.17,115.59,114.84
115.14,113.84,115.66,113.81
113.20,111.41,113.91,110.86
112.63,112.38,113.13,111.25
111.75,110.71,112.74,109.53
111.81,112.07,112.31,110.88
112.98,112.91,113.50,112.27
113.63,113.00,113.70,112.95
112.66,111.92,112.86,111.66
112.51,113.04,113.77,112.51
112.84,112.52,113.36,112.08
112.03,112.63,112.71,111.58
113.34,114.96,115.00,113.21
115.50,115.01,115.87,114.80
115.62,115.80,115.95,115.11
115.50,114.88,115.78,114.56
115.99,116.98,117.37,115.43
116.81,117.12,117.20,116.55
117.34,117.21,117.47,116.86
117.46,117.20,117.98,117.03
117.83,117.63,118.13,117.44
117.89,118.56,118.56,117.83
118.68,118.90,119.08,118.11
119.16,118.94,119.30,118.55
119.07,118.21,119.08,118.15
118.26,116.46,118.71,116.24
116.00,117.07,117.46,115.51
116.57,117.34,117.35,115.61
116.91,116.42,116.91,115.98
116.90,115.79,117.26,115.56
116.37,115.87,116.89,115.80
116.98,117.28,117.50,116.52
117.37,117.82,117.86,116.85
119.10,118.23,119.14,117.88
118.23,117.91,118.45,117.26
117.40,116.80,117.40,116.47
117.40,117.64,117.86,116.60
117.50,116.71,117.74,116.51
116.24,117.13,117.33,116.10
117.35,117.28,117.61,116.43
117.04,116.57,117.33,116.46
116.00,114.80,116.22,114.59
114.53,115.24,115.69,114.30
115.14,114.30,115.49,114.19
114.21,115.01,115.35,114.15
114.80,113.98,115.00,113.52
114.18,114.75,115.33,113.97
115.00,114.27,115.09,114.08
114.34,113.85,114.95,113.84
113.20,111.54,113.47,111.21
111.16,112.20,112.83,111.11
111.88,111.99,112.69,111.70
112.25,111.22,112.48,110.72
112.32,112.08,112.95,111.35
111.75,112.08,112.45,111.35
112.00,112.27,112.65,111.86
112.44,111.86,112.54,110.72
112.13,112.67,112.67,111.46
113.31,113.59,113.80,112.82
113.56,114.28,114.28,113.42
114.25,113.38,114.25,113.09
113.29,113.54,113.71,112.94
114.37,114.84,115.10,114.22
115.16,115.39,115.92,115.02
115.39,116.70,117.07,114.95
117.10,117.17,117.77,116.62
117.77,117.90,117.97,116.85
117.06,115.64,117.10,115.21
115.77,115.05,115.88,114.85
115.00,115.51,116.00,114.86
115.42,115.79,116.37,115.01
115.30,114.85,115.41,114.51
113.74,113.51,114.11,113.02
113.74,114.14,114.43,113.34
113.55,114.41,114.41,113.16
114.05,113.37,114.05,112.82
113.41,113.75,114.34,113.30
112.99,112.86,113.68,112.40
112.86,111.37,113.12,111.25
111.66,111.77,112.21,110.84
113.14,114.84,114.92,113.06
114.85,115.81,115.83,114.20
114.99,116.00,116.08,114.48
115.85,114.63,115.85,114.49
115.20,116.69,116.79,114.97
116.65,116.92,117.25,116.04
117.47,116.97,117.50,116.78
116.95,116.89,117.00,116.43
117.19,117.49,117.61,117.00
117.10,116.41,117.50,116.30
116.95,116.84,117.31,116.61
116.78,117.03,117.10,116.52
117.18,116.94,117.21,116.67
116.91,117.41,117.44,116.76
117.56,116.34,117.70,116.31
116.32,115.09,116.41,115.05
115.28,115.27,116.07,114.94
115.78,114.87,115.82,114.50
114.47,114.36,115.10,114.30
114.69,114.91,115.11,114.60
115.12,113.83,115.46,113.79
113.50,115.88,115.92,113.50
115.50,115.65,116.00,115.26
115.31,114.21,115.46,114.00
113.76,114.81,114.89,113.76
114.86,115.69,115.69,114.71
115.34,116.30,116.34,115.24
116.56,115.90,116.56,115.69
115.90,115.84,116.22,115.46
115.92,114.90,115.92,114.54
115.32,116.42,116.51,114.71
116.52,116.96,117.33,116.42
117.18,115.63,117.28,115.38
115.80,116.58,116.84,115.76
116.60,116.58,116.95,115.96
116.73,116.53,116.97,116.09
116.50,115.33,116.59,115.11
114.59,114.79,115.01,114.04
114.35,115.30,115.58,114.00
115.01,114.96,115.56,114.87
115.97,116.66,116.70,115.76
116.88,117.14,117.46,116.77
117.00,115.61,117.15,115.60
115.59,114.51,115.80,114.28
114.49,114.38,115.06,114.04
114.36,114.06,115.03,113.99
114.40,113.96,114.71,113.67
114.16,113.63,114.18,113.58
113.93,116.14,116.27,113.50
115.96,116.36,116.61,115.66
116.24,115.60,116.70,115.60
116.40,117.04,117.17,116.22
117.27,117.43,117.43,117.00
117.43,117.99,117.99,117.03
117.99,118.00,118.21,117.72
118.33,118.04,118.56,117.75
118.05,118.56,118.66,117.81
118.34,117.50,118.50,117.36
117.50,117.57,118.00,117.38
118.20,116.28,118.20,116.26
116.61,116.19,116.95,115.96
116.00,115.34,116.37,115.25
115.77,115.32,115.93,115.03
116.02,114.97,116.02,114.43
115.08,114.01,115.28,113.76
114.15,114.96,114.96,113.60
115.23,115.85,115.85,114.70
115.94,115.24,116.07,114.91
115.47,115.07,115.58,114.75
115.32,115.15,115.49,114.26
115.42,115.26,115.91,115.06
114.82,113.50,114.87,113.33
113.06,111.81,113.20,111.76
111.92,111.50,112.28,111.13
111.95,112.01,112.69,111.85
111.41,111.28,112.04,111.12
111.85,113.00,113.33,111.38
111.81,111.60,112.37,110.85
112.11,108.99,112.11,108.84
109.42,109.13,109.59,108.60
108.94,108.78,109.31,108.12
109.43,110.16,110.28,108.94
110.61,112.61,112.70,110.61
112.62,112.61,113.00,111.73
112.83,113.61,113.79,112.14
113.68,113.30,114.16,113.13
112.86,114.70,114.77,112.58
114.50,114.95,115.04,114.22
115.16,114.73,115.22,114.36
114.72,113.36,114.85,113.26
113.33,113.10,113.49,112.30
113.44,113.18,113.99,112.97
113.25,113.20,114.00,113.12
113.14,113.94,114.16,112.57
113.86,113.70,114.18,113.20
113.25,114.58,114.58,113.08
114.80,115.78,116.00,114.21
116.15,116.06,116.75,114.88
117.13,118.57,118.59,117.00
118.38,118.98,119.08,118.14
119.17,121.20,121.44,119.11
121.84,122.67,122.92,121.40
122.58,124.10,124.32,122.35
124.44,124.69,125.00,123.89
123.92,125.17,125.21,123.89
125.61,123.61,125.91,123.45
123.74,122.51,124.28,122.24
123.44,123.36,123.95,122.88
123.40,123.28,123.56,122.52
123.48,122.62,123.69,121.84
122.56,124.44,124.53,122.38
125.05,125.20,125.89,124.42
125.51,124.32,125.89,123.98
125.06,124.47,125.09,123.85
125.00,123.01,125.05,123.01
123.29,123.47,123.85,122.63
123.83,123.53,124.37,123.03
124.25,124.97,124.97,124.02
125.07,124.88,125.34,124.36
124.82,124.47,124.93,124.18
124.49,124.31,124.71,123.89
124.61,123.90,125.36,123.86
123.99,123.12,124.16,123.06
123.17,123.13,123.74,122.52
123.27,124.01,124.12,123.17
123.67,122.27,124.69,122.26
122.61,121.70,122.61,121.45
122.30,122.29,122.80,121.09
122.75,123.77,123.96,122.10
124.39,126.00,126.02,124.25
125.97,127.18,127.70,125.55
127.67,126.50,127.73,126.25
126.42,127.15,127.43,125.06
127.49,127.20,127.96,126.61
127.80,126.95,127.90,126.61
126.76,127.26,127.57,126.57
128.01,127.70,128.31,126.16
127.87,128.49,128.74,127.81
128.63,128.85,129.20,128.31
128.81,129.06,129.25,128.15
129.45,128.09,129.73,127.82
127.19,126.61,127.19,126.08
126.13,124.67,126.29,124.06
125.40,127.45,127.53,125.32
127.23,126.67,127.49,126.33
126.25,127.34,127.37,125.85
127.87,127.29,128.24,126.89
127.69,127.89,127.92,127.06
127.80,127.53,128.00,127.51
127.30,126.36,127.44,126.00
126.41,126.86,126.92,125.66
126.77,127.13,127.21,126.11
126.92,126.06,126.94,125.70
126.50,126.66,126.94,126.22
126.95,126.98,127.15,126.53
127.22,126.80,127.32,126.31
127.41,127.52,127.75,127.25
127.43,127.46,127.94,127.26
127.42,128.11,128.20,127.10
127.67,128.34,128.50,127.62
128.28,127.88,128.75,127.37
127.29,126.93,127.68,126.61
127.00,127.23,127.61,126.79
127.56,128.20,128.22,127.11
128.20,128.65,128.65,128.08
128.33,127.99,128.62,127.57
127.60,128.25,128.30,127.58
127.86,128.22,128.48,127.86
128.46,127.28,128.59,126.93
127.27,126.54,127.51,125.50
125.95,126.15,126.34,125.71
126.05,126.03,126.35,125.60
125.94,127.17,127.35,125.44
127.56,127.25,127.57,126.56
127.43,126.74,128.10,126.50
126.80,126.67,126.98,126.30
126.35,126.78,127.37,126.35
126.88,127.13,127.35,126.49
127.20,127.10,127.28,126.06
126.83,127.32,127.49,126.63
127.11,126.56,127.13,126.38
126.72,127.24,127.64,126.66
127.08,127.73,127.73,126.83
127.91,129.30,129.39,127.81
129.15,128.70,129.15,128.17
128.24,128.22,129.09,128.17
128.49,128.75,128.87,128.31
128.00,128.45,128.72,127.61
128.30,128.63,128.72,127.93
129.00,128.98,129.28,128.68
128.68,128.49,129.17,128.00
128.66,128.11,128.75,127.88
127.92,126.52,128.12,126.40
126.91,128.28,128.45,126.88
127.92,128.58,128.75,127.62
129.00,128.42,129.00,128.23
128.24,128.13,128.58,128.05
128.39,128.35,128.68,128.06
128.02,127.55,128.17,127.40
127.55,128.37,128.45,126.63
128.26,127.36,128.66,127.36
127.51,127.74,128.42,126.83
127.24,125.43,127.76,125.37
125.00,125.83,126.95,122.72
128.06,129.72,130.03,127.08
129.70,127.99,129.75,127.36
127.97,129.11,129.57,127.51
129.69,128.95,129.88,128.52
128.80,130.90,130.95,128.62
131.41,131.95,132.80,130.94
132.24,133.06,133.19,131.66
133.34,133.08,133.43,132.46
133.23,135.30,135.38,133.14
135.79,134.34,135.80,133.13
135.47,135.03,135.47,134.68
135.85,134.90,135.85,134.52
135.00,134.91,135.10,134.45
135.24,136.81,136.82,135.04
136.41,135.75,136.60,135.56
136.43,136.23,136.75,136.07
136.69,136.25,136.75,136.12
136.61,136.52,136.69,136.01
136.28,136.11,136.51,135.88
136.18,137.25,137.25,136.01
138.03,137.96,138.27,137.06
138.50,137.73,138.50,137.34
137.97,137.95,138.55,137.42
137.71,138.07,138.35,137.34
138.17,138.28,138.90,138.05
138.34,136.89,138.42,136.68
137.27,137.72,137.95,137.16
137.17,137.92,137.97,137.00
137.92,137.09,138.18,136.76
137.73,138.04,138.13,137.01
138.00,138.69,138.99,137.61
139.14,139.61,140.18,138.71
140.25,141.28,141.57,139.75
142.15,140.56,142.45,140.30
140.56,139.26,140.73,139.19
139.18,138.78,139.71,138.75
138.78,139.95,140.07,138.68
139.89,137.09,139.95,136.89
137.00,138.68,138.97,137.00
137.76,138.33,138.70,137.56
138.48,138.14,138.74,137.69
138.37,136.62,138.38,136.19
136.61,137.64,138.14,136.61
138.41,139.50,139.66,138.16
140.25,139.16,140.46,138.63
138.66,136.72,138.84,136.71
136.75,139.94,140.20,136.60
140.29,137.09,140.29,137.07
136.90,136.76,139.45,136.73
136.60,136.38,138.07,136.31
137.00,137.39,138.90,136.50
136.59,135.64,136.78,132.03
133.03,134.70,135.65,132.10
136.06,137.09,137.67,135.52
137.07,137.23,137.48,136.41
138.07,138.97,138.98,137.35
139.34,137.65,139.48,137.60
139.20,138.68,139.53,138.39
138.65,139.40,139.52,138.37
139.19,139.53,139.65,138.94
140.00,140.46,140.46,139.50
140.53,139.99,140.68,138.95
139.41,139.54,139.92,138.76
140.90,140.16,141.52,139.36
140.88,140.81,140.91,139.55
141.06,142.18,142.24,140.88
143.21,142.92,143.48,141.85
143.25,143.29,143.46,142.23
143.76,143.61,143.99,142.87
143.95,145.05,145.07,143.81
145.46,144.95,145.69,144.75
144.92,145.52,145.75,144.70
145.70,146.29,146.29,145.53
146.35,145.52,146.48,145.06
145.53,145.37,145.68,144.70
145.74,145.81,146.40,145.29
145.86,145.65,146.08,145.03
145.14,145.72,145.75,145.04
147.01,146.70,147.15,146.21
147.11,147.27,147.42,146.70
147.50,147.81,148.01,147.38
148.11,148.19,148.31,147.93
148.55,148.69,149.49,148.37
148.61,148.52,149.94,148.18
149.28,149.87,150.00,148.66
150.15,149.73,150.49,149.51
149.96,150.05,150.15,149.23
150.38,150.68,150.68,150.10
150.88,151.94,152.94,150.65
151.45,150.46,151.45,148.91
150.36,149.08,151.26,148.82
149.79,150.13,151.27,149.50
149.31,146.46,149.89,146.30
147.97,146.12,148.42,144.75
145.37,145.28,148.73,145.00
145.76,148.45,148.63,145.53
151.16,152.67,152.74,150.15
152.33,151.56,152.66,150.83
151.98,151.90,152.55,151.09
152.19,151.75,152.70,151.68
152.43,151.54,152.44,151.52
151.66,151.35,152.13,151.25
151.02,152.05,152.26,151.02
151.35,152.09,152.22,151.19
152.20,150.15,152.67,150.15
151.50,149.17,151.60,148.50
148.81,147.00,149.00,146.78
147.64,146.84,148.53,146.11
147.94,148.88,149.14,147.65
150.60,151.37,151.37,150.51
151.65,149.47,151.69,149.26
149.96,148.28,150.12,147.95
149.95,148.63,150.99,147.77
147.27,147.82,148.37,146.42
148.53,147.58,148.53,146.80
147.20,149.21,149.26,146.56
150.28,148.63,150.60,148.08
148.34,147.18,148.43,146.59
148.01,150.15,150.21,147.26
149.99,149.12,150.00,149.09
149.19,149.70,149.73,148.16
148.25,147.65,148.80,147.55
148.36,144.78,148.77,144.77
145.40,146.29,146.94,144.25
145.57,143.91,146.20,143.89
144.13,146.73,146.75,143.30
147.75,148.29,148.48,146.86
148.26,147.53,148.50,147.10
147.89,149.67,149.88,147.75
149.80,150.18,151.63,149.55
149.91,149.13,149.97,148.72
149.66,149.92,150.51,148.90
149.84,149.68,150.27,148.80
150.00,149.79,150.41,149.36
149.60,148.34,149.60,148.01
148.36,149.17,149.37,148.16
148.78,148.67,149.13,148.22
148.21,147.48,148.35,147.09
147.27,148.72,148.72,146.58
148.20,147.37,148.45,146.82
147.50,148.95,149.36,147.25
149.39,148.78,149.39,148.46
148.55,148.34,148.97,147.90
148.22,147.41,148.32,147.05
147.71,147.08,147.98,145.89
146.79,145.93,146.94,145.06
145.20,144.92,145.51,144.07
145.41,146.06,146.25,144.83
146.14,145.28,147.48,145.10
145.50,146.13,146.53,145.25
145.42,143.19,145.44,143.18
143.48,143.44,144.24,143.24
144.34,145.67,145.73,144.01
145.28,143.97,145.50,143.27
144.92,145.98,146.06,144.78
145.09,144.75,145.47,143.94
144.56,146.00,146.55,143.94
145.64,144.88,146.00,144.45
145.23,145.53,145.82,144.89
145.48,145.56,146.29,145.02
145.26,144.29,145.46,144.24
144.68,143.56,144.93,143.56
142.70,143.03,143.71,142.50
143.48,143.89,143.91,142.90
144.47,145.98,146.12,144.15
145.76,144.32,145.77,144.26
144.34,143.45,144.63,143.39
143.59,143.56,143.90,143.15
143.00,143.76,144.45,142.57
143.56,143.06,144.02,143.00
143.10,143.28,143.78,142.82
143.02,143.65,143.70,142.78
143.42,143.50,143.75,143.02
143.28,143.46,143.95,143.00
143.65,142.75,143.77,142.12
142.73,142.71,143.48,142.58
142.50,142.10,142.80,141.70
141.20,140.70,141.54,140.33
141.69,142.09,142.41,141.51
142.40,141.14,142.47,141.12
141.41,141.99,142.22,141.09
141.95,142.43,143.02,141.63
142.00,142.09,142.55,141.75
142.28,141.09,142.36,140.87
140.81,142.52,142.63,140.59
141.63,142.41,142.76,141.57
141.78,141.21,142.57,140.93
142.00,143.36,143.36,141.79
144.95,146.15,146.33,144.00
145.91,144.56,146.42,144.51
145.00,143.78,145.44,142.94
143.41,145.31,145.52,143.36
146.56,148.31,148.42,146.40
148.50,146.17,148.57,146.00
145.35,144.79,145.39,144.03
144.16,144.26,144.73,144.02
145.22,145.78,145.83,144.52
145.93,145.26,146.09,144.65
145.39,145.83,145.90,145.04
145.83,146.54,147.00,145.26
146.41,145.94,146.44,145.64
145.60,145.27,145.93,145.16
145.10,144.60,145.27,144.53
144.44,143.63,144.90,143.56
143.71,144.75,145.15,143.58
144.93,144.74,145.10,144.01
144.87,143.00,144.99,143.00
143.26,143.35,144.07,143.06
143.20,143.03,143.35,142.28
143.43,143.19,143.73,142.56
142.57,141.37,142.90,141.23
141.51,140.76,141.81,140.52
140.43,139.52,140.70,139.52
139.21,139.63,140.39,139.14
140.00,140.86,141.50,139.68
141.43,141.36,141.61,140.60
141.12,140.29,141.15,139.78
139.72,139.40,139.96,138.78
139.47,139.71,139.73,138.92
139.85,139.97,140.56,139.16
140.25,142.67,142.81,140.20
142.18,140.96,142.96,140.96
142.00,141.53,142.54,141.11
141.62,141.33,142.15,140.95
140.75,140.09,141.41,140.09
140.06,139.45,140.65,139.45
139.92,139.78,140.16,139.12
139.00,136.51,139.24,136.42
137.52,136.11,137.80,136.08
137.70,137.52,138.30,136.74
137.90,137.39,138.16,137.06
136.13,136.89,137.42,136.04
137.30,138.44,138.65,136.04
137.55,136.90,137.96,136.75
138.01,138.25,138.84,137.94
139.51,139.73,140.30,138.96
140.80,141.39,141.49,140.45
141.14,141.12,141.64,140.92
141.37,142.61,142.64,141.20
143.15,143.92,143.92,143.00
143.72,143.88,144.00,143.44
143.96,144.51,144.69,143.71
144.23,143.60,144.60,143.08
143.55,143.52,144.00,143.06
143.27,142.18,143.41,142.06
142.00,141.25,142.36,141.19
141.14,140.72,141.37,140.42
141.59,143.22,143.58,141.13
143.25,142.92,143.69,142.61
142.81,142.85,143.06,142.11
143.31,142.74,143.75,142.60
143.11,142.33,143.32,140.92
142.22,142.68,143.06,142.01
143.32,143.50,143.99,143.22
143.50,143.35,143.84,143.00
142.86,143.55,143.70,142.30
141.37,143.42,143.58,141.31
141.83,142.80,143.07,141.61
141.91,141.60,142.15,140.46
141.31,141.95,142.61,140.99
142.05,142.57,142.75,141.99
142.00,142.32,142.46,141.30
142.29,141.36,142.30,141.02
141.00,140.47,141.71,139.75
139.20,138.39,140.00,138.35
137.23,134.22,138.00,134.16
127.55,129.57,133.97,125.50
134.48,127.74,134.55,127.46
130.89,132.61,132.88,128.69
134.40,136.23,136.31,133.22
135.53,135.74,136.00,134.73
135.09,134.04,135.50,133.42
131.79,130.41,132.27,129.83
131.41,132.22,132.22,130.76
132.71,132.15,133.62,131.69
130.82,129.64,131.08,128.91
132.02,132.90,133.07,131.17
134.50,130.59,134.66,130.30
130.23,130.66,131.79,130.20
130.88,131.37,131.55,130.25
131.15,130.90,131.69,130.54
131.00,132.26,132.65,130.76
132.26,132.58,132.85,132.02
132.29,131.47,133.60,131.27
130.07,129.10,130.96,128.94
130.00,130.98,131.31,129.72
129.56,129.30,129.69,128.36
129.31,129.16,129.49,128.31
128.25,128.83,129.22,127.75
130.03,129.64,130.58,129.00
128.59,128.62,129.26,128.40
128.44,128.81,128.96,127.67
129.86,130.40,130.40,128.67
130.55,129.88,131.40,129.28
128.50,129.83,129.94,127.46
130.50,132.38,132.44,130.38
132.29,131.19,132.41,130.94
132.05,132.68,133.32,131.76
132.28,133.75,134.00,132.24
133.72,133.03,134.38,132.18
133.40,133.40,134.05,132.86
133.00,132.19,133.27,131.91
132.00,131.18,132.45,131.05
131.98,133.80,133.83,131.55
134.73,133.81,135.00,132.96
133.50,133.62,133.89,133.11
133.27,134.16,134.40,133.10
134.71,133.22,135.41,133.11
133.60,137.29,137.70,133.60
138.00,137.78,138.00,136.76
137.86,137.00,137.94,136.64
136.40,135.63,136.67,135.07
135.80,138.16,138.41,135.48
138.10,137.89,138.50,137.23
137.56,136.02,137.87,136.02
136.77,138.40,138.62,136.33
138.30,137.94,138.48,137.71
138.00,137.43,138.08,137.06
137.48,136.57,138.03,136.32
136.44,136.33,137.19,135.14
136.00,134.00,136.19,133.40
134.00,134.73,134.73,133.64
134.94,134.96,135.20,134.12
134.46,132.78,134.63,132.77
132.61,131.96,133.56,131.74
131.82,133.30,133.31,131.47
133.85,133.09,133.93,132.68
133.47,136.22,136.38,133.27
136.19,136.63,136.87,135.83
137.34,136.63,137.42,135.96
136.29,135.99,136.78,135.84
135.09,135.54,135.88,134.12
135.48,135.13,136.00,134.84
135.30,134.63,135.58,134.45
134.82,134.09,135.09,133.82
134.86,136.43,136.57,134.36
136.50,135.27,136.74,135.10
135.33,132.66,135.54,132.29
133.09,136.48,136.52,133.00
136.20,135.60,136.45,134.68
134.90,133.36,134.99,133.17
133.18,131.71,134.15,131.20
131.72,131.71,132.62,131.19
130.31,130.31,130.91,129.56
130.50,132.02,132.23,130.11
133.25,134.88,135.64,132.76
135.49,135.88,136.12,133.10
135.71,133.97,136.16,133.90
133.04,129.53,133.17,129.53
131.16,131.19,131.69,129.65
131.55,133.14,133.33,131.04
133.35,134.15,134.43,133.20
134.12,133.89,134.55,133.48
133.48,133.12,133.54,132.52
134.00,134.14,134.55,133.00
133.92,133.26,134.12,133.06
133.00,132.04,133.37,131.95
130.16,130.75,131.03,128.76
130.75,131.25,131.53,129.81
129.99,131.33,131.76,129.72
129.25,129.48,130.54,129.00
130.11,128.33,130.40,128.20
128.92,128.36,129.23,127.04
129.11,128.80,129.43,127.52
128.97,126.25,129.38,125.71
126.41,128.07,128.99,126.01
125.34,126.14,126.81,124.51
126.86,127.76,128.27,126.77
125.60,124.83,126.12,124.04
125.52,125.62,126.75,124.37
127.50,127.04,127.93,125.92
126.55,124.13,126.90,123.90
124.57,125.89,126.52,124.57
125.26,125.19,127.22,124.61
126.00,126.01,126.72,124.37
126.66,129.77,129.77,126.11
128.94,128.66,129.64,127.54
127.52,125.70,127.83,125.51
126.34,126.24,126.63,123.55
126.09,127.44,127.70,125.75
127.28,126.56,127.39,125.75
125.70,126.78,127.84,124.93
125.15,127.72,128.08,125.15
128.44,126.58,129.18,126.29
124.11,125.09,125.84,124.04
126.76,128.07,128.21,126.05
129.44,128.56,129.60,128.07
129.17,130.26,130.44,128.91
130.60,130.86,132.35,130.59
130.35,131.05,131.60,130.01
132.19,131.99,132.87,131.33
131.12,130.74,131.91,130.65
129.90,131.03,131.50,128.88
131.62,132.31,132.37,130.42
132.82,131.92,133.29,131.77
133.36,134.17,135.11,132.94
135.11,136.94,136.94,134.32
136.95,136.73,137.15,135.81
136.80,136.84,137.24,136.13
136.99,137.97,138.06,136.52
137.70,138.72,138.79,137.43
138.25,137.80,138.70,137.49
138.55,139.13,139.15,138.07
139.75,138.62,139.75,137.81
139.34,140.65,140.76,139.11
140.80,139.72,141.22,139.48
139.12,140.40,140.41,139.01
139.84,139.83,140.44,139.51
140.00,142.40,142.58,139.68
142.83,142.16,142.96,141.44
142.16,142.13,142.61,141.71
141.98,142.18,142.99,141.66
142.17,140.96,142.17,140.90
140.22,140.11,140.60,139.56
140.95,141.29,141.62,140.33
141.29,141.90,142.04,140.50
142.91,142.46,143.40,142.29
142.56,141.88,143.05,141.48
141.21,143.79,144.05,141.11
143.99,143.22,143.99,142.77
142.42,141.20,142.48,140.93
141.31,141.70,141.82,140.42
140.93,140.81,141.20,140.27
141.53,141.06,141.99,140.68
141.79,140.99,142.09,140.96
141.25,142.40,142.49,140.98
142.95,144.04,144.14,142.89
144.10,143.72,144.35,143.47
144.14,143.45,144.16,142.94
143.00,144.38,144.48,142.95
144.78,145.95,146.38,144.52
145.98,146.09,146.44,145.38
146.09,144.86,146.42,144.67
145.32,146.11,146.39,144.97
145.65,146.18,146.37,145.50
146.59,147.02,147.16,146.30
146.90,147.60,148.03,146.50
146.64,146.07,147.46,145.76
145.40,145.48,146.22,144.52
145.77,146.89,147.14,145.69
145.91,144.83,146.09,144.08
144.16,144.24,144.40,143.33
144.22,143.88,144.82,143.48
143.82,144.62,144.84,143.33
144.54,142.91,144.54,141.92
143.31,144.78,144.90,143.25
144.88,142.87,144.98,142.75
143.46,143.31,143.72,142.30
143.21,141.40,143.70,141.13
141.40,141.85,142.15,141.21
141.97,140.34,141.99,139.90
140.18,141.47,141.85,139.95
141.07,140.79,141.65,139.68
141.48,141.83,142.49,141.16
141.85,141.48,142.00,141.05
141.95,143.71,144.05,141.73
143.72,144.08,144.94,143.72
144.00,143.05,144.19,142.88
143.49,143.35,143.62,142.77
143.89,140.54,144.14,140.54
140.97,141.99,142.09,140.37
141.65,142.11,142.11,140.96
141.16,141.14,141.52,140.11
141.62,141.82,142.50,141.39
142.16,141.41,142.49,141.39
141.57,142.53,142.69,141.53
142.05,142.23,142.51,141.16
141.31,141.76,142.36,141.24
141.23,140.94,142.65,140.94
140.79,141.30,141.55,140.52
141.74,140.45,142.17,140.32
140.09,141.99,142.05,138.96
141.98,140.73,142.00,140.45
141.96,141.67,142.94,141.63
142.06,143.53,143.63,141.85
143.63,143.94,144.66,143.57
144.97,145.98,146.00,144.60
140.74,139.71,142.00,139.47
138.79,138.50,139.00,136.65
139.79,140.28,140.36,138.29
141.30,142.12,142.12,139.91
142.21,144.79,144.82,142.10
144.59,143.96,144.83,143.75
143.19,142.23,143.56,141.76
141.90,142.51,142.64,140.95
142.38,141.91,143.04,141.19
143.35,143.65,143.74,142.72
143.75,143.93,144.23,143.43
144.53,144.67,145.03,143.98
144.88,145.93,145.99,144.41
146.25,145.73,146.66,145.46
146.25,145.97,146.44,145.12
146.00,146.57,146.71,146.00
146.06,146.92,146.99,145.85
146.81,146.17,146.94,145.70
146.01,144.35,146.22,144.19
144.72,144.60,144.85,143.89
144.87,144.14,145.00,143.60
144.34,144.34,144.85,143.83
144.27,144.19,144.75,143.70
143.92,144.42,144.69,143.48
144.09,144.27,144.60,143.78
144.62,143.93,144.77,143.58
143.95,143.31,143.99,142.96
143.35,143.63,143.88,142.98
143.80,143.12,143.91,142.92
144.00,145.65,145.65,143.92
145.29,145.56,145.65,144.23
145.96,147.22,147.45,145.45
147.00,146.69,147.27,146.13
146.46,147.74,147.98,146.44
147.12,147.72,147.75,146.69
147.72,147.78,147.92,147.12
147.62,147.24,147.94,147.22
147.42,149.08,149.33,147.00
149.19,148.81,149.36,148.53
148.40,148.75,148.84,147.79
148.51,148.45,148.80,147.85
148.58,148.77,149.24,148.58
148.50,148.41,148.84,148.13
148.24,148.64,148.71,148.11
148.65,147.91,149.23,147.22
148.23,149.30,149.68,148.00
149.25,150.23,150.24,149.22
150.00,150.49,150.90,148.66
150.70,150.35,151.00,148.82
150.69,150.72,151.05,149.97
150.54,150.43,150.98,149.31
150.00,149.58,150.49,149.34
149.60,149.78,150.10,149.30
149.10,146.62,149.59,146.56
146.37,148.97,149.39,145.94
147.95,146.23,148.13,145.55
146.02,145.78,146.91,145.33
146.00,146.66,147.08,145.47
146.11,145.01,146.23,144.68
145.34,145.24,146.19,144.93
145.98,144.92,145.98,144.76
145.65,146.46,146.49,144.98
146.75,146.53,147.09,146.13
146.32,145.00,146.49,145.00
144.52,144.18,144.96,144.00
144.28,145.34,145.38,144.01
145.28,145.28,145.42,144.03
145.18,143.59,145.52,143.36
144.27,144.47,145.38,144.27
144.27,143.76,144.31,143.21
143.74,143.17,144.20,142.80
143.65,144.15,144.30,143.21
144.00,143.87,144.10,143.30
143.93,144.52,144.94,143.78
145.05,145.20,145.68,144.98
145.13,143.95,145.14,143.53
143.86,144.91,145.29,143.86
143.79,143.22,144.05,141.92
143.91,144.18,144.89,143.58
144.50,143.80,144.76,143.37
144.65,144.30,145.09,144.13
144.87,144.86,145.71,144.48
144.62,144.49,145.43,144.19
143.54,143.60,143.95,142.80
144.09,143.83,144.89,143.68
143.70,143.42,144.16,143.21
143.38,143.94,144.46,143.12
144.19,144.45,144.78,143.87
144.84,144.00,145.29,142.90
144.30,144.30,144.69,144.00
144.68,143.63,144.86,143.11
143.18,143.19,143.86,142.91
143.25,143.64,144.45,143.20
143.45,142.95,143.80,142.35
144.71,146.91,147.17,144.30
146.89,147.79,148.14,146.40
146.10,151.28,151.64,145.10
152.00,156.06,156.61,151.68
155.30,156.92,157.28,155.15
157.48,157.93,158.16,156.53
157.61,157.46,157.82,156.09
157.02,157.08,157.59,156.02
156.81,158.39,158.64,156.30
158.35,157.75,158.48,157.17
158.10,158.71,158.71,157.42
159.01,158.66,159.09,157.83
