AIII,ACRE Realty Investors,NASDAQ
1.20,1.16,1.20,1.16
1.10,1.19,1.20,1.06
1.20,1.10,1.20,1.10
1.18,1.18,1.18,1.18
nan,1.18,nan,nan
1.12,1.12,1.12,1.12
1.15,1.15,1.15,1.15
1.15,1.14,1.15,1.14
nan,1.14,nan,nan
nan,1.14,nan,nan
1.17,1.17,1.17,1.17
1.12,1.16,1.16,1.08
nan,1.16,nan,nan
1.08,1.08,1.08,1.08
nan,1.08,nan,nan
nan,1.08,nan,nan
nan,1.08,nan,nan
nan,1.08,nan,nan
1.08,1.08,1.08,1.08
nan,1.08,nan,nan
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.10,1.10,1.10,1.08
1.02,1.02,1.07,1.02
nan,1.02,nan,nan
1.02,1.09,1.09,0.96
1.09,1.04,1.09,1.04
1.08,1.01,1.09,1.01
nan,1.01,nan,nan
1.00,1.00,1.13,0.97
1.00,1.01,1.14,0.97
1.00,1.00,1.00,1.00
1.05,0.96,1.05,0.96
0.96,0.93,0.96,0.92
1.03,1.00,1.03,0.99
1.00,0.96,1.00,0.93
0.92,1.00,1.01,0.90
1.10,0.92,1.10,0.92
0.96,1.04,1.05,0.96
1.10,1.03,1.10,0.95
1.05,1.06,1.07,1.05
0.98,1.00,1.00,0.96
1.02,1.02,1.02,1.02
0.95,0.95,0.95,0.95
0.93,0.93,0.93,0.93
0.97,0.94,0.98,0.94
nan,0.94,nan,nan
nan,0.94,nan,nan
0.92,0.92,0.92,0.92
0.94,0.86,0.94,0.86
N/A,N/A,N/A,N/A
0.87,0.92,0.92,0.87
0.90,0.90,0.90,0.90
0.91,0.91,0.91,0.91
nan,0.91,nan,nan
0.85,0.85,0.85,0.85
0.86,0.89,0.89,0.81
0.88,0.92,0.92,0.88
nan,0.92,nan,nan
nan,0.92,nan,nan
0.81,0.84,0.86,0.81
0.88,0.84,0.92,0.84
0.81,0.81,0.81,0.81
0.81,0.81,0.81,0.81
0.84,0.82,0.84,0.82
0.83,0.84,0.84,0.82
N/A,N/A,N/A,N/A
0.84,0.84,0.84,0.84
0.84,0.81,0.84,0.81
0.82,0.82,0.82,0.82
0.85,0.97,0.98,0.85
1.01,1.06,1.08,1.01
1.00,1.00,1.00,0.89
1.00,1.00,1.00,1.00
1.03,1.03,1.08,1.03
nan,1.03,nan,nan
1.00,1.05,1.10,1.00
1.09,1.10,1.15,1.05
nan,1.10,nan,nan
1.08,1.08,1.08,1.08
1.05,1.05,1.05,1.05
1.05,1.05,1.05,1.05
1.03,1.01,1.03,1.01
0.96,0.94,0.96,0.89
nan,0.94,nan,nan
0.93,0.93,0.93,0.93
nan,0.93,nan,nan
0.95,1.00,1.00,0.95
nan,1.00,nan,nan
0.97,0.97,0.97,0.97
nan,0.97,nan,nan
1.00,0.96,1.00,0.96
nan,0.96,nan,nan
N/A,N/A,N/A,N/A
1.00,1.00,1.00,1.00
0.99,1.00,1.00,0.99
1.00,1.00,1.00,1.00
0.99,0.99,0.99,0.99
1.02,1.02,1.02,1.02
0.99,0.99,0.99,0.99
0.98,0.98,0.98,0.98
nan,0.98,nan,nan
0.96,0.98,0.98,0.96
0.98,0.98,0.98,0.98
0.98,0.96,0.98,0.96
0.96,0.98,0.98,0.96
nan,0.98,nan,nan
0.95,1.00,1.00,0.95
0.99,0.95,1.00,0.95
0.92,1.01,1.02,0.92
1.02,1.00,1.02,0.97
0.97,0.95,0.99,0.95
0.96,0.96,0.96,0.96
0.97,0.94,0.98,0.94
0.94,0.94,0.94,0.94
0.95,0.95,0.95,0.95
1.00,1.00,1.00,1.00
0.94,0.95,0.95,0.94
0.96,1.00,1.00,0.96
0.99,1.00,1.00,0.99
0.96,0.96,0.96,0.96
0.97,0.97,0.97,0.97
0.93,0.90,0.93,0.82
nan,0.90,nan,nan
nan,0.90,nan,nan
nan,0.90,nan,nan
0.91,0.98,0.98,0.91
nan,0.98,nan,nan
0.98,0.98,0.98,0.98
0.96,0.90,0.96,0.88
0.88,0.93,0.93,0.88
0.91,0.91,0.91,0.91
0.95,0.95,0.95,0.95
0.94,0.95,0.96,0.94
0.88,0.88,0.88,0.88
0.94,0.93,0.94,0.93
0.93,0.93,0.93,0.93
0.93,0.93,0.95,0.93
0.93,0.93,0.93,0.93
0.92,0.92,0.92,0.92
nan,0.92,nan,nan
nan,0.92,nan,nan
0.92,0.92,0.92,0.92
N/A,N/A,N/A,N/A
nan,0.92,nan,nan
0.92,0.92,0.92,0.92
nan,0.92,nan,nan
N/A,N/A,N/A,N/A
0.92,0.92,0.93,0.92
0.92,0.92,0.92,0.92
0.92,0.91,0.92,0.91
0.91,0.91,0.91,0.91
nan,0.91,nan,nan
nan,0.91,nan,nan
0.91,0.90,0.91,0.88
0.94,0.89,0.94,0.89
nan,0.89,nan,nan
0.90,0.90,0.90,0.90
0.91,0.90,0.91,0.90
0.89,0.89,0.89,0.89
0.89,0.89,0.89,0.89
nan,0.89,nan,nan
nan,0.89,nan,nan
0.88,0.89,0.89,0.88
0.90,0.90,0.90,0.90
nan,0.90,nan,nan
nan,0.90,nan,nan
nan,0.90,nan,nan
nan,0.90,nan,nan
nan,0.90,nan,nan
0.89,0.89,0.89,0.89
nan,0.89,nan,nan
0.89,0.89,0.89,0.89
0.87,0.87,0.87,0.87
0.87,0.85,0.87,0.84
0.83,0.85,0.85,0.83
0.86,0.86,0.86,0.86
N/A,N/A,N/A,N/A
nan,0.86,nan,nan
nan,0.86,nan,nan
nan,0.86,nan,nan
0.85,0.84,0.85,0.84
0.85,0.85,0.85,0.85
0.85,0.74,0.85,0.66
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.75,0.80,0.80,0.75
0.80,0.83,0.83,0.80
nan,0.83,nan,nan
0.82,0.81,0.82,0.81
nan,0.81,nan,nan
0.82,0.87,0.87,0.82
0.87,0.87,0.87,0.87
0.89,0.89,0.89,0.89
nan,0.89,nan,nan
nan,0.89,nan,nan
nan,0.89,nan,nan
nan,0.89,nan,nan
nan,0.89,nan,nan
0.84,0.88,0.88,0.83
nan,0.88,nan,nan
0.87,0.87,0.87,0.87
0.86,0.85,0.86,0.84
0.83,0.85,0.85,0.83
0.86,0.86,0.86,0.86
0.86,0.86,0.86,0.86
0.86,0.87,0.87,0.86
0.86,0.86,0.86,0.86
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.87,0.87,0.87,0.87
0.87,0.86,0.87,0.86
0.84,0.85,0.85,0.84
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
0.86,0.85,0.86,0.85
0.86,0.86,0.86,0.86
0.87,0.87,0.87,0.87
0.85,0.85,0.85,0.85
0.85,0.85,0.85,0.85
nan,0.85,nan,nan
0.86,0.86,0.86,0.86
0.85,0.86,0.86,0.85
nan,0.86,nan,nan
0.85,0.86,0.86,0.84
nan,0.86,nan,nan
0.85,0.85,0.85,0.85
0.86,0.86,0.86,0.86
0.86,0.86,0.86,0.86
0.86,0.85,0.86,0.85
0.86,0.84,0.86,0.84
0.85,0.81,0.85,0.80
0.82,0.82,0.82,0.82
nan,0.82,nan,nan
0.82,0.82,0.83,0.82
0.81,0.82,0.82,0.81
0.82,0.83,0.83,0.82
0.82,0.82,0.82,0.82
0.82,0.82,0.82,0.82
0.82,0.80,0.82,0.78
nan,0.80,nan,nan
0.78,0.78,0.78,0.78
nan,0.78,nan,nan
nan,0.78,nan,nan
nan,0.78,nan,nan
0.79,0.79,0.80,0.79
0.80,0.80,0.81,0.80
0.79,0.79,0.79,0.79
nan,0.79,nan,nan
nan,0.79,nan,nan
0.78,0.78,0.78,0.78
0.78,0.78,0.78,0.78
0.79,0.79,0.79,0.79
0.80,0.75,0.82,0.75
0.78,0.76,0.85,0.76
0.80,0.80,0.80,0.80
nan,0.80,nan,nan
nan,0.80,nan,nan
0.80,0.80,0.80,0.80
0.78,0.74,0.86,0.74
0.78,0.84,0.87,0.75
0.85,0.80,0.95,0.76
0.82,0.87,0.91,0.80
nan,0.87,nan,nan
0.89,0.91,0.91,0.85
0.85,0.87,0.87,0.85
nan,0.87,nan,nan
nan,0.87,nan,nan
nan,0.87,nan,nan
0.85,0.86,0.86,0.85
0.88,0.89,0.92,0.88
nan,0.89,nan,nan
nan,0.89,nan,nan
0.88,0.86,0.88,0.86
0.88,0.85,0.88,0.85
nan,0.85,nan,nan
0.87,0.85,0.87,0.85
0.85,0.88,0.88,0.79
0.86,0.85,0.86,0.85
nan,0.85,nan,nan
0.83,0.78,0.83,0.75
0.79,0.79,0.79,0.79
0.80,0.80,0.80,0.80
nan,0.80,nan,nan
0.80,0.80,0.80,0.80
0.82,0.80,0.82,0.80
nan,0.80,nan,nan
nan,0.80,nan,nan
nan,0.80,nan,nan
0.80,0.80,0.80,0.80
0.81,0.85,0.85,0.77
0.84,0.85,0.85,0.83
nan,0.85,nan,nan
0.83,0.84,0.85,0.83
0.84,0.82,0.84,0.82
0.81,0.81,0.81,0.81
0.80,0.80,0.80,0.80
0.79,0.74,0.83,0.74
0.75,0.78,0.82,0.75
0.77,0.77,0.77,0.77
0.77,0.76,0.77,0.75
nan,0.76,nan,nan
0.76,0.79,0.79,0.76
0.79,0.80,0.80,0.79
0.80,0.77,0.80,0.76
0.76,0.74,0.76,0.74
0.73,0.76,0.76,0.71
0.75,0.75,0.75,0.75
0.75,0.75,0.75,0.75
0.76,0.76,0.76,0.76
0.77,0.79,0.79,0.77
0.78,0.81,0.81,0.78
0.81,0.81,0.81,0.81
nan,0.81,nan,nan
0.80,0.80,0.80,0.80
0.79,0.77,0.79,0.77
nan,0.77,nan,nan
0.76,0.64,0.76,0.60
0.65,0.73,0.75,0.64
0.72,0.70,0.72,0.70
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.69,0.67,0.69,0.61
N/A,N/A,N/A,N/A
0.68,0.71,0.71,0.68
0.71,0.72,0.72,0.71
0.73,0.75,0.76,0.73
0.74,0.74,0.74,0.74
N/A,N/A,N/A,N/A
0.73,0.74,0.82,0.73
0.75,0.70,0.75,0.69
0.70,0.70,0.70,0.70
0.70,0.69,0.71,0.69
0.69,0.70,0.70,0.69
N/A,N/A,N/A,N/A
0.70,0.70,0.70,0.70
nan,0.70,nan,nan
N/A,N/A,N/A,N/A
nan,0.70,nan,nan
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
0.69,0.62,0.69,0.62
0.61,0.42,0.61,0.33
0.85,1.03,1.16,0.84
0.97,1.10,1.10,0.97
1.05,1.10,1.14,1.05
1.06,1.06,1.11,1.06
1.06,1.09,1.10,1.06
1.06,1.07,1.10,1.06
1.09,1.09,1.10,1.07
1.09,1.07,1.09,1.06
1.09,1.06,1.09,1.06
1.06,1.05,1.07,1.05
1.04,1.04,1.04,1.04
1.06,1.05,1.08,1.04
1.05,1.04,1.05,1.04
1.06,1.04,1.06,1.04
1.04,1.05,1.07,1.04
1.05,1.05,1.05,1.03
1.06,1.05,1.07,1.04
1.04,1.05,1.05,1.03
1.04,1.07,1.07,1.04
1.09,1.07,1.09,1.06
1.06,1.07,1.07,1.06
1.07,1.06,1.07,1.06
1.10,1.06,1.10,1.06
1.08,1.06,1.08,1.06
1.08,1.05,1.08,1.04
1.06,1.06,1.08,1.05
1.04,1.04,1.05,1.04
1.04,1.06,1.06,1.04
1.06,1.06,1.06,1.06
1.07,1.10,1.10,1.06
1.10,1.24,1.24,1.10
1.25,1.32,1.35,1.25
1.38,1.38,1.38,1.34
1.37,1.37,1.39,1.37
1.40,1.45,1.45,1.39
1.45,1.43,1.45,1.39
1.35,1.39,1.41,1.35
1.40,1.40,1.40,1.37
1.38,1.25,1.39,1.25
1.22,1.30,1.32,1.22
1.28,1.26,1.33,1.26
1.28,1.28,1.28,1.26
N/A,N/A,N/A,N/A
1.30,1.30,1.30,1.30
1.38,1.38,1.38,1.38
1.35,1.35,1.35,1.32
1.34,1.36,1.36,1.34
1.37,1.40,1.40,1.37
1.50,1.70,1.70,1.50
1.85,1.69,1.95,1.66
1.62,1.53,1.62,1.44
1.47,1.44,1.50,1.38
1.45,1.50,1.50,1.45
1.50,1.50,1.50,1.45
1.49,1.54,1.54,1.49
1.55,1.55,1.55,1.55
1.55,1.56,1.60,1.55
1.59,1.61,1.62,1.59
1.60,1.61,1.61,1.60
1.62,1.62,1.62,1.62
1.62,1.68,1.69,1.62
1.66,1.52,1.69,1.52
1.56,1.50,1.56,1.49
1.49,1.69,1.69,1.49
1.67,1.66,1.67,1.66
1.64,1.64,1.65,1.64
1.62,1.61,1.62,1.61
nan,1.61,nan,nan
1.58,1.61,1.61,1.58
1.61,1.63,1.65,1.60
1.63,1.65,1.65,1.60
1.66,1.69,1.69,1.61
1.69,1.56,1.69,1.56
1.53,1.45,1.55,1.45
1.50,1.54,1.60,1.46
1.54,1.57,1.57,1.46
1.53,1.65,1.65,1.47
1.67,1.80,1.80,1.67
1.80,1.64,1.92,1.64
1.63,1.53,1.67,1.44
1.55,1.50,1.55,1.50
1.50,1.52,1.54,1.48
1.50,1.45,1.50,1.45
1.44,1.45,1.53,1.44
1.48,1.55,1.55,1.47
1.56,1.56,1.56,1.56
nan,1.56,nan,nan
1.52,1.52,1.52,1.52
1.54,1.52,1.54,1.50
1.54,1.60,1.64,1.48
1.62,1.62,1.69,1.61
1.65,1.57,1.65,1.57
1.57,1.57,1.58,1.57
1.58,1.58,1.58,1.58
nan,1.58,nan,nan
nan,1.58,nan,nan
nan,1.58,nan,nan
1.56,1.59,1.60,1.56
1.53,1.53,1.56,1.53
nan,1.53,nan,nan
1.53,1.52,1.53,1.52
nan,1.52,nan,nan
nan,1.52,nan,nan
1.51,1.51,1.51,1.50
1.50,1.50,1.50,1.50
nan,1.50,nan,nan
1.50,1.50,1.50,1.49
nan,1.50,nan,nan
nan,1.50,nan,nan
1.54,1.52,1.54,1.52
1.53,1.55,1.55,1.53
1.47,1.47,1.47,1.47
nan,1.47,nan,nan
nan,1.47,nan,nan
1.54,1.54,1.54,1.54
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.51,1.51,1.51,1.50
1.44,1.44,1.49,1.41
1.45,1.45,1.45,1.45
1.45,1.45,1.45,1.45
1.46,1.57,1.79,1.46
1.60,1.57,1.60,1.55
1.59,1.59,1.61,1.54
1.56,1.61,1.61,1.56
1.59,1.62,1.62,1.57
1.62,1.58,1.62,1.58
1.54,1.50,1.54,1.50
1.52,1.50,1.52,1.46
nan,1.50,nan,nan
1.47,1.47,1.47,1.43
1.60,1.55,1.60,1.50
1.50,1.57,1.57,1.48
1.59,1.58,1.59,1.58
1.58,1.50,1.58,1.50
1.52,1.51,1.54,1.51
1.55,1.50,1.55,1.50
1.50,1.52,1.52,1.50
1.53,1.50,1.53,1.50
1.51,1.49,1.51,1.48
1.47,1.45,1.47,1.45
1.46,1.48,1.48,1.46
1.51,1.45,1.51,1.45
1.46,1.45,1.46,1.45
1.43,1.44,1.50,1.43
1.43,1.40,1.43,1.40
1.41,1.40,1.41,1.40
1.39,1.39,1.39,1.39
1.41,1.40,1.41,1.40
N/A,N/A,N/A,N/A
1.45,1.45,1.48,1.45
1.50,1.47,1.59,1.47
1.40,1.47,1.47,1.40
1.60,1.55,1.60,1.53
1.53,1.52,1.53,1.50
1.40,1.41,1.43,1.40
1.42,1.44,1.48,1.42
1.45,1.41,1.45,1.41
1.44,1.40,1.44,1.40
1.38,1.38,1.39,1.36
1.36,1.33,1.36,1.33
N/A,N/A,N/A,N/A
1.36,1.36,1.36,1.36
1.36,1.37,1.37,1.36
N/A,N/A,N/A,N/A
1.42,1.53,1.53,1.42
1.48,1.44,1.48,1.44
1.37,1.37,1.37,1.37
N/A,N/A,N/A,N/A
nan,1.37,nan,nan
1.37,1.37,1.37,1.37
1.39,1.39,1.39,1.39
1.40,1.40,1.40,1.40
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.38,1.38,1.38,1.38
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.38,1.38,1.38,1.38
1.36,1.38,1.38,1.36
1.38,1.37,1.38,1.37
1.37,1.33,1.40,1.33
1.35,1.33,1.36,1.33
1.34,1.36,1.36,1.33
1.33,1.33,1.34,1.31
1.32,1.32,1.37,1.31
1.31,1.31,1.31,1.31
1.31,1.31,1.31,1.31
1.36,1.36,1.36,1.36
nan,1.36,nan,nan
1.33,1.32,1.33,1.31
1.31,1.31,1.31,1.31
1.31,1.28,1.31,1.28
nan,1.28,nan,nan
1.29,1.29,1.29,1.29
1.26,1.40,1.40,1.26
nan,1.40,nan,nan
1.38,1.31,1.40,1.30
1.26,1.28,1.33,1.26
1.41,1.34,1.41,1.30
1.30,1.31,1.31,1.26
1.27,1.33,1.33,1.27
1.28,1.33,1.33,1.28
1.29,1.37,1.37,1.29
1.37,1.33,1.37,1.27
1.35,1.39,1.51,1.35
1.42,1.35,1.42,1.35
1.36,1.36,1.36,1.36
N/A,N/A,N/A,N/A
1.27,1.30,1.30,1.27
nan,1.30,nan,nan
1.32,1.32,1.32,1.32
1.31,1.31,1.31,1.31
1.27,1.27,1.27,1.27
N/A,N/A,N/A,N/A
nan,1.27,nan,nan
1.35,1.35,1.35,1.35
1.27,1.32,1.32,1.27
1.32,1.27,1.40,1.27
1.27,1.27,1.27,1.27
N/A,N/A,N/A,N/A
1.27,1.27,1.27,1.27
1.27,1.31,1.31,1.27
N/A,N/A,N/A,N/A
1.31,1.33,1.33,1.27
nan,1.33,nan,nan
N/A,N/A,N/A,N/A
1.27,1.27,1.27,1.27
nan,1.27,nan,nan
1.27,1.27,1.27,1.27
N/A,N/A,N/A,N/A
1.35,1.35,1.35,1.35
N/A,N/A,N/A,N/A
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
nan,1.35,nan,nan
1.34,1.34,1.34,1.34
1.33,1.31,1.33,1.31
1.32,1.27,1.32,1.27
1.32,1.27,1.32,1.27
N/A,N/A,N/A,N/A
1.32,1.27,1.32,1.27
1.27,1.27,1.27,1.27
1.32,1.32,1.32,1.32
1.27,1.27,1.27,1.26
N/A,N/A,N/A,N/A
1.27,1.27,1.27,1.27
N/A,N/A,N/A,N/A
1.26,1.32,1.32,1.26
1.26,1.26,1.26,1.26
1.27,1.27,1.27,1.27
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.28,1.29,1.29,1.26
1.27,1.27,1.27,1.27
nan,1.27,nan,nan
1.32,1.27,1.33,1.27
1.29,1.30,1.30,1.27
1.27,1.27,1.27,1.27
nan,1.27,nan,nan
1.27,1.26,1.27,1.26
1.26,1.26,1.27,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.26,1.26,1.26,1.26
1.29,1.27,1.30,1.26
1.29,1.27,1.29,1.25
1.25,1.28,1.29,1.24
1.25,1.25,1.25,1.25
1.28,1.31,1.86,1.28
1.30,1.28,1.33,1.23
1.29,1.29,1.33,1.26
1.30,1.30,1.30,1.30
1.33,1.29,1.33,1.29
1.33,1.30,1.46,1.30
1.29,1.28,1.32,1.28
1.28,1.28,1.31,1.23
1.23,1.26,1.26,1.23
1.23,1.24,1.24,1.23
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.28,1.31,1.31,1.27
N/A,N/A,N/A,N/A
1.33,1.33,1.33,1.33
1.27,1.27,1.27,1.27
1.27,1.28,1.28,1.27
N/A,N/A,N/A,N/A
1.27,1.25,1.30,1.25
1.23,1.23,1.23,1.23
1.25,1.27,1.27,1.24
N/A,N/A,N/A,N/A
1.23,1.25,1.25,1.23
1.25,1.25,1.25,1.25
N/A,N/A,N/A,N/A
1.23,1.23,1.23,1.23
N/A,N/A,N/A,N/A
1.26,1.23,1.26,1.23
1.23,1.23,1.23,1.23
1.24,1.23,1.24,1.23
nan,1.23,nan,nan
1.25,1.21,1.28,1.21
1.25,1.25,1.25,1.25
nan,1.25,nan,nan
nan,1.25,nan,nan
1.25,1.28,1.28,1.25
nan,1.28,nan,nan
1.23,1.23,1.23,1.23
1.24,1.26,1.26,1.24
nan,1.26,nan,nan
1.21,1.21,1.21,1.21
nan,1.21,nan,nan
nan,1.21,nan,nan
1.22,1.25,1.25,1.22
1.21,1.21,1.21,1.21
nan,1.21,nan,nan
1.23,1.25,1.25,1.21
1.21,1.21,1.21,1.21
1.22,1.21,1.22,1.21
1.21,1.22,1.22,1.21
1.24,1.25,1.25,1.24
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.28,1.25
1.25,1.24,1.25,1.24
1.25,1.25,1.25,1.25
N/A,N/A,N/A,N/A
1.24,1.37,1.43,1.24
1.38,1.36,1.39,1.36
1.40,1.34,1.40,1.34
1.30,1.55,1.56,1.24
1.52,1.55,1.55,1.52
1.57,1.37,1.57,1.37
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.37,1.37,1.37,1.37
1.41,1.48,1.48,1.41
1.37,1.37,1.37,1.37
N/A,N/A,N/A,N/A
1.37,1.28,1.37,1.28
1.25,1.50,1.52,1.25
1.55,1.45,1.55,1.40
1.42,1.42,1.42,1.42
1.46,1.60,1.68,1.28
1.65,1.55,1.74,1.53
1.55,1.48,1.55,1.48
1.44,1.37,1.45,1.32
1.33,1.33,1.33,1.33
1.32,1.45,1.61,1.32
1.42,1.48,1.49,1.41
1.39,1.52,1.66,1.39
1.38,1.46,1.77,1.38
1.83,1.67,1.85,1.60
1.66,1.62,1.66,1.62
1.57,1.54,1.60,1.54
1.39,1.50,1.50,1.39
1.41,1.40,1.43,1.35
1.44,1.59,1.59,1.44
1.60,1.74,1.74,1.60
1.80,1.73,1.82,1.73
1.70,1.61,1.71,1.55
1.60,1.53,1.60,1.53
1.46,1.46,1.51,1.45
1.46,1.43,1.46,1.43
nan,1.43,nan,nan
1.40,1.52,1.52,1.40
1.52,1.53,1.60,1.52
1.50,1.58,1.60,1.50
1.60,1.59,1.65,1.59
1.54,1.53,1.54,1.53
1.68,1.62,1.68,1.62
1.55,1.49,1.55,1.49
nan,1.49,nan,nan
1.48,1.49,1.49,1.48
N/A,N/A,N/A,N/A
1.46,1.45,1.48,1.45
1.47,1.50,1.50,1.45
1.47,1.37,1.49,1.29
1.35,1.37,1.38,1.35
1.42,1.40,1.45,1.36
1.36,1.35,1.36,1.34
1.33,1.35,1.35,1.33
1.33,1.43,1.43,1.33
1.43,1.43,1.43,1.43
1.32,1.36,1.45,1.32
1.34,1.36,1.39,1.33
1.34,1.36,1.41,1.28
1.30,1.40,1.40,1.28
1.31,1.37,1.37,1.31
1.40,1.34,1.40,1.34
1.37,1.37,1.37,1.37
1.37,1.34,1.38,1.34
1.37,1.40,1.40,1.37
1.23,1.25,1.31,1.23
1.30,1.30,1.30,1.30
1.26,1.27,1.27,1.25
1.27,1.50,1.65,1.27
1.60,1.35,1.60,1.35
1.32,1.34,1.38,1.32
1.34,1.25,1.34,1.21
nan,1.25,nan,nan
1.22,1.25,1.25,1.20
1.28,1.39,1.53,1.27
1.39,1.39,1.39,1.39
1.35,1.32,1.35,1.32
1.33,1.34,1.34,1.33
1.35,1.35,1.35,1.33
1.35,1.38,1.38,1.35
nan,1.38,nan,nan
1.41,1.41,1.41,1.41
1.35,1.35,1.35,1.35
1.40,1.40,1.40,1.40
1.45,1.43,1.53,1.40
1.45,1.45,1.45,1.45
1.50,1.50,1.50,1.50
1.35,1.40,1.45,1.35
1.42,1.37,1.42,1.37
1.39,1.42,1.42,1.38
1.40,1.37,1.40,1.37
1.35,1.49,1.55,1.31
1.51,1.52,1.55,1.34
1.45,1.55,1.60,1.44
1.59,1.57,1.65,1.47
1.60,1.53,1.65,1.47
1.48,1.45,1.48,1.40
1.45,1.40,1.48,1.40
1.48,1.42,1.49,1.42
1.45,1.43,1.49,1.41
1.42,1.32,1.48,1.32
1.26,1.31,1.31,1.16
1.27,1.30,1.31,1.25
1.31,1.31,1.31,1.31
1.27,1.26,1.29,1.26
1.26,1.26,1.26,1.26
1.30,1.30,1.30,1.30
1.29,1.37,1.37,1.28
1.34,1.39,1.39,1.34
1.33,1.33,1.36,1.26
1.30,1.34,1.34,1.30
1.31,1.27,1.31,1.27
1.26,1.28,1.28,1.26
1.26,1.26,1.26,1.26
1.26,1.30,1.31,1.26
1.28,1.30,1.30,1.26
1.30,1.41,1.45,1.29
1.40,1.34,1.40,1.31
1.34,1.33,1.39,1.30
1.35,1.33,1.38,1.28
1.33,1.34,1.40,1.26
1.32,1.30,1.35,1.24
1.23,1.29,1.29,1.23
1.22,1.18,1.24,1.18
1.18,1.21,1.22,1.18
1.18,1.18,1.18,1.18
1.19,1.19,1.19,1.19
1.22,1.22,1.22,1.18
1.12,1.19,1.19,1.11
1.18,1.02,1.25,1.02
1.02,1.00,1.05,0.90
1.00,1.10,1.20,0.95
1.10,1.32,1.32,1.10
1.40,1.42,1.42,1.25
1.41,1.29,1.48,1.20
1.29,1.24,1.34,1.19
1.21,1.19,1.28,1.18
1.18,1.20,1.20,1.15
1.19,1.20,1.20,1.18
1.15,1.07,1.17,1.07
1.15,1.09,1.15,1.06
1.15,1.15,1.17,1.15
1.15,1.12,1.15,1.12
1.09,1.20,1.20,1.00
1.24,1.12,1.27,1.05
1.08,1.07,1.13,1.07
1.09,1.05,1.10,1.03
1.05,1.06,1.15,1.03
1.10,1.11,1.15,1.08
1.12,1.15,1.15,1.12
1.12,1.16,1.22,1.09
1.13,1.20,1.27,1.12
1.24,1.32,1.32,1.18
1.32,1.32,1.32,1.28
1.29,1.31,1.45,1.27
1.32,1.18,1.40,1.18
1.18,1.13,1.20,1.09
1.09,1.09,1.09,1.09
1.09,1.09,1.09,1.09
1.06,1.09,1.09,1.06
1.05,1.09,1.09,1.04
1.10,1.11,1.11,1.10
1.01,1.00,1.10,0.95
1.06,1.00,1.06,1.00
1.00,1.05,1.09,1.00
1.02,1.05,1.12,1.00
1.07,1.08,1.10,1.06
1.14,1.22,1.22,1.07
1.18,1.18,1.23,1.16
1.25,1.17,1.29,1.15
1.18,1.16,1.25,1.15
1.15,1.19,1.19,1.13
1.13,1.14,1.18,1.13
1.18,1.12,1.18,1.10
N/A,N/A,N/A,N/A
1.08,1.08,1.10,1.08
1.12,1.07,1.12,1.07
1.09,1.10,1.13,1.08
1.05,1.06,1.09,1.05
1.06,1.10,1.12,1.05
1.07,1.15,1.15,1.05
1.17,1.06,1.17,1.06
1.07,1.09,1.09,1.05
1.10,1.11,1.15,1.07
1.12,1.20,1.24,1.05
1.19,1.20,1.25,1.19
1.20,1.21,1.21,1.20
1.25,1.09,1.30,1.09
1.12,1.12,1.13,1.09
1.12,1.05,1.12,1.05
1.05,1.19,1.22,1.05
1.27,1.18,1.27,1.15
1.24,1.07,1.28,1.02
nan,1.07,nan,nan
1.07,1.08,1.08,1.03
1.05,1.08,1.14,1.03
1.09,1.11,1.12,1.09
1.13,1.11,1.13,1.09
1.09,1.09,1.11,1.02
1.07,1.06,1.09,1.03
1.07,1.09,1.14,1.05
1.10,1.11,1.13,1.09
1.09,1.15,1.15,1.02
1.19,1.20,1.25,1.12
1.25,1.20,1.28,1.16
1.21,1.27,1.30,1.13
1.23,1.20,1.26,1.13
1.20,1.23,1.29,1.13
1.21,1.18,1.24,1.16
1.22,1.19,1.23,1.16
1.18,1.21,1.23,1.13
