GTIM,Good Times Restaurants Inc. - Common Stock,NASDAQ
1.50,1.50,1.50,1.50
1.61,1.38,1.61,1.38
1.53,1.53,1.53,1.53
1.77,1.79,1.79,1.77
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.55,1.55,1.55,1.55
1.55,1.55,1.55,1.55
1.76,1.70,1.76,1.70
1.70,1.70,1.70,1.70
1.69,1.69,1.69,1.69
1.73,1.73,1.73,1.73
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.55,1.78,1.78,1.55
1.78,1.78,1.78,1.78
1.55,1.55,1.55,1.55
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.78,1.77,1.78,1.77
1.77,1.77,1.77,1.77
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.54,1.54,1.54,1.54
1.57,1.55,1.57,1.55
1.55,1.50,1.55,1.50
1.50,1.50,1.50,1.50
1.50,1.52,1.52,1.50
1.52,1.52,1.52,1.52
1.52,1.52,1.52,1.52
1.52,1.52,1.52,1.52
1.52,1.52,1.52,1.52
1.50,1.42,1.51,1.40
1.42,1.42,1.42,1.42
1.45,1.45,1.45,1.45
1.40,1.40,1.40,1.40
1.44,1.65,1.76,1.40
1.70,1.46,1.70,1.46
1.47,1.47,1.47,1.47
1.46,1.46,1.48,1.46
1.46,1.44,1.46,1.40
1.43,1.43,1.45,1.43
1.43,1.43,1.43,1.43
1.43,1.43,1.43,1.43
1.43,1.48,1.48,1.40
1.40,1.40,1.40,1.40
1.40,1.47,1.47,1.40
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.47,1.47,1.47,1.47
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.41,1.40,1.41,1.40
1.49,1.49,1.49,1.49
1.49,1.49,1.49,1.49
1.48,1.48,1.48,1.48
1.48,1.48,1.48,1.48
1.34,1.41,1.41,1.34
1.41,1.41,1.41,1.41
1.41,1.41,1.41,1.41
1.40,1.45,1.45,1.22
1.45,1.45,1.45,1.45
1.25,1.27,1.28,1.25
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.44,1.25,1.44,1.25
1.28,1.24,1.28,1.24
1.25,1.30,1.30,1.25
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.31,1.31,1.30
1.29,1.29,1.29,1.29
1.31,1.39,1.45,1.31
1.45,1.30,1.45,1.30
1.36,1.19,1.36,1.19
1.33,1.19,1.33,1.19
1.20,1.19,1.20,1.19
1.25,1.36,1.36,1.25
1.36,1.36,1.36,1.36
1.21,1.28,1.46,1.15
1.26,1.06,1.26,1.06
1.15,1.15,1.28,1.11
1.25,1.15,1.25,1.15
1.25,1.22,1.25,1.20
1.22,1.22,1.22,1.22
1.08,1.39,1.40,1.08
1.40,1.45,1.46,1.15
1.44,1.26,1.44,1.26
1.39,1.37,1.45,1.37
1.45,1.32,1.45,1.25
1.44,1.25,1.44,1.25
1.42,1.41,1.42,1.35
1.35,1.35,1.35,1.35
1.26,1.40,1.40,1.25
1.40,1.40,1.40,1.40
1.35,1.35,1.35,1.28
1.35,1.35,1.35,1.35
1.35,1.25,1.35,1.25
1.25,1.25,1.25,1.25
1.27,1.25,1.27,1.25
1.25,1.25,1.25,1.25
1.25,1.21,1.26,1.19
1.24,1.25,1.25,1.24
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.25,1.25,1.25,1.25
1.18,1.18,1.22,1.18
1.15,1.15,1.15,1.15
1.15,1.16,1.20,1.15
1.16,1.16,1.16,1.16
1.13,1.13,1.13,1.13
1.17,1.22,1.22,1.17
1.26,1.27,1.27,1.26
1.15,1.40,1.42,1.15
1.40,1.34,1.42,1.25
1.20,1.21,1.27,1.20
1.28,1.30,1.33,1.28
1.39,1.39,1.39,1.39
1.39,1.39,1.39,1.39
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.38,1.38,1.38,1.38
1.20,1.30,1.30,1.17
1.35,1.37,1.37,1.35
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.26,1.26,1.26,1.26
1.36,1.37,1.37,1.36
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.37,1.37,1.37,1.37
1.24,1.24,1.24,1.24
1.24,1.27,1.27,1.18
1.24,1.24,1.24,1.24
1.25,1.17,1.25,1.17
1.17,1.12,1.17,1.09
1.12,1.12,1.12,1.12
1.13,1.13,1.13,1.13
1.10,0.91,1.10,0.71
1.05,1.11,1.12,0.95
1.12,1.10,1.16,1.10
1.09,0.95,1.09,0.95
0.99,0.99,0.99,0.99
0.99,0.99,0.99,0.99
0.90,0.95,0.95,0.90
0.90,0.90,0.90,0.90
0.99,1.11,1.46,0.99
1.21,1.35,1.59,1.11
1.60,1.27,1.60,1.16
1.20,1.15,1.45,1.13
1.29,1.10,1.32,1.10
1.19,2.07,3.34,1.19
1.86,1.67,2.00,1.42
1.58,1.66,1.96,1.55
1.67,1.59,1.73,1.54
1.65,2.06,2.45,1.63
2.25,2.23,2.74,2.12
2.27,2.81,3.00,2.20
3.10,4.55,5.98,3.10
4.55,5.00,5.64,4.50
4.58,4.13,4.93,3.85
3.76,3.78,4.50,3.69
4.00,3.96,4.12,3.78
4.10,3.62,4.10,3.40
3.63,3.14,3.63,3.14
3.15,3.15,3.34,3.14
3.23,2.95,3.40,2.94
2.90,2.68,2.90,2.66
2.68,2.57,2.71,2.50
2.90,2.56,2.90,2.40
2.59,2.35,2.77,2.25
2.31,2.28,2.39,2.17
2.05,2.32,2.37,2.05
2.25,2.01,2.25,2.01
2.11,2.15,2.20,2.02
2.10,2.01,2.10,2.01
1.99,2.06,2.22,1.99
2.05,2.05,2.21,2.05
2.03,1.82,2.09,1.78
1.90,2.23,2.57,1.90
2.20,2.31,2.68,2.17
2.48,2.33,2.48,2.25
2.29,2.34,2.46,2.17
2.35,2.20,2.35,2.19
2.21,2.28,2.38,2.21
2.27,2.25,2.27,2.14
2.14,2.20,2.20,2.06
2.12,2.00,2.28,1.96
2.05,2.10,2.24,2.05
2.10,2.12,2.58,2.10
2.14,2.30,2.31,2.14
2.18,2.20,2.22,2.18
2.15,2.11,2.26,2.11
2.11,1.87,2.15,1.87
2.03,2.03,2.04,1.87
2.03,2.74,2.74,1.88
2.74,2.46,2.74,2.08
2.42,2.41,2.50,2.01
2.47,2.49,2.50,2.30
2.48,2.34,2.48,2.26
2.33,2.37,2.37,2.25
2.46,2.29,2.46,2.26
2.27,2.15,2.35,2.05
2.13,2.10,2.17,2.10
2.05,2.08,2.34,2.00
2.02,1.95,2.16,1.92
2.08,2.07,2.09,1.97
1.98,2.01,2.29,1.98
2.00,2.06,2.06,2.00
2.00,2.07,2.25,2.00
2.23,2.15,2.28,2.08
2.15,2.14,2.15,2.14
2.12,2.20,2.20,2.05
2.01,2.08,2.10,2.01
2.05,2.01,2.19,2.01
2.03,2.03,2.03,2.03
1.97,2.04,2.10,1.97
1.96,2.05,2.05,1.96
2.04,2.04,2.04,1.98
1.99,1.99,1.99,1.99
1.95,2.00,2.04,1.95
2.03,2.01,2.03,2.00
2.01,2.15,2.18,1.95
2.07,2.07,2.07,1.95
2.12,2.06,2.14,2.06
2.01,2.10,2.10,2.01
2.01,1.95,2.01,1.95
2.02,2.05,2.05,2.02
2.05,2.05,2.05,2.05
2.05,1.95,2.05,1.95
1.95,1.96,2.04,1.95
1.98,1.96,1.98,1.96
1.96,2.04,2.04,1.96
1.95,1.95,1.95,1.95
1.95,2.00,2.00,1.95
1.95,1.89,1.99,1.89
1.86,1.85,1.86,1.70
1.74,1.75,1.82,1.72
1.76,1.78,1.84,1.76
1.80,1.79,1.80,1.79
1.79,1.74,1.83,1.70
1.83,1.83,1.84,1.83
1.83,1.79,1.84,1.70
1.71,1.78,1.78,1.71
1.79,1.75,2.00,1.70
1.74,1.75,1.77,1.74
1.76,1.76,1.76,1.74
1.73,1.69,1.73,1.51
1.61,1.45,1.61,1.45
1.45,1.40,1.50,1.21
1.39,1.45,1.45,1.33
1.43,1.43,1.43,1.43
1.39,1.50,1.50,1.35
1.42,1.55,1.59,1.40
1.51,1.56,1.56,1.51
1.55,1.53,1.55,1.37
1.38,1.51,1.55,1.35
1.47,1.46,1.47,1.33
1.45,1.46,1.50,1.15
1.38,1.49,1.49,1.38
1.39,1.45,1.45,1.39
1.28,1.38,1.38,1.25
1.38,1.38,1.38,1.38
1.31,1.44,1.44,1.31
1.36,1.40,1.45,1.33
1.40,1.40,1.40,1.40
1.32,1.33,1.33,1.32
1.34,1.28,1.54,1.20
1.28,1.28,1.28,1.28
1.20,1.26,1.28,1.20
1.35,1.30,1.38,1.24
1.30,1.33,1.33,1.30
1.35,1.20,1.35,1.20
1.26,1.33,1.33,1.20
1.33,1.32,1.33,1.32
1.32,1.32,1.32,1.32
1.42,1.33,1.42,1.33
1.36,1.27,1.36,1.25
1.27,1.27,1.27,1.27
1.27,1.27,1.27,1.27
1.26,1.30,1.30,1.26
1.27,1.25,1.27,1.25
1.41,1.30,1.41,1.30
1.38,1.37,1.38,1.37
1.34,1.34,1.34,1.34
1.34,1.34,1.34,1.34
1.33,1.40,1.40,1.33
1.38,1.41,1.57,1.38
1.47,1.47,1.64,1.41
1.61,1.56,1.61,1.56
1.45,1.48,1.48,1.45
1.50,1.45,1.50,1.34
1.46,1.42,1.49,1.27
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.46,1.46,1.46,1.46
1.54,1.55,1.55,1.54
1.58,1.70,1.70,1.58
1.70,2.26,3.05,1.68
2.14,1.96,2.37,1.84
2.07,1.70,2.07,1.57
1.87,1.66,1.87,1.60
1.75,2.11,2.63,1.67
2.35,2.03,2.35,1.95
2.00,1.92,2.06,1.79
1.94,1.83,1.94,1.76
1.80,1.84,2.11,1.59
2.19,1.95,2.19,1.82
1.95,2.04,2.15,1.81
2.20,2.13,2.20,1.93
2.00,1.88,2.00,1.80
1.92,1.86,1.99,1.86
1.86,1.90,2.09,1.86
1.81,1.91,1.95,1.81
1.85,1.95,1.95,1.85
1.94,2.74,3.38,1.87
2.54,2.23,2.61,2.15
2.23,2.19,2.45,2.18
2.15,2.20,2.35,2.15
2.21,2.17,2.21,2.05
2.20,2.19,2.20,2.13
2.11,2.20,2.21,2.04
2.15,2.19,2.20,2.07
2.19,2.36,2.46,2.11
2.43,2.38,3.12,2.15
2.33,2.31,2.35,2.22
2.25,2.30,2.47,2.25
2.31,2.36,2.45,2.31
2.40,2.36,2.59,2.31
2.35,2.30,2.35,2.25
2.25,2.31,2.37,2.25
2.42,2.37,2.42,2.26
2.45,2.42,2.45,2.29
2.43,2.82,3.35,2.42
2.98,2.74,3.00,2.69
3.04,2.80,3.20,2.77
2.84,2.87,2.98,2.75
2.89,2.93,2.96,2.82
2.81,2.93,2.96,2.81
2.88,3.07,3.19,2.83
3.00,2.92,3.05,2.84
2.88,2.81,3.06,2.79
3.00,2.86,3.00,2.80
2.85,2.79,2.96,2.78
2.78,2.94,2.95,2.78
2.94,2.90,2.98,2.83
2.90,2.87,2.90,2.83
2.90,2.79,2.90,2.79
2.75,2.85,2.87,2.62
2.88,2.88,2.91,2.81
2.84,2.87,2.87,2.82
2.87,2.77,2.87,2.76
2.83,2.83,2.91,2.83
2.95,2.78,3.29,2.78
2.80,2.78,2.87,2.70
2.74,2.80,2.83,2.70
2.90,2.89,2.90,2.84
2.88,2.90,2.90,2.85
2.85,2.85,2.85,2.84
2.85,2.86,2.86,2.79
2.92,2.89,2.92,2.89
2.93,2.83,2.93,2.75
2.92,2.97,3.06,2.80
2.92,2.96,2.96,2.80
2.83,2.80,2.96,2.80
2.85,2.88,2.88,2.85
2.90,2.94,2.94,2.85
2.83,2.77,2.87,2.77
2.85,2.84,2.86,2.77
2.88,2.83,2.92,2.78
2.83,2.85,2.85,2.79
2.80,2.79,2.80,2.79
2.81,2.82,2.91,2.77
2.85,2.89,2.97,2.85
2.88,2.99,3.48,2.88
3.04,2.96,3.09,2.80
2.97,2.86,2.98,2.80
2.90,2.86,2.95,2.85
2.93,2.86,2.94,2.86
2.86,2.94,3.00,2.85
2.95,2.86,2.95,2.86
2.90,2.90,2.99,2.90
2.86,2.80,3.00,2.80
2.90,2.93,2.93,2.78
2.89,2.88,2.89,2.88
2.90,2.82,2.90,2.82
2.86,2.86,2.86,2.85
2.85,2.81,2.86,2.81
2.80,2.84,2.85,2.78
2.80,2.90,2.92,2.80
2.86,2.85,2.93,2.84
2.85,2.85,2.85,2.84
2.93,3.00,3.00,2.93
3.03,3.30,3.45,2.92
3.16,3.16,3.60,3.12
3.20,3.19,3.27,3.08
3.29,3.20,3.31,3.11
3.10,3.10,3.24,3.10
3.28,3.10,3.28,2.95
3.20,2.95,3.20,2.95
2.95,2.86,3.05,2.86
2.88,2.90,3.00,2.80
2.86,2.90,2.90,2.82
2.86,2.78,2.86,2.78
2.89,2.85,2.95,2.85
2.82,2.89,2.89,2.80
2.92,2.90,2.98,2.83
2.90,3.04,3.04,2.90
3.05,3.07,3.15,2.98
3.10,3.14,3.19,3.09
3.19,3.15,3.20,3.12
3.15,3.30,3.30,2.98
3.30,3.16,3.43,3.16
3.21,3.18,3.21,3.14
3.11,2.91,3.19,2.91
2.97,2.96,3.04,2.95
3.08,3.12,3.13,2.99
3.08,3.17,3.17,3.08
3.11,3.02,3.11,3.02
3.06,3.00,3.09,2.98
2.96,2.99,3.15,2.93
3.14,3.14,3.14,3.14
3.00,3.06,3.14,2.95
3.06,3.00,3.08,2.95
2.97,3.00,3.09,2.94
3.00,3.00,3.00,3.00
3.01,3.01,3.01,3.01
3.03,3.03,3.03,3.03
3.01,2.95,3.01,2.95
2.95,2.95,2.95,2.95
2.99,2.99,3.00,2.99
3.00,2.97,3.00,2.95
2.97,3.12,3.12,2.95
3.03,3.06,3.11,3.02
3.04,3.10,3.10,3.04
3.06,3.07,3.56,3.04
3.14,3.15,3.15,3.01
3.04,3.05,3.06,3.04
3.02,3.00,3.12,3.00
3.00,2.99,3.14,2.96
3.01,3.15,3.20,3.00
3.03,3.13,3.14,3.02
3.13,3.13,3.13,3.13
3.02,3.02,3.14,3.02
3.05,3.04,3.13,3.02
3.02,3.07,3.09,3.01
3.10,3.03,3.10,2.95
3.12,3.00,3.12,2.99
