LLIT,Lianluo Smart Limited - Common Stock,NASDAQ
2.15,1.97,2.15,1.95
2.06,2.04,2.06,1.96
1.98,1.88,1.98,1.81
1.89,2.01,2.03,1.89
1.88,2.18,2.18,1.87
2.04,2.05,2.18,2.04
2.11,2.10,2.19,2.10
2.11,2.10,2.11,2.10
2.05,2.07,2.12,2.05
2.10,2.15,2.15,2.09
2.15,2.11,2.20,2.11
2.10,2.04,2.10,2.04
2.09,2.11,2.11,2.04
2.10,1.99,2.13,1.95
2.02,2.12,2.12,2.01
2.06,1.98,2.09,1.95
2.01,2.00,2.05,2.00
1.99,1.97,2.02,1.97
2.00,2.02,2.10,1.95
1.99,2.03,2.04,1.99
1.95,2.01,2.13,1.95
2.01,2.00,2.01,1.95
2.15,2.05,2.15,2.02
2.03,2.03,2.07,2.03
2.03,2.03,2.03,2.03
2.06,2.11,2.17,2.01
2.01,1.98,2.02,1.96
2.02,2.02,2.03,2.02
2.01,2.05,2.11,2.00
2.01,1.99,2.01,1.96
1.97,2.00,2.00,1.95
2.05,1.97,2.05,1.96
2.00,1.94,2.00,1.94
1.95,1.90,1.95,1.90
1.90,1.96,1.96,1.86
1.90,1.90,1.96,1.84
1.90,1.90,1.90,1.90
1.90,1.90,1.90,1.90
1.83,1.84,1.84,1.82
1.84,2.08,2.09,1.84
2.08,2.10,2.17,2.06
2.02,1.92,2.02,1.86
1.99,1.99,2.15,1.98
1.99,1.99,1.99,1.99
2.07,2.10,2.18,2.05
2.10,2.13,2.18,1.95
2.18,2.26,2.39,2.17
2.19,1.94,2.19,1.86
1.97,2.01,2.02,1.94
2.00,2.01,2.02,1.86
1.92,1.93,1.95,1.92
1.94,1.90,1.98,1.90
1.92,1.85,1.95,1.85
1.86,1.91,1.91,1.86
1.92,1.95,1.95,1.92
2.00,2.02,2.05,2.00
2.00,1.91,2.00,1.87
1.93,1.96,2.00,1.93
1.98,1.96,1.99,1.96
2.00,1.99,2.00,1.98
2.00,1.97,2.00,1.97
2.01,2.00,2.01,2.00
1.96,1.99,1.99,1.96
1.98,2.03,2.03,1.97
1.99,1.98,1.99,1.98
2.00,2.05,2.05,2.00
2.02,2.05,2.05,2.02
1.97,2.04,2.04,1.97
2.05,2.03,2.05,1.97
2.02,2.02,2.03,1.98
2.02,2.16,2.18,2.02
2.13,2.20,2.20,2.13
2.19,2.18,2.19,2.16
2.19,2.16,2.20,2.05
2.19,2.30,2.35,2.19
2.36,2.30,2.38,2.13
2.18,2.28,2.29,2.17
2.15,2.32,2.32,2.15
2.33,2.32,2.33,2.30
2.35,2.37,2.38,2.33
2.30,2.36,2.37,2.30
2.32,2.36,2.37,2.25
2.38,3.29,3.91,2.38
3.55,3.10,3.67,3.09
3.10,2.98,3.10,2.66
3.09,3.35,3.35,3.05
3.35,3.24,3.43,3.15
3.16,3.01,3.16,3.01
3.06,3.18,3.24,3.00
3.23,3.15,3.23,3.05
3.15,3.20,3.25,2.86
3.06,3.13,3.22,3.00
3.13,3.24,3.24,3.00
3.06,3.20,3.20,3.06
3.16,3.24,3.30,3.00
3.25,3.99,4.15,3.19
3.95,3.78,3.95,3.63
3.84,3.81,3.92,3.50
3.95,4.05,4.10,3.88
3.95,3.56,3.95,3.51
3.61,3.79,3.79,3.50
3.86,3.89,3.95,3.71
3.85,3.78,3.93,3.65
3.85,3.64,3.85,3.63
3.57,3.62,3.79,3.56
3.95,3.81,4.06,3.63
3.89,3.72,3.89,3.62
3.83,3.73,3.85,3.65
3.75,3.80,3.80,3.64
3.79,3.85,3.86,3.56
3.90,3.85,4.00,3.85
3.93,3.76,3.94,3.75
3.76,3.75,3.82,3.60
3.80,3.70,3.80,3.65
3.75,3.75,3.84,3.65
3.78,3.70,3.80,3.70
3.74,3.87,3.95,3.70
3.88,4.43,4.69,3.81
4.50,4.10,4.85,4.00
4.14,3.95,4.17,3.85
4.12,3.96,4.15,3.85
3.97,3.77,3.97,3.70
3.88,3.79,3.88,3.75
3.85,3.80,3.87,3.72
3.91,3.74,3.91,3.71
3.75,3.76,3.81,3.70
3.80,3.85,3.99,3.80
3.89,3.70,3.89,3.52
3.75,3.86,3.92,3.68
3.80,3.76,3.94,3.76
3.76,3.70,3.78,3.68
3.80,3.76,3.89,3.76
3.84,3.82,3.85,3.73
3.86,3.91,3.94,3.80
3.87,3.88,3.90,3.86
3.88,3.87,3.88,3.77
3.91,4.18,4.33,3.87
4.27,4.30,4.36,4.11
4.35,4.34,4.36,4.23
4.36,4.45,4.48,4.25
4.66,4.52,4.80,4.40
4.53,4.47,4.57,4.41
4.42,4.59,4.77,4.41
4.60,4.65,4.67,4.52
4.66,4.64,4.66,4.55
4.65,5.18,5.30,4.65
5.30,5.03,5.70,5.02
5.01,4.88,5.26,4.70
4.80,5.19,5.20,4.80
5.09,5.16,5.20,5.01
5.01,5.01,5.14,4.83
5.05,5.10,5.11,5.01
5.05,5.33,5.54,5.02
5.43,5.48,5.55,5.25
5.55,5.78,5.90,5.42
5.84,5.79,6.00,5.61
5.86,5.59,5.90,5.58
5.62,5.78,5.87,5.62
5.80,5.85,5.98,5.58
5.91,6.40,6.45,5.91
6.50,6.45,6.58,6.14
6.51,7.37,7.77,6.50
7.72,9.60,10.49,7.53
9.61,11.01,12.39,9.60
10.53,9.14,10.57,8.89
8.90,8.62,9.75,8.41
8.73,8.83,9.18,8.15
8.88,11.89,12.13,8.88
12.00,11.95,12.89,11.01
9.97,10.19,10.54,9.45
10.28,10.67,10.95,9.86
10.60,9.92,10.87,9.63
10.12,9.45,10.48,9.40
9.45,9.60,9.90,8.91
9.46,9.34,9.56,9.26
9.28,9.49,9.65,9.02
9.70,10.24,10.74,9.67
10.24,10.51,10.75,10.07
10.55,11.18,11.85,10.55
11.21,10.34,11.48,10.25
10.31,10.01,10.31,9.41
10.02,9.40,10.17,9.20
9.35,9.07,9.39,8.52
9.03,8.56,9.06,8.42
8.44,8.57,8.78,8.17
8.44,9.36,9.60,8.34
9.31,9.29,9.54,8.82
9.29,9.06,9.49,9.00
9.00,8.99,9.35,8.71
8.96,8.74,9.15,8.72
8.80,8.54,8.80,7.88
8.46,8.26,8.77,8.15
8.35,7.79,8.59,7.69
7.93,6.94,7.93,6.85
6.96,7.03,7.38,6.95
7.05,7.00,7.36,7.00
6.97,7.67,7.92,6.78
7.63,8.07,8.66,7.63
8.11,7.77,8.30,7.70
7.78,7.10,7.84,7.10
7.14,7.08,7.48,6.90
7.04,7.17,7.30,6.99
7.25,7.24,7.34,7.09
7.27,6.86,7.38,6.82
6.84,6.53,6.86,6.37
6.60,6.75,6.87,6.25
6.77,6.17,6.82,5.71
6.95,6.59,6.95,6.20
6.53,6.37,6.71,6.33
6.34,6.48,6.67,6.34
6.44,6.28,6.64,6.26
6.34,6.38,6.52,6.11
6.44,6.12,6.44,6.06
6.11,5.85,6.12,5.80
5.83,5.72,6.11,5.60
5.72,5.59,5.78,5.42
5.59,5.80,5.93,5.47
5.75,5.64,5.81,5.60
5.70,5.60,5.70,5.55
5.60,5.55,5.61,5.45
5.57,5.51,5.70,5.50
5.52,5.27,5.58,5.14
5.24,5.16,5.58,5.14
5.18,5.21,5.41,5.12
5.19,4.78,5.19,4.65
4.80,4.98,5.00,4.80
5.00,4.83,5.01,4.76
4.99,4.75,4.99,4.50
4.81,4.82,4.89,4.60
4.85,5.32,5.46,4.70
5.26,5.25,5.35,5.11
5.24,5.47,5.68,5.24
5.47,5.80,5.83,5.38
5.85,6.67,6.80,5.69
6.80,6.48,7.15,6.40
6.50,6.03,6.53,5.75
6.04,6.15,6.24,6.02
6.10,5.80,6.17,5.78
5.81,5.49,5.88,5.43
5.35,5.33,5.54,5.32
5.30,5.60,5.61,5.28
5.85,6.55,6.75,5.85
6.53,6.33,6.87,6.10
6.31,6.35,6.40,6.12
6.31,6.14,6.62,6.07
6.06,6.20,6.43,6.05
6.20,6.09,6.20,6.06
6.15,6.08,6.23,6.07
6.09,6.54,6.60,6.09
6.55,6.22,7.08,6.11
6.16,6.09,6.22,5.78
5.97,6.10,6.19,5.97
6.11,6.03,6.13,6.00
6.03,5.98,6.03,5.80
5.95,5.58,5.95,5.52
5.50,5.86,5.92,5.50
5.87,5.72,5.89,5.66
5.63,5.66,5.74,5.55
5.62,5.55,5.71,5.55
5.57,5.29,5.76,5.25
5.29,5.52,5.60,5.29
5.56,5.36,5.58,5.36
5.38,5.53,5.63,5.36
5.48,5.46,5.68,5.26
5.49,5.40,5.50,5.34
5.31,5.20,5.37,5.20
5.24,5.29,5.43,5.21
5.31,5.41,5.42,5.24
5.40,5.20,5.40,5.16
5.24,5.13,5.25,5.02
5.10,5.16,5.27,5.10
5.15,5.11,5.17,5.10
5.10,5.08,5.16,5.05
5.10,5.15,5.21,5.05
5.19,5.36,5.39,5.17
5.39,5.29,5.54,5.26
5.32,5.32,5.41,5.26
5.34,5.14,5.34,5.08
5.13,5.20,5.29,5.13
5.23,5.24,5.34,5.20
5.25,5.16,5.25,5.10
5.11,5.09,5.23,5.07
5.14,5.21,5.28,5.11
5.23,5.10,5.24,5.07
5.07,5.31,5.42,5.07
5.38,5.39,5.40,5.28
5.38,5.46,5.55,5.28
5.37,5.68,5.71,5.37
5.70,5.57,5.90,5.50
5.63,5.60,5.75,5.50
5.66,5.28,5.68,5.24
5.32,5.34,5.52,5.28
5.40,5.42,5.68,5.25
5.45,5.34,5.60,5.32
5.32,5.31,5.40,5.25
5.40,5.47,5.47,5.33
5.42,6.08,6.25,5.40
6.33,5.77,6.33,5.63
5.73,5.82,5.88,5.55
5.85,5.73,5.90,5.66
5.73,5.95,6.00,5.73
6.00,6.04,6.15,5.95
6.06,5.60,6.12,5.24
5.62,5.47,5.80,5.28
5.53,5.58,5.75,5.43
5.54,5.51,5.66,5.43
5.50,5.47,5.68,5.46
5.47,5.56,5.66,5.46
5.53,5.48,5.64,5.46
5.48,5.37,5.57,5.35
5.35,5.14,5.42,5.10
5.10,4.81,5.14,4.77
4.81,4.82,4.98,4.81
4.83,4.71,4.96,4.70
4.75,4.94,5.06,4.68
4.98,5.01,5.13,4.87
5.01,4.89,5.07,4.77
4.89,5.07,5.20,4.71
5.67,5.05,5.83,5.00
5.01,4.98,5.05,4.84
4.97,4.94,5.06,4.91
4.92,5.01,5.09,4.88
5.04,5.02,5.08,4.95
4.97,4.85,5.03,4.81
4.86,5.02,5.04,4.86
5.04,4.99,5.15,4.93
4.97,4.85,5.02,4.85
4.85,4.83,4.99,4.80
4.83,4.73,4.91,4.73
4.72,4.70,4.89,4.70
4.78,4.43,4.89,4.25
4.41,4.41,4.65,4.36
4.49,4.48,4.70,4.21
4.39,4.51,4.56,4.39
4.53,4.56,4.65,4.50
4.58,4.53,4.65,4.47
4.53,4.67,4.68,4.53
4.68,4.88,4.90,4.60
4.90,4.86,5.00,4.82
4.86,4.84,4.90,4.78
4.85,4.83,4.89,4.72
4.78,4.70,4.80,4.70
4.72,4.69,4.93,4.67
4.68,4.67,4.80,4.65
4.69,4.71,4.78,4.65
4.75,4.53,4.75,4.53
4.56,4.81,4.84,4.53
4.86,4.71,4.89,4.70
4.72,4.70,4.72,4.53
4.75,4.64,4.75,4.59
4.70,4.80,4.85,4.70
4.85,4.75,4.86,4.70
4.72,4.82,4.84,4.70
4.83,4.70,4.91,4.70
4.75,4.72,4.83,4.72
4.70,4.61,4.74,4.59
4.60,4.66,4.78,4.55
4.67,4.62,4.73,4.58
4.63,4.58,4.68,4.58
4.59,4.58,4.72,4.58
4.60,4.46,4.60,4.30
4.42,4.44,4.45,4.36
4.37,4.31,4.45,4.26
4.27,4.27,4.40,4.27
4.23,3.98,4.27,3.92
3.95,3.47,3.95,3.43
3.38,3.58,3.79,3.35
3.58,3.57,3.69,3.54
3.56,3.60,3.73,3.51
3.64,3.62,3.73,3.53
3.63,3.52,3.66,3.50
3.50,3.45,3.52,3.40
3.42,3.20,3.44,3.20
3.20,3.32,3.40,3.20
3.26,3.34,3.36,3.25
3.30,3.21,3.33,3.21
3.21,3.28,3.32,3.21
3.28,3.27,3.40,3.26
3.26,3.23,3.41,3.20
3.20,3.10,3.21,3.10
3.10,3.11,3.27,3.10
3.10,3.17,3.21,3.10
3.21,3.15,3.21,3.15
3.12,2.90,3.19,2.76
2.90,2.80,2.94,2.52
2.75,2.72,2.77,2.56
2.70,2.73,2.80,2.70
2.73,2.61,2.74,2.57
2.64,2.72,2.79,2.59
2.74,2.63,2.80,2.62
2.64,2.66,2.75,2.60
2.71,2.74,2.75,2.66
2.73,2.93,3.07,2.72
2.94,3.08,3.17,2.92
3.12,3.36,3.37,3.11
3.34,3.45,3.74,3.26
3.57,3.52,3.68,3.41
3.63,3.15,3.71,3.13
3.18,2.75,3.19,2.71
2.75,2.74,2.78,2.49
2.74,2.71,2.90,2.66
2.71,2.76,2.84,2.66
2.71,2.74,2.78,2.66
2.71,2.77,2.78,2.70
2.80,2.72,2.83,2.55
2.69,2.80,2.80,2.69
2.73,2.77,2.79,2.73
2.77,2.77,2.78,2.75
2.76,2.70,2.76,2.60
2.68,2.65,2.72,2.62
2.64,2.56,2.65,2.54
2.57,2.60,2.71,2.57
2.64,2.65,2.67,2.63
2.69,2.67,2.69,2.65
2.69,2.58,2.84,2.55
2.59,2.55,2.64,2.55
2.57,2.64,2.83,2.51
2.58,2.62,2.70,2.52
2.64,2.62,2.67,2.59
2.66,2.63,2.66,2.63
2.67,2.65,2.68,2.64
2.63,2.68,2.71,2.63
2.66,2.80,2.81,2.66
2.90,2.75,2.95,2.73
2.74,2.70,2.74,2.68
2.76,2.84,2.85,2.76
2.87,3.15,3.17,2.87
3.07,3.26,3.28,3.07
3.17,3.41,3.41,3.14
3.29,3.62,3.76,3.29
3.64,3.43,3.64,3.41
3.53,3.19,3.55,3.19
3.16,3.05,3.18,3.02
3.05,3.16,3.17,2.93
3.16,3.28,3.45,3.13
3.24,3.11,3.30,3.11
3.08,3.11,3.25,2.93
3.05,3.18,3.20,3.05
3.16,3.18,3.36,3.14
3.11,3.14,3.32,3.11
3.07,3.13,3.15,3.07
3.08,3.05,3.08,2.96
3.00,2.97,3.06,2.96
2.95,2.78,3.02,2.74
2.83,2.97,2.97,2.79
2.88,2.80,2.88,2.67
2.75,2.70,2.75,2.58
2.79,3.10,3.12,2.75
3.12,2.97,3.17,2.96
2.78,2.82,2.85,2.78
2.81,2.71,2.86,2.71
2.94,2.66,2.94,2.66
2.72,2.75,2.88,2.62
2.75,2.81,2.89,2.75
2.76,2.80,2.95,2.65
2.82,2.90,2.91,2.75
2.89,2.89,2.90,2.66
2.90,2.87,2.93,2.81
2.95,3.09,3.18,2.93
3.05,2.95,3.10,2.94
2.97,2.96,3.04,2.90
2.91,2.84,2.93,2.82
2.84,2.92,2.98,2.84
2.96,3.07,3.14,2.96
3.08,3.02,3.11,3.02
2.99,3.03,3.07,2.96
3.06,2.92,3.06,2.66
2.91,2.88,3.04,2.84
2.70,2.86,2.89,2.70
2.81,2.81,2.95,2.81
2.78,2.77,2.83,2.75
2.80,2.78,2.82,2.73
2.80,2.73,2.80,2.72
2.70,2.75,2.79,2.70
2.76,2.79,2.80,2.72
2.78,2.80,2.84,2.78
2.80,2.73,2.80,2.68
2.72,2.70,2.74,2.70
2.70,2.71,2.78,2.70
2.73,2.89,2.95,2.73
2.89,2.83,2.89,2.82
2.82,2.76,2.83,2.74
2.77,2.70,2.77,2.70
2.70,2.69,2.75,2.66
2.69,2.79,2.85,2.69
2.74,2.75,2.80,2.72
2.76,2.70,2.76,2.68
2.70,2.72,2.74,2.68
2.72,2.74,2.76,2.72
2.70,2.76,2.82,2.68
2.75,2.76,2.78,2.73
2.74,2.73,2.79,2.72
2.73,2.74,2.76,2.72
2.72,2.71,2.72,2.71
2.71,2.95,3.15,2.70
2.92,2.91,3.05,2.91
2.88,2.82,2.92,2.72
2.81,2.94,3.05,2.81
2.93,3.02,3.15,2.81
3.02,2.91,3.02,2.90
2.96,2.97,3.02,2.91
2.96,3.16,3.18,2.96
3.06,3.04,3.17,3.00
3.03,2.94,3.04,2.90
2.90,2.85,2.90,2.85
2.83,2.81,2.85,2.81
2.82,2.80,2.91,2.80
2.81,2.78,2.83,2.78
2.73,2.67,2.74,2.65
2.68,2.65,2.73,2.63
2.71,2.72,2.74,2.65
2.74,2.66,2.74,2.65
2.64,2.60,2.65,2.57
2.60,2.24,2.62,2.23
2.15,1.96,2.15,1.70
1.63,1.75,1.92,1.55
1.85,2.01,2.10,1.85
2.05,2.01,2.08,1.87
1.93,1.91,2.05,1.91
1.95,2.10,2.10,1.95
2.10,2.00,2.10,2.00
2.01,2.06,2.10,2.01
2.00,2.04,2.16,2.00
2.08,2.00,2.09,1.94
1.97,1.99,2.09,1.97
2.00,2.11,2.15,2.00
2.14,2.06,2.17,2.06
2.08,2.01,2.15,2.00
1.90,1.89,1.99,1.87
1.91,1.89,1.91,1.85
1.91,1.91,1.95,1.91
1.90,1.96,1.99,1.90
1.92,1.90,1.92,1.90
1.90,1.78,1.91,1.71
1.71,1.72,1.75,1.70
1.72,1.70,1.75,1.70
1.70,1.70,1.79,1.63
1.64,1.64,1.74,1.64
1.66,1.76,1.77,1.61
1.65,1.73,1.74,1.65
1.63,1.63,1.63,1.63
1.71,1.85,1.85,1.66
1.71,1.74,1.74,1.71
1.82,1.82,1.82,1.82
1.84,1.81,1.84,1.80
1.83,1.84,1.84,1.80
1.84,1.86,1.86,1.83
1.81,1.76,1.82,1.68
1.73,1.57,1.73,1.50
1.65,1.45,1.65,1.39
1.44,1.46,1.63,1.42
1.50,1.50,1.50,1.48
1.45,1.48,1.53,1.44
1.50,1.57,1.64,1.50
1.50,1.65,1.65,1.50
1.64,1.64,1.65,1.61
1.50,1.65,1.65,1.50
1.46,1.59,1.64,1.46
1.60,1.60,1.60,1.60
1.55,1.60,1.60,1.55
1.60,1.65,1.65,1.59
1.68,1.78,1.78,1.66
1.77,1.68,1.86,1.65
1.70,1.65,1.75,1.65
1.74,1.74,1.74,1.66
1.74,1.74,1.74,1.74
1.68,1.78,1.78,1.68
1.79,1.73,1.80,1.73
1.69,1.65,1.80,1.64
1.67,1.57,1.71,1.57
1.70,1.62,1.70,1.57
1.58,1.57,1.66,1.57
1.57,1.46,1.57,1.43
1.47,1.44,1.47,1.43
1.45,1.41,1.70,1.35
1.54,1.50,1.54,1.45
1.42,1.34,1.42,1.22
1.30,1.29,1.30,1.25
1.34,1.32,1.34,1.31
1.29,1.31,1.45,1.29
1.34,1.33,1.38,1.33
1.36,1.40,1.49,1.36
1.42,1.48,1.49,1.41
1.49,1.44,1.49,1.37
1.36,1.48,1.48,1.35
1.50,1.49,1.50,1.43
1.36,1.42,1.48,1.36
1.50,1.94,2.28,1.48
2.05,1.81,2.09,1.71
1.73,1.79,1.81,1.73
1.93,1.77,1.93,1.72
1.75,1.84,1.95,1.75
1.88,1.88,1.94,1.84
1.93,1.77,1.93,1.77
1.69,1.76,1.79,1.68
1.93,1.80,1.93,1.77
1.76,1.77,1.85,1.76
1.71,1.71,1.79,1.71
1.71,1.70,1.77,1.70
1.71,1.60,1.71,1.60
1.63,1.60,1.63,1.60
1.60,1.62,1.64,1.60
1.68,1.60,1.72,1.60
1.60,1.60,1.62,1.60
1.60,1.60,1.61,1.60
1.60,1.53,1.60,1.49
1.60,1.59,1.60,1.57
1.62,1.68,1.85,1.46
1.61,1.61,1.71,1.50
1.60,1.69,1.69,1.60
1.61,1.61,1.63,1.55
1.62,1.70,1.70,1.61
1.60,1.57,1.60,1.50
1.61,1.56,1.62,1.52
1.53,1.52,1.53,1.52
1.51,1.69,1.70,1.51
1.70,1.70,1.85,1.54
1.77,3.04,4.29,1.75
3.01,2.52,3.08,2.45
2.45,2.28,2.88,2.20
2.28,2.51,3.50,2.26
2.50,2.48,2.51,2.33
2.33,2.35,2.51,2.25
2.30,2.33,2.48,2.30
2.42,2.36,2.42,2.33
2.40,2.26,2.40,2.20
2.28,2.48,2.56,2.27
2.46,2.46,2.55,2.35
2.54,2.46,2.55,2.45
2.52,2.47,2.56,2.46
2.50,2.40,2.51,2.37
2.39,2.40,2.40,2.22
2.29,2.27,2.40,2.27
2.35,2.37,2.43,2.29
2.37,2.37,2.45,2.36
2.36,2.39,2.52,2.36
2.38,2.44,2.49,2.38
2.41,2.21,2.41,2.21
2.22,2.26,2.32,2.22
2.22,2.12,2.34,2.00
2.10,2.06,2.10,2.05
2.07,2.01,2.26,1.97
1.98,1.88,1.99,1.87
1.92,1.89,1.92,1.86
1.89,1.78,1.90,1.78
2.25,1.82,2.25,1.81
1.82,1.81,1.87,1.81
1.81,1.77,1.87,1.70
1.72,1.78,1.80,1.72
1.87,1.69,1.87,1.53
1.59,1.64,1.65,1.58
1.61,1.69,1.73,1.61
1.76,1.69,1.76,1.62
1.63,1.68,1.75,1.63
1.70,1.64,1.70,1.62
1.66,1.67,1.68,1.66
1.68,1.71,1.75,1.66
1.68,1.75,1.76,1.68
1.68,1.70,1.74,1.64
1.70,1.69,1.70,1.66
1.70,1.67,1.70,1.64
1.65,1.67,1.70,1.64
1.64,1.79,2.16,1.64
1.71,1.76,1.80,1.70
1.72,1.67,1.72,1.63
1.65,1.62,1.65,1.60
1.62,1.62,1.64,1.62
1.63,1.87,1.89,1.62
1.80,1.73,1.93,1.68
1.76,1.78,1.83,1.76
1.80,1.70,1.80,1.70
1.72,1.67,1.85,1.67
1.80,1.74,1.88,1.68
1.73,1.69,1.77,1.69
1.69,1.69,1.69,1.69
1.69,1.63,1.69,1.63
1.66,1.65,1.69,1.65
1.65,1.68,1.73,1.65
1.68,1.71,1.73,1.68
1.70,1.72,1.72,1.70
1.75,1.73,1.77,1.73
1.74,1.72,1.80,1.71
1.71,1.79,1.80,1.71
1.80,1.79,1.80,1.75
1.78,1.76,1.80,1.75
1.77,1.73,1.77,1.66
1.79,1.72,1.79,1.67
1.72,1.67,1.72,1.67
1.72,1.77,1.77,1.72
1.77,1.74,1.79,1.73
1.73,1.75,1.88,1.73
1.72,1.76,1.88,1.72
1.73,1.88,1.88,1.73
1.78,1.82,1.85,1.76
1.81,1.81,1.83,1.80
1.81,1.90,1.90,1.80
1.85,1.86,1.87,1.81
1.81,1.77,1.81,1.73
1.87,1.86,1.87,1.80
1.77,1.77,1.77,1.77
1.77,1.77,1.77,1.77
1.80,1.78,1.80,1.78
1.75,1.77,1.77,1.75
1.78,1.78,1.78,1.78
1.77,1.70,1.77,1.70
1.68,1.69,1.82,1.66
1.67,1.64,1.82,1.60
1.65,1.65,1.65,1.65
1.66,1.68,1.72,1.66
1.70,1.74,1.76,1.70
1.71,1.72,1.83,1.68
1.66,1.70,1.70,1.66
1.67,1.69,1.70,1.66
1.68,1.70,1.70,1.68
1.70,1.73,1.73,1.70
1.71,1.60,1.71,1.60
1.64,1.59,1.64,1.51
1.56,1.37,1.56,1.23
1.56,1.33,1.64,1.30
1.35,1.89,2.88,1.35
1.84,1.99,2.44,1.77
2.02,1.86,2.17,1.85
1.83,1.78,1.84,1.78
1.78,1.75,1.82,1.75
1.74,1.73,1.84,1.73
1.81,1.83,1.97,1.72
1.78,1.74,1.78,1.73
1.73,1.73,1.75,1.73
1.77,1.71,1.78,1.71
1.73,1.69,1.73,1.69
1.69,1.69,1.74,1.69
1.69,1.58,1.77,1.46
1.58,1.58,1.64,1.53
1.59,1.62,1.62,1.58
1.63,1.58,1.63,1.46
1.59,1.51,1.59,1.51
1.50,1.49,1.63,1.43
1.56,1.42,1.56,1.37
1.46,1.43,1.46,1.40
1.42,1.40,1.42,1.40
1.47,1.40,1.47,1.40
1.45,1.46,1.52,1.42
1.46,1.53,1.54,1.44
1.50,1.49,1.52,1.45
1.48,1.58,1.60,1.45
1.51,1.56,1.59,1.50
1.53,1.64,1.67,1.47
1.63,1.66,1.88,1.62
1.63,1.64,1.72,1.58
1.62,1.63,1.73,1.58
1.63,1.62,1.67,1.62
1.58,1.58,1.65,1.56
1.63,1.58,1.63,1.56
1.60,1.59,1.60,1.53
1.59,1.60,1.60,1.55
1.55,1.56,1.59,1.55
1.55,1.55,1.55,1.55
1.53,1.51,1.53,1.51
1.56,1.54,1.58,1.47
1.53,1.66,1.66,1.52
1.66,1.61,1.66,1.50
1.58,1.63,1.68,1.56
1.61,1.54,1.61,1.50
1.54,1.51,1.60,1.49
1.55,1.52,1.58,1.51
1.65,1.61,1.85,1.57
1.59,1.57,1.62,1.50
1.54,1.69,2.15,1.50
1.65,1.62,1.71,1.58
1.63,1.56,1.63,1.55
1.56,1.54,1.64,1.54
1.55,1.56,1.62,1.54
1.57,1.63,1.74,1.57
1.65,1.65,1.75,1.61
1.69,1.67,1.74,1.65
1.72,1.68,1.72,1.67
1.70,1.74,1.95,1.68
1.71,1.72,1.77,1.68
1.75,1.73,1.88,1.70
1.80,1.70,1.89,1.69
1.72,1.78,1.84,1.72
1.75,1.73,1.79,1.72
1.72,1.80,1.87,1.72
1.76,1.83,1.95,1.76
1.85,1.79,1.88,1.77
1.83,1.70,1.83,1.69
1.69,1.75,1.77,1.69
1.77,1.75,1.77,1.69
1.75,1.68,1.76,1.63
1.67,1.65,1.68,1.61
1.67,1.64,1.67,1.62
1.65,1.74,1.78,1.63
1.74,1.72,1.74,1.70
1.71,1.69,1.71,1.65
1.68,1.63,1.69,1.63
1.65,1.65,1.67,1.62
1.67,1.62,1.71,1.62
1.61,1.69,1.73,1.61
1.65,1.63,1.66,1.60
1.68,1.66,1.68,1.63
1.64,1.65,1.68,1.64
1.65,1.60,1.65,1.56
1.57,1.56,1.58,1.56
1.56,1.58,1.60,1.56
1.60,1.58,1.60,1.55
1.53,1.54,1.57,1.53
1.53,1.55,1.58,1.53
1.55,1.58,1.59,1.55
1.56,1.65,1.68,1.56
1.62,1.70,1.70,1.62
1.76,1.79,1.88,1.70
1.80,1.76,1.80,1.68
1.69,1.72,1.74,1.69
1.68,1.63,1.71,1.58
1.65,1.69,1.69,1.58
1.66,1.73,1.85,1.66
1.72,1.70,1.79,1.68
1.65,1.63,1.72,1.61
1.66,1.69,1.69,1.66
1.69,1.65,1.75,1.65
1.68,1.63,1.68,1.62
1.66,1.65,1.66,1.62
1.66,1.69,1.69,1.66
1.67,1.73,1.73,1.67
1.71,1.69,1.75,1.69
1.69,1.69,1.73,1.69
1.68,1.60,1.68,1.60
1.62,1.59,1.69,1.59
1.71,1.62,1.75,1.60
1.61,1.53,1.62,1.43
1.56,1.61,1.61,1.48
1.60,1.53,1.62,1.51
1.52,1.52,1.53,1.52
1.52,1.52,1.55,1.52
1.54,1.52,1.54,1.52
1.51,1.50,1.51,1.50
1.51,1.52,1.55,1.51
1.52,1.60,1.70,1.50
1.54,1.62,1.63,1.54
1.65,1.55,1.66,1.52
1.53,1.54,1.67,1.51
1.51,1.48,1.53,1.47
1.48,1.50,1.66,1.48
1.56,1.55,1.58,1.53
1.50,1.55,1.58,1.50
1.54,1.50,1.54,1.50
1.55,1.50,1.55,1.50
1.48,1.51,1.54,1.48
1.49,1.53,1.55,1.49
1.48,1.54,1.56,1.48
1.56,1.53,1.56,1.49
1.50,1.53,1.53,1.50
1.50,1.52,1.52,1.50
1.49,1.49,1.49,1.48
1.49,1.50,1.52,1.49
1.50,1.57,1.62,1.50
1.57,1.51,1.60,1.50
1.50,1.51,1.56,1.50
1.53,1.52,1.59,1.52
1.52,1.51,1.60,1.51
1.51,1.55,1.58,1.50
1.52,1.68,1.89,1.50
1.70,1.69,1.80,1.65
1.78,1.20,1.78,0.79
1.23,1.53,1.63,1.23
1.77,1.60,1.77,1.22
1.74,1.59,1.74,1.55
1.60,1.59,1.62,1.59
1.60,1.61,1.71,1.60
1.60,1.59,1.62,1.59
1.59,1.50,1.65,1.33
1.59,1.50,1.59,1.50
1.50,1.59,1.59,1.50
