VGT,Vanguard Information Tech ETF - DNQ,NASDAQ
75.33,74.36,75.57,74.16
74.49,73.94,74.58,73.32
73.25,72.88,73.36,72.35
73.62,73.46,73.70,73.00
74.17,73.87,74.19,73.72
74.27,74.28,74.62,74.20
74.02,73.98,74.43,73.44
74.86,74.55,75.10,74.50
74.65,74.57,75.15,74.17
74.48,75.05,75.39,74.34
75.54,75.71,75.71,74.89
76.03,75.48,76.04,75.33
75.62,75.92,76.03,75.47
75.91,76.27,76.37,75.90
77.20,77.58,77.61,76.94
77.79,77.70,77.79,77.46
77.77,78.00,78.14,77.59
78.25,78.01,78.25,77.77
78.19,78.14,78.36,77.96
78.36,77.96,78.43,77.85
77.22,76.67,77.22,76.50
76.75,76.91,76.99,76.65
77.11,76.58,77.18,76.57
77.44,77.13,77.56,77.04
77.47,77.62,77.63,77.10
77.28,77.59,77.59,76.96
77.47,77.46,77.78,77.28
77.88,78.12,78.40,77.82
78.28,78.01,78.65,77.86
78.69,78.93,79.01,78.56
79.00,79.35,79.35,78.77
79.26,79.58,79.63,79.18
79.44,79.05,79.46,78.80
78.86,78.83,79.05,78.44
79.18,79.20,79.35,78.69
79.37,78.90,79.37,78.61
78.63,79.44,79.53,78.48
79.60,80.04,80.20,79.16
80.12,79.85,80.15,79.69
79.01,78.46,79.02,78.29
78.50,78.52,78.89,78.41
78.50,78.28,79.11,78.28
78.52,78.50,78.81,78.32
78.27,78.34,78.95,78.18
78.58,78.82,79.01,78.27
79.41,79.32,79.50,79.09
79.28,79.15,79.78,79.06
78.23,77.45,78.53,77.30
77.35,77.69,78.05,77.35
77.72,78.17,78.48,77.60
78.33,77.67,78.33,77.48
78.14,77.95,78.53,77.60
78.11,78.63,78.82,78.03
78.73,78.84,79.01,78.60
79.14,79.00,79.34,78.24
79.43,80.07,80.22,79.43
80.59,80.60,80.75,80.27
80.05,80.36,80.45,79.80
80.41,80.25,80.53,80.13
80.36,80.29,80.44,79.90
80.89,79.96,80.89,79.81
80.02,80.54,80.66,80.02
80.77,81.55,81.60,80.63
81.86,81.76,82.01,81.61
81.95,81.35,81.95,81.30
81.74,81.41,81.99,81.05
81.46,81.31,81.73,80.93
81.42,81.26,81.60,80.97
81.47,81.53,81.95,81.29
81.18,81.13,81.33,80.88
80.20,80.70,80.99,80.00
80.81,81.56,81.65,80.81
81.03,81.59,81.61,80.96
81.58,80.73,81.64,80.23
80.78,81.28,81.37,80.62
80.59,80.60,81.24,80.43
80.64,79.08,80.64,79.00
79.25,79.18,79.51,78.36
79.78,80.73,80.81,79.69
80.65,81.41,81.47,80.58
81.00,81.87,81.95,80.87
81.90,81.30,82.07,81.30
81.73,82.13,82.20,81.63
81.54,82.05,82.10,81.28
82.93,83.51,83.55,82.64
83.83,83.87,84.13,83.72
84.22,83.72,84.26,83.32
83.38,83.12,83.40,82.76
83.15,83.46,83.67,83.15
84.16,83.72,84.27,83.50
83.82,83.81,83.95,83.44
84.22,84.23,84.47,83.84
84.41,83.85,84.42,83.55
83.71,83.65,84.23,83.50
84.01,83.70,84.24,83.39
84.08,83.99,84.09,83.67
83.71,84.05,84.27,83.48
84.56,84.66,84.73,84.24
84.66,83.50,84.98,83.45
83.57,84.46,84.46,83.50
84.43,84.45,84.62,84.11
84.35,84.82,84.93,84.30
84.38,85.75,85.75,84.38
85.26,85.42,85.51,84.99
85.50,85.75,85.75,85.40
85.78,84.99,85.86,84.88
85.01,84.59,85.38,84.50
84.86,84.39,85.11,84.25
84.73,85.33,85.38,84.64
85.32,85.24,85.37,85.11
85.45,85.06,85.45,84.84
85.06,85.49,85.74,84.97
85.81,86.23,86.29,85.76
86.57,86.63,86.87,86.48
86.82,86.24,86.85,86.14
86.22,86.38,86.60,86.09
86.13,86.65,86.92,85.97
86.69,86.57,86.90,86.41
87.13,87.17,87.33,86.82
87.50,87.37,87.59,87.18
87.20,87.27,87.50,87.12
87.44,86.42,87.57,86.26
86.42,85.99,86.53,85.91
86.22,85.90,86.38,85.80
86.21,86.76,86.95,86.21
86.84,86.94,87.17,86.73
86.88,87.59,87.59,85.80
87.50,87.61,87.76,87.35
86.95,87.63,87.73,86.69
88.36,88.70,88.74,88.15
88.82,88.90,88.94,88.72
89.15,89.18,89.26,88.96
89.63,89.00,89.63,88.93
88.88,88.91,89.03,88.68
89.10,89.54,89.58,89.08
89.16,88.62,89.16,88.43
88.76,88.32,88.78,88.20
88.38,88.07,88.43,87.82
88.50,88.96,89.10,88.30
89.00,89.07,89.29,88.78
89.30,88.65,89.50,88.37
88.90,88.81,89.01,88.33
88.63,87.82,89.21,87.51
88.06,89.46,89.49,87.98
89.91,90.51,90.71,89.82
90.50,90.53,90.64,90.31
90.36,89.99,90.48,89.76
90.51,90.37,90.57,89.78
90.37,90.51,90.63,90.23
90.21,90.10,90.24,89.51
89.79,88.20,89.83,88.20
88.20,87.21,88.35,86.68
86.57,86.92,87.00,86.32
86.20,86.11,86.81,85.88
87.01,87.42,87.71,86.89
86.87,87.44,87.88,86.77
87.44,85.54,87.75,85.36
85.89,85.93,86.25,85.49
85.63,85.95,86.24,85.03
86.22,87.03,87.06,86.16
87.54,88.23,88.28,87.21
88.24,88.56,88.57,88.20
88.79,89.45,89.67,88.74
89.68,89.75,89.95,89.61
89.21,90.58,90.62,89.18
90.61,90.82,90.97,90.30
90.97,91.17,91.34,90.72
90.90,90.67,91.38,90.57
90.70,91.09,91.21,90.27
91.25,90.85,91.50,90.80
90.95,91.34,91.75,90.85
91.42,91.11,91.49,90.85
91.39,91.34,91.80,91.00
91.35,92.02,92.08,91.27
92.07,91.69,92.46,90.98
90.83,91.01,91.20,90.21
92.06,92.51,92.69,92.06
92.67,92.70,92.79,92.41
92.89,92.64,92.94,92.49
92.94,92.37,92.99,91.99
92.34,92.14,92.55,91.82
92.42,91.81,92.69,91.54
91.45,92.11,92.14,91.03
92.40,90.64,92.42,90.30
90.36,90.18,90.91,90.14
90.71,91.21,91.46,90.59
91.42,92.56,92.66,91.36
92.58,92.10,92.71,91.54
91.96,92.61,92.94,91.79
93.29,92.09,93.30,91.91
92.24,91.60,92.63,90.84
91.93,92.10,92.58,91.38
92.60,90.76,92.74,90.76
90.76,90.24,90.88,89.87
90.61,90.57,91.39,90.33
91.17,91.53,91.85,91.11
91.84,92.75,92.78,91.75
93.01,92.79,93.01,92.35
92.79,92.03,93.11,91.73
92.57,89.94,92.75,89.65
89.50,89.11,90.08,88.57
89.14,89.90,90.01,88.86
90.35,91.35,91.41,90.04
91.49,88.94,91.52,88.72
88.14,87.77,89.03,87.56
88.32,88.58,88.97,87.84
88.75,89.05,89.26,87.24
89.73,89.96,90.00,88.90
89.58,89.86,90.26,88.99
89.98,90.24,90.42,89.62
90.35,90.82,91.01,90.19
90.74,90.00,90.74,89.94
91.35,90.67,91.44,89.91
90.21,89.22,90.23,89.06
89.56,89.73,90.25,88.45
89.97,90.41,90.57,89.76
90.18,90.73,90.85,89.86
90.71,90.70,91.40,90.49
90.92,90.54,91.06,90.43
90.08,90.85,90.91,89.83
90.68,89.77,90.77,89.74
89.95,89.48,89.98,88.43
89.33,89.52,90.62,89.04
89.45,89.73,89.76,88.91
90.15,91.23,91.33,90.14
91.31,91.21,91.67,91.03
91.11,90.59,91.22,90.43
90.62,89.96,90.81,89.44
90.08,90.54,90.57,89.52
90.27,91.39,91.46,90.27
91.31,90.83,91.54,90.50
91.00,91.55,91.59,90.98
91.60,91.81,92.14,91.41
91.84,92.66,92.76,91.83
93.10,93.69,93.69,93.00
93.55,93.41,93.75,93.24
93.73,93.99,93.99,93.53
93.90,93.85,94.07,93.42
94.01,93.65,94.01,93.09
93.27,93.57,93.77,93.15
93.33,93.84,93.97,93.10
93.97,94.69,94.75,93.62
94.86,95.19,95.32,94.86
95.27,95.49,95.77,95.18
95.47,95.67,95.72,95.38
95.46,95.57,95.76,95.23
95.50,94.75,95.56,94.43
95.17,95.35,95.47,94.82
95.20,95.48,95.67,94.98
95.36,95.84,96.05,95.23
96.00,96.29,96.34,95.37
96.36,96.04,96.42,95.64
95.99,95.87,96.03,95.61
95.91,96.12,96.13,95.72
95.94,95.54,96.70,95.38
95.43,96.11,96.20,95.37
96.16,95.95,96.17,95.39
95.89,96.49,96.55,95.82
96.52,96.79,97.06,96.44
97.07,97.85,98.19,97.07
97.90,97.79,98.04,97.64
97.99,98.24,98.29,97.82
98.15,98.04,98.26,97.86
97.92,96.88,97.95,96.27
97.14,97.30,97.38,96.76
96.12,96.95,97.37,95.82
97.01,97.27,97.32,96.81
97.84,98.02,98.25,97.74
98.12,97.73,98.41,97.08
98.55,98.46,98.80,98.23
98.41,97.19,98.59,96.92
97.75,98.50,98.56,97.62
98.38,98.45,98.70,97.97
98.86,99.32,99.43,98.86
99.48,99.38,99.73,99.04
99.56,99.47,99.70,99.23
99.19,99.14,99.26,98.68
99.24,99.27,99.50,98.42
99.39,98.89,99.46,98.80
99.40,99.31,99.46,98.82
98.50,97.29,98.68,97.20
96.96,96.87,97.48,96.26
97.13,97.54,97.83,96.62
97.13,96.82,97.41,96.32
96.09,96.66,97.19,96.05
97.00,96.30,97.32,95.97
96.38,96.94,97.00,95.99
97.28,97.59,97.85,97.20
97.48,97.37,97.74,96.90
97.59,98.43,98.43,97.59
98.56,98.57,98.59,98.22
98.93,98.68,99.19,97.91
99.18,99.69,99.73,99.08
100.00,100.45,100.49,99.93
100.31,100.47,100.60,100.18
100.56,100.95,101.08,100.42
100.98,101.01,101.23,100.73
101.47,101.02,101.48,100.79
101.14,101.23,101.33,100.99
101.29,101.04,101.31,100.81
100.73,100.83,101.05,100.47
101.12,101.43,101.43,100.84
101.65,101.66,101.77,101.28
101.94,101.00,101.94,100.84
101.13,100.87,101.71,100.61
101.00,101.44,101.46,100.74
101.41,101.70,102.03,101.28
101.70,100.90,102.20,100.72
100.94,101.74,101.84,100.77
101.34,101.90,101.92,101.13
101.83,101.44,101.90,101.21
101.65,100.56,101.65,100.29
100.23,101.27,101.43,100.05
101.26,101.40,101.84,100.89
101.72,102.10,102.12,101.60
102.42,101.66,102.42,101.24
101.53,100.75,101.53,100.46
100.46,100.44,100.95,100.38
100.44,101.18,101.21,100.09
100.87,98.91,100.90,98.91
99.19,100.08,100.19,99.19
99.10,99.98,100.15,98.88
100.26,100.08,100.62,99.77
99.91,98.43,99.95,98.15
98.38,98.47,98.83,97.22
99.05,99.35,99.66,98.77
99.82,99.21,99.98,98.94
98.76,97.53,98.98,97.52
97.54,99.37,99.51,96.79
99.22,97.64,99.39,97.55
97.12,94.71,97.32,94.71
94.55,93.54,95.49,93.52
94.22,93.87,95.07,93.64
92.61,93.52,93.89,91.33
91.80,93.11,93.72,91.62
94.20,94.14,94.95,93.73
93.56,94.80,94.87,93.22
95.87,96.88,96.89,95.61
97.00,96.15,97.36,96.10
97.15,97.68,98.22,97.00
98.13,98.44,98.54,97.54
98.20,98.43,98.69,97.90
98.73,100.05,100.05,98.72
99.85,99.78,100.19,99.19
99.54,100.19,100.38,99.33
101.52,101.99,102.04,101.47
102.28,102.40,102.69,101.99
102.41,102.47,102.73,101.83
103.11,102.69,103.11,102.31
102.54,102.78,102.80,102.12
102.90,102.77,102.92,102.21
102.88,103.12,103.23,102.61
103.11,103.24,103.24,102.83
103.04,103.52,103.62,102.79
103.78,103.86,104.28,103.49
104.00,104.59,104.59,103.80
104.46,104.22,104.63,103.78
104.31,104.81,104.97,104.24
104.90,104.06,104.90,103.47
103.55,104.75,104.75,103.55
105.69,105.00,105.80,104.66
105.23,105.80,105.84,105.16
106.08,105.87,106.35,105.81
105.96,106.79,106.83,105.89
106.93,107.08,107.38,106.67
106.83,105.77,106.91,105.33
105.79,106.13,106.29,105.44
106.22,106.68,106.92,106.00
106.67,106.74,107.06,106.40
106.97,106.78,107.07,106.56
106.49,105.36,106.70,104.92
104.08,105.96,106.05,103.84
105.95,104.23,106.07,104.07
104.50,104.74,105.91,104.50
103.85,103.16,104.60,103.13
103.81,102.47,104.38,102.10
102.02,101.07,103.46,101.07
101.40,103.16,103.39,101.26
103.74,104.95,104.95,103.47
105.03,105.12,105.60,104.74
105.62,106.24,106.24,105.46
106.61,106.50,106.92,106.49
106.82,106.50,106.87,106.48
106.78,106.89,107.19,106.68
106.90,106.31,106.90,106.30
106.18,105.64,106.32,105.50
105.95,104.48,106.18,104.47
105.03,104.24,105.43,103.54
103.80,102.45,103.85,102.19
102.67,101.13,102.80,100.57
101.87,102.03,102.29,101.29
102.83,104.33,104.59,102.82
104.83,104.06,104.95,103.26
104.37,102.74,104.37,102.39
103.61,102.72,104.99,101.84
101.85,102.10,102.62,101.10
102.51,100.54,102.65,100.43
100.25,101.53,101.65,100.13
102.18,102.29,102.55,101.00
101.93,102.48,103.02,101.46
102.97,104.42,104.50,101.95
104.37,104.71,105.12,104.09
104.71,104.40,104.71,103.94
102.70,101.38,102.70,100.88
103.25,101.24,103.44,101.21
101.16,102.23,102.40,100.36
101.86,100.81,102.52,100.69
101.00,101.69,101.77,99.42
102.01,102.95,102.99,101.82
102.96,103.11,103.80,102.85
103.66,104.16,104.20,103.33
104.49,103.74,104.78,103.43
103.46,103.50,104.01,103.33
104.30,105.06,105.19,103.83
105.18,105.50,105.75,105.00
106.34,107.17,107.22,106.29
107.59,108.04,108.04,107.28
108.06,108.09,108.18,107.75
108.00,108.29,108.32,107.80
108.11,108.72,108.81,107.98
108.80,109.41,109.45,108.19
109.37,109.41,109.41,108.81
109.42,109.68,109.86,108.82
109.48,109.12,109.54,108.83
109.35,109.79,109.86,109.13
109.78,109.21,109.86,109.12
109.33,110.24,110.29,109.22
110.05,109.39,110.05,108.94
109.12,109.02,109.23,108.37
109.01,108.98,109.30,108.59
109.08,107.75,109.15,107.54
108.14,108.20,108.64,107.74
107.48,106.06,107.53,106.03
106.12,105.48,106.38,105.38
105.23,106.11,106.16,105.12
105.90,105.57,106.22,104.93
105.88,106.84,106.86,105.80
106.69,106.95,107.15,106.37
106.74,108.24,108.65,106.39
108.21,108.15,108.51,108.00
108.61,108.77,109.28,108.60
108.85,108.80,109.30,108.80
108.95,108.50,109.18,108.44
108.49,105.52,108.53,105.50
104.89,105.59,106.02,104.34
105.56,105.85,106.10,105.09
106.58,107.05,107.14,106.49
106.72,106.52,109.86,106.01
106.10,105.67,106.17,105.04
105.75,105.66,106.16,105.47
105.08,106.65,106.84,104.72
106.55,106.53,107.36,106.53
106.10,106.91,107.22,106.10
106.90,107.35,107.41,106.42
107.22,107.82,107.82,107.07
107.82,107.37,108.32,107.32
107.72,106.98,107.72,106.40
107.30,107.95,108.25,107.22
107.67,107.73,107.98,107.47
107.00,106.08,107.00,105.73
106.60,107.81,107.97,106.60
108.35,107.90,108.57,107.82
108.19,108.94,109.08,107.68
108.54,109.20,109.61,108.43
110.17,109.82,110.20,109.39
110.11,110.07,110.70,109.81
110.30,110.19,110.71,109.19
109.60,109.68,110.23,108.92
109.10,107.89,109.33,107.51
108.25,109.27,109.27,108.16
109.49,109.35,109.92,109.30
109.01,107.64,109.06,107.52
107.86,107.03,108.28,106.27
106.92,107.80,108.13,106.92
108.87,109.32,109.41,108.83
109.26,108.89,109.44,108.88
108.35,108.32,108.77,107.40
108.61,108.84,109.40,108.61
109.60,110.57,110.63,109.53
110.89,110.26,110.92,110.00
110.05,110.83,111.03,109.89
110.92,110.69,111.14,110.56
110.79,110.66,111.23,110.26
110.50,111.04,111.19,110.35
110.92,111.08,111.35,110.92
110.70,109.54,110.89,109.10
109.84,111.41,111.55,109.73
111.28,111.35,111.45,111.00
111.25,110.58,111.35,110.26
110.98,110.91,111.26,110.14
110.76,110.65,111.18,109.91
111.22,111.06,111.54,110.79
110.73,110.02,110.98,109.73
109.87,109.98,110.17,109.27
110.10,108.60,110.10,108.37
108.52,108.41,108.73,107.50
108.83,110.05,110.32,108.76
110.29,110.07,110.68,109.95
109.43,109.28,109.70,109.12
108.48,108.68,108.78,107.69
108.84,109.36,109.56,108.55
109.49,109.52,109.88,108.96
109.49,110.44,110.62,109.49
110.47,109.64,110.56,109.62
110.45,110.37,110.70,110.14
110.69,110.43,110.69,110.06
110.18,109.82,110.69,109.79
110.24,109.55,110.34,109.38
109.20,108.49,109.45,108.10
107.46,106.02,107.82,105.93
106.86,106.23,106.86,105.85
107.29,106.80,107.77,106.36
107.02,106.89,107.22,106.43
106.10,106.45,106.93,105.75
106.49,106.47,106.58,104.43
105.54,104.67,105.79,104.59
105.71,104.44,106.22,104.38
105.48,105.99,106.33,105.41
106.84,107.55,107.69,106.83
107.62,108.07,108.36,107.62
108.20,108.10,108.49,107.80
108.75,109.34,109.35,108.68
110.22,110.85,110.90,110.02
111.30,111.34,111.73,110.89
111.25,110.81,111.46,110.71
109.71,109.25,109.71,108.28
109.55,109.06,110.11,108.79
109.68,108.31,109.68,108.17
107.76,107.21,107.95,107.04
107.80,108.29,108.50,106.93
108.28,108.86,109.00,107.72
108.59,109.12,109.29,107.91
109.38,108.64,109.38,108.47
108.56,107.99,108.72,107.26
107.84,107.32,107.91,106.94
107.94,108.37,109.22,107.73
108.54,107.24,108.89,106.93
107.19,107.33,107.45,106.59
108.23,108.97,109.18,108.23
108.65,107.19,108.70,106.84
106.58,107.71,107.91,105.40
107.94,107.44,108.16,107.26
107.08,108.01,108.13,107.08
107.68,108.71,108.71,107.20
108.33,108.03,108.48,107.86
107.57,107.14,108.09,106.63
106.16,104.38,106.47,104.38
102.61,100.46,104.04,100.45
99.46,96.80,100.52,77.11
97.88,95.76,101.20,95.75
96.71,100.54,100.74,96.71
101.56,102.96,102.96,100.72
102.53,103.18,103.31,102.37
102.79,102.34,103.48,102.06
101.32,99.08,101.32,98.51
100.07,101.40,101.40,99.47
101.81,101.50,102.74,101.17
100.50,100.03,100.72,99.56
102.17,102.82,102.93,101.68
103.59,101.58,104.02,101.34
101.46,102.58,103.25,101.29
102.02,103.08,103.08,101.84
103.50,102.78,103.59,102.54
103.13,104.09,104.40,102.86
104.18,104.66,104.79,103.91
104.48,104.09,105.70,103.93
102.90,102.79,103.85,102.55
103.35,103.64,104.18,102.84
102.11,102.02,102.40,101.30
101.30,101.18,101.56,100.63
100.17,101.08,101.34,99.37
102.00,100.84,102.22,100.32
100.30,98.46,100.58,98.39
98.83,97.95,99.32,97.25
99.16,100.00,100.10,98.84
100.32,100.05,100.32,98.66
98.83,101.57,101.59,98.53
102.11,103.59,103.89,102.11
103.44,103.83,104.00,103.23
104.47,104.39,104.69,103.04
104.21,104.90,105.13,103.55
105.05,105.45,105.50,104.84
105.71,105.54,105.71,105.03
104.99,105.05,105.90,104.91
104.85,104.98,105.55,104.47
105.25,106.22,106.30,105.24
106.37,106.51,106.51,105.86
106.29,106.86,106.88,106.00
106.50,106.48,106.78,106.10
106.65,105.47,106.82,105.41
106.32,107.88,108.10,106.32
110.65,110.81,111.21,109.98
110.69,110.31,110.69,109.90
110.05,109.62,110.33,109.47
110.04,111.54,111.54,109.92
110.76,111.02,111.16,110.48
111.22,110.46,111.36,110.46
110.97,111.52,111.64,110.39
111.24,112.25,112.71,111.02
112.59,112.46,112.72,112.19
113.00,112.12,113.09,111.89
111.95,112.78,112.79,111.80
112.80,111.71,112.80,111.10
111.30,110.89,111.30,110.37
111.15,110.83,111.65,110.64
110.36,109.72,110.77,109.67
109.21,107.57,109.40,107.53
107.43,109.01,109.06,107.23
109.12,109.08,109.94,108.85
109.72,110.82,110.89,109.45
110.83,111.27,111.84,110.83
111.70,112.12,112.24,111.67
112.56,111.53,112.56,111.17
110.81,111.67,111.92,110.42
111.71,111.42,111.79,111.35
111.49,111.61,111.87,111.34
112.03,111.77,112.09,111.45
112.10,112.77,112.80,112.00
112.83,112.17,113.32,112.04
112.76,110.61,112.78,110.05
110.93,113.02,113.25,110.70
112.99,112.29,112.99,111.83
111.25,112.10,112.36,110.93
111.67,110.42,112.27,109.89
110.87,110.68,111.46,110.31
109.67,108.37,109.72,108.25
108.37,108.92,108.92,107.00
109.74,109.44,110.21,109.33
110.24,110.90,111.11,109.25
111.36,109.21,111.38,109.16
109.00,107.05,109.05,107.03
108.09,108.10,108.24,107.23
108.50,108.81,108.96,107.94
109.09,109.36,109.40,108.76
109.42,109.31,109.66,109.24
109.04,109.29,109.29,108.25
109.94,110.65,110.96,109.80
110.67,109.80,110.67,109.76
109.87,108.29,109.87,108.26
106.31,106.61,106.61,104.94
106.96,106.10,107.15,105.75
104.56,104.66,105.37,103.97
102.52,101.29,103.64,101.24
102.20,100.42,102.50,100.26
101.03,100.91,101.38,99.59
101.99,102.06,102.43,100.72
102.58,99.20,102.85,98.95
99.47,101.11,101.82,98.24
97.92,98.10,98.95,96.69
99.13,97.84,99.29,96.91
96.22,97.32,98.25,94.31
97.76,97.57,99.06,96.50
99.44,100.30,100.32,99.36
100.14,98.82,100.38,98.74
99.26,99.84,100.14,98.58
99.09,97.44,99.46,97.10
98.63,98.52,98.95,97.43
99.30,101.93,101.93,99.30
101.45,102.18,102.62,101.20
101.80,100.11,101.80,99.80
100.72,99.88,101.05,98.26
99.63,100.12,100.81,99.00
99.49,96.37,99.62,96.08
94.75,94.63,94.92,92.95
93.54,94.19,95.85,93.37
95.24,94.62,96.52,94.50
93.40,94.29,94.98,93.06
95.25,95.67,95.79,94.56
96.80,97.66,97.80,96.49
98.39,100.06,100.17,98.22
100.43,99.43,100.50,99.31
99.13,99.83,100.06,98.92
101.13,101.20,101.35,100.73
100.73,99.48,100.91,99.41
98.39,100.44,100.60,97.83
100.71,101.62,101.64,99.81
102.19,101.52,102.44,101.31
101.52,100.94,102.47,100.94
101.78,104.00,104.00,101.66
103.86,104.27,104.28,103.46
104.31,104.31,104.40,103.48
104.55,104.63,105.28,103.99
104.21,104.06,104.55,103.22
103.39,103.02,103.98,102.89
103.41,103.99,104.05,103.24
104.54,103.76,104.93,102.44
104.79,105.57,105.60,104.62
105.21,105.61,105.88,105.18
105.35,105.84,105.95,105.06
105.72,107.02,107.24,105.57
106.78,107.61,107.88,106.78
108.15,107.97,108.19,107.43
107.39,107.86,107.97,107.29
107.43,107.99,108.36,107.23
107.90,107.15,107.90,106.95
106.70,107.30,107.33,106.45
107.50,107.05,107.61,106.88
106.87,108.87,108.99,106.77
109.53,109.61,110.23,109.31
109.55,109.53,110.00,109.35
108.90,110.36,110.38,108.67
110.31,109.78,110.41,109.61
109.01,108.64,109.37,108.49
108.78,109.83,109.85,108.31
109.16,108.25,109.21,107.86
108.87,108.28,109.28,107.93
108.73,108.06,109.53,108.00
108.18,108.56,108.68,107.24
109.33,110.26,110.37,109.17
110.19,110.10,110.40,109.69
110.08,109.55,110.20,109.45
109.11,110.11,110.13,109.11
110.39,109.43,110.39,108.76
109.45,109.70,110.24,109.16
109.82,109.62,110.08,109.41
108.06,107.98,108.55,107.32
107.60,107.77,108.00,107.31
107.92,107.58,108.24,107.16
106.01,106.80,106.93,105.68
106.93,105.37,107.44,105.10
104.90,104.41,105.00,103.51
104.50,105.02,105.19,104.05
104.37,104.07,104.56,103.72
103.60,103.61,104.04,103.32
103.88,103.62,104.22,103.45
103.41,104.28,104.30,103.17
104.51,104.38,104.88,104.30
104.68,105.75,105.81,104.56
105.53,105.07,106.16,105.06
105.46,104.53,105.46,103.86
104.53,104.28,105.25,104.08
104.40,105.63,106.05,104.40
105.56,104.54,105.84,104.26
104.43,105.13,105.83,104.42
104.77,104.56,105.11,103.85
105.00,105.89,106.22,104.98
105.92,105.87,106.49,105.85
106.52,108.12,108.30,106.52
108.84,108.87,109.20,108.44
108.96,109.17,109.35,108.62
109.10,109.81,109.83,109.08
109.89,109.99,110.08,109.34
109.62,109.93,110.15,109.44
109.69,109.93,109.93,108.97
109.66,109.55,109.85,108.94
109.75,109.96,110.28,109.64
110.19,110.18,110.58,110.12
110.35,110.54,110.65,110.06
110.03,110.45,110.53,109.97
109.43,109.12,109.62,108.81
108.53,108.13,109.10,108.07
107.87,108.24,108.55,107.52
108.55,108.05,108.75,107.98
107.54,108.25,108.36,106.80
108.25,107.26,108.25,106.95
108.31,108.05,108.98,107.95
107.93,108.25,108.46,107.86
108.30,107.77,108.66,107.66
108.51,109.44,109.44,108.13
105.31,104.69,106.83,104.48
103.83,101.94,103.83,101.46
103.07,104.03,104.03,102.91
104.85,105.76,105.98,104.75
105.98,107.09,107.09,105.75
106.97,107.16,107.66,106.85
106.57,106.29,106.67,105.80
105.82,106.87,106.93,105.42
107.01,107.21,107.64,106.81
107.97,109.15,109.18,107.85
109.51,109.82,110.11,109.51
110.55,110.91,111.20,110.40
111.17,110.83,111.31,110.79
111.50,111.63,111.84,111.29
111.93,111.44,111.94,111.20
111.65,112.22,112.40,111.49
112.05,112.05,112.32,111.85
112.85,113.57,113.83,112.83
113.70,112.90,113.81,112.66
112.98,113.54,113.56,112.47
113.53,113.51,113.72,113.22
113.65,114.03,114.26,113.37
115.18,114.90,115.30,114.39
115.15,115.18,115.41,114.65
115.50,115.20,115.56,114.91
115.38,115.71,115.92,115.17
115.57,114.63,115.68,114.08
114.48,115.07,115.09,114.44
115.15,115.73,115.85,115.10
116.20,117.09,117.18,116.04
117.24,117.11,117.38,116.85
117.23,117.31,117.66,117.13
117.39,116.99,117.39,116.76
117.25,117.43,117.64,117.17
117.25,117.34,117.46,117.04
117.55,118.01,118.29,117.32
117.74,117.40,117.80,117.38
117.41,117.25,117.41,116.60
117.14,117.44,117.52,117.03
117.26,117.70,117.82,117.04
117.59,117.65,117.85,117.23
118.07,118.20,118.47,118.07
118.19,117.55,118.20,117.28
117.34,117.79,117.97,117.23
117.80,117.90,118.68,117.28
117.95,118.22,118.57,117.87
118.05,118.00,118.45,117.61
117.84,117.89,117.93,117.40
117.70,118.33,118.35,117.31
118.69,118.83,119.16,118.36
119.06,119.34,119.34,118.73
119.35,119.62,119.69,119.04
119.23,118.61,119.30,118.34
117.78,115.82,118.00,115.82
115.09,117.66,117.81,115.00
117.24,116.83,117.66,116.32
116.92,117.42,118.04,116.92
117.60,119.36,119.52,117.48
119.40,118.92,119.40,118.40
119.31,118.79,120.02,118.55
118.84,118.36,119.11,118.24
118.88,119.70,119.81,118.40
120.36,120.52,120.64,120.24
120.31,119.44,120.31,119.22
118.82,118.68,119.09,118.39
118.78,120.03,120.04,118.64
120.13,120.41,120.47,119.66
120.32,119.70,120.55,119.30
119.98,120.37,120.73,119.74
120.18,120.02,120.42,119.73
120.33,119.77,120.67,119.35
120.04,120.39,120.79,119.96
120.42,120.57,120.69,119.83
120.67,120.18,120.82,119.62
120.18,120.95,121.35,120.18
121.01,119.35,121.17,118.82
119.44,119.39,119.75,118.70
118.59,118.62,118.96,117.50
119.10,119.06,119.89,118.91
119.02,118.75,119.26,118.67
119.63,119.50,119.99,119.31
119.39,119.62,119.80,119.33
119.55,119.32,119.57,118.71
119.54,119.93,119.98,119.07
120.60,121.31,121.40,120.60
121.42,120.86,121.42,120.58
120.02,120.25,120.88,119.84
120.74,119.65,120.77,119.54
119.99,119.71,120.93,119.40
120.00,119.72,120.14,119.69
119.84,118.75,120.04,117.82
118.67,117.83,119.02,117.54
117.52,116.93,117.85,116.73
116.85,116.60,117.62,116.34
118.35,119.28,119.34,118.30
119.25,119.87,120.39,118.84
117.42,119.70,119.97,117.37
120.34,118.05,120.65,116.45
117.90,118.77,118.88,117.51
118.86,117.12,118.87,116.50
117.87,118.69,119.12,117.84
118.28,119.72,119.76,118.25
119.79,120.67,120.67,119.46
120.79,120.39,121.06,120.23
120.78,121.57,121.65,120.59
121.97,121.73,121.97,121.44
121.55,121.30,121.75,120.81
121.29,121.62,121.69,121.20
121.57,121.54,122.17,121.40
121.53,121.69,122.26,121.20
121.88,120.35,121.89,120.34
120.36,117.43,120.50,117.13
117.33,117.87,118.15,116.89
118.54,119.19,119.55,118.13
