DO,Diamond Offshore Drilling,NASDAQ
67.03,66.91,67.44,66.32
66.33,66.22,66.86,64.89
66.96,67.14,67.41,66.64
67.63,67.61,67.87,66.69
68.07,68.64,68.83,67.87
68.58,68.79,68.99,68.25
69.06,68.78,69.50,68.53
68.77,68.37,69.32,68.06
68.36,67.90,68.36,67.62
68.22,69.25,69.43,68.07
69.50,69.53,69.92,69.36
70.00,70.04,70.45,69.55
70.34,70.01,70.77,69.89
71.10,71.04,71.60,69.90
71.11,72.11,72.16,70.96
72.14,71.99,72.78,71.83
71.85,70.55,71.91,70.25
70.99,71.07,71.63,70.89
71.50,72.24,72.39,71.27
72.40,72.65,72.67,71.82
72.75,72.20,73.00,72.06
72.47,72.15,72.89,71.94
72.41,71.50,72.55,71.12
70.46,69.29,70.46,68.17
68.62,67.93,68.90,67.27
67.76,67.44,68.08,67.19
67.55,67.87,68.00,67.27
67.87,67.44,68.04,67.14
67.90,68.79,68.80,67.78
68.11,67.96,68.24,67.13
67.98,67.61,67.98,67.14
67.61,67.35,67.87,66.91
67.17,68.61,68.89,66.99
68.76,68.88,69.34,67.94
68.78,68.20,69.15,67.65
67.46,67.70,68.32,67.32
67.37,67.62,67.92,67.30
67.72,67.17,67.87,67.00
66.84,66.80,66.96,66.29
66.82,66.04,66.97,65.56
65.94,65.59,66.01,65.44
65.59,65.32,65.92,65.09
65.07,64.39,65.17,64.39
64.33,65.40,65.57,64.28
65.53,65.84,66.28,65.14
66.00,65.53,66.34,65.36
65.09,65.00,65.63,64.83
65.15,65.27,65.84,64.98
64.96,64.17,65.43,64.10
64.25,64.03,64.59,63.92
64.79,63.46,64.81,63.05
63.50,63.41,63.79,63.05
63.33,63.90,64.30,63.29
64.31,64.33,64.67,63.38
64.48,65.02,65.36,64.28
65.35,65.18,65.55,64.65
65.25,65.29,65.56,64.67
65.18,64.88,65.40,64.58
64.77,64.41,64.81,64.20
65.13,64.39,65.13,64.30
64.46,65.01,65.26,64.32
65.16,65.43,65.62,64.36
65.49,64.27,65.50,63.85
64.18,62.61,64.26,62.54
62.50,62.95,63.36,62.31
62.89,62.13,63.16,61.82
62.94,63.38,63.66,62.56
63.48,63.28,63.51,62.91
62.91,62.77,63.15,62.58
61.95,62.32,62.66,61.94
62.13,62.41,63.21,62.13
62.12,62.71,62.84,61.79
62.67,62.43,62.67,61.98
62.43,63.45,63.58,62.08
62.82,62.63,63.03,62.39
62.45,62.09,62.75,62.00
62.01,62.07,62.60,61.63
62.69,63.23,63.39,62.43
63.08,63.57,63.75,62.64
62.99,63.88,63.93,62.97
63.57,63.00,63.57,62.76
62.47,63.14,63.28,62.25
63.01,62.50,63.30,62.07
62.94,63.15,63.51,62.92
63.24,63.30,63.94,62.96
63.54,64.63,64.65,63.47
64.25,63.23,64.25,62.63
62.00,60.96,62.01,60.08
60.54,61.27,61.56,60.14
61.30,63.01,63.31,61.11
63.15,62.59,63.37,62.13
62.74,62.73,63.13,62.43
62.69,61.93,63.25,61.88
61.24,60.27,61.32,60.13
60.21,60.48,60.71,60.06
60.21,59.31,60.45,59.28
59.92,60.35,60.64,59.56
60.72,60.37,61.11,60.13
60.52,61.74,61.92,60.52
61.56,61.59,62.25,61.53
61.40,61.03,61.56,60.69
60.85,61.22,61.58,60.52
61.28,60.92,61.65,60.78
61.32,61.42,61.76,60.79
61.62,60.28,61.63,60.09
60.19,60.86,61.10,59.78
60.89,61.06,61.67,60.80
61.21,60.70,61.26,60.31
60.56,60.89,60.97,60.12
60.68,59.41,60.68,59.22
59.26,59.35,59.55,58.53
59.18,59.94,60.14,58.75
60.00,60.05,60.78,59.49
60.17,59.92,60.71,59.86
59.49,59.74,60.38,59.26
59.61,60.24,60.31,59.24
59.93,59.32,60.05,59.20
59.50,58.87,59.52,58.51
58.87,58.85,59.20,58.30
58.60,58.26,59.02,58.13
58.20,56.85,58.30,56.74
56.87,56.40,56.90,55.91
56.43,56.19,56.67,56.01
56.26,56.15,56.72,55.88
56.22,56.09,56.35,55.64
56.20,55.91,56.20,55.02
55.59,55.62,55.75,54.78
55.10,55.83,56.07,54.82
55.85,55.39,56.04,55.09
55.36,56.11,56.48,55.16
56.29,55.93,56.63,55.83
56.18,56.81,56.91,55.99
56.78,56.37,57.40,56.30
56.40,56.92,56.94,56.16
56.80,56.12,57.29,56.11
56.28,56.47,56.94,56.28
56.70,56.71,56.99,56.36
56.53,56.70,56.79,55.89
56.70,55.74,56.70,55.25
55.27,55.30,55.68,54.98
55.35,55.91,56.08,55.33
55.58,54.57,55.98,54.44
54.65,55.25,55.52,54.64
54.86,54.93,55.29,54.55
54.62,54.32,54.83,53.30
54.49,54.10,54.53,53.74
54.53,54.49,54.92,54.05
54.55,54.75,54.83,53.94
53.87,51.88,53.98,51.69
50.81,51.04,51.33,50.43
51.03,51.49,51.61,50.63
51.31,50.69,51.43,50.47
50.05,49.16,50.09,48.79
49.39,49.00,49.39,48.59
48.27,48.54,49.01,48.21
48.60,47.70,48.74,47.30
47.50,48.06,48.17,47.22
47.75,46.51,47.97,46.42
46.79,47.31,47.75,45.54
47.06,46.07,47.22,45.24
46.50,46.77,47.55,46.07
46.68,47.55,47.85,46.68
47.82,47.20,48.21,47.17
47.04,47.58,47.62,46.83
47.00,47.04,47.12,46.26
47.54,46.95,47.55,45.32
47.07,47.73,48.48,47.00
47.82,48.07,48.48,47.81
48.16,48.01,48.41,47.88
48.32,48.35,48.99,48.21
48.07,47.99,48.15,47.05
48.01,47.51,48.18,47.28
47.72,47.19,47.75,46.71
47.34,47.30,47.54,46.89
47.15,46.92,47.91,46.79
47.29,46.82,47.46,46.63
46.84,47.30,47.66,46.68
47.55,47.96,48.03,47.16
48.05,48.45,48.48,47.69
48.40,47.91,48.40,47.38
48.00,47.53,48.65,47.50
47.04,46.38,47.37,46.07
46.51,44.39,46.51,43.95
44.35,44.20,44.77,43.82
44.25,43.91,44.52,43.69
43.96,44.73,44.85,43.96
44.67,45.20,45.54,44.58
45.21,45.61,45.97,45.06
46.20,47.24,47.24,45.46
47.50,46.09,47.62,45.95
46.29,46.87,46.93,45.99
47.18,46.82,47.47,46.78
46.97,47.09,47.52,46.80
47.36,47.92,47.93,47.01
48.02,48.76,48.87,47.85
48.86,47.86,48.95,47.55
47.97,48.52,48.67,47.86
48.60,48.34,48.67,47.80
48.54,48.38,48.71,48.12
48.24,48.79,48.96,48.11
48.75,49.76,50.30,48.75
50.18,47.69,50.20,47.26
47.59,47.33,48.69,47.26
46.89,45.88,47.04,45.86
46.14,47.50,47.60,45.86
47.51,47.81,48.00,47.05
48.20,47.19,48.24,46.80
47.89,48.40,48.67,46.72
48.39,48.67,48.70,47.89
48.59,48.64,48.91,48.30
48.48,48.53,49.16,48.24
49.86,51.69,53.65,49.14
51.41,53.50,54.19,51.14
54.13,53.05,54.13,52.57
53.94,53.33,53.95,53.10
53.40,54.61,55.37,53.15
54.30,53.66,54.40,53.03
53.70,53.24,54.02,53.09
51.90,51.60,52.59,51.54
51.75,51.97,52.30,51.36
52.15,52.61,52.78,51.66
52.68,51.81,53.17,51.66
51.81,51.02,52.30,50.85
51.20,51.49,51.68,50.46
51.61,51.29,51.92,51.20
51.35,51.01,51.97,50.95
50.85,49.96,50.91,49.06
50.00,49.84,50.22,49.47
50.45,50.39,51.15,49.78
50.30,49.66,50.45,49.60
49.76,50.42,50.46,49.67
50.50,51.48,51.75,50.50
51.35,50.42,51.61,49.90
50.55,51.29,51.33,50.54
51.36,50.15,51.36,49.52
51.00,51.33,51.54,50.55
51.17,51.06,51.59,50.43
51.20,49.88,51.40,49.85
49.80,49.56,50.05,48.92
49.40,47.73,49.62,47.71
47.55,47.58,47.85,46.72
47.65,47.20,47.87,46.94
47.20,47.30,47.66,47.12
47.25,46.89,47.45,46.86
46.47,46.88,46.93,46.13
47.17,48.77,48.78,47.00
48.85,49.59,49.67,48.50
49.38,49.77,49.99,49.05
49.55,49.14,49.71,49.05
49.03,49.69,49.89,48.72
49.69,49.46,49.72,49.13
49.60,50.31,50.64,49.60
50.50,50.37,51.00,50.29
50.30,48.80,50.53,48.62
48.70,49.03,49.12,48.51
49.01,48.19,49.01,47.25
48.10,49.55,49.62,48.10
49.47,49.63,49.85,49.29
49.60,49.02,49.81,48.90
48.71,49.40,49.51,48.71
49.56,49.47,49.95,49.27
49.39,48.79,49.42,48.46
48.42,48.89,49.06,48.31
48.91,48.40,49.15,48.17
47.69,47.64,48.24,47.25
47.64,47.75,48.10,47.50
48.05,48.57,48.71,47.91
48.89,49.34,49.56,48.51
49.48,49.68,49.80,48.91
49.82,49.02,49.93,49.01
49.36,48.98,49.51,48.84
48.85,48.96,49.47,48.29
49.10,50.13,50.31,48.41
50.50,50.04,50.50,49.80
48.00,47.87,48.50,45.92
47.56,47.80,48.09,47.36
47.80,47.30,47.84,46.80
47.00,47.36,47.65,46.81
47.40,46.97,48.02,46.91
46.77,46.79,47.33,46.37
47.06,47.32,47.79,46.81
45.74,47.10,47.18,45.48
46.95,46.97,47.34,46.36
46.99,45.88,47.07,45.83
46.14,45.65,46.40,45.21
45.79,45.54,46.17,45.31
45.76,46.10,46.59,45.57
45.99,45.12,46.15,44.78
45.25,44.65,45.39,44.32
44.55,44.34,45.25,44.24
44.37,44.33,44.48,43.75
44.31,43.93,44.72,43.75
43.96,43.91,44.20,43.75
43.98,44.06,44.15,43.76
44.40,44.00,44.60,43.93
44.00,43.21,44.06,43.16
43.30,43.22,43.44,43.04
43.41,44.40,44.86,43.36
44.29,44.69,45.08,44.08
44.66,43.78,44.74,43.53
43.78,43.94,44.04,43.53
44.16,42.96,44.16,42.85
43.27,42.72,43.47,42.67
42.68,41.71,42.94,41.53
41.54,41.86,41.89,40.55
41.60,41.33,41.69,41.17
41.20,41.27,41.65,41.02
41.21,41.30,41.68,40.61
41.08,41.61,41.65,40.76
41.54,39.83,41.54,39.70
39.70,39.42,39.96,39.33
39.43,39.24,40.02,39.18
39.34,38.54,39.42,38.04
38.65,38.15,38.70,37.93
38.19,37.50,38.52,37.08
37.50,37.29,37.54,36.90
37.18,37.67,37.96,37.06
37.55,36.55,37.58,36.41
36.50,36.09,36.74,36.04
36.22,36.38,36.77,36.11
35.97,35.17,36.01,35.12
35.04,34.27,35.08,34.00
34.27,33.54,34.84,33.40
33.39,34.83,36.07,33.12
34.91,33.00,35.00,32.71
33.11,33.67,33.94,32.81
33.65,33.99,35.60,33.37
34.79,35.14,35.21,33.35
34.95,34.71,35.98,34.19
34.61,35.41,36.85,34.23
35.61,36.33,36.84,35.26
36.46,37.99,39.05,35.91
38.31,38.75,38.87,36.77
37.52,37.93,38.76,37.52
38.62,37.03,39.60,36.88
36.91,37.78,38.09,36.23
38.57,37.91,38.85,36.73
37.69,37.37,38.67,37.16
39.04,39.60,40.74,38.42
39.59,39.07,40.19,38.90
38.00,38.19,38.64,36.97
38.90,38.87,39.04,38.15
39.68,38.78,40.00,38.28
38.42,38.65,39.23,37.49
38.88,37.71,38.92,36.40
36.56,34.72,36.67,34.58
34.09,33.50,34.17,33.03
33.66,35.43,35.89,33.37
35.10,36.65,36.66,34.85
36.39,38.74,39.31,36.30
39.21,37.47,39.58,36.79
37.44,36.64,37.97,36.19
36.23,35.84,36.76,35.79
35.74,35.28,35.92,34.19
35.54,35.81,36.12,35.05
35.66,36.17,36.57,34.84
36.21,35.31,36.50,35.26
35.30,35.39,35.53,34.62
35.54,36.22,36.55,35.30
36.94,37.15,37.53,36.40
36.87,36.78,37.31,36.17
36.90,36.16,36.94,35.33
35.24,32.22,35.24,32.16
31.11,29.37,31.78,29.36
29.09,30.50,30.55,29.00
29.99,30.35,31.31,29.41
30.65,31.44,31.64,30.44
31.27,30.08,31.93,30.08
30.17,29.91,30.80,29.60
29.43,30.32,30.35,29.34
30.11,32.76,33.27,30.11
32.29,32.82,33.70,31.37
33.45,33.93,35.88,33.25
33.37,33.40,34.92,33.00
33.91,35.27,35.60,33.91
35.10,36.38,38.13,35.02
37.20,38.10,39.39,37.09
39.38,38.79,39.80,37.20
39.40,39.00,39.85,38.34
38.67,38.76,39.29,36.60
39.00,39.28,40.00,38.66
38.81,38.66,39.74,38.02
39.52,38.43,39.52,37.75
38.62,38.78,39.42,38.04
38.50,38.08,39.14,37.02
37.71,36.71,37.95,36.37
36.41,37.23,37.49,35.87
36.05,33.99,36.62,33.95
33.65,33.93,34.65,33.37
34.42,33.28,34.54,32.66
33.30,32.95,33.58,32.51
32.94,33.40,33.49,32.09
32.91,32.18,33.28,30.91
32.34,33.08,33.52,32.10
32.97,32.24,33.50,30.95
32.73,30.36,32.80,30.36
30.62,31.65,32.32,30.60
31.27,31.71,32.45,30.70
32.06,32.16,32.52,31.54
32.42,31.93,32.59,31.44
31.79,32.11,32.45,31.60
32.22,32.81,32.88,31.67
32.69,34.28,34.81,32.67
33.69,32.86,33.96,32.64
32.82,30.73,33.02,30.59
30.62,31.53,31.93,30.45
32.32,32.86,33.02,30.82
33.68,33.91,34.12,32.62
33.00,32.87,33.47,32.43
33.52,33.83,33.88,33.00
33.96,33.60,34.50,33.06
30.98,34.40,35.18,30.66
34.24,33.99,34.39,32.93
33.98,33.52,34.00,33.08
34.36,34.85,35.08,33.89
35.38,35.21,35.78,34.86
34.99,36.95,37.56,34.20
35.85,34.06,36.03,33.94
33.08,34.40,34.65,33.05
34.20,34.15,34.75,33.74
33.69,33.62,34.14,33.37
31.99,30.79,32.52,30.35
30.91,30.20,31.31,29.92
30.08,29.05,30.33,28.71
29.15,30.43,30.57,29.02
30.63,30.66,30.78,29.17
30.36,30.33,30.89,30.27
30.29,30.43,30.47,29.67
30.29,30.71,30.96,29.91
30.53,29.51,30.81,29.48
29.43,28.15,29.63,27.62
27.76,26.82,27.82,26.28
26.82,27.67,28.58,26.36
27.74,27.54,27.91,27.20
27.05,26.71,27.07,26.02
26.37,27.32,27.43,26.07
27.05,26.81,27.32,26.43
26.64,27.99,28.31,26.49
27.47,27.00,27.69,26.76
27.25,27.68,28.13,27.06
27.77,27.80,28.68,27.68
27.73,26.49,28.00,26.26
26.65,26.89,27.12,26.52
27.31,26.74,27.57,26.48
26.50,26.62,26.99,26.12
26.78,26.69,27.15,26.03
26.53,26.79,27.03,26.34
27.13,26.95,27.38,26.78
26.57,27.45,27.56,26.54
27.65,28.99,29.26,27.54
28.81,29.80,30.10,28.57
29.78,29.23,29.99,28.84
29.35,30.46,30.50,28.76
30.52,29.61,30.82,29.40
29.60,29.20,29.97,28.68
29.42,30.83,31.18,29.38
31.00,31.47,31.97,30.53
31.18,31.26,32.05,30.05
30.99,30.44,31.30,30.16
30.42,30.86,31.26,30.31
30.81,30.09,31.21,29.80
30.13,30.07,30.64,29.80
30.11,30.40,30.93,30.04
30.16,29.82,30.35,29.53
30.02,29.79,30.35,29.65
29.63,29.99,30.40,29.60
29.97,31.60,31.72,29.90
32.01,33.47,33.53,31.23
33.14,33.47,33.92,32.75
33.42,33.10,33.88,31.76
33.72,34.59,35.95,33.36
35.88,34.81,35.88,33.92
34.50,33.21,34.57,32.82
32.99,33.80,33.85,32.25
33.66,33.16,33.71,32.77
33.21,33.93,34.10,32.74
33.97,34.48,34.70,33.72
34.39,33.47,34.90,33.35
33.33,33.12,33.59,32.63
33.14,33.48,33.63,32.36
32.70,31.81,33.01,31.63
32.08,31.76,32.18,31.50
32.03,32.50,32.92,31.87
31.90,32.53,32.74,31.70
31.91,31.15,32.55,31.08
30.98,31.05,31.56,30.66
30.89,30.64,31.21,30.13
30.72,30.34,31.12,30.29
30.28,30.09,30.43,29.92
30.41,31.35,31.73,30.39
31.17,30.28,31.83,30.24
29.88,29.72,30.32,29.34
29.54,30.24,30.93,29.45
30.15,29.87,30.52,29.82
30.28,29.56,30.58,29.53
30.12,30.28,30.54,29.98
30.05,29.01,30.31,28.76
29.21,28.47,29.21,28.23
28.10,28.25,28.57,27.69
28.21,28.35,28.51,27.92
28.67,28.10,28.97,27.86
28.30,27.44,28.43,26.76
27.31,27.03,27.56,26.72
27.25,27.44,27.77,27.13
27.46,27.40,27.97,27.29
27.19,26.98,27.71,26.70
26.95,26.26,27.05,25.97
26.17,26.89,26.94,25.65
26.32,25.82,26.84,25.78
25.95,25.81,26.34,25.42
25.73,25.34,25.94,24.93
25.46,25.45,25.96,25.36
24.85,24.84,25.20,24.51
24.69,25.20,25.37,23.74
24.92,24.70,25.07,24.32
25.23,25.13,25.74,25.07
24.90,24.32,25.24,24.17
24.38,24.96,25.18,24.32
24.76,25.25,26.30,24.74
24.88,23.99,25.30,23.97
24.15,24.39,24.66,24.08
24.22,23.15,24.23,23.13
23.11,22.79,23.24,22.34
22.85,22.84,23.48,22.69
22.57,21.97,22.80,21.86
22.07,22.33,22.49,21.66
22.22,21.41,22.29,21.14
21.01,21.49,21.81,20.60
21.82,22.26,22.66,21.41
22.11,23.05,23.21,21.91
23.00,22.31,23.33,21.95
22.29,21.95,22.65,21.91
21.69,21.22,22.36,20.94
21.50,21.17,21.73,21.00
21.71,20.95,21.85,20.51
21.04,22.32,22.57,20.53
22.07,22.00,22.72,21.89
22.06,23.90,24.17,21.98
23.06,23.48,23.80,22.92
23.34,24.00,24.31,23.33
23.40,23.15,23.67,22.72
23.05,22.10,23.47,21.95
22.02,22.35,22.57,21.60
22.39,22.61,22.80,22.00
22.43,22.31,22.87,22.04
22.30,21.81,22.60,21.70
21.77,21.57,22.73,21.56
20.20,21.09,21.92,20.00
21.95,21.50,22.39,21.30
22.23,21.72,22.37,21.52
22.23,23.03,23.06,22.03
22.81,24.29,24.82,22.73
23.83,23.71,24.46,22.83
23.42,22.71,23.73,22.49
23.00,22.22,23.04,21.43
22.43,22.90,23.23,22.23
22.40,21.99,22.49,21.64
21.95,22.45,22.47,21.77
22.55,22.23,23.46,22.00
22.09,22.48,22.95,21.99
22.12,21.99,22.31,21.38
21.91,22.09,22.28,21.72
22.10,22.32,22.60,21.84
22.55,22.98,23.55,22.50
22.95,22.28,23.15,22.11
21.80,20.18,21.88,20.07
20.33,20.10,20.50,19.39
19.77,20.01,20.51,19.60
20.02,19.70,20.45,19.55
19.52,19.35,20.14,19.26
19.45,18.34,19.52,18.16
18.22,17.39,18.51,17.22
18.02,17.80,18.31,17.30
17.88,17.30,18.15,16.97
17.70,16.81,17.95,16.57
16.56,18.19,18.27,16.51
18.40,18.62,19.27,18.14
18.75,19.41,19.84,18.50
19.87,19.95,20.45,19.15
19.80,20.17,20.33,19.60
20.33,20.32,20.72,20.03
20.30,19.77,20.36,19.54
19.60,19.39,20.08,19.30
19.44,19.56,19.87,19.21
19.41,19.87,19.98,19.13
19.95,20.32,20.57,19.48
19.91,20.04,20.44,19.56
19.72,20.54,20.70,19.72
20.32,20.39,20.65,20.11
20.59,20.46,21.30,20.41
20.39,20.51,20.79,20.05
20.54,19.66,20.66,19.53
19.37,19.32,19.65,18.90
19.49,19.91,20.06,19.06
20.17,19.52,20.57,19.48
19.65,19.88,20.07,19.12
20.76,22.10,22.52,20.05
22.37,23.50,23.99,22.17
23.41,23.04,24.06,22.96
22.96,23.21,23.51,22.55
23.01,23.18,23.55,22.88
23.08,23.16,23.64,22.73
23.00,22.49,23.46,22.41
22.53,21.94,22.58,21.50
21.53,21.27,22.12,21.18
21.21,21.63,21.98,21.04
21.54,21.99,22.15,21.19
21.76,21.77,22.16,21.40
22.03,22.37,22.52,21.82
22.38,21.88,22.86,21.50
21.96,22.04,22.35,21.79
21.98,22.39,22.59,21.78
22.67,23.25,23.40,22.56
22.90,23.22,23.57,22.65
22.85,22.38,23.11,22.30
22.97,22.63,23.14,22.35
22.56,22.83,22.98,22.37
22.48,21.88,23.05,21.85
22.18,22.54,22.62,21.61
22.04,21.75,22.28,21.41
20.93,20.95,21.22,20.49
20.45,20.21,20.88,19.98
20.41,20.14,20.86,19.84
19.98,20.49,20.92,19.81
20.14,20.15,20.42,19.89
20.33,20.87,20.89,20.00
21.12,21.85,22.00,20.93
21.70,21.99,22.49,21.47
21.86,21.17,21.99,21.01
21.01,20.47,21.05,20.08
20.47,20.30,21.19,20.15
20.32,21.43,21.61,20.32
22.00,22.29,22.35,21.45
22.23,22.07,22.31,21.82
21.66,21.04,21.66,20.95
21.53,21.13,21.80,21.00
20.65,20.85,21.34,20.58
20.73,21.10,21.27,20.59
20.85,21.85,21.87,20.59
21.66,20.80,21.95,20.73
20.09,18.98,20.33,18.74
18.48,18.41,19.05,18.23
18.54,18.33,18.68,17.82
18.45,18.17,18.60,17.74
18.56,17.94,18.85,17.29
18.21,17.51,18.55,17.48
17.78,18.17,18.24,17.34
17.39,16.91,17.56,16.59
17.08,16.14,17.10,16.00
15.65,15.55,15.80,14.18
15.41,16.08,16.44,15.31
16.54,16.53,17.01,15.73
15.96,15.90,16.65,15.89
16.15,16.98,17.00,15.77
16.96,17.05,17.70,16.68
17.94,17.86,18.17,17.13
18.13,18.59,18.63,18.06
18.05,18.36,18.47,17.76
17.77,17.42,17.85,16.77
17.71,17.90,18.17,16.90
18.12,19.02,19.56,18.10
18.73,18.85,19.52,18.57
17.93,19.14,19.36,17.08
19.09,17.37,19.09,17.16
17.30,16.68,17.93,16.67
16.41,17.23,17.40,16.18
17.47,16.92,17.91,16.73
17.24,17.35,17.43,16.38
17.64,18.70,18.97,17.62
18.85,19.05,19.17,18.45
18.65,19.62,19.71,18.20
20.00,20.62,21.11,19.95
20.41,19.76,21.06,19.66
19.11,19.39,19.55,18.66
19.35,19.26,19.53,18.74
19.72,20.08,20.68,19.58
20.09,20.01,20.91,19.88
20.24,20.62,20.81,19.71
20.50,21.17,21.19,20.22
21.44,22.74,22.78,21.06
23.05,23.71,25.27,22.75
23.52,23.08,23.95,22.69
23.00,21.64,23.07,21.29
22.11,21.33,22.11,20.87
21.10,21.83,22.47,20.62
22.83,22.79,23.62,22.63
22.46,22.13,22.89,21.41
21.66,22.25,22.27,21.04
22.47,22.99,23.08,22.17
23.27,24.09,24.48,23.16
24.37,23.62,24.57,23.31
23.44,23.30,23.65,22.82
22.80,23.15,23.30,22.66
22.47,21.90,22.95,21.55
21.31,21.96,22.46,21.26
22.00,22.60,22.64,21.82
21.82,21.46,22.00,20.58
21.76,21.38,21.87,21.02
21.37,21.73,21.82,21.25
21.17,20.97,21.38,20.67
20.98,20.99,21.24,20.53
20.76,20.96,21.63,20.72
21.21,21.02,21.55,20.65
20.88,20.28,21.19,20.08
20.85,21.13,21.51,20.71
21.08,21.26,21.73,21.03
21.63,22.25,22.50,21.13
22.30,22.55,22.90,22.21
22.72,22.27,22.83,21.96
22.09,22.13,22.39,21.43
21.39,22.35,22.56,20.85
22.63,23.76,23.80,22.60
23.71,23.88,24.34,23.30
24.00,23.20,24.30,23.00
23.18,23.90,24.57,23.03
23.63,23.14,23.88,23.01
23.25,23.65,23.72,22.83
23.89,24.63,24.97,23.89
24.49,24.29,25.12,24.21
24.49,24.26,25.13,23.59
24.97,24.54,25.20,23.31
24.34,23.90,24.48,23.44
24.00,23.61,24.64,23.14
24.25,23.67,24.44,23.37
23.40,24.80,25.06,23.29
24.52,23.20,24.52,22.79
23.44,23.60,24.10,23.40
23.51,23.98,24.23,23.28
24.32,24.18,24.69,23.66
24.07,23.50,24.59,23.48
23.80,23.88,24.37,23.70
23.82,24.39,24.96,23.77
24.29,23.55,24.60,23.34
23.25,23.57,23.83,22.99
23.61,24.18,24.34,23.50
23.93,23.75,24.05,23.31
23.87,24.19,24.33,23.50
24.31,25.45,25.54,24.17
25.76,25.30,26.09,25.28
25.15,25.12,25.17,24.50
25.51,25.82,26.37,25.33
25.29,25.31,25.47,24.67
24.97,24.30,25.03,24.22
24.37,23.88,24.56,23.62
24.08,25.58,25.63,24.08
25.59,26.04,26.15,25.26
26.36,25.59,26.72,25.59
25.11,25.48,25.65,24.86
25.11,24.32,25.14,24.27
24.13,24.28,24.79,23.87
24.07,24.68,24.69,24.01
24.45,24.56,25.04,24.29
24.25,23.84,24.25,23.41
24.17,24.75,24.94,24.01
25.11,24.54,25.39,24.54
24.50,25.20,25.43,24.11
25.40,25.52,25.93,25.18
25.76,25.86,26.18,25.56
24.30,24.60,25.04,24.30
24.01,23.43,24.24,23.28
24.07,23.98,24.48,23.69
24.33,24.27,24.56,23.89
24.15,24.33,24.34,23.69
24.14,25.42,25.46,24.14
24.52,24.57,25.03,23.98
24.31,24.14,24.43,23.65
24.41,24.02,25.12,23.75
24.31,24.50,24.91,24.16
24.60,24.41,24.93,24.20
25.00,26.11,26.39,24.99
26.07,25.04,26.37,24.90
25.34,25.81,26.49,25.32
26.05,25.84,26.26,25.83
25.64,25.27,25.70,24.85
25.12,24.32,25.16,24.17
24.07,24.19,24.51,23.79
24.11,23.90,24.78,23.75
24.02,23.52,24.02,23.29
23.28,23.03,23.29,22.83
22.90,22.66,23.10,22.48
22.73,21.95,23.10,21.76
21.92,21.79,22.35,21.62
21.55,22.72,22.85,21.52
22.77,20.98,22.77,20.90
21.44,20.78,21.55,20.43
20.78,21.23,21.45,20.70
21.24,21.36,21.62,21.18
21.37,21.46,21.69,21.04
21.73,22.06,22.25,21.48
22.16,21.42,22.25,21.28
21.53,20.63,21.59,20.56
20.73,20.75,20.93,20.49
20.85,20.16,20.94,20.02
20.24,20.60,20.87,20.13
20.65,20.22,20.81,20.06
20.06,19.78,20.12,19.15
19.87,20.31,20.51,19.83
20.14,19.79,20.19,19.60
19.49,19.28,19.50,19.17
19.23,19.34,19.69,19.16
19.14,18.90,19.47,18.78
19.01,18.86,19.22,18.74
18.88,18.80,19.18,18.63
18.62,18.78,18.94,18.57
18.88,18.56,19.05,18.44
18.45,18.47,18.56,18.22
18.03,16.51,18.13,16.44
16.57,16.28,16.74,16.23
16.38,16.40,16.61,16.02
16.42,15.97,16.56,15.94
16.06,17.40,17.69,16.06
16.99,15.60,17.20,15.60
15.42,15.79,15.99,15.25
15.69,15.16,15.71,14.90
15.04,14.80,15.42,14.67
14.85,15.62,15.63,14.77
15.34,15.32,15.83,15.07
15.47,14.94,15.59,14.94
14.95,15.26,15.52,14.68
14.89,15.80,15.92,14.81
16.11,16.23,16.47,16.09
16.09,15.63,16.50,15.54
15.71,16.06,16.19,15.51
15.82,16.01,16.24,15.64
16.01,17.18,17.46,16.01
17.30,17.82,18.50,17.27
17.95,17.61,18.09,17.26
17.63,17.40,17.77,17.22
17.53,16.60,17.63,16.54
16.98,16.85,17.28,16.74
16.96,16.76,17.15,16.38
16.79,17.08,17.34,16.78
17.08,17.62,17.66,17.08
17.47,17.49,17.63,17.25
17.38,17.44,17.56,17.12
17.21,17.14,17.27,16.76
17.16,17.16,17.25,16.82
17.41,17.43,17.61,17.24
17.57,16.97,17.76,16.86
17.21,17.79,18.00,17.18
17.58,17.90,17.99,17.44
17.77,17.40,17.80,17.25
17.50,17.16,17.50,16.85
17.07,16.98,17.91,16.94
16.80,17.40,17.41,16.67
17.58,17.36,17.71,17.28
17.25,17.16,17.57,17.11
17.06,16.49,17.59,16.39
17.00,16.71,17.34,16.39
16.55,16.48,16.77,16.01
16.64,16.77,17.13,16.55
16.66,15.72,16.72,15.62
16.04,15.42,16.11,15.27
15.41,15.50,15.63,15.28
15.42,16.20,16.29,15.42
16.12,16.54,16.73,16.08
16.27,15.66,16.30,15.16
15.57,16.36,16.40,15.57
16.57,16.62,17.41,16.40
16.55,16.78,16.91,16.38
17.09,16.81,17.26,16.71
16.94,16.81,17.38,16.77
17.30,16.91,17.57,16.89
17.00,17.03,17.41,16.83
16.93,17.38,17.41,16.81
17.22,16.87,17.28,16.73
17.00,16.84,17.11,16.57
16.42,15.71,16.45,15.57
17.23,18.06,18.35,16.82
18.89,19.31,19.67,18.48
19.17,18.93,19.78,18.90
19.27,19.21,19.72,19.15
18.87,19.17,19.37,18.58
