SFBC,Sound Financial Bancorp,NASDAQ
5.05,5.05,5.05,5.05
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.50,5.50,5.50
5.50,5.10,5.50,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.50,5.01,5.50,5.01
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.25,5.25,5.25,5.25
5.00,5.00,5.00,5.00
5.10,5.00,5.10,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.25,5.25,5.25,5.25
5.00,5.00,5.00,5.00
5.25,5.00,5.25,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,4.85
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.60,5.00,5.00,4.60
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.10,5.10,5.10
5.10,5.00,5.10,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,4.80,5.00,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.90,4.90,5.00,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.90,4.90,4.90,4.90
4.91,4.90,4.91,4.90
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.75,4.75,4.76,4.75
4.75,4.75,4.75,4.75
5.00,5.00,5.00,5.00
4.90,4.90,4.90,4.90
4.80,4.80,4.80,4.80
4.80,4.80,4.80,4.80
4.85,4.80,4.85,4.80
4.80,4.80,4.80,4.80
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
4.75,4.75,4.75,4.75
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
5.00,5.00,5.00,5.00
4.80,4.80,4.80,4.80
4.85,5.00,5.00,4.85
5.85,6.50,6.75,5.55
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
7.00,7.10,7.10,7.00
7.10,7.30,7.35,7.10
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.12,7.12,7.12,7.12
7.12,7.12,7.12,7.12
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.05,7.05,7.05,7.05
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.49,7.49,7.49,7.49
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.01,7.01,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
6.85,6.85,6.85,6.85
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.75,6.75,6.75,6.75
6.80,6.80,6.80,6.80
6.80,6.80,6.80,6.80
6.80,6.80,6.80,6.80
6.80,6.80,6.80,6.80
6.75,6.65,6.80,6.65
6.65,6.60,6.66,6.60
6.70,6.70,6.70,6.70
6.70,6.60,6.70,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
6.57,6.57,6.57,6.57
6.61,6.61,6.61,6.61
6.58,6.58,6.58,6.58
6.58,6.58,6.58,6.58
6.58,6.58,6.58,6.58
6.61,6.55,6.61,6.55
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.65,6.65,6.65,6.65
6.65,6.65,6.65,6.65
6.65,6.65,6.65,6.65
6.65,6.65,6.65,6.65
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.61,6.61,6.61,6.61
6.61,6.61,6.61,6.61
6.70,6.70,6.70,6.70
6.70,6.70,6.70,6.70
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.60,6.60,6.60,6.60
6.50,6.60,6.60,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.40,6.50,6.40
6.40,6.40,6.40,6.25
7.00,7.10,7.10,7.00
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.25,6.25,6.25,6.25
6.75,6.50,6.75,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
6.50,6.50,6.50,6.50
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.05,7.10,7.10,7.05
7.00,7.00,7.00,7.00
6.75,7.00,7.00,6.75
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.11,7.11,7.11,7.11
7.11,7.11,7.11,7.11
7.11,7.11,7.11,7.11
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.11,7.11,7.00
7.11,7.11,7.11,7.11
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.01,7.01,7.01,7.01
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.02,7.02,7.02,7.02
7.10,7.10,7.10,7.10
7.15,7.50,7.50,7.15
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.50,7.50,7.50,7.50
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
7.10,7.10,7.10,7.10
8.00,7.90,8.00,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.42,7.42,7.42
7.42,7.40,7.42,7.40
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.89,7.89,7.89,7.89
7.37,7.37,7.37,7.37
7.37,7.37,7.37,7.37
7.37,7.37,7.37,7.37
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.62,7.37,7.62,7.37
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.50,7.50,7.50,7.50
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.90,7.90,7.90,7.90
7.90,7.90,7.90,7.90
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.85,7.85,7.85,7.85
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.80,7.80,7.80,7.80
7.75,7.89,7.89,7.75
7.89,7.89,7.89,7.89
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.70,7.75,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.70,7.70,7.70,7.70
7.74,7.74,7.74,7.74
7.74,7.74,7.74,7.74
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
7.75,7.75,7.75,7.75
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.00,8.00,8.00,8.00
8.92,8.06,9.00,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
8.06,8.06,8.06,8.06
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
9.10,9.10,9.10,9.10
8.90,9.00,9.00,8.90
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.20,8.20,8.20,8.20
8.50,8.50,8.50,8.50
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.00,9.00,9.00
9.00,9.12,9.12,9.00
9.12,9.25,9.25,9.12
9.49,9.49,9.49,9.49
9.49,9.49,9.49,9.49
9.49,9.49,9.49,9.49
9.49,9.49,9.49,9.49
10.50,10.23,10.60,10.20
10.30,10.06,10.30,10.06
10.20,10.19,10.22,10.15
10.25,10.35,10.46,10.25
10.39,10.40,10.45,10.39
10.40,10.40,10.40,10.40
10.15,10.20,10.20,10.15
10.34,10.16,10.34,10.15
10.10,10.10,10.13,10.10
10.10,10.10,10.15,10.10
10.10,10.10,10.15,10.05
10.15,10.16,10.20,10.10
10.15,10.19,10.20,10.14
10.15,10.19,10.19,10.15
10.19,10.19,10.19,10.18
10.19,10.10,10.19,10.10
10.11,10.13,10.18,10.11
10.15,10.15,10.15,10.15
10.16,10.15,10.16,10.15
10.14,10.18,10.18,10.14
10.17,10.10,10.19,10.10
10.10,10.10,10.10,10.10
10.19,10.15,10.19,10.15
10.14,10.13,10.18,10.13
10.18,10.14,10.19,10.14
10.19,10.14,10.19,10.14
10.14,10.14,10.14,10.14
10.19,10.19,10.19,10.19
10.17,10.17,10.17,10.17
10.18,10.18,10.18,10.18
10.20,10.19,10.20,10.17
10.20,10.20,10.20,10.19
10.16,10.14,10.18,10.14
10.14,10.15,10.15,10.14
10.15,10.15,10.15,10.15
10.15,10.15,10.15,10.15
10.14,10.10,10.14,10.10
10.10,10.19,10.20,10.10
10.12,10.19,10.19,10.12
10.15,10.15,10.15,10.15
10.15,10.15,10.15,10.15
10.23,10.23,10.23,10.23
10.23,10.17,10.23,10.17
10.14,10.14,10.14,10.14
10.11,10.15,10.23,10.11
10.13,10.15,10.15,10.13
10.25,10.25,10.25,10.25
10.23,10.35,10.35,10.23
10.40,10.35,10.50,10.35
10.25,10.25,10.30,10.25
10.25,10.25,10.25,10.25
10.25,10.25,10.25,10.25
10.40,10.26,10.40,10.26
10.26,10.26,10.26,10.26
10.38,10.10,10.38,10.10
10.12,10.12,10.12,10.12
10.15,10.05,10.15,10.05
10.10,10.10,10.10,10.10
10.12,10.15,10.15,10.12
10.15,10.15,10.15,10.15
10.24,10.25,10.25,10.24
10.16,10.16,10.17,10.15
10.18,10.16,10.18,10.16
10.16,10.16,10.16,10.16
10.16,10.16,10.16,10.16
10.16,10.16,10.16,10.16
10.16,10.16,10.16,10.16
10.16,10.16,10.16,10.16
10.20,10.23,10.23,10.20
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.21,10.21,10.21,10.21
10.21,10.21,10.21,10.21
10.21,10.21,10.21,10.21
10.26,10.26,10.26,10.26
10.40,10.31,10.40,10.25
10.31,10.31,10.31,10.31
10.31,10.31,10.31,10.31
10.36,10.35,10.36,10.35
10.40,10.32,10.40,10.32
10.35,10.35,10.35,10.35
10.35,10.35,10.35,10.35
10.50,10.40,10.50,10.40
10.40,10.40,10.40,10.40
10.49,10.50,10.50,10.49
10.40,10.50,10.50,10.40
10.40,10.40,10.40,10.40
10.40,10.40,10.40,10.40
10.50,10.50,10.50,10.50
10.60,10.60,10.60,10.60
10.60,10.60,10.60,10.60
10.60,10.40,10.60,10.40
10.40,10.40,10.40,10.40
10.59,10.60,10.60,10.59
10.60,10.64,10.69,10.60
10.65,10.65,10.65,10.65
10.75,10.75,10.75,10.75
10.75,10.75,10.75,10.75
10.79,10.79,10.79,10.76
10.82,10.80,10.82,10.80
10.89,10.94,10.98,10.89
10.95,11.05,11.05,10.85
11.05,11.65,11.65,11.05
11.65,11.65,11.65,11.65
11.80,11.83,11.83,11.80
11.89,11.89,11.89,11.89
11.85,11.80,11.85,11.80
11.80,11.79,11.80,11.69
12.08,12.05,12.15,12.05
12.05,12.25,12.83,12.05
12.25,12.25,12.25,12.25
12.90,12.90,12.90,12.85
12.90,12.80,12.90,12.11
12.50,12.50,12.50,12.50
12.97,12.97,12.97,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.81,13.00,12.75
13.40,13.37,13.40,13.37
13.37,13.37,13.37,13.37
13.37,13.37,13.37,13.37
12.83,12.85,13.00,12.83
12.87,12.65,12.87,12.65
12.65,12.65,12.65,12.65
12.70,12.70,12.70,12.70
12.69,12.65,12.69,12.65
12.60,12.70,12.70,12.42
12.70,12.70,12.70,12.70
12.52,12.75,12.75,12.52
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.92,12.79,12.92,12.79
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
12.75,12.75,12.75,12.75
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
12.90,12.98,13.27,12.90
13.06,13.06,13.06,13.06
12.95,13.00,13.00,12.95
13.00,13.00,13.00,13.00
12.62,12.62,12.62,12.62
12.62,12.62,12.62,12.62
12.76,12.96,12.96,12.76
12.95,12.70,12.95,12.70
12.59,12.66,12.66,12.59
12.66,12.66,12.66,12.66
12.66,12.66,12.66,12.66
12.75,12.75,12.75,12.75
12.73,12.50,12.73,12.50
12.65,12.65,12.66,12.64
12.50,12.50,12.50,12.50
12.64,12.74,12.90,12.64
12.82,12.71,12.86,12.70
12.72,12.71,12.72,12.71
12.70,12.70,12.70,12.70
12.66,12.66,12.66,12.66
12.67,13.03,13.76,12.50
12.74,12.74,12.74,12.74
12.70,12.70,12.70,12.70
12.90,12.60,12.90,12.60
12.60,12.60,12.60,12.60
12.60,12.60,12.60,12.60
12.66,12.65,12.67,12.65
12.63,12.68,12.70,12.63
12.60,12.46,12.65,12.45
12.50,12.50,12.50,12.50
12.50,12.48,12.50,12.48
12.50,12.66,13.00,12.50
12.68,12.65,12.68,12.60
12.85,12.85,12.85,12.85
12.83,12.83,12.83,12.83
12.75,12.75,12.75,12.75
12.84,12.76,12.85,12.76
12.85,12.90,12.90,12.75
12.90,12.84,12.90,12.84
12.84,12.84,12.84,12.84
12.85,12.80,12.85,12.71
12.75,12.75,12.75,12.75
12.60,12.61,12.61,12.60
12.60,12.60,12.60,12.60
12.67,12.67,12.86,12.67
12.80,12.97,12.97,12.80
12.74,12.74,12.74,12.74
12.76,12.77,12.81,12.76
12.76,13.94,13.94,12.76
13.99,13.50,14.06,13.50
13.50,13.15,13.75,13.15
13.09,13.09,13.09,13.09
13.16,13.99,13.99,13.16
13.18,13.15,13.18,13.15
13.23,13.23,13.23,13.23
13.50,13.26,13.50,13.26
13.31,13.31,13.31,13.30
13.36,13.75,13.75,13.35
13.73,13.90,13.90,13.73
13.88,13.88,13.88,13.88
13.88,13.88,13.88,13.88
13.76,13.76,13.76,13.76
13.89,13.90,13.90,13.89
13.90,13.90,13.90,13.90
13.68,13.68,13.68,13.68
13.90,13.65,13.90,13.65
13.65,13.65,13.65,13.65
