WGBS,WaferGen Bio-systems,NASDAQ
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.03,0.04,0.03
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.03,0.04,0.04,0.03
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
0.03,0.03,0.03,0.03
0.03,0.03,0.03,0.03
0.04,0.04,0.04,0.04
0.04,0.04,0.04,0.04
4.00,4.00,4.00,4.00
3.48,3.48,3.48,3.48
3.48,3.48,3.48,3.48
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.50,2.50,2.50
2.50,2.25,2.50,2.25
2.00,2.00,2.20,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.05,2.05,2.05,2.05
2.05,2.05,2.05,2.05
2.08,2.05,2.08,2.00
2.05,2.05,2.05,2.05
1.70,2.00,2.00,1.65
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.75,1.75,1.75,1.75
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.85,1.85,1.85,1.85
1.75,2.00,2.00,1.75
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.70,1.70,1.70,1.70
1.85,2.31,2.31,1.85
2.31,2.30,2.40,1.66
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,2.20,2.20,2.20
2.20,1.92,2.20,1.92
1.95,1.80,1.95,1.75
1.80,1.80,1.80,1.80
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.65
1.65,1.65,1.65,1.65
2.00,2.00,2.00,2.00
2.50,2.50,2.50,2.50
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.65,2.00,2.00,1.65
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.51,3.50,3.50,1.51
2.00,2.00,2.00,1.70
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.70,1.70,1.75,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.70,1.70,1.70,1.70
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.60,1.65,1.65,1.60
1.20,1.50,1.50,1.20
1.30,1.31,1.31,1.30
1.55,1.75,1.75,1.55
1.65,2.00,2.00,1.65
2.00,2.00,2.00,2.00
1.80,2.00,2.00,1.80
2.00,2.00,2.00,2.00
1.90,1.80,1.90,1.80
1.80,1.80,1.80,1.80
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.76,2.00,2.00,1.75
2.05,2.00,3.00,1.96
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
1.96,1.96,1.96,1.96
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.99,2.00,2.00,1.99
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,1.99,2.00,1.99
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,1.90,2.00,1.90
1.90,2.03,2.03,1.50
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.03,2.03,2.03,2.03
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.05,2.05,2.00
1.95,2.20,2.20,1.95
2.20,2.20,2.20,2.20
2.30,2.80,3.00,2.30
2.80,2.80,2.80,2.80
2.50,2.50,2.50,2.50
2.33,2.33,2.33,2.33
2.36,2.00,2.36,2.00
2.00,2.50,2.50,2.00
2.50,2.50,2.50,2.50
2.00,2.00,2.00,2.00
2.43,2.43,2.43,2.43
2.39,2.40,2.40,2.39
2.50,2.50,2.50,2.50
2.45,2.45,2.45,2.45
2.80,2.95,3.00,2.70
2.80,2.80,2.80,2.80
2.75,2.50,2.75,2.50
2.50,2.50,2.50,2.50
2.50,2.30,2.50,2.30
2.25,1.89,2.25,1.89
1.91,2.00,2.19,1.91
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
2.00,2.00,2.00,2.00
1.95,1.70,1.95,1.70
1.71,1.70,1.71,1.70
1.70,1.70,1.70,1.70
1.63,1.65,1.65,1.63
1.63,1.63,1.63,1.63
1.45,1.50,1.50,1.45
1.45,1.80,1.80,1.45
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.90,1.80,1.90,1.80
1.80,1.80,1.80,1.80
1.90,1.80,1.90,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.75,1.75,1.75,1.75
1.75,1.75,1.75,1.75
1.27,1.27,1.27,1.27
1.50,1.50,1.50,1.50
1.64,1.65,1.65,1.64
1.37,1.37,1.37,1.37
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.50,1.50,1.50,1.50
1.37,1.37,1.37,1.37
1.37,1.21,1.44,1.00
1.21,1.21,1.21,1.21
1.21,1.98,1.98,1.00
1.98,1.98,1.98,1.98
1.54,1.47,1.54,1.47
1.07,1.25,1.25,0.79
1.03,1.40,1.40,1.03
1.40,1.00,1.70,0.85
1.10,1.20,1.20,1.10
1.20,1.20,1.20,1.20
1.21,1.45,1.45,1.21
1.45,1.45,1.45,1.45
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.45,1.30,1.45,1.30
1.30,1.30,1.30,1.30
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.40,1.40,1.40,1.40
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.22,1.22,1.22,1.22
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.30,1.30,1.30,1.30
1.25,1.25,1.25,1.25
12.50,12.50,12.50,12.50
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
25.00,25.00,25.00,25.00
16.00,16.00,16.00,16.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
7.00,7.00,7.00,7.00
12.50,12.50,12.50,12.50
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
13.00,13.00,13.00,13.00
11.50,12.50,12.50,11.50
12.50,12.50,12.50,12.50
18.00,15.00,18.00,15.00
15.00,15.00,15.00,15.00
12.50,12.50,12.50,12.50
11.00,11.00,11.00,11.00
11.00,11.00,11.00,11.00
12.50,10.50,12.50,10.50
8.70,8.75,8.75,8.50
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
10.00,10.00,10.00,10.00
5.00,4.95,5.00,4.60
4.90,4.65,4.90,4.53
4.60,4.57,4.70,4.53
4.70,4.60,4.70,4.51
4.70,4.55,4.70,4.55
4.50,4.50,4.60,4.50
4.66,4.50,4.70,4.25
4.51,4.42,4.51,4.00
4.40,4.50,4.50,4.40
4.57,4.45,4.57,4.05
4.30,4.49,4.57,4.30
4.45,4.48,4.50,4.40
4.40,4.45,4.50,4.40
4.50,4.35,4.50,4.25
4.40,4.35,4.40,4.35
4.50,4.45,4.50,4.31
4.25,4.26,4.55,4.25
4.27,4.40,4.40,4.14
4.43,4.30,4.47,4.30
4.40,4.35,4.41,4.25
4.30,4.40,4.45,4.30
4.30,4.39,4.40,4.15
4.41,4.42,4.52,4.37
4.35,4.31,4.40,4.26
4.30,4.50,4.50,4.30
4.38,4.38,4.40,4.38
4.35,4.35,4.36,4.35
4.35,4.38,4.42,4.21
4.38,4.63,4.70,4.15
4.89,4.25,5.25,4.17
4.18,4.60,4.64,3.75
4.48,4.28,4.48,4.00
4.30,3.85,4.30,3.70
3.82,3.79,3.94,3.74
3.87,3.80,3.95,3.35
3.63,3.67,3.83,3.33
3.59,3.28,3.59,3.17
3.23,3.10,3.34,2.95
3.21,3.05,3.25,3.05
3.07,3.23,3.39,3.06
3.37,3.25,3.53,3.25
3.29,3.39,3.47,3.29
3.44,3.32,3.44,3.25
3.33,3.65,3.80,3.25
3.80,4.10,4.20,3.80
3.99,4.02,4.25,3.65
4.17,4.30,4.30,4.02
4.27,4.29,4.34,4.04
4.00,4.32,4.33,4.00
4.32,4.29,4.32,4.09
4.25,4.05,4.31,4.02
4.03,4.08,4.22,4.00
4.24,4.05,4.24,3.90
4.09,4.15,4.15,3.89
4.17,4.20,4.25,4.17
4.17,3.99,4.20,3.92
4.01,4.10,4.20,3.95
4.13,4.02,4.28,3.98
4.08,4.00,4.10,3.95
4.10,4.06,4.10,3.99
4.18,3.86,4.18,3.86
3.89,3.89,4.19,3.89
3.98,3.87,3.98,3.84
4.15,3.83,4.15,3.66
3.90,3.98,4.00,3.85
3.99,3.72,4.02,3.68
3.69,3.80,4.02,3.67
4.03,3.96,4.03,3.71
3.76,3.76,3.90,3.70
3.93,3.70,3.93,3.60
3.65,3.53,3.70,3.42
3.53,3.50,3.90,3.48
3.64,3.50,3.73,3.48
3.46,3.51,3.64,3.40
3.44,3.49,3.61,3.44
3.38,3.59,3.63,3.38
3.55,3.49,3.58,3.38
3.29,3.54,3.57,3.29
3.49,3.51,3.58,3.36
3.50,3.50,3.72,3.45
3.46,3.32,3.54,3.25
3.35,3.26,3.47,3.16
3.49,3.18,3.50,3.18
3.48,3.16,3.49,3.10
3.20,3.45,3.50,3.20
3.45,3.33,3.45,3.21
3.32,3.30,3.37,3.25
3.31,3.23,3.34,3.20
3.24,3.20,3.36,3.10
3.22,3.15,3.40,3.10
3.21,3.00,3.28,2.85
3.05,3.19,3.33,2.95
3.27,3.33,3.49,3.17
3.37,3.40,3.47,3.30
3.45,3.33,3.45,3.10
3.34,3.35,3.41,3.11
3.44,3.53,3.61,3.34
3.67,3.62,3.68,3.41
3.66,3.66,3.68,3.48
3.63,3.64,3.64,3.48
3.40,3.57,3.59,3.40
3.36,3.50,3.58,3.35
3.49,3.30,3.55,3.14
3.46,3.16,3.46,3.10
3.05,3.08,3.32,3.05
3.07,3.10,3.32,3.07
3.15,3.23,3.28,3.15
3.28,3.17,3.30,3.10
3.30,3.13,3.32,3.13
3.18,3.12,3.33,3.12
3.21,3.34,3.34,3.21
3.33,3.32,3.33,3.20
3.33,3.48,3.49,3.18
3.48,3.33,3.59,3.33
3.33,3.47,3.55,3.21
3.38,3.24,3.40,3.16
3.32,3.38,3.40,3.23
3.30,3.25,3.30,3.19
3.30,3.30,3.32,3.18
3.37,3.38,3.38,3.36
3.37,4.40,4.45,3.23
4.71,4.60,4.99,4.40
4.60,5.00,5.50,4.42
4.95,4.77,5.36,4.61
4.38,4.58,4.81,4.35
4.55,4.58,4.65,4.38
4.50,4.21,4.53,4.10
5.85,4.83,5.89,4.67
4.56,4.58,4.79,4.41
4.63,4.98,5.34,4.52
5.48,4.95,5.48,4.94
4.95,4.85,5.10,4.72
4.79,4.80,5.05,4.55
4.83,4.74,4.89,4.60
4.93,4.71,4.93,4.40
4.75,4.65,4.83,4.52
4.53,4.47,4.60,4.35
4.49,4.50,4.57,4.38
4.50,4.72,4.85,4.50
4.74,4.95,5.10,4.55
5.07,4.80,5.07,4.35
5.05,4.18,5.05,3.96
4.08,4.02,4.21,4.01
3.99,4.11,4.17,3.79
4.09,4.17,4.19,3.98
4.06,4.30,4.31,4.06
4.20,4.15,4.25,4.15
4.24,4.10,4.24,4.10
4.78,4.38,5.05,4.33
4.28,4.35,4.68,4.24
4.44,4.51,4.58,4.30
4.46,4.53,4.56,4.30
4.49,4.43,4.49,4.20
4.30,4.31,4.41,4.15
4.34,4.34,4.46,4.31
4.41,4.46,4.61,4.38
4.50,4.48,4.60,4.43
4.52,4.47,4.59,4.44
4.46,4.68,4.75,4.43
4.70,4.69,4.75,4.59
4.74,4.68,4.91,4.55
4.80,4.66,4.80,4.66
4.62,4.63,4.82,4.56
4.66,4.74,4.79,4.51
4.93,4.63,4.93,4.51
4.73,4.74,4.78,4.55
4.71,4.66,4.73,4.64
4.68,4.57,4.78,4.57
4.55,4.62,4.70,4.55
4.59,4.33,4.69,4.32
4.35,4.30,4.53,4.29
4.29,4.15,4.30,4.11
4.35,4.26,4.69,4.20
4.20,4.33,4.37,4.20
4.41,4.35,4.54,4.20
4.41,4.51,4.51,4.31
4.50,4.41,4.50,4.33
4.34,4.38,4.39,4.34
4.34,4.19,4.43,4.06
4.10,3.90,4.17,3.78
3.75,3.78,3.97,3.73
3.85,3.87,4.01,3.84
3.95,3.86,3.96,3.86
3.86,3.80,3.90,3.73
3.72,3.55,3.75,3.49
3.55,3.44,3.59,3.42
3.53,3.46,3.62,3.42
3.40,3.93,4.19,3.25
3.87,3.92,4.03,3.77
3.80,3.67,4.06,3.58
3.72,3.53,3.84,3.53
3.54,3.80,3.87,3.35
3.40,3.85,4.15,3.40
3.98,3.99,4.04,3.95
4.00,3.89,4.00,3.78
3.98,4.00,4.19,3.88
4.04,4.08,4.12,3.99
4.16,4.16,4.19,4.16
4.12,4.17,4.20,4.12
4.17,4.14,4.25,4.14
4.24,4.23,4.53,4.23
4.27,4.13,4.31,4.12
4.16,3.98,4.18,3.92
3.92,3.86,3.95,3.85
3.86,3.92,4.06,3.69
3.95,3.85,3.95,3.80
3.81,3.86,4.00,3.77
3.80,3.94,3.94,3.72
3.83,3.73,3.86,3.70
3.68,3.80,3.88,3.68
3.86,3.67,3.86,3.62
3.68,3.43,3.70,3.30
3.35,3.30,3.37,3.22
3.24,3.19,3.26,3.04
3.16,3.15,3.22,2.95
3.00,2.97,3.11,2.61
2.83,3.03,3.03,2.74
2.88,2.96,2.98,2.88
2.97,2.90,3.00,2.78
2.80,2.79,2.80,2.75
2.90,2.77,3.04,2.65
2.80,2.76,2.80,2.62
2.74,2.72,2.75,2.62
2.69,2.66,2.73,2.60
2.76,2.70,2.83,2.60
2.64,2.66,2.67,2.60
2.75,2.65,2.78,2.60
2.71,2.56,2.71,2.53
2.55,2.45,2.55,2.32
2.39,2.34,2.42,2.16
2.32,2.37,2.38,2.31
2.33,2.32,2.38,2.25
2.28,2.15,2.35,2.10
2.08,1.99,2.24,1.95
1.99,1.95,2.25,1.86
1.86,1.83,2.16,1.77
1.78,1.72,1.85,1.68
1.73,1.65,1.74,1.58
1.70,1.59,1.74,1.55
1.57,1.56,1.64,1.55
1.55,1.58,1.68,1.49
1.58,1.60,1.69,1.48
1.55,1.33,1.75,1.27
1.40,1.31,1.43,1.31
1.30,1.33,1.39,1.29
1.34,1.36,1.63,1.30
1.38,1.31,1.44,1.30
1.38,1.31,1.46,1.28
1.30,1.35,1.35,1.20
1.32,1.32,1.36,1.17
1.29,1.21,1.36,1.17
1.20,1.23,1.34,1.20
1.20,1.18,1.23,1.15
1.20,1.17,1.28,1.15
1.15,1.18,1.22,1.15
1.16,1.25,1.26,1.15
1.23,1.17,1.23,1.17
1.24,1.20,1.28,1.19
1.20,1.08,1.20,1.07
1.10,1.07,1.15,1.03
1.15,1.05,1.15,1.02
1.07,1.09,1.10,0.97
1.12,1.17,1.17,1.06
1.17,1.80,2.14,1.17
1.80,1.73,1.80,1.55
1.73,1.64,1.73,1.60
1.73,1.53,1.87,1.52
1.60,1.76,1.83,1.51
1.75,1.65,1.76,1.54
2.00,1.75,2.37,1.72
1.87,1.71,1.87,1.67
1.78,3.25,3.47,1.71
2.80,2.05,2.87,1.98
1.96,2.22,2.33,1.89
2.12,1.78,2.16,1.65
1.79,1.40,1.80,1.36
1.42,1.39,1.46,1.26
1.50,1.46,1.57,1.37
1.49,1.36,1.49,1.32
1.37,1.24,1.39,1.20
1.19,1.23,1.30,1.14
1.22,1.31,1.37,1.22
1.55,1.64,2.08,1.48
1.64,1.52,1.80,1.47
2.12,2.24,2.68,2.07
2.11,2.03,2.15,1.90
1.87,1.72,1.99,1.69
1.70,1.78,1.88,1.65
1.76,1.56,1.82,1.52
1.53,1.44,1.58,1.40
1.10,1.11,1.16,1.06
1.15,1.09,1.15,1.07
1.11,1.06,1.11,1.00
1.02,1.05,1.06,1.01
1.11,1.02,1.12,1.00
1.05,0.97,1.05,0.80
0.99,0.97,0.99,0.90
0.98,0.96,1.02,0.95
1.00,0.96,1.01,0.90
0.96,0.92,0.99,0.91
0.97,0.90,0.97,0.85
0.90,0.97,0.97,0.90
0.97,0.94,0.98,0.90
0.97,1.02,1.04,0.95
1.05,0.95,1.11,0.93
0.95,0.93,0.98,0.92
0.97,0.95,0.97,0.91
0.98,0.96,0.98,0.91
0.94,0.87,0.97,0.85
0.90,0.83,0.90,0.81
0.83,0.81,0.84,0.80
0.85,0.79,0.85,0.74
0.80,0.77,0.80,0.75
0.79,0.80,0.84,0.75
0.85,0.84,0.85,0.77
0.84,0.80,0.84,0.79
0.85,0.82,0.85,0.78
0.84,0.79,0.84,0.76
0.82,0.84,0.87,0.78
0.85,0.83,0.90,0.83
1.11,0.90,1.14,0.87
0.88,0.86,0.91,0.82
0.87,0.81,0.87,0.78
0.79,0.92,0.94,0.78
0.88,0.83,0.90,0.80
0.83,0.82,0.85,0.78
0.84,0.80,0.84,0.78
0.81,0.78,0.81,0.78
0.91,0.83,0.91,0.81
0.86,0.82,0.86,0.79
0.82,0.79,0.82,0.78
0.80,0.76,0.81,0.74
0.76,0.73,0.76,0.70
0.75,0.74,0.77,0.72
0.77,0.73,0.77,0.72
0.73,0.79,0.82,0.73
0.82,0.77,0.82,0.75
0.76,0.79,0.80,0.76
0.77,0.79,0.82,0.77
0.79,0.79,0.82,0.79
0.81,0.77,0.81,0.76
0.77,0.75,0.79,0.75
0.75,0.73,0.79,0.72
0.73,0.72,0.74,0.70
0.72,0.72,0.73,0.71
0.72,0.71,0.75,0.70
0.72,0.69,0.72,0.63
0.66,0.66,0.70,0.63
0.65,0.64,0.66,0.46
0.76,0.62,0.76,0.60
0.62,0.60,0.62,0.60
0.60,0.59,0.60,0.55
0.59,0.56,0.59,0.55
0.58,0.59,0.61,0.58
0.60,0.56,0.60,0.51
0.56,0.55,0.59,0.52
0.56,0.56,0.59,0.56
0.57,0.65,0.65,0.55
0.66,0.63,0.66,0.58
0.66,0.65,0.67,0.58
0.72,0.69,0.75,0.66
0.70,0.65,0.70,0.64
0.66,0.60,0.66,0.60
0.66,0.61,0.68,0.61
0.64,0.67,0.67,0.60
0.65,0.64,0.65,0.62
0.65,0.63,0.69,0.61
0.61,0.62,0.63,0.61
0.63,0.61,0.65,0.60
0.63,0.64,0.64,0.59
0.62,0.61,0.65,0.61
0.63,0.61,0.63,0.55
0.62,0.61,0.64,0.55
0.64,0.64,0.64,0.60
0.64,0.65,0.69,0.62
0.66,0.63,0.66,0.60
0.63,0.61,0.65,0.61
0.61,0.64,0.64,0.61
0.62,0.64,0.64,0.62
0.62,0.65,0.65,0.62
0.65,0.67,0.67,0.63
0.68,0.66,0.72,0.66
0.68,0.70,0.70,0.66
0.70,0.71,0.72,0.67
0.72,0.72,0.77,0.71
0.73,0.75,0.76,0.71
0.75,0.75,0.77,0.73
0.75,0.74,0.77,0.74
0.76,0.68,0.76,0.65
0.67,0.65,0.70,0.62
0.68,0.62,0.70,0.62
0.63,0.65,0.67,0.63
0.65,0.64,0.67,0.63
0.65,0.62,0.66,0.62
0.63,0.60,0.63,0.56
0.60,0.61,0.63,0.58
0.62,0.63,0.65,0.61
0.63,0.66,0.67,0.63
0.66,0.65,0.66,0.62
0.62,0.63,0.67,0.62
0.63,0.63,0.64,0.61
0.63,0.59,0.63,0.59
0.60,0.61,0.62,0.60
0.61,0.64,0.64,0.60
0.64,0.61,0.64,0.57
0.59,0.60,0.61,0.59
0.58,0.59,0.61,0.58
0.58,0.60,0.60,0.58
0.63,0.58,0.63,0.58
0.58,0.56,0.61,0.56
0.56,0.58,0.61,0.56
0.58,0.58,0.60,0.56
0.56,0.56,0.58,0.56
0.56,0.58,0.58,0.55
0.59,0.57,0.59,0.55
0.59,0.56,0.59,0.55
0.55,0.56,0.57,0.55
0.57,0.56,0.58,0.55
0.56,0.56,0.58,0.56
0.57,0.57,0.59,0.55
0.59,0.70,0.71,0.57
0.70,0.65,0.70,0.65
0.68,0.66,0.68,0.64
0.67,0.65,0.68,0.63
0.63,0.62,0.66,0.62
0.68,0.62,0.68,0.62
0.65,0.62,0.68,0.62
0.68,0.65,0.75,0.64
0.67,0.65,0.67,0.65
0.65,0.64,0.67,0.62
0.67,0.67,0.68,0.65
0.68,0.67,0.70,0.66
0.60,0.58,0.60,0.53
0.58,0.55,0.58,0.50
0.92,0.90,0.95,0.83
0.88,0.82,0.89,0.80
0.84,0.83,0.87,0.82
0.87,0.84,0.88,0.82
0.85,0.85,0.87,0.83
0.81,0.85,0.87,0.81
0.90,0.92,0.95,0.85
0.96,0.99,1.03,0.94
1.03,0.99,1.05,0.93
0.99,0.97,0.99,0.95
0.95,0.95,1.00,0.95
0.95,0.92,0.96,0.86
0.92,0.89,0.92,0.88
0.89,0.89,0.91,0.87
0.89,0.88,0.89,0.86
0.92,0.89,0.92,0.86
0.95,0.90,0.98,0.90
0.91,0.90,0.94,0.89
0.91,0.89,0.91,0.88
0.92,0.90,0.92,0.87
0.85,0.84,0.88,0.84
0.85,0.82,0.85,0.81
0.81,0.82,0.86,0.81
0.82,0.82,0.85,0.81
0.82,0.86,0.86,0.82
0.84,0.84,0.86,0.82
0.85,0.82,0.86,0.82
0.82,0.84,0.85,0.82
0.83,0.83,0.86,0.83
0.82,0.83,0.83,0.82
0.79,0.83,0.84,0.79
0.85,0.82,0.85,0.82
0.82,0.83,0.84,0.81
0.82,0.82,0.84,0.82
0.84,0.82,0.84,0.82
0.85,0.82,0.85,0.82
0.83,0.82,0.83,0.82
0.82,0.82,0.83,0.79
0.81,0.82,0.85,0.81
0.81,0.81,0.82,0.81
0.80,0.82,0.83,0.80
0.81,0.81,0.83,0.81
0.83,0.81,0.84,0.81
0.83,0.81,0.83,0.81
0.81,0.82,0.83,0.81
0.83,0.82,0.83,0.81
0.82,0.83,0.85,0.82
0.83,0.87,0.91,0.83
0.90,0.90,0.93,0.85
0.90,0.97,1.00,0.90
0.95,0.98,1.03,0.95
0.95,0.97,0.99,0.93
0.99,0.98,0.99,0.96
0.95,0.99,1.01,0.95
1.01,1.25,1.26,1.00
1.16,1.11,1.23,1.08
1.16,1.10,1.16,1.06
1.13,1.13,1.15,1.10
1.11,1.21,1.22,1.11
1.25,1.26,1.34,1.21
1.30,1.25,1.30,1.22
0.90,0.94,0.97,0.88
0.95,0.88,0.96,0.88
0.88,0.88,0.89,0.84
0.88,0.87,0.88,0.85
0.86,0.84,0.87,0.84
0.84,0.84,0.85,0.81
0.83,0.84,0.85,0.83
0.86,0.84,0.86,0.84
0.83,0.88,0.89,0.83
0.91,0.91,0.91,0.88
0.92,0.92,0.92,0.90
0.92,0.92,0.92,0.89
0.92,0.94,0.94,0.89
0.94,0.91,0.94,0.89
0.90,0.87,0.91,0.83
0.87,0.85,0.88,0.84
0.86,0.84,0.88,0.84
0.84,0.83,0.85,0.83
0.85,0.81,0.85,0.80
0.83,0.83,0.85,0.81
0.85,0.83,0.88,0.81
0.85,0.82,0.86,0.82
0.82,0.84,0.84,0.81
0.82,0.82,0.83,0.81
0.82,0.84,0.84,0.81
0.81,0.83,0.85,0.81
0.87,0.81,0.87,0.81
0.82,0.84,0.85,0.81
0.85,0.85,0.87,0.84
0.83,0.86,0.87,0.83
0.86,0.87,0.89,0.86
0.89,0.85,0.89,0.85
0.87,0.86,0.89,0.86
0.85,0.87,0.89,0.85
0.89,0.86,0.89,0.85
0.82,0.83,0.86,0.82
0.88,0.83,0.88,0.82
0.84,0.83,0.87,0.83
0.82,0.83,0.86,0.82
0.83,0.84,0.86,0.83
0.85,0.84,0.85,0.82
0.84,0.84,0.84,0.82
0.84,0.84,0.85,0.83
0.82,0.83,0.84,0.82
0.83,0.85,0.85,0.82
0.85,0.90,0.94,0.83
0.92,0.90,0.98,0.88
0.90,0.90,0.94,0.88
0.91,0.84,0.92,0.84
0.84,0.84,0.84,0.82
0.82,0.80,0.82,0.66
0.77,0.78,0.81,0.77
0.74,0.73,0.77,0.58
0.74,0.68,0.74,0.65
0.67,0.72,0.73,0.67
0.73,0.73,0.76,0.71
0.72,0.71,0.76,0.70
0.70,0.69,0.71,0.67
0.75,0.81,0.81,0.72
0.79,0.80,0.80,0.77
0.79,0.80,0.80,0.74
0.80,0.81,0.83,0.77
0.80,0.80,0.82,0.78
0.78,0.82,0.82,0.78
0.80,0.81,0.82,0.79
0.80,0.86,0.86,0.79
0.85,0.84,0.86,0.82
0.83,0.87,0.87,0.82
0.87,0.86,0.87,0.85
0.94,0.90,0.95,0.88
0.90,0.92,0.92,0.90
0.92,0.94,0.94,0.91
0.93,0.91,0.93,0.91
0.91,0.90,0.93,0.88
0.90,0.91,0.92,0.87
0.90,0.93,0.93,0.90
0.92,0.90,0.93,0.89
4.30,4.62,4.81,4.20
