FRT,Federal Realty Investment Trust Common Stock,NASDAQ
99.51,96.21,99.75,95.81
96.82,97.23,98.16,94.84
96.16,96.68,98.50,94.35
97.29,98.57,99.22,96.19
99.34,99.65,100.29,99.14
100.46,103.11,103.38,100.39
103.23,103.68,104.16,102.11
104.12,102.48,104.53,101.66
102.26,103.89,104.69,102.26
103.19,102.21,103.76,101.52
102.93,102.08,102.93,99.66
102.09,102.16,103.27,101.96
102.62,103.47,103.60,102.41
103.29,102.93,103.42,102.17
104.30,104.81,105.29,104.11
104.49,105.16,105.47,104.19
105.23,105.65,106.06,104.34
105.55,105.69,106.22,105.32
105.85,104.90,106.45,104.76
105.21,105.82,106.03,105.07
105.59,105.65,106.29,105.39
105.86,105.90,106.25,105.05
106.10,107.44,107.67,105.44
107.44,104.65,107.44,103.90
104.20,105.51,105.54,104.03
105.13,105.83,105.93,104.24
105.88,105.81,106.20,105.19
106.23,106.17,107.16,105.92
106.29,105.33,106.80,104.97
106.10,106.00,107.29,105.25
105.90,104.58,107.40,104.52
104.13,104.54,104.72,103.82
104.21,103.87,104.80,103.63
103.83,103.51,104.14,103.04
104.00,103.72,104.14,102.97
102.70,104.35,104.92,102.46
104.04,104.10,104.17,103.27
103.52,103.40,103.84,102.32
103.16,103.45,103.81,102.73
102.12,102.36,102.43,100.61
101.98,99.98,101.98,99.80
100.06,98.15,100.31,98.13
98.99,100.37,100.82,98.60
100.27,99.34,100.99,98.98
99.67,99.48,99.75,98.46
99.92,100.33,100.49,99.03
100.39,99.48,100.49,99.24
99.09,99.20,100.13,98.51
99.41,98.41,99.41,97.90
97.73,99.01,99.01,97.65
99.19,97.31,99.48,97.10
97.97,96.99,97.97,95.84
97.28,98.01,98.28,96.75
97.86,97.19,98.77,97.07
97.94,98.48,99.33,97.76
98.91,99.79,99.89,98.43
99.82,99.54,100.32,99.18
99.61,100.06,100.90,98.39
100.25,99.82,100.73,99.39
99.72,100.55,100.80,99.64
101.31,100.58,102.33,100.21
100.58,100.75,101.36,100.28
101.04,105.01,105.13,100.25
104.72,104.40,105.55,104.00
104.32,102.76,104.39,102.58
102.38,102.57,103.53,102.06
102.48,102.03,102.97,101.80
101.94,101.59,102.83,101.04
101.58,102.44,102.60,101.24
102.08,102.29,102.87,101.62
101.71,101.45,102.87,101.03
101.73,103.37,104.76,101.05
102.90,103.51,103.74,102.08
102.99,102.54,103.24,101.76
102.40,102.64,103.27,101.50
102.07,103.13,103.52,101.78
102.89,102.04,103.52,101.90
102.09,101.24,102.75,101.01
101.67,103.96,103.98,101.67
103.39,104.39,104.42,102.83
104.27,104.45,104.77,103.33
105.49,104.02,105.49,103.84
104.79,106.00,106.11,104.51
105.35,106.89,107.08,105.22
107.10,106.53,107.25,105.78
106.55,105.20,106.55,104.87
105.48,106.06,106.60,104.00
105.85,106.34,106.77,105.26
106.20,106.47,106.72,105.70
106.89,107.18,107.49,106.50
107.36,105.86,107.36,105.18
105.71,106.01,106.16,104.81
105.84,105.05,106.31,104.50
104.78,103.60,105.21,103.46
108.82,108.15,111.99,105.69
108.16,108.01,109.22,107.43
107.27,107.08,107.83,106.89
109.40,106.97,109.40,106.63
107.02,105.40,107.71,105.08
105.04,105.03,105.69,102.55
105.17,105.07,105.91,104.47
105.08,104.82,105.08,103.40
104.49,105.64,105.69,102.98
105.97,107.37,107.99,105.89
107.12,107.48,107.91,106.59
107.73,106.66,107.80,106.57
106.81,106.00,106.81,105.52
106.01,105.27,107.08,104.71
105.64,105.98,106.04,104.78
105.87,105.42,106.02,105.04
105.50,104.61,105.60,104.48
104.42,104.39,105.06,104.21
104.90,104.91,105.05,103.85
105.25,103.52,105.26,103.28
103.25,103.14,104.58,102.41
103.01,103.79,104.10,102.78
104.01,103.32,104.24,101.99
103.01,103.80,103.87,102.24
104.34,104.04,104.52,103.48
103.54,103.98,104.13,103.30
104.00,103.72,104.18,103.21
103.57,101.03,103.57,100.83
101.17,100.42,102.06,100.27
100.93,100.30,102.26,99.83
100.76,100.37,100.88,100.25
101.12,101.00,101.38,100.48
101.00,102.70,103.06,99.85
102.35,100.84,102.35,100.19
101.11,101.83,102.00,100.96
102.30,101.72,102.49,101.48
101.78,102.15,102.51,101.67
102.53,101.96,103.12,101.25
101.91,101.69,102.15,100.97
100.78,101.37,101.64,100.70
101.26,101.41,101.70,100.96
101.38,100.90,101.84,100.37
101.13,101.93,102.28,100.97
103.05,103.26,103.58,102.27
103.34,103.97,104.36,101.80
103.71,103.47,103.92,102.07
103.64,103.32,103.67,102.20
103.66,104.78,104.80,103.18
104.39,104.27,104.55,103.68
104.33,105.16,105.39,103.90
105.97,104.72,106.30,104.66
104.77,104.50,105.42,104.39
104.76,103.72,104.82,103.72
104.43,104.94,105.05,104.20
105.40,106.72,106.78,105.40
106.11,107.71,107.74,106.05
107.50,107.08,107.84,106.64
107.11,106.55,107.62,105.77
106.55,108.28,108.33,106.55
111.45,108.16,111.45,107.34
108.56,108.38,109.61,108.15
107.50,109.00,109.63,107.50
108.53,106.22,109.20,105.80
106.45,108.50,108.68,105.88
108.48,110.37,110.59,107.93
110.46,111.70,111.80,110.12
112.02,112.62,112.91,111.85
112.50,113.00,113.18,111.84
112.83,113.26,113.66,112.66
112.12,111.08,113.81,109.63
110.44,110.76,111.46,110.20
111.02,111.43,111.59,110.68
111.61,111.53,111.66,110.58
111.41,111.20,112.45,111.02
111.39,110.48,112.22,109.92
110.85,111.57,111.68,109.90
111.97,110.96,112.24,110.95
111.00,111.49,112.07,110.77
111.95,111.26,111.95,111.00
111.28,110.94,112.00,110.43
110.64,111.31,111.83,110.41
110.85,110.68,111.44,110.02
112.00,112.26,112.37,111.62
112.22,111.24,112.69,110.84
111.21,110.69,111.79,110.03
110.51,110.23,110.82,109.65
110.14,110.11,110.75,109.52
110.41,110.82,110.87,110.15
110.59,111.36,111.81,110.59
111.40,111.03,112.08,110.40
110.63,110.87,111.83,110.63
111.51,110.70,111.94,110.54
110.60,112.06,112.13,110.59
111.40,109.66,112.22,109.22
109.41,111.00,111.06,108.92
111.95,112.93,113.09,111.12
113.31,112.20,113.67,111.60
112.55,113.21,113.59,112.15
113.36,112.54,113.43,112.02
112.21,113.28,113.60,111.83
113.66,113.53,114.55,113.29
114.09,114.72,114.96,112.72
114.94,115.60,115.60,113.79
115.33,114.72,115.48,114.54
114.54,113.83,114.68,113.57
114.39,114.01,115.05,113.67
114.13,114.13,115.13,113.86
114.31,114.65,114.73,113.59
114.59,113.78,114.68,113.43
113.63,112.58,114.30,112.51
112.18,112.07,112.94,111.60
112.89,113.59,113.67,112.27
113.53,114.59,114.62,113.46
114.66,116.12,116.16,114.12
115.39,115.28,115.53,114.38
115.20,115.69,115.76,114.67
115.59,116.01,116.22,114.56
116.15,115.54,116.50,115.23
115.66,116.60,116.63,115.32
116.51,115.93,116.78,115.85
116.32,117.37,117.38,115.80
117.57,116.71,118.07,116.44
116.63,117.54,117.58,116.34
117.88,118.34,118.50,116.25
117.94,118.09,119.07,117.47
117.65,118.28,118.86,117.01
117.86,118.35,118.73,117.49
118.91,119.71,119.90,118.58
119.76,119.66,120.62,119.45
119.75,118.78,119.75,117.09
118.98,118.74,119.61,118.30
118.73,117.98,119.72,117.63
118.20,118.38,118.64,117.51
118.21,118.36,118.64,117.40
118.17,119.98,120.01,117.79
119.75,119.39,120.22,118.96
119.12,118.99,119.90,118.46
119.39,118.89,119.71,118.27
118.75,118.98,119.36,118.48
118.80,119.56,119.80,118.80
119.96,120.22,120.35,119.61
119.98,119.00,120.00,118.83
119.26,119.00,119.50,118.61
119.19,119.52,120.09,118.89
119.93,120.86,121.01,119.58
120.42,120.73,121.20,120.31
120.48,121.42,121.70,120.37
121.50,123.11,123.20,121.21
123.37,122.34,123.37,122.06
121.60,120.23,122.32,119.79
119.84,119.39,120.69,118.55
119.37,119.27,119.65,118.17
118.98,119.13,119.46,118.19
119.14,119.72,119.76,118.46
119.69,118.47,120.29,118.39
118.46,118.98,119.96,118.25
118.96,119.90,120.15,118.71
119.03,120.30,120.34,118.06
120.67,120.67,120.95,119.34
120.55,119.98,121.61,119.88
120.02,119.76,120.53,119.35
119.85,120.40,120.71,119.40
120.55,119.62,120.64,119.27
119.62,121.34,121.35,119.48
121.40,120.92,121.95,120.03
121.21,121.91,122.13,120.31
121.65,121.71,121.91,120.45
121.65,121.38,121.80,120.87
120.96,121.53,121.91,120.96
121.53,122.78,122.83,120.98
122.72,122.82,122.86,121.63
122.58,123.01,123.75,122.51
122.90,123.05,123.69,122.69
123.22,123.36,123.48,122.62
123.50,123.16,123.75,122.64
123.58,123.09,124.22,122.43
122.95,122.72,123.22,122.37
122.77,124.22,124.38,122.77
123.75,123.87,124.12,123.27
124.28,124.33,124.79,124.03
124.21,124.61,124.78,124.02
124.58,124.40,124.96,123.78
124.10,123.25,124.57,122.98
123.34,124.14,124.70,122.72
124.21,123.30,124.21,123.25
123.45,123.34,123.82,122.68
122.01,122.10,123.23,122.01
122.00,122.22,122.71,121.37
122.22,122.77,123.06,121.98
122.25,121.60,122.94,121.40
121.56,121.13,121.73,121.06
121.13,121.42,121.86,120.95
122.63,121.70,123.02,120.58
122.09,123.19,123.44,121.88
123.09,122.81,123.47,122.50
123.25,124.31,124.43,122.96
124.30,123.79,124.79,123.25
123.84,123.70,124.79,123.18
123.75,124.33,124.36,123.12
124.58,125.12,125.17,123.89
124.98,125.80,125.95,124.20
125.99,125.54,126.40,125.30
125.26,124.61,126.28,124.40
124.89,124.06,125.29,123.72
124.31,124.44,124.92,123.98
124.74,124.55,124.74,124.00
124.08,124.25,124.65,123.97
124.40,124.78,124.90,124.08
124.68,124.55,125.33,124.15
124.98,125.11,125.26,124.02
125.02,125.19,126.06,124.75
124.90,125.72,126.00,124.84
125.51,125.65,125.83,124.89
125.33,125.23,125.53,124.88
124.64,123.54,124.79,123.34
123.18,123.67,124.05,123.00
123.24,119.78,123.24,119.15
120.17,119.58,120.70,119.35
119.68,120.59,121.15,119.04
120.99,121.19,122.04,120.54
120.52,119.10,120.71,119.08
119.20,119.39,119.97,118.98
119.26,118.85,119.59,118.36
118.68,118.18,119.36,118.14
118.42,117.50,119.19,117.28
117.47,117.12,117.93,116.50
117.00,118.54,118.73,116.63
117.78,118.59,118.64,117.25
119.02,118.46,119.18,117.62
118.44,118.71,119.51,118.02
118.88,118.57,119.29,117.57
118.92,119.28,119.67,118.13
119.45,119.78,120.16,119.01
119.12,118.28,119.63,118.20
118.33,120.94,120.97,117.86
120.93,121.43,122.48,120.93
121.83,120.96,122.93,120.92
120.98,120.31,121.76,120.16
120.18,122.45,122.84,120.18
121.66,122.55,123.72,120.90
121.55,122.17,122.52,120.16
123.18,122.14,123.18,120.77
122.01,123.57,123.62,121.97
123.46,125.38,125.40,123.40
125.53,126.49,127.09,125.02
127.11,127.70,127.80,126.50
127.49,127.99,128.22,127.22
127.97,129.17,129.33,127.88
129.20,130.09,130.09,128.69
129.83,130.50,130.56,129.06
130.21,131.09,131.09,129.43
133.60,131.80,133.60,130.22
132.57,135.31,135.35,132.35
134.83,135.91,135.97,134.44
136.50,134.92,136.54,134.16
135.20,134.17,135.84,133.98
134.18,132.90,134.49,132.81
132.88,134.72,134.83,132.64
134.95,133.68,135.05,133.63
133.58,131.47,133.89,131.33
131.91,132.18,132.92,131.50
132.24,131.21,132.76,130.82
130.80,131.62,132.31,130.76
132.01,132.13,132.61,131.52
131.96,130.75,132.44,130.62
130.94,130.34,130.94,129.57
130.65,130.67,131.42,130.45
130.68,131.05,132.19,130.68
130.90,130.79,131.30,130.68
131.07,132.95,133.01,130.71
133.26,132.66,134.90,132.41
132.25,131.95,133.24,131.80
131.62,132.53,132.61,130.81
132.53,132.68,133.18,132.11
132.31,132.81,133.08,131.91
132.60,132.39,132.60,131.20
131.99,133.12,134.04,131.99
131.98,133.09,133.52,131.98
132.78,132.56,133.50,131.85
133.28,132.47,133.30,132.15
132.24,131.29,133.20,131.22
131.18,129.69,132.27,129.51
129.28,129.16,130.35,128.10
129.68,132.82,132.86,128.72
133.31,135.21,135.25,133.08
135.22,134.09,135.63,133.61
134.54,136.93,137.06,134.35
136.93,136.39,137.51,135.89
136.41,136.26,137.80,135.90
136.21,136.46,137.09,136.21
136.58,137.18,137.46,136.50
136.51,136.34,137.33,136.01
136.82,133.46,137.77,133.26
134.42,135.74,135.80,133.37
135.24,137.58,137.64,135.02
138.27,139.38,139.55,137.78
139.82,142.30,142.49,138.16
142.30,141.68,142.94,141.10
141.70,141.81,142.71,140.50
141.97,142.65,143.31,141.97
143.01,141.89,143.69,141.22
141.16,143.11,143.50,140.78
143.12,142.98,143.91,142.43
142.99,144.24,144.52,142.25
144.30,143.16,144.87,142.50
142.86,143.12,143.36,141.61
143.58,145.68,146.00,143.32
146.29,145.07,146.70,144.73
144.70,147.88,147.89,143.69
147.40,147.24,148.46,146.53
147.94,146.75,148.31,146.68
146.74,147.40,147.61,145.60
146.73,143.77,147.14,143.63
144.23,143.86,144.33,141.02
143.86,145.52,145.58,142.75
145.10,144.72,145.50,144.16
145.81,147.04,147.14,144.79
146.96,142.30,147.04,141.29
142.54,141.41,143.20,141.24
142.02,142.37,142.46,140.17
143.57,142.24,144.28,140.46
142.76,144.54,144.57,141.75
144.17,143.96,144.42,142.90
143.24,143.58,145.49,143.24
143.44,144.84,145.00,142.15
144.22,142.23,144.50,141.90
141.63,144.24,144.48,141.13
144.40,145.42,145.51,143.58
144.31,143.01,144.44,142.35
142.85,142.53,144.12,141.99
142.70,140.57,143.07,140.51
140.92,142.03,142.54,139.71
142.04,142.67,144.53,141.66
142.42,141.68,143.00,140.73
141.92,140.91,142.26,140.46
141.88,141.85,143.12,140.63
140.19,137.11,140.19,136.60
138.02,138.71,139.07,137.76
138.23,138.02,138.79,137.66
138.41,139.70,140.21,137.91
139.93,141.12,141.97,139.86
140.91,141.72,141.90,139.88
142.53,143.52,144.66,142.01
143.30,143.69,144.53,142.70
142.85,146.70,147.24,142.10
146.02,146.40,148.00,145.78
146.69,149.44,149.61,146.56
149.42,150.27,151.11,148.71
150.17,148.86,150.26,148.74
149.03,145.75,149.54,145.59
145.60,144.93,145.98,144.33
144.86,145.66,146.04,144.83
145.94,148.86,148.92,145.68
148.71,147.21,149.30,146.61
147.20,146.43,147.48,144.89
146.17,148.45,149.03,146.17
148.30,149.20,150.49,148.29
149.05,146.12,149.05,146.07
146.25,146.76,147.06,146.21
146.41,142.84,146.41,142.56
144.15,142.42,145.06,142.00
142.56,141.02,142.86,141.02
141.70,141.23,142.48,141.13
141.34,139.38,141.79,139.26
139.01,139.25,140.28,138.38
138.81,139.02,139.63,137.31
139.27,139.55,140.14,138.80
140.33,140.21,141.23,139.34
140.18,140.45,141.47,139.95
140.04,140.27,140.99,139.74
140.73,140.42,141.44,139.63
140.64,140.44,141.50,140.04
140.20,139.25,140.27,139.00
137.86,136.68,138.83,136.17
136.31,133.67,136.87,132.65
134.20,135.06,136.01,133.65
135.28,134.98,136.60,134.64
134.57,132.50,134.85,132.21
132.48,131.90,133.21,130.99
132.09,134.00,134.40,131.57
135.36,134.03,136.33,133.80
133.74,132.28,134.79,131.67
131.18,133.05,133.48,130.13
134.04,130.98,134.86,130.59
131.24,134.81,134.87,131.24
135.25,136.56,136.74,134.78
135.74,136.59,137.06,135.28
136.57,136.51,137.01,135.88
136.76,135.85,137.41,135.81
135.88,135.02,136.19,134.31
134.50,135.21,136.34,134.39
134.46,134.55,135.35,133.80
134.49,135.58,135.89,134.11
135.13,135.66,136.26,134.66
135.99,134.47,135.99,134.11
134.50,136.45,136.90,134.00
135.92,134.33,135.97,133.91
134.57,132.01,134.67,131.56
131.79,131.43,132.37,131.06
129.82,130.39,131.23,129.13
130.76,130.93,131.57,129.51
130.76,129.42,131.47,129.28
129.44,130.27,131.38,128.81
130.71,131.40,131.94,130.63
131.35,131.48,131.89,130.61
131.13,131.30,131.70,130.49
131.15,132.68,132.80,130.88
133.06,134.06,134.39,131.79
133.66,135.26,135.86,133.19
134.79,133.78,135.00,132.21
133.85,132.74,134.63,132.67
132.50,131.61,133.80,131.29
131.81,130.85,133.14,130.75
130.68,129.40,132.51,129.17
129.50,130.50,131.00,128.06
130.29,127.84,131.58,127.69
128.50,128.09,129.45,127.48
128.48,130.45,130.48,127.74
132.04,130.99,133.22,130.67
130.33,132.59,132.76,129.34
132.99,134.29,134.82,132.54
133.64,134.47,134.69,132.96
134.94,133.37,135.26,132.99
134.06,134.06,135.62,133.52
135.08,134.53,136.05,133.72
134.74,134.25,135.43,133.97
133.92,134.60,135.58,132.98
134.89,136.55,137.00,134.89
136.70,135.90,136.80,135.22
135.64,136.31,136.39,134.47
136.35,135.23,137.00,135.09
135.63,135.55,136.22,135.28
135.59,133.84,135.90,133.22
133.76,134.47,135.21,133.22
134.88,134.03,135.76,133.31
134.14,134.99,135.40,133.59
134.95,136.41,136.56,134.00
135.59,136.56,136.68,135.48
137.65,136.79,138.86,136.70
136.82,139.05,139.08,136.72
139.33,137.41,139.40,137.16
137.73,136.18,138.99,135.92
136.99,135.76,138.36,134.13
135.67,136.61,136.86,134.54
137.16,134.80,137.92,134.38
134.80,135.33,136.24,134.46
135.06,136.03,136.21,134.36
135.72,136.56,137.19,133.82
136.08,137.00,137.05,134.56
137.03,138.16,138.21,136.00
137.99,137.91,138.51,137.24
137.00,136.72,137.94,136.52
136.69,135.81,137.31,135.24
134.85,134.00,136.07,133.92
130.11,127.58,131.87,127.38
130.31,124.96,130.36,124.87
127.23,130.39,130.95,126.02
131.42,133.21,134.70,130.85
132.98,132.70,133.33,131.75
132.49,129.08,132.62,128.91
127.12,126.47,128.81,125.57
127.39,127.66,128.62,126.51
128.63,128.31,129.45,127.90
127.52,126.27,127.83,125.09
127.84,128.15,128.49,126.75
129.30,126.27,129.79,126.02
125.43,126.73,128.19,125.43
126.59,129.36,129.53,126.56
129.73,129.57,129.93,128.89
130.00,131.80,131.88,128.94
131.63,133.87,134.18,131.50
133.59,134.62,136.92,132.80
132.43,134.75,136.22,132.43
134.75,136.08,137.03,134.50
134.85,133.77,135.92,133.54
133.84,134.33,135.25,133.16
134.29,133.61,135.86,132.39
134.12,134.76,135.59,133.23
134.29,133.51,134.69,132.90
133.75,135.19,135.29,132.70
136.00,136.45,136.77,135.15
136.79,135.60,137.21,133.98
134.81,137.52,137.52,134.32
138.52,139.61,139.71,137.92
139.55,138.61,140.01,138.27
138.77,141.26,141.41,138.53
141.49,142.81,143.42,140.37
142.45,142.03,143.64,141.10
141.14,142.05,142.94,140.16
141.68,141.41,142.20,140.83
141.60,139.54,141.80,139.23
139.70,141.55,142.10,139.35
141.56,143.51,143.77,141.55
142.97,145.27,145.30,142.97
144.70,144.86,145.42,144.05
145.53,143.51,145.58,142.11
143.53,144.35,144.77,143.10
143.78,143.00,144.10,142.04
143.07,143.23,143.62,142.11
142.78,143.10,143.85,142.19
143.41,144.01,144.27,141.23
143.12,143.58,143.96,142.39
143.86,143.49,144.40,142.76
143.47,147.40,147.40,142.85
146.78,145.51,146.78,145.12
145.72,145.22,146.12,144.60
140.89,148.32,148.97,140.89
147.06,144.13,147.98,143.49
143.71,142.80,144.89,141.05
142.93,144.29,144.65,142.93
144.48,145.21,145.79,143.65
144.90,143.15,145.78,143.14
143.63,141.93,144.08,141.50
141.66,143.51,143.63,141.16
143.15,144.66,145.96,143.15
144.86,146.37,146.45,143.61
146.30,146.64,147.62,145.90
147.09,147.24,148.30,146.60
147.02,147.11,148.28,146.73
146.11,145.81,146.48,144.34
145.98,146.02,146.72,144.89
145.74,147.90,148.10,145.74
148.40,146.52,148.64,145.89
147.26,147.66,147.81,146.85
146.85,144.01,147.47,143.76
143.95,141.59,144.19,141.34
142.24,144.73,145.26,142.07
144.44,144.29,145.56,143.23
144.44,144.69,145.16,143.51
143.94,144.23,145.42,143.17
144.24,141.68,145.01,141.68
140.29,142.27,142.50,140.11
142.08,144.18,144.22,141.10
144.68,146.00,146.64,144.68
146.59,148.65,149.10,146.09
148.73,148.46,149.30,147.40
148.39,147.24,148.79,146.97
149.14,147.86,149.48,146.97
148.24,147.75,149.34,147.67
148.09,147.67,148.35,146.66
147.51,147.75,148.31,146.92
147.66,149.64,149.67,147.09
150.00,149.96,150.54,149.25
149.03,148.13,149.54,148.02
148.04,146.10,148.78,146.05
145.17,144.86,145.60,143.46
144.86,146.54,147.04,144.16
146.25,147.44,147.55,146.00
145.29,145.03,146.55,144.95
145.72,145.27,146.38,144.60
145.84,146.24,147.10,145.29
147.38,146.41,147.38,145.26
146.65,146.81,148.27,145.74
147.13,147.05,148.49,146.53
146.32,146.74,147.48,144.42
147.25,148.34,149.30,147.12
147.22,145.51,147.83,141.81
146.25,145.72,148.14,144.97
147.48,150.29,151.24,146.75
149.28,148.86,150.53,147.09
148.89,150.15,150.49,148.56
150.05,148.09,150.05,147.08
148.19,147.83,149.42,146.50
148.90,150.83,151.99,148.02
151.00,151.98,153.32,150.26
152.09,150.41,152.93,149.03
150.97,152.34,152.89,149.99
151.53,151.49,152.84,150.14
150.68,150.71,151.37,149.85
149.08,147.24,149.63,145.01
146.12,146.77,148.44,145.06
146.00,146.70,148.70,143.71
144.83,144.82,146.21,144.47
147.09,144.89,148.04,143.66
146.20,148.91,148.97,144.91
149.44,148.19,150.54,147.72
148.34,148.03,151.00,146.43
147.30,146.90,148.15,146.36
148.10,147.62,149.44,147.36
147.48,147.41,149.89,147.15
146.40,146.69,148.04,146.04
147.72,150.43,150.65,147.72
150.61,148.44,150.61,148.38
148.67,148.06,150.15,148.02
149.19,151.31,151.37,149.00
148.90,150.30,150.46,148.84
150.54,150.21,151.49,149.10
150.08,149.65,150.61,148.60
149.25,149.22,149.85,148.51
149.38,149.71,150.24,148.66
150.28,149.66,151.01,149.14
150.32,150.38,151.44,148.91
151.82,152.29,152.33,151.29
152.01,152.98,154.98,151.54
152.05,153.95,154.51,152.05
152.77,154.84,155.56,151.63
155.30,158.96,159.79,154.90
159.15,155.59,159.15,155.47
155.39,154.08,156.54,154.01
154.08,153.72,154.29,153.00
153.71,152.13,154.04,152.03
151.93,152.42,152.57,151.23
152.74,152.98,153.50,151.70
153.46,156.20,156.47,152.81
156.53,155.94,157.00,155.41
155.89,156.05,156.25,154.90
155.39,157.09,157.56,154.99
157.11,156.87,158.09,156.22
156.33,155.74,156.98,155.61
155.43,157.15,157.29,154.80
156.65,155.86,157.20,155.14
156.16,156.11,157.33,155.57
156.24,155.91,156.68,155.51
156.28,155.89,157.14,154.78
156.40,154.70,156.59,153.73
154.44,154.25,155.33,154.01
154.01,155.48,155.78,153.97
155.21,155.74,155.74,154.26
156.09,155.39,156.10,155.20
155.26,153.28,155.92,153.16
152.83,149.75,153.04,149.25
150.46,150.82,151.47,149.34
150.10,152.38,152.59,150.10
153.02,153.46,154.23,152.01
154.05,154.56,155.05,152.93
153.28,153.54,154.72,153.03
152.65,152.08,153.21,150.84
152.72,154.32,154.66,152.43
153.67,154.69,155.04,153.52
154.51,156.80,157.23,153.60
156.16,157.06,157.99,154.28
155.60,157.56,157.57,154.79
157.83,159.46,159.65,157.42
160.41,158.98,160.47,158.48
158.88,155.57,158.88,154.49
155.58,156.56,157.16,154.10
156.22,155.25,156.22,153.51
155.55,156.80,157.01,155.00
156.38,153.01,156.96,152.39
152.60,151.04,152.91,149.68
150.10,150.63,151.22,148.40
151.71,152.61,152.67,150.69
152.71,151.58,153.60,151.45
152.57,153.25,154.09,152.57
153.32,152.39,153.36,151.44
152.38,153.30,153.65,151.81
153.71,153.60,154.61,153.26
153.95,153.19,153.95,152.26
153.25,153.86,154.22,152.54
153.42,154.79,154.79,152.99
155.66,155.70,156.82,154.85
156.30,155.16,156.91,154.13
155.76,155.17,156.29,155.09
155.37,155.81,156.10,154.66
156.01,157.12,157.69,155.84
156.55,157.02,157.86,155.45
157.50,156.70,158.91,154.49
156.81,156.20,156.91,155.62
156.05,157.13,157.80,155.78
156.74,158.77,158.85,156.23
158.50,157.32,158.50,156.49
157.03,156.67,158.30,156.49
156.67,157.09,157.71,156.01
157.32,157.14,157.68,156.52
158.06,157.77,158.91,156.94
153.07,156.80,158.76,152.85
156.01,159.11,159.60,155.78
160.29,162.43,162.49,159.68
163.16,163.98,164.48,163.16
164.34,165.55,165.62,162.77
166.38,165.73,166.89,165.05
166.07,168.22,168.36,165.73
167.44,168.44,168.76,166.91
167.97,166.30,167.97,164.86
167.05,167.81,167.89,166.28
167.90,168.17,168.77,166.50
168.09,166.75,168.09,165.44
166.74,167.61,167.77,166.33
166.78,165.27,167.77,164.70
165.75,166.05,166.20,164.74
165.96,165.95,166.59,165.18
166.00,166.83,166.88,165.07
166.91,166.16,166.91,165.91
165.77,166.47,166.82,164.84
166.40,167.12,167.78,166.33
167.43,167.35,167.93,166.02
167.65,166.65,167.78,166.21
166.78,165.81,166.78,164.36
165.92,168.71,169.28,165.92
168.66,169.70,171.08,168.11
169.95,170.35,170.62,169.51
169.41,167.47,169.80,167.30
167.77,166.57,167.77,165.84
166.93,165.48,166.93,165.48
166.80,164.43,167.12,163.51
164.43,162.44,164.43,161.80
162.61,162.74,163.24,161.03
163.00,162.19,163.40,161.78
162.32,159.83,162.32,159.15
159.74,160.22,161.90,159.74
160.40,159.60,161.00,159.44
159.29,157.28,159.40,156.92
157.51,158.71,158.78,156.45
159.01,158.73,159.60,158.06
158.18,157.84,159.14,157.50
157.58,157.96,158.89,157.33
158.52,157.51,158.85,157.09
157.82,157.89,158.13,156.21
158.06,159.55,159.66,157.74
159.92,159.10,161.25,158.25
160.15,160.65,162.06,159.97
160.92,159.20,161.43,158.25
159.04,159.00,159.39,157.21
158.87,158.07,159.08,157.38
158.51,159.48,161.00,158.48
159.44,160.16,160.17,158.12
159.96,160.83,160.89,159.04
159.98,160.47,160.75,158.97
158.81,154.48,159.39,154.48
154.66,158.06,158.71,154.66
157.09,154.42,157.64,154.03
154.43,154.56,155.33,153.99
154.15,154.96,155.15,153.95
154.24,155.10,155.16,153.73
155.42,156.14,156.48,155.42
156.00,154.20,156.03,154.18
154.14,155.68,155.84,152.16
156.63,158.56,158.62,156.63
157.84,158.90,159.58,156.19
158.69,159.50,160.15,158.35
159.74,158.39,160.15,158.17
158.27,158.80,159.01,157.80
157.61,155.32,158.03,155.06
156.25,153.93,156.59,153.90
152.26,148.08,153.41,147.78
147.97,147.00,148.03,145.73
147.41,144.74,147.84,143.53
144.10,144.70,145.76,143.19
145.63,145.20,147.14,144.33
145.70,145.74,146.87,145.06
145.18,144.20,146.30,143.54
144.18,146.39,146.66,144.02
145.72,148.74,148.79,145.50
148.78,147.25,149.38,147.18
147.25,147.30,148.49,147.20
147.72,147.10,148.59,146.81
147.39,147.76,147.88,146.48
147.50,146.96,147.62,145.71
145.97,147.35,147.79,145.90
148.00,148.10,149.01,146.99
147.53,147.85,148.39,146.93
147.55,146.28,147.55,145.34
146.08,143.15,146.08,142.18
143.49,143.71,144.79,142.81
144.51,145.23,145.38,143.18
144.86,141.88,144.86,141.48
142.10,140.52,142.99,140.10
139.24,137.31,139.24,134.39
137.54,138.24,138.42,136.42
139.73,141.76,141.86,139.04
141.41,142.15,142.49,140.60
139.14,139.04,139.95,136.04
139.37,136.98,139.37,135.25
136.71,137.35,139.73,136.71
136.90,138.98,139.60,135.85
139.16,138.00,140.83,137.12
138.15,138.17,138.85,136.93
138.07,137.36,139.21,137.30
137.32,137.81,138.21,136.81
138.45,138.61,139.30,138.04
138.71,140.74,140.98,138.61
140.08,140.15,140.72,139.07
140.39,140.98,141.91,140.22
140.62,141.17,142.32,140.43
141.15,141.80,142.61,141.03
140.82,140.42,141.67,139.40
139.57,137.22,140.11,136.76
138.01,138.29,140.56,137.60
138.07,139.45,139.75,137.82
