UBT,ProShares Ultra 20+ Year Treasury,NASDAQ
57.94,58.45,59.20,57.21
57.92,56.51,58.30,56.12
55.71,56.72,57.12,55.50
56.84,55.71,56.84,55.69
56.49,56.46,56.96,55.53
57.04,57.64,57.64,56.67
56.88,58.19,58.31,56.65
57.56,58.59,58.59,57.46
58.61,58.48,58.94,58.33
58.48,58.05,58.49,58.00
56.31,54.10,56.31,54.10
55.00,54.95,55.24,54.86
55.22,55.28,55.32,54.94
55.03,54.26,55.06,54.17
55.25,55.46,55.50,54.71
55.80,55.37,56.48,55.18
55.85,55.64,56.16,55.60
56.09,56.50,56.58,56.05
57.06,56.71,57.15,56.70
56.49,55.29,56.49,55.29
56.06,57.16,57.16,56.03
57.19,57.35,57.53,57.19
56.12,56.68,56.77,56.12
55.42,55.26,55.61,55.03
54.70,55.23,55.30,54.63
55.78,55.95,55.96,55.51
55.42,55.07,55.45,54.99
55.40,54.98,55.47,54.81
53.92,55.34,55.34,53.53
54.30,53.31,54.41,53.07
54.14,54.36,54.52,54.12
54.16,53.81,54.16,53.58
53.51,53.79,53.82,53.40
54.41,54.90,54.90,54.41
55.10,54.97,55.50,54.78
54.74,55.13,55.27,54.70
55.42,54.54,55.55,54.54
53.20,52.86,53.36,52.86
53.20,52.90,53.22,52.90
51.89,51.77,52.33,51.60
51.70,51.21,51.70,50.55
50.88,50.33,50.88,50.08
51.00,51.25,51.27,50.82
50.74,50.00,51.19,50.00
50.36,50.77,50.78,50.21
50.72,52.30,52.35,50.72
52.23,52.63,52.63,52.16
53.16,54.05,54.25,52.97
53.42,52.99,53.42,52.88
53.20,53.80,53.86,53.20
54.01,54.04,54.55,53.96
52.60,52.49,52.82,51.70
52.63,52.18,52.81,52.18
51.41,50.81,51.50,50.56
51.74,51.25,51.83,51.13
51.15,51.36,51.90,51.15
50.96,50.86,51.47,50.75
50.93,51.13,51.13,50.58
52.02,51.41,52.19,51.28
51.67,51.73,51.94,51.34
52.58,50.99,52.60,50.98
51.35,51.89,51.89,51.35
51.75,53.22,53.44,49.86
53.25,52.31,53.25,52.17
52.64,52.90,53.24,52.54
53.28,53.60,53.70,53.28
54.11,54.87,54.91,53.97
54.77,55.20,55.39,54.46
54.52,54.61,54.73,54.27
54.33,54.58,54.82,54.32
54.70,54.48,55.00,54.33
54.35,54.24,54.35,53.92
54.36,54.22,54.86,54.19
54.65,54.21,54.65,54.19
53.97,54.10,54.10,53.80
54.49,54.55,54.60,54.34
54.69,54.53,54.81,54.51
54.18,53.85,54.18,53.85
53.14,53.84,53.89,52.91
54.52,53.81,54.52,53.81
53.69,52.89,54.06,52.62
53.40,52.94,53.50,52.94
52.73,54.14,54.14,52.73
54.81,55.25,55.39,54.75
55.48,55.38,55.90,55.38
55.12,54.99,55.12,54.80
56.10,56.18,56.28,56.05
56.46,56.79,57.14,56.46
57.12,56.35,57.12,56.31
56.55,56.72,56.72,56.51
56.37,56.28,56.73,56.28
55.97,56.29,56.29,55.97
56.24,55.74,56.54,55.66
56.23,56.06,56.23,55.54
55.56,54.72,55.56,54.70
55.03,54.80,55.04,54.79
53.62,53.47,54.10,53.45
53.55,53.63,53.63,53.50
53.68,54.46,54.46,53.61
52.47,51.96,52.60,51.87
51.98,51.60,52.02,51.59
51.82,51.92,52.10,51.70
52.30,52.31,52.48,52.21
52.87,52.94,53.35,52.70
53.00,53.17,53.23,52.79
53.45,53.80,53.81,53.42
53.37,53.08,53.37,53.00
52.85,51.18,53.19,51.16
51.00,51.39,51.51,50.77
51.86,52.33,52.49,51.86
52.27,52.60,52.70,52.27
53.32,53.03,53.32,53.03
53.08,53.00,53.08,52.40
52.78,53.07,53.12,52.76
52.52,52.07,52.52,52.03
52.51,52.48,52.66,52.26
51.14,51.41,51.83,51.08
51.18,51.12,51.51,51.12
51.44,51.52,51.70,51.10
51.88,51.66,51.88,51.54
52.44,52.63,52.68,52.30
52.06,52.06,52.31,52.03
51.50,51.52,51.57,51.40
52.01,51.92,52.01,51.92
51.71,51.53,51.74,51.53
51.35,51.99,51.99,51.34
51.39,51.59,51.99,51.39
51.67,51.47,51.67,51.25
52.51,52.93,52.93,52.35
52.73,52.72,52.73,52.72
52.13,51.54,52.13,51.54
51.07,51.17,51.18,51.07
51.11,50.90,51.32,50.90
51.16,51.54,51.66,51.16
51.17,50.83,51.17,50.35
50.62,51.27,51.34,50.62
50.94,51.27,51.38,50.91
51.55,51.65,51.97,51.54
51.92,51.99,51.99,51.82
51.42,51.36,51.45,51.20
52.08,52.24,52.25,51.76
52.89,53.50,53.50,52.84
53.61,54.07,54.11,53.60
53.84,53.60,53.84,53.57
53.12,53.50,53.50,53.12
54.18,53.98,54.18,53.98
53.91,54.56,54.63,53.91
54.60,54.67,54.70,54.60
54.70,54.76,54.85,54.70
55.11,55.81,55.83,55.11
56.36,56.61,56.68,56.17
56.36,55.89,56.65,55.89
56.01,56.06,56.06,55.61
56.49,57.00,57.00,56.36
56.60,56.37,56.62,56.33
57.46,57.48,57.50,57.08
57.28,58.85,58.85,57.10
57.97,57.66,57.99,57.39
57.05,56.62,57.56,56.62
56.14,56.03,56.14,55.95
55.94,56.14,56.55,55.94
55.86,56.39,56.39,55.84
55.86,55.88,55.99,55.51
55.43,55.17,55.43,55.07
55.92,55.91,56.00,55.63
56.00,55.81,56.00,55.65
56.15,56.14,56.54,56.09
56.62,55.69,56.62,55.65
55.66,55.34,55.75,55.05
55.44,55.95,55.95,55.39
56.04,55.73,56.06,55.58
56.41,56.62,56.64,56.39
56.72,57.27,57.27,56.70
57.83,57.86,57.92,57.48
57.73,58.00,58.09,57.17
58.65,58.79,58.90,58.37
57.98,57.02,57.99,57.02
56.92,57.15,57.33,56.92
56.42,56.17,56.49,56.16
55.12,55.50,55.67,55.12
55.39,55.57,55.64,55.39
55.43,55.83,55.89,55.33
56.46,56.69,56.87,56.38
56.31,58.10,58.10,56.26
58.65,58.23,58.65,58.06
57.84,57.34,57.94,57.34
57.23,57.68,57.68,57.22
57.22,56.85,57.22,56.53
56.62,56.70,57.16,56.60
57.00,57.81,57.90,57.00
57.72,58.62,58.73,57.71
58.08,58.39,58.39,57.82
58.18,59.13,59.14,58.18
59.50,59.62,60.17,59.22
59.28,59.20,59.28,58.76
58.32,58.74,58.82,58.06
58.22,57.76,58.22,57.76
57.29,57.13,57.34,56.96
57.39,57.55,57.78,57.26
57.84,58.33,58.59,57.81
58.50,59.05,59.25,58.50
58.92,59.31,59.40,58.82
58.80,58.65,59.22,58.65
59.03,59.90,60.12,59.03
60.63,60.82,60.87,60.18
61.82,60.53,61.82,60.35
60.42,61.15,61.60,60.42
60.44,61.35,61.35,60.44
61.54,60.10,61.54,59.38
60.45,59.98,60.58,59.91
59.56,60.34,60.46,59.55
60.58,60.98,61.05,60.56
60.57,61.27,61.32,60.50
61.66,61.50,62.10,61.50
61.21,60.84,61.39,60.56
60.23,60.76,60.76,60.05
60.72,61.21,61.30,60.50
61.33,62.36,62.54,61.33
61.97,63.29,63.54,61.68
63.37,62.47,63.42,62.38
62.55,63.04,63.22,62.50
62.63,62.48,62.87,62.39
62.58,62.06,63.28,61.76
62.06,61.64,62.20,61.36
61.36,61.11,61.37,60.86
61.77,62.12,62.12,61.68
63.16,63.49,63.77,63.12
64.45,64.45,65.10,64.38
64.25,64.20,64.67,64.02
64.65,63.18,64.65,63.18
63.04,63.49,64.10,63.04
62.63,62.74,62.85,62.26
62.70,62.47,62.83,62.11
63.06,63.20,63.40,62.90
63.40,63.85,63.86,62.87
64.85,65.50,65.59,64.81
65.64,64.87,66.00,64.86
64.62,64.68,65.11,64.51
63.93,63.81,64.50,63.33
63.11,62.19,63.19,62.16
62.55,62.12,62.55,61.30
61.66,62.28,62.65,61.61
62.88,62.23,63.07,62.23
62.05,62.13,62.15,61.80
61.65,61.55,61.79,61.08
61.81,61.80,62.10,61.75
61.83,62.89,63.09,61.62
62.25,62.91,63.34,62.21
63.00,63.06,63.17,62.73
62.80,62.15,62.80,62.15
62.37,63.11,63.11,62.28
63.22,61.61,63.23,61.28
61.61,62.12,62.20,61.59
62.70,62.15,62.84,62.13
62.80,63.27,63.27,62.49
63.68,63.39,63.87,63.26
63.88,64.06,64.45,63.88
64.40,63.98,64.47,63.82
64.09,64.12,64.39,63.88
63.37,63.14,63.60,63.01
62.45,61.84,62.45,61.65
60.99,61.35,61.48,60.93
61.89,62.23,62.55,61.89
63.07,63.55,63.65,63.07
63.46,63.88,63.95,63.24
64.53,63.75,64.53,63.64
64.40,64.47,64.57,64.25
64.26,63.92,64.32,63.88
63.66,63.71,64.10,63.25
63.79,64.32,64.32,63.78
65.31,66.09,66.13,65.14
66.04,65.52,66.04,65.29
66.15,66.20,66.74,66.15
66.21,66.49,66.87,65.81
66.51,66.27,66.68,66.27
65.69,65.34,65.69,65.30
66.42,66.83,66.91,66.34
66.85,66.58,67.00,66.35
67.13,67.09,67.32,66.84
66.36,65.41,66.49,65.23
64.34,65.06,65.50,64.27
64.83,65.83,66.21,64.33
65.96,65.66,66.18,65.66
65.00,65.98,66.11,65.00
66.63,66.02,66.76,66.02
66.10,67.15,67.23,66.10
67.57,67.16,68.11,66.83
67.25,66.94,67.35,66.75
66.98,66.31,66.98,66.15
66.38,66.81,67.01,66.38
67.61,67.87,68.03,66.86
68.40,69.74,70.27,68.40
69.02,68.03,69.02,67.96
68.96,67.75,68.96,67.41
67.30,67.46,67.79,67.01
67.44,68.22,68.35,67.44
68.40,69.17,69.24,67.93
69.21,69.56,69.56,69.01
69.91,69.08,69.91,68.86
69.70,70.20,70.32,69.23
71.42,70.97,71.78,70.90
71.48,70.73,71.66,70.73
70.60,68.73,70.60,68.51
68.30,69.43,69.44,68.07
68.50,67.76,68.65,67.76
68.46,67.25,68.51,66.95
68.53,67.52,68.62,67.26
67.44,67.42,67.61,67.07
66.42,66.53,66.74,66.32
67.10,66.06,67.10,66.06
65.00,64.69,65.25,64.43
65.08,64.86,65.53,64.70
64.87,64.77,65.15,64.54
64.94,64.00,65.02,63.65
64.46,64.27,64.75,64.20
64.88,66.12,66.13,64.45
66.14,66.29,66.57,66.02
66.40,67.15,67.15,66.40
66.82,66.09,66.92,65.95
66.90,67.52,67.61,66.90
67.56,67.55,67.72,67.11
68.61,68.50,68.77,68.31
68.31,67.73,68.64,67.69
68.86,70.41,70.46,68.85
70.05,69.15,70.35,69.05
68.99,69.78,69.90,68.89
69.71,69.77,70.30,69.46
70.44,71.71,71.76,70.44
71.97,71.68,71.97,70.72
71.76,71.32,71.80,71.15
71.81,72.43,72.43,71.65
72.88,73.50,73.73,72.63
73.99,74.27,74.62,73.34
76.77,75.54,81.41,75.15
77.51,74.51,77.51,74.23
73.71,73.81,74.35,72.98
74.48,74.18,74.80,73.64
73.60,73.21,73.80,73.21
73.24,73.19,73.51,72.64
72.47,71.99,72.62,71.31
72.24,72.08,72.76,71.92
72.33,72.21,72.67,72.00
71.85,71.70,72.06,71.40
71.16,71.72,72.10,70.26
72.80,71.83,73.01,71.83
71.56,71.63,72.02,70.94
71.50,71.49,71.67,70.61
72.13,71.83,72.64,71.83
71.39,71.69,71.75,71.39
71.27,70.77,71.32,70.64
71.03,72.35,72.38,71.03
72.41,71.10,72.41,70.85
71.00,71.26,71.33,70.74
71.85,71.06,71.97,71.06
71.12,71.40,71.77,70.90
71.40,72.06,72.15,71.22
72.49,71.65,72.49,71.39
71.90,72.13,72.25,71.77
71.47,71.40,72.21,71.30
72.71,71.95,72.71,71.71
72.10,72.85,72.96,72.10
72.38,72.81,73.09,72.24
73.42,74.06,74.29,73.13
74.73,74.52,75.79,74.52
75.78,75.83,76.89,75.06
76.61,74.94,76.61,74.78
74.49,73.58,74.49,73.38
73.33,74.09,74.09,73.12
74.26,75.10,75.23,74.26
75.41,74.52,75.41,73.69
74.85,76.11,76.47,74.85
77.50,76.84,78.06,76.71
76.98,78.14,78.50,76.98
77.75,78.79,78.79,77.10
79.90,80.95,80.98,79.10
80.19,80.49,81.41,79.76
82.20,82.58,82.60,81.01
81.81,81.10,82.00,80.34
79.74,78.86,79.74,78.21
78.76,80.14,80.30,78.43
79.44,80.27,80.27,79.02
81.00,77.47,81.00,77.02
77.71,78.22,78.22,76.39
78.47,78.54,78.62,78.02
79.25,79.38,79.97,78.96
80.36,79.89,80.89,79.89
80.36,80.79,80.95,79.95
80.96,82.16,82.74,80.92
83.18,84.74,84.87,83.06
86.47,87.50,89.19,85.85
87.00,87.46,88.24,85.60
86.13,84.77,86.13,84.76
84.64,86.90,86.93,84.31
87.02,88.28,88.61,86.93
87.51,87.70,88.87,87.03
90.46,89.20,91.07,89.20
89.51,92.12,92.61,89.20
91.56,89.77,91.69,89.58
91.74,92.14,92.39,91.04
92.29,90.11,92.95,89.43
89.73,89.28,90.95,88.60
90.76,91.69,92.30,90.76
92.23,91.27,92.42,90.99
93.46,91.38,93.64,91.01
92.12,94.47,95.14,92.09
93.95,93.43,94.26,92.80
95.99,97.00,97.00,95.32
95.78,95.93,96.59,94.60
93.66,92.16,93.66,91.50
90.38,92.33,92.35,89.83
90.93,90.07,91.49,89.87
88.49,87.11,88.79,86.32
88.52,86.56,88.52,86.41
85.71,85.39,86.37,84.92
85.44,85.56,85.89,84.41
85.31,84.91,86.36,84.91
85.15,83.49,85.15,83.29
82.73,80.73,82.85,80.30
81.40,81.46,82.49,80.82
81.35,80.80,82.31,80.58
81.72,81.16,83.00,80.50
82.06,82.96,83.24,81.86
82.78,84.93,85.37,82.20
84.92,85.80,86.06,84.39
85.13,83.60,85.90,83.38
84.29,84.90,84.91,83.09
84.48,81.71,84.59,81.60
81.67,81.26,82.38,81.06
81.80,81.41,81.93,81.01
81.40,81.30,81.65,80.46
78.98,77.54,79.01,76.75
79.22,78.84,79.22,78.10
80.42,80.85,81.05,80.29
80.95,82.31,82.51,80.95
83.28,81.85,83.52,81.44
81.41,81.46,82.40,81.07
82.86,83.07,83.34,82.00
83.90,84.33,84.50,83.42
85.54,87.72,87.73,84.50
87.50,86.71,87.73,86.27
87.08,87.85,87.91,87.08
87.99,87.47,88.22,87.09
88.26,89.11,89.25,87.74
89.50,87.72,89.50,87.33
87.32,84.80,87.32,84.49
85.64,86.72,87.03,85.64
86.87,85.99,86.87,85.59
85.92,86.47,86.80,85.46
87.61,88.66,89.01,87.61
88.79,86.98,89.07,86.75
87.85,86.07,87.87,85.45
86.16,87.34,87.38,85.55
87.43,87.30,87.55,85.83
87.29,85.09,87.29,84.70
86.36,85.22,86.47,85.14
85.37,85.46,85.85,85.00
86.31,86.74,88.20,86.31
87.23,86.60,87.43,86.23
86.97,85.76,86.97,85.00
85.70,87.68,88.13,85.39
87.10,86.29,87.10,85.70
86.14,85.31,86.25,85.20
85.20,82.74,85.20,82.52
82.77,83.46,84.15,82.57
83.56,84.32,85.01,83.56
84.54,84.44,85.04,83.54
83.17,82.16,83.98,82.09
80.19,80.17,81.00,79.68
79.60,80.50,80.64,78.60
79.70,78.26,79.70,77.78
78.36,76.73,78.87,76.63
76.70,76.74,76.94,75.25
75.63,73.95,76.18,73.66
75.04,75.83,76.37,74.94
76.76,76.20,78.55,76.00
75.50,72.98,75.50,72.62
72.06,72.97,73.90,71.52
73.69,71.80,74.05,71.62
71.96,72.10,72.85,71.64
72.79,75.01,75.61,72.79
73.50,72.63,74.27,72.48
71.84,71.29,72.89,70.55
71.81,71.52,72.43,71.01
72.80,73.51,73.74,72.45
74.00,73.55,74.00,73.10
74.00,76.09,76.22,74.00
76.00,76.73,76.73,74.96
76.35,76.11,76.75,75.74
76.76,76.52,77.50,76.29
76.12,74.81,76.31,74.33
73.62,72.66,73.67,72.26
71.94,70.43,71.94,69.83
70.98,71.99,72.41,70.98
70.77,70.39,71.49,70.12
70.82,70.15,71.06,70.11
69.77,69.08,69.78,68.80
68.49,67.80,68.69,67.58
69.02,70.67,70.85,68.95
70.45,70.71,72.00,70.42
71.60,70.89,72.06,70.57
71.39,72.05,72.07,70.91
71.48,71.08,71.48,70.13
69.97,70.27,70.27,69.31
71.35,72.13,72.18,71.35
70.75,69.15,70.75,69.00
68.03,68.36,69.43,68.03
68.61,69.16,69.28,68.22
69.00,68.91,69.20,68.25
68.08,67.19,68.08,66.60
67.86,70.67,71.06,67.86
69.97,69.70,71.08,69.59
67.76,67.66,68.60,67.59
68.33,68.21,69.00,68.11
70.39,70.65,71.29,69.50
71.18,71.92,73.50,71.18
72.47,73.29,73.61,72.47
71.28,70.30,71.90,70.30
67.96,68.26,68.64,67.78
67.58,67.79,68.55,67.31
68.09,68.20,68.31,67.79
68.21,69.57,69.88,68.21
69.25,70.54,70.59,69.09
71.14,71.20,71.51,70.91
71.01,70.52,71.33,70.52
70.07,71.40,71.57,70.07
71.82,72.33,72.73,71.63
72.50,74.12,74.23,72.24
74.42,74.55,74.70,74.18
75.55,75.25,75.68,74.60
74.50,74.42,74.70,74.00
73.99,73.79,74.03,73.41
73.77,74.74,75.12,73.77
76.00,76.13,76.35,75.75
76.12,77.32,77.82,76.12
77.02,76.32,77.19,76.11
75.05,75.22,75.40,74.77
75.86,76.49,76.51,75.82
77.45,78.39,78.66,77.06
77.72,76.49,77.72,76.19
78.60,78.84,79.25,78.13
78.83,78.03,80.11,78.03
78.27,77.70,78.27,77.07
77.41,77.91,78.39,77.03
78.90,78.70,79.46,78.50
77.92,77.37,78.32,77.18
76.90,78.96,78.96,76.90
79.74,80.59,80.67,79.63
80.88,81.02,81.21,79.98
81.81,81.19,85.84,80.19
80.38,78.62,80.38,77.08
76.96,75.25,77.25,74.68
75.15,75.41,76.40,75.15
76.92,75.85,77.85,75.85
76.71,75.05,78.75,74.52
75.42,75.87,75.87,74.32
76.28,74.43,76.28,74.16
74.90,75.42,75.42,74.17
75.58,76.45,76.82,75.58
75.51,74.32,75.51,74.20
72.65,74.90,75.18,72.65
74.09,73.96,74.41,73.78
75.12,74.78,75.58,74.75
75.50,75.44,75.72,74.96
75.01,72.21,75.01,72.17
71.97,71.62,72.32,71.42
71.82,73.39,73.39,71.60
74.78,75.80,76.01,74.32
75.08,73.42,75.08,72.83
74.72,75.33,75.75,74.69
74.77,74.63,75.50,74.09
76.31,76.03,77.37,75.69
75.02,74.60,75.02,74.36
75.51,77.37,77.37,75.49
77.00,77.63,77.95,76.76
76.88,77.19,77.32,76.42
77.84,77.51,78.75,77.42
79.78,78.57,80.76,78.32
77.52,76.78,77.89,76.41
76.00,77.19,77.45,75.91
77.03,77.10,77.18,76.80
76.95,75.47,77.04,75.11
75.30,75.55,76.13,75.30
75.74,76.94,77.22,75.74
77.10,77.16,77.16,76.36
77.94,78.51,78.64,77.20
78.56,77.84,78.56,77.58
78.33,77.55,78.38,77.53
78.60,77.57,78.60,76.44
76.59,76.34,76.63,76.15
77.07,78.09,78.15,77.07
77.69,78.07,78.78,77.22
76.85,76.92,77.32,76.57
77.50,77.85,78.00,77.50
78.44,78.03,78.83,78.03
78.04,77.58,78.05,77.25
76.81,75.12,76.81,74.90
75.57,76.09,76.48,75.40
75.36,75.97,75.98,74.99
74.89,74.40,75.08,74.40
74.50,74.71,74.99,74.02
74.00,74.02,74.02,73.52
72.66,71.94,72.66,71.57
70.92,71.00,71.55,70.76
71.26,72.00,72.00,71.26
71.22,71.20,71.27,71.05
71.70,71.77,72.39,71.63
72.44,72.36,72.92,72.34
72.50,72.39,73.03,72.32
72.00,72.80,72.80,71.54
73.22,73.10,73.24,72.83
74.17,74.21,74.67,74.01
74.25,73.67,74.25,73.45
73.56,73.89,73.89,73.56
74.17,73.99,74.50,73.99
74.53,74.60,74.77,74.49
74.44,74.40,74.72,74.31
74.69,75.00,75.00,74.35
74.99,76.90,76.90,74.99
76.38,76.94,77.36,76.38
73.91,72.74,74.23,72.24
72.53,73.92,74.29,72.53
74.20,75.31,76.18,74.20
75.90,75.44,76.25,75.10
74.84,75.45,75.45,74.28
75.31,75.41,75.58,75.28
76.83,78.01,78.46,76.82
76.36,75.03,76.82,74.88
73.87,74.93,75.08,73.87
74.52,74.88,75.95,74.32
75.39,76.43,76.43,75.39
77.00,77.33,77.50,76.83
77.66,77.07,77.71,76.97
76.22,75.59,76.22,75.31
74.67,74.70,74.71,74.13
74.70,74.70,74.70,74.70
75.47,75.59,76.49,75.47
75.16,73.51,75.16,73.37
73.40,72.88,74.04,72.83
73.50,73.26,74.17,72.72
74.98,74.91,75.90,74.75
74.50,74.56,74.59,74.03
75.93,75.95,76.22,75.74
77.76,76.18,77.76,75.56
76.54,76.87,77.05,76.24
75.65,75.23,76.42,75.23
76.12,77.33,78.19,76.01
77.22,78.95,79.75,77.16
78.04,77.72,78.49,77.45
79.59,80.34,80.35,79.43
79.55,79.80,80.50,79.27
81.32,81.61,82.74,80.87
82.07,80.28,82.07,80.08
79.50,79.63,80.12,78.59
80.45,80.45,80.92,80.19
80.65,80.80,80.98,80.04
80.08,80.52,80.52,79.47
80.05,80.73,80.80,79.90
82.40,82.07,83.00,81.48
82.35,81.67,82.35,81.29
83.59,83.74,84.02,83.59
84.15,83.30,85.75,83.25
84.06,84.08,84.08,82.85
83.11,84.35,84.92,82.73
85.62,87.80,88.51,85.62
89.68,87.94,89.68,87.05
87.98,89.38,89.50,87.01
92.00,90.69,92.93,89.86
89.52,88.36,90.07,87.14
87.00,86.00,87.00,85.46
85.24,84.95,85.35,84.22
85.08,86.97,87.01,85.08
87.24,87.29,88.06,86.97
87.29,87.10,87.29,86.79
85.69,87.68,88.01,85.57
89.23,87.29,90.06,87.08
88.40,88.02,88.55,88.02
86.24,86.44,86.77,85.74
87.20,86.95,87.20,86.38
87.18,83.93,87.18,83.91
83.93,84.72,84.72,83.80
84.68,85.29,85.96,84.38
84.33,83.95,84.75,83.05
84.05,84.20,84.20,83.42
86.21,86.12,87.32,86.04
84.99,84.51,85.40,84.48
83.80,83.85,84.05,83.50
84.36,82.40,84.36,82.36
83.18,83.04,83.50,82.89
84.11,83.31,84.11,82.90
82.94,82.92,83.65,82.77
84.07,84.43,84.96,84.07
85.41,84.73,85.41,84.34
84.00,83.12,84.00,83.12
84.30,83.71,84.47,83.23
83.56,85.32,85.37,83.52
87.08,85.11,87.08,84.52
84.78,85.14,85.83,84.78
86.03,87.15,87.15,86.03
85.86,85.36,85.86,84.31
86.07,86.93,86.93,85.61
86.95,86.34,87.44,85.93
86.95,87.12,87.36,86.40
88.80,89.00,89.21,88.52
88.17,87.78,88.17,87.29
89.19,89.81,90.00,89.19
88.99,88.74,89.21,88.05
87.89,88.36,88.92,87.39
87.38,87.31,88.09,86.69
87.10,88.08,88.18,86.93
87.42,87.10,87.49,86.70
87.51,88.27,88.80,87.51
87.63,87.52,87.65,87.00
87.29,87.28,87.66,86.25
87.56,85.25,88.05,85.20
84.15,84.18,84.74,83.63
84.20,83.75,84.37,83.29
83.32,83.13,83.83,83.01
82.81,82.33,82.96,82.13
83.15,83.83,84.12,82.97
83.83,84.62,84.93,83.39
83.70,85.10,85.40,83.70
84.27,83.38,84.71,83.29
85.70,85.37,86.26,85.20
85.40,85.55,86.00,85.10
85.45,87.83,87.83,85.45
87.12,86.90,87.31,86.63
86.86,87.61,87.61,86.80
87.60,87.00,87.60,87.00
87.00,88.25,88.63,87.00
87.01,87.35,87.35,87.01
87.82,89.06,89.25,87.82
89.00,87.73,89.00,87.53
88.19,88.02,88.36,87.73
86.33,85.12,86.58,84.80
85.01,86.14,86.37,85.01
85.30,86.36,86.46,85.30
86.44,86.40,88.08,85.69
85.95,85.53,86.02,85.15
85.84,86.34,86.46,85.69
85.91,86.13,86.27,85.91
86.06,85.82,86.54,85.20
84.90,86.25,86.67,84.90
87.11,86.75,87.82,86.74
86.89,88.25,88.65,86.89
89.81,90.40,90.71,89.81
89.47,89.30,90.10,89.24
89.33,89.90,90.42,89.33
90.14,90.70,90.90,90.14
91.22,91.74,92.50,91.22
93.11,93.20,93.99,92.33
93.99,93.71,93.99,92.74
94.70,93.46,95.10,93.40
93.78,94.01,94.83,93.65
95.88,95.25,96.53,94.82
94.80,93.77,94.80,93.40
92.27,91.89,92.51,91.80
92.36,91.30,92.56,91.06
91.00,91.18,91.58,90.53
89.74,89.33,90.38,88.99
95.00,93.66,95.00,93.07
97.39,98.55,99.11,97.32
98.75,98.85,99.25,98.16
99.00,97.55,99.75,97.25
97.79,97.87,99.37,97.34
101.05,101.18,101.37,98.88
102.85,103.81,104.40,102.81
104.77,103.84,104.77,103.00
104.03,103.64,104.63,102.77
104.36,105.30,105.33,103.64
107.05,104.05,107.05,103.34
100.11,100.01,101.58,99.51
101.01,102.25,102.73,101.01
99.23,99.45,100.08,98.70
98.51,97.74,98.54,97.30
98.41,97.44,98.63,97.05
98.35,98.62,98.90,97.77
97.63,97.75,97.75,97.03
95.89,97.89,97.89,95.70
96.73,98.06,98.85,96.73
99.53,98.15,99.53,97.90
99.35,98.52,99.35,97.60
99.26,100.87,100.87,99.26
99.82,100.46,100.85,99.50
100.80,102.12,102.32,100.74
100.01,99.65,100.98,99.47
99.00,98.84,99.14,96.31
98.12,98.33,98.39,97.42
99.57,99.32,100.58,99.30
98.99,97.25,98.99,97.25
96.91,97.59,98.10,96.50
98.30,99.75,99.75,98.30
99.98,100.13,100.84,99.98
100.00,98.40,100.00,98.40
100.49,100.64,101.21,99.63
100.00,98.26,100.00,98.25
98.25,98.46,98.75,97.65
98.72,98.90,99.01,97.79
99.08,99.30,99.54,98.24
100.47,98.64,100.47,97.60
99.44,99.84,100.62,98.84
99.84,100.03,100.68,99.72
100.12,99.69,100.12,99.08
98.89,98.67,99.39,98.50
99.86,97.48,100.64,97.19
98.90,100.25,100.31,98.87
100.14,99.56,100.19,99.43
99.32,99.61,100.25,99.17
98.49,100.13,100.50,98.49
98.96,98.29,98.96,97.78
98.62,100.00,100.82,98.40
100.44,99.50,100.48,99.45
98.82,96.95,99.65,96.43
96.00,93.81,96.00,93.50
93.89,93.95,94.30,93.45
94.19,91.81,94.19,91.00
91.66,92.09,93.23,91.66
92.08,91.44,92.08,90.55
92.31,92.75,92.75,92.19
92.26,92.25,92.86,92.25
93.13,93.53,93.77,93.13
92.55,94.40,94.40,91.99
95.43,95.79,96.09,95.39
95.86,95.66,95.86,95.33
95.72,96.57,96.94,95.72
97.76,97.90,98.18,96.94
97.75,97.68,98.58,97.68
96.98,98.05,98.38,96.51
97.71,97.08,97.71,95.50
96.82,95.70,97.08,95.70
95.15,93.49,95.15,93.21
93.08,93.02,93.08,92.17
92.07,91.59,92.54,91.34
92.03,91.76,92.03,90.63
90.39,90.31,90.64,89.82
90.11,90.02,91.06,89.71
89.48,90.31,90.34,89.43
91.11,90.83,91.85,90.83
89.49,88.86,90.23,88.33
89.22,89.89,90.05,89.17
88.90,90.11,90.28,88.90
89.96,90.31,90.48,89.85
91.20,90.39,91.20,90.30
91.03,90.88,91.30,90.44
90.61,90.06,90.61,89.56
91.00,90.30,91.00,90.28
89.67,89.17,89.73,89.10
87.25,87.47,87.64,86.46
86.78,86.81,87.20,86.77
87.41,87.78,88.03,87.18
86.76,87.92,88.49,86.53
88.42,88.90,89.44,88.10
87.54,87.40,87.90,87.24
88.12,88.99,88.99,88.08
87.62,87.18,87.71,87.18
87.77,86.49,87.88,86.12
82.95,79.29,82.97,79.00
77.90,76.96,79.54,76.96
77.17,76.13,77.64,75.50
75.02,75.21,76.46,74.64
76.46,75.65,76.94,75.65
76.59,77.34,77.51,76.50
75.90,75.11,76.13,74.74
75.49,74.46,75.60,74.00
74.98,74.84,75.27,74.65
75.64,75.01,75.64,74.54
73.51,74.60,74.72,72.77
75.09,74.51,75.30,74.24
75.28,75.65,75.65,75.03
75.52,76.32,76.53,75.13
73.54,74.01,74.54,73.03
72.08,72.30,72.36,71.02
72.80,73.06,73.81,72.80
72.45,73.15,74.15,72.05
