EDC,Direxion Emerging Markets Bull 3X Shares,NASDAQ
2161.35,2157.15,2191.80,2147.25
2138.40,2143.35,2149.05,2079.96
2202.75,2235.00,2235.90,2178.45
2191.50,2200.50,2238.60,2190.00
2133.90,2022.75,2142.45,1991.40
1949.10,1994.10,2012.40,1909.80
2041.95,2057.85,2072.25,2020.50
2057.25,2034.60,2061.60,1984.20
1983.90,2065.35,2073.00,1949.85
2063.25,2101.50,2104.35,2018.55
2137.80,2101.22,2146.78,2087.70
2028.90,1879.20,2040.00,1864.50
1943.39,1912.80,1960.05,1840.65
1961.10,2010.30,2017.50,1954.80
2019.15,1944.60,2029.35,1935.60
1968.60,1964.55,1986.00,1917.75
1845.60,1710.00,1858.05,1686.75
1605.00,1620.00,1692.00,1565.40
1592.40,1430.91,1637.40,1260.00
1477.20,1452.60,1512.00,1332.66
1711.80,1738.20,1744.80,1681.80
1635.60,1652.40,1726.20,1614.48
1689.00,1705.20,1712.26,1671.00
1705.20,1659.00,1732.80,1655.40
1620.00,1566.60,1623.60,1504.80
1548.00,1522.80,1577.40,1426.80
1571.40,1433.40,1585.20,1414.80
1377.00,1388.40,1415.88,1311.60
1239.00,1190.16,1281.00,1170.00
1144.80,1294.80,1303.80,1140.00
1305.00,1256.70,1330.20,1254.00
1116.00,1224.60,1225.80,1081.92
1263.00,1216.20,1312.80,1204.80
1345.20,1414.80,1429.80,1323.00
nan,1366.80,nan,nan
1306.80,1291.20,1398.00,1290.00
1321.80,1425.60,1427.40,1311.60
1453.20,1407.60,1459.80,1360.80
1326.00,1297.20,1362.00,1254.60
1290.60,1204.80,1296.60,1201.80
1247.40,1274.40,1285.80,1198.20
1298.40,1265.40,1354.19,1249.80
1349.40,1395.00,1401.00,1341.00
1330.80,1413.00,1421.40,1330.80
1470.00,1418.10,1499.40,1410.00
1467.60,1536.60,1549.80,1447.81
1495.20,1545.00,1566.00,1488.00
1565.40,1522.20,1565.40,1485.61
1546.20,1532.40,1563.00,1515.60
1656.00,1602.00,1677.00,1582.80
1609.80,1521.00,1626.60,1510.68
1555.80,1533.00,1555.80,1481.40
1515.60,1447.20,1515.60,1432.80
1471.20,1498.20,1511.40,1426.80
1489.20,1470.00,1507.80,1456.20
1360.20,1287.60,1362.00,1273.20
1306.80,1267.20,1345.80,1254.60
1280.40,1287.00,1295.40,1206.00
nan,1305.00,nan,nan
1411.20,1382.40,1440.00,1338.00
1377.60,1469.40,1469.40,1367.40
1476.00,1493.40,1498.80,1437.00
1494.60,1546.80,1553.40,1490.40
1533.60,1504.20,1555.20,1488.23
1552.80,1557.00,1573.20,1536.00
1519.80,1543.20,1560.00,1511.40
1527.00,1522.80,1531.80,1467.00
1479.00,1388.34,1480.80,1382.40
1421.40,1440.00,1450.80,1396.20
1412.40,1540.20,1548.00,1407.01
1566.60,1494.60,1568.40,1476.00
1570.20,1627.20,1638.00,1569.60
1622.40,1656.00,1669.80,1588.20
1653.60,1689.60,1702.20,1637.40
1724.40,1689.00,1731.00,1663.20
1655.40,1659.60,1690.80,1644.00
1706.40,1661.40,1723.20,1629.00
1624.20,1688.40,1704.00,1612.80
1782.00,1819.80,1833.00,1771.80
1781.40,1791.60,1815.00,1753.20
1794.60,1799.40,1814.10,1759.20
1759.80,1778.40,1785.60,1746.00
1740.60,1771.20,1786.20,1713.00
1811.40,1792.80,1815.00,1782.00
1709.40,1727.10,1760.40,1692.00
1628.40,1567.80,1628.40,1555.80
1518.00,1577.40,1587.60,1512.60
1591.80,1591.50,1614.00,1578.00
1587.60,1636.80,1644.60,1580.40
1690.20,1690.80,1719.00,1672.20
1686.00,1686.60,1713.60,1657.20
1686.00,1648.20,1705.80,1620.00
1635.00,1632.00,1636.80,1594.80
1639.80,1588.20,1662.60,1587.00
1529.40,1530.00,1549.20,1489.80
1480.80,1497.60,1514.40,1434.00
1522.80,1473.00,1538.40,1461.64
1516.80,1557.60,1565.40,1462.80
1531.80,1487.10,1556.40,1485.60
1486.80,1514.40,1530.60,1476.60
1597.20,1666.20,1672.80,1592.40
1668.00,1680.00,1687.20,1645.98
nan,1735.80,nan,nan
1699.20,1660.20,1707.60,1659.60
1699.20,1710.00,1732.20,1690.20
1767.00,1737.60,1767.00,1715.40
1740.60,1756.20,1765.80,1734.60
1845.60,1883.40,1890.00,1845.60
1866.60,1881.00,1918.80,1851.00
1858.80,1891.20,1893.60,1848.00
1847.40,1866.60,1874.40,1837.20
1888.20,1854.60,1893.00,1847.40
1890.00,1935.60,1945.80,1875.00
1947.00,1916.40,1950.00,1885.20
1922.40,1915.80,1959.00,1901.40
1874.40,1887.00,1939.80,1867.80
1956.00,1980.00,1984.80,1950.00
1972.80,1969.80,1996.20,1961.40
1978.80,2014.80,2028.00,1934.40
2017.20,2045.70,2068.80,2015.40
2092.20,2077.20,2107.80,2033.40
2139.00,2167.80,2181.00,2124.60
2160.00,2151.00,2184.00,2121.60
2190.60,2269.80,2284.20,2190.60
2272.20,2262.60,2287.80,2255.40
2289.00,2209.50,2289.00,2172.60
2203.20,2281.80,2296.20,2190.00
2284.80,2281.80,2297.40,2259.00
2221.80,2253.90,2265.00,2181.60
2331.00,2371.80,2398.80,2324.40
2371.80,2362.20,2394.00,2328.05
2398.20,2352.60,2400.00,2304.00
2315.40,2367.00,2367.00,2286.60
2215.20,2145.60,2223.00,2111.40
2178.60,2235.00,2277.00,2178.60
2277.00,2220.60,2304.60,2157.60
2256.00,2231.40,2256.00,2208.00
2307.60,2299.20,2347.80,2295.00
2251.80,2301.00,2307.00,2235.60
2212.80,2179.56,2212.80,2119.20
2239.20,2220.00,2246.40,2188.20
2205.00,2244.00,2244.00,2196.00
2298.60,2314.80,2348.43,2280.00
2374.80,2406.00,2406.00,2359.20
2413.20,2439.60,2443.20,2328.00
2547.00,2602.80,2606.40,2539.20
2580.00,2593.80,2614.80,2566.80
2539.80,2568.00,2572.20,2518.80
2601.00,2476.80,2620.20,2442.01
2503.80,2528.40,2531.40,2419.20
2448.00,2447.40,2452.80,2408.40
2351.40,2273.40,2382.00,2244.00
2322.00,2275.20,2340.60,2269.20
2204.40,2095.80,2208.00,2073.00
2114.40,2121.00,2156.40,2101.21
2248.20,2269.20,2284.80,2238.60
2235.00,2272.20,2278.68,2194.92
2250.00,2254.20,2283.00,2179.20
2083.20,2054.40,2100.00,2032.20
nan,2178.60,nan,nan
2068.80,2050.80,2092.80,2047.80
2052.00,2075.40,2084.28,1990.80
1998.60,2028.00,2073.60,1992.00
2173.20,2193.00,2205.00,2151.00
2224.80,2314.80,2321.40,2215.80
2262.00,2342.40,2355.00,2260.80
2310.00,2334.60,2345.40,2303.40
2418.00,2301.60,2419.80,2297.40
2290.20,2257.80,2305.20,2215.80
2288.40,2231.40,2288.40,2213.40
2238.60,2257.20,2262.00,2211.60
2307.60,2304.60,2338.80,2284.20
2307.60,2314.20,2339.28,2291.40
2273.40,2209.20,2284.20,2197.20
2210.40,2230.80,2235.60,2181.60
2217.00,2235.60,2241.60,2201.40
2232.00,2208.60,2238.00,2191.20
2269.80,2299.80,2328.00,2253.00
2307.00,2328.00,2328.00,2290.80
nan,2317.80,nan,nan
2284.80,2288.40,2308.20,2275.70
2305.20,2299.50,2311.80,2287.80
2345.40,2382.00,2393.40,2345.40
2416.20,2421.00,2436.00,2404.80
2434.80,2478.60,2479.80,2424.00
2544.60,2545.80,2578.80,2533.80
2568.00,2570.40,2577.00,2483.40
2509.80,2547.00,2567.40,2503.26
2525.40,2473.20,2528.41,2455.80
2444.40,2410.20,2461.20,2355.60
2333.40,2337.60,2346.60,2295.60
2410.80,2401.80,2426.40,2382.00
2499.60,2547.00,2548.20,2491.20
2536.80,2484.60,2536.80,2465.40
nan,2499.00,nan,nan
2485.80,2493.00,2508.60,2478.15
2514.60,2433.12,2517.00,2409.60
2382.60,2352.60,2383.80,2286.60
2358.60,2290.20,2372.40,2280.00
2288.40,2337.00,2337.60,2274.61
2301.60,2296.20,2316.60,2247.00
2356.20,2349.00,2376.60,2329.20
2370.00,2324.40,2378.40,2316.84
2301.00,2116.20,2301.00,2100.00
2166.60,2182.20,2197.80,2142.00
2230.20,2322.60,2337.00,2225.40
2311.20,2274.00,2360.40,2271.60
2296.80,2274.00,2305.80,2235.00
2280.60,2269.20,2294.40,2215.20
2250.60,2269.80,2301.60,2245.80
2254.20,2286.00,2286.00,2226.60
2187.01,2133.60,2206.20,2098.80
2046.60,2061.60,2096.40,2017.20
2028.00,2136.60,2148.60,2025.00
2152.80,2116.20,2155.20,2113.20
2113.80,2122.20,2146.80,2100.60
2145.60,2173.80,2187.60,2131.80
2159.40,2199.00,2206.80,2152.20
nan,2234.40,nan,nan
2106.00,2037.00,2146.80,2007.60
2048.40,2034.00,2072.40,1965.60
2026.80,2043.30,2053.20,1987.20
2101.80,2112.60,2124.60,2067.60
2142.00,2158.80,2170.20,2113.20
2191.20,2083.20,2197.80,2074.20
2103.60,2163.60,2178.00,2103.60
2243.39,2292.60,2302.20,2235.00
2309.40,2302.20,2334.00,2238.60
2304.00,2201.40,2314.20,2178.00
2255.40,2283.60,2322.00,2209.80
2292.60,2296.80,2316.00,2254.20
2173.80,2109.00,2174.99,2086.20
2065.80,2154.60,2177.40,2053.20
2140.20,2192.40,2198.40,2113.80
1950.00,2092.80,2122.80,1948.20
2092.20,1970.40,2107.80,1912.80
2048.40,2034.00,2061.60,1998.00
2094.60,2048.40,2101.20,2044.20
2157.60,2156.40,2178.00,2144.40
2140.20,2145.00,2145.00,2109.60
2149.20,2214.60,2233.20,2132.40
2250.00,2293.80,2302.80,2221.20
2289.60,2288.40,2329.20,2272.80
2278.80,2254.20,2298.00,2250.00
2281.20,2322.60,2329.80,2256.00
2385.00,2415.60,2437.20,2380.86
2456.40,2480.40,2492.41,2453.40
2561.40,2590.20,2614.80,2531.40
2631.00,2670.00,2670.00,2610.00
2632.20,2649.96,2691.00,2613.00
2722.80,2681.40,2733.00,2674.20
2697.00,2679.61,2731.80,2636.40
2726.40,2692.20,2728.80,2650.20
2673.00,2599.80,2679.00,2577.00
2529.60,2455.80,2544.00,2436.60
2578.80,2509.80,2589.00,2472.60
2495.40,2528.40,2545.20,2464.80
2530.20,2537.40,2539.20,2482.80
2391.00,2360.40,2392.74,2298.00
2404.20,2446.80,2450.94,2400.00
2605.20,2608.20,2623.20,2577.61
nan,2680.80,nan,nan
2680.80,2626.80,2685.00,2600.40
2643.60,2689.80,2692.80,2605.80
2682.00,2676.60,2682.60,2559.00
2598.61,2613.60,2620.80,2560.20
2613.60,2688.00,2688.00,2604.24
2695.20,2652.00,2723.40,2630.40
2548.20,2487.60,2554.14,2435.40
2460.00,2380.80,2462.40,2328.00
2310.60,2298.84,2363.40,2244.32
2400.60,2380.80,2470.80,2334.60
2385.60,2395.20,2418.00,2338.80
2423.40,2481.60,2482.20,2410.20
2436.60,2321.04,2437.80,2280.00
2262.00,2332.80,2352.00,2222.34
2309.40,2192.40,2319.00,2146.14
2173.80,2176.80,2257.80,2154.00
2138.40,2197.20,2201.40,2113.80
2240.40,2298.60,2310.00,2214.60
2286.60,2260.80,2292.00,2217.60
2240.40,2203.20,2245.20,2167.80
2052.60,2067.00,2082.00,2025.60
2128.20,2124.00,2148.00,2103.60
2090.40,2142.00,2163.60,2086.80
2171.40,2222.40,2226.00,2154.00
nan,2290.20,nan,nan
2412.60,2399.40,2414.40,2340.60
2383.80,2272.56,2406.60,2263.80
2314.20,2333.40,2352.00,2265.60
2260.80,2305.80,2341.80,2255.40
2291.40,2194.56,2296.20,2185.20
2275.80,2242.80,2299.12,2241.00
2220.00,2196.00,2237.40,2176.20
2191.80,2246.40,2266.80,2175.00
2170.80,2101.20,2171.40,2089.20
2128.20,2088.60,2146.20,2071.26
2175.60,2184.60,2206.80,2169.00
2100.00,2044.20,2133.00,2029.80
2005.80,1998.00,2051.40,1950.00
2040.00,2009.40,2043.00,1992.00
1971.60,1997.40,2004.60,1963.80
2021.40,2074.20,2083.20,2008.20
2030.40,2015.40,2073.60,2008.80
1930.80,2005.80,2009.40,1899.00
2046.60,1995.00,2049.00,1983.00
1995.00,2064.60,2077.80,1984.20
2069.40,2146.80,2149.80,2053.80
2161.20,2209.20,2221.20,2127.00
2243.40,2275.80,2281.20,2224.20
nan,2360.40,nan,nan
2377.20,2357.40,2382.00,2332.80
2323.80,2309.40,2338.20,2280.00
2388.60,2407.80,2426.40,2375.40
2322.00,2319.00,2335.20,2251.80
2202.60,2128.20,2214.00,2119.20
2081.40,2063.40,2128.80,2059.80
2122.20,2166.00,2218.20,2105.40
2198.40,2094.36,2205.60,2082.00
2155.20,2137.80,2157.60,2094.00
2074.20,2061.00,2088.00,2017.20
2112.00,2150.40,2155.80,2091.60
2178.60,2165.40,2189.40,2151.60
2201.40,2272.80,2283.60,2181.00
2271.60,2268.00,2285.40,2234.40
2221.20,2253.60,2279.40,2208.00
2295.00,2272.20,2312.40,2251.20
2248.20,2157.00,2250.15,2139.00
2190.60,2160.60,2210.40,2137.80
2109.00,2189.40,2207.40,2092.80
2265.60,2179.80,2269.80,2122.20
2128.80,1981.80,2139.00,1977.00
1976.40,1959.00,1982.40,1856.40
1803.00,1622.40,1817.40,1620.00
1665.00,1585.20,1668.00,1448.40
0.00,1197.60,1440.60,1157.40
1284.00,1396.80,1405.80,1173.60
1273.80,1188.00,1324.20,1188.00
1272.00,1375.20,1423.80,1238.40
1380.00,1376.40,1403.40,1329.65
1437.60,1471.80,1479.00,1437.00
1424.40,1428.60,1462.80,1377.00
1460.40,1458.60,1494.54,1420.80
1303.80,1270.80,1306.80,1200.00
1203.00,1212.00,1308.00,1202.40
1269.60,1208.40,1284.00,1193.40
1252.20,1333.20,1333.80,1215.00
1270.20,1294.20,1314.60,1229.40
1291.80,1216.20,1305.00,1196.40
1221.60,1276.80,1280.40,1159.80
1348.80,1401.60,1401.60,1348.20
1379.40,1407.60,1434.00,1355.41
1486.20,1492.80,1513.20,1460.59
1509.00,1470.60,1549.80,1468.20
nan,1368.00,nan,nan
1236.60,1328.40,1330.80,1233.60
1399.20,1447.20,1449.60,1374.60
1371.00,1351.80,1422.00,1338.60
1287.60,1215.00,1293.60,1200.00
1145.40,1209.00,1209.60,1125.00
1186.80,1212.60,1215.00,1157.40
1186.80,1198.80,1232.40,1111.80
1245.00,1252.80,1254.51,1193.40
1269.00,1260.00,1285.80,1223.40
1126.80,1146.60,1165.80,1110.00
1161.60,1120.80,1184.40,1119.60
1102.80,996.00,1115.40,995.46
855.00,787.20,879.00,771.72
816.60,848.40,852.60,798.12
828.00,884.40,890.40,793.14
975.00,967.80,1020.00,957.00
957.00,882.00,978.00,880.80
954.60,918.60,964.20,880.80
850.20,799.20,876.60,798.60
780.00,732.60,813.60,731.40
707.40,765.00,769.80,673.20
758.40,818.40,822.60,740.40
826.20,900.00,901.80,814.20
917.40,865.80,926.40,850.80
941.40,982.20,987.00,939.00
945.00,985.80,999.60,940.20
1049.40,1068.60,1111.80,1046.40
1041.00,1043.40,1056.00,998.40
1088.40,1101.00,1104.00,1069.20
1068.00,993.00,1074.60,990.00
997.20,1072.80,1084.20,949.80
1051.20,1010.40,1063.80,1003.80
982.80,953.40,984.60,900.60
996.60,1032.00,1033.80,996.60
1068.00,1148.40,1160.40,1068.00
1111.20,1086.00,1122.00,1071.00
1152.60,1145.40,1160.40,1079.40
1297.20,1359.00,1389.60,1264.80
1283.40,1321.20,1342.80,1274.40
1242.00,1171.20,1249.80,1170.60
1034.40,1086.00,1124.40,1025.40
1174.80,1179.00,1188.00,1135.20
1203.00,1218.00,1233.00,1152.00
1188.00,1197.60,1200.60,1140.00
1191.60,1223.40,1232.40,1176.00
1233.60,1268.40,1273.20,1188.00
1122.60,1051.80,1134.60,1043.40
1096.56,1067.16,1102.20,1046.40
1111.08,1141.56,1152.00,1111.08
1118.52,1097.52,1127.04,1077.96
1088.04,1114.56,1133.40,1066.80
1056.84,1032.60,1090.68,1027.32
1043.64,948.00,1051.20,933.60
987.60,958.08,989.04,942.96
880.44,866.64,892.80,835.08
876.36,875.28,890.88,845.52
nan,791.88,nan,nan
791.76,786.60,823.44,784.68
888.00,891.00,896.52,870.84
886.56,882.60,922.32,879.60
1013.16,1047.60,1050.72,997.68
1045.92,1037.28,1074.24,1031.28
1075.92,1029.60,1078.56,1026.36
1083.12,1077.48,1090.92,1055.04
1032.96,1035.72,1056.00,1013.04
1026.96,1048.56,1056.12,1006.44
1000.56,933.96,1008.84,925.32
942.48,989.52,997.32,942.24
904.32,879.12,907.80,862.08
904.20,855.24,916.80,846.84
845.16,817.68,857.76,816.00
865.20,833.76,866.28,826.08
857.64,851.88,872.64,840.96
832.56,785.04,835.32,780.60
846.48,882.48,884.16,845.28
874.80,888.72,890.76,846.00
893.88,924.84,926.52,892.44
nan,935.76,nan,nan
912.00,909.48,919.68,903.72
894.60,864.48,897.48,860.04
875.64,892.68,894.96,873.36
nan,895.32,nan,nan
967.44,975.48,987.60,962.16
949.08,961.92,966.12,939.48
942.48,947.16,954.00,918.00
942.48,914.64,942.48,909.72
935.40,938.40,944.40,922.56
1004.76,999.24,1015.20,993.96
981.84,1003.20,1003.68,974.28
1017.72,1013.64,1021.80,994.80
nan,988.08,nan,nan
1050.96,1040.88,1059.00,1032.00
1058.04,1122.72,1123.32,1052.40
1140.00,1152.84,1156.80,1130.16
1143.00,1152.12,1158.36,1127.16
1166.40,1180.56,1198.44,1160.64
1147.92,1186.68,1187.04,1136.28
1158.96,1227.72,1235.64,1149.48
1253.88,1213.56,1265.88,1198.80
1215.60,1230.00,1243.32,1213.68
1157.16,1177.92,1187.76,1143.60
1222.68,1207.08,1225.92,1184.88
1262.64,1288.08,1302.96,1256.88
1308.72,1298.52,1333.92,1298.16
1351.92,1363.20,1367.76,1327.92
1306.44,1325.88,1328.52,1301.76
1309.68,1335.72,1344.00,1286.04
1362.24,1363.32,1382.52,1348.56
1371.12,1363.92,1374.00,1339.68
1274.52,1273.56,1279.92,1256.88
1335.60,1332.96,1338.72,1306.68
1306.68,1303.68,1317.60,1276.68
1349.16,1312.44,1349.40,1303.80
1297.44,1356.00,1356.00,1285.68
1369.56,1361.40,1377.60,1348.32
1372.92,1344.84,1376.16,1339.44
1350.48,1354.20,1358.64,1337.16
1342.68,1343.76,1353.84,1321.80
1362.60,1384.92,1390.80,1362.48
1327.56,1344.00,1358.76,1311.00
1368.48,1396.20,1400.04,1358.64
1426.32,1397.28,1450.80,1386.00
1410.48,1437.36,1447.08,1408.20
1424.88,1424.76,1436.28,1404.12
1386.48,1352.88,1386.48,1339.56
1248.84,1214.28,1253.16,1200.60
1247.88,1258.68,1262.52,1231.20
1319.88,1337.88,1345.08,1304.28
1338.60,1335.24,1358.88,1328.28
1309.20,1294.44,1314.36,1278.12
1331.40,1396.56,1400.76,1321.20
1376.64,1331.52,1386.00,1322.04
1354.20,1362.60,1366.20,1329.84
1357.80,1358.04,1372.32,1344.96
1325.16,1343.16,1357.92,1317.60
1275.12,1273.56,1280.64,1249.92
1274.40,1281.48,1288.32,1254.60
1242.00,1221.00,1243.08,1204.20
1226.16,1246.92,1252.80,1207.44
1272.84,1315.20,1315.20,1266.60
1314.00,1292.52,1317.12,1290.00
1275.96,1228.92,1281.24,1212.72
1189.92,1222.80,1226.88,1161.48
1258.44,1250.70,1258.80,1223.52
1245.96,1301.40,1316.88,1235.28
1308.00,1275.84,1320.00,1252.92
1213.32,1205.64,1219.56,1186.56
1209.00,1228.44,1241.16,1209.00
1173.24,1173.24,1191.60,1163.40
1163.04,1105.56,1172.04,1096.56
1153.44,1140.24,1163.28,1134.12
1157.52,1228.80,1229.04,1157.52
1207.80,1172.40,1208.04,1164.00
1198.80,1153.92,1202.40,1140.60
1174.92,1195.56,1202.40,1159.20
1164.00,1177.08,1187.64,1158.72
1173.48,1161.72,1197.00,1145.04
1185.72,1186.32,1202.88,1180.92
1120.92,1120.44,1126.80,1080.96
1126.80,1125.36,1146.00,1118.64
1152.00,1155.36,1155.96,1135.44
1145.64,1177.80,1182.00,1140.00
1178.16,1180.80,1189.20,1161.36
1180.44,1174.56,1181.88,1162.44
1175.88,1197.12,1228.32,1170.00
1185.48,1190.52,1195.20,1168.20
1193.40,1166.04,1193.76,1149.12
1146.00,1102.20,1148.40,1097.64
1095.84,1114.56,1118.76,1093.68
1085.04,1062.72,1085.04,1027.44
1003.20,1019.04,1041.48,987.12
1051.20,1031.04,1051.56,1028.40
993.84,992.64,1033.56,990.12
942.00,924.12,945.60,924.00
928.44,900.48,937.08,890.28
885.36,860.88,902.40,859.68
861.24,824.40,865.32,824.40
833.04,804.48,840.12,795.24
817.32,860.64,864.24,814.44
858.60,833.28,875.16,817.20
805.92,816.96,817.68,761.40
823.68,804.24,823.68,780.84
793.68,792.48,804.00,785.88
855.72,859.32,867.48,838.20
809.88,814.68,820.20,799.44
819.00,822.36,835.80,793.80
773.16,758.04,785.76,755.28
762.00,766.68,775.20,751.20
767.04,773.16,780.00,756.00
798.72,840.12,844.08,798.72
894.96,855.96,899.76,847.80
819.00,833.16,837.60,809.40
858.12,797.40,859.08,795.48
832.20,847.44,848.88,820.20
842.16,839.64,865.80,832.20
834.84,856.20,864.00,822.36
868.92,901.20,903.00,862.20
885.00,907.44,914.16,878.76
929.76,953.88,969.36,928.08
952.92,942.36,960.36,915.00
922.44,838.32,925.20,838.32
860.40,847.20,861.24,835.68
809.16,800.28,809.52,787.68
817.32,821.76,830.88,801.84
837.12,837.84,846.00,829.20
814.68,825.60,827.76,797.40
905.52,938.04,938.04,899.40
930.60,933.00,937.44,909.36
959.04,989.40,990.00,952.32
964.20,959.40,974.64,942.84
916.92,905.76,920.88,894.72
894.00,898.56,900.00,880.32
920.40,864.96,923.16,856.68
875.88,879.60,890.88,861.60
829.44,836.16,850.92,814.68
856.80,883.32,886.08,856.20
867.96,877.08,882.12,855.84
895.68,910.20,914.28,864.36
872.52,903.48,912.00,871.08
918.00,929.28,934.08,910.56
895.44,889.08,903.36,879.60
813.60,818.52,832.20,792.00
831.84,806.28,831.84,793.92
826.80,819.48,835.20,806.16
858.60,874.56,879.00,849.60
902.52,950.40,953.52,897.36
929.04,935.64,946.68,929.04
946.32,919.86,957.00,919.86
948.72,921.36,953.04,921.00
891.36,890.64,917.76,872.76
946.56,973.56,977.88,945.00
978.84,989.52,1005.60,978.48
998.40,999.00,1021.92,997.80
989.40,1005.48,1019.04,988.32
1015.92,1021.08,1036.32,1014.48
1006.80,1032.84,1035.96,997.68
1012.92,1007.52,1020.84,988.92
1024.80,1006.20,1027.92,999.96
996.24,1000.80,1007.64,991.32
1007.88,1026.48,1033.20,995.16
1014.36,1013.76,1015.92,996.12
992.76,1009.92,1012.68,987.48
1028.64,1006.56,1040.88,998.40
988.56,1007.88,1014.00,978.72
1001.28,981.84,1001.28,971.88
968.64,982.08,992.28,955.80
966.12,953.64,967.44,949.80
948.12,945.00,957.48,941.76
948.72,931.68,948.72,922.20
912.60,900.60,912.60,895.80
918.12,921.72,935.52,901.92
923.40,909.48,926.04,900.00
896.76,894.48,901.56,882.00
909.96,953.88,962.04,909.96
991.32,1018.80,1020.00,990.24
1002.12,984.48,1011.84,979.20
996.24,1017.00,1023.96,995.04
1034.16,1028.64,1039.92,1016.76
1016.76,1112.76,1121.88,1009.92
1147.08,1148.64,1187.76,1137.72
1135.08,1113.60,1138.92,1105.68
1111.68,1113.84,1123.80,1098.36
1116.12,1112.16,1120.56,1103.40
1075.80,1094.28,1096.20,1056.84
1122.48,1101.48,1124.52,1099.08
1087.44,1098.48,1103.16,1079.88
1104.00,1050.84,1109.16,1048.56
1041.12,1034.88,1044.96,1015.20
1072.92,1086.96,1094.52,1059.96
1075.92,1066.20,1079.40,1055.52
1093.08,1094.88,1124.28,1089.36
1115.16,1099.20,1117.92,1084.80
1101.60,1078.68,1101.60,1075.44
1090.68,1112.04,1113.36,1081.56
1129.68,1111.44,1141.44,1101.12
1071.84,1080.84,1087.08,1067.40
1079.88,1056.60,1080.60,1045.44
1062.96,1038.12,1063.20,1032.48
1074.36,1066.92,1083.84,1066.56
1064.28,1055.76,1080.00,1050.60
1067.16,1077.12,1084.80,1052.76
1097.64,1108.92,1118.52,1097.04
1119.48,1136.88,1143.00,1108.80
1118.04,1127.28,1141.20,1111.68
1104.96,1072.80,1104.96,1064.16
1102.08,1103.76,1114.92,1083.24
1052.64,1037.76,1052.64,1019.16
1064.88,1040.28,1069.92,1039.44
1082.76,1071.96,1088.28,1056.12
1053.48,1048.32,1062.00,1038.00
1057.32,1041.72,1064.40,1034.40
1072.08,1094.52,1098.84,1069.80
1110.60,1073.16,1111.08,1066.92
1073.28,1092.00,1094.28,1068.12
1100.04,1117.92,1127.16,1100.04
1089.96,1063.08,1092.12,1042.20
1062.00,1020.48,1080.00,1020.00
1025.28,1029.24,1053.36,1022.64
1042.44,1039.20,1051.44,1034.76
1001.76,1012.20,1026.36,993.60
1015.92,966.24,1019.28,958.80
970.44,973.44,983.16,958.92
971.28,981.96,985.08,949.20
1011.36,1033.92,1036.92,1010.88
