ABCD,Cambium Learning Group,NASDAQ
1.39,1.39,1.39,1.39
1.29,1.28,1.30,1.28
1.30,1.20,1.30,1.20
1.28,1.34,1.34,1.28
1.38,1.35,1.38,1.29
1.22,1.26,1.26,1.22
1.22,1.24,1.24,1.21
1.25,1.27,1.28,1.25
1.21,1.21,1.21,1.21
1.24,1.29,1.29,1.24
1.29,1.32,1.34,1.29
1.33,1.33,1.33,1.33
1.29,1.32,1.36,1.29
1.32,1.22,1.34,1.21
1.22,1.30,1.31,1.22
1.30,1.23,1.30,1.22
1.26,1.23,1.26,1.23
1.26,1.37,1.37,1.26
1.31,1.33,1.34,1.23
1.32,1.37,1.38,1.24
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
1.37,1.31,1.37,1.31
N/A,N/A,N/A,N/A
1.29,1.31,1.31,1.29
1.32,1.30,1.32,1.30
1.26,1.30,1.30,1.24
N/A,N/A,N/A,N/A
1.36,1.40,1.40,1.36
1.40,1.39,1.40,1.26
1.34,1.28,1.34,1.26
1.28,1.27,1.28,1.27
1.27,1.27,1.27,1.27
1.28,1.23,1.28,1.23
1.22,1.17,1.26,1.17
1.18,1.22,1.22,1.16
1.20,1.22,1.22,1.19
1.25,1.23,1.25,1.23
1.16,1.41,1.65,1.16
1.49,1.48,1.54,1.43
1.44,1.36,1.46,1.25
1.48,1.45,1.48,1.43
N/A,N/A,N/A,N/A
1.41,1.45,1.45,1.36
1.41,1.54,1.59,1.35
1.54,1.57,1.60,1.52
1.65,1.75,1.75,1.61
1.75,1.73,1.85,1.71
1.74,1.74,1.74,1.74
1.83,1.69,1.83,1.50
1.67,1.65,1.75,1.64
1.61,1.56,1.61,1.53
1.52,1.50,1.59,1.48
1.40,1.65,1.65,1.40
1.60,1.56,1.60,1.44
1.51,1.58,1.58,1.45
1.61,1.46,1.61,1.46
1.60,1.46,1.60,1.46
1.47,1.72,1.72,1.46
1.74,1.53,1.74,1.51
1.57,1.49,1.64,1.49
1.50,1.50,1.65,1.49
1.49,1.51,1.52,1.48
1.66,1.62,1.66,1.60
1.62,1.59,1.62,1.56
1.57,1.60,1.63,1.51
1.51,1.59,1.60,1.51
1.62,1.56,1.62,1.51
1.55,1.59,1.61,1.50
1.56,1.54,1.62,1.48
1.51,1.38,1.54,1.37
1.40,1.42,1.49,1.40
1.39,1.50,1.50,1.39
1.47,1.43,1.49,1.38
1.42,1.44,1.48,1.38
1.40,1.38,1.45,1.35
1.40,1.34,1.46,1.34
1.38,1.38,1.38,1.33
1.34,1.45,1.45,1.32
1.42,1.40,1.46,1.38
1.43,1.35,1.43,1.35
1.34,1.36,1.38,1.34
1.39,1.34,1.39,1.25
1.31,1.32,1.36,1.25
1.35,1.35,1.37,1.32
1.35,1.34,1.37,1.34
1.32,1.34,1.35,1.31
1.28,1.31,1.33,1.28
1.31,1.32,1.34,1.31
1.32,1.33,1.36,1.31
1.34,1.32,1.36,1.32
1.31,1.37,1.37,1.28
1.38,1.42,1.46,1.29
1.45,1.32,1.45,1.32
1.34,1.33,1.38,1.32
1.35,1.32,1.36,1.32
1.31,1.31,1.35,1.31
1.31,1.25,1.36,1.25
1.33,1.40,1.42,1.33
1.43,1.34,1.43,1.31
1.34,1.32,1.35,1.32
1.32,1.34,1.45,1.32
1.34,1.33,1.40,1.33
1.35,1.44,1.45,1.33
1.42,1.43,1.50,1.39
1.52,1.47,1.52,1.43
1.45,1.44,1.45,1.40
1.43,1.53,1.53,1.43
1.51,1.45,1.54,1.40
1.43,1.59,1.60,1.43
1.56,1.57,1.57,1.50
1.55,1.56,1.59,1.52
1.56,1.53,1.56,1.51
1.50,1.41,1.55,1.41
1.45,1.47,1.56,1.45
1.49,1.47,1.50,1.42
1.49,1.50,1.56,1.49
1.51,1.50,1.55,1.50
1.50,1.55,1.57,1.50
1.55,1.55,1.57,1.55
1.51,1.55,1.56,1.50
1.55,1.54,1.55,1.52
1.54,1.72,1.75,1.54
1.72,1.73,1.73,1.66
1.73,1.76,1.78,1.70
1.71,1.71,1.77,1.61
1.74,1.74,1.74,1.71
1.77,1.66,1.78,1.66
1.70,1.63,1.80,1.60
1.64,1.68,1.68,1.64
1.63,1.63,1.64,1.63
1.61,1.77,1.82,1.61
1.72,1.71,1.80,1.70
1.69,1.66,1.74,1.66
1.70,1.74,1.76,1.70
1.75,1.78,1.83,1.74
1.80,1.90,1.93,1.72
1.95,1.88,1.95,1.85
1.89,2.15,2.29,1.89
2.17,2.14,2.32,2.10
2.31,2.24,2.31,2.14
2.30,2.30,2.54,2.14
2.27,2.09,2.28,1.98
2.04,2.08,2.26,2.04
1.97,2.02,2.21,1.97
2.08,2.03,2.10,2.03
2.01,1.98,2.15,1.93
2.00,2.00,2.15,1.92
2.12,1.93,2.12,1.93
2.07,2.06,2.07,2.01
2.04,1.92,2.09,1.88
2.02,1.95,2.05,1.84
1.98,1.88,2.06,1.80
2.01,1.81,2.01,1.81
1.79,1.90,2.09,1.75
1.76,1.81,2.05,1.76
1.77,1.73,1.86,1.73
1.70,1.75,1.80,1.59
1.79,1.78,1.79,1.61
1.79,1.79,1.80,1.73
1.78,1.91,1.91,1.77
1.88,1.95,1.98,1.87
1.92,1.93,1.94,1.89
1.87,1.94,1.94,1.77
1.93,1.93,1.93,1.86
1.88,1.86,1.92,1.75
1.93,1.97,1.99,1.89
1.97,1.93,2.00,1.85
1.98,1.93,2.00,1.91
2.00,1.92,2.00,1.91
2.00,1.94,2.00,1.94
1.94,1.95,2.00,1.90
1.96,2.00,2.00,1.95
1.97,2.00,2.05,1.96
1.99,1.96,2.07,1.95
1.99,1.96,2.03,1.96
1.96,1.97,2.03,1.92
2.01,2.04,2.07,2.00
2.00,2.08,2.10,1.98
2.10,2.05,2.10,1.98
2.08,2.07,2.08,2.00
2.08,2.15,2.16,2.07
2.20,2.11,2.20,2.08
2.13,2.14,2.19,2.13
2.17,2.18,2.20,2.12
2.20,2.08,2.20,2.07
2.11,2.05,2.13,2.02
2.12,2.04,2.12,2.00
2.16,2.19,2.19,2.03
2.15,2.18,2.22,2.10
2.20,2.09,2.20,2.08
2.10,2.06,2.11,2.03
2.08,2.08,2.11,2.07
2.11,2.13,2.16,2.10
2.16,2.13,2.16,2.12
2.13,2.18,2.20,2.09
2.20,2.31,2.39,2.18
2.34,2.27,2.38,2.24
2.28,2.17,2.34,2.15
2.15,2.20,2.29,2.15
2.19,2.19,2.20,2.11
2.20,2.22,2.26,2.14
2.17,2.13,2.23,2.11
2.16,2.13,2.21,2.13
2.13,2.17,2.17,2.11
2.15,2.13,2.15,2.08
2.10,2.16,2.18,2.10
2.16,2.15,2.18,2.15
2.19,2.18,2.30,2.16
2.20,2.16,2.20,2.15
2.19,2.17,2.20,2.13
2.20,2.15,2.20,2.13
2.17,2.25,2.33,2.15
2.21,2.24,2.34,2.21
2.33,2.24,2.33,2.23
2.24,2.24,2.25,2.22
2.24,2.23,2.24,2.20
2.22,2.23,2.24,2.22
2.10,2.14,2.20,2.01
2.16,2.17,2.23,2.15
2.14,2.22,2.25,2.13
2.17,2.19,2.24,2.17
2.18,2.20,2.24,2.15
2.20,2.22,2.35,2.19
2.35,2.29,2.40,2.27
2.25,2.31,2.35,2.25
2.33,2.36,2.37,2.28
2.35,2.35,2.35,2.30
2.35,2.30,2.35,2.30
2.26,2.30,2.30,2.26
2.26,2.30,2.35,2.26
2.30,2.21,2.34,2.20
2.33,2.31,2.33,2.23
2.33,2.25,2.34,2.21
2.25,2.24,2.33,2.23
2.25,2.24,2.28,2.22
2.24,2.24,2.24,2.24
2.23,2.17,2.24,2.16
2.20,2.15,2.20,2.08
2.10,2.20,2.20,2.05
2.12,2.17,2.19,2.12
2.09,2.08,2.18,2.08
2.07,2.00,2.08,1.92
1.99,2.00,2.04,1.90
2.00,2.02,2.03,2.00
2.03,2.04,2.10,2.00
2.04,2.06,2.17,1.99
2.02,2.05,2.08,2.02
2.05,2.01,2.17,2.00
1.98,2.00,2.03,1.98
2.00,2.02,2.10,1.97
2.07,2.04,2.07,1.97
2.08,2.00,2.08,1.91
1.95,2.05,2.05,1.95
1.98,2.07,2.08,1.98
2.10,2.12,2.21,1.94
2.15,2.24,2.24,2.08
2.14,2.18,2.20,2.09
2.13,2.07,2.22,2.06
2.12,2.10,2.15,2.10
2.09,2.14,2.15,2.09
2.11,2.04,2.11,2.04
2.05,2.03,2.09,2.00
2.09,2.02,2.09,2.02
1.96,2.00,2.07,1.96
1.99,2.07,2.08,1.99
2.00,2.05,2.06,1.99
2.05,1.89,2.05,1.81
1.86,1.97,1.97,1.86
1.96,1.96,1.96,1.92
1.94,1.87,1.97,1.78
1.89,1.84,1.93,1.83
1.83,1.84,1.88,1.80
1.84,1.95,1.96,1.83
1.93,1.92,2.00,1.85
1.98,1.88,1.98,1.80
1.85,1.85,1.88,1.80
1.88,1.84,1.88,1.79
1.85,1.85,1.85,1.84
1.87,1.95,1.98,1.86
1.98,1.94,1.99,1.93
2.00,1.92,2.25,1.84
1.91,1.92,1.95,1.85
1.97,1.96,1.97,1.96
1.94,1.79,1.97,1.78
1.79,1.84,1.97,1.79
1.78,1.84,1.87,1.75
1.91,1.82,1.93,1.81
1.80,1.83,1.87,1.80
1.82,1.80,1.86,1.73
1.76,1.86,1.89,1.76
1.79,1.78,1.86,1.78
1.85,1.77,1.85,1.77
1.78,1.69,1.79,1.68
1.67,1.68,1.76,1.66
1.69,1.62,1.69,1.60
1.62,1.66,1.67,1.56
1.66,1.65,1.68,1.65
1.65,1.65,1.66,1.63
1.56,1.68,1.68,1.56
1.64,1.66,1.66,1.62
1.61,1.62,1.66,1.61
1.65,1.65,1.67,1.60
1.65,1.56,1.65,1.55
1.56,1.62,1.64,1.56
1.56,1.59,1.60,1.54
1.60,1.58,1.61,1.55
1.53,1.52,1.57,1.52
1.50,1.56,1.61,1.50
1.55,1.56,1.58,1.55
1.52,1.55,1.59,1.50
1.59,1.57,1.64,1.56
1.54,1.50,1.56,1.29
1.49,1.46,1.49,1.46
1.45,1.45,1.48,1.36
1.41,1.48,1.50,1.36
1.46,1.48,1.50,1.45
1.41,1.53,1.54,1.41
1.49,1.54,1.56,1.45
1.49,1.52,1.63,1.43
1.49,1.54,1.54,1.49
1.49,1.52,1.55,1.49
1.55,1.57,1.57,1.55
1.68,1.61,1.68,1.56
N/A,N/A,N/A,N/A
1.56,1.63,1.65,1.55
1.60,1.60,1.72,1.59
1.62,1.61,1.62,1.60
1.65,1.55,1.65,1.51
1.58,1.56,1.58,1.49
1.55,1.53,1.55,1.46
1.55,1.48,1.59,1.48
1.49,1.48,1.50,1.41
N/A,N/A,N/A,N/A
1.50,1.47,1.54,1.41
1.43,1.44,1.44,1.43
1.47,1.46,1.47,1.46
1.40,1.45,1.47,1.40
1.43,1.45,1.46,1.40
1.40,1.47,1.51,1.40
1.48,1.48,1.48,1.48
1.47,1.50,1.50,1.47
1.64,1.51,1.64,1.48
1.49,1.51,1.53,1.49
1.47,1.53,1.55,1.47
1.57,1.50,1.65,1.49
1.51,1.52,1.56,1.50
1.56,1.51,1.56,1.51
1.52,1.51,1.57,1.51
1.47,1.63,1.64,1.47
1.66,1.78,2.10,1.66
1.70,1.85,1.94,1.70
1.80,1.81,1.94,1.80
1.85,1.75,1.96,1.75
1.77,1.76,1.89,1.74
1.74,1.82,1.89,1.74
1.72,1.85,1.86,1.71
N/A,N/A,N/A,N/A
1.84,1.79,1.87,1.79
1.86,1.76,1.86,1.70
1.77,1.72,1.77,1.70
N/A,N/A,N/A,N/A
1.74,1.80,1.81,1.74
N/A,N/A,N/A,N/A
1.70,1.70,1.76,1.67
N/A,N/A,N/A,N/A
1.70,1.69,1.75,1.62
1.67,1.65,1.70,1.61
1.66,1.69,1.72,1.66
1.61,1.65,1.69,1.61
1.61,1.65,1.65,1.60
1.65,1.66,1.70,1.65
1.61,1.62,1.62,1.61
1.64,1.59,1.67,1.52
1.57,1.57,1.65,1.52
1.59,1.54,1.60,1.51
1.60,1.61,1.61,1.60
1.60,1.53,1.60,1.52
1.54,1.65,1.66,1.54
1.74,1.67,1.75,1.67
1.66,1.66,1.74,1.65
1.66,1.69,1.70,1.65
1.66,1.66,1.68,1.66
1.64,1.66,1.66,1.64
1.65,1.66,1.69,1.65
1.66,1.66,1.84,1.65
1.78,1.76,1.78,1.76
1.65,1.77,1.85,1.65
1.73,1.73,1.75,1.67
1.81,1.75,1.84,1.72
1.75,1.79,1.79,1.74
1.74,1.75,1.75,1.74
1.78,1.77,1.79,1.73
1.79,1.75,1.80,1.75
1.77,1.83,1.84,1.77
1.80,1.80,1.83,1.78
1.84,1.80,1.85,1.80
1.84,2.10,2.10,1.84
2.11,2.29,2.41,2.11
2.30,2.30,2.36,2.21
2.36,2.42,2.48,2.31
2.50,2.54,2.61,2.46
2.60,2.55,2.60,2.53
2.55,2.54,2.55,2.45
2.52,2.52,2.59,2.33
2.59,2.51,2.61,2.46
2.51,2.65,2.71,2.51
2.72,2.69,2.73,2.65
2.67,2.55,2.70,2.41
2.59,2.68,2.70,2.51
2.70,2.62,2.73,2.59
2.62,2.55,2.65,2.51
2.56,2.59,2.64,2.53
2.56,2.58,2.59,2.52
2.59,2.58,2.59,2.51
2.52,2.58,2.59,2.51
2.51,2.54,2.59,2.51
2.57,2.64,2.65,2.55
2.70,2.65,2.74,2.59
2.68,2.66,2.70,2.65
2.65,2.65,2.73,2.64
2.70,2.72,2.72,2.70
2.66,2.64,2.69,2.61
2.71,2.69,2.71,2.63
2.67,2.67,2.67,2.67
2.67,2.75,2.77,2.67
2.75,2.73,2.75,2.63
2.77,2.74,2.78,2.71
2.78,2.84,2.85,2.75
2.85,2.95,3.11,2.85
2.97,3.02,3.17,2.97
3.00,3.00,3.03,2.96
3.09,2.96,3.09,2.95
2.97,3.01,3.03,2.97
3.02,3.00,3.03,2.95
3.03,3.00,3.03,2.91
3.03,2.98,3.03,2.94
2.98,3.05,3.11,2.96
3.10,3.17,3.20,3.05
3.17,3.11,3.25,3.07
3.16,3.21,3.25,3.12
3.25,3.20,3.30,3.20
3.24,3.20,3.24,3.12
3.21,3.22,3.30,3.20
3.19,3.19,3.27,2.97
3.20,3.17,3.20,3.10
3.13,3.16,3.40,3.13
3.17,3.20,3.22,3.14
3.24,3.19,3.24,3.16
3.23,3.14,3.23,3.14
3.15,3.07,3.16,3.01
3.04,2.98,3.07,2.97
3.06,3.09,3.09,3.02
3.05,3.04,3.07,2.97
3.05,2.99,3.05,2.85
2.97,2.99,3.03,2.90
2.96,3.00,3.03,2.85
2.96,2.99,3.04,2.96
2.98,3.00,3.02,2.93
3.12,3.15,3.25,3.11
3.20,3.10,3.22,3.05
3.13,3.00,3.13,3.00
3.08,3.00,3.08,3.00
3.00,3.10,3.15,2.97
3.07,3.03,3.20,3.03
3.00,3.07,3.08,2.99
3.04,3.00,3.04,2.95
2.98,2.95,3.02,2.89
2.91,2.95,3.05,2.91
2.95,2.96,3.11,2.92
3.00,2.96,3.00,2.95
2.98,2.98,3.04,2.95
2.97,2.98,3.01,2.97
3.06,2.97,3.07,2.95
3.00,2.98,3.02,2.96
2.98,2.97,3.00,2.95
3.06,2.99,3.06,2.94
2.95,3.00,3.08,2.93
3.18,3.33,3.34,3.10
3.37,3.78,3.81,3.37
3.73,3.65,3.78,3.60
3.69,3.73,3.97,3.61
3.81,3.79,3.86,3.75
3.81,3.84,3.95,3.81
3.88,3.84,3.89,3.69
3.81,3.74,3.85,3.74
3.69,3.84,3.84,3.69
3.83,4.22,4.22,3.80
4.35,4.04,4.45,3.79
4.06,4.00,4.08,3.97
4.06,4.13,4.23,3.95
4.14,4.11,4.15,4.05
4.15,4.20,4.25,4.14
4.15,4.27,4.29,4.15
4.27,4.27,4.28,4.25
4.25,4.30,4.36,4.23
4.29,4.25,4.31,4.25
4.27,4.28,4.30,4.20
4.25,4.24,4.30,4.11
4.26,4.21,4.27,4.12
4.24,4.19,4.25,4.13
4.17,4.24,4.30,4.17
4.25,4.16,4.25,4.12
4.16,4.18,4.22,4.15
4.16,4.24,4.25,4.16
4.24,4.21,4.32,4.16
4.24,4.23,4.29,4.17
4.23,4.08,4.28,4.07
4.05,4.21,4.25,3.93
4.25,4.27,4.34,4.21
4.26,4.26,4.28,4.20
4.27,4.18,4.27,4.15
4.18,4.55,4.57,4.07
4.75,4.66,4.82,4.57
4.72,4.71,4.85,4.66
4.77,4.73,4.89,4.68
4.79,4.77,4.85,4.72
4.80,4.84,4.94,4.79
4.96,4.95,5.00,4.86
4.98,4.84,5.11,4.83
4.91,4.88,5.11,4.87
4.90,5.03,5.05,4.90
5.07,4.98,5.07,4.93
5.01,5.05,5.10,4.97
5.06,5.07,5.23,5.02
5.10,5.02,5.10,4.97
4.98,4.92,5.07,4.86
4.86,4.83,4.91,4.76
4.83,4.90,4.92,4.76
4.89,4.77,4.89,4.75
4.75,4.58,4.84,4.55
4.59,4.70,4.74,4.56
4.68,4.90,4.91,4.68
4.88,4.78,5.00,4.76
4.80,4.80,4.90,4.76
4.80,4.68,4.81,4.52
4.66,4.37,4.66,4.35
4.38,4.23,4.56,4.20
4.22,4.34,4.38,4.18
4.24,4.29,4.31,4.15
4.18,4.57,4.89,4.18
4.54,4.45,4.72,4.38
4.40,4.70,4.74,4.40
4.72,4.65,4.78,4.62
4.66,4.67,4.78,4.55
4.71,4.67,4.86,4.63
4.60,4.64,4.85,4.56
4.45,4.67,4.85,4.40
4.74,4.85,4.99,4.61
4.99,4.96,4.99,4.88
4.98,5.15,5.32,4.90
5.15,5.28,5.45,5.04
5.34,5.21,5.40,5.06
5.11,5.00,5.15,4.89
4.97,5.09,5.16,4.72
5.14,5.15,5.25,5.11
4.99,5.09,5.15,4.85
5.10,5.13,5.20,5.03
5.19,4.99,5.19,4.93
4.98,4.89,5.04,4.85
4.85,5.00,5.06,4.85
5.01,4.93,5.01,4.88
4.91,4.96,5.00,4.89
4.93,4.92,4.96,4.85
4.91,4.98,5.03,4.90
4.90,5.05,5.09,4.90
4.99,4.90,5.12,4.86
4.86,4.81,4.91,4.67
4.81,4.91,4.94,4.78
4.89,4.91,4.95,4.78
4.91,4.79,4.95,4.78
4.80,4.69,4.85,4.66
4.72,4.59,4.72,4.50
4.59,4.77,4.83,4.56
4.82,4.75,4.82,4.61
4.75,4.80,4.80,4.66
4.82,4.85,4.99,4.79
4.85,4.80,4.90,4.76
4.77,4.85,4.94,4.77
4.85,4.80,4.85,4.68
4.79,4.84,4.84,4.78
4.84,4.83,4.84,4.76
4.82,4.74,4.84,4.70
4.76,4.75,4.83,4.68
4.71,4.85,4.86,4.60
4.84,4.87,4.90,4.72
4.85,5.02,5.07,4.85
5.02,5.02,5.04,4.99
5.02,4.90,5.02,4.85
4.90,4.95,4.96,4.84
4.95,4.99,5.00,4.92
4.97,4.82,5.00,4.65
4.77,4.66,4.89,4.66
4.63,4.84,4.85,4.63
4.84,4.82,4.86,4.79
4.84,4.81,4.84,4.60
4.84,5.04,5.05,4.77
5.05,5.15,5.16,4.94
5.15,5.31,5.31,5.10
5.35,5.33,5.50,5.31
5.28,5.39,5.40,5.19
5.44,5.07,5.44,5.01
5.02,5.10,5.10,5.01
5.05,5.14,5.22,4.99
5.07,5.41,5.97,5.07
5.40,5.28,5.52,5.19
5.30,5.38,5.40,5.19
5.35,5.28,5.35,5.23
5.26,5.20,5.26,5.01
5.19,5.09,5.24,4.97
5.13,5.19,5.21,5.07
5.19,5.19,5.21,5.14
5.14,5.05,5.14,4.92
5.04,5.11,5.27,5.00
5.14,5.05,5.16,5.01
5.06,5.19,5.22,5.06
5.20,5.19,5.21,5.13
5.20,5.06,5.29,5.04
5.06,5.10,5.14,5.00
5.09,5.10,5.14,5.02
5.15,5.08,5.15,5.04
5.02,5.08,5.10,5.02
5.07,4.99,5.07,4.95
5.03,4.99,5.05,4.98
4.95,4.97,5.15,4.75
4.95,4.94,5.11,4.90
4.97,5.01,5.09,4.95
5.05,5.06,5.09,4.99
5.09,4.98,5.09,4.96
4.95,5.11,5.17,4.81
5.13,5.15,5.16,5.11
5.16,5.17,5.19,5.11
5.18,5.13,5.44,5.05
5.14,5.06,5.14,5.02
5.05,5.07,5.14,4.86
5.05,5.07,5.14,5.03
5.06,5.02,5.06,5.01
5.03,4.85,5.09,4.85
4.88,4.83,4.95,4.76
4.85,5.04,5.05,4.84
4.92,4.91,5.06,4.87
4.85,4.78,5.03,4.77
4.80,4.69,4.82,4.67
4.68,4.62,4.70,4.53
4.62,4.68,4.78,4.51
4.65,4.54,4.71,4.45
4.55,4.54,4.62,4.47
4.41,4.44,4.51,4.25
4.48,4.28,4.54,4.14
4.20,4.19,4.23,3.92
4.16,4.30,4.44,4.03
4.30,4.58,4.61,4.11
4.57,4.49,4.68,4.46
4.51,4.62,4.66,4.45
4.62,4.42,4.67,4.40
4.46,4.38,4.49,4.36
4.40,4.50,4.54,4.37
4.47,4.53,4.57,4.41
4.47,4.39,4.57,4.39
4.41,4.49,4.51,4.13
4.47,4.39,4.50,4.36
4.33,4.16,4.49,4.15
4.13,3.87,4.22,3.81
3.84,3.80,4.07,3.77
3.84,3.68,3.89,3.67
3.61,3.67,3.78,3.43
3.68,3.90,3.94,3.68
3.93,3.90,4.05,3.87
3.91,4.03,4.06,3.87
4.02,3.97,4.14,3.90
3.97,3.96,4.00,3.94
3.98,4.25,4.27,3.98
4.23,4.07,4.39,4.07
4.02,4.23,4.23,3.97
4.24,4.31,4.31,4.15
4.31,4.38,4.45,4.29
4.36,4.44,4.50,4.36
4.40,4.43,4.44,4.30
4.39,4.55,4.67,4.35
4.66,4.67,4.99,4.55
4.17,4.73,4.75,4.17
4.69,4.59,4.77,4.55
4.54,4.45,4.64,4.42
4.49,4.50,4.53,4.40
4.48,4.36,4.48,4.26
4.39,4.50,4.50,4.34
4.47,4.51,4.55,4.41
4.47,4.37,4.54,4.37
4.35,4.41,4.45,4.31
4.40,4.39,4.42,4.31
4.42,4.39,4.46,4.27
4.40,4.37,4.46,4.34
4.34,4.43,4.47,4.30
4.40,4.30,4.44,4.25
4.28,4.32,4.35,4.23
4.32,4.40,4.45,4.32
4.38,4.37,4.59,4.36
4.42,4.37,4.56,4.26
4.35,4.27,4.41,4.27
4.30,4.18,4.37,4.11
4.20,4.18,4.22,4.12
4.16,4.14,4.24,4.10
4.16,4.14,4.20,4.12
4.10,4.06,4.17,4.05
4.06,4.04,4.14,4.01
4.04,4.08,4.19,4.03
4.11,3.99,4.18,3.96
4.03,4.01,4.17,3.97
4.00,4.40,4.48,4.00
4.37,4.44,4.49,4.27
4.45,4.43,4.50,4.37
4.44,4.49,4.54,4.42
4.33,4.42,4.52,4.33
4.39,4.38,4.53,4.31
4.40,4.45,4.51,4.40
4.41,4.60,4.63,4.41
4.64,4.76,4.83,4.41
4.67,4.69,4.76,4.61
4.58,4.58,4.63,4.57
4.58,4.55,4.65,4.52
4.55,4.67,4.69,4.50
4.69,4.53,4.69,4.51
4.55,4.49,4.60,4.49
4.44,4.19,4.45,4.19
4.25,4.25,4.25,4.16
4.25,4.30,4.37,3.97
4.30,4.27,4.30,4.14
4.25,4.21,4.33,4.20
4.22,4.24,4.29,4.20
4.24,4.23,4.31,4.21
4.23,4.25,4.30,4.20
4.27,4.11,4.27,4.05
4.25,4.33,4.41,4.19
4.38,4.50,4.52,4.31
4.53,4.52,4.58,4.48
4.52,4.53,4.59,4.51
4.54,4.61,4.61,4.54
4.59,4.67,4.68,4.58
4.66,4.63,4.68,4.59
4.62,4.64,4.70,4.55
4.67,4.61,4.67,4.53
4.57,4.53,4.57,4.51
4.53,4.68,4.68,4.53
4.61,4.68,4.75,4.61
4.63,4.65,4.69,4.63
4.65,4.62,4.66,4.60
4.60,4.64,4.65,4.57
4.57,4.57,4.64,4.54
4.58,4.63,4.69,4.58
4.64,4.64,4.66,4.64
4.59,4.56,4.63,4.46
4.62,4.62,4.62,4.53
4.80,4.71,4.80,4.64
4.70,4.55,4.70,4.54
4.64,4.65,4.70,4.63
4.63,4.58,4.66,4.57
4.60,4.58,4.60,4.55
4.59,4.60,4.61,4.55
4.52,4.60,4.64,4.51
4.53,4.40,4.60,4.39
4.41,4.44,4.51,4.40
4.42,4.47,4.49,4.40
4.40,4.51,4.55,4.40
4.48,4.50,4.55,4.48
4.46,4.43,4.54,4.43
4.43,4.53,4.54,4.43
4.56,4.54,4.58,4.53
4.56,4.74,4.76,4.55
4.71,4.82,4.93,4.71
4.81,4.95,4.99,4.81
4.92,4.90,4.97,4.88
4.89,4.88,4.91,4.86
4.91,4.94,4.95,4.87
4.98,4.97,5.00,4.87
4.97,4.95,4.99,4.87
4.94,4.93,4.95,4.88
4.89,4.83,4.89,4.83
4.92,4.85,4.96,4.84
4.83,4.74,4.83,4.64
4.95,4.88,4.95,4.85
4.82,4.85,4.88,4.82
4.83,4.93,4.98,4.83
4.97,4.84,4.97,4.82
4.84,4.84,4.91,4.77
4.87,4.87,4.90,4.87
4.79,4.87,4.87,4.79
4.87,4.75,4.87,4.71
4.72,4.72,4.78,4.70
4.72,4.72,4.74,4.72
4.80,4.78,4.80,4.73
4.76,4.67,4.76,4.67
4.68,4.89,4.95,4.68
4.63,4.82,4.93,4.63
4.79,4.76,4.82,4.65
4.71,4.69,4.72,4.68
4.68,4.68,4.71,4.63
4.70,4.79,4.80,4.68
4.80,4.77,4.84,4.73
4.77,4.90,4.90,4.75
4.82,4.74,4.83,4.72
4.74,4.65,4.78,4.60
4.69,4.61,4.72,4.60
4.59,4.63,4.64,4.59
4.59,4.81,4.88,4.59
4.87,4.80,4.87,4.79
4.76,4.81,4.84,4.75
4.78,4.69,4.78,4.60
4.74,4.70,4.79,4.50
4.65,4.88,4.91,4.64
4.90,5.05,5.11,4.90
5.12,5.37,5.38,5.12
5.31,5.42,5.53,5.27
5.33,5.38,5.39,5.32
5.31,5.25,5.34,5.18
5.20,5.15,5.30,5.09
5.20,5.27,5.29,5.20
5.28,5.28,5.30,5.28
5.33,5.32,5.33,5.28
5.32,5.32,5.36,5.31
5.35,5.38,5.44,5.30
5.45,5.67,5.86,5.45
5.70,5.56,5.70,5.55
5.71,5.48,5.71,5.47
5.54,5.42,5.54,5.40
5.37,5.42,5.43,5.03
5.33,5.40,5.46,5.33
5.32,5.43,5.45,5.31
5.43,5.42,5.46,5.38
5.46,5.31,5.46,5.28
5.37,5.37,5.39,5.34
5.44,5.41,5.44,5.37
5.44,5.38,5.44,5.35
5.48,5.50,5.55,5.47
5.53,5.34,5.53,5.27
5.48,5.36,5.49,5.29
5.37,5.32,5.37,5.31
5.30,5.28,5.31,5.26
5.17,5.20,5.25,5.16
5.20,5.12,5.23,5.08
5.08,5.17,5.19,5.08
5.16,5.16,5.24,5.14
5.10,5.09,5.15,5.07
5.15,5.09,5.17,5.02
5.16,5.11,5.16,5.07
5.03,5.02,5.04,4.97
4.96,5.01,5.07,4.96
5.06,5.02,5.09,4.97
5.23,5.18,5.23,4.94
5.37,5.05,5.37,5.05
5.06,5.07,5.13,4.94
5.11,4.96,5.11,4.95
5.17,4.97,5.17,4.94
5.01,5.25,5.29,5.01
5.30,5.15,5.35,5.08
5.12,5.51,5.51,4.97
5.35,4.90,5.35,4.77
4.90,4.95,4.95,4.80
5.00,5.02,5.02,4.87
5.07,5.00,5.22,4.73
5.00,5.03,5.09,4.97
5.04,5.03,5.16,5.00
5.06,5.00,5.06,4.98
5.13,5.04,5.13,4.94
5.09,4.98,5.13,4.91
4.98,4.85,5.00,4.60
4.80,4.97,5.00,4.74
4.91,4.99,5.00,4.91
4.99,5.03,5.13,4.96
5.00,4.98,5.13,4.97
4.94,4.81,5.04,4.80
4.77,4.65,4.96,4.45
4.57,4.47,4.63,4.40
4.43,4.41,4.47,4.25
