TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,NASDAQ
157.10,156.84,158.30,155.90
154.48,157.14,157.34,153.73
155.19,162.48,163.83,155.19
161.02,162.19,164.17,158.88
162.58,156.81,164.62,154.79
157.81,156.79,158.31,155.92
158.35,158.04,159.68,156.88
157.39,156.77,159.08,156.60
156.57,154.96,158.08,154.35
155.11,151.67,156.59,150.14
151.63,153.70,153.96,150.69
157.50,158.00,158.26,153.90
158.28,160.11,160.68,158.25
160.52,159.80,164.40,159.48
160.08,160.80,162.23,159.06
139.64,141.64,143.15,139.64
141.60,142.36,142.94,140.07
143.00,140.99,143.14,140.85
140.94,139.16,140.94,138.92
139.29,139.15,140.54,137.56
139.04,138.75,139.64,138.09
138.97,138.42,139.12,137.14
138.04,140.02,140.19,138.04
140.65,140.95,141.37,139.74
141.35,141.81,142.19,141.10
141.79,141.70,142.02,140.50
141.43,142.64,142.82,141.02
142.91,143.09,143.88,141.99
143.73,143.92,145.11,143.19
144.67,144.59,145.82,143.92
145.70,148.92,149.83,145.27
149.01,147.87,150.05,147.21
147.26,148.12,148.52,145.82
145.93,145.20,149.13,144.39
144.71,143.03,144.71,141.57
143.46,140.78,144.37,139.92
140.48,140.68,141.55,140.00
140.47,140.37,140.96,139.75
140.33,139.62,140.93,139.40
139.48,138.95,139.99,138.04
138.90,137.90,139.55,137.75
137.45,137.06,138.20,135.83
137.00,138.20,139.56,137.00
138.20,138.51,139.28,137.86
137.63,138.24,139.06,137.40
138.53,139.18,139.79,137.56
139.21,139.93,140.40,139.09
139.99,139.90,140.91,139.25
138.76,137.67,139.90,136.52
137.87,137.48,138.50,136.78
136.79,137.90,139.67,136.76
138.14,137.00,138.14,136.22
137.83,138.73,140.58,137.83
138.69,137.93,138.69,136.64
137.83,138.02,139.02,137.72
138.08,138.05,139.07,136.07
138.64,139.39,139.68,137.93
139.64,140.87,141.00,139.01
140.70,142.03,142.03,140.52
142.02,144.83,145.11,141.93
145.13,143.07,145.39,142.00
144.35,145.25,145.34,143.27
145.25,145.00,146.08,144.63
143.28,142.75,143.70,141.28
142.69,142.39,143.30,142.01
141.97,139.70,142.08,139.43
139.24,134.94,139.89,134.71
134.48,136.52,137.58,134.48
137.20,135.67,137.50,135.36
135.88,137.22,137.32,135.68
137.30,138.67,138.92,136.26
138.51,138.70,140.07,136.90
138.31,141.28,141.29,138.01
140.01,142.22,142.34,139.67
141.57,141.05,142.43,140.10
140.94,140.49,141.12,140.02
139.13,139.76,140.92,138.16
139.60,139.68,140.37,138.67
139.69,137.86,140.47,136.86
139.48,140.69,141.02,138.77
140.84,140.57,142.20,140.26
139.63,140.50,141.03,139.35
140.41,139.74,141.05,139.10
140.88,140.17,141.41,139.60
139.90,140.91,141.23,139.65
141.42,140.13,141.84,139.35
140.60,139.54,141.04,139.01
139.58,139.46,140.48,139.08
139.58,145.42,146.26,139.32
145.65,146.46,147.05,144.78
146.51,146.22,147.12,145.29
146.27,145.20,146.68,144.78
145.26,147.18,147.54,144.94
147.60,147.18,148.60,145.87
146.85,145.41,147.21,145.21
145.41,147.35,147.57,145.41
147.97,148.72,149.08,147.29
148.45,147.72,148.45,146.56
147.71,148.76,148.92,147.40
149.28,146.12,149.84,145.71
145.84,147.27,147.60,145.84
147.74,147.23,148.65,146.94
147.14,147.74,148.09,146.30
147.39,149.15,149.59,146.62
149.58,145.85,149.58,143.54
146.75,148.45,149.83,146.75
149.15,147.11,149.98,146.81
147.29,145.10,147.35,144.56
145.44,143.37,145.44,143.19
143.56,145.05,145.84,143.45
145.29,148.50,149.10,145.00
148.95,151.54,153.52,148.23
151.70,156.06,156.99,151.49
155.94,157.92,158.10,155.57
158.64,156.52,159.20,156.52
156.84,154.96,157.77,154.08
155.03,155.19,157.86,154.88
154.69,154.17,156.29,153.24
154.34,154.06,154.98,153.48
154.76,156.08,156.20,153.87
155.63,154.78,156.27,154.39
154.27,155.51,156.11,154.08
155.54,156.25,156.85,155.17
155.86,156.63,157.32,154.30
157.09,156.29,157.09,154.20
156.60,156.26,156.76,155.51
156.19,154.77,158.14,153.87
155.00,154.57,155.67,153.10
154.18,156.64,157.04,154.18
156.59,160.11,160.28,156.02
160.59,159.56,161.15,159.30
159.49,159.97,160.14,159.11
160.18,160.93,161.30,160.05
162.89,160.12,162.95,159.13
160.12,159.63,160.83,159.05
159.55,161.02,161.20,159.45
160.60,159.57,160.60,158.87
159.65,160.91,162.07,159.40
160.63,160.24,161.89,159.99
160.30,161.03,161.95,160.02
161.04,162.78,162.82,160.14
163.66,164.79,165.11,162.66
163.12,164.57,164.62,161.60
165.47,167.42,170.24,163.93
167.16,169.71,169.76,166.65
169.50,172.25,173.18,169.08
172.25,172.54,172.63,171.31
173.02,173.21,174.16,171.81
174.21,173.81,174.94,173.02
174.58,176.11,176.26,173.50
175.05,173.76,175.05,173.20
172.53,169.10,174.12,169.08
169.87,166.97,170.89,166.77
167.80,170.23,170.82,166.34
168.83,168.14,169.52,167.28
170.17,167.93,170.36,166.98
166.34,167.03,168.99,166.10
167.55,165.00,170.63,164.82
173.42,171.92,175.76,166.30
172.80,173.45,173.99,170.14
173.49,172.22,176.08,171.76
173.17,172.38,175.86,170.80
172.76,173.89,174.32,172.19
173.78,173.29,174.30,171.08
173.70,175.06,175.18,173.21
173.78,174.57,175.56,173.02
174.45,175.77,175.97,172.57
176.10,175.90,177.59,175.08
175.81,176.58,178.38,174.99
176.69,177.82,178.12,175.43
178.02,178.49,179.25,177.20
178.86,178.22,180.83,178.21
178.34,176.37,179.91,176.07
176.48,176.57,177.81,176.05
176.50,177.27,177.95,175.43
177.43,178.14,178.98,176.62
177.69,178.98,179.15,176.60
180.00,182.58,182.81,179.58
182.55,181.15,184.21,180.97
181.73,182.56,183.21,181.05
182.56,180.63,184.20,179.52
179.58,179.85,180.27,178.61
179.77,179.64,181.42,179.36
180.10,180.44,180.67,178.04
180.38,181.11,181.50,179.75
180.53,179.53,182.46,179.06
179.94,181.50,181.97,178.87
181.50,182.35,182.98,181.02
182.69,181.30,183.33,180.33
180.68,181.60,181.74,179.19
182.69,183.08,183.56,181.40
184.22,183.00,184.79,180.63
183.37,185.21,186.20,182.26
185.21,184.50,187.64,183.99
185.01,184.19,187.50,182.02
185.06,183.86,186.50,183.22
184.08,185.20,186.30,183.16
185.95,186.67,187.06,184.33
186.89,185.62,187.59,185.16
186.02,184.93,186.02,184.72
185.64,180.69,186.28,180.33
181.00,178.06,181.58,176.68
177.69,176.19,178.10,174.65
176.20,178.96,179.10,174.80
179.07,175.08,179.98,174.95
174.56,173.33,175.44,173.17
172.74,173.58,174.68,172.11
174.21,176.31,176.43,172.77
176.62,178.02,178.99,176.03
178.01,181.00,181.37,177.62
181.41,181.31,181.62,179.91
181.85,181.42,182.80,180.44
181.78,180.95,182.95,180.71
181.32,179.67,182.16,178.40
179.32,175.33,179.54,175.21
176.22,174.46,177.37,172.93
175.28,174.73,176.11,174.15
174.81,177.87,178.18,173.95
177.60,178.79,180.06,176.85
178.57,179.51,181.35,178.22
179.52,183.22,184.00,178.33
180.01,178.64,182.53,175.05
179.33,178.96,179.40,177.47
179.31,181.29,182.48,177.81
180.99,180.00,182.05,179.20
180.30,179.42,180.78,179.18
180.74,183.73,186.48,180.00
183.74,185.00,185.05,181.89
184.95,183.60,184.95,182.70
182.85,183.65,183.85,181.48
183.74,186.64,186.71,183.31
186.39,182.56,187.97,182.40
182.62,185.08,185.26,182.57
185.12,187.53,188.23,183.96
187.39,186.34,187.58,185.76
186.78,187.34,187.41,185.43
187.81,188.03,188.58,186.16
188.03,188.28,188.53,186.17
188.01,188.71,188.83,187.07
189.08,189.90,189.98,188.34
189.98,191.04,191.43,188.98
190.45,191.16,191.70,190.04
193.58,190.97,193.62,188.23
191.54,195.58,196.93,191.00
195.52,197.00,198.29,195.52
196.30,195.42,196.87,193.11
194.08,195.24,196.39,194.08
169.61,167.70,170.00,162.20
168.17,168.80,169.13,167.90
168.87,170.02,170.30,168.68
168.93,169.19,170.47,168.74
169.70,171.27,171.65,168.78
171.44,170.58,171.46,169.49
171.01,172.42,172.42,169.82
171.92,170.24,172.03,169.50
170.24,167.81,170.52,167.79
167.50,167.72,168.15,167.00
167.79,167.75,168.74,166.87
167.51,167.37,168.05,166.30
167.37,167.26,167.80,166.07
167.20,168.37,168.78,166.09
167.96,168.42,168.96,166.24
168.48,168.20,169.10,166.83
168.11,167.53,168.75,167.00
167.77,165.33,168.44,165.05
165.76,166.04,166.26,165.01
165.00,165.61,166.44,164.74
166.07,167.58,167.73,165.43
168.55,169.73,169.92,168.01
170.00,169.07,170.93,168.50
169.49,168.67,170.49,168.31
168.19,166.81,169.61,166.66
167.13,169.53,169.75,167.13
169.17,171.90,172.26,168.72
172.78,173.99,175.06,172.21
173.59,171.80,174.41,171.70
171.74,170.71,173.01,170.25
170.56,170.20,171.31,169.81
170.60,171.15,171.30,169.68
171.07,170.00,172.29,169.67
171.04,170.85,171.23,169.38
170.00,167.92,170.11,167.52
167.65,169.65,170.21,167.65
170.15,169.93,170.25,168.53
169.10,175.11,175.47,168.61
174.01,172.50,174.45,171.40
173.00,174.02,174.73,172.82
174.39,173.46,174.86,172.96
174.75,174.35,176.00,173.54
174.61,173.71,175.03,173.42
174.08,176.74,176.91,174.08
176.93,177.32,177.88,175.81
177.82,178.48,179.31,177.00
179.69,180.17,180.42,179.20
181.00,180.40,181.67,180.05
180.50,183.55,184.24,180.50
184.22,184.92,185.75,183.96
185.03,184.94,186.18,184.11
185.81,188.58,189.37,185.16
188.39,187.91,189.13,187.49
188.38,188.18,188.50,187.53
186.69,187.97,188.44,186.12
189.98,187.99,189.98,187.66
188.00,188.15,188.65,187.12
188.40,188.67,189.33,187.97
189.38,187.83,189.66,187.38
188.98,188.57,189.95,186.89
188.84,187.81,189.21,187.44
187.96,187.84,188.84,187.39
187.24,188.17,189.16,187.15
187.75,188.51,188.90,186.52
188.90,189.42,190.15,188.62
188.23,189.99,190.34,187.87
189.99,190.17,190.24,188.70
190.17,189.70,191.00,189.00
189.89,189.99,191.15,189.37
190.76,188.20,192.25,188.19
188.21,187.06,189.13,186.47
187.48,185.00,187.82,184.92
184.56,184.50,185.84,183.96
184.50,182.62,184.50,181.71
182.79,185.01,186.03,182.59
183.15,184.89,184.91,182.18
185.45,184.33,185.69,184.04
183.99,182.38,184.50,181.61
182.54,181.42,183.02,180.68
182.78,185.24,186.25,182.77
186.15,183.81,186.38,183.25
182.73,181.48,183.09,181.09
181.49,183.93,184.17,181.01
180.32,179.48,181.70,178.18
179.00,176.50,179.86,176.29
176.86,173.70,177.51,172.88
174.47,172.63,177.26,172.24
171.38,171.82,172.65,166.61
169.79,172.93,175.38,169.38
174.25,174.85,176.48,173.64
173.91,174.96,175.93,173.14
176.12,178.46,178.59,175.81
178.39,177.23,179.65,177.00
178.93,181.23,182.67,178.88
181.78,182.84,183.09,181.02
183.00,182.65,183.60,181.06
183.38,184.58,184.61,182.36
185.00,184.32,185.00,182.93
183.58,185.49,185.87,183.58
188.50,187.03,188.50,185.21
187.12,185.80,187.16,184.97
185.73,185.95,186.49,184.60
186.60,187.00,188.37,185.08
186.95,187.76,188.58,186.00
188.14,187.33,188.22,187.01
187.39,188.13,188.63,185.48
188.38,186.93,188.79,186.53
185.99,186.34,187.60,185.39
189.00,191.79,195.52,185.99
191.89,192.45,192.75,190.32
192.43,192.33,195.23,191.56
192.77,192.29,194.59,191.76
192.25,191.96,193.24,191.43
191.37,192.13,192.83,191.37
192.83,192.77,193.22,191.82
194.03,194.84,195.30,193.92
195.22,193.56,195.81,193.43
194.01,193.82,195.07,193.28
194.58,197.79,199.68,194.34
196.67,196.52,198.21,195.26
196.16,194.59,197.19,193.37
195.15,195.35,196.02,194.02
195.45,196.12,196.67,194.00
196.85,195.98,197.69,194.91
195.98,193.68,196.20,193.09
191.21,195.01,195.09,190.50
193.22,192.63,194.75,191.81
193.76,193.14,195.23,192.63
191.38,192.06,194.36,190.94
192.52,192.93,193.50,190.51
193.09,191.25,194.32,190.79
191.44,194.69,195.27,190.06
195.57,196.33,198.39,194.65
196.17,197.80,197.91,195.56
197.66,197.66,199.00,197.04
198.00,198.26,198.32,197.09
198.16,200.61,201.04,197.63
200.79,200.10,200.97,199.35
199.46,198.55,199.94,197.57
198.12,197.55,199.16,197.03
197.50,196.35,198.73,196.18
196.76,197.75,198.48,195.21
197.25,196.45,198.88,194.45
196.41,196.95,197.77,194.30
198.76,199.56,200.34,197.41
201.00,202.90,203.00,200.43
203.00,201.32,203.46,200.47
201.67,201.25,202.48,200.00
203.26,204.03,205.38,201.79
201.42,204.12,205.77,201.42
205.00,203.74,205.00,202.68
202.95,204.00,204.99,201.97
204.89,203.75,204.89,202.37
203.50,205.00,205.48,203.05
205.42,206.04,206.65,203.69
206.26,208.40,209.04,206.25
208.00,208.57,208.75,205.81
202.26,203.65,206.50,200.00
205.64,203.00,208.68,202.43
202.62,206.20,207.07,201.12
205.26,205.53,206.61,203.10
206.40,206.96,207.26,203.01
208.06,207.80,209.03,206.23
207.48,209.68,211.69,206.52
210.62,211.02,211.52,208.90
210.11,212.11,212.33,210.11
211.14,207.87,212.15,207.63
208.52,207.90,210.13,207.10
208.08,206.87,209.06,206.30
207.94,206.66,208.60,206.04
206.31,208.62,208.86,206.31
208.58,208.18,208.96,207.39
208.25,209.12,209.58,207.73
209.43,211.98,212.29,208.59
212.02,213.73,213.77,210.85
215.77,222.82,224.58,215.57
222.32,225.27,225.82,222.32
225.58,223.44,226.21,222.62
223.44,221.58,223.44,220.95
219.61,216.86,221.30,215.77
217.46,218.11,219.99,215.84
217.26,217.73,218.05,216.35
217.49,215.33,217.94,215.16
215.19,215.34,216.66,213.68
214.89,213.12,215.92,212.20
213.52,214.75,216.02,213.21
213.03,213.00,214.29,212.93
213.63,214.16,214.83,213.25
214.94,216.28,216.54,214.10
215.57,214.82,216.82,212.78
214.85,217.14,217.28,214.24
216.47,216.49,217.04,215.14
215.25,216.44,217.38,213.28
216.74,214.79,217.58,213.51
218.10,215.75,218.44,215.02
215.75,215.79,217.35,214.21
215.28,215.15,216.85,214.39
214.94,214.00,215.75,213.86
213.71,215.18,215.86,212.72
215.18,217.87,218.88,215.18
218.41,219.83,220.64,217.87
220.03,218.72,220.03,218.08
217.46,218.72,219.69,217.01
218.99,220.25,220.82,218.37
219.23,219.74,221.45,218.75
219.90,220.83,221.53,219.45
221.31,220.61,222.34,219.26
221.55,221.95,222.33,220.45
222.77,223.20,224.00,221.80
223.46,222.82,223.97,222.19
222.94,222.30,222.98,221.04
223.08,222.33,223.87,221.45
221.83,222.08,222.58,221.01
221.51,219.38,221.51,218.77
220.78,222.48,222.62,220.78
223.43,223.60,223.60,221.46
223.50,221.81,223.54,220.79
220.98,221.92,223.69,220.98
223.15,223.03,223.50,221.30
223.23,219.04,223.36,218.78
218.05,217.87,219.82,216.56
216.17,213.10,217.16,212.86
212.26,212.13,213.96,211.33
214.50,218.84,219.66,214.01
219.98,220.28,220.73,219.05
218.56,214.93,219.25,212.47
216.08,220.12,220.30,214.52
219.97,222.07,223.19,218.33
224.00,221.86,224.99,221.42
222.18,222.45,224.00,221.77
221.17,223.45,223.88,220.98
224.00,224.53,224.92,222.77
224.98,229.22,230.08,224.08
229.73,227.55,230.00,226.64
226.63,226.74,228.00,226.14
227.26,228.84,229.90,226.82
229.40,228.19,230.37,227.44
228.36,228.91,229.00,227.65
228.95,227.12,228.98,226.70
227.90,226.89,229.36,225.92
227.12,228.99,229.25,226.56
229.00,227.49,229.00,226.68
227.74,226.04,227.74,224.92
227.00,228.25,229.05,225.39
228.13,226.41,228.13,225.87
226.85,227.31,228.79,225.30
225.94,225.18,226.90,224.57
224.95,226.12,226.33,224.15
226.12,225.05,227.49,224.62
225.39,225.82,226.24,224.30
226.50,226.50,227.89,225.58
226.94,227.84,228.67,226.38
226.70,225.62,226.82,224.32
225.87,225.13,225.87,224.11
225.35,225.97,227.36,225.23
226.23,227.47,228.15,225.73
228.23,228.79,229.22,228.23
228.84,231.09,232.00,228.32
231.96,231.09,232.18,230.30
231.15,229.82,231.99,229.55
229.50,227.62,231.18,227.10
228.73,228.49,229.09,227.31
229.06,229.17,229.71,227.31
227.28,225.38,228.77,225.29
227.03,224.67,227.91,224.47
225.81,227.51,228.14,225.52
227.77,227.78,229.00,227.17
226.33,227.33,228.42,225.02
227.50,227.62,227.83,223.32
226.08,222.33,226.24,221.50
224.33,223.64,226.64,223.53
225.12,223.52,227.07,222.90
225.56,225.26,226.42,224.02
226.20,231.70,232.18,224.88
232.44,228.59,234.26,228.37
229.13,231.08,231.59,228.21
230.81,233.60,233.85,230.20
233.80,234.28,234.91,232.38
233.05,229.22,233.05,227.84
228.00,226.35,229.60,225.37
225.92,225.78,230.84,225.59
225.58,224.61,227.06,223.20
222.27,216.93,225.93,216.11
217.48,217.06,218.77,214.81
219.26,221.02,223.91,218.99
221.00,219.76,222.47,219.42
220.54,226.30,226.96,220.54
226.82,229.33,230.12,225.24
216.35,228.35,231.91,216.32
230.60,238.64,239.71,230.60
240.31,238.18,240.81,235.83
238.12,234.91,238.44,233.65
237.28,237.00,239.18,235.75
236.05,237.60,238.15,235.00
235.80,234.35,237.13,230.67
233.88,239.02,239.79,232.86
238.28,243.08,244.00,237.03
242.70,244.35,244.59,240.01
242.72,242.56,244.90,242.21
242.00,241.36,243.70,239.47
240.21,232.79,240.21,232.60
230.36,227.75,232.09,227.06
215.09,221.56,228.00,214.74
225.70,220.99,228.10,219.82
224.77,227.48,229.28,220.01
230.30,235.71,237.51,228.24
234.94,237.00,239.05,234.44
236.96,229.83,236.96,229.79
225.67,222.52,227.18,221.34
225.58,229.62,229.77,224.80
231.06,229.48,232.38,228.66
226.26,226.39,228.61,225.20
228.94,231.93,232.40,228.79
233.32,228.11,234.52,227.96
227.73,227.00,230.25,226.27
226.34,228.85,228.85,225.03
229.35,228.53,229.51,227.15
229.16,229.43,230.99,226.42
229.60,230.17,231.11,228.27
229.81,232.49,234.97,229.60
229.44,230.88,232.69,229.04
231.70,230.69,234.30,229.62
228.72,227.87,229.37,226.26
228.72,226.30,229.22,225.58
224.10,224.71,225.73,221.00
227.38,223.91,227.38,222.34
222.14,218.84,224.07,218.72
218.31,212.22,219.05,208.35
213.16,212.41,215.67,210.19
211.62,215.62,216.75,210.26
213.01,217.62,218.21,212.41
219.68,218.81,220.81,217.77
219.54,213.25,219.54,211.71
214.26,215.76,216.78,213.45
215.37,219.62,220.31,215.26
220.47,220.31,221.22,218.54
220.06,221.72,223.60,218.79
221.06,219.57,222.68,218.88
219.26,211.77,220.69,210.22
212.18,215.06,215.29,212.03
215.91,216.25,216.89,213.39
214.71,216.67,217.14,214.71
216.42,215.83,217.30,215.17
217.49,216.34,219.00,215.39
217.04,218.97,222.42,216.31
221.00,217.62,221.00,216.42
217.45,217.19,218.56,215.77
216.75,216.97,217.81,216.00
216.00,217.58,217.75,215.31
216.37,222.72,222.92,216.37
222.33,219.85,224.02,219.70
219.67,227.27,227.35,219.67
226.91,225.00,227.17,223.00
225.68,228.05,228.39,225.30
228.23,227.41,229.85,224.42
226.50,226.34,227.78,224.55
225.29,222.97,227.25,221.11
222.20,223.32,223.96,221.02
224.55,218.88,226.25,218.67
225.92,229.50,234.75,225.65
228.95,229.72,230.74,228.03
229.78,231.24,231.70,226.76
231.26,231.30,233.00,229.24
231.35,232.39,233.00,230.46
231.67,235.90,236.20,231.67
237.34,236.25,237.55,235.14
236.72,236.16,237.58,234.49
234.58,235.87,237.94,234.30
235.71,236.34,236.88,235.30
236.12,237.21,237.34,234.84
236.93,234.63,237.35,234.19
235.57,238.22,238.42,235.15
237.70,236.40,238.51,235.71
237.43,234.39,238.36,233.38
234.98,238.01,238.04,233.51
237.91,237.14,238.49,235.51
234.70,232.67,237.04,231.20
231.76,230.24,234.06,228.41
231.00,230.72,231.97,228.92
231.10,223.36,231.11,222.40
223.33,218.08,224.79,216.34
219.38,217.68,219.99,216.57
217.79,221.34,222.41,213.95
221.63,219.68,223.00,218.83
219.25,219.90,220.92,218.00
221.40,226.03,226.64,220.33
227.03,226.17,227.68,223.33
226.95,227.53,228.16,226.13
227.25,226.79,227.97,225.99
226.37,225.22,226.37,223.46
226.12,228.37,228.87,226.12
228.36,227.88,229.29,227.14
226.76,228.45,229.32,226.76
228.20,229.86,230.87,224.12
230.35,227.59,232.42,226.30
227.31,230.10,230.11,224.92
226.48,227.28,229.51,226.48
228.86,221.49,229.51,221.12
223.89,228.55,230.64,222.83
230.15,229.31,231.43,226.82
230.10,221.08,230.58,221.00
221.26,226.55,227.57,218.26
221.90,218.26,222.81,213.12
219.96,220.82,222.58,217.87
218.22,217.70,222.06,210.20
218.26,216.46,219.99,215.00
219.16,222.83,223.07,218.48
223.09,220.13,223.24,219.85
220.88,225.50,226.10,220.51
223.82,221.14,223.82,219.29
221.73,219.29,224.03,218.31
220.97,224.73,224.73,219.32
223.48,228.69,230.00,221.75
226.33,220.63,226.33,220.20
221.90,223.49,223.98,217.73
222.68,227.35,227.59,222.28
227.09,221.47,227.35,220.06
217.97,214.63,220.84,211.11
197.00,187.29,206.56,180.76
189.18,192.91,200.35,189.18
188.44,190.20,190.72,184.70
192.54,195.10,196.16,190.55
197.04,205.24,205.54,195.26
207.89,207.43,211.38,206.54
209.28,208.84,210.63,207.72
208.00,207.41,209.75,205.19
210.56,209.66,212.45,208.75
209.22,211.53,212.68,208.00
209.30,214.26,215.27,207.48
215.11,215.25,218.60,213.12
215.05,217.25,218.48,214.71
216.75,213.58,219.17,213.56
215.16,216.31,217.60,212.69
216.33,218.31,218.47,213.29
218.61,219.63,222.20,216.15
221.31,222.68,223.19,219.14
220.18,222.16,222.44,220.08
221.60,218.28,221.79,218.24
219.00,219.96,221.59,218.29
220.80,218.39,221.10,215.69
219.42,221.17,221.43,218.52
219.60,218.87,220.65,217.36
217.35,219.09,219.79,216.58
218.76,220.00,221.77,218.15
219.14,226.80,230.00,218.50
227.51,225.07,228.56,224.92
224.69,223.86,225.69,223.15
222.99,223.58,224.97,220.80
223.48,220.95,224.66,220.83
219.71,219.68,220.38,215.87
219.55,219.63,220.20,217.22
218.82,223.49,224.00,217.95
224.28,221.20,225.12,220.95
220.93,220.34,221.63,218.69
218.41,221.42,221.84,217.04
220.98,220.10,221.51,219.07
219.65,219.30,220.64,218.74
219.30,223.36,224.20,219.00
221.26,224.22,224.83,221.26
226.44,224.14,227.50,223.38
225.78,224.50,227.10,223.04
223.97,225.16,226.63,222.11
222.69,225.23,226.98,218.56
225.23,225.14,226.15,223.15
225.14,226.39,226.87,224.56
225.76,225.09,226.99,224.78
226.42,227.05,227.14,224.53
227.05,229.50,232.44,224.11
229.88,228.46,230.53,228.09
228.12,226.79,229.93,223.81
226.83,224.43,227.32,223.57
225.51,230.90,231.44,225.06
230.00,232.64,233.77,229.31
231.46,229.91,233.18,229.65
228.50,227.87,229.83,226.17
228.11,225.50,230.01,225.41
223.23,226.49,227.54,223.11
225.30,226.55,227.24,224.94
227.37,227.41,228.44,226.26
226.01,224.06,227.91,223.66
221.50,225.67,227.47,220.11
236.50,249.50,250.77,236.50
249.49,247.11,250.50,246.43
248.80,247.00,249.97,244.49
246.05,248.87,249.62,246.05
248.51,249.59,250.99,247.57
248.96,248.90,251.48,247.37
248.50,248.03,250.14,246.56
247.55,247.73,248.64,244.36
249.64,249.89,251.24,247.95
249.79,248.74,249.97,247.87
250.00,254.65,255.57,244.93
254.58,255.67,257.30,253.96
256.25,254.78,256.25,253.35
255.07,255.97,256.24,253.89
265.41,263.54,265.87,262.62
261.74,266.09,267.39,261.16
266.37,265.84,267.31,263.31
265.01,264.38,265.70,262.10
265.00,265.30,266.36,262.80
265.75,266.67,267.15,263.98
266.31,264.98,268.00,264.55
264.10,266.23,266.54,263.95
267.17,261.10,267.17,260.30
260.80,258.83,262.71,256.29
258.22,259.37,260.13,257.24
260.37,259.65,261.12,258.50
259.46,259.44,259.82,255.86
259.70,259.46,259.73,256.74
262.50,261.47,263.37,261.14
260.99,262.74,263.66,259.81
262.29,261.87,263.83,260.04
263.06,265.35,265.58,261.87
258.01,257.65,264.26,257.11
255.67,251.86,256.19,249.54
253.85,257.13,257.52,253.46
260.82,260.90,261.77,258.87
260.90,263.69,263.89,259.94
263.60,262.72,266.38,261.42
261.07,259.81,262.00,257.28
258.50,262.32,262.71,258.24
262.53,262.46,264.91,261.57
264.91,269.81,270.08,264.23
269.41,268.31,269.86,267.74
270.56,269.51,272.32,268.56
270.00,271.09,272.12,269.51
273.60,272.74,273.60,270.67
273.34,271.45,273.34,270.29
272.03,271.94,272.10,270.84
271.12,274.22,276.14,271.12
274.87,274.05,275.73,273.58
273.96,270.91,274.39,269.90
271.20,274.16,274.47,269.64
273.09,273.86,274.16,271.94
274.22,277.30,277.52,274.15
278.51,278.15,279.18,276.69
278.01,278.99,279.52,276.75
277.00,279.52,280.28,276.78
278.53,279.02,280.19,277.78
278.75,277.15,279.70,276.49
277.02,277.95,278.69,276.12
278.57,277.79,279.77,276.55
278.35,280.61,280.75,278.10
281.64,279.04,281.64,276.83
280.06,287.04,287.16,277.37
287.50,287.60,288.71,283.50
288.49,286.01,289.67,285.95
284.47,283.10,284.49,282.56
284.29,285.25,285.73,283.17
284.06,283.62,285.21,283.33
284.17,283.93,284.44,282.38
284.31,285.16,286.21,283.67
284.40,285.41,285.97,283.40
285.17,285.87,287.45,284.64
286.75,286.76,287.28,285.11
285.63,284.29,286.90,283.69
283.98,284.42,286.35,283.62
285.20,284.72,286.82,282.04
285.15,289.17,289.63,285.15
289.23,287.22,289.96,285.41
287.13,285.19,287.32,284.20
285.44,287.41,287.85,284.10
288.82,288.36,290.85,287.33
288.52,290.08,290.82,287.98
290.08,291.81,294.38,289.51
290.15,288.49,291.33,287.54
286.25,283.41,286.69,283.18
281.73,286.46,287.22,280.55
284.52,281.74,285.30,280.60
281.88,281.35,285.07,280.41
281.40,284.32,285.38,280.33
283.23,281.97,286.17,281.04
283.66,282.50,285.16,280.95
283.81,279.71,283.81,278.52
280.00,282.69,282.69,279.00
286.30,286.85,288.69,285.64
286.17,288.16,289.61,285.96
287.40,290.18,291.80,287.12
290.76,290.57,292.40,288.20
291.02,291.34,292.57,288.35
290.37,287.09,290.83,286.38
289.04,289.12,290.27,286.91
287.85,289.86,290.20,287.75
292.24,283.13,293.19,282.41
283.12,283.80,284.83,282.21
283.80,285.50,286.00,282.33
284.36,280.90,284.36,279.28
281.80,283.26,284.44,280.46
281.61,276.70,282.79,275.87
276.39,277.43,278.06,275.00
275.68,278.67,279.48,275.14
280.39,277.52,280.69,277.50
279.26,280.03,280.50,278.03
282.96,282.08,282.97,280.78
281.51,281.66,282.96,280.23
256.56,260.19,260.31,256.13
258.40,262.86,263.26,257.89
265.01,266.95,267.21,264.29
266.86,268.12,269.13,265.82
267.71,271.08,271.27,267.57
271.83,269.62,273.04,269.04
270.11,271.66,273.22,269.40
272.90,272.46,273.99,270.94
273.41,270.16,274.44,268.59
270.12,265.82,271.50,265.76
266.63,266.47,267.10,264.43
266.59,267.45,271.36,266.59
271.57,270.45,271.57,266.01
270.48,272.75,274.29,270.09
270.55,272.00,273.30,269.80
274.15,269.42,277.33,266.35
268.28,272.29,272.95,266.98
273.43,252.94,274.00,251.95
251.89,258.92,262.47,251.89
257.78,255.79,259.36,253.54
255.86,258.82,259.15,255.86
257.49,250.03,257.49,249.28
250.67,251.38,252.27,250.58
251.52,252.50,252.76,251.07
252.87,259.03,260.12,252.87
260.47,260.03,261.06,257.73
259.28,258.48,260.99,257.67
259.25,258.67,261.83,257.98
258.80,251.43,260.12,250.05
251.12,244.98,251.30,244.72
