TTNP,Titan Pharmaceuticals,NASDAQ
0.45,0.47,0.50,0.45
0.47,0.47,0.48,0.46
0.47,0.48,0.48,0.46
0.48,0.46,0.48,0.45
0.46,0.47,0.48,0.45
0.46,0.46,0.47,0.46
0.46,0.46,0.47,0.45
0.47,0.48,0.48,0.46
0.47,0.47,0.48,0.46
0.47,0.46,0.48,0.46
0.47,0.48,0.49,0.46
0.48,0.54,0.55,0.48
0.55,0.64,0.65,0.54
0.65,0.67,0.75,0.64
0.68,0.69,0.70,0.66
0.69,0.63,0.69,0.54
0.60,0.56,0.64,0.55
0.55,0.59,0.60,0.54
0.60,0.62,0.63,0.60
0.62,0.62,0.62,0.59
0.60,0.61,0.62,0.60
0.60,0.62,0.64,0.60
0.62,0.61,0.63,0.60
0.60,0.61,0.61,0.60
0.62,0.62,0.64,0.61
0.63,0.65,0.67,0.62
0.66,0.65,0.67,0.65
0.64,0.65,0.66,0.64
0.65,0.62,0.65,0.61
0.61,0.62,0.65,0.60
0.62,0.63,0.63,0.62
0.63,0.61,0.63,0.60
0.58,0.60,0.61,0.58
0.59,0.61,0.61,0.58
0.59,0.60,0.61,0.59
0.60,0.58,0.60,0.58
0.59,0.58,0.60,0.57
0.58,0.56,0.59,0.55
0.57,0.56,0.58,0.54
0.56,0.57,0.57,0.55
0.56,0.60,0.60,0.56
0.60,0.64,0.65,0.60
0.64,0.64,0.65,0.63
0.64,0.63,0.65,0.63
0.63,0.63,0.63,0.61
0.63,0.62,0.63,0.61
0.62,0.61,0.62,0.60
0.61,0.60,0.63,0.60
0.60,0.61,0.61,0.60
0.61,0.61,0.61,0.60
0.60,0.60,0.61,0.58
0.62,0.59,0.62,0.58
0.59,0.60,0.61,0.58
0.60,0.64,0.64,0.60
0.64,0.63,0.65,0.61
0.63,0.63,0.65,0.59
0.65,0.62,0.67,0.60
0.63,0.61,0.63,0.59
0.61,0.60,0.63,0.60
0.60,0.60,0.63,0.60
0.61,0.61,0.61,0.60
0.61,0.60,0.61,0.60
0.60,0.60,0.61,0.60
0.60,0.59,0.60,0.58
0.59,0.59,0.60,0.59
0.59,0.61,0.63,0.59
0.60,0.64,0.66,0.60
0.64,0.63,0.64,0.62
0.63,0.61,0.64,0.60
0.63,0.70,0.73,0.62
0.70,0.67,0.71,0.66
0.67,0.69,0.69,0.66
0.70,0.77,0.79,0.70
0.80,0.82,0.89,0.79
0.84,0.94,0.95,0.83
0.94,1.17,1.17,0.93
1.20,1.08,1.27,0.90
1.02,0.91,1.07,0.80
0.90,0.97,1.02,0.89
1.00,1.00,1.06,0.98
1.01,1.04,1.06,1.00
1.05,0.97,1.06,0.95
0.95,0.96,0.97,0.91
0.95,0.92,0.96,0.90
0.91,0.89,0.91,0.82
0.89,0.86,0.90,0.83
0.86,0.84,0.86,0.80
0.82,0.92,0.99,0.82
0.92,0.89,0.94,0.85
0.89,0.90,0.93,0.86
0.88,0.87,0.90,0.86
0.87,0.87,0.89,0.86
0.85,0.85,0.88,0.85
0.85,0.86,0.87,0.85
0.85,0.84,0.85,0.83
0.84,0.82,0.85,0.78
0.83,0.79,0.83,0.77
0.79,0.76,0.81,0.73
0.76,0.77,0.77,0.75
0.77,0.74,0.77,0.72
0.73,0.80,0.80,0.73
0.81,0.95,0.96,0.81
0.95,0.84,0.95,0.82
0.84,0.80,0.84,0.75
0.81,0.81,0.84,0.80
0.80,0.83,0.90,0.80
0.83,0.82,0.91,0.81
0.82,0.80,0.86,0.80
0.81,0.77,0.81,0.72
0.75,0.74,0.79,0.72
0.74,0.75,0.79,0.74
0.75,0.76,0.78,0.75
0.77,0.78,0.79,0.75
0.77,0.77,0.78,0.75
0.76,0.76,0.77,0.75
0.76,0.74,0.77,0.73
0.76,0.71,0.76,0.69
0.71,0.72,0.74,0.68
0.72,0.71,0.72,0.68
0.71,0.70,0.73,0.68
0.72,0.82,0.83,0.69
0.83,0.81,0.90,0.76
0.81,0.77,0.81,0.77
0.77,0.80,0.84,0.77
0.80,0.77,0.83,0.77
0.75,0.75,0.78,0.75
0.76,0.70,0.76,0.70
0.71,0.71,0.74,0.70
0.72,0.73,0.78,0.72
0.67,0.64,0.70,0.53
0.65,0.58,0.67,0.57
0.60,0.61,0.63,0.59
0.63,0.62,0.67,0.61
0.63,0.62,0.63,0.59
0.61,0.61,0.64,0.60
0.60,0.61,0.62,0.60
0.61,0.61,0.62,0.61
0.62,0.63,0.64,0.61
0.63,0.61,0.64,0.61
0.61,0.61,0.62,0.60
0.61,0.60,0.63,0.60
0.60,0.63,0.63,0.60
0.63,0.62,0.65,0.61
0.62,0.63,0.63,0.61
0.64,0.63,0.65,0.61
0.62,0.62,0.63,0.61
0.62,0.63,0.64,0.61
0.62,0.67,0.69,0.62
0.67,0.73,0.75,0.67
0.74,0.75,0.77,0.74
0.76,0.80,0.84,0.75
0.80,0.70,0.82,0.68
0.75,0.70,0.75,0.68
0.70,0.69,0.70,0.66
0.69,0.72,0.75,0.67
0.70,0.70,0.73,0.69
0.70,0.65,0.71,0.64
0.68,0.67,0.70,0.64
0.69,0.67,0.70,0.66
0.67,0.67,0.68,0.65
0.68,0.67,0.68,0.65
0.66,0.66,0.67,0.65
0.66,0.67,0.67,0.65
0.67,0.65,0.68,0.64
0.65,0.66,0.67,0.65
0.67,0.66,0.67,0.65
0.66,0.66,0.67,0.65
0.65,0.67,0.67,0.65
0.67,0.66,0.69,0.66
0.66,0.66,0.68,0.65
0.67,0.66,0.69,0.65
0.65,0.68,0.68,0.65
0.68,0.67,0.68,0.66
0.67,0.67,0.67,0.65
0.66,0.67,0.68,0.66
0.67,0.68,0.68,0.66
0.66,0.66,0.68,0.65
0.66,0.69,0.69,0.65
0.70,0.77,0.78,0.69
0.77,0.78,0.82,0.77
0.79,0.78,0.82,0.77
0.79,0.76,0.80,0.75
0.78,0.73,0.78,0.72
0.73,0.73,0.74,0.72
0.73,0.72,0.73,0.70
0.71,0.70,0.72,0.70
0.70,0.70,0.72,0.70
0.70,0.72,0.72,0.66
0.72,0.70,0.72,0.70
0.70,0.69,0.71,0.69
0.70,0.68,0.70,0.67
0.68,0.67,0.69,0.65
0.68,0.66,0.70,0.65
0.69,0.67,0.70,0.67
0.67,0.67,0.72,0.66
0.67,0.67,0.68,0.65
0.66,0.66,0.69,0.66
0.68,0.68,0.68,0.66
0.67,0.67,0.68,0.66
0.67,0.67,0.68,0.65
0.67,0.65,0.67,0.64
0.65,0.65,0.66,0.64
0.65,0.64,0.65,0.64
0.64,0.64,0.65,0.64
0.67,0.64,0.67,0.64
0.64,0.63,0.65,0.59
0.63,0.60,0.63,0.59
0.60,0.62,0.63,0.59
0.63,0.62,0.65,0.62
0.64,0.63,0.64,0.61
0.63,0.62,0.63,0.61
0.61,0.60,0.62,0.60
0.60,0.62,0.62,0.59
0.61,0.60,0.62,0.59
0.60,0.59,0.62,0.58
0.59,0.60,0.61,0.59
0.60,0.64,0.64,0.59
0.64,0.64,0.65,0.63
0.64,0.61,0.65,0.59
0.55,0.63,0.64,0.55
0.63,0.61,0.64,0.60
0.60,0.58,0.61,0.58
0.58,0.58,0.59,0.58
0.59,0.58,0.60,0.57
0.58,0.62,0.68,0.57
0.64,0.63,0.65,0.62
0.63,0.65,0.65,0.63
0.65,0.66,0.67,0.63
0.66,0.64,0.67,0.63
0.66,0.64,0.66,0.63
0.64,0.66,0.66,0.64
0.64,0.63,0.65,0.61
0.63,0.63,0.64,0.63
0.62,0.64,0.64,0.62
0.65,0.61,0.66,0.61
0.62,0.66,0.67,0.62
0.66,0.68,0.68,0.63
0.65,0.67,0.68,0.65
0.66,0.65,0.67,0.65
0.60,0.67,0.68,0.60
0.65,0.64,0.66,0.63
0.64,0.65,0.67,0.64
0.65,0.65,0.69,0.64
0.65,0.67,0.69,0.65
0.68,0.66,0.68,0.66
0.67,0.68,0.69,0.66
0.69,0.71,0.71,0.66
0.69,0.72,0.72,0.69
0.72,0.73,0.74,0.70
0.73,0.73,0.75,0.71
0.75,0.75,0.75,0.74
0.77,0.85,0.86,0.76
0.84,0.78,0.84,0.73
0.77,0.77,0.78,0.75
0.77,0.78,0.79,0.76
0.77,0.73,0.77,0.70
0.71,0.76,0.78,0.71
0.76,0.78,0.78,0.75
0.76,0.78,0.79,0.75
0.79,0.77,0.79,0.77
0.78,0.73,0.78,0.71
0.75,0.74,0.75,0.73
0.74,0.85,0.86,0.74
0.85,0.84,0.87,0.82
0.84,0.82,0.84,0.80
0.82,0.79,0.82,0.79
0.80,0.82,0.82,0.80
0.83,0.82,0.83,0.80
0.82,0.79,0.82,0.79
0.80,0.79,0.81,0.77
0.77,0.80,0.80,0.77
0.80,0.79,0.80,0.76
0.79,0.78,0.80,0.76
0.75,0.78,0.79,0.72
0.76,0.76,0.78,0.76
0.76,0.75,0.78,0.75
0.75,0.76,0.76,0.75
0.76,0.79,0.80,0.76
0.79,0.76,0.79,0.72
0.74,0.75,0.76,0.74
0.73,0.75,0.76,0.73
0.73,0.75,0.75,0.73
0.74,0.75,0.75,0.73
0.74,0.75,0.76,0.74
0.75,0.77,0.77,0.73
0.75,0.75,0.76,0.75
0.66,0.71,0.73,0.55
0.71,0.69,0.71,0.66
0.69,0.68,0.69,0.67
0.68,0.69,0.69,0.67
0.68,0.68,0.68,0.68
0.67,0.69,0.69,0.67
0.70,0.67,0.70,0.67
0.67,0.69,0.69,0.65
0.69,0.68,0.69,0.67
0.68,0.68,0.68,0.67
0.68,0.67,0.68,0.67
0.65,0.67,0.67,0.65
0.66,0.66,0.66,0.65
0.65,0.65,0.66,0.64
0.65,0.66,0.66,0.65
0.65,0.65,0.66,0.65
0.65,0.65,0.65,0.62
0.65,0.63,0.65,0.63
0.63,0.63,0.63,0.62
0.63,0.63,0.63,0.62
0.63,0.62,0.63,0.61
0.65,0.63,0.65,0.63
0.63,0.63,0.65,0.63
0.65,0.65,0.66,0.63
0.65,0.63,0.65,0.63
0.64,0.62,0.64,0.61
0.61,0.58,0.62,0.58
0.59,0.53,0.59,0.53
0.54,0.55,0.57,0.52
0.55,0.56,0.57,0.53
0.55,0.55,0.56,0.54
0.55,0.52,0.56,0.52
0.52,0.52,0.56,0.52
0.52,0.56,0.56,0.52
0.55,0.56,0.56,0.55
0.55,0.57,0.57,0.53
0.57,0.56,0.57,0.56
0.56,0.56,0.58,0.55
0.58,0.55,0.58,0.55
0.50,0.53,0.53,0.50
0.52,0.50,0.53,0.50
0.51,0.49,0.51,0.47
0.49,0.47,0.49,0.47
0.46,0.49,0.50,0.46
0.49,0.48,0.50,0.48
0.50,0.46,0.50,0.46
0.46,0.48,0.49,0.45
0.48,0.47,0.49,0.47
0.47,0.48,0.49,0.47
0.50,0.48,0.50,0.47
0.49,0.48,0.49,0.47
0.47,0.48,0.49,0.47
0.49,0.49,0.49,0.47
0.49,0.47,0.49,0.46
0.47,0.47,0.48,0.47
0.48,0.48,0.48,0.47
0.48,0.47,0.48,0.46
0.48,0.46,0.48,0.46
0.46,0.46,0.46,0.45
0.45,0.47,0.49,0.45
0.47,0.47,0.48,0.47
0.47,0.46,0.48,0.45
0.46,0.47,0.47,0.45
0.47,0.47,0.47,0.45
0.47,0.46,0.47,0.46
0.46,0.45,0.48,0.45
0.46,0.47,0.47,0.45
0.46,0.45,0.47,0.45
0.46,0.46,0.48,0.46
0.47,0.46,0.47,0.46
0.46,0.46,0.46,0.45
0.46,0.45,0.47,0.45
0.45,0.45,0.46,0.45
0.44,0.46,0.46,0.44
0.46,0.46,0.47,0.46
0.47,0.47,0.48,0.46
0.47,0.46,0.47,0.46
0.46,0.48,0.49,0.46
0.49,0.48,0.50,0.47
0.48,0.50,0.50,0.48
0.49,0.49,0.50,0.48
0.50,0.50,0.52,0.49
0.50,0.50,0.52,0.49
0.51,0.50,0.51,0.48
0.48,0.49,0.51,0.48
0.47,0.48,0.49,0.47
0.49,0.47,0.49,0.46
0.48,0.49,0.49,0.48
0.50,0.49,0.51,0.49
0.50,0.49,0.50,0.47
0.48,0.48,0.49,0.47
0.47,0.47,0.48,0.47
0.46,0.49,0.49,0.46
0.47,0.47,0.49,0.47
0.47,0.47,0.48,0.46
0.47,0.47,0.48,0.46
0.46,0.48,0.48,0.46
0.48,0.48,0.48,0.48
0.48,0.48,0.48,0.46
0.47,0.47,0.48,0.45
0.46,0.46,0.47,0.46
0.47,0.47,0.47,0.46
0.47,0.46,0.49,0.46
0.47,0.47,0.47,0.46
0.47,0.47,0.48,0.46
0.46,0.47,0.47,0.46
0.47,0.48,0.49,0.47
0.49,0.49,0.49,0.48
0.49,0.48,0.49,0.48
0.48,0.47,0.48,0.47
0.48,0.48,0.48,0.47
0.48,0.47,0.48,0.47
0.48,0.47,0.48,0.46
0.48,0.48,0.49,0.47
0.49,0.48,0.49,0.47
0.48,0.49,0.51,0.46
0.50,0.51,0.52,0.49
0.51,0.50,0.52,0.50
0.50,0.49,0.51,0.49
0.49,0.50,0.50,0.49
0.50,0.48,0.50,0.48
0.48,0.49,0.49,0.47
0.48,0.50,0.50,0.48
0.49,0.50,0.50,0.49
0.50,0.50,0.50,0.50
0.50,0.50,0.50,0.50
0.50,0.51,0.51,0.50
0.51,0.50,0.51,0.50
0.50,0.50,0.50,0.50
0.50,0.50,0.51,0.50
0.50,0.51,0.51,0.50
0.51,0.51,0.52,0.50
0.51,0.54,0.55,0.51
0.55,0.56,0.56,0.55
0.56,0.54,0.56,0.52
0.54,0.57,0.57,0.54
0.58,0.58,0.65,0.55
0.60,0.58,0.60,0.57
0.59,0.62,0.62,0.58
0.61,0.64,0.65,0.61
0.64,0.68,0.69,0.64
0.68,0.67,0.69,0.66
0.67,0.66,0.67,0.65
0.66,0.66,0.67,0.65
0.66,0.65,0.66,0.64
0.65,0.62,0.65,0.61
0.62,0.62,0.63,0.57
0.61,0.62,0.64,0.61
0.62,0.62,0.64,0.62
0.63,0.62,0.63,0.60
0.60,0.60,0.62,0.59
0.60,0.60,0.60,0.58
0.60,0.60,0.60,0.59
0.60,0.59,0.60,0.59
0.60,0.64,0.64,0.59
0.65,0.67,0.67,0.64
0.67,0.67,0.68,0.66
0.66,0.64,0.67,0.64
0.64,0.63,0.64,0.63
0.63,0.65,0.66,0.63
0.65,0.67,0.67,0.65
0.67,0.71,0.71,0.67
0.71,0.70,0.72,0.69
0.71,0.70,0.71,0.67
0.70,0.69,0.70,0.68
0.70,0.68,0.70,0.68
0.68,0.68,0.70,0.68
0.68,0.69,0.70,0.68
0.69,0.70,0.71,0.69
0.70,0.69,0.71,0.69
0.69,0.69,0.69,0.69
0.70,0.71,0.71,0.70
0.70,0.70,0.71,0.69
0.70,0.69,0.70,0.68
0.69,0.70,0.70,0.69
0.71,0.72,0.73,0.70
0.71,0.72,0.72,0.70
0.71,0.73,0.73,0.71
0.73,0.73,0.74,0.73
0.73,0.76,0.76,0.73
0.76,0.75,0.77,0.75
0.75,0.72,0.77,0.71
0.71,0.69,0.73,0.69
0.69,0.71,0.73,0.69
0.71,0.72,0.72,0.70
0.71,0.71,0.73,0.71
0.71,0.72,0.72,0.71
0.70,0.71,0.71,0.69
0.71,0.73,0.74,0.70
0.71,0.72,0.74,0.71
0.74,0.72,0.74,0.71
0.72,0.74,0.76,0.71
0.74,0.74,0.74,0.73
0.75,0.76,0.76,0.73
0.76,0.73,0.76,0.73
0.73,0.74,0.78,0.73
0.76,0.77,0.78,0.76
0.79,0.78,0.82,0.78
0.79,0.76,0.80,0.76
0.76,0.79,0.80,0.75
0.79,0.77,0.80,0.77
0.79,0.82,0.83,0.77
0.83,0.80,0.84,0.80
0.80,0.81,0.82,0.79
0.81,0.84,0.84,0.80
0.84,0.87,0.87,0.83
0.87,0.82,0.87,0.81
0.82,0.80,0.82,0.80
0.96,0.89,0.99,0.87
0.91,0.86,0.91,0.85
0.86,0.84,0.87,0.81
0.84,0.86,0.87,0.82
0.85,0.85,0.85,0.83
0.85,0.82,0.85,0.82
0.82,0.85,0.85,0.82
0.84,0.83,0.86,0.81
0.84,0.84,0.85,0.83
0.84,0.83,0.84,0.82
0.83,0.84,0.85,0.81
0.84,0.84,0.84,0.82
0.84,0.85,0.85,0.83
0.85,0.83,0.85,0.83
0.83,0.83,0.84,0.81
0.82,0.82,0.83,0.80
0.82,0.80,0.82,0.79
0.80,0.78,0.81,0.78
0.78,0.76,0.79,0.72
0.75,0.73,0.75,0.69
0.72,0.71,0.72,0.68
0.71,0.69,0.71,0.69
0.69,0.72,0.73,0.68
0.72,0.72,0.72,0.71
0.72,0.72,0.73,0.72
0.72,0.72,0.72,0.72
0.72,0.76,0.77,0.72
0.76,0.80,0.80,0.75
0.80,0.83,0.83,0.79
0.83,0.81,0.85,0.79
0.81,0.80,0.82,0.79
0.80,0.80,0.81,0.79
0.80,0.83,0.84,0.80
0.83,0.82,0.84,0.79
0.80,0.80,0.81,0.77
0.78,0.78,0.82,0.77
0.78,0.77,0.78,0.76
0.76,0.78,0.78,0.76
0.76,0.78,0.79,0.76
0.76,0.77,0.79,0.76
0.76,0.75,0.77,0.72
0.73,0.73,0.76,0.71
0.73,0.73,0.74,0.71
0.74,0.71,0.75,0.71
0.74,0.73,0.74,0.71
0.73,0.72,0.74,0.72
0.72,0.70,0.73,0.67
0.71,0.72,0.73,0.71
0.72,0.74,0.76,0.70
0.73,0.72,0.75,0.70
0.71,0.73,0.73,0.69
0.72,0.74,0.75,0.71
0.71,0.72,0.74,0.71
0.72,0.71,0.72,0.69
0.70,0.65,0.72,0.65
0.66,0.65,0.70,0.65
0.65,0.67,0.68,0.65
0.70,0.69,0.70,0.68
0.72,0.71,0.74,0.70
0.71,0.71,0.72,0.69
0.71,0.69,0.72,0.69
0.73,0.74,0.74,0.70
0.74,0.74,0.75,0.72
0.74,0.73,0.74,0.70
0.74,0.73,0.75,0.72
0.72,0.70,0.74,0.70
0.72,0.74,0.74,0.68
0.72,0.71,0.73,0.68
0.73,0.66,0.73,0.64
0.67,0.68,0.70,0.67
0.72,0.70,0.73,0.67
0.68,0.71,0.72,0.68
0.71,0.71,0.73,0.69
0.72,0.71,0.74,0.69
0.70,0.69,0.70,0.68
0.69,0.70,0.70,0.69
0.70,0.69,0.70,0.68
0.69,0.65,0.70,0.64
0.64,0.66,0.68,0.63
5.00,4.02,10.00,4.02
4.50,3.98,4.51,3.86
3.99,3.78,3.99,3.26
3.45,3.90,3.99,3.45
3.95,3.96,4.00,3.92
3.75,3.77,3.90,3.75
3.64,3.80,3.99,3.64
3.85,4.01,4.25,3.81
4.10,4.50,4.50,4.01
4.68,4.59,5.62,3.90
5.00,4.43,5.00,4.12
4.45,4.45,4.51,4.33
4.44,4.50,4.99,4.33
4.45,4.30,4.45,4.25
4.25,4.33,4.42,4.25
4.33,4.33,4.39,4.33
4.30,4.29,4.35,4.25
4.30,4.20,4.34,4.20
4.33,4.25,4.33,4.21
4.23,4.37,4.44,4.20
4.41,4.35,4.43,4.11
4.30,4.26,4.56,4.19
4.25,4.39,4.40,4.25
4.38,4.26,4.41,4.19
4.26,4.25,4.43,4.20
4.26,4.34,4.36,4.26
4.35,4.30,4.35,4.27
4.30,4.23,4.30,4.22
4.25,4.22,4.35,4.09
4.22,4.29,4.30,4.14
4.29,4.20,4.29,4.20
4.24,4.20,4.31,4.15
4.12,4.25,4.32,4.12
4.25,4.22,4.33,4.15
4.15,4.17,4.26,4.15
4.18,4.24,4.24,4.15
4.15,4.23,4.24,4.10
4.23,4.19,4.24,4.19
4.16,4.11,4.23,4.10
4.13,4.19,4.21,4.10
4.19,4.24,4.24,4.15
4.23,4.44,4.46,4.20
4.39,4.59,4.62,4.39
4.68,4.81,4.90,4.59
4.94,5.13,5.37,4.80
5.20,5.05,5.20,4.82
5.05,4.92,5.42,4.90
4.99,5.12,5.21,4.65
5.13,5.20,5.44,5.04
5.00,5.29,5.40,5.00
5.21,5.19,5.49,4.92
5.20,5.11,5.26,5.03
5.11,5.03,5.15,4.95
5.03,5.10,5.32,5.00
5.15,4.96,5.15,4.89
4.99,4.96,5.12,4.95
4.98,4.80,5.10,4.66
4.80,4.42,4.98,4.29
4.70,4.71,4.80,4.60
4.72,4.60,4.72,4.57
4.65,4.74,4.75,4.63
4.66,4.58,4.69,4.41
4.62,4.53,4.75,4.50
4.57,4.53,4.59,4.45
4.45,4.51,4.66,4.45
4.51,4.44,4.92,4.44
4.31,4.24,4.43,4.10
4.28,4.16,4.30,4.12
4.16,3.69,4.22,3.65
3.69,3.44,3.81,3.16
3.00,3.52,3.77,2.83
3.44,3.00,3.52,2.98
3.00,3.00,3.00,3.00
4.10,3.41,4.27,3.05
3.51,3.00,3.51,2.90
3.00,3.10,3.10,2.57
2.87,2.98,3.25,2.87
2.95,3.03,3.09,2.67
3.05,3.07,3.13,2.97
3.10,3.11,3.25,3.06
3.07,3.02,3.07,2.90
3.10,3.28,3.38,2.96
3.29,3.21,3.37,3.13
3.20,3.27,3.35,3.10
3.29,3.53,3.54,3.29
3.56,4.06,4.12,3.56
4.04,4.15,4.25,3.84
4.12,4.07,4.23,3.96
4.19,3.78,4.19,3.76
3.78,3.84,4.10,3.50
3.79,3.46,3.98,3.45
3.47,3.45,3.71,3.41
3.48,3.40,3.77,3.39
3.35,3.46,3.65,3.32
3.45,3.44,3.59,3.34
3.87,3.54,3.91,3.47
3.72,3.84,3.84,3.56
3.95,4.13,4.31,3.90
4.20,3.41,4.30,3.05
3.25,3.50,3.69,3.24
3.52,3.55,3.60,3.45
3.50,3.99,4.10,3.47
3.97,3.88,3.98,3.78
3.88,3.84,3.98,3.80
3.85,3.82,3.87,3.63
3.81,3.70,3.94,3.56
3.68,3.74,3.76,3.58
3.77,3.63,3.77,3.60
3.62,3.62,3.74,3.54
3.66,3.73,3.75,3.58
3.75,3.65,3.89,3.60
3.65,3.58,3.66,3.54
3.67,3.55,3.73,3.45
3.50,3.71,3.72,3.46
3.76,3.79,3.85,3.71
3.78,3.70,3.85,3.64
3.70,3.69,3.77,3.67
3.72,3.70,3.85,3.60
3.73,3.84,3.84,3.71
3.81,3.92,3.98,3.75
3.92,4.17,4.20,3.92
4.06,4.20,4.25,4.06
4.21,4.45,4.49,4.21
4.50,4.79,4.86,4.50
5.00,4.91,5.13,4.81
4.94,4.90,4.99,4.79
4.91,4.79,4.92,4.66
4.75,4.86,5.00,4.70
4.84,4.76,4.91,4.70
4.79,4.83,4.86,4.70
4.87,4.91,5.00,4.77
4.90,4.94,5.02,4.87
4.92,5.13,5.16,4.90
5.19,5.46,5.58,5.19
5.53,5.79,6.08,5.51
5.91,5.83,6.12,5.80
5.83,5.95,6.06,5.83
5.89,5.91,6.10,5.64
6.08,6.00,6.08,5.90
5.96,5.96,6.00,5.76
5.93,5.95,6.05,5.90
6.00,6.02,6.07,5.88
6.05,6.24,6.25,5.98
6.30,6.54,6.61,6.30
6.67,6.61,6.68,6.45
6.67,6.38,6.68,6.16
6.38,6.29,6.50,6.20
6.27,5.95,6.39,5.87
5.88,6.10,6.33,5.53
6.05,6.02,6.27,5.95
6.02,6.11,6.18,5.96
6.17,5.74,6.18,5.62
5.75,5.08,5.79,4.71
5.04,5.39,5.49,5.04
5.55,5.54,5.75,5.50
5.60,5.40,5.73,5.39
5.45,5.32,5.47,5.20
5.32,5.48,5.64,5.32
5.51,5.60,5.74,5.34
5.63,5.80,5.93,5.62
5.84,6.14,6.16,5.83
6.20,6.10,6.33,6.00
6.07,6.34,6.41,5.95
6.58,6.86,7.00,6.46
7.30,7.41,7.80,7.06
7.65,6.98,7.85,6.62
7.10,7.07,7.45,6.95
8.51,6.86,8.74,6.61
7.15,7.03,7.16,6.75
6.85,6.30,6.87,6.10
6.35,5.96,6.43,5.75
6.00,5.66,6.00,5.53
5.57,5.32,5.60,5.28
5.33,5.89,5.98,5.18
5.94,5.78,5.98,5.66
5.71,6.09,6.15,5.53
6.10,6.43,6.47,6.02
6.64,6.25,6.64,6.06
6.16,6.15,6.40,6.08
6.27,6.25,6.28,5.90
6.36,6.27,6.37,6.10
6.22,6.13,6.29,6.10
6.26,6.18,6.33,6.07
6.13,5.90,6.15,5.80
5.86,5.75,5.95,5.69
5.73,5.65,5.84,5.55
5.35,5.71,5.74,5.25
5.79,5.51,5.86,5.32
5.43,5.60,5.68,5.41
5.50,5.73,5.79,5.50
5.92,5.47,5.92,5.34
5.42,5.44,5.62,5.32
5.34,5.29,5.48,5.23
5.22,5.22,5.40,5.20
5.17,5.33,5.36,5.17
5.30,5.49,5.60,5.30
5.45,5.34,5.50,5.31
5.32,5.30,5.43,5.23
5.26,5.15,5.38,5.13
5.10,5.11,5.21,5.06
5.08,5.03,5.15,4.98
4.99,4.93,5.04,4.89
4.92,4.80,4.99,4.63
4.93,4.99,5.18,4.89
5.07,5.00,5.23,4.92
4.99,5.01,5.06,4.96
5.04,5.01,5.14,5.00
4.99,5.00,5.05,4.98
5.04,5.06,5.23,4.99
5.02,5.04,5.19,5.00
5.00,4.96,5.07,4.93
4.95,4.99,5.13,4.95
5.00,5.00,5.14,4.90
5.00,5.02,5.07,4.98
5.00,5.00,5.06,4.97
4.99,5.06,5.12,4.98
5.10,5.13,5.19,5.02
5.25,5.13,5.30,5.05
5.10,4.85,5.12,4.84
4.85,4.88,4.94,4.81
4.95,4.99,5.05,4.86
5.02,5.27,5.29,4.99
5.20,5.30,5.32,5.16
5.26,5.25,5.29,5.15
5.23,5.33,5.34,5.19
5.34,5.31,5.34,5.22
5.32,5.46,5.54,5.23
5.48,5.57,5.66,5.48
5.59,5.71,5.80,5.59
5.66,5.47,5.75,5.27
5.51,5.47,5.69,5.40
5.75,5.54,5.75,5.48
5.60,5.59,5.60,5.50
5.63,5.62,5.69,5.53
5.67,5.68,5.69,5.56
5.50,5.55,5.69,5.46
5.51,5.57,5.65,5.51
5.60,5.65,5.68,5.58
5.67,5.75,5.75,5.60
5.74,5.53,5.74,5.52
5.51,5.73,5.75,5.51
5.62,5.59,5.75,5.52
5.59,5.61,5.70,5.53
5.65,5.71,5.75,5.62
5.74,5.90,5.95,5.62
6.00,6.17,6.28,5.95
6.21,6.07,6.40,5.97
6.05,6.02,6.05,5.81
6.05,6.06,6.10,5.99
6.08,6.01,6.17,5.98
6.00,5.94,6.07,5.88
5.91,5.84,6.03,5.80
5.81,5.87,5.94,5.71
5.83,5.73,5.88,5.71
5.71,5.88,5.92,5.71
5.82,5.82,5.89,5.78
5.85,5.91,5.95,5.80
5.95,6.10,6.11,5.92
6.05,5.98,6.07,5.92
6.00,5.96,6.07,5.95
6.00,6.00,6.07,5.95
5.98,5.91,6.05,5.85
5.87,5.71,5.87,5.65
5.65,5.76,5.81,5.65
5.80,5.28,5.98,5.22
5.25,5.19,5.27,4.97
5.25,5.17,5.35,5.13
5.10,5.06,5.20,5.04
5.03,4.99,5.06,4.90
4.99,4.94,4.99,4.90
4.90,4.83,4.97,4.80
4.83,4.67,4.86,4.52
4.64,4.69,4.85,4.56
4.70,4.65,4.90,4.62
4.53,4.56,4.67,4.52
4.50,4.55,4.65,4.50
4.50,4.60,4.80,4.50
4.60,4.55,4.80,4.45
4.60,4.35,4.70,4.15
4.40,4.50,4.55,4.35
4.60,4.55,4.60,4.45
4.50,4.60,4.60,4.45
4.00,4.50,4.60,4.00
4.15,4.40,4.50,4.15
4.35,4.50,4.50,4.15
4.50,4.40,4.60,4.35
4.35,4.45,4.50,4.25
4.45,4.60,4.75,4.45
4.65,4.50,4.65,4.45
4.55,4.60,4.60,4.45
4.55,4.55,4.60,4.51
4.55,4.55,4.55,4.45
4.45,4.60,4.68,4.45
4.65,4.65,4.65,4.50
4.60,4.60,4.67,4.55
4.65,4.35,4.65,4.35
4.40,4.40,4.50,4.26
4.35,4.30,4.40,4.25
4.25,4.30,4.40,4.25
4.30,4.40,4.40,4.25
