VNO,Vornado Realty Trust Common Stock,NASDAQ
80.35,76.73,80.35,76.35
77.39,78.33,78.97,76.75
77.40,78.14,79.84,76.19
78.77,79.19,79.75,77.67
79.97,80.60,80.96,79.95
81.18,82.93,83.02,81.10
82.68,82.85,83.45,81.96
83.19,83.01,83.77,82.24
82.78,84.51,84.52,82.73
83.74,84.15,84.62,83.19
84.03,84.44,84.50,82.98
84.45,84.70,85.15,84.44
85.11,85.52,85.98,84.62
85.20,85.47,85.78,84.56
86.70,87.51,87.62,86.19
87.75,86.96,87.75,86.15
87.08,87.77,87.81,86.26
87.82,87.28,88.00,87.13
87.84,87.57,87.99,87.36
87.89,88.71,88.95,87.57
88.44,88.41,88.95,88.22
88.83,88.91,89.08,88.35
89.09,88.68,89.35,88.48
89.01,87.07,89.06,86.33
86.84,86.83,87.37,86.22
86.51,87.53,87.56,86.23
87.17,86.93,87.35,86.48
87.42,86.16,87.67,85.83
86.31,84.81,86.99,83.53
85.36,84.16,85.58,84.15
84.22,83.38,84.75,83.35
83.38,83.62,84.22,83.02
83.62,84.05,84.39,82.78
83.82,84.75,84.81,83.18
84.41,84.78,85.06,84.16
84.73,84.91,85.34,84.57
84.86,83.75,84.86,83.15
83.75,83.24,83.78,82.50
83.03,84.02,84.07,82.50
83.08,82.84,83.13,81.94
82.59,81.40,83.11,81.29
80.98,79.58,81.33,79.56
79.90,81.18,81.50,79.66
80.87,81.06,82.36,80.13
81.10,81.99,82.13,80.52
81.96,82.96,82.98,81.60
82.89,82.97,83.31,82.56
82.07,82.88,83.13,81.53
83.03,82.48,83.22,82.12
82.30,81.80,82.30,81.00
82.05,81.30,82.33,81.04
82.07,80.96,82.11,80.08
80.80,81.52,82.12,80.19
81.97,80.75,82.05,80.60
81.74,82.38,83.21,81.73
82.46,84.55,84.55,82.30
85.20,84.28,85.25,83.50
84.06,85.16,85.39,84.06
85.25,84.32,85.41,84.15
84.24,84.55,84.88,83.93
85.76,85.36,86.50,85.04
85.18,85.05,85.86,84.69
84.80,88.12,88.39,84.04
88.06,88.66,89.23,87.99
88.66,86.32,88.80,86.25
85.79,86.03,87.07,85.69
86.00,84.69,86.13,84.60
84.63,84.40,85.65,84.08
84.68,85.20,85.24,84.33
84.76,84.41,85.08,83.72
84.25,84.06,85.38,83.81
84.23,84.72,85.77,84.00
84.55,84.26,85.32,83.65
84.26,83.15,84.45,82.73
83.15,84.52,84.60,82.99
83.54,84.39,84.57,83.28
84.22,83.71,84.72,83.57
83.69,83.70,84.68,83.50
84.33,86.67,86.70,84.14
86.03,86.92,86.94,85.72
86.49,87.04,87.12,86.01
86.44,86.41,87.39,86.25
86.91,88.47,88.74,86.31
88.15,89.44,89.60,87.75
89.73,89.09,89.73,88.33
89.09,88.74,89.09,87.75
88.84,89.70,90.14,88.84
89.38,89.39,89.85,89.02
89.39,89.91,89.99,89.01
90.36,91.11,91.20,90.00
91.09,90.45,91.14,89.64
90.45,90.21,90.45,89.30
90.04,89.19,90.30,88.60
89.28,89.06,89.78,88.36
89.66,89.97,90.24,88.97
90.00,90.45,90.62,89.43
90.06,90.53,91.58,89.85
90.80,90.64,91.91,90.38
90.01,88.59,90.50,88.38
87.73,88.08,88.47,86.20
88.22,88.32,88.81,87.75
87.97,87.88,88.14,86.73
87.69,88.67,88.76,87.03
89.13,89.44,90.39,88.92
89.27,90.03,90.19,89.22
89.85,89.77,90.72,89.44
90.08,89.19,90.34,88.90
89.18,88.45,90.09,87.90
88.27,89.76,89.95,88.27
89.69,89.94,89.97,89.19
89.85,89.03,90.15,88.93
89.10,88.33,89.65,88.29
88.59,89.16,89.29,88.43
89.29,87.93,90.68,87.76
87.75,87.92,88.76,86.86
88.11,88.98,89.49,87.94
88.48,89.68,89.90,88.17
89.15,89.64,89.90,88.27
90.12,90.75,90.76,89.36
91.00,90.49,91.11,90.00
90.34,90.51,90.98,90.08
90.50,87.86,90.50,87.61
87.90,87.29,88.30,86.83
87.42,88.07,88.54,86.97
88.16,87.77,88.22,87.30
87.58,88.02,88.39,87.21
88.26,89.90,90.11,87.15
89.49,88.60,89.70,88.32
88.48,88.84,89.02,88.23
89.06,89.11,89.85,88.77
89.44,89.09,89.82,88.83
89.27,89.21,89.64,88.85
89.56,89.90,90.03,88.47
89.77,89.75,90.30,89.45
89.75,88.79,89.88,88.55
89.16,88.64,89.29,87.82
88.64,89.57,90.02,88.28
89.74,89.24,89.88,88.84
89.24,90.50,90.67,89.15
90.11,89.89,90.55,89.27
89.97,90.45,90.50,88.63
90.80,91.70,91.98,90.65
91.22,90.94,92.13,90.61
91.04,91.52,91.80,90.85
91.43,92.01,92.40,91.43
91.99,92.57,92.74,91.87
92.88,91.78,92.90,91.46
92.19,92.28,92.70,91.68
92.68,93.30,93.85,92.57
91.81,91.73,92.18,91.39
91.10,90.24,91.48,89.77
89.72,90.29,91.07,89.34
90.39,91.35,91.67,90.39
90.38,90.64,91.58,89.90
91.43,91.38,92.14,91.21
90.85,91.83,92.40,90.42
91.92,90.20,92.16,89.85
90.49,91.75,92.08,90.19
91.52,91.15,91.83,90.60
91.22,92.90,92.99,91.04
93.21,92.38,93.79,91.61
92.43,93.99,94.25,92.13
93.79,94.89,95.37,93.52
94.99,95.24,95.49,94.42
94.71,95.43,96.19,94.53
95.33,95.70,96.28,95.22
95.88,96.05,96.06,95.01
95.57,95.66,96.68,95.46
95.73,95.03,95.98,94.64
94.74,94.78,95.40,94.08
94.97,94.64,95.84,94.60
96.90,94.67,96.98,93.68
94.05,94.63,95.02,93.79
94.74,94.79,95.41,94.17
94.82,96.29,96.44,94.62
95.73,96.48,97.82,95.52
97.39,98.23,98.33,97.12
98.74,99.20,99.35,98.26
99.55,99.23,99.77,98.73
99.13,99.15,99.36,98.49
99.21,98.94,99.37,98.44
99.05,99.29,100.02,98.85
98.97,98.38,99.28,98.00
98.87,97.77,98.87,97.74
97.76,97.55,98.58,97.50
97.87,97.55,98.38,97.30
97.60,98.67,98.68,97.36
98.74,96.60,99.39,96.19
96.58,98.20,98.21,95.89
98.95,98.36,99.11,98.07
98.64,97.65,98.70,96.90
98.07,97.94,98.26,97.44
98.09,96.69,98.26,96.69
96.61,96.87,97.51,96.35
97.32,98.10,98.32,97.09
98.53,98.56,98.79,97.45
98.62,99.44,99.52,98.10
99.22,99.23,99.58,98.88
99.49,99.19,99.57,98.63
99.79,99.16,99.99,98.75
99.25,99.33,99.99,99.15
99.36,100.26,100.31,98.53
100.25,99.29,100.43,98.75
99.51,98.30,100.15,97.76
97.99,98.15,98.76,97.72
98.97,97.72,98.97,96.93
98.09,99.19,99.22,97.80
99.54,100.27,100.41,98.92
100.27,100.52,100.58,99.82
100.42,100.53,100.82,99.93
100.31,101.21,101.35,99.84
100.99,101.01,101.13,100.40
101.18,101.02,101.30,100.62
101.00,100.76,101.03,99.50
101.27,101.93,102.13,100.86
102.41,101.98,102.51,101.52
101.77,102.60,102.63,101.38
102.64,103.16,103.24,101.85
102.90,103.32,104.05,102.46
103.28,103.54,103.67,102.70
102.14,103.50,103.98,102.14
103.86,105.20,105.42,103.75
104.66,105.04,105.52,104.43
105.42,105.48,105.68,104.78
105.66,105.96,106.02,105.47
106.00,105.23,106.65,104.87
105.27,105.74,106.02,104.77
105.40,105.52,105.78,104.61
105.36,105.84,105.87,104.74
105.58,105.39,105.58,104.62
105.39,105.14,105.79,104.58
105.37,104.86,105.91,104.47
105.02,104.35,105.35,104.28
104.71,105.32,105.56,104.66
105.50,106.54,106.54,105.30
106.32,106.17,106.57,105.00
106.10,106.45,106.51,105.62
106.37,107.08,107.39,106.37
107.29,107.52,107.93,107.08
107.30,106.82,107.50,106.74
106.51,106.91,107.12,106.29
107.07,108.69,108.77,106.72
109.01,107.94,109.01,107.78
107.79,106.45,108.33,106.38
106.40,105.61,106.85,105.31
105.56,105.35,105.99,105.02
105.18,104.54,105.44,104.31
104.76,104.50,104.85,104.02
104.52,104.25,105.12,104.11
104.09,104.62,104.79,103.76
104.59,105.02,105.25,104.02
105.15,106.35,106.35,104.84
106.07,106.59,106.66,105.40
106.53,106.34,106.93,106.15
106.21,106.20,106.66,105.88
106.16,106.33,106.42,105.91
106.33,105.87,106.44,105.46
105.94,107.35,107.48,105.91
107.14,106.73,107.40,105.74
106.53,106.71,109.12,105.70
106.58,106.79,106.86,105.83
106.45,105.95,106.47,105.19
105.99,105.91,106.66,105.58
106.02,106.23,106.36,105.56
106.41,106.37,106.57,105.52
105.87,106.06,106.60,105.53
106.18,106.56,106.84,105.90
106.87,106.98,107.19,106.35
106.79,107.00,107.25,106.41
107.18,107.52,107.69,106.66
106.95,105.97,107.29,105.95
106.28,107.48,107.48,105.84
107.34,106.96,107.38,106.67
107.62,107.95,108.20,107.35
107.83,108.22,108.30,107.58
108.26,108.60,108.70,107.74
108.05,107.34,108.31,107.09
107.08,107.32,107.76,107.08
107.29,106.83,107.54,106.60
107.03,107.13,107.72,106.56
106.38,106.02,107.06,105.94
106.01,105.13,106.75,105.08
105.18,105.82,106.20,104.61
104.93,105.13,106.05,104.48
105.03,104.78,105.61,104.69
104.30,104.07,105.21,103.80
104.41,104.73,104.76,103.60
105.03,105.21,105.97,104.76
105.31,105.30,105.72,104.97
105.67,106.61,106.89,105.37
106.91,106.11,107.07,105.92
106.39,105.55,106.75,105.17
106.16,106.31,106.34,105.59
106.49,106.43,106.81,105.85
106.12,106.97,107.28,105.52
107.02,106.63,107.38,106.56
106.50,105.54,106.73,105.30
106.10,105.09,106.10,104.76
105.27,105.01,105.73,104.85
105.12,105.36,105.53,104.99
105.14,105.42,105.70,104.93
105.75,105.87,105.90,105.29
106.00,106.62,106.64,105.72
106.63,107.10,107.41,106.45
106.98,106.87,107.79,106.48
106.71,107.78,107.92,106.41
107.78,107.77,108.10,107.43
107.55,106.87,107.78,106.61
106.60,105.39,106.67,105.23
105.30,105.62,105.84,104.82
105.22,102.73,105.22,101.97
102.60,102.37,103.34,101.95
102.39,103.31,103.65,102.15
103.60,103.50,104.53,103.01
103.87,102.67,104.19,102.62
103.12,102.17,103.46,101.56
102.13,101.17,102.28,101.14
101.16,100.31,101.58,100.20
100.12,100.03,101.69,99.75
100.01,99.77,100.66,99.51
99.75,100.76,100.93,99.26
100.48,100.45,100.56,99.62
100.60,99.96,100.95,99.71
99.78,99.77,100.65,99.25
99.77,99.59,100.25,98.92
99.91,99.82,100.15,99.32
100.02,99.65,100.51,99.41
99.40,98.36,99.61,98.33
98.35,100.40,100.72,98.27
100.47,101.65,102.26,100.09
101.91,102.51,104.04,101.25
102.49,102.05,103.57,102.00
102.36,104.08,104.81,102.05
103.74,103.32,104.56,102.41
102.18,103.77,104.17,102.11
104.64,104.67,104.94,103.43
104.36,105.98,106.00,104.18
106.38,107.00,107.04,105.52
107.04,106.94,107.49,106.55
107.49,107.56,107.99,106.32
107.71,107.42,108.06,106.50
107.46,108.09,108.17,106.98
108.42,107.70,108.42,107.17
107.50,106.75,107.95,106.14
106.47,107.60,107.67,93.09
108.47,109.48,109.64,107.60
109.34,110.82,111.01,109.18
110.32,111.16,111.47,109.75
111.30,111.80,112.03,110.54
111.09,110.13,111.09,109.87
110.18,109.03,110.27,108.95
108.81,109.20,109.54,108.78
109.57,108.61,109.72,108.42
108.51,107.52,108.62,107.21
107.88,108.15,108.59,107.44
108.22,107.58,108.99,107.23
107.62,108.05,108.47,107.32
107.99,109.20,109.40,107.69
108.86,108.98,109.88,108.40
108.89,109.08,109.29,108.44
109.73,110.60,110.67,108.96
111.00,110.88,111.39,110.39
111.06,110.74,111.24,110.56
110.87,111.05,111.43,110.55
110.87,111.56,112.50,110.87
111.36,112.11,112.75,110.91
112.07,112.80,112.82,111.38
112.60,112.17,112.71,111.44
112.06,112.85,113.13,111.68
112.44,112.85,112.99,111.69
113.12,113.19,114.06,112.83
112.25,114.24,114.91,112.14
114.16,113.88,114.53,113.41
114.32,113.76,114.85,113.59
113.45,113.24,114.52,113.13
113.62,112.22,113.82,111.47
112.16,111.80,113.06,111.40
111.61,114.49,114.68,111.61
115.03,116.59,116.63,114.55
117.31,115.96,117.37,115.59
116.38,117.94,118.04,116.10
118.40,118.45,118.72,117.47
118.77,117.54,119.04,117.54
117.61,118.29,118.75,117.32
118.23,119.10,119.27,118.05
119.03,119.27,119.98,118.47
119.31,117.71,120.23,117.50
118.36,119.37,119.49,117.70
118.75,119.67,120.10,118.62
119.85,120.64,121.15,119.70
121.47,123.19,123.34,120.35
123.46,123.61,124.17,122.55
123.61,123.60,124.49,122.88
123.79,124.41,124.69,123.72
124.92,124.15,125.55,123.45
123.67,124.68,124.93,123.02
125.14,126.00,126.62,124.57
115.45,114.27,115.73,112.80
114.88,113.34,115.50,112.79
112.41,112.41,113.22,111.26
112.51,114.68,114.80,112.51
114.85,114.30,114.92,113.96
114.16,114.75,114.76,113.62
114.14,114.27,114.90,113.79
114.49,113.08,114.99,113.07
112.46,112.54,112.84,111.68
111.99,110.44,112.74,110.37
110.50,111.05,111.25,108.87
110.78,112.01,112.03,110.06
111.95,111.58,112.10,110.86
111.96,113.97,114.08,111.50
113.44,112.64,113.48,111.89
112.43,112.34,113.32,112.28
112.49,113.01,113.50,112.00
113.59,112.68,113.82,111.83
112.80,113.70,113.95,112.16
113.58,112.96,113.85,112.39
112.86,112.88,113.92,112.42
112.92,113.96,114.15,112.06
113.50,111.26,113.53,110.70
110.92,112.49,112.70,110.68
112.92,113.16,113.29,111.93
112.67,111.05,113.29,110.41
111.00,110.45,112.02,110.22
110.22,109.38,110.39,109.18
109.57,110.04,110.56,108.91
110.33,110.98,111.82,110.01
110.71,110.66,111.36,109.68
110.46,108.68,110.63,108.46
109.36,109.17,110.21,108.94
107.47,104.67,107.47,104.53
105.38,105.29,106.09,104.90
105.19,104.46,105.67,104.44
104.20,104.58,105.17,104.11
105.09,106.24,106.51,105.03
106.26,105.76,106.35,105.14
106.09,106.66,107.19,105.67
106.39,106.89,107.22,106.05
106.74,108.89,109.49,106.19
108.48,109.05,109.67,108.06
109.34,113.44,113.65,108.73
113.35,113.28,114.02,112.60
112.90,112.46,113.18,112.28
112.64,110.36,113.06,110.25
110.00,110.27,110.74,109.30
110.15,110.94,111.03,109.89
111.42,112.35,112.63,110.51
112.07,112.00,112.63,111.50
111.95,110.30,111.95,109.88
110.01,111.21,111.95,109.89
111.34,112.62,113.12,111.27
112.53,110.12,112.53,110.12
110.11,109.74,110.73,109.54
109.63,107.14,109.67,106.66
107.78,107.42,108.70,107.05
107.50,107.24,107.65,107.16
107.26,108.31,108.94,107.21
108.22,107.49,108.74,107.43
107.11,107.65,108.37,106.71
107.31,106.99,108.16,106.30
107.14,106.79,107.74,106.51
107.03,107.00,107.86,106.76
106.98,107.12,107.81,106.49
107.05,106.94,107.38,106.41
107.02,107.46,108.21,106.81
107.76,107.64,108.32,107.27
107.26,107.45,107.81,106.44
106.59,105.33,106.83,105.18
104.84,103.49,105.00,102.87
104.20,104.50,105.29,103.88
104.75,104.59,105.50,104.34
100.40,100.73,102.83,98.50
100.72,100.14,100.95,99.42
100.50,101.48,102.22,100.14
102.18,102.89,103.88,102.18
102.48,100.87,102.97,100.52
100.20,100.95,101.56,99.64
101.33,99.96,102.22,99.69
100.50,101.88,102.00,100.36
102.25,102.72,103.28,101.82
102.40,101.82,102.74,101.41
101.56,102.07,102.38,101.16
102.07,102.57,103.33,101.85
102.63,102.25,102.97,101.96
101.94,102.26,103.19,101.57
102.13,101.12,102.25,100.90
101.53,101.92,102.12,101.20
102.18,101.39,102.42,100.91
101.39,99.89,101.85,99.58
100.00,101.05,101.49,99.71
100.71,100.22,100.76,99.50
100.22,99.37,100.58,98.85
99.37,99.50,99.92,98.62
98.75,98.19,99.17,97.73
97.97,97.79,98.43,97.61
97.70,97.30,98.07,97.13
97.48,98.25,99.48,96.99
98.61,98.36,98.91,98.21
98.18,98.03,98.53,97.60
97.80,97.73,98.35,97.45
97.79,98.46,98.70,97.55
98.45,99.30,99.55,97.63
99.49,101.29,101.58,99.16
100.70,100.10,101.13,99.77
100.29,99.51,100.87,99.35
99.37,98.76,100.91,98.61
98.93,97.23,99.11,97.23
97.35,96.06,97.36,96.06
96.18,96.69,97.05,95.65
96.59,94.89,97.04,94.82
96.39,94.93,96.39,94.55
93.94,96.42,96.42,93.42
96.90,96.27,97.77,95.94
95.80,96.50,97.10,95.80
97.12,97.98,98.32,96.93
97.45,97.26,98.38,97.11
97.68,96.87,98.40,96.64
97.47,97.13,98.11,96.89
97.07,96.84,98.35,96.28
97.01,97.04,97.41,96.30
96.86,97.25,97.48,96.53
97.64,98.23,98.96,97.46
98.13,97.31,98.28,97.11
97.22,96.79,97.29,96.51
96.87,96.47,97.46,96.44
96.56,96.94,97.30,96.38
96.77,95.89,96.80,95.14
95.72,96.03,96.43,95.42
95.91,96.31,96.97,95.83
96.23,96.27,96.66,95.72
96.22,97.05,97.31,95.40
97.00,96.43,97.15,96.13
97.65,97.55,98.12,97.16
97.58,97.88,98.13,97.00
97.60,96.69,97.95,95.73
97.07,95.64,97.10,95.41
95.64,95.17,95.80,93.85
94.73,95.13,96.10,93.71
95.75,95.83,96.17,95.25
95.72,96.55,97.06,95.22
96.06,96.90,96.92,95.76
96.58,97.05,97.58,95.77
96.85,96.93,97.04,96.09
96.90,96.94,97.86,96.09
96.76,96.68,97.28,96.30
96.19,95.43,96.48,95.05
94.97,94.43,95.22,94.22
93.86,92.16,94.33,92.12
92.16,87.43,92.53,87.14
89.35,84.80,89.35,84.73
86.25,88.12,88.29,85.44
88.59,90.28,91.24,88.47
89.89,89.52,90.81,88.74
89.27,87.19,90.12,87.13
85.80,85.98,87.13,85.18
86.76,87.23,87.59,86.34
87.46,87.28,88.19,87.03
86.48,84.92,86.57,84.60
86.37,86.61,86.83,85.46
87.55,86.04,87.60,85.81
85.70,86.87,87.82,85.70
86.60,88.87,88.89,86.26
89.09,88.50,89.09,88.11
88.51,89.80,89.99,88.00
89.60,90.99,91.22,89.26
90.88,92.02,93.61,90.62
90.54,91.76,92.90,90.54
92.05,92.33,93.01,91.65
91.67,91.03,92.13,90.76
91.09,91.38,91.84,90.54
90.97,90.59,91.53,90.02
91.39,91.11,91.77,90.25
90.40,89.66,90.74,89.24
89.69,90.63,90.81,89.55
91.33,90.42,91.56,89.84
90.85,90.57,90.96,89.32
90.30,91.70,91.71,89.57
92.15,92.90,92.97,91.73
92.69,92.88,93.29,92.16
93.01,94.30,94.37,92.96
94.03,95.88,95.95,93.78
95.82,95.23,96.00,94.68
95.30,96.24,96.29,95.11
96.10,95.69,96.50,94.99
95.94,95.42,96.21,94.99
95.94,97.63,97.69,95.62
98.16,98.27,98.81,97.82
98.15,100.23,100.27,98.00
99.75,99.52,100.59,98.84
99.88,98.82,100.30,98.78
99.21,100.21,100.61,98.95
100.11,99.53,100.78,98.79
99.74,99.76,99.88,99.06
99.47,99.54,100.03,98.94
99.69,100.72,100.75,98.51
100.17,100.70,100.81,99.97
100.69,100.55,100.87,100.09
100.56,103.41,103.41,98.31
103.26,100.80,103.26,98.71
101.00,99.90,101.34,99.53
99.70,99.78,100.01,99.12
97.76,96.48,98.20,95.55
96.48,95.00,96.67,94.10
95.11,95.70,96.13,95.01
96.03,95.99,96.27,95.42
95.69,94.75,95.94,94.66
94.63,93.58,95.66,93.44
93.58,94.67,94.70,93.06
94.38,94.16,95.29,94.13
94.64,95.64,95.75,94.12
95.81,96.19,96.47,95.38
96.71,97.19,97.38,96.61
96.98,97.26,97.51,96.87
96.77,97.34,97.63,96.22
97.27,96.86,97.82,96.37
96.65,97.55,97.83,96.60
97.73,96.76,97.97,96.60
97.41,98.82,98.85,97.12
98.21,97.06,99.11,96.87
96.50,96.38,97.05,95.81
96.84,97.79,98.49,96.51
97.65,98.14,98.42,97.19
97.96,98.00,98.40,97.31
97.50,97.53,98.29,96.71
97.55,96.90,97.90,96.33
96.23,96.60,97.31,95.79
96.47,97.65,97.71,95.71
98.20,98.33,99.10,98.17
98.76,100.16,100.51,98.13
100.08,99.43,101.33,99.42
99.05,97.50,99.26,97.47
98.55,97.45,98.87,96.80
98.06,98.03,98.67,97.90
98.34,99.91,99.94,98.22
99.99,99.81,100.22,99.31
99.44,100.48,100.58,99.07
100.95,101.48,101.72,100.50
101.31,101.16,101.90,101.08
101.02,99.96,101.27,99.89
98.90,98.42,99.33,97.49
98.80,99.72,99.97,98.49
98.94,99.25,99.50,98.22
97.83,98.27,98.77,97.63
98.33,96.15,98.97,95.93
96.47,95.68,97.95,95.56
96.15,94.28,96.15,93.96
94.41,92.93,94.86,92.78
93.26,92.54,93.81,92.13
92.78,90.84,92.78,90.59
91.65,91.15,92.27,91.02
90.24,88.44,90.87,86.73
88.91,88.85,89.81,87.82
90.03,90.77,91.56,90.02
90.66,90.16,91.88,89.99
90.37,92.06,92.07,90.07
91.66,91.15,91.80,90.45
90.85,86.94,91.68,86.60
88.00,88.46,89.17,85.96
87.51,87.84,88.85,87.08
87.50,85.24,89.70,84.97
85.77,86.11,86.44,84.57
85.91,86.09,86.78,84.52
85.72,84.26,86.31,84.21
83.77,80.72,84.33,79.35
80.18,80.43,81.21,79.39
80.80,81.10,82.74,80.10
79.86,80.15,80.92,78.91
80.85,81.13,81.51,80.48
81.93,82.42,82.77,81.06
82.50,82.62,83.59,80.84
82.51,84.30,84.88,82.12
83.85,85.02,85.64,83.10
85.66,87.31,87.51,85.66
86.81,86.66,88.16,85.23
86.23,85.85,86.73,85.10
86.62,86.41,87.33,85.32
86.46,86.15,87.03,85.99
86.29,86.36,87.51,85.96
86.93,89.26,89.29,86.75
89.30,90.39,90.39,89.23
90.71,91.08,91.08,89.92
91.04,92.51,92.72,90.85
91.70,91.86,92.21,91.17
91.57,89.64,91.65,89.53
90.31,89.47,90.71,89.13
90.13,88.74,90.13,87.78
89.71,91.99,92.08,89.02
91.58,91.44,91.97,90.03
90.75,91.53,91.65,90.48
91.10,93.04,93.23,90.96
93.16,93.94,94.34,92.79
94.06,93.44,94.86,93.41
93.29,92.67,94.00,92.41
92.47,92.43,92.86,91.94
92.37,91.17,93.02,91.13
90.55,91.26,91.33,89.94
91.34,92.22,92.52,90.91
92.00,94.45,94.49,91.13
94.59,93.97,95.07,93.88
93.95,94.43,94.63,93.73
93.94,94.71,95.17,93.52
94.71,94.90,95.32,94.71
94.47,94.19,95.01,93.99
94.05,95.09,95.29,92.95
94.68,93.70,94.87,93.10
94.27,94.69,95.53,94.27
95.24,94.63,95.76,94.55
95.35,96.89,97.55,95.26
97.37,96.04,97.40,95.69
95.85,95.74,96.17,95.29
95.95,95.96,96.46,95.55
95.74,95.80,96.06,95.08
96.14,96.06,96.49,95.80
95.89,94.81,96.12,94.67
95.00,94.13,95.89,93.65
94.59,95.42,95.46,94.22
95.31,96.16,96.35,95.26
96.62,96.64,97.33,96.20
96.64,96.29,96.69,95.40
95.50,95.82,96.16,95.07
95.69,95.73,95.93,94.20
96.10,97.43,98.00,96.10
95.29,94.67,95.76,93.57
93.77,94.72,94.92,93.75
94.64,95.26,95.37,94.21
94.44,95.85,96.00,93.35
95.96,96.89,96.98,95.34
97.44,97.53,97.90,96.74
97.34,96.06,97.34,94.95
96.46,96.69,97.19,95.59
96.18,95.20,96.18,94.85
95.65,96.86,97.31,95.29
96.57,95.65,96.73,95.12
95.26,93.81,95.65,92.61
92.71,92.66,93.29,90.13
93.25,92.93,93.95,92.46
93.15,93.19,93.50,92.32
93.81,95.01,95.09,93.81
95.10,95.08,95.49,94.68
94.99,94.72,95.30,94.43
94.79,95.21,95.73,94.47
95.23,95.52,95.71,94.63
94.91,95.35,95.44,94.71
95.02,96.32,96.34,94.71
96.29,96.00,97.61,95.94
96.05,95.74,96.24,94.79
95.74,95.78,96.38,95.40
95.89,96.44,96.70,95.56
96.16,97.18,97.35,95.80
96.67,96.01,97.08,95.72
96.09,95.63,96.75,95.46
95.60,95.81,96.28,94.98
95.85,97.06,97.58,95.84
96.38,97.58,97.73,95.80
97.93,97.94,98.00,96.82
98.73,96.84,99.42,96.74
97.27,97.50,97.93,96.84
97.71,97.65,98.18,97.27
98.27,98.93,98.99,98.09
96.90,96.99,98.29,95.94
96.24,95.65,96.49,94.53
96.23,97.20,97.23,96.01
97.87,99.05,99.07,97.87
99.32,100.12,100.13,98.53
100.50,99.99,101.04,99.83
99.79,100.36,100.66,99.68
100.16,99.23,100.30,99.16
99.08,97.88,99.30,97.42
98.69,100.46,100.65,98.69
100.87,100.83,101.10,98.85
100.68,101.21,101.28,99.99
101.48,101.33,101.58,100.72
101.14,100.54,101.49,100.38
100.67,100.30,100.68,99.46
100.43,100.65,100.82,99.32
100.71,101.45,101.48,100.26
101.40,101.00,101.40,100.72
100.81,101.92,101.96,100.49
101.82,103.83,104.48,101.66
104.08,104.75,104.83,103.75
104.85,104.35,104.91,103.93
104.13,104.25,104.46,103.34
104.14,105.51,106.07,104.06
105.49,107.40,107.62,105.40
107.12,107.69,108.69,106.66
105.53,105.11,107.38,104.15
105.11,105.00,105.91,104.31
105.00,104.75,105.04,104.32
104.13,104.85,105.31,103.95
105.01,105.62,106.16,104.79
103.32,105.69,105.80,100.23
105.95,105.37,106.38,104.88
105.40,104.97,105.40,104.15
105.05,105.14,106.21,104.53
105.53,104.66,105.84,104.41
104.53,103.43,104.53,103.06
103.45,103.41,103.84,102.26
103.45,103.45,103.75,102.92
103.11,101.64,103.68,101.31
101.91,102.18,102.43,101.29
102.70,102.24,103.06,102.15
102.37,102.14,102.37,101.04
102.21,102.24,103.21,101.84
102.39,101.01,102.80,100.37
101.32,102.72,103.13,101.26
102.83,102.87,103.13,101.47
102.48,103.31,103.58,102.25
103.43,102.95,103.84,102.41
103.41,103.74,104.84,103.10
103.78,103.72,104.02,102.80
103.53,104.62,105.01,103.24
104.25,103.18,104.63,102.90
102.25,99.45,102.31,99.45
98.97,101.51,101.96,98.81
100.63,98.25,101.01,98.12
98.32,97.89,98.75,97.65
97.81,98.48,98.64,97.18
97.96,98.64,98.82,97.56
98.90,99.90,100.03,98.83
99.96,100.18,100.72,99.82
100.22,101.58,101.69,99.17
102.24,103.64,103.76,102.00
103.15,103.77,104.52,101.98
103.37,103.97,104.34,103.30
104.21,102.74,104.64,102.66
102.84,103.19,103.48,102.23
102.59,101.53,103.16,101.48
102.20,101.21,102.52,101.16
100.80,99.46,100.81,99.38
99.45,98.43,99.84,97.97
98.79,96.13,98.98,95.91
95.82,96.50,97.15,94.91
97.13,96.31,98.10,95.74
96.50,96.57,97.37,96.14
96.23,95.25,96.98,94.96
95.46,95.36,95.70,94.43
94.89,95.65,96.15,94.71
95.86,95.25,96.79,95.19
95.45,95.37,96.18,95.10
96.39,96.11,96.85,95.52
95.92,96.08,96.31,95.21
96.20,95.43,96.44,94.84
94.67,95.04,95.36,94.43
95.67,94.80,96.20,94.48
94.76,94.24,95.01,93.74
95.10,93.16,95.19,92.54
93.12,91.76,93.33,90.90
92.06,91.21,92.75,90.82
91.80,92.78,92.98,91.03
92.76,90.61,92.77,90.21
90.58,87.81,90.94,87.81
87.25,86.73,87.87,86.50
87.13,88.22,88.63,86.35
89.40,89.33,90.03,88.99
89.38,89.33,89.92,88.63
88.23,90.39,91.25,87.18
90.47,92.45,93.30,88.13
92.92,95.12,95.97,92.92
94.99,98.29,99.15,94.76
98.36,96.36,99.13,95.94
96.27,95.21,96.27,94.30
95.03,95.47,96.33,94.72
95.41,95.56,96.04,95.00
95.73,94.60,96.53,94.49
94.89,96.36,96.58,94.30
95.68,96.49,96.57,95.18
96.50,96.91,97.60,96.33
96.64,97.93,99.30,96.64
97.83,99.10,99.76,97.69
98.31,97.75,99.27,97.35
97.79,97.53,98.62,96.96
98.06,99.26,99.66,98.06
99.61,100.35,100.43,99.20
