PRPH,ProPhase Labs,NASDAQ
1.62,1.69,1.70,1.61
1.60,1.71,1.72,1.60
1.78,1.64,1.80,1.41
1.61,1.65,1.66,1.60
1.65,1.65,1.65,1.65
1.60,1.55,1.61,1.54
1.56,1.54,1.57,1.54
1.58,1.55,1.58,1.54
1.56,1.55,1.56,1.55
1.55,1.59,1.59,1.42
1.55,1.50,1.55,1.44
1.46,1.55,1.55,1.46
1.48,1.47,1.48,1.47
1.49,1.52,1.57,1.47
1.46,1.55,1.55,1.45
1.51,1.55,1.59,1.50
1.55,1.55,1.55,1.55
1.50,1.50,1.50,1.50
1.48,1.51,1.52,1.48
1.51,1.51,1.51,1.51
1.49,1.49,1.49,1.49
1.47,1.51,1.52,1.47
1.61,1.52,1.62,1.52
1.55,1.56,1.59,1.55
1.48,1.47,1.48,1.47
1.47,1.52,1.52,1.47
1.47,1.55,1.59,1.47
1.58,1.55,1.58,1.55
1.55,1.56,1.56,1.55
1.55,1.55,1.55,1.50
1.55,1.55,1.55,1.55
1.55,1.59,1.61,1.55
1.62,1.62,1.62,1.62
1.61,1.61,1.61,1.61
1.61,1.61,1.62,1.61
1.57,1.57,1.57,1.57
1.57,1.65,1.69,1.57
1.67,1.59,1.67,1.58
1.58,1.55,1.63,1.55
1.54,1.54,1.56,1.53
1.53,1.59,1.72,1.53
1.62,1.60,1.65,1.59
1.54,1.65,1.65,1.54
1.66,1.66,1.66,1.66
1.65,1.65,1.65,1.65
1.65,1.53,1.65,1.53
1.53,1.53,1.53,1.53
1.53,1.56,1.61,1.51
1.53,1.60,1.60,1.53
1.53,1.62,1.62,1.53
1.63,1.56,1.63,1.49
1.55,1.74,1.78,1.55
1.75,1.75,1.77,1.67
1.80,1.78,1.80,1.71
1.94,1.95,2.00,1.90
1.99,1.98,2.05,1.90
1.92,1.84,1.92,1.84
1.86,1.84,1.89,1.84
1.85,1.85,1.87,1.85
1.85,1.93,2.18,1.78
2.00,1.84,2.22,1.80
2.14,2.15,2.20,1.87
2.25,2.15,2.25,2.05
2.05,1.90,2.10,1.90
1.93,2.03,2.10,1.93
1.91,2.03,2.03,1.90
2.03,2.03,2.03,1.91
1.95,2.00,2.01,1.90
2.00,1.91,2.02,1.91
1.90,1.90,1.91,1.90
1.90,1.90,1.90,1.83
1.90,1.88,1.90,1.88
1.83,1.87,1.87,1.83
1.87,1.87,1.87,1.83
1.85,1.85,1.85,1.83
1.85,1.85,1.85,1.85
1.83,1.85,1.85,1.83
1.84,1.85,1.85,1.83
1.87,1.87,1.87,1.87
1.83,1.83,1.83,1.83
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.85,1.87,1.80
1.80,1.80,1.80,1.80
1.80,1.80,1.80,1.80
1.80,1.77,1.80,1.77
1.80,1.77,1.80,1.75
1.75,1.64,1.75,1.63
1.65,1.52,1.65,1.52
1.62,1.66,1.66,1.60
1.66,1.66,1.68,1.65
1.86,1.66,1.86,1.66
1.84,1.84,1.84,1.84
1.86,1.86,1.86,1.86
1.85,1.85,1.89,1.83
1.84,1.83,1.84,1.80
1.84,1.70,1.84,1.68
1.71,1.75,1.84,1.71
1.80,1.84,1.84,1.65
1.84,1.83,1.84,1.64
1.77,1.80,1.80,1.77
1.92,1.87,1.99,1.86
1.88,1.87,1.89,1.87
1.96,1.95,2.00,1.87
1.87,1.87,1.87,1.87
1.89,1.87,1.89,1.87
1.96,2.01,2.07,1.90
2.04,2.16,2.31,1.98
2.22,2.15,2.23,2.10
2.16,2.05,2.22,2.05
2.05,2.01,2.15,1.98
2.01,2.00,2.04,1.98
1.95,1.90,1.95,1.90
1.90,1.89,1.90,1.84
1.82,1.85,1.85,1.77
1.80,1.73,1.80,1.72
1.75,1.75,1.83,1.72
1.75,1.73,1.78,1.72
1.75,1.79,1.79,1.75
1.72,1.78,1.79,1.69
1.75,1.75,1.75,1.68
1.75,1.71,1.75,1.65
1.74,1.75,1.79,1.70
1.75,1.68,1.75,1.67
1.72,1.64,1.72,1.58
1.64,1.65,1.70,1.59
1.70,1.65,1.70,1.59
1.65,1.61,1.69,1.60
1.60,1.61,1.63,1.60
1.61,1.60,1.61,1.60
1.57,1.66,1.66,1.57
1.66,1.61,1.66,1.61
1.63,1.61,1.65,1.61
1.61,1.66,1.66,1.61
1.66,1.66,1.67,1.66
1.66,1.67,1.68,1.66
1.70,1.68,1.75,1.66
1.71,1.76,1.78,1.71
1.79,1.84,1.89,1.73
1.78,1.78,1.88,1.75
1.80,1.75,1.89,1.75
1.82,1.75,1.82,1.73
1.74,1.70,1.74,1.69
1.68,1.74,1.76,1.68
1.75,1.73,1.76,1.71
1.77,1.73,1.79,1.71
1.73,1.75,1.89,1.71
1.75,1.76,1.78,1.75
1.75,1.76,1.80,1.75
2.10,2.25,2.98,2.00
2.15,2.10,2.18,1.97
1.95,2.00,2.02,1.95
2.00,2.01,2.09,1.98
2.00,2.07,2.19,1.95
2.13,2.09,2.20,2.09
2.13,2.01,2.13,1.98
1.98,1.96,2.10,1.95
1.97,2.00,2.00,1.96
1.96,1.96,2.00,1.95
1.95,1.99,1.99,1.95
1.99,2.09,2.19,1.99
2.12,1.99,2.12,1.97
2.00,1.98,2.00,1.97
2.01,1.99,2.02,1.97
2.00,2.00,2.00,1.97
1.97,1.99,2.00,1.95
2.04,2.09,2.10,1.98
2.10,2.02,2.10,2.01
2.05,2.07,2.08,2.02
2.01,2.00,2.02,1.99
2.00,2.02,2.02,2.00
2.01,2.00,2.02,2.00
2.00,2.01,2.08,1.99
1.97,1.97,2.00,1.87
1.98,1.98,1.98,1.89
1.94,1.91,1.94,1.88
1.90,1.90,1.93,1.89
1.88,1.82,1.88,1.81
1.81,1.81,1.86,1.80
1.84,1.80,1.85,1.80
1.78,1.78,1.86,1.76
1.76,1.78,1.82,1.76
1.80,1.77,1.86,1.76
1.76,1.85,1.85,1.76
1.86,1.82,1.86,1.79
1.84,1.80,1.85,1.76
1.79,1.80,1.84,1.79
1.76,1.90,1.90,1.76
2.00,1.86,2.00,1.86
1.85,1.84,1.86,1.76
1.86,1.89,2.10,1.86
1.89,2.00,2.10,1.88
2.14,2.02,2.14,2.00
2.10,2.00,2.10,1.98
1.99,1.98,2.02,1.98
1.98,1.90,2.09,1.87
1.95,2.05,2.08,1.90
1.95,1.91,1.98,1.90
2.01,1.95,2.03,1.91
1.92,1.91,1.94,1.90
2.01,1.95,2.01,1.90
1.99,1.94,1.99,1.91
1.92,1.86,1.92,1.86
1.87,1.87,1.94,1.87
1.87,1.82,1.89,1.76
1.80,1.87,1.87,1.78
1.79,1.78,1.84,1.77
1.76,1.84,1.84,1.76
1.78,1.80,1.84,1.69
1.80,1.81,1.82,1.79
1.79,1.78,1.80,1.76
1.77,1.75,1.80,1.74
2.05,1.98,2.09,1.81
1.95,1.94,1.95,1.86
2.01,1.98,2.01,1.89
1.95,1.99,2.09,1.95
2.04,2.00,2.05,1.99
2.01,1.96,2.01,1.95
1.95,1.97,2.00,1.95
2.00,1.99,2.01,1.96
1.98,1.96,1.99,1.95
2.00,1.96,2.00,1.95
1.95,2.05,2.08,1.95
2.01,1.94,2.23,1.90
2.09,1.93,2.09,1.92
1.92,1.85,1.92,1.83
1.80,1.85,1.85,1.80
1.80,1.91,1.92,1.80
1.90,1.90,1.92,1.90
1.90,1.86,1.92,1.86
1.90,1.89,1.93,1.87
1.92,1.87,1.95,1.87
1.97,1.89,2.02,1.88
1.95,1.94,2.00,1.88
1.88,1.89,1.91,1.88
1.88,1.91,1.94,1.85
1.88,1.89,1.98,1.87
1.88,1.85,1.89,1.82
1.85,1.85,1.85,1.85
1.83,1.85,1.85,1.83
1.88,1.84,1.88,1.83
1.82,1.84,1.84,1.82
1.84,1.84,1.86,1.81
1.87,1.85,1.90,1.85
1.82,1.86,1.88,1.81
1.81,1.89,1.89,1.79
1.90,1.80,1.96,1.60
1.78,1.64,1.78,1.60
1.62,1.59,1.62,1.57
1.59,1.61,1.64,1.54
1.58,1.50,1.58,1.50
1.50,1.57,1.65,1.50
1.57,1.56,1.64,1.54
1.51,1.60,1.64,1.51
1.61,1.63,1.63,1.52
1.65,1.66,1.71,1.65
1.70,1.69,1.73,1.67
1.73,1.66,1.73,1.65
1.65,1.62,1.69,1.60
1.61,1.65,1.72,1.61
1.70,1.67,1.70,1.61
1.65,1.65,1.65,1.62
1.65,1.65,1.65,1.64
1.64,1.65,1.65,1.64
1.64,1.64,1.64,1.64
1.65,1.67,1.67,1.65
1.65,1.67,1.67,1.65
1.67,1.63,1.73,1.60
1.60,1.64,1.68,1.60
1.64,1.64,1.66,1.64
1.72,1.67,1.72,1.65
1.65,1.68,1.71,1.65
1.65,1.66,1.67,1.61
1.66,1.65,1.67,1.65
1.61,1.61,1.62,1.59
1.60,1.60,1.60,1.60
1.60,1.56,1.68,1.56
1.55,1.54,1.59,1.51
1.52,1.55,1.61,1.49
1.50,1.55,1.60,1.50
1.52,1.59,1.61,1.52
1.62,1.55,1.62,1.50
1.50,1.59,1.61,1.49
1.57,1.63,1.63,1.56
1.63,1.63,1.68,1.61
1.66,1.66,1.68,1.61
1.55,1.57,1.60,1.52
1.56,1.54,1.66,1.52
1.55,1.59,1.59,1.55
1.60,1.59,1.60,1.59
1.58,1.58,1.58,1.55
1.56,1.59,1.67,1.56
1.58,1.56,1.59,1.56
1.56,1.58,1.59,1.56
1.56,1.58,1.59,1.56
1.55,1.49,1.58,1.49
1.47,1.52,1.56,1.43
1.51,1.50,1.51,1.50
1.50,1.52,1.55,1.48
1.50,1.49,1.57,1.48
1.48,1.49,1.55,1.47
1.45,1.50,1.54,1.36
1.50,1.47,1.50,1.44
1.46,1.44,1.53,1.38
1.52,1.52,1.55,1.44
1.46,1.54,1.57,1.45
1.55,1.54,1.58,1.50
1.50,1.56,1.59,1.43
1.57,1.50,1.61,1.42
1.46,1.45,1.65,1.35
1.51,1.41,1.51,1.40
1.44,1.42,1.46,1.40
1.46,1.43,1.47,1.40
1.46,1.38,1.49,1.38
1.39,1.45,1.45,1.38
1.41,1.41,1.46,1.38
1.40,1.46,1.51,1.40
1.50,1.48,1.51,1.37
1.46,1.45,1.46,1.38
1.38,1.42,1.43,1.36
1.38,1.40,1.44,1.36
1.38,1.35,1.43,1.30
1.37,1.46,1.51,1.36
1.47,1.50,1.53,1.46
1.48,1.42,1.49,1.42
1.48,1.30,1.48,1.29
1.30,1.36,1.40,1.21
1.34,1.30,1.35,1.27
1.26,1.25,1.33,1.25
1.28,1.38,1.47,1.21
1.33,1.35,1.46,1.30
1.30,1.34,1.37,1.24
1.36,1.33,1.36,1.26
1.30,1.31,1.35,1.27
1.32,1.43,1.46,1.31
1.50,1.42,1.50,1.33
1.34,1.41,1.42,1.34
1.48,1.38,1.48,1.25
1.37,1.36,1.37,1.33
1.34,1.41,1.45,1.32
1.39,1.31,1.46,1.31
1.40,1.34,1.40,1.34
1.35,1.36,1.40,1.33
1.34,1.39,1.39,1.33
1.38,1.34,1.40,1.33
1.33,1.28,1.36,1.27
1.25,1.31,1.36,1.25
1.30,1.32,1.43,1.30
1.25,1.36,1.41,1.25
1.30,1.35,1.41,1.30
1.35,1.40,1.40,1.33
1.33,1.39,1.44,1.32
1.42,1.40,1.44,1.37
1.40,1.40,1.45,1.38
1.38,1.40,1.45,1.38
1.43,1.42,1.45,1.40
1.39,1.39,1.45,1.38
1.45,1.40,1.45,1.38
1.45,1.38,1.45,1.38
1.41,1.40,1.44,1.40
1.38,1.40,1.44,1.36
1.41,1.42,1.44,1.35
1.44,1.43,1.44,1.39
1.38,1.40,1.43,1.38
1.40,1.40,1.43,1.40
1.43,1.44,1.51,1.41
1.49,1.43,1.49,1.38
1.39,1.47,1.50,1.39
1.40,1.46,1.49,1.40
1.43,1.47,1.49,1.42
1.41,1.42,1.49,1.40
1.41,1.37,1.43,1.37
1.35,1.33,1.35,1.31
1.33,1.31,1.35,1.30
1.32,1.34,1.35,1.32
1.33,1.32,1.38,1.32
1.38,1.35,1.38,1.32
1.35,1.39,1.39,1.35
1.39,1.35,1.39,1.35
1.41,1.48,1.48,1.38
1.42,1.47,1.47,1.42
1.50,1.49,1.50,1.44
1.50,1.40,1.52,1.36
1.40,1.33,1.41,1.33
1.37,1.46,1.46,1.32
1.40,1.42,1.48,1.39
1.49,1.54,1.54,1.35
1.55,1.58,1.60,1.55
1.55,1.61,1.65,1.55
1.62,1.63,1.64,1.55
1.64,1.64,1.65,1.56
1.65,1.67,1.68,1.61
1.69,1.67,1.69,1.64
1.65,1.63,1.65,1.61
1.59,1.64,1.64,1.59
1.65,1.58,1.68,1.58
1.59,1.56,1.61,1.56
1.58,1.60,1.60,1.55
1.63,1.62,1.64,1.60
1.65,1.66,1.67,1.65
1.60,1.58,1.65,1.58
1.57,1.61,1.61,1.55
1.60,1.54,1.60,1.51
1.50,1.59,1.59,1.50
1.59,1.59,1.59,1.52
1.54,1.50,1.59,1.50
1.50,1.49,1.54,1.38
1.45,1.59,1.60,1.45
1.60,1.59,1.65,1.56
1.57,1.56,1.57,1.56
1.52,1.57,1.57,1.51
1.52,1.57,1.57,1.52
1.53,1.57,1.57,1.53
1.54,1.52,1.57,1.51
1.52,1.56,1.57,1.51
1.52,1.53,1.55,1.47
1.56,1.58,1.58,1.56
1.52,1.46,1.70,1.45
1.54,1.48,1.54,1.47
1.51,1.46,1.51,1.46
1.46,1.38,1.46,1.31
1.40,1.39,1.41,1.38
1.40,1.38,1.43,1.35
1.38,1.39,1.40,1.32
1.39,1.32,1.39,1.31
1.32,1.37,1.37,1.32
1.39,1.30,1.39,1.29
1.31,1.34,1.37,1.28
1.31,1.35,1.35,1.31
1.36,1.36,1.37,1.36
1.36,1.33,1.39,1.33
1.33,1.32,1.36,1.32
1.31,1.31,1.35,1.31
1.35,1.34,1.35,1.32
1.35,1.34,1.35,1.32
1.32,1.33,1.33,1.32
1.34,1.33,1.35,1.32
1.35,1.35,1.35,1.32
1.35,1.32,1.35,1.32
1.35,1.35,1.38,1.35
1.32,1.35,1.35,1.32
1.33,1.31,1.34,1.30
1.31,1.33,1.33,1.31
1.32,1.32,1.32,1.32
1.31,1.34,1.36,1.31
1.37,1.31,1.37,1.31
1.31,1.30,1.37,1.30
1.34,1.36,1.37,1.31
1.31,1.35,1.37,1.29
1.30,1.35,1.37,1.29
1.37,1.33,1.42,1.30
1.31,1.34,1.36,1.31
1.37,1.36,1.43,1.32
1.36,1.30,1.39,1.30
1.37,1.33,1.37,1.30
1.28,1.37,1.46,1.28
1.45,1.38,1.47,1.34
1.42,1.35,1.46,1.32
1.32,1.30,1.34,1.29
1.34,1.32,1.34,1.30
1.32,1.30,1.38,1.29
1.34,1.35,1.35,1.34
1.30,1.34,1.34,1.30
1.30,1.23,1.31,1.23
1.22,1.23,1.26,1.22
1.25,1.29,1.29,1.21
1.34,1.29,1.45,1.23
1.32,1.30,1.34,1.26
1.29,1.29,1.33,1.29
1.30,1.32,1.33,1.29
1.29,1.31,1.31,1.29
1.33,1.34,1.34,1.31
1.29,1.31,1.31,1.29
1.29,1.29,1.30,1.29
1.29,1.29,1.30,1.29
1.30,1.30,1.30,1.29
1.29,1.24,1.29,1.24
1.27,1.28,1.33,1.25
1.27,1.35,1.35,1.27
1.31,1.30,1.39,1.27
1.37,1.36,1.56,1.32
1.40,1.37,1.56,1.32
1.53,1.38,1.54,1.30
1.32,1.32,1.41,1.32
1.32,1.30,1.39,1.30
1.37,1.32,1.37,1.32
1.35,1.39,1.39,1.30
1.39,1.36,1.39,1.32
1.34,1.33,1.35,1.29
1.31,1.29,1.31,1.29
1.30,1.29,1.30,1.29
1.30,1.40,1.44,1.30
1.37,1.38,1.41,1.30
1.40,1.39,1.41,1.38
1.50,1.42,1.50,1.36
1.44,1.39,1.44,1.36
1.41,1.41,1.42,1.37
1.37,1.41,1.41,1.37
1.37,1.38,1.40,1.37
1.37,1.40,1.42,1.37
1.42,1.41,1.42,1.40
1.36,1.35,1.42,1.35
1.37,1.38,1.38,1.37
1.38,1.38,1.38,1.37
1.38,1.41,1.41,1.37
1.42,1.38,1.42,1.38
1.39,1.37,1.42,1.37
1.41,1.42,1.42,1.39
1.41,1.35,1.42,1.35
1.37,1.37,1.39,1.37
1.39,1.37,1.39,1.37
1.40,1.41,1.41,1.36
1.38,1.37,1.40,1.35
1.35,1.35,1.39,1.35
1.35,1.35,1.38,1.30
1.31,1.33,1.37,1.31
1.33,1.37,1.37,1.32
1.33,1.38,1.39,1.32
1.38,1.36,1.39,1.36
1.37,1.38,1.38,1.35
1.35,1.39,1.39,1.35
1.35,1.40,1.40,1.35
1.40,1.40,1.40,1.36
1.40,1.44,1.44,1.40
1.46,1.47,1.47,1.41
1.41,1.48,1.48,1.41
1.49,1.50,1.50,1.49
1.40,1.50,1.50,1.40
1.45,1.50,1.52,1.45
1.52,1.50,1.52,1.50
1.49,1.50,1.52,1.49
1.53,1.46,1.53,1.44
1.44,1.44,1.47,1.40
1.47,1.40,1.60,1.40
1.40,1.41,1.45,1.40
1.45,1.45,1.45,1.44
1.41,1.42,1.48,1.41
1.40,1.45,1.45,1.40
1.42,1.47,1.48,1.42
1.47,1.49,1.50,1.45
1.49,1.49,1.49,1.46
1.50,1.60,1.62,1.50
1.55,1.60,1.62,1.55
1.54,1.56,1.59,1.48
1.51,1.52,1.58,1.51
1.61,1.52,1.61,1.51
1.51,1.52,1.52,1.51
1.62,1.57,1.62,1.54
1.59,1.59,1.59,1.52
1.51,1.58,1.59,1.51
1.53,1.51,1.56,1.37
1.45,1.52,1.52,1.43
1.56,1.59,1.60,1.55
1.64,1.55,1.68,1.55
1.56,1.55,1.61,1.55
1.57,1.55,1.59,1.55
1.60,1.52,1.60,1.52
1.54,1.59,1.59,1.52
1.57,1.60,1.60,1.52
1.56,1.60,1.60,1.52
1.59,1.62,1.65,1.59
1.65,1.69,1.69,1.63
1.68,1.71,1.71,1.66
1.68,1.63,1.75,1.61
1.63,1.56,1.63,1.56
1.60,1.59,1.65,1.56
1.63,1.60,1.63,1.57
1.57,1.52,1.61,1.50
1.51,1.49,1.52,1.48
1.52,1.59,1.61,1.50
1.55,1.58,1.59,1.53
1.57,1.58,1.59,1.55
1.58,1.58,1.58,1.58
1.58,1.58,1.58,1.58
1.54,1.54,1.55,1.54
1.54,1.54,1.54,1.54
1.50,1.56,1.56,1.50
1.53,1.55,1.68,1.53
1.69,1.61,1.69,1.60
1.57,1.62,1.62,1.55
1.60,1.60,1.60,1.60
1.56,1.52,1.56,1.51
1.52,1.53,1.55,1.52
1.53,1.53,1.56,1.50
1.53,1.55,1.56,1.50
1.56,1.62,1.68,1.56
1.60,1.59,1.60,1.53
1.57,1.56,1.57,1.56
1.56,1.51,1.56,1.50
1.52,1.54,1.58,1.52
1.53,1.55,1.56,1.52
1.53,1.52,1.55,1.52
1.50,1.55,1.56,1.50
1.56,1.53,1.56,1.53
1.54,1.53,1.54,1.53
1.53,1.41,1.53,1.28
1.40,1.42,1.44,1.40
1.45,1.42,1.45,1.42
1.36,1.36,1.36,1.35
1.37,1.36,1.38,1.36
1.40,1.39,1.40,1.36
1.38,1.38,1.38,1.38
1.35,1.36,1.38,1.35
1.37,1.30,1.37,1.30
1.30,1.24,1.32,1.05
1.23,1.21,1.25,1.20
1.19,1.21,1.22,1.19
1.23,1.28,1.28,1.20
1.28,1.20,1.30,1.20
1.25,1.24,1.28,1.23
1.27,1.27,1.27,1.25
1.26,1.32,1.35,1.26
1.33,1.43,1.43,1.27
1.32,1.50,1.56,1.29
1.50,1.45,1.50,1.40
1.42,1.41,1.45,1.33
1.42,1.37,1.42,1.35
1.35,1.41,1.41,1.34
1.37,1.34,1.39,1.28
1.35,1.32,1.38,1.27
1.35,1.42,1.44,1.35
1.45,1.39,1.45,1.39
1.45,1.40,1.45,1.36
1.39,1.35,1.40,1.34
1.35,1.51,1.60,1.35
1.46,1.47,1.58,1.38
1.54,1.44,1.58,1.44
1.41,1.42,1.57,1.40
1.54,1.44,1.56,1.44
1.44,1.43,1.51,1.42
1.44,1.57,1.58,1.44
1.51,1.51,1.54,1.50
1.48,1.54,1.54,1.45
1.54,1.54,1.54,1.54
1.51,1.56,1.56,1.46
1.51,1.51,1.51,1.51
1.49,1.50,1.51,1.45
1.43,1.39,1.43,1.38
1.35,1.51,1.51,1.35
1.52,1.44,1.55,1.44
1.44,1.46,1.49,1.36
1.42,1.39,1.42,1.37
1.36,1.31,1.36,1.30
1.44,1.35,1.44,1.30
1.35,1.36,1.36,1.35
1.30,1.27,1.31,1.27
1.31,1.40,1.40,1.27
1.34,1.32,1.34,1.26
1.26,1.24,1.28,1.21
1.25,1.22,1.25,1.22
1.20,1.22,1.28,1.20
1.26,1.22,1.26,1.22
1.23,1.22,1.26,1.22
1.25,1.24,1.25,1.22
1.24,1.22,1.27,1.21
1.27,1.22,1.27,1.21
1.21,1.25,1.26,1.21
1.27,1.21,1.27,1.20
1.21,1.20,1.21,1.20
1.20,1.24,1.24,1.20
1.20,1.22,1.22,1.20
1.22,1.20,1.23,1.12
1.20,1.20,1.24,1.20
1.20,1.22,1.22,1.20
1.20,1.20,1.23,1.17
1.20,1.20,1.23,1.20
1.20,1.20,1.23,1.20
1.20,1.23,1.23,1.17
1.23,1.20,1.23,1.20
1.20,1.20,1.23,1.20
1.20,1.20,1.21,1.20
1.21,1.21,1.21,1.21
1.20,1.22,1.23,1.20
1.22,1.20,1.22,1.20
1.20,1.17,1.20,1.17
1.20,1.20,1.22,1.17
1.20,1.23,1.23,1.20
1.23,1.20,1.23,1.17
1.20,1.20,1.21,1.20
1.20,1.20,1.22,1.20
1.20,1.20,1.20,1.20
1.20,1.27,1.27,1.20
1.27,1.27,1.27,1.27
1.20,1.25,1.33,1.20
1.25,1.25,1.25,1.25
1.24,1.17,1.24,1.17
1.17,1.18,1.18,1.17
1.18,1.18,1.18,1.18
1.14,1.20,1.20,1.08
1.18,1.16,1.18,1.14
1.16,1.17,1.17,1.16
1.16,1.19,1.19,1.16
1.19,1.19,1.19,1.19
1.20,1.30,1.42,1.19
1.42,1.33,1.42,1.33
1.21,1.26,1.41,1.21
1.20,1.27,1.35,1.20
1.22,1.40,1.40,1.22
1.27,1.36,1.40,1.23
1.36,1.36,1.36,1.36
1.36,1.36,1.36,1.36
1.36,1.36,1.38,1.36
1.37,1.35,1.37,1.35
1.38,1.38,1.38,1.38
1.35,1.38,1.38,1.35
1.38,1.38,1.38,1.38
1.35,1.41,1.41,1.35
1.39,1.38,1.39,1.37
1.40,1.35,1.41,1.35
1.36,1.36,1.40,1.36
1.36,1.36,1.36,1.36
1.35,1.39,1.39,1.35
1.39,1.39,1.39,1.39
1.35,1.35,1.35,1.35
1.35,1.35,1.35,1.35
1.38,1.38,1.38,1.38
1.36,1.22,1.36,1.22
1.37,1.35,1.37,1.35
1.28,1.30,1.35,1.28
1.31,1.30,1.31,1.30
1.28,1.29,1.29,1.28
1.28,1.28,1.28,1.28
1.28,1.28,1.28,1.28
1.28,1.28,1.30,1.28
1.28,1.28,1.30,1.26
1.28,1.30,1.30,1.28
1.30,1.30,1.31,1.30
1.30,1.30,1.36,1.30
1.30,1.32,1.35,1.30
1.30,1.30,1.36,1.30
1.35,1.35,1.39,1.35
1.35,1.35,1.35,1.33
1.30,1.30,1.30,1.28
1.34,1.34,1.35,1.30
1.35,1.34,1.35,1.34
1.85,1.44,1.85,1.34
1.40,1.39,1.40,1.39
1.45,1.45,1.45,1.37
1.50,1.47,1.50,1.47
1.47,1.47,1.47,1.47
1.39,1.43,1.48,1.39
1.47,1.43,1.47,1.43
1.44,1.44,1.44,1.44
1.51,1.30,1.51,1.30
1.34,1.29,1.34,1.29
1.29,1.28,1.29,1.28
1.29,1.30,1.38,1.29
1.35,1.29,1.46,1.29
1.30,1.29,1.35,1.29
1.35,1.29,1.38,1.29
1.35,1.29,1.37,1.29
1.34,1.40,1.62,1.30
1.37,1.44,1.49,1.32
1.45,1.41,1.45,1.40
1.43,1.46,1.48,1.36
1.36,1.40,1.49,1.34
1.34,1.39,1.40,1.33
1.32,1.32,1.39,1.32
1.31,1.32,1.32,1.30
1.32,1.34,1.39,1.30
1.35,1.38,1.40,1.35
1.39,1.31,1.39,1.30
1.32,1.30,1.35,1.30
1.31,1.30,1.31,1.30
1.39,1.32,1.39,1.31
1.28,1.29,1.40,1.28
1.37,1.32,1.37,1.30
1.32,1.34,1.38,1.30
1.34,1.38,1.39,1.34
1.35,1.39,1.39,1.35
1.37,1.31,1.37,1.31
1.31,1.33,1.40,1.31
1.38,1.68,1.68,1.38
1.55,1.60,1.60,1.44
1.60,1.57,1.60,1.56
1.48,1.57,1.57,1.48
1.57,1.57,1.57,1.51
1.57,1.58,1.60,1.51
1.47,1.55,1.56,1.47
1.49,1.56,1.59,1.49
1.59,1.57,1.59,1.50
1.49,1.55,1.58,1.49
1.47,1.51,1.56,1.47
1.56,1.56,1.56,1.56
1.52,1.52,1.57,1.48
1.58,1.59,1.60,1.54
1.51,1.53,1.53,1.45
1.49,1.51,1.53,1.49
1.51,1.50,1.52,1.50
1.52,1.68,1.72,1.50
1.70,1.98,2.24,1.67
1.98,1.84,1.98,1.80
1.88,1.80,1.88,1.79
1.81,1.75,1.81,1.75
1.81,1.81,1.83,1.80
1.80,1.83,1.83,1.70
1.86,1.88,1.92,1.86
1.88,1.89,1.91,1.88
1.85,1.87,1.92,1.85
1.92,1.95,2.01,1.87
1.97,1.96,1.97,1.96
1.97,1.93,1.97,1.78
1.97,1.88,1.97,1.88
1.86,1.79,1.89,1.78
1.79,1.83,1.86,1.79
1.93,1.88,1.93,1.88
1.92,1.99,2.01,1.90
1.91,1.92,2.01,1.84
1.95,1.84,1.98,1.83
1.82,1.93,1.99,1.82
1.90,1.89,1.91,1.84
1.84,1.84,1.93,1.84
1.85,1.94,1.95,1.85
1.86,1.95,1.95,1.86
1.95,1.91,1.95,1.91
1.95,1.94,1.95,1.84
1.80,1.93,1.94,1.80
1.87,1.91,1.94,1.87
1.88,1.86,1.91,1.85
1.85,1.85,1.85,1.85
1.86,1.91,1.91,1.86
1.93,1.94,1.94,1.92
1.93,1.96,1.98,1.92
1.99,2.06,2.14,1.99
2.05,2.00,2.12,1.97
1.98,1.97,2.00,1.94
1.94,1.96,1.96,1.94
1.95,2.05,2.05,1.95
1.99,2.06,2.09,1.88
1.99,2.10,2.10,1.99
2.08,2.14,2.14,2.05
2.15,2.16,2.17,2.09
1.99,2.00,2.00,1.94
2.17,2.03,2.17,2.03
2.07,1.97,2.17,1.97
2.06,2.00,2.06,2.00
2.03,2.05,2.07,2.03
2.03,2.07,2.12,2.03
2.13,2.07,2.13,2.07
2.09,2.05,2.09,2.01
2.05,2.01,2.05,2.01
2.10,2.08,2.10,2.00
2.07,2.08,2.08,2.03
2.02,1.93,2.03,1.91
2.07,2.03,2.08,2.01
1.99,1.95,1.99,1.94
2.02,2.00,2.05,2.00
2.02,1.92,2.02,1.91
2.02,2.04,2.04,2.02
2.05,1.99,2.05,1.93
1.93,1.99,2.03,1.93
2.00,2.02,2.02,2.00
2.02,2.00,2.03,2.00
1.98,2.00,2.02,1.98
2.00,2.02,2.02,2.00
2.02,2.04,2.05,2.00
2.03,2.04,2.05,1.98
2.04,2.04,2.05,2.02
2.00,2.03,2.04,1.96
2.03,2.04,2.06,2.00
2.00,2.01,2.08,2.00
1.99,2.00,2.01,1.99
2.00,2.02,2.02,2.00
2.02,2.02,2.02,2.01
2.01,2.01,2.02,2.00
2.02,1.95,2.02,1.95
2.00,2.02,2.02,2.00
2.02,2.02,2.02,2.01
2.03,1.94,2.03,1.94
2.01,1.98,2.01,1.97
2.00,2.03,2.10,2.00
2.10,1.98,2.10,1.98
