CRR,Carbo Ceramics,NASDAQ
69.14,65.66,69.18,64.88
64.62,65.99,67.34,62.11
66.75,66.08,67.26,65.44
66.42,65.64,66.99,64.94
65.79,66.04,66.93,64.91
65.64,67.43,67.95,65.39
67.41,65.63,68.49,65.50
65.63,67.20,67.34,65.42
67.99,66.90,68.65,66.43
67.54,68.00,68.09,66.66
68.82,69.67,70.50,67.51
72.66,72.22,73.26,70.39
72.00,72.90,73.00,71.12
73.71,75.31,75.42,73.18
75.43,72.99,75.47,71.50
72.90,75.21,75.35,72.29
75.21,75.17,75.56,74.26
75.86,75.97,76.67,75.40
76.33,77.52,77.97,76.33
77.80,77.73,77.87,76.35
77.46,76.66,78.49,75.45
76.64,75.80,77.09,75.52
76.00,72.33,76.01,72.27
80.00,84.43,85.37,76.28
84.32,88.08,88.95,83.00
87.37,89.29,89.54,86.44
89.50,89.10,90.10,88.11
90.18,87.86,91.00,87.82
89.40,87.68,89.44,86.78
87.78,88.76,88.76,86.55
88.60,87.34,89.68,86.76
85.00,85.09,86.57,84.71
85.23,85.00,85.52,84.40
85.39,85.57,85.81,84.97
85.30,84.82,86.04,84.15
84.56,84.99,85.90,84.00
85.17,85.24,85.80,84.61
84.88,85.95,86.46,84.45
85.50,86.22,87.37,85.07
85.64,87.30,87.33,85.60
87.00,85.18,88.58,84.96
84.94,86.69,87.91,84.94
86.08,85.44,89.77,84.51
85.79,86.31,86.82,85.22
86.28,86.52,87.00,85.61
86.50,85.33,87.09,84.80
84.20,84.04,85.62,84.00
83.87,84.93,85.97,83.77
84.62,84.53,85.95,84.11
84.30,81.59,84.30,81.33
82.70,83.41,83.79,81.01
83.78,84.08,85.00,82.85
84.48,83.95,85.26,83.78
84.34,84.89,85.77,82.40
84.68,86.88,88.00,84.68
87.14,89.29,89.49,85.98
89.20,90.02,90.19,87.70
89.59,90.85,91.00,89.02
91.00,98.02,99.43,89.64
98.35,99.51,101.07,98.02
99.54,104.95,105.10,99.27
104.40,102.44,106.51,101.68
102.44,100.04,104.17,97.03
101.71,96.83,101.71,96.79
97.74,96.42,98.95,96.21
96.42,95.82,97.16,94.45
95.82,96.00,97.05,95.22
95.85,98.13,99.21,95.80
97.22,99.51,99.93,97.01
97.82,99.11,100.23,97.45
98.49,99.35,100.56,97.03
98.33,98.28,98.63,96.45
97.87,97.89,98.31,95.87
97.66,99.46,100.47,97.14
98.38,97.89,99.79,97.85
97.77,99.09,100.17,97.77
98.97,101.45,102.81,98.66
102.22,104.06,104.99,101.95
103.37,104.69,105.61,102.79
104.00,103.88,104.34,102.34
103.27,101.96,103.76,101.52
102.24,102.31,103.03,101.65
102.40,103.64,104.00,101.37
104.87,107.67,108.48,103.92
107.32,106.34,108.69,106.03
106.40,105.93,107.57,105.15
105.01,101.47,105.05,100.21
101.35,101.86,102.31,99.86
102.00,100.52,102.00,99.09
100.48,100.27,100.82,99.51
100.66,100.88,101.94,98.62
100.79,97.68,101.05,97.02
113.50,125.34,132.55,113.00
123.75,122.89,125.00,121.21
123.00,126.00,127.59,121.73
125.41,123.27,126.18,122.12
124.90,122.82,127.03,121.56
123.56,117.25,123.56,115.96
118.02,121.27,122.00,117.35
120.84,120.83,122.96,120.03
120.58,120.77,121.00,118.34
121.00,122.37,122.42,119.58
122.34,122.53,123.16,120.14
122.29,122.60,122.80,120.18
122.60,119.26,122.69,118.35
119.25,119.83,120.63,118.65
120.04,120.64,122.76,119.31
122.31,125.12,126.00,120.17
124.79,121.44,125.42,121.10
121.28,120.14,121.28,117.70
120.21,120.76,122.38,119.07
120.16,122.57,122.70,119.21
121.89,123.03,123.54,120.88
123.56,124.80,125.61,121.50
124.03,120.97,125.77,120.05
120.61,121.82,122.34,119.29
121.21,122.60,123.99,120.44
123.37,122.77,124.47,121.77
122.46,124.42,126.47,122.06
125.25,123.07,126.22,122.33
123.25,120.37,123.25,119.45
120.37,117.21,121.51,116.03
117.02,118.00,118.69,115.34
117.00,117.93,119.80,116.96
117.93,117.03,118.50,116.02
117.39,115.96,117.39,114.73
115.87,113.92,116.73,112.00
114.13,114.55,116.03,112.50
115.57,113.60,115.95,112.32
113.74,114.86,115.25,113.46
115.46,113.89,117.19,113.61
114.41,114.04,114.80,112.71
114.73,116.00,116.22,113.48
116.01,116.53,116.80,114.44
116.11,113.04,116.40,112.35
113.40,114.87,115.74,113.39
114.07,111.73,114.83,109.23
111.78,113.89,115.46,111.50
113.97,111.39,113.97,110.08
111.74,111.88,114.49,110.93
111.34,113.41,113.45,111.01
113.36,108.55,113.36,107.97
109.19,111.22,111.45,108.31
111.76,108.67,112.08,108.38
108.71,109.46,111.10,108.01
109.39,112.19,113.01,108.80
112.93,112.62,115.12,110.85
112.98,112.06,113.55,111.81
111.48,111.54,112.43,109.53
110.56,108.23,110.56,107.11
108.44,106.75,108.66,104.08
106.77,107.22,108.03,106.14
106.24,105.78,109.84,104.95
115.00,116.93,125.88,114.27
111.70,115.12,117.07,110.84
115.13,110.80,115.86,110.29
111.74,111.62,112.24,110.01
110.61,109.94,110.81,107.94
114.00,114.07,115.48,111.69
114.76,115.90,116.95,113.69
115.46,114.73,116.30,112.54
114.43,116.99,118.12,113.46
116.90,116.46,118.61,114.63
115.73,118.42,119.02,113.05
118.42,120.71,121.32,118.25
120.40,122.59,123.54,119.70
121.98,120.70,123.90,119.79
121.18,122.02,124.25,120.40
122.24,122.46,123.96,121.75
123.32,125.10,126.00,122.12
124.75,123.76,125.27,122.46
124.25,123.40,126.29,122.97
123.18,122.99,123.81,119.57
123.57,124.05,126.00,121.98
122.51,122.89,124.39,121.59
124.79,126.12,127.52,123.73
125.40,124.93,126.92,124.00
125.18,125.93,127.05,123.55
126.76,126.47,127.48,125.43
125.23,126.30,126.61,123.09
126.21,121.74,126.21,120.50
121.02,120.83,122.22,118.86
121.02,118.87,121.02,117.25
118.85,118.56,120.61,117.84
119.57,121.48,122.32,118.99
121.88,125.47,125.96,121.30
125.43,122.98,126.72,122.19
122.93,123.21,124.22,121.67
124.01,121.34,124.85,121.31
122.00,120.53,122.81,119.02
121.88,125.65,126.15,120.66
129.34,128.18,130.28,126.90
128.50,130.89,132.16,128.10
131.53,135.99,136.64,130.91
136.24,137.99,138.91,135.07
137.23,138.45,138.64,136.31
138.38,138.39,139.20,137.60
137.66,138.27,138.80,137.24
140.73,137.65,142.54,137.13
137.84,133.73,137.84,133.15
133.73,135.72,135.78,132.52
143.23,134.33,137.41,133.03
134.30,132.03,136.12,130.96
130.67,133.96,135.55,129.75
135.07,136.31,138.51,134.48
136.39,139.87,141.10,136.03
141.25,139.53,141.96,137.59
140.75,138.89,140.85,137.16
138.89,137.60,139.83,137.17
137.27,136.31,137.79,134.70
136.26,137.21,139.45,136.26
129.00,136.66,144.35,124.58
138.03,135.40,140.10,134.40
135.67,135.00,136.90,133.50
135.43,135.05,137.54,134.35
134.80,139.91,141.30,134.31
140.11,137.62,142.00,136.73
138.06,138.31,140.76,137.26
136.86,138.94,139.80,136.68
138.77,138.42,140.17,137.87
139.05,138.97,140.38,137.60
138.71,137.92,140.96,137.59
137.58,135.67,138.64,134.48
135.95,136.43,137.83,134.62
136.35,132.99,136.84,132.90
133.34,132.27,134.87,131.47
131.31,131.66,132.10,126.49
131.35,132.93,133.62,129.26
132.98,134.34,136.13,132.60
134.07,133.98,134.80,132.64
134.61,135.42,136.70,132.52
136.17,133.00,136.76,132.76
132.73,131.23,133.06,129.92
132.25,132.91,133.68,130.56
132.64,134.03,134.47,131.77
134.77,136.64,136.86,132.48
136.71,137.57,137.85,134.97
137.73,136.52,137.73,135.24
136.45,136.06,136.45,134.96
135.53,135.49,136.24,134.61
135.82,136.75,137.20,135.13
137.45,138.73,138.89,137.11
138.64,140.06,140.33,137.93
139.50,138.54,140.38,138.01
137.51,140.08,140.15,136.67
140.35,142.21,142.87,140.25
142.19,142.00,143.00,141.02
141.96,139.94,142.65,139.38
139.36,139.19,140.54,138.33
139.36,138.74,140.21,136.95
138.82,139.72,140.00,138.18
140.33,141.86,142.30,139.86
142.14,147.25,147.37,141.53
146.62,141.31,147.10,141.22
141.55,144.71,144.88,139.75
144.75,145.26,145.57,142.36
144.39,149.94,150.43,144.15
150.31,154.12,154.19,148.67
154.95,150.22,156.00,150.00
150.35,148.61,151.34,148.43
148.65,149.81,151.03,147.16
148.79,147.45,148.79,146.78
147.31,147.11,148.18,146.17
150.00,146.85,150.00,145.58
144.20,144.61,145.90,143.01
144.25,141.95,144.80,141.47
143.39,142.49,144.09,141.95
141.58,146.09,146.95,139.51
146.27,147.39,148.27,145.58
147.25,143.19,148.49,142.66
143.29,144.74,145.38,142.38
144.02,145.69,146.43,143.82
146.70,147.76,148.53,146.42
147.63,147.04,149.93,145.75
147.63,146.17,148.52,145.97
145.01,144.40,145.76,143.64
144.07,143.22,145.17,141.80
143.17,141.17,144.39,141.01
142.96,140.54,143.92,138.96
133.61,124.54,134.33,124.40
124.69,123.25,124.69,119.71
123.00,121.95,123.07,119.82
120.42,105.94,120.42,100.28
106.32,104.57,108.71,104.00
105.18,101.85,105.23,100.52
102.44,107.07,107.95,101.39
108.27,107.21,109.16,106.16
106.99,109.29,109.50,106.25
109.29,108.35,110.73,107.44
108.71,105.47,110.32,105.01
106.42,105.15,106.57,104.05
105.63,107.26,108.69,105.24
107.50,107.41,109.48,107.12
107.42,105.48,107.42,104.60
106.48,104.23,106.79,103.46
104.33,104.38,104.84,102.60
105.30,104.17,105.38,103.16
104.55,104.51,105.40,103.77
104.89,105.06,106.43,104.00
104.80,108.59,110.19,103.90
108.78,107.59,109.85,106.76
107.52,105.09,108.32,104.85
105.93,102.81,105.93,100.96
102.88,101.41,102.88,100.78
101.12,102.34,102.68,101.05
101.56,101.58,101.82,101.00
101.96,102.08,102.90,100.62
102.00,104.04,104.57,100.76
102.75,104.00,104.19,101.84
103.88,102.58,104.31,102.23
102.46,101.53,102.47,101.04
101.20,102.11,103.27,100.99
101.61,97.13,101.71,96.92
97.04,93.89,97.04,93.35
86.01,84.52,89.01,84.00
75.00,70.91,75.00,67.81
69.67,66.74,69.85,64.70
66.87,66.02,67.29,65.34
66.02,65.36,66.69,65.20
65.43,63.89,66.00,63.44
63.17,62.94,63.51,62.14
61.88,59.23,62.86,59.14
59.16,57.11,60.86,56.98
57.11,57.16,59.02,54.84
57.58,55.75,57.62,54.59
55.92,55.76,56.49,55.03
55.17,55.70,56.60,54.69
55.39,55.78,55.90,54.03
55.29,54.16,55.35,52.47
53.90,52.24,54.81,52.07
52.17,49.79,53.50,49.55
50.17,50.32,52.58,48.56
49.71,52.98,53.48,48.48
51.28,55.99,57.19,51.00
56.59,52.55,57.67,51.96
52.48,54.71,55.34,52.27
54.93,53.80,55.31,52.43
54.11,51.48,56.11,51.41
52.11,52.77,54.65,51.98
52.30,52.61,53.34,51.49
51.77,49.70,51.77,48.16
49.95,52.39,52.53,49.35
52.82,52.25,53.75,51.20
52.07,52.47,57.79,47.01
52.90,51.67,53.90,49.64
51.37,50.61,54.36,50.43
50.10,48.67,50.42,47.31
49.01,49.70,51.10,48.10
49.10,48.14,49.67,47.20
47.99,51.20,51.33,47.78
51.54,50.45,53.02,49.85
49.86,50.41,50.93,48.30
49.97,50.52,51.74,49.70
49.82,48.08,50.00,46.80
48.37,49.04,49.65,47.24
48.54,48.03,49.28,47.19
47.87,46.89,49.43,46.85
46.99,46.35,47.33,45.35
46.06,48.38,48.44,46.00
49.20,50.28,51.66,48.52
50.04,50.82,51.40,48.97
50.87,48.14,51.29,48.04
47.67,45.76,47.67,45.10
43.21,38.04,43.21,38.01
37.93,37.00,38.45,35.66
37.10,36.24,38.94,36.19
36.55,37.39,38.94,36.30
36.91,36.87,38.20,36.44
36.93,37.47,38.13,36.15
36.67,34.10,36.81,33.35
33.62,36.27,36.53,33.57
35.11,35.28,35.61,34.35
35.31,36.16,36.77,35.13
35.39,34.60,36.38,34.35
34.82,34.98,36.48,34.48
34.50,37.43,38.52,34.22
37.88,39.22,41.61,37.05
40.13,38.17,40.45,37.10
38.35,42.34,42.53,38.05
42.02,42.51,43.16,40.81
42.86,40.97,43.43,40.39
40.54,40.16,40.66,38.97
40.31,39.62,41.48,39.03
39.72,40.16,40.51,39.44
40.04,40.43,41.24,39.64
40.10,40.05,40.95,37.75
39.63,39.72,40.87,38.56
38.76,39.55,39.68,38.10
39.40,36.55,39.92,36.50
36.99,35.90,37.30,35.37
36.08,36.10,37.06,35.37
36.17,35.36,36.17,34.12
35.00,34.86,35.29,34.03
35.08,34.88,36.76,34.35
34.59,33.33,35.49,31.64
33.85,32.04,34.07,31.93
32.26,33.76,34.45,32.26
33.67,33.04,33.92,32.52
33.36,35.69,35.95,33.02
36.07,33.93,36.50,33.33
33.99,33.49,35.55,33.12
33.57,34.38,34.41,32.86
34.38,35.80,35.91,34.11
35.70,32.19,35.70,32.11
34.00,33.30,34.40,27.97
33.09,32.78,33.72,30.81
32.53,32.71,33.33,31.17
33.10,35.22,36.62,32.92
34.75,34.10,36.19,33.51
34.90,34.83,35.91,34.17
35.39,36.19,36.49,34.76
36.34,39.30,39.30,36.06
39.13,37.90,39.35,36.92
37.73,38.26,38.55,36.27
38.51,37.62,39.34,37.52
38.55,40.35,40.39,38.27
39.98,41.61,41.89,38.60
41.06,40.10,41.49,39.96
38.95,39.63,40.40,38.18
39.93,36.95,40.40,36.91
36.60,37.09,37.76,35.77
37.58,37.40,37.88,36.55
37.45,36.95,37.60,35.70
36.74,35.65,37.24,35.25
35.79,36.44,37.40,35.78
36.47,36.19,36.47,34.70
36.14,36.39,37.25,35.84
36.89,36.91,37.12,35.30
36.80,37.51,37.58,36.00
37.12,35.80,37.50,35.78
36.02,36.45,37.14,35.23
35.54,34.37,36.23,34.32
34.85,34.83,35.49,33.29
35.05,34.77,35.23,34.18
34.36,34.73,35.20,33.77
34.26,32.61,34.26,32.28
32.29,32.00,33.09,31.86
30.99,32.55,32.90,30.16
31.88,31.53,32.11,31.20
32.11,32.05,32.51,31.52
31.92,32.21,33.23,31.90
32.27,31.11,32.52,30.55
31.45,30.60,31.58,30.50
30.81,30.59,32.60,30.30
30.31,30.00,30.55,29.40
30.08,30.25,30.82,29.35
29.74,30.51,31.40,29.63
30.62,30.72,31.22,30.16
30.41,30.12,30.93,29.50
30.42,31.62,32.35,30.09
31.21,30.45,31.74,30.28
30.70,30.04,31.06,29.50
30.24,31.19,31.44,30.24
31.19,31.94,32.10,30.89
32.03,32.28,32.72,31.51
32.45,34.63,34.74,32.35
34.83,39.46,40.43,34.49
39.20,40.31,41.40,38.21
40.00,38.98,40.06,37.91
39.21,36.56,39.21,36.35
36.58,33.80,36.84,33.01
33.69,33.68,34.40,32.91
33.81,32.86,34.06,32.75
32.55,31.60,33.19,30.90
31.69,33.97,35.50,31.25
33.76,34.34,34.43,33.16
33.80,37.53,38.13,33.59
34.68,44.23,44.85,34.68
44.00,43.99,44.85,39.95
43.89,41.51,44.20,40.97
42.05,43.34,44.37,42.05
43.83,44.39,44.60,43.00
43.89,43.01,44.39,40.82
43.50,43.77,43.97,41.50
43.61,43.09,44.25,41.84
43.41,43.54,43.59,41.58
44.06,43.66,44.35,42.49
43.88,43.98,44.50,41.76
43.62,43.75,44.80,42.73
43.48,42.20,43.66,41.71
41.61,39.56,42.18,38.63
39.93,39.66,40.45,38.44
40.11,40.74,41.27,39.70
40.25,39.68,41.09,39.20
39.34,38.65,39.68,38.40
38.42,39.23,39.30,37.82
38.91,42.19,42.49,38.60
42.11,42.65,43.38,41.80
42.68,42.67,43.58,41.85
43.04,43.69,44.19,42.76
43.74,44.11,44.57,43.13
43.94,44.86,45.51,43.10
44.62,44.93,46.00,44.21
44.67,44.91,45.62,43.78
45.41,45.77,46.32,45.01
46.52,46.00,47.04,45.07
45.89,45.30,46.46,44.99
45.02,45.52,46.12,44.20
44.89,45.49,45.68,43.98
45.99,45.10,45.99,44.06
46.10,45.01,46.50,44.26
45.03,44.30,45.03,43.22
44.44,43.14,44.48,42.96
43.39,44.19,45.14,42.60
44.20,45.65,46.55,43.33
45.49,44.63,46.17,44.45
45.03,44.18,45.61,44.06
44.19,43.13,44.19,42.61
42.48,42.32,43.26,42.02
42.73,41.63,43.05,41.26
41.58,39.05,41.87,38.68
39.38,38.79,40.19,38.52
38.16,37.77,38.50,37.40
37.71,38.87,38.98,35.98
38.37,35.99,38.99,35.80
36.54,36.19,36.96,35.89
36.44,35.74,36.90,35.01
35.75,36.39,36.91,35.25
36.37,37.66,38.57,36.13
37.41,36.01,37.49,35.72
36.26,35.99,36.80,35.63
35.88,35.48,35.90,34.84
35.39,34.75,35.57,34.16
34.70,33.81,34.91,33.70
33.50,33.67,33.77,32.60
34.10,35.01,35.27,33.35
34.86,33.38,35.70,33.16
32.91,32.02,33.68,31.10
32.24,33.65,33.96,31.85
33.40,34.81,36.47,33.03
35.00,37.02,38.56,32.30
36.65,32.85,36.70,32.81
32.28,31.03,33.06,30.94
31.33,30.81,32.02,30.70
31.29,30.72,32.50,30.54
30.72,31.72,32.04,30.51
31.22,30.69,32.38,30.45
30.69,33.25,33.29,30.53
32.84,32.96,33.12,31.56
33.02,34.75,34.92,32.19
34.24,31.46,34.24,31.30
31.62,30.14,32.25,30.08
30.16,29.32,30.16,28.62
29.36,28.56,29.57,27.94
28.45,26.34,28.79,26.22
26.24,24.97,26.40,24.78
24.85,24.40,25.96,24.31
23.10,23.53,24.63,22.20
24.57,23.54,24.81,23.50
24.15,23.78,24.41,23.40
24.28,24.80,25.72,24.04
24.39,26.59,27.39,24.39
26.21,27.42,27.62,25.14
26.22,25.63,27.09,25.30
26.00,25.08,26.00,24.60
25.16,25.56,26.18,24.86
24.98,25.36,25.62,24.76
25.26,25.02,25.86,24.74
25.23,23.50,26.02,23.40
23.41,23.21,24.06,23.13
22.74,21.12,22.96,20.35
21.11,21.15,21.33,20.75
21.21,21.86,22.14,21.07
22.08,24.13,24.47,22.07
23.99,23.92,24.69,23.18
23.42,22.49,23.95,21.90
22.19,22.17,23.30,21.30
21.97,22.26,23.12,21.86
22.35,21.65,22.53,21.61
21.53,21.81,22.19,21.27
21.97,20.87,21.97,19.75
20.55,20.11,20.55,19.97
20.33,20.05,20.68,19.71
20.18,18.99,20.53,18.36
19.34,18.44,20.22,18.17
18.25,19.85,19.86,17.77
20.11,21.03,21.50,20.01
21.28,23.42,23.70,20.76
23.77,23.49,25.62,22.52
23.45,24.74,25.27,22.70
24.76,24.51,25.41,23.94
24.64,22.98,24.84,22.27
22.51,22.18,23.58,22.10
22.12,22.35,22.72,21.45
21.99,21.73,22.55,21.24
21.77,21.06,21.84,20.70
20.67,19.62,20.97,19.44
19.56,20.81,20.98,19.55
20.46,20.14,20.66,20.00
20.57,20.18,21.20,19.76
19.66,18.60,19.78,17.58
18.42,16.41,18.85,16.09
16.11,15.88,16.77,15.51
16.07,18.90,19.44,15.73
19.16,17.99,20.50,17.12
17.56,17.52,17.96,15.98
17.28,18.04,18.38,16.94
18.14,19.75,20.06,17.94
19.70,20.01,20.26,19.24
19.86,19.31,20.28,19.13
19.08,19.72,20.27,18.84
19.69,19.49,20.23,18.93
19.31,19.39,19.95,19.06
19.36,18.09,19.36,17.26
17.59,17.40,18.47,17.32
17.22,17.80,18.10,16.88
17.82,18.25,18.84,17.58
18.20,16.94,18.26,16.83
17.18,17.61,17.62,16.40
17.43,16.72,17.57,16.61
16.74,16.18,16.92,16.07
16.03,16.72,16.92,15.80
16.89,18.50,18.96,16.89
18.12,18.83,19.14,17.66
18.65,17.37,18.68,17.26
17.75,18.64,19.14,17.75
18.72,18.69,18.97,18.32
18.40,18.25,19.00,17.53
18.39,18.23,19.24,17.68
17.61,16.93,17.85,16.81
16.53,16.37,16.70,15.32
15.96,16.12,17.00,15.90
16.39,16.97,17.11,16.18
16.80,17.16,17.56,16.76
16.85,16.32,17.27,16.21
16.06,16.10,16.66,15.72
16.30,16.73,17.12,15.98
16.73,16.30,17.14,16.15
16.13,15.40,16.46,15.34
15.40,15.49,15.87,15.38
15.54,16.07,16.16,14.77
16.08,17.03,17.31,15.96
17.43,18.83,18.95,17.21
18.81,18.41,19.22,18.11
18.01,17.47,18.18,17.40
18.09,17.64,18.22,16.92
17.09,17.31,18.04,17.09
17.22,17.20,17.83,17.11
17.19,17.84,17.98,16.46
18.12,17.42,18.25,16.86
16.62,15.87,16.68,15.65
15.24,16.02,16.29,15.11
16.32,16.07,16.32,15.50
16.21,15.75,16.21,15.34
16.03,15.88,16.12,15.19
16.11,15.79,16.42,15.52
16.16,19.49,19.64,15.71
18.45,18.51,18.84,17.24
18.27,17.27,18.66,16.69
16.46,15.22,16.48,13.21
15.38,15.83,16.39,14.90
16.97,16.48,17.36,15.94
15.85,15.98,16.97,15.77
16.66,16.58,16.66,16.00
16.33,16.42,17.72,16.07
17.57,17.24,19.17,16.73
16.83,16.55,17.54,15.61
15.75,15.46,16.08,15.14
14.90,14.84,15.49,14.38
15.43,16.07,16.22,14.18
16.52,16.99,17.76,16.35
16.57,16.98,17.34,16.50
16.69,17.33,17.43,16.25
16.92,15.26,16.95,14.92
15.17,15.15,15.89,14.68
14.71,14.56,15.05,14.07
14.87,15.30,15.62,14.41
15.66,15.21,15.99,14.67
15.80,18.12,18.34,15.51
18.47,18.09,18.71,17.61
17.94,18.15,18.33,17.30
18.78,18.84,19.62,18.39
18.80,17.25,19.28,17.12
16.82,17.80,17.96,16.42
17.94,17.77,18.39,16.82
18.29,18.28,19.23,17.88
18.46,19.99,20.33,18.29
20.56,19.67,20.57,19.07
19.45,19.99,20.17,18.71
19.69,19.97,20.48,19.69
20.72,20.91,22.37,20.00
21.07,23.68,24.20,21.07
23.36,20.24,23.78,20.20
20.80,19.83,20.95,19.12
19.57,19.64,19.70,18.91
20.02,21.39,22.26,19.81
20.93,20.28,21.37,19.90
19.90,18.24,20.15,17.92
18.73,18.38,19.09,18.01
19.03,18.87,19.26,18.11
18.97,16.53,18.97,15.50
16.23,16.65,16.81,15.78
16.61,15.85,16.70,15.81
15.65,15.06,15.93,14.98
14.60,15.11,15.26,14.54
15.02,14.51,15.12,14.11
14.18,15.05,15.24,14.05
15.35,15.06,15.89,14.53
15.06,14.20,15.33,14.19
14.00,13.95,14.24,13.35
13.82,13.97,14.22,13.60
13.93,13.74,14.19,13.60
14.01,14.19,14.53,13.60
13.92,13.78,14.56,13.56
14.19,14.30,14.81,14.09
14.60,14.08,14.66,14.07
14.24,15.15,15.32,13.99
14.97,15.73,16.09,14.77
15.85,15.76,15.89,15.15
15.49,15.73,15.99,15.08
14.89,16.00,16.24,14.66
16.17,16.25,17.07,16.10
16.10,16.70,16.94,16.07
16.85,15.74,16.85,14.57
15.91,16.45,16.60,15.65
16.32,15.87,16.60,15.70
16.06,16.16,16.34,15.71
16.35,15.95,16.50,15.64
15.01,13.86,15.21,12.53
14.35,14.85,15.20,14.11
14.74,13.80,14.89,13.22
13.23,13.50,13.65,13.10
13.58,13.79,14.45,13.51
14.33,12.99,14.33,12.81
12.84,12.84,13.45,12.75
12.50,11.85,12.51,11.50
11.98,11.85,12.25,11.60
11.82,11.59,11.82,10.94
11.75,11.31,12.01,11.23
11.48,10.63,11.48,10.60
11.13,11.20,11.47,10.74
11.31,11.93,12.49,11.30
11.80,11.70,12.38,11.49
12.01,11.22,12.01,11.20
10.98,11.32,11.38,10.67
10.94,11.33,11.90,10.92
11.35,11.47,11.57,11.06
11.62,12.41,12.48,11.58
12.49,12.09,12.81,11.95
11.92,12.20,12.33,11.76
12.26,12.33,12.93,12.19
12.04,11.99,12.20,11.40
11.80,11.58,11.85,11.28
11.61,11.94,12.19,11.60
12.13,13.69,14.00,12.07
13.77,14.01,14.60,13.77
14.19,14.10,14.48,13.84
13.83,14.41,14.94,13.68
14.00,13.22,14.10,13.15
12.99,12.82,13.37,12.52
12.72,13.03,13.33,12.57
12.80,12.99,13.42,12.50
12.79,12.70,12.85,12.37
12.94,13.79,14.11,12.90
14.14,13.84,14.25,13.55
13.63,13.99,14.03,13.38
14.16,13.44,14.29,13.43
13.69,14.00,14.00,13.53
13.01,13.83,13.99,12.90
13.52,12.32,13.84,12.17
12.67,12.54,12.75,12.24
12.75,13.02,13.22,12.63
12.89,13.10,13.24,12.72
13.11,14.33,14.39,13.07
13.88,12.99,14.02,12.48
12.80,12.59,12.91,12.46
12.76,12.91,13.81,12.76
13.14,13.34,13.52,12.95
13.36,13.28,13.70,12.96
13.76,14.91,15.00,13.65
14.99,13.67,15.30,13.44
13.88,14.06,14.44,13.80
14.21,13.78,14.38,13.60
13.59,13.39,13.59,13.00
13.44,12.87,13.60,12.83
12.70,12.81,13.04,12.40
12.83,12.62,13.25,12.44
12.62,12.67,12.79,12.45
12.51,11.94,12.64,11.77
11.82,11.94,12.02,11.45
12.02,11.92,12.41,11.63
11.68,12.71,13.00,11.33
12.51,14.10,14.41,12.51
14.11,13.66,14.17,13.52
13.82,13.32,13.83,12.86
13.25,13.84,14.11,13.20
13.64,13.76,14.14,13.54
13.87,14.20,14.32,13.49
14.39,14.67,15.00,13.99
14.67,14.63,14.90,14.44
14.72,14.03,14.88,13.92
14.21,14.38,14.55,14.09
14.45,14.21,14.80,14.02
14.44,14.34,14.62,14.00
14.29,14.19,14.46,14.00
14.09,13.94,14.09,13.68
14.03,14.72,14.89,13.97
14.60,14.44,14.60,14.16
14.23,14.27,14.31,13.83
14.15,14.43,14.86,13.99
14.30,13.44,14.62,13.39
13.40,13.15,13.70,13.10
13.22,13.03,13.64,13.00
12.98,13.07,13.30,12.87
13.15,12.91,13.31,12.78
12.76,12.53,13.00,12.46
12.41,12.22,12.52,12.09
12.46,12.31,12.65,12.23
12.39,12.24,12.54,12.02
12.29,12.19,12.45,12.04
12.32,12.90,13.05,12.04
12.61,12.27,12.69,12.10
12.07,12.63,12.81,11.96
12.31,12.00,12.37,11.58
11.88,11.66,12.10,11.55
11.75,11.96,12.13,11.67
11.67,11.37,11.75,11.22
11.52,10.94,11.76,10.89
10.91,10.63,11.00,10.52
10.98,10.96,11.07,10.74
11.12,10.86,11.24,10.70
10.75,10.27,10.94,10.09
10.44,10.07,10.66,10.05
9.92,10.00,10.04,9.48
10.12,10.83,10.84,9.86
10.90,10.87,11.56,10.83
11.06,10.94,11.33,10.81
11.00,11.87,12.09,10.77
11.93,11.64,12.08,11.52
12.06,11.62,12.16,11.60
11.69,11.53,11.95,11.46
11.50,11.38,11.70,11.33
11.71,11.38,11.85,11.31
11.31,11.08,11.36,10.90
11.07,11.06,11.18,10.80
10.94,10.94,11.11,10.80
11.06,10.71,11.10,10.54
10.67,10.54,10.84,10.48
10.82,10.56,10.95,10.38
10.70,11.06,11.17,10.61
10.87,10.88,11.00,10.64
10.77,10.78,11.00,10.68
10.67,10.09,10.76,9.90
9.91,9.65,10.25,9.59
9.55,9.78,9.85,9.45
9.49,7.17,9.89,7.14
6.98,6.20,6.98,6.03
6.13,6.10,6.20,5.66
6.37,6.08,6.53,5.85
5.97,6.41,6.50,5.90
6.41,6.42,6.70,6.23
6.44,6.25,6.48,6.19
6.38,6.19,6.50,6.12
6.23,6.24,6.28,6.05
6.20,6.86,6.96,6.20
6.90,7.05,7.22,6.90
6.98,7.03,7.14,6.83
7.04,7.14,7.18,6.90
7.24,7.29,7.58,7.11
7.24,7.35,7.43,7.12
7.55,7.07,7.58,7.04
7.13,7.12,7.22,6.99
7.37,7.49,7.69,7.36
7.58,7.45,7.63,7.28
7.42,7.60,7.64,7.20
7.53,7.36,7.56,7.32
7.41,7.07,7.44,7.00
6.90,6.78,6.90,6.64
7.48,8.23,8.55,7.46
8.80,8.14,8.80,8.08
8.14,8.18,8.33,7.92
8.26,8.81,9.02,8.20
8.72,8.74,8.87,8.50
