LD,iPath Bloomberg Lead Subindex Total Return SM Index ETN,NASDAQ
48.77,48.75,48.78,48.74
48.75,48.75,48.75,48.75
48.75,48.75,48.75,48.75
46.85,47.42,47.42,46.85
47.42,47.42,47.42,47.42
47.42,47.42,47.42,47.42
47.42,47.42,47.42,47.42
47.63,47.87,47.87,47.63
47.87,47.87,47.87,47.87
48.94,48.88,48.94,48.88
48.76,48.81,48.81,48.76
46.01,48.01,48.01,46.01
48.57,48.57,48.57,48.57
48.57,48.57,48.57,48.57
48.57,48.57,48.57,48.57
48.57,48.57,48.57,48.57
49.01,49.01,49.01,49.01
48.56,48.56,48.56,48.56
48.56,48.56,48.56,48.56
48.56,48.56,48.56,48.56
48.56,48.56,48.56,48.56
48.56,48.56,48.56,48.56
47.93,47.93,47.93,47.93
47.93,47.93,47.93,47.93
47.93,47.93,47.93,47.93
47.93,47.93,47.93,47.93
48.04,48.34,48.34,48.02
48.34,48.34,48.34,48.34
48.34,48.34,48.34,48.34
47.90,47.90,47.90,47.90
47.90,47.90,47.90,47.90
48.90,48.93,48.93,48.90
48.93,48.93,48.93,48.93
48.87,48.90,48.90,48.87
48.28,48.23,48.28,48.23
49.03,49.19,49.19,49.03
46.88,50.61,50.70,46.34
50.74,50.89,51.11,50.74
49.86,50.60,50.70,49.86
50.60,50.60,50.60,50.60
50.81,51.47,52.00,50.81
51.47,51.47,51.47,51.47
51.62,51.62,51.62,51.62
52.02,52.06,52.06,52.02
52.06,52.06,52.06,52.06
52.06,52.06,52.06,52.06
51.37,51.37,51.37,51.37
51.38,51.43,51.43,51.38
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
52.63,52.63,52.63,52.63
51.26,51.26,51.26,50.91
51.26,51.26,51.26,51.26
49.60,49.32,49.75,49.32
49.85,49.18,49.85,49.18
50.50,49.62,50.50,49.20
50.20,49.73,50.20,49.55
49.90,49.55,49.90,49.53
49.52,49.16,49.52,49.16
49.05,49.31,49.31,49.04
48.78,48.61,48.78,48.50
48.23,48.01,48.23,48.01
47.87,47.50,47.87,47.35
47.50,47.50,47.50,47.50
49.30,49.30,49.30,49.30
48.46,48.32,48.46,48.32
48.38,48.38,48.38,48.38
48.38,48.38,48.38,48.38
48.22,48.22,48.22,48.22
48.22,48.22,48.22,48.22
48.78,48.78,48.78,48.78
48.78,48.78,48.78,48.78
48.69,47.60,48.69,47.60
47.60,47.60,47.60,47.60
47.60,47.60,47.60,47.60
48.12,47.74,48.12,47.74
47.91,47.91,47.91,47.91
47.91,47.91,47.91,47.91
48.14,48.37,48.37,48.00
48.37,48.37,48.37,48.37
48.67,48.71,48.92,48.65
48.71,48.71,48.71,48.71
60.00,49.76,60.00,49.60
50.14,50.30,50.51,50.14
50.30,50.30,50.30,50.30
50.70,50.30,50.70,50.23
50.30,50.30,50.30,50.30
51.10,51.10,51.10,51.10
51.10,51.10,51.10,51.10
51.10,51.10,51.10,51.10
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
51.18,51.18,51.18,51.18
50.05,50.05,50.05,50.05
50.05,50.05,50.05,50.05
49.50,49.75,49.75,49.42
49.28,49.28,49.28,49.28
48.93,48.79,48.93,48.79
48.59,48.59,48.59,48.59
48.59,48.59,48.59,48.59
48.59,48.59,48.59,48.59
48.47,48.00,48.47,48.00
48.62,48.40,48.62,48.40
48.40,48.40,48.40,48.40
48.40,48.40,48.40,48.40
48.40,48.40,48.40,48.40
48.40,48.40,48.40,48.40
48.40,48.34,48.40,48.34
48.15,48.15,48.15,48.15
48.15,48.15,48.15,48.15
48.00,48.00,48.00,48.00
47.72,47.42,47.72,47.41
47.42,47.42,47.42,47.42
47.42,47.42,47.42,47.42
47.42,47.42,47.42,47.42
47.42,47.42,47.42,47.42
47.42,47.42,47.42,47.42
49.41,49.36,49.42,49.36
49.36,49.36,49.36,49.36
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
49.45,49.45,49.45,49.45
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
50.46,50.46,50.46,50.46
50.00,50.00,50.00,50.00
50.50,50.50,50.50,50.50
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
51.22,51.22,51.22,51.22
51.22,51.22,51.22,51.22
51.22,51.22,51.22,51.22
51.22,51.22,51.22,51.22
40.65,41.36,41.36,40.65
41.36,41.36,41.36,41.36
42.15,48.50,48.54,42.15
46.11,46.11,46.11,46.11
48.00,48.00,48.00,48.00
48.00,48.00,48.00,48.00
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
49.95,49.95,49.95,49.95
48.06,48.06,48.06,48.06
46.33,46.33,46.33,46.33
46.33,46.33,46.33,46.33
46.33,46.33,46.33,46.33
46.33,46.33,46.33,46.33
46.65,48.70,48.76,46.65
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
47.38,48.32,48.32,46.80
48.32,48.32,48.32,48.32
48.32,48.32,48.32,48.32
49.80,47.34,49.80,47.34
47.34,47.34,47.34,47.34
46.25,46.11,46.50,46.11
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
47.31,46.79,49.85,46.45
47.60,47.11,47.74,46.98
47.10,47.60,47.60,46.95
47.00,48.01,48.01,46.98
48.01,48.01,48.01,48.01
47.72,47.80,47.80,47.62
47.00,47.32,47.70,47.00
48.06,47.60,48.06,47.50
47.60,47.60,47.60,47.60
47.60,47.60,47.60,47.60
46.99,47.02,47.02,46.99
47.02,47.02,47.02,47.02
46.38,46.38,46.38,46.38
46.38,46.38,46.38,46.38
46.22,46.84,47.10,46.22
47.20,47.17,47.25,47.00
47.05,47.18,47.56,47.05
47.20,47.18,47.21,47.12
47.50,48.02,48.15,47.50
48.02,48.02,48.02,48.02
47.90,47.96,48.00,47.85
48.50,48.47,48.65,48.40
48.47,48.47,48.47,48.47
48.47,48.47,48.47,48.47
49.06,49.00,49.20,48.97
49.00,49.00,49.00,49.00
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
49.12,49.12,49.12,49.12
47.18,47.80,48.00,47.18
47.80,47.80,47.80,47.80
47.80,47.80,47.80,47.80
47.80,47.80,47.80,47.80
47.80,47.80,47.80,47.80
47.80,47.80,47.80,47.80
47.80,47.80,47.80,47.80
47.80,47.80,47.80,47.80
47.80,47.80,47.80,47.80
48.50,48.50,48.50,48.50
48.50,48.50,48.50,48.50
48.35,48.35,48.35,48.35
48.35,48.35,48.35,48.35
48.35,48.35,48.35,48.35
48.35,48.35,48.35,48.35
48.35,48.35,48.35,48.35
48.35,48.35,48.35,48.35
48.25,48.25,48.25,48.25
47.36,47.38,47.38,47.36
47.38,47.38,47.38,47.38
47.38,47.38,47.38,47.38
47.68,47.68,47.68,47.68
47.68,47.68,47.68,47.68
47.68,47.68,47.68,47.68
47.68,47.68,47.68,47.68
47.68,47.68,47.68,47.68
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
48.33,48.31,48.33,48.25
49.10,49.19,49.19,49.10
49.19,49.19,49.19,49.19
49.19,49.19,49.19,49.19
49.19,49.19,49.19,49.19
49.19,49.19,49.19,49.19
49.19,49.19,49.19,49.19
48.78,48.78,48.78,48.78
50.00,49.81,50.00,49.81
50.17,49.82,50.17,49.82
49.82,49.82,49.82,49.82
49.82,49.82,49.82,49.82
49.47,49.47,49.47,49.47
49.47,49.47,49.47,49.47
49.47,49.47,49.47,49.47
49.50,49.50,49.50,48.25
49.50,49.50,49.50,49.50
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.00,50.00,50.00,50.00
50.05,50.11,50.22,50.05
50.11,50.11,50.11,50.11
49.82,49.82,49.82,49.82
49.25,50.55,50.55,49.25
51.46,51.46,51.46,51.46
51.82,52.14,52.14,51.82
51.70,51.70,51.70,51.70
51.70,51.70,51.70,51.70
51.70,51.70,51.70,51.70
51.70,51.70,51.70,51.70
51.70,51.70,51.70,51.70
50.80,50.80,50.80,50.80
50.80,50.80,50.80,50.80
51.03,51.03,51.03,51.03
51.03,51.03,51.03,51.03
51.03,51.03,51.03,51.03
51.24,51.32,51.60,51.17
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
51.32,51.32,51.32,51.32
50.50,50.50,50.50,50.50
50.50,50.50,50.50,50.50
50.50,50.50,50.50,50.50
50.50,50.50,50.50,50.50
49.55,49.63,49.63,49.55
49.63,49.63,49.63,49.63
49.63,49.63,49.63,49.63
49.69,49.70,49.71,49.63
48.13,48.47,48.47,48.13
48.47,48.47,48.47,48.47
48.47,48.47,48.47,48.47
48.47,48.47,48.47,48.47
48.47,48.47,48.47,48.47
47.40,47.40,47.40,47.40
47.40,47.40,47.40,47.40
47.40,47.40,47.40,47.40
47.40,47.40,47.40,47.40
40.00,45.63,46.60,40.00
46.39,46.39,46.39,46.39
46.60,47.37,47.45,46.50
46.99,46.50,47.00,46.12
46.50,46.50,46.50,46.50
46.56,46.78,46.78,46.56
46.78,46.78,46.78,46.78
46.78,46.78,46.78,46.78
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
46.32,46.32,46.32,46.32
45.46,45.46,45.46,45.46
45.46,45.46,45.46,45.46
45.46,45.46,45.46,45.46
45.46,45.46,45.46,45.46
45.46,45.46,45.46,45.46
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
44.51,44.51,44.51,44.51
44.51,44.51,44.51,44.51
44.51,44.51,44.51,44.51
44.51,44.51,44.51,44.51
44.51,44.51,44.51,44.51
44.51,44.51,44.51,44.51
45.49,45.47,45.49,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
45.47,45.47,45.47,45.47
46.29,45.51,46.29,45.51
45.51,45.51,45.51,45.51
45.51,45.51,45.51,45.51
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
45.11,45.10,45.11,45.10
45.10,45.10,45.10,45.10
45.18,46.06,46.06,45.18
46.06,46.06,46.06,46.06
44.97,44.97,44.97,44.97
45.07,45.07,45.07,45.07
46.06,46.06,46.06,46.06
44.51,44.51,44.51,44.51
43.81,43.81,43.81,43.81
44.00,44.00,44.00,44.00
42.22,42.25,42.25,42.22
41.02,41.02,41.02,41.02
41.02,41.02,41.02,41.02
24.60,24.60,24.60,24.60
41.02,41.02,41.02,41.02
41.28,41.28,41.28,41.28
41.28,41.28,41.28,41.28
41.28,41.28,41.28,41.28
41.28,41.28,41.28,41.28
41.25,41.25,41.25,41.25
41.25,41.25,41.25,41.25
40.53,40.53,40.53,40.53
24.60,24.60,24.60,24.60
40.52,40.52,40.52,40.52
40.32,40.32,40.32,40.32
24.60,24.60,24.60,24.60
40.59,40.59,40.59,40.59
41.28,41.28,41.28,41.28
40.29,40.08,40.29,40.05
39.50,38.70,39.61,38.69
38.70,38.70,38.70,38.70
38.86,38.86,38.86,38.86
24.60,24.60,24.60,24.60
41.93,41.93,41.93,41.93
41.93,41.93,41.93,41.93
24.60,24.60,24.60,24.60
40.30,40.30,40.30,40.30
24.60,24.60,24.60,24.60
41.07,41.07,41.07,41.07
41.10,41.10,41.10,41.10
24.60,24.60,24.60,24.60
28.53,28.53,28.53,28.53
40.46,40.46,40.46,40.46
40.36,40.36,40.36,40.36
40.71,40.71,40.71,40.71
40.44,40.44,40.44,40.44
40.64,40.64,40.64,40.64
24.60,24.60,24.60,24.60
39.33,39.41,39.41,39.33
40.12,40.12,40.12,40.12
40.12,40.12,40.12,40.12
40.12,40.12,40.12,40.12
24.60,24.60,24.60,24.60
39.39,39.39,39.39,39.39
40.12,40.12,40.12,40.12
24.60,24.60,24.60,24.60
40.12,40.12,40.12,40.12
24.60,24.60,24.60,24.60
24.60,24.60,24.60,24.60
38.18,38.18,38.18,38.18
24.60,24.60,24.60,24.60
37.82,37.82,37.82,37.82
37.96,37.96,37.96,37.96
38.50,38.50,38.50,38.50
39.23,39.23,39.23,39.23
39.54,39.54,39.54,39.54
39.45,39.45,39.45,39.45
39.44,39.44,39.44,39.44
40.12,40.12,40.12,40.12
39.41,39.41,39.41,39.41
38.54,38.54,38.54,38.54
37.83,37.83,37.83,37.83
37.44,37.44,37.44,37.44
40.12,40.12,40.12,40.12
37.09,37.09,37.09,37.09
38.68,38.68,38.68,38.68
39.12,39.12,39.12,39.12
40.12,40.12,40.12,40.12
40.35,40.24,40.46,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
40.24,40.24,40.24,40.24
44.38,44.38,44.38,44.38
44.38,44.38,44.38,44.38
47.65,46.70,47.65,46.70
46.70,46.70,46.70,46.70
46.70,46.70,46.70,46.70
46.70,46.70,46.70,46.70
46.70,46.70,46.70,46.70
46.70,46.70,46.70,46.70
46.70,46.70,46.70,46.70
46.70,46.70,46.70,46.70
46.70,46.70,46.70,46.70
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.91,40.91,40.91,40.91
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
40.31,40.31,40.31,40.31
38.77,38.08,38.78,38.08
38.08,38.08,38.08,38.08
38.08,38.08,38.08,38.08
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
40.42,40.42,40.42,40.42
40.42,40.42,40.42,40.42
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
39.78,39.78,39.78,39.78
37.10,37.25,37.25,37.10
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
37.25,37.25,37.25,37.25
36.50,36.35,36.50,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
36.35,36.35,36.35,36.35
35.93,35.71,35.93,35.53
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
35.71,35.71,35.71,35.71
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
38.84,38.84,38.84,38.84
36.77,36.30,36.77,36.22
35.97,35.97,35.97,35.97
35.97,35.97,35.97,35.97
35.97,35.97,35.97,35.97
35.97,35.97,35.97,35.97
35.97,35.97,35.97,35.97
35.97,35.97,35.97,35.97
35.97,35.97,35.97,35.97
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
34.57,34.57,34.57,34.57
24.60,24.60,24.60,24.60
24.60,24.60,24.60,24.60
24.60,24.60,24.60,24.60
24.60,24.60,24.60,24.60
35.26,35.26,35.26,35.26
35.26,35.26,35.26,35.26
35.26,35.26,35.26,35.26
35.26,35.26,35.26,35.26
35.26,35.26,35.26,35.26
35.26,35.26,35.26,35.26
35.26,35.26,35.26,35.26
35.26,35.26,35.26,35.26
36.52,36.65,36.89,36.46
36.06,35.59,36.20,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.59,35.59,35.59,35.59
35.47,35.00,35.47,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
39.25,39.25,39.25,39.25
47.93,47.93,47.93,47.93
47.93,47.93,47.93,47.93
47.93,47.93,47.93,47.93
47.93,47.93,47.93,47.93
45.94,44.10,45.94,44.10
44.10,44.10,44.10,44.10
44.10,44.10,44.10,44.10
44.10,44.10,44.10,44.10
42.41,40.05,42.42,40.05
40.49,40.85,42.09,40.49
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
40.85,40.85,40.85,40.85
38.00,37.20,38.00,31.40
37.20,37.20,37.20,37.20
37.20,37.20,37.20,37.20
37.20,37.20,37.20,37.20
37.20,37.20,37.20,37.20
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
38.58,38.58,38.58,38.58
32.35,32.35,32.35,32.35
35.56,35.55,35.56,35.55
35.55,35.55,35.55,35.55
35.55,35.55,35.55,35.55
35.55,35.55,35.55,35.55
35.55,35.55,35.55,35.55
35.55,35.55,35.55,35.55
35.55,35.55,35.55,35.55
35.55,35.55,35.55,35.55
35.55,35.55,35.55,35.55
33.01,32.36,33.01,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.36,32.36,32.36,32.36
32.81,37.98,37.98,32.81
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
37.98,37.98,37.98,37.98
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
40.09,40.09,40.09,40.09
41.99,41.30,41.99,41.30
41.30,41.30,41.30,41.30
41.30,41.30,41.30,41.30
41.30,41.30,41.30,41.30
41.30,41.30,41.30,41.30
41.30,41.30,41.30,41.30
41.30,41.30,41.30,41.30
41.30,41.30,41.30,41.30
41.30,41.30,41.30,41.30
42.32,42.32,42.32,42.32
42.32,42.32,42.32,42.32
40.25,42.75,42.75,38.24
42.75,42.75,42.75,42.75
42.75,42.75,42.75,42.75
42.75,42.75,42.75,42.75
42.75,42.75,42.75,42.75
42.02,43.82,43.82,41.01
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.82,43.82,43.82,43.82
43.00,44.95,44.95,43.00
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
44.95,44.95,44.95,44.95
