ILMN,Illumina,NASDAQ
69.51,69.93,70.82,69.47
69.07,72.16,72.65,68.84
71.98,73.66,74.42,71.94
74.75,74.69,76.08,74.44
75.09,74.95,75.86,74.72
74.99,74.84,76.00,74.71
75.21,76.27,77.14,74.65
75.83,73.44,76.25,72.68
73.31,73.36,74.19,72.70
73.87,75.28,75.28,73.87
75.78,74.33,75.85,73.70
74.19,74.04,74.59,72.90
74.05,74.62,74.78,73.85
75.00,76.00,76.05,74.00
76.36,74.90,78.24,72.13
74.50,75.64,76.45,74.50
75.71,73.89,75.85,73.45
74.54,74.38,75.00,73.63
74.82,74.90,75.30,74.22
74.65,74.31,75.17,74.12
74.23,74.73,75.25,74.01
74.76,73.77,74.76,73.11
79.45,81.57,83.23,78.78
81.10,80.86,81.95,80.49
79.85,81.44,81.74,79.71
80.83,80.90,81.30,80.33
80.95,80.89,81.88,80.35
81.07,79.82,81.42,79.76
80.49,79.45,81.90,79.28
79.94,77.28,80.00,77.07
77.35,78.37,78.95,77.00
78.36,79.02,79.35,77.91
79.18,78.55,79.18,77.62
78.68,78.29,78.84,77.46
78.45,78.71,79.25,78.34
77.72,78.72,79.08,77.51
78.56,79.64,79.95,78.12
79.44,79.85,80.62,79.28
78.43,78.07,78.90,77.55
77.56,77.04,78.71,76.85
77.03,77.69,78.25,76.35
77.41,78.54,78.85,77.07
78.37,78.23,79.00,77.92
78.77,79.73,80.43,78.29
79.84,79.31,79.93,79.02
79.38,79.73,80.74,79.18
78.28,76.65,78.79,76.57
76.30,77.21,77.68,76.01
77.45,77.63,78.76,77.45
77.78,77.84,78.68,77.34
78.49,76.68,79.09,75.80
76.82,77.69,77.98,75.99
77.62,79.47,80.27,77.04
79.78,79.14,80.10,78.36
79.03,79.58,80.55,78.95
80.98,80.91,82.00,80.31
81.01,83.93,84.50,80.79
83.61,83.52,83.98,81.76
83.44,84.55,84.85,82.85
85.00,85.34,85.81,84.40
85.20,84.43,85.44,83.50
84.00,83.25,84.69,82.31
83.00,81.67,83.59,81.51
81.62,80.94,82.55,80.67
80.86,81.62,81.78,79.33
82.17,80.96,82.21,79.49
79.75,80.30,80.64,78.47
80.92,82.23,82.41,80.38
81.54,81.01,82.75,80.57
80.34,80.83,81.47,79.56
81.05,81.19,81.64,80.13
80.94,80.71,81.07,79.76
80.69,78.84,81.16,77.62
79.29,81.19,81.50,77.58
80.24,78.63,81.17,78.49
78.47,75.58,79.93,75.55
75.33,75.95,76.08,72.77
76.01,78.00,78.66,75.19
78.91,81.00,82.21,78.78
80.24,81.20,81.94,79.41
81.29,80.23,81.99,80.00
81.03,82.62,83.50,80.57
82.09,82.10,82.62,81.66
82.62,81.43,83.11,81.10
82.18,81.76,82.67,80.88
86.50,90.05,90.96,86.40
88.80,92.51,94.86,87.81
92.51,92.81,93.17,91.01
92.49,93.29,93.31,92.00
93.68,92.76,93.84,91.55
92.99,94.37,94.43,92.05
94.32,93.02,94.36,92.58
93.14,93.51,94.43,92.78
93.48,95.71,95.97,93.00
95.69,96.82,97.19,94.65
96.13,95.44,96.60,95.12
95.21,94.42,95.50,93.19
94.38,92.99,95.15,91.65
93.13,96.05,96.21,93.13
96.23,96.20,96.69,94.86
95.61,96.52,96.73,95.13
95.95,95.31,96.00,95.02
95.61,94.10,95.92,93.57
93.21,93.53,94.27,93.13
93.53,92.10,94.03,91.80
92.00,91.36,92.56,91.03
91.28,92.30,93.86,91.26
93.00,98.85,99.70,92.45
98.85,99.83,100.00,98.02
100.00,98.35,100.99,97.58
97.64,98.29,98.49,96.54
98.93,99.37,99.69,97.61
99.46,98.00,100.00,97.10
97.87,98.48,98.64,96.75
97.80,97.29,98.92,96.87
96.77,98.07,98.58,96.51
97.40,97.65,98.77,96.73
98.25,99.25,99.27,97.65
99.91,101.33,101.80,99.27
100.73,99.97,101.38,98.51
99.85,99.26,102.67,99.05
99.38,101.00,101.42,99.05
101.10,102.43,102.57,100.96
102.70,102.60,104.26,102.31
102.68,102.00,103.73,101.26
103.44,104.62,104.81,102.16
105.41,103.51,105.51,103.00
103.93,104.92,106.21,102.30
105.26,107.38,109.88,105.26
107.17,108.12,108.13,105.96
108.36,108.66,109.42,107.52
109.69,110.38,110.54,108.38
110.37,110.20,115.00,108.99
110.67,110.59,110.99,109.63
110.48,110.34,110.60,108.91
109.13,108.61,109.87,106.79
109.19,108.87,110.17,107.44
109.72,112.51,112.76,109.31
112.86,113.97,114.12,112.18
115.05,114.80,115.75,114.26
116.13,116.67,117.50,114.16
117.04,113.93,117.04,113.15
114.67,121.51,122.35,113.50
121.78,121.12,123.14,120.15
126.94,125.26,127.00,123.75
135.36,136.34,141.00,134.00
141.69,141.20,142.00,139.10
142.60,144.73,148.48,140.05
144.09,144.10,144.36,140.66
142.64,138.62,143.50,136.51
136.00,140.25,142.16,135.87
139.38,144.53,145.32,139.01
142.98,146.67,154.99,140.05
147.02,150.82,151.59,147.02
145.00,152.00,154.00,144.56
151.53,151.01,153.99,149.39
152.18,151.59,153.45,149.75
150.83,150.78,151.64,148.52
151.00,150.06,152.40,148.61
149.41,156.90,157.24,149.00
157.03,161.74,162.38,154.21
162.18,161.10,163.46,159.29
161.58,158.94,162.31,158.83
160.20,163.77,164.46,159.48
162.85,164.33,165.45,161.00
167.53,170.40,173.00,166.70
170.00,170.16,173.98,169.49
173.72,173.70,173.80,171.01
174.95,174.05,175.75,171.53
175.26,178.53,180.74,174.23
180.16,179.54,180.16,175.11
179.56,176.69,180.86,176.36
178.92,178.11,181.60,177.30
178.56,171.49,179.98,168.89
171.49,172.98,175.19,167.01
175.43,178.83,183.30,175.32
180.28,178.21,181.58,176.01
178.89,171.37,180.37,170.65
173.35,168.35,174.00,164.02
167.68,166.55,168.54,163.09
167.21,166.67,168.98,164.99
165.19,168.82,169.06,163.74
168.78,159.20,169.12,157.99
157.97,164.72,165.71,157.75
165.52,159.72,167.00,159.58
159.67,161.96,164.00,159.28
163.65,161.60,163.99,159.92
160.55,161.35,163.00,159.73
158.89,152.60,162.35,152.60
152.60,150.94,154.51,139.70
151.95,147.89,155.00,145.35
147.57,139.99,148.99,139.75
139.50,142.97,146.64,133.82
143.47,142.02,147.68,141.30
143.50,148.66,150.17,142.50
150.67,155.86,157.88,150.11
157.56,156.57,162.21,155.48
155.65,148.44,156.55,146.56
150.65,138.57,151.40,135.30
141.34,140.46,144.20,136.01
140.13,141.82,143.50,135.71
141.83,145.84,146.35,141.24
145.03,135.74,146.56,134.00
133.12,135.24,141.00,129.11
135.71,131.94,138.40,130.69
132.71,131.05,135.99,127.69
133.05,136.22,137.07,130.36
136.93,135.45,138.33,133.66
135.82,141.21,141.34,134.41
145.91,147.98,149.43,142.89
157.51,153.69,158.50,149.31
154.07,151.68,155.00,146.79
148.22,139.71,150.64,139.51
139.59,133.75,140.41,131.07
132.57,134.12,134.79,128.38
132.80,135.85,135.94,131.07
135.88,139.68,141.92,133.72
140.73,139.16,141.72,137.36
138.03,141.66,142.24,136.13
141.50,139.54,144.38,138.99
140.62,141.63,142.17,136.46
140.87,139.92,144.90,139.42
139.44,143.33,143.63,138.06
144.65,148.23,149.75,143.50
147.80,148.88,150.30,146.52
148.48,144.73,150.50,144.00
143.71,144.75,145.38,139.80
145.74,144.02,146.00,140.60
145.49,152.11,153.24,144.73
151.65,148.33,151.98,147.51
148.52,153.97,154.57,148.52
153.47,157.38,157.99,152.01
158.00,159.20,160.80,156.37
160.86,159.70,161.00,157.85
159.20,157.39,160.86,156.24
158.99,159.87,160.89,158.01
160.55,158.25,160.90,156.59
159.58,158.68,159.58,153.18
157.50,159.58,160.57,155.34
158.63,160.93,163.98,158.01
160.00,164.09,168.47,159.50
166.45,168.95,169.10,163.11
168.92,171.35,172.56,168.90
172.15,175.40,175.96,170.13
173.68,177.40,178.19,173.58
177.03,172.01,177.03,169.50
172.00,170.53,172.50,169.52
170.34,169.38,173.44,166.59
169.21,169.85,172.81,168.39
169.36,171.01,171.98,166.64
172.14,172.70,173.49,170.23
173.80,175.02,175.72,172.71
174.90,170.67,175.67,169.88
170.89,168.75,173.79,167.23
168.88,170.86,171.76,168.26
171.40,170.98,171.82,169.19
171.44,172.70,173.85,170.13
174.34,178.54,180.80,172.50
178.59,182.70,183.12,177.86
182.25,180.46,184.49,179.17
181.80,182.86,183.35,179.22
182.56,178.04,182.86,177.45
177.26,170.94,177.95,170.58
172.09,175.23,176.34,170.33
172.20,173.99,176.23,168.52
174.63,176.64,176.84,172.50
178.99,177.83,179.99,176.00
177.21,171.74,178.81,168.80
172.90,171.09,174.37,170.65
171.44,166.16,172.87,165.37
167.47,174.05,174.78,166.50
173.00,175.89,176.62,170.05
175.79,176.31,178.98,174.51
177.82,180.64,180.74,175.81
183.39,171.80,185.00,170.56
171.41,171.03,175.38,168.57
171.09,166.08,171.71,164.18
165.62,166.73,169.39,165.36
167.66,165.04,168.86,164.54
163.17,159.91,163.50,159.52
160.42,160.87,161.32,157.53
160.87,161.71,162.23,157.80
162.26,159.78,162.26,158.32
157.80,159.30,161.33,156.85
159.69,159.18,160.95,158.12
162.50,167.45,167.78,160.81
167.69,164.14,167.97,161.80
165.34,162.92,166.27,161.90
163.47,166.13,167.09,163.01
166.45,168.01,168.04,165.00
169.28,168.57,169.76,164.82
169.88,172.28,173.16,169.13
172.24,170.49,174.00,170.25
171.18,172.96,175.68,171.18
175.26,172.09,178.00,171.19
171.68,172.00,173.24,171.20
173.80,177.91,178.37,173.01
176.49,179.45,180.56,176.07
180.12,179.94,181.00,177.52
179.82,179.08,180.15,178.03
180.13,179.36,180.23,178.95
180.26,179.73,180.45,178.83
180.65,177.78,181.96,177.29
182.27,177.20,182.27,176.81
177.76,178.75,179.27,173.50
178.10,180.19,180.80,177.13
179.62,175.15,179.62,174.33
175.00,178.14,179.00,173.68
177.19,177.14,177.90,175.16
176.93,172.75,176.93,171.88
172.75,168.10,173.28,167.55
166.61,173.02,173.51,164.78
174.76,177.00,177.10,173.21
177.06,177.92,179.19,175.22
179.07,172.26,180.45,171.29
171.04,170.47,172.68,167.50
170.88,167.27,172.00,166.82
167.86,168.64,169.25,166.16
168.45,163.88,168.45,162.03
163.75,165.44,166.78,163.53
164.52,165.22,166.61,162.55
164.97,163.92,165.52,162.78
164.36,158.70,164.37,157.53
159.64,159.54,160.79,155.52
162.50,163.29,165.39,162.00
164.98,163.12,166.43,161.50
161.64,157.97,162.98,157.80
158.20,163.30,163.56,156.53
163.54,159.21,165.79,158.81
158.00,153.92,161.18,153.87
153.90,150.02,155.31,149.55
151.85,149.12,154.07,148.65
146.50,153.59,155.86,145.12
154.72,160.23,165.38,152.80
163.42,164.91,167.65,161.23
165.58,164.47,166.00,161.00
180.45,179.55,180.80,174.01
180.80,184.82,188.98,178.11
187.55,185.84,190.86,184.66
185.84,189.12,189.42,185.84
189.84,191.31,192.49,187.51
192.02,190.65,192.87,189.06
190.01,188.88,191.84,185.60
189.14,193.42,194.77,187.20
195.00,192.58,197.37,190.52
192.58,194.33,196.83,192.58
192.28,191.41,194.50,189.64
194.12,186.37,194.13,184.83
188.22,189.87,190.89,186.90
189.41,186.35,189.69,185.32
186.35,188.27,190.18,186.31
188.50,188.04,189.50,186.93
188.30,186.92,188.59,186.11
187.00,185.00,191.62,183.84
185.00,180.50,186.00,178.12
178.26,182.91,184.40,176.93
183.00,189.85,191.95,182.96
188.28,190.03,190.91,187.50
189.36,186.26,189.36,185.23
190.52,185.83,191.20,185.54
186.01,191.16,191.35,185.93
191.16,189.21,192.79,188.79
189.20,191.90,192.13,187.01
192.76,190.89,192.87,188.16
189.90,189.63,190.89,186.50
189.32,188.17,190.89,185.81
188.71,191.25,191.96,187.03
191.00,190.83,195.07,189.66
192.98,189.90,196.00,189.00
189.35,189.89,192.59,187.73
187.09,187.31,188.45,183.65
187.31,183.86,188.87,183.16
183.59,186.83,188.19,183.55
184.16,184.30,187.27,183.40
185.71,178.31,185.71,178.16
177.81,175.18,181.01,172.09
174.70,181.21,181.37,174.01
184.13,187.29,187.46,183.14
187.80,189.97,190.40,184.67
189.96,189.43,191.64,187.17
189.50,183.50,189.99,182.88
183.23,186.22,188.88,182.66
186.22,188.20,189.42,184.93
188.20,189.53,189.88,185.16
188.50,186.29,190.33,185.63
186.47,184.58,189.65,184.16
186.17,185.42,189.99,183.95
185.42,190.72,193.77,184.48
190.45,188.31,192.90,185.81
189.18,194.92,197.00,188.13
197.82,196.82,199.47,194.89
198.24,194.80,199.48,194.45
195.92,190.10,198.75,180.02
192.56,185.09,193.17,182.20
181.96,182.41,184.35,179.30
182.44,180.91,185.49,179.36
181.19,183.82,184.25,179.60
185.00,196.73,196.99,184.40
193.49,191.77,194.29,189.00
192.45,193.89,194.38,185.70
194.29,197.16,199.46,194.10
197.95,201.68,201.95,195.61
198.90,203.25,206.00,197.02
208.74,197.86,213.33,197.56
198.00,200.00,201.67,193.45
198.62,195.19,202.00,195.00
195.37,194.77,196.76,190.24
193.23,193.00,194.80,187.20
191.47,192.03,193.75,188.91
193.00,194.51,194.78,192.16
195.17,192.64,195.85,191.79
192.00,192.27,194.62,190.54
192.89,194.01,194.78,192.28
193.48,195.67,196.72,193.36
196.52,196.73,197.22,193.61
197.04,198.54,198.68,195.62
197.29,198.86,199.10,196.06
199.00,198.62,199.80,197.00
196.74,202.34,202.61,196.74
203.29,203.14,203.88,200.07
203.44,200.95,203.75,200.17
200.04,199.70,200.80,197.25
198.10,196.22,199.63,194.50
196.44,198.46,198.89,193.18
196.64,195.46,199.40,195.35
194.11,194.06,196.84,192.50
194.13,196.03,196.38,190.78
194.86,192.68,196.25,192.36
191.60,200.13,200.26,191.59
198.62,193.14,199.49,192.69
194.14,193.07,194.98,192.00
191.75,193.12,195.11,188.77
193.56,190.24,193.56,190.00
189.90,188.11,190.11,187.71
186.67,188.21,189.59,185.14
189.66,196.72,196.99,189.06
193.94,194.50,194.91,191.15
195.10,195.09,196.98,192.10
196.29,199.81,200.14,194.99
201.52,196.02,202.85,195.11
192.81,192.10,194.78,191.10
192.69,190.91,195.10,190.18
191.45,183.28,192.44,183.17
182.10,184.37,186.49,178.52
184.62,187.17,187.40,184.23
188.83,187.62,191.15,186.40
186.52,185.64,187.34,184.95
185.87,182.21,186.32,180.57
182.87,183.01,183.83,181.24
181.32,182.79,184.36,181.28
182.75,182.76,188.61,182.23
183.77,185.32,186.88,182.96
185.63,186.34,186.91,183.30
186.99,188.16,189.71,185.74
187.22,190.34,191.81,187.11
190.16,188.16,191.41,187.02
188.37,190.46,191.18,187.05
190.99,193.02,193.85,189.08
191.11,191.16,192.27,189.52
192.41,193.18,195.93,190.84
194.54,199.31,200.58,193.50
198.78,190.04,199.48,187.45
191.19,192.60,193.18,186.11
192.45,189.59,192.97,188.92
190.04,183.71,193.56,183.30
184.70,184.38,186.26,178.68
184.86,186.50,186.68,181.85
185.88,184.25,187.79,182.10
185.83,191.23,191.42,185.51
190.60,189.65,191.50,187.01
188.42,187.04,189.36,185.10
187.79,188.55,189.00,186.01
188.43,190.82,192.99,187.20
192.77,195.81,196.75,191.12
196.49,197.54,197.84,195.00
195.72,196.97,197.41,194.61
197.14,198.23,198.30,195.13
198.10,198.92,200.08,196.73
200.00,199.07,200.10,198.06
198.53,200.76,201.19,198.50
200.77,202.14,202.88,200.06
202.28,201.97,203.15,199.81
202.21,203.12,203.66,202.00
203.40,205.00,205.73,203.00
204.36,205.09,206.33,202.58
206.62,209.47,210.45,205.75
209.70,208.62,210.44,207.13
208.62,206.08,208.90,205.41
206.51,205.44,206.99,204.20
205.78,205.19,205.99,202.75
206.25,208.91,209.13,205.30
207.46,207.96,209.29,207.27
207.49,210.21,211.54,206.40
208.38,210.66,211.25,203.57
210.00,215.59,215.74,209.00
214.24,215.45,216.90,211.41
216.75,217.81,219.09,214.93
216.11,215.27,217.00,213.37
215.83,215.07,215.90,213.11
215.76,215.94,217.13,213.77
216.82,215.37,217.08,214.41
216.10,218.77,220.00,216.10
219.32,218.09,219.58,216.67
219.99,220.01,220.61,218.22
219.87,220.75,221.33,218.13
220.00,220.17,223.08,219.03
222.16,219.00,223.00,218.50
218.21,218.06,220.16,215.02
215.63,213.98,218.60,213.69
216.47,218.36,218.83,215.40
220.70,220.68,223.38,219.53
222.16,220.07,222.20,219.25
218.70,220.51,221.87,217.60
221.62,221.77,221.99,218.00
220.50,213.90,221.06,213.31
216.36,217.17,218.95,216.00
219.81,219.45,220.18,216.42
222.75,221.47,222.75,220.51
222.00,229.26,230.33,220.68
231.58,229.08,232.00,228.30
231.20,230.86,231.50,228.08
232.52,239.76,240.00,230.00
240.84,240.02,242.37,238.95
240.20,237.54,240.78,232.08
210.94,217.49,220.00,207.02
219.46,219.94,220.19,212.32
219.86,221.10,223.24,217.03
218.92,217.27,219.40,214.01
219.45,217.82,219.79,215.44
217.93,217.19,219.66,214.73
216.75,218.87,219.60,215.11
218.92,219.30,220.86,218.11
219.97,216.70,220.52,214.02
216.29,214.31,217.92,213.33
217.50,215.86,219.36,215.12
216.77,209.66,217.46,208.02
209.28,210.50,211.71,207.00
212.09,211.77,213.00,209.37
211.37,208.59,212.55,206.71
205.00,207.36,208.00,201.75
207.71,208.84,209.90,206.00
207.54,208.07,209.23,207.01
206.05,207.91,209.36,206.00
207.70,207.00,209.50,205.86
206.90,205.65,207.45,204.55
204.40,200.43,205.00,200.35
198.75,199.95,202.54,197.82
184.29,191.77,199.07,179.20
196.13,189.64,198.48,189.63
195.36,195.70,197.14,188.34
198.81,201.94,202.40,198.04
201.00,201.70,203.00,199.14
201.58,197.61,203.99,196.94
194.56,193.13,197.75,191.87
196.08,198.11,198.11,193.63
199.11,195.45,200.00,194.63
192.63,193.16,195.24,191.50
195.76,198.42,198.55,193.55
199.32,196.74,199.48,195.95
197.00,199.95,200.48,196.12
198.73,206.41,207.23,198.39
205.17,206.02,206.69,202.64
206.29,205.71,207.06,204.50
205.47,205.29,206.80,203.55
205.82,210.06,213.27,205.55
209.67,208.88,210.39,206.64
209.73,200.19,209.99,199.02
197.00,193.09,198.11,190.61
193.09,189.93,194.56,189.71
189.70,188.28,190.63,184.27
190.22,175.54,191.21,170.29
173.20,167.51,174.50,161.21
165.65,169.82,174.52,164.64
173.60,175.82,177.29,171.90
168.10,157.21,168.60,156.57
154.99,163.61,163.86,153.46
165.00,163.17,165.93,159.76
133.43,145.81,148.39,130.00
146.16,145.94,149.51,142.91
144.62,140.37,144.80,139.23
141.28,147.77,148.80,140.34
148.17,146.60,148.50,145.45
146.53,145.43,149.99,145.19
145.74,144.54,148.05,144.08
144.50,151.84,152.15,144.15
152.00,150.22,152.80,148.44
149.73,147.48,151.45,146.11
147.34,145.10,148.46,143.44
153.84,140.17,153.84,136.34
140.70,142.08,144.32,137.74
145.70,147.43,149.12,143.80
147.00,147.65,149.17,145.04
147.34,145.03,148.99,143.78
144.78,146.96,147.38,143.00
146.49,145.72,148.96,144.78
145.43,143.28,146.80,141.49
144.42,148.84,149.22,142.93
147.75,152.86,155.31,146.82
152.64,159.06,159.16,151.08
159.07,154.75,159.87,154.09
154.99,155.84,157.38,153.61
155.36,154.61,155.85,152.81
154.64,153.30,155.79,152.36
154.00,154.97,155.65,152.60
154.50,155.39,158.67,153.20
163.52,165.65,168.24,161.79
165.46,170.11,170.87,162.76
170.43,173.48,175.94,170.36
173.44,176.43,178.95,172.55
176.48,173.77,176.50,172.55
175.20,174.34,175.78,172.66
174.54,174.62,175.99,171.46
172.78,176.29,176.45,171.52
177.26,180.46,181.42,175.43
180.72,185.56,186.18,180.43
186.26,183.90,186.26,181.75
185.09,187.41,188.58,183.66
187.72,181.60,188.00,181.23
181.50,174.14,183.93,172.00
175.36,178.83,179.62,173.71
178.80,176.09,178.80,173.03
175.15,181.74,182.22,173.56
180.31,178.85,183.42,176.02
179.29,182.65,185.12,178.47
179.90,174.82,180.67,174.26
175.07,174.66,177.00,171.75
175.67,186.28,187.89,173.83
186.92,186.92,187.62,184.16
186.64,181.25,188.18,181.02
179.99,181.94,186.00,178.72
183.98,186.84,188.95,183.50
188.04,186.98,188.15,183.21
187.05,185.35,187.48,184.39
185.96,189.00,189.49,185.47
188.63,188.06,190.41,187.29
189.29,194.18,196.27,189.10
194.90,191.07,196.47,190.39
190.02,191.95,194.23,189.49
187.65,181.28,188.25,179.88
181.78,178.02,182.98,176.83
176.17,177.56,180.07,175.00
170.90,167.72,174.42,167.03
168.74,165.17,172.36,164.90
173.27,165.71,173.63,161.46
167.16,168.64,169.96,163.05
169.52,164.49,171.37,163.08
165.42,175.11,176.58,161.01
168.88,171.15,174.43,168.78
173.71,169.58,174.35,165.40
168.21,171.46,173.79,162.26
172.32,169.18,172.50,168.00
172.71,176.71,177.56,170.78
176.62,174.48,179.04,173.68
173.90,172.90,175.29,168.68
173.19,162.42,174.70,161.13
164.35,154.25,165.25,152.46
154.81,157.95,159.28,153.61
156.73,158.94,160.26,154.75
157.00,154.66,159.90,152.78
147.16,149.46,152.78,140.12
146.26,143.38,148.84,140.92
142.66,136.05,143.13,134.54
135.01,135.37,137.23,130.37
133.58,139.49,143.15,131.64
140.49,138.70,145.75,138.23
136.65,138.46,140.09,135.00
139.88,142.72,143.21,137.09
144.35,149.11,149.59,144.00
148.88,155.63,156.33,148.88
154.63,150.16,155.94,149.70
149.23,151.31,152.79,148.51
153.02,152.93,154.66,151.40
151.54,149.94,154.10,149.11
148.39,149.42,149.84,143.03
150.03,152.40,153.30,148.56
153.04,155.31,156.55,151.65
154.52,150.24,156.83,150.24
152.20,159.51,159.52,151.10
158.66,157.20,161.86,155.87
156.84,157.45,158.34,155.11
158.62,156.14,159.13,155.01
155.00,161.62,163.15,153.48
156.09,150.43,158.00,150.10
150.32,153.00,153.77,147.59
154.56,155.06,157.89,152.01
156.48,158.59,159.00,154.23
158.46,154.77,159.67,154.13
153.85,149.98,155.56,147.75
149.89,149.20,153.14,147.68
148.47,147.22,149.47,142.41
148.13,150.24,151.00,145.47
154.25,155.13,157.11,152.75
154.65,156.36,156.96,152.52
156.23,152.54,158.23,152.10
151.90,155.34,155.94,149.51
156.57,152.13,156.90,151.10
152.42,157.13,157.46,150.57
158.96,157.43,162.92,155.56
157.95,162.11,163.98,157.50
161.72,166.86,169.58,160.69
167.75,167.60,169.83,166.13
166.00,163.73,167.64,163.45
163.90,174.16,174.21,163.90
173.46,168.21,173.46,166.87
170.36,168.36,172.30,167.21
171.48,169.90,174.21,169.36
170.00,171.44,172.41,167.50
172.60,174.01,176.55,170.76
174.01,172.64,174.21,171.81
170.06,173.64,173.95,170.06
173.17,178.13,178.77,172.97
142.54,136.88,144.00,132.51
138.50,139.48,140.00,136.50
140.00,144.95,145.10,139.85
144.69,143.59,145.72,141.06
144.00,143.07,144.47,142.47
142.93,139.21,143.50,138.02
139.00,138.59,139.71,137.30
137.61,135.75,139.30,135.19
135.00,134.99,135.89,132.00
134.72,135.92,136.99,134.34
134.30,133.65,135.38,132.00
128.49,134.97,136.70,127.10
134.59,138.90,140.00,134.11
138.58,140.71,142.78,138.03
140.29,141.76,142.98,140.29
142.41,142.84,143.00,139.20
142.85,138.86,144.08,138.64
139.87,136.94,140.15,135.97
136.63,136.92,138.32,135.55
136.49,140.40,140.74,135.99
140.53,138.77,142.24,138.43
138.46,140.23,141.84,137.75
139.19,138.03,139.97,136.34
138.77,140.51,141.57,137.47
140.62,139.83,141.93,139.63
140.64,143.48,143.65,139.05
143.99,143.55,145.80,143.00
143.18,143.12,144.93,142.05
143.47,143.85,144.50,141.70
144.05,144.83,145.17,143.52
144.42,145.78,146.46,143.07
146.05,147.10,147.30,144.86
146.21,145.54,147.00,143.32
145.67,147.60,148.84,144.05
147.13,144.95,147.51,144.02
144.95,145.26,145.85,143.52
144.39,143.42,146.11,142.73
142.14,141.62,142.79,140.10
140.44,139.71,143.78,139.42
139.59,137.77,140.78,136.23
137.76,136.73,139.00,136.26
135.66,136.34,136.93,134.08
136.36,137.05,138.58,135.62
139.15,140.10,141.65,138.01
140.31,139.05,140.87,137.53
139.68,140.89,143.22,138.11
142.28,146.59,146.79,141.77
139.50,138.91,143.19,138.36
138.24,135.48,139.50,133.90
136.41,135.01,138.90,133.58
135.88,137.58,138.66,135.31
137.52,140.38,140.38,136.38
140.04,140.73,142.00,138.90
134.80,138.67,139.00,132.65
137.67,140.79,141.18,136.06
140.54,140.06,140.96,139.11
141.12,141.25,142.08,140.15
141.89,139.64,142.50,139.13
141.06,148.99,149.41,141.06
149.50,145.86,149.50,145.07
147.43,147.23,148.39,146.19
148.27,148.71,149.02,146.16
148.72,149.57,150.30,148.08
148.64,148.68,149.79,148.02
148.99,152.59,153.35,148.13
152.19,151.31,152.67,150.30
151.96,150.76,151.96,149.67
150.83,150.64,151.26,148.54
150.00,150.10,152.33,149.28
149.67,162.25,164.13,145.28
162.53,166.42,167.03,162.05
165.97,166.35,166.63,163.11
166.77,170.65,171.33,166.13
170.51,166.92,170.51,163.72
166.94,165.05,167.14,164.69
164.63,165.66,167.00,164.54
166.39,166.53,167.97,165.65
167.17,166.46,167.88,165.72
166.46,165.59,166.75,165.20
165.87,165.98,166.27,164.67
166.60,168.02,168.47,165.30
167.27,166.99,167.85,166.20
167.40,173.36,174.48,167.26
173.08,169.65,174.84,169.48
171.47,169.15,171.86,166.97
170.00,172.37,182.67,163.60
171.83,171.67,174.07,169.81
170.27,173.75,175.71,169.84
173.90,172.79,174.84,171.60
173.21,169.54,173.95,167.79
170.12,169.48,173.41,167.35
170.38,172.21,174.01,170.01
172.11,170.42,172.83,170.25
170.50,168.99,170.99,167.89
169.01,168.34,169.97,167.57
168.72,168.56,169.05,166.31
169.93,167.90,169.96,167.25
168.01,170.18,170.77,168.01
169.69,169.58,172.98,168.21
168.91,170.07,172.22,168.43
167.95,164.85,169.51,164.75
164.87,170.71,171.08,164.87
169.65,170.15,171.11,167.71
170.31,171.78,172.88,169.16
171.37,174.94,175.24,169.61
175.05,172.97,175.05,171.77
173.37,173.15,174.75,172.36
174.29,175.80,177.47,173.68
176.16,178.45,178.90,174.76
179.81,179.34,180.72,177.62
179.10,179.33,181.20,177.81
179.35,178.47,179.71,178.20
178.04,180.35,181.00,177.90
180.31,180.98,181.32,178.55
179.34,176.56,181.50,176.16
177.44,181.66,182.61,176.71
184.49,182.23,184.49,179.04
182.38,181.22,186.61,180.03
182.17,186.17,186.60,182.17
186.00,184.93,186.88,183.15
185.82,184.49,185.99,183.60
185.32,184.85,186.71,184.28
135.10,138.99,140.89,133.80
139.97,136.18,141.44,136.00
135.67,137.17,138.11,135.13
138.42,138.00,139.35,136.57
138.50,141.23,141.86,137.00
143.15,145.22,149.32,142.69
146.20,146.72,148.08,144.00
148.08,142.83,148.08,142.64
142.00,141.80,142.17,138.65
142.48,142.27,144.25,141.51
141.67,138.18,141.97,137.94
138.22,139.95,141.56,138.22
140.39,139.29,142.49,139.04
139.42,138.63,140.74,137.52
139.36,136.14,139.94,135.52
136.39,139.50,139.84,135.96
135.21,135.66,136.84,133.50
135.86,134.39,135.89,133.30
133.03,134.63,137.58,133.02
136.45,137.08,138.88,135.33
136.94,137.70,138.52,135.61
140.36,133.13,145.43,132.50
134.39,138.37,139.10,133.59
137.43,137.71,140.87,136.75
137.92,136.38,138.85,135.14
136.49,136.80,137.17,134.70
138.30,134.87,138.30,134.33
134.75,134.09,135.11,132.91
133.70,131.87,134.90,129.00
131.82,137.55,137.94,131.74
138.15,134.75,138.95,133.03
133.99,134.43,134.74,132.48
134.19,135.19,135.44,132.61
135.37,136.18,137.24,134.50
136.73,136.53,137.50,135.37
136.31,133.14,136.31,131.52
133.30,127.72,133.30,126.39
127.99,127.90,128.56,126.91
128.32,127.92,130.72,127.73
127.92,126.40,128.36,125.10
