ORLY,O'Reilly Automotive,NASDAQ
111.45,110.99,111.89,110.07
110.00,111.17,111.94,109.86
111.48,111.33,112.00,110.89
109.61,110.31,111.18,109.44
111.05,111.80,112.14,111.05
111.33,112.62,113.62,111.30
113.03,114.73,115.00,112.72
114.99,113.91,115.85,113.57
113.30,114.56,114.91,112.93
115.20,115.75,116.14,114.61
116.47,117.38,117.52,116.23
118.35,116.49,118.37,116.14
116.25,116.48,116.83,115.58
117.68,117.40,117.98,116.64
117.62,116.95,118.01,116.63
117.23,116.23,117.47,115.91
116.61,116.21,117.00,116.00
116.28,115.77,117.25,115.30
116.26,117.03,118.35,115.01
118.17,118.42,118.45,116.31
120.25,119.61,120.35,118.11
120.15,118.54,120.30,118.42
118.95,117.83,119.98,117.09
124.03,122.63,124.28,120.80
122.80,123.06,123.95,122.18
123.39,123.57,123.69,122.64
123.23,124.56,124.72,123.23
124.97,125.30,126.14,124.56
126.23,128.09,128.24,126.09
127.45,127.81,128.01,126.67
127.50,128.20,128.45,127.20
127.61,127.20,128.29,126.40
127.15,125.45,127.20,124.85
125.91,125.61,126.20,123.58
122.06,125.75,126.05,122.06
125.28,126.96,127.24,125.07
127.36,127.54,127.75,126.34
127.47,126.39,127.71,126.18
125.66,123.18,126.14,123.12
122.83,123.14,124.11,122.80
122.90,121.96,123.86,121.94
122.26,123.59,123.69,122.26
123.08,122.18,123.64,121.57
122.58,122.33,123.62,121.51
123.00,123.66,123.70,122.00
123.34,123.94,124.48,123.28
122.83,122.02,123.41,121.91
121.79,121.97,122.62,121.41
121.72,123.07,123.53,121.44
123.40,122.71,123.89,121.50
123.97,122.95,124.74,122.25
122.90,123.80,124.34,121.61
123.67,123.50,124.48,123.05
124.30,122.35,124.30,122.06
122.36,123.76,124.04,122.36
124.62,125.34,126.30,124.05
125.59,126.22,126.71,125.33
125.58,125.75,126.29,125.02
125.56,125.83,126.03,124.54
127.04,125.18,127.25,124.86
124.39,125.38,126.01,124.39
125.28,126.95,127.15,124.84
127.08,126.64,127.50,126.10
126.93,125.74,127.71,124.98
125.01,124.84,125.49,123.90
125.26,124.10,125.26,123.62
124.36,125.03,125.78,123.87
125.63,125.86,126.37,124.78
124.84,126.70,126.85,124.65
126.15,127.59,127.97,125.37
127.30,127.60,128.45,127.00
127.09,127.11,127.23,125.69
126.62,125.61,127.40,125.22
125.44,127.04,127.14,125.13
125.95,126.88,127.44,125.32
126.89,124.99,127.68,124.89
124.93,123.00,125.21,122.66
123.80,125.94,126.15,123.12
126.07,128.19,128.21,126.00
127.50,129.11,129.24,127.23
129.49,129.08,129.98,128.40
131.10,132.17,132.54,130.43
132.08,135.19,135.62,131.62
135.56,133.93,135.56,132.95
131.20,134.71,134.78,131.20
135.15,133.77,135.35,133.46
133.28,134.31,134.56,131.90
125.80,125.08,127.20,122.75
126.97,125.86,126.97,124.44
125.74,123.71,126.39,123.52
124.00,124.06,124.65,123.39
123.91,123.97,124.66,123.51
124.17,123.81,124.80,123.51
124.81,124.21,124.86,123.57
124.28,124.24,125.67,123.89
123.98,124.26,125.31,123.53
124.37,124.25,124.89,123.59
124.93,123.10,124.93,123.00
123.31,123.52,123.92,122.42
123.74,124.20,124.74,123.27
123.75,124.04,125.10,123.54
123.71,125.20,125.29,123.54
125.50,125.62,125.89,124.27
125.55,126.22,126.22,125.08
125.96,124.48,126.22,123.90
124.46,123.90,125.32,123.82
123.77,124.28,124.59,123.03
125.04,125.09,126.04,124.51
124.71,125.74,125.91,124.28
125.88,125.28,126.40,124.93
125.13,124.51,125.28,124.25
124.51,124.80,124.90,123.93
124.87,124.96,125.58,124.73
124.30,124.57,125.30,124.17
123.78,124.36,124.80,123.78
123.61,121.08,124.50,120.34
121.06,120.96,122.19,120.92
122.28,125.00,125.08,121.70
125.00,123.86,125.22,123.24
123.33,125.02,125.82,123.33
125.34,124.86,126.11,124.69
124.67,124.92,127.97,124.42
125.52,126.47,126.66,124.99
126.89,127.94,128.10,126.71
127.91,127.34,128.26,127.29
127.50,129.53,129.63,126.68
129.53,129.14,129.82,128.19
129.65,128.76,129.82,128.57
128.97,128.25,129.46,127.34
128.61,129.21,129.59,128.25
129.35,129.64,129.81,128.15
129.94,128.87,129.99,128.43
129.11,128.46,129.11,127.61
128.63,128.71,129.37,128.12
128.42,128.76,129.64,128.20
128.66,129.04,129.97,128.48
129.50,129.52,130.69,129.03
129.89,133.01,133.12,129.75
132.76,132.58,133.33,131.53
133.22,132.49,133.82,132.32
132.82,132.99,133.24,132.31
132.92,130.22,133.97,130.00
130.69,132.60,133.02,130.06
132.49,133.14,133.70,132.42
133.00,133.72,133.75,132.04
133.44,135.48,135.54,133.23
135.89,135.99,136.44,134.96
136.16,136.02,137.28,135.25
135.02,134.35,136.15,133.60
133.99,132.56,134.42,132.48
132.96,133.06,134.26,131.98
133.00,132.06,133.97,131.61
131.45,130.30,131.74,130.23
131.18,132.29,132.34,130.05
130.92,130.98,131.86,129.78
133.39,131.00,134.11,129.72
132.47,134.49,134.74,131.69
132.86,134.56,134.97,131.84
142.32,146.72,149.99,141.93
146.91,149.20,149.37,146.03
149.13,148.19,149.48,147.16
147.09,150.55,151.50,147.01
151.00,151.33,151.85,150.35
150.68,152.82,152.87,150.30
152.39,154.81,155.16,151.48
155.94,154.76,155.94,153.72
154.25,153.21,155.05,153.10
154.48,154.26,154.98,153.18
154.31,153.79,154.50,153.01
154.41,153.87,155.39,153.02
153.61,153.34,155.06,152.86
154.09,151.43,154.67,150.54
152.00,150.50,152.29,149.55
150.97,150.85,151.88,149.77
150.13,151.13,152.17,150.00
151.04,151.39,153.05,149.56
150.65,150.48,151.48,149.22
150.75,149.75,150.75,149.41
150.52,150.47,151.19,149.57
150.63,150.87,151.48,149.84
150.68,149.55,151.37,149.27
149.27,149.20,149.73,148.34
150.07,146.68,150.07,146.42
145.97,147.78,148.35,145.95
148.66,148.44,149.32,148.03
148.18,148.47,148.82,147.28
148.37,147.22,148.41,145.90
146.25,146.72,147.29,145.56
148.26,148.90,150.88,146.82
148.64,146.81,149.18,145.62
147.06,146.72,148.23,146.16
146.89,146.79,148.42,146.67
146.69,145.68,147.47,145.13
146.36,147.93,148.80,145.65
148.41,148.39,149.00,147.41
148.48,149.35,151.26,148.48
149.09,149.39,150.26,148.36
149.42,148.53,150.20,147.65
149.05,145.00,149.28,144.36
144.65,143.03,144.82,142.17
143.03,144.15,144.63,142.10
144.61,144.96,145.22,143.50
145.07,142.44,145.79,142.43
141.39,141.93,143.55,141.08
143.07,143.00,143.54,141.50
143.47,142.85,144.37,141.12
143.43,144.54,144.72,141.74
145.18,146.44,147.97,144.64
146.93,147.96,148.22,146.20
147.52,147.95,149.45,147.37
148.35,148.12,149.26,147.23
145.65,147.69,147.89,143.25
147.51,147.68,148.25,145.48
148.19,148.48,149.00,146.66
149.03,149.98,150.70,148.18
149.56,148.79,150.27,147.96
148.99,147.91,150.07,147.70
149.11,148.92,150.91,147.92
147.91,147.67,148.97,147.37
147.38,147.05,147.98,146.56
147.25,146.05,147.82,145.27
146.05,146.56,147.77,145.24
146.97,148.61,148.63,145.88
148.61,150.62,151.15,148.19
150.67,149.06,151.20,148.19
148.50,147.77,149.27,147.24
147.76,146.11,148.37,144.38
145.85,146.34,146.61,145.22
145.74,146.68,147.41,145.74
146.34,145.71,146.98,145.11
146.32,146.46,146.90,145.17
146.78,148.12,149.01,146.00
148.46,148.64,149.29,148.03
149.04,146.93,149.31,146.80
146.98,146.69,147.59,145.62
146.36,146.52,147.18,146.04
146.95,147.95,148.42,146.52
148.43,148.86,149.58,147.95
148.01,148.49,149.80,148.01
148.04,150.85,150.92,147.94
150.91,151.45,152.05,149.90
152.03,153.37,153.59,151.62
153.83,152.36,154.21,151.98
151.68,151.84,152.15,150.33
151.88,151.02,152.36,150.57
150.06,148.75,150.96,148.24
149.07,149.54,149.64,148.01
148.87,148.60,150.30,148.26
147.94,148.78,149.40,147.21
150.02,151.13,151.50,149.87
151.51,150.57,152.01,150.14
151.48,150.99,151.89,150.01
150.65,149.82,151.04,149.50
151.05,149.16,151.17,149.04
148.47,149.24,149.96,147.71
149.07,149.31,149.56,148.44
148.92,149.76,150.23,148.90
149.39,150.60,150.62,149.29
150.03,151.51,152.09,150.01
151.06,151.90,151.98,150.18
152.07,152.95,153.11,151.71
152.69,152.50,153.40,152.17
152.39,152.07,153.16,152.01
152.50,155.65,155.80,152.09
153.82,153.59,154.81,153.32
153.73,154.10,154.21,151.96
154.91,155.89,156.37,154.16
155.62,154.25,155.92,153.82
154.51,153.92,154.85,153.12
153.06,152.06,154.64,151.89
151.68,152.83,152.94,150.43
151.81,150.20,152.87,150.17
149.97,145.88,150.70,145.78
145.95,146.61,147.01,145.51
153.27,151.77,154.00,150.24
151.17,151.74,152.49,151.17
151.72,151.58,152.26,151.06
151.65,150.26,152.05,150.21
150.88,152.45,152.57,150.46
151.16,150.00,152.39,149.78
150.18,150.09,152.08,149.82
150.02,150.83,151.70,149.84
149.59,150.01,151.30,149.59
149.76,150.08,150.97,149.68
151.05,148.86,151.05,148.74
149.54,152.66,152.72,149.37
152.73,153.10,153.62,152.50
152.69,152.01,153.20,150.87
152.54,151.02,152.54,150.45
151.89,153.92,153.97,151.56
155.00,151.94,155.00,151.37
154.87,153.89,154.87,152.26
153.89,153.91,154.72,153.61
153.39,155.12,155.34,153.34
154.65,154.47,156.21,153.82
154.93,155.42,155.93,154.25
156.46,156.96,157.11,155.48
156.69,154.94,156.77,154.84
154.51,155.30,155.78,154.51
155.60,156.46,156.87,154.21
157.18,155.98,157.18,154.97
156.65,156.60,158.07,156.45
156.93,157.15,157.64,156.61
157.09,157.43,158.37,157.09
156.85,158.55,158.60,156.29
157.91,158.24,158.63,157.36
157.48,156.45,158.14,156.26
156.34,156.18,156.86,155.65
155.76,154.79,155.80,153.70
154.79,154.23,155.23,153.71
154.04,153.88,154.61,153.68
153.60,155.02,155.51,153.52
154.76,154.68,155.40,153.74
154.97,155.18,155.51,153.62
155.96,153.83,155.96,151.47
153.25,151.72,153.63,151.22
150.95,150.84,152.23,150.57
151.02,151.62,152.31,150.71
151.02,149.57,151.72,149.51
149.57,151.34,151.84,149.57
150.43,151.81,152.58,149.84
151.56,150.36,152.03,150.21
149.97,149.44,150.92,149.28
149.47,150.95,151.48,149.47
151.46,153.22,153.70,151.21
153.21,152.63,154.40,152.29
151.64,151.31,152.78,151.13
151.66,153.09,153.48,150.83
153.11,150.06,153.85,150.06
149.85,151.55,152.09,149.83
151.31,148.53,151.79,148.50
149.78,149.00,150.17,148.85
147.17,149.62,150.49,146.22
147.83,149.46,151.30,146.82
150.27,152.09,152.74,149.40
152.27,154.96,155.23,151.87
156.30,158.90,159.20,155.51
158.95,157.36,160.78,157.18
165.00,167.44,169.13,163.72
167.73,170.48,170.89,166.88
170.69,171.30,172.00,170.01
171.59,173.33,173.34,171.51
173.82,174.06,174.14,172.65
173.16,174.90,175.80,172.77
177.00,175.88,177.00,175.00
175.65,175.86,176.46,175.37
175.17,177.11,178.12,175.01
178.41,177.46,178.82,176.81
176.68,179.61,180.00,175.63
179.95,179.00,179.97,178.29
178.52,180.09,180.11,177.88
179.89,179.33,180.18,179.02
179.33,180.01,180.35,178.50
180.40,181.63,181.92,179.91
181.75,179.88,181.75,178.74
178.80,177.30,179.63,176.71
177.18,178.57,178.98,177.18
179.21,178.19,179.32,177.53
177.31,178.71,179.28,177.31
181.05,179.04,181.05,178.72
179.83,180.46,180.50,178.22
181.00,178.95,182.12,178.82
179.35,180.32,180.47,178.76
181.56,182.74,183.63,180.74
182.72,181.52,183.25,180.69
181.53,183.96,184.05,181.30
184.35,188.67,188.88,184.20
188.86,188.93,189.73,187.04
188.72,187.94,189.40,186.64
186.88,186.58,188.33,185.84
192.85,192.54,192.94,188.96
191.97,190.83,192.87,190.18
191.02,191.87,193.93,190.86
189.95,191.99,194.08,189.95
192.81,192.21,193.74,190.30
192.99,190.17,193.43,190.12
190.31,192.20,192.48,188.36
194.19,193.58,194.73,191.02
193.30,193.14,194.53,191.95
192.96,194.96,195.28,192.00
196.00,195.06,196.80,194.86
195.87,193.95,196.23,193.90
193.98,193.99,195.84,193.52
193.95,195.48,195.64,192.89
194.68,194.15,195.73,193.84
195.00,192.62,196.00,192.54
192.86,192.11,195.03,190.71
191.51,188.72,192.38,188.54
189.73,188.08,189.92,186.57
189.17,189.79,190.90,187.98
191.27,193.24,194.37,190.51
191.04,187.81,191.99,187.62
186.94,185.58,187.61,184.41
184.16,182.75,186.59,181.00
182.03,182.46,183.24,180.45
183.10,179.96,183.95,179.81
179.51,182.91,182.99,179.00
183.70,186.42,186.91,182.58
185.61,184.97,186.42,183.98
185.35,189.32,189.99,184.64
189.27,190.08,190.93,188.37
189.60,191.28,191.94,188.82
189.69,190.97,191.80,189.52
192.49,191.27,194.29,191.19
190.46,192.65,192.74,189.32
192.14,187.36,192.66,187.23
187.70,190.28,190.35,184.76
191.65,193.28,193.79,188.87
193.19,192.71,193.30,191.06
201.72,208.24,214.15,200.87
209.22,206.78,209.91,205.40
205.66,205.07,206.28,204.31
204.40,206.03,206.48,203.66
206.24,207.45,208.24,205.76
207.57,206.57,208.05,206.00
206.38,205.55,207.08,205.01
205.21,205.70,206.32,203.89
206.07,205.78,206.49,204.32
206.06,204.91,206.68,204.09
205.27,205.84,206.64,203.17
206.15,208.52,208.68,205.74
208.21,207.54,209.55,206.86
207.34,208.69,209.39,207.34
208.10,209.34,209.65,207.34
209.80,208.13,209.98,207.81
209.12,212.00,212.00,208.20
212.20,211.66,213.28,210.39
211.28,207.83,211.94,207.75
207.54,208.02,209.56,207.11
207.15,204.19,208.64,203.63
204.60,206.58,206.66,203.69
205.34,203.06,205.47,202.44
202.94,204.28,205.60,202.94
205.37,209.55,210.11,205.09
208.69,210.23,210.71,207.70
211.12,215.06,215.49,210.40
213.88,214.04,215.01,212.97
213.28,214.32,214.95,209.60
214.33,214.97,215.23,213.38
216.41,214.79,217.60,213.76
214.97,215.29,217.04,214.79
214.51,214.52,216.23,214.00
214.96,208.98,215.52,208.95
208.42,211.19,211.89,206.86
210.38,215.42,215.87,209.93
217.24,219.38,220.11,216.25
217.57,216.24,219.98,216.14
216.64,215.30,216.78,212.77
215.34,215.58,216.80,214.31
213.28,216.20,218.30,212.81
216.47,216.13,217.77,215.60
216.54,218.10,218.14,215.10
217.28,218.52,222.94,216.47
219.29,220.02,220.52,218.07
220.39,218.22,220.69,217.95
218.35,217.04,219.13,216.92
217.25,215.91,218.38,215.53
216.06,215.41,216.57,214.50
214.25,214.05,215.69,212.15
215.66,217.15,218.11,214.34
218.72,217.07,219.92,216.14
217.07,216.67,217.36,214.19
225.00,228.31,230.77,224.00
228.05,229.35,229.80,227.09
230.00,225.13,230.00,224.82
225.20,226.26,226.56,223.55
225.46,220.96,225.80,220.57
220.87,217.83,222.86,216.72
219.00,222.04,222.48,218.21
221.85,222.79,223.51,220.61
221.82,219.52,223.10,218.76
220.26,217.38,220.60,216.41
217.88,219.38,220.66,217.84
221.03,221.09,223.86,220.39
220.81,220.48,222.61,220.00
219.35,220.20,221.31,218.58
220.01,219.58,222.02,218.60
221.23,222.28,222.62,218.86
222.78,223.05,223.45,221.78
223.05,224.27,225.00,222.81
224.60,223.93,225.93,223.62
224.54,222.33,224.98,222.11
220.98,224.94,225.46,220.98
224.37,224.40,226.00,223.62
224.23,222.83,225.87,222.46
223.25,222.54,223.85,222.37
222.72,222.67,223.59,221.26
221.68,219.53,222.92,219.27
220.80,222.49,223.18,218.82
221.14,222.90,223.79,221.14
223.78,224.22,225.00,222.90
223.11,222.12,224.86,221.87
221.61,222.09,223.11,221.02
221.61,221.84,223.14,221.61
221.41,222.93,223.95,220.78
223.53,225.68,226.21,222.93
226.47,226.03,227.67,225.57
225.10,225.45,226.33,224.71
223.80,223.32,224.83,222.18
223.56,225.86,226.46,223.24
227.09,226.22,227.74,224.08
226.52,229.36,229.98,226.52
229.43,229.45,231.38,228.03
230.57,230.64,230.96,229.34
230.95,231.76,232.24,230.29
230.83,230.19,231.80,229.85
230.96,231.77,233.45,230.61
232.93,232.41,233.84,231.50
231.08,226.43,231.13,226.27
228.65,225.98,229.17,225.00
228.01,230.98,231.38,227.77
231.98,231.24,232.58,230.15
229.30,232.48,233.68,229.00
233.25,234.04,234.20,230.97
232.41,230.82,233.39,230.35
233.51,231.38,233.96,230.47
234.29,235.90,236.63,233.19
238.27,239.82,240.20,236.93
240.52,237.28,240.52,236.41
237.29,237.69,239.00,237.08
239.20,238.97,239.30,237.32
238.92,238.69,238.97,236.10
238.69,240.20,241.50,238.26
240.56,239.71,240.82,239.62
239.83,240.65,241.51,239.66
241.04,240.67,244.31,240.03
240.60,241.85,242.90,240.01
240.97,239.84,242.60,237.17
240.19,240.95,242.06,238.03
240.95,241.71,242.45,238.42
246.41,238.15,247.00,236.79
239.43,240.31,242.79,238.46
241.30,241.51,241.93,238.27
240.55,243.37,243.62,240.51
245.00,244.17,245.71,243.28
244.13,241.18,245.12,240.58
241.96,244.46,244.48,240.49
246.53,247.69,248.39,245.95
247.53,247.64,247.75,245.06
246.01,247.24,247.74,242.78
247.22,253.92,256.52,246.33
254.22,254.37,255.61,252.46
254.37,254.64,255.28,252.23
254.81,254.45,256.39,252.75
254.45,256.47,258.15,252.56
253.82,251.32,255.27,251.32
249.22,238.17,249.74,237.74
234.04,231.85,239.80,226.05
236.88,231.69,241.45,231.47
237.01,239.03,239.28,230.99
240.76,242.96,244.74,238.76
241.57,240.99,244.04,240.50
239.78,240.07,242.79,239.41
235.69,231.54,239.00,230.91
234.40,239.66,239.83,234.03
241.14,237.94,242.25,237.07
234.87,234.65,236.89,233.25
239.01,238.50,240.31,235.22
240.58,239.23,244.08,238.78
238.89,241.24,242.53,238.89
239.58,245.85,246.06,239.26
246.56,244.27,246.84,242.69
245.75,249.39,250.59,243.55
249.72,252.50,252.89,248.27
253.31,250.68,255.57,250.07
247.98,246.31,251.40,245.98
246.79,246.81,249.02,244.42
244.42,244.89,246.12,243.25
244.71,247.85,248.54,244.12
246.11,247.98,249.32,245.78
250.19,252.22,255.49,249.17
252.35,245.88,253.13,245.14
246.70,242.98,247.19,241.21
245.61,250.00,250.54,244.42
251.00,251.90,253.46,246.96
249.00,252.32,252.39,246.12
253.85,254.21,255.00,251.43
255.00,253.79,255.97,252.77
254.35,251.78,254.90,250.34
250.52,253.56,254.25,249.44
254.10,253.70,254.76,252.35
254.71,257.07,258.86,252.81
256.47,251.46,257.23,251.10
252.23,247.29,252.44,246.48
249.16,251.45,251.99,247.26
252.99,254.04,254.07,251.68
254.17,252.22,254.97,250.41
252.17,252.35,253.20,250.89
253.00,253.20,253.74,250.75
254.54,256.98,257.47,253.46
259.33,260.03,260.39,256.33
261.39,262.47,262.92,260.25
260.83,260.14,262.04,258.33
260.27,263.04,263.66,258.56
273.34,275.95,277.96,268.34
276.00,276.26,277.59,274.10
276.38,273.84,277.66,272.87
272.48,271.51,274.03,268.49
270.85,272.52,272.57,268.39
272.23,273.48,274.36,270.35
272.48,273.33,274.55,271.38
271.33,269.59,271.79,268.59
269.59,272.24,273.87,269.04
272.92,270.97,273.95,270.59
266.75,266.90,269.98,263.02
265.83,259.83,267.77,259.35
259.48,266.47,266.54,258.64
267.02,266.70,270.09,265.36
267.90,269.40,269.67,265.93
269.56,268.96,271.18,267.89
270.58,270.50,270.92,268.86
270.33,268.25,271.87,266.93
266.22,267.46,269.32,265.17
267.76,268.19,270.83,267.50
268.72,268.10,269.95,267.43
267.20,263.87,269.29,263.50
264.96,262.33,267.19,261.02
262.45,261.70,263.58,261.25
261.73,253.37,263.23,252.63
253.48,258.61,259.01,253.42
258.91,256.90,259.68,255.45
253.76,258.75,259.67,253.36
256.76,257.72,262.27,255.90
257.44,256.43,259.99,256.04
253.33,248.93,255.29,248.40
249.65,251.73,252.23,246.88
253.50,250.77,253.81,247.45
252.47,257.64,258.39,251.90
259.88,254.35,259.88,254.28
253.41,251.38,253.74,250.16
252.30,253.73,254.67,250.92
254.83,253.75,255.65,252.37
253.82,254.15,254.51,252.01
254.08,253.42,254.77,252.96
252.56,255.94,256.00,251.99
257.26,258.50,260.45,256.44
258.41,257.66,259.60,257.18
255.95,253.42,257.41,253.42
248.45,246.11,250.96,243.71
246.86,247.96,249.49,245.25
243.63,241.07,244.54,238.57
237.10,240.17,244.30,236.00
239.75,234.66,241.50,234.00
235.77,237.94,239.71,234.51
237.94,243.13,243.87,236.09
244.62,235.68,244.75,235.14
235.49,235.99,238.34,233.29
229.50,232.16,235.91,225.12
235.91,235.69,236.90,232.31
232.33,236.63,239.90,228.01
236.43,236.71,239.47,233.48
239.55,239.44,240.54,236.90
243.68,243.89,247.00,240.39
244.75,249.85,250.11,244.64
250.25,246.42,251.86,244.65
248.07,256.34,257.75,246.39
257.59,260.90,261.27,255.40
260.32,265.25,266.19,258.43
263.60,259.49,266.23,254.77
261.27,253.62,261.51,250.50
253.24,250.88,253.60,247.05
250.88,242.07,251.44,241.05
238.91,233.53,239.37,226.51
231.90,236.29,240.00,230.17
240.01,236.70,242.93,235.86
242.00,249.53,253.49,238.48
254.47,253.02,255.96,248.30
255.14,255.76,259.50,253.03
257.91,254.62,260.03,251.74
254.27,253.41,255.72,251.51
252.82,257.84,259.55,249.04
259.26,259.54,261.74,257.68
258.76,258.78,260.75,255.83
256.33,263.77,264.10,255.00
264.77,267.27,267.78,262.90
268.87,262.93,269.00,261.54
262.06,260.32,264.78,259.82
263.18,272.22,272.22,261.64
271.56,269.55,272.25,267.21
266.51,267.93,270.76,265.02
268.41,265.31,268.99,263.01
263.98,262.01,265.57,260.93
260.01,264.81,268.26,258.55
265.27,264.77,266.97,262.71
264.77,268.14,268.59,263.87
270.10,272.21,272.29,268.28
271.87,271.62,273.28,270.02
270.66,271.13,273.49,270.15
269.48,270.01,270.96,268.00
269.15,267.75,269.81,266.42
268.60,268.53,269.66,265.24
266.99,269.61,269.72,266.41
270.33,272.74,273.50,269.66
272.70,276.44,277.68,271.62
276.35,274.76,277.17,273.40
274.91,273.36,275.42,271.84
273.48,275.31,275.90,273.47
276.52,276.64,277.11,274.01
277.56,273.66,277.66,273.51
273.19,277.82,277.83,271.31
277.69,272.15,277.69,271.50
271.17,270.51,271.92,269.99
271.17,271.66,272.33,268.41
270.16,269.33,273.49,267.63
270.55,269.82,271.11,267.84
269.60,266.93,270.40,266.79
268.04,268.75,269.01,265.44
270.73,269.37,271.21,266.67
274.00,269.79,274.00,269.48
269.75,268.75,269.76,268.01
268.51,272.87,273.10,268.51
273.76,274.31,275.89,272.81
275.52,273.58,275.53,272.41
273.10,269.76,273.40,269.69
269.22,269.65,270.86,267.63
268.61,270.30,270.39,266.13
271.62,272.34,274.00,270.49
272.64,272.87,273.83,271.01
261.54,265.03,269.46,261.00
263.62,262.68,265.59,260.16
262.75,264.28,265.59,262.68
262.00,268.20,269.46,262.00
265.52,268.54,269.33,264.68
267.71,263.45,267.71,263.32
262.15,265.92,266.50,261.52
264.92,267.19,269.66,264.82
267.65,268.83,269.68,267.26
268.13,262.76,268.51,262.65
263.01,265.13,266.40,261.85
263.54,258.22,265.25,257.96
257.58,261.84,262.96,256.69
260.07,254.16,261.64,253.30
253.98,255.63,256.28,251.66
249.03,255.46,256.10,248.02
256.11,256.79,258.56,255.47
256.66,253.32,257.67,253.17
252.72,257.50,259.00,250.90
257.80,263.63,264.40,257.22
264.18,264.12,267.75,263.66
264.50,265.88,267.11,264.50
267.08,264.43,267.09,263.77
264.34,263.54,266.56,262.43
263.19,262.69,263.73,260.11
262.38,259.53,262.51,258.37
258.96,258.77,259.34,257.14
258.63,260.28,261.26,258.45
259.88,261.41,262.14,259.60
261.23,262.35,264.37,260.46
260.07,261.04,263.46,259.56
260.62,259.84,262.81,259.67
259.30,259.65,260.25,257.52
259.66,260.46,262.85,258.26
258.98,259.81,259.98,258.01
259.35,259.98,260.92,258.38
261.82,261.64,264.77,259.60
261.22,260.77,262.83,260.28
261.74,262.75,264.19,261.01
264.29,264.25,265.60,262.56
255.01,267.66,269.33,255.01
265.55,267.73,269.83,265.30
269.37,271.43,271.67,267.51
272.40,273.67,274.79,272.38
274.00,271.10,274.00,269.94
271.88,274.23,275.10,271.28
272.54,275.75,277.20,272.51
274.98,277.38,277.48,274.89
276.71,275.28,277.59,274.32
277.73,280.61,280.81,276.09
281.65,277.86,281.65,277.70
278.25,276.13,278.86,274.59
277.13,276.22,277.13,274.02
277.13,277.65,278.00,275.52
279.36,273.63,279.46,273.43
274.95,274.28,275.93,274.13
270.15,273.22,273.73,266.81
273.66,274.14,275.47,273.18
273.49,271.33,273.95,270.32
272.60,273.97,274.26,270.96
273.31,278.74,278.78,271.75
280.00,281.77,284.66,278.93
281.95,277.51,283.31,276.94
278.80,288.67,292.84,275.01
288.66,290.63,291.91,286.82
290.63,289.01,291.68,288.42
287.00,287.02,288.54,284.19
287.62,286.68,288.63,285.41
287.25,288.71,289.95,286.88
289.07,290.48,291.18,288.40
289.55,287.65,290.63,287.16
288.52,286.71,288.60,285.96
287.21,288.46,289.09,286.40
288.88,288.10,291.56,287.85
286.54,286.73,287.52,285.15
286.70,287.14,287.75,285.91
285.83,285.92,287.38,285.02
285.92,285.73,286.06,283.32
286.24,286.01,286.32,284.40
285.12,285.72,287.57,284.66
286.00,286.53,288.67,285.98
287.24,285.15,287.80,284.77
284.48,284.45,286.69,283.71
283.70,284.17,285.58,283.38
283.57,278.25,284.00,276.90
277.98,280.03,281.32,277.91
280.41,277.97,280.53,276.67
278.09,279.95,280.49,277.68
280.70,282.13,283.51,280.00
282.34,282.58,283.10,281.51
282.53,283.09,283.25,281.22
283.32,282.73,283.34,281.06
282.00,281.95,283.09,280.77
280.04,278.21,281.90,278.10
277.57,279.23,280.49,276.86
277.53,278.42,279.32,276.56
278.90,276.48,279.55,276.07
276.18,276.04,277.05,274.88
274.39,272.68,275.44,272.42
273.04,275.46,276.06,273.04
276.40,275.15,278.22,274.53
280.00,279.55,280.00,274.99
280.51,283.59,285.60,279.65
281.83,281.77,283.46,279.58
281.03,281.96,283.70,280.03
283.28,284.54,285.67,281.89
284.42,281.97,284.57,281.32
282.13,278.90,283.62,278.76
279.84,280.11,281.23,278.90
279.43,276.08,279.99,275.85
276.35,274.37,277.94,273.56
275.39,274.86,276.55,274.61
274.43,277.56,277.78,273.11
278.62,275.38,278.62,274.64
275.80,277.73,278.49,275.69
277.19,274.59,277.19,274.27
273.94,276.26,276.94,273.91
275.27,278.89,279.01,274.57
280.10,279.32,283.21,279.12
279.07,277.97,280.41,277.76
279.84,278.07,281.11,276.32
276.01,278.06,281.48,273.55
277.36,273.88,279.79,273.65
272.78,275.56,276.25,271.80
277.92,279.29,279.53,277.25
278.03,280.27,280.39,277.20
279.95,277.16,279.95,276.86
270.00,253.00,273.52,251.62
253.02,263.50,264.26,253.02
263.68,264.44,265.25,261.34
263.90,264.24,265.93,262.45
264.09,262.70,265.97,262.55
262.71,261.84,264.49,261.22
259.67,261.20,263.98,259.67
264.75,259.61,264.87,259.00
259.36,259.58,261.86,258.33
254.28,264.15,265.19,250.07
264.00,262.54,266.44,261.08
261.43,262.79,264.51,261.05
263.16,262.14,264.17,261.04
267.89,268.05,269.21,263.41
267.14,269.90,269.98,265.56
268.38,270.99,272.29,267.95
269.75,265.74,272.19,264.92
265.75,270.01,270.67,265.58
271.68,275.00,275.17,270.07
275.29,275.47,277.69,273.40
275.00,276.61,279.00,274.93
276.71,274.63,279.36,274.38
274.63,275.39,278.21,274.33
275.72,274.50,276.44,274.14
273.62,273.06,276.19,272.42
273.27,273.94,275.36,272.17
274.45,276.47,277.81,274.43
277.51,277.68,278.79,276.02
