DJCO,Daily Journal Corp. (S.C.) - Common Stock,NASDAQ
109.05,109.05,109.05,109.05
108.64,109.33,110.09,108.10
110.44,107.33,110.44,107.13
106.99,104.56,106.99,104.56
106.29,106.45,107.78,105.58
107.50,108.36,108.96,107.05
108.98,111.55,111.55,108.98
110.15,113.00,113.05,110.15
112.41,113.35,113.35,112.41
106.61,111.55,112.04,106.61
112.50,112.50,112.50,112.50
112.50,113.97,113.97,112.50
113.98,114.98,114.98,113.98
115.01,117.00,117.31,114.26
117.00,117.00,117.00,117.00
119.67,120.86,121.00,119.67
120.86,120.86,120.86,120.86
121.00,121.00,121.00,120.30
121.00,121.00,121.00,121.00
120.64,121.60,121.60,120.20
121.50,123.16,124.99,121.50
123.92,124.24,124.50,123.26
122.82,125.50,125.50,122.82
126.00,125.51,126.84,125.51
126.72,129.00,129.52,126.72
130.88,134.96,140.10,130.88
136.00,138.75,139.95,134.98
139.60,140.26,156.35,139.60
142.00,133.75,142.50,132.34
131.50,133.60,135.90,131.50
134.00,138.46,142.00,134.00
135.00,137.41,137.49,135.00
138.12,143.50,144.25,138.12
141.83,145.26,145.26,141.83
146.42,152.89,152.89,146.00
154.02,159.11,160.05,152.00
162.00,162.50,164.00,159.89
162.28,157.70,163.23,152.20
150.48,155.11,155.11,150.47
155.11,155.11,155.11,155.11
155.07,150.55,155.07,133.05
149.23,151.00,151.00,149.23
150.85,145.56,150.85,144.00
143.00,139.88,143.00,139.88
140.24,133.30,140.24,128.50
132.69,136.80,136.80,132.69
133.05,135.00,135.00,132.10
137.60,135.50,137.60,133.12
135.00,123.37,135.00,123.00
125.03,125.00,125.42,121.00
125.05,127.98,127.98,125.05
127.00,124.39,127.00,122.85
126.53,124.60,126.53,123.65
125.56,123.05,125.56,123.05
123.98,124.54,124.54,123.98
125.02,128.90,129.97,125.02
128.85,133.46,133.46,128.85
132.70,132.70,132.70,132.70
129.00,129.00,129.00,129.00
132.09,129.00,132.09,129.00
131.50,131.50,131.50,131.50
133.91,135.90,135.90,133.91
136.00,135.75,138.90,135.75
135.75,136.80,137.00,135.75
136.60,137.00,137.00,136.60
136.10,136.99,136.99,136.10
137.00,137.90,137.90,137.00
137.90,138.60,140.08,137.90
139.29,139.30,139.30,139.29
140.89,145.93,150.60,140.51
145.93,145.93,145.93,145.93
146.91,146.99,147.00,146.91
147.00,146.15,147.00,144.00
143.00,144.43,144.43,143.00
139.15,139.70,139.70,134.06
139.70,139.70,139.70,139.70
139.52,141.00,143.05,139.52
141.70,141.35,143.40,141.35
142.50,143.00,145.25,141.69
146.50,146.15,146.50,146.15
146.00,147.21,147.21,146.00
145.00,147.70,149.00,145.00
147.00,146.01,147.00,145.60
147.86,147.86,147.86,147.86
147.25,143.06,147.65,143.06
143.32,146.97,146.97,143.32
143.10,143.60,146.35,141.22
148.99,145.15,148.99,145.15
144.11,146.50,146.99,142.11
147.02,149.00,150.00,146.50
151.00,149.25,151.00,149.25
150.99,150.97,150.99,150.97
151.00,152.50,153.75,151.00
151.67,149.85,152.89,149.85
149.01,147.94,149.01,147.94
142.10,146.24,147.90,142.10
148.46,148.46,148.46,148.46
148.46,148.46,148.46,148.46
146.48,146.63,146.63,146.48
144.40,146.90,147.00,144.40
146.90,148.29,148.29,146.30
141.02,148.50,148.50,141.02
146.40,146.40,146.40,146.40
145.71,147.15,147.34,145.71
147.20,146.50,147.27,146.50
146.09,146.20,147.00,146.09
148.49,144.01,148.49,144.01
143.20,143.20,143.20,143.20
141.21,142.00,143.83,139.50
143.97,143.97,143.97,143.97
145.80,145.50,145.80,145.50
146.50,149.00,150.40,146.50
146.30,145.85,147.88,145.20
152.92,146.95,152.92,146.55
146.00,146.00,146.00,146.00
143.01,144.70,145.00,143.01
144.57,144.70,144.70,144.25
144.45,145.00,145.00,143.20
140.52,145.90,145.90,140.52
144.90,144.90,144.90,144.90
141.75,146.74,146.74,141.75
143.50,147.30,147.30,141.80
146.44,146.14,147.00,145.00
145.00,146.74,146.74,145.00
147.95,148.90,148.90,147.00
148.90,148.90,148.90,148.90
148.90,148.90,148.90,148.90
149.82,151.00,151.00,144.36
150.04,149.90,150.04,149.60
149.46,154.97,154.97,149.46
156.50,156.86,156.86,156.50
156.86,156.86,156.86,156.86
160.01,165.95,165.95,160.01
164.80,165.20,165.20,164.80
169.76,172.00,172.00,169.76
191.85,191.85,191.85,191.85
180.18,179.40,180.18,171.05
173.00,172.50,173.00,168.00
169.00,168.35,169.00,168.35
170.55,170.50,170.55,170.50
168.00,170.85,172.80,168.00
169.20,168.87,169.20,168.00
168.00,164.00,169.00,164.00
167.00,161.00,167.00,161.00
158.50,160.10,160.10,158.50
160.00,159.90,160.00,159.90
160.00,159.00,160.00,159.00
159.80,160.50,161.72,159.21
161.00,161.10,161.98,161.00
161.50,163.00,163.00,160.71
160.00,165.20,165.94,159.95
163.00,160.96,163.40,160.11
163.00,161.70,163.80,161.25
165.00,164.43,165.50,163.20
162.00,159.50,163.50,159.50
163.00,161.85,167.00,155.00
161.61,160.10,161.61,160.10
158.50,157.61,158.70,154.99
158.00,157.99,158.00,157.99
159.80,156.50,159.80,155.50
159.50,158.85,160.00,158.85
158.85,158.85,158.85,158.85
158.85,158.85,158.85,158.85
162.96,163.00,163.00,162.96
167.90,157.50,167.90,155.00
160.00,162.30,162.30,159.00
155.36,159.10,161.65,155.36
161.99,165.45,165.45,160.01
162.00,160.40,162.00,158.00
157.80,160.01,160.01,157.80
159.81,160.01,163.90,159.00
161.80,161.80,161.80,161.80
160.20,161.00,161.00,154.12
157.60,157.60,157.60,157.60
160.00,160.00,160.00,160.00
160.00,160.00,160.00,160.00
160.30,159.30,160.30,159.30
165.80,170.06,170.06,164.97
166.00,171.00,171.00,166.00
168.60,171.00,171.00,168.60
170.20,170.20,170.20,170.20
168.00,170.65,170.65,168.00
173.02,175.00,175.00,171.60
176.95,176.95,176.95,176.95
176.05,174.00,181.00,174.00
185.00,183.59,185.00,181.65
187.99,189.00,194.87,187.99
173.00,185.50,185.50,173.00
181.00,180.00,181.00,180.00
181.00,186.89,186.89,181.00
179.00,179.80,180.50,179.00
179.00,179.51,179.51,178.60
181.80,181.90,181.90,181.80
173.00,173.00,173.00,173.00
173.00,173.00,173.00,173.00
173.00,173.00,173.00,173.00
172.97,172.97,172.97,172.97
167.31,172.00,175.00,167.31
172.00,172.00,172.00,172.00
172.00,172.00,172.00,172.00
171.01,171.00,171.01,171.00
170.50,169.27,170.50,169.27
170.19,176.10,176.10,169.20
180.95,180.95,180.95,180.95
187.87,175.08,187.87,175.08
175.00,176.89,180.00,175.00
181.59,177.21,181.59,177.21
175.00,175.00,175.00,175.00
177.03,177.03,177.03,177.03
181.70,175.01,181.70,175.01
178.00,174.10,178.00,174.10
175.99,179.80,179.80,175.99
177.16,175.50,177.16,174.50
175.00,175.00,175.00,175.00
172.30,174.19,174.19,170.25
177.80,175.32,177.91,175.32
175.55,175.01,176.01,175.01
176.30,176.30,176.30,174.10
179.30,174.93,179.30,172.08
172.50,172.50,172.50,172.50
172.00,172.00,172.00,172.00
168.00,163.65,168.00,162.06
163.50,167.11,172.44,161.17
167.11,167.11,167.11,167.11
162.43,164.97,164.97,162.43
172.00,172.00,172.00,172.00
170.95,171.50,175.00,170.95
174.99,174.99,174.99,174.99
161.94,166.57,168.00,161.94
167.94,170.45,170.80,167.00
170.45,172.51,172.51,170.45
169.01,169.01,169.01,169.01
167.51,168.98,169.00,167.51
168.20,170.00,170.51,168.20
171.88,171.88,171.88,171.88
175.95,175.95,175.95,175.95
175.95,175.95,175.95,175.95
173.09,173.09,173.09,173.09
175.00,171.30,175.00,171.30
171.30,171.30,171.30,171.30
168.00,168.07,168.07,168.00
168.37,168.37,168.37,168.37
168.00,174.81,174.81,168.00
175.75,175.75,175.75,175.75
177.96,177.67,177.96,172.00
178.00,176.61,178.00,176.61
176.61,176.61,176.61,176.61
176.61,176.61,176.61,176.61
179.99,179.99,179.99,179.99
183.44,184.34,185.99,183.44
194.59,192.94,194.59,186.00
189.97,192.50,192.50,189.97
199.93,199.93,199.93,199.93
200.43,209.99,211.51,200.43
209.96,219.68,219.68,203.87
218.87,210.70,218.87,210.70
217.90,217.90,217.90,216.88
214.10,214.10,214.10,214.10
212.02,206.06,212.02,200.01
207.63,206.69,207.63,206.69
203.20,199.30,205.99,199.30
198.00,199.96,199.96,198.00
192.37,197.00,200.00,192.37
197.39,191.39,197.39,189.61
196.46,192.92,198.82,187.91
192.92,192.92,192.92,192.92
183.10,183.10,183.10,183.10
182.61,182.61,182.61,182.61
188.45,183.15,188.45,183.15
185.20,185.20,185.20,185.20
181.10,184.08,185.29,181.10
179.05,179.85,179.85,179.05
176.24,185.74,185.74,176.24
193.97,183.85,193.97,183.85
183.85,183.85,183.85,183.85
183.85,183.85,183.85,183.85
180.00,180.00,180.00,180.00
176.66,177.95,177.95,176.66
183.89,173.01,183.89,168.07
170.11,171.14,172.00,169.80
171.80,173.20,173.20,171.76
170.55,168.65,170.55,168.36
168.25,170.05,170.05,168.25
172.88,175.15,176.09,170.72
175.15,175.15,175.15,175.15
179.90,185.40,185.40,179.00
199.98,194.97,199.98,194.97
188.47,193.98,193.98,188.47
183.33,184.60,189.17,182.34
184.00,182.05,184.00,182.05
184.65,183.80,184.65,183.80
188.00,188.00,188.00,188.00
199.98,196.15,199.98,196.15
197.70,203.75,207.56,197.70
209.70,203.01,210.00,203.01
203.01,203.01,203.01,203.01
202.95,202.25,206.40,202.00
204.00,200.98,206.89,200.30
198.22,192.55,198.22,192.55
189.75,184.90,189.75,177.00
185.00,185.00,185.00,182.07
184.98,189.00,190.00,184.98
190.00,191.34,191.34,189.45
197.87,195.95,197.87,193.87
195.02,189.00,195.02,187.50
186.00,185.50,191.00,185.50
181.40,181.40,181.40,181.40
181.40,181.40,181.40,181.40
194.99,186.03,194.99,185.02
189.00,188.08,190.00,187.00
184.63,184.63,184.63,184.63
183.98,182.05,184.00,182.05
177.50,176.22,182.00,176.21
175.96,179.98,179.98,173.01
179.98,179.98,179.98,179.98
181.00,181.00,181.00,181.00
180.70,174.01,181.15,174.01
175.52,177.25,178.00,175.52
176.50,177.02,182.00,176.50
181.95,181.95,181.95,181.95
179.80,175.31,180.00,175.31
194.89,194.89,194.89,194.89
189.80,187.60,189.80,172.95
189.87,180.50,189.87,180.50
183.85,175.04,183.85,175.03
175.01,179.00,179.00,175.00
184.99,181.24,184.99,181.24
184.95,184.95,184.95,184.95
175.53,175.21,175.53,175.21
175.25,175.25,175.25,175.25
175.26,175.26,175.26,175.26
173.97,184.86,184.86,173.97
176.14,177.70,178.00,174.77
182.48,182.48,182.48,182.48
188.00,187.74,188.00,175.18
185.89,185.89,185.89,185.89
186.00,189.00,189.00,186.00
188.75,185.75,188.75,185.75
188.00,187.90,188.00,187.90
187.90,187.90,187.90,187.90
188.74,188.74,188.74,188.74
188.00,188.61,188.61,188.00
188.59,186.03,188.59,186.03
187.00,187.95,188.75,187.00
187.99,187.99,187.99,187.99
190.00,190.99,190.99,190.00
182.65,182.65,182.65,182.65
178.10,187.99,187.99,178.10
187.99,187.99,187.99,187.99
184.00,184.00,184.00,184.00
189.41,196.00,196.00,189.41
190.01,198.00,198.00,190.01
200.00,200.00,200.00,200.00
202.00,215.00,217.94,202.00
215.00,222.49,223.00,215.00
220.00,220.09,222.00,219.64
216.27,216.27,216.27,216.27
218.96,218.96,218.96,218.96
224.91,221.99,224.91,221.99
221.99,221.99,221.99,221.99
221.99,221.99,221.99,221.99
225.00,216.00,225.00,215.50
215.99,220.00,220.00,215.99
221.50,221.50,221.50,221.50
221.49,221.49,221.49,221.49
221.29,221.29,221.29,221.29
217.20,217.20,217.20,217.20
219.73,219.73,219.73,219.73
215.33,220.12,224.30,215.33
220.12,220.12,220.12,220.12
216.97,216.97,216.97,216.97
215.02,215.01,215.69,215.01
215.00,218.91,218.91,215.00
218.91,218.91,218.91,218.91
218.91,218.91,218.91,218.91
199.98,201.00,202.00,199.98
195.01,195.01,195.01,195.01
201.99,201.99,201.99,201.99
211.89,211.89,211.89,211.89
210.00,203.69,210.00,199.51
193.50,201.25,204.60,193.50
195.01,207.00,207.00,195.01
203.00,203.51,205.00,203.00
208.00,208.00,208.00,208.00
208.00,208.00,208.00,208.00
202.68,202.68,202.68,202.68
219.00,220.11,220.11,219.00
234.99,263.01,280.51,234.99
253.25,240.00,253.25,232.00
230.18,230.18,230.18,230.18
229.98,229.98,229.98,229.98
239.00,236.99,239.00,232.52
230.00,235.78,235.78,225.00
212.20,212.20,212.20,212.20
218.00,218.69,218.69,218.00
218.02,216.61,218.02,216.61
210.00,210.00,210.00,210.00
203.54,203.54,203.54,203.54
203.17,200.69,203.17,200.00
214.99,195.21,214.99,195.21
190.11,190.11,190.11,190.11
187.00,187.00,187.00,187.00
190.05,194.55,194.55,190.05
194.55,194.55,194.55,194.55
188.50,188.50,188.50,188.50
188.59,188.60,189.88,188.59
192.00,192.00,192.00,192.00
188.50,188.50,188.50,188.50
188.01,190.03,190.03,188.00
196.70,196.70,196.70,196.70
181.25,181.25,181.25,181.25
186.01,186.01,186.01,186.01
187.03,187.03,187.03,187.03
188.01,188.01,188.01,188.01
188.01,188.01,188.01,188.01
202.00,188.00,202.00,188.00
188.00,188.00,188.00,188.00
191.50,188.02,199.00,188.02
190.00,190.00,190.00,190.00
195.00,195.00,195.00,195.00
195.00,195.00,195.00,195.00
195.00,189.25,195.00,189.25
189.25,189.25,189.25,189.25
189.25,189.25,189.25,189.25
189.25,189.25,189.25,189.25
195.00,194.01,195.00,192.15
194.01,194.01,194.01,194.01
190.99,198.25,199.09,190.80
193.50,194.35,196.50,192.22
195.00,200.21,203.40,195.00
199.00,201.70,203.12,199.00
194.79,196.34,197.34,191.43
196.60,199.00,199.00,196.60
202.00,200.54,202.00,200.54
194.25,194.25,194.25,194.25
205.02,205.02,205.02,205.02
193.60,192.79,193.60,168.90
193.50,194.85,194.85,193.50
192.00,188.00,192.00,188.00
188.00,193.99,194.00,180.56
189.50,194.40,202.91,189.00
187.82,192.55,194.79,187.82
191.40,190.81,193.00,189.66
194.99,190.49,194.99,190.25
187.47,184.56,189.50,184.02
194.99,192.80,195.00,187.50
185.15,191.20,191.20,185.15
191.20,191.20,191.20,191.20
186.53,183.20,190.00,172.91
185.01,187.99,194.97,185.01
185.00,185.67,186.90,185.00
187.50,187.50,187.50,187.50
185.00,187.44,190.00,185.00
190.50,195.00,195.00,190.50
193.10,193.20,194.10,190.01
193.20,193.20,193.20,193.20
188.50,188.50,188.50,188.50
187.98,183.61,187.98,183.61
184.78,185.00,185.00,184.57
189.68,190.73,192.00,189.68
187.70,187.10,187.70,187.10
186.20,187.40,187.40,185.40
186.00,185.02,186.50,185.01
185.08,185.08,185.08,185.08
185.00,187.91,187.91,185.00
194.80,196.24,196.24,192.40
203.00,203.00,203.00,203.00
194.00,194.00,194.00,194.00
200.30,204.10,204.10,200.30
208.10,201.01,208.10,200.02
200.00,201.50,201.50,200.00
200.74,201.22,201.22,200.74
210.00,209.27,210.00,202.50
207.75,205.22,207.75,205.22
209.00,207.32,209.00,207.32
212.00,212.00,212.00,212.00
208.45,211.11,211.11,208.00
211.40,211.00,214.38,209.92
211.00,211.00,211.00,211.00
204.00,203.00,205.05,196.00
203.00,205.90,210.30,199.10
208.50,200.81,209.00,200.00
200.48,204.00,205.30,198.99
203.50,203.55,203.55,201.05
203.20,206.83,206.83,201.37
208.00,207.47,209.27,206.13
206.00,200.75,206.00,198.00
205.75,208.55,208.55,202.55
206.80,207.24,207.89,206.10
207.69,204.40,207.81,204.40
203.50,201.45,203.50,197.05
201.20,201.40,202.10,201.20
201.25,199.90,202.00,198.20
198.50,201.60,201.64,198.50
200.96,208.31,209.70,200.86
207.25,197.81,208.46,197.81
197.85,200.18,200.30,197.30
200.60,206.98,207.86,200.60
208.50,212.51,212.51,207.55
217.00,215.66,221.39,215.30
215.25,213.30,216.89,213.10
214.50,217.69,217.69,213.51
221.37,218.51,222.50,217.60
214.31,217.57,221.31,214.00
219.79,218.02,219.79,218.02
220.45,214.94,220.45,214.94
208.21,210.97,210.97,208.21
209.19,210.00,210.00,209.19
213.94,206.82,213.94,206.82
196.80,200.61,200.61,193.76
196.00,197.75,201.88,196.00
196.51,196.51,196.51,196.51
192.15,200.44,200.79,188.21
196.99,199.00,199.00,196.99
200.00,196.00,200.00,196.00
197.32,195.92,199.00,195.92
195.92,195.92,195.92,195.92
190.75,190.31,190.75,190.31
195.60,195.60,195.60,195.60
191.58,198.40,199.78,191.58
193.30,198.88,198.88,192.41
194.21,195.56,195.56,194.21
195.00,198.45,198.45,195.00
198.74,195.00,198.74,191.22
196.20,196.20,196.20,192.30
197.35,197.74,197.74,195.90
197.39,203.61,204.70,197.39
207.50,214.20,224.17,207.50
208.15,208.15,208.15,208.15
209.10,209.10,209.10,209.10
210.01,210.01,210.01,210.01
209.50,206.40,209.50,206.35
200.00,198.71,201.26,198.71
199.77,204.80,204.80,197.31
201.00,201.00,201.00,201.00
208.08,208.08,208.08,208.08
208.21,202.40,208.21,202.40
209.30,203.50,209.30,203.50
206.70,200.00,206.70,200.00
200.77,201.18,202.19,196.50
197.78,198.03,200.00,194.02
197.00,196.20,198.40,191.41
196.60,198.00,210.00,196.60
208.00,209.79,209.79,208.00
213.50,211.50,213.50,209.00
211.00,211.10,212.58,208.55
210.79,206.53,210.79,205.05
206.50,202.00,210.00,202.00
198.10,197.20,199.96,197.20
194.00,187.70,194.00,187.70
194.50,194.50,194.50,194.50
197.00,195.00,197.00,191.30
196.33,194.69,196.33,192.51
194.51,194.51,194.51,194.51
192.01,194.96,194.96,192.01
194.95,194.95,194.95,194.95
196.00,194.00,196.00,194.00
193.00,198.30,198.30,193.00
198.30,198.30,198.30,198.30
201.83,196.82,202.00,195.42
198.00,194.00,198.88,194.00
197.00,198.79,202.31,194.01
200.17,200.29,201.20,196.76
200.12,202.50,202.50,198.70
203.67,209.00,215.14,203.20
209.75,207.00,210.96,207.00
211.01,209.39,213.00,205.00
207.00,192.10,209.80,192.00
196.76,196.68,198.75,196.00
196.68,194.60,196.91,194.60
196.50,196.80,196.80,193.09
196.80,196.09,197.03,196.09
197.13,193.40,199.75,192.00
190.00,186.31,192.60,186.31
184.75,183.80,184.75,183.67
190.00,186.20,190.00,184.55
186.58,185.90,186.58,185.90
188.89,191.60,191.60,185.47
193.82,193.82,193.82,193.82
193.04,198.50,198.50,193.04
198.34,199.00,203.99,197.00
183.25,198.98,198.98,183.25
198.75,198.75,198.75,198.75
201.01,200.82,201.01,198.45
200.00,197.81,200.00,197.81
199.41,195.81,199.41,195.00
201.78,201.78,201.78,201.78
203.70,200.00,203.70,188.77
201.33,201.73,201.73,201.33
199.40,205.95,205.95,199.39
200.31,201.10,202.25,196.52
203.54,203.54,203.54,203.54
203.99,203.99,203.99,203.99
201.65,202.00,202.00,201.65
200.99,201.20,201.20,198.72
201.84,208.40,208.40,201.84
200.00,200.00,200.00,200.00
204.70,204.70,204.70,204.70
204.39,207.49,207.49,204.39
204.06,204.06,204.06,204.06
207.00,206.98,207.00,206.98
208.23,208.23,208.23,208.23
208.23,208.23,208.23,208.23
202.00,202.00,202.00,202.00
188.25,204.50,206.00,188.25
204.50,204.50,204.50,204.50
200.20,200.20,200.20,200.20
199.45,199.45,199.45,199.45
203.00,201.00,203.42,201.00
206.43,201.79,206.43,201.79
208.00,208.23,208.23,208.00
207.70,207.70,207.70,207.70
207.09,207.09,207.09,207.09
183.77,183.77,183.77,183.77
186.00,197.00,197.00,181.02
197.00,197.00,197.00,197.00
197.00,197.00,197.00,197.00
204.98,201.37,206.78,201.37
202.00,202.00,202.00,202.00
205.12,212.54,212.54,205.12
207.72,202.24,217.32,202.24
216.35,221.45,231.66,216.00
222.36,214.40,225.90,214.40
198.92,211.50,216.00,198.92
209.20,209.20,209.20,209.20
205.27,206.00,206.00,205.26
205.86,206.70,206.70,200.57
195.77,204.50,204.50,195.77
206.91,206.91,206.91,206.91
207.67,207.67,207.67,207.67
193.39,198.20,203.94,193.39
193.21,207.86,207.86,193.21
200.00,200.70,200.70,190.85
206.54,206.54,206.54,206.54
203.54,208.25,208.25,203.54
207.01,203.90,209.59,203.90
204.00,204.00,204.00,204.00
205.25,207.00,207.00,205.25
206.00,206.00,206.00,206.00
205.57,202.00,205.57,202.00
199.72,201.03,201.03,199.72
201.03,201.03,201.03,201.03
196.32,196.32,196.32,196.32
193.55,193.55,193.55,193.55
192.70,191.03,192.70,191.03
191.03,191.03,191.03,191.03
197.70,197.70,197.70,197.70
193.60,193.60,193.60,193.60
193.90,189.99,193.90,189.67
188.66,183.85,188.66,183.85
184.87,184.87,184.87,184.87
181.76,181.76,181.76,181.76
174.10,184.40,184.99,174.10
185.00,190.50,190.50,182.74
185.00,188.00,192.56,175.20
189.02,189.02,189.02,189.02
192.98,190.00,192.98,190.00
186.00,192.00,192.00,186.00
192.52,192.52,192.52,192.52
190.00,190.00,190.00,190.00
185.08,190.50,190.50,185.08
192.83,190.00,192.83,190.00
189.77,186.74,189.77,186.74
187.00,180.40,187.00,180.40
180.61,179.50,184.70,171.00
175.84,175.84,175.84,175.84
179.18,179.18,179.18,179.18
180.00,180.00,180.00,179.95
189.85,189.85,189.85,189.85
190.77,190.77,190.77,190.77
187.19,190.79,190.79,186.24
192.80,189.14,192.80,189.14
190.81,191.72,191.72,190.81
194.87,194.87,194.87,194.87
188.92,189.86,189.86,188.92
188.00,188.00,188.00,188.00
192.24,192.24,192.24,192.24
192.24,192.24,192.24,192.24
195.00,194.81,195.00,194.81
194.87,194.87,194.87,194.87
194.60,194.86,194.86,194.60
191.36,192.94,192.94,190.31
192.94,192.94,192.94,192.94
194.87,194.00,195.00,194.00
192.60,192.60,192.60,192.60
192.60,192.60,192.60,192.60
192.60,192.60,192.60,192.60
194.79,194.79,194.79,194.79
192.46,192.46,192.46,192.46
191.60,191.60,191.60,191.60
197.00,189.90,200.16,189.87
189.90,191.40,191.40,189.90
194.17,192.99,194.17,192.99
193.00,193.00,193.00,193.00
193.00,193.00,193.00,193.00
193.51,186.54,193.51,186.54
189.00,189.00,189.00,189.00
193.03,191.00,193.03,191.00
188.42,192.35,192.50,188.42
192.86,196.80,196.80,192.86
193.23,195.69,196.71,193.23
193.52,191.10,194.41,189.65
191.67,191.67,191.67,191.67
194.63,195.99,195.99,194.63
195.88,195.88,195.88,195.88
196.30,190.59,196.30,190.59
190.59,190.59,190.59,190.59
192.50,195.72,195.72,192.50
195.38,204.15,204.15,195.38
200.12,204.50,205.60,196.80
205.00,205.00,205.00,205.00
209.72,209.72,209.72,209.72
208.88,202.21,208.88,202.21
194.53,194.53,194.53,194.53
192.13,195.45,195.45,192.13
196.80,200.55,200.55,194.00
191.88,199.86,202.75,191.88
195.52,195.52,195.52,195.52
224.39,198.47,224.39,198.47
200.00,200.00,200.00,200.00
195.05,195.05,195.05,195.05
194.50,196.40,196.40,194.30
194.90,197.17,197.17,194.90
194.32,195.29,195.29,194.32
195.02,197.08,197.08,195.01
195.80,195.80,195.80,195.80
196.13,196.00,199.00,196.00
197.00,197.00,197.00,197.00
199.87,199.87,199.87,199.87
196.12,196.12,196.12,196.12
196.12,196.12,196.12,196.12
193.00,195.90,195.90,193.00
191.21,195.38,195.38,191.21
193.90,194.01,196.98,193.90
194.01,194.01,194.01,194.01
196.28,196.63,196.63,196.28
197.88,196.96,197.88,196.96
192.62,192.62,192.62,192.62
194.74,197.78,197.78,194.74
198.55,198.55,198.55,198.55
198.55,198.55,198.55,198.55
196.55,197.98,197.98,196.55
195.53,197.30,197.30,195.53
198.59,198.59,198.59,198.59
198.59,198.59,198.59,198.59
198.14,196.42,198.14,195.53
196.00,199.90,201.69,196.00
197.78,197.78,197.78,197.78
196.27,199.90,199.95,196.27
200.10,203.14,204.85,200.10
207.59,206.27,209.90,203.00
209.31,206.04,210.01,206.03
205.00,201.01,205.00,201.01
204.50,204.75,205.10,204.05
203.00,205.70,206.63,202.00
209.00,209.59,209.59,201.35
207.00,210.20,214.00,207.00
212.00,215.00,215.02,209.35
220.90,220.90,220.90,220.90
226.00,231.99,247.40,226.00
227.00,225.35,237.00,219.99
225.39,226.33,227.90,224.65
228.00,229.00,231.75,226.10
233.20,241.80,244.00,233.20
236.01,236.99,236.99,235.50
238.10,235.13,238.10,235.00
236.00,228.00,236.00,226.68
225.89,220.00,225.89,218.00
218.99,215.00,220.00,206.39
213.00,220.50,222.00,208.00
220.00,224.20,224.20,220.00
225.00,227.98,227.98,225.00
227.00,223.20,228.00,222.20
225.00,239.00,239.00,217.33
235.89,230.00,238.19,225.92
226.00,220.41,229.00,220.41
223.58,227.00,228.70,223.33
226.87,229.06,231.20,226.87
227.99,224.60,230.00,219.24
226.00,225.00,230.20,225.00
228.01,227.00,228.01,227.00
228.00,224.99,228.00,224.99
224.99,224.99,224.99,224.99
223.70,225.87,226.00,222.50
228.00,228.40,228.40,228.00
227.84,225.50,230.00,225.50
224.78,225.51,226.00,220.33
225.51,225.51,225.51,225.51
225.00,225.00,225.00,225.00
221.40,231.48,234.00,221.40
227.00,227.00,227.00,227.00
227.00,227.00,227.00,227.00
227.00,227.00,227.00,227.00
221.50,225.00,227.87,221.49
224.00,227.00,227.00,221.00
225.05,225.00,225.05,223.80
225.00,224.00,225.00,221.76
224.00,229.69,229.69,223.99
227.55,225.99,227.55,225.95
228.79,227.00,228.79,225.50
226.90,229.79,233.58,226.90
230.70,227.40,230.70,226.00
227.39,228.17,233.20,225.21
228.99,228.00,230.00,225.57
226.33,231.32,233.80,226.33
233.13,232.04,236.00,232.04
232.03,231.40,232.03,229.99
232.01,232.01,232.01,232.01
236.65,236.65,236.65,236.65
230.30,230.30,230.30,230.30
230.00,230.00,230.00,230.00
231.70,228.40,231.70,227.11
223.65,227.40,227.40,223.65
221.11,220.52,221.11,220.52
222.00,225.84,225.84,220.00
219.99,223.54,227.01,219.99
224.09,223.70,226.78,223.70
220.20,224.60,225.74,218.23
225.99,228.85,228.85,224.00
227.96,230.00,230.00,227.96
230.00,230.00,230.00,230.00
227.99,227.75,236.45,227.00
226.70,224.40,227.00,224.40
223.95,222.60,224.50,222.60
220.00,214.73,221.00,214.73
215.96,220.37,221.63,215.96
220.00,216.40,220.00,216.40
217.71,219.98,219.98,217.71
217.56,219.00,219.00,214.62
218.00,219.12,219.12,216.53
219.76,218.42,219.99,217.53
216.69,216.16,217.22,214.00
215.90,215.00,215.97,215.00
206.83,212.15,212.15,206.83
213.90,213.90,213.90,213.90
210.21,210.21,210.21,210.21
210.63,212.98,212.98,210.63
214.00,209.10,214.00,209.10
207.80,211.80,211.80,207.80
212.43,212.37,212.65,212.00
212.00,214.00,214.00,211.00
209.65,207.10,209.65,207.10
206.40,210.56,210.56,203.11
210.00,209.00,211.26,208.00
201.83,201.83,201.83,201.83
206.01,209.61,209.61,206.01
209.50,209.71,209.71,209.50
212.17,210.96,212.17,210.96
219.64,212.00,219.99,210.99
211.20,211.20,211.20,211.20
211.34,211.34,211.34,211.34
203.76,210.02,219.99,200.01
207.00,206.40,207.00,206.40
207.11,209.15,213.30,207.11
210.80,214.00,214.96,207.00
211.85,211.85,211.85,211.85
211.65,215.95,215.95,211.65
214.00,229.00,231.75,210.50
228.99,230.98,237.00,226.00
230.00,234.09,234.09,230.00
233.66,225.43,233.66,223.37
224.36,224.36,224.36,224.36
224.36,224.59,226.85,221.80
235.01,229.80,236.29,227.40
230.51,232.46,233.99,229.83
235.00,235.11,240.00,235.00
247.01,245.42,247.03,235.18
240.00,240.00,240.00,240.00
247.97,244.00,247.97,242.03
242.71,243.20,243.20,236.57
236.26,241.73,241.73,230.98
246.95,248.09,248.09,244.90
